context: I realized that the time had come to face the problem I had been ignoring response:	by not thinking too deeply about it.
context: Nami, go buy some sake.\Yes, you do that.\And pick up some ingredients for the sukiyaki too.\Huh? No way!\Besides, what are the ingredients? Meat?\Let's take the car and go together, Nami. Okay?\You wanna go out with your new handbag, don't you?\Don't tell me you like Nami. Please, anyone but her. response:	I'm so sorry! Nana and Nami are both such noisy girls.
context: Yes, you do that.\And pick up some ingredients for the sukiyaki too.\Huh? No way!\Besides, what are the ingredients? Meat?\Let's take the car and go together, Nami. Okay?\You wanna go out with your new handbag, don't you?\Don't tell me you like Nami. Please, anyone but her.\I'm so sorry! Nana and Nami are both such noisy girls. response:	Me too?! Don't group me with Nami!
context: And pick up some ingredients for the sukiyaki too.\Huh? No way!\Besides, what are the ingredients? Meat?\Let's take the car and go together, Nami. Okay?\You wanna go out with your new handbag, don't you?\Don't tell me you like Nami. Please, anyone but her.\I'm so sorry! Nana and Nami are both such noisy girls.\Me too?! Don't group me with Nami! response:	Not at all. I'm enjoying this very much.
context: Huh? No way!\Besides, what are the ingredients? Meat?\Let's take the car and go together, Nami. Okay?\You wanna go out with your new handbag, don't you?\Don't tell me you like Nami. Please, anyone but her.\I'm so sorry! Nana and Nami are both such noisy girls.\Me too?! Don't group me with Nami!\Not at all. I'm enjoying this very much. response:	My mother was very weak,
context: Besides, what are the ingredients? Meat?\Let's take the car and go together, Nami. Okay?\You wanna go out with your new handbag, don't you?\Don't tell me you like Nami. Please, anyone but her.\I'm so sorry! Nana and Nami are both such noisy girls.\Me too?! Don't group me with Nami!\Not at all. I'm enjoying this very much.\My mother was very weak, response:	and the rest of my family was rather dark.
context: Let's take the car and go together, Nami. Okay?\You wanna go out with your new handbag, don't you?\Don't tell me you like Nami. Please, anyone but her.\I'm so sorry! Nana and Nami are both such noisy girls.\Me too?! Don't group me with Nami!\Not at all. I'm enjoying this very much.\My mother was very weak,\and the rest of my family was rather dark. response:	Perhaps because of that,
context: You wanna go out with your new handbag, don't you?\Don't tell me you like Nami. Please, anyone but her.\I'm so sorry! Nana and Nami are both such noisy girls.\Me too?! Don't group me with Nami!\Not at all. I'm enjoying this very much.\My mother was very weak,\and the rest of my family was rather dark.\Perhaps because of that, response:	since I was small I've always been drawn to energetic, happy people.
context: Don't tell me you like Nami. Please, anyone but her.\I'm so sorry! Nana and Nami are both such noisy girls.\Me too?! Don't group me with Nami!\Not at all. I'm enjoying this very much.\My mother was very weak,\and the rest of my family was rather dark.\Perhaps because of that,\since I was small I've always been drawn to energetic, happy people. response:	That's why I find this so attractive.
context: I'm so sorry! Nana and Nami are both such noisy girls.\Me too?! Don't group me with Nami!\Not at all. I'm enjoying this very much.\My mother was very weak,\and the rest of my family was rather dark.\Perhaps because of that,\since I was small I've always been drawn to energetic, happy people.\That's why I find this so attractive. response:	The feeling of a loving family like yours. This is fun.
context: Me too?! Don't group me with Nami!\Not at all. I'm enjoying this very much.\My mother was very weak,\and the rest of my family was rather dark.\Perhaps because of that,\since I was small I've always been drawn to energetic, happy people.\That's why I find this so attractive.\The feeling of a loving family like yours. This is fun. response:	I see.
context: Not at all. I'm enjoying this very much.\My mother was very weak,\and the rest of my family was rather dark.\Perhaps because of that,\since I was small I've always been drawn to energetic, happy people.\That's why I find this so attractive.\The feeling of a loving family like yours. This is fun.\I see. response:	Well, one thing I can guarantee is Nana's in good health.
context: My mother was very weak,\and the rest of my family was rather dark.\Perhaps because of that,\since I was small I've always been drawn to energetic, happy people.\That's why I find this so attractive.\The feeling of a loving family like yours. This is fun.\I see.\Well, one thing I can guarantee is Nana's in good health. response:	So how is your family doing now?
context: and the rest of my family was rather dark.\Perhaps because of that,\since I was small I've always been drawn to energetic, happy people.\That's why I find this so attractive.\The feeling of a loving family like yours. This is fun.\I see.\Well, one thing I can guarantee is Nana's in good health.\So how is your family doing now? response:	My mother passed away six years ago.
context: Perhaps because of that,\since I was small I've always been drawn to energetic, happy people.\That's why I find this so attractive.\The feeling of a loving family like yours. This is fun.\I see.\Well, one thing I can guarantee is Nana's in good health.\So how is your family doing now?\My mother passed away six years ago. response:	My sister married a local man.
context: since I was small I've always been drawn to energetic, happy people.\That's why I find this so attractive.\The feeling of a loving family like yours. This is fun.\I see.\Well, one thing I can guarantee is Nana's in good health.\So how is your family doing now?\My mother passed away six years ago.\My sister married a local man. response:	They now live with their two children and our father.
context: That's why I find this so attractive.\The feeling of a loving family like yours. This is fun.\I see.\Well, one thing I can guarantee is Nana's in good health.\So how is your family doing now?\My mother passed away six years ago.\My sister married a local man.\They now live with their two children and our father. response:	Okay, then we should give them a visit sometime soon.
context: The feeling of a loving family like yours. This is fun.\I see.\Well, one thing I can guarantee is Nana's in good health.\So how is your family doing now?\My mother passed away six years ago.\My sister married a local man.\They now live with their two children and our father.\Okay, then we should give them a visit sometime soon. response:	We'll all go and pay our respects at your mother's grave.
context: I see.\Well, one thing I can guarantee is Nana's in good health.\So how is your family doing now?\My mother passed away six years ago.\My sister married a local man.\They now live with their two children and our father.\Okay, then we should give them a visit sometime soon.\We'll all go and pay our respects at your mother's grave. response:	Yes, we should.
context: Well, one thing I can guarantee is Nana's in good health.\So how is your family doing now?\My mother passed away six years ago.\My sister married a local man.\They now live with their two children and our father.\Okay, then we should give them a visit sometime soon.\We'll all go and pay our respects at your mother's grave.\Yes, we should. response:	No, it's okay.
context: So how is your family doing now?\My mother passed away six years ago.\My sister married a local man.\They now live with their two children and our father.\Okay, then we should give them a visit sometime soon.\We'll all go and pay our respects at your mother's grave.\Yes, we should.\No, it's okay. response:	- Huh? - Huh?
context: My mother passed away six years ago.\My sister married a local man.\They now live with their two children and our father.\Okay, then we should give them a visit sometime soon.\We'll all go and pay our respects at your mother's grave.\Yes, we should.\No, it's okay.\- Huh? - Huh? response:	In fact, my father is a complete alcoholic,
context: My sister married a local man.\They now live with their two children and our father.\Okay, then we should give them a visit sometime soon.\We'll all go and pay our respects at your mother's grave.\Yes, we should.\No, it's okay.\- Huh? - Huh?\In fact, my father is a complete alcoholic, response:	and lately he can't even manage a proper conversation.
context: They now live with their two children and our father.\Okay, then we should give them a visit sometime soon.\We'll all go and pay our respects at your mother's grave.\Yes, we should.\No, it's okay.\- Huh? - Huh?\In fact, my father is a complete alcoholic,\and lately he can't even manage a proper conversation. response:	I'm sorry.
context: Okay, then we should give them a visit sometime soon.\We'll all go and pay our respects at your mother's grave.\Yes, we should.\No, it's okay.\- Huh? - Huh?\In fact, my father is a complete alcoholic,\and lately he can't even manage a proper conversation.\I'm sorry. response:	An alcoholic. That must be tough for you.
context: We'll all go and pay our respects at your mother's grave.\Yes, we should.\No, it's okay.\- Huh? - Huh?\In fact, my father is a complete alcoholic,\and lately he can't even manage a proper conversation.\I'm sorry.\An alcoholic. That must be tough for you. response:	But we still should go and introduce ourselves.
context: Yes, we should.\No, it's okay.\- Huh? - Huh?\In fact, my father is a complete alcoholic,\and lately he can't even manage a proper conversation.\I'm sorry.\An alcoholic. That must be tough for you.\But we still should go and introduce ourselves. response:	No, it's really all right.
context: No, it's okay.\- Huh? - Huh?\In fact, my father is a complete alcoholic,\and lately he can't even manage a proper conversation.\I'm sorry.\An alcoholic. That must be tough for you.\But we still should go and introduce ourselves.\No, it's really all right. response:	He's the type of man that wouldn't even attend
context: - Huh? - Huh?\In fact, my father is a complete alcoholic,\and lately he can't even manage a proper conversation.\I'm sorry.\An alcoholic. That must be tough for you.\But we still should go and introduce ourselves.\No, it's really all right.\He's the type of man that wouldn't even attend response:	my sister's wedding or my mother's funeral.
context: In fact, my father is a complete alcoholic,\and lately he can't even manage a proper conversation.\I'm sorry.\An alcoholic. That must be tough for you.\But we still should go and introduce ourselves.\No, it's really all right.\He's the type of man that wouldn't even attend\my sister's wedding or my mother's funeral. response:	Besides, I have no intention of inviting him to our wedding.
context: and lately he can't even manage a proper conversation.\I'm sorry.\An alcoholic. That must be tough for you.\But we still should go and introduce ourselves.\No, it's really all right.\He's the type of man that wouldn't even attend\my sister's wedding or my mother's funeral.\Besides, I have no intention of inviting him to our wedding. response:	I wouldn't want him ruining it.
context: I'm sorry.\An alcoholic. That must be tough for you.\But we still should go and introduce ourselves.\No, it's really all right.\He's the type of man that wouldn't even attend\my sister's wedding or my mother's funeral.\Besides, I have no intention of inviting him to our wedding.\I wouldn't want him ruining it. response:	If there's something not right about the father,
context: An alcoholic. That must be tough for you.\But we still should go and introduce ourselves.\No, it's really all right.\He's the type of man that wouldn't even attend\my sister's wedding or my mother's funeral.\Besides, I have no intention of inviting him to our wedding.\I wouldn't want him ruining it.\If there's something not right about the father, response:	the child isn't gonna amount to much.
context: But we still should go and introduce ourselves.\No, it's really all right.\He's the type of man that wouldn't even attend\my sister's wedding or my mother's funeral.\Besides, I have no intention of inviting him to our wedding.\I wouldn't want him ruining it.\If there's something not right about the father,\the child isn't gonna amount to much. response:	I'm a good example.
context: No, it's really all right.\He's the type of man that wouldn't even attend\my sister's wedding or my mother's funeral.\Besides, I have no intention of inviting him to our wedding.\I wouldn't want him ruining it.\If there's something not right about the father,\the child isn't gonna amount to much.\I'm a good example. response:	More importantly, about the location of the wedding ceremony,
context: He's the type of man that wouldn't even attend\my sister's wedding or my mother's funeral.\Besides, I have no intention of inviting him to our wedding.\I wouldn't want him ruining it.\If there's something not right about the father,\the child isn't gonna amount to much.\I'm a good example.\More importantly, about the location of the wedding ceremony, response:	would you mind taking a look at these documents?
context: my sister's wedding or my mother's funeral.\Besides, I have no intention of inviting him to our wedding.\I wouldn't want him ruining it.\If there's something not right about the father,\the child isn't gonna amount to much.\I'm a good example.\More importantly, about the location of the wedding ceremony,\would you mind taking a look at these documents? response:	Hey, guy. You're not a salesman.
context: Besides, I have no intention of inviting him to our wedding.\I wouldn't want him ruining it.\If there's something not right about the father,\the child isn't gonna amount to much.\I'm a good example.\More importantly, about the location of the wedding ceremony,\would you mind taking a look at these documents?\Hey, guy. You're not a salesman. response:	Honey! You just called him Guy!
context: I wouldn't want him ruining it.\If there's something not right about the father,\the child isn't gonna amount to much.\I'm a good example.\More importantly, about the location of the wedding ceremony,\would you mind taking a look at these documents?\Hey, guy. You're not a salesman.\Honey! You just called him Guy! response:	Ren?
context: If there's something not right about the father,\the child isn't gonna amount to much.\I'm a good example.\More importantly, about the location of the wedding ceremony,\would you mind taking a look at these documents?\Hey, guy. You're not a salesman.\Honey! You just called him Guy!\Ren? response:	Ren. You'll catch a cold if you sleep here.
context: the child isn't gonna amount to much.\I'm a good example.\More importantly, about the location of the wedding ceremony,\would you mind taking a look at these documents?\Hey, guy. You're not a salesman.\Honey! You just called him Guy!\Ren?\Ren. You'll catch a cold if you sleep here. response:	Here. Come here like a good boy.
context: I'm a good example.\More importantly, about the location of the wedding ceremony,\would you mind taking a look at these documents?\Hey, guy. You're not a salesman.\Honey! You just called him Guy!\Ren?\Ren. You'll catch a cold if you sleep here.\Here. Come here like a good boy. response:	Come on.
context: More importantly, about the location of the wedding ceremony,\would you mind taking a look at these documents?\Hey, guy. You're not a salesman.\Honey! You just called him Guy!\Ren?\Ren. You'll catch a cold if you sleep here.\Here. Come here like a good boy.\Come on. response:	Reira?
context: would you mind taking a look at these documents?\Hey, guy. You're not a salesman.\Honey! You just called him Guy!\Ren?\Ren. You'll catch a cold if you sleep here.\Here. Come here like a good boy.\Come on.\Reira? response:	I'm sorry. I guess I dozed off.
context: Hey, guy. You're not a salesman.\Honey! You just called him Guy!\Ren?\Ren. You'll catch a cold if you sleep here.\Here. Come here like a good boy.\Come on.\Reira?\I'm sorry. I guess I dozed off. response:	Did Mr. Honjo have a bit too much to drink?
context: Honey! You just called him Guy!\Ren?\Ren. You'll catch a cold if you sleep here.\Here. Come here like a good boy.\Come on.\Reira?\I'm sorry. I guess I dozed off.\Did Mr. Honjo have a bit too much to drink? response:	Is he okay?
context: Ren?\Ren. You'll catch a cold if you sleep here.\Here. Come here like a good boy.\Come on.\Reira?\I'm sorry. I guess I dozed off.\Did Mr. Honjo have a bit too much to drink?\Is he okay? response:	Yeah. This always happens.
context: Ren. You'll catch a cold if you sleep here.\Here. Come here like a good boy.\Come on.\Reira?\I'm sorry. I guess I dozed off.\Did Mr. Honjo have a bit too much to drink?\Is he okay?\Yeah. This always happens. response:	Help me carry him to the bed.
context: Here. Come here like a good boy.\Come on.\Reira?\I'm sorry. I guess I dozed off.\Did Mr. Honjo have a bit too much to drink?\Is he okay?\Yeah. This always happens.\Help me carry him to the bed. response:	Sure.
context: Come on.\Reira?\I'm sorry. I guess I dozed off.\Did Mr. Honjo have a bit too much to drink?\Is he okay?\Yeah. This always happens.\Help me carry him to the bed.\Sure. response:	Shin. Right now, I'm really regretting having left in Japan
context: Reira?\I'm sorry. I guess I dozed off.\Did Mr. Honjo have a bit too much to drink?\Is he okay?\Yeah. This always happens.\Help me carry him to the bed.\Sure.\Shin. Right now, I'm really regretting having left in Japan response:	SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT. Shin. Right now, I'm really regretting having left in Japan
context: I'm sorry. I guess I dozed off.\Did Mr. Honjo have a bit too much to drink?\Is he okay?\Yeah. This always happens.\Help me carry him to the bed.\Sure.\Shin. Right now, I'm really regretting having left in Japan\SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT. Shin. Right now, I'm really regretting having left in Japan response:	SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT. the lighter you purposely forgot.
context: Did Mr. Honjo have a bit too much to drink?\Is he okay?\Yeah. This always happens.\Help me carry him to the bed.\Sure.\Shin. Right now, I'm really regretting having left in Japan\SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT. Shin. Right now, I'm really regretting having left in Japan\SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT. the lighter you purposely forgot. response:	SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT.
context: Is he okay?\Yeah. This always happens.\Help me carry him to the bed.\Sure.\Shin. Right now, I'm really regretting having left in Japan\SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT. Shin. Right now, I'm really regretting having left in Japan\SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT. the lighter you purposely forgot.\SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT. response:	I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. I left it because I didn't want to risk losing or breaking it,
context: Yeah. This always happens.\Help me carry him to the bed.\Sure.\Shin. Right now, I'm really regretting having left in Japan\SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT. Shin. Right now, I'm really regretting having left in Japan\SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT. the lighter you purposely forgot.\SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. I left it because I didn't want to risk losing or breaking it, response:	I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. but I feel uneasy not having it within reach.
context: Help me carry him to the bed.\Sure.\Shin. Right now, I'm really regretting having left in Japan\SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT. Shin. Right now, I'm really regretting having left in Japan\SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT. the lighter you purposely forgot.\SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. I left it because I didn't want to risk losing or breaking it,\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. but I feel uneasy not having it within reach. response:	I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT.
context: Sure.\Shin. Right now, I'm really regretting having left in Japan\SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT. Shin. Right now, I'm really regretting having left in Japan\SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT. the lighter you purposely forgot.\SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. I left it because I didn't want to risk losing or breaking it,\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. but I feel uneasy not having it within reach.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. response:	I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. Taking care of something is so difficult.
context: Shin. Right now, I'm really regretting having left in Japan\SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT. Shin. Right now, I'm really regretting having left in Japan\SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT. the lighter you purposely forgot.\SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. I left it because I didn't want to risk losing or breaking it,\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. but I feel uneasy not having it within reach.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. Taking care of something is so difficult. response:	I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT.
context: SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT. Shin. Right now, I'm really regretting having left in Japan\SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT. the lighter you purposely forgot.\SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. I left it because I didn't want to risk losing or breaking it,\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. but I feel uneasy not having it within reach.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. Taking care of something is so difficult.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. response:	I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. I'll be returning to Japan on the 27th.
context: SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT. the lighter you purposely forgot.\SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. I left it because I didn't want to risk losing or breaking it,\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. but I feel uneasy not having it within reach.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. Taking care of something is so difficult.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. I'll be returning to Japan on the 27th. response:	I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.
context: SHIN. RIGHT NOW, I'M REALLY REGRETTING HAVING LEFT IN JAPAN THE LIGHTER YOU PURPOSELY FORGOT.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. I left it because I didn't want to risk losing or breaking it,\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. but I feel uneasy not having it within reach.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. Taking care of something is so difficult.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. I'll be returning to Japan on the 27th.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. response:	I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. When will you be returning to Tokyo, Shin?
context: I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. I left it because I didn't want to risk losing or breaking it,\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. but I feel uneasy not having it within reach.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT. Taking care of something is so difficult.\I LEFT IT BECAUSE I DIDN'T WANT TO RISK LOSING OR BREAKING IT, BUT I FEEL UNEASY NOT HAVING IT WITHIN REACH. TAKING CARE OF SOMETHING IS SO DIFFICULT.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. I'll be returning to Japan on the 27th.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.\I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE. When will you be returning to Tokyo, Shin? response:	I'LL BE RETURNING TO JAPAN ON THE 27TH. WHEN WILL YOU BE RETURNING TO TOKYO, SHIN? I WANNA TALK WITH YOU FACE TO FACE.
