context: The Grand Magic Games response:	are about to begin at last.
context: Look for your opponent's magic...\Getting a general direction is one thing,\but pinpointing it is tough.\Gray! What the hell are you doin'?!\Don't let the same guy tag you twice!\Raven Tail...\What are you looking at, Blondie?\First, you went after Wendy... response:	It seems you want to thoroughly crush us, huh?
context: Getting a general direction is one thing,\but pinpointing it is tough.\Gray! What the hell are you doin'?!\Don't let the same guy tag you twice!\Raven Tail...\What are you looking at, Blondie?\First, you went after Wendy...\It seems you want to thoroughly crush us, huh? response:	Blondie...
context: but pinpointing it is tough.\Gray! What the hell are you doin'?!\Don't let the same guy tag you twice!\Raven Tail...\What are you looking at, Blondie?\First, you went after Wendy...\It seems you want to thoroughly crush us, huh?\Blondie... response:	Enough, Flare.
context: Gray! What the hell are you doin'?!\Don't let the same guy tag you twice!\Raven Tail...\What are you looking at, Blondie?\First, you went after Wendy...\It seems you want to thoroughly crush us, huh?\Blondie...\Enough, Flare. response:	Damn you, Ivan...
context: Don't let the same guy tag you twice!\Raven Tail...\What are you looking at, Blondie?\First, you went after Wendy...\It seems you want to thoroughly crush us, huh?\Blondie...\Enough, Flare.\Damn you, Ivan... response:	Hang in there, Gray!
context: Raven Tail...\What are you looking at, Blondie?\First, you went after Wendy...\It seems you want to thoroughly crush us, huh?\Blondie...\Enough, Flare.\Damn you, Ivan...\Hang in there, Gray! response:	Crap. Back to square one...
context: What are you looking at, Blondie?\First, you went after Wendy...\It seems you want to thoroughly crush us, huh?\Blondie...\Enough, Flare.\Damn you, Ivan...\Hang in there, Gray!\Crap. Back to square one... response:	Carrot Missiles!
context: First, you went after Wendy...\It seems you want to thoroughly crush us, huh?\Blondie...\Enough, Flare.\Damn you, Ivan...\Hang in there, Gray!\Crap. Back to square one...\Carrot Missiles! response:	Huh? I missed!
context: It seems you want to thoroughly crush us, huh?\Blondie...\Enough, Flare.\Damn you, Ivan...\Hang in there, Gray!\Crap. Back to square one...\Carrot Missiles!\Huh? I missed! response:	What the...?!
context: Blondie...\Enough, Flare.\Damn you, Ivan...\Hang in there, Gray!\Crap. Back to square one...\Carrot Missiles!\Huh? I missed!\What the...?! response:	I saw you use your magic!
context: Enough, Flare.\Damn you, Ivan...\Hang in there, Gray!\Crap. Back to square one...\Carrot Missiles!\Huh? I missed!\What the...?!\I saw you use your magic! response:	I saw it, too.
context: Damn you, Ivan...\Hang in there, Gray!\Crap. Back to square one...\Carrot Missiles!\Huh? I missed!\What the...?!\I saw you use your magic!\I saw it, too. response:	Leon...
context: Hang in there, Gray!\Crap. Back to square one...\Carrot Missiles!\Huh? I missed!\What the...?!\I saw you use your magic!\I saw it, too.\Leon... response:	I found you, Gray.
context: Crap. Back to square one...\Carrot Missiles!\Huh? I missed!\What the...?!\I saw you use your magic!\I saw it, too.\Leon...\I found you, Gray. response:	Gray-sama!
context: Carrot Missiles!\Huh? I missed!\What the...?!\I saw you use your magic!\I saw it, too.\Leon...\I found you, Gray.\Gray-sama! response:	Juvia!
context: Huh? I missed!\What the...?!\I saw you use your magic!\I saw it, too.\Leon...\I found you, Gray.\Gray-sama!\Juvia! response:	Panties!
context: What the...?!\I saw you use your magic!\I saw it, too.\Leon...\I found you, Gray.\Gray-sama!\Juvia!\Panties! response:	Hey, I don't need you to give me a hand.
context: I saw you use your magic!\I saw it, too.\Leon...\I found you, Gray.\Gray-sama!\Juvia!\Panties!\Hey, I don't need you to give me a hand. response:	Juvia knows.
context: I saw it, too.\Leon...\I found you, Gray.\Gray-sama!\Juvia!\Panties!\Hey, I don't need you to give me a hand.\Juvia knows. response:	I saw a piece of heaven...
context: Leon...\I found you, Gray.\Gray-sama!\Juvia!\Panties!\Hey, I don't need you to give me a hand.\Juvia knows.\I saw a piece of heaven... response:	Juvia is going to beat you.
context: I found you, Gray.\Gray-sama!\Juvia!\Panties!\Hey, I don't need you to give me a hand.\Juvia knows.\I saw a piece of heaven...\Juvia is going to beat you. response:	Juvia promised Master!
context: Gray-sama!\Juvia!\Panties!\Hey, I don't need you to give me a hand.\Juvia knows.\I saw a piece of heaven...\Juvia is going to beat you.\Juvia promised Master! response:	You promised Gramps?
context: Juvia!\Panties!\Hey, I don't need you to give me a hand.\Juvia knows.\I saw a piece of heaven...\Juvia is going to beat you.\Juvia promised Master!\You promised Gramps? response:	Yes.
context: Panties!\Hey, I don't need you to give me a hand.\Juvia knows.\I saw a piece of heaven...\Juvia is going to beat you.\Juvia promised Master!\You promised Gramps?\Yes. response:	Gimme a break!
context: Hey, I don't need you to give me a hand.\Juvia knows.\I saw a piece of heaven...\Juvia is going to beat you.\Juvia promised Master!\You promised Gramps?\Yes.\Gimme a break! response:	Who's gonna be part of that spectacle?!
context: Juvia knows.\I saw a piece of heaven...\Juvia is going to beat you.\Juvia promised Master!\You promised Gramps?\Yes.\Gimme a break!\Who's gonna be part of that spectacle?! response:	I don't mind being in it,
context: I saw a piece of heaven...\Juvia is going to beat you.\Juvia promised Master!\You promised Gramps?\Yes.\Gimme a break!\Who's gonna be part of that spectacle?!\I don't mind being in it, response:	but I don't like being on B Team.
context: Juvia is going to beat you.\Juvia promised Master!\You promised Gramps?\Yes.\Gimme a break!\Who's gonna be part of that spectacle?!\I don't mind being in it,\but I don't like being on B Team. response:	Then let's do this.
context: Juvia promised Master!\You promised Gramps?\Yes.\Gimme a break!\Who's gonna be part of that spectacle?!\I don't mind being in it,\but I don't like being on B Team.\Then let's do this. response:	The team that wins gets to do what they want with the other team for a whole day.
context: You promised Gramps?\Yes.\Gimme a break!\Who's gonna be part of that spectacle?!\I don't mind being in it,\but I don't like being on B Team.\Then let's do this.\The team that wins gets to do what they want with the other team for a whole day. response:	Put another way, it's a punishment game for the losing team.
context: Yes.\Gimme a break!\Who's gonna be part of that spectacle?!\I don't mind being in it,\but I don't like being on B Team.\Then let's do this.\The team that wins gets to do what they want with the other team for a whole day.\Put another way, it's a punishment game for the losing team. response:	Do what I want for a whole day...
context: Gimme a break!\Who's gonna be part of that spectacle?!\I don't mind being in it,\but I don't like being on B Team.\Then let's do this.\The team that wins gets to do what they want with the other team for a whole day.\Put another way, it's a punishment game for the losing team.\Do what I want for a whole day... response:	Buy me some lunch!
context: Who's gonna be part of that spectacle?!\I don't mind being in it,\but I don't like being on B Team.\Then let's do this.\The team that wins gets to do what they want with the other team for a whole day.\Put another way, it's a punishment game for the losing team.\Do what I want for a whole day...\Buy me some lunch! response:	Sure, Laxus-san!
context: I don't mind being in it,\but I don't like being on B Team.\Then let's do this.\The team that wins gets to do what they want with the other team for a whole day.\Put another way, it's a punishment game for the losing team.\Do what I want for a whole day...\Buy me some lunch!\Sure, Laxus-san! response:	Do what I want...
context: but I don't like being on B Team.\Then let's do this.\The team that wins gets to do what they want with the other team for a whole day.\Put another way, it's a punishment game for the losing team.\Do what I want for a whole day...\Buy me some lunch!\Sure, Laxus-san!\Do what I want... response:	Dance!
context: Then let's do this.\The team that wins gets to do what they want with the other team for a whole day.\Put another way, it's a punishment game for the losing team.\Do what I want for a whole day...\Buy me some lunch!\Sure, Laxus-san!\Do what I want...\Dance! response:	Sure!
context: The team that wins gets to do what they want with the other team for a whole day.\Put another way, it's a punishment game for the losing team.\Do what I want for a whole day...\Buy me some lunch!\Sure, Laxus-san!\Do what I want...\Dance!\Sure! response:	That sounds like fun, huh?
context: Put another way, it's a punishment game for the losing team.\Do what I want for a whole day...\Buy me some lunch!\Sure, Laxus-san!\Do what I want...\Dance!\Sure!\That sounds like fun, huh? response:	Salted and grilled mackerel pike, please.
context: Do what I want for a whole day...\Buy me some lunch!\Sure, Laxus-san!\Do what I want...\Dance!\Sure!\That sounds like fun, huh?\Salted and grilled mackerel pike, please. response:	At once.
context: Buy me some lunch!\Sure, Laxus-san!\Do what I want...\Dance!\Sure!\That sounds like fun, huh?\Salted and grilled mackerel pike, please.\At once. response:	Do what Juvia wants...
context: Sure, Laxus-san!\Do what I want...\Dance!\Sure!\That sounds like fun, huh?\Salted and grilled mackerel pike, please.\At once.\Do what Juvia wants... response:	That's...
context: Do what I want...\Dance!\Sure!\That sounds like fun, huh?\Salted and grilled mackerel pike, please.\At once.\Do what Juvia wants...\That's... response:	Since it's the punishment game, I have no choice.
context: Dance!\Sure!\That sounds like fun, huh?\Salted and grilled mackerel pike, please.\At once.\Do what Juvia wants...\That's...\Since it's the punishment game, I have no choice. response:	Here, close your eyes.
context: Sure!\That sounds like fun, huh?\Salted and grilled mackerel pike, please.\At once.\Do what Juvia wants...\That's...\Since it's the punishment game, I have no choice.\Here, close your eyes. response:	Okay.
context: That sounds like fun, huh?\Salted and grilled mackerel pike, please.\At once.\Do what Juvia wants...\That's...\Since it's the punishment game, I have no choice.\Here, close your eyes.\Okay. response:	Quit screwin' around!
context: Salted and grilled mackerel pike, please.\At once.\Do what Juvia wants...\That's...\Since it's the punishment game, I have no choice.\Here, close your eyes.\Okay.\Quit screwin' around! response:	Hey, Gramps! I didn't hear anything about this!
context: At once.\Do what Juvia wants...\That's...\Since it's the punishment game, I have no choice.\Here, close your eyes.\Okay.\Quit screwin' around!\Hey, Gramps! I didn't hear anything about this! response:	That local rule applies to us too, doesn't it?!
context: Do what Juvia wants...\That's...\Since it's the punishment game, I have no choice.\Here, close your eyes.\Okay.\Quit screwin' around!\Hey, Gramps! I didn't hear anything about this!\That local rule applies to us too, doesn't it?! response:	O-Of course.
context: That's...\Since it's the punishment game, I have no choice.\Here, close your eyes.\Okay.\Quit screwin' around!\Hey, Gramps! I didn't hear anything about this!\That local rule applies to us too, doesn't it?!\O-Of course. response:	Huh. That could be fun.
context: Since it's the punishment game, I have no choice.\Here, close your eyes.\Okay.\Quit screwin' around!\Hey, Gramps! I didn't hear anything about this!\That local rule applies to us too, doesn't it?!\O-Of course.\Huh. That could be fun. response:	Do an imitation of Happy!
context: Here, close your eyes.\Okay.\Quit screwin' around!\Hey, Gramps! I didn't hear anything about this!\That local rule applies to us too, doesn't it?!\O-Of course.\Huh. That could be fun.\Do an imitation of Happy! response:	Aye!
context: Okay.\Quit screwin' around!\Hey, Gramps! I didn't hear anything about this!\That local rule applies to us too, doesn't it?!\O-Of course.\Huh. That could be fun.\Do an imitation of Happy!\Aye! response:	That's... fun?
context: Quit screwin' around!\Hey, Gramps! I didn't hear anything about this!\That local rule applies to us too, doesn't it?!\O-Of course.\Huh. That could be fun.\Do an imitation of Happy!\Aye!\That's... fun? response:	So Juvia isn't going to lose!
context: Hey, Gramps! I didn't hear anything about this!\That local rule applies to us too, doesn't it?!\O-Of course.\Huh. That could be fun.\Do an imitation of Happy!\Aye!\That's... fun?\So Juvia isn't going to lose! response:	Music to my ears!
context: That local rule applies to us too, doesn't it?!\O-Of course.\Huh. That could be fun.\Do an imitation of Happy!\Aye!\That's... fun?\So Juvia isn't going to lose!\Music to my ears! response:	I'm gonna get two fairies together!
context: O-Of course.\Huh. That could be fun.\Do an imitation of Happy!\Aye!\That's... fun?\So Juvia isn't going to lose!\Music to my ears!\I'm gonna get two fairies together! response:	That guy's after Gray again?!
context: Huh. That could be fun.\Do an imitation of Happy!\Aye!\That's... fun?\So Juvia isn't going to lose!\Music to my ears!\I'm gonna get two fairies together!\That guy's after Gray again?! response:	Bastard...
context: Do an imitation of Happy!\Aye!\That's... fun?\So Juvia isn't going to lose!\Music to my ears!\I'm gonna get two fairies together!\That guy's after Gray again?!\Bastard... response:	What the hell's with this guy?!
context: Aye!\That's... fun?\So Juvia isn't going to lose!\Music to my ears!\I'm gonna get two fairies together!\That guy's after Gray again?!\Bastard...\What the hell's with this guy?! response:	Oh, my! What on Earthland is this?!
context: That's... fun?\So Juvia isn't going to lose!\Music to my ears!\I'm gonna get two fairies together!\That guy's after Gray again?!\Bastard...\What the hell's with this guy?!\Oh, my! What on Earthland is this?! response:	It's started to snow in town!
context: So Juvia isn't going to lose!\Music to my ears!\I'm gonna get two fairies together!\That guy's after Gray again?!\Bastard...\What the hell's with this guy?!\Oh, my! What on Earthland is this?!\It's started to snow in town! response:	Eve-kun, huh?
context: Music to my ears!\I'm gonna get two fairies together!\That guy's after Gray again?!\Bastard...\What the hell's with this guy?!\Oh, my! What on Earthland is this?!\It's started to snow in town!\Eve-kun, huh? response:	I miscalculated by not realizing there are some wizards here who can stand the cold.
context: I'm gonna get two fairies together!\That guy's after Gray again?!\Bastard...\What the hell's with this guy?!\Oh, my! What on Earthland is this?!\It's started to snow in town!\Eve-kun, huh?\I miscalculated by not realizing there are some wizards here who can stand the cold. response:	Still, when it's cold, people shiver and their breath turns white.
context: That guy's after Gray again?!\Bastard...\What the hell's with this guy?!\Oh, my! What on Earthland is this?!\It's started to snow in town!\Eve-kun, huh?\I miscalculated by not realizing there are some wizards here who can stand the cold.\Still, when it's cold, people shiver and their breath turns white. response:	Copies don't, though.
context: Bastard...\What the hell's with this guy?!\Oh, my! What on Earthland is this?!\It's started to snow in town!\Eve-kun, huh?\I miscalculated by not realizing there are some wizards here who can stand the cold.\Still, when it's cold, people shiver and their breath turns white.\Copies don't, though. response:	Exactly.
context: What the hell's with this guy?!\Oh, my! What on Earthland is this?!\It's started to snow in town!\Eve-kun, huh?\I miscalculated by not realizing there are some wizards here who can stand the cold.\Still, when it's cold, people shiver and their breath turns white.\Copies don't, though.\Exactly. response:	I see you!
context: Oh, my! What on Earthland is this?!\It's started to snow in town!\Eve-kun, huh?\I miscalculated by not realizing there are some wizards here who can stand the cold.\Still, when it's cold, people shiver and their breath turns white.\Copies don't, though.\Exactly.\I see you! response:	Over there!
context: It's started to snow in town!\Eve-kun, huh?\I miscalculated by not realizing there are some wizards here who can stand the cold.\Still, when it's cold, people shiver and their breath turns white.\Copies don't, though.\Exactly.\I see you!\Over there! response:	That gives Eve three points in a row!
context: Eve-kun, huh?\I miscalculated by not realizing there are some wizards here who can stand the cold.\Still, when it's cold, people shiver and their breath turns white.\Copies don't, though.\Exactly.\I see you!\Over there!\That gives Eve three points in a row! response:	But Leon loses no time pursuing him!
context: I miscalculated by not realizing there are some wizards here who can stand the cold.\Still, when it's cold, people shiver and their breath turns white.\Copies don't, though.\Exactly.\I see you!\Over there!\That gives Eve three points in a row!\But Leon loses no time pursuing him! response:	Sorry, but cold doesn't work against me!
context: Still, when it's cold, people shiver and their breath turns white.\Copies don't, though.\Exactly.\I see you!\Over there!\That gives Eve three points in a row!\But Leon loses no time pursuing him!\Sorry, but cold doesn't work against me! response:	Figures...
context: Copies don't, though.\Exactly.\I see you!\Over there!\That gives Eve three points in a row!\But Leon loses no time pursuing him!\Sorry, but cold doesn't work against me!\Figures... response:	Found you!
context: Exactly.\I see you!\Over there!\That gives Eve three points in a row!\But Leon loses no time pursuing him!\Sorry, but cold doesn't work against me!\Figures...\Found you! response:	Damn you, Jawface! Just targeting me this whole time...!
context: I see you!\Over there!\That gives Eve three points in a row!\But Leon loses no time pursuing him!\Sorry, but cold doesn't work against me!\Figures...\Found you!\Damn you, Jawface! Just targeting me this whole time...! response:	Anyway, Sabertooth's Rufus isn't moving at all, is he?
context: Over there!\That gives Eve three points in a row!\But Leon loses no time pursuing him!\Sorry, but cold doesn't work against me!\Figures...\Found you!\Damn you, Jawface! Just targeting me this whole time...!\Anyway, Sabertooth's Rufus isn't moving at all, is he? response:	He hasn't attacked anyone or been attacked yet.
context: That gives Eve three points in a row!\But Leon loses no time pursuing him!\Sorry, but cold doesn't work against me!\Figures...\Found you!\Damn you, Jawface! Just targeting me this whole time...!\Anyway, Sabertooth's Rufus isn't moving at all, is he?\He hasn't attacked anyone or been attacked yet. response:	This competition is too simple.
context: But Leon loses no time pursuing him!\Sorry, but cold doesn't work against me!\Figures...\Found you!\Damn you, Jawface! Just targeting me this whole time...!\Anyway, Sabertooth's Rufus isn't moving at all, is he?\He hasn't attacked anyone or been attacked yet.\This competition is too simple. response:	W-What is this?!
context: Sorry, but cold doesn't work against me!\Figures...\Found you!\Damn you, Jawface! Just targeting me this whole time...!\Anyway, Sabertooth's Rufus isn't moving at all, is he?\He hasn't attacked anyone or been attacked yet.\This competition is too simple.\W-What is this?! response:	I remember it...
context: Figures...\Found you!\Damn you, Jawface! Just targeting me this whole time...!\Anyway, Sabertooth's Rufus isn't moving at all, is he?\He hasn't attacked anyone or been attacked yet.\This competition is too simple.\W-What is this?!\I remember it... response:	Everyone's heartbeat, footsteps, the quality of their magic...
context: Found you!\Damn you, Jawface! Just targeting me this whole time...!\Anyway, Sabertooth's Rufus isn't moving at all, is he?\He hasn't attacked anyone or been attacked yet.\This competition is too simple.\W-What is this?!\I remember it...\Everyone's heartbeat, footsteps, the quality of their magic... response:	What's he doing way up there?!
context: Damn you, Jawface! Just targeting me this whole time...!\Anyway, Sabertooth's Rufus isn't moving at all, is he?\He hasn't attacked anyone or been attacked yet.\This competition is too simple.\W-What is this?!\I remember it...\Everyone's heartbeat, footsteps, the quality of their magic...\What's he doing way up there?! response:	It's like he's beggin' to be found!
context: Anyway, Sabertooth's Rufus isn't moving at all, is he?\He hasn't attacked anyone or been attacked yet.\This competition is too simple.\W-What is this?!\I remember it...\Everyone's heartbeat, footsteps, the quality of their magic...\What's he doing way up there?!\It's like he's beggin' to be found! response:	Gray! Look up!
context: He hasn't attacked anyone or been attacked yet.\This competition is too simple.\W-What is this?!\I remember it...\Everyone's heartbeat, footsteps, the quality of their magic...\What's he doing way up there?!\It's like he's beggin' to be found!\Gray! Look up! response:	I remember...
context: This competition is too simple.\W-What is this?!\I remember it...\Everyone's heartbeat, footsteps, the quality of their magic...\What's he doing way up there?!\It's like he's beggin' to be found!\Gray! Look up!\I remember... response:	I remember it.
context: W-What is this?!\I remember it...\Everyone's heartbeat, footsteps, the quality of their magic...\What's he doing way up there?!\It's like he's beggin' to be found!\Gray! Look up!\I remember...\I remember it. response:	Memory Make...
context: I remember it...\Everyone's heartbeat, footsteps, the quality of their magic...\What's he doing way up there?!\It's like he's beggin' to be found!\Gray! Look up!\I remember...\I remember it.\Memory Make... response:	Memory Make...
context: Everyone's heartbeat, footsteps, the quality of their magic...\What's he doing way up there?!\It's like he's beggin' to be found!\Gray! Look up!\I remember...\I remember it.\Memory Make...\Memory Make... response:	Molding Magic?!
context: What's he doing way up there?!\It's like he's beggin' to be found!\Gray! Look up!\I remember...\I remember it.\Memory Make...\Memory Make...\Molding Magic?! response:	Huh?
context: It's like he's beggin' to be found!\Gray! Look up!\I remember...\I remember it.\Memory Make...\Memory Make...\Molding Magic?!\Huh? response:	Night of falling stars...
context: Gray! Look up!\I remember...\I remember it.\Memory Make...\Memory Make...\Molding Magic?!\Huh?\Night of falling stars... response:	You stick out like a sore thumb!
context: I remember...\I remember it.\Memory Make...\Memory Make...\Molding Magic?!\Huh?\Night of falling stars...\You stick out like a sore thumb! response:	Oh, no! Just a copy?!
context: I remember it.\Memory Make...\Memory Make...\Molding Magic?!\Huh?\Night of falling stars...\You stick out like a sore thumb!\Oh, no! Just a copy?! response:	Relax.
context: Memory Make...\Memory Make...\Molding Magic?!\Huh?\Night of falling stars...\You stick out like a sore thumb!\Oh, no! Just a copy?!\Relax. response:	You won't lose any points.
context: Memory Make...\Molding Magic?!\Huh?\Night of falling stars...\You stick out like a sore thumb!\Oh, no! Just a copy?!\Relax.\You won't lose any points. response:	That was the memory of me being there.
context: Molding Magic?!\Huh?\Night of falling stars...\You stick out like a sore thumb!\Oh, no! Just a copy?!\Relax.\You won't lose any points.\That was the memory of me being there. response:	I don't need a decoy.
context: Huh?\Night of falling stars...\You stick out like a sore thumb!\Oh, no! Just a copy?!\Relax.\You won't lose any points.\That was the memory of me being there.\I don't need a decoy. response:	E-Everyone else is wiped out!
context: Night of falling stars...\You stick out like a sore thumb!\Oh, no! Just a copy?!\Relax.\You won't lose any points.\That was the memory of me being there.\I don't need a decoy.\E-Everyone else is wiped out! response:	In an instant, he rocketed to first place!
context: You stick out like a sore thumb!\Oh, no! Just a copy?!\Relax.\You won't lose any points.\That was the memory of me being there.\I don't need a decoy.\E-Everyone else is wiped out!\In an instant, he rocketed to first place! response:	That is Rufus! That's Sabertooth!
context: Oh, no! Just a copy?!\Relax.\You won't lose any points.\That was the memory of me being there.\I don't need a decoy.\E-Everyone else is wiped out!\In an instant, he rocketed to first place!\That is Rufus! That's Sabertooth! response:	Spectators...
context: Relax.\You won't lose any points.\That was the memory of me being there.\I don't need a decoy.\E-Everyone else is wiped out!\In an instant, he rocketed to first place!\That is Rufus! That's Sabertooth!\Spectators... response:	This competition isn't interesting.
context: You won't lose any points.\That was the memory of me being there.\I don't need a decoy.\E-Everyone else is wiped out!\In an instant, he rocketed to first place!\That is Rufus! That's Sabertooth!\Spectators...\This competition isn't interesting. response:	After all, I didn't even need to hide.
context: That was the memory of me being there.\I don't need a decoy.\E-Everyone else is wiped out!\In an instant, he rocketed to first place!\That is Rufus! That's Sabertooth!\Spectators...\This competition isn't interesting.\After all, I didn't even need to hide. response:	If they find me, their attacks miss,
context: I don't need a decoy.\E-Everyone else is wiped out!\In an instant, he rocketed to first place!\That is Rufus! That's Sabertooth!\Spectators...\This competition isn't interesting.\After all, I didn't even need to hide.\If they find me, their attacks miss, response:	because they only target the memory of me that stays behind.
context: E-Everyone else is wiped out!\In an instant, he rocketed to first place!\That is Rufus! That's Sabertooth!\Spectators...\This competition isn't interesting.\After all, I didn't even need to hide.\If they find me, their attacks miss,\because they only target the memory of me that stays behind. response:	W-Who is this guy?!
context: In an instant, he rocketed to first place!\That is Rufus! That's Sabertooth!\Spectators...\This competition isn't interesting.\After all, I didn't even need to hide.\If they find me, their attacks miss,\because they only target the memory of me that stays behind.\W-Who is this guy?! response:	He's strong...
context: That is Rufus! That's Sabertooth!\Spectators...\This competition isn't interesting.\After all, I didn't even need to hide.\If they find me, their attacks miss,\because they only target the memory of me that stays behind.\W-Who is this guy?!\He's strong... response:	I guess he isn't called the strongest wizard in Fiore, bar none for nothing...
context: Spectators...\This competition isn't interesting.\After all, I didn't even need to hide.\If they find me, their attacks miss,\because they only target the memory of me that stays behind.\W-Who is this guy?!\He's strong...\I guess he isn't called the strongest wizard in Fiore, bar none for nothing... response:	That's our Rufus-kun! Even though he's not as strong as Sting-kun...
context: This competition isn't interesting.\After all, I didn't even need to hide.\If they find me, their attacks miss,\because they only target the memory of me that stays behind.\W-Who is this guy?!\He's strong...\I guess he isn't called the strongest wizard in Fiore, bar none for nothing...\That's our Rufus-kun! Even though he's not as strong as Sting-kun... response:	Yay!
context: After all, I didn't even need to hide.\If they find me, their attacks miss,\because they only target the memory of me that stays behind.\W-Who is this guy?!\He's strong...\I guess he isn't called the strongest wizard in Fiore, bar none for nothing...\That's our Rufus-kun! Even though he's not as strong as Sting-kun...\Yay! response:	Molding Magic!
context: If they find me, their attacks miss,\because they only target the memory of me that stays behind.\W-Who is this guy?!\He's strong...\I guess he isn't called the strongest wizard in Fiore, bar none for nothing...\That's our Rufus-kun! Even though he's not as strong as Sting-kun...\Yay!\Molding Magic! response:	I've heard rumors about him...
context: because they only target the memory of me that stays behind.\W-Who is this guy?!\He's strong...\I guess he isn't called the strongest wizard in Fiore, bar none for nothing...\That's our Rufus-kun! Even though he's not as strong as Sting-kun...\Yay!\Molding Magic!\I've heard rumors about him... response:	I see. He really is somebody to be reckoned with.
context: W-Who is this guy?!\He's strong...\I guess he isn't called the strongest wizard in Fiore, bar none for nothing...\That's our Rufus-kun! Even though he's not as strong as Sting-kun...\Yay!\Molding Magic!\I've heard rumors about him...\I see. He really is somebody to be reckoned with. response:	Think this is all one big joke?! Obey the rules of Hidden!
context: He's strong...\I guess he isn't called the strongest wizard in Fiore, bar none for nothing...\That's our Rufus-kun! Even though he's not as strong as Sting-kun...\Yay!\Molding Magic!\I've heard rumors about him...\I see. He really is somebody to be reckoned with.\Think this is all one big joke?! Obey the rules of Hidden! response:	Again?!
context: I guess he isn't called the strongest wizard in Fiore, bar none for nothing...\That's our Rufus-kun! Even though he's not as strong as Sting-kun...\Yay!\Molding Magic!\I've heard rumors about him...\I see. He really is somebody to be reckoned with.\Think this is all one big joke?! Obey the rules of Hidden!\Again?! response:	That guy... Instead of going for the opponent who's right in front of him...
context: That's our Rufus-kun! Even though he's not as strong as Sting-kun...\Yay!\Molding Magic!\I've heard rumors about him...\I see. He really is somebody to be reckoned with.\Think this is all one big joke?! Obey the rules of Hidden!\Again?!\That guy... Instead of going for the opponent who's right in front of him... response:	Time's up!
context: Yay!\Molding Magic!\I've heard rumors about him...\I see. He really is somebody to be reckoned with.\Think this is all one big joke?! Obey the rules of Hidden!\Again?!\That guy... Instead of going for the opponent who's right in front of him...\Time's up! response:	Here are the rankings!
context: Molding Magic!\I've heard rumors about him...\I see. He really is somebody to be reckoned with.\Think this is all one big joke?! Obey the rules of Hidden!\Again?!\That guy... Instead of going for the opponent who's right in front of him...\Time's up!\Here are the rankings! response:	What are you doing?!
context: I've heard rumors about him...\I see. He really is somebody to be reckoned with.\Think this is all one big joke?! Obey the rules of Hidden!\Again?!\That guy... Instead of going for the opponent who's right in front of him...\Time's up!\Here are the rankings!\What are you doing?! response:	Obaba, calm down!
context: I see. He really is somebody to be reckoned with.\Think this is all one big joke?! Obey the rules of Hidden!\Again?!\That guy... Instead of going for the opponent who's right in front of him...\Time's up!\Here are the rankings!\What are you doing?!\Obaba, calm down! response:	Not too bad, I guess you could say.
context: Think this is all one big joke?! Obey the rules of Hidden!\Again?!\That guy... Instead of going for the opponent who's right in front of him...\Time's up!\Here are the rankings!\What are you doing?!\Obaba, calm down!\Not too bad, I guess you could say. response:	Yeah...
context: Again?!\That guy... Instead of going for the opponent who's right in front of him...\Time's up!\Here are the rankings!\What are you doing?!\Obaba, calm down!\Not too bad, I guess you could say.\Yeah... response:	Ugh. This isn't good.
context: That guy... Instead of going for the opponent who's right in front of him...\Time's up!\Here are the rankings!\What are you doing?!\Obaba, calm down!\Not too bad, I guess you could say.\Yeah...\Ugh. This isn't good. response:	Beth did her best!
context: Time's up!\Here are the rankings!\What are you doing?!\Obaba, calm down!\Not too bad, I guess you could say.\Yeah...\Ugh. This isn't good.\Beth did her best! response:	As expected, Sabertooth took first place.
context: Here are the rankings!\What are you doing?!\Obaba, calm down!\Not too bad, I guess you could say.\Yeah...\Ugh. This isn't good.\Beth did her best!\As expected, Sabertooth took first place. response:	It was brilliant!
context: What are you doing?!\Obaba, calm down!\Not too bad, I guess you could say.\Yeah...\Ugh. This isn't good.\Beth did her best!\As expected, Sabertooth took first place.\It was brilliant! response:	Both Fairy Tail teams put up a good fight,
context: Obaba, calm down!\Not too bad, I guess you could say.\Yeah...\Ugh. This isn't good.\Beth did her best!\As expected, Sabertooth took first place.\It was brilliant!\Both Fairy Tail teams put up a good fight, response:	but their results were unfortunate.
context: Not too bad, I guess you could say.\Yeah...\Ugh. This isn't good.\Beth did her best!\As expected, Sabertooth took first place.\It was brilliant!\Both Fairy Tail teams put up a good fight,\but their results were unfortunate. response:	I expect better from them next time.
context: Yeah...\Ugh. This isn't good.\Beth did her best!\As expected, Sabertooth took first place.\It was brilliant!\Both Fairy Tail teams put up a good fight,\but their results were unfortunate.\I expect better from them next time. response:	I knew Fairy Tail was gonna suck!
context: Ugh. This isn't good.\Beth did her best!\As expected, Sabertooth took first place.\It was brilliant!\Both Fairy Tail teams put up a good fight,\but their results were unfortunate.\I expect better from them next time.\I knew Fairy Tail was gonna suck! response:	Always in last place!
context: Beth did her best!\As expected, Sabertooth took first place.\It was brilliant!\Both Fairy Tail teams put up a good fight,\but their results were unfortunate.\I expect better from them next time.\I knew Fairy Tail was gonna suck!\Always in last place! response:	Your day is over!
context: As expected, Sabertooth took first place.\It was brilliant!\Both Fairy Tail teams put up a good fight,\but their results were unfortunate.\I expect better from them next time.\I knew Fairy Tail was gonna suck!\Always in last place!\Your day is over! response:	What's so funny, asshole?!
