context: You're restless, Kanaloa... response:	Do you also feel a stirring in your heart?
context: Are you healed up, Lucy?\I'm fine now, Lucy.\Spicy!\I'm Lucy, too!\Stop it!\This is totally ridiculous.\So we should just round'em all up?\Well... response:	Come on, my hound dogs!
context: I'm fine now, Lucy.\Spicy!\I'm Lucy, too!\Stop it!\This is totally ridiculous.\So we should just round'em all up?\Well...\Come on, my hound dogs! response:	Not this time!
context: Spicy!\I'm Lucy, too!\Stop it!\This is totally ridiculous.\So we should just round'em all up?\Well...\Come on, my hound dogs!\Not this time! response:	Dazzling Blaze of the Fire Dragon!
context: I'm Lucy, too!\Stop it!\This is totally ridiculous.\So we should just round'em all up?\Well...\Come on, my hound dogs!\Not this time!\Dazzling Blaze of the Fire Dragon! response:	Lucy! Now!
context: Stop it!\This is totally ridiculous.\So we should just round'em all up?\Well...\Come on, my hound dogs!\Not this time!\Dazzling Blaze of the Fire Dragon!\Lucy! Now! response:	Natsu!
context: This is totally ridiculous.\So we should just round'em all up?\Well...\Come on, my hound dogs!\Not this time!\Dazzling Blaze of the Fire Dragon!\Lucy! Now!\Natsu! response:	Nee-san!
context: So we should just round'em all up?\Well...\Come on, my hound dogs!\Not this time!\Dazzling Blaze of the Fire Dragon!\Lucy! Now!\Natsu!\Nee-san! response:	Let's hurry, while those three are distracted!
context: Well...\Come on, my hound dogs!\Not this time!\Dazzling Blaze of the Fire Dragon!\Lucy! Now!\Natsu!\Nee-san!\Let's hurry, while those three are distracted! response:	Everyone...
context: Come on, my hound dogs!\Not this time!\Dazzling Blaze of the Fire Dragon!\Lucy! Now!\Natsu!\Nee-san!\Let's hurry, while those three are distracted!\Everyone... response:	I'm sorry...
context: Not this time!\Dazzling Blaze of the Fire Dragon!\Lucy! Now!\Natsu!\Nee-san!\Let's hurry, while those three are distracted!\Everyone...\I'm sorry... response:	Thank you!
context: Dazzling Blaze of the Fire Dragon!\Lucy! Now!\Natsu!\Nee-san!\Let's hurry, while those three are distracted!\Everyone...\I'm sorry...\Thank you! response:	Two got away!
context: Lucy! Now!\Natsu!\Nee-san!\Let's hurry, while those three are distracted!\Everyone...\I'm sorry...\Thank you!\Two got away! response:	When?!
context: Natsu!\Nee-san!\Let's hurry, while those three are distracted!\Everyone...\I'm sorry...\Thank you!\Two got away!\When?! response:	After them, Coco!
context: Nee-san!\Let's hurry, while those three are distracted!\Everyone...\I'm sorry...\Thank you!\Two got away!\When?!\After them, Coco! response:	Right!
context: Let's hurry, while those three are distracted!\Everyone...\I'm sorry...\Thank you!\Two got away!\When?!\After them, Coco!\Right! response:	Not if we have anything to say about it!
context: Everyone...\I'm sorry...\Thank you!\Two got away!\When?!\After them, Coco!\Right!\Not if we have anything to say about it! response:	Free Run Unlock!
context: I'm sorry...\Thank you!\Two got away!\When?!\After them, Coco!\Right!\Not if we have anything to say about it!\Free Run Unlock! response:	She jumped!
context: Thank you!\Two got away!\When?!\After them, Coco!\Right!\Not if we have anything to say about it!\Free Run Unlock!\She jumped! response:	Scores: 8, 9, 9, and 10!
context: Two got away!\When?!\After them, Coco!\Right!\Not if we have anything to say about it!\Free Run Unlock!\She jumped!\Scores: 8, 9, 9, and 10! response:	What the hell is that?!
context: When?!\After them, Coco!\Right!\Not if we have anything to say about it!\Free Run Unlock!\She jumped!\Scores: 8, 9, 9, and 10!\What the hell is that?! response:	Free Run, that's...
context: After them, Coco!\Right!\Not if we have anything to say about it!\Free Run Unlock!\She jumped!\Scores: 8, 9, 9, and 10!\What the hell is that?!\Free Run, that's... response:	Athletic Magic...
context: Right!\Not if we have anything to say about it!\Free Run Unlock!\She jumped!\Scores: 8, 9, 9, and 10!\What the hell is that?!\Free Run, that's...\Athletic Magic... response:	It was banned after so many people got injured from it.
context: Not if we have anything to say about it!\Free Run Unlock!\She jumped!\Scores: 8, 9, 9, and 10!\What the hell is that?!\Free Run, that's...\Athletic Magic...\It was banned after so many people got injured from it. response:	I'll stop her! Solid Script...
context: Free Run Unlock!\She jumped!\Scores: 8, 9, 9, and 10!\What the hell is that?!\Free Run, that's...\Athletic Magic...\It was banned after so many people got injured from it.\I'll stop her! Solid Script... response:	Iron!
context: She jumped!\Scores: 8, 9, 9, and 10!\What the hell is that?!\Free Run, that's...\Athletic Magic...\It was banned after so many people got injured from it.\I'll stop her! Solid Script...\Iron! response:	There.
context: Scores: 8, 9, 9, and 10!\What the hell is that?!\Free Run, that's...\Athletic Magic...\It was banned after so many people got injured from it.\I'll stop her! Solid Script...\Iron!\There. response:	Sand Slash!
context: What the hell is that?!\Free Run, that's...\Athletic Magic...\It was banned after so many people got injured from it.\I'll stop her! Solid Script...\Iron!\There.\Sand Slash! response:	Wood Make! Violent Approach!
context: Free Run, that's...\Athletic Magic...\It was banned after so many people got injured from it.\I'll stop her! Solid Script...\Iron!\There.\Sand Slash!\Wood Make! Violent Approach! response:	Sand and wood...
context: Athletic Magic...\It was banned after so many people got injured from it.\I'll stop her! Solid Script...\Iron!\There.\Sand Slash!\Wood Make! Violent Approach!\Sand and wood... response:	Not one of my hound dogs' favorites...
context: It was banned after so many people got injured from it.\I'll stop her! Solid Script...\Iron!\There.\Sand Slash!\Wood Make! Violent Approach!\Sand and wood...\Not one of my hound dogs' favorites... response:	Again?!
context: I'll stop her! Solid Script...\Iron!\There.\Sand Slash!\Wood Make! Violent Approach!\Sand and wood...\Not one of my hound dogs' favorites...\Again?! response:	They're being absorbed!
context: Iron!\There.\Sand Slash!\Wood Make! Violent Approach!\Sand and wood...\Not one of my hound dogs' favorites...\Again?!\They're being absorbed! response:	But they've got good chemistry with you.
context: There.\Sand Slash!\Wood Make! Violent Approach!\Sand and wood...\Not one of my hound dogs' favorites...\Again?!\They're being absorbed!\But they've got good chemistry with you. response:	In what month where you born? What's your blood type?
context: Sand Slash!\Wood Make! Violent Approach!\Sand and wood...\Not one of my hound dogs' favorites...\Again?!\They're being absorbed!\But they've got good chemistry with you.\In what month where you born? What's your blood type? response:	For now, let's look for the Master around here...
context: Wood Make! Violent Approach!\Sand and wood...\Not one of my hound dogs' favorites...\Again?!\They're being absorbed!\But they've got good chemistry with you.\In what month where you born? What's your blood type?\For now, let's look for the Master around here... response:	G-Good idea...
context: Sand and wood...\Not one of my hound dogs' favorites...\Again?!\They're being absorbed!\But they've got good chemistry with you.\In what month where you born? What's your blood type?\For now, let's look for the Master around here...\G-Good idea... response:	But why'd you say you were Lucy?!
context: Not one of my hound dogs' favorites...\Again?!\They're being absorbed!\But they've got good chemistry with you.\In what month where you born? What's your blood type?\For now, let's look for the Master around here...\G-Good idea...\But why'd you say you were Lucy?! response:	W-Well, I thought you were in danger, so on impulse, I...
context: Again?!\They're being absorbed!\But they've got good chemistry with you.\In what month where you born? What's your blood type?\For now, let's look for the Master around here...\G-Good idea...\But why'd you say you were Lucy?!\W-Well, I thought you were in danger, so on impulse, I... response:	I'm a Celestial Spirit wizard, so even if they had captured me,
context: They're being absorbed!\But they've got good chemistry with you.\In what month where you born? What's your blood type?\For now, let's look for the Master around here...\G-Good idea...\But why'd you say you were Lucy?!\W-Well, I thought you were in danger, so on impulse, I...\I'm a Celestial Spirit wizard, so even if they had captured me, response:	I would've been able to escape one way or another.
context: But they've got good chemistry with you.\In what month where you born? What's your blood type?\For now, let's look for the Master around here...\G-Good idea...\But why'd you say you were Lucy?!\W-Well, I thought you were in danger, so on impulse, I...\I'm a Celestial Spirit wizard, so even if they had captured me,\I would've been able to escape one way or another. response:	But if they'd gotten their hands on you, who can't use any magic...
context: In what month where you born? What's your blood type?\For now, let's look for the Master around here...\G-Good idea...\But why'd you say you were Lucy?!\W-Well, I thought you were in danger, so on impulse, I...\I'm a Celestial Spirit wizard, so even if they had captured me,\I would've been able to escape one way or another.\But if they'd gotten their hands on you, who can't use any magic... response:	I-I...
context: For now, let's look for the Master around here...\G-Good idea...\But why'd you say you were Lucy?!\W-Well, I thought you were in danger, so on impulse, I...\I'm a Celestial Spirit wizard, so even if they had captured me,\I would've been able to escape one way or another.\But if they'd gotten their hands on you, who can't use any magic...\I-I... response:	I'm sorry... I hadn't thought about what would happen after...
context: G-Good idea...\But why'd you say you were Lucy?!\W-Well, I thought you were in danger, so on impulse, I...\I'm a Celestial Spirit wizard, so even if they had captured me,\I would've been able to escape one way or another.\But if they'd gotten their hands on you, who can't use any magic...\I-I...\I'm sorry... I hadn't thought about what would happen after... response:	I can't use magic, so I thought I could at least help that way...
context: But why'd you say you were Lucy?!\W-Well, I thought you were in danger, so on impulse, I...\I'm a Celestial Spirit wizard, so even if they had captured me,\I would've been able to escape one way or another.\But if they'd gotten their hands on you, who can't use any magic...\I-I...\I'm sorry... I hadn't thought about what would happen after...\I can't use magic, so I thought I could at least help that way... response:	Look, I'm not mad... Uh, need a tissue?
context: W-Well, I thought you were in danger, so on impulse, I...\I'm a Celestial Spirit wizard, so even if they had captured me,\I would've been able to escape one way or another.\But if they'd gotten their hands on you, who can't use any magic...\I-I...\I'm sorry... I hadn't thought about what would happen after...\I can't use magic, so I thought I could at least help that way...\Look, I'm not mad... Uh, need a tissue? response:	You know, you really have a risky side...
context: I'm a Celestial Spirit wizard, so even if they had captured me,\I would've been able to escape one way or another.\But if they'd gotten their hands on you, who can't use any magic...\I-I...\I'm sorry... I hadn't thought about what would happen after...\I can't use magic, so I thought I could at least help that way...\Look, I'm not mad... Uh, need a tissue?\You know, you really have a risky side... response:	But I'm touched. Thank you.
context: I would've been able to escape one way or another.\But if they'd gotten their hands on you, who can't use any magic...\I-I...\I'm sorry... I hadn't thought about what would happen after...\I can't use magic, so I thought I could at least help that way...\Look, I'm not mad... Uh, need a tissue?\You know, you really have a risky side...\But I'm touched. Thank you. response:	Nee-san...
context: But if they'd gotten their hands on you, who can't use any magic...\I-I...\I'm sorry... I hadn't thought about what would happen after...\I can't use magic, so I thought I could at least help that way...\Look, I'm not mad... Uh, need a tissue?\You know, you really have a risky side...\But I'm touched. Thank you.\Nee-san... response:	Risky, huh?
context: I-I...\I'm sorry... I hadn't thought about what would happen after...\I can't use magic, so I thought I could at least help that way...\Look, I'm not mad... Uh, need a tissue?\You know, you really have a risky side...\But I'm touched. Thank you.\Nee-san...\Risky, huh? response:	Come to think of it, I may have been the same way
context: I'm sorry... I hadn't thought about what would happen after...\I can't use magic, so I thought I could at least help that way...\Look, I'm not mad... Uh, need a tissue?\You know, you really have a risky side...\But I'm touched. Thank you.\Nee-san...\Risky, huh?\Come to think of it, I may have been the same way response:	when I first joined the guild...
context: I can't use magic, so I thought I could at least help that way...\Look, I'm not mad... Uh, need a tissue?\You know, you really have a risky side...\But I'm touched. Thank you.\Nee-san...\Risky, huh?\Come to think of it, I may have been the same way\when I first joined the guild... response:	I'd act rashly again and again...
context: Look, I'm not mad... Uh, need a tissue?\You know, you really have a risky side...\But I'm touched. Thank you.\Nee-san...\Risky, huh?\Come to think of it, I may have been the same way\when I first joined the guild...\I'd act rashly again and again... response:	From now on, though, I've really got to keep it together.
context: You know, you really have a risky side...\But I'm touched. Thank you.\Nee-san...\Risky, huh?\Come to think of it, I may have been the same way\when I first joined the guild...\I'd act rashly again and again...\From now on, though, I've really got to keep it together. response:	By the way, I wonder why those guys are after me...
context: But I'm touched. Thank you.\Nee-san...\Risky, huh?\Come to think of it, I may have been the same way\when I first joined the guild...\I'd act rashly again and again...\From now on, though, I've really got to keep it together.\By the way, I wonder why those guys are after me... response:	Kinana-san thought they might be the criminals who raided those churches...
context: Nee-san...\Risky, huh?\Come to think of it, I may have been the same way\when I first joined the guild...\I'd act rashly again and again...\From now on, though, I've really got to keep it together.\By the way, I wonder why those guys are after me...\Kinana-san thought they might be the criminals who raided those churches... response:	But I don't have anything to do with any church...
context: Risky, huh?\Come to think of it, I may have been the same way\when I first joined the guild...\I'd act rashly again and again...\From now on, though, I've really got to keep it together.\By the way, I wonder why those guys are after me...\Kinana-san thought they might be the criminals who raided those churches...\But I don't have anything to do with any church... response:	Found you!
context: Come to think of it, I may have been the same way\when I first joined the guild...\I'd act rashly again and again...\From now on, though, I've really got to keep it together.\By the way, I wonder why those guys are after me...\Kinana-san thought they might be the criminals who raided those churches...\But I don't have anything to do with any church...\Found you! response:	And I'm not letting you get away again!
context: when I first joined the guild...\I'd act rashly again and again...\From now on, though, I've really got to keep it together.\By the way, I wonder why those guys are after me...\Kinana-san thought they might be the criminals who raided those churches...\But I don't have anything to do with any church...\Found you!\And I'm not letting you get away again! response:	You're scary in a plain way!
context: I'd act rashly again and again...\From now on, though, I've really got to keep it together.\By the way, I wonder why those guys are after me...\Kinana-san thought they might be the criminals who raided those churches...\But I don't have anything to do with any church...\Found you!\And I'm not letting you get away again!\You're scary in a plain way! response:	Follow my lead!
context: From now on, though, I've really got to keep it together.\By the way, I wonder why those guys are after me...\Kinana-san thought they might be the criminals who raided those churches...\But I don't have anything to do with any church...\Found you!\And I'm not letting you get away again!\You're scary in a plain way!\Follow my lead! response:	Sorry, sorry, I was lying before.
context: By the way, I wonder why those guys are after me...\Kinana-san thought they might be the criminals who raided those churches...\But I don't have anything to do with any church...\Found you!\And I'm not letting you get away again!\You're scary in a plain way!\Follow my lead!\Sorry, sorry, I was lying before. response:	Actually, this girl is the real Lucy-chan!
context: Kinana-san thought they might be the criminals who raided those churches...\But I don't have anything to do with any church...\Found you!\And I'm not letting you get away again!\You're scary in a plain way!\Follow my lead!\Sorry, sorry, I was lying before.\Actually, this girl is the real Lucy-chan! response:	Excuse me?!
context: But I don't have anything to do with any church...\Found you!\And I'm not letting you get away again!\You're scary in a plain way!\Follow my lead!\Sorry, sorry, I was lying before.\Actually, this girl is the real Lucy-chan!\Excuse me?! response:	Wrong! This one is the real deal!
context: Found you!\And I'm not letting you get away again!\You're scary in a plain way!\Follow my lead!\Sorry, sorry, I was lying before.\Actually, this girl is the real Lucy-chan!\Excuse me?!\Wrong! This one is the real deal! response:	This is the one and only Lucy-san!
context: And I'm not letting you get away again!\You're scary in a plain way!\Follow my lead!\Sorry, sorry, I was lying before.\Actually, this girl is the real Lucy-chan!\Excuse me?!\Wrong! This one is the real deal!\This is the one and only Lucy-san! response:	Real Lucy-chan, lying to save your bacon from getting caught isn't right!
context: You're scary in a plain way!\Follow my lead!\Sorry, sorry, I was lying before.\Actually, this girl is the real Lucy-chan!\Excuse me?!\Wrong! This one is the real deal!\This is the one and only Lucy-san!\Real Lucy-chan, lying to save your bacon from getting caught isn't right! response:	You know you're the genuine article!
context: Follow my lead!\Sorry, sorry, I was lying before.\Actually, this girl is the real Lucy-chan!\Excuse me?!\Wrong! This one is the real deal!\This is the one and only Lucy-san!\Real Lucy-chan, lying to save your bacon from getting caught isn't right!\You know you're the genuine article! response:	In fact, the truth is that I was just lying now too,
context: Sorry, sorry, I was lying before.\Actually, this girl is the real Lucy-chan!\Excuse me?!\Wrong! This one is the real deal!\This is the one and only Lucy-san!\Real Lucy-chan, lying to save your bacon from getting caught isn't right!\You know you're the genuine article!\In fact, the truth is that I was just lying now too, response:	so I actually am the real, true blue you-know-who!
context: Actually, this girl is the real Lucy-chan!\Excuse me?!\Wrong! This one is the real deal!\This is the one and only Lucy-san!\Real Lucy-chan, lying to save your bacon from getting caught isn't right!\You know you're the genuine article!\In fact, the truth is that I was just lying now too,\so I actually am the real, true blue you-know-who! response:	But really, the real, true, actual, factual person
context: Excuse me?!\Wrong! This one is the real deal!\This is the one and only Lucy-san!\Real Lucy-chan, lying to save your bacon from getting caught isn't right!\You know you're the genuine article!\In fact, the truth is that I was just lying now too,\so I actually am the real, true blue you-know-who!\But really, the real, true, actual, factual person response:	you're after is me after all!
context: Wrong! This one is the real deal!\This is the one and only Lucy-san!\Real Lucy-chan, lying to save your bacon from getting caught isn't right!\You know you're the genuine article!\In fact, the truth is that I was just lying now too,\so I actually am the real, true blue you-know-who!\But really, the real, true, actual, factual person\you're after is me after all! response:	Um... Uh...
context: This is the one and only Lucy-san!\Real Lucy-chan, lying to save your bacon from getting caught isn't right!\You know you're the genuine article!\In fact, the truth is that I was just lying now too,\so I actually am the real, true blue you-know-who!\But really, the real, true, actual, factual person\you're after is me after all!\Um... Uh... response:	I know this is sudden, but I am the genuine princess.
context: Real Lucy-chan, lying to save your bacon from getting caught isn't right!\You know you're the genuine article!\In fact, the truth is that I was just lying now too,\so I actually am the real, true blue you-know-who!\But really, the real, true, actual, factual person\you're after is me after all!\Um... Uh...\I know this is sudden, but I am the genuine princess. response:	Huh?!
context: You know you're the genuine article!\In fact, the truth is that I was just lying now too,\so I actually am the real, true blue you-know-who!\But really, the real, true, actual, factual person\you're after is me after all!\Um... Uh...\I know this is sudden, but I am the genuine princess.\Huh?! response:	What did you suddenly come out for?!
context: In fact, the truth is that I was just lying now too,\so I actually am the real, true blue you-know-who!\But really, the real, true, actual, factual person\you're after is me after all!\Um... Uh...\I know this is sudden, but I am the genuine princess.\Huh?!\What did you suddenly come out for?! response:	I thought I would give you a hand, Princess.
context: so I actually am the real, true blue you-know-who!\But really, the real, true, actual, factual person\you're after is me after all!\Um... Uh...\I know this is sudden, but I am the genuine princess.\Huh?!\What did you suddenly come out for?!\I thought I would give you a hand, Princess. response:	Princess... You mean Lucy Heartfilia?
context: But really, the real, true, actual, factual person\you're after is me after all!\Um... Uh...\I know this is sudden, but I am the genuine princess.\Huh?!\What did you suddenly come out for?!\I thought I would give you a hand, Princess.\Princess... You mean Lucy Heartfilia? response:	You are correct, but I am the true princess.
context: you're after is me after all!\Um... Uh...\I know this is sudden, but I am the genuine princess.\Huh?!\What did you suddenly come out for?!\I thought I would give you a hand, Princess.\Princess... You mean Lucy Heartfilia?\You are correct, but I am the true princess. response:	But you know, I may be Lucy after all...
context: Um... Uh...\I know this is sudden, but I am the genuine princess.\Huh?!\What did you suddenly come out for?!\I thought I would give you a hand, Princess.\Princess... You mean Lucy Heartfilia?\You are correct, but I am the true princess.\But you know, I may be Lucy after all... response:	I may be the real Lucy...
context: I know this is sudden, but I am the genuine princess.\Huh?!\What did you suddenly come out for?!\I thought I would give you a hand, Princess.\Princess... You mean Lucy Heartfilia?\You are correct, but I am the true princess.\But you know, I may be Lucy after all...\I may be the real Lucy... response:	Actually, you're Lucy!
context: Huh?!\What did you suddenly come out for?!\I thought I would give you a hand, Princess.\Princess... You mean Lucy Heartfilia?\You are correct, but I am the true princess.\But you know, I may be Lucy after all...\I may be the real Lucy...\Actually, you're Lucy! response:	That went well, didn't it, Princess?
context: What did you suddenly come out for?!\I thought I would give you a hand, Princess.\Princess... You mean Lucy Heartfilia?\You are correct, but I am the true princess.\But you know, I may be Lucy after all...\I may be the real Lucy...\Actually, you're Lucy!\That went well, didn't it, Princess? response:	That girl's so innocent...
context: I thought I would give you a hand, Princess.\Princess... You mean Lucy Heartfilia?\You are correct, but I am the true princess.\But you know, I may be Lucy after all...\I may be the real Lucy...\Actually, you're Lucy!\That went well, didn't it, Princess?\That girl's so innocent... response:	I feel really guilty about doing that to her...
context: Princess... You mean Lucy Heartfilia?\You are correct, but I am the true princess.\But you know, I may be Lucy after all...\I may be the real Lucy...\Actually, you're Lucy!\That went well, didn't it, Princess?\That girl's so innocent...\I feel really guilty about doing that to her... response:	It seems one of the two that Coco chased after is the real Lucy Heartfilia.
context: You are correct, but I am the true princess.\But you know, I may be Lucy after all...\I may be the real Lucy...\Actually, you're Lucy!\That went well, didn't it, Princess?\That girl's so innocent...\I feel really guilty about doing that to her...\It seems one of the two that Coco chased after is the real Lucy Heartfilia. response:	I see you can change your mode too, kitty-cat.
context: But you know, I may be Lucy after all...\I may be the real Lucy...\Actually, you're Lucy!\That went well, didn't it, Princess?\That girl's so innocent...\I feel really guilty about doing that to her...\It seems one of the two that Coco chased after is the real Lucy Heartfilia.\I see you can change your mode too, kitty-cat. response:	What?
context: I may be the real Lucy...\Actually, you're Lucy!\That went well, didn't it, Princess?\That girl's so innocent...\I feel really guilty about doing that to her...\It seems one of the two that Coco chased after is the real Lucy Heartfilia.\I see you can change your mode too, kitty-cat.\What? response:	That wasn't me!
context: Actually, you're Lucy!\That went well, didn't it, Princess?\That girl's so innocent...\I feel really guilty about doing that to her...\It seems one of the two that Coco chased after is the real Lucy Heartfilia.\I see you can change your mode too, kitty-cat.\What?\That wasn't me! response:	Beast Arm...
context: That went well, didn't it, Princess?\That girl's so innocent...\I feel really guilty about doing that to her...\It seems one of the two that Coco chased after is the real Lucy Heartfilia.\I see you can change your mode too, kitty-cat.\What?\That wasn't me!\Beast Arm... response:	Iron Bull!
context: That girl's so innocent...\I feel really guilty about doing that to her...\It seems one of the two that Coco chased after is the real Lucy Heartfilia.\I see you can change your mode too, kitty-cat.\What?\That wasn't me!\Beast Arm...\Iron Bull! response:	This ticks me off! It's totally hard to fight like this!
context: I feel really guilty about doing that to her...\It seems one of the two that Coco chased after is the real Lucy Heartfilia.\I see you can change your mode too, kitty-cat.\What?\That wasn't me!\Beast Arm...\Iron Bull!\This ticks me off! It's totally hard to fight like this! response:	Totally is what I say!
context: It seems one of the two that Coco chased after is the real Lucy Heartfilia.\I see you can change your mode too, kitty-cat.\What?\That wasn't me!\Beast Arm...\Iron Bull!\This ticks me off! It's totally hard to fight like this!\Totally is what I say! response:	Don't copy me!
context: I see you can change your mode too, kitty-cat.\What?\That wasn't me!\Beast Arm...\Iron Bull!\This ticks me off! It's totally hard to fight like this!\Totally is what I say!\Don't copy me! response:	Jeez, you're so annoying! All of you, just fight for cryin' out loud!
context: What?\That wasn't me!\Beast Arm...\Iron Bull!\This ticks me off! It's totally hard to fight like this!\Totally is what I say!\Don't copy me!\Jeez, you're so annoying! All of you, just fight for cryin' out loud! response:	Mary Hughes, our time here is limited.
context: That wasn't me!\Beast Arm...\Iron Bull!\This ticks me off! It's totally hard to fight like this!\Totally is what I say!\Don't copy me!\Jeez, you're so annoying! All of you, just fight for cryin' out loud!\Mary Hughes, our time here is limited. response:	I know that! I say we go after Lucy, too!
context: Beast Arm...\Iron Bull!\This ticks me off! It's totally hard to fight like this!\Totally is what I say!\Don't copy me!\Jeez, you're so annoying! All of you, just fight for cryin' out loud!\Mary Hughes, our time here is limited.\I know that! I say we go after Lucy, too! response:	Over my dead body!
context: Iron Bull!\This ticks me off! It's totally hard to fight like this!\Totally is what I say!\Don't copy me!\Jeez, you're so annoying! All of you, just fight for cryin' out loud!\Mary Hughes, our time here is limited.\I know that! I say we go after Lucy, too!\Over my dead body! response:	I can tame several people at once with my Command Magic!
context: This ticks me off! It's totally hard to fight like this!\Totally is what I say!\Don't copy me!\Jeez, you're so annoying! All of you, just fight for cryin' out loud!\Mary Hughes, our time here is limited.\I know that! I say we go after Lucy, too!\Over my dead body!\I can tame several people at once with my Command Magic! response:	Dammit! Nobody's gonna control me!
context: Totally is what I say!\Don't copy me!\Jeez, you're so annoying! All of you, just fight for cryin' out loud!\Mary Hughes, our time here is limited.\I know that! I say we go after Lucy, too!\Over my dead body!\I can tame several people at once with my Command Magic!\Dammit! Nobody's gonna control me! response:	Natsu-san is...
context: Don't copy me!\Jeez, you're so annoying! All of you, just fight for cryin' out loud!\Mary Hughes, our time here is limited.\I know that! I say we go after Lucy, too!\Over my dead body!\I can tame several people at once with my Command Magic!\Dammit! Nobody's gonna control me!\Natsu-san is... response:	These creeps are tough customers, huh?
context: Jeez, you're so annoying! All of you, just fight for cryin' out loud!\Mary Hughes, our time here is limited.\I know that! I say we go after Lucy, too!\Over my dead body!\I can tame several people at once with my Command Magic!\Dammit! Nobody's gonna control me!\Natsu-san is...\These creeps are tough customers, huh? response:	Alright, big bang boom!
context: Mary Hughes, our time here is limited.\I know that! I say we go after Lucy, too!\Over my dead body!\I can tame several people at once with my Command Magic!\Dammit! Nobody's gonna control me!\Natsu-san is...\These creeps are tough customers, huh?\Alright, big bang boom! response:	Yeesh. Where the hell did Gajeel go?
context: I know that! I say we go after Lucy, too!\Over my dead body!\I can tame several people at once with my Command Magic!\Dammit! Nobody's gonna control me!\Natsu-san is...\These creeps are tough customers, huh?\Alright, big bang boom!\Yeesh. Where the hell did Gajeel go? response:	Everyone's probably back at the guild by now.
context: Over my dead body!\I can tame several people at once with my Command Magic!\Dammit! Nobody's gonna control me!\Natsu-san is...\These creeps are tough customers, huh?\Alright, big bang boom!\Yeesh. Where the hell did Gajeel go?\Everyone's probably back at the guild by now. response:	I wanted us to find him, for Levy's sake, too...
context: I can tame several people at once with my Command Magic!\Dammit! Nobody's gonna control me!\Natsu-san is...\These creeps are tough customers, huh?\Alright, big bang boom!\Yeesh. Where the hell did Gajeel go?\Everyone's probably back at the guild by now.\I wanted us to find him, for Levy's sake, too... response:	I guess we can go out looking again tomorrow...
context: Dammit! Nobody's gonna control me!\Natsu-san is...\These creeps are tough customers, huh?\Alright, big bang boom!\Yeesh. Where the hell did Gajeel go?\Everyone's probably back at the guild by now.\I wanted us to find him, for Levy's sake, too...\I guess we can go out looking again tomorrow... response:	What the heck is that?!
context: Natsu-san is...\These creeps are tough customers, huh?\Alright, big bang boom!\Yeesh. Where the hell did Gajeel go?\Everyone's probably back at the guild by now.\I wanted us to find him, for Levy's sake, too...\I guess we can go out looking again tomorrow...\What the heck is that?! response:	Hey, that's...
context: These creeps are tough customers, huh?\Alright, big bang boom!\Yeesh. Where the hell did Gajeel go?\Everyone's probably back at the guild by now.\I wanted us to find him, for Levy's sake, too...\I guess we can go out looking again tomorrow...\What the heck is that?!\Hey, that's... response:	Wha...?!
context: Alright, big bang boom!\Yeesh. Where the hell did Gajeel go?\Everyone's probably back at the guild by now.\I wanted us to find him, for Levy's sake, too...\I guess we can go out looking again tomorrow...\What the heck is that?!\Hey, that's...\Wha...?! response:	What's going on here?!
context: Yeesh. Where the hell did Gajeel go?\Everyone's probably back at the guild by now.\I wanted us to find him, for Levy's sake, too...\I guess we can go out looking again tomorrow...\What the heck is that?!\Hey, that's...\Wha...?!\What's going on here?! response:	What happened?!
context: Everyone's probably back at the guild by now.\I wanted us to find him, for Levy's sake, too...\I guess we can go out looking again tomorrow...\What the heck is that?!\Hey, that's...\Wha...?!\What's going on here?!\What happened?! response:	Lucy-san! Michelle-san!
context: I wanted us to find him, for Levy's sake, too...\I guess we can go out looking again tomorrow...\What the heck is that?!\Hey, that's...\Wha...?!\What's going on here?!\What happened?!\Lucy-san! Michelle-san! response:	I know they're out looking for the Master,
context: I guess we can go out looking again tomorrow...\What the heck is that?!\Hey, that's...\Wha...?!\What's going on here?!\What happened?!\Lucy-san! Michelle-san!\I know they're out looking for the Master, response:	but I don't know where they're looking!
context: What the heck is that?!\Hey, that's...\Wha...?!\What's going on here?!\What happened?!\Lucy-san! Michelle-san!\I know they're out looking for the Master,\but I don't know where they're looking! response:	Wendy, you have no idea?
context: Hey, that's...\Wha...?!\What's going on here?!\What happened?!\Lucy-san! Michelle-san!\I know they're out looking for the Master,\but I don't know where they're looking!\Wendy, you have no idea? response:	Hmm... For some reason, I can't detect any trace of Lucy-san...
context: Wha...?!\What's going on here?!\What happened?!\Lucy-san! Michelle-san!\I know they're out looking for the Master,\but I don't know where they're looking!\Wendy, you have no idea?\Hmm... For some reason, I can't detect any trace of Lucy-san... response:	Bastards... Treatin' me like a smoke bomb...
context: What's going on here?!\What happened?!\Lucy-san! Michelle-san!\I know they're out looking for the Master,\but I don't know where they're looking!\Wendy, you have no idea?\Hmm... For some reason, I can't detect any trace of Lucy-san...\Bastards... Treatin' me like a smoke bomb... response:	They'll pay for this!
context: What happened?!\Lucy-san! Michelle-san!\I know they're out looking for the Master,\but I don't know where they're looking!\Wendy, you have no idea?\Hmm... For some reason, I can't detect any trace of Lucy-san...\Bastards... Treatin' me like a smoke bomb...\They'll pay for this! response:	Calm down, Natsu!
