context: This feels okay? response:	Thanks, Sakura-chan.
context: It's not like with Mirror\that I can just name the card'\I gotta think\what can I do in pitch-dark! I gotta think!\But if it's really pitch-dark,\I shouldn't be able to see myself'\How come I can see myself'?\What?! response:	She's being taken in by darkness!
context: that I can just name the card'\I gotta think\what can I do in pitch-dark! I gotta think!\But if it's really pitch-dark,\I shouldn't be able to see myself'\How come I can see myself'?\What?!\She's being taken in by darkness! response:	At this rate,
context: I gotta think\what can I do in pitch-dark! I gotta think!\But if it's really pitch-dark,\I shouldn't be able to see myself'\How come I can see myself'?\What?!\She's being taken in by darkness!\At this rate, response:	she'll be trapped inside darkness!
context: what can I do in pitch-dark! I gotta think!\But if it's really pitch-dark,\I shouldn't be able to see myself'\How come I can see myself'?\What?!\She's being taken in by darkness!\At this rate,\she'll be trapped inside darkness! response:	Sakura! Hurry up and notice it!
context: But if it's really pitch-dark,\I shouldn't be able to see myself'\How come I can see myself'?\What?!\She's being taken in by darkness!\At this rate,\she'll be trapped inside darkness!\Sakura! Hurry up and notice it! response:	At this rate, I won't even be able to see myself!
context: I shouldn't be able to see myself'\How come I can see myself'?\What?!\She's being taken in by darkness!\At this rate,\she'll be trapped inside darkness!\Sakura! Hurry up and notice it!\At this rate, I won't even be able to see myself! response:	Don't cry!
context: How come I can see myself'?\What?!\She's being taken in by darkness!\At this rate,\she'll be trapped inside darkness!\Sakura! Hurry up and notice it!\At this rate, I won't even be able to see myself!\Don't cry! response:	It'll be okay. It'll all work out.
context: What?!\She's being taken in by darkness!\At this rate,\she'll be trapped inside darkness!\Sakura! Hurry up and notice it!\At this rate, I won't even be able to see myself!\Don't cry!\It'll be okay. It'll all work out. response:	It'll be okay for sure!
context: She's being taken in by darkness!\At this rate,\she'll be trapped inside darkness!\Sakura! Hurry up and notice it!\At this rate, I won't even be able to see myself!\Don't cry!\It'll be okay. It'll all work out.\It'll be okay for sure! response:	I'm shining!
context: At this rate,\she'll be trapped inside darkness!\Sakura! Hurry up and notice it!\At this rate, I won't even be able to see myself!\Don't cry!\It'll be okay. It'll all work out.\It'll be okay for sure!\I'm shining! response:	I see! If I shine,
context: she'll be trapped inside darkness!\Sakura! Hurry up and notice it!\At this rate, I won't even be able to see myself!\Don't cry!\It'll be okay. It'll all work out.\It'll be okay for sure!\I'm shining!\I see! If I shine, response:	then of course I can see myself in the dark!
context: Sakura! Hurry up and notice it!\At this rate, I won't even be able to see myself!\Don't cry!\It'll be okay. It'll all work out.\It'll be okay for sure!\I'm shining!\I see! If I shine,\then of course I can see myself in the dark! response:	Are you a Clow Card too?
context: At this rate, I won't even be able to see myself!\Don't cry!\It'll be okay. It'll all work out.\It'll be okay for sure!\I'm shining!\I see! If I shine,\then of course I can see myself in the dark!\Are you a Clow Card too? response:	That's right. Since the time you broke the seal on the cards,
context: Don't cry!\It'll be okay. It'll all work out.\It'll be okay for sure!\I'm shining!\I see! If I shine,\then of course I can see myself in the dark!\Are you a Clow Card too?\That's right. Since the time you broke the seal on the cards, response:	I've been living inside your heart.
context: It'll be okay. It'll all work out.\It'll be okay for sure!\I'm shining!\I see! If I shine,\then of course I can see myself in the dark!\Are you a Clow Card too?\That's right. Since the time you broke the seal on the cards,\I've been living inside your heart. response:	I didn't know at all.
context: It'll be okay for sure!\I'm shining!\I see! If I shine,\then of course I can see myself in the dark!\Are you a Clow Card too?\That's right. Since the time you broke the seal on the cards,\I've been living inside your heart.\I didn't know at all. response:	Because you never gave up,
context: I'm shining!\I see! If I shine,\then of course I can see myself in the dark!\Are you a Clow Card too?\That's right. Since the time you broke the seal on the cards,\I've been living inside your heart.\I didn't know at all.\Because you never gave up, response:	You finally realized my presence,
context: I see! If I shine,\then of course I can see myself in the dark!\Are you a Clow Card too?\That's right. Since the time you broke the seal on the cards,\I've been living inside your heart.\I didn't know at all.\Because you never gave up,\You finally realized my presence, response:	And you let me out.
context: then of course I can see myself in the dark!\Are you a Clow Card too?\That's right. Since the time you broke the seal on the cards,\I've been living inside your heart.\I didn't know at all.\Because you never gave up,\You finally realized my presence,\And you let me out. response:	Now here's a quiz for you.
context: Are you a Clow Card too?\That's right. Since the time you broke the seal on the cards,\I've been living inside your heart.\I didn't know at all.\Because you never gave up,\You finally realized my presence,\And you let me out.\Now here's a quiz for you. response:	What shines in the dark?
context: That's right. Since the time you broke the seal on the cards,\I've been living inside your heart.\I didn't know at all.\Because you never gave up,\You finally realized my presence,\And you let me out.\Now here's a quiz for you.\What shines in the dark? response:	Light!
context: I've been living inside your heart.\I didn't know at all.\Because you never gave up,\You finally realized my presence,\And you let me out.\Now here's a quiz for you.\What shines in the dark?\Light! response:	You guessed right!
context: I didn't know at all.\Because you never gave up,\You finally realized my presence,\And you let me out.\Now here's a quiz for you.\What shines in the dark?\Light!\You guessed right! response:	You are' Dark?!
context: Because you never gave up,\You finally realized my presence,\And you let me out.\Now here's a quiz for you.\What shines in the dark?\Light!\You guessed right!\You are' Dark?! response:	I'm glad you noticed Light.
context: You finally realized my presence,\And you let me out.\Now here's a quiz for you.\What shines in the dark?\Light!\You guessed right!\You are' Dark?!\I'm glad you noticed Light. response:	She knew all along that
context: And you let me out.\Now here's a quiz for you.\What shines in the dark?\Light!\You guessed right!\You are' Dark?!\I'm glad you noticed Light.\She knew all along that response:	you would be able to seal me.
context: Now here's a quiz for you.\What shines in the dark?\Light!\You guessed right!\You are' Dark?!\I'm glad you noticed Light.\She knew all along that\you would be able to seal me. response:	Of course, she's the girl whose heart I've been living in!
context: What shines in the dark?\Light!\You guessed right!\You are' Dark?!\I'm glad you noticed Light.\She knew all along that\you would be able to seal me.\Of course, she's the girl whose heart I've been living in! response:	Now, you should be able to use your magic.
context: Light!\You guessed right!\You are' Dark?!\I'm glad you noticed Light.\She knew all along that\you would be able to seal me.\Of course, she's the girl whose heart I've been living in!\Now, you should be able to use your magic. response:	Try sealing both of us together!
context: You guessed right!\You are' Dark?!\I'm glad you noticed Light.\She knew all along that\you would be able to seal me.\Of course, she's the girl whose heart I've been living in!\Now, you should be able to use your magic.\Try sealing both of us together! response:	O' Okay!
context: You are' Dark?!\I'm glad you noticed Light.\She knew all along that\you would be able to seal me.\Of course, she's the girl whose heart I've been living in!\Now, you should be able to use your magic.\Try sealing both of us together!\O' Okay! response:	Key which hides the forces of darkness,
context: I'm glad you noticed Light.\She knew all along that\you would be able to seal me.\Of course, she's the girl whose heart I've been living in!\Now, you should be able to use your magic.\Try sealing both of us together!\O' Okay!\Key which hides the forces of darkness, response:	reveal thy true form before me.
context: She knew all along that\you would be able to seal me.\Of course, she's the girl whose heart I've been living in!\Now, you should be able to use your magic.\Try sealing both of us together!\O' Okay!\Key which hides the forces of darkness,\reveal thy true form before me. response:	I, Sakura, command thee under contract.
context: you would be able to seal me.\Of course, she's the girl whose heart I've been living in!\Now, you should be able to use your magic.\Try sealing both of us together!\O' Okay!\Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract. response:	Release!
context: Of course, she's the girl whose heart I've been living in!\Now, you should be able to use your magic.\Try sealing both of us together!\O' Okay!\Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release! response:	Return to thy form which thou should be!
context: Now, you should be able to use your magic.\Try sealing both of us together!\O' Okay!\Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\Return to thy form which thou should be! response:	Clow Card!
context: Try sealing both of us together!\O' Okay!\Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\Return to thy form which thou should be!\Clow Card! response:	We would love to have you as our mistress.
context: O' Okay!\Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\Return to thy form which thou should be!\Clow Card!\We would love to have you as our mistress. response:	Only Yue will be the Last Judgment.
context: Key which hides the forces of darkness,\reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\Return to thy form which thou should be!\Clow Card!\We would love to have you as our mistress.\Only Yue will be the Last Judgment. response:	Good luck to you.
context: reveal thy true form before me.\I, Sakura, command thee under contract.\Release!\Return to thy form which thou should be!\Clow Card!\We would love to have you as our mistress.\Only Yue will be the Last Judgment.\Good luck to you. response:	Yue?!
context: I, Sakura, command thee under contract.\Release!\Return to thy form which thou should be!\Clow Card!\We would love to have you as our mistress.\Only Yue will be the Last Judgment.\Good luck to you.\Yue?! response:	Excuse me''Yue'?!
context: Release!\Return to thy form which thou should be!\Clow Card!\We would love to have you as our mistress.\Only Yue will be the Last Judgment.\Good luck to you.\Yue?!\Excuse me''Yue'?! response:	Yue is close to you.
context: Return to thy form which thou should be!\Clow Card!\We would love to have you as our mistress.\Only Yue will be the Last Judgment.\Good luck to you.\Yue?!\Excuse me''Yue'?!\Yue is close to you. response:	But it's going to be okay!
context: Clow Card!\We would love to have you as our mistress.\Only Yue will be the Last Judgment.\Good luck to you.\Yue?!\Excuse me''Yue'?!\Yue is close to you.\But it's going to be okay! response:	Because you have the invincible spell:'It'll be okay for sure!'
context: We would love to have you as our mistress.\Only Yue will be the Last Judgment.\Good luck to you.\Yue?!\Excuse me''Yue'?!\Yue is close to you.\But it's going to be okay!\Because you have the invincible spell:'It'll be okay for sure!' response:	It's the same as the dream'
context: Only Yue will be the Last Judgment.\Good luck to you.\Yue?!\Excuse me''Yue'?!\Yue is close to you.\But it's going to be okay!\Because you have the invincible spell:'It'll be okay for sure!'\It's the same as the dream' response:	I'm so glad! You really came back!
context: Good luck to you.\Yue?!\Excuse me''Yue'?!\Yue is close to you.\But it's going to be okay!\Because you have the invincible spell:'It'll be okay for sure!'\It's the same as the dream'\I'm so glad! You really came back! response:	Hey! That little!
context: Yue?!\Excuse me''Yue'?!\Yue is close to you.\But it's going to be okay!\Because you have the invincible spell:'It'll be okay for sure!'\It's the same as the dream'\I'm so glad! You really came back!\Hey! That little! response:	Hey! I dare you getting all out of hand like that!
context: Excuse me''Yue'?!\Yue is close to you.\But it's going to be okay!\Because you have the invincible spell:'It'll be okay for sure!'\It's the same as the dream'\I'm so glad! You really came back!\Hey! That little!\Hey! I dare you getting all out of hand like that! response:	What happened?
context: Yue is close to you.\But it's going to be okay!\Because you have the invincible spell:'It'll be okay for sure!'\It's the same as the dream'\I'm so glad! You really came back!\Hey! That little!\Hey! I dare you getting all out of hand like that!\What happened? response:	You didn't notice, did you?
context: But it's going to be okay!\Because you have the invincible spell:'It'll be okay for sure!'\It's the same as the dream'\I'm so glad! You really came back!\Hey! That little!\Hey! I dare you getting all out of hand like that!\What happened?\You didn't notice, did you? response:	It's a Clow Card.
context: Because you have the invincible spell:'It'll be okay for sure!'\It's the same as the dream'\I'm so glad! You really came back!\Hey! That little!\Hey! I dare you getting all out of hand like that!\What happened?\You didn't notice, did you?\It's a Clow Card. response:	It's the card, Dark,
context: It's the same as the dream'\I'm so glad! You really came back!\Hey! That little!\Hey! I dare you getting all out of hand like that!\What happened?\You didn't notice, did you?\It's a Clow Card.\It's the card, Dark, response:	which only pulled those with magic into the dimension it created.
context: I'm so glad! You really came back!\Hey! That little!\Hey! I dare you getting all out of hand like that!\What happened?\You didn't notice, did you?\It's a Clow Card.\It's the card, Dark,\which only pulled those with magic into the dimension it created. response:	I totally did not feel it'
context: Hey! That little!\Hey! I dare you getting all out of hand like that!\What happened?\You didn't notice, did you?\It's a Clow Card.\It's the card, Dark,\which only pulled those with magic into the dimension it created.\I totally did not feel it' response:	To those with no magic,
context: Hey! I dare you getting all out of hand like that!\What happened?\You didn't notice, did you?\It's a Clow Card.\It's the card, Dark,\which only pulled those with magic into the dimension it created.\I totally did not feel it'\To those with no magic, response:	it's as though time has simply continued on.
context: What happened?\You didn't notice, did you?\It's a Clow Card.\It's the card, Dark,\which only pulled those with magic into the dimension it created.\I totally did not feel it'\To those with no magic,\it's as though time has simply continued on. response:	I can sense it' The power of the moon'
context: You didn't notice, did you?\It's a Clow Card.\It's the card, Dark,\which only pulled those with magic into the dimension it created.\I totally did not feel it'\To those with no magic,\it's as though time has simply continued on.\I can sense it' The power of the moon' response:	Yue,
context: It's a Clow Card.\It's the card, Dark,\which only pulled those with magic into the dimension it created.\I totally did not feel it'\To those with no magic,\it's as though time has simply continued on.\I can sense it' The power of the moon'\Yue, response:	I guess the time for us to meet will be very soon'
context: It's the card, Dark,\which only pulled those with magic into the dimension it created.\I totally did not feel it'\To those with no magic,\it's as though time has simply continued on.\I can sense it' The power of the moon'\Yue,\I guess the time for us to meet will be very soon' response:	'It'll be okay for sure,' right?
