context: I found it first! response:	No, I found it first, brat!
context: That's just your imagination'\Why're YOU answering?\Mei Lin. There's no reason I'd be keeping anything from you, right?\Really?\Of course! Are you saying you don't believe me?\If you say so, Shao Lan'\Where did Kero get that from?\Maybe he saw some weird drama on TV' response:	Wait for me in the classroom, I'll be there shortly.
context: Why're YOU answering?\Mei Lin. There's no reason I'd be keeping anything from you, right?\Really?\Of course! Are you saying you don't believe me?\If you say so, Shao Lan'\Where did Kero get that from?\Maybe he saw some weird drama on TV'\Wait for me in the classroom, I'll be there shortly. response:	Shao Lan'!
context: Mei Lin. There's no reason I'd be keeping anything from you, right?\Really?\Of course! Are you saying you don't believe me?\If you say so, Shao Lan'\Where did Kero get that from?\Maybe he saw some weird drama on TV'\Wait for me in the classroom, I'll be there shortly.\Shao Lan'! response:	Thanks.
context: Really?\Of course! Are you saying you don't believe me?\If you say so, Shao Lan'\Where did Kero get that from?\Maybe he saw some weird drama on TV'\Wait for me in the classroom, I'll be there shortly.\Shao Lan'!\Thanks. response:	Mister Terada, phone call for you.
context: Of course! Are you saying you don't believe me?\If you say so, Shao Lan'\Where did Kero get that from?\Maybe he saw some weird drama on TV'\Wait for me in the classroom, I'll be there shortly.\Shao Lan'!\Thanks.\Mister Terada, phone call for you. response:	Oh, thanks.
context: If you say so, Shao Lan'\Where did Kero get that from?\Maybe he saw some weird drama on TV'\Wait for me in the classroom, I'll be there shortly.\Shao Lan'!\Thanks.\Mister Terada, phone call for you.\Oh, thanks. response:	Gotta get out of here'
context: Where did Kero get that from?\Maybe he saw some weird drama on TV'\Wait for me in the classroom, I'll be there shortly.\Shao Lan'!\Thanks.\Mister Terada, phone call for you.\Oh, thanks.\Gotta get out of here' response:	All right, see you later.
context: Maybe he saw some weird drama on TV'\Wait for me in the classroom, I'll be there shortly.\Shao Lan'!\Thanks.\Mister Terada, phone call for you.\Oh, thanks.\Gotta get out of here'\All right, see you later. response:	Damn!
context: Wait for me in the classroom, I'll be there shortly.\Shao Lan'!\Thanks.\Mister Terada, phone call for you.\Oh, thanks.\Gotta get out of here'\All right, see you later.\Damn! response:	Oh no, this is bad!
context: Shao Lan'!\Thanks.\Mister Terada, phone call for you.\Oh, thanks.\Gotta get out of here'\All right, see you later.\Damn!\Oh no, this is bad! response:	What's wrong?
context: Thanks.\Mister Terada, phone call for you.\Oh, thanks.\Gotta get out of here'\All right, see you later.\Damn!\Oh no, this is bad!\What's wrong? response:	This'
context: Mister Terada, phone call for you.\Oh, thanks.\Gotta get out of here'\All right, see you later.\Damn!\Oh no, this is bad!\What's wrong?\This' response:	What're you doing there, Li?
context: Oh, thanks.\Gotta get out of here'\All right, see you later.\Damn!\Oh no, this is bad!\What's wrong?\This'\What're you doing there, Li? response:	That's Shao Lan? In such a body'
context: Gotta get out of here'\All right, see you later.\Damn!\Oh no, this is bad!\What's wrong?\This'\What're you doing there, Li?\That's Shao Lan? In such a body' response:	Didn't he say he was going to keep it quiet?
context: All right, see you later.\Damn!\Oh no, this is bad!\What's wrong?\This'\What're you doing there, Li?\That's Shao Lan? In such a body'\Didn't he say he was going to keep it quiet? response:	Li? Are you awake?
context: Damn!\Oh no, this is bad!\What's wrong?\This'\What're you doing there, Li?\That's Shao Lan? In such a body'\Didn't he say he was going to keep it quiet?\Li? Are you awake? response:	Sakura, maybe somewhere a little more private'
context: Oh no, this is bad!\What's wrong?\This'\What're you doing there, Li?\That's Shao Lan? In such a body'\Didn't he say he was going to keep it quiet?\Li? Are you awake?\Sakura, maybe somewhere a little more private' response:	Li, Li!
context: What's wrong?\This'\What're you doing there, Li?\That's Shao Lan? In such a body'\Didn't he say he was going to keep it quiet?\Li? Are you awake?\Sakura, maybe somewhere a little more private'\Li, Li! response:	He's not answering. Maybe something happened.
context: This'\What're you doing there, Li?\That's Shao Lan? In such a body'\Didn't he say he was going to keep it quiet?\Li? Are you awake?\Sakura, maybe somewhere a little more private'\Li, Li!\He's not answering. Maybe something happened. response:	The Change Card shouldn't have that kind of power.
context: What're you doing there, Li?\That's Shao Lan? In such a body'\Didn't he say he was going to keep it quiet?\Li? Are you awake?\Sakura, maybe somewhere a little more private'\Li, Li!\He's not answering. Maybe something happened.\The Change Card shouldn't have that kind of power. response:	Shao Lan! Answer me, Shao Lan'
context: That's Shao Lan? In such a body'\Didn't he say he was going to keep it quiet?\Li? Are you awake?\Sakura, maybe somewhere a little more private'\Li, Li!\He's not answering. Maybe something happened.\The Change Card shouldn't have that kind of power.\Shao Lan! Answer me, Shao Lan' response:	I won't be able to go back like this.
context: Didn't he say he was going to keep it quiet?\Li? Are you awake?\Sakura, maybe somewhere a little more private'\Li, Li!\He's not answering. Maybe something happened.\The Change Card shouldn't have that kind of power.\Shao Lan! Answer me, Shao Lan'\I won't be able to go back like this. response:	Hey, brat! Snap out of it!
context: Li? Are you awake?\Sakura, maybe somewhere a little more private'\Li, Li!\He's not answering. Maybe something happened.\The Change Card shouldn't have that kind of power.\Shao Lan! Answer me, Shao Lan'\I won't be able to go back like this.\Hey, brat! Snap out of it! response:	That's not Li.
context: Sakura, maybe somewhere a little more private'\Li, Li!\He's not answering. Maybe something happened.\The Change Card shouldn't have that kind of power.\Shao Lan! Answer me, Shao Lan'\I won't be able to go back like this.\Hey, brat! Snap out of it!\That's not Li. response:	Eh?
context: Li, Li!\He's not answering. Maybe something happened.\The Change Card shouldn't have that kind of power.\Shao Lan! Answer me, Shao Lan'\I won't be able to go back like this.\Hey, brat! Snap out of it!\That's not Li.\Eh? response:	Li doesn't have a tag.
context: He's not answering. Maybe something happened.\The Change Card shouldn't have that kind of power.\Shao Lan! Answer me, Shao Lan'\I won't be able to go back like this.\Hey, brat! Snap out of it!\That's not Li.\Eh?\Li doesn't have a tag. response:	Eh?
context: The Change Card shouldn't have that kind of power.\Shao Lan! Answer me, Shao Lan'\I won't be able to go back like this.\Hey, brat! Snap out of it!\That's not Li.\Eh?\Li doesn't have a tag.\Eh? response:	He's not in the classroom either.
context: Shao Lan! Answer me, Shao Lan'\I won't be able to go back like this.\Hey, brat! Snap out of it!\That's not Li.\Eh?\Li doesn't have a tag.\Eh?\He's not in the classroom either. response:	Where have I seen that bag'?
context: I won't be able to go back like this.\Hey, brat! Snap out of it!\That's not Li.\Eh?\Li doesn't have a tag.\Eh?\He's not in the classroom either.\Where have I seen that bag'? response:	Oh yeah, Mister Terada had that this morning'
context: Hey, brat! Snap out of it!\That's not Li.\Eh?\Li doesn't have a tag.\Eh?\He's not in the classroom either.\Where have I seen that bag'?\Oh yeah, Mister Terada had that this morning' response:	Are you looking for something?
context: That's not Li.\Eh?\Li doesn't have a tag.\Eh?\He's not in the classroom either.\Where have I seen that bag'?\Oh yeah, Mister Terada had that this morning'\Are you looking for something? response:	Miss Mizuki!
context: Eh?\Li doesn't have a tag.\Eh?\He's not in the classroom either.\Where have I seen that bag'?\Oh yeah, Mister Terada had that this morning'\Are you looking for something?\Miss Mizuki! response:	Oh, what a cute stuffed animal.
context: Li doesn't have a tag.\Eh?\He's not in the classroom either.\Where have I seen that bag'?\Oh yeah, Mister Terada had that this morning'\Are you looking for something?\Miss Mizuki!\Oh, what a cute stuffed animal. response:	Do you know where Mister Terada went?
context: Eh?\He's not in the classroom either.\Where have I seen that bag'?\Oh yeah, Mister Terada had that this morning'\Are you looking for something?\Miss Mizuki!\Oh, what a cute stuffed animal.\Do you know where Mister Terada went? response:	I think he went to one of the shops by the station.
context: He's not in the classroom either.\Where have I seen that bag'?\Oh yeah, Mister Terada had that this morning'\Are you looking for something?\Miss Mizuki!\Oh, what a cute stuffed animal.\Do you know where Mister Terada went?\I think he went to one of the shops by the station. response:	Thank you very much!
context: Where have I seen that bag'?\Oh yeah, Mister Terada had that this morning'\Are you looking for something?\Miss Mizuki!\Oh, what a cute stuffed animal.\Do you know where Mister Terada went?\I think he went to one of the shops by the station.\Thank you very much! response:	If you'll excuse us' See ya!
context: Oh yeah, Mister Terada had that this morning'\Are you looking for something?\Miss Mizuki!\Oh, what a cute stuffed animal.\Do you know where Mister Terada went?\I think he went to one of the shops by the station.\Thank you very much!\If you'll excuse us' See ya! response:	Hey!
context: Are you looking for something?\Miss Mizuki!\Oh, what a cute stuffed animal.\Do you know where Mister Terada went?\I think he went to one of the shops by the station.\Thank you very much!\If you'll excuse us' See ya!\Hey! response:	Good luck!
context: Miss Mizuki!\Oh, what a cute stuffed animal.\Do you know where Mister Terada went?\I think he went to one of the shops by the station.\Thank you very much!\If you'll excuse us' See ya!\Hey!\Good luck! response:	Hey, you sure I can't run on all fours?
context: Oh, what a cute stuffed animal.\Do you know where Mister Terada went?\I think he went to one of the shops by the station.\Thank you very much!\If you'll excuse us' See ya!\Hey!\Good luck!\Hey, you sure I can't run on all fours? response:	You can't do that!
context: Do you know where Mister Terada went?\I think he went to one of the shops by the station.\Thank you very much!\If you'll excuse us' See ya!\Hey!\Good luck!\Hey, you sure I can't run on all fours?\You can't do that! response:	Oh, I want to fly!
context: I think he went to one of the shops by the station.\Thank you very much!\If you'll excuse us' See ya!\Hey!\Good luck!\Hey, you sure I can't run on all fours?\You can't do that!\Oh, I want to fly! response:	Got it!
context: Thank you very much!\If you'll excuse us' See ya!\Hey!\Good luck!\Hey, you sure I can't run on all fours?\You can't do that!\Oh, I want to fly!\Got it! response:	Hey, Teacher!
context: If you'll excuse us' See ya!\Hey!\Good luck!\Hey, you sure I can't run on all fours?\You can't do that!\Oh, I want to fly!\Got it!\Hey, Teacher! response:	W' what's going on?
context: Hey!\Good luck!\Hey, you sure I can't run on all fours?\You can't do that!\Oh, I want to fly!\Got it!\Hey, Teacher!\W' what's going on? response:	What happened with this?
context: Good luck!\Hey, you sure I can't run on all fours?\You can't do that!\Oh, I want to fly!\Got it!\Hey, Teacher!\W' what's going on?\What happened with this? response:	I returned it at the toy store.
context: Hey, you sure I can't run on all fours?\You can't do that!\Oh, I want to fly!\Got it!\Hey, Teacher!\W' what's going on?\What happened with this?\I returned it at the toy store. response:	I was just heading home.
context: You can't do that!\Oh, I want to fly!\Got it!\Hey, Teacher!\W' what's going on?\What happened with this?\I returned it at the toy store.\I was just heading home. response:	Shao Lan, where are you? Where are you, Shao Lan?!
context: Oh, I want to fly!\Got it!\Hey, Teacher!\W' what's going on?\What happened with this?\I returned it at the toy store.\I was just heading home.\Shao Lan, where are you? Where are you, Shao Lan?! response:	Not on the shelf? Maybe out front.
context: Got it!\Hey, Teacher!\W' what's going on?\What happened with this?\I returned it at the toy store.\I was just heading home.\Shao Lan, where are you? Where are you, Shao Lan?!\Not on the shelf? Maybe out front. response:	Sakura!
context: Hey, Teacher!\W' what's going on?\What happened with this?\I returned it at the toy store.\I was just heading home.\Shao Lan, where are you? Where are you, Shao Lan?!\Not on the shelf? Maybe out front.\Sakura! response:	Get me outta here!
context: W' what's going on?\What happened with this?\I returned it at the toy store.\I was just heading home.\Shao Lan, where are you? Where are you, Shao Lan?!\Not on the shelf? Maybe out front.\Sakura!\Get me outta here! response:	All right, now it's my turn!
context: What happened with this?\I returned it at the toy store.\I was just heading home.\Shao Lan, where are you? Where are you, Shao Lan?!\Not on the shelf? Maybe out front.\Sakura!\Get me outta here!\All right, now it's my turn! response:	If it's a game, leave it to me!
context: I returned it at the toy store.\I was just heading home.\Shao Lan, where are you? Where are you, Shao Lan?!\Not on the shelf? Maybe out front.\Sakura!\Get me outta here!\All right, now it's my turn!\If it's a game, leave it to me! response:	Have you ever played the crane game?
context: I was just heading home.\Shao Lan, where are you? Where are you, Shao Lan?!\Not on the shelf? Maybe out front.\Sakura!\Get me outta here!\All right, now it's my turn!\If it's a game, leave it to me!\Have you ever played the crane game? response:	I should only need one try.
context: Shao Lan, where are you? Where are you, Shao Lan?!\Not on the shelf? Maybe out front.\Sakura!\Get me outta here!\All right, now it's my turn!\If it's a game, leave it to me!\Have you ever played the crane game?\I should only need one try. response:	Right, just like that!
context: Not on the shelf? Maybe out front.\Sakura!\Get me outta here!\All right, now it's my turn!\If it's a game, leave it to me!\Have you ever played the crane game?\I should only need one try.\Right, just like that! response:	You found it, huh?
context: Sakura!\Get me outta here!\All right, now it's my turn!\If it's a game, leave it to me!\Have you ever played the crane game?\I should only need one try.\Right, just like that!\You found it, huh? response:	Oh,
context: Get me outta here!\All right, now it's my turn!\If it's a game, leave it to me!\Have you ever played the crane game?\I should only need one try.\Right, just like that!\You found it, huh?\Oh, response:	that's it. You've got the hang of it.
context: All right, now it's my turn!\If it's a game, leave it to me!\Have you ever played the crane game?\I should only need one try.\Right, just like that!\You found it, huh?\Oh,\that's it. You've got the hang of it. response:	Too bad. You need to try again.
context: If it's a game, leave it to me!\Have you ever played the crane game?\I should only need one try.\Right, just like that!\You found it, huh?\Oh,\that's it. You've got the hang of it.\Too bad. You need to try again. response:	Try again?!
context: Have you ever played the crane game?\I should only need one try.\Right, just like that!\You found it, huh?\Oh,\that's it. You've got the hang of it.\Too bad. You need to try again.\Try again?! response:	Looks like it'
context: I should only need one try.\Right, just like that!\You found it, huh?\Oh,\that's it. You've got the hang of it.\Too bad. You need to try again.\Try again?!\Looks like it' response:	I won't be defeated! I'm burning up!
context: Right, just like that!\You found it, huh?\Oh,\that's it. You've got the hang of it.\Too bad. You need to try again.\Try again?!\Looks like it'\I won't be defeated! I'm burning up! response:	Man, would you treat my body a little better?
context: You found it, huh?\Oh,\that's it. You've got the hang of it.\Too bad. You need to try again.\Try again?!\Looks like it'\I won't be defeated! I'm burning up!\Man, would you treat my body a little better? response:	It's your fault that you suck!
context: Oh,\that's it. You've got the hang of it.\Too bad. You need to try again.\Try again?!\Looks like it'\I won't be defeated! I'm burning up!\Man, would you treat my body a little better?\It's your fault that you suck! response:	You moron, it's this clumsy body's fault!
context: that's it. You've got the hang of it.\Too bad. You need to try again.\Try again?!\Looks like it'\I won't be defeated! I'm burning up!\Man, would you treat my body a little better?\It's your fault that you suck!\You moron, it's this clumsy body's fault! response:	What was that?
context: Too bad. You need to try again.\Try again?!\Looks like it'\I won't be defeated! I'm burning up!\Man, would you treat my body a little better?\It's your fault that you suck!\You moron, it's this clumsy body's fault!\What was that? response:	Want to get it on right now?
context: Try again?!\Looks like it'\I won't be defeated! I'm burning up!\Man, would you treat my body a little better?\It's your fault that you suck!\You moron, it's this clumsy body's fault!\What was that?\Want to get it on right now? response:	Calm down, both of you!
context: Looks like it'\I won't be defeated! I'm burning up!\Man, would you treat my body a little better?\It's your fault that you suck!\You moron, it's this clumsy body's fault!\What was that?\Want to get it on right now?\Calm down, both of you! response:	Li, if you don't do it, you can't go back.
context: I won't be defeated! I'm burning up!\Man, would you treat my body a little better?\It's your fault that you suck!\You moron, it's this clumsy body's fault!\What was that?\Want to get it on right now?\Calm down, both of you!\Li, if you don't do it, you can't go back. response:	Take these bodies and exchange the souls within!
context: Man, would you treat my body a little better?\It's your fault that you suck!\You moron, it's this clumsy body's fault!\What was that?\Want to get it on right now?\Calm down, both of you!\Li, if you don't do it, you can't go back.\Take these bodies and exchange the souls within! response:	Change!
context: It's your fault that you suck!\You moron, it's this clumsy body's fault!\What was that?\Want to get it on right now?\Calm down, both of you!\Li, if you don't do it, you can't go back.\Take these bodies and exchange the souls within!\Change! response:	Good morning.
context: You moron, it's this clumsy body's fault!\What was that?\Want to get it on right now?\Calm down, both of you!\Li, if you don't do it, you can't go back.\Take these bodies and exchange the souls within!\Change!\Good morning. response:	Mornin'. Yesterday was some kinda ordeal for us, wasn't it?
context: What was that?\Want to get it on right now?\Calm down, both of you!\Li, if you don't do it, you can't go back.\Take these bodies and exchange the souls within!\Change!\Good morning.\Mornin'. Yesterday was some kinda ordeal for us, wasn't it? response:	You' That speaking style'
context: Want to get it on right now?\Calm down, both of you!\Li, if you don't do it, you can't go back.\Take these bodies and exchange the souls within!\Change!\Good morning.\Mornin'. Yesterday was some kinda ordeal for us, wasn't it?\You' That speaking style' response:	Sakura is here.
context: Calm down, both of you!\Li, if you don't do it, you can't go back.\Take these bodies and exchange the souls within!\Change!\Good morning.\Mornin'. Yesterday was some kinda ordeal for us, wasn't it?\You' That speaking style'\Sakura is here. response:	This time, we got switched'
context: Li, if you don't do it, you can't go back.\Take these bodies and exchange the souls within!\Change!\Good morning.\Mornin'. Yesterday was some kinda ordeal for us, wasn't it?\You' That speaking style'\Sakura is here.\This time, we got switched' response:	Eh?
context: Take these bodies and exchange the souls within!\Change!\Good morning.\Mornin'. Yesterday was some kinda ordeal for us, wasn't it?\You' That speaking style'\Sakura is here.\This time, we got switched'\Eh? response:	Li, aren't you Mei Lin?
context: Change!\Good morning.\Mornin'. Yesterday was some kinda ordeal for us, wasn't it?\You' That speaking style'\Sakura is here.\This time, we got switched'\Eh?\Li, aren't you Mei Lin? response:	No!
context: Good morning.\Mornin'. Yesterday was some kinda ordeal for us, wasn't it?\You' That speaking style'\Sakura is here.\This time, we got switched'\Eh?\Li, aren't you Mei Lin?\No! response:	It's not a dream!
context: Mornin'. Yesterday was some kinda ordeal for us, wasn't it?\You' That speaking style'\Sakura is here.\This time, we got switched'\Eh?\Li, aren't you Mei Lin?\No!\It's not a dream! response:	Shao Lan, if you don't hurry, you'll be late for school.
context: You' That speaking style'\Sakura is here.\This time, we got switched'\Eh?\Li, aren't you Mei Lin?\No!\It's not a dream!\Shao Lan, if you don't hurry, you'll be late for school. response:	I am leaving then
context: Sakura is here.\This time, we got switched'\Eh?\Li, aren't you Mei Lin?\No!\It's not a dream!\Shao Lan, if you don't hurry, you'll be late for school.\I am leaving then response:	It's really the real Shao Lan, right? Ah.
context: This time, we got switched'\Eh?\Li, aren't you Mei Lin?\No!\It's not a dream!\Shao Lan, if you don't hurry, you'll be late for school.\I am leaving then\It's really the real Shao Lan, right? Ah. response:	Yes.
context: Eh?\Li, aren't you Mei Lin?\No!\It's not a dream!\Shao Lan, if you don't hurry, you'll be late for school.\I am leaving then\It's really the real Shao Lan, right? Ah.\Yes. response:	Obviously Shao Lan is the best Shao Lan there is!
context: Li, aren't you Mei Lin?\No!\It's not a dream!\Shao Lan, if you don't hurry, you'll be late for school.\I am leaving then\It's really the real Shao Lan, right? Ah.\Yes.\Obviously Shao Lan is the best Shao Lan there is! response:	Hey, let go!
context: No!\It's not a dream!\Shao Lan, if you don't hurry, you'll be late for school.\I am leaving then\It's really the real Shao Lan, right? Ah.\Yes.\Obviously Shao Lan is the best Shao Lan there is!\Hey, let go! response:	But'!
context: It's not a dream!\Shao Lan, if you don't hurry, you'll be late for school.\I am leaving then\It's really the real Shao Lan, right? Ah.\Yes.\Obviously Shao Lan is the best Shao Lan there is!\Hey, let go!\But'! response:	Let's go to school!
context: Shao Lan, if you don't hurry, you'll be late for school.\I am leaving then\It's really the real Shao Lan, right? Ah.\Yes.\Obviously Shao Lan is the best Shao Lan there is!\Hey, let go!\But'!\Let's go to school! response:	Hey, wait a minute, Shao Lan!
