context: Are you... Mari?! response:	I had sworn to myself that I would never speak that way in front of you.
context: Didn't I make it clear that I had no clue that I had a fiancee?\Yes, I am well aware of that.\However, that doesn't mean that our engagement has been annulled.\And besides, we just might see the good in each other for the first time once we've become husband and wife!\I'm not even old enough to get married yet.\Listen, Tachibana-san, do you not think that you're being rather shameless?\In front of his girlfriend, even!\Oh, my, forgive me for being so remiss, Kirisaki-san. response:	Thank you for always being so kind to my husband.
context: Yes, I am well aware of that.\However, that doesn't mean that our engagement has been annulled.\And besides, we just might see the good in each other for the first time once we've become husband and wife!\I'm not even old enough to get married yet.\Listen, Tachibana-san, do you not think that you're being rather shameless?\In front of his girlfriend, even!\Oh, my, forgive me for being so remiss, Kirisaki-san.\Thank you for always being so kind to my husband. response:	Who are you calling your husband?!
context: However, that doesn't mean that our engagement has been annulled.\And besides, we just might see the good in each other for the first time once we've become husband and wife!\I'm not even old enough to get married yet.\Listen, Tachibana-san, do you not think that you're being rather shameless?\In front of his girlfriend, even!\Oh, my, forgive me for being so remiss, Kirisaki-san.\Thank you for always being so kind to my husband.\Who are you calling your husband?! response:	He never even acknowledged the engagement in the first place, did he now?
context: And besides, we just might see the good in each other for the first time once we've become husband and wife!\I'm not even old enough to get married yet.\Listen, Tachibana-san, do you not think that you're being rather shameless?\In front of his girlfriend, even!\Oh, my, forgive me for being so remiss, Kirisaki-san.\Thank you for always being so kind to my husband.\Who are you calling your husband?!\He never even acknowledged the engagement in the first place, did he now? response:	That means it's invalid!
context: I'm not even old enough to get married yet.\Listen, Tachibana-san, do you not think that you're being rather shameless?\In front of his girlfriend, even!\Oh, my, forgive me for being so remiss, Kirisaki-san.\Thank you for always being so kind to my husband.\Who are you calling your husband?!\He never even acknowledged the engagement in the first place, did he now?\That means it's invalid! response:	Oh, that is no obstacle.
context: Listen, Tachibana-san, do you not think that you're being rather shameless?\In front of his girlfriend, even!\Oh, my, forgive me for being so remiss, Kirisaki-san.\Thank you for always being so kind to my husband.\Who are you calling your husband?!\He never even acknowledged the engagement in the first place, did he now?\That means it's invalid!\Oh, that is no obstacle. response:	Parents have been arranging engagements for their children since time immemorial.
context: In front of his girlfriend, even!\Oh, my, forgive me for being so remiss, Kirisaki-san.\Thank you for always being so kind to my husband.\Who are you calling your husband?!\He never even acknowledged the engagement in the first place, did he now?\That means it's invalid!\Oh, that is no obstacle.\Parents have been arranging engagements for their children since time immemorial. response:	If that upsets you, you'll have to take it up with my father.
context: Oh, my, forgive me for being so remiss, Kirisaki-san.\Thank you for always being so kind to my husband.\Who are you calling your husband?!\He never even acknowledged the engagement in the first place, did he now?\That means it's invalid!\Oh, that is no obstacle.\Parents have been arranging engagements for their children since time immemorial.\If that upsets you, you'll have to take it up with my father. response:	What are you going to do?
context: Thank you for always being so kind to my husband.\Who are you calling your husband?!\He never even acknowledged the engagement in the first place, did he now?\That means it's invalid!\Oh, that is no obstacle.\Parents have been arranging engagements for their children since time immemorial.\If that upsets you, you'll have to take it up with my father.\What are you going to do? response:	Well, what choice do I have?
context: Who are you calling your husband?!\He never even acknowledged the engagement in the first place, did he now?\That means it's invalid!\Oh, that is no obstacle.\Parents have been arranging engagements for their children since time immemorial.\If that upsets you, you'll have to take it up with my father.\What are you going to do?\Well, what choice do I have? response:	The way she steamrolled over me, I can't ditch now.
context: He never even acknowledged the engagement in the first place, did he now?\That means it's invalid!\Oh, that is no obstacle.\Parents have been arranging engagements for their children since time immemorial.\If that upsets you, you'll have to take it up with my father.\What are you going to do?\Well, what choice do I have?\The way she steamrolled over me, I can't ditch now. response:	Looks like you haven't given up being an indecisive bean sprout!
context: That means it's invalid!\Oh, that is no obstacle.\Parents have been arranging engagements for their children since time immemorial.\If that upsets you, you'll have to take it up with my father.\What are you going to do?\Well, what choice do I have?\The way she steamrolled over me, I can't ditch now.\Looks like you haven't given up being an indecisive bean sprout! response:	Well, what do you expect me to do?
context: Oh, that is no obstacle.\Parents have been arranging engagements for their children since time immemorial.\If that upsets you, you'll have to take it up with my father.\What are you going to do?\Well, what choice do I have?\The way she steamrolled over me, I can't ditch now.\Looks like you haven't given up being an indecisive bean sprout!\Well, what do you expect me to do? response:	If you go ahead and show up at her house,
context: Parents have been arranging engagements for their children since time immemorial.\If that upsets you, you'll have to take it up with my father.\What are you going to do?\Well, what choice do I have?\The way she steamrolled over me, I can't ditch now.\Looks like you haven't given up being an indecisive bean sprout!\Well, what do you expect me to do?\If you go ahead and show up at her house, response:	you're going to come back with a wedding date all settled.
context: If that upsets you, you'll have to take it up with my father.\What are you going to do?\Well, what choice do I have?\The way she steamrolled over me, I can't ditch now.\Looks like you haven't given up being an indecisive bean sprout!\Well, what do you expect me to do?\If you go ahead and show up at her house,\you're going to come back with a wedding date all settled. response:	Wh-What is it?
context: What are you going to do?\Well, what choice do I have?\The way she steamrolled over me, I can't ditch now.\Looks like you haven't given up being an indecisive bean sprout!\Well, what do you expect me to do?\If you go ahead and show up at her house,\you're going to come back with a wedding date all settled.\Wh-What is it? response:	It's just that, lately your acting could fool even me.
context: Well, what choice do I have?\The way she steamrolled over me, I can't ditch now.\Looks like you haven't given up being an indecisive bean sprout!\Well, what do you expect me to do?\If you go ahead and show up at her house,\you're going to come back with a wedding date all settled.\Wh-What is it?\It's just that, lately your acting could fool even me. response:	Wh-What's that supposed to mean?
context: The way she steamrolled over me, I can't ditch now.\Looks like you haven't given up being an indecisive bean sprout!\Well, what do you expect me to do?\If you go ahead and show up at her house,\you're going to come back with a wedding date all settled.\Wh-What is it?\It's just that, lately your acting could fool even me.\Wh-What's that supposed to mean? response:	I mean, it's like you're possessed or something.
context: Looks like you haven't given up being an indecisive bean sprout!\Well, what do you expect me to do?\If you go ahead and show up at her house,\you're going to come back with a wedding date all settled.\Wh-What is it?\It's just that, lately your acting could fool even me.\Wh-What's that supposed to mean?\I mean, it's like you're possessed or something. response:	It's just that if my people found out that you had a fiancee...
context: Well, what do you expect me to do?\If you go ahead and show up at her house,\you're going to come back with a wedding date all settled.\Wh-What is it?\It's just that, lately your acting could fool even me.\Wh-What's that supposed to mean?\I mean, it's like you're possessed or something.\It's just that if my people found out that you had a fiancee... response:	I-I'm not doing it for myself, but if they were to find out...
context: If you go ahead and show up at her house,\you're going to come back with a wedding date all settled.\Wh-What is it?\It's just that, lately your acting could fool even me.\Wh-What's that supposed to mean?\I mean, it's like you're possessed or something.\It's just that if my people found out that you had a fiancee...\I-I'm not doing it for myself, but if they were to find out... response:	I know, right? If he finds out, who knows what that Four Eyes will do to me?
context: you're going to come back with a wedding date all settled.\Wh-What is it?\It's just that, lately your acting could fool even me.\Wh-What's that supposed to mean?\I mean, it's like you're possessed or something.\It's just that if my people found out that you had a fiancee...\I-I'm not doing it for myself, but if they were to find out...\I know, right? If he finds out, who knows what that Four Eyes will do to me? response:	Listen up. You're gonna stand up to her father and have him call off the engagement, all right?
context: Wh-What is it?\It's just that, lately your acting could fool even me.\Wh-What's that supposed to mean?\I mean, it's like you're possessed or something.\It's just that if my people found out that you had a fiancee...\I-I'm not doing it for myself, but if they were to find out...\I know, right? If he finds out, who knows what that Four Eyes will do to me?\Listen up. You're gonna stand up to her father and have him call off the engagement, all right? response:	Like it's gonna be that simple.
context: It's just that, lately your acting could fool even me.\Wh-What's that supposed to mean?\I mean, it's like you're possessed or something.\It's just that if my people found out that you had a fiancee...\I-I'm not doing it for myself, but if they were to find out...\I know, right? If he finds out, who knows what that Four Eyes will do to me?\Listen up. You're gonna stand up to her father and have him call off the engagement, all right?\Like it's gonna be that simple. response:	The entire top floor of this building is my home.
context: Wh-What's that supposed to mean?\I mean, it's like you're possessed or something.\It's just that if my people found out that you had a fiancee...\I-I'm not doing it for myself, but if they were to find out...\I know, right? If he finds out, who knows what that Four Eyes will do to me?\Listen up. You're gonna stand up to her father and have him call off the engagement, all right?\Like it's gonna be that simple.\The entire top floor of this building is my home. response:	The entire floor?
context: I mean, it's like you're possessed or something.\It's just that if my people found out that you had a fiancee...\I-I'm not doing it for myself, but if they were to find out...\I know, right? If he finds out, who knows what that Four Eyes will do to me?\Listen up. You're gonna stand up to her father and have him call off the engagement, all right?\Like it's gonna be that simple.\The entire top floor of this building is my home.\The entire floor? response:	By the way, Tachibana...
context: It's just that if my people found out that you had a fiancee...\I-I'm not doing it for myself, but if they were to find out...\I know, right? If he finds out, who knows what that Four Eyes will do to me?\Listen up. You're gonna stand up to her father and have him call off the engagement, all right?\Like it's gonna be that simple.\The entire top floor of this building is my home.\The entire floor?\By the way, Tachibana... response:	My, my, did you call me Tachibana?
context: I-I'm not doing it for myself, but if they were to find out...\I know, right? If he finds out, who knows what that Four Eyes will do to me?\Listen up. You're gonna stand up to her father and have him call off the engagement, all right?\Like it's gonna be that simple.\The entire top floor of this building is my home.\The entire floor?\By the way, Tachibana...\My, my, did you call me Tachibana? response:	Please feel free to call me Marika!
context: I know, right? If he finds out, who knows what that Four Eyes will do to me?\Listen up. You're gonna stand up to her father and have him call off the engagement, all right?\Like it's gonna be that simple.\The entire top floor of this building is my home.\The entire floor?\By the way, Tachibana...\My, my, did you call me Tachibana?\Please feel free to call me Marika! response:	What kind of guy is your dad, Tachibana?
context: Listen up. You're gonna stand up to her father and have him call off the engagement, all right?\Like it's gonna be that simple.\The entire top floor of this building is my home.\The entire floor?\By the way, Tachibana...\My, my, did you call me Tachibana?\Please feel free to call me Marika!\What kind of guy is your dad, Tachibana? response:	You said he was the police commissioner, right?
context: Like it's gonna be that simple.\The entire top floor of this building is my home.\The entire floor?\By the way, Tachibana...\My, my, did you call me Tachibana?\Please feel free to call me Marika!\What kind of guy is your dad, Tachibana?\You said he was the police commissioner, right? response:	So he's probably pretty scary, huh?
context: The entire top floor of this building is my home.\The entire floor?\By the way, Tachibana...\My, my, did you call me Tachibana?\Please feel free to call me Marika!\What kind of guy is your dad, Tachibana?\You said he was the police commissioner, right?\So he's probably pretty scary, huh? response:	Oh, no, far from it!
context: The entire floor?\By the way, Tachibana...\My, my, did you call me Tachibana?\Please feel free to call me Marika!\What kind of guy is your dad, Tachibana?\You said he was the police commissioner, right?\So he's probably pretty scary, huh?\Oh, no, far from it! response:	My father is a very kind man!
context: By the way, Tachibana...\My, my, did you call me Tachibana?\Please feel free to call me Marika!\What kind of guy is your dad, Tachibana?\You said he was the police commissioner, right?\So he's probably pretty scary, huh?\Oh, no, far from it!\My father is a very kind man! response:	He even calls me Mari, and he's constantly worrying about me.
context: My, my, did you call me Tachibana?\Please feel free to call me Marika!\What kind of guy is your dad, Tachibana?\You said he was the police commissioner, right?\So he's probably pretty scary, huh?\Oh, no, far from it!\My father is a very kind man!\He even calls me Mari, and he's constantly worrying about me. response:	I'm sure that you'll like him, too, Raku-sama.
context: Please feel free to call me Marika!\What kind of guy is your dad, Tachibana?\You said he was the police commissioner, right?\So he's probably pretty scary, huh?\Oh, no, far from it!\My father is a very kind man!\He even calls me Mari, and he's constantly worrying about me.\I'm sure that you'll like him, too, Raku-sama. response:	Ah, home already, Mari?
context: What kind of guy is your dad, Tachibana?\You said he was the police commissioner, right?\So he's probably pretty scary, huh?\Oh, no, far from it!\My father is a very kind man!\He even calls me Mari, and he's constantly worrying about me.\I'm sure that you'll like him, too, Raku-sama.\Ah, home already, Mari? response:	That was quick.
context: You said he was the police commissioner, right?\So he's probably pretty scary, huh?\Oh, no, far from it!\My father is a very kind man!\He even calls me Mari, and he's constantly worrying about me.\I'm sure that you'll like him, too, Raku-sama.\Ah, home already, Mari?\That was quick. response:	Oh, my, Father! I was just about to summon you.
context: So he's probably pretty scary, huh?\Oh, no, far from it!\My father is a very kind man!\He even calls me Mari, and he's constantly worrying about me.\I'm sure that you'll like him, too, Raku-sama.\Ah, home already, Mari?\That was quick.\Oh, my, Father! I was just about to summon you. response:	Whoa, scary! Her old man's face is so scary!
context: Oh, no, far from it!\My father is a very kind man!\He even calls me Mari, and he's constantly worrying about me.\I'm sure that you'll like him, too, Raku-sama.\Ah, home already, Mari?\That was quick.\Oh, my, Father! I was just about to summon you.\Whoa, scary! Her old man's face is so scary! response:	For a second there, I thought he was a yakuza!
context: My father is a very kind man!\He even calls me Mari, and he's constantly worrying about me.\I'm sure that you'll like him, too, Raku-sama.\Ah, home already, Mari?\That was quick.\Oh, my, Father! I was just about to summon you.\Whoa, scary! Her old man's face is so scary!\For a second there, I thought he was a yakuza! response:	Actually, he's even more imposing than any yakuza!
context: He even calls me Mari, and he's constantly worrying about me.\I'm sure that you'll like him, too, Raku-sama.\Ah, home already, Mari?\That was quick.\Oh, my, Father! I was just about to summon you.\Whoa, scary! Her old man's face is so scary!\For a second there, I thought he was a yakuza!\Actually, he's even more imposing than any yakuza! response:	Father! This young man is my fiance, Ichijou Raku-sama.
context: I'm sure that you'll like him, too, Raku-sama.\Ah, home already, Mari?\That was quick.\Oh, my, Father! I was just about to summon you.\Whoa, scary! Her old man's face is so scary!\For a second there, I thought he was a yakuza!\Actually, he's even more imposing than any yakuza!\Father! This young man is my fiance, Ichijou Raku-sama. response:	Isn't he gorgeous?
context: Ah, home already, Mari?\That was quick.\Oh, my, Father! I was just about to summon you.\Whoa, scary! Her old man's face is so scary!\For a second there, I thought he was a yakuza!\Actually, he's even more imposing than any yakuza!\Father! This young man is my fiance, Ichijou Raku-sama.\Isn't he gorgeous? response:	Yes. Um... It's a pleasure to meet you.
context: That was quick.\Oh, my, Father! I was just about to summon you.\Whoa, scary! Her old man's face is so scary!\For a second there, I thought he was a yakuza!\Actually, he's even more imposing than any yakuza!\Father! This young man is my fiance, Ichijou Raku-sama.\Isn't he gorgeous?\Yes. Um... It's a pleasure to meet you. response:	Yo, I... Sorry, I mean I...
context: Oh, my, Father! I was just about to summon you.\Whoa, scary! Her old man's face is so scary!\For a second there, I thought he was a yakuza!\Actually, he's even more imposing than any yakuza!\Father! This young man is my fiance, Ichijou Raku-sama.\Isn't he gorgeous?\Yes. Um... It's a pleasure to meet you.\Yo, I... Sorry, I mean I... response:	Ah, so you're Ichijou's son, huh?
context: Whoa, scary! Her old man's face is so scary!\For a second there, I thought he was a yakuza!\Actually, he's even more imposing than any yakuza!\Father! This young man is my fiance, Ichijou Raku-sama.\Isn't he gorgeous?\Yes. Um... It's a pleasure to meet you.\Yo, I... Sorry, I mean I...\Ah, so you're Ichijou's son, huh? response:	You've grown up.
context: For a second there, I thought he was a yakuza!\Actually, he's even more imposing than any yakuza!\Father! This young man is my fiance, Ichijou Raku-sama.\Isn't he gorgeous?\Yes. Um... It's a pleasure to meet you.\Yo, I... Sorry, I mean I...\Ah, so you're Ichijou's son, huh?\You've grown up. response:	You're starting to take after your old man, I'd say.
context: Actually, he's even more imposing than any yakuza!\Father! This young man is my fiance, Ichijou Raku-sama.\Isn't he gorgeous?\Yes. Um... It's a pleasure to meet you.\Yo, I... Sorry, I mean I...\Ah, so you're Ichijou's son, huh?\You've grown up.\You're starting to take after your old man, I'd say. response:	Just have a seat.
context: Father! This young man is my fiance, Ichijou Raku-sama.\Isn't he gorgeous?\Yes. Um... It's a pleasure to meet you.\Yo, I... Sorry, I mean I...\Ah, so you're Ichijou's son, huh?\You've grown up.\You're starting to take after your old man, I'd say.\Just have a seat. response:	Let's have a nice, long chat. Is your old man doing all right?
context: Isn't he gorgeous?\Yes. Um... It's a pleasure to meet you.\Yo, I... Sorry, I mean I...\Ah, so you're Ichijou's son, huh?\You've grown up.\You're starting to take after your old man, I'd say.\Just have a seat.\Let's have a nice, long chat. Is your old man doing all right? response:	Y-Yes.
context: Yes. Um... It's a pleasure to meet you.\Yo, I... Sorry, I mean I...\Ah, so you're Ichijou's son, huh?\You've grown up.\You're starting to take after your old man, I'd say.\Just have a seat.\Let's have a nice, long chat. Is your old man doing all right?\Y-Yes. response:	See this scar?
context: Yo, I... Sorry, I mean I...\Ah, so you're Ichijou's son, huh?\You've grown up.\You're starting to take after your old man, I'd say.\Just have a seat.\Let's have a nice, long chat. Is your old man doing all right?\Y-Yes.\See this scar? response:	Uh, um, it looks really cool!
context: Ah, so you're Ichijou's son, huh?\You've grown up.\You're starting to take after your old man, I'd say.\Just have a seat.\Let's have a nice, long chat. Is your old man doing all right?\Y-Yes.\See this scar?\Uh, um, it looks really cool! response:	Were you injured on the job?
context: You've grown up.\You're starting to take after your old man, I'd say.\Just have a seat.\Let's have a nice, long chat. Is your old man doing all right?\Y-Yes.\See this scar?\Uh, um, it looks really cool!\Were you injured on the job? response:	Like a badge of honor?
context: You're starting to take after your old man, I'd say.\Just have a seat.\Let's have a nice, long chat. Is your old man doing all right?\Y-Yes.\See this scar?\Uh, um, it looks really cool!\Were you injured on the job?\Like a badge of honor? response:	Your old man gave me this scar many years ago.
context: Just have a seat.\Let's have a nice, long chat. Is your old man doing all right?\Y-Yes.\See this scar?\Uh, um, it looks really cool!\Were you injured on the job?\Like a badge of honor?\Your old man gave me this scar many years ago. response:	Now that you're the spitting image of your father, looking at you
context: Let's have a nice, long chat. Is your old man doing all right?\Y-Yes.\See this scar?\Uh, um, it looks really cool!\Were you injured on the job?\Like a badge of honor?\Your old man gave me this scar many years ago.\Now that you're the spitting image of your father, looking at you response:	is making it throb all of a sudden.
context: Y-Yes.\See this scar?\Uh, um, it looks really cool!\Were you injured on the job?\Like a badge of honor?\Your old man gave me this scar many years ago.\Now that you're the spitting image of your father, looking at you\is making it throb all of a sudden. response:	What the hell were you thinking, Dad?!
context: See this scar?\Uh, um, it looks really cool!\Were you injured on the job?\Like a badge of honor?\Your old man gave me this scar many years ago.\Now that you're the spitting image of your father, looking at you\is making it throb all of a sudden.\What the hell were you thinking, Dad?! response:	Well that was also the day we acknowledged each other's power.
context: Uh, um, it looks really cool!\Were you injured on the job?\Like a badge of honor?\Your old man gave me this scar many years ago.\Now that you're the spitting image of your father, looking at you\is making it throb all of a sudden.\What the hell were you thinking, Dad?!\Well that was also the day we acknowledged each other's power. response:	We may have been on different sides,
context: Were you injured on the job?\Like a badge of honor?\Your old man gave me this scar many years ago.\Now that you're the spitting image of your father, looking at you\is making it throb all of a sudden.\What the hell were you thinking, Dad?!\Well that was also the day we acknowledged each other's power.\We may have been on different sides, response:	but we did bond enough to drink together, man-to-man.
context: Like a badge of honor?\Your old man gave me this scar many years ago.\Now that you're the spitting image of your father, looking at you\is making it throb all of a sudden.\What the hell were you thinking, Dad?!\Well that was also the day we acknowledged each other's power.\We may have been on different sides,\but we did bond enough to drink together, man-to-man. response:	But to this day, my dream is to toss that bastard behind bars!
context: Your old man gave me this scar many years ago.\Now that you're the spitting image of your father, looking at you\is making it throb all of a sudden.\What the hell were you thinking, Dad?!\Well that was also the day we acknowledged each other's power.\We may have been on different sides,\but we did bond enough to drink together, man-to-man.\But to this day, my dream is to toss that bastard behind bars! response:	S-Scary! This old man is beyond scary.
context: Now that you're the spitting image of your father, looking at you\is making it throb all of a sudden.\What the hell were you thinking, Dad?!\Well that was also the day we acknowledged each other's power.\We may have been on different sides,\but we did bond enough to drink together, man-to-man.\But to this day, my dream is to toss that bastard behind bars!\S-Scary! This old man is beyond scary. response:	He's way more like a yakuza than any of our guys!
context: is making it throb all of a sudden.\What the hell were you thinking, Dad?!\Well that was also the day we acknowledged each other's power.\We may have been on different sides,\but we did bond enough to drink together, man-to-man.\But to this day, my dream is to toss that bastard behind bars!\S-Scary! This old man is beyond scary.\He's way more like a yakuza than any of our guys! response:	There's no way in hell I have the balls to tell him to call off the engagement!
context: What the hell were you thinking, Dad?!\Well that was also the day we acknowledged each other's power.\We may have been on different sides,\but we did bond enough to drink together, man-to-man.\But to this day, my dream is to toss that bastard behind bars!\S-Scary! This old man is beyond scary.\He's way more like a yakuza than any of our guys!\There's no way in hell I have the balls to tell him to call off the engagement! response:	Well, let's set aside such trivial matters for now.
context: Well that was also the day we acknowledged each other's power.\We may have been on different sides,\but we did bond enough to drink together, man-to-man.\But to this day, my dream is to toss that bastard behind bars!\S-Scary! This old man is beyond scary.\He's way more like a yakuza than any of our guys!\There's no way in hell I have the balls to tell him to call off the engagement!\Well, let's set aside such trivial matters for now. response:	Time certainly flies! My Marika is old enough to get married now, huh?
context: We may have been on different sides,\but we did bond enough to drink together, man-to-man.\But to this day, my dream is to toss that bastard behind bars!\S-Scary! This old man is beyond scary.\He's way more like a yakuza than any of our guys!\There's no way in hell I have the balls to tell him to call off the engagement!\Well, let's set aside such trivial matters for now.\Time certainly flies! My Marika is old enough to get married now, huh? response:	I'm sure that you've cared deeply for her all this time yourself.
context: but we did bond enough to drink together, man-to-man.\But to this day, my dream is to toss that bastard behind bars!\S-Scary! This old man is beyond scary.\He's way more like a yakuza than any of our guys!\There's no way in hell I have the balls to tell him to call off the engagement!\Well, let's set aside such trivial matters for now.\Time certainly flies! My Marika is old enough to get married now, huh?\I'm sure that you've cared deeply for her all this time yourself. response:	Well, of course I
context: But to this day, my dream is to toss that bastard behind bars!\S-Scary! This old man is beyond scary.\He's way more like a yakuza than any of our guys!\There's no way in hell I have the balls to tell him to call off the engagement!\Well, let's set aside such trivial matters for now.\Time certainly flies! My Marika is old enough to get married now, huh?\I'm sure that you've cared deeply for her all this time yourself.\Well, of course I response:	Raku-sama tells me that he had forgotten all about me.
context: S-Scary! This old man is beyond scary.\He's way more like a yakuza than any of our guys!\There's no way in hell I have the balls to tell him to call off the engagement!\Well, let's set aside such trivial matters for now.\Time certainly flies! My Marika is old enough to get married now, huh?\I'm sure that you've cared deeply for her all this time yourself.\Well, of course I\Raku-sama tells me that he had forgotten all about me. response:	Hey, you! Come on!
context: He's way more like a yakuza than any of our guys!\There's no way in hell I have the balls to tell him to call off the engagement!\Well, let's set aside such trivial matters for now.\Time certainly flies! My Marika is old enough to get married now, huh?\I'm sure that you've cared deeply for her all this time yourself.\Well, of course I\Raku-sama tells me that he had forgotten all about me.\Hey, you! Come on! response:	You plumb forgot?!
context: There's no way in hell I have the balls to tell him to call off the engagement!\Well, let's set aside such trivial matters for now.\Time certainly flies! My Marika is old enough to get married now, huh?\I'm sure that you've cared deeply for her all this time yourself.\Well, of course I\Raku-sama tells me that he had forgotten all about me.\Hey, you! Come on!\You plumb forgot?! response:	Hey! What in blue blazes are you sayin'?
context: Well, let's set aside such trivial matters for now.\Time certainly flies! My Marika is old enough to get married now, huh?\I'm sure that you've cared deeply for her all this time yourself.\Well, of course I\Raku-sama tells me that he had forgotten all about me.\Hey, you! Come on!\You plumb forgot?!\Hey! What in blue blazes are you sayin'? response:	I see. You were never told about this engagement, is it?
context: Time certainly flies! My Marika is old enough to get married now, huh?\I'm sure that you've cared deeply for her all this time yourself.\Well, of course I\Raku-sama tells me that he had forgotten all about me.\Hey, you! Come on!\You plumb forgot?!\Hey! What in blue blazes are you sayin'?\I see. You were never told about this engagement, is it? response:	Damn that scumbag...
context: I'm sure that you've cared deeply for her all this time yourself.\Well, of course I\Raku-sama tells me that he had forgotten all about me.\Hey, you! Come on!\You plumb forgot?!\Hey! What in blue blazes are you sayin'?\I see. You were never told about this engagement, is it?\Damn that scumbag... response:	How dare he treat a promise between two men so lightly!
context: Well, of course I\Raku-sama tells me that he had forgotten all about me.\Hey, you! Come on!\You plumb forgot?!\Hey! What in blue blazes are you sayin'?\I see. You were never told about this engagement, is it?\Damn that scumbag...\How dare he treat a promise between two men so lightly! response:	Next time I see him, I'll make him pay in full!
context: Raku-sama tells me that he had forgotten all about me.\Hey, you! Come on!\You plumb forgot?!\Hey! What in blue blazes are you sayin'?\I see. You were never told about this engagement, is it?\Damn that scumbag...\How dare he treat a promise between two men so lightly!\Next time I see him, I'll make him pay in full! response:	But if that's the case, there's one thing that bothers me.
context: Hey, you! Come on!\You plumb forgot?!\Hey! What in blue blazes are you sayin'?\I see. You were never told about this engagement, is it?\Damn that scumbag...\How dare he treat a promise between two men so lightly!\Next time I see him, I'll make him pay in full!\But if that's the case, there's one thing that bothers me. response:	Of course you're not in love with another girl right now, are you?
context: You plumb forgot?!\Hey! What in blue blazes are you sayin'?\I see. You were never told about this engagement, is it?\Damn that scumbag...\How dare he treat a promise between two men so lightly!\Next time I see him, I'll make him pay in full!\But if that's the case, there's one thing that bothers me.\Of course you're not in love with another girl right now, are you? response:	No, of course not
context: Hey! What in blue blazes are you sayin'?\I see. You were never told about this engagement, is it?\Damn that scumbag...\How dare he treat a promise between two men so lightly!\Next time I see him, I'll make him pay in full!\But if that's the case, there's one thing that bothers me.\Of course you're not in love with another girl right now, are you?\No, of course not response:	Oh, he has a girlfriend.
context: I see. You were never told about this engagement, is it?\Damn that scumbag...\How dare he treat a promise between two men so lightly!\Next time I see him, I'll make him pay in full!\But if that's the case, there's one thing that bothers me.\Of course you're not in love with another girl right now, are you?\No, of course not\Oh, he has a girlfriend. response:	Oh, come on!
context: Damn that scumbag...\How dare he treat a promise between two men so lightly!\Next time I see him, I'll make him pay in full!\But if that's the case, there's one thing that bothers me.\Of course you're not in love with another girl right now, are you?\No, of course not\Oh, he has a girlfriend.\Oh, come on! response:	Girlfriend?
context: How dare he treat a promise between two men so lightly!\Next time I see him, I'll make him pay in full!\But if that's the case, there's one thing that bothers me.\Of course you're not in love with another girl right now, are you?\No, of course not\Oh, he has a girlfriend.\Oh, come on!\Girlfriend? response:	Did you come callin' here when you done got yourself a girlfriend?
context: Next time I see him, I'll make him pay in full!\But if that's the case, there's one thing that bothers me.\Of course you're not in love with another girl right now, are you?\No, of course not\Oh, he has a girlfriend.\Oh, come on!\Girlfriend?\Did you come callin' here when you done got yourself a girlfriend? response:	Whoa! Wait!
context: But if that's the case, there's one thing that bothers me.\Of course you're not in love with another girl right now, are you?\No, of course not\Oh, he has a girlfriend.\Oh, come on!\Girlfriend?\Did you come callin' here when you done got yourself a girlfriend?\Whoa! Wait! response:	Wait! Wait!
context: Of course you're not in love with another girl right now, are you?\No, of course not\Oh, he has a girlfriend.\Oh, come on!\Girlfriend?\Did you come callin' here when you done got yourself a girlfriend?\Whoa! Wait!\Wait! Wait! response:	Father, please calm down.
context: No, of course not\Oh, he has a girlfriend.\Oh, come on!\Girlfriend?\Did you come callin' here when you done got yourself a girlfriend?\Whoa! Wait!\Wait! Wait!\Father, please calm down. response:	He isn't the one to blame here.
context: Oh, he has a girlfriend.\Oh, come on!\Girlfriend?\Did you come callin' here when you done got yourself a girlfriend?\Whoa! Wait!\Wait! Wait!\Father, please calm down.\He isn't the one to blame here. response:	Despite everything, I'm fine with the situation.
context: Oh, come on!\Girlfriend?\Did you come callin' here when you done got yourself a girlfriend?\Whoa! Wait!\Wait! Wait!\Father, please calm down.\He isn't the one to blame here.\Despite everything, I'm fine with the situation. response:	I have made up my mind to steal him from his girlfriend.
context: Girlfriend?\Did you come callin' here when you done got yourself a girlfriend?\Whoa! Wait!\Wait! Wait!\Father, please calm down.\He isn't the one to blame here.\Despite everything, I'm fine with the situation.\I have made up my mind to steal him from his girlfriend. response:	Otherwise, I would not be worthy of being joined with him in marriage.
context: Did you come callin' here when you done got yourself a girlfriend?\Whoa! Wait!\Wait! Wait!\Father, please calm down.\He isn't the one to blame here.\Despite everything, I'm fine with the situation.\I have made up my mind to steal him from his girlfriend.\Otherwise, I would not be worthy of being joined with him in marriage. response:	If you say so, then I have no objection.
context: Whoa! Wait!\Wait! Wait!\Father, please calm down.\He isn't the one to blame here.\Despite everything, I'm fine with the situation.\I have made up my mind to steal him from his girlfriend.\Otherwise, I would not be worthy of being joined with him in marriage.\If you say so, then I have no objection. response:	By the way, are you always close to my daughter like that?
context: Wait! Wait!\Father, please calm down.\He isn't the one to blame here.\Despite everything, I'm fine with the situation.\I have made up my mind to steal him from his girlfriend.\Otherwise, I would not be worthy of being joined with him in marriage.\If you say so, then I have no objection.\By the way, are you always close to my daughter like that? response:	What? No, this is just... Marika's one-sided
