context: It truly is a lovely world. response:	No matter how many times I see it, it takes my breath away.
context: That is your only warning, Terran.\Yes, Milord...\You do not think much of Slaine, either, do you, Eddelrittuo?\Well, um...\If we go back far enough, we ourselves are descendants of emigrants who struck out from that blue world.\Why do we hate them so?\Begging your pardon, Milady...\we subjects of the empire became a new race distinct from the old humanity we left on Earth response:	when Emperor Vers inherited the authority of Aldnoah.
context: Yes, Milord...\You do not think much of Slaine, either, do you, Eddelrittuo?\Well, um...\If we go back far enough, we ourselves are descendants of emigrants who struck out from that blue world.\Why do we hate them so?\Begging your pardon, Milady...\we subjects of the empire became a new race distinct from the old humanity we left on Earth\when Emperor Vers inherited the authority of Aldnoah. response:	As one who embodies the power of the gods, Milady...
context: You do not think much of Slaine, either, do you, Eddelrittuo?\Well, um...\If we go back far enough, we ourselves are descendants of emigrants who struck out from that blue world.\Why do we hate them so?\Begging your pardon, Milady...\we subjects of the empire became a new race distinct from the old humanity we left on Earth\when Emperor Vers inherited the authority of Aldnoah.\As one who embodies the power of the gods, Milady... response:	My wish is to establish friendly relations with our distant home.
context: Well, um...\If we go back far enough, we ourselves are descendants of emigrants who struck out from that blue world.\Why do we hate them so?\Begging your pardon, Milady...\we subjects of the empire became a new race distinct from the old humanity we left on Earth\when Emperor Vers inherited the authority of Aldnoah.\As one who embodies the power of the gods, Milady...\My wish is to establish friendly relations with our distant home. response:	Regardless of how we found ourselves here, I am visiting Earth as a show of amity and our well-wishes.
context: If we go back far enough, we ourselves are descendants of emigrants who struck out from that blue world.\Why do we hate them so?\Begging your pardon, Milady...\we subjects of the empire became a new race distinct from the old humanity we left on Earth\when Emperor Vers inherited the authority of Aldnoah.\As one who embodies the power of the gods, Milady...\My wish is to establish friendly relations with our distant home.\Regardless of how we found ourselves here, I am visiting Earth as a show of amity and our well-wishes. response:	Milady...
context: Why do we hate them so?\Begging your pardon, Milady...\we subjects of the empire became a new race distinct from the old humanity we left on Earth\when Emperor Vers inherited the authority of Aldnoah.\As one who embodies the power of the gods, Milady...\My wish is to establish friendly relations with our distant home.\Regardless of how we found ourselves here, I am visiting Earth as a show of amity and our well-wishes.\Milady... response:	Selena, Hohmann transfer orbit complete.
context: Begging your pardon, Milady...\we subjects of the empire became a new race distinct from the old humanity we left on Earth\when Emperor Vers inherited the authority of Aldnoah.\As one who embodies the power of the gods, Milady...\My wish is to establish friendly relations with our distant home.\Regardless of how we found ourselves here, I am visiting Earth as a show of amity and our well-wishes.\Milady...\Selena, Hohmann transfer orbit complete. response:	Now commencing descent sequence.
context: we subjects of the empire became a new race distinct from the old humanity we left on Earth\when Emperor Vers inherited the authority of Aldnoah.\As one who embodies the power of the gods, Milady...\My wish is to establish friendly relations with our distant home.\Regardless of how we found ourselves here, I am visiting Earth as a show of amity and our well-wishes.\Milady...\Selena, Hohmann transfer orbit complete.\Now commencing descent sequence. response:	All we can do now is pray for her safety.
context: when Emperor Vers inherited the authority of Aldnoah.\As one who embodies the power of the gods, Milady...\My wish is to establish friendly relations with our distant home.\Regardless of how we found ourselves here, I am visiting Earth as a show of amity and our well-wishes.\Milady...\Selena, Hohmann transfer orbit complete.\Now commencing descent sequence.\All we can do now is pray for her safety. response:	Milord, you have a message from Saazbaum Castle. Shall I put it through?
context: As one who embodies the power of the gods, Milady...\My wish is to establish friendly relations with our distant home.\Regardless of how we found ourselves here, I am visiting Earth as a show of amity and our well-wishes.\Milady...\Selena, Hohmann transfer orbit complete.\Now commencing descent sequence.\All we can do now is pray for her safety.\Milord, you have a message from Saazbaum Castle. Shall I put it through? response:	Yes.
context: My wish is to establish friendly relations with our distant home.\Regardless of how we found ourselves here, I am visiting Earth as a show of amity and our well-wishes.\Milady...\Selena, Hohmann transfer orbit complete.\Now commencing descent sequence.\All we can do now is pray for her safety.\Milord, you have a message from Saazbaum Castle. Shall I put it through?\Yes. response:	I expect you are rather stir crazy after playing host for three months, Count Cruhteo.
context: Regardless of how we found ourselves here, I am visiting Earth as a show of amity and our well-wishes.\Milady...\Selena, Hohmann transfer orbit complete.\Now commencing descent sequence.\All we can do now is pray for her safety.\Milord, you have a message from Saazbaum Castle. Shall I put it through?\Yes.\I expect you are rather stir crazy after playing host for three months, Count Cruhteo. response:	I cannot say that I carried out my duties satisfactorily.
context: Milady...\Selena, Hohmann transfer orbit complete.\Now commencing descent sequence.\All we can do now is pray for her safety.\Milord, you have a message from Saazbaum Castle. Shall I put it through?\Yes.\I expect you are rather stir crazy after playing host for three months, Count Cruhteo.\I cannot say that I carried out my duties satisfactorily. response:	This was my final opportunity to dissuade her from this foreign trip.
context: Selena, Hohmann transfer orbit complete.\Now commencing descent sequence.\All we can do now is pray for her safety.\Milord, you have a message from Saazbaum Castle. Shall I put it through?\Yes.\I expect you are rather stir crazy after playing host for three months, Count Cruhteo.\I cannot say that I carried out my duties satisfactorily.\This was my final opportunity to dissuade her from this foreign trip. response:	You needn't be concerned.
context: Now commencing descent sequence.\All we can do now is pray for her safety.\Milord, you have a message from Saazbaum Castle. Shall I put it through?\Yes.\I expect you are rather stir crazy after playing host for three months, Count Cruhteo.\I cannot say that I carried out my duties satisfactorily.\This was my final opportunity to dissuade her from this foreign trip.\You needn't be concerned. response:	If something were to happen to Her Highness,
context: All we can do now is pray for her safety.\Milord, you have a message from Saazbaum Castle. Shall I put it through?\Yes.\I expect you are rather stir crazy after playing host for three months, Count Cruhteo.\I cannot say that I carried out my duties satisfactorily.\This was my final opportunity to dissuade her from this foreign trip.\You needn't be concerned.\If something were to happen to Her Highness, response:	the 37 Clans here in orbit would not take it sitting down.
context: Milord, you have a message from Saazbaum Castle. Shall I put it through?\Yes.\I expect you are rather stir crazy after playing host for three months, Count Cruhteo.\I cannot say that I carried out my duties satisfactorily.\This was my final opportunity to dissuade her from this foreign trip.\You needn't be concerned.\If something were to happen to Her Highness,\the 37 Clans here in orbit would not take it sitting down. response:	Even the Terrans must know this.
context: Yes.\I expect you are rather stir crazy after playing host for three months, Count Cruhteo.\I cannot say that I carried out my duties satisfactorily.\This was my final opportunity to dissuade her from this foreign trip.\You needn't be concerned.\If something were to happen to Her Highness,\the 37 Clans here in orbit would not take it sitting down.\Even the Terrans must know this. response:	One can only hope.
context: I expect you are rather stir crazy after playing host for three months, Count Cruhteo.\I cannot say that I carried out my duties satisfactorily.\This was my final opportunity to dissuade her from this foreign trip.\You needn't be concerned.\If something were to happen to Her Highness,\the 37 Clans here in orbit would not take it sitting down.\Even the Terrans must know this.\One can only hope. response:	Or perhaps if their intent all along was to provoke a fight,
context: I cannot say that I carried out my duties satisfactorily.\This was my final opportunity to dissuade her from this foreign trip.\You needn't be concerned.\If something were to happen to Her Highness,\the 37 Clans here in orbit would not take it sitting down.\Even the Terrans must know this.\One can only hope.\Or perhaps if their intent all along was to provoke a fight, response:	that would be a blessing for us in its own way.
context: This was my final opportunity to dissuade her from this foreign trip.\You needn't be concerned.\If something were to happen to Her Highness,\the 37 Clans here in orbit would not take it sitting down.\Even the Terrans must know this.\One can only hope.\Or perhaps if their intent all along was to provoke a fight,\that would be a blessing for us in its own way. response:	Saazbaum! Do not say such things!
context: You needn't be concerned.\If something were to happen to Her Highness,\the 37 Clans here in orbit would not take it sitting down.\Even the Terrans must know this.\One can only hope.\Or perhaps if their intent all along was to provoke a fight,\that would be a blessing for us in its own way.\Saazbaum! Do not say such things! response:	Oh, did I go too far?
context: If something were to happen to Her Highness,\the 37 Clans here in orbit would not take it sitting down.\Even the Terrans must know this.\One can only hope.\Or perhaps if their intent all along was to provoke a fight,\that would be a blessing for us in its own way.\Saazbaum! Do not say such things!\Oh, did I go too far? response:	However, we Orbital Knights have dwelt in our castles for 15 years since the time of our fathers.
context: the 37 Clans here in orbit would not take it sitting down.\Even the Terrans must know this.\One can only hope.\Or perhaps if their intent all along was to provoke a fight,\that would be a blessing for us in its own way.\Saazbaum! Do not say such things!\Oh, did I go too far?\However, we Orbital Knights have dwelt in our castles for 15 years since the time of our fathers. response:	Dreaming of the day we would reach out and touch that blue radiance.
context: Even the Terrans must know this.\One can only hope.\Or perhaps if their intent all along was to provoke a fight,\that would be a blessing for us in its own way.\Saazbaum! Do not say such things!\Oh, did I go too far?\However, we Orbital Knights have dwelt in our castles for 15 years since the time of our fathers.\Dreaming of the day we would reach out and touch that blue radiance. response:	It's finally happening...
context: One can only hope.\Or perhaps if their intent all along was to provoke a fight,\that would be a blessing for us in its own way.\Saazbaum! Do not say such things!\Oh, did I go too far?\However, we Orbital Knights have dwelt in our castles for 15 years since the time of our fathers.\Dreaming of the day we would reach out and touch that blue radiance.\It's finally happening... response:	All these years of lying low is about to pay off.
context: Or perhaps if their intent all along was to provoke a fight,\that would be a blessing for us in its own way.\Saazbaum! Do not say such things!\Oh, did I go too far?\However, we Orbital Knights have dwelt in our castles for 15 years since the time of our fathers.\Dreaming of the day we would reach out and touch that blue radiance.\It's finally happening...\All these years of lying low is about to pay off. response:	Look!
context: that would be a blessing for us in its own way.\Saazbaum! Do not say such things!\Oh, did I go too far?\However, we Orbital Knights have dwelt in our castles for 15 years since the time of our fathers.\Dreaming of the day we would reach out and touch that blue radiance.\It's finally happening...\All these years of lying low is about to pay off.\Look! response:	The limousine that is carrying Her Highness Asseylum Vers Allusia, Princess Royal of Mars, has just appeared.
context: Saazbaum! Do not say such things!\Oh, did I go too far?\However, we Orbital Knights have dwelt in our castles for 15 years since the time of our fathers.\Dreaming of the day we would reach out and touch that blue radiance.\It's finally happening...\All these years of lying low is about to pay off.\Look!\The limousine that is carrying Her Highness Asseylum Vers Allusia, Princess Royal of Mars, has just appeared. response:	It is slowly heading this way, flanked by its escort vehicles.
context: Oh, did I go too far?\However, we Orbital Knights have dwelt in our castles for 15 years since the time of our fathers.\Dreaming of the day we would reach out and touch that blue radiance.\It's finally happening...\All these years of lying low is about to pay off.\Look!\The limousine that is carrying Her Highness Asseylum Vers Allusia, Princess Royal of Mars, has just appeared.\It is slowly heading this way, flanked by its escort vehicles. response:	We made it!
context: However, we Orbital Knights have dwelt in our castles for 15 years since the time of our fathers.\Dreaming of the day we would reach out and touch that blue radiance.\It's finally happening...\All these years of lying low is about to pay off.\Look!\The limousine that is carrying Her Highness Asseylum Vers Allusia, Princess Royal of Mars, has just appeared.\It is slowly heading this way, flanked by its escort vehicles.\We made it! response:	I still say watching it live on TV would've been just as good.
context: Dreaming of the day we would reach out and touch that blue radiance.\It's finally happening...\All these years of lying low is about to pay off.\Look!\The limousine that is carrying Her Highness Asseylum Vers Allusia, Princess Royal of Mars, has just appeared.\It is slowly heading this way, flanked by its escort vehicles.\We made it!\I still say watching it live on TV would've been just as good. response:	This is supposed to be a goodwill visit, so we need to join in and add to the noise.
context: It's finally happening...\All these years of lying low is about to pay off.\Look!\The limousine that is carrying Her Highness Asseylum Vers Allusia, Princess Royal of Mars, has just appeared.\It is slowly heading this way, flanked by its escort vehicles.\We made it!\I still say watching it live on TV would've been just as good.\This is supposed to be a goodwill visit, so we need to join in and add to the noise. response:	When did you switch sides and become a Mars sympathizer?
context: All these years of lying low is about to pay off.\Look!\The limousine that is carrying Her Highness Asseylum Vers Allusia, Princess Royal of Mars, has just appeared.\It is slowly heading this way, flanked by its escort vehicles.\We made it!\I still say watching it live on TV would've been just as good.\This is supposed to be a goodwill visit, so we need to join in and add to the noise.\When did you switch sides and become a Mars sympathizer? response:	Hey, she's royalty! A princess!
context: Look!\The limousine that is carrying Her Highness Asseylum Vers Allusia, Princess Royal of Mars, has just appeared.\It is slowly heading this way, flanked by its escort vehicles.\We made it!\I still say watching it live on TV would've been just as good.\This is supposed to be a goodwill visit, so we need to join in and add to the noise.\When did you switch sides and become a Mars sympathizer?\Hey, she's royalty! A princess! response:	Plus, the buzz on the net is that she's pretty cute.
context: The limousine that is carrying Her Highness Asseylum Vers Allusia, Princess Royal of Mars, has just appeared.\It is slowly heading this way, flanked by its escort vehicles.\We made it!\I still say watching it live on TV would've been just as good.\This is supposed to be a goodwill visit, so we need to join in and add to the noise.\When did you switch sides and become a Mars sympathizer?\Hey, she's royalty! A princess!\Plus, the buzz on the net is that she's pretty cute. response:	Should've known.
context: It is slowly heading this way, flanked by its escort vehicles.\We made it!\I still say watching it live on TV would've been just as good.\This is supposed to be a goodwill visit, so we need to join in and add to the noise.\When did you switch sides and become a Mars sympathizer?\Hey, she's royalty! A princess!\Plus, the buzz on the net is that she's pretty cute.\Should've known. response:	I don't see her.
context: We made it!\I still say watching it live on TV would've been just as good.\This is supposed to be a goodwill visit, so we need to join in and add to the noise.\When did you switch sides and become a Mars sympathizer?\Hey, she's royalty! A princess!\Plus, the buzz on the net is that she's pretty cute.\Should've known.\I don't see her. response:	Not surprising. That's 200mm thick bulletproof tinted glass.
context: I still say watching it live on TV would've been just as good.\This is supposed to be a goodwill visit, so we need to join in and add to the noise.\When did you switch sides and become a Mars sympathizer?\Hey, she's royalty! A princess!\Plus, the buzz on the net is that she's pretty cute.\Should've known.\I don't see her.\Not surprising. That's 200mm thick bulletproof tinted glass. response:	Specs like that are pretty typical for VIP cars these days.
context: This is supposed to be a goodwill visit, so we need to join in and add to the noise.\When did you switch sides and become a Mars sympathizer?\Hey, she's royalty! A princess!\Plus, the buzz on the net is that she's pretty cute.\Should've known.\I don't see her.\Not surprising. That's 200mm thick bulletproof tinted glass.\Specs like that are pretty typical for VIP cars these days. response:	Isn't she gonna wave or something? Y'know, to the crowd? This is a parade, after all.
context: When did you switch sides and become a Mars sympathizer?\Hey, she's royalty! A princess!\Plus, the buzz on the net is that she's pretty cute.\Should've known.\I don't see her.\Not surprising. That's 200mm thick bulletproof tinted glass.\Specs like that are pretty typical for VIP cars these days.\Isn't she gonna wave or something? Y'know, to the crowd? This is a parade, after all. response:	How should I know? Must be a security thing.
context: Hey, she's royalty! A princess!\Plus, the buzz on the net is that she's pretty cute.\Should've known.\I don't see her.\Not surprising. That's 200mm thick bulletproof tinted glass.\Specs like that are pretty typical for VIP cars these days.\Isn't she gonna wave or something? Y'know, to the crowd? This is a parade, after all.\How should I know? Must be a security thing. response:	What are we even doing here, then?
context: Plus, the buzz on the net is that she's pretty cute.\Should've known.\I don't see her.\Not surprising. That's 200mm thick bulletproof tinted glass.\Specs like that are pretty typical for VIP cars these days.\Isn't she gonna wave or something? Y'know, to the crowd? This is a parade, after all.\How should I know? Must be a security thing.\What are we even doing here, then? response:	Because you said you wanted to come!
context: Should've known.\I don't see her.\Not surprising. That's 200mm thick bulletproof tinted glass.\Specs like that are pretty typical for VIP cars these days.\Isn't she gonna wave or something? Y'know, to the crowd? This is a parade, after all.\How should I know? Must be a security thing.\What are we even doing here, then?\Because you said you wanted to come! response:	Domestic medium eggs, 98 yen 10 per carton, limit 1
context: I don't see her.\Not surprising. That's 200mm thick bulletproof tinted glass.\Specs like that are pretty typical for VIP cars these days.\Isn't she gonna wave or something? Y'know, to the crowd? This is a parade, after all.\How should I know? Must be a security thing.\What are we even doing here, then?\Because you said you wanted to come!\Domestic medium eggs, 98 yen 10 per carton, limit 1 response:	Eggs are on sale.
context: Not surprising. That's 200mm thick bulletproof tinted glass.\Specs like that are pretty typical for VIP cars these days.\Isn't she gonna wave or something? Y'know, to the crowd? This is a parade, after all.\How should I know? Must be a security thing.\What are we even doing here, then?\Because you said you wanted to come!\Domestic medium eggs, 98 yen 10 per carton, limit 1\Eggs are on sale. response:	And you are always lost in your own little world...
context: Specs like that are pretty typical for VIP cars these days.\Isn't she gonna wave or something? Y'know, to the crowd? This is a parade, after all.\How should I know? Must be a security thing.\What are we even doing here, then?\Because you said you wanted to come!\Domestic medium eggs, 98 yen 10 per carton, limit 1\Eggs are on sale.\And you are always lost in your own little world... response:	I knew you'd come!
context: Isn't she gonna wave or something? Y'know, to the crowd? This is a parade, after all.\How should I know? Must be a security thing.\What are we even doing here, then?\Because you said you wanted to come!\Domestic medium eggs, 98 yen 10 per carton, limit 1\Eggs are on sale.\And you are always lost in your own little world...\I knew you'd come! response:	Hey, Inko. You here to see the parade, too?
context: How should I know? Must be a security thing.\What are we even doing here, then?\Because you said you wanted to come!\Domestic medium eggs, 98 yen 10 per carton, limit 1\Eggs are on sale.\And you are always lost in your own little world...\I knew you'd come!\Hey, Inko. You here to see the parade, too? response:	Student Council business.
context: What are we even doing here, then?\Because you said you wanted to come!\Domestic medium eggs, 98 yen 10 per carton, limit 1\Eggs are on sale.\And you are always lost in your own little world...\I knew you'd come!\Hey, Inko. You here to see the parade, too?\Student Council business. response:	We're helping direct traffic at the request of the security detail.
context: Because you said you wanted to come!\Domestic medium eggs, 98 yen 10 per carton, limit 1\Eggs are on sale.\And you are always lost in your own little world...\I knew you'd come!\Hey, Inko. You here to see the parade, too?\Student Council business.\We're helping direct traffic at the request of the security detail. response:	Well, aren't we a go-getter...
context: Domestic medium eggs, 98 yen 10 per carton, limit 1\Eggs are on sale.\And you are always lost in your own little world...\I knew you'd come!\Hey, Inko. You here to see the parade, too?\Student Council business.\We're helping direct traffic at the request of the security detail.\Well, aren't we a go-getter... response:	Hey, if you three aren't doing anything, you should help out, too.
context: Eggs are on sale.\And you are always lost in your own little world...\I knew you'd come!\Hey, Inko. You here to see the parade, too?\Student Council business.\We're helping direct traffic at the request of the security detail.\Well, aren't we a go-getter...\Hey, if you three aren't doing anything, you should help out, too. response:	We're really shorthanded!
context: And you are always lost in your own little world...\I knew you'd come!\Hey, Inko. You here to see the parade, too?\Student Council business.\We're helping direct traffic at the request of the security detail.\Well, aren't we a go-getter...\Hey, if you three aren't doing anything, you should help out, too.\We're really shorthanded! response:	I'd be willing to use trained monkeys at this point!
context: I knew you'd come!\Hey, Inko. You here to see the parade, too?\Student Council business.\We're helping direct traffic at the request of the security detail.\Well, aren't we a go-getter...\Hey, if you three aren't doing anything, you should help out, too.\We're really shorthanded!\I'd be willing to use trained monkeys at this point! response:	Don't give me that!
context: Hey, Inko. You here to see the parade, too?\Student Council business.\We're helping direct traffic at the request of the security detail.\Well, aren't we a go-getter...\Hey, if you three aren't doing anything, you should help out, too.\We're really shorthanded!\I'd be willing to use trained monkeys at this point!\Don't give me that! response:	Trained monkeys would be more useful.
context: Student Council business.\We're helping direct traffic at the request of the security detail.\Well, aren't we a go-getter...\Hey, if you three aren't doing anything, you should help out, too.\We're really shorthanded!\I'd be willing to use trained monkeys at this point!\Don't give me that!\Trained monkeys would be more useful. response:	Hey.
context: We're helping direct traffic at the request of the security detail.\Well, aren't we a go-getter...\Hey, if you three aren't doing anything, you should help out, too.\We're really shorthanded!\I'd be willing to use trained monkeys at this point!\Don't give me that!\Trained monkeys would be more useful.\Hey. response:	All you have to do is put on an armband and stand there! Pretty please!
context: Well, aren't we a go-getter...\Hey, if you three aren't doing anything, you should help out, too.\We're really shorthanded!\I'd be willing to use trained monkeys at this point!\Don't give me that!\Trained monkeys would be more useful.\Hey.\All you have to do is put on an armband and stand there! Pretty please! response:	How about it?
context: Hey, if you three aren't doing anything, you should help out, too.\We're really shorthanded!\I'd be willing to use trained monkeys at this point!\Don't give me that!\Trained monkeys would be more useful.\Hey.\All you have to do is put on an armband and stand there! Pretty please!\How about it? response:	What about you, Inaho? Will you help?
context: We're really shorthanded!\I'd be willing to use trained monkeys at this point!\Don't give me that!\Trained monkeys would be more useful.\Hey.\All you have to do is put on an armband and stand there! Pretty please!\How about it?\What about you, Inaho? Will you help? response:	Let's get away from here right now.
context: I'd be willing to use trained monkeys at this point!\Don't give me that!\Trained monkeys would be more useful.\Hey.\All you have to do is put on an armband and stand there! Pretty please!\How about it?\What about you, Inaho? Will you help?\Let's get away from here right now. response:	A missile is coming.
context: Don't give me that!\Trained monkeys would be more useful.\Hey.\All you have to do is put on an armband and stand there! Pretty please!\How about it?\What about you, Inaho? Will you help?\Let's get away from here right now.\A missile is coming. response:	What was that?!
context: Trained monkeys would be more useful.\Hey.\All you have to do is put on an armband and stand there! Pretty please!\How about it?\What about you, Inaho? Will you help?\Let's get away from here right now.\A missile is coming.\What was that?! response:	What's going on?!
context: Hey.\All you have to do is put on an armband and stand there! Pretty please!\How about it?\What about you, Inaho? Will you help?\Let's get away from here right now.\A missile is coming.\What was that?!\What's going on?! response:	- It's through! - The limo made it!
context: All you have to do is put on an armband and stand there! Pretty please!\How about it?\What about you, Inaho? Will you help?\Let's get away from here right now.\A missile is coming.\What was that?!\What's going on?!\- It's through! - The limo made it! response:	No.
context: How about it?\What about you, Inaho? Will you help?\Let's get away from here right now.\A missile is coming.\What was that?!\What's going on?!\- It's through! - The limo made it!\No. response:	Our Princess Asseylum's heartfelt wish for peace has been mercilessly crushed
context: What about you, Inaho? Will you help?\Let's get away from here right now.\A missile is coming.\What was that?!\What's going on?!\- It's through! - The limo made it!\No.\Our Princess Asseylum's heartfelt wish for peace has been mercilessly crushed response:	by a violent act of the treacherous Terrans!
context: Let's get away from here right now.\A missile is coming.\What was that?!\What's going on?!\- It's through! - The limo made it!\No.\Our Princess Asseylum's heartfelt wish for peace has been mercilessly crushed\by a violent act of the treacherous Terrans! response:	We subjects of the Vers Empire
context: A missile is coming.\What was that?!\What's going on?!\- It's through! - The limo made it!\No.\Our Princess Asseylum's heartfelt wish for peace has been mercilessly crushed\by a violent act of the treacherous Terrans!\We subjects of the Vers Empire response:	must resolutely bring down the hammer of righteousness in response to this atrocity committed by Old Humanity!
context: What was that?!\What's going on?!\- It's through! - The limo made it!\No.\Our Princess Asseylum's heartfelt wish for peace has been mercilessly crushed\by a violent act of the treacherous Terrans!\We subjects of the Vers Empire\must resolutely bring down the hammer of righteousness in response to this atrocity committed by Old Humanity! response:	Hear me, proud knights of Mars!
context: What's going on?!\- It's through! - The limo made it!\No.\Our Princess Asseylum's heartfelt wish for peace has been mercilessly crushed\by a violent act of the treacherous Terrans!\We subjects of the Vers Empire\must resolutely bring down the hammer of righteousness in response to this atrocity committed by Old Humanity!\Hear me, proud knights of Mars! response:	The time has come!
context: - It's through! - The limo made it!\No.\Our Princess Asseylum's heartfelt wish for peace has been mercilessly crushed\by a violent act of the treacherous Terrans!\We subjects of the Vers Empire\must resolutely bring down the hammer of righteousness in response to this atrocity committed by Old Humanity!\Hear me, proud knights of Mars!\The time has come! response:	The grand task that has spanned generations,
context: No.\Our Princess Asseylum's heartfelt wish for peace has been mercilessly crushed\by a violent act of the treacherous Terrans!\We subjects of the Vers Empire\must resolutely bring down the hammer of righteousness in response to this atrocity committed by Old Humanity!\Hear me, proud knights of Mars!\The time has come!\The grand task that has spanned generations, response:	the Earthfall Operation,
context: Our Princess Asseylum's heartfelt wish for peace has been mercilessly crushed\by a violent act of the treacherous Terrans!\We subjects of the Vers Empire\must resolutely bring down the hammer of righteousness in response to this atrocity committed by Old Humanity!\Hear me, proud knights of Mars!\The time has come!\The grand task that has spanned generations,\the Earthfall Operation, response:	will now be carried out with justice on our side!
context: by a violent act of the treacherous Terrans!\We subjects of the Vers Empire\must resolutely bring down the hammer of righteousness in response to this atrocity committed by Old Humanity!\Hear me, proud knights of Mars!\The time has come!\The grand task that has spanned generations,\the Earthfall Operation,\will now be carried out with justice on our side! response:	Count Cruhteo, reactor output is at 97. Launch preparations are complete.
context: We subjects of the Vers Empire\must resolutely bring down the hammer of righteousness in response to this atrocity committed by Old Humanity!\Hear me, proud knights of Mars!\The time has come!\The grand task that has spanned generations,\the Earthfall Operation,\will now be carried out with justice on our side!\Count Cruhteo, reactor output is at 97. Launch preparations are complete. response:	I am solely to blame for not stopping the Princess from going to Earth.
context: must resolutely bring down the hammer of righteousness in response to this atrocity committed by Old Humanity!\Hear me, proud knights of Mars!\The time has come!\The grand task that has spanned generations,\the Earthfall Operation,\will now be carried out with justice on our side!\Count Cruhteo, reactor output is at 97. Launch preparations are complete.\I am solely to blame for not stopping the Princess from going to Earth. response:	Do not fall behind the other lords.
context: Hear me, proud knights of Mars!\The time has come!\The grand task that has spanned generations,\the Earthfall Operation,\will now be carried out with justice on our side!\Count Cruhteo, reactor output is at 97. Launch preparations are complete.\I am solely to blame for not stopping the Princess from going to Earth.\Do not fall behind the other lords. response:	If it has come to this, we shall demonstrate our grief through force of arms!
context: The time has come!\The grand task that has spanned generations,\the Earthfall Operation,\will now be carried out with justice on our side!\Count Cruhteo, reactor output is at 97. Launch preparations are complete.\I am solely to blame for not stopping the Princess from going to Earth.\Do not fall behind the other lords.\If it has come to this, we shall demonstrate our grief through force of arms! response:	Landing Castle, begin descent!
context: The grand task that has spanned generations,\the Earthfall Operation,\will now be carried out with justice on our side!\Count Cruhteo, reactor output is at 97. Launch preparations are complete.\I am solely to blame for not stopping the Princess from going to Earth.\Do not fall behind the other lords.\If it has come to this, we shall demonstrate our grief through force of arms!\Landing Castle, begin descent! response:	Your target, Japan!
context: the Earthfall Operation,\will now be carried out with justice on our side!\Count Cruhteo, reactor output is at 97. Launch preparations are complete.\I am solely to blame for not stopping the Princess from going to Earth.\Do not fall behind the other lords.\If it has come to this, we shall demonstrate our grief through force of arms!\Landing Castle, begin descent!\Your target, Japan! response:	Princess...
context: will now be carried out with justice on our side!\Count Cruhteo, reactor output is at 97. Launch preparations are complete.\I am solely to blame for not stopping the Princess from going to Earth.\Do not fall behind the other lords.\If it has come to this, we shall demonstrate our grief through force of arms!\Landing Castle, begin descent!\Your target, Japan!\Princess... response:	Of the 37 Landing Castles remaining in orbit, we have confirmation of 19 coming down.
context: Count Cruhteo, reactor output is at 97. Launch preparations are complete.\I am solely to blame for not stopping the Princess from going to Earth.\Do not fall behind the other lords.\If it has come to this, we shall demonstrate our grief through force of arms!\Landing Castle, begin descent!\Your target, Japan!\Princess...\Of the 37 Landing Castles remaining in orbit, we have confirmation of 19 coming down. response:	Projected landing points are New Orleans, Beijing, Mozambique, and Tokyo.
context: I am solely to blame for not stopping the Princess from going to Earth.\Do not fall behind the other lords.\If it has come to this, we shall demonstrate our grief through force of arms!\Landing Castle, begin descent!\Your target, Japan!\Princess...\Of the 37 Landing Castles remaining in orbit, we have confirmation of 19 coming down.\Projected landing points are New Orleans, Beijing, Mozambique, and Tokyo. response:	We believe one Landing Castle will come down somewhere within 20km of Ichigaya or Chiyoda Ward.
context: Do not fall behind the other lords.\If it has come to this, we shall demonstrate our grief through force of arms!\Landing Castle, begin descent!\Your target, Japan!\Princess...\Of the 37 Landing Castles remaining in orbit, we have confirmation of 19 coming down.\Projected landing points are New Orleans, Beijing, Mozambique, and Tokyo.\We believe one Landing Castle will come down somewhere within 20km of Ichigaya or Chiyoda Ward. response:	These guys aren't coordinating their efforts at all.
context: If it has come to this, we shall demonstrate our grief through force of arms!\Landing Castle, begin descent!\Your target, Japan!\Princess...\Of the 37 Landing Castles remaining in orbit, we have confirmation of 19 coming down.\Projected landing points are New Orleans, Beijing, Mozambique, and Tokyo.\We believe one Landing Castle will come down somewhere within 20km of Ichigaya or Chiyoda Ward.\These guys aren't coordinating their efforts at all. response:	They're only interested in landing first. There's no command structure at all.
context: Landing Castle, begin descent!\Your target, Japan!\Princess...\Of the 37 Landing Castles remaining in orbit, we have confirmation of 19 coming down.\Projected landing points are New Orleans, Beijing, Mozambique, and Tokyo.\We believe one Landing Castle will come down somewhere within 20km of Ichigaya or Chiyoda Ward.\These guys aren't coordinating their efforts at all.\They're only interested in landing first. There's no command structure at all. response:	Estimated landing time is 0800, three hours from now.
context: Your target, Japan!\Princess...\Of the 37 Landing Castles remaining in orbit, we have confirmation of 19 coming down.\Projected landing points are New Orleans, Beijing, Mozambique, and Tokyo.\We believe one Landing Castle will come down somewhere within 20km of Ichigaya or Chiyoda Ward.\These guys aren't coordinating their efforts at all.\They're only interested in landing first. There's no command structure at all.\Estimated landing time is 0800, three hours from now. response:	Goes to show how little you know.
