context: You look great, Honoka-chan. response:	Thank you. And so do you, Subaru-san.
context: I'll be fine. I'll be fine. No one knows that I work as a maid.\Prez. You're walking with the same leg and arm.\What makes you think you'll be fine but not the other girls?\Because I'm strong.\Okay, I'll get a costume that doesn't stand out and finish stealthily.\Man, it's started.\This is boring even just to watch.\The participants are not into it and the costumes are half-assed. response:	The prize is shit, too.
context: Prez. You're walking with the same leg and arm.\What makes you think you'll be fine but not the other girls?\Because I'm strong.\Okay, I'll get a costume that doesn't stand out and finish stealthily.\Man, it's started.\This is boring even just to watch.\The participants are not into it and the costumes are half-assed.\The prize is shit, too. response:	It was a pencil that raises your intelligence from the Principal, wasn't it?
context: What makes you think you'll be fine but not the other girls?\Because I'm strong.\Okay, I'll get a costume that doesn't stand out and finish stealthily.\Man, it's started.\This is boring even just to watch.\The participants are not into it and the costumes are half-assed.\The prize is shit, too.\It was a pencil that raises your intelligence from the Principal, wasn't it? response:	It's such a downer.
context: Because I'm strong.\Okay, I'll get a costume that doesn't stand out and finish stealthily.\Man, it's started.\This is boring even just to watch.\The participants are not into it and the costumes are half-assed.\The prize is shit, too.\It was a pencil that raises your intelligence from the Principal, wasn't it?\It's such a downer. response:	Oh, so you'll be participating from the girls' team, Prez?
context: Okay, I'll get a costume that doesn't stand out and finish stealthily.\Man, it's started.\This is boring even just to watch.\The participants are not into it and the costumes are half-assed.\The prize is shit, too.\It was a pencil that raises your intelligence from the Principal, wasn't it?\It's such a downer.\Oh, so you'll be participating from the girls' team, Prez? response:	Yukimura.
context: Man, it's started.\This is boring even just to watch.\The participants are not into it and the costumes are half-assed.\The prize is shit, too.\It was a pencil that raises your intelligence from the Principal, wasn't it?\It's such a downer.\Oh, so you'll be participating from the girls' team, Prez?\Yukimura. response:	What? Usui-san, too?
context: This is boring even just to watch.\The participants are not into it and the costumes are half-assed.\The prize is shit, too.\It was a pencil that raises your intelligence from the Principal, wasn't it?\It's such a downer.\Oh, so you'll be participating from the girls' team, Prez?\Yukimura.\What? Usui-san, too? response:	Most participants in this race are people who are bad at sports.
context: The participants are not into it and the costumes are half-assed.\The prize is shit, too.\It was a pencil that raises your intelligence from the Principal, wasn't it?\It's such a downer.\Oh, so you'll be participating from the girls' team, Prez?\Yukimura.\What? Usui-san, too?\Most participants in this race are people who are bad at sports. response:	It doesn't matter since Prez is here.
context: The prize is shit, too.\It was a pencil that raises your intelligence from the Principal, wasn't it?\It's such a downer.\Oh, so you'll be participating from the girls' team, Prez?\Yukimura.\What? Usui-san, too?\Most participants in this race are people who are bad at sports.\It doesn't matter since Prez is here. response:	You're not good at sports, too, Yukimura?
context: It was a pencil that raises your intelligence from the Principal, wasn't it?\It's such a downer.\Oh, so you'll be participating from the girls' team, Prez?\Yukimura.\What? Usui-san, too?\Most participants in this race are people who are bad at sports.\It doesn't matter since Prez is here.\You're not good at sports, too, Yukimura? response:	No. I'm a drag at sports festivals.
context: It's such a downer.\Oh, so you'll be participating from the girls' team, Prez?\Yukimura.\What? Usui-san, too?\Most participants in this race are people who are bad at sports.\It doesn't matter since Prez is here.\You're not good at sports, too, Yukimura?\No. I'm a drag at sports festivals. response:	But coming to Seika, I'm happy that there is a program that even I can participate in.
context: Oh, so you'll be participating from the girls' team, Prez?\Yukimura.\What? Usui-san, too?\Most participants in this race are people who are bad at sports.\It doesn't matter since Prez is here.\You're not good at sports, too, Yukimura?\No. I'm a drag at sports festivals.\But coming to Seika, I'm happy that there is a program that even I can participate in. response:	That said, I was out sick last year.
context: Yukimura.\What? Usui-san, too?\Most participants in this race are people who are bad at sports.\It doesn't matter since Prez is here.\You're not good at sports, too, Yukimura?\No. I'm a drag at sports festivals.\But coming to Seika, I'm happy that there is a program that even I can participate in.\That said, I was out sick last year. response:	So this is my first year doing it.
context: What? Usui-san, too?\Most participants in this race are people who are bad at sports.\It doesn't matter since Prez is here.\You're not good at sports, too, Yukimura?\No. I'm a drag at sports festivals.\But coming to Seika, I'm happy that there is a program that even I can participate in.\That said, I was out sick last year.\So this is my first year doing it. response:	Then you must be pumped.
context: Most participants in this race are people who are bad at sports.\It doesn't matter since Prez is here.\You're not good at sports, too, Yukimura?\No. I'm a drag at sports festivals.\But coming to Seika, I'm happy that there is a program that even I can participate in.\That said, I was out sick last year.\So this is my first year doing it.\Then you must be pumped. response:	Yes.
context: It doesn't matter since Prez is here.\You're not good at sports, too, Yukimura?\No. I'm a drag at sports festivals.\But coming to Seika, I'm happy that there is a program that even I can participate in.\That said, I was out sick last year.\So this is my first year doing it.\Then you must be pumped.\Yes. response:	Prez, make sure you do your best with cosplaying, too.
context: You're not good at sports, too, Yukimura?\No. I'm a drag at sports festivals.\But coming to Seika, I'm happy that there is a program that even I can participate in.\That said, I was out sick last year.\So this is my first year doing it.\Then you must be pumped.\Yes.\Prez, make sure you do your best with cosplaying, too. response:	Let's explain the rules!
context: No. I'm a drag at sports festivals.\But coming to Seika, I'm happy that there is a program that even I can participate in.\That said, I was out sick last year.\So this is my first year doing it.\Then you must be pumped.\Yes.\Prez, make sure you do your best with cosplaying, too.\Let's explain the rules! response:	50m from the start is the costume rack.
context: But coming to Seika, I'm happy that there is a program that even I can participate in.\That said, I was out sick last year.\So this is my first year doing it.\Then you must be pumped.\Yes.\Prez, make sure you do your best with cosplaying, too.\Let's explain the rules!\50m from the start is the costume rack. response:	Please get the entire bag without looking inside.
context: That said, I was out sick last year.\So this is my first year doing it.\Then you must be pumped.\Yes.\Prez, make sure you do your best with cosplaying, too.\Let's explain the rules!\50m from the start is the costume rack.\Please get the entire bag without looking inside. response:	50m ahead of that is the changing room!
context: So this is my first year doing it.\Then you must be pumped.\Yes.\Prez, make sure you do your best with cosplaying, too.\Let's explain the rules!\50m from the start is the costume rack.\Please get the entire bag without looking inside.\50m ahead of that is the changing room! response:	Get changed in the dark, run around the track once for the finish line.
context: Then you must be pumped.\Yes.\Prez, make sure you do your best with cosplaying, too.\Let's explain the rules!\50m from the start is the costume rack.\Please get the entire bag without looking inside.\50m ahead of that is the changing room!\Get changed in the dark, run around the track once for the finish line. response:	The catch of the game is if you can choose a costume you can change into quickly or not.
context: Yes.\Prez, make sure you do your best with cosplaying, too.\Let's explain the rules!\50m from the start is the costume rack.\Please get the entire bag without looking inside.\50m ahead of that is the changing room!\Get changed in the dark, run around the track once for the finish line.\The catch of the game is if you can choose a costume you can change into quickly or not. response:	Everyone, please gather up at the starting line.
context: Prez, make sure you do your best with cosplaying, too.\Let's explain the rules!\50m from the start is the costume rack.\Please get the entire bag without looking inside.\50m ahead of that is the changing room!\Get changed in the dark, run around the track once for the finish line.\The catch of the game is if you can choose a costume you can change into quickly or not.\Everyone, please gather up at the starting line. response:	Hey, look.
context: Let's explain the rules!\50m from the start is the costume rack.\Please get the entire bag without looking inside.\50m ahead of that is the changing room!\Get changed in the dark, run around the track once for the finish line.\The catch of the game is if you can choose a costume you can change into quickly or not.\Everyone, please gather up at the starting line.\Hey, look. response:	Why is Usui-san there?
context: 50m from the start is the costume rack.\Please get the entire bag without looking inside.\50m ahead of that is the changing room!\Get changed in the dark, run around the track once for the finish line.\The catch of the game is if you can choose a costume you can change into quickly or not.\Everyone, please gather up at the starting line.\Hey, look.\Why is Usui-san there? response:	There were so many other programs we wanted him to be in!
context: Please get the entire bag without looking inside.\50m ahead of that is the changing room!\Get changed in the dark, run around the track once for the finish line.\The catch of the game is if you can choose a costume you can change into quickly or not.\Everyone, please gather up at the starting line.\Hey, look.\Why is Usui-san there?\There were so many other programs we wanted him to be in! response:	Let's get this over with.
context: 50m ahead of that is the changing room!\Get changed in the dark, run around the track once for the finish line.\The catch of the game is if you can choose a costume you can change into quickly or not.\Everyone, please gather up at the starting line.\Hey, look.\Why is Usui-san there?\There were so many other programs we wanted him to be in!\Let's get this over with. response:	Yeah, it's the lamest part of the day.
context: Get changed in the dark, run around the track once for the finish line.\The catch of the game is if you can choose a costume you can change into quickly or not.\Everyone, please gather up at the starting line.\Hey, look.\Why is Usui-san there?\There were so many other programs we wanted him to be in!\Let's get this over with.\Yeah, it's the lamest part of the day. response:	Ready-
context: The catch of the game is if you can choose a costume you can change into quickly or not.\Everyone, please gather up at the starting line.\Hey, look.\Why is Usui-san there?\There were so many other programs we wanted him to be in!\Let's get this over with.\Yeah, it's the lamest part of the day.\Ready- response:	It's like this after 3 seconds?
context: Everyone, please gather up at the starting line.\Hey, look.\Why is Usui-san there?\There were so many other programs we wanted him to be in!\Let's get this over with.\Yeah, it's the lamest part of the day.\Ready-\It's like this after 3 seconds? response:	It's throwing me off.
context: Hey, look.\Why is Usui-san there?\There were so many other programs we wanted him to be in!\Let's get this over with.\Yeah, it's the lamest part of the day.\Ready-\It's like this after 3 seconds?\It's throwing me off. response:	Prez! Prez!
context: Why is Usui-san there?\There were so many other programs we wanted him to be in!\Let's get this over with.\Yeah, it's the lamest part of the day.\Ready-\It's like this after 3 seconds?\It's throwing me off.\Prez! Prez! response:	Come on, hurry. Which one will you choose?
context: There were so many other programs we wanted him to be in!\Let's get this over with.\Yeah, it's the lamest part of the day.\Ready-\It's like this after 3 seconds?\It's throwing me off.\Prez! Prez!\Come on, hurry. Which one will you choose? response:	You look like you're enjoying this.
context: Let's get this over with.\Yeah, it's the lamest part of the day.\Ready-\It's like this after 3 seconds?\It's throwing me off.\Prez! Prez!\Come on, hurry. Which one will you choose?\You look like you're enjoying this. response:	But seriously, we can't tell what's inside at all.
context: Yeah, it's the lamest part of the day.\Ready-\It's like this after 3 seconds?\It's throwing me off.\Prez! Prez!\Come on, hurry. Which one will you choose?\You look like you're enjoying this.\But seriously, we can't tell what's inside at all. response:	I think something that looks heavy will have more fabric.
context: Ready-\It's like this after 3 seconds?\It's throwing me off.\Prez! Prez!\Come on, hurry. Which one will you choose?\You look like you're enjoying this.\But seriously, we can't tell what's inside at all.\I think something that looks heavy will have more fabric. response:	And I'll change before the tent gets filled with guys.
context: It's like this after 3 seconds?\It's throwing me off.\Prez! Prez!\Come on, hurry. Which one will you choose?\You look like you're enjoying this.\But seriously, we can't tell what's inside at all.\I think something that looks heavy will have more fabric.\And I'll change before the tent gets filled with guys. response:	Where did it go?
context: It's throwing me off.\Prez! Prez!\Come on, hurry. Which one will you choose?\You look like you're enjoying this.\But seriously, we can't tell what's inside at all.\I think something that looks heavy will have more fabric.\And I'll change before the tent gets filled with guys.\Where did it go? response:	Why? Why? Why?
context: Prez! Prez!\Come on, hurry. Which one will you choose?\You look like you're enjoying this.\But seriously, we can't tell what's inside at all.\I think something that looks heavy will have more fabric.\And I'll change before the tent gets filled with guys.\Where did it go?\Why? Why? Why? response:	The maid uniform I made!
context: Come on, hurry. Which one will you choose?\You look like you're enjoying this.\But seriously, we can't tell what's inside at all.\I think something that looks heavy will have more fabric.\And I'll change before the tent gets filled with guys.\Where did it go?\Why? Why? Why?\The maid uniform I made! response:	It's pitch dark!
context: You look like you're enjoying this.\But seriously, we can't tell what's inside at all.\I think something that looks heavy will have more fabric.\And I'll change before the tent gets filled with guys.\Where did it go?\Why? Why? Why?\The maid uniform I made!\It's pitch dark! response:	I can't tell what the uniform is at all with this.
context: But seriously, we can't tell what's inside at all.\I think something that looks heavy will have more fabric.\And I'll change before the tent gets filled with guys.\Where did it go?\Why? Why? Why?\The maid uniform I made!\It's pitch dark!\I can't tell what the uniform is at all with this. response:	But I feel something I'm familiar with.
context: I think something that looks heavy will have more fabric.\And I'll change before the tent gets filled with guys.\Where did it go?\Why? Why? Why?\The maid uniform I made!\It's pitch dark!\I can't tell what the uniform is at all with this.\But I feel something I'm familiar with. response:	Prez, what was your uniform?
context: And I'll change before the tent gets filled with guys.\Where did it go?\Why? Why? Why?\The maid uniform I made!\It's pitch dark!\I can't tell what the uniform is at all with this.\But I feel something I'm familiar with.\Prez, what was your uniform? response:	Illusion! That was an illusion, right?!
context: Where did it go?\Why? Why? Why?\The maid uniform I made!\It's pitch dark!\I can't tell what the uniform is at all with this.\But I feel something I'm familiar with.\Prez, what was your uniform?\Illusion! That was an illusion, right?! response:	Think that way if you want.
context: Why? Why? Why?\The maid uniform I made!\It's pitch dark!\I can't tell what the uniform is at all with this.\But I feel something I'm familiar with.\Prez, what was your uniform?\Illusion! That was an illusion, right?!\Think that way if you want. response:	That's a maid uniform.
context: The maid uniform I made!\It's pitch dark!\I can't tell what the uniform is at all with this.\But I feel something I'm familiar with.\Prez, what was your uniform?\Illusion! That was an illusion, right?!\Think that way if you want.\That's a maid uniform. response:	Why?! Of all things?!
context: It's pitch dark!\I can't tell what the uniform is at all with this.\But I feel something I'm familiar with.\Prez, what was your uniform?\Illusion! That was an illusion, right?!\Think that way if you want.\That's a maid uniform.\Why?! Of all things?! response:	Must be because you chose something with lots of fabric.
context: I can't tell what the uniform is at all with this.\But I feel something I'm familiar with.\Prez, what was your uniform?\Illusion! That was an illusion, right?!\Think that way if you want.\That's a maid uniform.\Why?! Of all things?!\Must be because you chose something with lots of fabric. response:	What's the big problem?
context: But I feel something I'm familiar with.\Prez, what was your uniform?\Illusion! That was an illusion, right?!\Think that way if you want.\That's a maid uniform.\Why?! Of all things?!\Must be because you chose something with lots of fabric.\What's the big problem? response:	If you think about it, it's a good choice.
context: Prez, what was your uniform?\Illusion! That was an illusion, right?!\Think that way if you want.\That's a maid uniform.\Why?! Of all things?!\Must be because you chose something with lots of fabric.\What's the big problem?\If you think about it, it's a good choice. response:	After all, you're a girl.
context: Illusion! That was an illusion, right?!\Think that way if you want.\That's a maid uniform.\Why?! Of all things?!\Must be because you chose something with lots of fabric.\What's the big problem?\If you think about it, it's a good choice.\After all, you're a girl. response:	That's true, but...
context: Think that way if you want.\That's a maid uniform.\Why?! Of all things?!\Must be because you chose something with lots of fabric.\What's the big problem?\If you think about it, it's a good choice.\After all, you're a girl.\That's true, but... response:	Check out the others.
context: That's a maid uniform.\Why?! Of all things?!\Must be because you chose something with lots of fabric.\What's the big problem?\If you think about it, it's a good choice.\After all, you're a girl.\That's true, but...\Check out the others. response:	I don't know what to say.
context: Why?! Of all things?!\Must be because you chose something with lots of fabric.\What's the big problem?\If you think about it, it's a good choice.\After all, you're a girl.\That's true, but...\Check out the others.\I don't know what to say. response:	See?
context: Must be because you chose something with lots of fabric.\What's the big problem?\If you think about it, it's a good choice.\After all, you're a girl.\That's true, but...\Check out the others.\I don't know what to say.\See? response:	If you want, I'll get you changed.
context: What's the big problem?\If you think about it, it's a good choice.\After all, you're a girl.\That's true, but...\Check out the others.\I don't know what to say.\See?\If you want, I'll get you changed. response:	Stop being a blatant perv!
context: If you think about it, it's a good choice.\After all, you're a girl.\That's true, but...\Check out the others.\I don't know what to say.\See?\If you want, I'll get you changed.\Stop being a blatant perv! response:	Whoops.
context: After all, you're a girl.\That's true, but...\Check out the others.\I don't know what to say.\See?\If you want, I'll get you changed.\Stop being a blatant perv!\Whoops. response:	Why did I just hear a dog bark?
context: That's true, but...\Check out the others.\I don't know what to say.\See?\If you want, I'll get you changed.\Stop being a blatant perv!\Whoops.\Why did I just hear a dog bark? response:	Yukimura!
context: Check out the others.\I don't know what to say.\See?\If you want, I'll get you changed.\Stop being a blatant perv!\Whoops.\Why did I just hear a dog bark?\Yukimura! response:	Is that voice the Prez?
context: I don't know what to say.\See?\If you want, I'll get you changed.\Stop being a blatant perv!\Whoops.\Why did I just hear a dog bark?\Yukimura!\Is that voice the Prez? response:	I'm sorry, did I do something?
context: See?\If you want, I'll get you changed.\Stop being a blatant perv!\Whoops.\Why did I just hear a dog bark?\Yukimura!\Is that voice the Prez?\I'm sorry, did I do something? response:	No, you didn't.
context: If you want, I'll get you changed.\Stop being a blatant perv!\Whoops.\Why did I just hear a dog bark?\Yukimura!\Is that voice the Prez?\I'm sorry, did I do something?\No, you didn't. response:	I'll get moving right away.
context: Stop being a blatant perv!\Whoops.\Why did I just hear a dog bark?\Yukimura!\Is that voice the Prez?\I'm sorry, did I do something?\No, you didn't.\I'll get moving right away. response:	Hey, Yukimura.
context: Whoops.\Why did I just hear a dog bark?\Yukimura!\Is that voice the Prez?\I'm sorry, did I do something?\No, you didn't.\I'll get moving right away.\Hey, Yukimura. response:	He's so focused, he doesn't hear you.
context: Why did I just hear a dog bark?\Yukimura!\Is that voice the Prez?\I'm sorry, did I do something?\No, you didn't.\I'll get moving right away.\Hey, Yukimura.\He's so focused, he doesn't hear you. response:	Anyways, you should worry about yourself over Yukimura.
context: Yukimura!\Is that voice the Prez?\I'm sorry, did I do something?\No, you didn't.\I'll get moving right away.\Hey, Yukimura.\He's so focused, he doesn't hear you.\Anyways, you should worry about yourself over Yukimura. response:	Right.
context: Is that voice the Prez?\I'm sorry, did I do something?\No, you didn't.\I'll get moving right away.\Hey, Yukimura.\He's so focused, he doesn't hear you.\Anyways, you should worry about yourself over Yukimura.\Right. response:	What should I do with this maid uniform?
context: I'm sorry, did I do something?\No, you didn't.\I'll get moving right away.\Hey, Yukimura.\He's so focused, he doesn't hear you.\Anyways, you should worry about yourself over Yukimura.\Right.\What should I do with this maid uniform? response:	The costume changed!
context: No, you didn't.\I'll get moving right away.\Hey, Yukimura.\He's so focused, he doesn't hear you.\Anyways, you should worry about yourself over Yukimura.\Right.\What should I do with this maid uniform?\The costume changed! response:	Not exactly, Prez.
context: I'll get moving right away.\Hey, Yukimura.\He's so focused, he doesn't hear you.\Anyways, you should worry about yourself over Yukimura.\Right.\What should I do with this maid uniform?\The costume changed!\Not exactly, Prez. response:	Who is that maid?
context: Hey, Yukimura.\He's so focused, he doesn't hear you.\Anyways, you should worry about yourself over Yukimura.\Right.\What should I do with this maid uniform?\The costume changed!\Not exactly, Prez.\Who is that maid? response:	Yukimura?
context: He's so focused, he doesn't hear you.\Anyways, you should worry about yourself over Yukimura.\Right.\What should I do with this maid uniform?\The costume changed!\Not exactly, Prez.\Who is that maid?\Yukimura? response:	He looks good in it.
context: Anyways, you should worry about yourself over Yukimura.\Right.\What should I do with this maid uniform?\The costume changed!\Not exactly, Prez.\Who is that maid?\Yukimura?\He looks good in it. response:	Actually, isn't it more well made than others?
context: Right.\What should I do with this maid uniform?\The costume changed!\Not exactly, Prez.\Who is that maid?\Yukimura?\He looks good in it.\Actually, isn't it more well made than others? response:	Maybe he prepared it himself, trying to stand out.
context: What should I do with this maid uniform?\The costume changed!\Not exactly, Prez.\Who is that maid?\Yukimura?\He looks good in it.\Actually, isn't it more well made than others?\Maybe he prepared it himself, trying to stand out. response:	What are you saying?
context: The costume changed!\Not exactly, Prez.\Who is that maid?\Yukimura?\He looks good in it.\Actually, isn't it more well made than others?\Maybe he prepared it himself, trying to stand out.\What are you saying? response:	You want to say things like, I look good in a maid outfit right?
context: Not exactly, Prez.\Who is that maid?\Yukimura?\He looks good in it.\Actually, isn't it more well made than others?\Maybe he prepared it himself, trying to stand out.\What are you saying?\You want to say things like, I look good in a maid outfit right? response:	Oh, so that's what it is.
context: Who is that maid?\Yukimura?\He looks good in it.\Actually, isn't it more well made than others?\Maybe he prepared it himself, trying to stand out.\What are you saying?\You want to say things like, I look good in a maid outfit right?\Oh, so that's what it is. response:	No...
context: Yukimura?\He looks good in it.\Actually, isn't it more well made than others?\Maybe he prepared it himself, trying to stand out.\What are you saying?\You want to say things like, I look good in a maid outfit right?\Oh, so that's what it is.\No... response:	Trying to add a flower to this race, eh?
context: He looks good in it.\Actually, isn't it more well made than others?\Maybe he prepared it himself, trying to stand out.\What are you saying?\You want to say things like, I look good in a maid outfit right?\Oh, so that's what it is.\No...\Trying to add a flower to this race, eh? response:	How considerate.
context: Actually, isn't it more well made than others?\Maybe he prepared it himself, trying to stand out.\What are you saying?\You want to say things like, I look good in a maid outfit right?\Oh, so that's what it is.\No...\Trying to add a flower to this race, eh?\How considerate. response:	Those jerks...
context: Maybe he prepared it himself, trying to stand out.\What are you saying?\You want to say things like, I look good in a maid outfit right?\Oh, so that's what it is.\No...\Trying to add a flower to this race, eh?\How considerate.\Those jerks... response:	I've had enough!
context: What are you saying?\You want to say things like, I look good in a maid outfit right?\Oh, so that's what it is.\No...\Trying to add a flower to this race, eh?\How considerate.\Those jerks...\I've had enough! response:	You can't.
context: You want to say things like, I look good in a maid outfit right?\Oh, so that's what it is.\No...\Trying to add a flower to this race, eh?\How considerate.\Those jerks...\I've had enough!\You can't. response:	If you're not in a costume, you'll be disqualified.
context: Oh, so that's what it is.\No...\Trying to add a flower to this race, eh?\How considerate.\Those jerks...\I've had enough!\You can't.\If you're not in a costume, you'll be disqualified. response:	Now's not the time for that!
context: No...\Trying to add a flower to this race, eh?\How considerate.\Those jerks...\I've had enough!\You can't.\If you're not in a costume, you'll be disqualified.\Now's not the time for that! response:	It's inevitable.
context: Trying to add a flower to this race, eh?\How considerate.\Those jerks...\I've had enough!\You can't.\If you're not in a costume, you'll be disqualified.\Now's not the time for that!\It's inevitable. response:	Yukimura's just like that and he's working hard given that it's his first time in the event,
context: How considerate.\Those jerks...\I've had enough!\You can't.\If you're not in a costume, you'll be disqualified.\Now's not the time for that!\It's inevitable.\Yukimura's just like that and he's working hard given that it's his first time in the event, response:	But pretty much everyone in the race has no motivation.
context: Those jerks...\I've had enough!\You can't.\If you're not in a costume, you'll be disqualified.\Now's not the time for that!\It's inevitable.\Yukimura's just like that and he's working hard given that it's his first time in the event,\But pretty much everyone in the race has no motivation. response:	You can't blame those who are not athletic for not getting pumped up.
context: I've had enough!\You can't.\If you're not in a costume, you'll be disqualified.\Now's not the time for that!\It's inevitable.\Yukimura's just like that and he's working hard given that it's his first time in the event,\But pretty much everyone in the race has no motivation.\You can't blame those who are not athletic for not getting pumped up. response:	And it's natural that a race composed of people without motivation isn't fun.
context: You can't.\If you're not in a costume, you'll be disqualified.\Now's not the time for that!\It's inevitable.\Yukimura's just like that and he's working hard given that it's his first time in the event,\But pretty much everyone in the race has no motivation.\You can't blame those who are not athletic for not getting pumped up.\And it's natural that a race composed of people without motivation isn't fun. response:	Even if one person gets serious in an environment like that, they're bound to stand out.
context: If you're not in a costume, you'll be disqualified.\Now's not the time for that!\It's inevitable.\Yukimura's just like that and he's working hard given that it's his first time in the event,\But pretty much everyone in the race has no motivation.\You can't blame those who are not athletic for not getting pumped up.\And it's natural that a race composed of people without motivation isn't fun.\Even if one person gets serious in an environment like that, they're bound to stand out. response:	In other words, they can't have fun without teasing those who are taking the race seriously?!
context: Now's not the time for that!\It's inevitable.\Yukimura's just like that and he's working hard given that it's his first time in the event,\But pretty much everyone in the race has no motivation.\You can't blame those who are not athletic for not getting pumped up.\And it's natural that a race composed of people without motivation isn't fun.\Even if one person gets serious in an environment like that, they're bound to stand out.\In other words, they can't have fun without teasing those who are taking the race seriously?! response:	I won't let that happen.
context: It's inevitable.\Yukimura's just like that and he's working hard given that it's his first time in the event,\But pretty much everyone in the race has no motivation.\You can't blame those who are not athletic for not getting pumped up.\And it's natural that a race composed of people without motivation isn't fun.\Even if one person gets serious in an environment like that, they're bound to stand out.\In other words, they can't have fun without teasing those who are taking the race seriously?!\I won't let that happen. response:	Are you okay, maid?
context: Yukimura's just like that and he's working hard given that it's his first time in the event,\But pretty much everyone in the race has no motivation.\You can't blame those who are not athletic for not getting pumped up.\And it's natural that a race composed of people without motivation isn't fun.\Even if one person gets serious in an environment like that, they're bound to stand out.\In other words, they can't have fun without teasing those who are taking the race seriously?!\I won't let that happen.\Are you okay, maid? response:	Maybe the length isn't right, despite preparing it yourself.
context: But pretty much everyone in the race has no motivation.\You can't blame those who are not athletic for not getting pumped up.\And it's natural that a race composed of people without motivation isn't fun.\Even if one person gets serious in an environment like that, they're bound to stand out.\In other words, they can't have fun without teasing those who are taking the race seriously?!\I won't let that happen.\Are you okay, maid?\Maybe the length isn't right, despite preparing it yourself. response:	He looks really flustered.
context: You can't blame those who are not athletic for not getting pumped up.\And it's natural that a race composed of people without motivation isn't fun.\Even if one person gets serious in an environment like that, they're bound to stand out.\In other words, they can't have fun without teasing those who are taking the race seriously?!\I won't let that happen.\Are you okay, maid?\Maybe the length isn't right, despite preparing it yourself.\He looks really flustered. response:	This is hilarious.
context: And it's natural that a race composed of people without motivation isn't fun.\Even if one person gets serious in an environment like that, they're bound to stand out.\In other words, they can't have fun without teasing those who are taking the race seriously?!\I won't let that happen.\Are you okay, maid?\Maybe the length isn't right, despite preparing it yourself.\He looks really flustered.\This is hilarious. response:	Look.
context: Even if one person gets serious in an environment like that, they're bound to stand out.\In other words, they can't have fun without teasing those who are taking the race seriously?!\I won't let that happen.\Are you okay, maid?\Maybe the length isn't right, despite preparing it yourself.\He looks really flustered.\This is hilarious.\Look. response:	Are you okay?
context: In other words, they can't have fun without teasing those who are taking the race seriously?!\I won't let that happen.\Are you okay, maid?\Maybe the length isn't right, despite preparing it yourself.\He looks really flustered.\This is hilarious.\Look.\Are you okay? response:	Stand, Yukimura.
context: I won't let that happen.\Are you okay, maid?\Maybe the length isn't right, despite preparing it yourself.\He looks really flustered.\This is hilarious.\Look.\Are you okay?\Stand, Yukimura. response:	We'll run together.
context: Are you okay, maid?\Maybe the length isn't right, despite preparing it yourself.\He looks really flustered.\This is hilarious.\Look.\Are you okay?\Stand, Yukimura.\We'll run together. response:	Who's that?
context: Maybe the length isn't right, despite preparing it yourself.\He looks really flustered.\This is hilarious.\Look.\Are you okay?\Stand, Yukimura.\We'll run together.\Who's that? response:	Look, another one's coming.
context: He looks really flustered.\This is hilarious.\Look.\Are you okay?\Stand, Yukimura.\We'll run together.\Who's that?\Look, another one's coming. response:	Usui-san?!
context: This is hilarious.\Look.\Are you okay?\Stand, Yukimura.\We'll run together.\Who's that?\Look, another one's coming.\Usui-san?! response:	Their costumes really are a step above the rest!
context: Look.\Are you okay?\Stand, Yukimura.\We'll run together.\Who's that?\Look, another one's coming.\Usui-san?!\Their costumes really are a step above the rest! response:	Wait up, Prez.
context: Are you okay?\Stand, Yukimura.\We'll run together.\Who's that?\Look, another one's coming.\Usui-san?!\Their costumes really are a step above the rest!\Wait up, Prez. response:	Prez?!
context: Stand, Yukimura.\We'll run together.\Who's that?\Look, another one's coming.\Usui-san?!\Their costumes really are a step above the rest!\Wait up, Prez.\Prez?! response:	Why are those two so serious in a costume race?!
context: We'll run together.\Who's that?\Look, another one's coming.\Usui-san?!\Their costumes really are a step above the rest!\Wait up, Prez.\Prez?!\Why are those two so serious in a costume race?! response:	Is there a problem with doing it seriously?
context: Who's that?\Look, another one's coming.\Usui-san?!\Their costumes really are a step above the rest!\Wait up, Prez.\Prez?!\Why are those two so serious in a costume race?!\Is there a problem with doing it seriously? response:	N-
context: Look, another one's coming.\Usui-san?!\Their costumes really are a step above the rest!\Wait up, Prez.\Prez?!\Why are those two so serious in a costume race?!\Is there a problem with doing it seriously?\N- response:	Not at all.
context: Usui-san?!\Their costumes really are a step above the rest!\Wait up, Prez.\Prez?!\Why are those two so serious in a costume race?!\Is there a problem with doing it seriously?\N-\Not at all. response:	I thought she was pretty cool for a second there.
context: Their costumes really are a step above the rest!\Wait up, Prez.\Prez?!\Why are those two so serious in a costume race?!\Is there a problem with doing it seriously?\N-\Not at all.\I thought she was pretty cool for a second there. response:	Why don't we all finish last together?
context: Wait up, Prez.\Prez?!\Why are those two so serious in a costume race?!\Is there a problem with doing it seriously?\N-\Not at all.\I thought she was pretty cool for a second there.\Why don't we all finish last together? response:	We should at least run.
context: Prez?!\Why are those two so serious in a costume race?!\Is there a problem with doing it seriously?\N-\Not at all.\I thought she was pretty cool for a second there.\Why don't we all finish last together?\We should at least run. response:	You're wearing that perfectly, Prez.
context: Why are those two so serious in a costume race?!\Is there a problem with doing it seriously?\N-\Not at all.\I thought she was pretty cool for a second there.\Why don't we all finish last together?\We should at least run.\You're wearing that perfectly, Prez. response:	Shut up and run!
