context: The Kingdom of Fiore... response:	A neutral country of 17 million people.
context: Little kitties should sit there quietly and meow!\She can be pretty scary sometimes.\She's way stronger than you'd think!\But, Virgo can dig holes in the ground.\I was thinking we could escape from the magic wind wall by digging underneath it...\W-What?\Seriously?!\Uh... response:	I see!
context: She can be pretty scary sometimes.\She's way stronger than you'd think!\But, Virgo can dig holes in the ground.\I was thinking we could escape from the magic wind wall by digging underneath it...\W-What?\Seriously?!\Uh...\I see! response:	Way to go, Happy!
context: She's way stronger than you'd think!\But, Virgo can dig holes in the ground.\I was thinking we could escape from the magic wind wall by digging underneath it...\W-What?\Seriously?!\Uh...\I see!\Way to go, Happy! response:	Why didn't you say something earlier?
context: But, Virgo can dig holes in the ground.\I was thinking we could escape from the magic wind wall by digging underneath it...\W-What?\Seriously?!\Uh...\I see!\Way to go, Happy!\Why didn't you say something earlier? response:	Because you were pinching me.
context: I was thinking we could escape from the magic wind wall by digging underneath it...\W-What?\Seriously?!\Uh...\I see!\Way to go, Happy!\Why didn't you say something earlier?\Because you were pinching me. response:	Begging for Forgiveness
context: W-What?\Seriously?!\Uh...\I see!\Way to go, Happy!\Why didn't you say something earlier?\Because you were pinching me.\Begging for Forgiveness response:	I'm sorry! So sorry!
context: Seriously?!\Uh...\I see!\Way to go, Happy!\Why didn't you say something earlier?\Because you were pinching me.\Begging for Forgiveness\I'm sorry! So sorry! response:	I'll give you a reward later, I will! Please allow me to!
context: Uh...\I see!\Way to go, Happy!\Why didn't you say something earlier?\Because you were pinching me.\Begging for Forgiveness\I'm sorry! So sorry!\I'll give you a reward later, I will! Please allow me to! response:	Anyway, just give me the key!
context: I see!\Way to go, Happy!\Why didn't you say something earlier?\Because you were pinching me.\Begging for Forgiveness\I'm sorry! So sorry!\I'll give you a reward later, I will! Please allow me to!\Anyway, just give me the key! response:	Okay! Looking forward to that reward!
context: Way to go, Happy!\Why didn't you say something earlier?\Because you were pinching me.\Begging for Forgiveness\I'm sorry! So sorry!\I'll give you a reward later, I will! Please allow me to!\Anyway, just give me the key!\Okay! Looking forward to that reward! response:	I am linked to the path to the world of Celestial Spirits!
context: Why didn't you say something earlier?\Because you were pinching me.\Begging for Forgiveness\I'm sorry! So sorry!\I'll give you a reward later, I will! Please allow me to!\Anyway, just give me the key!\Okay! Looking forward to that reward!\I am linked to the path to the world of Celestial Spirits! response:	Now! O Spirit, answer my call and pass through the Gate!
context: Because you were pinching me.\Begging for Forgiveness\I'm sorry! So sorry!\I'll give you a reward later, I will! Please allow me to!\Anyway, just give me the key!\Okay! Looking forward to that reward!\I am linked to the path to the world of Celestial Spirits!\Now! O Spirit, answer my call and pass through the Gate! response:	Gate of the Maiden, I open thee!
context: Begging for Forgiveness\I'm sorry! So sorry!\I'll give you a reward later, I will! Please allow me to!\Anyway, just give me the key!\Okay! Looking forward to that reward!\I am linked to the path to the world of Celestial Spirits!\Now! O Spirit, answer my call and pass through the Gate!\Gate of the Maiden, I open thee! response:	Virgo!
context: I'm sorry! So sorry!\I'll give you a reward later, I will! Please allow me to!\Anyway, just give me the key!\Okay! Looking forward to that reward!\I am linked to the path to the world of Celestial Spirits!\Now! O Spirit, answer my call and pass through the Gate!\Gate of the Maiden, I open thee!\Virgo! response:	You called, Master?
context: I'll give you a reward later, I will! Please allow me to!\Anyway, just give me the key!\Okay! Looking forward to that reward!\I am linked to the path to the world of Celestial Spirits!\Now! O Spirit, answer my call and pass through the Gate!\Gate of the Maiden, I open thee!\Virgo!\You called, Master? response:	Who are you?
context: Anyway, just give me the key!\Okay! Looking forward to that reward!\I am linked to the path to the world of Celestial Spirits!\Now! O Spirit, answer my call and pass through the Gate!\Gate of the Maiden, I open thee!\Virgo!\You called, Master?\Who are you? response:	You called, Master?
context: Okay! Looking forward to that reward!\I am linked to the path to the world of Celestial Spirits!\Now! O Spirit, answer my call and pass through the Gate!\Gate of the Maiden, I open thee!\Virgo!\You called, Master?\Who are you?\You called, Master? response:	Who are you?
context: I am linked to the path to the world of Celestial Spirits!\Now! O Spirit, answer my call and pass through the Gate!\Gate of the Maiden, I open thee!\Virgo!\You called, Master?\Who are you?\You called, Master?\Who are you? response:	Hey Marco, you really slimmed down.
context: Now! O Spirit, answer my call and pass through the Gate!\Gate of the Maiden, I open thee!\Virgo!\You called, Master?\Who are you?\You called, Master?\Who are you?\Hey Marco, you really slimmed down. response:	My name is Virgo.
context: Gate of the Maiden, I open thee!\Virgo!\You called, Master?\Who are you?\You called, Master?\Who are you?\Hey Marco, you really slimmed down.\My name is Virgo. response:	I apologize for the trouble I caused you earlier.
context: Virgo!\You called, Master?\Who are you?\You called, Master?\Who are you?\Hey Marco, you really slimmed down.\My name is Virgo.\I apologize for the trouble I caused you earlier. response:	Slimmed down? More like a different person!
context: You called, Master?\Who are you?\You called, Master?\Who are you?\Hey Marco, you really slimmed down.\My name is Virgo.\I apologize for the trouble I caused you earlier.\Slimmed down? More like a different person! response:	A different person?
context: Who are you?\You called, Master?\Who are you?\Hey Marco, you really slimmed down.\My name is Virgo.\I apologize for the trouble I caused you earlier.\Slimmed down? More like a different person!\A different person? response:	Uh... What's with that appearance?
context: You called, Master?\Who are you?\Hey Marco, you really slimmed down.\My name is Virgo.\I apologize for the trouble I caused you earlier.\Slimmed down? More like a different person!\A different person?\Uh... What's with that appearance? response:	I am a Celestial Spirit that is faithful to her master.
context: Who are you?\Hey Marco, you really slimmed down.\My name is Virgo.\I apologize for the trouble I caused you earlier.\Slimmed down? More like a different person!\A different person?\Uh... What's with that appearance?\I am a Celestial Spirit that is faithful to her master. response:	I perform my duties in the appearance my master wishes.
context: Hey Marco, you really slimmed down.\My name is Virgo.\I apologize for the trouble I caused you earlier.\Slimmed down? More like a different person!\A different person?\Uh... What's with that appearance?\I am a Celestial Spirit that is faithful to her master.\I perform my duties in the appearance my master wishes. response:	You seemed a lot more powerful and forceful before, though.
context: My name is Virgo.\I apologize for the trouble I caused you earlier.\Slimmed down? More like a different person!\A different person?\Uh... What's with that appearance?\I am a Celestial Spirit that is faithful to her master.\I perform my duties in the appearance my master wishes.\You seemed a lot more powerful and forceful before, though. response:	Is that so?
context: I apologize for the trouble I caused you earlier.\Slimmed down? More like a different person!\A different person?\Uh... What's with that appearance?\I am a Celestial Spirit that is faithful to her master.\I perform my duties in the appearance my master wishes.\You seemed a lot more powerful and forceful before, though.\Is that so? response:	In that case...
context: Slimmed down? More like a different person!\A different person?\Uh... What's with that appearance?\I am a Celestial Spirit that is faithful to her master.\I perform my duties in the appearance my master wishes.\You seemed a lot more powerful and forceful before, though.\Is that so?\In that case... response:	I shall return to this form.
context: A different person?\Uh... What's with that appearance?\I am a Celestial Spirit that is faithful to her master.\I perform my duties in the appearance my master wishes.\You seemed a lot more powerful and forceful before, though.\Is that so?\In that case...\I shall return to this form. response:	Why'd you have to go and say that?
context: Uh... What's with that appearance?\I am a Celestial Spirit that is faithful to her master.\I perform my duties in the appearance my master wishes.\You seemed a lot more powerful and forceful before, though.\Is that so?\In that case...\I shall return to this form.\Why'd you have to go and say that? response:	I prefer the slim version!
context: I am a Celestial Spirit that is faithful to her master.\I perform my duties in the appearance my master wishes.\You seemed a lot more powerful and forceful before, though.\Is that so?\In that case...\I shall return to this form.\Why'd you have to go and say that?\I prefer the slim version! response:	Understood.
context: I perform my duties in the appearance my master wishes.\You seemed a lot more powerful and forceful before, though.\Is that so?\In that case...\I shall return to this form.\Why'd you have to go and say that?\I prefer the slim version!\Understood. response:	Anyway, we don't have any time.
context: You seemed a lot more powerful and forceful before, though.\Is that so?\In that case...\I shall return to this form.\Why'd you have to go and say that?\I prefer the slim version!\Understood.\Anyway, we don't have any time. response:	Can we postpone the contract until later?
context: Is that so?\In that case...\I shall return to this form.\Why'd you have to go and say that?\I prefer the slim version!\Understood.\Anyway, we don't have any time.\Can we postpone the contract until later? response:	Understood, Master.
context: In that case...\I shall return to this form.\Why'd you have to go and say that?\I prefer the slim version!\Understood.\Anyway, we don't have any time.\Can we postpone the contract until later?\Understood, Master. response:	Stop calling me Master already, would you?
context: I shall return to this form.\Why'd you have to go and say that?\I prefer the slim version!\Understood.\Anyway, we don't have any time.\Can we postpone the contract until later?\Understood, Master.\Stop calling me Master already, would you? response:	Then shall I call you Queen?
context: Why'd you have to go and say that?\I prefer the slim version!\Understood.\Anyway, we don't have any time.\Can we postpone the contract until later?\Understood, Master.\Stop calling me Master already, would you?\Then shall I call you Queen? response:	Rejected!
context: I prefer the slim version!\Understood.\Anyway, we don't have any time.\Can we postpone the contract until later?\Understood, Master.\Stop calling me Master already, would you?\Then shall I call you Queen?\Rejected! response:	Then, Princess?
context: Understood.\Anyway, we don't have any time.\Can we postpone the contract until later?\Understood, Master.\Stop calling me Master already, would you?\Then shall I call you Queen?\Rejected!\Then, Princess? response:	Hmm, that might be nice...
context: Anyway, we don't have any time.\Can we postpone the contract until later?\Understood, Master.\Stop calling me Master already, would you?\Then shall I call you Queen?\Rejected!\Then, Princess?\Hmm, that might be nice... response:	So that's her thing, huh?
context: Can we postpone the contract until later?\Understood, Master.\Stop calling me Master already, would you?\Then shall I call you Queen?\Rejected!\Then, Princess?\Hmm, that might be nice...\So that's her thing, huh? response:	Anyway, hurry up.
context: Understood, Master.\Stop calling me Master already, would you?\Then shall I call you Queen?\Rejected!\Then, Princess?\Hmm, that might be nice...\So that's her thing, huh?\Anyway, hurry up. response:	Then I will proceed.
context: Stop calling me Master already, would you?\Then shall I call you Queen?\Rejected!\Then, Princess?\Hmm, that might be nice...\So that's her thing, huh?\Anyway, hurry up.\Then I will proceed. response:	Ooh, she's digging!
context: Then shall I call you Queen?\Rejected!\Then, Princess?\Hmm, that might be nice...\So that's her thing, huh?\Anyway, hurry up.\Then I will proceed.\Ooh, she's digging! response:	Good going, Lucy!
context: Rejected!\Then, Princess?\Hmm, that might be nice...\So that's her thing, huh?\Anyway, hurry up.\Then I will proceed.\Ooh, she's digging!\Good going, Lucy! response:	Ouch!
context: Then, Princess?\Hmm, that might be nice...\So that's her thing, huh?\Anyway, hurry up.\Then I will proceed.\Ooh, she's digging!\Good going, Lucy!\Ouch! response:	Okay everyone, into that hole!
context: Hmm, that might be nice...\So that's her thing, huh?\Anyway, hurry up.\Then I will proceed.\Ooh, she's digging!\Good going, Lucy!\Ouch!\Okay everyone, into that hole! response:	What are you doing, Natsu?
context: So that's her thing, huh?\Anyway, hurry up.\Then I will proceed.\Ooh, she's digging!\Good going, Lucy!\Ouch!\Okay everyone, into that hole!\What are you doing, Natsu? response:	Havin' him die after I fought with him'll leave a bad taste in my mouth.
context: Anyway, hurry up.\Then I will proceed.\Ooh, she's digging!\Good going, Lucy!\Ouch!\Okay everyone, into that hole!\What are you doing, Natsu?\Havin' him die after I fought with him'll leave a bad taste in my mouth. response:	And so...
context: Then I will proceed.\Ooh, she's digging!\Good going, Lucy!\Ouch!\Okay everyone, into that hole!\What are you doing, Natsu?\Havin' him die after I fought with him'll leave a bad taste in my mouth.\And so... response:	We're out!
context: Ooh, she's digging!\Good going, Lucy!\Ouch!\Okay everyone, into that hole!\What are you doing, Natsu?\Havin' him die after I fought with him'll leave a bad taste in my mouth.\And so...\We're out! response:	Hurry onward!
context: Good going, Lucy!\Ouch!\Okay everyone, into that hole!\What are you doing, Natsu?\Havin' him die after I fought with him'll leave a bad taste in my mouth.\And so...\We're out!\Hurry onward! response:	Wow, what wind!
context: Ouch!\Okay everyone, into that hole!\What are you doing, Natsu?\Havin' him die after I fought with him'll leave a bad taste in my mouth.\And so...\We're out!\Hurry onward!\Wow, what wind! response:	Princess!
context: Okay everyone, into that hole!\What are you doing, Natsu?\Havin' him die after I fought with him'll leave a bad taste in my mouth.\And so...\We're out!\Hurry onward!\Wow, what wind!\Princess! response:	Your underwear can be seen!
context: What are you doing, Natsu?\Havin' him die after I fought with him'll leave a bad taste in my mouth.\And so...\We're out!\Hurry onward!\Wow, what wind!\Princess!\Your underwear can be seen! response:	How about worrying about yourself?
context: Havin' him die after I fought with him'll leave a bad taste in my mouth.\And so...\We're out!\Hurry onward!\Wow, what wind!\Princess!\Your underwear can be seen!\How about worrying about yourself? response:	Whoa there...
context: And so...\We're out!\Hurry onward!\Wow, what wind!\Princess!\Your underwear can be seen!\How about worrying about yourself?\Whoa there... response:	It's no use...
context: We're out!\Hurry onward!\Wow, what wind!\Princess!\Your underwear can be seen!\How about worrying about yourself?\Whoa there...\It's no use... response:	You'll never be able to catch up now.
context: Hurry onward!\Wow, what wind!\Princess!\Your underwear can be seen!\How about worrying about yourself?\Whoa there...\It's no use...\You'll never be able to catch up now. response:	We... win...
context: Wow, what wind!\Princess!\Your underwear can be seen!\How about worrying about yourself?\Whoa there...\It's no use...\You'll never be able to catch up now.\We... win... response:	Where's Natsu?
context: Princess!\Your underwear can be seen!\How about worrying about yourself?\Whoa there...\It's no use...\You'll never be able to catch up now.\We... win...\Where's Natsu? response:	Happy's not here, either.
context: Your underwear can be seen!\How about worrying about yourself?\Whoa there...\It's no use...\You'll never be able to catch up now.\We... win...\Where's Natsu?\Happy's not here, either. response:	That's the town...
context: How about worrying about yourself?\Whoa there...\It's no use...\You'll never be able to catch up now.\We... win...\Where's Natsu?\Happy's not here, either.\That's the town... response:	Just you wait, you old geezers!
context: Whoa there...\It's no use...\You'll never be able to catch up now.\We... win...\Where's Natsu?\Happy's not here, either.\That's the town...\Just you wait, you old geezers! response:	How do you like Happy's max speed?!
context: It's no use...\You'll never be able to catch up now.\We... win...\Where's Natsu?\Happy's not here, either.\That's the town...\Just you wait, you old geezers!\How do you like Happy's max speed?! response:	Happy!
context: You'll never be able to catch up now.\We... win...\Where's Natsu?\Happy's not here, either.\That's the town...\Just you wait, you old geezers!\How do you like Happy's max speed?!\Happy! response:	I can't fly anymore...
context: We... win...\Where's Natsu?\Happy's not here, either.\That's the town...\Just you wait, you old geezers!\How do you like Happy's max speed?!\Happy!\I can't fly anymore... response:	Thanks to you I was able to catch up to him.
context: Where's Natsu?\Happy's not here, either.\That's the town...\Just you wait, you old geezers!\How do you like Happy's max speed?!\Happy!\I can't fly anymore...\Thanks to you I was able to catch up to him. response:	D-Damn you...
context: Happy's not here, either.\That's the town...\Just you wait, you old geezers!\How do you like Happy's max speed?!\Happy!\I can't fly anymore...\Thanks to you I was able to catch up to him.\D-Damn you... response:	You're from Fairy Tail. Why are you here?
context: That's the town...\Just you wait, you old geezers!\How do you like Happy's max speed?!\Happy!\I can't fly anymore...\Thanks to you I was able to catch up to him.\D-Damn you...\You're from Fairy Tail. Why are you here? response:	To defeat you, you blowhard!
context: Just you wait, you old geezers!\How do you like Happy's max speed?!\Happy!\I can't fly anymore...\Thanks to you I was able to catch up to him.\D-Damn you...\You're from Fairy Tail. Why are you here?\To defeat you, you blowhard! response:	Why? Why did you take me with you?
context: How do you like Happy's max speed?!\Happy!\I can't fly anymore...\Thanks to you I was able to catch up to him.\D-Damn you...\You're from Fairy Tail. Why are you here?\To defeat you, you blowhard!\Why? Why did you take me with you? response:	The city was deserted.
context: Happy!\I can't fly anymore...\Thanks to you I was able to catch up to him.\D-Damn you...\You're from Fairy Tail. Why are you here?\To defeat you, you blowhard!\Why? Why did you take me with you?\The city was deserted. response:	So we're gonna take you to a doctor in Clover.
context: I can't fly anymore...\Thanks to you I was able to catch up to him.\D-Damn you...\You're from Fairy Tail. Why are you here?\To defeat you, you blowhard!\Why? Why did you take me with you?\The city was deserted.\So we're gonna take you to a doctor in Clover. response:	You should be grateful.
context: Thanks to you I was able to catch up to him.\D-Damn you...\You're from Fairy Tail. Why are you here?\To defeat you, you blowhard!\Why? Why did you take me with you?\The city was deserted.\So we're gonna take you to a doctor in Clover.\You should be grateful. response:	No... I mean, why did you save me?
context: D-Damn you...\You're from Fairy Tail. Why are you here?\To defeat you, you blowhard!\Why? Why did you take me with you?\The city was deserted.\So we're gonna take you to a doctor in Clover.\You should be grateful.\No... I mean, why did you save me? response:	I'm your enemy!
context: You're from Fairy Tail. Why are you here?\To defeat you, you blowhard!\Why? Why did you take me with you?\The city was deserted.\So we're gonna take you to a doctor in Clover.\You should be grateful.\No... I mean, why did you save me?\I'm your enemy! response:	Oh, I get it.
context: To defeat you, you blowhard!\Why? Why did you take me with you?\The city was deserted.\So we're gonna take you to a doctor in Clover.\You should be grateful.\No... I mean, why did you save me?\I'm your enemy!\Oh, I get it. response:	You plan on using me as a human bargaining chip with Erigor.
context: Why? Why did you take me with you?\The city was deserted.\So we're gonna take you to a doctor in Clover.\You should be grateful.\No... I mean, why did you save me?\I'm your enemy!\Oh, I get it.\You plan on using me as a human bargaining chip with Erigor. response:	It will never work. He's as cold blooded as they come.
context: The city was deserted.\So we're gonna take you to a doctor in Clover.\You should be grateful.\No... I mean, why did you save me?\I'm your enemy!\Oh, I get it.\You plan on using me as a human bargaining chip with Erigor.\It will never work. He's as cold blooded as they come. response:	He wouldn't do a thing for me.
context: So we're gonna take you to a doctor in Clover.\You should be grateful.\No... I mean, why did you save me?\I'm your enemy!\Oh, I get it.\You plan on using me as a human bargaining chip with Erigor.\It will never work. He's as cold blooded as they come.\He wouldn't do a thing for me. response:	Whoa, dark.
context: You should be grateful.\No... I mean, why did you save me?\I'm your enemy!\Oh, I get it.\You plan on using me as a human bargaining chip with Erigor.\It will never work. He's as cold blooded as they come.\He wouldn't do a thing for me.\Whoa, dark. response:	If you want to die, just say the word.
context: No... I mean, why did you save me?\I'm your enemy!\Oh, I get it.\You plan on using me as a human bargaining chip with Erigor.\It will never work. He's as cold blooded as they come.\He wouldn't do a thing for me.\Whoa, dark.\If you want to die, just say the word. response:	Hey, Gray!
context: I'm your enemy!\Oh, I get it.\You plan on using me as a human bargaining chip with Erigor.\It will never work. He's as cold blooded as they come.\He wouldn't do a thing for me.\Whoa, dark.\If you want to die, just say the word.\Hey, Gray! response:	Everything doesn't have to be decided by life and death, you know.
context: Oh, I get it.\You plan on using me as a human bargaining chip with Erigor.\It will never work. He's as cold blooded as they come.\He wouldn't do a thing for me.\Whoa, dark.\If you want to die, just say the word.\Hey, Gray!\Everything doesn't have to be decided by life and death, you know. response:	Think about the future a little, will you?
context: You plan on using me as a human bargaining chip with Erigor.\It will never work. He's as cold blooded as they come.\He wouldn't do a thing for me.\Whoa, dark.\If you want to die, just say the word.\Hey, Gray!\Everything doesn't have to be decided by life and death, you know.\Think about the future a little, will you? response:	All of you lot.
context: It will never work. He's as cold blooded as they come.\He wouldn't do a thing for me.\Whoa, dark.\If you want to die, just say the word.\Hey, Gray!\Everything doesn't have to be decided by life and death, you know.\Think about the future a little, will you?\All of you lot. response:	Erza?
context: He wouldn't do a thing for me.\Whoa, dark.\If you want to die, just say the word.\Hey, Gray!\Everything doesn't have to be decided by life and death, you know.\Think about the future a little, will you?\All of you lot.\Erza? response:	Sorry about that, everything's fine.
context: Whoa, dark.\If you want to die, just say the word.\Hey, Gray!\Everything doesn't have to be decided by life and death, you know.\Think about the future a little, will you?\All of you lot.\Erza?\Sorry about that, everything's fine. response:	Sorry!
context: If you want to die, just say the word.\Hey, Gray!\Everything doesn't have to be decided by life and death, you know.\Think about the future a little, will you?\All of you lot.\Erza?\Sorry about that, everything's fine.\Sorry! response:	Don't shove your big ass in my face!
context: Hey, Gray!\Everything doesn't have to be decided by life and death, you know.\Think about the future a little, will you?\All of you lot.\Erza?\Sorry about that, everything's fine.\Sorry!\Don't shove your big ass in my face! response:	That's sexual harassment! Gray, kill him!
context: Everything doesn't have to be decided by life and death, you know.\Think about the future a little, will you?\All of you lot.\Erza?\Sorry about that, everything's fine.\Sorry!\Don't shove your big ass in my face!\That's sexual harassment! Gray, kill him! response:	Hey, don't make light of my words of wisdom!
context: Think about the future a little, will you?\All of you lot.\Erza?\Sorry about that, everything's fine.\Sorry!\Don't shove your big ass in my face!\That's sexual harassment! Gray, kill him!\Hey, don't make light of my words of wisdom! response:	My vision is getting cloudy.
context: All of you lot.\Erza?\Sorry about that, everything's fine.\Sorry!\Don't shove your big ass in my face!\That's sexual harassment! Gray, kill him!\Hey, don't make light of my words of wisdom!\My vision is getting cloudy. response:	It seems I truly have used up too much magic power.
context: Erza?\Sorry about that, everything's fine.\Sorry!\Don't shove your big ass in my face!\That's sexual harassment! Gray, kill him!\Hey, don't make light of my words of wisdom!\My vision is getting cloudy.\It seems I truly have used up too much magic power. response:	Natsu, please stop Erigor!
context: Sorry about that, everything's fine.\Sorry!\Don't shove your big ass in my face!\That's sexual harassment! Gray, kill him!\Hey, don't make light of my words of wisdom!\My vision is getting cloudy.\It seems I truly have used up too much magic power.\Natsu, please stop Erigor! response:	It's up to you until we get there!
context: Sorry!\Don't shove your big ass in my face!\That's sexual harassment! Gray, kill him!\Hey, don't make light of my words of wisdom!\My vision is getting cloudy.\It seems I truly have used up too much magic power.\Natsu, please stop Erigor!\It's up to you until we get there! response:	Bring it! I'll incinerate that dangerous flute!
context: Don't shove your big ass in my face!\That's sexual harassment! Gray, kill him!\Hey, don't make light of my words of wisdom!\My vision is getting cloudy.\It seems I truly have used up too much magic power.\Natsu, please stop Erigor!\It's up to you until we get there!\Bring it! I'll incinerate that dangerous flute! response:	You broke out from the magic wind wall?
context: That's sexual harassment! Gray, kill him!\Hey, don't make light of my words of wisdom!\My vision is getting cloudy.\It seems I truly have used up too much magic power.\Natsu, please stop Erigor!\It's up to you until we get there!\Bring it! I'll incinerate that dangerous flute!\You broke out from the magic wind wall? response:	What pests you flies are.
context: Hey, don't make light of my words of wisdom!\My vision is getting cloudy.\It seems I truly have used up too much magic power.\Natsu, please stop Erigor!\It's up to you until we get there!\Bring it! I'll incinerate that dangerous flute!\You broke out from the magic wind wall?\What pests you flies are. response:	Let me through. Begone.
context: My vision is getting cloudy.\It seems I truly have used up too much magic power.\Natsu, please stop Erigor!\It's up to you until we get there!\Bring it! I'll incinerate that dangerous flute!\You broke out from the magic wind wall?\What pests you flies are.\Let me through. Begone. response:	This ain't...
context: It seems I truly have used up too much magic power.\Natsu, please stop Erigor!\It's up to you until we get there!\Bring it! I'll incinerate that dangerous flute!\You broke out from the magic wind wall?\What pests you flies are.\Let me through. Begone.\This ain't... response:	What?
context: Natsu, please stop Erigor!\It's up to you until we get there!\Bring it! I'll incinerate that dangerous flute!\You broke out from the magic wind wall?\What pests you flies are.\Let me through. Begone.\This ain't...\What? response:	He jumps and punches with flames?
context: It's up to you until we get there!\Bring it! I'll incinerate that dangerous flute!\You broke out from the magic wind wall?\What pests you flies are.\Let me through. Begone.\This ain't...\What?\He jumps and punches with flames? response:	And such force! I'd never think a wizard could punch like that!
context: Bring it! I'll incinerate that dangerous flute!\You broke out from the magic wind wall?\What pests you flies are.\Let me through. Begone.\This ain't...\What?\He jumps and punches with flames?\And such force! I'd never think a wizard could punch like that! response:	Damn you!
context: You broke out from the magic wind wall?\What pests you flies are.\Let me through. Begone.\This ain't...\What?\He jumps and punches with flames?\And such force! I'd never think a wizard could punch like that!\Damn you! response:	Stop flutterin' around up there, it ain't fair!
context: What pests you flies are.\Let me through. Begone.\This ain't...\What?\He jumps and punches with flames?\And such force! I'd never think a wizard could punch like that!\Damn you!\Stop flutterin' around up there, it ain't fair! response:	Get down here and fight like a man!
context: Let me through. Begone.\This ain't...\What?\He jumps and punches with flames?\And such force! I'd never think a wizard could punch like that!\Damn you!\Stop flutterin' around up there, it ain't fair!\Get down here and fight like a man! response:	Don't get cocky, fly!
context: This ain't...\What?\He jumps and punches with flames?\And such force! I'd never think a wizard could punch like that!\Damn you!\Stop flutterin' around up there, it ain't fair!\Get down here and fight like a man!\Don't get cocky, fly! response:	Storm Bringer!
context: What?\He jumps and punches with flames?\And such force! I'd never think a wizard could punch like that!\Damn you!\Stop flutterin' around up there, it ain't fair!\Get down here and fight like a man!\Don't get cocky, fly!\Storm Bringer! response:	Natsu!
context: He jumps and punches with flames?\And such force! I'd never think a wizard could punch like that!\Damn you!\Stop flutterin' around up there, it ain't fair!\Get down here and fight like a man!\Don't get cocky, fly!\Storm Bringer!\Natsu! response:	It's no use, I don't have enough magic power.
context: And such force! I'd never think a wizard could punch like that!\Damn you!\Stop flutterin' around up there, it ain't fair!\Get down here and fight like a man!\Don't get cocky, fly!\Storm Bringer!\Natsu!\It's no use, I don't have enough magic power. response:	Hmph. Flames can't help him fly!
context: Damn you!\Stop flutterin' around up there, it ain't fair!\Get down here and fight like a man!\Don't get cocky, fly!\Storm Bringer!\Natsu!\It's no use, I don't have enough magic power.\Hmph. Flames can't help him fly! response:	Natsu!
context: Stop flutterin' around up there, it ain't fair!\Get down here and fight like a man!\Don't get cocky, fly!\Storm Bringer!\Natsu!\It's no use, I don't have enough magic power.\Hmph. Flames can't help him fly!\Natsu! response:	C-Crap!
context: Get down here and fight like a man!\Don't get cocky, fly!\Storm Bringer!\Natsu!\It's no use, I don't have enough magic power.\Hmph. Flames can't help him fly!\Natsu!\C-Crap! response:	This doesn't look good!
context: Don't get cocky, fly!\Storm Bringer!\Natsu!\It's no use, I don't have enough magic power.\Hmph. Flames can't help him fly!\Natsu!\C-Crap!\This doesn't look good! response:	What should I do...
context: Storm Bringer!\Natsu!\It's no use, I don't have enough magic power.\Hmph. Flames can't help him fly!\Natsu!\C-Crap!\This doesn't look good!\What should I do... response:	P-Pops?
context: Natsu!\It's no use, I don't have enough magic power.\Hmph. Flames can't help him fly!\Natsu!\C-Crap!\This doesn't look good!\What should I do...\P-Pops? response:	You're useless, man.
context: It's no use, I don't have enough magic power.\Hmph. Flames can't help him fly!\Natsu!\C-Crap!\This doesn't look good!\What should I do...\P-Pops?\You're useless, man. response:	Take a good look.
context: Hmph. Flames can't help him fly!\Natsu!\C-Crap!\This doesn't look good!\What should I do...\P-Pops?\You're useless, man.\Take a good look. response:	See?
context: Natsu!\C-Crap!\This doesn't look good!\What should I do...\P-Pops?\You're useless, man.\Take a good look.\See? response:	Whoa, awesome.
context: C-Crap!\This doesn't look good!\What should I do...\P-Pops?\You're useless, man.\Take a good look.\See?\Whoa, awesome. response:	It's called a Purple Flare.
context: This doesn't look good!\What should I do...\P-Pops?\You're useless, man.\Take a good look.\See?\Whoa, awesome.\It's called a Purple Flare. response:	It can do lots of things other than just burning stuff.
context: What should I do...\P-Pops?\You're useless, man.\Take a good look.\See?\Whoa, awesome.\It's called a Purple Flare.\It can do lots of things other than just burning stuff. response:	But mine just burns everything.
context: P-Pops?\You're useless, man.\Take a good look.\See?\Whoa, awesome.\It's called a Purple Flare.\It can do lots of things other than just burning stuff.\But mine just burns everything. response:	You can change the properties of the fire.
context: You're useless, man.\Take a good look.\See?\Whoa, awesome.\It's called a Purple Flare.\It can do lots of things other than just burning stuff.\But mine just burns everything.\You can change the properties of the fire. response:	If you wish it from your heart, the fire will respond naturally to your will.
context: Take a good look.\See?\Whoa, awesome.\It's called a Purple Flare.\It can do lots of things other than just burning stuff.\But mine just burns everything.\You can change the properties of the fire.\If you wish it from your heart, the fire will respond naturally to your will. response:	And if you do that then fire won't lose to water or wind...
context: See?\Whoa, awesome.\It's called a Purple Flare.\It can do lots of things other than just burning stuff.\But mine just burns everything.\You can change the properties of the fire.\If you wish it from your heart, the fire will respond naturally to your will.\And if you do that then fire won't lose to water or wind... response:	I don't get it.
context: Whoa, awesome.\It's called a Purple Flare.\It can do lots of things other than just burning stuff.\But mine just burns everything.\You can change the properties of the fire.\If you wish it from your heart, the fire will respond naturally to your will.\And if you do that then fire won't lose to water or wind...\I don't get it. response:	Natsu!
context: It's called a Purple Flare.\It can do lots of things other than just burning stuff.\But mine just burns everything.\You can change the properties of the fire.\If you wish it from your heart, the fire will respond naturally to your will.\And if you do that then fire won't lose to water or wind...\I don't get it.\Natsu! response:	That was close.
