context: I know this one! response:	This one, too!
context: Don't worry, I'll bring you sage souls without fail.\Who's there?!\Another vanquished soldier?\Train hard, then come back!\That's probably a Sacred Jewel Shard.\It's slight, but I definitely sense the presence of the Jewel.\But what an awful sage!\I have heard that unless a man renounces the world... response:	and becomes a hermit, one cannot become a sage.
context: Who's there?!\Another vanquished soldier?\Train hard, then come back!\That's probably a Sacred Jewel Shard.\It's slight, but I definitely sense the presence of the Jewel.\But what an awful sage!\I have heard that unless a man renounces the world...\and becomes a hermit, one cannot become a sage. response:	That's why these men cannot become sages.
context: Another vanquished soldier?\Train hard, then come back!\That's probably a Sacred Jewel Shard.\It's slight, but I definitely sense the presence of the Jewel.\But what an awful sage!\I have heard that unless a man renounces the world...\and becomes a hermit, one cannot become a sage.\That's why these men cannot become sages. response:	Poormen...
context: Train hard, then come back!\That's probably a Sacred Jewel Shard.\It's slight, but I definitely sense the presence of the Jewel.\But what an awful sage!\I have heard that unless a man renounces the world...\and becomes a hermit, one cannot become a sage.\That's why these men cannot become sages.\Poormen... response:	They're training, only to end up as nourishment for the demon tree.
context: That's probably a Sacred Jewel Shard.\It's slight, but I definitely sense the presence of the Jewel.\But what an awful sage!\I have heard that unless a man renounces the world...\and becomes a hermit, one cannot become a sage.\That's why these men cannot become sages.\Poormen...\They're training, only to end up as nourishment for the demon tree. response:	Those men turn deaf ears to me!
context: It's slight, but I definitely sense the presence of the Jewel.\But what an awful sage!\I have heard that unless a man renounces the world...\and becomes a hermit, one cannot become a sage.\That's why these men cannot become sages.\Poormen...\They're training, only to end up as nourishment for the demon tree.\Those men turn deaf ears to me! response:	Shall we talk to them, too?
context: But what an awful sage!\I have heard that unless a man renounces the world...\and becomes a hermit, one cannot become a sage.\That's why these men cannot become sages.\Poormen...\They're training, only to end up as nourishment for the demon tree.\Those men turn deaf ears to me!\Shall we talk to them, too? response:	No, it'll serve no purpose. There's no way out.
context: I have heard that unless a man renounces the world...\and becomes a hermit, one cannot become a sage.\That's why these men cannot become sages.\Poormen...\They're training, only to end up as nourishment for the demon tree.\Those men turn deaf ears to me!\Shall we talk to them, too?\No, it'll serve no purpose. There's no way out. response:	So it's useless.
context: and becomes a hermit, one cannot become a sage.\That's why these men cannot become sages.\Poormen...\They're training, only to end up as nourishment for the demon tree.\Those men turn deaf ears to me!\Shall we talk to them, too?\No, it'll serve no purpose. There's no way out.\So it's useless. response:	No! There must be a way! There has to be a way out!
context: That's why these men cannot become sages.\Poormen...\They're training, only to end up as nourishment for the demon tree.\Those men turn deaf ears to me!\Shall we talk to them, too?\No, it'll serve no purpose. There's no way out.\So it's useless.\No! There must be a way! There has to be a way out! response:	Inuyasha... please be well.
context: Poormen...\They're training, only to end up as nourishment for the demon tree.\Those men turn deaf ears to me!\Shall we talk to them, too?\No, it'll serve no purpose. There's no way out.\So it's useless.\No! There must be a way! There has to be a way out!\Inuyasha... please be well. response:	Damn! Damn! Damn!
context: They're training, only to end up as nourishment for the demon tree.\Those men turn deaf ears to me!\Shall we talk to them, too?\No, it'll serve no purpose. There's no way out.\So it's useless.\No! There must be a way! There has to be a way out!\Inuyasha... please be well.\Damn! Damn! Damn! response:	Damn! I can feel pain now.
context: Those men turn deaf ears to me!\Shall we talk to them, too?\No, it'll serve no purpose. There's no way out.\So it's useless.\No! There must be a way! There has to be a way out!\Inuyasha... please be well.\Damn! Damn! Damn!\Damn! I can feel pain now. response:	That's why I hate being mortal!
context: Shall we talk to them, too?\No, it'll serve no purpose. There's no way out.\So it's useless.\No! There must be a way! There has to be a way out!\Inuyasha... please be well.\Damn! Damn! Damn!\Damn! I can feel pain now.\That's why I hate being mortal! response:	How can I get out of here?!
context: No, it'll serve no purpose. There's no way out.\So it's useless.\No! There must be a way! There has to be a way out!\Inuyasha... please be well.\Damn! Damn! Damn!\Damn! I can feel pain now.\That's why I hate being mortal!\How can I get out of here?! response:	My sheathe!
context: So it's useless.\No! There must be a way! There has to be a way out!\Inuyasha... please be well.\Damn! Damn! Damn!\Damn! I can feel pain now.\That's why I hate being mortal!\How can I get out of here?!\My sheathe! response:	Is calling Tetsusaiga!
context: No! There must be a way! There has to be a way out!\Inuyasha... please be well.\Damn! Damn! Damn!\Damn! I can feel pain now.\That's why I hate being mortal!\How can I get out of here?!\My sheathe!\Is calling Tetsusaiga! response:	Tetsusaiga is close by!
context: Inuyasha... please be well.\Damn! Damn! Damn!\Damn! I can feel pain now.\That's why I hate being mortal!\How can I get out of here?!\My sheathe!\Is calling Tetsusaiga!\Tetsusaiga is close by! response:	All right, I may be saved yet!
context: Damn! Damn! Damn!\Damn! I can feel pain now.\That's why I hate being mortal!\How can I get out of here?!\My sheathe!\Is calling Tetsusaiga!\Tetsusaiga is close by!\All right, I may be saved yet! response:	Come! Tetsusaiga!
context: Damn! I can feel pain now.\That's why I hate being mortal!\How can I get out of here?!\My sheathe!\Is calling Tetsusaiga!\Tetsusaiga is close by!\All right, I may be saved yet!\Come! Tetsusaiga! response:	I guess I'll go back.
context: That's why I hate being mortal!\How can I get out of here?!\My sheathe!\Is calling Tetsusaiga!\Tetsusaiga is close by!\All right, I may be saved yet!\Come! Tetsusaiga!\I guess I'll go back. response:	Huh?!
context: How can I get out of here?!\My sheathe!\Is calling Tetsusaiga!\Tetsusaiga is close by!\All right, I may be saved yet!\Come! Tetsusaiga!\I guess I'll go back.\Huh?! response:	W-What?! That rusty sword!
context: My sheathe!\Is calling Tetsusaiga!\Tetsusaiga is close by!\All right, I may be saved yet!\Come! Tetsusaiga!\I guess I'll go back.\Huh?!\W-What?! That rusty sword! response:	That's it, that's it!
context: Is calling Tetsusaiga!\Tetsusaiga is close by!\All right, I may be saved yet!\Come! Tetsusaiga!\I guess I'll go back.\Huh?!\W-What?! That rusty sword!\That's it, that's it! response:	Good job!
context: Tetsusaiga is close by!\All right, I may be saved yet!\Come! Tetsusaiga!\I guess I'll go back.\Huh?!\W-What?! That rusty sword!\That's it, that's it!\Good job! response:	Now!
context: All right, I may be saved yet!\Come! Tetsusaiga!\I guess I'll go back.\Huh?!\W-What?! That rusty sword!\That's it, that's it!\Good job!\Now! response:	What?
context: Come! Tetsusaiga!\I guess I'll go back.\Huh?!\W-What?! That rusty sword!\That's it, that's it!\Good job!\Now!\What? response:	I hope you're prepared to die!
context: I guess I'll go back.\Huh?!\W-What?! That rusty sword!\That's it, that's it!\Good job!\Now!\What?\I hope you're prepared to die! response:	You're that demon kid!
context: Huh?!\W-What?! That rusty sword!\That's it, that's it!\Good job!\Now!\What?\I hope you're prepared to die!\You're that demon kid! response:	Of course! This is payback time!
context: W-What?! That rusty sword!\That's it, that's it!\Good job!\Now!\What?\I hope you're prepared to die!\You're that demon kid!\Of course! This is payback time! response:	Oww, that hurt.
context: That's it, that's it!\Good job!\Now!\What?\I hope you're prepared to die!\You're that demon kid!\Of course! This is payback time!\Oww, that hurt. response:	A Jewel Shard!
context: Good job!\Now!\What?\I hope you're prepared to die!\You're that demon kid!\Of course! This is payback time!\Oww, that hurt.\A Jewel Shard! response:	Why you...! You won't get away!
context: Now!\What?\I hope you're prepared to die!\You're that demon kid!\Of course! This is payback time!\Oww, that hurt.\A Jewel Shard!\Why you...! You won't get away! response:	Hey you... Where'd you get that?!
context: What?\I hope you're prepared to die!\You're that demon kid!\Of course! This is payback time!\Oww, that hurt.\A Jewel Shard!\Why you...! You won't get away!\Hey you... Where'd you get that?! response:	Couldn't possibly be!
context: I hope you're prepared to die!\You're that demon kid!\Of course! This is payback time!\Oww, that hurt.\A Jewel Shard!\Why you...! You won't get away!\Hey you... Where'd you get that?!\Couldn't possibly be! response:	Kid! You're the one who'd better be ready to die!
context: You're that demon kid!\Of course! This is payback time!\Oww, that hurt.\A Jewel Shard!\Why you...! You won't get away!\Hey you... Where'd you get that?!\Couldn't possibly be!\Kid! You're the one who'd better be ready to die! response:	C-Come!
context: Of course! This is payback time!\Oww, that hurt.\A Jewel Shard!\Why you...! You won't get away!\Hey you... Where'd you get that?!\Couldn't possibly be!\Kid! You're the one who'd better be ready to die!\C-Come! response:	The power of the Jewel Shard...
context: Oww, that hurt.\A Jewel Shard!\Why you...! You won't get away!\Hey you... Where'd you get that?!\Couldn't possibly be!\Kid! You're the one who'd better be ready to die!\C-Come!\The power of the Jewel Shard... response:	Perfect!
context: A Jewel Shard!\Why you...! You won't get away!\Hey you... Where'd you get that?!\Couldn't possibly be!\Kid! You're the one who'd better be ready to die!\C-Come!\The power of the Jewel Shard...\Perfect! response:	How... How can we get out of here?
context: Why you...! You won't get away!\Hey you... Where'd you get that?!\Couldn't possibly be!\Kid! You're the one who'd better be ready to die!\C-Come!\The power of the Jewel Shard...\Perfect!\How... How can we get out of here? response:	By now, Inuyasha is probably...
context: Hey you... Where'd you get that?!\Couldn't possibly be!\Kid! You're the one who'd better be ready to die!\C-Come!\The power of the Jewel Shard...\Perfect!\How... How can we get out of here?\By now, Inuyasha is probably... response:	Kagome, it's no good. There's no exit!
context: Couldn't possibly be!\Kid! You're the one who'd better be ready to die!\C-Come!\The power of the Jewel Shard...\Perfect!\How... How can we get out of here?\By now, Inuyasha is probably...\Kagome, it's no good. There's no exit! response:	No matter where we go, there are walls.
context: Kid! You're the one who'd better be ready to die!\C-Come!\The power of the Jewel Shard...\Perfect!\How... How can we get out of here?\By now, Inuyasha is probably...\Kagome, it's no good. There's no exit!\No matter where we go, there are walls. response:	That can't be!
context: C-Come!\The power of the Jewel Shard...\Perfect!\How... How can we get out of here?\By now, Inuyasha is probably...\Kagome, it's no good. There's no exit!\No matter where we go, there are walls.\That can't be! response:	It's useless.
context: The power of the Jewel Shard...\Perfect!\How... How can we get out of here?\By now, Inuyasha is probably...\Kagome, it's no good. There's no exit!\No matter where we go, there are walls.\That can't be!\It's useless. response:	It's either become a sage and get fed to the Tree of the Human-faced Fruit.
context: Perfect!\How... How can we get out of here?\By now, Inuyasha is probably...\Kagome, it's no good. There's no exit!\No matter where we go, there are walls.\That can't be!\It's useless.\It's either become a sage and get fed to the Tree of the Human-faced Fruit. response:	Or stay here and die.
context: How... How can we get out of here?\By now, Inuyasha is probably...\Kagome, it's no good. There's no exit!\No matter where we go, there are walls.\That can't be!\It's useless.\It's either become a sage and get fed to the Tree of the Human-faced Fruit.\Or stay here and die. response:	Those are the only two choices.
context: By now, Inuyasha is probably...\Kagome, it's no good. There's no exit!\No matter where we go, there are walls.\That can't be!\It's useless.\It's either become a sage and get fed to the Tree of the Human-faced Fruit.\Or stay here and die.\Those are the only two choices. response:	That's!
context: Kagome, it's no good. There's no exit!\No matter where we go, there are walls.\That can't be!\It's useless.\It's either become a sage and get fed to the Tree of the Human-faced Fruit.\Or stay here and die.\Those are the only two choices.\That's! response:	This is a place without dreams or hope!
context: No matter where we go, there are walls.\That can't be!\It's useless.\It's either become a sage and get fed to the Tree of the Human-faced Fruit.\Or stay here and die.\Those are the only two choices.\That's!\This is a place without dreams or hope! response:	Oh... if this is a dream, let me awaken!
context: That can't be!\It's useless.\It's either become a sage and get fed to the Tree of the Human-faced Fruit.\Or stay here and die.\Those are the only two choices.\That's!\This is a place without dreams or hope!\Oh... if this is a dream, let me awaken! response:	I can't stand this nightmare any longer!
context: It's useless.\It's either become a sage and get fed to the Tree of the Human-faced Fruit.\Or stay here and die.\Those are the only two choices.\That's!\This is a place without dreams or hope!\Oh... if this is a dream, let me awaken!\I can't stand this nightmare any longer! response:	This is a dream... just a dream!
context: It's either become a sage and get fed to the Tree of the Human-faced Fruit.\Or stay here and die.\Those are the only two choices.\That's!\This is a place without dreams or hope!\Oh... if this is a dream, let me awaken!\I can't stand this nightmare any longer!\This is a dream... just a dream! response:	Shippo, pinch me!
context: Or stay here and die.\Those are the only two choices.\That's!\This is a place without dreams or hope!\Oh... if this is a dream, let me awaken!\I can't stand this nightmare any longer!\This is a dream... just a dream!\Shippo, pinch me! response:	Owwee! It's not a dream!
context: Those are the only two choices.\That's!\This is a place without dreams or hope!\Oh... if this is a dream, let me awaken!\I can't stand this nightmare any longer!\This is a dream... just a dream!\Shippo, pinch me!\Owwee! It's not a dream! response:	Inuyasha, it's the new moon and you've turned into a mortal.
context: That's!\This is a place without dreams or hope!\Oh... if this is a dream, let me awaken!\I can't stand this nightmare any longer!\This is a dream... just a dream!\Shippo, pinch me!\Owwee! It's not a dream!\Inuyasha, it's the new moon and you've turned into a mortal. response:	There's no way you can beat that sage with creepy powers!
context: This is a place without dreams or hope!\Oh... if this is a dream, let me awaken!\I can't stand this nightmare any longer!\This is a dream... just a dream!\Shippo, pinch me!\Owwee! It's not a dream!\Inuyasha, it's the new moon and you've turned into a mortal.\There's no way you can beat that sage with creepy powers! response:	Huh?
context: Oh... if this is a dream, let me awaken!\I can't stand this nightmare any longer!\This is a dream... just a dream!\Shippo, pinch me!\Owwee! It's not a dream!\Inuyasha, it's the new moon and you've turned into a mortal.\There's no way you can beat that sage with creepy powers!\Huh? response:	You're sacrificing your life to save mine?
context: I can't stand this nightmare any longer!\This is a dream... just a dream!\Shippo, pinch me!\Owwee! It's not a dream!\Inuyasha, it's the new moon and you've turned into a mortal.\There's no way you can beat that sage with creepy powers!\Huh?\You're sacrificing your life to save mine? response:	Stupid! No, Inuyasha!
context: This is a dream... just a dream!\Shippo, pinch me!\Owwee! It's not a dream!\Inuyasha, it's the new moon and you've turned into a mortal.\There's no way you can beat that sage with creepy powers!\Huh?\You're sacrificing your life to save mine?\Stupid! No, Inuyasha! response:	Next on Inuyasha: Fateful Night in Togenkyo, Part II
context: Shippo, pinch me!\Owwee! It's not a dream!\Inuyasha, it's the new moon and you've turned into a mortal.\There's no way you can beat that sage with creepy powers!\Huh?\You're sacrificing your life to save mine?\Stupid! No, Inuyasha!\Next on Inuyasha: Fateful Night in Togenkyo, Part II response:	Daybreak! Hurry!
