context: The be-in... response:	Why not return it?
context: I feel privileged that you would take precious time out of your so-called magic education to visit me, Diana.\Diana and Andrew are so picturesque together.\They're both nobles. We live in different worlds.\Th-That's right! They go perfectly together with their nasty personalities.\Akko?!\Wh-What a surprise to see you here!\What is possibly going through your mind?\You're the worst! response:	Why are you here?
context: Diana and Andrew are so picturesque together.\They're both nobles. We live in different worlds.\Th-That's right! They go perfectly together with their nasty personalities.\Akko?!\Wh-What a surprise to see you here!\What is possibly going through your mind?\You're the worst!\Why are you here? response:	I don't recall inviting you.
context: They're both nobles. We live in different worlds.\Th-That's right! They go perfectly together with their nasty personalities.\Akko?!\Wh-What a surprise to see you here!\What is possibly going through your mind?\You're the worst!\Why are you here?\I don't recall inviting you. response:	Y-Yeah, because you didn't!
context: Th-That's right! They go perfectly together with their nasty personalities.\Akko?!\Wh-What a surprise to see you here!\What is possibly going through your mind?\You're the worst!\Why are you here?\I don't recall inviting you.\Y-Yeah, because you didn't! response:	Why would I even be considered?
context: Akko?!\Wh-What a surprise to see you here!\What is possibly going through your mind?\You're the worst!\Why are you here?\I don't recall inviting you.\Y-Yeah, because you didn't!\Why would I even be considered? response:	But the fact is that I'm already here!
context: Wh-What a surprise to see you here!\What is possibly going through your mind?\You're the worst!\Why are you here?\I don't recall inviting you.\Y-Yeah, because you didn't!\Why would I even be considered?\But the fact is that I'm already here! response:	That makes me a full-fledged guest of yours!
context: What is possibly going through your mind?\You're the worst!\Why are you here?\I don't recall inviting you.\Y-Yeah, because you didn't!\Why would I even be considered?\But the fact is that I'm already here!\That makes me a full-fledged guest of yours! response:	Just the sort of twisted logic I would expect from a witch.
context: You're the worst!\Why are you here?\I don't recall inviting you.\Y-Yeah, because you didn't!\Why would I even be considered?\But the fact is that I'm already here!\That makes me a full-fledged guest of yours!\Just the sort of twisted logic I would expect from a witch. response:	What was that?!
context: Why are you here?\I don't recall inviting you.\Y-Yeah, because you didn't!\Why would I even be considered?\But the fact is that I'm already here!\That makes me a full-fledged guest of yours!\Just the sort of twisted logic I would expect from a witch.\What was that?! response:	Regrettably, I must ask that you leave.
context: I don't recall inviting you.\Y-Yeah, because you didn't!\Why would I even be considered?\But the fact is that I'm already here!\That makes me a full-fledged guest of yours!\Just the sort of twisted logic I would expect from a witch.\What was that?!\Regrettably, I must ask that you leave. response:	You want to throw me out?!
context: Y-Yeah, because you didn't!\Why would I even be considered?\But the fact is that I'm already here!\That makes me a full-fledged guest of yours!\Just the sort of twisted logic I would expect from a witch.\What was that?!\Regrettably, I must ask that you leave.\You want to throw me out?! response:	Witches, outdated and phony as they are, have no place here.
context: Why would I even be considered?\But the fact is that I'm already here!\That makes me a full-fledged guest of yours!\Just the sort of twisted logic I would expect from a witch.\What was that?!\Regrettably, I must ask that you leave.\You want to throw me out?!\Witches, outdated and phony as they are, have no place here. response:	S-Sucy?
context: But the fact is that I'm already here!\That makes me a full-fledged guest of yours!\Just the sort of twisted logic I would expect from a witch.\What was that?!\Regrettably, I must ask that you leave.\You want to throw me out?!\Witches, outdated and phony as they are, have no place here.\S-Sucy? response:	Andrew, can you really call yourself a noble with that intolerant attitude of yours?
context: That makes me a full-fledged guest of yours!\Just the sort of twisted logic I would expect from a witch.\What was that?!\Regrettably, I must ask that you leave.\You want to throw me out?!\Witches, outdated and phony as they are, have no place here.\S-Sucy?\Andrew, can you really call yourself a noble with that intolerant attitude of yours? response:	Let it be, Andrew. What could be a more pleasant surprise than a visit from these witches?
context: Just the sort of twisted logic I would expect from a witch.\What was that?!\Regrettably, I must ask that you leave.\You want to throw me out?!\Witches, outdated and phony as they are, have no place here.\S-Sucy?\Andrew, can you really call yourself a noble with that intolerant attitude of yours?\Let it be, Andrew. What could be a more pleasant surprise than a visit from these witches? response:	Unfortunately, I hate surprises.
context: What was that?!\Regrettably, I must ask that you leave.\You want to throw me out?!\Witches, outdated and phony as they are, have no place here.\S-Sucy?\Andrew, can you really call yourself a noble with that intolerant attitude of yours?\Let it be, Andrew. What could be a more pleasant surprise than a visit from these witches?\Unfortunately, I hate surprises. response:	Andrew?
context: Regrettably, I must ask that you leave.\You want to throw me out?!\Witches, outdated and phony as they are, have no place here.\S-Sucy?\Andrew, can you really call yourself a noble with that intolerant attitude of yours?\Let it be, Andrew. What could be a more pleasant surprise than a visit from these witches?\Unfortunately, I hate surprises.\Andrew? response:	What's the matter?
context: You want to throw me out?!\Witches, outdated and phony as they are, have no place here.\S-Sucy?\Andrew, can you really call yourself a noble with that intolerant attitude of yours?\Let it be, Andrew. What could be a more pleasant surprise than a visit from these witches?\Unfortunately, I hate surprises.\Andrew?\What's the matter? response:	What's the matter?
context: Witches, outdated and phony as they are, have no place here.\S-Sucy?\Andrew, can you really call yourself a noble with that intolerant attitude of yours?\Let it be, Andrew. What could be a more pleasant surprise than a visit from these witches?\Unfortunately, I hate surprises.\Andrew?\What's the matter?\What's the matter? response:	What's the matter?
context: S-Sucy?\Andrew, can you really call yourself a noble with that intolerant attitude of yours?\Let it be, Andrew. What could be a more pleasant surprise than a visit from these witches?\Unfortunately, I hate surprises.\Andrew?\What's the matter?\What's the matter?\What's the matter? response:	What's the matter?
context: Andrew, can you really call yourself a noble with that intolerant attitude of yours?\Let it be, Andrew. What could be a more pleasant surprise than a visit from these witches?\Unfortunately, I hate surprises.\Andrew?\What's the matter?\What's the matter?\What's the matter?\What's the matter? response:	What's the matter?
context: Let it be, Andrew. What could be a more pleasant surprise than a visit from these witches?\Unfortunately, I hate surprises.\Andrew?\What's the matter?\What's the matter?\What's the matter?\What's the matter?\What's the matter? response:	What's the matter?
context: Unfortunately, I hate surprises.\Andrew?\What's the matter?\What's the matter?\What's the matter?\What's the matter?\What's the matter?\What's the matter? response:	Andrew?
context: Andrew?\What's the matter?\What's the matter?\What's the matter?\What's the matter?\What's the matter?\What's the matter?\Andrew? response:	There must have been something wrong with me. Why would I ever send you home?
context: What's the matter?\What's the matter?\What's the matter?\What's the matter?\What's the matter?\What's the matter?\Andrew?\There must have been something wrong with me. Why would I ever send you home? response:	Huh?
context: What's the matter?\What's the matter?\What's the matter?\What's the matter?\What's the matter?\Andrew?\There must have been something wrong with me. Why would I ever send you home?\Huh? response:	My thoughts have been in disarray. Ever since the moment I first laid eyes on you...
context: What's the matter?\What's the matter?\What's the matter?\What's the matter?\Andrew?\There must have been something wrong with me. Why would I ever send you home?\Huh?\My thoughts have been in disarray. Ever since the moment I first laid eyes on you... response:	You have been occupying a place in my heart.
context: What's the matter?\What's the matter?\What's the matter?\Andrew?\There must have been something wrong with me. Why would I ever send you home?\Huh?\My thoughts have been in disarray. Ever since the moment I first laid eyes on you...\You have been occupying a place in my heart. response:	Please let me be with you!
context: What's the matter?\What's the matter?\Andrew?\There must have been something wrong with me. Why would I ever send you home?\Huh?\My thoughts have been in disarray. Ever since the moment I first laid eyes on you...\You have been occupying a place in my heart.\Please let me be with you! response:	Forevermore.
context: What's the matter?\Andrew?\There must have been something wrong with me. Why would I ever send you home?\Huh?\My thoughts have been in disarray. Ever since the moment I first laid eyes on you...\You have been occupying a place in my heart.\Please let me be with you!\Forevermore. response:	N-No way...
context: Andrew?\There must have been something wrong with me. Why would I ever send you home?\Huh?\My thoughts have been in disarray. Ever since the moment I first laid eyes on you...\You have been occupying a place in my heart.\Please let me be with you!\Forevermore.\N-No way... response:	It can't be...
context: There must have been something wrong with me. Why would I ever send you home?\Huh?\My thoughts have been in disarray. Ever since the moment I first laid eyes on you...\You have been occupying a place in my heart.\Please let me be with you!\Forevermore.\N-No way...\It can't be... response:	This is...
context: Huh?\My thoughts have been in disarray. Ever since the moment I first laid eyes on you...\You have been occupying a place in my heart.\Please let me be with you!\Forevermore.\N-No way...\It can't be...\This is... response:	D-Don't tell me!
context: My thoughts have been in disarray. Ever since the moment I first laid eyes on you...\You have been occupying a place in my heart.\Please let me be with you!\Forevermore.\N-No way...\It can't be...\This is...\D-Don't tell me! response:	You used the lovelove bee?!
context: You have been occupying a place in my heart.\Please let me be with you!\Forevermore.\N-No way...\It can't be...\This is...\D-Don't tell me!\You used the lovelove bee?! response:	Well, you're the one who said we should try it on someone.
context: Please let me be with you!\Forevermore.\N-No way...\It can't be...\This is...\D-Don't tell me!\You used the lovelove bee?!\Well, you're the one who said we should try it on someone. response:	W-Wait up!
context: Forevermore.\N-No way...\It can't be...\This is...\D-Don't tell me!\You used the lovelove bee?!\Well, you're the one who said we should try it on someone.\W-Wait up! response:	Andrew's fallen head over heels.
context: N-No way...\It can't be...\This is...\D-Don't tell me!\You used the lovelove bee?!\Well, you're the one who said we should try it on someone.\W-Wait up!\Andrew's fallen head over heels. response:	This is a first.
context: It can't be...\This is...\D-Don't tell me!\You used the lovelove bee?!\Well, you're the one who said we should try it on someone.\W-Wait up!\Andrew's fallen head over heels.\This is a first. response:	C-Come back!
context: This is...\D-Don't tell me!\You used the lovelove bee?!\Well, you're the one who said we should try it on someone.\W-Wait up!\Andrew's fallen head over heels.\This is a first.\C-Come back! response:	Come back!
context: D-Don't tell me!\You used the lovelove bee?!\Well, you're the one who said we should try it on someone.\W-Wait up!\Andrew's fallen head over heels.\This is a first.\C-Come back!\Come back! response:	Sweetest young lady!
context: You used the lovelove bee?!\Well, you're the one who said we should try it on someone.\W-Wait up!\Andrew's fallen head over heels.\This is a first.\C-Come back!\Come back!\Sweetest young lady! response:	What is your name?
context: Well, you're the one who said we should try it on someone.\W-Wait up!\Andrew's fallen head over heels.\This is a first.\C-Come back!\Come back!\Sweetest young lady!\What is your name? response:	How may we refer to you?
context: W-Wait up!\Andrew's fallen head over heels.\This is a first.\C-Come back!\Come back!\Sweetest young lady!\What is your name?\How may we refer to you? response:	Um, I'm Lotte Jansson.
context: Andrew's fallen head over heels.\This is a first.\C-Come back!\Come back!\Sweetest young lady!\What is your name?\How may we refer to you?\Um, I'm Lotte Jansson. response:	Lotte Jansson!
context: This is a first.\C-Come back!\Come back!\Sweetest young lady!\What is your name?\How may we refer to you?\Um, I'm Lotte Jansson.\Lotte Jansson! response:	Lotte!
context: C-Come back!\Come back!\Sweetest young lady!\What is your name?\How may we refer to you?\Um, I'm Lotte Jansson.\Lotte Jansson!\Lotte! response:	Tell me about yourself!
context: Come back!\Sweetest young lady!\What is your name?\How may we refer to you?\Um, I'm Lotte Jansson.\Lotte Jansson!\Lotte!\Tell me about yourself! response:	I-I don't think I'm a particularly interesting person.
context: Sweetest young lady!\What is your name?\How may we refer to you?\Um, I'm Lotte Jansson.\Lotte Jansson!\Lotte!\Tell me about yourself!\I-I don't think I'm a particularly interesting person. response:	Your hobbies are?
context: What is your name?\How may we refer to you?\Um, I'm Lotte Jansson.\Lotte Jansson!\Lotte!\Tell me about yourself!\I-I don't think I'm a particularly interesting person.\Your hobbies are? response:	Are you betrothed?
context: How may we refer to you?\Um, I'm Lotte Jansson.\Lotte Jansson!\Lotte!\Tell me about yourself!\I-I don't think I'm a particularly interesting person.\Your hobbies are?\Are you betrothed? response:	Give me your hand!
context: Um, I'm Lotte Jansson.\Lotte Jansson!\Lotte!\Tell me about yourself!\I-I don't think I'm a particularly interesting person.\Your hobbies are?\Are you betrothed?\Give me your hand! response:	I love you, Lotte!
context: Lotte Jansson!\Lotte!\Tell me about yourself!\I-I don't think I'm a particularly interesting person.\Your hobbies are?\Are you betrothed?\Give me your hand!\I love you, Lotte! response:	There it is!
context: Lotte!\Tell me about yourself!\I-I don't think I'm a particularly interesting person.\Your hobbies are?\Are you betrothed?\Give me your hand!\I love you, Lotte!\There it is! response:	Diana, I'm coming too!
context: Tell me about yourself!\I-I don't think I'm a particularly interesting person.\Your hobbies are?\Are you betrothed?\Give me your hand!\I love you, Lotte!\There it is!\Diana, I'm coming too! response:	May I have this dance, Akko?
context: I-I don't think I'm a particularly interesting person.\Your hobbies are?\Are you betrothed?\Give me your hand!\I love you, Lotte!\There it is!\Diana, I'm coming too!\May I have this dance, Akko? response:	Y-You must be joking.
context: Your hobbies are?\Are you betrothed?\Give me your hand!\I love you, Lotte!\There it is!\Diana, I'm coming too!\May I have this dance, Akko?\Y-You must be joking. response:	Profess your love, with lips so fine.
context: Are you betrothed?\Give me your hand!\I love you, Lotte!\There it is!\Diana, I'm coming too!\May I have this dance, Akko?\Y-You must be joking.\Profess your love, with lips so fine. response:	You've lit my fire, you must be mine.
context: Give me your hand!\I love you, Lotte!\There it is!\Diana, I'm coming too!\May I have this dance, Akko?\Y-You must be joking.\Profess your love, with lips so fine.\You've lit my fire, you must be mine. response:	Get away from me!
context: I love you, Lotte!\There it is!\Diana, I'm coming too!\May I have this dance, Akko?\Y-You must be joking.\Profess your love, with lips so fine.\You've lit my fire, you must be mine.\Get away from me! response:	Sucy, do something about this!
context: There it is!\Diana, I'm coming too!\May I have this dance, Akko?\Y-You must be joking.\Profess your love, with lips so fine.\You've lit my fire, you must be mine.\Get away from me!\Sucy, do something about this! response:	There's nothing in the world better than toying with you, Akko.
context: Diana, I'm coming too!\May I have this dance, Akko?\Y-You must be joking.\Profess your love, with lips so fine.\You've lit my fire, you must be mine.\Get away from me!\Sucy, do something about this!\There's nothing in the world better than toying with you, Akko. response:	You idiot!
context: May I have this dance, Akko?\Y-You must be joking.\Profess your love, with lips so fine.\You've lit my fire, you must be mine.\Get away from me!\Sucy, do something about this!\There's nothing in the world better than toying with you, Akko.\You idiot! response:	Please wait, Akko!
context: Y-You must be joking.\Profess your love, with lips so fine.\You've lit my fire, you must be mine.\Get away from me!\Sucy, do something about this!\There's nothing in the world better than toying with you, Akko.\You idiot!\Please wait, Akko! response:	Akko!
context: Profess your love, with lips so fine.\You've lit my fire, you must be mine.\Get away from me!\Sucy, do something about this!\There's nothing in the world better than toying with you, Akko.\You idiot!\Please wait, Akko!\Akko! response:	Little Witch Academia
context: You've lit my fire, you must be mine.\Get away from me!\Sucy, do something about this!\There's nothing in the world better than toying with you, Akko.\You idiot!\Please wait, Akko!\Akko!\Little Witch Academia response:	Little Witch Academia
context: Get away from me!\Sucy, do something about this!\There's nothing in the world better than toying with you, Akko.\You idiot!\Please wait, Akko!\Akko!\Little Witch Academia\Little Witch Academia response:	I must find relief from this pounding in my chest.
context: Sucy, do something about this!\There's nothing in the world better than toying with you, Akko.\You idiot!\Please wait, Akko!\Akko!\Little Witch Academia\Little Witch Academia\I must find relief from this pounding in my chest. response:	What do we do?
context: There's nothing in the world better than toying with you, Akko.\You idiot!\Please wait, Akko!\Akko!\Little Witch Academia\Little Witch Academia\I must find relief from this pounding in my chest.\What do we do? response:	Why not enjoy it?
context: You idiot!\Please wait, Akko!\Akko!\Little Witch Academia\Little Witch Academia\I must find relief from this pounding in my chest.\What do we do?\Why not enjoy it? response:	This is the first time you've ever been desired.
context: Please wait, Akko!\Akko!\Little Witch Academia\Little Witch Academia\I must find relief from this pounding in my chest.\What do we do?\Why not enjoy it?\This is the first time you've ever been desired. response:	Oh yeah, it is the first time!
context: Akko!\Little Witch Academia\Little Witch Academia\I must find relief from this pounding in my chest.\What do we do?\Why not enjoy it?\This is the first time you've ever been desired.\Oh yeah, it is the first time! response:	And it's likely the last as well.
context: Little Witch Academia\Little Witch Academia\I must find relief from this pounding in my chest.\What do we do?\Why not enjoy it?\This is the first time you've ever been desired.\Oh yeah, it is the first time!\And it's likely the last as well. response:	True, I'll probably never
context: Little Witch Academia\I must find relief from this pounding in my chest.\What do we do?\Why not enjoy it?\This is the first time you've ever been desired.\Oh yeah, it is the first time!\And it's likely the last as well.\True, I'll probably never response:	Hey, that's not the issue here!
context: I must find relief from this pounding in my chest.\What do we do?\Why not enjoy it?\This is the first time you've ever been desired.\Oh yeah, it is the first time!\And it's likely the last as well.\True, I'll probably never\Hey, that's not the issue here! response:	We've only got another hour until the Cinderella set's magic wears off!
context: What do we do?\Why not enjoy it?\This is the first time you've ever been desired.\Oh yeah, it is the first time!\And it's likely the last as well.\True, I'll probably never\Hey, that's not the issue here!\We've only got another hour until the Cinderella set's magic wears off! response:	If you squish the lovelove bee with this, you can probably break its spell.
context: Why not enjoy it?\This is the first time you've ever been desired.\Oh yeah, it is the first time!\And it's likely the last as well.\True, I'll probably never\Hey, that's not the issue here!\We've only got another hour until the Cinderella set's magic wears off!\If you squish the lovelove bee with this, you can probably break its spell. response:	So I've just gotta squish it with this!
context: This is the first time you've ever been desired.\Oh yeah, it is the first time!\And it's likely the last as well.\True, I'll probably never\Hey, that's not the issue here!\We've only got another hour until the Cinderella set's magic wears off!\If you squish the lovelove bee with this, you can probably break its spell.\So I've just gotta squish it with this! response:	There's no mistake.
context: Oh yeah, it is the first time!\And it's likely the last as well.\True, I'll probably never\Hey, that's not the issue here!\We've only got another hour until the Cinderella set's magic wears off!\If you squish the lovelove bee with this, you can probably break its spell.\So I've just gotta squish it with this!\There's no mistake. response:	That was a lovelove bee.
context: And it's likely the last as well.\True, I'll probably never\Hey, that's not the issue here!\We've only got another hour until the Cinderella set's magic wears off!\If you squish the lovelove bee with this, you can probably break its spell.\So I've just gotta squish it with this!\There's no mistake.\That was a lovelove bee. response:	Where'd it go?
context: True, I'll probably never\Hey, that's not the issue here!\We've only got another hour until the Cinderella set's magic wears off!\If you squish the lovelove bee with this, you can probably break its spell.\So I've just gotta squish it with this!\There's no mistake.\That was a lovelove bee.\Where'd it go? response:	Diana!
context: Hey, that's not the issue here!\We've only got another hour until the Cinderella set's magic wears off!\If you squish the lovelove bee with this, you can probably break its spell.\So I've just gotta squish it with this!\There's no mistake.\That was a lovelove bee.\Where'd it go?\Diana! response:	Have you seen a bee? A weird-looking one.
context: We've only got another hour until the Cinderella set's magic wears off!\If you squish the lovelove bee with this, you can probably break its spell.\So I've just gotta squish it with this!\There's no mistake.\That was a lovelove bee.\Where'd it go?\Diana!\Have you seen a bee? A weird-looking one. response:	Diana.
context: If you squish the lovelove bee with this, you can probably break its spell.\So I've just gotta squish it with this!\There's no mistake.\That was a lovelove bee.\Where'd it go?\Diana!\Have you seen a bee? A weird-looking one.\Diana. response:	Akko...
context: So I've just gotta squish it with this!\There's no mistake.\That was a lovelove bee.\Where'd it go?\Diana!\Have you seen a bee? A weird-looking one.\Diana.\Akko... response:	How could I have ever been so cold to you up until now?
context: There's no mistake.\That was a lovelove bee.\Where'd it go?\Diana!\Have you seen a bee? A weird-looking one.\Diana.\Akko...\How could I have ever been so cold to you up until now? response:	No, look what you've made me say!
context: That was a lovelove bee.\Where'd it go?\Diana!\Have you seen a bee? A weird-looking one.\Diana.\Akko...\How could I have ever been so cold to you up until now?\No, look what you've made me say! response:	Andrew.
context: Where'd it go?\Diana!\Have you seen a bee? A weird-looking one.\Diana.\Akko...\How could I have ever been so cold to you up until now?\No, look what you've made me say!\Andrew. response:	It seems you opened our gates to witches of Luna Nova.
context: Diana!\Have you seen a bee? A weird-looking one.\Diana.\Akko...\How could I have ever been so cold to you up until now?\No, look what you've made me say!\Andrew.\It seems you opened our gates to witches of Luna Nova. response:	Yes.
context: Have you seen a bee? A weird-looking one.\Diana.\Akko...\How could I have ever been so cold to you up until now?\No, look what you've made me say!\Andrew.\It seems you opened our gates to witches of Luna Nova.\Yes. response:	Are you aware of my antipathy towards witches?
context: Diana.\Akko...\How could I have ever been so cold to you up until now?\No, look what you've made me say!\Andrew.\It seems you opened our gates to witches of Luna Nova.\Yes.\Are you aware of my antipathy towards witches? response:	Witches and magic are the evil relics of a bygone era.
context: Akko...\How could I have ever been so cold to you up until now?\No, look what you've made me say!\Andrew.\It seems you opened our gates to witches of Luna Nova.\Yes.\Are you aware of my antipathy towards witches?\Witches and magic are the evil relics of a bygone era. response:	We statesmen must be the ones to consolidate power for our nation.
context: How could I have ever been so cold to you up until now?\No, look what you've made me say!\Andrew.\It seems you opened our gates to witches of Luna Nova.\Yes.\Are you aware of my antipathy towards witches?\Witches and magic are the evil relics of a bygone era.\We statesmen must be the ones to consolidate power for our nation. response:	Witches are without use.
context: No, look what you've made me say!\Andrew.\It seems you opened our gates to witches of Luna Nova.\Yes.\Are you aware of my antipathy towards witches?\Witches and magic are the evil relics of a bygone era.\We statesmen must be the ones to consolidate power for our nation.\Witches are without use. response:	You're saying we must abandon their dying breed?
context: Andrew.\It seems you opened our gates to witches of Luna Nova.\Yes.\Are you aware of my antipathy towards witches?\Witches and magic are the evil relics of a bygone era.\We statesmen must be the ones to consolidate power for our nation.\Witches are without use.\You're saying we must abandon their dying breed? response:	That's politics. You have a bad habit of getting engrossed in useless things.
context: It seems you opened our gates to witches of Luna Nova.\Yes.\Are you aware of my antipathy towards witches?\Witches and magic are the evil relics of a bygone era.\We statesmen must be the ones to consolidate power for our nation.\Witches are without use.\You're saying we must abandon their dying breed?\That's politics. You have a bad habit of getting engrossed in useless things. response:	I recall you wishing to play the piano as a child.
context: Yes.\Are you aware of my antipathy towards witches?\Witches and magic are the evil relics of a bygone era.\We statesmen must be the ones to consolidate power for our nation.\Witches are without use.\You're saying we must abandon their dying breed?\That's politics. You have a bad habit of getting engrossed in useless things.\I recall you wishing to play the piano as a child. response:	Yes, as a matter of course. You are to become a leader of this country.
context: Are you aware of my antipathy towards witches?\Witches and magic are the evil relics of a bygone era.\We statesmen must be the ones to consolidate power for our nation.\Witches are without use.\You're saying we must abandon their dying breed?\That's politics. You have a bad habit of getting engrossed in useless things.\I recall you wishing to play the piano as a child.\Yes, as a matter of course. You are to become a leader of this country. response:	You have no need for effeminate music-making.
context: Witches and magic are the evil relics of a bygone era.\We statesmen must be the ones to consolidate power for our nation.\Witches are without use.\You're saying we must abandon their dying breed?\That's politics. You have a bad habit of getting engrossed in useless things.\I recall you wishing to play the piano as a child.\Yes, as a matter of course. You are to become a leader of this country.\You have no need for effeminate music-making. response:	Remove the witches. Are we clear?
context: We statesmen must be the ones to consolidate power for our nation.\Witches are without use.\You're saying we must abandon their dying breed?\That's politics. You have a bad habit of getting engrossed in useless things.\I recall you wishing to play the piano as a child.\Yes, as a matter of course. You are to become a leader of this country.\You have no need for effeminate music-making.\Remove the witches. Are we clear? response:	Wanna remove this witch here?
context: Witches are without use.\You're saying we must abandon their dying breed?\That's politics. You have a bad habit of getting engrossed in useless things.\I recall you wishing to play the piano as a child.\Yes, as a matter of course. You are to become a leader of this country.\You have no need for effeminate music-making.\Remove the witches. Are we clear?\Wanna remove this witch here? response:	Just like you threw piano out from your life.
context: You're saying we must abandon their dying breed?\That's politics. You have a bad habit of getting engrossed in useless things.\I recall you wishing to play the piano as a child.\Yes, as a matter of course. You are to become a leader of this country.\You have no need for effeminate music-making.\Remove the witches. Are we clear?\Wanna remove this witch here?\Just like you threw piano out from your life. response:	I had no idea you were so spineless. You're nothing but your father's puppet.
context: That's politics. You have a bad habit of getting engrossed in useless things.\I recall you wishing to play the piano as a child.\Yes, as a matter of course. You are to become a leader of this country.\You have no need for effeminate music-making.\Remove the witches. Are we clear?\Wanna remove this witch here?\Just like you threw piano out from your life.\I had no idea you were so spineless. You're nothing but your father's puppet. response:	I highly respect my father.
context: I recall you wishing to play the piano as a child.\Yes, as a matter of course. You are to become a leader of this country.\You have no need for effeminate music-making.\Remove the witches. Are we clear?\Wanna remove this witch here?\Just like you threw piano out from your life.\I had no idea you were so spineless. You're nothing but your father's puppet.\I highly respect my father. response:	He is an outstanding Minister of State as well as head of our family.
context: Yes, as a matter of course. You are to become a leader of this country.\You have no need for effeminate music-making.\Remove the witches. Are we clear?\Wanna remove this witch here?\Just like you threw piano out from your life.\I had no idea you were so spineless. You're nothing but your father's puppet.\I highly respect my father.\He is an outstanding Minister of State as well as head of our family. response:	I have a duty to succeed my father as a statesman.
context: You have no need for effeminate music-making.\Remove the witches. Are we clear?\Wanna remove this witch here?\Just like you threw piano out from your life.\I had no idea you were so spineless. You're nothing but your father's puppet.\I highly respect my father.\He is an outstanding Minister of State as well as head of our family.\I have a duty to succeed my father as a statesman. response:	Really, a duty? Don't you have any dreams?
context: Remove the witches. Are we clear?\Wanna remove this witch here?\Just like you threw piano out from your life.\I had no idea you were so spineless. You're nothing but your father's puppet.\I highly respect my father.\He is an outstanding Minister of State as well as head of our family.\I have a duty to succeed my father as a statesman.\Really, a duty? Don't you have any dreams? response:	A dream you found on your own.
context: Wanna remove this witch here?\Just like you threw piano out from your life.\I had no idea you were so spineless. You're nothing but your father's puppet.\I highly respect my father.\He is an outstanding Minister of State as well as head of our family.\I have a duty to succeed my father as a statesman.\Really, a duty? Don't you have any dreams?\A dream you found on your own. response:	You couldn't possibly understand.
context: Just like you threw piano out from your life.\I had no idea you were so spineless. You're nothing but your father's puppet.\I highly respect my father.\He is an outstanding Minister of State as well as head of our family.\I have a duty to succeed my father as a statesman.\Really, a duty? Don't you have any dreams?\A dream you found on your own.\You couldn't possibly understand. response:	There are those chosen by fate who must bear the duty of a proud lineage.
context: I had no idea you were so spineless. You're nothing but your father's puppet.\I highly respect my father.\He is an outstanding Minister of State as well as head of our family.\I have a duty to succeed my father as a statesman.\Really, a duty? Don't you have any dreams?\A dream you found on your own.\You couldn't possibly understand.\There are those chosen by fate who must bear the duty of a proud lineage. response:	I'm no noble, and I'm not rich either!
context: I highly respect my father.\He is an outstanding Minister of State as well as head of our family.\I have a duty to succeed my father as a statesman.\Really, a duty? Don't you have any dreams?\A dream you found on your own.\You couldn't possibly understand.\There are those chosen by fate who must bear the duty of a proud lineage.\I'm no noble, and I'm not rich either! response:	But I have a dream!
context: He is an outstanding Minister of State as well as head of our family.\I have a duty to succeed my father as a statesman.\Really, a duty? Don't you have any dreams?\A dream you found on your own.\You couldn't possibly understand.\There are those chosen by fate who must bear the duty of a proud lineage.\I'm no noble, and I'm not rich either!\But I have a dream! response:	I want to be a brilliant witch!
context: I have a duty to succeed my father as a statesman.\Really, a duty? Don't you have any dreams?\A dream you found on your own.\You couldn't possibly understand.\There are those chosen by fate who must bear the duty of a proud lineage.\I'm no noble, and I'm not rich either!\But I have a dream!\I want to be a brilliant witch! response:	I'll be the next Shiny Chariot!
context: Really, a duty? Don't you have any dreams?\A dream you found on your own.\You couldn't possibly understand.\There are those chosen by fate who must bear the duty of a proud lineage.\I'm no noble, and I'm not rich either!\But I have a dream!\I want to be a brilliant witch!\I'll be the next Shiny Chariot! response:	I may just be a little witch right now, but I have fun every day chasing my dream!
context: A dream you found on your own.\You couldn't possibly understand.\There are those chosen by fate who must bear the duty of a proud lineage.\I'm no noble, and I'm not rich either!\But I have a dream!\I want to be a brilliant witch!\I'll be the next Shiny Chariot!\I may just be a little witch right now, but I have fun every day chasing my dream! response:	Just imagining Chariot's smile is enough to fill my whole world with rainbows!
context: You couldn't possibly understand.\There are those chosen by fate who must bear the duty of a proud lineage.\I'm no noble, and I'm not rich either!\But I have a dream!\I want to be a brilliant witch!\I'll be the next Shiny Chariot!\I may just be a little witch right now, but I have fun every day chasing my dream!\Just imagining Chariot's smile is enough to fill my whole world with rainbows! response:	Not like a certain someone would understand.
context: There are those chosen by fate who must bear the duty of a proud lineage.\I'm no noble, and I'm not rich either!\But I have a dream!\I want to be a brilliant witch!\I'll be the next Shiny Chariot!\I may just be a little witch right now, but I have fun every day chasing my dream!\Just imagining Chariot's smile is enough to fill my whole world with rainbows!\Not like a certain someone would understand. response:	What's with the smirk? Are you looking down on me?
context: I'm no noble, and I'm not rich either!\But I have a dream!\I want to be a brilliant witch!\I'll be the next Shiny Chariot!\I may just be a little witch right now, but I have fun every day chasing my dream!\Just imagining Chariot's smile is enough to fill my whole world with rainbows!\Not like a certain someone would understand.\What's with the smirk? Are you looking down on me? response:	You are truly bewitching.
context: But I have a dream!\I want to be a brilliant witch!\I'll be the next Shiny Chariot!\I may just be a little witch right now, but I have fun every day chasing my dream!\Just imagining Chariot's smile is enough to fill my whole world with rainbows!\Not like a certain someone would understand.\What's with the smirk? Are you looking down on me?\You are truly bewitching. response:	Th-That's not how you really feel. It's just because you were stung by that magic bee.
