context: Hey, Kanna-san, Kanna-san. response:	Want to come play at my place next time?
context: Now that you mention it...\Even if she were a demon,\it would cause trouble for her to be summoned when she wasn't needed.\Even after summoning her,\you can't take her with you to elementary school,\so there's no point in her staying in this home.\Everything you say is right.\Hey... response:	Well, Lucoa, I'm sorry.
context: Even if she were a demon,\it would cause trouble for her to be summoned when she wasn't needed.\Even after summoning her,\you can't take her with you to elementary school,\so there's no point in her staying in this home.\Everything you say is right.\Hey...\Well, Lucoa, I'm sorry. response:	Isn't this implying I should leave?
context: it would cause trouble for her to be summoned when she wasn't needed.\Even after summoning her,\you can't take her with you to elementary school,\so there's no point in her staying in this home.\Everything you say is right.\Hey...\Well, Lucoa, I'm sorry.\Isn't this implying I should leave? response:	No, I don't want to go home!
context: Even after summoning her,\you can't take her with you to elementary school,\so there's no point in her staying in this home.\Everything you say is right.\Hey...\Well, Lucoa, I'm sorry.\Isn't this implying I should leave?\No, I don't want to go home! response:	You don't?
context: you can't take her with you to elementary school,\so there's no point in her staying in this home.\Everything you say is right.\Hey...\Well, Lucoa, I'm sorry.\Isn't this implying I should leave?\No, I don't want to go home!\You don't? response:	But you can't just stay here doing nothing, right?
context: so there's no point in her staying in this home.\Everything you say is right.\Hey...\Well, Lucoa, I'm sorry.\Isn't this implying I should leave?\No, I don't want to go home!\You don't?\But you can't just stay here doing nothing, right? response:	Even I'm working as a splendid maid to help Miss Kobayashi.
context: Everything you say is right.\Hey...\Well, Lucoa, I'm sorry.\Isn't this implying I should leave?\No, I don't want to go home!\You don't?\But you can't just stay here doing nothing, right?\Even I'm working as a splendid maid to help Miss Kobayashi. response:	Huh? You are?
context: Hey...\Well, Lucoa, I'm sorry.\Isn't this implying I should leave?\No, I don't want to go home!\You don't?\But you can't just stay here doing nothing, right?\Even I'm working as a splendid maid to help Miss Kobayashi.\Huh? You are? response:	That's mean!
context: Well, Lucoa, I'm sorry.\Isn't this implying I should leave?\No, I don't want to go home!\You don't?\But you can't just stay here doing nothing, right?\Even I'm working as a splendid maid to help Miss Kobayashi.\Huh? You are?\That's mean! response:	My mother handles all the housework.
context: Isn't this implying I should leave?\No, I don't want to go home!\You don't?\But you can't just stay here doing nothing, right?\Even I'm working as a splendid maid to help Miss Kobayashi.\Huh? You are?\That's mean!\My mother handles all the housework. response:	In other words, you're saying I need to do something for Shouta in order to stay here?
context: No, I don't want to go home!\You don't?\But you can't just stay here doing nothing, right?\Even I'm working as a splendid maid to help Miss Kobayashi.\Huh? You are?\That's mean!\My mother handles all the housework.\In other words, you're saying I need to do something for Shouta in order to stay here? response:	How about more gold than you can ever use?
context: You don't?\But you can't just stay here doing nothing, right?\Even I'm working as a splendid maid to help Miss Kobayashi.\Huh? You are?\That's mean!\My mother handles all the housework.\In other words, you're saying I need to do something for Shouta in order to stay here?\How about more gold than you can ever use? response:	Don't need it, because Father can use alchemy.
context: But you can't just stay here doing nothing, right?\Even I'm working as a splendid maid to help Miss Kobayashi.\Huh? You are?\That's mean!\My mother handles all the housework.\In other words, you're saying I need to do something for Shouta in order to stay here?\How about more gold than you can ever use?\Don't need it, because Father can use alchemy. response:	I could teach you agricultural technology?
context: Even I'm working as a splendid maid to help Miss Kobayashi.\Huh? You are?\That's mean!\My mother handles all the housework.\In other words, you're saying I need to do something for Shouta in order to stay here?\How about more gold than you can ever use?\Don't need it, because Father can use alchemy.\I could teach you agricultural technology? response:	I don't want to be a farmer.
context: Huh? You are?\That's mean!\My mother handles all the housework.\In other words, you're saying I need to do something for Shouta in order to stay here?\How about more gold than you can ever use?\Don't need it, because Father can use alchemy.\I could teach you agricultural technology?\I don't want to be a farmer. response:	How about strong charisma?
context: That's mean!\My mother handles all the housework.\In other words, you're saying I need to do something for Shouta in order to stay here?\How about more gold than you can ever use?\Don't need it, because Father can use alchemy.\I could teach you agricultural technology?\I don't want to be a farmer.\How about strong charisma? response:	That would just cause more problems if I had it now.
context: My mother handles all the housework.\In other words, you're saying I need to do something for Shouta in order to stay here?\How about more gold than you can ever use?\Don't need it, because Father can use alchemy.\I could teach you agricultural technology?\I don't want to be a farmer.\How about strong charisma?\That would just cause more problems if I had it now. response:	Then how about vast magical power?
context: In other words, you're saying I need to do something for Shouta in order to stay here?\How about more gold than you can ever use?\Don't need it, because Father can use alchemy.\I could teach you agricultural technology?\I don't want to be a farmer.\How about strong charisma?\That would just cause more problems if I had it now.\Then how about vast magical power? response:	Hmm, that's kind of appealing.
context: How about more gold than you can ever use?\Don't need it, because Father can use alchemy.\I could teach you agricultural technology?\I don't want to be a farmer.\How about strong charisma?\That would just cause more problems if I had it now.\Then how about vast magical power?\Hmm, that's kind of appealing. response:	Then it's settled.
context: Don't need it, because Father can use alchemy.\I could teach you agricultural technology?\I don't want to be a farmer.\How about strong charisma?\That would just cause more problems if I had it now.\Then how about vast magical power?\Hmm, that's kind of appealing.\Then it's settled. response:	But I don't need it.
context: I could teach you agricultural technology?\I don't want to be a farmer.\How about strong charisma?\That would just cause more problems if I had it now.\Then how about vast magical power?\Hmm, that's kind of appealing.\Then it's settled.\But I don't need it. response:	Huh? Why not?
context: I don't want to be a farmer.\How about strong charisma?\That would just cause more problems if I had it now.\Then how about vast magical power?\Hmm, that's kind of appealing.\Then it's settled.\But I don't need it.\Huh? Why not? response:	I don't think there's much point if you don't work hard to earn that for yourself.
context: How about strong charisma?\That would just cause more problems if I had it now.\Then how about vast magical power?\Hmm, that's kind of appealing.\Then it's settled.\But I don't need it.\Huh? Why not?\I don't think there's much point if you don't work hard to earn that for yourself. response:	Huh?!
context: That would just cause more problems if I had it now.\Then how about vast magical power?\Hmm, that's kind of appealing.\Then it's settled.\But I don't need it.\Huh? Why not?\I don't think there's much point if you don't work hard to earn that for yourself.\Huh?! response:	Useless
context: Then how about vast magical power?\Hmm, that's kind of appealing.\Then it's settled.\But I don't need it.\Huh? Why not?\I don't think there's much point if you don't work hard to earn that for yourself.\Huh?!\Useless response:	Shouta-kun's level-headed.
context: Hmm, that's kind of appealing.\Then it's settled.\But I don't need it.\Huh? Why not?\I don't think there's much point if you don't work hard to earn that for yourself.\Huh?!\Useless\Shouta-kun's level-headed. response:	Miss Lucoa, I don't think you'll be much help to him.
context: Then it's settled.\But I don't need it.\Huh? Why not?\I don't think there's much point if you don't work hard to earn that for yourself.\Huh?!\Useless\Shouta-kun's level-headed.\Miss Lucoa, I don't think you'll be much help to him. response:	Then this is all I have left...
context: But I don't need it.\Huh? Why not?\I don't think there's much point if you don't work hard to earn that for yourself.\Huh?!\Useless\Shouta-kun's level-headed.\Miss Lucoa, I don't think you'll be much help to him.\Then this is all I have left... response:	My body.
context: Huh? Why not?\I don't think there's much point if you don't work hard to earn that for yourself.\Huh?!\Useless\Shouta-kun's level-headed.\Miss Lucoa, I don't think you'll be much help to him.\Then this is all I have left...\My body. response:	You really are a demonic succubus!
context: I don't think there's much point if you don't work hard to earn that for yourself.\Huh?!\Useless\Shouta-kun's level-headed.\Miss Lucoa, I don't think you'll be much help to him.\Then this is all I have left...\My body.\You really are a demonic succubus! response:	Huh? Huh?!
context: Huh?!\Useless\Shouta-kun's level-headed.\Miss Lucoa, I don't think you'll be much help to him.\Then this is all I have left...\My body.\You really are a demonic succubus!\Huh? Huh?! response:	You tied your own noose.
context: Useless\Shouta-kun's level-headed.\Miss Lucoa, I don't think you'll be much help to him.\Then this is all I have left...\My body.\You really are a demonic succubus!\Huh? Huh?!\You tied your own noose. response:	Man, it's novel seeing Lucoa-san getting flustered.
context: Shouta-kun's level-headed.\Miss Lucoa, I don't think you'll be much help to him.\Then this is all I have left...\My body.\You really are a demonic succubus!\Huh? Huh?!\You tied your own noose.\Man, it's novel seeing Lucoa-san getting flustered. response:	At this rate she'll be treated as a succubus for a while.
context: Miss Lucoa, I don't think you'll be much help to him.\Then this is all I have left...\My body.\You really are a demonic succubus!\Huh? Huh?!\You tied your own noose.\Man, it's novel seeing Lucoa-san getting flustered.\At this rate she'll be treated as a succubus for a while. response:	By the way, Tohru.
context: Then this is all I have left...\My body.\You really are a demonic succubus!\Huh? Huh?!\You tied your own noose.\Man, it's novel seeing Lucoa-san getting flustered.\At this rate she'll be treated as a succubus for a while.\By the way, Tohru. response:	Yes, yes?
context: My body.\You really are a demonic succubus!\Huh? Huh?!\You tied your own noose.\Man, it's novel seeing Lucoa-san getting flustered.\At this rate she'll be treated as a succubus for a while.\By the way, Tohru.\Yes, yes? response:	I've noticed something really bad about that house.
context: You really are a demonic succubus!\Huh? Huh?!\You tied your own noose.\Man, it's novel seeing Lucoa-san getting flustered.\At this rate she'll be treated as a succubus for a while.\By the way, Tohru.\Yes, yes?\I've noticed something really bad about that house. response:	Huh? What is it?
context: Huh? Huh?!\You tied your own noose.\Man, it's novel seeing Lucoa-san getting flustered.\At this rate she'll be treated as a succubus for a while.\By the way, Tohru.\Yes, yes?\I've noticed something really bad about that house.\Huh? What is it? response:	From what I could see, it was just an ordinary home.
context: You tied your own noose.\Man, it's novel seeing Lucoa-san getting flustered.\At this rate she'll be treated as a succubus for a while.\By the way, Tohru.\Yes, yes?\I've noticed something really bad about that house.\Huh? What is it?\From what I could see, it was just an ordinary home. response:	Well, Shouta-kun's father...
context: Man, it's novel seeing Lucoa-san getting flustered.\At this rate she'll be treated as a succubus for a while.\By the way, Tohru.\Yes, yes?\I've noticed something really bad about that house.\Huh? What is it?\From what I could see, it was just an ordinary home.\Well, Shouta-kun's father... response:	I found out from the pictures of him, but...
context: At this rate she'll be treated as a succubus for a while.\By the way, Tohru.\Yes, yes?\I've noticed something really bad about that house.\Huh? What is it?\From what I could see, it was just an ordinary home.\Well, Shouta-kun's father...\I found out from the pictures of him, but... response:	I think he's my company's director.
context: By the way, Tohru.\Yes, yes?\I've noticed something really bad about that house.\Huh? What is it?\From what I could see, it was just an ordinary home.\Well, Shouta-kun's father...\I found out from the pictures of him, but...\I think he's my company's director. response:	Wow, small world!
context: Yes, yes?\I've noticed something really bad about that house.\Huh? What is it?\From what I could see, it was just an ordinary home.\Well, Shouta-kun's father...\I found out from the pictures of him, but...\I think he's my company's director.\Wow, small world! response:	Shouta!
context: I've noticed something really bad about that house.\Huh? What is it?\From what I could see, it was just an ordinary home.\Well, Shouta-kun's father...\I found out from the pictures of him, but...\I think he's my company's director.\Wow, small world!\Shouta! response:	Stay out!
context: Huh? What is it?\From what I could see, it was just an ordinary home.\Well, Shouta-kun's father...\I found out from the pictures of him, but...\I think he's my company's director.\Wow, small world!\Shouta!\Stay out! response:	Come on, I'm not a demon. Look closer!
context: From what I could see, it was just an ordinary home.\Well, Shouta-kun's father...\I found out from the pictures of him, but...\I think he's my company's director.\Wow, small world!\Shouta!\Stay out!\Come on, I'm not a demon. Look closer! response:	Go away, demon!
context: Well, Shouta-kun's father...\I found out from the pictures of him, but...\I think he's my company's director.\Wow, small world!\Shouta!\Stay out!\Come on, I'm not a demon. Look closer!\Go away, demon! response:	You need to look!
context: I found out from the pictures of him, but...\I think he's my company's director.\Wow, small world!\Shouta!\Stay out!\Come on, I'm not a demon. Look closer!\Go away, demon!\You need to look! response:	Don't come near me!
context: I think he's my company's director.\Wow, small world!\Shouta!\Stay out!\Come on, I'm not a demon. Look closer!\Go away, demon!\You need to look!\Don't come near me! response:	It's still pouring outside.
context: Wow, small world!\Shouta!\Stay out!\Come on, I'm not a demon. Look closer!\Go away, demon!\You need to look!\Don't come near me!\It's still pouring outside. response:	Well, it is the rainy season.
context: Shouta!\Stay out!\Come on, I'm not a demon. Look closer!\Go away, demon!\You need to look!\Don't come near me!\It's still pouring outside.\Well, it is the rainy season. response:	Let's hang this.
context: Stay out!\Come on, I'm not a demon. Look closer!\Go away, demon!\You need to look!\Don't come near me!\It's still pouring outside.\Well, it is the rainy season.\Let's hang this. response:	What is that?
context: Come on, I'm not a demon. Look closer!\Go away, demon!\You need to look!\Don't come near me!\It's still pouring outside.\Well, it is the rainy season.\Let's hang this.\What is that? response:	A teruterubouzu.
context: Go away, demon!\You need to look!\Don't come near me!\It's still pouring outside.\Well, it is the rainy season.\Let's hang this.\What is that?\A teruterubouzu. response:	A teruterubouzu?
context: You need to look!\Don't come near me!\It's still pouring outside.\Well, it is the rainy season.\Let's hang this.\What is that?\A teruterubouzu.\A teruterubouzu? response:	Will something like that really make it clear up?
context: Don't come near me!\It's still pouring outside.\Well, it is the rainy season.\Let's hang this.\What is that?\A teruterubouzu.\A teruterubouzu?\Will something like that really make it clear up? response:	Well, eventually.
context: It's still pouring outside.\Well, it is the rainy season.\Let's hang this.\What is that?\A teruterubouzu.\A teruterubouzu?\Will something like that really make it clear up?\Well, eventually. response:	Episode 6
context: Well, it is the rainy season.\Let's hang this.\What is that?\A teruterubouzu.\A teruterubouzu?\Will something like that really make it clear up?\Well, eventually.\Episode 6 response:	Home Visit! (And Homes Not Visited)
context: Let's hang this.\What is that?\A teruterubouzu.\A teruterubouzu?\Will something like that really make it clear up?\Well, eventually.\Episode 6\Home Visit! (And Homes Not Visited) response:	Well, Kobayashi-san, see you later.
context: What is that?\A teruterubouzu.\A teruterubouzu?\Will something like that really make it clear up?\Well, eventually.\Episode 6\Home Visit! (And Homes Not Visited)\Well, Kobayashi-san, see you later. response:	Thanks for today.
context: A teruterubouzu.\A teruterubouzu?\Will something like that really make it clear up?\Well, eventually.\Episode 6\Home Visit! (And Homes Not Visited)\Well, Kobayashi-san, see you later.\Thanks for today. response:	Guess I should head home, too.
context: A teruterubouzu?\Will something like that really make it clear up?\Well, eventually.\Episode 6\Home Visit! (And Homes Not Visited)\Well, Kobayashi-san, see you later.\Thanks for today.\Guess I should head home, too. response:	I'm hungry anyway.
context: Will something like that really make it clear up?\Well, eventually.\Episode 6\Home Visit! (And Homes Not Visited)\Well, Kobayashi-san, see you later.\Thanks for today.\Guess I should head home, too.\I'm hungry anyway. response:	Looks like you didn't work overtime today.
context: Well, eventually.\Episode 6\Home Visit! (And Homes Not Visited)\Well, Kobayashi-san, see you later.\Thanks for today.\Guess I should head home, too.\I'm hungry anyway.\Looks like you didn't work overtime today. response:	I'm happy you came home early!
context: Episode 6\Home Visit! (And Homes Not Visited)\Well, Kobayashi-san, see you later.\Thanks for today.\Guess I should head home, too.\I'm hungry anyway.\Looks like you didn't work overtime today.\I'm happy you came home early! response:	I come home when I can.
context: Home Visit! (And Homes Not Visited)\Well, Kobayashi-san, see you later.\Thanks for today.\Guess I should head home, too.\I'm hungry anyway.\Looks like you didn't work overtime today.\I'm happy you came home early!\I come home when I can. response:	Takiya-kun went home at the regular time, too.
context: Well, Kobayashi-san, see you later.\Thanks for today.\Guess I should head home, too.\I'm hungry anyway.\Looks like you didn't work overtime today.\I'm happy you came home early!\I come home when I can.\Takiya-kun went home at the regular time, too. response:	Takiya...
context: Thanks for today.\Guess I should head home, too.\I'm hungry anyway.\Looks like you didn't work overtime today.\I'm happy you came home early!\I come home when I can.\Takiya-kun went home at the regular time, too.\Takiya... response:	I wonder if Takiya-kun and Fafnir-san are getting along well.
context: Guess I should head home, too.\I'm hungry anyway.\Looks like you didn't work overtime today.\I'm happy you came home early!\I come home when I can.\Takiya-kun went home at the regular time, too.\Takiya...\I wonder if Takiya-kun and Fafnir-san are getting along well. response:	Now that you mention it, I haven't seen him lately.
context: I'm hungry anyway.\Looks like you didn't work overtime today.\I'm happy you came home early!\I come home when I can.\Takiya-kun went home at the regular time, too.\Takiya...\I wonder if Takiya-kun and Fafnir-san are getting along well.\Now that you mention it, I haven't seen him lately. response:	I saw him today.
context: Looks like you didn't work overtime today.\I'm happy you came home early!\I come home when I can.\Takiya-kun went home at the regular time, too.\Takiya...\I wonder if Takiya-kun and Fafnir-san are getting along well.\Now that you mention it, I haven't seen him lately.\I saw him today. response:	Huh? Where?
context: I'm happy you came home early!\I come home when I can.\Takiya-kun went home at the regular time, too.\Takiya...\I wonder if Takiya-kun and Fafnir-san are getting along well.\Now that you mention it, I haven't seen him lately.\I saw him today.\Huh? Where? response:	On the way home from school, in the park.
context: I come home when I can.\Takiya-kun went home at the regular time, too.\Takiya...\I wonder if Takiya-kun and Fafnir-san are getting along well.\Now that you mention it, I haven't seen him lately.\I saw him today.\Huh? Where?\On the way home from school, in the park. response:	He was jumping in circles over and over,
context: Takiya-kun went home at the regular time, too.\Takiya...\I wonder if Takiya-kun and Fafnir-san are getting along well.\Now that you mention it, I haven't seen him lately.\I saw him today.\Huh? Where?\On the way home from school, in the park.\He was jumping in circles over and over, response:	mumbling something.
context: Takiya...\I wonder if Takiya-kun and Fafnir-san are getting along well.\Now that you mention it, I haven't seen him lately.\I saw him today.\Huh? Where?\On the way home from school, in the park.\He was jumping in circles over and over,\mumbling something. response:	That cursed dragon, what on earth is he doing?
context: I wonder if Takiya-kun and Fafnir-san are getting along well.\Now that you mention it, I haven't seen him lately.\I saw him today.\Huh? Where?\On the way home from school, in the park.\He was jumping in circles over and over,\mumbling something.\That cursed dragon, what on earth is he doing? response:	What is he up to?
context: Now that you mention it, I haven't seen him lately.\I saw him today.\Huh? Where?\On the way home from school, in the park.\He was jumping in circles over and over,\mumbling something.\That cursed dragon, what on earth is he doing?\What is he up to? response:	Kings!
context: I saw him today.\Huh? Where?\On the way home from school, in the park.\He was jumping in circles over and over,\mumbling something.\That cursed dragon, what on earth is he doing?\What is he up to?\Kings! response:	Rule.
context: Huh? Where?\On the way home from school, in the park.\He was jumping in circles over and over,\mumbling something.\That cursed dragon, what on earth is he doing?\What is he up to?\Kings!\Rule. response:	Citizens!
context: On the way home from school, in the park.\He was jumping in circles over and over,\mumbling something.\That cursed dragon, what on earth is he doing?\What is he up to?\Kings!\Rule.\Citizens! response:	Suck.
context: He was jumping in circles over and over,\mumbling something.\That cursed dragon, what on earth is he doing?\What is he up to?\Kings!\Rule.\Citizens!\Suck. response:	Nyami-nyami.
context: mumbling something.\That cursed dragon, what on earth is he doing?\What is he up to?\Kings!\Rule.\Citizens!\Suck.\Nyami-nyami. response:	Rules.
context: That cursed dragon, what on earth is he doing?\What is he up to?\Kings!\Rule.\Citizens!\Suck.\Nyami-nyami.\Rules. response:	Kaboom!
context: What is he up to?\Kings!\Rule.\Citizens!\Suck.\Nyami-nyami.\Rules.\Kaboom! response:	Nice!
context: Kings!\Rule.\Citizens!\Suck.\Nyami-nyami.\Rules.\Kaboom!\Nice! response:	You're doing great!
context: Rule.\Citizens!\Suck.\Nyami-nyami.\Rules.\Kaboom!\Nice!\You're doing great! response:	You've improved a whole lot, Faf-kun!
context: Citizens!\Suck.\Nyami-nyami.\Rules.\Kaboom!\Nice!\You're doing great!\You've improved a whole lot, Faf-kun! response:	Who's Faf-kun?
context: Suck.\Nyami-nyami.\Rules.\Kaboom!\Nice!\You're doing great!\You've improved a whole lot, Faf-kun!\Who's Faf-kun? response:	Oh, you don't like it?
context: Nyami-nyami.\Rules.\Kaboom!\Nice!\You're doing great!\You've improved a whole lot, Faf-kun!\Who's Faf-kun?\Oh, you don't like it? response:	My apologies then.
context: Rules.\Kaboom!\Nice!\You're doing great!\You've improved a whole lot, Faf-kun!\Who's Faf-kun?\Oh, you don't like it?\My apologies then. response:	So, now you're all set for the call and respond part of tomorrow's event!
context: Kaboom!\Nice!\You're doing great!\You've improved a whole lot, Faf-kun!\Who's Faf-kun?\Oh, you don't like it?\My apologies then.\So, now you're all set for the call and respond part of tomorrow's event! response:	And I can obtain a limited edition item at that event, right?
context: Nice!\You're doing great!\You've improved a whole lot, Faf-kun!\Who's Faf-kun?\Oh, you don't like it?\My apologies then.\So, now you're all set for the call and respond part of tomorrow's event!\And I can obtain a limited edition item at that event, right? response:	That's right.
context: You're doing great!\You've improved a whole lot, Faf-kun!\Who's Faf-kun?\Oh, you don't like it?\My apologies then.\So, now you're all set for the call and respond part of tomorrow's event!\And I can obtain a limited edition item at that event, right?\That's right. response:	Today we're having curry.
context: You've improved a whole lot, Faf-kun!\Who's Faf-kun?\Oh, you don't like it?\My apologies then.\So, now you're all set for the call and respond part of tomorrow's event!\And I can obtain a limited edition item at that event, right?\That's right.\Today we're having curry. response:	Mild?
context: Who's Faf-kun?\Oh, you don't like it?\My apologies then.\So, now you're all set for the call and respond part of tomorrow's event!\And I can obtain a limited edition item at that event, right?\That's right.\Today we're having curry.\Mild? response:	That's right.
context: Oh, you don't like it?\My apologies then.\So, now you're all set for the call and respond part of tomorrow's event!\And I can obtain a limited edition item at that event, right?\That's right.\Today we're having curry.\Mild?\That's right. response:	Thanks for the meal.
context: My apologies then.\So, now you're all set for the call and respond part of tomorrow's event!\And I can obtain a limited edition item at that event, right?\That's right.\Today we're having curry.\Mild?\That's right.\Thanks for the meal. response:	Now...
context: So, now you're all set for the call and respond part of tomorrow's event!\And I can obtain a limited edition item at that event, right?\That's right.\Today we're having curry.\Mild?\That's right.\Thanks for the meal.\Now... response:	I won't lose today.
context: And I can obtain a limited edition item at that event, right?\That's right.\Today we're having curry.\Mild?\That's right.\Thanks for the meal.\Now...\I won't lose today. response:	Damn traps!
context: That's right.\Today we're having curry.\Mild?\That's right.\Thanks for the meal.\Now...\I won't lose today.\Damn traps! response:	What did you just hide?
context: Today we're having curry.\Mild?\That's right.\Thanks for the meal.\Now...\I won't lose today.\Damn traps!\What did you just hide? response:	You idiot, you can't go that way!
context: Mild?\That's right.\Thanks for the meal.\Now...\I won't lose today.\Damn traps!\What did you just hide?\You idiot, you can't go that way! response:	Got the weapon!
context: That's right.\Thanks for the meal.\Now...\I won't lose today.\Damn traps!\What did you just hide?\You idiot, you can't go that way!\Got the weapon! response:	Urk, I fainted.
context: Thanks for the meal.\Now...\I won't lose today.\Damn traps!\What did you just hide?\You idiot, you can't go that way!\Got the weapon!\Urk, I fainted. response:	Victory's mine.
context: Now...\I won't lose today.\Damn traps!\What did you just hide?\You idiot, you can't go that way!\Got the weapon!\Urk, I fainted.\Victory's mine. response:	I know.
context: I won't lose today.\Damn traps!\What did you just hide?\You idiot, you can't go that way!\Got the weapon!\Urk, I fainted.\Victory's mine.\I know. response:	I won't lose next time.
context: Damn traps!\What did you just hide?\You idiot, you can't go that way!\Got the weapon!\Urk, I fainted.\Victory's mine.\I know.\I won't lose next time. response:	Bring it on.
context: What did you just hide?\You idiot, you can't go that way!\Got the weapon!\Urk, I fainted.\Victory's mine.\I know.\I won't lose next time.\Bring it on. response:	Fafnir-dono, there's a game I'd like you to try playing for a bit.
context: You idiot, you can't go that way!\Got the weapon!\Urk, I fainted.\Victory's mine.\I know.\I won't lose next time.\Bring it on.\Fafnir-dono, there's a game I'd like you to try playing for a bit. response:	The game you're selling at Comiket again?
context: Got the weapon!\Urk, I fainted.\Victory's mine.\I know.\I won't lose next time.\Bring it on.\Fafnir-dono, there's a game I'd like you to try playing for a bit.\The game you're selling at Comiket again? response:	That's right.
context: Urk, I fainted.\Victory's mine.\I know.\I won't lose next time.\Bring it on.\Fafnir-dono, there's a game I'd like you to try playing for a bit.\The game you're selling at Comiket again?\That's right. response:	I'm at about the 80 mark.
context: Victory's mine.\I know.\I won't lose next time.\Bring it on.\Fafnir-dono, there's a game I'd like you to try playing for a bit.\The game you're selling at Comiket again?\That's right.\I'm at about the 80 mark. response:	Where's that?
context: I know.\I won't lose next time.\Bring it on.\Fafnir-dono, there's a game I'd like you to try playing for a bit.\The game you're selling at Comiket again?\That's right.\I'm at about the 80 mark.\Where's that? response:	About here.
context: I won't lose next time.\Bring it on.\Fafnir-dono, there's a game I'd like you to try playing for a bit.\The game you're selling at Comiket again?\That's right.\I'm at about the 80 mark.\Where's that?\About here. response:	Can't you add anything to this part?
context: Bring it on.\Fafnir-dono, there's a game I'd like you to try playing for a bit.\The game you're selling at Comiket again?\That's right.\I'm at about the 80 mark.\Where's that?\About here.\Can't you add anything to this part? response:	Ah, that part does need something, doesn't it?
context: Fafnir-dono, there's a game I'd like you to try playing for a bit.\The game you're selling at Comiket again?\That's right.\I'm at about the 80 mark.\Where's that?\About here.\Can't you add anything to this part?\Ah, that part does need something, doesn't it? response:	Fafnir-dono, how many hours a day are you logged in?
context: The game you're selling at Comiket again?\That's right.\I'm at about the 80 mark.\Where's that?\About here.\Can't you add anything to this part?\Ah, that part does need something, doesn't it?\Fafnir-dono, how many hours a day are you logged in? response:	Roughly 21.
context: That's right.\I'm at about the 80 mark.\Where's that?\About here.\Can't you add anything to this part?\Ah, that part does need something, doesn't it?\Fafnir-dono, how many hours a day are you logged in?\Roughly 21. response:	What level are you at right now?
context: I'm at about the 80 mark.\Where's that?\About here.\Can't you add anything to this part?\Ah, that part does need something, doesn't it?\Fafnir-dono, how many hours a day are you logged in?\Roughly 21.\What level are you at right now? response:	280.
context: Where's that?\About here.\Can't you add anything to this part?\Ah, that part does need something, doesn't it?\Fafnir-dono, how many hours a day are you logged in?\Roughly 21.\What level are you at right now?\280. response:	I've cleared all the limited time events, so I'm free now.
context: About here.\Can't you add anything to this part?\Ah, that part does need something, doesn't it?\Fafnir-dono, how many hours a day are you logged in?\Roughly 21.\What level are you at right now?\280.\I've cleared all the limited time events, so I'm free now. response:	You're on the fast-track to gaming addiction, huh?
context: Can't you add anything to this part?\Ah, that part does need something, doesn't it?\Fafnir-dono, how many hours a day are you logged in?\Roughly 21.\What level are you at right now?\280.\I've cleared all the limited time events, so I'm free now.\You're on the fast-track to gaming addiction, huh? response:	Hades 7: Huh? Ooyama-san, you're on again?
context: Ah, that part does need something, doesn't it?\Fafnir-dono, how many hours a day are you logged in?\Roughly 21.\What level are you at right now?\280.\I've cleared all the limited time events, so I'm free now.\You're on the fast-track to gaming addiction, huh?\Hades 7: Huh? Ooyama-san, you're on again? response:	Hades 7: Huh? Ooyama-san, you're on again?
context: Fafnir-dono, how many hours a day are you logged in?\Roughly 21.\What level are you at right now?\280.\I've cleared all the limited time events, so I'm free now.\You're on the fast-track to gaming addiction, huh?\Hades 7: Huh? Ooyama-san, you're on again?\Hades 7: Huh? Ooyama-san, you're on again? response:	Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you.
context: Roughly 21.\What level are you at right now?\280.\I've cleared all the limited time events, so I'm free now.\You're on the fast-track to gaming addiction, huh?\Hades 7: Huh? Ooyama-san, you're on again?\Hades 7: Huh? Ooyama-san, you're on again?\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. response:	Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz
context: What level are you at right now?\280.\I've cleared all the limited time events, so I'm free now.\You're on the fast-track to gaming addiction, huh?\Hades 7: Huh? Ooyama-san, you're on again?\Hades 7: Huh? Ooyama-san, you're on again?\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you.\Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz response:	Hades 7: Huh? Ooyama-san, you're on again? Ooyama Takeshi: Don't talk to me, I'll kill you. Ebony Holy Knight: PK's impossible lolz Crystalite: He's here almost all the time, isn't he?
