context: 10 response:	H H!
context: What, what?\An Inconsistent Office Lady's Journey Diary.\It was, a little bit.\Mio-chan, Mai-chan, the train's already here!\Hurry up!\Wait up!\I made it! I'm safe!\You're the only one that made it. response:	Selemat tinggal!
context: An Inconsistent Office Lady's Journey Diary.\It was, a little bit.\Mio-chan, Mai-chan, the train's already here!\Hurry up!\Wait up!\I made it! I'm safe!\You're the only one that made it.\Selemat tinggal! response:	TL note: Indonesian for Farewell.
context: It was, a little bit.\Mio-chan, Mai-chan, the train's already here!\Hurry up!\Wait up!\I made it! I'm safe!\You're the only one that made it.\Selemat tinggal!\TL note: Indonesian for Farewell. response:	Well, bring on the orders.
context: Mio-chan, Mai-chan, the train's already here!\Hurry up!\Wait up!\I made it! I'm safe!\You're the only one that made it.\Selemat tinggal!\TL note: Indonesian for Farewell.\Well, bring on the orders. response:	I'll take one pitoro.
context: Hurry up!\Wait up!\I made it! I'm safe!\You're the only one that made it.\Selemat tinggal!\TL note: Indonesian for Farewell.\Well, bring on the orders.\I'll take one pitoro. response:	TL note: Pitoro is an exquisite part of the pig which is usually rich with fat.
context: Wait up!\I made it! I'm safe!\You're the only one that made it.\Selemat tinggal!\TL note: Indonesian for Farewell.\Well, bring on the orders.\I'll take one pitoro.\TL note: Pitoro is an exquisite part of the pig which is usually rich with fat. response:	I'll take an Amberjack, no, a Hamachi!
context: I made it! I'm safe!\You're the only one that made it.\Selemat tinggal!\TL note: Indonesian for Farewell.\Well, bring on the orders.\I'll take one pitoro.\TL note: Pitoro is an exquisite part of the pig which is usually rich with fat.\I'll take an Amberjack, no, a Hamachi! response:	Well, bring on the orders.
context: You're the only one that made it.\Selemat tinggal!\TL note: Indonesian for Farewell.\Well, bring on the orders.\I'll take one pitoro.\TL note: Pitoro is an exquisite part of the pig which is usually rich with fat.\I'll take an Amberjack, no, a Hamachi!\Well, bring on the orders. response:	Can I have some tuna and some halibut, please?
context: Selemat tinggal!\TL note: Indonesian for Farewell.\Well, bring on the orders.\I'll take one pitoro.\TL note: Pitoro is an exquisite part of the pig which is usually rich with fat.\I'll take an Amberjack, no, a Hamachi!\Well, bring on the orders.\Can I have some tuna and some halibut, please? response:	One sea urchin, please.
context: TL note: Indonesian for Farewell.\Well, bring on the orders.\I'll take one pitoro.\TL note: Pitoro is an exquisite part of the pig which is usually rich with fat.\I'll take an Amberjack, no, a Hamachi!\Well, bring on the orders.\Can I have some tuna and some halibut, please?\One sea urchin, please. response:	Let's see.
context: Well, bring on the orders.\I'll take one pitoro.\TL note: Pitoro is an exquisite part of the pig which is usually rich with fat.\I'll take an Amberjack, no, a Hamachi!\Well, bring on the orders.\Can I have some tuna and some halibut, please?\One sea urchin, please.\Let's see. response:	One pitoro and...
context: I'll take one pitoro.\TL note: Pitoro is an exquisite part of the pig which is usually rich with fat.\I'll take an Amberjack, no, a Hamachi!\Well, bring on the orders.\Can I have some tuna and some halibut, please?\One sea urchin, please.\Let's see.\One pitoro and... response:	I forgot.
context: TL note: Pitoro is an exquisite part of the pig which is usually rich with fat.\I'll take an Amberjack, no, a Hamachi!\Well, bring on the orders.\Can I have some tuna and some halibut, please?\One sea urchin, please.\Let's see.\One pitoro and...\I forgot. response:	He forgot!
context: I'll take an Amberjack, no, a Hamachi!\Well, bring on the orders.\Can I have some tuna and some halibut, please?\One sea urchin, please.\Let's see.\One pitoro and...\I forgot.\He forgot! response:	Ah, hello.
context: Well, bring on the orders.\Can I have some tuna and some halibut, please?\One sea urchin, please.\Let's see.\One pitoro and...\I forgot.\He forgot!\Ah, hello. response:	Uh, hello.
context: Can I have some tuna and some halibut, please?\One sea urchin, please.\Let's see.\One pitoro and...\I forgot.\He forgot!\Ah, hello.\Uh, hello. response:	Um, do you need something?
context: One sea urchin, please.\Let's see.\One pitoro and...\I forgot.\He forgot!\Ah, hello.\Uh, hello.\Um, do you need something? response:	Well...
context: Let's see.\One pitoro and...\I forgot.\He forgot!\Ah, hello.\Uh, hello.\Um, do you need something?\Well... response:	Hey! What are you trying to do?
context: One pitoro and...\I forgot.\He forgot!\Ah, hello.\Uh, hello.\Um, do you need something?\Well...\Hey! What are you trying to do? response:	Well, I thought it was strange and interesting.
context: I forgot.\He forgot!\Ah, hello.\Uh, hello.\Um, do you need something?\Well...\Hey! What are you trying to do?\Well, I thought it was strange and interesting. response:	I-It's not strange!
context: He forgot!\Ah, hello.\Uh, hello.\Um, do you need something?\Well...\Hey! What are you trying to do?\Well, I thought it was strange and interesting.\I-It's not strange! response:	It's normal!
context: Ah, hello.\Uh, hello.\Um, do you need something?\Well...\Hey! What are you trying to do?\Well, I thought it was strange and interesting.\I-It's not strange!\It's normal! response:	A key can be an accessory!
context: Uh, hello.\Um, do you need something?\Well...\Hey! What are you trying to do?\Well, I thought it was strange and interesting.\I-It's not strange!\It's normal!\A key can be an accessory! response:	Hey, hey, how did you do that?
context: Um, do you need something?\Well...\Hey! What are you trying to do?\Well, I thought it was strange and interesting.\I-It's not strange!\It's normal!\A key can be an accessory!\Hey, hey, how did you do that? response:	Hey, hey, tell me about it.
context: Well...\Hey! What are you trying to do?\Well, I thought it was strange and interesting.\I-It's not strange!\It's normal!\A key can be an accessory!\Hey, hey, how did you do that?\Hey, hey, tell me about it. response:	Please give it back!
context: Hey! What are you trying to do?\Well, I thought it was strange and interesting.\I-It's not strange!\It's normal!\A key can be an accessory!\Hey, hey, how did you do that?\Hey, hey, tell me about it.\Please give it back! response:	Come on. Just tell me how you did that.
context: Well, I thought it was strange and interesting.\I-It's not strange!\It's normal!\A key can be an accessory!\Hey, hey, how did you do that?\Hey, hey, tell me about it.\Please give it back!\Come on. Just tell me how you did that. response:	Please give it back!
context: I-It's not strange!\It's normal!\A key can be an accessory!\Hey, hey, how did you do that?\Hey, hey, tell me about it.\Please give it back!\Come on. Just tell me how you did that.\Please give it back! response:	All right, then. Let's do this.
context: It's normal!\A key can be an accessory!\Hey, hey, how did you do that?\Hey, hey, tell me about it.\Please give it back!\Come on. Just tell me how you did that.\Please give it back!\All right, then. Let's do this. response:	Bye.
context: A key can be an accessory!\Hey, hey, how did you do that?\Hey, hey, tell me about it.\Please give it back!\Come on. Just tell me how you did that.\Please give it back!\All right, then. Let's do this.\Bye. response:	Why?!
context: Hey, hey, how did you do that?\Hey, hey, tell me about it.\Please give it back!\Come on. Just tell me how you did that.\Please give it back!\All right, then. Let's do this.\Bye.\Why?! response:	Sorry, sorry.
context: Hey, hey, tell me about it.\Please give it back!\Come on. Just tell me how you did that.\Please give it back!\All right, then. Let's do this.\Bye.\Why?!\Sorry, sorry. response:	It was just a joke.
context: Please give it back!\Come on. Just tell me how you did that.\Please give it back!\All right, then. Let's do this.\Bye.\Why?!\Sorry, sorry.\It was just a joke. response:	Don't joke!
context: Come on. Just tell me how you did that.\Please give it back!\All right, then. Let's do this.\Bye.\Why?!\Sorry, sorry.\It was just a joke.\Don't joke! response:	Please give it back!
context: Please give it back!\All right, then. Let's do this.\Bye.\Why?!\Sorry, sorry.\It was just a joke.\Don't joke!\Please give it back! response:	Which hand is it?
context: All right, then. Let's do this.\Bye.\Why?!\Sorry, sorry.\It was just a joke.\Don't joke!\Please give it back!\Which hand is it? response:	It's in the bag!
context: Bye.\Why?!\Sorry, sorry.\It was just a joke.\Don't joke!\Please give it back!\Which hand is it?\It's in the bag! response:	Wow, correct!
context: Why?!\Sorry, sorry.\It was just a joke.\Don't joke!\Please give it back!\Which hand is it?\It's in the bag!\Wow, correct! response:	Now, question two.
context: Sorry, sorry.\It was just a joke.\Don't joke!\Please give it back!\Which hand is it?\It's in the bag!\Wow, correct!\Now, question two. response:	Kenta-kun's mother bought ten apples.
context: It was just a joke.\Don't joke!\Please give it back!\Which hand is it?\It's in the bag!\Wow, correct!\Now, question two.\Kenta-kun's mother bought ten apples. response:	Of those, his mother ate three.
context: Don't joke!\Please give it back!\Which hand is it?\It's in the bag!\Wow, correct!\Now, question two.\Kenta-kun's mother bought ten apples.\Of those, his mother ate three. response:	She gave four of the remaining apples to Yumiko, the neighbour.
context: Please give it back!\Which hand is it?\It's in the bag!\Wow, correct!\Now, question two.\Kenta-kun's mother bought ten apples.\Of those, his mother ate three.\She gave four of the remaining apples to Yumiko, the neighbour. response:	Where is your hand?
context: Which hand is it?\It's in the bag!\Wow, correct!\Now, question two.\Kenta-kun's mother bought ten apples.\Of those, his mother ate three.\She gave four of the remaining apples to Yumiko, the neighbour.\Where is your hand? response:	In your bag!
context: It's in the bag!\Wow, correct!\Now, question two.\Kenta-kun's mother bought ten apples.\Of those, his mother ate three.\She gave four of the remaining apples to Yumiko, the neighbour.\Where is your hand?\In your bag! response:	Amazing!
context: Wow, correct!\Now, question two.\Kenta-kun's mother bought ten apples.\Of those, his mother ate three.\She gave four of the remaining apples to Yumiko, the neighbour.\Where is your hand?\In your bag!\Amazing! response:	You got it correct again!
context: Now, question two.\Kenta-kun's mother bought ten apples.\Of those, his mother ate three.\She gave four of the remaining apples to Yumiko, the neighbour.\Where is your hand?\In your bag!\Amazing!\You got it correct again! response:	Then please hurry up and give it back!
context: Kenta-kun's mother bought ten apples.\Of those, his mother ate three.\She gave four of the remaining apples to Yumiko, the neighbour.\Where is your hand?\In your bag!\Amazing!\You got it correct again!\Then please hurry up and give it back! response:	Now, then. The final question.
context: Of those, his mother ate three.\She gave four of the remaining apples to Yumiko, the neighbour.\Where is your hand?\In your bag!\Amazing!\You got it correct again!\Then please hurry up and give it back!\Now, then. The final question. response:	If you get this correct, you win a hand!
context: She gave four of the remaining apples to Yumiko, the neighbour.\Where is your hand?\In your bag!\Amazing!\You got it correct again!\Then please hurry up and give it back!\Now, then. The final question.\If you get this correct, you win a hand! response:	But it was mine to begin with!
context: Where is your hand?\In your bag!\Amazing!\You got it correct again!\Then please hurry up and give it back!\Now, then. The final question.\If you get this correct, you win a hand!\But it was mine to begin with! response:	Do you not want the hand?
context: In your bag!\Amazing!\You got it correct again!\Then please hurry up and give it back!\Now, then. The final question.\If you get this correct, you win a hand!\But it was mine to begin with!\Do you not want the hand? response:	I want it!
context: Amazing!\You got it correct again!\Then please hurry up and give it back!\Now, then. The final question.\If you get this correct, you win a hand!\But it was mine to begin with!\Do you not want the hand?\I want it! response:	Then, here is the question.
context: You got it correct again!\Then please hurry up and give it back!\Now, then. The final question.\If you get this correct, you win a hand!\But it was mine to begin with!\Do you not want the hand?\I want it!\Then, here is the question. response:	Say kaban ten times.
context: Then please hurry up and give it back!\Now, then. The final question.\If you get this correct, you win a hand!\But it was mine to begin with!\Do you not want the hand?\I want it!\Then, here is the question.\Say kaban ten times. response:	TL note: Kaban means bag.
context: Now, then. The final question.\If you get this correct, you win a hand!\But it was mine to begin with!\Do you not want the hand?\I want it!\Then, here is the question.\Say kaban ten times.\TL note: Kaban means bag. response:	Bag Bag Bag Bag Bag Bag Bag Bag Bag Bag.
context: If you get this correct, you win a hand!\But it was mine to begin with!\Do you not want the hand?\I want it!\Then, here is the question.\Say kaban ten times.\TL note: Kaban means bag.\Bag Bag Bag Bag Bag Bag Bag Bag Bag Bag. response:	What do you draw on?
context: But it was mine to begin with!\Do you not want the hand?\I want it!\Then, here is the question.\Say kaban ten times.\TL note: Kaban means bag.\Bag Bag Bag Bag Bag Bag Bag Bag Bag Bag.\What do you draw on? response:	Ba - I mean a drawing board!
context: Do you not want the hand?\I want it!\Then, here is the question.\Say kaban ten times.\TL note: Kaban means bag.\Bag Bag Bag Bag Bag Bag Bag Bag Bag Bag.\What do you draw on?\Ba - I mean a drawing board! response:	TL note: Gaban is a drawing board.
context: I want it!\Then, here is the question.\Say kaban ten times.\TL note: Kaban means bag.\Bag Bag Bag Bag Bag Bag Bag Bag Bag Bag.\What do you draw on?\Ba - I mean a drawing board!\TL note: Gaban is a drawing board. response:	The correct answer was paper.
context: Then, here is the question.\Say kaban ten times.\TL note: Kaban means bag.\Bag Bag Bag Bag Bag Bag Bag Bag Bag Bag.\What do you draw on?\Ba - I mean a drawing board!\TL note: Gaban is a drawing board.\The correct answer was paper. response:	TL note: Kami is paper.
context: Say kaban ten times.\TL note: Kaban means bag.\Bag Bag Bag Bag Bag Bag Bag Bag Bag Bag.\What do you draw on?\Ba - I mean a drawing board!\TL note: Gaban is a drawing board.\The correct answer was paper.\TL note: Kami is paper. response:	No way!
context: TL note: Kaban means bag.\Bag Bag Bag Bag Bag Bag Bag Bag Bag Bag.\What do you draw on?\Ba - I mean a drawing board!\TL note: Gaban is a drawing board.\The correct answer was paper.\TL note: Kami is paper.\No way! response:	That's not fair!
context: Bag Bag Bag Bag Bag Bag Bag Bag Bag Bag.\What do you draw on?\Ba - I mean a drawing board!\TL note: Gaban is a drawing board.\The correct answer was paper.\TL note: Kami is paper.\No way!\That's not fair! response:	I'm just joking.
context: What do you draw on?\Ba - I mean a drawing board!\TL note: Gaban is a drawing board.\The correct answer was paper.\TL note: Kami is paper.\No way!\That's not fair!\I'm just joking. response:	Please don't hang around me!
context: Ba - I mean a drawing board!\TL note: Gaban is a drawing board.\The correct answer was paper.\TL note: Kami is paper.\No way!\That's not fair!\I'm just joking.\Please don't hang around me! response:	All right, all right.
context: TL note: Gaban is a drawing board.\The correct answer was paper.\TL note: Kami is paper.\No way!\That's not fair!\I'm just joking.\Please don't hang around me!\All right, all right. response:	I'm sorry.
context: The correct answer was paper.\TL note: Kami is paper.\No way!\That's not fair!\I'm just joking.\Please don't hang around me!\All right, all right.\I'm sorry. response:	Oh, it came off.
context: TL note: Kami is paper.\No way!\That's not fair!\I'm just joking.\Please don't hang around me!\All right, all right.\I'm sorry.\Oh, it came off. response:	It came off!
context: No way!\That's not fair!\I'm just joking.\Please don't hang around me!\All right, all right.\I'm sorry.\Oh, it came off.\It came off! response:	It came off!
context: That's not fair!\I'm just joking.\Please don't hang around me!\All right, all right.\I'm sorry.\Oh, it came off.\It came off!\It came off! response:	It came off!
context: I'm just joking.\Please don't hang around me!\All right, all right.\I'm sorry.\Oh, it came off.\It came off!\It came off!\It came off! response:	It came off!
context: Please don't hang around me!\All right, all right.\I'm sorry.\Oh, it came off.\It came off!\It came off!\It came off!\It came off! response:	Mio!
context: All right, all right.\I'm sorry.\Oh, it came off.\It came off!\It came off!\It came off!\It came off!\Mio! response:	Let's go home together.
context: I'm sorry.\Oh, it came off.\It came off!\It came off!\It came off!\It came off!\Mio!\Let's go home together. response:	Huh?
context: Oh, it came off.\It came off!\It came off!\It came off!\It came off!\Mio!\Let's go home together.\Huh? response:	Onee, are you on the way home from university?
context: It came off!\It came off!\It came off!\It came off!\Mio!\Let's go home together.\Huh?\Onee, are you on the way home from university? response:	Man, I met a really interesting person earlier.
context: It came off!\It came off!\It came off!\Mio!\Let's go home together.\Huh?\Onee, are you on the way home from university?\Man, I met a really interesting person earlier. response:	What kind of person?
context: It came off!\It came off!\Mio!\Let's go home together.\Huh?\Onee, are you on the way home from university?\Man, I met a really interesting person earlier.\What kind of person? response:	Her arm came off.
context: It came off!\Mio!\Let's go home together.\Huh?\Onee, are you on the way home from university?\Man, I met a really interesting person earlier.\What kind of person?\Her arm came off. response:	What?
context: Mio!\Let's go home together.\Huh?\Onee, are you on the way home from university?\Man, I met a really interesting person earlier.\What kind of person?\Her arm came off.\What? response:	Also, she had a key attached.
context: Let's go home together.\Huh?\Onee, are you on the way home from university?\Man, I met a really interesting person earlier.\What kind of person?\Her arm came off.\What?\Also, she had a key attached. response:	What's with that?
context: Huh?\Onee, are you on the way home from university?\Man, I met a really interesting person earlier.\What kind of person?\Her arm came off.\What?\Also, she had a key attached.\What's with that? response:	There was a person like that.
context: Onee, are you on the way home from university?\Man, I met a really interesting person earlier.\What kind of person?\Her arm came off.\What?\Also, she had a key attached.\What's with that?\There was a person like that. response:	Really?
context: Man, I met a really interesting person earlier.\What kind of person?\Her arm came off.\What?\Also, she had a key attached.\What's with that?\There was a person like that.\Really? response:	That's strange.
context: What kind of person?\Her arm came off.\What?\Also, she had a key attached.\What's with that?\There was a person like that.\Really?\That's strange. response:	I want to act in a way that makes people think,
context: Her arm came off.\What?\Also, she had a key attached.\What's with that?\There was a person like that.\Really?\That's strange.\I want to act in a way that makes people think, response:	Oh, that's pretty cool.
context: What?\Also, she had a key attached.\What's with that?\There was a person like that.\Really?\That's strange.\I want to act in a way that makes people think,\Oh, that's pretty cool. response:	Nano, here I go!
context: Also, she had a key attached.\What's with that?\There was a person like that.\Really?\That's strange.\I want to act in a way that makes people think,\Oh, that's pretty cool.\Nano, here I go! response:	All right!
context: What's with that?\There was a person like that.\Really?\That's strange.\I want to act in a way that makes people think,\Oh, that's pretty cool.\Nano, here I go!\All right! response:	Magic ball.
context: There was a person like that.\Really?\That's strange.\I want to act in a way that makes people think,\Oh, that's pretty cool.\Nano, here I go!\All right!\Magic ball. response:	Well, she's only a child, after all.
context: Really?\That's strange.\I want to act in a way that makes people think,\Oh, that's pretty cool.\Nano, here I go!\All right!\Magic ball.\Well, she's only a child, after all. response:	About what you'd expect.
context: That's strange.\I want to act in a way that makes people think,\Oh, that's pretty cool.\Nano, here I go!\All right!\Magic ball.\Well, she's only a child, after all.\About what you'd expect. response:	I won!
context: I want to act in a way that makes people think,\Oh, that's pretty cool.\Nano, here I go!\All right!\Magic ball.\Well, she's only a child, after all.\About what you'd expect.\I won! response:	I lost!
context: Oh, that's pretty cool.\Nano, here I go!\All right!\Magic ball.\Well, she's only a child, after all.\About what you'd expect.\I won!\I lost! response:	What's up with these two?
context: Nano, here I go!\All right!\Magic ball.\Well, she's only a child, after all.\About what you'd expect.\I won!\I lost!\What's up with these two? response:	They aren't even doing it properly...
context: All right!\Magic ball.\Well, she's only a child, after all.\About what you'd expect.\I won!\I lost!\What's up with these two?\They aren't even doing it properly... response:	Sakamoto, how many points did I just get?
context: Magic ball.\Well, she's only a child, after all.\About what you'd expect.\I won!\I lost!\What's up with these two?\They aren't even doing it properly...\Sakamoto, how many points did I just get? response:	What!?
context: Well, she's only a child, after all.\About what you'd expect.\I won!\I lost!\What's up with these two?\They aren't even doing it properly...\Sakamoto, how many points did I just get?\What!? response:	All right!
context: About what you'd expect.\I won!\I lost!\What's up with these two?\They aren't even doing it properly...\Sakamoto, how many points did I just get?\What!?\All right! response:	Here it comes, Professor!
context: I won!\I lost!\What's up with these two?\They aren't even doing it properly...\Sakamoto, how many points did I just get?\What!?\All right!\Here it comes, Professor! response:	All right!
context: I lost!\What's up with these two?\They aren't even doing it properly...\Sakamoto, how many points did I just get?\What!?\All right!\Here it comes, Professor!\All right! response:	She hasn't even thrown it yet!
context: What's up with these two?\They aren't even doing it properly...\Sakamoto, how many points did I just get?\What!?\All right!\Here it comes, Professor!\All right!\She hasn't even thrown it yet! response:	I-Is she trying to kill me?!
context: They aren't even doing it properly...\Sakamoto, how many points did I just get?\What!?\All right!\Here it comes, Professor!\All right!\She hasn't even thrown it yet!\I-Is she trying to kill me?! response:	Sakamoto-san, how many points did I just get?
context: Sakamoto, how many points did I just get?\What!?\All right!\Here it comes, Professor!\All right!\She hasn't even thrown it yet!\I-Is she trying to kill me?!\Sakamoto-san, how many points did I just get? response:	You, too?!
context: What!?\All right!\Here it comes, Professor!\All right!\She hasn't even thrown it yet!\I-Is she trying to kill me?!\Sakamoto-san, how many points did I just get?\You, too?! response:	She swung again?!
context: All right!\Here it comes, Professor!\All right!\She hasn't even thrown it yet!\I-Is she trying to kill me?!\Sakamoto-san, how many points did I just get?\You, too?!\She swung again?! response:	You're next.
context: Here it comes, Professor!\All right!\She hasn't even thrown it yet!\I-Is she trying to kill me?!\Sakamoto-san, how many points did I just get?\You, too?!\She swung again?!\You're next. response:	Here, Sakamoto.
context: All right!\She hasn't even thrown it yet!\I-Is she trying to kill me?!\Sakamoto-san, how many points did I just get?\You, too?!\She swung again?!\You're next.\Here, Sakamoto. response:	Why me?
context: She hasn't even thrown it yet!\I-Is she trying to kill me?!\Sakamoto-san, how many points did I just get?\You, too?!\She swung again?!\You're next.\Here, Sakamoto.\Why me? response:	More importantly, how can I even hold a bat with hands like these?
context: I-Is she trying to kill me?!\Sakamoto-san, how many points did I just get?\You, too?!\She swung again?!\You're next.\Here, Sakamoto.\Why me?\More importantly, how can I even hold a bat with hands like these? response:	Honestly... I mean, what do you think my hands are?
context: Sakamoto-san, how many points did I just get?\You, too?!\She swung again?!\You're next.\Here, Sakamoto.\Why me?\More importantly, how can I even hold a bat with hands like these?\Honestly... I mean, what do you think my hands are? response:	You even thoroughly examined the pads when I first arrived.
context: You, too?!\She swung again?!\You're next.\Here, Sakamoto.\Why me?\More importantly, how can I even hold a bat with hands like these?\Honestly... I mean, what do you think my hands are?\You even thoroughly examined the pads when I first arrived. response:	This is why I can't stand kids...
context: She swung again?!\You're next.\Here, Sakamoto.\Why me?\More importantly, how can I even hold a bat with hands like these?\Honestly... I mean, what do you think my hands are?\You even thoroughly examined the pads when I first arrived.\This is why I can't stand kids... response:	Moe
context: You're next.\Here, Sakamoto.\Why me?\More importantly, how can I even hold a bat with hands like these?\Honestly... I mean, what do you think my hands are?\You even thoroughly examined the pads when I first arrived.\This is why I can't stand kids...\Moe response:	Well, you know.
context: Here, Sakamoto.\Why me?\More importantly, how can I even hold a bat with hands like these?\Honestly... I mean, what do you think my hands are?\You even thoroughly examined the pads when I first arrived.\This is why I can't stand kids...\Moe\Well, you know. response:	Just the two of you alone are kind of dangerous, so I'm watching.
context: Why me?\More importantly, how can I even hold a bat with hands like these?\Honestly... I mean, what do you think my hands are?\You even thoroughly examined the pads when I first arrived.\This is why I can't stand kids...\Moe\Well, you know.\Just the two of you alone are kind of dangerous, so I'm watching. response:	I have no intention of participating.
context: More importantly, how can I even hold a bat with hands like these?\Honestly... I mean, what do you think my hands are?\You even thoroughly examined the pads when I first arrived.\This is why I can't stand kids...\Moe\Well, you know.\Just the two of you alone are kind of dangerous, so I'm watching.\I have no intention of participating. response:	Why don't you just play catch?
context: Honestly... I mean, what do you think my hands are?\You even thoroughly examined the pads when I first arrived.\This is why I can't stand kids...\Moe\Well, you know.\Just the two of you alone are kind of dangerous, so I'm watching.\I have no intention of participating.\Why don't you just play catch? response:	All right.
context: You even thoroughly examined the pads when I first arrived.\This is why I can't stand kids...\Moe\Well, you know.\Just the two of you alone are kind of dangerous, so I'm watching.\I have no intention of participating.\Why don't you just play catch?\All right. response:	All right, Coach.
context: This is why I can't stand kids...\Moe\Well, you know.\Just the two of you alone are kind of dangerous, so I'm watching.\I have no intention of participating.\Why don't you just play catch?\All right.\All right, Coach. response:	Coach?
context: Moe\Well, you know.\Just the two of you alone are kind of dangerous, so I'm watching.\I have no intention of participating.\Why don't you just play catch?\All right.\All right, Coach.\Coach? response:	Coach, we only have one glove!
context: Well, you know.\Just the two of you alone are kind of dangerous, so I'm watching.\I have no intention of participating.\Why don't you just play catch?\All right.\All right, Coach.\Coach?\Coach, we only have one glove! response:	You should be fine with your bare hands.
context: Just the two of you alone are kind of dangerous, so I'm watching.\I have no intention of participating.\Why don't you just play catch?\All right.\All right, Coach.\Coach?\Coach, we only have one glove!\You should be fine with your bare hands. response:	Coach, the glove doesn't fit very well.
context: I have no intention of participating.\Why don't you just play catch?\All right.\All right, Coach.\Coach?\Coach, we only have one glove!\You should be fine with your bare hands.\Coach, the glove doesn't fit very well. response:	It was perfectly fine on your other hand!
context: Why don't you just play catch?\All right.\All right, Coach.\Coach?\Coach, we only have one glove!\You should be fine with your bare hands.\Coach, the glove doesn't fit very well.\It was perfectly fine on your other hand! response:	Coach!
context: All right.\All right, Coach.\Coach?\Coach, we only have one glove!\You should be fine with your bare hands.\Coach, the glove doesn't fit very well.\It was perfectly fine on your other hand!\Coach! response:	Coach!
context: All right, Coach.\Coach?\Coach, we only have one glove!\You should be fine with your bare hands.\Coach, the glove doesn't fit very well.\It was perfectly fine on your other hand!\Coach!\Coach! response:	You guys are helpless.
context: Coach?\Coach, we only have one glove!\You should be fine with your bare hands.\Coach, the glove doesn't fit very well.\It was perfectly fine on your other hand!\Coach!\Coach!\You guys are helpless. response:	Professor!
context: Coach, we only have one glove!\You should be fine with your bare hands.\Coach, the glove doesn't fit very well.\It was perfectly fine on your other hand!\Coach!\Coach!\You guys are helpless.\Professor! response:	Here it comes!
context: You should be fine with your bare hands.\Coach, the glove doesn't fit very well.\It was perfectly fine on your other hand!\Coach!\Coach!\You guys are helpless.\Professor!\Here it comes! response:	Bring it on!
context: Coach, the glove doesn't fit very well.\It was perfectly fine on your other hand!\Coach!\Coach!\You guys are helpless.\Professor!\Here it comes!\Bring it on! response:	Ah, man.
context: It was perfectly fine on your other hand!\Coach!\Coach!\You guys are helpless.\Professor!\Here it comes!\Bring it on!\Ah, man. response:	Where did it go?
context: Coach!\Coach!\You guys are helpless.\Professor!\Here it comes!\Bring it on!\Ah, man.\Where did it go? response:	And then the teacher got mad at me.
context: Coach!\You guys are helpless.\Professor!\Here it comes!\Bring it on!\Ah, man.\Where did it go?\And then the teacher got mad at me. response:	Well, of course he would, you know.
context: You guys are helpless.\Professor!\Here it comes!\Bring it on!\Ah, man.\Where did it go?\And then the teacher got mad at me.\Well, of course he would, you know. response:	I agree.
context: Professor!\Here it comes!\Bring it on!\Ah, man.\Where did it go?\And then the teacher got mad at me.\Well, of course he would, you know.\I agree. response:	You think so, too, Mai-chan?
context: Here it comes!\Bring it on!\Ah, man.\Where did it go?\And then the teacher got mad at me.\Well, of course he would, you know.\I agree.\You think so, too, Mai-chan? response:	But he didn't have to get that mad.
context: Bring it on!\Ah, man.\Where did it go?\And then the teacher got mad at me.\Well, of course he would, you know.\I agree.\You think so, too, Mai-chan?\But he didn't have to get that mad. response:	I guess, but you'd better watch out from now on.
context: Ah, man.\Where did it go?\And then the teacher got mad at me.\Well, of course he would, you know.\I agree.\You think so, too, Mai-chan?\But he didn't have to get that mad.\I guess, but you'd better watch out from now on. response:	Yeah, you never know what will happen.
context: Where did it go?\And then the teacher got mad at me.\Well, of course he would, you know.\I agree.\You think so, too, Mai-chan?\But he didn't have to get that mad.\I guess, but you'd better watch out from now on.\Yeah, you never know what will happen. response:	Ah, thank you.
context: And then the teacher got mad at me.\Well, of course he would, you know.\I agree.\You think so, too, Mai-chan?\But he didn't have to get that mad.\I guess, but you'd better watch out from now on.\Yeah, you never know what will happen.\Ah, thank you. response:	Oh! Gentleman!
context: Well, of course he would, you know.\I agree.\You think so, too, Mai-chan?\But he didn't have to get that mad.\I guess, but you'd better watch out from now on.\Yeah, you never know what will happen.\Ah, thank you.\Oh! Gentleman! response:	So yeah, Mai-chan, can you lend me again?
context: I agree.\You think so, too, Mai-chan?\But he didn't have to get that mad.\I guess, but you'd better watch out from now on.\Yeah, you never know what will happen.\Ah, thank you.\Oh! Gentleman!\So yeah, Mai-chan, can you lend me again? response:	All right.
context: You think so, too, Mai-chan?\But he didn't have to get that mad.\I guess, but you'd better watch out from now on.\Yeah, you never know what will happen.\Ah, thank you.\Oh! Gentleman!\So yeah, Mai-chan, can you lend me again?\All right. response:	Hooray! You really do gotta have friends, after all.
context: But he didn't have to get that mad.\I guess, but you'd better watch out from now on.\Yeah, you never know what will happen.\Ah, thank you.\Oh! Gentleman!\So yeah, Mai-chan, can you lend me again?\All right.\Hooray! You really do gotta have friends, after all. response:	I wonder if that's the person sis was talking about.
context: I guess, but you'd better watch out from now on.\Yeah, you never know what will happen.\Ah, thank you.\Oh! Gentleman!\So yeah, Mai-chan, can you lend me again?\All right.\Hooray! You really do gotta have friends, after all.\I wonder if that's the person sis was talking about. response:	Man, you're a saviour.
context: Yeah, you never know what will happen.\Ah, thank you.\Oh! Gentleman!\So yeah, Mai-chan, can you lend me again?\All right.\Hooray! You really do gotta have friends, after all.\I wonder if that's the person sis was talking about.\Man, you're a saviour. response:	I am the Wood Cube.
