context: Did you wait long, Takeo-kun? response:	No, I just got here!
context: You'd do that?!\Leave it to me.\Gouda!!\Thanks!\See you tomorrow!\He needs a lot of help, doesn't he?\Hey! Don't you go worrying about me!\It's not like that anymore. response:	I want to help them, you know.
context: Leave it to me.\Gouda!!\Thanks!\See you tomorrow!\He needs a lot of help, doesn't he?\Hey! Don't you go worrying about me!\It's not like that anymore.\I want to help them, you know. response:	They're a really good match.
context: Gouda!!\Thanks!\See you tomorrow!\He needs a lot of help, doesn't he?\Hey! Don't you go worrying about me!\It's not like that anymore.\I want to help them, you know.\They're a really good match. response:	I want them to be happy.
context: Thanks!\See you tomorrow!\He needs a lot of help, doesn't he?\Hey! Don't you go worrying about me!\It's not like that anymore.\I want to help them, you know.\They're a really good match.\I want them to be happy. response:	Dream
context: See you tomorrow!\He needs a lot of help, doesn't he?\Hey! Don't you go worrying about me!\It's not like that anymore.\I want to help them, you know.\They're a really good match.\I want them to be happy.\Dream response:	Encounter
context: He needs a lot of help, doesn't he?\Hey! Don't you go worrying about me!\It's not like that anymore.\I want to help them, you know.\They're a really good match.\I want them to be happy.\Dream\Encounter response:	Takeo-kun!
context: Hey! Don't you go worrying about me!\It's not like that anymore.\I want to help them, you know.\They're a really good match.\I want them to be happy.\Dream\Encounter\Takeo-kun! response:	It's been a while.
context: It's not like that anymore.\I want to help them, you know.\They're a really good match.\I want them to be happy.\Dream\Encounter\Takeo-kun!\It's been a while. response:	Hello.
context: I want to help them, you know.\They're a really good match.\I want them to be happy.\Dream\Encounter\Takeo-kun!\It's been a while.\Hello. response:	Do you prefer tea over coffee?
context: They're a really good match.\I want them to be happy.\Dream\Encounter\Takeo-kun!\It's been a while.\Hello.\Do you prefer tea over coffee? response:	I drink coffee, too.
context: I want them to be happy.\Dream\Encounter\Takeo-kun!\It's been a while.\Hello.\Do you prefer tea over coffee?\I drink coffee, too. response:	I like both.
context: Dream\Encounter\Takeo-kun!\It's been a while.\Hello.\Do you prefer tea over coffee?\I drink coffee, too.\I like both. response:	What about you, Yamato-san?
context: Encounter\Takeo-kun!\It's been a while.\Hello.\Do you prefer tea over coffee?\I drink coffee, too.\I like both.\What about you, Yamato-san? response:	I prefer tea.
context: Takeo-kun!\It's been a while.\Hello.\Do you prefer tea over coffee?\I drink coffee, too.\I like both.\What about you, Yamato-san?\I prefer tea. response:	Yeah, I can see that!
context: It's been a while.\Hello.\Do you prefer tea over coffee?\I drink coffee, too.\I like both.\What about you, Yamato-san?\I prefer tea.\Yeah, I can see that! response:	I drink water.
context: Hello.\Do you prefer tea over coffee?\I drink coffee, too.\I like both.\What about you, Yamato-san?\I prefer tea.\Yeah, I can see that!\I drink water. response:	And juice.
context: Do you prefer tea over coffee?\I drink coffee, too.\I like both.\What about you, Yamato-san?\I prefer tea.\Yeah, I can see that!\I drink water.\And juice. response:	You're such a kid, Takeo.
context: I drink coffee, too.\I like both.\What about you, Yamato-san?\I prefer tea.\Yeah, I can see that!\I drink water.\And juice.\You're such a kid, Takeo. response:	Yamato-san...
context: I like both.\What about you, Yamato-san?\I prefer tea.\Yeah, I can see that!\I drink water.\And juice.\You're such a kid, Takeo.\Yamato-san... response:	Have you ever been to MM Land?
context: What about you, Yamato-san?\I prefer tea.\Yeah, I can see that!\I drink water.\And juice.\You're such a kid, Takeo.\Yamato-san...\Have you ever been to MM Land? response:	She went straight for it.
context: I prefer tea.\Yeah, I can see that!\I drink water.\And juice.\You're such a kid, Takeo.\Yamato-san...\Have you ever been to MM Land?\She went straight for it. response:	Oh, yes.
context: Yeah, I can see that!\I drink water.\And juice.\You're such a kid, Takeo.\Yamato-san...\Have you ever been to MM Land?\She went straight for it.\Oh, yes. response:	It's a fun place!
context: I drink water.\And juice.\You're such a kid, Takeo.\Yamato-san...\Have you ever been to MM Land?\She went straight for it.\Oh, yes.\It's a fun place! response:	I really like it.
context: And juice.\You're such a kid, Takeo.\Yamato-san...\Have you ever been to MM Land?\She went straight for it.\Oh, yes.\It's a fun place!\I really like it. response:	Right, it'd be weird to fish around, instead of just asking.
context: You're such a kid, Takeo.\Yamato-san...\Have you ever been to MM Land?\She went straight for it.\Oh, yes.\It's a fun place!\I really like it.\Right, it'd be weird to fish around, instead of just asking. response:	She knows what she's doing.
context: Yamato-san...\Have you ever been to MM Land?\She went straight for it.\Oh, yes.\It's a fun place!\I really like it.\Right, it'd be weird to fish around, instead of just asking.\She knows what she's doing. response:	I love MM Land, too.
context: Have you ever been to MM Land?\She went straight for it.\Oh, yes.\It's a fun place!\I really like it.\Right, it'd be weird to fish around, instead of just asking.\She knows what she's doing.\I love MM Land, too. response:	What?!
context: She went straight for it.\Oh, yes.\It's a fun place!\I really like it.\Right, it'd be weird to fish around, instead of just asking.\She knows what she's doing.\I love MM Land, too.\What?! response:	She loves it? Then...
context: Oh, yes.\It's a fun place!\I really like it.\Right, it'd be weird to fish around, instead of just asking.\She knows what she's doing.\I love MM Land, too.\What?!\She loves it? Then... response:	Then why not go with Takeo?
context: It's a fun place!\I really like it.\Right, it'd be weird to fish around, instead of just asking.\She knows what she's doing.\I love MM Land, too.\What?!\She loves it? Then...\Then why not go with Takeo? response:	Huh?
context: I really like it.\Right, it'd be weird to fish around, instead of just asking.\She knows what she's doing.\I love MM Land, too.\What?!\She loves it? Then...\Then why not go with Takeo?\Huh? response:	She complicated things.
context: Right, it'd be weird to fish around, instead of just asking.\She knows what she's doing.\I love MM Land, too.\What?!\She loves it? Then...\Then why not go with Takeo?\Huh?\She complicated things. response:	Um, I won't go with Takeo-kun.
context: She knows what she's doing.\I love MM Land, too.\What?!\She loves it? Then...\Then why not go with Takeo?\Huh?\She complicated things.\Um, I won't go with Takeo-kun. response:	Why not?
context: I love MM Land, too.\What?!\She loves it? Then...\Then why not go with Takeo?\Huh?\She complicated things.\Um, I won't go with Takeo-kun.\Why not? response:	Are you holding back because it's expensive?
context: What?!\She loves it? Then...\Then why not go with Takeo?\Huh?\She complicated things.\Um, I won't go with Takeo-kun.\Why not?\Are you holding back because it's expensive? response:	Guess you're ending up asking her yourself, anyway...
context: She loves it? Then...\Then why not go with Takeo?\Huh?\She complicated things.\Um, I won't go with Takeo-kun.\Why not?\Are you holding back because it's expensive?\Guess you're ending up asking her yourself, anyway... response:	That isn't it.
context: Then why not go with Takeo?\Huh?\She complicated things.\Um, I won't go with Takeo-kun.\Why not?\Are you holding back because it's expensive?\Guess you're ending up asking her yourself, anyway...\That isn't it. response:	But I just don't want to go there with you.
context: Huh?\She complicated things.\Um, I won't go with Takeo-kun.\Why not?\Are you holding back because it's expensive?\Guess you're ending up asking her yourself, anyway...\That isn't it.\But I just don't want to go there with you. response:	Why?!
context: She complicated things.\Um, I won't go with Takeo-kun.\Why not?\Are you holding back because it's expensive?\Guess you're ending up asking her yourself, anyway...\That isn't it.\But I just don't want to go there with you.\Why?! response:	I love MM Land, too.
context: Um, I won't go with Takeo-kun.\Why not?\Are you holding back because it's expensive?\Guess you're ending up asking her yourself, anyway...\That isn't it.\But I just don't want to go there with you.\Why?!\I love MM Land, too. response:	Oda!
context: Why not?\Are you holding back because it's expensive?\Guess you're ending up asking her yourself, anyway...\That isn't it.\But I just don't want to go there with you.\Why?!\I love MM Land, too.\Oda! response:	You didn't go back?
context: Are you holding back because it's expensive?\Guess you're ending up asking her yourself, anyway...\That isn't it.\But I just don't want to go there with you.\Why?!\I love MM Land, too.\Oda!\You didn't go back? response:	After we parted ways at the station,
context: Guess you're ending up asking her yourself, anyway...\That isn't it.\But I just don't want to go there with you.\Why?!\I love MM Land, too.\Oda!\You didn't go back?\After we parted ways at the station, response:	I went up on the Skytree.
context: That isn't it.\But I just don't want to go there with you.\Why?!\I love MM Land, too.\Oda!\You didn't go back?\After we parted ways at the station,\I went up on the Skytree. response:	I'm sorry for being rude to you yesterday.
context: But I just don't want to go there with you.\Why?!\I love MM Land, too.\Oda!\You didn't go back?\After we parted ways at the station,\I went up on the Skytree.\I'm sorry for being rude to you yesterday. response:	I didn't know you were a friend of hers. I apologize!
context: Why?!\I love MM Land, too.\Oda!\You didn't go back?\After we parted ways at the station,\I went up on the Skytree.\I'm sorry for being rude to you yesterday.\I didn't know you were a friend of hers. I apologize! response:	So close...
context: I love MM Land, too.\Oda!\You didn't go back?\After we parted ways at the station,\I went up on the Skytree.\I'm sorry for being rude to you yesterday.\I didn't know you were a friend of hers. I apologize!\So close... response:	Oh...
context: Oda!\You didn't go back?\After we parted ways at the station,\I went up on the Skytree.\I'm sorry for being rude to you yesterday.\I didn't know you were a friend of hers. I apologize!\So close...\Oh... response:	I see.
context: You didn't go back?\After we parted ways at the station,\I went up on the Skytree.\I'm sorry for being rude to you yesterday.\I didn't know you were a friend of hers. I apologize!\So close...\Oh...\I see. response:	Sunakawa-san said I'm a friend of hers.
context: After we parted ways at the station,\I went up on the Skytree.\I'm sorry for being rude to you yesterday.\I didn't know you were a friend of hers. I apologize!\So close...\Oh...\I see.\Sunakawa-san said I'm a friend of hers. response:	How cold...
context: I went up on the Skytree.\I'm sorry for being rude to you yesterday.\I didn't know you were a friend of hers. I apologize!\So close...\Oh...\I see.\Sunakawa-san said I'm a friend of hers.\How cold... response:	I've told her I love her.
context: I'm sorry for being rude to you yesterday.\I didn't know you were a friend of hers. I apologize!\So close...\Oh...\I see.\Sunakawa-san said I'm a friend of hers.\How cold...\I've told her I love her. response:	Oh, is that why you came from Nagoya? To pursue her?
context: I didn't know you were a friend of hers. I apologize!\So close...\Oh...\I see.\Sunakawa-san said I'm a friend of hers.\How cold...\I've told her I love her.\Oh, is that why you came from Nagoya? To pursue her? response:	She turned me down, though.
context: So close...\Oh...\I see.\Sunakawa-san said I'm a friend of hers.\How cold...\I've told her I love her.\Oh, is that why you came from Nagoya? To pursue her?\She turned me down, though. response:	Huh?
context: Oh...\I see.\Sunakawa-san said I'm a friend of hers.\How cold...\I've told her I love her.\Oh, is that why you came from Nagoya? To pursue her?\She turned me down, though.\Huh? response:	I see.
context: I see.\Sunakawa-san said I'm a friend of hers.\How cold...\I've told her I love her.\Oh, is that why you came from Nagoya? To pursue her?\She turned me down, though.\Huh?\I see. response:	So this man likes her.
context: Sunakawa-san said I'm a friend of hers.\How cold...\I've told her I love her.\Oh, is that why you came from Nagoya? To pursue her?\She turned me down, though.\Huh?\I see.\So this man likes her. response:	Suddenly, I'm starting to like him.
context: How cold...\I've told her I love her.\Oh, is that why you came from Nagoya? To pursue her?\She turned me down, though.\Huh?\I see.\So this man likes her.\Suddenly, I'm starting to like him. response:	Sunakawa-san has someone else in her heart.
context: I've told her I love her.\Oh, is that why you came from Nagoya? To pursue her?\She turned me down, though.\Huh?\I see.\So this man likes her.\Suddenly, I'm starting to like him.\Sunakawa-san has someone else in her heart. response:	Hey!
context: Oh, is that why you came from Nagoya? To pursue her?\She turned me down, though.\Huh?\I see.\So this man likes her.\Suddenly, I'm starting to like him.\Sunakawa-san has someone else in her heart.\Hey! response:	Oh! She likes someone!
context: She turned me down, though.\Huh?\I see.\So this man likes her.\Suddenly, I'm starting to like him.\Sunakawa-san has someone else in her heart.\Hey!\Oh! She likes someone! response:	Sunakawa-san's love is unrequited, too.
context: Huh?\I see.\So this man likes her.\Suddenly, I'm starting to like him.\Sunakawa-san has someone else in her heart.\Hey!\Oh! She likes someone!\Sunakawa-san's love is unrequited, too. response:	What? Unrequited?!
context: I see.\So this man likes her.\Suddenly, I'm starting to like him.\Sunakawa-san has someone else in her heart.\Hey!\Oh! She likes someone!\Sunakawa-san's love is unrequited, too.\What? Unrequited?! response:	Who'd do that to her?
context: So this man likes her.\Suddenly, I'm starting to like him.\Sunakawa-san has someone else in her heart.\Hey!\Oh! She likes someone!\Sunakawa-san's love is unrequited, too.\What? Unrequited?!\Who'd do that to her? response:	Unforgivable!
context: Suddenly, I'm starting to like him.\Sunakawa-san has someone else in her heart.\Hey!\Oh! She likes someone!\Sunakawa-san's love is unrequited, too.\What? Unrequited?!\Who'd do that to her?\Unforgivable! response:	It can't be helped.
context: Sunakawa-san has someone else in her heart.\Hey!\Oh! She likes someone!\Sunakawa-san's love is unrequited, too.\What? Unrequited?!\Who'd do that to her?\Unforgivable!\It can't be helped. response:	The guy has a girlfriend.
context: Hey!\Oh! She likes someone!\Sunakawa-san's love is unrequited, too.\What? Unrequited?!\Who'd do that to her?\Unforgivable!\It can't be helped.\The guy has a girlfriend. response:	Oh.
context: Oh! She likes someone!\Sunakawa-san's love is unrequited, too.\What? Unrequited?!\Who'd do that to her?\Unforgivable!\It can't be helped.\The guy has a girlfriend.\Oh. response:	I guess that sort of thing can happen.
context: Sunakawa-san's love is unrequited, too.\What? Unrequited?!\Who'd do that to her?\Unforgivable!\It can't be helped.\The guy has a girlfriend.\Oh.\I guess that sort of thing can happen. response:	If you spill any more beans, consider yourself dead.
context: What? Unrequited?!\Who'd do that to her?\Unforgivable!\It can't be helped.\The guy has a girlfriend.\Oh.\I guess that sort of thing can happen.\If you spill any more beans, consider yourself dead. response:	Whoa, you're so scary...
context: Who'd do that to her?\Unforgivable!\It can't be helped.\The guy has a girlfriend.\Oh.\I guess that sort of thing can happen.\If you spill any more beans, consider yourself dead.\Whoa, you're so scary... response:	Hey, so is the reason you don't want to go to MM Land that jinx
context: Unforgivable!\It can't be helped.\The guy has a girlfriend.\Oh.\I guess that sort of thing can happen.\If you spill any more beans, consider yourself dead.\Whoa, you're so scary...\Hey, so is the reason you don't want to go to MM Land that jinx response:	that says if you go there on a date, you'll break up?
context: It can't be helped.\The guy has a girlfriend.\Oh.\I guess that sort of thing can happen.\If you spill any more beans, consider yourself dead.\Whoa, you're so scary...\Hey, so is the reason you don't want to go to MM Land that jinx\that says if you go there on a date, you'll break up? response:	Yes...
context: The guy has a girlfriend.\Oh.\I guess that sort of thing can happen.\If you spill any more beans, consider yourself dead.\Whoa, you're so scary...\Hey, so is the reason you don't want to go to MM Land that jinx\that says if you go there on a date, you'll break up?\Yes... response:	That's the reason, actually.
context: Oh.\I guess that sort of thing can happen.\If you spill any more beans, consider yourself dead.\Whoa, you're so scary...\Hey, so is the reason you don't want to go to MM Land that jinx\that says if you go there on a date, you'll break up?\Yes...\That's the reason, actually. response:	Oh, really?
context: I guess that sort of thing can happen.\If you spill any more beans, consider yourself dead.\Whoa, you're so scary...\Hey, so is the reason you don't want to go to MM Land that jinx\that says if you go there on a date, you'll break up?\Yes...\That's the reason, actually.\Oh, really? response:	Well, that sort of jinx is common.
context: If you spill any more beans, consider yourself dead.\Whoa, you're so scary...\Hey, so is the reason you don't want to go to MM Land that jinx\that says if you go there on a date, you'll break up?\Yes...\That's the reason, actually.\Oh, really?\Well, that sort of jinx is common. response:	I didn't even know about that...
context: Whoa, you're so scary...\Hey, so is the reason you don't want to go to MM Land that jinx\that says if you go there on a date, you'll break up?\Yes...\That's the reason, actually.\Oh, really?\Well, that sort of jinx is common.\I didn't even know about that... response:	I don't pay any attention to stuff like that,
context: Hey, so is the reason you don't want to go to MM Land that jinx\that says if you go there on a date, you'll break up?\Yes...\That's the reason, actually.\Oh, really?\Well, that sort of jinx is common.\I didn't even know about that...\I don't pay any attention to stuff like that, response:	but there are athletes and others who do.
context: that says if you go there on a date, you'll break up?\Yes...\That's the reason, actually.\Oh, really?\Well, that sort of jinx is common.\I didn't even know about that...\I don't pay any attention to stuff like that,\but there are athletes and others who do. response:	When I hear about things like that,
context: Yes...\That's the reason, actually.\Oh, really?\Well, that sort of jinx is common.\I didn't even know about that...\I don't pay any attention to stuff like that,\but there are athletes and others who do.\When I hear about things like that, response:	I just can't go.
context: That's the reason, actually.\Oh, really?\Well, that sort of jinx is common.\I didn't even know about that...\I don't pay any attention to stuff like that,\but there are athletes and others who do.\When I hear about things like that,\I just can't go. response:	If there's even a slim chance,
context: Oh, really?\Well, that sort of jinx is common.\I didn't even know about that...\I don't pay any attention to stuff like that,\but there are athletes and others who do.\When I hear about things like that,\I just can't go.\If there's even a slim chance, response:	I really don't want that to ever happen.
context: Well, that sort of jinx is common.\I didn't even know about that...\I don't pay any attention to stuff like that,\but there are athletes and others who do.\When I hear about things like that,\I just can't go.\If there's even a slim chance,\I really don't want that to ever happen. response:	We can all just go together.
context: I didn't even know about that...\I don't pay any attention to stuff like that,\but there are athletes and others who do.\When I hear about things like that,\I just can't go.\If there's even a slim chance,\I really don't want that to ever happen.\We can all just go together. response:	If it isn't just you two, it wouldn't be a date.
context: I don't pay any attention to stuff like that,\but there are athletes and others who do.\When I hear about things like that,\I just can't go.\If there's even a slim chance,\I really don't want that to ever happen.\We can all just go together.\If it isn't just you two, it wouldn't be a date. response:	So the jinx won't kick in.
context: but there are athletes and others who do.\When I hear about things like that,\I just can't go.\If there's even a slim chance,\I really don't want that to ever happen.\We can all just go together.\If it isn't just you two, it wouldn't be a date.\So the jinx won't kick in. response:	I'll go, too, okay?
context: When I hear about things like that,\I just can't go.\If there's even a slim chance,\I really don't want that to ever happen.\We can all just go together.\If it isn't just you two, it wouldn't be a date.\So the jinx won't kick in.\I'll go, too, okay? response:	Really?
context: I just can't go.\If there's even a slim chance,\I really don't want that to ever happen.\We can all just go together.\If it isn't just you two, it wouldn't be a date.\So the jinx won't kick in.\I'll go, too, okay?\Really? response:	Hey, what do you think you're doing?
context: If there's even a slim chance,\I really don't want that to ever happen.\We can all just go together.\If it isn't just you two, it wouldn't be a date.\So the jinx won't kick in.\I'll go, too, okay?\Really?\Hey, what do you think you're doing? response:	Sure.
context: I really don't want that to ever happen.\We can all just go together.\If it isn't just you two, it wouldn't be a date.\So the jinx won't kick in.\I'll go, too, okay?\Really?\Hey, what do you think you're doing?\Sure. response:	Wow, then we can go!
context: We can all just go together.\If it isn't just you two, it wouldn't be a date.\So the jinx won't kick in.\I'll go, too, okay?\Really?\Hey, what do you think you're doing?\Sure.\Wow, then we can go! response:	Yeah!
context: If it isn't just you two, it wouldn't be a date.\So the jinx won't kick in.\I'll go, too, okay?\Really?\Hey, what do you think you're doing?\Sure.\Wow, then we can go!\Yeah! response:	Thank you.
context: So the jinx won't kick in.\I'll go, too, okay?\Really?\Hey, what do you think you're doing?\Sure.\Wow, then we can go!\Yeah!\Thank you. response:	Thanks!
context: I'll go, too, okay?\Really?\Hey, what do you think you're doing?\Sure.\Wow, then we can go!\Yeah!\Thank you.\Thanks! response:	Takeo-kun, do you know they have a parade?
context: Really?\Hey, what do you think you're doing?\Sure.\Wow, then we can go!\Yeah!\Thank you.\Thanks!\Takeo-kun, do you know they have a parade? response:	It's really sparkly!
context: Hey, what do you think you're doing?\Sure.\Wow, then we can go!\Yeah!\Thank you.\Thanks!\Takeo-kun, do you know they have a parade?\It's really sparkly! response:	What? Sparkly?
context: Sure.\Wow, then we can go!\Yeah!\Thank you.\Thanks!\Takeo-kun, do you know they have a parade?\It's really sparkly!\What? Sparkly? response:	It's really pretty!
context: Wow, then we can go!\Yeah!\Thank you.\Thanks!\Takeo-kun, do you know they have a parade?\It's really sparkly!\What? Sparkly?\It's really pretty! response:	Really?
context: Yeah!\Thank you.\Thanks!\Takeo-kun, do you know they have a parade?\It's really sparkly!\What? Sparkly?\It's really pretty!\Really? response:	I really wanted to see it with you...
context: Thank you.\Thanks!\Takeo-kun, do you know they have a parade?\It's really sparkly!\What? Sparkly?\It's really pretty!\Really?\I really wanted to see it with you... response:	I see.
context: Thanks!\Takeo-kun, do you know they have a parade?\It's really sparkly!\What? Sparkly?\It's really pretty!\Really?\I really wanted to see it with you...\I see. response:	Well, now we can.
context: Takeo-kun, do you know they have a parade?\It's really sparkly!\What? Sparkly?\It's really pretty!\Really?\I really wanted to see it with you...\I see.\Well, now we can. response:	Yeah.
context: It's really sparkly!\What? Sparkly?\It's really pretty!\Really?\I really wanted to see it with you...\I see.\Well, now we can.\Yeah. response:	Great!
context: What? Sparkly?\It's really pretty!\Really?\I really wanted to see it with you...\I see.\Well, now we can.\Yeah.\Great! response:	Maybe we can go tomorrow?
context: It's really pretty!\Really?\I really wanted to see it with you...\I see.\Well, now we can.\Yeah.\Great!\Maybe we can go tomorrow? response:	Is everyone free?
context: Really?\I really wanted to see it with you...\I see.\Well, now we can.\Yeah.\Great!\Maybe we can go tomorrow?\Is everyone free? response:	Yes!
context: I really wanted to see it with you...\I see.\Well, now we can.\Yeah.\Great!\Maybe we can go tomorrow?\Is everyone free?\Yes! response:	Sunakawa-san's brother, how about you?
context: I see.\Well, now we can.\Yeah.\Great!\Maybe we can go tomorrow?\Is everyone free?\Yes!\Sunakawa-san's brother, how about you? response:	Uh, me?
context: Well, now we can.\Yeah.\Great!\Maybe we can go tomorrow?\Is everyone free?\Yes!\Sunakawa-san's brother, how about you?\Uh, me? response:	Of course you'll go, too, right? Sunakawa-san?
context: Yeah.\Great!\Maybe we can go tomorrow?\Is everyone free?\Yes!\Sunakawa-san's brother, how about you?\Uh, me?\Of course you'll go, too, right? Sunakawa-san? response:	Hey!
context: Great!\Maybe we can go tomorrow?\Is everyone free?\Yes!\Sunakawa-san's brother, how about you?\Uh, me?\Of course you'll go, too, right? Sunakawa-san?\Hey! response:	Okay, that's all decided, then!
context: Maybe we can go tomorrow?\Is everyone free?\Yes!\Sunakawa-san's brother, how about you?\Uh, me?\Of course you'll go, too, right? Sunakawa-san?\Hey!\Okay, that's all decided, then! response:	I'll be the organizer...
context: Is everyone free?\Yes!\Sunakawa-san's brother, how about you?\Uh, me?\Of course you'll go, too, right? Sunakawa-san?\Hey!\Okay, that's all decided, then!\I'll be the organizer... response:	Give me your contact info, everyone.
context: Yes!\Sunakawa-san's brother, how about you?\Uh, me?\Of course you'll go, too, right? Sunakawa-san?\Hey!\Okay, that's all decided, then!\I'll be the organizer...\Give me your contact info, everyone. response:	You're trying way too hard.
context: Sunakawa-san's brother, how about you?\Uh, me?\Of course you'll go, too, right? Sunakawa-san?\Hey!\Okay, that's all decided, then!\I'll be the organizer...\Give me your contact info, everyone.\You're trying way too hard. response:	That was fast!!
context: Uh, me?\Of course you'll go, too, right? Sunakawa-san?\Hey!\Okay, that's all decided, then!\I'll be the organizer...\Give me your contact info, everyone.\You're trying way too hard.\That was fast!! response:	I'm so excited about tomorrow.
context: Of course you'll go, too, right? Sunakawa-san?\Hey!\Okay, that's all decided, then!\I'll be the organizer...\Give me your contact info, everyone.\You're trying way too hard.\That was fast!!\I'm so excited about tomorrow. response:	I have to think about what to wear.
context: Hey!\Okay, that's all decided, then!\I'll be the organizer...\Give me your contact info, everyone.\You're trying way too hard.\That was fast!!\I'm so excited about tomorrow.\I have to think about what to wear. response:	Oh, did you know?
context: Okay, that's all decided, then!\I'll be the organizer...\Give me your contact info, everyone.\You're trying way too hard.\That was fast!!\I'm so excited about tomorrow.\I have to think about what to wear.\Oh, did you know? response:	There's a ride that's super fast.
context: I'll be the organizer...\Give me your contact info, everyone.\You're trying way too hard.\That was fast!!\I'm so excited about tomorrow.\I have to think about what to wear.\Oh, did you know?\There's a ride that's super fast. response:	She's really girly, isn't she?
context: Give me your contact info, everyone.\You're trying way too hard.\That was fast!!\I'm so excited about tomorrow.\I have to think about what to wear.\Oh, did you know?\There's a ride that's super fast.\She's really girly, isn't she? response:	Takeo's girlfriend, I mean.
context: You're trying way too hard.\That was fast!!\I'm so excited about tomorrow.\I have to think about what to wear.\Oh, did you know?\There's a ride that's super fast.\She's really girly, isn't she?\Takeo's girlfriend, I mean. response:	She's cute.
context: That was fast!!\I'm so excited about tomorrow.\I have to think about what to wear.\Oh, did you know?\There's a ride that's super fast.\She's really girly, isn't she?\Takeo's girlfriend, I mean.\She's cute. response:	She really loves Takeo, too.
context: I'm so excited about tomorrow.\I have to think about what to wear.\Oh, did you know?\There's a ride that's super fast.\She's really girly, isn't she?\Takeo's girlfriend, I mean.\She's cute.\She really loves Takeo, too. response:	She's a good girl.
context: I have to think about what to wear.\Oh, did you know?\There's a ride that's super fast.\She's really girly, isn't she?\Takeo's girlfriend, I mean.\She's cute.\She really loves Takeo, too.\She's a good girl. response:	I can see that.
context: Oh, did you know?\There's a ride that's super fast.\She's really girly, isn't she?\Takeo's girlfriend, I mean.\She's cute.\She really loves Takeo, too.\She's a good girl.\I can see that. response:	But...
context: There's a ride that's super fast.\She's really girly, isn't she?\Takeo's girlfriend, I mean.\She's cute.\She really loves Takeo, too.\She's a good girl.\I can see that.\But... response:	I like you, Sunakawa-san.
context: She's really girly, isn't she?\Takeo's girlfriend, I mean.\She's cute.\She really loves Takeo, too.\She's a good girl.\I can see that.\But...\I like you, Sunakawa-san. response:	See you tomorrow, then.
context: Takeo's girlfriend, I mean.\She's cute.\She really loves Takeo, too.\She's a good girl.\I can see that.\But...\I like you, Sunakawa-san.\See you tomorrow, then. response:	I'll send out a text about when and where we're meeting.
context: She's cute.\She really loves Takeo, too.\She's a good girl.\I can see that.\But...\I like you, Sunakawa-san.\See you tomorrow, then.\I'll send out a text about when and where we're meeting. response:	Why did you tell him about Takeo?
context: She really loves Takeo, too.\She's a good girl.\I can see that.\But...\I like you, Sunakawa-san.\See you tomorrow, then.\I'll send out a text about when and where we're meeting.\Why did you tell him about Takeo? response:	I didn't...
context: She's a good girl.\I can see that.\But...\I like you, Sunakawa-san.\See you tomorrow, then.\I'll send out a text about when and where we're meeting.\Why did you tell him about Takeo?\I didn't... response:	I mean, I did.
context: I can see that.\But...\I like you, Sunakawa-san.\See you tomorrow, then.\I'll send out a text about when and where we're meeting.\Why did you tell him about Takeo?\I didn't...\I mean, I did. response:	It was an accident...
context: But...\I like you, Sunakawa-san.\See you tomorrow, then.\I'll send out a text about when and where we're meeting.\Why did you tell him about Takeo?\I didn't...\I mean, I did.\It was an accident... response:	Huh?
context: I like you, Sunakawa-san.\See you tomorrow, then.\I'll send out a text about when and where we're meeting.\Why did you tell him about Takeo?\I didn't...\I mean, I did.\It was an accident...\Huh? response:	It was a social event for my seminar,
context: See you tomorrow, then.\I'll send out a text about when and where we're meeting.\Why did you tell him about Takeo?\I didn't...\I mean, I did.\It was an accident...\Huh?\It was a social event for my seminar, response:	and someone said he could do hypnosis.
context: I'll send out a text about when and where we're meeting.\Why did you tell him about Takeo?\I didn't...\I mean, I did.\It was an accident...\Huh?\It was a social event for my seminar,\and someone said he could do hypnosis. response:	I somehow went under, and...
context: Why did you tell him about Takeo?\I didn't...\I mean, I did.\It was an accident...\Huh?\It was a social event for my seminar,\and someone said he could do hypnosis.\I somehow went under, and... response:	You should be wary of hypnosis, too.
context: I didn't...\I mean, I did.\It was an accident...\Huh?\It was a social event for my seminar,\and someone said he could do hypnosis.\I somehow went under, and...\You should be wary of hypnosis, too. response:	Sounds like it.
context: I mean, I did.\It was an accident...\Huh?\It was a social event for my seminar,\and someone said he could do hypnosis.\I somehow went under, and...\You should be wary of hypnosis, too.\Sounds like it. response:	Evenin'.
context: It was an accident...\Huh?\It was a social event for my seminar,\and someone said he could do hypnosis.\I somehow went under, and...\You should be wary of hypnosis, too.\Sounds like it.\Evenin'. response:	Oh, Takeo-kun...
context: Huh?\It was a social event for my seminar,\and someone said he could do hypnosis.\I somehow went under, and...\You should be wary of hypnosis, too.\Sounds like it.\Evenin'.\Oh, Takeo-kun... response:	You really took me by surprise.
context: It was a social event for my seminar,\and someone said he could do hypnosis.\I somehow went under, and...\You should be wary of hypnosis, too.\Sounds like it.\Evenin'.\Oh, Takeo-kun...\You really took me by surprise. response:	That's bad for my heart.
context: and someone said he could do hypnosis.\I somehow went under, and...\You should be wary of hypnosis, too.\Sounds like it.\Evenin'.\Oh, Takeo-kun...\You really took me by surprise.\That's bad for my heart. response:	Oh, I texted everyone about tomorrow.
context: I somehow went under, and...\You should be wary of hypnosis, too.\Sounds like it.\Evenin'.\Oh, Takeo-kun...\You really took me by surprise.\That's bad for my heart.\Oh, I texted everyone about tomorrow. response:	Okay, thanks!
