context: I am not about to be stranded by something such as rain! response:	We are leaving, Sophia Ring!
context: My power is now gone and I've lost everything.\What am I?\Wha-?\What?!\I split my magic with you.\You got a job, Kuzuha?\Yeah. The neighborhood association director urged me to come...\saying they'd pay me for my time. response:	You'll be busy.
context: What am I?\Wha-?\What?!\I split my magic with you.\You got a job, Kuzuha?\Yeah. The neighborhood association director urged me to come...\saying they'd pay me for my time.\You'll be busy. response:	Where is Satone?
context: Wha-?\What?!\I split my magic with you.\You got a job, Kuzuha?\Yeah. The neighborhood association director urged me to come...\saying they'd pay me for my time.\You'll be busy.\Where is Satone? response:	I think Rikka invited her to come...
context: What?!\I split my magic with you.\You got a job, Kuzuha?\Yeah. The neighborhood association director urged me to come...\saying they'd pay me for my time.\You'll be busy.\Where is Satone?\I think Rikka invited her to come... response:	Yuta!
context: I split my magic with you.\You got a job, Kuzuha?\Yeah. The neighborhood association director urged me to come...\saying they'd pay me for my time.\You'll be busy.\Where is Satone?\I think Rikka invited her to come...\Yuta! response:	What is it?
context: You got a job, Kuzuha?\Yeah. The neighborhood association director urged me to come...\saying they'd pay me for my time.\You'll be busy.\Where is Satone?\I think Rikka invited her to come...\Yuta!\What is it? response:	The deathly ghost planet!
context: Yeah. The neighborhood association director urged me to come...\saying they'd pay me for my time.\You'll be busy.\Where is Satone?\I think Rikka invited her to come...\Yuta!\What is it?\The deathly ghost planet! response:	You mean Venus?
context: saying they'd pay me for my time.\You'll be busy.\Where is Satone?\I think Rikka invited her to come...\Yuta!\What is it?\The deathly ghost planet!\You mean Venus? response:	It's red! Fire attributes?
context: You'll be busy.\Where is Satone?\I think Rikka invited her to come...\Yuta!\What is it?\The deathly ghost planet!\You mean Venus?\It's red! Fire attributes? response:	Then it can't be Venus.
context: Where is Satone?\I think Rikka invited her to come...\Yuta!\What is it?\The deathly ghost planet!\You mean Venus?\It's red! Fire attributes?\Then it can't be Venus. response:	Why am I hiding?
context: I think Rikka invited her to come...\Yuta!\What is it?\The deathly ghost planet!\You mean Venus?\It's red! Fire attributes?\Then it can't be Venus.\Why am I hiding? response:	Get a grip! Fight, Sophia!
context: Yuta!\What is it?\The deathly ghost planet!\You mean Venus?\It's red! Fire attributes?\Then it can't be Venus.\Why am I hiding?\Get a grip! Fight, Sophia! response:	I am a magical devil girl!
context: What is it?\The deathly ghost planet!\You mean Venus?\It's red! Fire attributes?\Then it can't be Venus.\Why am I hiding?\Get a grip! Fight, Sophia!\I am a magical devil girl! response:	COTTON CANDY
context: The deathly ghost planet!\You mean Venus?\It's red! Fire attributes?\Then it can't be Venus.\Why am I hiding?\Get a grip! Fight, Sophia!\I am a magical devil girl!\COTTON CANDY response:	Step right up!
context: You mean Venus?\It's red! Fire attributes?\Then it can't be Venus.\Why am I hiding?\Get a grip! Fight, Sophia!\I am a magical devil girl!\COTTON CANDY\Step right up! response:	WATER BALLOONS (1 TRY 100 YEN)
context: It's red! Fire attributes?\Then it can't be Venus.\Why am I hiding?\Get a grip! Fight, Sophia!\I am a magical devil girl!\COTTON CANDY\Step right up!\WATER BALLOONS (1 TRY 100 YEN) response:	Yo-Yo fishing is so much fun!
context: Then it can't be Venus.\Why am I hiding?\Get a grip! Fight, Sophia!\I am a magical devil girl!\COTTON CANDY\Step right up!\WATER BALLOONS (1 TRY 100 YEN)\Yo-Yo fishing is so much fun! response:	Morisummer is such a hard worker.
context: Why am I hiding?\Get a grip! Fight, Sophia!\I am a magical devil girl!\COTTON CANDY\Step right up!\WATER BALLOONS (1 TRY 100 YEN)\Yo-Yo fishing is so much fun!\Morisummer is such a hard worker. response:	She is just plain noisy.
context: Get a grip! Fight, Sophia!\I am a magical devil girl!\COTTON CANDY\Step right up!\WATER BALLOONS (1 TRY 100 YEN)\Yo-Yo fishing is so much fun!\Morisummer is such a hard worker.\She is just plain noisy. response:	Good work.
context: I am a magical devil girl!\COTTON CANDY\Step right up!\WATER BALLOONS (1 TRY 100 YEN)\Yo-Yo fishing is so much fun!\Morisummer is such a hard worker.\She is just plain noisy.\Good work. response:	You're at it.
context: COTTON CANDY\Step right up!\WATER BALLOONS (1 TRY 100 YEN)\Yo-Yo fishing is so much fun!\Morisummer is such a hard worker.\She is just plain noisy.\Good work.\You're at it. response:	Master! Your dark plumage does justice to your dark being!
context: Step right up!\WATER BALLOONS (1 TRY 100 YEN)\Yo-Yo fishing is so much fun!\Morisummer is such a hard worker.\She is just plain noisy.\Good work.\You're at it.\Master! Your dark plumage does justice to your dark being! response:	Where's Kuzuha?
context: WATER BALLOONS (1 TRY 100 YEN)\Yo-Yo fishing is so much fun!\Morisummer is such a hard worker.\She is just plain noisy.\Good work.\You're at it.\Master! Your dark plumage does justice to your dark being!\Where's Kuzuha? response:	She's been captured by the neighborhood association.
context: Yo-Yo fishing is so much fun!\Morisummer is such a hard worker.\She is just plain noisy.\Good work.\You're at it.\Master! Your dark plumage does justice to your dark being!\Where's Kuzuha?\She's been captured by the neighborhood association. response:	She has it hard.
context: Morisummer is such a hard worker.\She is just plain noisy.\Good work.\You're at it.\Master! Your dark plumage does justice to your dark being!\Where's Kuzuha?\She's been captured by the neighborhood association.\She has it hard. response:	Then why did she bother coming to the festival in a yukata?
context: She is just plain noisy.\Good work.\You're at it.\Master! Your dark plumage does justice to your dark being!\Where's Kuzuha?\She's been captured by the neighborhood association.\She has it hard.\Then why did she bother coming to the festival in a yukata? response:	I think she finds it fun in her own way.
context: Good work.\You're at it.\Master! Your dark plumage does justice to your dark being!\Where's Kuzuha?\She's been captured by the neighborhood association.\She has it hard.\Then why did she bother coming to the festival in a yukata?\I think she finds it fun in her own way. response:	What is that?
context: You're at it.\Master! Your dark plumage does justice to your dark being!\Where's Kuzuha?\She's been captured by the neighborhood association.\She has it hard.\Then why did she bother coming to the festival in a yukata?\I think she finds it fun in her own way.\What is that? response:	I think she finds it fun in her own way.
context: Master! Your dark plumage does justice to your dark being!\Where's Kuzuha?\She's been captured by the neighborhood association.\She has it hard.\Then why did she bother coming to the festival in a yukata?\I think she finds it fun in her own way.\What is that?\I think she finds it fun in her own way. response:	I am magical devil girl, Sophia Ring SP Saturn VII!
context: Where's Kuzuha?\She's been captured by the neighborhood association.\She has it hard.\Then why did she bother coming to the festival in a yukata?\I think she finds it fun in her own way.\What is that?\I think she finds it fun in her own way.\I am magical devil girl, Sophia Ring SP Saturn VII! response:	I am the magical devil girl Sophia the whole town is talking about.
context: She's been captured by the neighborhood association.\She has it hard.\Then why did she bother coming to the festival in a yukata?\I think she finds it fun in her own way.\What is that?\I think she finds it fun in her own way.\I am magical devil girl, Sophia Ring SP Saturn VII!\I am the magical devil girl Sophia the whole town is talking about. response:	AKA the devilish girl who rules the magical seven holy lands.
context: She has it hard.\Then why did she bother coming to the festival in a yukata?\I think she finds it fun in her own way.\What is that?\I think she finds it fun in her own way.\I am magical devil girl, Sophia Ring SP Saturn VII!\I am the magical devil girl Sophia the whole town is talking about.\AKA the devilish girl who rules the magical seven holy lands. response:	And don't you forget it!
context: Then why did she bother coming to the festival in a yukata?\I think she finds it fun in her own way.\What is that?\I think she finds it fun in her own way.\I am magical devil girl, Sophia Ring SP Saturn VII!\I am the magical devil girl Sophia the whole town is talking about.\AKA the devilish girl who rules the magical seven holy lands.\And don't you forget it! response:	Shichimiya.
context: I think she finds it fun in her own way.\What is that?\I think she finds it fun in her own way.\I am magical devil girl, Sophia Ring SP Saturn VII!\I am the magical devil girl Sophia the whole town is talking about.\AKA the devilish girl who rules the magical seven holy lands.\And don't you forget it!\Shichimiya. response:	So you did come after all.
context: What is that?\I think she finds it fun in her own way.\I am magical devil girl, Sophia Ring SP Saturn VII!\I am the magical devil girl Sophia the whole town is talking about.\AKA the devilish girl who rules the magical seven holy lands.\And don't you forget it!\Shichimiya.\So you did come after all. response:	Well, my schedule opened up.
context: I think she finds it fun in her own way.\I am magical devil girl, Sophia Ring SP Saturn VII!\I am the magical devil girl Sophia the whole town is talking about.\AKA the devilish girl who rules the magical seven holy lands.\And don't you forget it!\Shichimiya.\So you did come after all.\Well, my schedule opened up. response:	Hey, where's Rikka?
context: I am magical devil girl, Sophia Ring SP Saturn VII!\I am the magical devil girl Sophia the whole town is talking about.\AKA the devilish girl who rules the magical seven holy lands.\And don't you forget it!\Shichimiya.\So you did come after all.\Well, my schedule opened up.\Hey, where's Rikka? response:	She sensed a dark presence a moment ago and went that way.
context: I am the magical devil girl Sophia the whole town is talking about.\AKA the devilish girl who rules the magical seven holy lands.\And don't you forget it!\Shichimiya.\So you did come after all.\Well, my schedule opened up.\Hey, where's Rikka?\She sensed a dark presence a moment ago and went that way. response:	What? For crying out loud.
context: AKA the devilish girl who rules the magical seven holy lands.\And don't you forget it!\Shichimiya.\So you did come after all.\Well, my schedule opened up.\Hey, where's Rikka?\She sensed a dark presence a moment ago and went that way.\What? For crying out loud. response:	I told her to stay put so she wouldn't mess up her yukata.
context: And don't you forget it!\Shichimiya.\So you did come after all.\Well, my schedule opened up.\Hey, where's Rikka?\She sensed a dark presence a moment ago and went that way.\What? For crying out loud.\I told her to stay put so she wouldn't mess up her yukata. response:	What's the big idea?
context: Shichimiya.\So you did come after all.\Well, my schedule opened up.\Hey, where's Rikka?\She sensed a dark presence a moment ago and went that way.\What? For crying out loud.\I told her to stay put so she wouldn't mess up her yukata.\What's the big idea? response:	I came to make war with the enemy within.
context: So you did come after all.\Well, my schedule opened up.\Hey, where's Rikka?\She sensed a dark presence a moment ago and went that way.\What? For crying out loud.\I told her to stay put so she wouldn't mess up her yukata.\What's the big idea?\I came to make war with the enemy within. response:	Make war, you say?
context: Well, my schedule opened up.\Hey, where's Rikka?\She sensed a dark presence a moment ago and went that way.\What? For crying out loud.\I told her to stay put so she wouldn't mess up her yukata.\What's the big idea?\I came to make war with the enemy within.\Make war, you say? response:	Yeah. The enemy is inside me, so I can't escape it.
context: Hey, where's Rikka?\She sensed a dark presence a moment ago and went that way.\What? For crying out loud.\I told her to stay put so she wouldn't mess up her yukata.\What's the big idea?\I came to make war with the enemy within.\Make war, you say?\Yeah. The enemy is inside me, so I can't escape it. response:	That's why I've decided to fight it.
context: She sensed a dark presence a moment ago and went that way.\What? For crying out loud.\I told her to stay put so she wouldn't mess up her yukata.\What's the big idea?\I came to make war with the enemy within.\Make war, you say?\Yeah. The enemy is inside me, so I can't escape it.\That's why I've decided to fight it. response:	But how?
context: What? For crying out loud.\I told her to stay put so she wouldn't mess up her yukata.\What's the big idea?\I came to make war with the enemy within.\Make war, you say?\Yeah. The enemy is inside me, so I can't escape it.\That's why I've decided to fight it.\But how? response:	I have a plan!
context: I told her to stay put so she wouldn't mess up her yukata.\What's the big idea?\I came to make war with the enemy within.\Make war, you say?\Yeah. The enemy is inside me, so I can't escape it.\That's why I've decided to fight it.\But how?\I have a plan! response:	Stand by for my report of victory!
context: What's the big idea?\I came to make war with the enemy within.\Make war, you say?\Yeah. The enemy is inside me, so I can't escape it.\That's why I've decided to fight it.\But how?\I have a plan!\Stand by for my report of victory! response:	Will she be okay?
context: I came to make war with the enemy within.\Make war, you say?\Yeah. The enemy is inside me, so I can't escape it.\That's why I've decided to fight it.\But how?\I have a plan!\Stand by for my report of victory!\Will she be okay? response:	Rain?
context: Make war, you say?\Yeah. The enemy is inside me, so I can't escape it.\That's why I've decided to fight it.\But how?\I have a plan!\Stand by for my report of victory!\Will she be okay?\Rain? response:	Surely it can't have gotten this far.
context: Yeah. The enemy is inside me, so I can't escape it.\That's why I've decided to fight it.\But how?\I have a plan!\Stand by for my report of victory!\Will she be okay?\Rain?\Surely it can't have gotten this far. response:	Yeesh. Where the heck is she?
context: That's why I've decided to fight it.\But how?\I have a plan!\Stand by for my report of victory!\Will she be okay?\Rain?\Surely it can't have gotten this far.\Yeesh. Where the heck is she? response:	Hero!
context: But how?\I have a plan!\Stand by for my report of victory!\Will she be okay?\Rain?\Surely it can't have gotten this far.\Yeesh. Where the heck is she?\Hero! response:	Shichimiya. Have you seen Rikka?
context: I have a plan!\Stand by for my report of victory!\Will she be okay?\Rain?\Surely it can't have gotten this far.\Yeesh. Where the heck is she?\Hero!\Shichimiya. Have you seen Rikka? response:	No, but I suspect she has spotted a dark follower.
context: Stand by for my report of victory!\Will she be okay?\Rain?\Surely it can't have gotten this far.\Yeesh. Where the heck is she?\Hero!\Shichimiya. Have you seen Rikka?\No, but I suspect she has spotted a dark follower. response:	Yikes, it's really coming down now.
context: Will she be okay?\Rain?\Surely it can't have gotten this far.\Yeesh. Where the heck is she?\Hero!\Shichimiya. Have you seen Rikka?\No, but I suspect she has spotted a dark follower.\Yikes, it's really coming down now. response:	Are you dry enough over there?
context: Rain?\Surely it can't have gotten this far.\Yeesh. Where the heck is she?\Hero!\Shichimiya. Have you seen Rikka?\No, but I suspect she has spotted a dark follower.\Yikes, it's really coming down now.\Are you dry enough over there? response:	I'm fine. I have put up a barrier.
context: Surely it can't have gotten this far.\Yeesh. Where the heck is she?\Hero!\Shichimiya. Have you seen Rikka?\No, but I suspect she has spotted a dark follower.\Yikes, it's really coming down now.\Are you dry enough over there?\I'm fine. I have put up a barrier. response:	A barrier, huh?
context: Yeesh. Where the heck is she?\Hero!\Shichimiya. Have you seen Rikka?\No, but I suspect she has spotted a dark follower.\Yikes, it's really coming down now.\Are you dry enough over there?\I'm fine. I have put up a barrier.\A barrier, huh? response:	Be careful to give the deities behind you their space.
context: Hero!\Shichimiya. Have you seen Rikka?\No, but I suspect she has spotted a dark follower.\Yikes, it's really coming down now.\Are you dry enough over there?\I'm fine. I have put up a barrier.\A barrier, huh?\Be careful to give the deities behind you their space. response:	Well now, let's start the hostilities.
context: Shichimiya. Have you seen Rikka?\No, but I suspect she has spotted a dark follower.\Yikes, it's really coming down now.\Are you dry enough over there?\I'm fine. I have put up a barrier.\A barrier, huh?\Be careful to give the deities behind you their space.\Well now, let's start the hostilities. response:	Huh?
context: No, but I suspect she has spotted a dark follower.\Yikes, it's really coming down now.\Are you dry enough over there?\I'm fine. I have put up a barrier.\A barrier, huh?\Be careful to give the deities behind you their space.\Well now, let's start the hostilities.\Huh? response:	Say, Hero?
context: Yikes, it's really coming down now.\Are you dry enough over there?\I'm fine. I have put up a barrier.\A barrier, huh?\Be careful to give the deities behind you their space.\Well now, let's start the hostilities.\Huh?\Say, Hero? response:	You have entered into a
context: Are you dry enough over there?\I'm fine. I have put up a barrier.\A barrier, huh?\Be careful to give the deities behind you their space.\Well now, let's start the hostilities.\Huh?\Say, Hero?\You have entered into a response:	lover's contract with Wicked Lord Shingan, haven't you?
context: I'm fine. I have put up a barrier.\A barrier, huh?\Be careful to give the deities behind you their space.\Well now, let's start the hostilities.\Huh?\Say, Hero?\You have entered into a\lover's contract with Wicked Lord Shingan, haven't you? response:	S-sure, sorta.
context: A barrier, huh?\Be careful to give the deities behind you their space.\Well now, let's start the hostilities.\Huh?\Say, Hero?\You have entered into a\lover's contract with Wicked Lord Shingan, haven't you?\S-sure, sorta. response:	Have you done it? I mean...
context: Be careful to give the deities behind you their space.\Well now, let's start the hostilities.\Huh?\Say, Hero?\You have entered into a\lover's contract with Wicked Lord Shingan, haven't you?\S-sure, sorta.\Have you done it? I mean... response:	Why are you asking that?!
context: Well now, let's start the hostilities.\Huh?\Say, Hero?\You have entered into a\lover's contract with Wicked Lord Shingan, haven't you?\S-sure, sorta.\Have you done it? I mean...\Why are you asking that?! response:	Answer me.
context: Huh?\Say, Hero?\You have entered into a\lover's contract with Wicked Lord Shingan, haven't you?\S-sure, sorta.\Have you done it? I mean...\Why are you asking that?!\Answer me. response:	Why should I?!
context: Say, Hero?\You have entered into a\lover's contract with Wicked Lord Shingan, haven't you?\S-sure, sorta.\Have you done it? I mean...\Why are you asking that?!\Answer me.\Why should I?! response:	Because this is a battle.
context: You have entered into a\lover's contract with Wicked Lord Shingan, haven't you?\S-sure, sorta.\Have you done it? I mean...\Why are you asking that?!\Answer me.\Why should I?!\Because this is a battle. response:	You won't get angry no matter what?
context: lover's contract with Wicked Lord Shingan, haven't you?\S-sure, sorta.\Have you done it? I mean...\Why are you asking that?!\Answer me.\Why should I?!\Because this is a battle.\You won't get angry no matter what? response:	Why would I get angry?
context: S-sure, sorta.\Have you done it? I mean...\Why are you asking that?!\Answer me.\Why should I?!\Because this is a battle.\You won't get angry no matter what?\Why would I get angry? response:	For some reason, Nibutani gets angry when I'm honest with her.
context: Have you done it? I mean...\Why are you asking that?!\Answer me.\Why should I?!\Because this is a battle.\You won't get angry no matter what?\Why would I get angry?\For some reason, Nibutani gets angry when I'm honest with her. response:	That's because Morisummer is mentally unstable.
context: Why are you asking that?!\Answer me.\Why should I?!\Because this is a battle.\You won't get angry no matter what?\Why would I get angry?\For some reason, Nibutani gets angry when I'm honest with her.\That's because Morisummer is mentally unstable. response:	I practice self-discipline, so I'll be fine.
context: Answer me.\Why should I?!\Because this is a battle.\You won't get angry no matter what?\Why would I get angry?\For some reason, Nibutani gets angry when I'm honest with her.\That's because Morisummer is mentally unstable.\I practice self-discipline, so I'll be fine. response:	You're sure?
context: Why should I?!\Because this is a battle.\You won't get angry no matter what?\Why would I get angry?\For some reason, Nibutani gets angry when I'm honest with her.\That's because Morisummer is mentally unstable.\I practice self-discipline, so I'll be fine.\You're sure? response:	Yeah.
context: Because this is a battle.\You won't get angry no matter what?\Why would I get angry?\For some reason, Nibutani gets angry when I'm honest with her.\That's because Morisummer is mentally unstable.\I practice self-discipline, so I'll be fine.\You're sure?\Yeah. response:	Not yet.
context: You won't get angry no matter what?\Why would I get angry?\For some reason, Nibutani gets angry when I'm honest with her.\That's because Morisummer is mentally unstable.\I practice self-discipline, so I'll be fine.\You're sure?\Yeah.\Not yet. response:	I see.
context: Why would I get angry?\For some reason, Nibutani gets angry when I'm honest with her.\That's because Morisummer is mentally unstable.\I practice self-discipline, so I'll be fine.\You're sure?\Yeah.\Not yet.\I see. response:	But I should mention that we've held hands.
context: For some reason, Nibutani gets angry when I'm honest with her.\That's because Morisummer is mentally unstable.\I practice self-discipline, so I'll be fine.\You're sure?\Yeah.\Not yet.\I see.\But I should mention that we've held hands. response:	We've even touched noses thanks to you.
context: That's because Morisummer is mentally unstable.\I practice self-discipline, so I'll be fine.\You're sure?\Yeah.\Not yet.\I see.\But I should mention that we've held hands.\We've even touched noses thanks to you. response:	What's wrong?
context: I practice self-discipline, so I'll be fine.\You're sure?\Yeah.\Not yet.\I see.\But I should mention that we've held hands.\We've even touched noses thanks to you.\What's wrong? response:	Never mind me. This is my battle. Please continue.
context: You're sure?\Yeah.\Not yet.\I see.\But I should mention that we've held hands.\We've even touched noses thanks to you.\What's wrong?\Never mind me. This is my battle. Please continue. response:	What battle?
context: Yeah.\Not yet.\I see.\But I should mention that we've held hands.\We've even touched noses thanks to you.\What's wrong?\Never mind me. This is my battle. Please continue.\What battle? response:	Just tell me.
context: Not yet.\I see.\But I should mention that we've held hands.\We've even touched noses thanks to you.\What's wrong?\Never mind me. This is my battle. Please continue.\What battle?\Just tell me. response:	Do you love Wicked Lord Shingan?
context: I see.\But I should mention that we've held hands.\We've even touched noses thanks to you.\What's wrong?\Never mind me. This is my battle. Please continue.\What battle?\Just tell me.\Do you love Wicked Lord Shingan? response:	Would you just drop it already?
context: But I should mention that we've held hands.\We've even touched noses thanks to you.\What's wrong?\Never mind me. This is my battle. Please continue.\What battle?\Just tell me.\Do you love Wicked Lord Shingan?\Would you just drop it already? response:	Just tell me!
context: We've even touched noses thanks to you.\What's wrong?\Never mind me. This is my battle. Please continue.\What battle?\Just tell me.\Do you love Wicked Lord Shingan?\Would you just drop it already?\Just tell me! response:	Yes, I love her.
context: What's wrong?\Never mind me. This is my battle. Please continue.\What battle?\Just tell me.\Do you love Wicked Lord Shingan?\Would you just drop it already?\Just tell me!\Yes, I love her. response:	What do you love about her?
context: Never mind me. This is my battle. Please continue.\What battle?\Just tell me.\Do you love Wicked Lord Shingan?\Would you just drop it already?\Just tell me!\Yes, I love her.\What do you love about her? response:	There's more to it than that.
context: What battle?\Just tell me.\Do you love Wicked Lord Shingan?\Would you just drop it already?\Just tell me!\Yes, I love her.\What do you love about her?\There's more to it than that. response:	I guess I love everything about her.
context: Just tell me.\Do you love Wicked Lord Shingan?\Would you just drop it already?\Just tell me!\Yes, I love her.\What do you love about her?\There's more to it than that.\I guess I love everything about her. response:	Hey, you'll get wet.
context: Do you love Wicked Lord Shingan?\Would you just drop it already?\Just tell me!\Yes, I love her.\What do you love about her?\There's more to it than that.\I guess I love everything about her.\Hey, you'll get wet. response:	That attack was harsh. Its power is impressive.
context: Would you just drop it already?\Just tell me!\Yes, I love her.\What do you love about her?\There's more to it than that.\I guess I love everything about her.\Hey, you'll get wet.\That attack was harsh. Its power is impressive. response:	That one registered as critical.
context: Just tell me!\Yes, I love her.\What do you love about her?\There's more to it than that.\I guess I love everything about her.\Hey, you'll get wet.\That attack was harsh. Its power is impressive.\That one registered as critical. response:	What are you talking about?
context: Yes, I love her.\What do you love about her?\There's more to it than that.\I guess I love everything about her.\Hey, you'll get wet.\That attack was harsh. Its power is impressive.\That one registered as critical.\What are you talking about? response:	Pay me no mind. I'm fighting a good fight.
context: What do you love about her?\There's more to it than that.\I guess I love everything about her.\Hey, you'll get wet.\That attack was harsh. Its power is impressive.\That one registered as critical.\What are you talking about?\Pay me no mind. I'm fighting a good fight. response:	For me it's just embarrassing!
context: There's more to it than that.\I guess I love everything about her.\Hey, you'll get wet.\That attack was harsh. Its power is impressive.\That one registered as critical.\What are you talking about?\Pay me no mind. I'm fighting a good fight.\For me it's just embarrassing! response:	There's no way around it, because this is war.
context: I guess I love everything about her.\Hey, you'll get wet.\That attack was harsh. Its power is impressive.\That one registered as critical.\What are you talking about?\Pay me no mind. I'm fighting a good fight.\For me it's just embarrassing!\There's no way around it, because this is war. response:	This is a matter of life or death.
context: Hey, you'll get wet.\That attack was harsh. Its power is impressive.\That one registered as critical.\What are you talking about?\Pay me no mind. I'm fighting a good fight.\For me it's just embarrassing!\There's no way around it, because this is war.\This is a matter of life or death. response:	Please continue.
context: That attack was harsh. Its power is impressive.\That one registered as critical.\What are you talking about?\Pay me no mind. I'm fighting a good fight.\For me it's just embarrassing!\There's no way around it, because this is war.\This is a matter of life or death.\Please continue. response:	You still wanna do this?
context: That one registered as critical.\What are you talking about?\Pay me no mind. I'm fighting a good fight.\For me it's just embarrassing!\There's no way around it, because this is war.\This is a matter of life or death.\Please continue.\You still wanna do this? response:	Yes. I should be able to move in for the kill soon.
context: What are you talking about?\Pay me no mind. I'm fighting a good fight.\For me it's just embarrassing!\There's no way around it, because this is war.\This is a matter of life or death.\Please continue.\You still wanna do this?\Yes. I should be able to move in for the kill soon. response:	Honestly.
context: Pay me no mind. I'm fighting a good fight.\For me it's just embarrassing!\There's no way around it, because this is war.\This is a matter of life or death.\Please continue.\You still wanna do this?\Yes. I should be able to move in for the kill soon.\Honestly. response:	You know, Rikka was watching me the entire time.
context: For me it's just embarrassing!\There's no way around it, because this is war.\This is a matter of life or death.\Please continue.\You still wanna do this?\Yes. I should be able to move in for the kill soon.\Honestly.\You know, Rikka was watching me the entire time. response:	She watched me and kept on believing...
context: There's no way around it, because this is war.\This is a matter of life or death.\Please continue.\You still wanna do this?\Yes. I should be able to move in for the kill soon.\Honestly.\You know, Rikka was watching me the entire time.\She watched me and kept on believing... response:	even after I had stopped believing in my own power.
context: This is a matter of life or death.\Please continue.\You still wanna do this?\Yes. I should be able to move in for the kill soon.\Honestly.\You know, Rikka was watching me the entire time.\She watched me and kept on believing...\even after I had stopped believing in my own power. response:	I have mostly given up on it, but she keeps encouraging me.
context: Please continue.\You still wanna do this?\Yes. I should be able to move in for the kill soon.\Honestly.\You know, Rikka was watching me the entire time.\She watched me and kept on believing...\even after I had stopped believing in my own power.\I have mostly given up on it, but she keeps encouraging me. response:	She said I was incredible. She said I had unique power.
context: You still wanna do this?\Yes. I should be able to move in for the kill soon.\Honestly.\You know, Rikka was watching me the entire time.\She watched me and kept on believing...\even after I had stopped believing in my own power.\I have mostly given up on it, but she keeps encouraging me.\She said I was incredible. She said I had unique power. response:	I see.
context: Yes. I should be able to move in for the kill soon.\Honestly.\You know, Rikka was watching me the entire time.\She watched me and kept on believing...\even after I had stopped believing in my own power.\I have mostly given up on it, but she keeps encouraging me.\She said I was incredible. She said I had unique power.\I see. response:	Are you satisfied?
context: Honestly.\You know, Rikka was watching me the entire time.\She watched me and kept on believing...\even after I had stopped believing in my own power.\I have mostly given up on it, but she keeps encouraging me.\She said I was incredible. She said I had unique power.\I see.\Are you satisfied? response:	Why are both you and Nibutani so keen to hear stuff like that?
context: You know, Rikka was watching me the entire time.\She watched me and kept on believing...\even after I had stopped believing in my own power.\I have mostly given up on it, but she keeps encouraging me.\She said I was incredible. She said I had unique power.\I see.\Are you satisfied?\Why are both you and Nibutani so keen to hear stuff like that? response:	INCOMING TEXT - RIKKA TAKANASHI
context: She watched me and kept on believing...\even after I had stopped believing in my own power.\I have mostly given up on it, but she keeps encouraging me.\She said I was incredible. She said I had unique power.\I see.\Are you satisfied?\Why are both you and Nibutani so keen to hear stuff like that?\INCOMING TEXT - RIKKA TAKANASHI response:	Rikka?
context: even after I had stopped believing in my own power.\I have mostly given up on it, but she keeps encouraging me.\She said I was incredible. She said I had unique power.\I see.\Are you satisfied?\Why are both you and Nibutani so keen to hear stuff like that?\INCOMING TEXT - RIKKA TAKANASHI\Rikka? response:	The water mage's attack has intensified. Rescue requested.
context: I have mostly given up on it, but she keeps encouraging me.\She said I was incredible. She said I had unique power.\I see.\Are you satisfied?\Why are both you and Nibutani so keen to hear stuff like that?\INCOMING TEXT - RIKKA TAKANASHI\Rikka?\The water mage's attack has intensified. Rescue requested. response:	Trust her not to have her umbrella when she needs it.
context: She said I was incredible. She said I had unique power.\I see.\Are you satisfied?\Why are both you and Nibutani so keen to hear stuff like that?\INCOMING TEXT - RIKKA TAKANASHI\Rikka?\The water mage's attack has intensified. Rescue requested.\Trust her not to have her umbrella when she needs it. response:	Go to her.
context: I see.\Are you satisfied?\Why are both you and Nibutani so keen to hear stuff like that?\INCOMING TEXT - RIKKA TAKANASHI\Rikka?\The water mage's attack has intensified. Rescue requested.\Trust her not to have her umbrella when she needs it.\Go to her. response:	But...
context: Are you satisfied?\Why are both you and Nibutani so keen to hear stuff like that?\INCOMING TEXT - RIKKA TAKANASHI\Rikka?\The water mage's attack has intensified. Rescue requested.\Trust her not to have her umbrella when she needs it.\Go to her.\But... response:	I told you. I'm fine because I have my barrier!
context: Why are both you and Nibutani so keen to hear stuff like that?\INCOMING TEXT - RIKKA TAKANASHI\Rikka?\The water mage's attack has intensified. Rescue requested.\Trust her not to have her umbrella when she needs it.\Go to her.\But...\I told you. I'm fine because I have my barrier! response:	You're hopeless.
context: INCOMING TEXT - RIKKA TAKANASHI\Rikka?\The water mage's attack has intensified. Rescue requested.\Trust her not to have her umbrella when she needs it.\Go to her.\But...\I told you. I'm fine because I have my barrier!\You're hopeless. response:	Huh?
context: Rikka?\The water mage's attack has intensified. Rescue requested.\Trust her not to have her umbrella when she needs it.\Go to her.\But...\I told you. I'm fine because I have my barrier!\You're hopeless.\Huh? response:	You don't accept goodbyes, right?
context: The water mage's attack has intensified. Rescue requested.\Trust her not to have her umbrella when she needs it.\Go to her.\But...\I told you. I'm fine because I have my barrier!\You're hopeless.\Huh?\You don't accept goodbyes, right? response:	Uh, yeah.
context: Trust her not to have her umbrella when she needs it.\Go to her.\But...\I told you. I'm fine because I have my barrier!\You're hopeless.\Huh?\You don't accept goodbyes, right?\Uh, yeah. response:	I successfully held back the tears! I am victorious!
