context: Mob Psycho 100 response:	Namu Amida Butsu
context: Today's job is a big one.\Oh. All right.\Progress Toward Mob's Explosion: 25\Today's job is from a local neighborhood council.\The location is Honeido Tunnel along the old highway.\It's a famous haunted place.\Famous Haunted Spot\Terror response:	Haunted Ghost Tunnel
context: Oh. All right.\Progress Toward Mob's Explosion: 25\Today's job is from a local neighborhood council.\The location is Honeido Tunnel along the old highway.\It's a famous haunted place.\Famous Haunted Spot\Terror\Haunted Ghost Tunnel response:	Eek! Aah!
context: Progress Toward Mob's Explosion: 25\Today's job is from a local neighborhood council.\The location is Honeido Tunnel along the old highway.\It's a famous haunted place.\Famous Haunted Spot\Terror\Haunted Ghost Tunnel\Eek! Aah! response:	The location is the old Seasoning Highway Honeido Tunnel
context: Today's job is from a local neighborhood council.\The location is Honeido Tunnel along the old highway.\It's a famous haunted place.\Famous Haunted Spot\Terror\Haunted Ghost Tunnel\Eek! Aah!\The location is the old Seasoning Highway Honeido Tunnel response:	The tunnel's always had some shady stories,
context: The location is Honeido Tunnel along the old highway.\It's a famous haunted place.\Famous Haunted Spot\Terror\Haunted Ghost Tunnel\Eek! Aah!\The location is the old Seasoning Highway Honeido Tunnel\The tunnel's always had some shady stories, response:	and even though it's been closed for years, the bad rumors just won't go away.
context: It's a famous haunted place.\Famous Haunted Spot\Terror\Haunted Ghost Tunnel\Eek! Aah!\The location is the old Seasoning Highway Honeido Tunnel\The tunnel's always had some shady stories,\and even though it's been closed for years, the bad rumors just won't go away. response:	Also, a number of college students and bloggers have gone there
context: Famous Haunted Spot\Terror\Haunted Ghost Tunnel\Eek! Aah!\The location is the old Seasoning Highway Honeido Tunnel\The tunnel's always had some shady stories,\and even though it's been closed for years, the bad rumors just won't go away.\Also, a number of college students and bloggers have gone there response:	to do a test of courage and gone missing.
context: Terror\Haunted Ghost Tunnel\Eek! Aah!\The location is the old Seasoning Highway Honeido Tunnel\The tunnel's always had some shady stories,\and even though it's been closed for years, the bad rumors just won't go away.\Also, a number of college students and bloggers have gone there\to do a test of courage and gone missing. response:	And this is the ringer.
context: Haunted Ghost Tunnel\Eek! Aah!\The location is the old Seasoning Highway Honeido Tunnel\The tunnel's always had some shady stories,\and even though it's been closed for years, the bad rumors just won't go away.\Also, a number of college students and bloggers have gone there\to do a test of courage and gone missing.\And this is the ringer. response:	Honeido Tunnel Group Accident
context: Eek! Aah!\The location is the old Seasoning Highway Honeido Tunnel\The tunnel's always had some shady stories,\and even though it's been closed for years, the bad rumors just won't go away.\Also, a number of college students and bloggers have gone there\to do a test of courage and gone missing.\And this is the ringer.\Honeido Tunnel Group Accident response:	A huge group accident?
context: The location is the old Seasoning Highway Honeido Tunnel\The tunnel's always had some shady stories,\and even though it's been closed for years, the bad rumors just won't go away.\Also, a number of college students and bloggers have gone there\to do a test of courage and gone missing.\And this is the ringer.\Honeido Tunnel Group Accident\A huge group accident? response:	Yeah, though it happened thirty years ago.
context: The tunnel's always had some shady stories,\and even though it's been closed for years, the bad rumors just won't go away.\Also, a number of college students and bloggers have gone there\to do a test of courage and gone missing.\And this is the ringer.\Honeido Tunnel Group Accident\A huge group accident?\Yeah, though it happened thirty years ago. response:	Apparently, more than twenty people died at once.
context: and even though it's been closed for years, the bad rumors just won't go away.\Also, a number of college students and bloggers have gone there\to do a test of courage and gone missing.\And this is the ringer.\Honeido Tunnel Group Accident\A huge group accident?\Yeah, though it happened thirty years ago.\Apparently, more than twenty people died at once. response:	The hatred of all those people must be swirling around this tunnel.
context: Also, a number of college students and bloggers have gone there\to do a test of courage and gone missing.\And this is the ringer.\Honeido Tunnel Group Accident\A huge group accident?\Yeah, though it happened thirty years ago.\Apparently, more than twenty people died at once.\The hatred of all those people must be swirling around this tunnel. response:	Stay on your toes, Mob. There's no telling what might happen.
context: to do a test of courage and gone missing.\And this is the ringer.\Honeido Tunnel Group Accident\A huge group accident?\Yeah, though it happened thirty years ago.\Apparently, more than twenty people died at once.\The hatred of all those people must be swirling around this tunnel.\Stay on your toes, Mob. There's no telling what might happen. response:	Oh, right.
context: And this is the ringer.\Honeido Tunnel Group Accident\A huge group accident?\Yeah, though it happened thirty years ago.\Apparently, more than twenty people died at once.\The hatred of all those people must be swirling around this tunnel.\Stay on your toes, Mob. There's no telling what might happen.\Oh, right. response:	Honeido Tunnel
context: Honeido Tunnel Group Accident\A huge group accident?\Yeah, though it happened thirty years ago.\Apparently, more than twenty people died at once.\The hatred of all those people must be swirling around this tunnel.\Stay on your toes, Mob. There's no telling what might happen.\Oh, right.\Honeido Tunnel response:	This is it.
context: A huge group accident?\Yeah, though it happened thirty years ago.\Apparently, more than twenty people died at once.\The hatred of all those people must be swirling around this tunnel.\Stay on your toes, Mob. There's no telling what might happen.\Oh, right.\Honeido Tunnel\This is it. response:	Well, let's take a look.
context: Yeah, though it happened thirty years ago.\Apparently, more than twenty people died at once.\The hatred of all those people must be swirling around this tunnel.\Stay on your toes, Mob. There's no telling what might happen.\Oh, right.\Honeido Tunnel\This is it.\Well, let's take a look. response:	I, Reigen Arataka, the new star of the paranormal world,
context: Apparently, more than twenty people died at once.\The hatred of all those people must be swirling around this tunnel.\Stay on your toes, Mob. There's no telling what might happen.\Oh, right.\Honeido Tunnel\This is it.\Well, let's take a look.\I, Reigen Arataka, the new star of the paranormal world, response:	shall clean this place up.
context: The hatred of all those people must be swirling around this tunnel.\Stay on your toes, Mob. There's no telling what might happen.\Oh, right.\Honeido Tunnel\This is it.\Well, let's take a look.\I, Reigen Arataka, the new star of the paranormal world,\shall clean this place up. response:	We're going to exorcise every last one of them, Mob.
context: Stay on your toes, Mob. There's no telling what might happen.\Oh, right.\Honeido Tunnel\This is it.\Well, let's take a look.\I, Reigen Arataka, the new star of the paranormal world,\shall clean this place up.\We're going to exorcise every last one of them, Mob. response:	Hey, my student!
context: Oh, right.\Honeido Tunnel\This is it.\Well, let's take a look.\I, Reigen Arataka, the new star of the paranormal world,\shall clean this place up.\We're going to exorcise every last one of them, Mob.\Hey, my student! response:	What are you doing, Mob?
context: Honeido Tunnel\This is it.\Well, let's take a look.\I, Reigen Arataka, the new star of the paranormal world,\shall clean this place up.\We're going to exorcise every last one of them, Mob.\Hey, my student!\What are you doing, Mob? response:	You're coming, too!
context: This is it.\Well, let's take a look.\I, Reigen Arataka, the new star of the paranormal world,\shall clean this place up.\We're going to exorcise every last one of them, Mob.\Hey, my student!\What are you doing, Mob?\You're coming, too! response:	It'll be bad if the sun goes down.
context: Well, let's take a look.\I, Reigen Arataka, the new star of the paranormal world,\shall clean this place up.\We're going to exorcise every last one of them, Mob.\Hey, my student!\What are you doing, Mob?\You're coming, too!\It'll be bad if the sun goes down. response:	Mob, are you listening?
context: I, Reigen Arataka, the new star of the paranormal world,\shall clean this place up.\We're going to exorcise every last one of them, Mob.\Hey, my student!\What are you doing, Mob?\You're coming, too!\It'll be bad if the sun goes down.\Mob, are you listening? response:	I'm gonna go melt down a big one, so follow me!
context: shall clean this place up.\We're going to exorcise every last one of them, Mob.\Hey, my student!\What are you doing, Mob?\You're coming, too!\It'll be bad if the sun goes down.\Mob, are you listening?\I'm gonna go melt down a big one, so follow me! response:	Got it?
context: We're going to exorcise every last one of them, Mob.\Hey, my student!\What are you doing, Mob?\You're coming, too!\It'll be bad if the sun goes down.\Mob, are you listening?\I'm gonna go melt down a big one, so follow me!\Got it? response:	All right. You seemed to have everything under control,
context: Hey, my student!\What are you doing, Mob?\You're coming, too!\It'll be bad if the sun goes down.\Mob, are you listening?\I'm gonna go melt down a big one, so follow me!\Got it?\All right. You seemed to have everything under control, response:	so I didn't think that you'd need my help.
context: What are you doing, Mob?\You're coming, too!\It'll be bad if the sun goes down.\Mob, are you listening?\I'm gonna go melt down a big one, so follow me!\Got it?\All right. You seemed to have everything under control,\so I didn't think that you'd need my help. response:	You idiot! Who do you think is going to exorciseAhem.
context: You're coming, too!\It'll be bad if the sun goes down.\Mob, are you listening?\I'm gonna go melt down a big one, so follow me!\Got it?\All right. You seemed to have everything under control,\so I didn't think that you'd need my help.\You idiot! Who do you think is going to exorciseAhem. response:	I mean, this really is nothing for me,
context: It'll be bad if the sun goes down.\Mob, are you listening?\I'm gonna go melt down a big one, so follow me!\Got it?\All right. You seemed to have everything under control,\so I didn't think that you'd need my help.\You idiot! Who do you think is going to exorciseAhem.\I mean, this really is nothing for me, response:	but follow me so you can learn something.
context: Mob, are you listening?\I'm gonna go melt down a big one, so follow me!\Got it?\All right. You seemed to have everything under control,\so I didn't think that you'd need my help.\You idiot! Who do you think is going to exorciseAhem.\I mean, this really is nothing for me,\but follow me so you can learn something. response:	You're truly amazing, Master.
context: I'm gonna go melt down a big one, so follow me!\Got it?\All right. You seemed to have everything under control,\so I didn't think that you'd need my help.\You idiot! Who do you think is going to exorciseAhem.\I mean, this really is nothing for me,\but follow me so you can learn something.\You're truly amazing, Master. response:	Hm?
context: Got it?\All right. You seemed to have everything under control,\so I didn't think that you'd need my help.\You idiot! Who do you think is going to exorciseAhem.\I mean, this really is nothing for me,\but follow me so you can learn something.\You're truly amazing, Master.\Hm? response:	This tunnel seems pretty dangerous.
context: All right. You seemed to have everything under control,\so I didn't think that you'd need my help.\You idiot! Who do you think is going to exorciseAhem.\I mean, this really is nothing for me,\but follow me so you can learn something.\You're truly amazing, Master.\Hm?\This tunnel seems pretty dangerous. response:	I can sense the presence of a very powerful spirit further down.
context: so I didn't think that you'd need my help.\You idiot! Who do you think is going to exorciseAhem.\I mean, this really is nothing for me,\but follow me so you can learn something.\You're truly amazing, Master.\Hm?\This tunnel seems pretty dangerous.\I can sense the presence of a very powerful spirit further down. response:	Usually, haunted spots end up being fake,
context: You idiot! Who do you think is going to exorciseAhem.\I mean, this really is nothing for me,\but follow me so you can learn something.\You're truly amazing, Master.\Hm?\This tunnel seems pretty dangerous.\I can sense the presence of a very powerful spirit further down.\Usually, haunted spots end up being fake, response:	but this is definitely the real deal.
context: I mean, this really is nothing for me,\but follow me so you can learn something.\You're truly amazing, Master.\Hm?\This tunnel seems pretty dangerous.\I can sense the presence of a very powerful spirit further down.\Usually, haunted spots end up being fake,\but this is definitely the real deal. response:	If a normal person happened to anger the spirit in here...
context: but follow me so you can learn something.\You're truly amazing, Master.\Hm?\This tunnel seems pretty dangerous.\I can sense the presence of a very powerful spirit further down.\Usually, haunted spots end up being fake,\but this is definitely the real deal.\If a normal person happened to anger the spirit in here... response:	If they angered it...?
context: You're truly amazing, Master.\Hm?\This tunnel seems pretty dangerous.\I can sense the presence of a very powerful spirit further down.\Usually, haunted spots end up being fake,\but this is definitely the real deal.\If a normal person happened to anger the spirit in here...\If they angered it...? response:	They probably wouldn't make it out in one piece.
context: Hm?\This tunnel seems pretty dangerous.\I can sense the presence of a very powerful spirit further down.\Usually, haunted spots end up being fake,\but this is definitely the real deal.\If a normal person happened to anger the spirit in here...\If they angered it...?\They probably wouldn't make it out in one piece. response:	Of course not.
context: This tunnel seems pretty dangerous.\I can sense the presence of a very powerful spirit further down.\Usually, haunted spots end up being fake,\but this is definitely the real deal.\If a normal person happened to anger the spirit in here...\If they angered it...?\They probably wouldn't make it out in one piece.\Of course not. response:	That's why we're going to exorcise it.
context: I can sense the presence of a very powerful spirit further down.\Usually, haunted spots end up being fake,\but this is definitely the real deal.\If a normal person happened to anger the spirit in here...\If they angered it...?\They probably wouldn't make it out in one piece.\Of course not.\That's why we're going to exorcise it. response:	All right, here we go!
context: Usually, haunted spots end up being fake,\but this is definitely the real deal.\If a normal person happened to anger the spirit in here...\If they angered it...?\They probably wouldn't make it out in one piece.\Of course not.\That's why we're going to exorcise it.\All right, here we go! response:	I'll go first.
context: but this is definitely the real deal.\If a normal person happened to anger the spirit in here...\If they angered it...?\They probably wouldn't make it out in one piece.\Of course not.\That's why we're going to exorcise it.\All right, here we go!\I'll go first. response:	I'm counting on you to support me however you can from behind.
context: If a normal person happened to anger the spirit in here...\If they angered it...?\They probably wouldn't make it out in one piece.\Of course not.\That's why we're going to exorcise it.\All right, here we go!\I'll go first.\I'm counting on you to support me however you can from behind. response:	Right.
context: If they angered it...?\They probably wouldn't make it out in one piece.\Of course not.\That's why we're going to exorcise it.\All right, here we go!\I'll go first.\I'm counting on you to support me however you can from behind.\Right. response:	It's a bit chilly.
context: They probably wouldn't make it out in one piece.\Of course not.\That's why we're going to exorcise it.\All right, here we go!\I'll go first.\I'm counting on you to support me however you can from behind.\Right.\It's a bit chilly. response:	Yes.
context: Of course not.\That's why we're going to exorcise it.\All right, here we go!\I'll go first.\I'm counting on you to support me however you can from behind.\Right.\It's a bit chilly.\Yes. response:	We forgot to bring flashlights.
context: That's why we're going to exorcise it.\All right, here we go!\I'll go first.\I'm counting on you to support me however you can from behind.\Right.\It's a bit chilly.\Yes.\We forgot to bring flashlights. response:	Master, don't you feel something?
context: All right, here we go!\I'll go first.\I'm counting on you to support me however you can from behind.\Right.\It's a bit chilly.\Yes.\We forgot to bring flashlights.\Master, don't you feel something? response:	Hm?
context: I'll go first.\I'm counting on you to support me however you can from behind.\Right.\It's a bit chilly.\Yes.\We forgot to bring flashlights.\Master, don't you feel something?\Hm? response:	Well, it is pretty humid in here...
context: I'm counting on you to support me however you can from behind.\Right.\It's a bit chilly.\Yes.\We forgot to bring flashlights.\Master, don't you feel something?\Hm?\Well, it is pretty humid in here... response:	No, I'm talking about auras.
context: Right.\It's a bit chilly.\Yes.\We forgot to bring flashlights.\Master, don't you feel something?\Hm?\Well, it is pretty humid in here...\No, I'm talking about auras. response:	Oh, right, that.
context: It's a bit chilly.\Yes.\We forgot to bring flashlights.\Master, don't you feel something?\Hm?\Well, it is pretty humid in here...\No, I'm talking about auras.\Oh, right, that. response:	Well, my nose is a bid sduffy doday.
context: Yes.\We forgot to bring flashlights.\Master, don't you feel something?\Hm?\Well, it is pretty humid in here...\No, I'm talking about auras.\Oh, right, that.\Well, my nose is a bid sduffy doday. response:	Does that have anything to do with this?
context: We forgot to bring flashlights.\Master, don't you feel something?\Hm?\Well, it is pretty humid in here...\No, I'm talking about auras.\Oh, right, that.\Well, my nose is a bid sduffy doday.\Does that have anything to do with this? response:	When you get to my level, it does.
context: Master, don't you feel something?\Hm?\Well, it is pretty humid in here...\No, I'm talking about auras.\Oh, right, that.\Well, my nose is a bid sduffy doday.\Does that have anything to do with this?\When you get to my level, it does. response:	Do you feel anything?
context: Hm?\Well, it is pretty humid in here...\No, I'm talking about auras.\Oh, right, that.\Well, my nose is a bid sduffy doday.\Does that have anything to do with this?\When you get to my level, it does.\Do you feel anything? response:	Feel would be an understatement.
context: Well, it is pretty humid in here...\No, I'm talking about auras.\Oh, right, that.\Well, my nose is a bid sduffy doday.\Does that have anything to do with this?\When you get to my level, it does.\Do you feel anything?\Feel would be an understatement. response:	There are twelve...
context: No, I'm talking about auras.\Oh, right, that.\Well, my nose is a bid sduffy doday.\Does that have anything to do with this?\When you get to my level, it does.\Do you feel anything?\Feel would be an understatement.\There are twelve... response:	Eighteen...
context: Oh, right, that.\Well, my nose is a bid sduffy doday.\Does that have anything to do with this?\When you get to my level, it does.\Do you feel anything?\Feel would be an understatement.\There are twelve...\Eighteen... response:	No...
context: Well, my nose is a bid sduffy doday.\Does that have anything to do with this?\When you get to my level, it does.\Do you feel anything?\Feel would be an understatement.\There are twelve...\Eighteen...\No... response:	Even more right nearby.
context: Does that have anything to do with this?\When you get to my level, it does.\Do you feel anything?\Feel would be an understatement.\There are twelve...\Eighteen...\No...\Even more right nearby. response:	Ah!
context: When you get to my level, it does.\Do you feel anything?\Feel would be an understatement.\There are twelve...\Eighteen...\No...\Even more right nearby.\Ah! response:	Looks like we've been completely surrounded.
context: Do you feel anything?\Feel would be an understatement.\There are twelve...\Eighteen...\No...\Even more right nearby.\Ah!\Looks like we've been completely surrounded. response:	They're going to attack us now.
context: Feel would be an understatement.\There are twelve...\Eighteen...\No...\Even more right nearby.\Ah!\Looks like we've been completely surrounded.\They're going to attack us now. response:	All right!
context: There are twelve...\Eighteen...\No...\Even more right nearby.\Ah!\Looks like we've been completely surrounded.\They're going to attack us now.\All right! response:	I'll leave the small fry to you.
context: Eighteen...\No...\Even more right nearby.\Ah!\Looks like we've been completely surrounded.\They're going to attack us now.\All right!\I'll leave the small fry to you. response:	Go, Mob!
context: No...\Even more right nearby.\Ah!\Looks like we've been completely surrounded.\They're going to attack us now.\All right!\I'll leave the small fry to you.\Go, Mob! response:	Man, that's a lot of noise. They're really strong, huh?
context: Even more right nearby.\Ah!\Looks like we've been completely surrounded.\They're going to attack us now.\All right!\I'll leave the small fry to you.\Go, Mob!\Man, that's a lot of noise. They're really strong, huh? response:	Hmm... If we were normal people, we might have been in danger.
context: Ah!\Looks like we've been completely surrounded.\They're going to attack us now.\All right!\I'll leave the small fry to you.\Go, Mob!\Man, that's a lot of noise. They're really strong, huh?\Hmm... If we were normal people, we might have been in danger. response:	Well, I'm sure that took care of all of them.
context: Looks like we've been completely surrounded.\They're going to attack us now.\All right!\I'll leave the small fry to you.\Go, Mob!\Man, that's a lot of noise. They're really strong, huh?\Hmm... If we were normal people, we might have been in danger.\Well, I'm sure that took care of all of them. response:	Another piece of ca
context: They're going to attack us now.\All right!\I'll leave the small fry to you.\Go, Mob!\Man, that's a lot of noise. They're really strong, huh?\Hmm... If we were normal people, we might have been in danger.\Well, I'm sure that took care of all of them.\Another piece of ca response:	There's someone right in front of me!
context: All right!\I'll leave the small fry to you.\Go, Mob!\Man, that's a lot of noise. They're really strong, huh?\Hmm... If we were normal people, we might have been in danger.\Well, I'm sure that took care of all of them.\Another piece of ca\There's someone right in front of me! response:	Who are you?!
context: I'll leave the small fry to you.\Go, Mob!\Man, that's a lot of noise. They're really strong, huh?\Hmm... If we were normal people, we might have been in danger.\Well, I'm sure that took care of all of them.\Another piece of ca\There's someone right in front of me!\Who are you?! response:	An evil spirit?!
context: Go, Mob!\Man, that's a lot of noise. They're really strong, huh?\Hmm... If we were normal people, we might have been in danger.\Well, I'm sure that took care of all of them.\Another piece of ca\There's someone right in front of me!\Who are you?!\An evil spirit?! response:	Boss
context: Man, that's a lot of noise. They're really strong, huh?\Hmm... If we were normal people, we might have been in danger.\Well, I'm sure that took care of all of them.\Another piece of ca\There's someone right in front of me!\Who are you?!\An evil spirit?!\Boss response:	Oh, it's just a heel wrestler.
context: Hmm... If we were normal people, we might have been in danger.\Well, I'm sure that took care of all of them.\Another piece of ca\There's someone right in front of me!\Who are you?!\An evil spirit?!\Boss\Oh, it's just a heel wrestler. response:	Don't scare me like that! I thought you were an evil spirit.
context: Well, I'm sure that took care of all of them.\Another piece of ca\There's someone right in front of me!\Who are you?!\An evil spirit?!\Boss\Oh, it's just a heel wrestler.\Don't scare me like that! I thought you were an evil spirit. response:	You shouldn't be practicing here.
context: Another piece of ca\There's someone right in front of me!\Who are you?!\An evil spirit?!\Boss\Oh, it's just a heel wrestler.\Don't scare me like that! I thought you were an evil spirit.\You shouldn't be practicing here. response:	Uh, Master.
context: There's someone right in front of me!\Who are you?!\An evil spirit?!\Boss\Oh, it's just a heel wrestler.\Don't scare me like that! I thought you were an evil spirit.\You shouldn't be practicing here.\Uh, Master. response:	The boss of sorts of the evil spirits is over there,
context: Who are you?!\An evil spirit?!\Boss\Oh, it's just a heel wrestler.\Don't scare me like that! I thought you were an evil spirit.\You shouldn't be practicing here.\Uh, Master.\The boss of sorts of the evil spirits is over there, response:	so watch out.
context: An evil spirit?!\Boss\Oh, it's just a heel wrestler.\Don't scare me like that! I thought you were an evil spirit.\You shouldn't be practicing here.\Uh, Master.\The boss of sorts of the evil spirits is over there,\so watch out. response:	Evil Spirit: Boss
context: Boss\Oh, it's just a heel wrestler.\Don't scare me like that! I thought you were an evil spirit.\You shouldn't be practicing here.\Uh, Master.\The boss of sorts of the evil spirits is over there,\so watch out.\Evil Spirit: Boss response:	Hmph, so you're the boss monkey of the evil spirits!
context: Oh, it's just a heel wrestler.\Don't scare me like that! I thought you were an evil spirit.\You shouldn't be practicing here.\Uh, Master.\The boss of sorts of the evil spirits is over there,\so watch out.\Evil Spirit: Boss\Hmph, so you're the boss monkey of the evil spirits! response:	You may have tried to disguise yourself as a wrestler, but you can't fool me!
context: Don't scare me like that! I thought you were an evil spirit.\You shouldn't be practicing here.\Uh, Master.\The boss of sorts of the evil spirits is over there,\so watch out.\Evil Spirit: Boss\Hmph, so you're the boss monkey of the evil spirits!\You may have tried to disguise yourself as a wrestler, but you can't fool me! response:	This tunnel...
context: You shouldn't be practicing here.\Uh, Master.\The boss of sorts of the evil spirits is over there,\so watch out.\Evil Spirit: Boss\Hmph, so you're the boss monkey of the evil spirits!\You may have tried to disguise yourself as a wrestler, but you can't fool me!\This tunnel... response:	When my biker gang and I were going down this tunnel,
context: Uh, Master.\The boss of sorts of the evil spirits is over there,\so watch out.\Evil Spirit: Boss\Hmph, so you're the boss monkey of the evil spirits!\You may have tried to disguise yourself as a wrestler, but you can't fool me!\This tunnel...\When my biker gang and I were going down this tunnel, response:	the guy in front happened to slip on a banana peel,
context: The boss of sorts of the evil spirits is over there,\so watch out.\Evil Spirit: Boss\Hmph, so you're the boss monkey of the evil spirits!\You may have tried to disguise yourself as a wrestler, but you can't fool me!\This tunnel...\When my biker gang and I were going down this tunnel,\the guy in front happened to slip on a banana peel, response:	and we all died! And I'm their leader!
context: so watch out.\Evil Spirit: Boss\Hmph, so you're the boss monkey of the evil spirits!\You may have tried to disguise yourself as a wrestler, but you can't fool me!\This tunnel...\When my biker gang and I were going down this tunnel,\the guy in front happened to slip on a banana peel,\and we all died! And I'm their leader! response:	This tunnel is...
context: Evil Spirit: Boss\Hmph, so you're the boss monkey of the evil spirits!\You may have tried to disguise yourself as a wrestler, but you can't fool me!\This tunnel...\When my biker gang and I were going down this tunnel,\the guy in front happened to slip on a banana peel,\and we all died! And I'm their leader!\This tunnel is... response:	my turf!
context: Hmph, so you're the boss monkey of the evil spirits!\You may have tried to disguise yourself as a wrestler, but you can't fool me!\This tunnel...\When my biker gang and I were going down this tunnel,\the guy in front happened to slip on a banana peel,\and we all died! And I'm their leader!\This tunnel is...\my turf! response:	I'll crush every last intruder!
context: You may have tried to disguise yourself as a wrestler, but you can't fool me!\This tunnel...\When my biker gang and I were going down this tunnel,\the guy in front happened to slip on a banana peel,\and we all died! And I'm their leader!\This tunnel is...\my turf!\I'll crush every last intruder! response:	Here we go!
context: This tunnel...\When my biker gang and I were going down this tunnel,\the guy in front happened to slip on a banana peel,\and we all died! And I'm their leader!\This tunnel is...\my turf!\I'll crush every last intruder!\Here we go! response:	Curse ya!
context: When my biker gang and I were going down this tunnel,\the guy in front happened to slip on a banana peel,\and we all died! And I'm their leader!\This tunnel is...\my turf!\I'll crush every last intruder!\Here we go!\Curse ya! response:	Curse ya
context: the guy in front happened to slip on a banana peel,\and we all died! And I'm their leader!\This tunnel is...\my turf!\I'll crush every last intruder!\Here we go!\Curse ya!\Curse ya response:	Cigarette Burn Poltergeist!
context: and we all died! And I'm their leader!\This tunnel is...\my turf!\I'll crush every last intruder!\Here we go!\Curse ya!\Curse ya\Cigarette Burn Poltergeist! response:	Wh-What?
context: This tunnel is...\my turf!\I'll crush every last intruder!\Here we go!\Curse ya!\Curse ya\Cigarette Burn Poltergeist!\Wh-What? response:	My ignition attack isn't working?
context: my turf!\I'll crush every last intruder!\Here we go!\Curse ya!\Curse ya\Cigarette Burn Poltergeist!\Wh-What?\My ignition attack isn't working? response:	There's a powerful forcefield?
context: I'll crush every last intruder!\Here we go!\Curse ya!\Curse ya\Cigarette Burn Poltergeist!\Wh-What?\My ignition attack isn't working?\There's a powerful forcefield? response:	How could this power be coming from someone like him?
context: Here we go!\Curse ya!\Curse ya\Cigarette Burn Poltergeist!\Wh-What?\My ignition attack isn't working?\There's a powerful forcefield?\How could this power be coming from someone like him? response:	Crap! I mistook him for a wimp!
context: Curse ya!\Curse ya\Cigarette Burn Poltergeist!\Wh-What?\My ignition attack isn't working?\There's a powerful forcefield?\How could this power be coming from someone like him?\Crap! I mistook him for a wimp! response:	Too late for regrets now!
context: Curse ya\Cigarette Burn Poltergeist!\Wh-What?\My ignition attack isn't working?\There's a powerful forcefield?\How could this power be coming from someone like him?\Crap! I mistook him for a wimp!\Too late for regrets now! response:	The moment that you tried to take on the genius psychic, Reigen Arataka,
context: Cigarette Burn Poltergeist!\Wh-What?\My ignition attack isn't working?\There's a powerful forcefield?\How could this power be coming from someone like him?\Crap! I mistook him for a wimp!\Too late for regrets now!\The moment that you tried to take on the genius psychic, Reigen Arataka, response:	your fate was sealed!
context: Wh-What?\My ignition attack isn't working?\There's a powerful forcefield?\How could this power be coming from someone like him?\Crap! I mistook him for a wimp!\Too late for regrets now!\The moment that you tried to take on the genius psychic, Reigen Arataka,\your fate was sealed! response:	You're going to be exorcised!
context: My ignition attack isn't working?\There's a powerful forcefield?\How could this power be coming from someone like him?\Crap! I mistook him for a wimp!\Too late for regrets now!\The moment that you tried to take on the genius psychic, Reigen Arataka,\your fate was sealed!\You're going to be exorcised! response:	Banishing Salt Punch!
context: There's a powerful forcefield?\How could this power be coming from someone like him?\Crap! I mistook him for a wimp!\Too late for regrets now!\The moment that you tried to take on the genius psychic, Reigen Arataka,\your fate was sealed!\You're going to be exorcised!\Banishing Salt Punch! response:	This is one of Reigen's special attacks,
context: How could this power be coming from someone like him?\Crap! I mistook him for a wimp!\Too late for regrets now!\The moment that you tried to take on the genius psychic, Reigen Arataka,\your fate was sealed!\You're going to be exorcised!\Banishing Salt Punch!\This is one of Reigen's special attacks, response:	Banishing Salt Punch
context: Crap! I mistook him for a wimp!\Too late for regrets now!\The moment that you tried to take on the genius psychic, Reigen Arataka,\your fate was sealed!\You're going to be exorcised!\Banishing Salt Punch!\This is one of Reigen's special attacks,\Banishing Salt Punch response:	where he punches the enemy with his fist covered in table salt.
context: Too late for regrets now!\The moment that you tried to take on the genius psychic, Reigen Arataka,\your fate was sealed!\You're going to be exorcised!\Banishing Salt Punch!\This is one of Reigen's special attacks,\Banishing Salt Punch\where he punches the enemy with his fist covered in table salt. response:	Huh? That didn't hurt at all.
context: The moment that you tried to take on the genius psychic, Reigen Arataka,\your fate was sealed!\You're going to be exorcised!\Banishing Salt Punch!\This is one of Reigen's special attacks,\Banishing Salt Punch\where he punches the enemy with his fist covered in table salt.\Huh? That didn't hurt at all. response:	Oh, dear.
context: your fate was sealed!\You're going to be exorcised!\Banishing Salt Punch!\This is one of Reigen's special attacks,\Banishing Salt Punch\where he punches the enemy with his fist covered in table salt.\Huh? That didn't hurt at all.\Oh, dear. response:	So you are a fake...
context: You're going to be exorcised!\Banishing Salt Punch!\This is one of Reigen's special attacks,\Banishing Salt Punch\where he punches the enemy with his fist covered in table salt.\Huh? That didn't hurt at all.\Oh, dear.\So you are a fake... response:	I'm disappearing!
context: Banishing Salt Punch!\This is one of Reigen's special attacks,\Banishing Salt Punch\where he punches the enemy with his fist covered in table salt.\Huh? That didn't hurt at all.\Oh, dear.\So you are a fake...\I'm disappearing! response:	Go back to the ozone layer.
context: This is one of Reigen's special attacks,\Banishing Salt Punch\where he punches the enemy with his fist covered in table salt.\Huh? That didn't hurt at all.\Oh, dear.\So you are a fake...\I'm disappearing!\Go back to the ozone layer. response:	W-Wait! Wait!
context: Banishing Salt Punch\where he punches the enemy with his fist covered in table salt.\Huh? That didn't hurt at all.\Oh, dear.\So you are a fake...\I'm disappearing!\Go back to the ozone layer.\W-Wait! Wait! response:	We were just being forced to do this!
context: where he punches the enemy with his fist covered in table salt.\Huh? That didn't hurt at all.\Oh, dear.\So you are a fake...\I'm disappearing!\Go back to the ozone layer.\W-Wait! Wait!\We were just being forced to do this! response:	Hey, what are you doing, Mob?
