context: Oh, Hitoka-chan. Are you done changing? response:	I'll walk with you, so hold on a sec.
context: Nice, Nishinoya!\Hey, don't run!\What amazing reflexes...\Kageyama!\Right!\Karasuno\All right!\It looked like their arms would be torn off if they touched the ball. response:	Asahi-san, nice kill!
context: Hey, don't run!\What amazing reflexes...\Kageyama!\Right!\Karasuno\All right!\It looked like their arms would be torn off if they touched the ball.\Asahi-san, nice kill! response:	Nice receive, Daichi-san!
context: What amazing reflexes...\Kageyama!\Right!\Karasuno\All right!\It looked like their arms would be torn off if they touched the ball.\Asahi-san, nice kill!\Nice receive, Daichi-san! response:	They're really calm...
context: Kageyama!\Right!\Karasuno\All right!\It looked like their arms would be torn off if they touched the ball.\Asahi-san, nice kill!\Nice receive, Daichi-san!\They're really calm... response:	Left!
context: Right!\Karasuno\All right!\It looked like their arms would be torn off if they touched the ball.\Asahi-san, nice kill!\Nice receive, Daichi-san!\They're really calm...\Left! response:	Ouginishi Karasuno
context: Karasuno\All right!\It looked like their arms would be torn off if they touched the ball.\Asahi-san, nice kill!\Nice receive, Daichi-san!\They're really calm...\Left!\Ouginishi Karasuno response:	All right!
context: All right!\It looked like their arms would be torn off if they touched the ball.\Asahi-san, nice kill!\Nice receive, Daichi-san!\They're really calm...\Left!\Ouginishi Karasuno\All right! response:	Wow, that's so loud...
context: It looked like their arms would be torn off if they touched the ball.\Asahi-san, nice kill!\Nice receive, Daichi-san!\They're really calm...\Left!\Ouginishi Karasuno\All right!\Wow, that's so loud... response:	Isn't it, though?
context: Asahi-san, nice kill!\Nice receive, Daichi-san!\They're really calm...\Left!\Ouginishi Karasuno\All right!\Wow, that's so loud...\Isn't it, though? response:	But once their attention is taken away by the two powerhouses,
context: Nice receive, Daichi-san!\They're really calm...\Left!\Ouginishi Karasuno\All right!\Wow, that's so loud...\Isn't it, though?\But once their attention is taken away by the two powerhouses, response:	they lose sight of the small crow.
context: They're really calm...\Left!\Ouginishi Karasuno\All right!\Wow, that's so loud...\Isn't it, though?\But once their attention is taken away by the two powerhouses,\they lose sight of the small crow. response:	I can fly!
context: Left!\Ouginishi Karasuno\All right!\Wow, that's so loud...\Isn't it, though?\But once their attention is taken away by the two powerhouses,\they lose sight of the small crow.\I can fly! response:	Ouginishi Karasuno
context: Ouginishi Karasuno\All right!\Wow, that's so loud...\Isn't it, though?\But once their attention is taken away by the two powerhouses,\they lose sight of the small crow.\I can fly!\Ouginishi Karasuno response:	If they're one step too late,
context: All right!\Wow, that's so loud...\Isn't it, though?\But once their attention is taken away by the two powerhouses,\they lose sight of the small crow.\I can fly!\Ouginishi Karasuno\If they're one step too late, response:	they can't catch up to him.
context: Wow, that's so loud...\Isn't it, though?\But once their attention is taken away by the two powerhouses,\they lose sight of the small crow.\I can fly!\Ouginishi Karasuno\If they're one step too late,\they can't catch up to him. response:	Not yet! More!
context: Isn't it, though?\But once their attention is taken away by the two powerhouses,\they lose sight of the small crow.\I can fly!\Ouginishi Karasuno\If they're one step too late,\they can't catch up to him.\Not yet! More! response:	I can hit higher than that!
context: But once their attention is taken away by the two powerhouses,\they lose sight of the small crow.\I can fly!\Ouginishi Karasuno\If they're one step too late,\they can't catch up to him.\Not yet! More!\I can hit higher than that! response:	Yeah.
context: they lose sight of the small crow.\I can fly!\Ouginishi Karasuno\If they're one step too late,\they can't catch up to him.\Not yet! More!\I can hit higher than that!\Yeah. response:	He's still not satisfied.
context: I can fly!\Ouginishi Karasuno\If they're one step too late,\they can't catch up to him.\Not yet! More!\I can hit higher than that!\Yeah.\He's still not satisfied. response:	All right!
context: Ouginishi Karasuno\If they're one step too late,\they can't catch up to him.\Not yet! More!\I can hit higher than that!\Yeah.\He's still not satisfied.\All right! response:	Thank you very much!
context: If they're one step too late,\they can't catch up to him.\Not yet! More!\I can hit higher than that!\Yeah.\He's still not satisfied.\All right!\Thank you very much! response:	Ouginishi Karasuno
context: they can't catch up to him.\Not yet! More!\I can hit higher than that!\Yeah.\He's still not satisfied.\All right!\Thank you very much!\Ouginishi Karasuno response:	Amazing! That was amazing!
context: Not yet! More!\I can hit higher than that!\Yeah.\He's still not satisfied.\All right!\Thank you very much!\Ouginishi Karasuno\Amazing! That was amazing! response:	I'm only watching, and yet, I, I...
context: I can hit higher than that!\Yeah.\He's still not satisfied.\All right!\Thank you very much!\Ouginishi Karasuno\Amazing! That was amazing!\I'm only watching, and yet, I, I... response:	Did you feel overwhelmed?!
context: Yeah.\He's still not satisfied.\All right!\Thank you very much!\Ouginishi Karasuno\Amazing! That was amazing!\I'm only watching, and yet, I, I...\Did you feel overwhelmed?! response:	Yeah, I did!
context: He's still not satisfied.\All right!\Thank you very much!\Ouginishi Karasuno\Amazing! That was amazing!\I'm only watching, and yet, I, I...\Did you feel overwhelmed?!\Yeah, I did! response:	Then be our manager!
context: All right!\Thank you very much!\Ouginishi Karasuno\Amazing! That was amazing!\I'm only watching, and yet, I, I...\Did you feel overwhelmed?!\Yeah, I did!\Then be our manager! response:	Huh? Um, uh...
context: Thank you very much!\Ouginishi Karasuno\Amazing! That was amazing!\I'm only watching, and yet, I, I...\Did you feel overwhelmed?!\Yeah, I did!\Then be our manager!\Huh? Um, uh... response:	His conversations usually don't make any sense.
context: Ouginishi Karasuno\Amazing! That was amazing!\I'm only watching, and yet, I, I...\Did you feel overwhelmed?!\Yeah, I did!\Then be our manager!\Huh? Um, uh...\His conversations usually don't make any sense. response:	Do it, Yachi-san!
context: Amazing! That was amazing!\I'm only watching, and yet, I, I...\Did you feel overwhelmed?!\Yeah, I did!\Then be our manager!\Huh? Um, uh...\His conversations usually don't make any sense.\Do it, Yachi-san! response:	Joining passionate people when you aren't going to give it your all
context: I'm only watching, and yet, I, I...\Did you feel overwhelmed?!\Yeah, I did!\Then be our manager!\Huh? Um, uh...\His conversations usually don't make any sense.\Do it, Yachi-san!\Joining passionate people when you aren't going to give it your all response:	is the rudest thing you could do.
context: Did you feel overwhelmed?!\Yeah, I did!\Then be our manager!\Huh? Um, uh...\His conversations usually don't make any sense.\Do it, Yachi-san!\Joining passionate people when you aren't going to give it your all\is the rudest thing you could do. response:	For an amazing team like this,
context: Yeah, I did!\Then be our manager!\Huh? Um, uh...\His conversations usually don't make any sense.\Do it, Yachi-san!\Joining passionate people when you aren't going to give it your all\is the rudest thing you could do.\For an amazing team like this, response:	a Townsperson B like me with no knowledge of sports
context: Then be our manager!\Huh? Um, uh...\His conversations usually don't make any sense.\Do it, Yachi-san!\Joining passionate people when you aren't going to give it your all\is the rudest thing you could do.\For an amazing team like this,\a Townsperson B like me with no knowledge of sports response:	is just going to get in the way.
context: Huh? Um, uh...\His conversations usually don't make any sense.\Do it, Yachi-san!\Joining passionate people when you aren't going to give it your all\is the rudest thing you could do.\For an amazing team like this,\a Townsperson B like me with no knowledge of sports\is just going to get in the way. response:	Come to think of it, I played Townsperson B, too.
context: His conversations usually don't make any sense.\Do it, Yachi-san!\Joining passionate people when you aren't going to give it your all\is the rudest thing you could do.\For an amazing team like this,\a Townsperson B like me with no knowledge of sports\is just going to get in the way.\Come to think of it, I played Townsperson B, too. response:	Huh?
context: Do it, Yachi-san!\Joining passionate people when you aren't going to give it your all\is the rudest thing you could do.\For an amazing team like this,\a Townsperson B like me with no knowledge of sports\is just going to get in the way.\Come to think of it, I played Townsperson B, too.\Huh? response:	But I tried to stand out more than the lead and I got in trouble.
context: Joining passionate people when you aren't going to give it your all\is the rudest thing you could do.\For an amazing team like this,\a Townsperson B like me with no knowledge of sports\is just going to get in the way.\Come to think of it, I played Townsperson B, too.\Huh?\But I tried to stand out more than the lead and I got in trouble. response:	Townsperson B... Ha.
context: is the rudest thing you could do.\For an amazing team like this,\a Townsperson B like me with no knowledge of sports\is just going to get in the way.\Come to think of it, I played Townsperson B, too.\Huh?\But I tried to stand out more than the lead and I got in trouble.\Townsperson B... Ha. response:	Hey, don't make fun of me, you jerk!
context: For an amazing team like this,\a Townsperson B like me with no knowledge of sports\is just going to get in the way.\Come to think of it, I played Townsperson B, too.\Huh?\But I tried to stand out more than the lead and I got in trouble.\Townsperson B... Ha.\Hey, don't make fun of me, you jerk! response:	Townsperson B has its own kind of awesomeness!
context: a Townsperson B like me with no knowledge of sports\is just going to get in the way.\Come to think of it, I played Townsperson B, too.\Huh?\But I tried to stand out more than the lead and I got in trouble.\Townsperson B... Ha.\Hey, don't make fun of me, you jerk!\Townsperson B has its own kind of awesomeness! response:	I see.
context: is just going to get in the way.\Come to think of it, I played Townsperson B, too.\Huh?\But I tried to stand out more than the lead and I got in trouble.\Townsperson B... Ha.\Hey, don't make fun of me, you jerk!\Townsperson B has its own kind of awesomeness!\I see. response:	Then what kind of role did you play, Kageyama?
context: Come to think of it, I played Townsperson B, too.\Huh?\But I tried to stand out more than the lead and I got in trouble.\Townsperson B... Ha.\Hey, don't make fun of me, you jerk!\Townsperson B has its own kind of awesomeness!\I see.\Then what kind of role did you play, Kageyama? response:	The moon.
context: Huh?\But I tried to stand out more than the lead and I got in trouble.\Townsperson B... Ha.\Hey, don't make fun of me, you jerk!\Townsperson B has its own kind of awesomeness!\I see.\Then what kind of role did you play, Kageyama?\The moon. response:	Is that even needed?
context: But I tried to stand out more than the lead and I got in trouble.\Townsperson B... Ha.\Hey, don't make fun of me, you jerk!\Townsperson B has its own kind of awesomeness!\I see.\Then what kind of role did you play, Kageyama?\The moon.\Is that even needed? response:	Damn, that's cool!
context: Townsperson B... Ha.\Hey, don't make fun of me, you jerk!\Townsperson B has its own kind of awesomeness!\I see.\Then what kind of role did you play, Kageyama?\The moon.\Is that even needed?\Damn, that's cool! response:	Townsperson B has its own kind of awesomeness.
context: Hey, don't make fun of me, you jerk!\Townsperson B has its own kind of awesomeness!\I see.\Then what kind of role did you play, Kageyama?\The moon.\Is that even needed?\Damn, that's cool!\Townsperson B has its own kind of awesomeness. response:	I've played a horse before.
context: Townsperson B has its own kind of awesomeness!\I see.\Then what kind of role did you play, Kageyama?\The moon.\Is that even needed?\Damn, that's cool!\Townsperson B has its own kind of awesomeness.\I've played a horse before. response:	A horse?!
context: I see.\Then what kind of role did you play, Kageyama?\The moon.\Is that even needed?\Damn, that's cool!\Townsperson B has its own kind of awesomeness.\I've played a horse before.\A horse?! response:	Man, you're a lifesaver!
context: Then what kind of role did you play, Kageyama?\The moon.\Is that even needed?\Damn, that's cool!\Townsperson B has its own kind of awesomeness.\I've played a horse before.\A horse?!\Man, you're a lifesaver! response:	Yachi-san, thanks for helping us study on a Saturday!
context: The moon.\Is that even needed?\Damn, that's cool!\Townsperson B has its own kind of awesomeness.\I've played a horse before.\A horse?!\Man, you're a lifesaver!\Yachi-san, thanks for helping us study on a Saturday! response:	Thanks.
context: Is that even needed?\Damn, that's cool!\Townsperson B has its own kind of awesomeness.\I've played a horse before.\A horse?!\Man, you're a lifesaver!\Yachi-san, thanks for helping us study on a Saturday!\Thanks. response:	Sure. Let's do our best on the exam.
context: Damn, that's cool!\Townsperson B has its own kind of awesomeness.\I've played a horse before.\A horse?!\Man, you're a lifesaver!\Yachi-san, thanks for helping us study on a Saturday!\Thanks.\Sure. Let's do our best on the exam. response:	Oh, thanks for having us.
context: Townsperson B has its own kind of awesomeness.\I've played a horse before.\A horse?!\Man, you're a lifesaver!\Yachi-san, thanks for helping us study on a Saturday!\Thanks.\Sure. Let's do our best on the exam.\Oh, thanks for having us. response:	No problem. Was she a good teacher?
context: I've played a horse before.\A horse?!\Man, you're a lifesaver!\Yachi-san, thanks for helping us study on a Saturday!\Thanks.\Sure. Let's do our best on the exam.\Oh, thanks for having us.\No problem. Was she a good teacher? response:	Yeah!
context: A horse?!\Man, you're a lifesaver!\Yachi-san, thanks for helping us study on a Saturday!\Thanks.\Sure. Let's do our best on the exam.\Oh, thanks for having us.\No problem. Was she a good teacher?\Yeah! response:	I'm gonna ace that exam for sure now! I think!
context: Man, you're a lifesaver!\Yachi-san, thanks for helping us study on a Saturday!\Thanks.\Sure. Let's do our best on the exam.\Oh, thanks for having us.\No problem. Was she a good teacher?\Yeah!\I'm gonna ace that exam for sure now! I think! response:	You think?
context: Yachi-san, thanks for helping us study on a Saturday!\Thanks.\Sure. Let's do our best on the exam.\Oh, thanks for having us.\No problem. Was she a good teacher?\Yeah!\I'm gonna ace that exam for sure now! I think!\You think? response:	Or rather, I won't let Yachi-san's kindness go to waste!
context: Thanks.\Sure. Let's do our best on the exam.\Oh, thanks for having us.\No problem. Was she a good teacher?\Yeah!\I'm gonna ace that exam for sure now! I think!\You think?\Or rather, I won't let Yachi-san's kindness go to waste! response:	Kindness... To have a caring heart.
context: Sure. Let's do our best on the exam.\Oh, thanks for having us.\No problem. Was she a good teacher?\Yeah!\I'm gonna ace that exam for sure now! I think!\You think?\Or rather, I won't let Yachi-san's kindness go to waste!\Kindness... To have a caring heart. response:	A term used to express a caring attitude one has for another.
context: Oh, thanks for having us.\No problem. Was she a good teacher?\Yeah!\I'm gonna ace that exam for sure now! I think!\You think?\Or rather, I won't let Yachi-san's kindness go to waste!\Kindness... To have a caring heart.\A term used to express a caring attitude one has for another. response:	Oh, the definition of the word we studied earlier.
context: No problem. Was she a good teacher?\Yeah!\I'm gonna ace that exam for sure now! I think!\You think?\Or rather, I won't let Yachi-san's kindness go to waste!\Kindness... To have a caring heart.\A term used to express a caring attitude one has for another.\Oh, the definition of the word we studied earlier. response:	I see. Good luck on your exam.
context: Yeah!\I'm gonna ace that exam for sure now! I think!\You think?\Or rather, I won't let Yachi-san's kindness go to waste!\Kindness... To have a caring heart.\A term used to express a caring attitude one has for another.\Oh, the definition of the word we studied earlier.\I see. Good luck on your exam. response:	Thanks!
context: I'm gonna ace that exam for sure now! I think!\You think?\Or rather, I won't let Yachi-san's kindness go to waste!\Kindness... To have a caring heart.\A term used to express a caring attitude one has for another.\Oh, the definition of the word we studied earlier.\I see. Good luck on your exam.\Thanks! response:	Let's go to Tokyo together, Yachi-san!
context: You think?\Or rather, I won't let Yachi-san's kindness go to waste!\Kindness... To have a caring heart.\A term used to express a caring attitude one has for another.\Oh, the definition of the word we studied earlier.\I see. Good luck on your exam.\Thanks!\Let's go to Tokyo together, Yachi-san! response:	Huh? R-Right...
context: Or rather, I won't let Yachi-san's kindness go to waste!\Kindness... To have a caring heart.\A term used to express a caring attitude one has for another.\Oh, the definition of the word we studied earlier.\I see. Good luck on your exam.\Thanks!\Let's go to Tokyo together, Yachi-san!\Huh? R-Right... response:	I haven't even explained anything to my mom yet!
context: Kindness... To have a caring heart.\A term used to express a caring attitude one has for another.\Oh, the definition of the word we studied earlier.\I see. Good luck on your exam.\Thanks!\Let's go to Tokyo together, Yachi-san!\Huh? R-Right...\I haven't even explained anything to my mom yet! response:	See you next week!
context: A term used to express a caring attitude one has for another.\Oh, the definition of the word we studied earlier.\I see. Good luck on your exam.\Thanks!\Let's go to Tokyo together, Yachi-san!\Huh? R-Right...\I haven't even explained anything to my mom yet!\See you next week! response:	B-Bye-bye...
context: Oh, the definition of the word we studied earlier.\I see. Good luck on your exam.\Thanks!\Let's go to Tokyo together, Yachi-san!\Huh? R-Right...\I haven't even explained anything to my mom yet!\See you next week!\B-Bye-bye... response:	Hitoka, what's this about away games in Tokyo?
context: I see. Good luck on your exam.\Thanks!\Let's go to Tokyo together, Yachi-san!\Huh? R-Right...\I haven't even explained anything to my mom yet!\See you next week!\B-Bye-bye...\Hitoka, what's this about away games in Tokyo? response:	W-Well, um, uh...
context: Thanks!\Let's go to Tokyo together, Yachi-san!\Huh? R-Right...\I haven't even explained anything to my mom yet!\See you next week!\B-Bye-bye...\Hitoka, what's this about away games in Tokyo?\W-Well, um, uh... response:	Oh, I'm sorry I'm late. Let's go.
context: Let's go to Tokyo together, Yachi-san!\Huh? R-Right...\I haven't even explained anything to my mom yet!\See you next week!\B-Bye-bye...\Hitoka, what's this about away games in Tokyo?\W-Well, um, uh...\Oh, I'm sorry I'm late. Let's go. response:	All right, I'm heading to a meeting.
context: Huh? R-Right...\I haven't even explained anything to my mom yet!\See you next week!\B-Bye-bye...\Hitoka, what's this about away games in Tokyo?\W-Well, um, uh...\Oh, I'm sorry I'm late. Let's go.\All right, I'm heading to a meeting. response:	I'll be back late again tonight.
context: I haven't even explained anything to my mom yet!\See you next week!\B-Bye-bye...\Hitoka, what's this about away games in Tokyo?\W-Well, um, uh...\Oh, I'm sorry I'm late. Let's go.\All right, I'm heading to a meeting.\I'll be back late again tonight. response:	Oh, right.
context: See you next week!\B-Bye-bye...\Hitoka, what's this about away games in Tokyo?\W-Well, um, uh...\Oh, I'm sorry I'm late. Let's go.\All right, I'm heading to a meeting.\I'll be back late again tonight.\Oh, right. response:	Okay, let's go.
context: B-Bye-bye...\Hitoka, what's this about away games in Tokyo?\W-Well, um, uh...\Oh, I'm sorry I'm late. Let's go.\All right, I'm heading to a meeting.\I'll be back late again tonight.\Oh, right.\Okay, let's go. response:	Huh? Uh, wait, Senpai.
context: Hitoka, what's this about away games in Tokyo?\W-Well, um, uh...\Oh, I'm sorry I'm late. Let's go.\All right, I'm heading to a meeting.\I'll be back late again tonight.\Oh, right.\Okay, let's go.\Huh? Uh, wait, Senpai. response:	Weren't you trying to say something, Hitoka-chan?
context: W-Well, um, uh...\Oh, I'm sorry I'm late. Let's go.\All right, I'm heading to a meeting.\I'll be back late again tonight.\Oh, right.\Okay, let's go.\Huh? Uh, wait, Senpai.\Weren't you trying to say something, Hitoka-chan? response:	Are you okay?
context: Oh, I'm sorry I'm late. Let's go.\All right, I'm heading to a meeting.\I'll be back late again tonight.\Oh, right.\Okay, let's go.\Huh? Uh, wait, Senpai.\Weren't you trying to say something, Hitoka-chan?\Are you okay? response:	No, it's nothing.
context: All right, I'm heading to a meeting.\I'll be back late again tonight.\Oh, right.\Okay, let's go.\Huh? Uh, wait, Senpai.\Weren't you trying to say something, Hitoka-chan?\Are you okay?\No, it's nothing. response:	Go ahead.
context: I'll be back late again tonight.\Oh, right.\Okay, let's go.\Huh? Uh, wait, Senpai.\Weren't you trying to say something, Hitoka-chan?\Are you okay?\No, it's nothing.\Go ahead. response:	Okay... See you later.
context: Oh, right.\Okay, let's go.\Huh? Uh, wait, Senpai.\Weren't you trying to say something, Hitoka-chan?\Are you okay?\No, it's nothing.\Go ahead.\Okay... See you later. response:	Yup.
context: Okay, let's go.\Huh? Uh, wait, Senpai.\Weren't you trying to say something, Hitoka-chan?\Are you okay?\No, it's nothing.\Go ahead.\Okay... See you later.\Yup. response:	Come on, Senpai...
context: Huh? Uh, wait, Senpai.\Weren't you trying to say something, Hitoka-chan?\Are you okay?\No, it's nothing.\Go ahead.\Okay... See you later.\Yup.\Come on, Senpai... response:	Yachi-san's notes are so awesome!
context: Weren't you trying to say something, Hitoka-chan?\Are you okay?\No, it's nothing.\Go ahead.\Okay... See you later.\Yup.\Come on, Senpai...\Yachi-san's notes are so awesome! response:	Notes should always be like this.
context: Are you okay?\No, it's nothing.\Go ahead.\Okay... See you later.\Yup.\Come on, Senpai...\Yachi-san's notes are so awesome!\Notes should always be like this. response:	If Yachi-san joins, we'll have two managers.
context: No, it's nothing.\Go ahead.\Okay... See you later.\Yup.\Come on, Senpai...\Yachi-san's notes are so awesome!\Notes should always be like this.\If Yachi-san joins, we'll have two managers. response:	We totally sound like a champion school.
context: Go ahead.\Okay... See you later.\Yup.\Come on, Senpai...\Yachi-san's notes are so awesome!\Notes should always be like this.\If Yachi-san joins, we'll have two managers.\We totally sound like a champion school. response:	Yeah.
context: Okay... See you later.\Yup.\Come on, Senpai...\Yachi-san's notes are so awesome!\Notes should always be like this.\If Yachi-san joins, we'll have two managers.\We totally sound like a champion school.\Yeah. response:	What? You don't want her to join?
context: Yup.\Come on, Senpai...\Yachi-san's notes are so awesome!\Notes should always be like this.\If Yachi-san joins, we'll have two managers.\We totally sound like a champion school.\Yeah.\What? You don't want her to join? response:	That's totally up to her.
context: Come on, Senpai...\Yachi-san's notes are so awesome!\Notes should always be like this.\If Yachi-san joins, we'll have two managers.\We totally sound like a champion school.\Yeah.\What? You don't want her to join?\That's totally up to her. response:	You never agree with anything.
context: Yachi-san's notes are so awesome!\Notes should always be like this.\If Yachi-san joins, we'll have two managers.\We totally sound like a champion school.\Yeah.\What? You don't want her to join?\That's totally up to her.\You never agree with anything. response:	You're not very popular, are you?
context: Notes should always be like this.\If Yachi-san joins, we'll have two managers.\We totally sound like a champion school.\Yeah.\What? You don't want her to join?\That's totally up to her.\You never agree with anything.\You're not very popular, are you? response:	Mind your own business!
context: If Yachi-san joins, we'll have two managers.\We totally sound like a champion school.\Yeah.\What? You don't want her to join?\That's totally up to her.\You never agree with anything.\You're not very popular, are you?\Mind your own business! response:	Oh, crap! I forgot my textbook at Yachi-san's house!
context: We totally sound like a champion school.\Yeah.\What? You don't want her to join?\That's totally up to her.\You never agree with anything.\You're not very popular, are you?\Mind your own business!\Oh, crap! I forgot my textbook at Yachi-san's house! response:	I'm gonna go back and get it.
context: Yeah.\What? You don't want her to join?\That's totally up to her.\You never agree with anything.\You're not very popular, are you?\Mind your own business!\Oh, crap! I forgot my textbook at Yachi-san's house!\I'm gonna go back and get it. response:	See ya, Kageyama!
context: What? You don't want her to join?\That's totally up to her.\You never agree with anything.\You're not very popular, are you?\Mind your own business!\Oh, crap! I forgot my textbook at Yachi-san's house!\I'm gonna go back and get it.\See ya, Kageyama! response:	Here.
context: That's totally up to her.\You never agree with anything.\You're not very popular, are you?\Mind your own business!\Oh, crap! I forgot my textbook at Yachi-san's house!\I'm gonna go back and get it.\See ya, Kageyama!\Here. response:	Comprehensive Japanese
context: You never agree with anything.\You're not very popular, are you?\Mind your own business!\Oh, crap! I forgot my textbook at Yachi-san's house!\I'm gonna go back and get it.\See ya, Kageyama!\Here.\Comprehensive Japanese response:	Thanks, Yachi-san!
context: You're not very popular, are you?\Mind your own business!\Oh, crap! I forgot my textbook at Yachi-san's house!\I'm gonna go back and get it.\See ya, Kageyama!\Here.\Comprehensive Japanese\Thanks, Yachi-san! response:	That was close!
context: Mind your own business!\Oh, crap! I forgot my textbook at Yachi-san's house!\I'm gonna go back and get it.\See ya, Kageyama!\Here.\Comprehensive Japanese\Thanks, Yachi-san!\That was close! response:	I'm glad I realized it.
context: Oh, crap! I forgot my textbook at Yachi-san's house!\I'm gonna go back and get it.\See ya, Kageyama!\Here.\Comprehensive Japanese\Thanks, Yachi-san!\That was close!\I'm glad I realized it. response:	U-Um, Hinata-san... Do you have a sec?
context: I'm gonna go back and get it.\See ya, Kageyama!\Here.\Comprehensive Japanese\Thanks, Yachi-san!\That was close!\I'm glad I realized it.\U-Um, Hinata-san... Do you have a sec? response:	Sure.
context: See ya, Kageyama!\Here.\Comprehensive Japanese\Thanks, Yachi-san!\That was close!\I'm glad I realized it.\U-Um, Hinata-san... Do you have a sec?\Sure. response:	Huh?
context: Here.\Comprehensive Japanese\Thanks, Yachi-san!\That was close!\I'm glad I realized it.\U-Um, Hinata-san... Do you have a sec?\Sure.\Huh? response:	You're not sure you want to join over something like that?
context: Comprehensive Japanese\Thanks, Yachi-san!\That was close!\I'm glad I realized it.\U-Um, Hinata-san... Do you have a sec?\Sure.\Huh?\You're not sure you want to join over something like that? response:	I've hit Kageyama in the back of the head with a serve,
context: Thanks, Yachi-san!\That was close!\I'm glad I realized it.\U-Um, Hinata-san... Do you have a sec?\Sure.\Huh?\You're not sure you want to join over something like that?\I've hit Kageyama in the back of the head with a serve, response:	thrown up on Tanaka-san's lap,
context: That was close!\I'm glad I realized it.\U-Um, Hinata-san... Do you have a sec?\Sure.\Huh?\You're not sure you want to join over something like that?\I've hit Kageyama in the back of the head with a serve,\thrown up on Tanaka-san's lap, response:	and accidentally knocked the vice principal's toupee off,
context: I'm glad I realized it.\U-Um, Hinata-san... Do you have a sec?\Sure.\Huh?\You're not sure you want to join over something like that?\I've hit Kageyama in the back of the head with a serve,\thrown up on Tanaka-san's lap,\and accidentally knocked the vice principal's toupee off, response:	but I'm still playing volleyball just fine!
context: U-Um, Hinata-san... Do you have a sec?\Sure.\Huh?\You're not sure you want to join over something like that?\I've hit Kageyama in the back of the head with a serve,\thrown up on Tanaka-san's lap,\and accidentally knocked the vice principal's toupee off,\but I'm still playing volleyball just fine! response:	Would you really say you were fine, then?
context: Sure.\Huh?\You're not sure you want to join over something like that?\I've hit Kageyama in the back of the head with a serve,\thrown up on Tanaka-san's lap,\and accidentally knocked the vice principal's toupee off,\but I'm still playing volleyball just fine!\Would you really say you were fine, then? response:	But you want to do this, right, Yachi-san?
context: Huh?\You're not sure you want to join over something like that?\I've hit Kageyama in the back of the head with a serve,\thrown up on Tanaka-san's lap,\and accidentally knocked the vice principal's toupee off,\but I'm still playing volleyball just fine!\Would you really say you were fine, then?\But you want to do this, right, Yachi-san? response:	Y-Yes...
context: You're not sure you want to join over something like that?\I've hit Kageyama in the back of the head with a serve,\thrown up on Tanaka-san's lap,\and accidentally knocked the vice principal's toupee off,\but I'm still playing volleyball just fine!\Would you really say you were fine, then?\But you want to do this, right, Yachi-san?\Y-Yes... response:	Then you totally should!
context: I've hit Kageyama in the back of the head with a serve,\thrown up on Tanaka-san's lap,\and accidentally knocked the vice principal's toupee off,\but I'm still playing volleyball just fine!\Would you really say you were fine, then?\But you want to do this, right, Yachi-san?\Y-Yes...\Then you totally should! response:	Right.
context: thrown up on Tanaka-san's lap,\and accidentally knocked the vice principal's toupee off,\but I'm still playing volleyball just fine!\Would you really say you were fine, then?\But you want to do this, right, Yachi-san?\Y-Yes...\Then you totally should!\Right. response:	Is what your mom said bothering you?
context: and accidentally knocked the vice principal's toupee off,\but I'm still playing volleyball just fine!\Would you really say you were fine, then?\But you want to do this, right, Yachi-san?\Y-Yes...\Then you totally should!\Right.\Is what your mom said bothering you? response:	Uh, um, no...
context: but I'm still playing volleyball just fine!\Would you really say you were fine, then?\But you want to do this, right, Yachi-san?\Y-Yes...\Then you totally should!\Right.\Is what your mom said bothering you?\Uh, um, no... response:	It's just that, um...
context: Would you really say you were fine, then?\But you want to do this, right, Yachi-san?\Y-Yes...\Then you totally should!\Right.\Is what your mom said bothering you?\Uh, um, no...\It's just that, um... response:	Then why don't you tell her?
context: But you want to do this, right, Yachi-san?\Y-Yes...\Then you totally should!\Right.\Is what your mom said bothering you?\Uh, um, no...\It's just that, um...\Then why don't you tell her? response:	She went to the station, right?
context: Y-Yes...\Then you totally should!\Right.\Is what your mom said bothering you?\Uh, um, no...\It's just that, um...\Then why don't you tell her?\She went to the station, right? response:	Y-Yeah...
context: Then you totally should!\Right.\Is what your mom said bothering you?\Uh, um, no...\It's just that, um...\Then why don't you tell her?\She went to the station, right?\Y-Yeah... response:	What is this?!
context: Right.\Is what your mom said bothering you?\Uh, um, no...\It's just that, um...\Then why don't you tell her?\She went to the station, right?\Y-Yeah...\What is this?! response:	I feel like I'm in some shojo manga!
context: Is what your mom said bothering you?\Uh, um, no...\It's just that, um...\Then why don't you tell her?\She went to the station, right?\Y-Yeah...\What is this?!\I feel like I'm in some shojo manga! response:	Wow, he's fast! He runs so fast!
context: Uh, um, no...\It's just that, um...\Then why don't you tell her?\She went to the station, right?\Y-Yeah...\What is this?!\I feel like I'm in some shojo manga!\Wow, he's fast! He runs so fast! response:	Wait...
context: It's just that, um...\Then why don't you tell her?\She went to the station, right?\Y-Yeah...\What is this?!\I feel like I'm in some shojo manga!\Wow, he's fast! He runs so fast!\Wait... response:	Yachi-san, at this rate, you can't move forward.
context: Then why don't you tell her?\She went to the station, right?\Y-Yeah...\What is this?!\I feel like I'm in some shojo manga!\Wow, he's fast! He runs so fast!\Wait...\Yachi-san, at this rate, you can't move forward. response:	If you want to do this, you need to tell her.
