context: Episode 10 Umaru and Now and Once Upon a Time response:	I keep telling her she needs to sleep in her bed,
context: Then go to a manga cafe or something.\Price Guide\Basic Charges Entrance Fee: 300 yen First 30 Minutes: 200 yen Additional 10 Minute Increments: 80 yen 3 Hour Pack: 680 yen 5 Hour Pack: 1000 yen 7 Hour Pack: 1400 yen Long Night Pack: 1580 yen\How long would you like to stay?\Three? No...\What should I do?\I ended up renting this space for seven hours.\It's so tiny. response:	I guess it's not just this one. All of the rooms are small.
context: Price Guide\Basic Charges Entrance Fee: 300 yen First 30 Minutes: 200 yen Additional 10 Minute Increments: 80 yen 3 Hour Pack: 680 yen 5 Hour Pack: 1000 yen 7 Hour Pack: 1400 yen Long Night Pack: 1580 yen\How long would you like to stay?\Three? No...\What should I do?\I ended up renting this space for seven hours.\It's so tiny.\I guess it's not just this one. All of the rooms are small. response:	But because it's so tiny...
context: Basic Charges Entrance Fee: 300 yen First 30 Minutes: 200 yen Additional 10 Minute Increments: 80 yen 3 Hour Pack: 680 yen 5 Hour Pack: 1000 yen 7 Hour Pack: 1400 yen Long Night Pack: 1580 yen\How long would you like to stay?\Three? No...\What should I do?\I ended up renting this space for seven hours.\It's so tiny.\I guess it's not just this one. All of the rooms are small.\But because it's so tiny... response:	It feels like I've got my own secret base!
context: How long would you like to stay?\Three? No...\What should I do?\I ended up renting this space for seven hours.\It's so tiny.\I guess it's not just this one. All of the rooms are small.\But because it's so tiny...\It feels like I've got my own secret base! response:	And I can use the Internet all I want!
context: Three? No...\What should I do?\I ended up renting this space for seven hours.\It's so tiny.\I guess it's not just this one. All of the rooms are small.\But because it's so tiny...\It feels like I've got my own secret base!\And I can use the Internet all I want! response:	I can read all the manga I want!
context: What should I do?\I ended up renting this space for seven hours.\It's so tiny.\I guess it's not just this one. All of the rooms are small.\But because it's so tiny...\It feels like I've got my own secret base!\And I can use the Internet all I want!\I can read all the manga I want! response:	I can drink all the drinks I want!
context: I ended up renting this space for seven hours.\It's so tiny.\I guess it's not just this one. All of the rooms are small.\But because it's so tiny...\It feels like I've got my own secret base!\And I can use the Internet all I want!\I can read all the manga I want!\I can drink all the drinks I want! response:	It's not every day you find such a comfortable base.
context: It's so tiny.\I guess it's not just this one. All of the rooms are small.\But because it's so tiny...\It feels like I've got my own secret base!\And I can use the Internet all I want!\I can read all the manga I want!\I can drink all the drinks I want!\It's not every day you find such a comfortable base. response:	They even have ice cream!
context: I guess it's not just this one. All of the rooms are small.\But because it's so tiny...\It feels like I've got my own secret base!\And I can use the Internet all I want!\I can read all the manga I want!\I can drink all the drinks I want!\It's not every day you find such a comfortable base.\They even have ice cream! response:	I'm going to conquer at least three long-running manga titles today.
context: But because it's so tiny...\It feels like I've got my own secret base!\And I can use the Internet all I want!\I can read all the manga I want!\I can drink all the drinks I want!\It's not every day you find such a comfortable base.\They even have ice cream!\I'm going to conquer at least three long-running manga titles today. response:	And since it's a private room,
context: It feels like I've got my own secret base!\And I can use the Internet all I want!\I can read all the manga I want!\I can drink all the drinks I want!\It's not every day you find such a comfortable base.\They even have ice cream!\I'm going to conquer at least three long-running manga titles today.\And since it's a private room, response:	I can look like this, even though I'm out of the house!
context: And I can use the Internet all I want!\I can read all the manga I want!\I can drink all the drinks I want!\It's not every day you find such a comfortable base.\They even have ice cream!\I'm going to conquer at least three long-running manga titles today.\And since it's a private room,\I can look like this, even though I'm out of the house! response:	This always relaxes me the most.
context: I can read all the manga I want!\I can drink all the drinks I want!\It's not every day you find such a comfortable base.\They even have ice cream!\I'm going to conquer at least three long-running manga titles today.\And since it's a private room,\I can look like this, even though I'm out of the house!\This always relaxes me the most. response:	I wonder what this is.
context: I can drink all the drinks I want!\It's not every day you find such a comfortable base.\They even have ice cream!\I'm going to conquer at least three long-running manga titles today.\And since it's a private room,\I can look like this, even though I'm out of the house!\This always relaxes me the most.\I wonder what this is. response:	Off On Body Fingers NeckShoulders Clapping Back Rolling Speed HighLow Knead 10 Min 30 Min 60 Min Repeat Random Special
context: It's not every day you find such a comfortable base.\They even have ice cream!\I'm going to conquer at least three long-running manga titles today.\And since it's a private room,\I can look like this, even though I'm out of the house!\This always relaxes me the most.\I wonder what this is.\Off On Body Fingers NeckShoulders Clapping Back Rolling Speed HighLow Knead 10 Min 30 Min 60 Min Repeat Random Special response:	I-Is this...
context: They even have ice cream!\I'm going to conquer at least three long-running manga titles today.\And since it's a private room,\I can look like this, even though I'm out of the house!\This always relaxes me the most.\I wonder what this is.\Off On Body Fingers NeckShoulders Clapping Back Rolling Speed HighLow Knead 10 Min 30 Min 60 Min Repeat Random Special\I-Is this... response:	Wh-What in the world?!
context: I'm going to conquer at least three long-running manga titles today.\And since it's a private room,\I can look like this, even though I'm out of the house!\This always relaxes me the most.\I wonder what this is.\Off On Body Fingers NeckShoulders Clapping Back Rolling Speed HighLow Knead 10 Min 30 Min 60 Min Repeat Random Special\I-Is this...\Wh-What in the world?! response:	Massages! Who knew they'd have a massage chair, too?!
context: And since it's a private room,\I can look like this, even though I'm out of the house!\This always relaxes me the most.\I wonder what this is.\Off On Body Fingers NeckShoulders Clapping Back Rolling Speed HighLow Knead 10 Min 30 Min 60 Min Repeat Random Special\I-Is this...\Wh-What in the world?!\Massages! Who knew they'd have a massage chair, too?! response:	This isn't a base! This is better than my house!
context: I can look like this, even though I'm out of the house!\This always relaxes me the most.\I wonder what this is.\Off On Body Fingers NeckShoulders Clapping Back Rolling Speed HighLow Knead 10 Min 30 Min 60 Min Repeat Random Special\I-Is this...\Wh-What in the world?!\Massages! Who knew they'd have a massage chair, too?!\This isn't a base! This is better than my house! response:	I could live here. I could do it.
context: This always relaxes me the most.\I wonder what this is.\Off On Body Fingers NeckShoulders Clapping Back Rolling Speed HighLow Knead 10 Min 30 Min 60 Min Repeat Random Special\I-Is this...\Wh-What in the world?!\Massages! Who knew they'd have a massage chair, too?!\This isn't a base! This is better than my house!\I could live here. I could do it. response:	I could totally live here.
context: I wonder what this is.\Off On Body Fingers NeckShoulders Clapping Back Rolling Speed HighLow Knead 10 Min 30 Min 60 Min Repeat Random Special\I-Is this...\Wh-What in the world?!\Massages! Who knew they'd have a massage chair, too?!\This isn't a base! This is better than my house!\I could live here. I could do it.\I could totally live here. response:	Remaining Time
context: Off On Body Fingers NeckShoulders Clapping Back Rolling Speed HighLow Knead 10 Min 30 Min 60 Min Repeat Random Special\I-Is this...\Wh-What in the world?!\Massages! Who knew they'd have a massage chair, too?!\This isn't a base! This is better than my house!\I could live here. I could do it.\I could totally live here.\Remaining Time response:	I still have six hours left, so I need to have even more fun than I usually do.
context: I-Is this...\Wh-What in the world?!\Massages! Who knew they'd have a massage chair, too?!\This isn't a base! This is better than my house!\I could live here. I could do it.\I could totally live here.\Remaining Time\I still have six hours left, so I need to have even more fun than I usually do. response:	Remaining Time
context: Wh-What in the world?!\Massages! Who knew they'd have a massage chair, too?!\This isn't a base! This is better than my house!\I could live here. I could do it.\I could totally live here.\Remaining Time\I still have six hours left, so I need to have even more fun than I usually do.\Remaining Time response:	Remaining Time
context: Massages! Who knew they'd have a massage chair, too?!\This isn't a base! This is better than my house!\I could live here. I could do it.\I could totally live here.\Remaining Time\I still have six hours left, so I need to have even more fun than I usually do.\Remaining Time\Remaining Time response:	Miss, you still have more than four hours remaining.
context: This isn't a base! This is better than my house!\I could live here. I could do it.\I could totally live here.\Remaining Time\I still have six hours left, so I need to have even more fun than I usually do.\Remaining Time\Remaining Time\Miss, you still have more than four hours remaining. response:	Are you sure?
context: I could live here. I could do it.\I could totally live here.\Remaining Time\I still have six hours left, so I need to have even more fun than I usually do.\Remaining Time\Remaining Time\Miss, you still have more than four hours remaining.\Are you sure? response:	Yes.
context: I could totally live here.\Remaining Time\I still have six hours left, so I need to have even more fun than I usually do.\Remaining Time\Remaining Time\Miss, you still have more than four hours remaining.\Are you sure?\Yes. response:	I'm home! Onii-chan!
context: Remaining Time\I still have six hours left, so I need to have even more fun than I usually do.\Remaining Time\Remaining Time\Miss, you still have more than four hours remaining.\Are you sure?\Yes.\I'm home! Onii-chan! response:	10 Years Ago
context: I still have six hours left, so I need to have even more fun than I usually do.\Remaining Time\Remaining Time\Miss, you still have more than four hours remaining.\Are you sure?\Yes.\I'm home! Onii-chan!\10 Years Ago response:	Doma, you got a 100.
context: Remaining Time\Remaining Time\Miss, you still have more than four hours remaining.\Are you sure?\Yes.\I'm home! Onii-chan!\10 Years Ago\Doma, you got a 100. response:	Come on. Doma got another 100?
context: Remaining Time\Miss, you still have more than four hours remaining.\Are you sure?\Yes.\I'm home! Onii-chan!\10 Years Ago\Doma, you got a 100.\Come on. Doma got another 100? response:	He's just like a computer.
context: Miss, you still have more than four hours remaining.\Are you sure?\Yes.\I'm home! Onii-chan!\10 Years Ago\Doma, you got a 100.\Come on. Doma got another 100?\He's just like a computer. response:	His head's as pointy as ever, though.
context: Are you sure?\Yes.\I'm home! Onii-chan!\10 Years Ago\Doma, you got a 100.\Come on. Doma got another 100?\He's just like a computer.\His head's as pointy as ever, though. response:	You got a 100 again? That's amazing!
context: Yes.\I'm home! Onii-chan!\10 Years Ago\Doma, you got a 100.\Come on. Doma got another 100?\He's just like a computer.\His head's as pointy as ever, though.\You got a 100 again? That's amazing! response:	Shut up, Bomber.
context: I'm home! Onii-chan!\10 Years Ago\Doma, you got a 100.\Come on. Doma got another 100?\He's just like a computer.\His head's as pointy as ever, though.\You got a 100 again? That's amazing!\Shut up, Bomber. response:	What? There's some trick or something, right, Taihei?
context: 10 Years Ago\Doma, you got a 100.\Come on. Doma got another 100?\He's just like a computer.\His head's as pointy as ever, though.\You got a 100 again? That's amazing!\Shut up, Bomber.\What? There's some trick or something, right, Taihei? response:	You knew the test questions early, or something.
context: Doma, you got a 100.\Come on. Doma got another 100?\He's just like a computer.\His head's as pointy as ever, though.\You got a 100 again? That's amazing!\Shut up, Bomber.\What? There's some trick or something, right, Taihei?\You knew the test questions early, or something. response:	No... The math was actually really easy this time.
context: Come on. Doma got another 100?\He's just like a computer.\His head's as pointy as ever, though.\You got a 100 again? That's amazing!\Shut up, Bomber.\What? There's some trick or something, right, Taihei?\You knew the test questions early, or something.\No... The math was actually really easy this time. response:	I studied, and all I got was a 15!
context: He's just like a computer.\His head's as pointy as ever, though.\You got a 100 again? That's amazing!\Shut up, Bomber.\What? There's some trick or something, right, Taihei?\You knew the test questions early, or something.\No... The math was actually really easy this time.\I studied, and all I got was a 15! response:	Which means a score of 15 is apparently your limit.
context: His head's as pointy as ever, though.\You got a 100 again? That's amazing!\Shut up, Bomber.\What? There's some trick or something, right, Taihei?\You knew the test questions early, or something.\No... The math was actually really easy this time.\I studied, and all I got was a 15!\Which means a score of 15 is apparently your limit. response:	H-How dare you say that, woman?!
context: You got a 100 again? That's amazing!\Shut up, Bomber.\What? There's some trick or something, right, Taihei?\You knew the test questions early, or something.\No... The math was actually really easy this time.\I studied, and all I got was a 15!\Which means a score of 15 is apparently your limit.\H-How dare you say that, woman?! response:	More importantly, Taihei.
context: Shut up, Bomber.\What? There's some trick or something, right, Taihei?\You knew the test questions early, or something.\No... The math was actually really easy this time.\I studied, and all I got was a 15!\Which means a score of 15 is apparently your limit.\H-How dare you say that, woman?!\More importantly, Taihei. response:	Since the test is over, why don't we go out somewhere?
context: What? There's some trick or something, right, Taihei?\You knew the test questions early, or something.\No... The math was actually really easy this time.\I studied, and all I got was a 15!\Which means a score of 15 is apparently your limit.\H-How dare you say that, woman?!\More importantly, Taihei.\Since the test is over, why don't we go out somewhere? response:	Huh? Well... I'm not sure.
context: You knew the test questions early, or something.\No... The math was actually really easy this time.\I studied, and all I got was a 15!\Which means a score of 15 is apparently your limit.\H-How dare you say that, woman?!\More importantly, Taihei.\Since the test is over, why don't we go out somewhere?\Huh? Well... I'm not sure. response:	Oh! Then let's go to the arcade that opened up by the station.
context: No... The math was actually really easy this time.\I studied, and all I got was a 15!\Which means a score of 15 is apparently your limit.\H-How dare you say that, woman?!\More importantly, Taihei.\Since the test is over, why don't we go out somewhere?\Huh? Well... I'm not sure.\Oh! Then let's go to the arcade that opened up by the station. response:	I'll show you my awesome crane game techniques.
context: I studied, and all I got was a 15!\Which means a score of 15 is apparently your limit.\H-How dare you say that, woman?!\More importantly, Taihei.\Since the test is over, why don't we go out somewhere?\Huh? Well... I'm not sure.\Oh! Then let's go to the arcade that opened up by the station.\I'll show you my awesome crane game techniques. response:	You need to go home and study so you can shoot for a 20.
context: Which means a score of 15 is apparently your limit.\H-How dare you say that, woman?!\More importantly, Taihei.\Since the test is over, why don't we go out somewhere?\Huh? Well... I'm not sure.\Oh! Then let's go to the arcade that opened up by the station.\I'll show you my awesome crane game techniques.\You need to go home and study so you can shoot for a 20. response:	What? I could get a 30 if I tried!
context: H-How dare you say that, woman?!\More importantly, Taihei.\Since the test is over, why don't we go out somewhere?\Huh? Well... I'm not sure.\Oh! Then let's go to the arcade that opened up by the station.\I'll show you my awesome crane game techniques.\You need to go home and study so you can shoot for a 20.\What? I could get a 30 if I tried! response:	Taihei, let's leave this idiot and go.
context: More importantly, Taihei.\Since the test is over, why don't we go out somewhere?\Huh? Well... I'm not sure.\Oh! Then let's go to the arcade that opened up by the station.\I'll show you my awesome crane game techniques.\You need to go home and study so you can shoot for a 20.\What? I could get a 30 if I tried!\Taihei, let's leave this idiot and go. response:	No way! Our friendship is real, isn't it?!
context: Since the test is over, why don't we go out somewhere?\Huh? Well... I'm not sure.\Oh! Then let's go to the arcade that opened up by the station.\I'll show you my awesome crane game techniques.\You need to go home and study so you can shoot for a 20.\What? I could get a 30 if I tried!\Taihei, let's leave this idiot and go.\No way! Our friendship is real, isn't it?! response:	Let's all go, then.
context: Huh? Well... I'm not sure.\Oh! Then let's go to the arcade that opened up by the station.\I'll show you my awesome crane game techniques.\You need to go home and study so you can shoot for a 20.\What? I could get a 30 if I tried!\Taihei, let's leave this idiot and go.\No way! Our friendship is real, isn't it?!\Let's all go, then. response:	I've never been to an arcade before.
context: Oh! Then let's go to the arcade that opened up by the station.\I'll show you my awesome crane game techniques.\You need to go home and study so you can shoot for a 20.\What? I could get a 30 if I tried!\Taihei, let's leave this idiot and go.\No way! Our friendship is real, isn't it?!\Let's all go, then.\I've never been to an arcade before. response:	What a noisy place.
context: I'll show you my awesome crane game techniques.\You need to go home and study so you can shoot for a 20.\What? I could get a 30 if I tried!\Taihei, let's leave this idiot and go.\No way! Our friendship is real, isn't it?!\Let's all go, then.\I've never been to an arcade before.\What a noisy place. response:	This is the prize?
context: You need to go home and study so you can shoot for a 20.\What? I could get a 30 if I tried!\Taihei, let's leave this idiot and go.\No way! Our friendship is real, isn't it?!\Let's all go, then.\I've never been to an arcade before.\What a noisy place.\This is the prize? response:	What a shallow attempt to get people to play.
context: What? I could get a 30 if I tried!\Taihei, let's leave this idiot and go.\No way! Our friendship is real, isn't it?!\Let's all go, then.\I've never been to an arcade before.\What a noisy place.\This is the prize?\What a shallow attempt to get people to play. response:	A cat! What a cute plushie!
context: Taihei, let's leave this idiot and go.\No way! Our friendship is real, isn't it?!\Let's all go, then.\I've never been to an arcade before.\What a noisy place.\This is the prize?\What a shallow attempt to get people to play.\A cat! What a cute plushie! response:	Let's get it.
context: No way! Our friendship is real, isn't it?!\Let's all go, then.\I've never been to an arcade before.\What a noisy place.\This is the prize?\What a shallow attempt to get people to play.\A cat! What a cute plushie!\Let's get it. response:	For plushies like this, you aim for the neck.
context: Let's all go, then.\I've never been to an arcade before.\What a noisy place.\This is the prize?\What a shallow attempt to get people to play.\A cat! What a cute plushie!\Let's get it.\For plushies like this, you aim for the neck. response:	Make your winning pose after you win something.
context: I've never been to an arcade before.\What a noisy place.\This is the prize?\What a shallow attempt to get people to play.\A cat! What a cute plushie!\Let's get it.\For plushies like this, you aim for the neck.\Make your winning pose after you win something. response:	Head is Heavy
context: What a noisy place.\This is the prize?\What a shallow attempt to get people to play.\A cat! What a cute plushie!\Let's get it.\For plushies like this, you aim for the neck.\Make your winning pose after you win something.\Head is Heavy response:	Dolls have a heavy head, which puts their center of balance higher.
context: This is the prize?\What a shallow attempt to get people to play.\A cat! What a cute plushie!\Let's get it.\For plushies like this, you aim for the neck.\Make your winning pose after you win something.\Head is Heavy\Dolls have a heavy head, which puts their center of balance higher. response:	In other words, if you go for the neck,
context: What a shallow attempt to get people to play.\A cat! What a cute plushie!\Let's get it.\For plushies like this, you aim for the neck.\Make your winning pose after you win something.\Head is Heavy\Dolls have a heavy head, which puts their center of balance higher.\In other words, if you go for the neck, response:	it'll be stable, and you can lift it up.
context: A cat! What a cute plushie!\Let's get it.\For plushies like this, you aim for the neck.\Make your winning pose after you win something.\Head is Heavy\Dolls have a heavy head, which puts their center of balance higher.\In other words, if you go for the neck,\it'll be stable, and you can lift it up. response:	What the hell's with this crane?! The arm is super weak!
context: Let's get it.\For plushies like this, you aim for the neck.\Make your winning pose after you win something.\Head is Heavy\Dolls have a heavy head, which puts their center of balance higher.\In other words, if you go for the neck,\it'll be stable, and you can lift it up.\What the hell's with this crane?! The arm is super weak! response:	*Please Do Not Hit the Machine
context: For plushies like this, you aim for the neck.\Make your winning pose after you win something.\Head is Heavy\Dolls have a heavy head, which puts their center of balance higher.\In other words, if you go for the neck,\it'll be stable, and you can lift it up.\What the hell's with this crane?! The arm is super weak!\*Please Do Not Hit the Machine response:	You're a total failure.
context: Make your winning pose after you win something.\Head is Heavy\Dolls have a heavy head, which puts their center of balance higher.\In other words, if you go for the neck,\it'll be stable, and you can lift it up.\What the hell's with this crane?! The arm is super weak!\*Please Do Not Hit the Machine\You're a total failure. response:	I figured it out.
context: Head is Heavy\Dolls have a heavy head, which puts their center of balance higher.\In other words, if you go for the neck,\it'll be stable, and you can lift it up.\What the hell's with this crane?! The arm is super weak!\*Please Do Not Hit the Machine\You're a total failure.\I figured it out. response:	You don't lift things up in this. You push them.
context: Dolls have a heavy head, which puts their center of balance higher.\In other words, if you go for the neck,\it'll be stable, and you can lift it up.\What the hell's with this crane?! The arm is super weak!\*Please Do Not Hit the Machine\You're a total failure.\I figured it out.\You don't lift things up in this. You push them. response:	After watching Bomber play just now,
context: In other words, if you go for the neck,\it'll be stable, and you can lift it up.\What the hell's with this crane?! The arm is super weak!\*Please Do Not Hit the Machine\You're a total failure.\I figured it out.\You don't lift things up in this. You push them.\After watching Bomber play just now, response:	I saw that there was no limit to the arm's descent.
context: it'll be stable, and you can lift it up.\What the hell's with this crane?! The arm is super weak!\*Please Do Not Hit the Machine\You're a total failure.\I figured it out.\You don't lift things up in this. You push them.\After watching Bomber play just now,\I saw that there was no limit to the arm's descent. response:	Which means you use the arm to push a plushie that's near the hole down.
context: What the hell's with this crane?! The arm is super weak!\*Please Do Not Hit the Machine\You're a total failure.\I figured it out.\You don't lift things up in this. You push them.\After watching Bomber play just now,\I saw that there was no limit to the arm's descent.\Which means you use the arm to push a plushie that's near the hole down. response:	What's with this thing?!
context: *Please Do Not Hit the Machine\You're a total failure.\I figured it out.\You don't lift things up in this. You push them.\After watching Bomber play just now,\I saw that there was no limit to the arm's descent.\Which means you use the arm to push a plushie that's near the hole down.\What's with this thing?! response:	I pushed it, but it didn't move at all!
context: You're a total failure.\I figured it out.\You don't lift things up in this. You push them.\After watching Bomber play just now,\I saw that there was no limit to the arm's descent.\Which means you use the arm to push a plushie that's near the hole down.\What's with this thing?!\I pushed it, but it didn't move at all! response:	*Please Do Not Shake the Machine
context: I figured it out.\You don't lift things up in this. You push them.\After watching Bomber play just now,\I saw that there was no limit to the arm's descent.\Which means you use the arm to push a plushie that's near the hole down.\What's with this thing?!\I pushed it, but it didn't move at all!\*Please Do Not Shake the Machine response:	Pathetic!
context: You don't lift things up in this. You push them.\After watching Bomber play just now,\I saw that there was no limit to the arm's descent.\Which means you use the arm to push a plushie that's near the hole down.\What's with this thing?!\I pushed it, but it didn't move at all!\*Please Do Not Shake the Machine\Pathetic! response:	What did you say?!
context: After watching Bomber play just now,\I saw that there was no limit to the arm's descent.\Which means you use the arm to push a plushie that's near the hole down.\What's with this thing?!\I pushed it, but it didn't move at all!\*Please Do Not Shake the Machine\Pathetic!\What did you say?! response:	What the hell was that for, you violent woman?!
context: I saw that there was no limit to the arm's descent.\Which means you use the arm to push a plushie that's near the hole down.\What's with this thing?!\I pushed it, but it didn't move at all!\*Please Do Not Shake the Machine\Pathetic!\What did you say?!\What the hell was that for, you violent woman?! response:	Shut up, you shitty afro!
context: Which means you use the arm to push a plushie that's near the hole down.\What's with this thing?!\I pushed it, but it didn't move at all!\*Please Do Not Shake the Machine\Pathetic!\What did you say?!\What the hell was that for, you violent woman?!\Shut up, you shitty afro! response:	What did you say?
context: What's with this thing?!\I pushed it, but it didn't move at all!\*Please Do Not Shake the Machine\Pathetic!\What did you say?!\What the hell was that for, you violent woman?!\Shut up, you shitty afro!\What did you say? response:	But I look so awesome!
context: I pushed it, but it didn't move at all!\*Please Do Not Shake the Machine\Pathetic!\What did you say?!\What the hell was that for, you violent woman?!\Shut up, you shitty afro!\What did you say?\But I look so awesome! response:	Do you know what decade this is, you idiot?!
context: *Please Do Not Shake the Machine\Pathetic!\What did you say?!\What the hell was that for, you violent woman?!\Shut up, you shitty afro!\What did you say?\But I look so awesome!\Do you know what decade this is, you idiot?! response:	That's a hairstyle from half a century ago!
context: Pathetic!\What did you say?!\What the hell was that for, you violent woman?!\Shut up, you shitty afro!\What did you say?\But I look so awesome!\Do you know what decade this is, you idiot?!\That's a hairstyle from half a century ago! response:	No way...
context: What did you say?!\What the hell was that for, you violent woman?!\Shut up, you shitty afro!\What did you say?\But I look so awesome!\Do you know what decade this is, you idiot?!\That's a hairstyle from half a century ago!\No way... response:	Why can't you see the awesomeness of this hair?!
context: What the hell was that for, you violent woman?!\Shut up, you shitty afro!\What did you say?\But I look so awesome!\Do you know what decade this is, you idiot?!\That's a hairstyle from half a century ago!\No way...\Why can't you see the awesomeness of this hair?! response:	Like I'd want to know!
context: Shut up, you shitty afro!\What did you say?\But I look so awesome!\Do you know what decade this is, you idiot?!\That's a hairstyle from half a century ago!\No way...\Why can't you see the awesomeness of this hair?!\Like I'd want to know! response:	People lack originality!
context: What did you say?\But I look so awesome!\Do you know what decade this is, you idiot?!\That's a hairstyle from half a century ago!\No way...\Why can't you see the awesomeness of this hair?!\Like I'd want to know!\People lack originality! response:	In a time where people lack originality, my hair shines gloriously...
context: But I look so awesome!\Do you know what decade this is, you idiot?!\That's a hairstyle from half a century ago!\No way...\Why can't you see the awesomeness of this hair?!\Like I'd want to know!\People lack originality!\In a time where people lack originality, my hair shines gloriously... response:	Now that I look, the plushies' legs are tangled together.
context: Do you know what decade this is, you idiot?!\That's a hairstyle from half a century ago!\No way...\Why can't you see the awesomeness of this hair?!\Like I'd want to know!\People lack originality!\In a time where people lack originality, my hair shines gloriously...\Now that I look, the plushies' legs are tangled together. response:	What?! No wonder it didn't move!
context: That's a hairstyle from half a century ago!\No way...\Why can't you see the awesomeness of this hair?!\Like I'd want to know!\People lack originality!\In a time where people lack originality, my hair shines gloriously...\Now that I look, the plushies' legs are tangled together.\What?! No wonder it didn't move! response:	What's up?
context: No way...\Why can't you see the awesomeness of this hair?!\Like I'd want to know!\People lack originality!\In a time where people lack originality, my hair shines gloriously...\Now that I look, the plushies' legs are tangled together.\What?! No wonder it didn't move!\What's up? response:	Yeah, there's no way we could get these.
context: Why can't you see the awesomeness of this hair?!\Like I'd want to know!\People lack originality!\In a time where people lack originality, my hair shines gloriously...\Now that I look, the plushies' legs are tangled together.\What?! No wonder it didn't move!\What's up?\Yeah, there's no way we could get these. response:	What if we aimed for the tag on this plushie?
context: Like I'd want to know!\People lack originality!\In a time where people lack originality, my hair shines gloriously...\Now that I look, the plushies' legs are tangled together.\What?! No wonder it didn't move!\What's up?\Yeah, there's no way we could get these.\What if we aimed for the tag on this plushie? response:	Huh? No way.
context: People lack originality!\In a time where people lack originality, my hair shines gloriously...\Now that I look, the plushies' legs are tangled together.\What?! No wonder it didn't move!\What's up?\Yeah, there's no way we could get these.\What if we aimed for the tag on this plushie?\Huh? No way. response:	You'd be wasting a hundred yen, Taihei.
context: In a time where people lack originality, my hair shines gloriously...\Now that I look, the plushies' legs are tangled together.\What?! No wonder it didn't move!\What's up?\Yeah, there's no way we could get these.\What if we aimed for the tag on this plushie?\Huh? No way.\You'd be wasting a hundred yen, Taihei. response:	No way!
context: Now that I look, the plushies' legs are tangled together.\What?! No wonder it didn't move!\What's up?\Yeah, there's no way we could get these.\What if we aimed for the tag on this plushie?\Huh? No way.\You'd be wasting a hundred yen, Taihei.\No way! response:	There are three, so let's divide them between us.
context: What?! No wonder it didn't move!\What's up?\Yeah, there's no way we could get these.\What if we aimed for the tag on this plushie?\Huh? No way.\You'd be wasting a hundred yen, Taihei.\No way!\There are three, so let's divide them between us. response:	Taihei!
context: What's up?\Yeah, there's no way we could get these.\What if we aimed for the tag on this plushie?\Huh? No way.\You'd be wasting a hundred yen, Taihei.\No way!\There are three, so let's divide them between us.\Taihei! response:	I love you.
context: Yeah, there's no way we could get these.\What if we aimed for the tag on this plushie?\Huh? No way.\You'd be wasting a hundred yen, Taihei.\No way!\There are three, so let's divide them between us.\Taihei!\I love you. response:	I'm home, Umaru.
context: What if we aimed for the tag on this plushie?\Huh? No way.\You'd be wasting a hundred yen, Taihei.\No way!\There are three, so let's divide them between us.\Taihei!\I love you.\I'm home, Umaru. response:	Have you been a good girl?
context: Huh? No way.\You'd be wasting a hundred yen, Taihei.\No way!\There are three, so let's divide them between us.\Taihei!\I love you.\I'm home, Umaru.\Have you been a good girl? response:	Yep. Hey, what's that?
context: You'd be wasting a hundred yen, Taihei.\No way!\There are three, so let's divide them between us.\Taihei!\I love you.\I'm home, Umaru.\Have you been a good girl?\Yep. Hey, what's that? response:	Oh, I got something cool for you, Umaru.
context: No way!\There are three, so let's divide them between us.\Taihei!\I love you.\I'm home, Umaru.\Have you been a good girl?\Yep. Hey, what's that?\Oh, I got something cool for you, Umaru. response:	Cool?
context: There are three, so let's divide them between us.\Taihei!\I love you.\I'm home, Umaru.\Have you been a good girl?\Yep. Hey, what's that?\Oh, I got something cool for you, Umaru.\Cool? response:	Here.
context: Taihei!\I love you.\I'm home, Umaru.\Have you been a good girl?\Yep. Hey, what's that?\Oh, I got something cool for you, Umaru.\Cool?\Here. response:	A kitty cat!
context: I love you.\I'm home, Umaru.\Have you been a good girl?\Yep. Hey, what's that?\Oh, I got something cool for you, Umaru.\Cool?\Here.\A kitty cat! response:	Thank you, Onii-chan.
context: I'm home, Umaru.\Have you been a good girl?\Yep. Hey, what's that?\Oh, I got something cool for you, Umaru.\Cool?\Here.\A kitty cat!\Thank you, Onii-chan. response:	10 Years Later
context: Have you been a good girl?\Yep. Hey, what's that?\Oh, I got something cool for you, Umaru.\Cool?\Here.\A kitty cat!\Thank you, Onii-chan.\10 Years Later response:	I got even more plushies at the arcade!
context: Yep. Hey, what's that?\Oh, I got something cool for you, Umaru.\Cool?\Here.\A kitty cat!\Thank you, Onii-chan.\10 Years Later\I got even more plushies at the arcade! response:	That's way too many!
context: Oh, I got something cool for you, Umaru.\Cool?\Here.\A kitty cat!\Thank you, Onii-chan.\10 Years Later\I got even more plushies at the arcade!\That's way too many! response:	Next Time
context: Cool?\Here.\A kitty cat!\Thank you, Onii-chan.\10 Years Later\I got even more plushies at the arcade!\That's way too many!\Next Time response:	Episode 11 Umaru's Day
context: Here.\A kitty cat!\Thank you, Onii-chan.\10 Years Later\I got even more plushies at the arcade!\That's way too many!\Next Time\Episode 11 Umaru's Day response:	Hello.
context: A kitty cat!\Thank you, Onii-chan.\10 Years Later\I got even more plushies at the arcade!\That's way too many!\Next Time\Episode 11 Umaru's Day\Hello. response:	People mistakenly call me Kanou, but I'm Kanau.
