context: Togashi's place? response:	Yup! After all, they've shacked up!
context: That was kind of exciting because it was like telling Rikka I love her.\Look here!\We may look calm...\Even Rikka?\I could be wrong.\Takanashi can't say what's on her mind, partly due to her syndrome.\You need to coax her out of her shell.\Well, yeah, you could have a point. response:	Sender: Rikka Takanashi ROGER THAT.
context: Look here!\We may look calm...\Even Rikka?\I could be wrong.\Takanashi can't say what's on her mind, partly due to her syndrome.\You need to coax her out of her shell.\Well, yeah, you could have a point.\Sender: Rikka Takanashi ROGER THAT. response:	And so, Rikka and I, albeit unintentionally...
context: We may look calm...\Even Rikka?\I could be wrong.\Takanashi can't say what's on her mind, partly due to her syndrome.\You need to coax her out of her shell.\Well, yeah, you could have a point.\Sender: Rikka Takanashi ROGER THAT.\And so, Rikka and I, albeit unintentionally... response:	Good morning, Water Dragon.
context: Even Rikka?\I could be wrong.\Takanashi can't say what's on her mind, partly due to her syndrome.\You need to coax her out of her shell.\Well, yeah, you could have a point.\Sender: Rikka Takanashi ROGER THAT.\And so, Rikka and I, albeit unintentionally...\Good morning, Water Dragon. response:	Good morning.
context: I could be wrong.\Takanashi can't say what's on her mind, partly due to her syndrome.\You need to coax her out of her shell.\Well, yeah, you could have a point.\Sender: Rikka Takanashi ROGER THAT.\And so, Rikka and I, albeit unintentionally...\Good morning, Water Dragon.\Good morning. response:	Rikka, that's so cute.
context: Takanashi can't say what's on her mind, partly due to her syndrome.\You need to coax her out of her shell.\Well, yeah, you could have a point.\Sender: Rikka Takanashi ROGER THAT.\And so, Rikka and I, albeit unintentionally...\Good morning, Water Dragon.\Good morning.\Rikka, that's so cute. response:	The use of this robe is only permitted for special ceremonies.
context: You need to coax her out of her shell.\Well, yeah, you could have a point.\Sender: Rikka Takanashi ROGER THAT.\And so, Rikka and I, albeit unintentionally...\Good morning, Water Dragon.\Good morning.\Rikka, that's so cute.\The use of this robe is only permitted for special ceremonies. response:	Really? Is something special happening today?
context: Well, yeah, you could have a point.\Sender: Rikka Takanashi ROGER THAT.\And so, Rikka and I, albeit unintentionally...\Good morning, Water Dragon.\Good morning.\Rikka, that's so cute.\The use of this robe is only permitted for special ceremonies.\Really? Is something special happening today? response:	Okay, let's go.
context: Sender: Rikka Takanashi ROGER THAT.\And so, Rikka and I, albeit unintentionally...\Good morning, Water Dragon.\Good morning.\Rikka, that's so cute.\The use of this robe is only permitted for special ceremonies.\Really? Is something special happening today?\Okay, let's go. response:	Tell me first. What is our destination?
context: And so, Rikka and I, albeit unintentionally...\Good morning, Water Dragon.\Good morning.\Rikka, that's so cute.\The use of this robe is only permitted for special ceremonies.\Really? Is something special happening today?\Okay, let's go.\Tell me first. What is our destination? response:	Well, it's a place you kind of wanted to visit.
context: Good morning, Water Dragon.\Good morning.\Rikka, that's so cute.\The use of this robe is only permitted for special ceremonies.\Really? Is something special happening today?\Okay, let's go.\Tell me first. What is our destination?\Well, it's a place you kind of wanted to visit. response:	I did?
context: Good morning.\Rikka, that's so cute.\The use of this robe is only permitted for special ceremonies.\Really? Is something special happening today?\Okay, let's go.\Tell me first. What is our destination?\Well, it's a place you kind of wanted to visit.\I did? response:	Gasp! Are you reading my thoughts?!
context: Rikka, that's so cute.\The use of this robe is only permitted for special ceremonies.\Really? Is something special happening today?\Okay, let's go.\Tell me first. What is our destination?\Well, it's a place you kind of wanted to visit.\I did?\Gasp! Are you reading my thoughts?! response:	No! Just wait and see.
context: The use of this robe is only permitted for special ceremonies.\Really? Is something special happening today?\Okay, let's go.\Tell me first. What is our destination?\Well, it's a place you kind of wanted to visit.\I did?\Gasp! Are you reading my thoughts?!\No! Just wait and see. response:	Got a firm grip?
context: Really? Is something special happening today?\Okay, let's go.\Tell me first. What is our destination?\Well, it's a place you kind of wanted to visit.\I did?\Gasp! Are you reading my thoughts?!\No! Just wait and see.\Got a firm grip? response:	Releasing evil skill formula. Deployment prep complete.
context: Okay, let's go.\Tell me first. What is our destination?\Well, it's a place you kind of wanted to visit.\I did?\Gasp! Are you reading my thoughts?!\No! Just wait and see.\Got a firm grip?\Releasing evil skill formula. Deployment prep complete. response:	Yuta, we have a green light. Go!
context: Tell me first. What is our destination?\Well, it's a place you kind of wanted to visit.\I did?\Gasp! Are you reading my thoughts?!\No! Just wait and see.\Got a firm grip?\Releasing evil skill formula. Deployment prep complete.\Yuta, we have a green light. Go! response:	But slowly.
context: Well, it's a place you kind of wanted to visit.\I did?\Gasp! Are you reading my thoughts?!\No! Just wait and see.\Got a firm grip?\Releasing evil skill formula. Deployment prep complete.\Yuta, we have a green light. Go!\But slowly. response:	Yes, ma'am.
context: I did?\Gasp! Are you reading my thoughts?!\No! Just wait and see.\Got a firm grip?\Releasing evil skill formula. Deployment prep complete.\Yuta, we have a green light. Go!\But slowly.\Yes, ma'am. response:	How is it? You okay?
context: Gasp! Are you reading my thoughts?!\No! Just wait and see.\Got a firm grip?\Releasing evil skill formula. Deployment prep complete.\Yuta, we have a green light. Go!\But slowly.\Yes, ma'am.\How is it? You okay? response:	No problem, other than poor visibility.
context: No! Just wait and see.\Got a firm grip?\Releasing evil skill formula. Deployment prep complete.\Yuta, we have a green light. Go!\But slowly.\Yes, ma'am.\How is it? You okay?\No problem, other than poor visibility. response:	There's nothing we can do about your visibility.
context: Got a firm grip?\Releasing evil skill formula. Deployment prep complete.\Yuta, we have a green light. Go!\But slowly.\Yes, ma'am.\How is it? You okay?\No problem, other than poor visibility.\There's nothing we can do about your visibility. response:	I need to concentrate on safe driving.
context: Releasing evil skill formula. Deployment prep complete.\Yuta, we have a green light. Go!\But slowly.\Yes, ma'am.\How is it? You okay?\No problem, other than poor visibility.\There's nothing we can do about your visibility.\I need to concentrate on safe driving. response:	Don't worry. Your death is also my death.
context: Yuta, we have a green light. Go!\But slowly.\Yes, ma'am.\How is it? You okay?\No problem, other than poor visibility.\There's nothing we can do about your visibility.\I need to concentrate on safe driving.\Don't worry. Your death is also my death. response:	You're scaring me.
context: But slowly.\Yes, ma'am.\How is it? You okay?\No problem, other than poor visibility.\There's nothing we can do about your visibility.\I need to concentrate on safe driving.\Don't worry. Your death is also my death.\You're scaring me. response:	And besides, the Wicked Lord Shingan is all-powerful!
context: Yes, ma'am.\How is it? You okay?\No problem, other than poor visibility.\There's nothing we can do about your visibility.\I need to concentrate on safe driving.\Don't worry. Your death is also my death.\You're scaring me.\And besides, the Wicked Lord Shingan is all-powerful! response:	He allows me to see everything, despite my visibility.
context: How is it? You okay?\No problem, other than poor visibility.\There's nothing we can do about your visibility.\I need to concentrate on safe driving.\Don't worry. Your death is also my death.\You're scaring me.\And besides, the Wicked Lord Shingan is all-powerful!\He allows me to see everything, despite my visibility. response:	I can even see into your soul.
context: No problem, other than poor visibility.\There's nothing we can do about your visibility.\I need to concentrate on safe driving.\Don't worry. Your death is also my death.\You're scaring me.\And besides, the Wicked Lord Shingan is all-powerful!\He allows me to see everything, despite my visibility.\I can even see into your soul. response:	That's the first time you mentioned that ability.
context: There's nothing we can do about your visibility.\I need to concentrate on safe driving.\Don't worry. Your death is also my death.\You're scaring me.\And besides, the Wicked Lord Shingan is all-powerful!\He allows me to see everything, despite my visibility.\I can even see into your soul.\That's the first time you mentioned that ability. response:	Right now, you are thinking, Whoa! I'm breaking the sound barrier!
context: I need to concentrate on safe driving.\Don't worry. Your death is also my death.\You're scaring me.\And besides, the Wicked Lord Shingan is all-powerful!\He allows me to see everything, despite my visibility.\I can even see into your soul.\That's the first time you mentioned that ability.\Right now, you are thinking, Whoa! I'm breaking the sound barrier! response:	I am a virtual whirlwind of lightning speed! Right?
context: Don't worry. Your death is also my death.\You're scaring me.\And besides, the Wicked Lord Shingan is all-powerful!\He allows me to see everything, despite my visibility.\I can even see into your soul.\That's the first time you mentioned that ability.\Right now, you are thinking, Whoa! I'm breaking the sound barrier!\I am a virtual whirlwind of lightning speed! Right? response:	I am not!
context: You're scaring me.\And besides, the Wicked Lord Shingan is all-powerful!\He allows me to see everything, despite my visibility.\I can even see into your soul.\That's the first time you mentioned that ability.\Right now, you are thinking, Whoa! I'm breaking the sound barrier!\I am a virtual whirlwind of lightning speed! Right?\I am not! response:	Oh! Look!
context: And besides, the Wicked Lord Shingan is all-powerful!\He allows me to see everything, despite my visibility.\I can even see into your soul.\That's the first time you mentioned that ability.\Right now, you are thinking, Whoa! I'm breaking the sound barrier!\I am a virtual whirlwind of lightning speed! Right?\I am not!\Oh! Look! response:	Wind turbines.
context: He allows me to see everything, despite my visibility.\I can even see into your soul.\That's the first time you mentioned that ability.\Right now, you are thinking, Whoa! I'm breaking the sound barrier!\I am a virtual whirlwind of lightning speed! Right?\I am not!\Oh! Look!\Wind turbines. response:	What are you doing?
context: I can even see into your soul.\That's the first time you mentioned that ability.\Right now, you are thinking, Whoa! I'm breaking the sound barrier!\I am a virtual whirlwind of lightning speed! Right?\I am not!\Oh! Look!\Wind turbines.\What are you doing? response:	I will rotate the windmills using dark power!
context: That's the first time you mentioned that ability.\Right now, you are thinking, Whoa! I'm breaking the sound barrier!\I am a virtual whirlwind of lightning speed! Right?\I am not!\Oh! Look!\Wind turbines.\What are you doing?\I will rotate the windmills using dark power! response:	Join me, Yuta!
context: Right now, you are thinking, Whoa! I'm breaking the sound barrier!\I am a virtual whirlwind of lightning speed! Right?\I am not!\Oh! Look!\Wind turbines.\What are you doing?\I will rotate the windmills using dark power!\Join me, Yuta! response:	That won't work.
context: I am a virtual whirlwind of lightning speed! Right?\I am not!\Oh! Look!\Wind turbines.\What are you doing?\I will rotate the windmills using dark power!\Join me, Yuta!\That won't work. response:	Don't worry. We just need to unite our dark powers as one!
context: I am not!\Oh! Look!\Wind turbines.\What are you doing?\I will rotate the windmills using dark power!\Join me, Yuta!\That won't work.\Don't worry. We just need to unite our dark powers as one! response:	Will this do?
context: Oh! Look!\Wind turbines.\What are you doing?\I will rotate the windmills using dark power!\Join me, Yuta!\That won't work.\Don't worry. We just need to unite our dark powers as one!\Will this do? response:	Wicked Lord Fire Dragon wave motion!
context: Wind turbines.\What are you doing?\I will rotate the windmills using dark power!\Join me, Yuta!\That won't work.\Don't worry. We just need to unite our dark powers as one!\Will this do?\Wicked Lord Fire Dragon wave motion! response:	C'mon, let's go.
context: What are you doing?\I will rotate the windmills using dark power!\Join me, Yuta!\That won't work.\Don't worry. We just need to unite our dark powers as one!\Will this do?\Wicked Lord Fire Dragon wave motion!\C'mon, let's go. response:	I saw an internet video showing a windmill being destroyed by gale-force winds.
context: I will rotate the windmills using dark power!\Join me, Yuta!\That won't work.\Don't worry. We just need to unite our dark powers as one!\Will this do?\Wicked Lord Fire Dragon wave motion!\C'mon, let's go.\I saw an internet video showing a windmill being destroyed by gale-force winds. response:	SAZANAMI AQUARIUM
context: Join me, Yuta!\That won't work.\Don't worry. We just need to unite our dark powers as one!\Will this do?\Wicked Lord Fire Dragon wave motion!\C'mon, let's go.\I saw an internet video showing a windmill being destroyed by gale-force winds.\SAZANAMI AQUARIUM response:	Ooh. It's the reincarnation of R'lyeh.
context: That won't work.\Don't worry. We just need to unite our dark powers as one!\Will this do?\Wicked Lord Fire Dragon wave motion!\C'mon, let's go.\I saw an internet video showing a windmill being destroyed by gale-force winds.\SAZANAMI AQUARIUM\Ooh. It's the reincarnation of R'lyeh. response:	Remember how you said you wanted to see a real dolphin?
context: Don't worry. We just need to unite our dark powers as one!\Will this do?\Wicked Lord Fire Dragon wave motion!\C'mon, let's go.\I saw an internet video showing a windmill being destroyed by gale-force winds.\SAZANAMI AQUARIUM\Ooh. It's the reincarnation of R'lyeh.\Remember how you said you wanted to see a real dolphin? response:	Mister Kyle is a genius. He is in the form of a fish...
context: Will this do?\Wicked Lord Fire Dragon wave motion!\C'mon, let's go.\I saw an internet video showing a windmill being destroyed by gale-force winds.\SAZANAMI AQUARIUM\Ooh. It's the reincarnation of R'lyeh.\Remember how you said you wanted to see a real dolphin?\Mister Kyle is a genius. He is in the form of a fish... response:	I haven't seen him around recently.
context: Wicked Lord Fire Dragon wave motion!\C'mon, let's go.\I saw an internet video showing a windmill being destroyed by gale-force winds.\SAZANAMI AQUARIUM\Ooh. It's the reincarnation of R'lyeh.\Remember how you said you wanted to see a real dolphin?\Mister Kyle is a genius. He is in the form of a fish...\I haven't seen him around recently. response:	My dear Ancient Kings.
context: C'mon, let's go.\I saw an internet video showing a windmill being destroyed by gale-force winds.\SAZANAMI AQUARIUM\Ooh. It's the reincarnation of R'lyeh.\Remember how you said you wanted to see a real dolphin?\Mister Kyle is a genius. He is in the form of a fish...\I haven't seen him around recently.\My dear Ancient Kings. response:	We may look calm...
context: I saw an internet video showing a windmill being destroyed by gale-force winds.\SAZANAMI AQUARIUM\Ooh. It's the reincarnation of R'lyeh.\Remember how you said you wanted to see a real dolphin?\Mister Kyle is a genius. He is in the form of a fish...\I haven't seen him around recently.\My dear Ancient Kings.\We may look calm... response:	Rikka...
context: SAZANAMI AQUARIUM\Ooh. It's the reincarnation of R'lyeh.\Remember how you said you wanted to see a real dolphin?\Mister Kyle is a genius. He is in the form of a fish...\I haven't seen him around recently.\My dear Ancient Kings.\We may look calm...\Rikka... response:	Listen. Since we're here, just the two of us...
context: Ooh. It's the reincarnation of R'lyeh.\Remember how you said you wanted to see a real dolphin?\Mister Kyle is a genius. He is in the form of a fish...\I haven't seen him around recently.\My dear Ancient Kings.\We may look calm...\Rikka...\Listen. Since we're here, just the two of us... response:	Uh, you don't have to if you're too shy.
context: Remember how you said you wanted to see a real dolphin?\Mister Kyle is a genius. He is in the form of a fish...\I haven't seen him around recently.\My dear Ancient Kings.\We may look calm...\Rikka...\Listen. Since we're here, just the two of us...\Uh, you don't have to if you're too shy. response:	It's just that we've only touched pinkies...
context: Mister Kyle is a genius. He is in the form of a fish...\I haven't seen him around recently.\My dear Ancient Kings.\We may look calm...\Rikka...\Listen. Since we're here, just the two of us...\Uh, you don't have to if you're too shy.\It's just that we've only touched pinkies... response:	Wow, penguins! Penguins!
context: I haven't seen him around recently.\My dear Ancient Kings.\We may look calm...\Rikka...\Listen. Since we're here, just the two of us...\Uh, you don't have to if you're too shy.\It's just that we've only touched pinkies...\Wow, penguins! Penguins! response:	Nautilus!
context: My dear Ancient Kings.\We may look calm...\Rikka...\Listen. Since we're here, just the two of us...\Uh, you don't have to if you're too shy.\It's just that we've only touched pinkies...\Wow, penguins! Penguins!\Nautilus! response:	No, no. Nau-t-lus.
context: We may look calm...\Rikka...\Listen. Since we're here, just the two of us...\Uh, you don't have to if you're too shy.\It's just that we've only touched pinkies...\Wow, penguins! Penguins!\Nautilus!\No, no. Nau-t-lus. response:	I once seriously wanted to attend Miskatonic University...
context: Rikka...\Listen. Since we're here, just the two of us...\Uh, you don't have to if you're too shy.\It's just that we've only touched pinkies...\Wow, penguins! Penguins!\Nautilus!\No, no. Nau-t-lus.\I once seriously wanted to attend Miskatonic University... response:	And Mister Kyle only existed in the Japanese version.
context: Listen. Since we're here, just the two of us...\Uh, you don't have to if you're too shy.\It's just that we've only touched pinkies...\Wow, penguins! Penguins!\Nautilus!\No, no. Nau-t-lus.\I once seriously wanted to attend Miskatonic University...\And Mister Kyle only existed in the Japanese version. response:	What? For real?
context: Uh, you don't have to if you're too shy.\It's just that we've only touched pinkies...\Wow, penguins! Penguins!\Nautilus!\No, no. Nau-t-lus.\I once seriously wanted to attend Miskatonic University...\And Mister Kyle only existed in the Japanese version.\What? For real? response:	Such incredible speed.
context: It's just that we've only touched pinkies...\Wow, penguins! Penguins!\Nautilus!\No, no. Nau-t-lus.\I once seriously wanted to attend Miskatonic University...\And Mister Kyle only existed in the Japanese version.\What? For real?\Such incredible speed. response:	The speed to tear through magical dimensions.
context: Wow, penguins! Penguins!\Nautilus!\No, no. Nau-t-lus.\I once seriously wanted to attend Miskatonic University...\And Mister Kyle only existed in the Japanese version.\What? For real?\Such incredible speed.\The speed to tear through magical dimensions. response:	Now, if you would like to give signals to the dolphin, show me your flippers!
context: Nautilus!\No, no. Nau-t-lus.\I once seriously wanted to attend Miskatonic University...\And Mister Kyle only existed in the Japanese version.\What? For real?\Such incredible speed.\The speed to tear through magical dimensions.\Now, if you would like to give signals to the dolphin, show me your flippers! response:	All right, that girl there.
context: No, no. Nau-t-lus.\I once seriously wanted to attend Miskatonic University...\And Mister Kyle only existed in the Japanese version.\What? For real?\Such incredible speed.\The speed to tear through magical dimensions.\Now, if you would like to give signals to the dolphin, show me your flippers!\All right, that girl there. response:	Coming!
context: I once seriously wanted to attend Miskatonic University...\And Mister Kyle only existed in the Japanese version.\What? For real?\Such incredible speed.\The speed to tear through magical dimensions.\Now, if you would like to give signals to the dolphin, show me your flippers!\All right, that girl there.\Coming! response:	Will you please tell us your name and your age?
context: And Mister Kyle only existed in the Japanese version.\What? For real?\Such incredible speed.\The speed to tear through magical dimensions.\Now, if you would like to give signals to the dolphin, show me your flippers!\All right, that girl there.\Coming!\Will you please tell us your name and your age? response:	I'm in grade six.
context: What? For real?\Such incredible speed.\The speed to tear through magical dimensions.\Now, if you would like to give signals to the dolphin, show me your flippers!\All right, that girl there.\Coming!\Will you please tell us your name and your age?\I'm in grade six. response:	Don't tell her that!
context: Such incredible speed.\The speed to tear through magical dimensions.\Now, if you would like to give signals to the dolphin, show me your flippers!\All right, that girl there.\Coming!\Will you please tell us your name and your age?\I'm in grade six.\Don't tell her that! response:	Look hard at the dolphin's face, and sway your head from side to side.
context: The speed to tear through magical dimensions.\Now, if you would like to give signals to the dolphin, show me your flippers!\All right, that girl there.\Coming!\Will you please tell us your name and your age?\I'm in grade six.\Don't tell her that!\Look hard at the dolphin's face, and sway your head from side to side. response:	Calm down, Dolphin!
context: Now, if you would like to give signals to the dolphin, show me your flippers!\All right, that girl there.\Coming!\Will you please tell us your name and your age?\I'm in grade six.\Don't tell her that!\Look hard at the dolphin's face, and sway your head from side to side.\Calm down, Dolphin! response:	Are you okay? Shall I dry your face?
context: All right, that girl there.\Coming!\Will you please tell us your name and your age?\I'm in grade six.\Don't tell her that!\Look hard at the dolphin's face, and sway your head from side to side.\Calm down, Dolphin!\Are you okay? Shall I dry your face? response:	I'm fine!
context: Coming!\Will you please tell us your name and your age?\I'm in grade six.\Don't tell her that!\Look hard at the dolphin's face, and sway your head from side to side.\Calm down, Dolphin!\Are you okay? Shall I dry your face?\I'm fine! response:	Okay, next let's get the training lady teach you...
context: Will you please tell us your name and your age?\I'm in grade six.\Don't tell her that!\Look hard at the dolphin's face, and sway your head from side to side.\Calm down, Dolphin!\Are you okay? Shall I dry your face?\I'm fine!\Okay, next let's get the training lady teach you... response:	First, point upward with your right hand.
context: I'm in grade six.\Don't tell her that!\Look hard at the dolphin's face, and sway your head from side to side.\Calm down, Dolphin!\Are you okay? Shall I dry your face?\I'm fine!\Okay, next let's get the training lady teach you...\First, point upward with your right hand. response:	Next, touch your right hand to your left shoulder.
context: Don't tell her that!\Look hard at the dolphin's face, and sway your head from side to side.\Calm down, Dolphin!\Are you okay? Shall I dry your face?\I'm fine!\Okay, next let's get the training lady teach you...\First, point upward with your right hand.\Next, touch your right hand to your left shoulder. response:	To give the signal, we will count to three...
context: Look hard at the dolphin's face, and sway your head from side to side.\Calm down, Dolphin!\Are you okay? Shall I dry your face?\I'm fine!\Okay, next let's get the training lady teach you...\First, point upward with your right hand.\Next, touch your right hand to your left shoulder.\To give the signal, we will count to three... response:	Let's begin. One, two, three!
context: Calm down, Dolphin!\Are you okay? Shall I dry your face?\I'm fine!\Okay, next let's get the training lady teach you...\First, point upward with your right hand.\Next, touch your right hand to your left shoulder.\To give the signal, we will count to three...\Let's begin. One, two, three! response:	The dolphin is at my bidding!
context: Are you okay? Shall I dry your face?\I'm fine!\Okay, next let's get the training lady teach you...\First, point upward with your right hand.\Next, touch your right hand to your left shoulder.\To give the signal, we will count to three...\Let's begin. One, two, three!\The dolphin is at my bidding! response:	Cut it out, silly!
context: I'm fine!\Okay, next let's get the training lady teach you...\First, point upward with your right hand.\Next, touch your right hand to your left shoulder.\To give the signal, we will count to three...\Let's begin. One, two, three!\The dolphin is at my bidding!\Cut it out, silly! response:	Come on, diving beetle!
context: Okay, next let's get the training lady teach you...\First, point upward with your right hand.\Next, touch your right hand to your left shoulder.\To give the signal, we will count to three...\Let's begin. One, two, three!\The dolphin is at my bidding!\Cut it out, silly!\Come on, diving beetle! response:	Oh! A Japanese giant salamander!
context: First, point upward with your right hand.\Next, touch your right hand to your left shoulder.\To give the signal, we will count to three...\Let's begin. One, two, three!\The dolphin is at my bidding!\Cut it out, silly!\Come on, diving beetle!\Oh! A Japanese giant salamander! response:	That wasn't much different from the norm either.
context: Next, touch your right hand to your left shoulder.\To give the signal, we will count to three...\Let's begin. One, two, three!\The dolphin is at my bidding!\Cut it out, silly!\Come on, diving beetle!\Oh! A Japanese giant salamander!\That wasn't much different from the norm either. response:	You need to coax her out of her shell.
context: To give the signal, we will count to three...\Let's begin. One, two, three!\The dolphin is at my bidding!\Cut it out, silly!\Come on, diving beetle!\Oh! A Japanese giant salamander!\That wasn't much different from the norm either.\You need to coax her out of her shell. response:	I'm sure she's right, but...
context: Let's begin. One, two, three!\The dolphin is at my bidding!\Cut it out, silly!\Come on, diving beetle!\Oh! A Japanese giant salamander!\That wasn't much different from the norm either.\You need to coax her out of her shell.\I'm sure she's right, but... response:	I'm here.
context: The dolphin is at my bidding!\Cut it out, silly!\Come on, diving beetle!\Oh! A Japanese giant salamander!\That wasn't much different from the norm either.\You need to coax her out of her shell.\I'm sure she's right, but...\I'm here. response:	Shakey shake!
context: Cut it out, silly!\Come on, diving beetle!\Oh! A Japanese giant salamander!\That wasn't much different from the norm either.\You need to coax her out of her shell.\I'm sure she's right, but...\I'm here.\Shakey shake! response:	I'll let you have this with it.
context: Come on, diving beetle!\Oh! A Japanese giant salamander!\That wasn't much different from the norm either.\You need to coax her out of her shell.\I'm sure she's right, but...\I'm here.\Shakey shake!\I'll let you have this with it. response:	This returns from vending machines every single time.
context: Oh! A Japanese giant salamander!\That wasn't much different from the norm either.\You need to coax her out of her shell.\I'm sure she's right, but...\I'm here.\Shakey shake!\I'll let you have this with it.\This returns from vending machines every single time. response:	The Chosen 10 yen coin!
context: That wasn't much different from the norm either.\You need to coax her out of her shell.\I'm sure she's right, but...\I'm here.\Shakey shake!\I'll let you have this with it.\This returns from vending machines every single time.\The Chosen 10 yen coin! response:	Hey, I don't get excited about every little thing!
context: You need to coax her out of her shell.\I'm sure she's right, but...\I'm here.\Shakey shake!\I'll let you have this with it.\This returns from vending machines every single time.\The Chosen 10 yen coin!\Hey, I don't get excited about every little thing! response:	Uh-oh. Did I miss?
context: I'm sure she's right, but...\I'm here.\Shakey shake!\I'll let you have this with it.\This returns from vending machines every single time.\The Chosen 10 yen coin!\Hey, I don't get excited about every little thing!\Uh-oh. Did I miss? response:	But it isn't a serrated 10 yen coin after all.
context: I'm here.\Shakey shake!\I'll let you have this with it.\This returns from vending machines every single time.\The Chosen 10 yen coin!\Hey, I don't get excited about every little thing!\Uh-oh. Did I miss?\But it isn't a serrated 10 yen coin after all. response:	It's so old, the edge got smoothed down.
context: Shakey shake!\I'll let you have this with it.\This returns from vending machines every single time.\The Chosen 10 yen coin!\Hey, I don't get excited about every little thing!\Uh-oh. Did I miss?\But it isn't a serrated 10 yen coin after all.\It's so old, the edge got smoothed down. response:	Poor thing. You have lost your place in the world.
context: I'll let you have this with it.\This returns from vending machines every single time.\The Chosen 10 yen coin!\Hey, I don't get excited about every little thing!\Uh-oh. Did I miss?\But it isn't a serrated 10 yen coin after all.\It's so old, the edge got smoothed down.\Poor thing. You have lost your place in the world. response:	It has merely lost its place in the vending machine system.
context: This returns from vending machines every single time.\The Chosen 10 yen coin!\Hey, I don't get excited about every little thing!\Uh-oh. Did I miss?\But it isn't a serrated 10 yen coin after all.\It's so old, the edge got smoothed down.\Poor thing. You have lost your place in the world.\It has merely lost its place in the vending machine system. response:	It's still good currency.
context: The Chosen 10 yen coin!\Hey, I don't get excited about every little thing!\Uh-oh. Did I miss?\But it isn't a serrated 10 yen coin after all.\It's so old, the edge got smoothed down.\Poor thing. You have lost your place in the world.\It has merely lost its place in the vending machine system.\It's still good currency. response:	But then it would lose its predominance as the Chosen One.
context: Hey, I don't get excited about every little thing!\Uh-oh. Did I miss?\But it isn't a serrated 10 yen coin after all.\It's so old, the edge got smoothed down.\Poor thing. You have lost your place in the world.\It has merely lost its place in the vending machine system.\It's still good currency.\But then it would lose its predominance as the Chosen One. response:	Make up your mind.
context: Uh-oh. Did I miss?\But it isn't a serrated 10 yen coin after all.\It's so old, the edge got smoothed down.\Poor thing. You have lost your place in the world.\It has merely lost its place in the vending machine system.\It's still good currency.\But then it would lose its predominance as the Chosen One.\Make up your mind. response:	Today was fun, huh?
context: But it isn't a serrated 10 yen coin after all.\It's so old, the edge got smoothed down.\Poor thing. You have lost your place in the world.\It has merely lost its place in the vending machine system.\It's still good currency.\But then it would lose its predominance as the Chosen One.\Make up your mind.\Today was fun, huh? response:	A dolphin tore through the darkness!
context: It's so old, the edge got smoothed down.\Poor thing. You have lost your place in the world.\It has merely lost its place in the vending machine system.\It's still good currency.\But then it would lose its predominance as the Chosen One.\Make up your mind.\Today was fun, huh?\A dolphin tore through the darkness! response:	And we even held hands.
context: Poor thing. You have lost your place in the world.\It has merely lost its place in the vending machine system.\It's still good currency.\But then it would lose its predominance as the Chosen One.\Make up your mind.\Today was fun, huh?\A dolphin tore through the darkness!\And we even held hands. response:	Y-yeah. I'll hold hands.
context: It has merely lost its place in the vending machine system.\It's still good currency.\But then it would lose its predominance as the Chosen One.\Make up your mind.\Today was fun, huh?\A dolphin tore through the darkness!\And we even held hands.\Y-yeah. I'll hold hands. response:	All you can hold, hand-holding!
context: It's still good currency.\But then it would lose its predominance as the Chosen One.\Make up your mind.\Today was fun, huh?\A dolphin tore through the darkness!\And we even held hands.\Y-yeah. I'll hold hands.\All you can hold, hand-holding! response:	Sure.
context: But then it would lose its predominance as the Chosen One.\Make up your mind.\Today was fun, huh?\A dolphin tore through the darkness!\And we even held hands.\Y-yeah. I'll hold hands.\All you can hold, hand-holding!\Sure. response:	But I still don't understand it that well.
context: Make up your mind.\Today was fun, huh?\A dolphin tore through the darkness!\And we even held hands.\Y-yeah. I'll hold hands.\All you can hold, hand-holding!\Sure.\But I still don't understand it that well. response:	I made the love pact with you, so we are boyfriend and girlfriend.
context: Today was fun, huh?\A dolphin tore through the darkness!\And we even held hands.\Y-yeah. I'll hold hands.\All you can hold, hand-holding!\Sure.\But I still don't understand it that well.\I made the love pact with you, so we are boyfriend and girlfriend. response:	But I still don't have the slightest idea what lovers are.
context: A dolphin tore through the darkness!\And we even held hands.\Y-yeah. I'll hold hands.\All you can hold, hand-holding!\Sure.\But I still don't understand it that well.\I made the love pact with you, so we are boyfriend and girlfriend.\But I still don't have the slightest idea what lovers are. response:	Thinking about it makes my head confused.
context: And we even held hands.\Y-yeah. I'll hold hands.\All you can hold, hand-holding!\Sure.\But I still don't understand it that well.\I made the love pact with you, so we are boyfriend and girlfriend.\But I still don't have the slightest idea what lovers are.\Thinking about it makes my head confused. response:	Rikka.
context: Y-yeah. I'll hold hands.\All you can hold, hand-holding!\Sure.\But I still don't understand it that well.\I made the love pact with you, so we are boyfriend and girlfriend.\But I still don't have the slightest idea what lovers are.\Thinking about it makes my head confused.\Rikka. response:	Now that we are lovers, regular physical contact is inevitable!
context: All you can hold, hand-holding!\Sure.\But I still don't understand it that well.\I made the love pact with you, so we are boyfriend and girlfriend.\But I still don't have the slightest idea what lovers are.\Thinking about it makes my head confused.\Rikka.\Now that we are lovers, regular physical contact is inevitable! response:	Th-that's true.
