context: First, I'd like to say, thank you! response:	Well that was sudden.
context: Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta For hundreds of years, a time so unfathomably long,\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta he has been watching over this piazza, unbeknownst to everyone.\That's why...\Until the bells ring, I shall wait here Kane ga naru made koko de machimashou\Aprecious treasure that was left behind Oiteitta no daiji na takaramono\I dream of a birdcage that lost its key Kagi o nakushita torikago no yume response:	Surely, you'll come searching for it Kitto sagashi ni kitekureru yo
context: The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta For hundreds of years, a time so unfathomably long,\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta he has been watching over this piazza, unbeknownst to everyone.\That's why...\Until the bells ring, I shall wait here Kane ga naru made koko de machimashou\Aprecious treasure that was left behind Oiteitta no daiji na takaramono\I dream of a birdcage that lost its key Kagi o nakushita torikago no yume\Surely, you'll come searching for it Kitto sagashi ni kitekureru yo response:	Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo
context: The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta For hundreds of years, a time so unfathomably long,\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta he has been watching over this piazza, unbeknownst to everyone.\That's why...\Until the bells ring, I shall wait here Kane ga naru made koko de machimashou\Aprecious treasure that was left behind Oiteitta no daiji na takaramono\I dream of a birdcage that lost its key Kagi o nakushita torikago no yume\Surely, you'll come searching for it Kitto sagashi ni kitekureru yo\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo response:	Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo I won't tell anyone.
context: The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta he has been watching over this piazza, unbeknownst to everyone.\That's why...\Until the bells ring, I shall wait here Kane ga naru made koko de machimashou\Aprecious treasure that was left behind Oiteitta no daiji na takaramono\I dream of a birdcage that lost its key Kagi o nakushita torikago no yume\Surely, you'll come searching for it Kitto sagashi ni kitekureru yo\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo I won't tell anyone. response:	Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo
context: That's why...\Until the bells ring, I shall wait here Kane ga naru made koko de machimashou\Aprecious treasure that was left behind Oiteitta no daiji na takaramono\I dream of a birdcage that lost its key Kagi o nakushita torikago no yume\Surely, you'll come searching for it Kitto sagashi ni kitekureru yo\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo I won't tell anyone.\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo response:	Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo Let's make this our secret base.
context: Until the bells ring, I shall wait here Kane ga naru made koko de machimashou\Aprecious treasure that was left behind Oiteitta no daiji na takaramono\I dream of a birdcage that lost its key Kagi o nakushita torikago no yume\Surely, you'll come searching for it Kitto sagashi ni kitekureru yo\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo I won't tell anyone.\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo Let's make this our secret base. response:	I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado Let's make this our secret base.
context: Aprecious treasure that was left behind Oiteitta no daiji na takaramono\I dream of a birdcage that lost its key Kagi o nakushita torikago no yume\Surely, you'll come searching for it Kitto sagashi ni kitekureru yo\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo I won't tell anyone.\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo Let's make this our secret base.\I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado Let's make this our secret base. response:	I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado Yours and mine.
context: I dream of a birdcage that lost its key Kagi o nakushita torikago no yume\Surely, you'll come searching for it Kitto sagashi ni kitekureru yo\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo I won't tell anyone.\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo Let's make this our secret base.\I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado Let's make this our secret base.\I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado Yours and mine. response:	I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado
context: Surely, you'll come searching for it Kitto sagashi ni kitekureru yo\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo I won't tell anyone.\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo Let's make this our secret base.\I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado Let's make this our secret base.\I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado Yours and mine.\I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado response:	Okay!
context: Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo I won't tell anyone.\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo Let's make this our secret base.\I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado Let's make this our secret base.\I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado Yours and mine.\I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado\Okay! response:	Now now, don't mind us. Go on, go on.
context: Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo I won't tell anyone.\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo Let's make this our secret base.\I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado Let's make this our secret base.\I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado Yours and mine.\I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado\Okay!\Now now, don't mind us. Go on, go on. response:	Uh...
context: Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo\Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo Let's make this our secret base.\I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado Let's make this our secret base.\I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado Yours and mine.\I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado\Okay!\Now now, don't mind us. Go on, go on.\Uh... response:	Sorry to interrupt.
context: Voices fly about as a shower of flower petals dance Tobikau koe afuredasu hanabira ga mau yo Let's make this our secret base.\I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado Let's make this our secret base.\I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado Yours and mine.\I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado\Okay!\Now now, don't mind us. Go on, go on.\Uh...\Sorry to interrupt. response:	We were really just passing by.
context: I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado Let's make this our secret base.\I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado Yours and mine.\I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado\Okay!\Now now, don't mind us. Go on, go on.\Uh...\Sorry to interrupt.\We were really just passing by. response:	Hold it right there!
context: I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado Yours and mine.\I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado\Okay!\Now now, don't mind us. Go on, go on.\Uh...\Sorry to interrupt.\We were really just passing by.\Hold it right there! response:	Oh Ho Ho Ho Ho Hold it right there!
context: I long to hear your voice, since the window I painted... Kikitai koe enogu de kaita mado\Okay!\Now now, don't mind us. Go on, go on.\Uh...\Sorry to interrupt.\We were really just passing by.\Hold it right there!\Oh Ho Ho Ho Ho Hold it right there! response:	Oh Ho Ho Ho Ho Stop getting the wrong idea, Gachapen!
context: Okay!\Now now, don't mind us. Go on, go on.\Uh...\Sorry to interrupt.\We were really just passing by.\Hold it right there!\Oh Ho Ho Ho Ho Hold it right there!\Oh Ho Ho Ho Ho Stop getting the wrong idea, Gachapen! response:	Stop getting the wrong idea, Gachapen!
context: Now now, don't mind us. Go on, go on.\Uh...\Sorry to interrupt.\We were really just passing by.\Hold it right there!\Oh Ho Ho Ho Ho Hold it right there!\Oh Ho Ho Ho Ho Stop getting the wrong idea, Gachapen!\Stop getting the wrong idea, Gachapen! response:	You better not tell Alicia anything! Understand?!
context: Uh...\Sorry to interrupt.\We were really just passing by.\Hold it right there!\Oh Ho Ho Ho Ho Hold it right there!\Oh Ho Ho Ho Ho Stop getting the wrong idea, Gachapen!\Stop getting the wrong idea, Gachapen!\You better not tell Alicia anything! Understand?! response:	This was supposed to be my secret place... You better not tell Alicia anything! Understand?!
context: Sorry to interrupt.\We were really just passing by.\Hold it right there!\Oh Ho Ho Ho Ho Hold it right there!\Oh Ho Ho Ho Ho Stop getting the wrong idea, Gachapen!\Stop getting the wrong idea, Gachapen!\You better not tell Alicia anything! Understand?!\This was supposed to be my secret place... You better not tell Alicia anything! Understand?! response:	I see...
context: We were really just passing by.\Hold it right there!\Oh Ho Ho Ho Ho Hold it right there!\Oh Ho Ho Ho Ho Stop getting the wrong idea, Gachapen!\Stop getting the wrong idea, Gachapen!\You better not tell Alicia anything! Understand?!\This was supposed to be my secret place... You better not tell Alicia anything! Understand?!\I see... response:	It just became everyone's special place, starting today.
context: Hold it right there!\Oh Ho Ho Ho Ho Hold it right there!\Oh Ho Ho Ho Ho Stop getting the wrong idea, Gachapen!\Stop getting the wrong idea, Gachapen!\You better not tell Alicia anything! Understand?!\This was supposed to be my secret place... You better not tell Alicia anything! Understand?!\I see...\It just became everyone's special place, starting today. response:	The person I long to see... Aitai hito
context: Oh Ho Ho Ho Ho Hold it right there!\Oh Ho Ho Ho Ho Stop getting the wrong idea, Gachapen!\Stop getting the wrong idea, Gachapen!\You better not tell Alicia anything! Understand?!\This was supposed to be my secret place... You better not tell Alicia anything! Understand?!\I see...\It just became everyone's special place, starting today.\The person I long to see... Aitai hito response:	The person I long to see... Aitai hito In this city that never changes, little by little, things begin to change.
context: Oh Ho Ho Ho Ho Stop getting the wrong idea, Gachapen!\Stop getting the wrong idea, Gachapen!\You better not tell Alicia anything! Understand?!\This was supposed to be my secret place... You better not tell Alicia anything! Understand?!\I see...\It just became everyone's special place, starting today.\The person I long to see... Aitai hito\The person I long to see... Aitai hito In this city that never changes, little by little, things begin to change. response:	In this city that never changes, little by little, things begin to change.
context: Stop getting the wrong idea, Gachapen!\You better not tell Alicia anything! Understand?!\This was supposed to be my secret place... You better not tell Alicia anything! Understand?!\I see...\It just became everyone's special place, starting today.\The person I long to see... Aitai hito\The person I long to see... Aitai hito In this city that never changes, little by little, things begin to change.\In this city that never changes, little by little, things begin to change. response:	The voice I long to hear... Kikitai koe
context: You better not tell Alicia anything! Understand?!\This was supposed to be my secret place... You better not tell Alicia anything! Understand?!\I see...\It just became everyone's special place, starting today.\The person I long to see... Aitai hito\The person I long to see... Aitai hito In this city that never changes, little by little, things begin to change.\In this city that never changes, little by little, things begin to change.\The voice I long to hear... Kikitai koe response:	The voice I long to hear... Kikitai koe I'm sure that I will, too.
context: This was supposed to be my secret place... You better not tell Alicia anything! Understand?!\I see...\It just became everyone's special place, starting today.\The person I long to see... Aitai hito\The person I long to see... Aitai hito In this city that never changes, little by little, things begin to change.\In this city that never changes, little by little, things begin to change.\The voice I long to hear... Kikitai koe\The voice I long to hear... Kikitai koe I'm sure that I will, too. response:	The voice I long to hear... Kikitai koe
context: I see...\It just became everyone's special place, starting today.\The person I long to see... Aitai hito\The person I long to see... Aitai hito In this city that never changes, little by little, things begin to change.\In this city that never changes, little by little, things begin to change.\The voice I long to hear... Kikitai koe\The voice I long to hear... Kikitai koe I'm sure that I will, too.\The voice I long to hear... Kikitai koe response:	The voice I long to hear... Kikitai koe Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit.
context: It just became everyone's special place, starting today.\The person I long to see... Aitai hito\The person I long to see... Aitai hito In this city that never changes, little by little, things begin to change.\In this city that never changes, little by little, things begin to change.\The voice I long to hear... Kikitai koe\The voice I long to hear... Kikitai koe I'm sure that I will, too.\The voice I long to hear... Kikitai koe\The voice I long to hear... Kikitai koe Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit. response:	Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit.
context: The person I long to see... Aitai hito\The person I long to see... Aitai hito In this city that never changes, little by little, things begin to change.\In this city that never changes, little by little, things begin to change.\The voice I long to hear... Kikitai koe\The voice I long to hear... Kikitai koe I'm sure that I will, too.\The voice I long to hear... Kikitai koe\The voice I long to hear... Kikitai koe Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit.\Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit. response:	Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit.
context: The person I long to see... Aitai hito In this city that never changes, little by little, things begin to change.\In this city that never changes, little by little, things begin to change.\The voice I long to hear... Kikitai koe\The voice I long to hear... Kikitai koe I'm sure that I will, too.\The voice I long to hear... Kikitai koe\The voice I long to hear... Kikitai koe Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit.\Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit. response:	Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku
context: In this city that never changes, little by little, things begin to change.\The voice I long to hear... Kikitai koe\The voice I long to hear... Kikitai koe I'm sure that I will, too.\The voice I long to hear... Kikitai koe\The voice I long to hear... Kikitai koe Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit.\Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku response:	Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku Wait...
context: The voice I long to hear... Kikitai koe\The voice I long to hear... Kikitai koe I'm sure that I will, too.\The voice I long to hear... Kikitai koe\The voice I long to hear... Kikitai koe Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit.\Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku Wait... response:	Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku Does that mean I will have changed a little bit, too?
context: The voice I long to hear... Kikitai koe I'm sure that I will, too.\The voice I long to hear... Kikitai koe\The voice I long to hear... Kikitai koe Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit.\Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku Wait...\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku Does that mean I will have changed a little bit, too? response:	The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta Does that mean I will have changed a little bit, too?
context: The voice I long to hear... Kikitai koe\The voice I long to hear... Kikitai koe Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit.\Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku Wait...\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku Does that mean I will have changed a little bit, too?\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta Does that mean I will have changed a little bit, too? response:	The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta
context: The voice I long to hear... Kikitai koe Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit.\Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku Akari, the next time we meet, both you and Neo-Venezia will have changed a little bit.\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku Wait...\Lively people gathered among colorful glass Nigiwau hito iro toridori no garasuzaiku Does that mean I will have changed a little bit, too?\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta Does that mean I will have changed a little bit, too?\The person I long to see has gone to a far-off land... Aitai hito tooi kuni e itta response:	I'm back!
