context: Shiina-san? response:	It's time to get up.
context: Sorry! With everything that's been going on, I forgot it was out today!\It's okay.\It's not okay.\I don't care much about release dates.\Nanohana Hall\Look. It's here.\You're not going to look?\I already know the story. response:	Yeah, but...
context: It's okay.\It's not okay.\I don't care much about release dates.\Nanohana Hall\Look. It's here.\You're not going to look?\I already know the story.\Yeah, but... response:	aren't you happy?
context: It's not okay.\I don't care much about release dates.\Nanohana Hall\Look. It's here.\You're not going to look?\I already know the story.\Yeah, but...\aren't you happy? response:	I'm very happy.
context: I don't care much about release dates.\Nanohana Hall\Look. It's here.\You're not going to look?\I already know the story.\Yeah, but...\aren't you happy?\I'm very happy. response:	Well done today.
context: Nanohana Hall\Look. It's here.\You're not going to look?\I already know the story.\Yeah, but...\aren't you happy?\I'm very happy.\Well done today. response:	It's raining.
context: Look. It's here.\You're not going to look?\I already know the story.\Yeah, but...\aren't you happy?\I'm very happy.\Well done today.\It's raining. response:	Let's sprint to the station!
context: You're not going to look?\I already know the story.\Yeah, but...\aren't you happy?\I'm very happy.\Well done today.\It's raining.\Let's sprint to the station! response:	You've got to be kidding!
context: I already know the story.\Yeah, but...\aren't you happy?\I'm very happy.\Well done today.\It's raining.\Let's sprint to the station!\You've got to be kidding! response:	Aoyama...
context: Yeah, but...\aren't you happy?\I'm very happy.\Well done today.\It's raining.\Let's sprint to the station!\You've got to be kidding!\Aoyama... response:	Wait, Nanami!
context: aren't you happy?\I'm very happy.\Well done today.\It's raining.\Let's sprint to the station!\You've got to be kidding!\Aoyama...\Wait, Nanami! response:	Do you know how much trouble you caused everyone?
context: I'm very happy.\Well done today.\It's raining.\Let's sprint to the station!\You've got to be kidding!\Aoyama...\Wait, Nanami!\Do you know how much trouble you caused everyone? response:	Sorry.
context: Well done today.\It's raining.\Let's sprint to the station!\You've got to be kidding!\Aoyama...\Wait, Nanami!\Do you know how much trouble you caused everyone?\Sorry. response:	If it was going to turn out like this,
context: It's raining.\Let's sprint to the station!\You've got to be kidding!\Aoyama...\Wait, Nanami!\Do you know how much trouble you caused everyone?\Sorry.\If it was going to turn out like this, response:	you should have just stayed home!
context: Let's sprint to the station!\You've got to be kidding!\Aoyama...\Wait, Nanami!\Do you know how much trouble you caused everyone?\Sorry.\If it was going to turn out like this,\you should have just stayed home! response:	Let's go home.
context: You've got to be kidding!\Aoyama...\Wait, Nanami!\Do you know how much trouble you caused everyone?\Sorry.\If it was going to turn out like this,\you should have just stayed home!\Let's go home. response:	I'm sorry.
context: Aoyama...\Wait, Nanami!\Do you know how much trouble you caused everyone?\Sorry.\If it was going to turn out like this,\you should have just stayed home!\Let's go home.\I'm sorry. response:	I'm sorry for causing so much trouble.
context: Wait, Nanami!\Do you know how much trouble you caused everyone?\Sorry.\If it was going to turn out like this,\you should have just stayed home!\Let's go home.\I'm sorry.\I'm sorry for causing so much trouble. response:	It's fine.
context: Do you know how much trouble you caused everyone?\Sorry.\If it was going to turn out like this,\you should have just stayed home!\Let's go home.\I'm sorry.\I'm sorry for causing so much trouble.\It's fine. response:	I couldn't do anything.
context: Sorry.\If it was going to turn out like this,\you should have just stayed home!\Let's go home.\I'm sorry.\I'm sorry for causing so much trouble.\It's fine.\I couldn't do anything. response:	After you went through the trouble to bring me here...
context: If it was going to turn out like this,\you should have just stayed home!\Let's go home.\I'm sorry.\I'm sorry for causing so much trouble.\It's fine.\I couldn't do anything.\After you went through the trouble to bring me here... response:	I practiced so hard for today.
context: you should have just stayed home!\Let's go home.\I'm sorry.\I'm sorry for causing so much trouble.\It's fine.\I couldn't do anything.\After you went through the trouble to bring me here...\I practiced so hard for today. response:	I let it all go to waste.
context: Let's go home.\I'm sorry.\I'm sorry for causing so much trouble.\It's fine.\I couldn't do anything.\After you went through the trouble to bring me here...\I practiced so hard for today.\I let it all go to waste. response:	I'm the worst... I'm despicable...
context: I'm sorry.\I'm sorry for causing so much trouble.\It's fine.\I couldn't do anything.\After you went through the trouble to bring me here...\I practiced so hard for today.\I let it all go to waste.\I'm the worst... I'm despicable... response:	It's fine.
context: I'm sorry for causing so much trouble.\It's fine.\I couldn't do anything.\After you went through the trouble to bring me here...\I practiced so hard for today.\I let it all go to waste.\I'm the worst... I'm despicable...\It's fine. response:	It's not fine.
context: It's fine.\I couldn't do anything.\After you went through the trouble to bring me here...\I practiced so hard for today.\I let it all go to waste.\I'm the worst... I'm despicable...\It's fine.\It's not fine. response:	Kanda-kun, you told me that I couldn't...
context: I couldn't do anything.\After you went through the trouble to bring me here...\I practiced so hard for today.\I let it all go to waste.\I'm the worst... I'm despicable...\It's fine.\It's not fine.\Kanda-kun, you told me that I couldn't... response:	That I was pushing myself too hard...
context: After you went through the trouble to bring me here...\I practiced so hard for today.\I let it all go to waste.\I'm the worst... I'm despicable...\It's fine.\It's not fine.\Kanda-kun, you told me that I couldn't...\That I was pushing myself too hard... response:	I took so much upon myself,
context: I practiced so hard for today.\I let it all go to waste.\I'm the worst... I'm despicable...\It's fine.\It's not fine.\Kanda-kun, you told me that I couldn't...\That I was pushing myself too hard...\I took so much upon myself, response:	thinking I could do a better job.
context: I let it all go to waste.\I'm the worst... I'm despicable...\It's fine.\It's not fine.\Kanda-kun, you told me that I couldn't...\That I was pushing myself too hard...\I took so much upon myself,\thinking I could do a better job. response:	But I was just being stubborn.
context: I'm the worst... I'm despicable...\It's fine.\It's not fine.\Kanda-kun, you told me that I couldn't...\That I was pushing myself too hard...\I took so much upon myself,\thinking I could do a better job.\But I was just being stubborn. response:	I'm a stupid idiot!
context: It's fine.\It's not fine.\Kanda-kun, you told me that I couldn't...\That I was pushing myself too hard...\I took so much upon myself,\thinking I could do a better job.\But I was just being stubborn.\I'm a stupid idiot! response:	It's okay, Aoyama.
context: It's not fine.\Kanda-kun, you told me that I couldn't...\That I was pushing myself too hard...\I took so much upon myself,\thinking I could do a better job.\But I was just being stubborn.\I'm a stupid idiot!\It's okay, Aoyama. response:	I don't care if you ignore what I say.
context: Kanda-kun, you told me that I couldn't...\That I was pushing myself too hard...\I took so much upon myself,\thinking I could do a better job.\But I was just being stubborn.\I'm a stupid idiot!\It's okay, Aoyama.\I don't care if you ignore what I say. response:	Don't say that.
context: That I was pushing myself too hard...\I took so much upon myself,\thinking I could do a better job.\But I was just being stubborn.\I'm a stupid idiot!\It's okay, Aoyama.\I don't care if you ignore what I say.\Don't say that. response:	Smile and tell me I'm just a stupid little girl.
context: I took so much upon myself,\thinking I could do a better job.\But I was just being stubborn.\I'm a stupid idiot!\It's okay, Aoyama.\I don't care if you ignore what I say.\Don't say that.\Smile and tell me I'm just a stupid little girl. response:	If you don't... if you don't, I...
context: thinking I could do a better job.\But I was just being stubborn.\I'm a stupid idiot!\It's okay, Aoyama.\I don't care if you ignore what I say.\Don't say that.\Smile and tell me I'm just a stupid little girl.\If you don't... if you don't, I... response:	Don't say that!
context: But I was just being stubborn.\I'm a stupid idiot!\It's okay, Aoyama.\I don't care if you ignore what I say.\Don't say that.\Smile and tell me I'm just a stupid little girl.\If you don't... if you don't, I...\Don't say that! response:	If you're stupid, that makes the whole world stupid!
context: I'm a stupid idiot!\It's okay, Aoyama.\I don't care if you ignore what I say.\Don't say that.\Smile and tell me I'm just a stupid little girl.\If you don't... if you don't, I...\Don't say that!\If you're stupid, that makes the whole world stupid! response:	What's wrong with you? Don't be so ridiculous!
context: It's okay, Aoyama.\I don't care if you ignore what I say.\Don't say that.\Smile and tell me I'm just a stupid little girl.\If you don't... if you don't, I...\Don't say that!\If you're stupid, that makes the whole world stupid!\What's wrong with you? Don't be so ridiculous! response:	Kanda-kun...
context: I don't care if you ignore what I say.\Don't say that.\Smile and tell me I'm just a stupid little girl.\If you don't... if you don't, I...\Don't say that!\If you're stupid, that makes the whole world stupid!\What's wrong with you? Don't be so ridiculous!\Kanda-kun... response:	You're doing your best.
context: Don't say that.\Smile and tell me I'm just a stupid little girl.\If you don't... if you don't, I...\Don't say that!\If you're stupid, that makes the whole world stupid!\What's wrong with you? Don't be so ridiculous!\Kanda-kun...\You're doing your best. response:	We understand that.
context: Smile and tell me I'm just a stupid little girl.\If you don't... if you don't, I...\Don't say that!\If you're stupid, that makes the whole world stupid!\What's wrong with you? Don't be so ridiculous!\Kanda-kun...\You're doing your best.\We understand that. response:	Why... Why would you say that?
context: If you don't... if you don't, I...\Don't say that!\If you're stupid, that makes the whole world stupid!\What's wrong with you? Don't be so ridiculous!\Kanda-kun...\You're doing your best.\We understand that.\Why... Why would you say that? response:	If you say that, I...
context: Don't say that!\If you're stupid, that makes the whole world stupid!\What's wrong with you? Don't be so ridiculous!\Kanda-kun...\You're doing your best.\We understand that.\Why... Why would you say that?\If you say that, I... response:	I've...
context: If you're stupid, that makes the whole world stupid!\What's wrong with you? Don't be so ridiculous!\Kanda-kun...\You're doing your best.\We understand that.\Why... Why would you say that?\If you say that, I...\I've... response:	I've been waiting for you to say that!
context: What's wrong with you? Don't be so ridiculous!\Kanda-kun...\You're doing your best.\We understand that.\Why... Why would you say that?\If you say that, I...\I've...\I've been waiting for you to say that! response:	Nanamin was pushing herself too hard.
context: Kanda-kun...\You're doing your best.\We understand that.\Why... Why would you say that?\If you say that, I...\I've...\I've been waiting for you to say that!\Nanamin was pushing herself too hard. response:	She's hard on others and herself.
context: You're doing your best.\We understand that.\Why... Why would you say that?\If you say that, I...\I've...\I've been waiting for you to say that!\Nanamin was pushing herself too hard.\She's hard on others and herself. response:	Or at least, she always tries to be that way.
context: We understand that.\Why... Why would you say that?\If you say that, I...\I've...\I've been waiting for you to say that!\Nanamin was pushing herself too hard.\She's hard on others and herself.\Or at least, she always tries to be that way. response:	I finally understand why you said your impression of her...
context: Why... Why would you say that?\If you say that, I...\I've...\I've been waiting for you to say that!\Nanamin was pushing herself too hard.\She's hard on others and herself.\Or at least, she always tries to be that way.\I finally understand why you said your impression of her... response:	was totally different.
context: If you say that, I...\I've...\I've been waiting for you to say that!\Nanamin was pushing herself too hard.\She's hard on others and herself.\Or at least, she always tries to be that way.\I finally understand why you said your impression of her...\was totally different. response:	I guess she was always fighting something.
context: I've...\I've been waiting for you to say that!\Nanamin was pushing herself too hard.\She's hard on others and herself.\Or at least, she always tries to be that way.\I finally understand why you said your impression of her...\was totally different.\I guess she was always fighting something. response:	Her parents' opposition, or maybe her own nature.
context: I've been waiting for you to say that!\Nanamin was pushing herself too hard.\She's hard on others and herself.\Or at least, she always tries to be that way.\I finally understand why you said your impression of her...\was totally different.\I guess she was always fighting something.\Her parents' opposition, or maybe her own nature. response:	Maybe she couldn't rely on anyone.
context: Nanamin was pushing herself too hard.\She's hard on others and herself.\Or at least, she always tries to be that way.\I finally understand why you said your impression of her...\was totally different.\I guess she was always fighting something.\Her parents' opposition, or maybe her own nature.\Maybe she couldn't rely on anyone. response:	If she gave in to weakness even once,
context: She's hard on others and herself.\Or at least, she always tries to be that way.\I finally understand why you said your impression of her...\was totally different.\I guess she was always fighting something.\Her parents' opposition, or maybe her own nature.\Maybe she couldn't rely on anyone.\If she gave in to weakness even once, response:	she thought she'd end up giving in again and again.
context: Or at least, she always tries to be that way.\I finally understand why you said your impression of her...\was totally different.\I guess she was always fighting something.\Her parents' opposition, or maybe her own nature.\Maybe she couldn't rely on anyone.\If she gave in to weakness even once,\she thought she'd end up giving in again and again. response:	I guess that's what made her stubborn,
context: I finally understand why you said your impression of her...\was totally different.\I guess she was always fighting something.\Her parents' opposition, or maybe her own nature.\Maybe she couldn't rely on anyone.\If she gave in to weakness even once,\she thought she'd end up giving in again and again.\I guess that's what made her stubborn, response:	and made her put pressure on herself...
context: was totally different.\I guess she was always fighting something.\Her parents' opposition, or maybe her own nature.\Maybe she couldn't rely on anyone.\If she gave in to weakness even once,\she thought she'd end up giving in again and again.\I guess that's what made her stubborn,\and made her put pressure on herself... response:	If you finally understand that, that may be its own reward.
context: I guess she was always fighting something.\Her parents' opposition, or maybe her own nature.\Maybe she couldn't rely on anyone.\If she gave in to weakness even once,\she thought she'd end up giving in again and again.\I guess that's what made her stubborn,\and made her put pressure on herself...\If you finally understand that, that may be its own reward. response:	Is Mashiro-chan still with Aoyama-san?
context: Her parents' opposition, or maybe her own nature.\Maybe she couldn't rely on anyone.\If she gave in to weakness even once,\she thought she'd end up giving in again and again.\I guess that's what made her stubborn,\and made her put pressure on herself...\If you finally understand that, that may be its own reward.\Is Mashiro-chan still with Aoyama-san? response:	Yes...
context: Maybe she couldn't rely on anyone.\If she gave in to weakness even once,\she thought she'd end up giving in again and again.\I guess that's what made her stubborn,\and made her put pressure on herself...\If you finally understand that, that may be its own reward.\Is Mashiro-chan still with Aoyama-san?\Yes... response:	It seems she has her own feelings on the matter, too.
context: If she gave in to weakness even once,\she thought she'd end up giving in again and again.\I guess that's what made her stubborn,\and made her put pressure on herself...\If you finally understand that, that may be its own reward.\Is Mashiro-chan still with Aoyama-san?\Yes...\It seems she has her own feelings on the matter, too. response:	Thank you very much.
context: she thought she'd end up giving in again and again.\I guess that's what made her stubborn,\and made her put pressure on herself...\If you finally understand that, that may be its own reward.\Is Mashiro-chan still with Aoyama-san?\Yes...\It seems she has her own feelings on the matter, too.\Thank you very much. response:	Good morning.
context: I guess that's what made her stubborn,\and made her put pressure on herself...\If you finally understand that, that may be its own reward.\Is Mashiro-chan still with Aoyama-san?\Yes...\It seems she has her own feelings on the matter, too.\Thank you very much.\Good morning. response:	What is that?
context: and made her put pressure on herself...\If you finally understand that, that may be its own reward.\Is Mashiro-chan still with Aoyama-san?\Yes...\It seems she has her own feelings on the matter, too.\Thank you very much.\Good morning.\What is that? response:	Samgyetang.
context: If you finally understand that, that may be its own reward.\Is Mashiro-chan still with Aoyama-san?\Yes...\It seems she has her own feelings on the matter, too.\Thank you very much.\Good morning.\What is that?\Samgyetang. response:	I figured a special hotpot would be appropriate for this occasion.
context: Is Mashiro-chan still with Aoyama-san?\Yes...\It seems she has her own feelings on the matter, too.\Thank you very much.\Good morning.\What is that?\Samgyetang.\I figured a special hotpot would be appropriate for this occasion. response:	Special?
context: Yes...\It seems she has her own feelings on the matter, too.\Thank you very much.\Good morning.\What is that?\Samgyetang.\I figured a special hotpot would be appropriate for this occasion.\Special? response:	Because Nanamin showed us weakness!
context: It seems she has her own feelings on the matter, too.\Thank you very much.\Good morning.\What is that?\Samgyetang.\I figured a special hotpot would be appropriate for this occasion.\Special?\Because Nanamin showed us weakness! response:	Weakness...
context: Thank you very much.\Good morning.\What is that?\Samgyetang.\I figured a special hotpot would be appropriate for this occasion.\Special?\Because Nanamin showed us weakness!\Weakness... response:	Anyway, samgyetang isn't the same as hotpot.
context: Good morning.\What is that?\Samgyetang.\I figured a special hotpot would be appropriate for this occasion.\Special?\Because Nanamin showed us weakness!\Weakness...\Anyway, samgyetang isn't the same as hotpot. response:	If you sweat the details, you'll never be a chick magnet.
context: What is that?\Samgyetang.\I figured a special hotpot would be appropriate for this occasion.\Special?\Because Nanamin showed us weakness!\Weakness...\Anyway, samgyetang isn't the same as hotpot.\If you sweat the details, you'll never be a chick magnet. response:	Hey, Torajiro. What should I do?
context: Samgyetang.\I figured a special hotpot would be appropriate for this occasion.\Special?\Because Nanamin showed us weakness!\Weakness...\Anyway, samgyetang isn't the same as hotpot.\If you sweat the details, you'll never be a chick magnet.\Hey, Torajiro. What should I do? response:	How should I know?
context: I figured a special hotpot would be appropriate for this occasion.\Special?\Because Nanamin showed us weakness!\Weakness...\Anyway, samgyetang isn't the same as hotpot.\If you sweat the details, you'll never be a chick magnet.\Hey, Torajiro. What should I do?\How should I know? response:	Yeah, but what happened yesterday was embarrassing.
context: Special?\Because Nanamin showed us weakness!\Weakness...\Anyway, samgyetang isn't the same as hotpot.\If you sweat the details, you'll never be a chick magnet.\Hey, Torajiro. What should I do?\How should I know?\Yeah, but what happened yesterday was embarrassing. response:	They saw me crying.
context: Because Nanamin showed us weakness!\Weakness...\Anyway, samgyetang isn't the same as hotpot.\If you sweat the details, you'll never be a chick magnet.\Hey, Torajiro. What should I do?\How should I know?\Yeah, but what happened yesterday was embarrassing.\They saw me crying. response:	I know I had a fever, but I couldn't stand...
context: Weakness...\Anyway, samgyetang isn't the same as hotpot.\If you sweat the details, you'll never be a chick magnet.\Hey, Torajiro. What should I do?\How should I know?\Yeah, but what happened yesterday was embarrassing.\They saw me crying.\I know I had a fever, but I couldn't stand... response:	You clung to him the whole time.
context: Anyway, samgyetang isn't the same as hotpot.\If you sweat the details, you'll never be a chick magnet.\Hey, Torajiro. What should I do?\How should I know?\Yeah, but what happened yesterday was embarrassing.\They saw me crying.\I know I had a fever, but I couldn't stand...\You clung to him the whole time. response:	It wasn't on purpose!
context: If you sweat the details, you'll never be a chick magnet.\Hey, Torajiro. What should I do?\How should I know?\Yeah, but what happened yesterday was embarrassing.\They saw me crying.\I know I had a fever, but I couldn't stand...\You clung to him the whole time.\It wasn't on purpose! response:	Don't be such a tease. Go for it already!
context: Hey, Torajiro. What should I do?\How should I know?\Yeah, but what happened yesterday was embarrassing.\They saw me crying.\I know I had a fever, but I couldn't stand...\You clung to him the whole time.\It wasn't on purpose!\Don't be such a tease. Go for it already! response:	T-Torajiro?!
context: How should I know?\Yeah, but what happened yesterday was embarrassing.\They saw me crying.\I know I had a fever, but I couldn't stand...\You clung to him the whole time.\It wasn't on purpose!\Don't be such a tease. Go for it already!\T-Torajiro?! response:	That's Torajiro?
context: Yeah, but what happened yesterday was embarrassing.\They saw me crying.\I know I had a fever, but I couldn't stand...\You clung to him the whole time.\It wasn't on purpose!\Don't be such a tease. Go for it already!\T-Torajiro?!\That's Torajiro? response:	C-Can't you knock?!
context: They saw me crying.\I know I had a fever, but I couldn't stand...\You clung to him the whole time.\It wasn't on purpose!\Don't be such a tease. Go for it already!\T-Torajiro?!\That's Torajiro?\C-Can't you knock?! response:	I did. Besides, it was already open.
context: I know I had a fever, but I couldn't stand...\You clung to him the whole time.\It wasn't on purpose!\Don't be such a tease. Go for it already!\T-Torajiro?!\That's Torajiro?\C-Can't you knock?!\I did. Besides, it was already open. response:	Did you...
context: You clung to him the whole time.\It wasn't on purpose!\Don't be such a tease. Go for it already!\T-Torajiro?!\That's Torajiro?\C-Can't you knock?!\I did. Besides, it was already open.\Did you... response:	I didn't think you were the type to talk to pillows.
context: It wasn't on purpose!\Don't be such a tease. Go for it already!\T-Torajiro?!\That's Torajiro?\C-Can't you knock?!\I did. Besides, it was already open.\Did you...\I didn't think you were the type to talk to pillows. response:	Don't tell anyone, okay?
context: Don't be such a tease. Go for it already!\T-Torajiro?!\That's Torajiro?\C-Can't you knock?!\I did. Besides, it was already open.\Did you...\I didn't think you were the type to talk to pillows.\Don't tell anyone, okay? response:	This is terrible!
context: T-Torajiro?!\That's Torajiro?\C-Can't you knock?!\I did. Besides, it was already open.\Did you...\I didn't think you were the type to talk to pillows.\Don't tell anyone, okay?\This is terrible! response:	Here.
context: That's Torajiro?\C-Can't you knock?!\I did. Besides, it was already open.\Did you...\I didn't think you were the type to talk to pillows.\Don't tell anyone, okay?\This is terrible!\Here. response:	I guess you can't take the bowl in that position.
context: C-Can't you knock?!\I did. Besides, it was already open.\Did you...\I didn't think you were the type to talk to pillows.\Don't tell anyone, okay?\This is terrible!\Here.\I guess you can't take the bowl in that position. response:	Here.
context: I did. Besides, it was already open.\Did you...\I didn't think you were the type to talk to pillows.\Don't tell anyone, okay?\This is terrible!\Here.\I guess you can't take the bowl in that position.\Here. response:	If you don't hurry, it'll get cold.
context: Did you...\I didn't think you were the type to talk to pillows.\Don't tell anyone, okay?\This is terrible!\Here.\I guess you can't take the bowl in that position.\Here.\If you don't hurry, it'll get cold. response:	O-Okay...
context: I didn't think you were the type to talk to pillows.\Don't tell anyone, okay?\This is terrible!\Here.\I guess you can't take the bowl in that position.\Here.\If you don't hurry, it'll get cold.\O-Okay... response:	It's good.
context: Don't tell anyone, okay?\This is terrible!\Here.\I guess you can't take the bowl in that position.\Here.\If you don't hurry, it'll get cold.\O-Okay...\It's good. response:	You should thank Jin-san.
context: This is terrible!\Here.\I guess you can't take the bowl in that position.\Here.\If you don't hurry, it'll get cold.\O-Okay...\It's good.\You should thank Jin-san. response:	Anyway...
context: Here.\I guess you can't take the bowl in that position.\Here.\If you don't hurry, it'll get cold.\O-Okay...\It's good.\You should thank Jin-san.\Anyway... response:	Yeah.
context: I guess you can't take the bowl in that position.\Here.\If you don't hurry, it'll get cold.\O-Okay...\It's good.\You should thank Jin-san.\Anyway...\Yeah. response:	She held my hand all night.
context: Here.\If you don't hurry, it'll get cold.\O-Okay...\It's good.\You should thank Jin-san.\Anyway...\Yeah.\She held my hand all night. response:	She seems to feel responsible.
context: If you don't hurry, it'll get cold.\O-Okay...\It's good.\You should thank Jin-san.\Anyway...\Yeah.\She held my hand all night.\She seems to feel responsible. response:	It's not...
context: O-Okay...\It's good.\You should thank Jin-san.\Anyway...\Yeah.\She held my hand all night.\She seems to feel responsible.\It's not... response:	Besides, Shiina understood you better than anyone else.
context: It's good.\You should thank Jin-san.\Anyway...\Yeah.\She held my hand all night.\She seems to feel responsible.\It's not...\Besides, Shiina understood you better than anyone else. response:	What?
context: You should thank Jin-san.\Anyway...\Yeah.\She held my hand all night.\She seems to feel responsible.\It's not...\Besides, Shiina understood you better than anyone else.\What? response:	If Shiina hadn't said anything,
context: Anyway...\Yeah.\She held my hand all night.\She seems to feel responsible.\It's not...\Besides, Shiina understood you better than anyone else.\What?\If Shiina hadn't said anything, response:	I would have stopped you, but...
context: Yeah.\She held my hand all night.\She seems to feel responsible.\It's not...\Besides, Shiina understood you better than anyone else.\What?\If Shiina hadn't said anything,\I would have stopped you, but... response:	She said if it were her, she'd go.
context: She held my hand all night.\She seems to feel responsible.\It's not...\Besides, Shiina understood you better than anyone else.\What?\If Shiina hadn't said anything,\I would have stopped you, but...\She said if it were her, she'd go. response:	And to take you there.
context: She seems to feel responsible.\It's not...\Besides, Shiina understood you better than anyone else.\What?\If Shiina hadn't said anything,\I would have stopped you, but...\She said if it were her, she'd go.\And to take you there. response:	She begged us all.
context: It's not...\Besides, Shiina understood you better than anyone else.\What?\If Shiina hadn't said anything,\I would have stopped you, but...\She said if it were her, she'd go.\And to take you there.\She begged us all. response:	She must have been watching you work hard.
context: Besides, Shiina understood you better than anyone else.\What?\If Shiina hadn't said anything,\I would have stopped you, but...\She said if it were her, she'd go.\And to take you there.\She begged us all.\She must have been watching you work hard. response:	I see.
context: What?\If Shiina hadn't said anything,\I would have stopped you, but...\She said if it were her, she'd go.\And to take you there.\She begged us all.\She must have been watching you work hard.\I see. response:	If I hadn't gone, I would have regretted it.
context: If Shiina hadn't said anything,\I would have stopped you, but...\She said if it were her, she'd go.\And to take you there.\She begged us all.\She must have been watching you work hard.\I see.\If I hadn't gone, I would have regretted it. response:	I see.
context: I would have stopped you, but...\She said if it were her, she'd go.\And to take you there.\She begged us all.\She must have been watching you work hard.\I see.\If I hadn't gone, I would have regretted it.\I see. response:	When I look at Shiina-san,
context: She said if it were her, she'd go.\And to take you there.\She begged us all.\She must have been watching you work hard.\I see.\If I hadn't gone, I would have regretted it.\I see.\When I look at Shiina-san, response:	I realize I still have a long way to go.
context: And to take you there.\She begged us all.\She must have been watching you work hard.\I see.\If I hadn't gone, I would have regretted it.\I see.\When I look at Shiina-san,\I realize I still have a long way to go. response:	Huh?
context: She begged us all.\She must have been watching you work hard.\I see.\If I hadn't gone, I would have regretted it.\I see.\When I look at Shiina-san,\I realize I still have a long way to go.\Huh? response:	She stays up late every night working on her manga.
context: She must have been watching you work hard.\I see.\If I hadn't gone, I would have regretted it.\I see.\When I look at Shiina-san,\I realize I still have a long way to go.\Huh?\She stays up late every night working on her manga. response:	She redraws it over and over.
context: I see.\If I hadn't gone, I would have regretted it.\I see.\When I look at Shiina-san,\I realize I still have a long way to go.\Huh?\She stays up late every night working on her manga.\She redraws it over and over. response:	I assumed talented people didn't have to work hard.
context: If I hadn't gone, I would have regretted it.\I see.\When I look at Shiina-san,\I realize I still have a long way to go.\Huh?\She stays up late every night working on her manga.\She redraws it over and over.\I assumed talented people didn't have to work hard. response:	How can I catch up to that kind of talent?
context: I see.\When I look at Shiina-san,\I realize I still have a long way to go.\Huh?\She stays up late every night working on her manga.\She redraws it over and over.\I assumed talented people didn't have to work hard.\How can I catch up to that kind of talent? response:	Catch up...
context: When I look at Shiina-san,\I realize I still have a long way to go.\Huh?\She stays up late every night working on her manga.\She redraws it over and over.\I assumed talented people didn't have to work hard.\How can I catch up to that kind of talent?\Catch up... response:	Don't stare!
context: I realize I still have a long way to go.\Huh?\She stays up late every night working on her manga.\She redraws it over and over.\I assumed talented people didn't have to work hard.\How can I catch up to that kind of talent?\Catch up...\Don't stare! response:	What?
context: Huh?\She stays up late every night working on her manga.\She redraws it over and over.\I assumed talented people didn't have to work hard.\How can I catch up to that kind of talent?\Catch up...\Don't stare!\What? response:	At Shiina-san's sleeping face.
context: She stays up late every night working on her manga.\She redraws it over and over.\I assumed talented people didn't have to work hard.\How can I catch up to that kind of talent?\Catch up...\Don't stare!\What?\At Shiina-san's sleeping face. response:	Oh, right...
context: She redraws it over and over.\I assumed talented people didn't have to work hard.\How can I catch up to that kind of talent?\Catch up...\Don't stare!\What?\At Shiina-san's sleeping face.\Oh, right... response:	Don't look around the room, either!
context: I assumed talented people didn't have to work hard.\How can I catch up to that kind of talent?\Catch up...\Don't stare!\What?\At Shiina-san's sleeping face.\Oh, right...\Don't look around the room, either! response:	Or at me.
context: How can I catch up to that kind of talent?\Catch up...\Don't stare!\What?\At Shiina-san's sleeping face.\Oh, right...\Don't look around the room, either!\Or at me. response:	What am I supposed to do, then?
context: Catch up...\Don't stare!\What?\At Shiina-san's sleeping face.\Oh, right...\Don't look around the room, either!\Or at me.\What am I supposed to do, then? response:	And don't get too close to me...
context: Don't stare!\What?\At Shiina-san's sleeping face.\Oh, right...\Don't look around the room, either!\Or at me.\What am I supposed to do, then?\And don't get too close to me... response:	That kinda hurts.
context: What?\At Shiina-san's sleeping face.\Oh, right...\Don't look around the room, either!\Or at me.\What am I supposed to do, then?\And don't get too close to me...\That kinda hurts. response:	I said the samgyetang tastes good.
context: At Shiina-san's sleeping face.\Oh, right...\Don't look around the room, either!\Or at me.\What am I supposed to do, then?\And don't get too close to me...\That kinda hurts.\I said the samgyetang tastes good. response:	Good morning, Shiina-san.
context: Oh, right...\Don't look around the room, either!\Or at me.\What am I supposed to do, then?\And don't get too close to me...\That kinda hurts.\I said the samgyetang tastes good.\Good morning, Shiina-san. response:	Nanami, are you okay now?
context: Don't look around the room, either!\Or at me.\What am I supposed to do, then?\And don't get too close to me...\That kinda hurts.\I said the samgyetang tastes good.\Good morning, Shiina-san.\Nanami, are you okay now? response:	Yeah, thanks to you.
context: Or at me.\What am I supposed to do, then?\And don't get too close to me...\That kinda hurts.\I said the samgyetang tastes good.\Good morning, Shiina-san.\Nanami, are you okay now?\Yeah, thanks to you. response:	Kanda-kun.
context: What am I supposed to do, then?\And don't get too close to me...\That kinda hurts.\I said the samgyetang tastes good.\Good morning, Shiina-san.\Nanami, are you okay now?\Yeah, thanks to you.\Kanda-kun. response:	About Mashiro Duty...
context: And don't get too close to me...\That kinda hurts.\I said the samgyetang tastes good.\Good morning, Shiina-san.\Nanami, are you okay now?\Yeah, thanks to you.\Kanda-kun.\About Mashiro Duty... response:	I'm sorry, but honestly, I don't think I can keep doing it.
context: That kinda hurts.\I said the samgyetang tastes good.\Good morning, Shiina-san.\Nanami, are you okay now?\Yeah, thanks to you.\Kanda-kun.\About Mashiro Duty...\I'm sorry, but honestly, I don't think I can keep doing it. response:	I just can't manage it.
