context: Seriously! response:	What are you going to do?!
context: Is this for real? A night alone with Onodera?\Can I really stay the night here?\Come on, no way! Of course I can't!\I can't just spend the night at a girl's house alone with her.\Sorry, but can I borrow an umbrella? I can handle a little drizzle on my own.\What? But\Whoa! The roof tiles are coming down!\Watch out! Better not wander around outside too much! response:	H-How did this happen?
context: Can I really stay the night here?\Come on, no way! Of course I can't!\I can't just spend the night at a girl's house alone with her.\Sorry, but can I borrow an umbrella? I can handle a little drizzle on my own.\What? But\Whoa! The roof tiles are coming down!\Watch out! Better not wander around outside too much!\H-How did this happen? response:	Rather, how does Onodera feel right now?
context: Come on, no way! Of course I can't!\I can't just spend the night at a girl's house alone with her.\Sorry, but can I borrow an umbrella? I can handle a little drizzle on my own.\What? But\Whoa! The roof tiles are coming down!\Watch out! Better not wander around outside too much!\H-How did this happen?\Rather, how does Onodera feel right now? response:	She's gotta be uneasy about this, right?
context: I can't just spend the night at a girl's house alone with her.\Sorry, but can I borrow an umbrella? I can handle a little drizzle on my own.\What? But\Whoa! The roof tiles are coming down!\Watch out! Better not wander around outside too much!\H-How did this happen?\Rather, how does Onodera feel right now?\She's gotta be uneasy about this, right? response:	This is bad!
context: Sorry, but can I borrow an umbrella? I can handle a little drizzle on my own.\What? But\Whoa! The roof tiles are coming down!\Watch out! Better not wander around outside too much!\H-How did this happen?\Rather, how does Onodera feel right now?\She's gotta be uneasy about this, right?\This is bad! response:	What am I going to do? I can't help but grin!
context: What? But\Whoa! The roof tiles are coming down!\Watch out! Better not wander around outside too much!\H-How did this happen?\Rather, how does Onodera feel right now?\She's gotta be uneasy about this, right?\This is bad!\What am I going to do? I can't help but grin! response:	Just knowing that we were going to work together was almost too much for me to handle!
context: Whoa! The roof tiles are coming down!\Watch out! Better not wander around outside too much!\H-How did this happen?\Rather, how does Onodera feel right now?\She's gotta be uneasy about this, right?\This is bad!\What am I going to do? I can't help but grin!\Just knowing that we were going to work together was almost too much for me to handle! response:	What should I do? I can't stop my face from going slack!
context: Watch out! Better not wander around outside too much!\H-How did this happen?\Rather, how does Onodera feel right now?\She's gotta be uneasy about this, right?\This is bad!\What am I going to do? I can't help but grin!\Just knowing that we were going to work together was almost too much for me to handle!\What should I do? I can't stop my face from going slack! response:	Y-You can't do this, Kosaki! You can't let him see you looking so pathetic!
context: H-How did this happen?\Rather, how does Onodera feel right now?\She's gotta be uneasy about this, right?\This is bad!\What am I going to do? I can't help but grin!\Just knowing that we were going to work together was almost too much for me to handle!\What should I do? I can't stop my face from going slack!\Y-You can't do this, Kosaki! You can't let him see you looking so pathetic! response:	Come back! Come back, normal face!
context: Rather, how does Onodera feel right now?\She's gotta be uneasy about this, right?\This is bad!\What am I going to do? I can't help but grin!\Just knowing that we were going to work together was almost too much for me to handle!\What should I do? I can't stop my face from going slack!\Y-You can't do this, Kosaki! You can't let him see you looking so pathetic!\Come back! Come back, normal face! response:	All right, perfect!
context: She's gotta be uneasy about this, right?\This is bad!\What am I going to do? I can't help but grin!\Just knowing that we were going to work together was almost too much for me to handle!\What should I do? I can't stop my face from going slack!\Y-You can't do this, Kosaki! You can't let him see you looking so pathetic!\Come back! Come back, normal face!\All right, perfect! response:	Um, so what do you think we should do, Ichijou-kun?
context: This is bad!\What am I going to do? I can't help but grin!\Just knowing that we were going to work together was almost too much for me to handle!\What should I do? I can't stop my face from going slack!\Y-You can't do this, Kosaki! You can't let him see you looking so pathetic!\Come back! Come back, normal face!\All right, perfect!\Um, so what do you think we should do, Ichijou-kun? response:	Um... about dinner?
context: What am I going to do? I can't help but grin!\Just knowing that we were going to work together was almost too much for me to handle!\What should I do? I can't stop my face from going slack!\Y-You can't do this, Kosaki! You can't let him see you looking so pathetic!\Come back! Come back, normal face!\All right, perfect!\Um, so what do you think we should do, Ichijou-kun?\Um... about dinner? response:	Why are you smirking, Onodera?
context: Just knowing that we were going to work together was almost too much for me to handle!\What should I do? I can't stop my face from going slack!\Y-You can't do this, Kosaki! You can't let him see you looking so pathetic!\Come back! Come back, normal face!\All right, perfect!\Um, so what do you think we should do, Ichijou-kun?\Um... about dinner?\Why are you smirking, Onodera? response:	U-Um...
context: What should I do? I can't stop my face from going slack!\Y-You can't do this, Kosaki! You can't let him see you looking so pathetic!\Come back! Come back, normal face!\All right, perfect!\Um, so what do you think we should do, Ichijou-kun?\Um... about dinner?\Why are you smirking, Onodera?\U-Um... response:	There was this really funny TV show on yesterday,
context: Y-You can't do this, Kosaki! You can't let him see you looking so pathetic!\Come back! Come back, normal face!\All right, perfect!\Um, so what do you think we should do, Ichijou-kun?\Um... about dinner?\Why are you smirking, Onodera?\U-Um...\There was this really funny TV show on yesterday, response:	and I randomly remembered it!
context: Come back! Come back, normal face!\All right, perfect!\Um, so what do you think we should do, Ichijou-kun?\Um... about dinner?\Why are you smirking, Onodera?\U-Um...\There was this really funny TV show on yesterday,\and I randomly remembered it! response:	Oh, no! What am I gonna do? I can't hide it at all!
context: All right, perfect!\Um, so what do you think we should do, Ichijou-kun?\Um... about dinner?\Why are you smirking, Onodera?\U-Um...\There was this really funny TV show on yesterday,\and I randomly remembered it!\Oh, no! What am I gonna do? I can't hide it at all! response:	I knew it. She's probably nervous.
context: Um, so what do you think we should do, Ichijou-kun?\Um... about dinner?\Why are you smirking, Onodera?\U-Um...\There was this really funny TV show on yesterday,\and I randomly remembered it!\Oh, no! What am I gonna do? I can't hide it at all!\I knew it. She's probably nervous. response:	I-I can't let myself panic.
context: Um... about dinner?\Why are you smirking, Onodera?\U-Um...\There was this really funny TV show on yesterday,\and I randomly remembered it!\Oh, no! What am I gonna do? I can't hide it at all!\I knew it. She's probably nervous.\I-I can't let myself panic. response:	Just change the subject...
context: Why are you smirking, Onodera?\U-Um...\There was this really funny TV show on yesterday,\and I randomly remembered it!\Oh, no! What am I gonna do? I can't hide it at all!\I knew it. She's probably nervous.\I-I can't let myself panic.\Just change the subject... response:	Okay, why don't we talk it over and decide?
context: U-Um...\There was this really funny TV show on yesterday,\and I randomly remembered it!\Oh, no! What am I gonna do? I can't hide it at all!\I knew it. She's probably nervous.\I-I can't let myself panic.\Just change the subject...\Okay, why don't we talk it over and decide? response:	Come up to my room, and
context: There was this really funny TV show on yesterday,\and I randomly remembered it!\Oh, no! What am I gonna do? I can't hide it at all!\I knew it. She's probably nervous.\I-I can't let myself panic.\Just change the subject...\Okay, why don't we talk it over and decide?\Come up to my room, and response:	Did I really say something so audacious?
context: and I randomly remembered it!\Oh, no! What am I gonna do? I can't hide it at all!\I knew it. She's probably nervous.\I-I can't let myself panic.\Just change the subject...\Okay, why don't we talk it over and decide?\Come up to my room, and\Did I really say something so audacious? response:	Are you really okay with that? Letting me come up to your room?
context: Oh, no! What am I gonna do? I can't hide it at all!\I knew it. She's probably nervous.\I-I can't let myself panic.\Just change the subject...\Okay, why don't we talk it over and decide?\Come up to my room, and\Did I really say something so audacious?\Are you really okay with that? Letting me come up to your room? response:	O-Of course I am!
context: I knew it. She's probably nervous.\I-I can't let myself panic.\Just change the subject...\Okay, why don't we talk it over and decide?\Come up to my room, and\Did I really say something so audacious?\Are you really okay with that? Letting me come up to your room?\O-Of course I am! response:	Because it's n-nothing special, okay?
context: I-I can't let myself panic.\Just change the subject...\Okay, why don't we talk it over and decide?\Come up to my room, and\Did I really say something so audacious?\Are you really okay with that? Letting me come up to your room?\O-Of course I am!\Because it's n-nothing special, okay? response:	But wait here a second. Let me tidy it up a little!
context: Just change the subject...\Okay, why don't we talk it over and decide?\Come up to my room, and\Did I really say something so audacious?\Are you really okay with that? Letting me come up to your room?\O-Of course I am!\Because it's n-nothing special, okay?\But wait here a second. Let me tidy it up a little! response:	And I also want to change!
context: Okay, why don't we talk it over and decide?\Come up to my room, and\Did I really say something so audacious?\Are you really okay with that? Letting me come up to your room?\O-Of course I am!\Because it's n-nothing special, okay?\But wait here a second. Let me tidy it up a little!\And I also want to change! response:	S-Sure! Don't rush on my account, okay? Just take your time.
context: Come up to my room, and\Did I really say something so audacious?\Are you really okay with that? Letting me come up to your room?\O-Of course I am!\Because it's n-nothing special, okay?\But wait here a second. Let me tidy it up a little!\And I also want to change!\S-Sure! Don't rush on my account, okay? Just take your time. response:	Listen to that! She's totally cleaning up.
context: Did I really say something so audacious?\Are you really okay with that? Letting me come up to your room?\O-Of course I am!\Because it's n-nothing special, okay?\But wait here a second. Let me tidy it up a little!\And I also want to change!\S-Sure! Don't rush on my account, okay? Just take your time.\Listen to that! She's totally cleaning up. response:	Febreze
context: Are you really okay with that? Letting me come up to your room?\O-Of course I am!\Because it's n-nothing special, okay?\But wait here a second. Let me tidy it up a little!\And I also want to change!\S-Sure! Don't rush on my account, okay? Just take your time.\Listen to that! She's totally cleaning up.\Febreze response:	Febreze
context: O-Of course I am!\Because it's n-nothing special, okay?\But wait here a second. Let me tidy it up a little!\And I also want to change!\S-Sure! Don't rush on my account, okay? Just take your time.\Listen to that! She's totally cleaning up.\Febreze\Febreze response:	Will this do, I wonder?
context: Because it's n-nothing special, okay?\But wait here a second. Let me tidy it up a little!\And I also want to change!\S-Sure! Don't rush on my account, okay? Just take your time.\Listen to that! She's totally cleaning up.\Febreze\Febreze\Will this do, I wonder? response:	Guess I'll go with this!
context: But wait here a second. Let me tidy it up a little!\And I also want to change!\S-Sure! Don't rush on my account, okay? Just take your time.\Listen to that! She's totally cleaning up.\Febreze\Febreze\Will this do, I wonder?\Guess I'll go with this! response:	I'm making him wait. I should hurry...
context: And I also want to change!\S-Sure! Don't rush on my account, okay? Just take your time.\Listen to that! She's totally cleaning up.\Febreze\Febreze\Will this do, I wonder?\Guess I'll go with this!\I'm making him wait. I should hurry... response:	Sorry! Thanks for waiting! You can come up now!
context: S-Sure! Don't rush on my account, okay? Just take your time.\Listen to that! She's totally cleaning up.\Febreze\Febreze\Will this do, I wonder?\Guess I'll go with this!\I'm making him wait. I should hurry...\Sorry! Thanks for waiting! You can come up now! response:	I've never been in a girl's bedroom before.
context: Listen to that! She's totally cleaning up.\Febreze\Febreze\Will this do, I wonder?\Guess I'll go with this!\I'm making him wait. I should hurry...\Sorry! Thanks for waiting! You can come up now!\I've never been in a girl's bedroom before. response:	Who would've thought Onodera's would be the first?
context: Febreze\Febreze\Will this do, I wonder?\Guess I'll go with this!\I'm making him wait. I should hurry...\Sorry! Thanks for waiting! You can come up now!\I've never been in a girl's bedroom before.\Who would've thought Onodera's would be the first? response:	Just make yourself at home, all right?
context: Febreze\Will this do, I wonder?\Guess I'll go with this!\I'm making him wait. I should hurry...\Sorry! Thanks for waiting! You can come up now!\I've never been in a girl's bedroom before.\Who would've thought Onodera's would be the first?\Just make yourself at home, all right? response:	So this is Onodera's room.
context: Will this do, I wonder?\Guess I'll go with this!\I'm making him wait. I should hurry...\Sorry! Thanks for waiting! You can come up now!\I've never been in a girl's bedroom before.\Who would've thought Onodera's would be the first?\Just make yourself at home, all right?\So this is Onodera's room. response:	I-It's really cute.
context: Guess I'll go with this!\I'm making him wait. I should hurry...\Sorry! Thanks for waiting! You can come up now!\I've never been in a girl's bedroom before.\Who would've thought Onodera's would be the first?\Just make yourself at home, all right?\So this is Onodera's room.\I-It's really cute. response:	And it totally smells great, too!
context: I'm making him wait. I should hurry...\Sorry! Thanks for waiting! You can come up now!\I've never been in a girl's bedroom before.\Who would've thought Onodera's would be the first?\Just make yourself at home, all right?\So this is Onodera's room.\I-It's really cute.\And it totally smells great, too! response:	Oh, I'll be back with some tea.
context: Sorry! Thanks for waiting! You can come up now!\I've never been in a girl's bedroom before.\Who would've thought Onodera's would be the first?\Just make yourself at home, all right?\So this is Onodera's room.\I-It's really cute.\And it totally smells great, too!\Oh, I'll be back with some tea. response:	Just wait here, okay?
context: I've never been in a girl's bedroom before.\Who would've thought Onodera's would be the first?\Just make yourself at home, all right?\So this is Onodera's room.\I-It's really cute.\And it totally smells great, too!\Oh, I'll be back with some tea.\Just wait here, okay? response:	The bed that Onodera sleeps in every night...
context: Who would've thought Onodera's would be the first?\Just make yourself at home, all right?\So this is Onodera's room.\I-It's really cute.\And it totally smells great, too!\Oh, I'll be back with some tea.\Just wait here, okay?\The bed that Onodera sleeps in every night... response:	The desk where she studies...
context: Just make yourself at home, all right?\So this is Onodera's room.\I-It's really cute.\And it totally smells great, too!\Oh, I'll be back with some tea.\Just wait here, okay?\The bed that Onodera sleeps in every night...\The desk where she studies... response:	Hell, this is where she just changed...
context: So this is Onodera's room.\I-It's really cute.\And it totally smells great, too!\Oh, I'll be back with some tea.\Just wait here, okay?\The bed that Onodera sleeps in every night...\The desk where she studies...\Hell, this is where she just changed... response:	Stop imagining things like that!
context: I-It's really cute.\And it totally smells great, too!\Oh, I'll be back with some tea.\Just wait here, okay?\The bed that Onodera sleeps in every night...\The desk where she studies...\Hell, this is where she just changed...\Stop imagining things like that! response:	You'll lose all sense of reason!
context: And it totally smells great, too!\Oh, I'll be back with some tea.\Just wait here, okay?\The bed that Onodera sleeps in every night...\The desk where she studies...\Hell, this is where she just changed...\Stop imagining things like that!\You'll lose all sense of reason! response:	No way!
context: Oh, I'll be back with some tea.\Just wait here, okay?\The bed that Onodera sleeps in every night...\The desk where she studies...\Hell, this is where she just changed...\Stop imagining things like that!\You'll lose all sense of reason!\No way! response:	Is this a photo of Onodera's crush?
context: Just wait here, okay?\The bed that Onodera sleeps in every night...\The desk where she studies...\Hell, this is where she just changed...\Stop imagining things like that!\You'll lose all sense of reason!\No way!\Is this a photo of Onodera's crush? response:	I know I shouldn't look at it...
context: The bed that Onodera sleeps in every night...\The desk where she studies...\Hell, this is where she just changed...\Stop imagining things like that!\You'll lose all sense of reason!\No way!\Is this a photo of Onodera's crush?\I know I shouldn't look at it... response:	No, of course I can't look at it!
context: The desk where she studies...\Hell, this is where she just changed...\Stop imagining things like that!\You'll lose all sense of reason!\No way!\Is this a photo of Onodera's crush?\I know I shouldn't look at it...\No, of course I can't look at it! response:	It's totally wrong!
context: Hell, this is where she just changed...\Stop imagining things like that!\You'll lose all sense of reason!\No way!\Is this a photo of Onodera's crush?\I know I shouldn't look at it...\No, of course I can't look at it!\It's totally wrong! response:	Thanks for your patience!
context: Stop imagining things like that!\You'll lose all sense of reason!\No way!\Is this a photo of Onodera's crush?\I know I shouldn't look at it...\No, of course I can't look at it!\It's totally wrong!\Thanks for your patience! response:	I've brought us some tea
context: You'll lose all sense of reason!\No way!\Is this a photo of Onodera's crush?\I know I shouldn't look at it...\No, of course I can't look at it!\It's totally wrong!\Thanks for your patience!\I've brought us some tea response:	H-Hey, thanks! I really appreciate it!
context: No way!\Is this a photo of Onodera's crush?\I know I shouldn't look at it...\No, of course I can't look at it!\It's totally wrong!\Thanks for your patience!\I've brought us some tea\H-Hey, thanks! I really appreciate it! response:	Help yourself.
context: Is this a photo of Onodera's crush?\I know I shouldn't look at it...\No, of course I can't look at it!\It's totally wrong!\Thanks for your patience!\I've brought us some tea\H-Hey, thanks! I really appreciate it!\Help yourself. response:	So what should we do?
context: I know I shouldn't look at it...\No, of course I can't look at it!\It's totally wrong!\Thanks for your patience!\I've brought us some tea\H-Hey, thanks! I really appreciate it!\Help yourself.\So what should we do? response:	We still have some time.
context: No, of course I can't look at it!\It's totally wrong!\Thanks for your patience!\I've brought us some tea\H-Hey, thanks! I really appreciate it!\Help yourself.\So what should we do?\We still have some time. response:	Want to talk about something?
context: It's totally wrong!\Thanks for your patience!\I've brought us some tea\H-Hey, thanks! I really appreciate it!\Help yourself.\So what should we do?\We still have some time.\Want to talk about something? response:	Yeah, good idea.
context: Thanks for your patience!\I've brought us some tea\H-Hey, thanks! I really appreciate it!\Help yourself.\So what should we do?\We still have some time.\Want to talk about something?\Yeah, good idea. response:	Want to play a word-chain game?
context: I've brought us some tea\H-Hey, thanks! I really appreciate it!\Help yourself.\So what should we do?\We still have some time.\Want to talk about something?\Yeah, good idea.\Want to play a word-chain game? response:	O-Onodera?
context: H-Hey, thanks! I really appreciate it!\Help yourself.\So what should we do?\We still have some time.\Want to talk about something?\Yeah, good idea.\Want to play a word-chain game?\O-Onodera? response:	H-Hold up! It's still too early for that!
context: Help yourself.\So what should we do?\We still have some time.\Want to talk about something?\Yeah, good idea.\Want to play a word-chain game?\O-Onodera?\H-Hold up! It's still too early for that! response:	That's what you do when you've completely run out of things to talk about!
context: So what should we do?\We still have some time.\Want to talk about something?\Yeah, good idea.\Want to play a word-chain game?\O-Onodera?\H-Hold up! It's still too early for that!\That's what you do when you've completely run out of things to talk about! response:	It's a graveyard where conversations go to die!
context: We still have some time.\Want to talk about something?\Yeah, good idea.\Want to play a word-chain game?\O-Onodera?\H-Hold up! It's still too early for that!\That's what you do when you've completely run out of things to talk about!\It's a graveyard where conversations go to die! response:	Right, you're right. Sorry!
context: Want to talk about something?\Yeah, good idea.\Want to play a word-chain game?\O-Onodera?\H-Hold up! It's still too early for that!\That's what you do when you've completely run out of things to talk about!\It's a graveyard where conversations go to die!\Right, you're right. Sorry! response:	I guess suddenly being thrown into such a situation is pretty nerve-wracking.
context: Yeah, good idea.\Want to play a word-chain game?\O-Onodera?\H-Hold up! It's still too early for that!\That's what you do when you've completely run out of things to talk about!\It's a graveyard where conversations go to die!\Right, you're right. Sorry!\I guess suddenly being thrown into such a situation is pretty nerve-wracking. response:	Normally, I wouldn't have any problem talking to you.
context: Want to play a word-chain game?\O-Onodera?\H-Hold up! It's still too early for that!\That's what you do when you've completely run out of things to talk about!\It's a graveyard where conversations go to die!\Right, you're right. Sorry!\I guess suddenly being thrown into such a situation is pretty nerve-wracking.\Normally, I wouldn't have any problem talking to you. response:	Damn it! Onodera's struggling just as much as I am!
context: O-Onodera?\H-Hold up! It's still too early for that!\That's what you do when you've completely run out of things to talk about!\It's a graveyard where conversations go to die!\Right, you're right. Sorry!\I guess suddenly being thrown into such a situation is pretty nerve-wracking.\Normally, I wouldn't have any problem talking to you.\Damn it! Onodera's struggling just as much as I am! response:	I gotta man up and find the right topic...
context: H-Hold up! It's still too early for that!\That's what you do when you've completely run out of things to talk about!\It's a graveyard where conversations go to die!\Right, you're right. Sorry!\I guess suddenly being thrown into such a situation is pretty nerve-wracking.\Normally, I wouldn't have any problem talking to you.\Damn it! Onodera's struggling just as much as I am!\I gotta man up and find the right topic... response:	I know!
context: That's what you do when you've completely run out of things to talk about!\It's a graveyard where conversations go to die!\Right, you're right. Sorry!\I guess suddenly being thrown into such a situation is pretty nerve-wracking.\Normally, I wouldn't have any problem talking to you.\Damn it! Onodera's struggling just as much as I am!\I gotta man up and find the right topic...\I know! response:	Do you have your yearbook from junior high, maybe?
context: It's a graveyard where conversations go to die!\Right, you're right. Sorry!\I guess suddenly being thrown into such a situation is pretty nerve-wracking.\Normally, I wouldn't have any problem talking to you.\Damn it! Onodera's struggling just as much as I am!\I gotta man up and find the right topic...\I know!\Do you have your yearbook from junior high, maybe? response:	That might be the most surefire topic of them all, but hey, at least it'll get the conversation going.
context: Right, you're right. Sorry!\I guess suddenly being thrown into such a situation is pretty nerve-wracking.\Normally, I wouldn't have any problem talking to you.\Damn it! Onodera's struggling just as much as I am!\I gotta man up and find the right topic...\I know!\Do you have your yearbook from junior high, maybe?\That might be the most surefire topic of them all, but hey, at least it'll get the conversation going. response:	Good idea!
context: I guess suddenly being thrown into such a situation is pretty nerve-wracking.\Normally, I wouldn't have any problem talking to you.\Damn it! Onodera's struggling just as much as I am!\I gotta man up and find the right topic...\I know!\Do you have your yearbook from junior high, maybe?\That might be the most surefire topic of them all, but hey, at least it'll get the conversation going.\Good idea! response:	Hold on a second!
context: Normally, I wouldn't have any problem talking to you.\Damn it! Onodera's struggling just as much as I am!\I gotta man up and find the right topic...\I know!\Do you have your yearbook from junior high, maybe?\That might be the most surefire topic of them all, but hey, at least it'll get the conversation going.\Good idea!\Hold on a second! response:	Wow! This really brings back memories, doesn't it?
context: Damn it! Onodera's struggling just as much as I am!\I gotta man up and find the right topic...\I know!\Do you have your yearbook from junior high, maybe?\That might be the most surefire topic of them all, but hey, at least it'll get the conversation going.\Good idea!\Hold on a second!\Wow! This really brings back memories, doesn't it? response:	Just six months ago, we were junior high students.
context: I gotta man up and find the right topic...\I know!\Do you have your yearbook from junior high, maybe?\That might be the most surefire topic of them all, but hey, at least it'll get the conversation going.\Good idea!\Hold on a second!\Wow! This really brings back memories, doesn't it?\Just six months ago, we were junior high students. response:	I wonder what you call this feeling.
context: I know!\Do you have your yearbook from junior high, maybe?\That might be the most surefire topic of them all, but hey, at least it'll get the conversation going.\Good idea!\Hold on a second!\Wow! This really brings back memories, doesn't it?\Just six months ago, we were junior high students.\I wonder what you call this feeling. response:	Hey! Look at this.
context: Do you have your yearbook from junior high, maybe?\That might be the most surefire topic of them all, but hey, at least it'll get the conversation going.\Good idea!\Hold on a second!\Wow! This really brings back memories, doesn't it?\Just six months ago, we were junior high students.\I wonder what you call this feeling.\Hey! Look at this. response:	The ball game tournament when we were first-years!
context: That might be the most surefire topic of them all, but hey, at least it'll get the conversation going.\Good idea!\Hold on a second!\Wow! This really brings back memories, doesn't it?\Just six months ago, we were junior high students.\I wonder what you call this feeling.\Hey! Look at this.\The ball game tournament when we were first-years! response:	That was when I got to be friends with Ruri-chan.
context: Good idea!\Hold on a second!\Wow! This really brings back memories, doesn't it?\Just six months ago, we were junior high students.\I wonder what you call this feeling.\Hey! Look at this.\The ball game tournament when we were first-years!\That was when I got to be friends with Ruri-chan. response:	Oh, is that right?
context: Hold on a second!\Wow! This really brings back memories, doesn't it?\Just six months ago, we were junior high students.\I wonder what you call this feeling.\Hey! Look at this.\The ball game tournament when we were first-years!\That was when I got to be friends with Ruri-chan.\Oh, is that right? response:	You and I have been in the same class since we were second-years.
context: Wow! This really brings back memories, doesn't it?\Just six months ago, we were junior high students.\I wonder what you call this feeling.\Hey! Look at this.\The ball game tournament when we were first-years!\That was when I got to be friends with Ruri-chan.\Oh, is that right?\You and I have been in the same class since we were second-years. response:	Although it wasn't till the third year that we actually started talking...
context: Just six months ago, we were junior high students.\I wonder what you call this feeling.\Hey! Look at this.\The ball game tournament when we were first-years!\That was when I got to be friends with Ruri-chan.\Oh, is that right?\You and I have been in the same class since we were second-years.\Although it wasn't till the third year that we actually started talking... response:	Here's Onodera again. Man, even as a junior high student she was adorable.
context: I wonder what you call this feeling.\Hey! Look at this.\The ball game tournament when we were first-years!\That was when I got to be friends with Ruri-chan.\Oh, is that right?\You and I have been in the same class since we were second-years.\Although it wasn't till the third year that we actually started talking...\Here's Onodera again. Man, even as a junior high student she was adorable. response:	Hey, here she is again...
context: Hey! Look at this.\The ball game tournament when we were first-years!\That was when I got to be friends with Ruri-chan.\Oh, is that right?\You and I have been in the same class since we were second-years.\Although it wasn't till the third year that we actually started talking...\Here's Onodera again. Man, even as a junior high student she was adorable.\Hey, here she is again... response:	Here, too...
context: The ball game tournament when we were first-years!\That was when I got to be friends with Ruri-chan.\Oh, is that right?\You and I have been in the same class since we were second-years.\Although it wasn't till the third year that we actually started talking...\Here's Onodera again. Man, even as a junior high student she was adorable.\Hey, here she is again...\Here, too... response:	I gotta give myself props!
context: That was when I got to be friends with Ruri-chan.\Oh, is that right?\You and I have been in the same class since we were second-years.\Although it wasn't till the third year that we actually started talking...\Here's Onodera again. Man, even as a junior high student she was adorable.\Hey, here she is again...\Here, too...\I gotta give myself props! response:	No matter how tiny she is, I can always spot Onodera.
context: Oh, is that right?\You and I have been in the same class since we were second-years.\Although it wasn't till the third year that we actually started talking...\Here's Onodera again. Man, even as a junior high student she was adorable.\Hey, here she is again...\Here, too...\I gotta give myself props!\No matter how tiny she is, I can always spot Onodera. response:	I guess that makes me a little happy.
context: You and I have been in the same class since we were second-years.\Although it wasn't till the third year that we actually started talking...\Here's Onodera again. Man, even as a junior high student she was adorable.\Hey, here she is again...\Here, too...\I gotta give myself props!\No matter how tiny she is, I can always spot Onodera.\I guess that makes me a little happy. response:	What?
context: Although it wasn't till the third year that we actually started talking...\Here's Onodera again. Man, even as a junior high student she was adorable.\Hey, here she is again...\Here, too...\I gotta give myself props!\No matter how tiny she is, I can always spot Onodera.\I guess that makes me a little happy.\What? response:	I'm not in any of these photos, am I?
context: Here's Onodera again. Man, even as a junior high student she was adorable.\Hey, here she is again...\Here, too...\I gotta give myself props!\No matter how tiny she is, I can always spot Onodera.\I guess that makes me a little happy.\What?\I'm not in any of these photos, am I? response:	That's not true. See, here you are!
context: Hey, here she is again...\Here, too...\I gotta give myself props!\No matter how tiny she is, I can always spot Onodera.\I guess that makes me a little happy.\What?\I'm not in any of these photos, am I?\That's not true. See, here you are! response:	You're right.
context: Here, too...\I gotta give myself props!\No matter how tiny she is, I can always spot Onodera.\I guess that makes me a little happy.\What?\I'm not in any of these photos, am I?\That's not true. See, here you are!\You're right. response:	And here... and here...
context: I gotta give myself props!\No matter how tiny she is, I can always spot Onodera.\I guess that makes me a little happy.\What?\I'm not in any of these photos, am I?\That's not true. See, here you are!\You're right.\And here... and here... response:	Here you are again!
context: No matter how tiny she is, I can always spot Onodera.\I guess that makes me a little happy.\What?\I'm not in any of these photos, am I?\That's not true. See, here you are!\You're right.\And here... and here...\Here you are again! response:	Oh, and look, there you are again!
context: I guess that makes me a little happy.\What?\I'm not in any of these photos, am I?\That's not true. See, here you are!\You're right.\And here... and here...\Here you are again!\Oh, and look, there you are again! response:	You're amazing, Onodera.
context: What?\I'm not in any of these photos, am I?\That's not true. See, here you are!\You're right.\And here... and here...\Here you are again!\Oh, and look, there you are again!\You're amazing, Onodera. response:	I can't believe you spotted such tiny images!
context: I'm not in any of these photos, am I?\That's not true. See, here you are!\You're right.\And here... and here...\Here you are again!\Oh, and look, there you are again!\You're amazing, Onodera.\I can't believe you spotted such tiny images! response:	Well, it's because you stand out, Ichijou-kun.
context: That's not true. See, here you are!\You're right.\And here... and here...\Here you are again!\Oh, and look, there you are again!\You're amazing, Onodera.\I can't believe you spotted such tiny images!\Well, it's because you stand out, Ichijou-kun. response:	I mean you were popular with the girls, weren't you?
context: You're right.\And here... and here...\Here you are again!\Oh, and look, there you are again!\You're amazing, Onodera.\I can't believe you spotted such tiny images!\Well, it's because you stand out, Ichijou-kun.\I mean you were popular with the girls, weren't you? response:	No I wasn't! If anyone was popular, it was you!
context: And here... and here...\Here you are again!\Oh, and look, there you are again!\You're amazing, Onodera.\I can't believe you spotted such tiny images!\Well, it's because you stand out, Ichijou-kun.\I mean you were popular with the girls, weren't you?\No I wasn't! If anyone was popular, it was you! response:	Not me, by a long shot!
context: Here you are again!\Oh, and look, there you are again!\You're amazing, Onodera.\I can't believe you spotted such tiny images!\Well, it's because you stand out, Ichijou-kun.\I mean you were popular with the girls, weren't you?\No I wasn't! If anyone was popular, it was you!\Not me, by a long shot! response:	It's because you're really nice, Ichijou-kun!
context: Oh, and look, there you are again!\You're amazing, Onodera.\I can't believe you spotted such tiny images!\Well, it's because you stand out, Ichijou-kun.\I mean you were popular with the girls, weren't you?\No I wasn't! If anyone was popular, it was you!\Not me, by a long shot!\It's because you're really nice, Ichijou-kun! response:	I am not!
context: You're amazing, Onodera.\I can't believe you spotted such tiny images!\Well, it's because you stand out, Ichijou-kun.\I mean you were popular with the girls, weren't you?\No I wasn't! If anyone was popular, it was you!\Not me, by a long shot!\It's because you're really nice, Ichijou-kun!\I am not! response:	It just might be that you haven't realized it yourself, you know.
context: I can't believe you spotted such tiny images!\Well, it's because you stand out, Ichijou-kun.\I mean you were popular with the girls, weren't you?\No I wasn't! If anyone was popular, it was you!\Not me, by a long shot!\It's because you're really nice, Ichijou-kun!\I am not!\It just might be that you haven't realized it yourself, you know. response:	Not a chance.
