context: Vitya! response:	Don't go! Stay here!
context: Okay, if I win without quad jumps,\then choreograph a program just for me!\Sure.\When you win the Junior World Championship, come see me.\I'll give you the best senior debut ever.\Where am I?\Victor!\Oh? Are you a fan of Victor's? response:	There's a skating rink below the castle. Try there.
context: then choreograph a program just for me!\Sure.\When you win the Junior World Championship, come see me.\I'll give you the best senior debut ever.\Where am I?\Victor!\Oh? Are you a fan of Victor's?\There's a skating rink below the castle. Try there. response:	Come on, let us watch.
context: Sure.\When you win the Junior World Championship, come see me.\I'll give you the best senior debut ever.\Where am I?\Victor!\Oh? Are you a fan of Victor's?\There's a skating rink below the castle. Try there.\Come on, let us watch. response:	It's reserved, and it's a private practice session!
context: When you win the Junior World Championship, come see me.\I'll give you the best senior debut ever.\Where am I?\Victor!\Oh? Are you a fan of Victor's?\There's a skating rink below the castle. Try there.\Come on, let us watch.\It's reserved, and it's a private practice session! response:	Go home!
context: I'll give you the best senior debut ever.\Where am I?\Victor!\Oh? Are you a fan of Victor's?\There's a skating rink below the castle. Try there.\Come on, let us watch.\It's reserved, and it's a private practice session!\Go home! response:	Hey! You can't go in there!
context: Where am I?\Victor!\Oh? Are you a fan of Victor's?\There's a skating rink below the castle. Try there.\Come on, let us watch.\It's reserved, and it's a private practice session!\Go home!\Hey! You can't go in there! response:	Huh?
context: Victor!\Oh? Are you a fan of Victor's?\There's a skating rink below the castle. Try there.\Come on, let us watch.\It's reserved, and it's a private practice session!\Go home!\Hey! You can't go in there!\Huh? response:	Yuri Plisetsky!
context: Oh? Are you a fan of Victor's?\There's a skating rink below the castle. Try there.\Come on, let us watch.\It's reserved, and it's a private practice session!\Go home!\Hey! You can't go in there!\Huh?\Yuri Plisetsky! response:	He's the junior world champion...
context: There's a skating rink below the castle. Try there.\Come on, let us watch.\It's reserved, and it's a private practice session!\Go home!\Hey! You can't go in there!\Huh?\Yuri Plisetsky!\He's the junior world champion... response:	Victor's inside, isn't he?
context: Come on, let us watch.\It's reserved, and it's a private practice session!\Go home!\Hey! You can't go in there!\Huh?\Yuri Plisetsky!\He's the junior world champion...\Victor's inside, isn't he? response:	Come in, come in.
context: It's reserved, and it's a private practice session!\Go home!\Hey! You can't go in there!\Huh?\Yuri Plisetsky!\He's the junior world champion...\Victor's inside, isn't he?\Come in, come in. response:	Finally here... I'm exhausted...
context: Go home!\Hey! You can't go in there!\Huh?\Yuri Plisetsky!\He's the junior world champion...\Victor's inside, isn't he?\Come in, come in.\Finally here... I'm exhausted... response:	Yuri...
context: Hey! You can't go in there!\Huh?\Yuri Plisetsky!\He's the junior world champion...\Victor's inside, isn't he?\Come in, come in.\Finally here... I'm exhausted...\Yuri... response:	Hey, get this!
context: Huh?\Yuri Plisetsky!\He's the junior world champion...\Victor's inside, isn't he?\Come in, come in.\Finally here... I'm exhausted...\Yuri...\Hey, get this! response:	My weight's back to what it was before the Grand Prix Final!
context: Yuri Plisetsky!\He's the junior world champion...\Victor's inside, isn't he?\Come in, come in.\Finally here... I'm exhausted...\Yuri...\Hey, get this!\My weight's back to what it was before the Grand Prix Final! response:	Now I'll finally get Victor's permission to skate.
context: He's the junior world champion...\Victor's inside, isn't he?\Come in, come in.\Finally here... I'm exhausted...\Yuri...\Hey, get this!\My weight's back to what it was before the Grand Prix Final!\Now I'll finally get Victor's permission to skate. response:	Ow!
context: Victor's inside, isn't he?\Come in, come in.\Finally here... I'm exhausted...\Yuri...\Hey, get this!\My weight's back to what it was before the Grand Prix Final!\Now I'll finally get Victor's permission to skate.\Ow! response:	It's all your fault.
context: Come in, come in.\Finally here... I'm exhausted...\Yuri...\Hey, get this!\My weight's back to what it was before the Grand Prix Final!\Now I'll finally get Victor's permission to skate.\Ow!\It's all your fault. response:	Apologize.
context: Finally here... I'm exhausted...\Yuri...\Hey, get this!\My weight's back to what it was before the Grand Prix Final!\Now I'll finally get Victor's permission to skate.\Ow!\It's all your fault.\Apologize. response:	Why is he here?
context: Yuri...\Hey, get this!\My weight's back to what it was before the Grand Prix Final!\Now I'll finally get Victor's permission to skate.\Ow!\It's all your fault.\Apologize.\Why is he here? response:	U-Uh, sorry, sorry.
context: Hey, get this!\My weight's back to what it was before the Grand Prix Final!\Now I'll finally get Victor's permission to skate.\Ow!\It's all your fault.\Apologize.\Why is he here?\U-Uh, sorry, sorry. response:	And why's he furious at me?!
context: My weight's back to what it was before the Grand Prix Final!\Now I'll finally get Victor's permission to skate.\Ow!\It's all your fault.\Apologize.\Why is he here?\U-Uh, sorry, sorry.\And why's he furious at me?! response:	Hey, pig!
context: Now I'll finally get Victor's permission to skate.\Ow!\It's all your fault.\Apologize.\Why is he here?\U-Uh, sorry, sorry.\And why's he furious at me?!\Hey, pig! response:	Ow! That hurts! Stop!
context: Ow!\It's all your fault.\Apologize.\Why is he here?\U-Uh, sorry, sorry.\And why's he furious at me?!\Hey, pig!\Ow! That hurts! Stop! response:	The Japanese Yuri and the Russian Yuri are both here.
context: It's all your fault.\Apologize.\Why is he here?\U-Uh, sorry, sorry.\And why's he furious at me?!\Hey, pig!\Ow! That hurts! Stop!\The Japanese Yuri and the Russian Yuri are both here. response:	Fatso!
context: Apologize.\Why is he here?\U-Uh, sorry, sorry.\And why's he furious at me?!\Hey, pig!\Ow! That hurts! Stop!\The Japanese Yuri and the Russian Yuri are both here.\Fatso! response:	Pig!
context: Why is he here?\U-Uh, sorry, sorry.\And why's he furious at me?!\Hey, pig!\Ow! That hurts! Stop!\The Japanese Yuri and the Russian Yuri are both here.\Fatso!\Pig! response:	This means...
context: U-Uh, sorry, sorry.\And why's he furious at me?!\Hey, pig!\Ow! That hurts! Stop!\The Japanese Yuri and the Russian Yuri are both here.\Fatso!\Pig!\This means... response:	We can go ahead with that, right?
context: And why's he furious at me?!\Hey, pig!\Ow! That hurts! Stop!\The Japanese Yuri and the Russian Yuri are both here.\Fatso!\Pig!\This means...\We can go ahead with that, right? response:	Right!
context: Hey, pig!\Ow! That hurts! Stop!\The Japanese Yuri and the Russian Yuri are both here.\Fatso!\Pig!\This means...\We can go ahead with that, right?\Right! response:	He promised me first that he'd choreograph a program for me.
context: Ow! That hurts! Stop!\The Japanese Yuri and the Russian Yuri are both here.\Fatso!\Pig!\This means...\We can go ahead with that, right?\Right!\He promised me first that he'd choreograph a program for me. response:	What about you?
context: The Japanese Yuri and the Russian Yuri are both here.\Fatso!\Pig!\This means...\We can go ahead with that, right?\Right!\He promised me first that he'd choreograph a program for me.\What about you? response:	Huh? We haven't gotten to talking about programs or anything.
context: Fatso!\Pig!\This means...\We can go ahead with that, right?\Right!\He promised me first that he'd choreograph a program for me.\What about you?\Huh? We haven't gotten to talking about programs or anything. response:	What?!
context: Pig!\This means...\We can go ahead with that, right?\Right!\He promised me first that he'd choreograph a program for me.\What about you?\Huh? We haven't gotten to talking about programs or anything.\What?! response:	You make him take a whole year off, and to do what?
context: This means...\We can go ahead with that, right?\Right!\He promised me first that he'd choreograph a program for me.\What about you?\Huh? We haven't gotten to talking about programs or anything.\What?!\You make him take a whole year off, and to do what? response:	Isn't getting him as a coach enough?
context: We can go ahead with that, right?\Right!\He promised me first that he'd choreograph a program for me.\What about you?\Huh? We haven't gotten to talking about programs or anything.\What?!\You make him take a whole year off, and to do what?\Isn't getting him as a coach enough? response:	As if a guy who'd sob in a toilet stall at the Grand Prix Final
context: Right!\He promised me first that he'd choreograph a program for me.\What about you?\Huh? We haven't gotten to talking about programs or anything.\What?!\You make him take a whole year off, and to do what?\Isn't getting him as a coach enough?\As if a guy who'd sob in a toilet stall at the Grand Prix Final response:	can change at all just by getting Victor as a coach!
context: He promised me first that he'd choreograph a program for me.\What about you?\Huh? We haven't gotten to talking about programs or anything.\What?!\You make him take a whole year off, and to do what?\Isn't getting him as a coach enough?\As if a guy who'd sob in a toilet stall at the Grand Prix Final\can change at all just by getting Victor as a coach! response:	He's...
context: What about you?\Huh? We haven't gotten to talking about programs or anything.\What?!\You make him take a whole year off, and to do what?\Isn't getting him as a coach enough?\As if a guy who'd sob in a toilet stall at the Grand Prix Final\can change at all just by getting Victor as a coach!\He's... response:	Just retire already.
context: Huh? We haven't gotten to talking about programs or anything.\What?!\You make him take a whole year off, and to do what?\Isn't getting him as a coach enough?\As if a guy who'd sob in a toilet stall at the Grand Prix Final\can change at all just by getting Victor as a coach!\He's...\Just retire already. response:	He's totally underestimating me.
context: What?!\You make him take a whole year off, and to do what?\Isn't getting him as a coach enough?\As if a guy who'd sob in a toilet stall at the Grand Prix Final\can change at all just by getting Victor as a coach!\He's...\Just retire already.\He's totally underestimating me. response:	Stop smirking, fatso!
context: You make him take a whole year off, and to do what?\Isn't getting him as a coach enough?\As if a guy who'd sob in a toilet stall at the Grand Prix Final\can change at all just by getting Victor as a coach!\He's...\Just retire already.\He's totally underestimating me.\Stop smirking, fatso! response:	I don't really get the whole picture, so you should ask him yourself.
context: Isn't getting him as a coach enough?\As if a guy who'd sob in a toilet stall at the Grand Prix Final\can change at all just by getting Victor as a coach!\He's...\Just retire already.\He's totally underestimating me.\Stop smirking, fatso!\I don't really get the whole picture, so you should ask him yourself. response:	Victor came all the way to Hasetsu because he wanted to.
context: As if a guy who'd sob in a toilet stall at the Grand Prix Final\can change at all just by getting Victor as a coach!\He's...\Just retire already.\He's totally underestimating me.\Stop smirking, fatso!\I don't really get the whole picture, so you should ask him yourself.\Victor came all the way to Hasetsu because he wanted to. response:	Just to become my coach.
context: can change at all just by getting Victor as a coach!\He's...\Just retire already.\He's totally underestimating me.\Stop smirking, fatso!\I don't really get the whole picture, so you should ask him yourself.\Victor came all the way to Hasetsu because he wanted to.\Just to become my coach. response:	Huh?
context: He's...\Just retire already.\He's totally underestimating me.\Stop smirking, fatso!\I don't really get the whole picture, so you should ask him yourself.\Victor came all the way to Hasetsu because he wanted to.\Just to become my coach.\Huh? response:	Those moves...
context: Just retire already.\He's totally underestimating me.\Stop smirking, fatso!\I don't really get the whole picture, so you should ask him yourself.\Victor came all the way to Hasetsu because he wanted to.\Just to become my coach.\Huh?\Those moves... response:	They're for the short program Victor was practicing for next season.
context: He's totally underestimating me.\Stop smirking, fatso!\I don't really get the whole picture, so you should ask him yourself.\Victor came all the way to Hasetsu because he wanted to.\Just to become my coach.\Huh?\Those moves...\They're for the short program Victor was practicing for next season. response:	What?
context: Stop smirking, fatso!\I don't really get the whole picture, so you should ask him yourself.\Victor came all the way to Hasetsu because he wanted to.\Just to become my coach.\Huh?\Those moves...\They're for the short program Victor was practicing for next season.\What? response:	Victor was already putting together routines for next season.
context: I don't really get the whole picture, so you should ask him yourself.\Victor came all the way to Hasetsu because he wanted to.\Just to become my coach.\Huh?\Those moves...\They're for the short program Victor was practicing for next season.\What?\Victor was already putting together routines for next season. response:	But he was really torn.
context: Victor came all the way to Hasetsu because he wanted to.\Just to become my coach.\Huh?\Those moves...\They're for the short program Victor was practicing for next season.\What?\Victor was already putting together routines for next season.\But he was really torn. response:	Surprising the audience has always been his top priority.
context: Just to become my coach.\Huh?\Those moves...\They're for the short program Victor was practicing for next season.\What?\Victor was already putting together routines for next season.\But he was really torn.\Surprising the audience has always been his top priority. response:	He had the whole world in his hands.
context: Huh?\Those moves...\They're for the short program Victor was practicing for next season.\What?\Victor was already putting together routines for next season.\But he was really torn.\Surprising the audience has always been his top priority.\He had the whole world in his hands. response:	But now, no matter what he does, no one's surprised anymore.
context: Those moves...\They're for the short program Victor was practicing for next season.\What?\Victor was already putting together routines for next season.\But he was really torn.\Surprising the audience has always been his top priority.\He had the whole world in his hands.\But now, no matter what he does, no one's surprised anymore. response:	He knows that better than anyone.
context: They're for the short program Victor was practicing for next season.\What?\Victor was already putting together routines for next season.\But he was really torn.\Surprising the audience has always been his top priority.\He had the whole world in his hands.\But now, no matter what he does, no one's surprised anymore.\He knows that better than anyone. response:	If you don't have any inspiration left, you're as good as dead.
context: What?\Victor was already putting together routines for next season.\But he was really torn.\Surprising the audience has always been his top priority.\He had the whole world in his hands.\But now, no matter what he does, no one's surprised anymore.\He knows that better than anyone.\If you don't have any inspiration left, you're as good as dead. response:	If he's going to take next season off,
context: Victor was already putting together routines for next season.\But he was really torn.\Surprising the audience has always been his top priority.\He had the whole world in his hands.\But now, no matter what he does, no one's surprised anymore.\He knows that better than anyone.\If you don't have any inspiration left, you're as good as dead.\If he's going to take next season off, response:	I wonder if he'll let me use his program.
context: But he was really torn.\Surprising the audience has always been his top priority.\He had the whole world in his hands.\But now, no matter what he does, no one's surprised anymore.\He knows that better than anyone.\If you don't have any inspiration left, you're as good as dead.\If he's going to take next season off,\I wonder if he'll let me use his program. response:	I know I can surprise people more.
context: Surprising the audience has always been his top priority.\He had the whole world in his hands.\But now, no matter what he does, no one's surprised anymore.\He knows that better than anyone.\If you don't have any inspiration left, you're as good as dead.\If he's going to take next season off,\I wonder if he'll let me use his program.\I know I can surprise people more. response:	I need Victor's help if I'm going to make my senior debut
context: He had the whole world in his hands.\But now, no matter what he does, no one's surprised anymore.\He knows that better than anyone.\If you don't have any inspiration left, you're as good as dead.\If he's going to take next season off,\I wonder if he'll let me use his program.\I know I can surprise people more.\I need Victor's help if I'm going to make my senior debut response:	and win the Grand Prix Final.
context: But now, no matter what he does, no one's surprised anymore.\He knows that better than anyone.\If you don't have any inspiration left, you're as good as dead.\If he's going to take next season off,\I wonder if he'll let me use his program.\I know I can surprise people more.\I need Victor's help if I'm going to make my senior debut\and win the Grand Prix Final. response:	Huh? Win?
context: He knows that better than anyone.\If you don't have any inspiration left, you're as good as dead.\If he's going to take next season off,\I wonder if he'll let me use his program.\I know I can surprise people more.\I need Victor's help if I'm going to make my senior debut\and win the Grand Prix Final.\Huh? Win? response:	You look like you're doing great, Victor!
context: If you don't have any inspiration left, you're as good as dead.\If he's going to take next season off,\I wonder if he'll let me use his program.\I know I can surprise people more.\I need Victor's help if I'm going to make my senior debut\and win the Grand Prix Final.\Huh? Win?\You look like you're doing great, Victor! response:	Yuri, you're here?
context: If he's going to take next season off,\I wonder if he'll let me use his program.\I know I can surprise people more.\I need Victor's help if I'm going to make my senior debut\and win the Grand Prix Final.\Huh? Win?\You look like you're doing great, Victor!\Yuri, you're here? response:	I'm surprised Yakov let you come.
context: I wonder if he'll let me use his program.\I know I can surprise people more.\I need Victor's help if I'm going to make my senior debut\and win the Grand Prix Final.\Huh? Win?\You look like you're doing great, Victor!\Yuri, you're here?\I'm surprised Yakov let you come. response:	What do you want?
context: I know I can surprise people more.\I need Victor's help if I'm going to make my senior debut\and win the Grand Prix Final.\Huh? Win?\You look like you're doing great, Victor!\Yuri, you're here?\I'm surprised Yakov let you come.\What do you want? response:	Judging from that look,
context: I need Victor's help if I'm going to make my senior debut\and win the Grand Prix Final.\Huh? Win?\You look like you're doing great, Victor!\Yuri, you're here?\I'm surprised Yakov let you come.\What do you want?\Judging from that look, response:	I'm guessing I forgot some promise I made.
context: and win the Grand Prix Final.\Huh? Win?\You look like you're doing great, Victor!\Yuri, you're here?\I'm surprised Yakov let you come.\What do you want?\Judging from that look,\I'm guessing I forgot some promise I made. response:	Sorry, sorry.
context: Huh? Win?\You look like you're doing great, Victor!\Yuri, you're here?\I'm surprised Yakov let you come.\What do you want?\Judging from that look,\I'm guessing I forgot some promise I made.\Sorry, sorry. response:	I totally forgot.
context: You look like you're doing great, Victor!\Yuri, you're here?\I'm surprised Yakov let you come.\What do you want?\Judging from that look,\I'm guessing I forgot some promise I made.\Sorry, sorry.\I totally forgot. response:	But you knew I was the forgetful type, right?
context: Yuri, you're here?\I'm surprised Yakov let you come.\What do you want?\Judging from that look,\I'm guessing I forgot some promise I made.\Sorry, sorry.\I totally forgot.\But you knew I was the forgetful type, right? response:	Yeah, I'm painfully aware of that.
context: I'm surprised Yakov let you come.\What do you want?\Judging from that look,\I'm guessing I forgot some promise I made.\Sorry, sorry.\I totally forgot.\But you knew I was the forgetful type, right?\Yeah, I'm painfully aware of that. response:	But a promise is a promise!
context: What do you want?\Judging from that look,\I'm guessing I forgot some promise I made.\Sorry, sorry.\I totally forgot.\But you knew I was the forgetful type, right?\Yeah, I'm painfully aware of that.\But a promise is a promise! response:	You'll choreograph my new program, Victor!
context: Judging from that look,\I'm guessing I forgot some promise I made.\Sorry, sorry.\I totally forgot.\But you knew I was the forgetful type, right?\Yeah, I'm painfully aware of that.\But a promise is a promise!\You'll choreograph my new program, Victor! response:	Let's go back to Russia!
context: I'm guessing I forgot some promise I made.\Sorry, sorry.\I totally forgot.\But you knew I was the forgetful type, right?\Yeah, I'm painfully aware of that.\But a promise is a promise!\You'll choreograph my new program, Victor!\Let's go back to Russia! response:	Okay, I've decided!
context: Sorry, sorry.\I totally forgot.\But you knew I was the forgetful type, right?\Yeah, I'm painfully aware of that.\But a promise is a promise!\You'll choreograph my new program, Victor!\Let's go back to Russia!\Okay, I've decided! response:	Tomorrow, I'll choreograph a program for both of you
context: I totally forgot.\But you knew I was the forgetful type, right?\Yeah, I'm painfully aware of that.\But a promise is a promise!\You'll choreograph my new program, Victor!\Let's go back to Russia!\Okay, I've decided!\Tomorrow, I'll choreograph a program for both of you response:	to the same music I'm using in my short program.
context: But you knew I was the forgetful type, right?\Yeah, I'm painfully aware of that.\But a promise is a promise!\You'll choreograph my new program, Victor!\Let's go back to Russia!\Okay, I've decided!\Tomorrow, I'll choreograph a program for both of you\to the same music I'm using in my short program. response:	Huh?! The same music as him?!
context: Yeah, I'm painfully aware of that.\But a promise is a promise!\You'll choreograph my new program, Victor!\Let's go back to Russia!\Okay, I've decided!\Tomorrow, I'll choreograph a program for both of you\to the same music I'm using in my short program.\Huh?! The same music as him?! response:	What?! With the same choreography?!
context: But a promise is a promise!\You'll choreograph my new program, Victor!\Let's go back to Russia!\Okay, I've decided!\Tomorrow, I'll choreograph a program for both of you\to the same music I'm using in my short program.\Huh?! The same music as him?!\What?! With the same choreography?! response:	No, this piece has several different arrangements.
context: You'll choreograph my new program, Victor!\Let's go back to Russia!\Okay, I've decided!\Tomorrow, I'll choreograph a program for both of you\to the same music I'm using in my short program.\Huh?! The same music as him?!\What?! With the same choreography?!\No, this piece has several different arrangements. response:	I was trying to decide which one to use.
context: Let's go back to Russia!\Okay, I've decided!\Tomorrow, I'll choreograph a program for both of you\to the same music I'm using in my short program.\Huh?! The same music as him?!\What?! With the same choreography?!\No, this piece has several different arrangements.\I was trying to decide which one to use. response:	I'll think of a different program for each of you, of course.
context: Okay, I've decided!\Tomorrow, I'll choreograph a program for both of you\to the same music I'm using in my short program.\Huh?! The same music as him?!\What?! With the same choreography?!\No, this piece has several different arrangements.\I was trying to decide which one to use.\I'll think of a different program for each of you, of course. response:	I'll reveal the programs in one week!
context: Tomorrow, I'll choreograph a program for both of you\to the same music I'm using in my short program.\Huh?! The same music as him?!\What?! With the same choreography?!\No, this piece has several different arrangements.\I was trying to decide which one to use.\I'll think of a different program for each of you, of course.\I'll reveal the programs in one week! response:	You'll compete to see who can surprise the audience more!
context: to the same music I'm using in my short program.\Huh?! The same music as him?!\What?! With the same choreography?!\No, this piece has several different arrangements.\I was trying to decide which one to use.\I'll think of a different program for each of you, of course.\I'll reveal the programs in one week!\You'll compete to see who can surprise the audience more! response:	Whoa! Let's take a step back here.
context: Huh?! The same music as him?!\What?! With the same choreography?!\No, this piece has several different arrangements.\I was trying to decide which one to use.\I'll think of a different program for each of you, of course.\I'll reveal the programs in one week!\You'll compete to see who can surprise the audience more!\Whoa! Let's take a step back here. response:	I don't want to be punished for losing...
context: What?! With the same choreography?!\No, this piece has several different arrangements.\I was trying to decide which one to use.\I'll think of a different program for each of you, of course.\I'll reveal the programs in one week!\You'll compete to see who can surprise the audience more!\Whoa! Let's take a step back here.\I don't want to be punished for losing... response:	Victor will do whatever the winner says!
context: No, this piece has several different arrangements.\I was trying to decide which one to use.\I'll think of a different program for each of you, of course.\I'll reveal the programs in one week!\You'll compete to see who can surprise the audience more!\Whoa! Let's take a step back here.\I don't want to be punished for losing...\Victor will do whatever the winner says! response:	If those are the terms, I'm in!
context: I was trying to decide which one to use.\I'll think of a different program for each of you, of course.\I'll reveal the programs in one week!\You'll compete to see who can surprise the audience more!\Whoa! Let's take a step back here.\I don't want to be punished for losing...\Victor will do whatever the winner says!\If those are the terms, I'm in! response:	Great! I love that kind of thing!
context: I'll think of a different program for each of you, of course.\I'll reveal the programs in one week!\You'll compete to see who can surprise the audience more!\Whoa! Let's take a step back here.\I don't want to be punished for losing...\Victor will do whatever the winner says!\If those are the terms, I'm in!\Great! I love that kind of thing! response:	Wait just a minute!
context: I'll reveal the programs in one week!\You'll compete to see who can surprise the audience more!\Whoa! Let's take a step back here.\I don't want to be punished for losing...\Victor will do whatever the winner says!\If those are the terms, I'm in!\Great! I love that kind of thing!\Wait just a minute! response:	Will you let us organize the event?
context: You'll compete to see who can surprise the audience more!\Whoa! Let's take a step back here.\I don't want to be punished for losing...\Victor will do whatever the winner says!\If those are the terms, I'm in!\Great! I love that kind of thing!\Wait just a minute!\Will you let us organize the event? response:	A face-off between Yuri of Russia and Yuri of Japan!
context: Whoa! Let's take a step back here.\I don't want to be punished for losing...\Victor will do whatever the winner says!\If those are the terms, I'm in!\Great! I love that kind of thing!\Wait just a minute!\Will you let us organize the event?\A face-off between Yuri of Russia and Yuri of Japan! response:	Let's throw...
context: I don't want to be punished for losing...\Victor will do whatever the winner says!\If those are the terms, I'm in!\Great! I love that kind of thing!\Wait just a minute!\Will you let us organize the event?\A face-off between Yuri of Russia and Yuri of Japan!\Let's throw... response:	Hasetsu Exhibition Hot Springs on Ice Presented by Victor Nikiforov
context: Victor will do whatever the winner says!\If those are the terms, I'm in!\Great! I love that kind of thing!\Wait just a minute!\Will you let us organize the event?\A face-off between Yuri of Russia and Yuri of Japan!\Let's throw...\Hasetsu Exhibition Hot Springs on Ice Presented by Victor Nikiforov response:	One week from now, the Hot Springs on Ice show will premiere
context: If those are the terms, I'm in!\Great! I love that kind of thing!\Wait just a minute!\Will you let us organize the event?\A face-off between Yuri of Russia and Yuri of Japan!\Let's throw...\Hasetsu Exhibition Hot Springs on Ice Presented by Victor Nikiforov\One week from now, the Hot Springs on Ice show will premiere response:	News Department
context: Great! I love that kind of thing!\Wait just a minute!\Will you let us organize the event?\A face-off between Yuri of Russia and Yuri of Japan!\Let's throw...\Hasetsu Exhibition Hot Springs on Ice Presented by Victor Nikiforov\One week from now, the Hot Springs on Ice show will premiere\News Department response:	at Ice Castle Hasetsu.
context: Wait just a minute!\Will you let us organize the event?\A face-off between Yuri of Russia and Yuri of Japan!\Let's throw...\Hasetsu Exhibition Hot Springs on Ice Presented by Victor Nikiforov\One week from now, the Hot Springs on Ice show will premiere\News Department\at Ice Castle Hasetsu. response:	Please come to the event.
context: Will you let us organize the event?\A face-off between Yuri of Russia and Yuri of Japan!\Let's throw...\Hasetsu Exhibition Hot Springs on Ice Presented by Victor Nikiforov\One week from now, the Hot Springs on Ice show will premiere\News Department\at Ice Castle Hasetsu.\Please come to the event. response:	Talk about a hovel.
context: A face-off between Yuri of Russia and Yuri of Japan!\Let's throw...\Hasetsu Exhibition Hot Springs on Ice Presented by Victor Nikiforov\One week from now, the Hot Springs on Ice show will premiere\News Department\at Ice Castle Hasetsu.\Please come to the event.\Talk about a hovel. response:	Where's my room?
context: Let's throw...\Hasetsu Exhibition Hot Springs on Ice Presented by Victor Nikiforov\One week from now, the Hot Springs on Ice show will premiere\News Department\at Ice Castle Hasetsu.\Please come to the event.\Talk about a hovel.\Where's my room? response:	You're staying here?!
context: Hasetsu Exhibition Hot Springs on Ice Presented by Victor Nikiforov\One week from now, the Hot Springs on Ice show will premiere\News Department\at Ice Castle Hasetsu.\Please come to the event.\Talk about a hovel.\Where's my room?\You're staying here?! response:	If you get Victor to yourself all the time, it won't be a fair match!
context: One week from now, the Hot Springs on Ice show will premiere\News Department\at Ice Castle Hasetsu.\Please come to the event.\Talk about a hovel.\Where's my room?\You're staying here?!\If you get Victor to yourself all the time, it won't be a fair match! response:	I'll stay here, too! All right?
context: News Department\at Ice Castle Hasetsu.\Please come to the event.\Talk about a hovel.\Where's my room?\You're staying here?!\If you get Victor to yourself all the time, it won't be a fair match!\I'll stay here, too! All right? response:	It's not like you care what I think.
context: at Ice Castle Hasetsu.\Please come to the event.\Talk about a hovel.\Where's my room?\You're staying here?!\If you get Victor to yourself all the time, it won't be a fair match!\I'll stay here, too! All right?\It's not like you care what I think. response:	The hot spring is great.
context: Please come to the event.\Talk about a hovel.\Where's my room?\You're staying here?!\If you get Victor to yourself all the time, it won't be a fair match!\I'll stay here, too! All right?\It's not like you care what I think.\The hot spring is great. response:	I can't take a bath with other people!
context: Talk about a hovel.\Where's my room?\You're staying here?!\If you get Victor to yourself all the time, it won't be a fair match!\I'll stay here, too! All right?\It's not like you care what I think.\The hot spring is great.\I can't take a bath with other people! response:	I'm going to sleep!
context: Where's my room?\You're staying here?!\If you get Victor to yourself all the time, it won't be a fair match!\I'll stay here, too! All right?\It's not like you care what I think.\The hot spring is great.\I can't take a bath with other people!\I'm going to sleep! response:	Growl
context: You're staying here?!\If you get Victor to yourself all the time, it won't be a fair match!\I'll stay here, too! All right?\It's not like you care what I think.\The hot spring is great.\I can't take a bath with other people!\I'm going to sleep!\Growl response:	Give me food!
context: If you get Victor to yourself all the time, it won't be a fair match!\I'll stay here, too! All right?\It's not like you care what I think.\The hot spring is great.\I can't take a bath with other people!\I'm going to sleep!\Growl\Give me food! response:	And a bath!
context: I'll stay here, too! All right?\It's not like you care what I think.\The hot spring is great.\I can't take a bath with other people!\I'm going to sleep!\Growl\Give me food!\And a bath! response:	This is great!
context: It's not like you care what I think.\The hot spring is great.\I can't take a bath with other people!\I'm going to sleep!\Growl\Give me food!\And a bath!\This is great! response:	The pork cutlet bowl is good, isn't it?
context: The hot spring is great.\I can't take a bath with other people!\I'm going to sleep!\Growl\Give me food!\And a bath!\This is great!\The pork cutlet bowl is good, isn't it? response:	You have another visitor, Yuri?
context: I can't take a bath with other people!\I'm going to sleep!\Growl\Give me food!\And a bath!\This is great!\The pork cutlet bowl is good, isn't it?\You have another visitor, Yuri? response:	Huh?
context: I'm going to sleep!\Growl\Give me food!\And a bath!\This is great!\The pork cutlet bowl is good, isn't it?\You have another visitor, Yuri?\Huh? response:	Huh?!
context: Growl\Give me food!\And a bath!\This is great!\The pork cutlet bowl is good, isn't it?\You have another visitor, Yuri?\Huh?\Huh?! response:	No way!
context: Give me food!\And a bath!\This is great!\The pork cutlet bowl is good, isn't it?\You have another visitor, Yuri?\Huh?\Huh?!\No way! response:	Ba-Dump
context: And a bath!\This is great!\The pork cutlet bowl is good, isn't it?\You have another visitor, Yuri?\Huh?\Huh?!\No way!\Ba-Dump response:	He looks just like my idol, The Blond Takao!
context: This is great!\The pork cutlet bowl is good, isn't it?\You have another visitor, Yuri?\Huh?\Huh?!\No way!\Ba-Dump\He looks just like my idol, The Blond Takao! response:	Takao?
context: The pork cutlet bowl is good, isn't it?\You have another visitor, Yuri?\Huh?\Huh?!\No way!\Ba-Dump\He looks just like my idol, The Blond Takao!\Takao? response:	His name is also Yuri.
context: You have another visitor, Yuri?\Huh?\Huh?!\No way!\Ba-Dump\He looks just like my idol, The Blond Takao!\Takao?\His name is also Yuri. response:	What? That's confusing.
context: Huh?\Huh?!\No way!\Ba-Dump\He looks just like my idol, The Blond Takao!\Takao?\His name is also Yuri.\What? That's confusing. response:	Okay, you're Yurio!
context: Huh?!\No way!\Ba-Dump\He looks just like my idol, The Blond Takao!\Takao?\His name is also Yuri.\What? That's confusing.\Okay, you're Yurio! response:	Yurio
context: No way!\Ba-Dump\He looks just like my idol, The Blond Takao!\Takao?\His name is also Yuri.\What? That's confusing.\Okay, you're Yurio!\Yurio response:	What?!
