context: It wasn't supposed to be like this, head in my hands response:	Struggling to escape from this saturated world
context: Mr. Yajima! You were here to pay a visit to Chairman Kaishou, weren't you?\Yajima\Critic\Aren't you a friend of his from way back?\Yes, and if this hadn't happened,\he would be working now as always, around the clock.\Perhaps this will serve as a chance for him to relax.\Was the perpetrator after Mr. Kaishou? Or... response:	Mr. Yajima...
context: Yajima\Critic\Aren't you a friend of his from way back?\Yes, and if this hadn't happened,\he would be working now as always, around the clock.\Perhaps this will serve as a chance for him to relax.\Was the perpetrator after Mr. Kaishou? Or...\Mr. Yajima... response:	It's not certain that this was terrorism.
context: Critic\Aren't you a friend of his from way back?\Yes, and if this hadn't happened,\he would be working now as always, around the clock.\Perhaps this will serve as a chance for him to relax.\Was the perpetrator after Mr. Kaishou? Or...\Mr. Yajima...\It's not certain that this was terrorism. response:	Apparently, the station is very old
context: Aren't you a friend of his from way back?\Yes, and if this hadn't happened,\he would be working now as always, around the clock.\Perhaps this will serve as a chance for him to relax.\Was the perpetrator after Mr. Kaishou? Or...\Mr. Yajima...\It's not certain that this was terrorism.\Apparently, the station is very old response:	and I heard it's possible that this was just a fire.
context: Yes, and if this hadn't happened,\he would be working now as always, around the clock.\Perhaps this will serve as a chance for him to relax.\Was the perpetrator after Mr. Kaishou? Or...\Mr. Yajima...\It's not certain that this was terrorism.\Apparently, the station is very old\and I heard it's possible that this was just a fire. response:	Please let this person through.
context: he would be working now as always, around the clock.\Perhaps this will serve as a chance for him to relax.\Was the perpetrator after Mr. Kaishou? Or...\Mr. Yajima...\It's not certain that this was terrorism.\Apparently, the station is very old\and I heard it's possible that this was just a fire.\Please let this person through. response:	He's an acquaintance of Ms. Kaishou.
context: Perhaps this will serve as a chance for him to relax.\Was the perpetrator after Mr. Kaishou? Or...\Mr. Yajima...\It's not certain that this was terrorism.\Apparently, the station is very old\and I heard it's possible that this was just a fire.\Please let this person through.\He's an acquaintance of Ms. Kaishou. response:	Defeated Detective!
context: Was the perpetrator after Mr. Kaishou? Or...\Mr. Yajima...\It's not certain that this was terrorism.\Apparently, the station is very old\and I heard it's possible that this was just a fire.\Please let this person through.\He's an acquaintance of Ms. Kaishou.\Defeated Detective! response:	Unusually enough, you were successful with Mr. Yajima's request.
context: Mr. Yajima...\It's not certain that this was terrorism.\Apparently, the station is very old\and I heard it's possible that this was just a fire.\Please let this person through.\He's an acquaintance of Ms. Kaishou.\Defeated Detective!\Unusually enough, you were successful with Mr. Yajima's request. response:	But don't let it go to your head.
context: It's not certain that this was terrorism.\Apparently, the station is very old\and I heard it's possible that this was just a fire.\Please let this person through.\He's an acquaintance of Ms. Kaishou.\Defeated Detective!\Unusually enough, you were successful with Mr. Yajima's request.\But don't let it go to your head. response:	414 Kaishou Rinroku
context: Apparently, the station is very old\and I heard it's possible that this was just a fire.\Please let this person through.\He's an acquaintance of Ms. Kaishou.\Defeated Detective!\Unusually enough, you were successful with Mr. Yajima's request.\But don't let it go to your head.\414 Kaishou Rinroku response:	Everything is just as Full Circle predicted!
context: and I heard it's possible that this was just a fire.\Please let this person through.\He's an acquaintance of Ms. Kaishou.\Defeated Detective!\Unusually enough, you were successful with Mr. Yajima's request.\But don't let it go to your head.\414 Kaishou Rinroku\Everything is just as Full Circle predicted! response:	We were almost killed!
context: Please let this person through.\He's an acquaintance of Ms. Kaishou.\Defeated Detective!\Unusually enough, you were successful with Mr. Yajima's request.\But don't let it go to your head.\414 Kaishou Rinroku\Everything is just as Full Circle predicted!\We were almost killed! response:	And the criminal is in there!
context: He's an acquaintance of Ms. Kaishou.\Defeated Detective!\Unusually enough, you were successful with Mr. Yajima's request.\But don't let it go to your head.\414 Kaishou Rinroku\Everything is just as Full Circle predicted!\We were almost killed!\And the criminal is in there! response:	If Chairman Kaishou had taken one wrong step, he would have lost his life!
context: Defeated Detective!\Unusually enough, you were successful with Mr. Yajima's request.\But don't let it go to your head.\414 Kaishou Rinroku\Everything is just as Full Circle predicted!\We were almost killed!\And the criminal is in there!\If Chairman Kaishou had taken one wrong step, he would have lost his life! response:	Right! He just happened to leave the studio
context: Unusually enough, you were successful with Mr. Yajima's request.\But don't let it go to your head.\414 Kaishou Rinroku\Everything is just as Full Circle predicted!\We were almost killed!\And the criminal is in there!\If Chairman Kaishou had taken one wrong step, he would have lost his life!\Right! He just happened to leave the studio response:	the moment before the explosion occurred!
context: But don't let it go to your head.\414 Kaishou Rinroku\Everything is just as Full Circle predicted!\We were almost killed!\And the criminal is in there!\If Chairman Kaishou had taken one wrong step, he would have lost his life!\Right! He just happened to leave the studio\the moment before the explosion occurred! response:	What a coincidence!
context: 414 Kaishou Rinroku\Everything is just as Full Circle predicted!\We were almost killed!\And the criminal is in there!\If Chairman Kaishou had taken one wrong step, he would have lost his life!\Right! He just happened to leave the studio\the moment before the explosion occurred!\What a coincidence! response:	Who would ever believe that?!
context: Everything is just as Full Circle predicted!\We were almost killed!\And the criminal is in there!\If Chairman Kaishou had taken one wrong step, he would have lost his life!\Right! He just happened to leave the studio\the moment before the explosion occurred!\What a coincidence!\Who would ever believe that?! response:	Ow! Anyway, I'm not taking this lying down!
context: We were almost killed!\And the criminal is in there!\If Chairman Kaishou had taken one wrong step, he would have lost his life!\Right! He just happened to leave the studio\the moment before the explosion occurred!\What a coincidence!\Who would ever believe that?!\Ow! Anyway, I'm not taking this lying down! response:	I'm not going to see him.
context: And the criminal is in there!\If Chairman Kaishou had taken one wrong step, he would have lost his life!\Right! He just happened to leave the studio\the moment before the explosion occurred!\What a coincidence!\Who would ever believe that?!\Ow! Anyway, I'm not taking this lying down!\I'm not going to see him. response:	My father's condition would get worse if you did.
context: If Chairman Kaishou had taken one wrong step, he would have lost his life!\Right! He just happened to leave the studio\the moment before the explosion occurred!\What a coincidence!\Who would ever believe that?!\Ow! Anyway, I'm not taking this lying down!\I'm not going to see him.\My father's condition would get worse if you did. response:	Then why did you call me here?
context: Right! He just happened to leave the studio\the moment before the explosion occurred!\What a coincidence!\Who would ever believe that?!\Ow! Anyway, I'm not taking this lying down!\I'm not going to see him.\My father's condition would get worse if you did.\Then why did you call me here? response:	I have a job.
context: the moment before the explosion occurred!\What a coincidence!\Who would ever believe that?!\Ow! Anyway, I'm not taking this lying down!\I'm not going to see him.\My father's condition would get worse if you did.\Then why did you call me here?\I have a job. response:	About the explosion?
context: What a coincidence!\Who would ever believe that?!\Ow! Anyway, I'm not taking this lying down!\I'm not going to see him.\My father's condition would get worse if you did.\Then why did you call me here?\I have a job.\About the explosion? response:	Doesn't it seem like the culprit is Kaishou Rinroku himself?
context: Who would ever believe that?!\Ow! Anyway, I'm not taking this lying down!\I'm not going to see him.\My father's condition would get worse if you did.\Then why did you call me here?\I have a job.\About the explosion?\Doesn't it seem like the culprit is Kaishou Rinroku himself? response:	Is that what you think?
context: Ow! Anyway, I'm not taking this lying down!\I'm not going to see him.\My father's condition would get worse if you did.\Then why did you call me here?\I have a job.\About the explosion?\Doesn't it seem like the culprit is Kaishou Rinroku himself?\Is that what you think? response:	My father almost died.
context: I'm not going to see him.\My father's condition would get worse if you did.\Then why did you call me here?\I have a job.\About the explosion?\Doesn't it seem like the culprit is Kaishou Rinroku himself?\Is that what you think?\My father almost died. response:	Certainly, I can't say that he's a saint.
context: My father's condition would get worse if you did.\Then why did you call me here?\I have a job.\About the explosion?\Doesn't it seem like the culprit is Kaishou Rinroku himself?\Is that what you think?\My father almost died.\Certainly, I can't say that he's a saint. response:	But he wouldn't do something as stupid
context: Then why did you call me here?\I have a job.\About the explosion?\Doesn't it seem like the culprit is Kaishou Rinroku himself?\Is that what you think?\My father almost died.\Certainly, I can't say that he's a saint.\But he wouldn't do something as stupid response:	as gathering together people who disagree with him and then killing them.
context: I have a job.\About the explosion?\Doesn't it seem like the culprit is Kaishou Rinroku himself?\Is that what you think?\My father almost died.\Certainly, I can't say that he's a saint.\But he wouldn't do something as stupid\as gathering together people who disagree with him and then killing them. response:	Instead, he would commit the perfect crime,
context: About the explosion?\Doesn't it seem like the culprit is Kaishou Rinroku himself?\Is that what you think?\My father almost died.\Certainly, I can't say that he's a saint.\But he wouldn't do something as stupid\as gathering together people who disagree with him and then killing them.\Instead, he would commit the perfect crime, response:	which no one would ever suspect him of?
context: Doesn't it seem like the culprit is Kaishou Rinroku himself?\Is that what you think?\My father almost died.\Certainly, I can't say that he's a saint.\But he wouldn't do something as stupid\as gathering together people who disagree with him and then killing them.\Instead, he would commit the perfect crime,\which no one would ever suspect him of? response:	That's right!
context: Is that what you think?\My father almost died.\Certainly, I can't say that he's a saint.\But he wouldn't do something as stupid\as gathering together people who disagree with him and then killing them.\Instead, he would commit the perfect crime,\which no one would ever suspect him of?\That's right! response:	Don't tell me this is my fee?
context: My father almost died.\Certainly, I can't say that he's a saint.\But he wouldn't do something as stupid\as gathering together people who disagree with him and then killing them.\Instead, he would commit the perfect crime,\which no one would ever suspect him of?\That's right!\Don't tell me this is my fee? response:	Yep.
context: Certainly, I can't say that he's a saint.\But he wouldn't do something as stupid\as gathering together people who disagree with him and then killing them.\Instead, he would commit the perfect crime,\which no one would ever suspect him of?\That's right!\Don't tell me this is my fee?\Yep. response:	What did you talk to her about?
context: But he wouldn't do something as stupid\as gathering together people who disagree with him and then killing them.\Instead, he would commit the perfect crime,\which no one would ever suspect him of?\That's right!\Don't tell me this is my fee?\Yep.\What did you talk to her about? response:	What do the police think?
context: as gathering together people who disagree with him and then killing them.\Instead, he would commit the perfect crime,\which no one would ever suspect him of?\That's right!\Don't tell me this is my fee?\Yep.\What did you talk to her about?\What do the police think? response:	What was the cause of the explosion?
context: Instead, he would commit the perfect crime,\which no one would ever suspect him of?\That's right!\Don't tell me this is my fee?\Yep.\What did you talk to her about?\What do the police think?\What was the cause of the explosion? response:	The military is investigating, too...
context: which no one would ever suspect him of?\That's right!\Don't tell me this is my fee?\Yep.\What did you talk to her about?\What do the police think?\What was the cause of the explosion?\The military is investigating, too... response:	But it doesn't seem to have been a normal explosion.
context: That's right!\Don't tell me this is my fee?\Yep.\What did you talk to her about?\What do the police think?\What was the cause of the explosion?\The military is investigating, too...\But it doesn't seem to have been a normal explosion. response:	Who would've thought, me, having to prove Kaishou's innocence?
context: Don't tell me this is my fee?\Yep.\What did you talk to her about?\What do the police think?\What was the cause of the explosion?\The military is investigating, too...\But it doesn't seem to have been a normal explosion.\Who would've thought, me, having to prove Kaishou's innocence? response:	Is Inga still lost?!
context: Yep.\What did you talk to her about?\What do the police think?\What was the cause of the explosion?\The military is investigating, too...\But it doesn't seem to have been a normal explosion.\Who would've thought, me, having to prove Kaishou's innocence?\Is Inga still lost?! response:	Hold it!
context: What did you talk to her about?\What do the police think?\What was the cause of the explosion?\The military is investigating, too...\But it doesn't seem to have been a normal explosion.\Who would've thought, me, having to prove Kaishou's innocence?\Is Inga still lost?!\Hold it! response:	Not even a member of the Diet can get through!
context: What do the police think?\What was the cause of the explosion?\The military is investigating, too...\But it doesn't seem to have been a normal explosion.\Who would've thought, me, having to prove Kaishou's innocence?\Is Inga still lost?!\Hold it!\Not even a member of the Diet can get through! response:	Hey!
context: What was the cause of the explosion?\The military is investigating, too...\But it doesn't seem to have been a normal explosion.\Who would've thought, me, having to prove Kaishou's innocence?\Is Inga still lost?!\Hold it!\Not even a member of the Diet can get through!\Hey! response:	A Diet summons at a time like this shows no common sense!
context: The military is investigating, too...\But it doesn't seem to have been a normal explosion.\Who would've thought, me, having to prove Kaishou's innocence?\Is Inga still lost?!\Hold it!\Not even a member of the Diet can get through!\Hey!\A Diet summons at a time like this shows no common sense! response:	Note: The Japanese Diet has a constitutional power to compel any citizen to come testify before them.
context: But it doesn't seem to have been a normal explosion.\Who would've thought, me, having to prove Kaishou's innocence?\Is Inga still lost?!\Hold it!\Not even a member of the Diet can get through!\Hey!\A Diet summons at a time like this shows no common sense!\Note: The Japanese Diet has a constitutional power to compel any citizen to come testify before them. response:	Diet?
context: Who would've thought, me, having to prove Kaishou's innocence?\Is Inga still lost?!\Hold it!\Not even a member of the Diet can get through!\Hey!\A Diet summons at a time like this shows no common sense!\Note: The Japanese Diet has a constitutional power to compel any citizen to come testify before them.\Diet? response:	Ow...
context: Is Inga still lost?!\Hold it!\Not even a member of the Diet can get through!\Hey!\A Diet summons at a time like this shows no common sense!\Note: The Japanese Diet has a constitutional power to compel any citizen to come testify before them.\Diet?\Ow... response:	Kuramitsu Mine
context: Hold it!\Not even a member of the Diet can get through!\Hey!\A Diet summons at a time like this shows no common sense!\Note: The Japanese Diet has a constitutional power to compel any citizen to come testify before them.\Diet?\Ow...\Kuramitsu Mine response:	New Diet Member
context: Not even a member of the Diet can get through!\Hey!\A Diet summons at a time like this shows no common sense!\Note: The Japanese Diet has a constitutional power to compel any citizen to come testify before them.\Diet?\Ow...\Kuramitsu Mine\New Diet Member response:	Thank you.
context: Hey!\A Diet summons at a time like this shows no common sense!\Note: The Japanese Diet has a constitutional power to compel any citizen to come testify before them.\Diet?\Ow...\Kuramitsu Mine\New Diet Member\Thank you. response:	You're a member of the Diet?
context: A Diet summons at a time like this shows no common sense!\Note: The Japanese Diet has a constitutional power to compel any citizen to come testify before them.\Diet?\Ow...\Kuramitsu Mine\New Diet Member\Thank you.\You're a member of the Diet? response:	Just a newly-elected errand girl.
context: Note: The Japanese Diet has a constitutional power to compel any citizen to come testify before them.\Diet?\Ow...\Kuramitsu Mine\New Diet Member\Thank you.\You're a member of the Diet?\Just a newly-elected errand girl. response:	I told them it was impossible today,
context: Diet?\Ow...\Kuramitsu Mine\New Diet Member\Thank you.\You're a member of the Diet?\Just a newly-elected errand girl.\I told them it was impossible today, response:	but they ordered me to get Chairman Kaishou's testimony.
context: Ow...\Kuramitsu Mine\New Diet Member\Thank you.\You're a member of the Diet?\Just a newly-elected errand girl.\I told them it was impossible today,\but they ordered me to get Chairman Kaishou's testimony. response:	You mean as a witness to yesterday's explosion?
context: Kuramitsu Mine\New Diet Member\Thank you.\You're a member of the Diet?\Just a newly-elected errand girl.\I told them it was impossible today,\but they ordered me to get Chairman Kaishou's testimony.\You mean as a witness to yesterday's explosion? response:	No, of course not!
context: New Diet Member\Thank you.\You're a member of the Diet?\Just a newly-elected errand girl.\I told them it was impossible today,\but they ordered me to get Chairman Kaishou's testimony.\You mean as a witness to yesterday's explosion?\No, of course not! response:	The internal information that Full Circle released the other day
context: Thank you.\You're a member of the Diet?\Just a newly-elected errand girl.\I told them it was impossible today,\but they ordered me to get Chairman Kaishou's testimony.\You mean as a witness to yesterday's explosion?\No, of course not!\The internal information that Full Circle released the other day response:	talked about a system that could be diverted to part of the military.
context: You're a member of the Diet?\Just a newly-elected errand girl.\I told them it was impossible today,\but they ordered me to get Chairman Kaishou's testimony.\You mean as a witness to yesterday's explosion?\No, of course not!\The internal information that Full Circle released the other day\talked about a system that could be diverted to part of the military. response:	It was information from JJ Systems?
context: Just a newly-elected errand girl.\I told them it was impossible today,\but they ordered me to get Chairman Kaishou's testimony.\You mean as a witness to yesterday's explosion?\No, of course not!\The internal information that Full Circle released the other day\talked about a system that could be diverted to part of the military.\It was information from JJ Systems? response:	We just want him to explain for some foreign countries
context: I told them it was impossible today,\but they ordered me to get Chairman Kaishou's testimony.\You mean as a witness to yesterday's explosion?\No, of course not!\The internal information that Full Circle released the other day\talked about a system that could be diverted to part of the military.\It was information from JJ Systems?\We just want him to explain for some foreign countries response:	that the system is designed for peaceful purposes.
context: but they ordered me to get Chairman Kaishou's testimony.\You mean as a witness to yesterday's explosion?\No, of course not!\The internal information that Full Circle released the other day\talked about a system that could be diverted to part of the military.\It was information from JJ Systems?\We just want him to explain for some foreign countries\that the system is designed for peaceful purposes. response:	Let's see... Microwave transmissions or something like that...
context: You mean as a witness to yesterday's explosion?\No, of course not!\The internal information that Full Circle released the other day\talked about a system that could be diverted to part of the military.\It was information from JJ Systems?\We just want him to explain for some foreign countries\that the system is designed for peaceful purposes.\Let's see... Microwave transmissions or something like that... response:	The live TV broadcast date has already been set, so...
context: No, of course not!\The internal information that Full Circle released the other day\talked about a system that could be diverted to part of the military.\It was information from JJ Systems?\We just want him to explain for some foreign countries\that the system is designed for peaceful purposes.\Let's see... Microwave transmissions or something like that...\The live TV broadcast date has already been set, so... response:	For the time being he'll need his rest.
context: The internal information that Full Circle released the other day\talked about a system that could be diverted to part of the military.\It was information from JJ Systems?\We just want him to explain for some foreign countries\that the system is designed for peaceful purposes.\Let's see... Microwave transmissions or something like that...\The live TV broadcast date has already been set, so...\For the time being he'll need his rest. response:	Hard luck for you...
context: talked about a system that could be diverted to part of the military.\It was information from JJ Systems?\We just want him to explain for some foreign countries\that the system is designed for peaceful purposes.\Let's see... Microwave transmissions or something like that...\The live TV broadcast date has already been set, so...\For the time being he'll need his rest.\Hard luck for you... response:	The cause was microwaves? Live aerial footage from the explosion site
context: It was information from JJ Systems?\We just want him to explain for some foreign countries\that the system is designed for peaceful purposes.\Let's see... Microwave transmissions or something like that...\The live TV broadcast date has already been set, so...\For the time being he'll need his rest.\Hard luck for you...\The cause was microwaves? Live aerial footage from the explosion site response:	Train?
context: We just want him to explain for some foreign countries\that the system is designed for peaceful purposes.\Let's see... Microwave transmissions or something like that...\The live TV broadcast date has already been set, so...\For the time being he'll need his rest.\Hard luck for you...\The cause was microwaves? Live aerial footage from the explosion site\Train? response:	No! Train!
context: that the system is designed for peaceful purposes.\Let's see... Microwave transmissions or something like that...\The live TV broadcast date has already been set, so...\For the time being he'll need his rest.\Hard luck for you...\The cause was microwaves? Live aerial footage from the explosion site\Train?\No! Train! response:	You're saying Kaishou came here by train?
context: Let's see... Microwave transmissions or something like that...\The live TV broadcast date has already been set, so...\For the time being he'll need his rest.\Hard luck for you...\The cause was microwaves? Live aerial footage from the explosion site\Train?\No! Train!\You're saying Kaishou came here by train? response:	No! I said he came here by train!
context: The live TV broadcast date has already been set, so...\For the time being he'll need his rest.\Hard luck for you...\The cause was microwaves? Live aerial footage from the explosion site\Train?\No! Train!\You're saying Kaishou came here by train?\No! I said he came here by train! response:	What did he seem like at the time?
context: For the time being he'll need his rest.\Hard luck for you...\The cause was microwaves? Live aerial footage from the explosion site\Train?\No! Train!\You're saying Kaishou came here by train?\No! I said he came here by train!\What did he seem like at the time? response:	There was that thing with Full Circle, so we were worried, but he was normal.
context: Hard luck for you...\The cause was microwaves? Live aerial footage from the explosion site\Train?\No! Train!\You're saying Kaishou came here by train?\No! I said he came here by train!\What did he seem like at the time?\There was that thing with Full Circle, so we were worried, but he was normal. response:	In the first place, doing it like that, he would've gotten blown up, too.
context: The cause was microwaves? Live aerial footage from the explosion site\Train?\No! Train!\You're saying Kaishou came here by train?\No! I said he came here by train!\What did he seem like at the time?\There was that thing with Full Circle, so we were worried, but he was normal.\In the first place, doing it like that, he would've gotten blown up, too. response:	Hey! Don't be a pansy about it!
context: Train?\No! Train!\You're saying Kaishou came here by train?\No! I said he came here by train!\What did he seem like at the time?\There was that thing with Full Circle, so we were worried, but he was normal.\In the first place, doing it like that, he would've gotten blown up, too.\Hey! Don't be a pansy about it! response:	Can't you melt the range?
context: No! Train!\You're saying Kaishou came here by train?\No! I said he came here by train!\What did he seem like at the time?\There was that thing with Full Circle, so we were worried, but he was normal.\In the first place, doing it like that, he would've gotten blown up, too.\Hey! Don't be a pansy about it!\Can't you melt the range? response:	I'll try it one more time!
context: You're saying Kaishou came here by train?\No! I said he came here by train!\What did he seem like at the time?\There was that thing with Full Circle, so we were worried, but he was normal.\In the first place, doing it like that, he would've gotten blown up, too.\Hey! Don't be a pansy about it!\Can't you melt the range?\I'll try it one more time! response:	What was he doing?
context: No! I said he came here by train!\What did he seem like at the time?\There was that thing with Full Circle, so we were worried, but he was normal.\In the first place, doing it like that, he would've gotten blown up, too.\Hey! Don't be a pansy about it!\Can't you melt the range?\I'll try it one more time!\What was he doing? response:	You don't know?
context: What did he seem like at the time?\There was that thing with Full Circle, so we were worried, but he was normal.\In the first place, doing it like that, he would've gotten blown up, too.\Hey! Don't be a pansy about it!\Can't you melt the range?\I'll try it one more time!\What was he doing?\You don't know? response:	The microwave, it's the microwave.
context: There was that thing with Full Circle, so we were worried, but he was normal.\In the first place, doing it like that, he would've gotten blown up, too.\Hey! Don't be a pansy about it!\Can't you melt the range?\I'll try it one more time!\What was he doing?\You don't know?\The microwave, it's the microwave. response:	Everyone's talking about what happened yesterday on the net.
context: In the first place, doing it like that, he would've gotten blown up, too.\Hey! Don't be a pansy about it!\Can't you melt the range?\I'll try it one more time!\What was he doing?\You don't know?\The microwave, it's the microwave.\Everyone's talking about what happened yesterday on the net. response:	People are wondering whether the cause might be military microwaves.
context: Hey! Don't be a pansy about it!\Can't you melt the range?\I'll try it one more time!\What was he doing?\You don't know?\The microwave, it's the microwave.\Everyone's talking about what happened yesterday on the net.\People are wondering whether the cause might be military microwaves. response:	It's the same principle as putting metal in a microwave
context: Can't you melt the range?\I'll try it one more time!\What was he doing?\You don't know?\The microwave, it's the microwave.\Everyone's talking about what happened yesterday on the net.\People are wondering whether the cause might be military microwaves.\It's the same principle as putting metal in a microwave response:	and it crackles with electricity, suddenly producing high heat.
context: I'll try it one more time!\What was he doing?\You don't know?\The microwave, it's the microwave.\Everyone's talking about what happened yesterday on the net.\People are wondering whether the cause might be military microwaves.\It's the same principle as putting metal in a microwave\and it crackles with electricity, suddenly producing high heat. response:	We're being told that the cause of the accident
context: What was he doing?\You don't know?\The microwave, it's the microwave.\Everyone's talking about what happened yesterday on the net.\People are wondering whether the cause might be military microwaves.\It's the same principle as putting metal in a microwave\and it crackles with electricity, suddenly producing high heat.\We're being told that the cause of the accident response:	was the dilapidated station building,
context: You don't know?\The microwave, it's the microwave.\Everyone's talking about what happened yesterday on the net.\People are wondering whether the cause might be military microwaves.\It's the same principle as putting metal in a microwave\and it crackles with electricity, suddenly producing high heat.\We're being told that the cause of the accident\was the dilapidated station building, response:	so I'm gonna prove that wrong!
context: The microwave, it's the microwave.\Everyone's talking about what happened yesterday on the net.\People are wondering whether the cause might be military microwaves.\It's the same principle as putting metal in a microwave\and it crackles with electricity, suddenly producing high heat.\We're being told that the cause of the accident\was the dilapidated station building,\so I'm gonna prove that wrong! response:	It's all scientific-like, right?
context: Everyone's talking about what happened yesterday on the net.\People are wondering whether the cause might be military microwaves.\It's the same principle as putting metal in a microwave\and it crackles with electricity, suddenly producing high heat.\We're being told that the cause of the accident\was the dilapidated station building,\so I'm gonna prove that wrong!\It's all scientific-like, right? response:	I'm sure some people are saying that JJ Systems
context: People are wondering whether the cause might be military microwaves.\It's the same principle as putting metal in a microwave\and it crackles with electricity, suddenly producing high heat.\We're being told that the cause of the accident\was the dilapidated station building,\so I'm gonna prove that wrong!\It's all scientific-like, right?\I'm sure some people are saying that JJ Systems response:	used microwaves to cause the accident...
context: It's the same principle as putting metal in a microwave\and it crackles with electricity, suddenly producing high heat.\We're being told that the cause of the accident\was the dilapidated station building,\so I'm gonna prove that wrong!\It's all scientific-like, right?\I'm sure some people are saying that JJ Systems\used microwaves to cause the accident... response:	But there's no way someone would have that fired at a building they were in.
context: and it crackles with electricity, suddenly producing high heat.\We're being told that the cause of the accident\was the dilapidated station building,\so I'm gonna prove that wrong!\It's all scientific-like, right?\I'm sure some people are saying that JJ Systems\used microwaves to cause the accident...\But there's no way someone would have that fired at a building they were in. response:	What?! I'm proving him innocent!
context: We're being told that the cause of the accident\was the dilapidated station building,\so I'm gonna prove that wrong!\It's all scientific-like, right?\I'm sure some people are saying that JJ Systems\used microwaves to cause the accident...\But there's no way someone would have that fired at a building they were in.\What?! I'm proving him innocent! response:	What?!
context: was the dilapidated station building,\so I'm gonna prove that wrong!\It's all scientific-like, right?\I'm sure some people are saying that JJ Systems\used microwaves to cause the accident...\But there's no way someone would have that fired at a building they were in.\What?! I'm proving him innocent!\What?! response:	What is it?!
context: so I'm gonna prove that wrong!\It's all scientific-like, right?\I'm sure some people are saying that JJ Systems\used microwaves to cause the accident...\But there's no way someone would have that fired at a building they were in.\What?! I'm proving him innocent!\What?!\What is it?! response:	That day, I saw...
context: It's all scientific-like, right?\I'm sure some people are saying that JJ Systems\used microwaves to cause the accident...\But there's no way someone would have that fired at a building they were in.\What?! I'm proving him innocent!\What?!\What is it?!\That day, I saw... response:	Saw what?
context: I'm sure some people are saying that JJ Systems\used microwaves to cause the accident...\But there's no way someone would have that fired at a building they were in.\What?! I'm proving him innocent!\What?!\What is it?!\That day, I saw...\Saw what? response:	My father... was at home...
context: used microwaves to cause the accident...\But there's no way someone would have that fired at a building they were in.\What?! I'm proving him innocent!\What?!\What is it?!\That day, I saw...\Saw what?\My father... was at home... response:	My father wasn't at the TV station. He was at home!
context: But there's no way someone would have that fired at a building they were in.\What?! I'm proving him innocent!\What?!\What is it?!\That day, I saw...\Saw what?\My father... was at home...\My father wasn't at the TV station. He was at home! response:	But later, I got a phone call from the hospital
context: What?! I'm proving him innocent!\What?!\What is it?!\That day, I saw...\Saw what?\My father... was at home...\My father wasn't at the TV station. He was at home!\But later, I got a phone call from the hospital response:	saying my father had been injured at the TV station.
context: What?!\What is it?!\That day, I saw...\Saw what?\My father... was at home...\My father wasn't at the TV station. He was at home!\But later, I got a phone call from the hospital\saying my father had been injured at the TV station. response:	The producer says my father was at the studio, too...
context: What is it?!\That day, I saw...\Saw what?\My father... was at home...\My father wasn't at the TV station. He was at home!\But later, I got a phone call from the hospital\saying my father had been injured at the TV station.\The producer says my father was at the studio, too... response:	It's just like a doppelganger!
context: That day, I saw...\Saw what?\My father... was at home...\My father wasn't at the TV station. He was at home!\But later, I got a phone call from the hospital\saying my father had been injured at the TV station.\The producer says my father was at the studio, too...\It's just like a doppelganger! response:	Unless someone disguised himself as my father?!
context: Saw what?\My father... was at home...\My father wasn't at the TV station. He was at home!\But later, I got a phone call from the hospital\saying my father had been injured at the TV station.\The producer says my father was at the studio, too...\It's just like a doppelganger!\Unless someone disguised himself as my father?! response:	Why did you tell me?
context: My father... was at home...\My father wasn't at the TV station. He was at home!\But later, I got a phone call from the hospital\saying my father had been injured at the TV station.\The producer says my father was at the studio, too...\It's just like a doppelganger!\Unless someone disguised himself as my father?!\Why did you tell me? response:	I don't know...
context: My father wasn't at the TV station. He was at home!\But later, I got a phone call from the hospital\saying my father had been injured at the TV station.\The producer says my father was at the studio, too...\It's just like a doppelganger!\Unless someone disguised himself as my father?!\Why did you tell me?\I don't know... response:	What's that?
context: But later, I got a phone call from the hospital\saying my father had been injured at the TV station.\The producer says my father was at the studio, too...\It's just like a doppelganger!\Unless someone disguised himself as my father?!\Why did you tell me?\I don't know...\What's that? response:	I'm returning your fee.
context: saying my father had been injured at the TV station.\The producer says my father was at the studio, too...\It's just like a doppelganger!\Unless someone disguised himself as my father?!\Why did you tell me?\I don't know...\What's that?\I'm returning your fee. response:	Detective!
context: The producer says my father was at the studio, too...\It's just like a doppelganger!\Unless someone disguised himself as my father?!\Why did you tell me?\I don't know...\What's that?\I'm returning your fee.\Detective! response:	Do you think my father is the criminal?
context: It's just like a doppelganger!\Unless someone disguised himself as my father?!\Why did you tell me?\I don't know...\What's that?\I'm returning your fee.\Detective!\Do you think my father is the criminal? response:	Damn it! Damn it all to hell!
context: Unless someone disguised himself as my father?!\Why did you tell me?\I don't know...\What's that?\I'm returning your fee.\Detective!\Do you think my father is the criminal?\Damn it! Damn it all to hell! response:	What are you doing, Shinjurou?
context: Why did you tell me?\I don't know...\What's that?\I'm returning your fee.\Detective!\Do you think my father is the criminal?\Damn it! Damn it all to hell!\What are you doing, Shinjurou? response:	Inga...
context: I don't know...\What's that?\I'm returning your fee.\Detective!\Do you think my father is the criminal?\Damn it! Damn it all to hell!\What are you doing, Shinjurou?\Inga... response:	You're back?
