context: The fifth match, response:	the exam with Team Uraraka and Aoyama against Thirteen,
context: How pathetic, to be taken down by some bugs!\Team Koda and Jiro have passed!\Affiliation: U.A. High School Hero Class 1-A Birthday: 5/30 Height: 168 cm Blood Type: O Likes: Himself\Yuga Aoyama Quirk: Naval Laser He can shoot a strong laser beam from his bellybutton.\Affiliation: U.A. High School Hero Class 1-A Birthday: 2/1 Height: 186 cm Blood Type: A Likes: Nature\Koji Koda Quirk: Anivoice He can put his will into his voice and make animals do as he says.\Eighth Match Team Hagakure and Shoji vs Snipe\Shoji, at this rate, we can't move at all! response:	Toru Hagakure - Quirk: Invisibility Mezo Shoji - Quirk: Dupli-Arms
context: Team Koda and Jiro have passed!\Affiliation: U.A. High School Hero Class 1-A Birthday: 5/30 Height: 168 cm Blood Type: O Likes: Himself\Yuga Aoyama Quirk: Naval Laser He can shoot a strong laser beam from his bellybutton.\Affiliation: U.A. High School Hero Class 1-A Birthday: 2/1 Height: 186 cm Blood Type: A Likes: Nature\Koji Koda Quirk: Anivoice He can put his will into his voice and make animals do as he says.\Eighth Match Team Hagakure and Shoji vs Snipe\Shoji, at this rate, we can't move at all!\Toru Hagakure - Quirk: Invisibility Mezo Shoji - Quirk: Dupli-Arms response:	Calm down, it's just a diversion.
context: Affiliation: U.A. High School Hero Class 1-A Birthday: 5/30 Height: 168 cm Blood Type: O Likes: Himself\Yuga Aoyama Quirk: Naval Laser He can shoot a strong laser beam from his bellybutton.\Affiliation: U.A. High School Hero Class 1-A Birthday: 2/1 Height: 186 cm Blood Type: A Likes: Nature\Koji Koda Quirk: Anivoice He can put his will into his voice and make animals do as he says.\Eighth Match Team Hagakure and Shoji vs Snipe\Shoji, at this rate, we can't move at all!\Toru Hagakure - Quirk: Invisibility Mezo Shoji - Quirk: Dupli-Arms\Calm down, it's just a diversion. response:	Even so, escaping will be a Herculean task.
context: Yuga Aoyama Quirk: Naval Laser He can shoot a strong laser beam from his bellybutton.\Affiliation: U.A. High School Hero Class 1-A Birthday: 2/1 Height: 186 cm Blood Type: A Likes: Nature\Koji Koda Quirk: Anivoice He can put his will into his voice and make animals do as he says.\Eighth Match Team Hagakure and Shoji vs Snipe\Shoji, at this rate, we can't move at all!\Toru Hagakure - Quirk: Invisibility Mezo Shoji - Quirk: Dupli-Arms\Calm down, it's just a diversion.\Even so, escaping will be a Herculean task. response:	The only consolation is that our opponent's movements are slowed by the weights.
context: Affiliation: U.A. High School Hero Class 1-A Birthday: 2/1 Height: 186 cm Blood Type: A Likes: Nature\Koji Koda Quirk: Anivoice He can put his will into his voice and make animals do as he says.\Eighth Match Team Hagakure and Shoji vs Snipe\Shoji, at this rate, we can't move at all!\Toru Hagakure - Quirk: Invisibility Mezo Shoji - Quirk: Dupli-Arms\Calm down, it's just a diversion.\Even so, escaping will be a Herculean task.\The only consolation is that our opponent's movements are slowed by the weights. response:	Now, let's see who's better at hide-and-seek.
context: Koji Koda Quirk: Anivoice He can put his will into his voice and make animals do as he says.\Eighth Match Team Hagakure and Shoji vs Snipe\Shoji, at this rate, we can't move at all!\Toru Hagakure - Quirk: Invisibility Mezo Shoji - Quirk: Dupli-Arms\Calm down, it's just a diversion.\Even so, escaping will be a Herculean task.\The only consolation is that our opponent's movements are slowed by the weights.\Now, let's see who's better at hide-and-seek. response:	A smoke bomb?
context: Eighth Match Team Hagakure and Shoji vs Snipe\Shoji, at this rate, we can't move at all!\Toru Hagakure - Quirk: Invisibility Mezo Shoji - Quirk: Dupli-Arms\Calm down, it's just a diversion.\Even so, escaping will be a Herculean task.\The only consolation is that our opponent's movements are slowed by the weights.\Now, let's see who's better at hide-and-seek.\A smoke bomb? response:	Is he trying to obstruct our view?
context: Shoji, at this rate, we can't move at all!\Toru Hagakure - Quirk: Invisibility Mezo Shoji - Quirk: Dupli-Arms\Calm down, it's just a diversion.\Even so, escaping will be a Herculean task.\The only consolation is that our opponent's movements are slowed by the weights.\Now, let's see who's better at hide-and-seek.\A smoke bomb?\Is he trying to obstruct our view? response:	But he'll have to deal with it, too.
context: Toru Hagakure - Quirk: Invisibility Mezo Shoji - Quirk: Dupli-Arms\Calm down, it's just a diversion.\Even so, escaping will be a Herculean task.\The only consolation is that our opponent's movements are slowed by the weights.\Now, let's see who's better at hide-and-seek.\A smoke bomb?\Is he trying to obstruct our view?\But he'll have to deal with it, too. response:	Pro Hero - Snipe - Quirk: Homing
context: Calm down, it's just a diversion.\Even so, escaping will be a Herculean task.\The only consolation is that our opponent's movements are slowed by the weights.\Now, let's see who's better at hide-and-seek.\A smoke bomb?\Is he trying to obstruct our view?\But he'll have to deal with it, too.\Pro Hero - Snipe - Quirk: Homing response:	However, I can feel your presence.
context: Even so, escaping will be a Herculean task.\The only consolation is that our opponent's movements are slowed by the weights.\Now, let's see who's better at hide-and-seek.\A smoke bomb?\Is he trying to obstruct our view?\But he'll have to deal with it, too.\Pro Hero - Snipe - Quirk: Homing\However, I can feel your presence. response:	Are you all right, Hagakure?
context: The only consolation is that our opponent's movements are slowed by the weights.\Now, let's see who's better at hide-and-seek.\A smoke bomb?\Is he trying to obstruct our view?\But he'll have to deal with it, too.\Pro Hero - Snipe - Quirk: Homing\However, I can feel your presence.\Are you all right, Hagakure? response:	Hagakure?
context: Now, let's see who's better at hide-and-seek.\A smoke bomb?\Is he trying to obstruct our view?\But he'll have to deal with it, too.\Pro Hero - Snipe - Quirk: Homing\However, I can feel your presence.\Are you all right, Hagakure?\Hagakure? response:	So that's what she's doing.
context: A smoke bomb?\Is he trying to obstruct our view?\But he'll have to deal with it, too.\Pro Hero - Snipe - Quirk: Homing\However, I can feel your presence.\Are you all right, Hagakure?\Hagakure?\So that's what she's doing. response:	You're being too rash!
context: Is he trying to obstruct our view?\But he'll have to deal with it, too.\Pro Hero - Snipe - Quirk: Homing\However, I can feel your presence.\Are you all right, Hagakure?\Hagakure?\So that's what she's doing.\You're being too rash! response:	Aren't you giving up a little too easily?
context: But he'll have to deal with it, too.\Pro Hero - Snipe - Quirk: Homing\However, I can feel your presence.\Are you all right, Hagakure?\Hagakure?\So that's what she's doing.\You're being too rash!\Aren't you giving up a little too easily? response:	Got him!
context: Pro Hero - Snipe - Quirk: Homing\However, I can feel your presence.\Are you all right, Hagakure?\Hagakure?\So that's what she's doing.\You're being too rash!\Aren't you giving up a little too easily?\Got him! response:	When did you-
context: However, I can feel your presence.\Are you all right, Hagakure?\Hagakure?\So that's what she's doing.\You're being too rash!\Aren't you giving up a little too easily?\Got him!\When did you- response:	Bounce?
context: Are you all right, Hagakure?\Hagakure?\So that's what she's doing.\You're being too rash!\Aren't you giving up a little too easily?\Got him!\When did you-\Bounce? response:	Mr. Snipe!
context: Hagakure?\So that's what she's doing.\You're being too rash!\Aren't you giving up a little too easily?\Got him!\When did you-\Bounce?\Mr. Snipe! response:	It was a misunderstanding! It was beyond my control! I didn't do it on purpose...!
context: So that's what she's doing.\You're being too rash!\Aren't you giving up a little too easily?\Got him!\When did you-\Bounce?\Mr. Snipe!\It was a misunderstanding! It was beyond my control! I didn't do it on purpose...! response:	Team Hagukure and Shoji have passed!
context: You're being too rash!\Aren't you giving up a little too easily?\Got him!\When did you-\Bounce?\Mr. Snipe!\It was a misunderstanding! It was beyond my control! I didn't do it on purpose...!\Team Hagukure and Shoji have passed! response:	As expected, Hagakure is a cut above when it comes to covert activities!
context: Aren't you giving up a little too easily?\Got him!\When did you-\Bounce?\Mr. Snipe!\It was a misunderstanding! It was beyond my control! I didn't do it on purpose...!\Team Hagukure and Shoji have passed!\As expected, Hagakure is a cut above when it comes to covert activities! response:	Shoji also did a good job helping by drawing Mr. Snipe's attention away from her.
context: Got him!\When did you-\Bounce?\Mr. Snipe!\It was a misunderstanding! It was beyond my control! I didn't do it on purpose...!\Team Hagukure and Shoji have passed!\As expected, Hagakure is a cut above when it comes to covert activities!\Shoji also did a good job helping by drawing Mr. Snipe's attention away from her. response:	-Ribbit. -Yeah!
context: When did you-\Bounce?\Mr. Snipe!\It was a misunderstanding! It was beyond my control! I didn't do it on purpose...!\Team Hagukure and Shoji have passed!\As expected, Hagakure is a cut above when it comes to covert activities!\Shoji also did a good job helping by drawing Mr. Snipe's attention away from her.\-Ribbit. -Yeah! response:	Team Mineta and Sero, practical exam.
context: Bounce?\Mr. Snipe!\It was a misunderstanding! It was beyond my control! I didn't do it on purpose...!\Team Hagukure and Shoji have passed!\As expected, Hagakure is a cut above when it comes to covert activities!\Shoji also did a good job helping by drawing Mr. Snipe's attention away from her.\-Ribbit. -Yeah!\Team Mineta and Sero, practical exam. response:	Ready, go!
context: Mr. Snipe!\It was a misunderstanding! It was beyond my control! I didn't do it on purpose...!\Team Hagukure and Shoji have passed!\As expected, Hagakure is a cut above when it comes to covert activities!\Shoji also did a good job helping by drawing Mr. Snipe's attention away from her.\-Ribbit. -Yeah!\Team Mineta and Sero, practical exam.\Ready, go! response:	Deku, you're up next, right?
context: It was a misunderstanding! It was beyond my control! I didn't do it on purpose...!\Team Hagukure and Shoji have passed!\As expected, Hagakure is a cut above when it comes to covert activities!\Shoji also did a good job helping by drawing Mr. Snipe's attention away from her.\-Ribbit. -Yeah!\Team Mineta and Sero, practical exam.\Ready, go!\Deku, you're up next, right? response:	You're not going to the exam area?
context: Team Hagukure and Shoji have passed!\As expected, Hagakure is a cut above when it comes to covert activities!\Shoji also did a good job helping by drawing Mr. Snipe's attention away from her.\-Ribbit. -Yeah!\Team Mineta and Sero, practical exam.\Ready, go!\Deku, you're up next, right?\You're not going to the exam area? response:	Oh, yeah, it is, but I'll watch everyone fight until the last minute.
context: As expected, Hagakure is a cut above when it comes to covert activities!\Shoji also did a good job helping by drawing Mr. Snipe's attention away from her.\-Ribbit. -Yeah!\Team Mineta and Sero, practical exam.\Ready, go!\Deku, you're up next, right?\You're not going to the exam area?\Oh, yeah, it is, but I'll watch everyone fight until the last minute. response:	It's useful to see how everyone's using their Quirks,
context: Shoji also did a good job helping by drawing Mr. Snipe's attention away from her.\-Ribbit. -Yeah!\Team Mineta and Sero, practical exam.\Ready, go!\Deku, you're up next, right?\You're not going to the exam area?\Oh, yeah, it is, but I'll watch everyone fight until the last minute.\It's useful to see how everyone's using their Quirks, response:	but I also feel like I'm getting strength from watching them.
context: -Ribbit. -Yeah!\Team Mineta and Sero, practical exam.\Ready, go!\Deku, you're up next, right?\You're not going to the exam area?\Oh, yeah, it is, but I'll watch everyone fight until the last minute.\It's useful to see how everyone's using their Quirks,\but I also feel like I'm getting strength from watching them. response:	Everyone's really amazing.
context: Team Mineta and Sero, practical exam.\Ready, go!\Deku, you're up next, right?\You're not going to the exam area?\Oh, yeah, it is, but I'll watch everyone fight until the last minute.\It's useful to see how everyone's using their Quirks,\but I also feel like I'm getting strength from watching them.\Everyone's really amazing. response:	Even if they couldn't pass, they fought until the end...
context: Ready, go!\Deku, you're up next, right?\You're not going to the exam area?\Oh, yeah, it is, but I'll watch everyone fight until the last minute.\It's useful to see how everyone's using their Quirks,\but I also feel like I'm getting strength from watching them.\Everyone's really amazing.\Even if they couldn't pass, they fought until the end... response:	They're all excellent U.A. students who never give up!
context: Deku, you're up next, right?\You're not going to the exam area?\Oh, yeah, it is, but I'll watch everyone fight until the last minute.\It's useful to see how everyone's using their Quirks,\but I also feel like I'm getting strength from watching them.\Everyone's really amazing.\Even if they couldn't pass, they fought until the end...\They're all excellent U.A. students who never give up! response:	Yeah!
context: You're not going to the exam area?\Oh, yeah, it is, but I'll watch everyone fight until the last minute.\It's useful to see how everyone's using their Quirks,\but I also feel like I'm getting strength from watching them.\Everyone's really amazing.\Even if they couldn't pass, they fought until the end...\They're all excellent U.A. students who never give up!\Yeah! response:	Well...
context: Oh, yeah, it is, but I'll watch everyone fight until the last minute.\It's useful to see how everyone's using their Quirks,\but I also feel like I'm getting strength from watching them.\Everyone's really amazing.\Even if they couldn't pass, they fought until the end...\They're all excellent U.A. students who never give up!\Yeah!\Well... response:	There's one...
context: It's useful to see how everyone's using their Quirks,\but I also feel like I'm getting strength from watching them.\Everyone's really amazing.\Even if they couldn't pass, they fought until the end...\They're all excellent U.A. students who never give up!\Yeah!\Well...\There's one... response:	Mineta?!
context: but I also feel like I'm getting strength from watching them.\Everyone's really amazing.\Even if they couldn't pass, they fought until the end...\They're all excellent U.A. students who never give up!\Yeah!\Well...\There's one...\Mineta?! response:	Damn it! How can I take this stupid test?!
context: Everyone's really amazing.\Even if they couldn't pass, they fought until the end...\They're all excellent U.A. students who never give up!\Yeah!\Well...\There's one...\Mineta?!\Damn it! How can I take this stupid test?! response:	Minoru Mineta - Quirk: Pop Off
context: Even if they couldn't pass, they fought until the end...\They're all excellent U.A. students who never give up!\Yeah!\Well...\There's one...\Mineta?!\Damn it! How can I take this stupid test?!\Minoru Mineta - Quirk: Pop Off response:	This is crap! It's completely unfair! How can I take such an unfair test?!
context: They're all excellent U.A. students who never give up!\Yeah!\Well...\There's one...\Mineta?!\Damn it! How can I take this stupid test?!\Minoru Mineta - Quirk: Pop Off\This is crap! It's completely unfair! How can I take such an unfair test?! response:	But he was looking forward to the training camp so much!
context: Yeah!\Well...\There's one...\Mineta?!\Damn it! How can I take this stupid test?!\Minoru Mineta - Quirk: Pop Off\This is crap! It's completely unfair! How can I take such an unfair test?!\But he was looking forward to the training camp so much! response:	Why is he so ready to run away?
context: Well...\There's one...\Mineta?!\Damn it! How can I take this stupid test?!\Minoru Mineta - Quirk: Pop Off\This is crap! It's completely unfair! How can I take such an unfair test?!\But he was looking forward to the training camp so much!\Why is he so ready to run away? response:	If it's gotten that far, it might be hard for him...
context: There's one...\Mineta?!\Damn it! How can I take this stupid test?!\Minoru Mineta - Quirk: Pop Off\This is crap! It's completely unfair! How can I take such an unfair test?!\But he was looking forward to the training camp so much!\Why is he so ready to run away?\If it's gotten that far, it might be hard for him... response:	For this practical exam, All Might, Mic, Cementoss,
context: Mineta?!\Damn it! How can I take this stupid test?!\Minoru Mineta - Quirk: Pop Off\This is crap! It's completely unfair! How can I take such an unfair test?!\But he was looking forward to the training camp so much!\Why is he so ready to run away?\If it's gotten that far, it might be hard for him...\For this practical exam, All Might, Mic, Cementoss, response:	and Midnight are all especially hard.
context: Damn it! How can I take this stupid test?!\Minoru Mineta - Quirk: Pop Off\This is crap! It's completely unfair! How can I take such an unfair test?!\But he was looking forward to the training camp so much!\Why is he so ready to run away?\If it's gotten that far, it might be hard for him...\For this practical exam, All Might, Mic, Cementoss,\and Midnight are all especially hard. response:	Depending on the person,
context: Minoru Mineta - Quirk: Pop Off\This is crap! It's completely unfair! How can I take such an unfair test?!\But he was looking forward to the training camp so much!\Why is he so ready to run away?\If it's gotten that far, it might be hard for him...\For this practical exam, All Might, Mic, Cementoss,\and Midnight are all especially hard.\Depending on the person, response:	it isn't hard to imagine someone being checkmated or feeling like they are.
context: This is crap! It's completely unfair! How can I take such an unfair test?!\But he was looking forward to the training camp so much!\Why is he so ready to run away?\If it's gotten that far, it might be hard for him...\For this practical exam, All Might, Mic, Cementoss,\and Midnight are all especially hard.\Depending on the person,\it isn't hard to imagine someone being checkmated or feeling like they are. response:	Midnight - Quirk: Somnambulist
context: But he was looking forward to the training camp so much!\Why is he so ready to run away?\If it's gotten that far, it might be hard for him...\For this practical exam, All Might, Mic, Cementoss,\and Midnight are all especially hard.\Depending on the person,\it isn't hard to imagine someone being checkmated or feeling like they are.\Midnight - Quirk: Somnambulist response:	Midnight. Quirk: Somnambulist.
context: Why is he so ready to run away?\If it's gotten that far, it might be hard for him...\For this practical exam, All Might, Mic, Cementoss,\and Midnight are all especially hard.\Depending on the person,\it isn't hard to imagine someone being checkmated or feeling like they are.\Midnight - Quirk: Somnambulist\Midnight. Quirk: Somnambulist. response:	She can make people fall asleep with the fragrance coming from her body.
context: If it's gotten that far, it might be hard for him...\For this practical exam, All Might, Mic, Cementoss,\and Midnight are all especially hard.\Depending on the person,\it isn't hard to imagine someone being checkmated or feeling like they are.\Midnight - Quirk: Somnambulist\Midnight. Quirk: Somnambulist.\She can make people fall asleep with the fragrance coming from her body. response:	It works better on boys than girls!
context: For this practical exam, All Might, Mic, Cementoss,\and Midnight are all especially hard.\Depending on the person,\it isn't hard to imagine someone being checkmated or feeling like they are.\Midnight - Quirk: Somnambulist\Midnight. Quirk: Somnambulist.\She can make people fall asleep with the fragrance coming from her body.\It works better on boys than girls! response:	It's working, it's working.
context: and Midnight are all especially hard.\Depending on the person,\it isn't hard to imagine someone being checkmated or feeling like they are.\Midnight - Quirk: Somnambulist\Midnight. Quirk: Somnambulist.\She can make people fall asleep with the fragrance coming from her body.\It works better on boys than girls!\It's working, it's working. response:	Hanta Sero - Quirk: Tape
context: Depending on the person,\it isn't hard to imagine someone being checkmated or feeling like they are.\Midnight - Quirk: Somnambulist\Midnight. Quirk: Somnambulist.\She can make people fall asleep with the fragrance coming from her body.\It works better on boys than girls!\It's working, it's working.\Hanta Sero - Quirk: Tape response:	Grape Juice, the gate's in the opposite direction.
context: it isn't hard to imagine someone being checkmated or feeling like they are.\Midnight - Quirk: Somnambulist\Midnight. Quirk: Somnambulist.\She can make people fall asleep with the fragrance coming from her body.\It works better on boys than girls!\It's working, it's working.\Hanta Sero - Quirk: Tape\Grape Juice, the gate's in the opposite direction. response:	Sero, damn it! I won't forgive you!
context: Midnight - Quirk: Somnambulist\Midnight. Quirk: Somnambulist.\She can make people fall asleep with the fragrance coming from her body.\It works better on boys than girls!\It's working, it's working.\Hanta Sero - Quirk: Tape\Grape Juice, the gate's in the opposite direction.\Sero, damn it! I won't forgive you! response:	Why is he crying blood?
context: Midnight. Quirk: Somnambulist.\She can make people fall asleep with the fragrance coming from her body.\It works better on boys than girls!\It's working, it's working.\Hanta Sero - Quirk: Tape\Grape Juice, the gate's in the opposite direction.\Sero, damn it! I won't forgive you!\Why is he crying blood? response:	Maybe because he's jealous of Sero?
context: She can make people fall asleep with the fragrance coming from her body.\It works better on boys than girls!\It's working, it's working.\Hanta Sero - Quirk: Tape\Grape Juice, the gate's in the opposite direction.\Sero, damn it! I won't forgive you!\Why is he crying blood?\Maybe because he's jealous of Sero? response:	Sero, you bastard!
context: It works better on boys than girls!\It's working, it's working.\Hanta Sero - Quirk: Tape\Grape Juice, the gate's in the opposite direction.\Sero, damn it! I won't forgive you!\Why is he crying blood?\Maybe because he's jealous of Sero?\Sero, you bastard! response:	Look out!
context: It's working, it's working.\Hanta Sero - Quirk: Tape\Grape Juice, the gate's in the opposite direction.\Sero, damn it! I won't forgive you!\Why is he crying blood?\Maybe because he's jealous of Sero?\Sero, you bastard!\Look out! response:	Don't get too close, Mineta!
context: Hanta Sero - Quirk: Tape\Grape Juice, the gate's in the opposite direction.\Sero, damn it! I won't forgive you!\Why is he crying blood?\Maybe because he's jealous of Sero?\Sero, you bastard!\Look out!\Don't get too close, Mineta! response:	Chest!
context: Grape Juice, the gate's in the opposite direction.\Sero, damn it! I won't forgive you!\Why is he crying blood?\Maybe because he's jealous of Sero?\Sero, you bastard!\Look out!\Don't get too close, Mineta!\Chest! response:	And-
context: Sero, damn it! I won't forgive you!\Why is he crying blood?\Maybe because he's jealous of Sero?\Sero, you bastard!\Look out!\Don't get too close, Mineta!\Chest!\And- response:	Knees!
context: Why is he crying blood?\Maybe because he's jealous of Sero?\Sero, you bastard!\Look out!\Don't get too close, Mineta!\Chest!\And-\Knees! response:	If Sero hadn't saved me, then I'd be in that position right about now!
context: Maybe because he's jealous of Sero?\Sero, you bastard!\Look out!\Don't get too close, Mineta!\Chest!\And-\Knees!\If Sero hadn't saved me, then I'd be in that position right about now! response:	Mineta...
context: Sero, you bastard!\Look out!\Don't get too close, Mineta!\Chest!\And-\Knees!\If Sero hadn't saved me, then I'd be in that position right about now!\Mineta... response:	It might be hard for a kid like that to survive in this place.
context: Look out!\Don't get too close, Mineta!\Chest!\And-\Knees!\If Sero hadn't saved me, then I'd be in that position right about now!\Mineta...\It might be hard for a kid like that to survive in this place. response:	What do you mean?
context: Don't get too close, Mineta!\Chest!\And-\Knees!\If Sero hadn't saved me, then I'd be in that position right about now!\Mineta...\It might be hard for a kid like that to survive in this place.\What do you mean? response:	In order to keep overcoming those walls without losing steam,
context: Chest!\And-\Knees!\If Sero hadn't saved me, then I'd be in that position right about now!\Mineta...\It might be hard for a kid like that to survive in this place.\What do you mean?\In order to keep overcoming those walls without losing steam, response:	the students need a concrete goal to focus on.
context: And-\Knees!\If Sero hadn't saved me, then I'd be in that position right about now!\Mineta...\It might be hard for a kid like that to survive in this place.\What do you mean?\In order to keep overcoming those walls without losing steam,\the students need a concrete goal to focus on. response:	It's not so easy a path that one can climb it with vague feelings
context: Knees!\If Sero hadn't saved me, then I'd be in that position right about now!\Mineta...\It might be hard for a kid like that to survive in this place.\What do you mean?\In order to keep overcoming those walls without losing steam,\the students need a concrete goal to focus on.\It's not so easy a path that one can climb it with vague feelings response:	of wanting to be a hero.
context: If Sero hadn't saved me, then I'd be in that position right about now!\Mineta...\It might be hard for a kid like that to survive in this place.\What do you mean?\In order to keep overcoming those walls without losing steam,\the students need a concrete goal to focus on.\It's not so easy a path that one can climb it with vague feelings\of wanting to be a hero. response:	Even if they do become heroes,
context: Mineta...\It might be hard for a kid like that to survive in this place.\What do you mean?\In order to keep overcoming those walls without losing steam,\the students need a concrete goal to focus on.\It's not so easy a path that one can climb it with vague feelings\of wanting to be a hero.\Even if they do become heroes, response:	people whose end goal is to become a hero have no future.
context: It might be hard for a kid like that to survive in this place.\What do you mean?\In order to keep overcoming those walls without losing steam,\the students need a concrete goal to focus on.\It's not so easy a path that one can climb it with vague feelings\of wanting to be a hero.\Even if they do become heroes,\people whose end goal is to become a hero have no future. response:	In the end, is there a goal in that child's heart that he can focus on?
context: What do you mean?\In order to keep overcoming those walls without losing steam,\the students need a concrete goal to focus on.\It's not so easy a path that one can climb it with vague feelings\of wanting to be a hero.\Even if they do become heroes,\people whose end goal is to become a hero have no future.\In the end, is there a goal in that child's heart that he can focus on? response:	I want to touch a woman's body... I want to be popular with the ladies...
context: In order to keep overcoming those walls without losing steam,\the students need a concrete goal to focus on.\It's not so easy a path that one can climb it with vague feelings\of wanting to be a hero.\Even if they do become heroes,\people whose end goal is to become a hero have no future.\In the end, is there a goal in that child's heart that he can focus on?\I want to touch a woman's body... I want to be popular with the ladies... response:	He's very direct.
context: the students need a concrete goal to focus on.\It's not so easy a path that one can climb it with vague feelings\of wanting to be a hero.\Even if they do become heroes,\people whose end goal is to become a hero have no future.\In the end, is there a goal in that child's heart that he can focus on?\I want to touch a woman's body... I want to be popular with the ladies...\He's very direct. response:	What the heck? Why is my exam the only one like this...?
context: It's not so easy a path that one can climb it with vague feelings\of wanting to be a hero.\Even if they do become heroes,\people whose end goal is to become a hero have no future.\In the end, is there a goal in that child's heart that he can focus on?\I want to touch a woman's body... I want to be popular with the ladies...\He's very direct.\What the heck? Why is my exam the only one like this...? response:	Just one sniff and you'll fall asleep and be forced to retire...
context: of wanting to be a hero.\Even if they do become heroes,\people whose end goal is to become a hero have no future.\In the end, is there a goal in that child's heart that he can focus on?\I want to touch a woman's body... I want to be popular with the ladies...\He's very direct.\What the heck? Why is my exam the only one like this...?\Just one sniff and you'll fall asleep and be forced to retire... response:	Jeez!
context: Even if they do become heroes,\people whose end goal is to become a hero have no future.\In the end, is there a goal in that child's heart that he can focus on?\I want to touch a woman's body... I want to be popular with the ladies...\He's very direct.\What the heck? Why is my exam the only one like this...?\Just one sniff and you'll fall asleep and be forced to retire...\Jeez! response:	Mineta, did you really come to U.A. wanting to be a hero?
context: people whose end goal is to become a hero have no future.\In the end, is there a goal in that child's heart that he can focus on?\I want to touch a woman's body... I want to be popular with the ladies...\He's very direct.\What the heck? Why is my exam the only one like this...?\Just one sniff and you'll fall asleep and be forced to retire...\Jeez!\Mineta, did you really come to U.A. wanting to be a hero? response:	Shut up, what's wrong with that?
context: In the end, is there a goal in that child's heart that he can focus on?\I want to touch a woman's body... I want to be popular with the ladies...\He's very direct.\What the heck? Why is my exam the only one like this...?\Just one sniff and you'll fall asleep and be forced to retire...\Jeez!\Mineta, did you really come to U.A. wanting to be a hero?\Shut up, what's wrong with that? response:	What? No way, is it really true?
context: I want to touch a woman's body... I want to be popular with the ladies...\He's very direct.\What the heck? Why is my exam the only one like this...?\Just one sniff and you'll fall asleep and be forced to retire...\Jeez!\Mineta, did you really come to U.A. wanting to be a hero?\Shut up, what's wrong with that?\What? No way, is it really true? response:	Yeah, I'm serious! Wanna go together next time?
context: He's very direct.\What the heck? Why is my exam the only one like this...?\Just one sniff and you'll fall asleep and be forced to retire...\Jeez!\Mineta, did you really come to U.A. wanting to be a hero?\Shut up, what's wrong with that?\What? No way, is it really true?\Yeah, I'm serious! Wanna go together next time? response:	Yeah, sure!
context: What the heck? Why is my exam the only one like this...?\Just one sniff and you'll fall asleep and be forced to retire...\Jeez!\Mineta, did you really come to U.A. wanting to be a hero?\Shut up, what's wrong with that?\What? No way, is it really true?\Yeah, I'm serious! Wanna go together next time?\Yeah, sure! response:	I wanted to be popular with girls. That's why I wanted to be a hero.
context: Just one sniff and you'll fall asleep and be forced to retire...\Jeez!\Mineta, did you really come to U.A. wanting to be a hero?\Shut up, what's wrong with that?\What? No way, is it really true?\Yeah, I'm serious! Wanna go together next time?\Yeah, sure!\I wanted to be popular with girls. That's why I wanted to be a hero. response:	I thought that I'd be popular once I became a hero.
context: Jeez!\Mineta, did you really come to U.A. wanting to be a hero?\Shut up, what's wrong with that?\What? No way, is it really true?\Yeah, I'm serious! Wanna go together next time?\Yeah, sure!\I wanted to be popular with girls. That's why I wanted to be a hero.\I thought that I'd be popular once I became a hero. response:	I thought that I'd be popular...!
context: Mineta, did you really come to U.A. wanting to be a hero?\Shut up, what's wrong with that?\What? No way, is it really true?\Yeah, I'm serious! Wanna go together next time?\Yeah, sure!\I wanted to be popular with girls. That's why I wanted to be a hero.\I thought that I'd be popular once I became a hero.\I thought that I'd be popular...! response:	I thought I'd stay enshrined in front of the gate until time ran out,
context: Shut up, what's wrong with that?\What? No way, is it really true?\Yeah, I'm serious! Wanna go together next time?\Yeah, sure!\I wanted to be popular with girls. That's why I wanted to be a hero.\I thought that I'd be popular once I became a hero.\I thought that I'd be popular...!\I thought I'd stay enshrined in front of the gate until time ran out, response:	but I suppose that's too inconsiderate.
context: What? No way, is it really true?\Yeah, I'm serious! Wanna go together next time?\Yeah, sure!\I wanted to be popular with girls. That's why I wanted to be a hero.\I thought that I'd be popular once I became a hero.\I thought that I'd be popular...!\I thought I'd stay enshrined in front of the gate until time ran out,\but I suppose that's too inconsiderate. response:	If someone runs away from me screaming,
context: Yeah, I'm serious! Wanna go together next time?\Yeah, sure!\I wanted to be popular with girls. That's why I wanted to be a hero.\I thought that I'd be popular once I became a hero.\I thought that I'd be popular...!\I thought I'd stay enshrined in front of the gate until time ran out,\but I suppose that's too inconsiderate.\If someone runs away from me screaming, response:	my sadistic side starts to throb so much I can't help it.
context: Yeah, sure!\I wanted to be popular with girls. That's why I wanted to be a hero.\I thought that I'd be popular once I became a hero.\I thought that I'd be popular...!\I thought I'd stay enshrined in front of the gate until time ran out,\but I suppose that's too inconsiderate.\If someone runs away from me screaming,\my sadistic side starts to throb so much I can't help it. response:	This is it! The eyes of a predator who's cornered its prey!
context: I wanted to be popular with girls. That's why I wanted to be a hero.\I thought that I'd be popular once I became a hero.\I thought that I'd be popular...!\I thought I'd stay enshrined in front of the gate until time ran out,\but I suppose that's too inconsiderate.\If someone runs away from me screaming,\my sadistic side starts to throb so much I can't help it.\This is it! The eyes of a predator who's cornered its prey! response:	You really are toeing the line there, Midnight!
