context: Yup, the Battle of Fairy Tail has been decided! response:	The Fantasia went great!
context: Whoa! It's really you!\This is radical, to the max!\Can I shake your hand?\Shut up!\Coool!\Whoa, he's just too cool...\Truly a hero!\I've never seen such a cool handshake before. response:	What a pro.
context: This is radical, to the max!\Can I shake your hand?\Shut up!\Coool!\Whoa, he's just too cool...\Truly a hero!\I've never seen such a cool handshake before.\What a pro. response:	Elfman, what is being a man to you?
context: Can I shake your hand?\Shut up!\Coool!\Whoa, he's just too cool...\Truly a hero!\I've never seen such a cool handshake before.\What a pro.\Elfman, what is being a man to you? response:	And his answer... Being a Man!
context: Shut up!\Coool!\Whoa, he's just too cool...\Truly a hero!\I've never seen such a cool handshake before.\What a pro.\Elfman, what is being a man to you?\And his answer... Being a Man! response:	So coool!
context: Coool!\Whoa, he's just too cool...\Truly a hero!\I've never seen such a cool handshake before.\What a pro.\Elfman, what is being a man to you?\And his answer... Being a Man!\So coool! response:	Team Shadow Gear, is it true you're in a love triangle?
context: Whoa, he's just too cool...\Truly a hero!\I've never seen such a cool handshake before.\What a pro.\Elfman, what is being a man to you?\And his answer... Being a Man!\So coool!\Team Shadow Gear, is it true you're in a love triangle? response:	And their answer... No comment.
context: Truly a hero!\I've never seen such a cool handshake before.\What a pro.\Elfman, what is being a man to you?\And his answer... Being a Man!\So coool!\Team Shadow Gear, is it true you're in a love triangle?\And their answer... No comment. response:	Dang, this rocks!
context: I've never seen such a cool handshake before.\What a pro.\Elfman, what is being a man to you?\And his answer... Being a Man!\So coool!\Team Shadow Gear, is it true you're in a love triangle?\And their answer... No comment.\Dang, this rocks! response:	Cana, do a photo shoot this time, okay?
context: What a pro.\Elfman, what is being a man to you?\And his answer... Being a Man!\So coool!\Team Shadow Gear, is it true you're in a love triangle?\And their answer... No comment.\Dang, this rocks!\Cana, do a photo shoot this time, okay? response:	Whatever! Have a seat and drink up!
context: Elfman, what is being a man to you?\And his answer... Being a Man!\So coool!\Team Shadow Gear, is it true you're in a love triangle?\And their answer... No comment.\Dang, this rocks!\Cana, do a photo shoot this time, okay?\Whatever! Have a seat and drink up! response:	I don't care how desperate I am, this ain't happening.
context: And his answer... Being a Man!\So coool!\Team Shadow Gear, is it true you're in a love triangle?\And their answer... No comment.\Dang, this rocks!\Cana, do a photo shoot this time, okay?\Whatever! Have a seat and drink up!\I don't care how desperate I am, this ain't happening. response:	Master, what are your aspirations for the guild?
context: So coool!\Team Shadow Gear, is it true you're in a love triangle?\And their answer... No comment.\Dang, this rocks!\Cana, do a photo shoot this time, okay?\Whatever! Have a seat and drink up!\I don't care how desperate I am, this ain't happening.\Master, what are your aspirations for the guild? response:	Um... To be devoted every day in our hearts to love and justice!
context: Team Shadow Gear, is it true you're in a love triangle?\And their answer... No comment.\Dang, this rocks!\Cana, do a photo shoot this time, okay?\Whatever! Have a seat and drink up!\I don't care how desperate I am, this ain't happening.\Master, what are your aspirations for the guild?\Um... To be devoted every day in our hearts to love and justice! response:	I smell a lie!
context: And their answer... No comment.\Dang, this rocks!\Cana, do a photo shoot this time, okay?\Whatever! Have a seat and drink up!\I don't care how desperate I am, this ain't happening.\Master, what are your aspirations for the guild?\Um... To be devoted every day in our hearts to love and justice!\I smell a lie! response:	The Raijin Tribe has been dissolved?
context: Dang, this rocks!\Cana, do a photo shoot this time, okay?\Whatever! Have a seat and drink up!\I don't care how desperate I am, this ain't happening.\Master, what are your aspirations for the guild?\Um... To be devoted every day in our hearts to love and justice!\I smell a lie!\The Raijin Tribe has been dissolved? response:	No.
context: Cana, do a photo shoot this time, okay?\Whatever! Have a seat and drink up!\I don't care how desperate I am, this ain't happening.\Master, what are your aspirations for the guild?\Um... To be devoted every day in our hearts to love and justice!\I smell a lie!\The Raijin Tribe has been dissolved?\No. response:	No way in hell!
context: Whatever! Have a seat and drink up!\I don't care how desperate I am, this ain't happening.\Master, what are your aspirations for the guild?\Um... To be devoted every day in our hearts to love and justice!\I smell a lie!\The Raijin Tribe has been dissolved?\No.\No way in hell! response:	We'll work hard to make up for Laxus!
context: I don't care how desperate I am, this ain't happening.\Master, what are your aspirations for the guild?\Um... To be devoted every day in our hearts to love and justice!\I smell a lie!\The Raijin Tribe has been dissolved?\No.\No way in hell!\We'll work hard to make up for Laxus! response:	You've had a makeover!
context: Master, what are your aspirations for the guild?\Um... To be devoted every day in our hearts to love and justice!\I smell a lie!\The Raijin Tribe has been dissolved?\No.\No way in hell!\We'll work hard to make up for Laxus!\You've had a makeover! response:	I'm aiming to win the next Miss Fairy Tail Contest!
context: Um... To be devoted every day in our hearts to love and justice!\I smell a lie!\The Raijin Tribe has been dissolved?\No.\No way in hell!\We'll work hard to make up for Laxus!\You've had a makeover!\I'm aiming to win the next Miss Fairy Tail Contest! response:	I haven't heard from you two in a while!
context: I smell a lie!\The Raijin Tribe has been dissolved?\No.\No way in hell!\We'll work hard to make up for Laxus!\You've had a makeover!\I'm aiming to win the next Miss Fairy Tail Contest!\I haven't heard from you two in a while! response:	Well, haven't you grown!
context: The Raijin Tribe has been dissolved?\No.\No way in hell!\We'll work hard to make up for Laxus!\You've had a makeover!\I'm aiming to win the next Miss Fairy Tail Contest!\I haven't heard from you two in a while!\Well, haven't you grown! response:	Go easy on us, got it?
context: No.\No way in hell!\We'll work hard to make up for Laxus!\You've had a makeover!\I'm aiming to win the next Miss Fairy Tail Contest!\I haven't heard from you two in a while!\Well, haven't you grown!\Go easy on us, got it? response:	Of course!
context: No way in hell!\We'll work hard to make up for Laxus!\You've had a makeover!\I'm aiming to win the next Miss Fairy Tail Contest!\I haven't heard from you two in a while!\Well, haven't you grown!\Go easy on us, got it?\Of course! response:	Hey, hey!
context: We'll work hard to make up for Laxus!\You've had a makeover!\I'm aiming to win the next Miss Fairy Tail Contest!\I haven't heard from you two in a while!\Well, haven't you grown!\Go easy on us, got it?\Of course!\Hey, hey! response:	He's not paying any attention to me at all!
context: You've had a makeover!\I'm aiming to win the next Miss Fairy Tail Contest!\I haven't heard from you two in a while!\Well, haven't you grown!\Go easy on us, got it?\Of course!\Hey, hey!\He's not paying any attention to me at all! response:	I have no other choice...
context: I'm aiming to win the next Miss Fairy Tail Contest!\I haven't heard from you two in a while!\Well, haven't you grown!\Go easy on us, got it?\Of course!\Hey, hey!\He's not paying any attention to me at all!\I have no other choice... response:	It's embarrassing, but it's my only option!
context: I haven't heard from you two in a while!\Well, haven't you grown!\Go easy on us, got it?\Of course!\Hey, hey!\He's not paying any attention to me at all!\I have no other choice...\It's embarrassing, but it's my only option! response:	Attention, everyone!
context: Well, haven't you grown!\Go easy on us, got it?\Of course!\Hey, hey!\He's not paying any attention to me at all!\I have no other choice...\It's embarrassing, but it's my only option!\Attention, everyone! response:	I'm a cute li'l bunny!
context: Go easy on us, got it?\Of course!\Hey, hey!\He's not paying any attention to me at all!\I have no other choice...\It's embarrassing, but it's my only option!\Attention, everyone!\I'm a cute li'l bunny! response:	I'll be the one to sing!
context: Of course!\Hey, hey!\He's not paying any attention to me at all!\I have no other choice...\It's embarrassing, but it's my only option!\Attention, everyone!\I'm a cute li'l bunny!\I'll be the one to sing! response:	Shooby doo bop!
context: Hey, hey!\He's not paying any attention to me at all!\I have no other choice...\It's embarrassing, but it's my only option!\Attention, everyone!\I'm a cute li'l bunny!\I'll be the one to sing!\Shooby doo bop! response:	Gajeel?!
context: He's not paying any attention to me at all!\I have no other choice...\It's embarrassing, but it's my only option!\Attention, everyone!\I'm a cute li'l bunny!\I'll be the one to sing!\Shooby doo bop!\Gajeel?! response:	Not you again!
context: I have no other choice...\It's embarrassing, but it's my only option!\Attention, everyone!\I'm a cute li'l bunny!\I'll be the one to sing!\Shooby doo bop!\Gajeel?!\Not you again! response:	He's here!
context: It's embarrassing, but it's my only option!\Attention, everyone!\I'm a cute li'l bunny!\I'll be the one to sing!\Shooby doo bop!\Gajeel?!\Not you again!\He's here! response:	Iron Gajeel!
context: Attention, everyone!\I'm a cute li'l bunny!\I'll be the one to sing!\Shooby doo bop!\Gajeel?!\Not you again!\He's here!\Iron Gajeel! response:	Coool!
context: I'm a cute li'l bunny!\I'll be the one to sing!\Shooby doo bop!\Gajeel?!\Not you again!\He's here!\Iron Gajeel!\Coool! response:	In this world, where you look like a fool for doin' what's right...
context: I'll be the one to sing!\Shooby doo bop!\Gajeel?!\Not you again!\He's here!\Iron Gajeel!\Coool!\In this world, where you look like a fool for doin' what's right... response:	You always looked like a fool, you know?
context: Shooby doo bop!\Gajeel?!\Not you again!\He's here!\Iron Gajeel!\Coool!\In this world, where you look like a fool for doin' what's right...\You always looked like a fool, you know? response:	In other words, it's right to be a fool.
context: Gajeel?!\Not you again!\He's here!\Iron Gajeel!\Coool!\In this world, where you look like a fool for doin' what's right...\You always looked like a fool, you know?\In other words, it's right to be a fool. response:	So, partner... Can you hear me?
context: Not you again!\He's here!\Iron Gajeel!\Coool!\In this world, where you look like a fool for doin' what's right...\You always looked like a fool, you know?\In other words, it's right to be a fool.\So, partner... Can you hear me? response:	This is a song from my soul...
context: He's here!\Iron Gajeel!\Coool!\In this world, where you look like a fool for doin' what's right...\You always looked like a fool, you know?\In other words, it's right to be a fool.\So, partner... Can you hear me?\This is a song from my soul... response:	It's like lightning up my spine that never stops!
context: Iron Gajeel!\Coool!\In this world, where you look like a fool for doin' what's right...\You always looked like a fool, you know?\In other words, it's right to be a fool.\So, partner... Can you hear me?\This is a song from my soul...\It's like lightning up my spine that never stops! response:	Shut up, Gajeel!
context: Coool!\In this world, where you look like a fool for doin' what's right...\You always looked like a fool, you know?\In other words, it's right to be a fool.\So, partner... Can you hear me?\This is a song from my soul...\It's like lightning up my spine that never stops!\Shut up, Gajeel! response:	Why, you...
context: In this world, where you look like a fool for doin' what's right...\You always looked like a fool, you know?\In other words, it's right to be a fool.\So, partner... Can you hear me?\This is a song from my soul...\It's like lightning up my spine that never stops!\Shut up, Gajeel!\Why, you... response:	Enough with you singin' your crappy songs!
context: You always looked like a fool, you know?\In other words, it's right to be a fool.\So, partner... Can you hear me?\This is a song from my soul...\It's like lightning up my spine that never stops!\Shut up, Gajeel!\Why, you...\Enough with you singin' your crappy songs! response:	I got business with him!
context: In other words, it's right to be a fool.\So, partner... Can you hear me?\This is a song from my soul...\It's like lightning up my spine that never stops!\Shut up, Gajeel!\Why, you...\Enough with you singin' your crappy songs!\I got business with him! response:	I haven't sung anything yet!
context: So, partner... Can you hear me?\This is a song from my soul...\It's like lightning up my spine that never stops!\Shut up, Gajeel!\Why, you...\Enough with you singin' your crappy songs!\I got business with him!\I haven't sung anything yet! response:	Let me sing, you bastard Salamander!
context: This is a song from my soul...\It's like lightning up my spine that never stops!\Shut up, Gajeel!\Why, you...\Enough with you singin' your crappy songs!\I got business with him!\I haven't sung anything yet!\Let me sing, you bastard Salamander! response:	Take this, you!
context: It's like lightning up my spine that never stops!\Shut up, Gajeel!\Why, you...\Enough with you singin' your crappy songs!\I got business with him!\I haven't sung anything yet!\Let me sing, you bastard Salamander!\Take this, you! response:	Come on, you two... We're in the middle of an interview.
context: Shut up, Gajeel!\Why, you...\Enough with you singin' your crappy songs!\I got business with him!\I haven't sung anything yet!\Let me sing, you bastard Salamander!\Take this, you!\Come on, you two... We're in the middle of an interview. response:	It's a super battle between two Dragon Slayers unfolding before my very eyes!
context: Why, you...\Enough with you singin' your crappy songs!\I got business with him!\I haven't sung anything yet!\Let me sing, you bastard Salamander!\Take this, you!\Come on, you two... We're in the middle of an interview.\It's a super battle between two Dragon Slayers unfolding before my very eyes! response:	The photo spread for this issue is gonna be a detailed analysis of it, definitely!
context: Enough with you singin' your crappy songs!\I got business with him!\I haven't sung anything yet!\Let me sing, you bastard Salamander!\Take this, you!\Come on, you two... We're in the middle of an interview.\It's a super battle between two Dragon Slayers unfolding before my very eyes!\The photo spread for this issue is gonna be a detailed analysis of it, definitely! response:	Cool...
context: I got business with him!\I haven't sung anything yet!\Let me sing, you bastard Salamander!\Take this, you!\Come on, you two... We're in the middle of an interview.\It's a super battle between two Dragon Slayers unfolding before my very eyes!\The photo spread for this issue is gonna be a detailed analysis of it, definitely!\Cool... response:	Cool...
context: I haven't sung anything yet!\Let me sing, you bastard Salamander!\Take this, you!\Come on, you two... We're in the middle of an interview.\It's a super battle between two Dragon Slayers unfolding before my very eyes!\The photo spread for this issue is gonna be a detailed analysis of it, definitely!\Cool...\Cool... response:	Please, look this way.
context: Let me sing, you bastard Salamander!\Take this, you!\Come on, you two... We're in the middle of an interview.\It's a super battle between two Dragon Slayers unfolding before my very eyes!\The photo spread for this issue is gonna be a detailed analysis of it, definitely!\Cool...\Cool...\Please, look this way. response:	That's it!
context: Take this, you!\Come on, you two... We're in the middle of an interview.\It's a super battle between two Dragon Slayers unfolding before my very eyes!\The photo spread for this issue is gonna be a detailed analysis of it, definitely!\Cool...\Cool...\Please, look this way.\That's it! response:	A hands on report... Hands on...
context: Come on, you two... We're in the middle of an interview.\It's a super battle between two Dragon Slayers unfolding before my very eyes!\The photo spread for this issue is gonna be a detailed analysis of it, definitely!\Cool...\Cool...\Please, look this way.\That's it!\A hands on report... Hands on... response:	Cool...
context: It's a super battle between two Dragon Slayers unfolding before my very eyes!\The photo spread for this issue is gonna be a detailed analysis of it, definitely!\Cool...\Cool...\Please, look this way.\That's it!\A hands on report... Hands on...\Cool... response:	What a pro.
context: The photo spread for this issue is gonna be a detailed analysis of it, definitely!\Cool...\Cool...\Please, look this way.\That's it!\A hands on report... Hands on...\Cool...\What a pro. response:	Oh, for Pete's sake!
context: Cool...\Cool...\Please, look this way.\That's it!\A hands on report... Hands on...\Cool...\What a pro.\Oh, for Pete's sake! response:	I'll show you around town, as a fellow author.
context: Cool...\Please, look this way.\That's it!\A hands on report... Hands on...\Cool...\What a pro.\Oh, for Pete's sake!\I'll show you around town, as a fellow author. response:	Well, it's not really a novel yet. Just an unhatched idea.
context: Please, look this way.\That's it!\A hands on report... Hands on...\Cool...\What a pro.\Oh, for Pete's sake!\I'll show you around town, as a fellow author.\Well, it's not really a novel yet. Just an unhatched idea. response:	Then, same as me!
context: That's it!\A hands on report... Hands on...\Cool...\What a pro.\Oh, for Pete's sake!\I'll show you around town, as a fellow author.\Well, it's not really a novel yet. Just an unhatched idea.\Then, same as me! response:	What're you making such a freaky face for?
context: A hands on report... Hands on...\Cool...\What a pro.\Oh, for Pete's sake!\I'll show you around town, as a fellow author.\Well, it's not really a novel yet. Just an unhatched idea.\Then, same as me!\What're you making such a freaky face for? response:	Scary.
context: Cool...\What a pro.\Oh, for Pete's sake!\I'll show you around town, as a fellow author.\Well, it's not really a novel yet. Just an unhatched idea.\Then, same as me!\What're you making such a freaky face for?\Scary. response:	It's the same face I always have!
context: What a pro.\Oh, for Pete's sake!\I'll show you around town, as a fellow author.\Well, it's not really a novel yet. Just an unhatched idea.\Then, same as me!\What're you making such a freaky face for?\Scary.\It's the same face I always have! response:	Let's go on a job!
context: Oh, for Pete's sake!\I'll show you around town, as a fellow author.\Well, it's not really a novel yet. Just an unhatched idea.\Then, same as me!\What're you making such a freaky face for?\Scary.\It's the same face I always have!\Let's go on a job! response:	We have to get to the client's house by tomorrow morning,
context: I'll show you around town, as a fellow author.\Well, it's not really a novel yet. Just an unhatched idea.\Then, same as me!\What're you making such a freaky face for?\Scary.\It's the same face I always have!\Let's go on a job!\We have to get to the client's house by tomorrow morning, response:	so we'll take a night train.
context: Well, it's not really a novel yet. Just an unhatched idea.\Then, same as me!\What're you making such a freaky face for?\Scary.\It's the same face I always have!\Let's go on a job!\We have to get to the client's house by tomorrow morning,\so we'll take a night train. response:	Right now?
context: Then, same as me!\What're you making such a freaky face for?\Scary.\It's the same face I always have!\Let's go on a job!\We have to get to the client's house by tomorrow morning,\so we'll take a night train.\Right now? response:	I can't.
context: What're you making such a freaky face for?\Scary.\It's the same face I always have!\Let's go on a job!\We have to get to the client's house by tomorrow morning,\so we'll take a night train.\Right now?\I can't. response:	Huh? But you're always complaining you don't have any money.
context: Scary.\It's the same face I always have!\Let's go on a job!\We have to get to the client's house by tomorrow morning,\so we'll take a night train.\Right now?\I can't.\Huh? But you're always complaining you don't have any money. response:	I can't today.
context: It's the same face I always have!\Let's go on a job!\We have to get to the client's house by tomorrow morning,\so we'll take a night train.\Right now?\I can't.\Huh? But you're always complaining you don't have any money.\I can't today. response:	Because...
context: Let's go on a job!\We have to get to the client's house by tomorrow morning,\so we'll take a night train.\Right now?\I can't.\Huh? But you're always complaining you don't have any money.\I can't today.\Because... response:	Would you like to get something to eat tonight around 9?
context: We have to get to the client's house by tomorrow morning,\so we'll take a night train.\Right now?\I can't.\Huh? But you're always complaining you don't have any money.\I can't today.\Because...\Would you like to get something to eat tonight around 9? response:	I'd like to talk with you some more.
context: so we'll take a night train.\Right now?\I can't.\Huh? But you're always complaining you don't have any money.\I can't today.\Because...\Would you like to get something to eat tonight around 9?\I'd like to talk with you some more. response:	I've got a date!
context: Right now?\I can't.\Huh? But you're always complaining you don't have any money.\I can't today.\Because...\Would you like to get something to eat tonight around 9?\I'd like to talk with you some more.\I've got a date! response:	Oh...
context: I can't.\Huh? But you're always complaining you don't have any money.\I can't today.\Because...\Would you like to get something to eat tonight around 9?\I'd like to talk with you some more.\I've got a date!\Oh... response:	Aye...
context: Huh? But you're always complaining you don't have any money.\I can't today.\Because...\Would you like to get something to eat tonight around 9?\I'd like to talk with you some more.\I've got a date!\Oh...\Aye... response:	Hey! You don't have to be that depressed!
context: I can't today.\Because...\Would you like to get something to eat tonight around 9?\I'd like to talk with you some more.\I've got a date!\Oh...\Aye...\Hey! You don't have to be that depressed! response:	What's with them?
context: Because...\Would you like to get something to eat tonight around 9?\I'd like to talk with you some more.\I've got a date!\Oh...\Aye...\Hey! You don't have to be that depressed!\What's with them? response:	After Mr. Jason left,
context: Would you like to get something to eat tonight around 9?\I'd like to talk with you some more.\I've got a date!\Oh...\Aye...\Hey! You don't have to be that depressed!\What's with them?\After Mr. Jason left, response:	they were all excited about going on a job with you, Lucy.
context: I'd like to talk with you some more.\I've got a date!\Oh...\Aye...\Hey! You don't have to be that depressed!\What's with them?\After Mr. Jason left,\they were all excited about going on a job with you, Lucy. response:	Huh? Why?
context: I've got a date!\Oh...\Aye...\Hey! You don't have to be that depressed!\What's with them?\After Mr. Jason left,\they were all excited about going on a job with you, Lucy.\Huh? Why? response:	They said they found a job that'd be perfect for you, although it's not much.
context: Oh...\Aye...\Hey! You don't have to be that depressed!\What's with them?\After Mr. Jason left,\they were all excited about going on a job with you, Lucy.\Huh? Why?\They said they found a job that'd be perfect for you, although it's not much. response:	I guess Lucy really isn't coming...
context: Aye...\Hey! You don't have to be that depressed!\What's with them?\After Mr. Jason left,\they were all excited about going on a job with you, Lucy.\Huh? Why?\They said they found a job that'd be perfect for you, although it's not much.\I guess Lucy really isn't coming... response:	I knew she wouldn't show...
context: Hey! You don't have to be that depressed!\What's with them?\After Mr. Jason left,\they were all excited about going on a job with you, Lucy.\Huh? Why?\They said they found a job that'd be perfect for you, although it's not much.\I guess Lucy really isn't coming...\I knew she wouldn't show... response:	And yet, here I am.
context: What's with them?\After Mr. Jason left,\they were all excited about going on a job with you, Lucy.\Huh? Why?\They said they found a job that'd be perfect for you, although it's not much.\I guess Lucy really isn't coming...\I knew she wouldn't show...\And yet, here I am. response:	Thanks for waiting!
context: After Mr. Jason left,\they were all excited about going on a job with you, Lucy.\Huh? Why?\They said they found a job that'd be perfect for you, although it's not much.\I guess Lucy really isn't coming...\I knew she wouldn't show...\And yet, here I am.\Thanks for waiting! response:	Lucy!
context: they were all excited about going on a job with you, Lucy.\Huh? Why?\They said they found a job that'd be perfect for you, although it's not much.\I guess Lucy really isn't coming...\I knew she wouldn't show...\And yet, here I am.\Thanks for waiting!\Lucy! response:	I thought you had a date?
context: Huh? Why?\They said they found a job that'd be perfect for you, although it's not much.\I guess Lucy really isn't coming...\I knew she wouldn't show...\And yet, here I am.\Thanks for waiting!\Lucy!\I thought you had a date? response:	Anyway, what's this cheap job that's perfect for me?
context: They said they found a job that'd be perfect for you, although it's not much.\I guess Lucy really isn't coming...\I knew she wouldn't show...\And yet, here I am.\Thanks for waiting!\Lucy!\I thought you had a date?\Anyway, what's this cheap job that's perfect for me? response:	It's 70,000 jewel, exactly your rent!
context: I guess Lucy really isn't coming...\I knew she wouldn't show...\And yet, here I am.\Thanks for waiting!\Lucy!\I thought you had a date?\Anyway, what's this cheap job that's perfect for me?\It's 70,000 jewel, exactly your rent! response:	Your rent is 70,000 jewel, right?
context: I knew she wouldn't show...\And yet, here I am.\Thanks for waiting!\Lucy!\I thought you had a date?\Anyway, what's this cheap job that's perfect for me?\It's 70,000 jewel, exactly your rent!\Your rent is 70,000 jewel, right? response:	This could last you for three months!
context: And yet, here I am.\Thanks for waiting!\Lucy!\I thought you had a date?\Anyway, what's this cheap job that's perfect for me?\It's 70,000 jewel, exactly your rent!\Your rent is 70,000 jewel, right?\This could last you for three months! response:	Natsu, it'll last one month. Don't you know what exactly means?
context: Thanks for waiting!\Lucy!\I thought you had a date?\Anyway, what's this cheap job that's perfect for me?\It's 70,000 jewel, exactly your rent!\Your rent is 70,000 jewel, right?\This could last you for three months!\Natsu, it'll last one month. Don't you know what exactly means? response:	Then, what about your portions?
context: Lucy!\I thought you had a date?\Anyway, what's this cheap job that's perfect for me?\It's 70,000 jewel, exactly your rent!\Your rent is 70,000 jewel, right?\This could last you for three months!\Natsu, it'll last one month. Don't you know what exactly means?\Then, what about your portions? response:	Without your house, where will we weight train?
context: I thought you had a date?\Anyway, what's this cheap job that's perfect for me?\It's 70,000 jewel, exactly your rent!\Your rent is 70,000 jewel, right?\This could last you for three months!\Natsu, it'll last one month. Don't you know what exactly means?\Then, what about your portions?\Without your house, where will we weight train? response:	Aye!
context: Anyway, what's this cheap job that's perfect for me?\It's 70,000 jewel, exactly your rent!\Your rent is 70,000 jewel, right?\This could last you for three months!\Natsu, it'll last one month. Don't you know what exactly means?\Then, what about your portions?\Without your house, where will we weight train?\Aye! response:	What's that supposed to mean?
context: It's 70,000 jewel, exactly your rent!\Your rent is 70,000 jewel, right?\This could last you for three months!\Natsu, it'll last one month. Don't you know what exactly means?\Then, what about your portions?\Without your house, where will we weight train?\Aye!\What's that supposed to mean? response:	Thanks.
context: Your rent is 70,000 jewel, right?\This could last you for three months!\Natsu, it'll last one month. Don't you know what exactly means?\Then, what about your portions?\Without your house, where will we weight train?\Aye!\What's that supposed to mean?\Thanks. response:	I'm glad I came.
context: This could last you for three months!\Natsu, it'll last one month. Don't you know what exactly means?\Then, what about your portions?\Without your house, where will we weight train?\Aye!\What's that supposed to mean?\Thanks.\I'm glad I came. response:	In the end, what's most important to me are my friends at Fairy Tail.
context: Natsu, it'll last one month. Don't you know what exactly means?\Then, what about your portions?\Without your house, where will we weight train?\Aye!\What's that supposed to mean?\Thanks.\I'm glad I came.\In the end, what's most important to me are my friends at Fairy Tail. response:	I guess he wasn't my fated person after all...
context: Then, what about your portions?\Without your house, where will we weight train?\Aye!\What's that supposed to mean?\Thanks.\I'm glad I came.\In the end, what's most important to me are my friends at Fairy Tail.\I guess he wasn't my fated person after all... response:	I came in her place...
context: Without your house, where will we weight train?\Aye!\What's that supposed to mean?\Thanks.\I'm glad I came.\In the end, what's most important to me are my friends at Fairy Tail.\I guess he wasn't my fated person after all...\I came in her place... response:	Lucy's such a helpless romantic... This takes an experienced woman.
context: Aye!\What's that supposed to mean?\Thanks.\I'm glad I came.\In the end, what's most important to me are my friends at Fairy Tail.\I guess he wasn't my fated person after all...\I came in her place...\Lucy's such a helpless romantic... This takes an experienced woman. response:	She's totally my type!
context: What's that supposed to mean?\Thanks.\I'm glad I came.\In the end, what's most important to me are my friends at Fairy Tail.\I guess he wasn't my fated person after all...\I came in her place...\Lucy's such a helpless romantic... This takes an experienced woman.\She's totally my type! response:	Again?
context: Thanks.\I'm glad I came.\In the end, what's most important to me are my friends at Fairy Tail.\I guess he wasn't my fated person after all...\I came in her place...\Lucy's such a helpless romantic... This takes an experienced woman.\She's totally my type!\Again? response:	As usual...
context: I'm glad I came.\In the end, what's most important to me are my friends at Fairy Tail.\I guess he wasn't my fated person after all...\I came in her place...\Lucy's such a helpless romantic... This takes an experienced woman.\She's totally my type!\Again?\As usual... response:	It's only a little bit further.
context: In the end, what's most important to me are my friends at Fairy Tail.\I guess he wasn't my fated person after all...\I came in her place...\Lucy's such a helpless romantic... This takes an experienced woman.\She's totally my type!\Again?\As usual...\It's only a little bit further. response:	So hang in there? Okay?
context: I guess he wasn't my fated person after all...\I came in her place...\Lucy's such a helpless romantic... This takes an experienced woman.\She's totally my type!\Again?\As usual...\It's only a little bit further.\So hang in there? Okay? response:	You can do it!
context: I came in her place...\Lucy's such a helpless romantic... This takes an experienced woman.\She's totally my type!\Again?\As usual...\It's only a little bit further.\So hang in there? Okay?\You can do it! response:	Just as my cards foretold...
context: Lucy's such a helpless romantic... This takes an experienced woman.\She's totally my type!\Again?\As usual...\It's only a little bit further.\So hang in there? Okay?\You can do it!\Just as my cards foretold... response:	Today you will have a fateful encounter...
context: She's totally my type!\Again?\As usual...\It's only a little bit further.\So hang in there? Okay?\You can do it!\Just as my cards foretold...\Today you will have a fateful encounter... response:	Juvia's acting weird, don't you think?
context: Again?\As usual...\It's only a little bit further.\So hang in there? Okay?\You can do it!\Just as my cards foretold...\Today you will have a fateful encounter...\Juvia's acting weird, don't you think? response:	Really? I think everyone else in the guild is being strange.
context: As usual...\It's only a little bit further.\So hang in there? Okay?\You can do it!\Just as my cards foretold...\Today you will have a fateful encounter...\Juvia's acting weird, don't you think?\Really? I think everyone else in the guild is being strange. response:	It's just the usual fighting, right?
context: It's only a little bit further.\So hang in there? Okay?\You can do it!\Just as my cards foretold...\Today you will have a fateful encounter...\Juvia's acting weird, don't you think?\Really? I think everyone else in the guild is being strange.\It's just the usual fighting, right? response:	I've got a sense that there's something different about it.
context: So hang in there? Okay?\You can do it!\Just as my cards foretold...\Today you will have a fateful encounter...\Juvia's acting weird, don't you think?\Really? I think everyone else in the guild is being strange.\It's just the usual fighting, right?\I've got a sense that there's something different about it. response:	Anyway, let's mix it up ourselves!
context: You can do it!\Just as my cards foretold...\Today you will have a fateful encounter...\Juvia's acting weird, don't you think?\Really? I think everyone else in the guild is being strange.\It's just the usual fighting, right?\I've got a sense that there's something different about it.\Anyway, let's mix it up ourselves! response:	Are you even listening to me?
context: Just as my cards foretold...\Today you will have a fateful encounter...\Juvia's acting weird, don't you think?\Really? I think everyone else in the guild is being strange.\It's just the usual fighting, right?\I've got a sense that there's something different about it.\Anyway, let's mix it up ourselves!\Are you even listening to me? response:	Next time: Special Request. Watch out for the guy you like!
context: Today you will have a fateful encounter...\Juvia's acting weird, don't you think?\Really? I think everyone else in the guild is being strange.\It's just the usual fighting, right?\I've got a sense that there's something different about it.\Anyway, let's mix it up ourselves!\Are you even listening to me?\Next time: Special Request. Watch out for the guy you like! response:	Okay! I'll take on Lucy first!
context: Juvia's acting weird, don't you think?\Really? I think everyone else in the guild is being strange.\It's just the usual fighting, right?\I've got a sense that there's something different about it.\Anyway, let's mix it up ourselves!\Are you even listening to me?\Next time: Special Request. Watch out for the guy you like!\Okay! I'll take on Lucy first! response:	She seems to be avoiding you...
context: Really? I think everyone else in the guild is being strange.\It's just the usual fighting, right?\I've got a sense that there's something different about it.\Anyway, let's mix it up ourselves!\Are you even listening to me?\Next time: Special Request. Watch out for the guy you like!\Okay! I'll take on Lucy first!\She seems to be avoiding you... response:	Something isn't right...
context: It's just the usual fighting, right?\I've got a sense that there's something different about it.\Anyway, let's mix it up ourselves!\Are you even listening to me?\Next time: Special Request. Watch out for the guy you like!\Okay! I'll take on Lucy first!\She seems to be avoiding you...\Something isn't right... response:	I wonder what I did?
