context: Genshiken response:	I woke up and as usual forgot my cell and missed the Express.
context: Someone's been causing too many problems and you're tired of it!\Uh, no, I was afraid to say it since I thought you'd take it that way.\Besides.\I have to start job hunting this year.\Job hunting?\Knock off the harmony, you two! Job hunting?\Well, I think it could be good timing, not really too early.\It's January, after all. response:	True...
context: Uh, no, I was afraid to say it since I thought you'd take it that way.\Besides.\I have to start job hunting this year.\Job hunting?\Knock off the harmony, you two! Job hunting?\Well, I think it could be good timing, not really too early.\It's January, after all.\True... response:	And so, as for my successor...
context: Besides.\I have to start job hunting this year.\Job hunting?\Knock off the harmony, you two! Job hunting?\Well, I think it could be good timing, not really too early.\It's January, after all.\True...\And so, as for my successor... response:	I'd like Sasahara to do it.
context: I have to start job hunting this year.\Job hunting?\Knock off the harmony, you two! Job hunting?\Well, I think it could be good timing, not really too early.\It's January, after all.\True...\And so, as for my successor...\I'd like Sasahara to do it. response:	Eh?
context: Job hunting?\Knock off the harmony, you two! Job hunting?\Well, I think it could be good timing, not really too early.\It's January, after all.\True...\And so, as for my successor...\I'd like Sasahara to do it.\Eh? response:	W-Why me?
context: Knock off the harmony, you two! Job hunting?\Well, I think it could be good timing, not really too early.\It's January, after all.\True...\And so, as for my successor...\I'd like Sasahara to do it.\Eh?\W-Why me? response:	I'm not suited at all, am I?
context: Well, I think it could be good timing, not really too early.\It's January, after all.\True...\And so, as for my successor...\I'd like Sasahara to do it.\Eh?\W-Why me?\I'm not suited at all, am I? response:	Hmm, well, you don't look like you've ever been in charge of anything before.
context: It's January, after all.\True...\And so, as for my successor...\I'd like Sasahara to do it.\Eh?\W-Why me?\I'm not suited at all, am I?\Hmm, well, you don't look like you've ever been in charge of anything before. response:	Of course not!
context: True...\And so, as for my successor...\I'd like Sasahara to do it.\Eh?\W-Why me?\I'm not suited at all, am I?\Hmm, well, you don't look like you've ever been in charge of anything before.\Of course not! response:	But, when I look at these faces...
context: And so, as for my successor...\I'd like Sasahara to do it.\Eh?\W-Why me?\I'm not suited at all, am I?\Hmm, well, you don't look like you've ever been in charge of anything before.\Of course not!\But, when I look at these faces... response:	There's no generalized otaku there but you.
context: I'd like Sasahara to do it.\Eh?\W-Why me?\I'm not suited at all, am I?\Hmm, well, you don't look like you've ever been in charge of anything before.\Of course not!\But, when I look at these faces...\There's no generalized otaku there but you. response:	One of them isn't even otaku at all.
context: Eh?\W-Why me?\I'm not suited at all, am I?\Hmm, well, you don't look like you've ever been in charge of anything before.\Of course not!\But, when I look at these faces...\There's no generalized otaku there but you.\One of them isn't even otaku at all. response:	Why not?
context: W-Why me?\I'm not suited at all, am I?\Hmm, well, you don't look like you've ever been in charge of anything before.\Of course not!\But, when I look at these faces...\There's no generalized otaku there but you.\One of them isn't even otaku at all.\Why not? response:	It was process of elimination the last time too.
context: I'm not suited at all, am I?\Hmm, well, you don't look like you've ever been in charge of anything before.\Of course not!\But, when I look at these faces...\There's no generalized otaku there but you.\One of them isn't even otaku at all.\Why not?\It was process of elimination the last time too. response:	It's a tradition.
context: Hmm, well, you don't look like you've ever been in charge of anything before.\Of course not!\But, when I look at these faces...\There's no generalized otaku there but you.\One of them isn't even otaku at all.\Why not?\It was process of elimination the last time too.\It's a tradition. response:	N-Not a very good one.
context: Of course not!\But, when I look at these faces...\There's no generalized otaku there but you.\One of them isn't even otaku at all.\Why not?\It was process of elimination the last time too.\It's a tradition.\N-Not a very good one. response:	Well, we have Kasukabe's stamp of approval...
context: But, when I look at these faces...\There's no generalized otaku there but you.\One of them isn't even otaku at all.\Why not?\It was process of elimination the last time too.\It's a tradition.\N-Not a very good one.\Well, we have Kasukabe's stamp of approval... response:	Okay!
context: There's no generalized otaku there but you.\One of them isn't even otaku at all.\Why not?\It was process of elimination the last time too.\It's a tradition.\N-Not a very good one.\Well, we have Kasukabe's stamp of approval...\Okay! response:	So new chairman, tell us your ambitions.
context: One of them isn't even otaku at all.\Why not?\It was process of elimination the last time too.\It's a tradition.\N-Not a very good one.\Well, we have Kasukabe's stamp of approval...\Okay!\So new chairman, tell us your ambitions. response:	Ah, all right...
context: Why not?\It was process of elimination the last time too.\It's a tradition.\N-Not a very good one.\Well, we have Kasukabe's stamp of approval...\Okay!\So new chairman, tell us your ambitions.\Ah, all right... response:	Now that I've become chairman...
context: It was process of elimination the last time too.\It's a tradition.\N-Not a very good one.\Well, we have Kasukabe's stamp of approval...\Okay!\So new chairman, tell us your ambitions.\Ah, all right...\Now that I've become chairman... response:	Kind of like Madarame.
context: It's a tradition.\N-Not a very good one.\Well, we have Kasukabe's stamp of approval...\Okay!\So new chairman, tell us your ambitions.\Ah, all right...\Now that I've become chairman...\Kind of like Madarame. response:	Shut up! Kind of like Madarame.
context: N-Not a very good one.\Well, we have Kasukabe's stamp of approval...\Okay!\So new chairman, tell us your ambitions.\Ah, all right...\Now that I've become chairman...\Kind of like Madarame.\Shut up! Kind of like Madarame. response:	Just once I'd like to see us participate as a circle at Comic Fest!
context: Well, we have Kasukabe's stamp of approval...\Okay!\So new chairman, tell us your ambitions.\Ah, all right...\Now that I've become chairman...\Kind of like Madarame.\Shut up! Kind of like Madarame.\Just once I'd like to see us participate as a circle at Comic Fest! response:	Oh?
context: Okay!\So new chairman, tell us your ambitions.\Ah, all right...\Now that I've become chairman...\Kind of like Madarame.\Shut up! Kind of like Madarame.\Just once I'd like to see us participate as a circle at Comic Fest!\Oh? response:	Ah, he said it.
context: So new chairman, tell us your ambitions.\Ah, all right...\Now that I've become chairman...\Kind of like Madarame.\Shut up! Kind of like Madarame.\Just once I'd like to see us participate as a circle at Comic Fest!\Oh?\Ah, he said it. response:	I'm not involved.
context: Ah, all right...\Now that I've become chairman...\Kind of like Madarame.\Shut up! Kind of like Madarame.\Just once I'd like to see us participate as a circle at Comic Fest!\Oh?\Ah, he said it.\I'm not involved. response:	What's the big deal?
context: Now that I've become chairman...\Kind of like Madarame.\Shut up! Kind of like Madarame.\Just once I'd like to see us participate as a circle at Comic Fest!\Oh?\Ah, he said it.\I'm not involved.\What's the big deal? response:	Participate as a circle?
context: Kind of like Madarame.\Shut up! Kind of like Madarame.\Just once I'd like to see us participate as a circle at Comic Fest!\Oh?\Ah, he said it.\I'm not involved.\What's the big deal?\Participate as a circle? response:	It means becoming a seller at Comic Fest.
context: Shut up! Kind of like Madarame.\Just once I'd like to see us participate as a circle at Comic Fest!\Oh?\Ah, he said it.\I'm not involved.\What's the big deal?\Participate as a circle?\It means becoming a seller at Comic Fest. response:	Making dojinshi.
context: Just once I'd like to see us participate as a circle at Comic Fest!\Oh?\Ah, he said it.\I'm not involved.\What's the big deal?\Participate as a circle?\It means becoming a seller at Comic Fest.\Making dojinshi. response:	Are you thinking gaku-man for a genre?
context: Oh?\Ah, he said it.\I'm not involved.\What's the big deal?\Participate as a circle?\It means becoming a seller at Comic Fest.\Making dojinshi.\Are you thinking gaku-man for a genre? response:	What's gaku-man?
context: Ah, he said it.\I'm not involved.\What's the big deal?\Participate as a circle?\It means becoming a seller at Comic Fest.\Making dojinshi.\Are you thinking gaku-man for a genre?\What's gaku-man? response:	It means a school's manga club.
context: I'm not involved.\What's the big deal?\Participate as a circle?\It means becoming a seller at Comic Fest.\Making dojinshi.\Are you thinking gaku-man for a genre?\What's gaku-man?\It means a school's manga club. response:	Is there a series you wanted to parody? It means a school's manga club.
context: What's the big deal?\Participate as a circle?\It means becoming a seller at Comic Fest.\Making dojinshi.\Are you thinking gaku-man for a genre?\What's gaku-man?\It means a school's manga club.\Is there a series you wanted to parody? It means a school's manga club. response:	Is there a series you wanted to parody?
context: Participate as a circle?\It means becoming a seller at Comic Fest.\Making dojinshi.\Are you thinking gaku-man for a genre?\What's gaku-man?\It means a school's manga club.\Is there a series you wanted to parody? It means a school's manga club.\Is there a series you wanted to parody? response:	A series I want to do?
context: It means becoming a seller at Comic Fest.\Making dojinshi.\Are you thinking gaku-man for a genre?\What's gaku-man?\It means a school's manga club.\Is there a series you wanted to parody? It means a school's manga club.\Is there a series you wanted to parody?\A series I want to do? response:	If we're going to do this, I want to do a male-oriented offset-printed Kujiun book!
context: Making dojinshi.\Are you thinking gaku-man for a genre?\What's gaku-man?\It means a school's manga club.\Is there a series you wanted to parody? It means a school's manga club.\Is there a series you wanted to parody?\A series I want to do?\If we're going to do this, I want to do a male-oriented offset-printed Kujiun book! response:	Male-oriented?
context: Are you thinking gaku-man for a genre?\What's gaku-man?\It means a school's manga club.\Is there a series you wanted to parody? It means a school's manga club.\Is there a series you wanted to parody?\A series I want to do?\If we're going to do this, I want to do a male-oriented offset-printed Kujiun book!\Male-oriented? response:	Uh, um, umm umm...
context: What's gaku-man?\It means a school's manga club.\Is there a series you wanted to parody? It means a school's manga club.\Is there a series you wanted to parody?\A series I want to do?\If we're going to do this, I want to do a male-oriented offset-printed Kujiun book!\Male-oriented?\Uh, um, umm umm... response:	Umm, uh, uhhh...
context: It means a school's manga club.\Is there a series you wanted to parody? It means a school's manga club.\Is there a series you wanted to parody?\A series I want to do?\If we're going to do this, I want to do a male-oriented offset-printed Kujiun book!\Male-oriented?\Uh, um, umm umm...\Umm, uh, uhhh... response:	Never mind, I get it.
context: Is there a series you wanted to parody? It means a school's manga club.\Is there a series you wanted to parody?\A series I want to do?\If we're going to do this, I want to do a male-oriented offset-printed Kujiun book!\Male-oriented?\Uh, um, umm umm...\Umm, uh, uhhh...\Never mind, I get it. response:	Suioh University Entrance Exam Site
context: Is there a series you wanted to parody?\A series I want to do?\If we're going to do this, I want to do a male-oriented offset-printed Kujiun book!\Male-oriented?\Uh, um, umm umm...\Umm, uh, uhhh...\Never mind, I get it.\Suioh University Entrance Exam Site response:	What?
context: A series I want to do?\If we're going to do this, I want to do a male-oriented offset-printed Kujiun book!\Male-oriented?\Uh, um, umm umm...\Umm, uh, uhhh...\Never mind, I get it.\Suioh University Entrance Exam Site\What? response:	You're alone.
context: If we're going to do this, I want to do a male-oriented offset-printed Kujiun book!\Male-oriented?\Uh, um, umm umm...\Umm, uh, uhhh...\Never mind, I get it.\Suioh University Entrance Exam Site\What?\You're alone. response:	I'm meeting someone.
context: Male-oriented?\Uh, um, umm umm...\Umm, uh, uhhh...\Never mind, I get it.\Suioh University Entrance Exam Site\What?\You're alone.\I'm meeting someone. response:	I see.
context: Uh, um, umm umm...\Umm, uh, uhhh...\Never mind, I get it.\Suioh University Entrance Exam Site\What?\You're alone.\I'm meeting someone.\I see. response:	Oh, yes. Good job on things.
context: Umm, uh, uhhh...\Never mind, I get it.\Suioh University Entrance Exam Site\What?\You're alone.\I'm meeting someone.\I see.\Oh, yes. Good job on things. response:	Various things.
context: Never mind, I get it.\Suioh University Entrance Exam Site\What?\You're alone.\I'm meeting someone.\I see.\Oh, yes. Good job on things.\Various things. response:	You fit in well over there.
context: Suioh University Entrance Exam Site\What?\You're alone.\I'm meeting someone.\I see.\Oh, yes. Good job on things.\Various things.\You fit in well over there. response:	Didn't Kugayama draw it?
context: What?\You're alone.\I'm meeting someone.\I see.\Oh, yes. Good job on things.\Various things.\You fit in well over there.\Didn't Kugayama draw it? response:	Why not a sketch of Yamada?
context: You're alone.\I'm meeting someone.\I see.\Oh, yes. Good job on things.\Various things.\You fit in well over there.\Didn't Kugayama draw it?\Why not a sketch of Yamada? response:	Well, it's my personal preference.
context: I'm meeting someone.\I see.\Oh, yes. Good job on things.\Various things.\You fit in well over there.\Didn't Kugayama draw it?\Why not a sketch of Yamada?\Well, it's my personal preference. response:	I still don't know what direction the story will take in the end.
context: I see.\Oh, yes. Good job on things.\Various things.\You fit in well over there.\Didn't Kugayama draw it?\Why not a sketch of Yamada?\Well, it's my personal preference.\I still don't know what direction the story will take in the end. response:	What's up?
context: Oh, yes. Good job on things.\Various things.\You fit in well over there.\Didn't Kugayama draw it?\Why not a sketch of Yamada?\Well, it's my personal preference.\I still don't know what direction the story will take in the end.\What's up? response:	Yo.
context: Various things.\You fit in well over there.\Didn't Kugayama draw it?\Why not a sketch of Yamada?\Well, it's my personal preference.\I still don't know what direction the story will take in the end.\What's up?\Yo. response:	What's that?
context: You fit in well over there.\Didn't Kugayama draw it?\Why not a sketch of Yamada?\Well, it's my personal preference.\I still don't know what direction the story will take in the end.\What's up?\Yo.\What's that? response:	The Comic Fest application.
context: Didn't Kugayama draw it?\Why not a sketch of Yamada?\Well, it's my personal preference.\I still don't know what direction the story will take in the end.\What's up?\Yo.\What's that?\The Comic Fest application. response:	Really.
context: Why not a sketch of Yamada?\Well, it's my personal preference.\I still don't know what direction the story will take in the end.\What's up?\Yo.\What's that?\The Comic Fest application.\Really. response:	If we're accepted, will you be a salesgirl?
context: Well, it's my personal preference.\I still don't know what direction the story will take in the end.\What's up?\Yo.\What's that?\The Comic Fest application.\Really.\If we're accepted, will you be a salesgirl? response:	Sounds like fun, but I'll pass.
context: I still don't know what direction the story will take in the end.\What's up?\Yo.\What's that?\The Comic Fest application.\Really.\If we're accepted, will you be a salesgirl?\Sounds like fun, but I'll pass. response:	If you think it sounds like fun...
context: What's up?\Yo.\What's that?\The Comic Fest application.\Really.\If we're accepted, will you be a salesgirl?\Sounds like fun, but I'll pass.\If you think it sounds like fun... response:	If I did it, I'm sure I'd take the money like this, like it's dirty.
context: Yo.\What's that?\The Comic Fest application.\Really.\If we're accepted, will you be a salesgirl?\Sounds like fun, but I'll pass.\If you think it sounds like fun...\If I did it, I'm sure I'd take the money like this, like it's dirty. response:	Still, really doing the application...
context: What's that?\The Comic Fest application.\Really.\If we're accepted, will you be a salesgirl?\Sounds like fun, but I'll pass.\If you think it sounds like fun...\If I did it, I'm sure I'd take the money like this, like it's dirty.\Still, really doing the application... response:	I guess, I've longed vaguely for this...
context: The Comic Fest application.\Really.\If we're accepted, will you be a salesgirl?\Sounds like fun, but I'll pass.\If you think it sounds like fun...\If I did it, I'm sure I'd take the money like this, like it's dirty.\Still, really doing the application...\I guess, I've longed vaguely for this... response:	It's like maybe I really did want to do this.
context: Really.\If we're accepted, will you be a salesgirl?\Sounds like fun, but I'll pass.\If you think it sounds like fun...\If I did it, I'm sure I'd take the money like this, like it's dirty.\Still, really doing the application...\I guess, I've longed vaguely for this...\It's like maybe I really did want to do this. response:	Come to think of it, dojinshi were part of why I joined Genshiken.
context: If we're accepted, will you be a salesgirl?\Sounds like fun, but I'll pass.\If you think it sounds like fun...\If I did it, I'm sure I'd take the money like this, like it's dirty.\Still, really doing the application...\I guess, I've longed vaguely for this...\It's like maybe I really did want to do this.\Come to think of it, dojinshi were part of why I joined Genshiken. response:	Yeah, what a surprise.
context: Sounds like fun, but I'll pass.\If you think it sounds like fun...\If I did it, I'm sure I'd take the money like this, like it's dirty.\Still, really doing the application...\I guess, I've longed vaguely for this...\It's like maybe I really did want to do this.\Come to think of it, dojinshi were part of why I joined Genshiken.\Yeah, what a surprise. response:	And now, here you are applying to Comic Fest.
context: If you think it sounds like fun...\If I did it, I'm sure I'd take the money like this, like it's dirty.\Still, really doing the application...\I guess, I've longed vaguely for this...\It's like maybe I really did want to do this.\Come to think of it, dojinshi were part of why I joined Genshiken.\Yeah, what a surprise.\And now, here you are applying to Comic Fest. response:	Have I gone up or down?
context: If I did it, I'm sure I'd take the money like this, like it's dirty.\Still, really doing the application...\I guess, I've longed vaguely for this...\It's like maybe I really did want to do this.\Come to think of it, dojinshi were part of why I joined Genshiken.\Yeah, what a surprise.\And now, here you are applying to Comic Fest.\Have I gone up or down? response:	Come on. Down, obviously!
context: Still, really doing the application...\I guess, I've longed vaguely for this...\It's like maybe I really did want to do this.\Come to think of it, dojinshi were part of why I joined Genshiken.\Yeah, what a surprise.\And now, here you are applying to Comic Fest.\Have I gone up or down?\Come on. Down, obviously! response:	And oh yeah, that was when Kasukabe hit me for the first time.
context: I guess, I've longed vaguely for this...\It's like maybe I really did want to do this.\Come to think of it, dojinshi were part of why I joined Genshiken.\Yeah, what a surprise.\And now, here you are applying to Comic Fest.\Have I gone up or down?\Come on. Down, obviously!\And oh yeah, that was when Kasukabe hit me for the first time. response:	Wow, that takes me back.
context: It's like maybe I really did want to do this.\Come to think of it, dojinshi were part of why I joined Genshiken.\Yeah, what a surprise.\And now, here you are applying to Comic Fest.\Have I gone up or down?\Come on. Down, obviously!\And oh yeah, that was when Kasukabe hit me for the first time.\Wow, that takes me back. response:	You've got a good memory.
context: Come to think of it, dojinshi were part of why I joined Genshiken.\Yeah, what a surprise.\And now, here you are applying to Comic Fest.\Have I gone up or down?\Come on. Down, obviously!\And oh yeah, that was when Kasukabe hit me for the first time.\Wow, that takes me back.\You've got a good memory. response:	I mean, sorry!
context: Yeah, what a surprise.\And now, here you are applying to Comic Fest.\Have I gone up or down?\Come on. Down, obviously!\And oh yeah, that was when Kasukabe hit me for the first time.\Wow, that takes me back.\You've got a good memory.\I mean, sorry! response:	You shouldn't hit people when you first meet them.
context: And now, here you are applying to Comic Fest.\Have I gone up or down?\Come on. Down, obviously!\And oh yeah, that was when Kasukabe hit me for the first time.\Wow, that takes me back.\You've got a good memory.\I mean, sorry!\You shouldn't hit people when you first meet them. response:	No, it's all right.
context: Have I gone up or down?\Come on. Down, obviously!\And oh yeah, that was when Kasukabe hit me for the first time.\Wow, that takes me back.\You've got a good memory.\I mean, sorry!\You shouldn't hit people when you first meet them.\No, it's all right. response:	Well, I'm sure I've turned out the way I was meant to.
context: Come on. Down, obviously!\And oh yeah, that was when Kasukabe hit me for the first time.\Wow, that takes me back.\You've got a good memory.\I mean, sorry!\You shouldn't hit people when you first meet them.\No, it's all right.\Well, I'm sure I've turned out the way I was meant to. response:	How I joined Genshiken then, how I'm chairman of it now...
context: And oh yeah, that was when Kasukabe hit me for the first time.\Wow, that takes me back.\You've got a good memory.\I mean, sorry!\You shouldn't hit people when you first meet them.\No, it's all right.\Well, I'm sure I've turned out the way I was meant to.\How I joined Genshiken then, how I'm chairman of it now... response:	Might as well keep going until I get there...
context: Wow, that takes me back.\You've got a good memory.\I mean, sorry!\You shouldn't hit people when you first meet them.\No, it's all right.\Well, I'm sure I've turned out the way I was meant to.\How I joined Genshiken then, how I'm chairman of it now...\Might as well keep going until I get there... response:	Oh, yeah, what should we do about our circle name?
context: You've got a good memory.\I mean, sorry!\You shouldn't hit people when you first meet them.\No, it's all right.\Well, I'm sure I've turned out the way I was meant to.\How I joined Genshiken then, how I'm chairman of it now...\Might as well keep going until I get there...\Oh, yeah, what should we do about our circle name? response:	Hmm, The Society for the Study of Modern Visual Culture's no good.
context: I mean, sorry!\You shouldn't hit people when you first meet them.\No, it's all right.\Well, I'm sure I've turned out the way I was meant to.\How I joined Genshiken then, how I'm chairman of it now...\Might as well keep going until I get there...\Oh, yeah, what should we do about our circle name?\Hmm, The Society for the Study of Modern Visual Culture's no good. response:	Of course not, we're applying as totally male-oriented.
context: You shouldn't hit people when you first meet them.\No, it's all right.\Well, I'm sure I've turned out the way I was meant to.\How I joined Genshiken then, how I'm chairman of it now...\Might as well keep going until I get there...\Oh, yeah, what should we do about our circle name?\Hmm, The Society for the Study of Modern Visual Culture's no good.\Of course not, we're applying as totally male-oriented. response:	Guess the abbreviation's out, too.
context: No, it's all right.\Well, I'm sure I've turned out the way I was meant to.\How I joined Genshiken then, how I'm chairman of it now...\Might as well keep going until I get there...\Oh, yeah, what should we do about our circle name?\Hmm, The Society for the Study of Modern Visual Culture's no good.\Of course not, we're applying as totally male-oriented.\Guess the abbreviation's out, too. response:	I wouldn't say it's completely out, but it's not that good.
context: Well, I'm sure I've turned out the way I was meant to.\How I joined Genshiken then, how I'm chairman of it now...\Might as well keep going until I get there...\Oh, yeah, what should we do about our circle name?\Hmm, The Society for the Study of Modern Visual Culture's no good.\Of course not, we're applying as totally male-oriented.\Guess the abbreviation's out, too.\I wouldn't say it's completely out, but it's not that good. response:	Let's think of something weird, then.
context: How I joined Genshiken then, how I'm chairman of it now...\Might as well keep going until I get there...\Oh, yeah, what should we do about our circle name?\Hmm, The Society for the Study of Modern Visual Culture's no good.\Of course not, we're applying as totally male-oriented.\Guess the abbreviation's out, too.\I wouldn't say it's completely out, but it's not that good.\Let's think of something weird, then. response:	How about Genshiken in hiragana?
context: Might as well keep going until I get there...\Oh, yeah, what should we do about our circle name?\Hmm, The Society for the Study of Modern Visual Culture's no good.\Of course not, we're applying as totally male-oriented.\Guess the abbreviation's out, too.\I wouldn't say it's completely out, but it's not that good.\Let's think of something weird, then.\How about Genshiken in hiragana? response:	Ahh, good idea.
context: Oh, yeah, what should we do about our circle name?\Hmm, The Society for the Study of Modern Visual Culture's no good.\Of course not, we're applying as totally male-oriented.\Guess the abbreviation's out, too.\I wouldn't say it's completely out, but it's not that good.\Let's think of something weird, then.\How about Genshiken in hiragana?\Ahh, good idea. response:	Yeah, yeah, a subtly dubious sound might be the ticket.
context: Hmm, The Society for the Study of Modern Visual Culture's no good.\Of course not, we're applying as totally male-oriented.\Guess the abbreviation's out, too.\I wouldn't say it's completely out, but it's not that good.\Let's think of something weird, then.\How about Genshiken in hiragana?\Ahh, good idea.\Yeah, yeah, a subtly dubious sound might be the ticket. response:	Hello.
context: Of course not, we're applying as totally male-oriented.\Guess the abbreviation's out, too.\I wouldn't say it's completely out, but it's not that good.\Let's think of something weird, then.\How about Genshiken in hiragana?\Ahh, good idea.\Yeah, yeah, a subtly dubious sound might be the ticket.\Hello. response:	Howdy.
context: Guess the abbreviation's out, too.\I wouldn't say it's completely out, but it's not that good.\Let's think of something weird, then.\How about Genshiken in hiragana?\Ahh, good idea.\Yeah, yeah, a subtly dubious sound might be the ticket.\Hello.\Howdy. response:	You're just in time to see a legend born.
context: I wouldn't say it's completely out, but it's not that good.\Let's think of something weird, then.\How about Genshiken in hiragana?\Ahh, good idea.\Yeah, yeah, a subtly dubious sound might be the ticket.\Hello.\Howdy.\You're just in time to see a legend born. response:	Like what?
context: Let's think of something weird, then.\How about Genshiken in hiragana?\Ahh, good idea.\Yeah, yeah, a subtly dubious sound might be the ticket.\Hello.\Howdy.\You're just in time to see a legend born.\Like what? response:	Kasukabe did the naming.
context: How about Genshiken in hiragana?\Ahh, good idea.\Yeah, yeah, a subtly dubious sound might be the ticket.\Hello.\Howdy.\You're just in time to see a legend born.\Like what?\Kasukabe did the naming. response:	Don't go nuts on me.
context: Ahh, good idea.\Yeah, yeah, a subtly dubious sound might be the ticket.\Hello.\Howdy.\You're just in time to see a legend born.\Like what?\Kasukabe did the naming.\Don't go nuts on me. response:	Nice sound.
context: Yeah, yeah, a subtly dubious sound might be the ticket.\Hello.\Howdy.\You're just in time to see a legend born.\Like what?\Kasukabe did the naming.\Don't go nuts on me.\Nice sound. response:	G-Good sense.
context: Hello.\Howdy.\You're just in time to see a legend born.\Like what?\Kasukabe did the naming.\Don't go nuts on me.\Nice sound.\G-Good sense. response:	Being told I have good sense for this kind of thing makes me really nervous.
context: Howdy.\You're just in time to see a legend born.\Like what?\Kasukabe did the naming.\Don't go nuts on me.\Nice sound.\G-Good sense.\Being told I have good sense for this kind of thing makes me really nervous. response:	It's all good, it's all good.
context: You're just in time to see a legend born.\Like what?\Kasukabe did the naming.\Don't go nuts on me.\Nice sound.\G-Good sense.\Being told I have good sense for this kind of thing makes me really nervous.\It's all good, it's all good. response:	I'll hit you.
context: Like what?\Kasukabe did the naming.\Don't go nuts on me.\Nice sound.\G-Good sense.\Being told I have good sense for this kind of thing makes me really nervous.\It's all good, it's all good.\I'll hit you. response:	That aside, take a look at this.
context: Kasukabe did the naming.\Don't go nuts on me.\Nice sound.\G-Good sense.\Being told I have good sense for this kind of thing makes me really nervous.\It's all good, it's all good.\I'll hit you.\That aside, take a look at this. response:	Let's see.
context: Don't go nuts on me.\Nice sound.\G-Good sense.\Being told I have good sense for this kind of thing makes me really nervous.\It's all good, it's all good.\I'll hit you.\That aside, take a look at this.\Let's see. response:	Oh awesome!
context: Nice sound.\G-Good sense.\Being told I have good sense for this kind of thing makes me really nervous.\It's all good, it's all good.\I'll hit you.\That aside, take a look at this.\Let's see.\Oh awesome! response:	Who did the original?
context: G-Good sense.\Being told I have good sense for this kind of thing makes me really nervous.\It's all good, it's all good.\I'll hit you.\That aside, take a look at this.\Let's see.\Oh awesome!\Who did the original? response:	M-Manta. From Sangakudou.
context: Being told I have good sense for this kind of thing makes me really nervous.\It's all good, it's all good.\I'll hit you.\That aside, take a look at this.\Let's see.\Oh awesome!\Who did the original?\M-Manta. From Sangakudou. response:	Ahh, I see.
context: It's all good, it's all good.\I'll hit you.\That aside, take a look at this.\Let's see.\Oh awesome!\Who did the original?\M-Manta. From Sangakudou.\Ahh, I see. response:	It's out already? I could have sworn...
context: I'll hit you.\That aside, take a look at this.\Let's see.\Oh awesome!\Who did the original?\M-Manta. From Sangakudou.\Ahh, I see.\It's out already? I could have sworn... response:	Genshiken
context: That aside, take a look at this.\Let's see.\Oh awesome!\Who did the original?\M-Manta. From Sangakudou.\Ahh, I see.\It's out already? I could have sworn...\Genshiken response:	We took no detours or shortcuts...
context: Let's see.\Oh awesome!\Who did the original?\M-Manta. From Sangakudou.\Ahh, I see.\It's out already? I could have sworn...\Genshiken\We took no detours or shortcuts... response:	Only vivid dreams extended deep into the shadows.
context: Oh awesome!\Who did the original?\M-Manta. From Sangakudou.\Ahh, I see.\It's out already? I could have sworn...\Genshiken\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows. response:	We aren't quite grown up.
context: Who did the original?\M-Manta. From Sangakudou.\Ahh, I see.\It's out already? I could have sworn...\Genshiken\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up. response:	Simple but complicated glistening like marbles.
context: M-Manta. From Sangakudou.\Ahh, I see.\It's out already? I could have sworn...\Genshiken\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles. response:	The time we spied from there sparkled, even if nothing big happened.
context: Ahh, I see.\It's out already? I could have sworn...\Genshiken\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we spied from there sparkled, even if nothing big happened. response:	What we see from the marbles in our hands now is a little different...
context: It's out already? I could have sworn...\Genshiken\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we spied from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different... response:	It was boring and ridiculous. It wasn't even worth watching!
context: Genshiken\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we spied from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\It was boring and ridiculous. It wasn't even worth watching! response:	The light and shadow of youth? Who wrote this embarrassing stuff?
context: We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we spied from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\It was boring and ridiculous. It wasn't even worth watching!\The light and shadow of youth? Who wrote this embarrassing stuff? response:	But Mistress Renko, you spoke your part so well.
context: Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we spied from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\It was boring and ridiculous. It wasn't even worth watching!\The light and shadow of youth? Who wrote this embarrassing stuff?\But Mistress Renko, you spoke your part so well. response:	It moved me!
context: We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we spied from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\It was boring and ridiculous. It wasn't even worth watching!\The light and shadow of youth? Who wrote this embarrassing stuff?\But Mistress Renko, you spoke your part so well.\It moved me! response:	D-Don't be stupid!
