context: Biba-sama! response:	Lord Liberator!
context: To become strong!\It was the only way for a child like me to become strong...\Do you still want to talk about this?\It's not like you'd ever understand.\No!\You shouldn't be in a place like this!\Stop!\I am staying with my brother! response:	Why does he use his power to kill people?!
context: It was the only way for a child like me to become strong...\Do you still want to talk about this?\It's not like you'd ever understand.\No!\You shouldn't be in a place like this!\Stop!\I am staying with my brother!\Why does he use his power to kill people?! response:	It's... something a coward who's scared of dying does!
context: Do you still want to talk about this?\It's not like you'd ever understand.\No!\You shouldn't be in a place like this!\Stop!\I am staying with my brother!\Why does he use his power to kill people?!\It's... something a coward who's scared of dying does! response:	You don't know anything about my brother!
context: It's not like you'd ever understand.\No!\You shouldn't be in a place like this!\Stop!\I am staying with my brother!\Why does he use his power to kill people?!\It's... something a coward who's scared of dying does!\You don't know anything about my brother! response:	So watch what you say!
context: No!\You shouldn't be in a place like this!\Stop!\I am staying with my brother!\Why does he use his power to kill people?!\It's... something a coward who's scared of dying does!\You don't know anything about my brother!\So watch what you say! response:	Nameless!
context: You shouldn't be in a place like this!\Stop!\I am staying with my brother!\Why does he use his power to kill people?!\It's... something a coward who's scared of dying does!\You don't know anything about my brother!\So watch what you say!\Nameless! response:	Trying to protect yourself is not being a coward.
context: Stop!\I am staying with my brother!\Why does he use his power to kill people?!\It's... something a coward who's scared of dying does!\You don't know anything about my brother!\So watch what you say!\Nameless!\Trying to protect yourself is not being a coward. response:	There won't be any more reason to be sad if we all just become strong.
context: I am staying with my brother!\Why does he use his power to kill people?!\It's... something a coward who's scared of dying does!\You don't know anything about my brother!\So watch what you say!\Nameless!\Trying to protect yourself is not being a coward.\There won't be any more reason to be sad if we all just become strong. response:	What my brother says is right.
context: Why does he use his power to kill people?!\It's... something a coward who's scared of dying does!\You don't know anything about my brother!\So watch what you say!\Nameless!\Trying to protect yourself is not being a coward.\There won't be any more reason to be sad if we all just become strong.\What my brother says is right. response:	Not that I expect liars like you to understand!
context: It's... something a coward who's scared of dying does!\You don't know anything about my brother!\So watch what you say!\Nameless!\Trying to protect yourself is not being a coward.\There won't be any more reason to be sad if we all just become strong.\What my brother says is right.\Not that I expect liars like you to understand! response:	Wait, Nameless!
context: You don't know anything about my brother!\So watch what you say!\Nameless!\Trying to protect yourself is not being a coward.\There won't be any more reason to be sad if we all just become strong.\What my brother says is right.\Not that I expect liars like you to understand!\Wait, Nameless! response:	Don't go!
context: So watch what you say!\Nameless!\Trying to protect yourself is not being a coward.\There won't be any more reason to be sad if we all just become strong.\What my brother says is right.\Not that I expect liars like you to understand!\Wait, Nameless!\Don't go! response:	Biba...
context: Nameless!\Trying to protect yourself is not being a coward.\There won't be any more reason to be sad if we all just become strong.\What my brother says is right.\Not that I expect liars like you to understand!\Wait, Nameless!\Don't go!\Biba... response:	He's no hero.
context: Trying to protect yourself is not being a coward.\There won't be any more reason to be sad if we all just become strong.\What my brother says is right.\Not that I expect liars like you to understand!\Wait, Nameless!\Don't go!\Biba...\He's no hero. response:	At that time...
context: There won't be any more reason to be sad if we all just become strong.\What my brother says is right.\Not that I expect liars like you to understand!\Wait, Nameless!\Don't go!\Biba...\He's no hero.\At that time... response:	I will remember that day
context: What my brother says is right.\Not that I expect liars like you to understand!\Wait, Nameless!\Don't go!\Biba...\He's no hero.\At that time...\I will remember that day response:	Losing myself
context: Not that I expect liars like you to understand!\Wait, Nameless!\Don't go!\Biba...\He's no hero.\At that time...\I will remember that day\Losing myself response:	In steam
context: Wait, Nameless!\Don't go!\Biba...\He's no hero.\At that time...\I will remember that day\Losing myself\In steam response:	Countless mistakes are made
context: Don't go!\Biba...\He's no hero.\At that time...\I will remember that day\Losing myself\In steam\Countless mistakes are made response:	When I can't see anything ahead
context: Biba...\He's no hero.\At that time...\I will remember that day\Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead response:	You said
context: He's no hero.\At that time...\I will remember that day\Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead\You said response:	Ask your own burning blood
context: At that time...\I will remember that day\Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood response:	Answer my beat
context: I will remember that day\Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat response:	Corpseless of the Iron Fortress
context: Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress response:	Stand up
context: In steam\Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress\Stand up response:	And slam everything onto the ground
context: Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground response:	My soul is devoted to my friend
context: When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground\My soul is devoted to my friend response:	Burn your life
context: You said\Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life response:	Change the world
context: Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world response:	Even if the stars
context: Answer my beat\Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world\Even if the stars response:	That connect you make a sound
context: Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world\Even if the stars\That connect you make a sound response:	There are just dreams in the same rain
context: Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world\Even if the stars\That connect you make a sound\There are just dreams in the same rain response:	And lights are dried up
context: And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world\Even if the stars\That connect you make a sound\There are just dreams in the same rain\And lights are dried up response:	I am tired of getting answers
context: My soul is devoted to my friend\Burn your life\Change the world\Even if the stars\That connect you make a sound\There are just dreams in the same rain\And lights are dried up\I am tired of getting answers response:	By mimicking others
context: Burn your life\Change the world\Even if the stars\That connect you make a sound\There are just dreams in the same rain\And lights are dried up\I am tired of getting answers\By mimicking others response:	Dawn without the sun
context: Change the world\Even if the stars\That connect you make a sound\There are just dreams in the same rain\And lights are dried up\I am tired of getting answers\By mimicking others\Dawn without the sun response:	And broken morning
context: Even if the stars\That connect you make a sound\There are just dreams in the same rain\And lights are dried up\I am tired of getting answers\By mimicking others\Dawn without the sun\And broken morning response:	Smashed cry and dream The ideal only has its doors
context: That connect you make a sound\There are just dreams in the same rain\And lights are dried up\I am tired of getting answers\By mimicking others\Dawn without the sun\And broken morning\Smashed cry and dream The ideal only has its doors response:	City is uplifted and drown in noise
context: There are just dreams in the same rain\And lights are dried up\I am tired of getting answers\By mimicking others\Dawn without the sun\And broken morning\Smashed cry and dream The ideal only has its doors\City is uplifted and drown in noise response:	I will still sing and stop turning the rudder
context: And lights are dried up\I am tired of getting answers\By mimicking others\Dawn without the sun\And broken morning\Smashed cry and dream The ideal only has its doors\City is uplifted and drown in noise\I will still sing and stop turning the rudder response:	To hush silence
context: I am tired of getting answers\By mimicking others\Dawn without the sun\And broken morning\Smashed cry and dream The ideal only has its doors\City is uplifted and drown in noise\I will still sing and stop turning the rudder\To hush silence response:	Chapter Eight
context: By mimicking others\Dawn without the sun\And broken morning\Smashed cry and dream The ideal only has its doors\City is uplifted and drown in noise\I will still sing and stop turning the rudder\To hush silence\Chapter Eight response:	The Silent Hunter
