context: Timing and Subtitles brought to you by The Little Lover Team @Viki response:	I want to go back to that time again.
context: Did Horikiri-san really go to Tokyo?\Why are you asking me such a question?\I was just saying. Hey...\Can I see you after school today?\Minami-kun...\Timing and Subtitles brought to you by The Little Lover Team @Viki\What's this? If they want to study, they can go to the library.\Why at a cafe? It's like a date. response:	You don't have to answer it? It's been ringing several times.
context: Why are you asking me such a question?\I was just saying. Hey...\Can I see you after school today?\Minami-kun...\Timing and Subtitles brought to you by The Little Lover Team @Viki\What's this? If they want to study, they can go to the library.\Why at a cafe? It's like a date.\You don't have to answer it? It's been ringing several times. response:	Ah... It's okay.
context: I was just saying. Hey...\Can I see you after school today?\Minami-kun...\Timing and Subtitles brought to you by The Little Lover Team @Viki\What's this? If they want to study, they can go to the library.\Why at a cafe? It's like a date.\You don't have to answer it? It's been ringing several times.\Ah... It's okay. response:	Minami-kun. I don't understand this.
context: Can I see you after school today?\Minami-kun...\Timing and Subtitles brought to you by The Little Lover Team @Viki\What's this? If they want to study, they can go to the library.\Why at a cafe? It's like a date.\You don't have to answer it? It's been ringing several times.\Ah... It's okay.\Minami-kun. I don't understand this. response:	Where?
context: Minami-kun...\Timing and Subtitles brought to you by The Little Lover Team @Viki\What's this? If they want to study, they can go to the library.\Why at a cafe? It's like a date.\You don't have to answer it? It's been ringing several times.\Ah... It's okay.\Minami-kun. I don't understand this.\Where? response:	Eh?
context: Timing and Subtitles brought to you by The Little Lover Team @Viki\What's this? If they want to study, they can go to the library.\Why at a cafe? It's like a date.\You don't have to answer it? It's been ringing several times.\Ah... It's okay.\Minami-kun. I don't understand this.\Where?\Eh? response:	Oh, Minami-kun.
context: What's this? If they want to study, they can go to the library.\Why at a cafe? It's like a date.\You don't have to answer it? It's been ringing several times.\Ah... It's okay.\Minami-kun. I don't understand this.\Where?\Eh?\Oh, Minami-kun. response:	Nomura?
context: Why at a cafe? It's like a date.\You don't have to answer it? It's been ringing several times.\Ah... It's okay.\Minami-kun. I don't understand this.\Where?\Eh?\Oh, Minami-kun.\Nomura? response:	You were hungry.
context: You don't have to answer it? It's been ringing several times.\Ah... It's okay.\Minami-kun. I don't understand this.\Where?\Eh?\Oh, Minami-kun.\Nomura?\You were hungry. response:	Ah, no...
context: Ah... It's okay.\Minami-kun. I don't understand this.\Where?\Eh?\Oh, Minami-kun.\Nomura?\You were hungry.\Ah, no... response:	To hide it, you had a fake cough like that.
context: Minami-kun. I don't understand this.\Where?\Eh?\Oh, Minami-kun.\Nomura?\You were hungry.\Ah, no...\To hide it, you had a fake cough like that. response:	Do you want to eat something?
context: Where?\Eh?\Oh, Minami-kun.\Nomura?\You were hungry.\Ah, no...\To hide it, you had a fake cough like that.\Do you want to eat something? response:	They have sandwiches.
context: Eh?\Oh, Minami-kun.\Nomura?\You were hungry.\Ah, no...\To hide it, you had a fake cough like that.\Do you want to eat something?\They have sandwiches. response:	Yeah.
context: Oh, Minami-kun.\Nomura?\You were hungry.\Ah, no...\To hide it, you had a fake cough like that.\Do you want to eat something?\They have sandwiches.\Yeah. response:	Your father disappeared, right?
context: Nomura?\You were hungry.\Ah, no...\To hide it, you had a fake cough like that.\Do you want to eat something?\They have sandwiches.\Yeah.\Your father disappeared, right? response:	Why does she have to ask such a thing?
context: You were hungry.\Ah, no...\To hide it, you had a fake cough like that.\Do you want to eat something?\They have sandwiches.\Yeah.\Your father disappeared, right?\Why does she have to ask such a thing? response:	That is a taboo question to ask Minami-kun.
context: Ah, no...\To hide it, you had a fake cough like that.\Do you want to eat something?\They have sandwiches.\Yeah.\Your father disappeared, right?\Why does she have to ask such a thing?\That is a taboo question to ask Minami-kun. response:	He didn't disappear...
context: To hide it, you had a fake cough like that.\Do you want to eat something?\They have sandwiches.\Yeah.\Your father disappeared, right?\Why does she have to ask such a thing?\That is a taboo question to ask Minami-kun.\He didn't disappear... response:	He got a lover and left us. I don't consider him as my dad.
context: Do you want to eat something?\They have sandwiches.\Yeah.\Your father disappeared, right?\Why does she have to ask such a thing?\That is a taboo question to ask Minami-kun.\He didn't disappear...\He got a lover and left us. I don't consider him as my dad. response:	Eh? Why are you telling that to her with no hesitation?
context: They have sandwiches.\Yeah.\Your father disappeared, right?\Why does she have to ask such a thing?\That is a taboo question to ask Minami-kun.\He didn't disappear...\He got a lover and left us. I don't consider him as my dad.\Eh? Why are you telling that to her with no hesitation? response:	I'm the same. The one who gave birth to me left us, too.
context: Yeah.\Your father disappeared, right?\Why does she have to ask such a thing?\That is a taboo question to ask Minami-kun.\He didn't disappear...\He got a lover and left us. I don't consider him as my dad.\Eh? Why are you telling that to her with no hesitation?\I'm the same. The one who gave birth to me left us, too. response:	I don't consider her my mom.
context: Your father disappeared, right?\Why does she have to ask such a thing?\That is a taboo question to ask Minami-kun.\He didn't disappear...\He got a lover and left us. I don't consider him as my dad.\Eh? Why are you telling that to her with no hesitation?\I'm the same. The one who gave birth to me left us, too.\I don't consider her my mom. response:	What's this atmosphere? It seems as if they understand each other without words.
context: Why does she have to ask such a thing?\That is a taboo question to ask Minami-kun.\He didn't disappear...\He got a lover and left us. I don't consider him as my dad.\Eh? Why are you telling that to her with no hesitation?\I'm the same. The one who gave birth to me left us, too.\I don't consider her my mom.\What's this atmosphere? It seems as if they understand each other without words. response:	Well then.
context: That is a taboo question to ask Minami-kun.\He didn't disappear...\He got a lover and left us. I don't consider him as my dad.\Eh? Why are you telling that to her with no hesitation?\I'm the same. The one who gave birth to me left us, too.\I don't consider her my mom.\What's this atmosphere? It seems as if they understand each other without words.\Well then. response:	Yeah. See you tomorrow.
context: He didn't disappear...\He got a lover and left us. I don't consider him as my dad.\Eh? Why are you telling that to her with no hesitation?\I'm the same. The one who gave birth to me left us, too.\I don't consider her my mom.\What's this atmosphere? It seems as if they understand each other without words.\Well then.\Yeah. See you tomorrow. response:	Yup.
context: He got a lover and left us. I don't consider him as my dad.\Eh? Why are you telling that to her with no hesitation?\I'm the same. The one who gave birth to me left us, too.\I don't consider her my mom.\What's this atmosphere? It seems as if they understand each other without words.\Well then.\Yeah. See you tomorrow.\Yup. response:	Minami-kun.
context: Eh? Why are you telling that to her with no hesitation?\I'm the same. The one who gave birth to me left us, too.\I don't consider her my mom.\What's this atmosphere? It seems as if they understand each other without words.\Well then.\Yeah. See you tomorrow.\Yup.\Minami-kun. response:	Oh, you've never kissed before?
context: I'm the same. The one who gave birth to me left us, too.\I don't consider her my mom.\What's this atmosphere? It seems as if they understand each other without words.\Well then.\Yeah. See you tomorrow.\Yup.\Minami-kun.\Oh, you've never kissed before? response:	Minami-kun...
context: I don't consider her my mom.\What's this atmosphere? It seems as if they understand each other without words.\Well then.\Yeah. See you tomorrow.\Yup.\Minami-kun.\Oh, you've never kissed before?\Minami-kun... response:	May I reserve here as well?
context: What's this atmosphere? It seems as if they understand each other without words.\Well then.\Yeah. See you tomorrow.\Yup.\Minami-kun.\Oh, you've never kissed before?\Minami-kun...\May I reserve here as well? response:	I hate it! It is so loud.
context: Well then.\Yeah. See you tomorrow.\Yup.\Minami-kun.\Oh, you've never kissed before?\Minami-kun...\May I reserve here as well?\I hate it! It is so loud. response:	See you.
context: Yeah. See you tomorrow.\Yup.\Minami-kun.\Oh, you've never kissed before?\Minami-kun...\May I reserve here as well?\I hate it! It is so loud.\See you. response:	My Little Lover: Minami Kun No Koibito
context: Yup.\Minami-kun.\Oh, you've never kissed before?\Minami-kun...\May I reserve here as well?\I hate it! It is so loud.\See you.\My Little Lover: Minami Kun No Koibito response:	You idiot, Minami! How can you not know how I feel?
context: Minami-kun.\Oh, you've never kissed before?\Minami-kun...\May I reserve here as well?\I hate it! It is so loud.\See you.\My Little Lover: Minami Kun No Koibito\You idiot, Minami! How can you not know how I feel? response:	Your father disappeared, right?
context: Oh, you've never kissed before?\Minami-kun...\May I reserve here as well?\I hate it! It is so loud.\See you.\My Little Lover: Minami Kun No Koibito\You idiot, Minami! How can you not know how I feel?\Your father disappeared, right? response:	He didn't disappear...
context: Minami-kun...\May I reserve here as well?\I hate it! It is so loud.\See you.\My Little Lover: Minami Kun No Koibito\You idiot, Minami! How can you not know how I feel?\Your father disappeared, right?\He didn't disappear... response:	He got a lover and left us. I don't consider him as my dad.
context: May I reserve here as well?\I hate it! It is so loud.\See you.\My Little Lover: Minami Kun No Koibito\You idiot, Minami! How can you not know how I feel?\Your father disappeared, right?\He didn't disappear...\He got a lover and left us. I don't consider him as my dad. response:	- Men! (a kendo term) - Good!
context: I hate it! It is so loud.\See you.\My Little Lover: Minami Kun No Koibito\You idiot, Minami! How can you not know how I feel?\Your father disappeared, right?\He didn't disappear...\He got a lover and left us. I don't consider him as my dad.\- Men! (a kendo term) - Good! response:	- Men! - Good!
context: See you.\My Little Lover: Minami Kun No Koibito\You idiot, Minami! How can you not know how I feel?\Your father disappeared, right?\He didn't disappear...\He got a lover and left us. I don't consider him as my dad.\- Men! (a kendo term) - Good!\- Men! - Good! response:	- Good! - Men!
context: My Little Lover: Minami Kun No Koibito\You idiot, Minami! How can you not know how I feel?\Your father disappeared, right?\He didn't disappear...\He got a lover and left us. I don't consider him as my dad.\- Men! (a kendo term) - Good!\- Men! - Good!\- Good! - Men! response:	- More! - Men!
context: You idiot, Minami! How can you not know how I feel?\Your father disappeared, right?\He didn't disappear...\He got a lover and left us. I don't consider him as my dad.\- Men! (a kendo term) - Good!\- Men! - Good!\- Good! - Men!\- More! - Men! response:	That's right.
context: Your father disappeared, right?\He didn't disappear...\He got a lover and left us. I don't consider him as my dad.\- Men! (a kendo term) - Good!\- Men! - Good!\- Good! - Men!\- More! - Men!\That's right. response:	- Good. - Men!
context: He didn't disappear...\He got a lover and left us. I don't consider him as my dad.\- Men! (a kendo term) - Good!\- Men! - Good!\- Good! - Men!\- More! - Men!\That's right.\- Good. - Men! response:	Men!
context: He got a lover and left us. I don't consider him as my dad.\- Men! (a kendo term) - Good!\- Men! - Good!\- Good! - Men!\- More! - Men!\That's right.\- Good. - Men!\Men! response:	Here you go.
context: - Men! (a kendo term) - Good!\- Men! - Good!\- Good! - Men!\- More! - Men!\That's right.\- Good. - Men!\Men!\Here you go. response:	Hey, Minami-kun.
context: - Men! - Good!\- Good! - Men!\- More! - Men!\That's right.\- Good. - Men!\Men!\Here you go.\Hey, Minami-kun. response:	What?
context: - Good! - Men!\- More! - Men!\That's right.\- Good. - Men!\Men!\Here you go.\Hey, Minami-kun.\What? response:	Your dad influenced you to start kendo, right?
context: - More! - Men!\That's right.\- Good. - Men!\Men!\Here you go.\Hey, Minami-kun.\What?\Your dad influenced you to start kendo, right? response:	What are you saying, all of a sudden?
context: That's right.\- Good. - Men!\Men!\Here you go.\Hey, Minami-kun.\What?\Your dad influenced you to start kendo, right?\What are you saying, all of a sudden? response:	Even now, you practice swings every day even though you quit kendo for the college entrance exam.
context: - Good. - Men!\Men!\Here you go.\Hey, Minami-kun.\What?\Your dad influenced you to start kendo, right?\What are you saying, all of a sudden?\Even now, you practice swings every day even though you quit kendo for the college entrance exam. response:	Is it because you want to somehow stay connected with your dad who left you?
context: Men!\Here you go.\Hey, Minami-kun.\What?\Your dad influenced you to start kendo, right?\What are you saying, all of a sudden?\Even now, you practice swings every day even though you quit kendo for the college entrance exam.\Is it because you want to somehow stay connected with your dad who left you? response:	You idiot!
context: Here you go.\Hey, Minami-kun.\What?\Your dad influenced you to start kendo, right?\What are you saying, all of a sudden?\Even now, you practice swings every day even though you quit kendo for the college entrance exam.\Is it because you want to somehow stay connected with your dad who left you?\You idiot! response:	You used to love your dad, and you might still...
context: Hey, Minami-kun.\What?\Your dad influenced you to start kendo, right?\What are you saying, all of a sudden?\Even now, you practice swings every day even though you quit kendo for the college entrance exam.\Is it because you want to somehow stay connected with your dad who left you?\You idiot!\You used to love your dad, and you might still... response:	Cut it out!
context: What?\Your dad influenced you to start kendo, right?\What are you saying, all of a sudden?\Even now, you practice swings every day even though you quit kendo for the college entrance exam.\Is it because you want to somehow stay connected with your dad who left you?\You idiot!\You used to love your dad, and you might still...\Cut it out! response:	I have forgotten about him already. I don't even think about him.
context: Your dad influenced you to start kendo, right?\What are you saying, all of a sudden?\Even now, you practice swings every day even though you quit kendo for the college entrance exam.\Is it because you want to somehow stay connected with your dad who left you?\You idiot!\You used to love your dad, and you might still...\Cut it out!\I have forgotten about him already. I don't even think about him. response:	That's a lie.
context: What are you saying, all of a sudden?\Even now, you practice swings every day even though you quit kendo for the college entrance exam.\Is it because you want to somehow stay connected with your dad who left you?\You idiot!\You used to love your dad, and you might still...\Cut it out!\I have forgotten about him already. I don't even think about him.\That's a lie. response:	Because you have changed so much since then.
context: Even now, you practice swings every day even though you quit kendo for the college entrance exam.\Is it because you want to somehow stay connected with your dad who left you?\You idiot!\You used to love your dad, and you might still...\Cut it out!\I have forgotten about him already. I don't even think about him.\That's a lie.\Because you have changed so much since then. response:	Of course! My dad deserted and left my mom and grandma.
context: Is it because you want to somehow stay connected with your dad who left you?\You idiot!\You used to love your dad, and you might still...\Cut it out!\I have forgotten about him already. I don't even think about him.\That's a lie.\Because you have changed so much since then.\Of course! My dad deserted and left my mom and grandma. response:	I had to protect those two who got abandoned. I had to change!
context: You idiot!\You used to love your dad, and you might still...\Cut it out!\I have forgotten about him already. I don't even think about him.\That's a lie.\Because you have changed so much since then.\Of course! My dad deserted and left my mom and grandma.\I had to protect those two who got abandoned. I had to change! response:	What are you saying?
context: You used to love your dad, and you might still...\Cut it out!\I have forgotten about him already. I don't even think about him.\That's a lie.\Because you have changed so much since then.\Of course! My dad deserted and left my mom and grandma.\I had to protect those two who got abandoned. I had to change!\What are you saying? response:	Minami-kun...
context: Cut it out!\I have forgotten about him already. I don't even think about him.\That's a lie.\Because you have changed so much since then.\Of course! My dad deserted and left my mom and grandma.\I had to protect those two who got abandoned. I had to change!\What are you saying?\Minami-kun... response:	You couldn't possibly understand it.
context: I have forgotten about him already. I don't even think about him.\That's a lie.\Because you have changed so much since then.\Of course! My dad deserted and left my mom and grandma.\I had to protect those two who got abandoned. I had to change!\What are you saying?\Minami-kun...\You couldn't possibly understand it. response:	I don't understand.
context: That's a lie.\Because you have changed so much since then.\Of course! My dad deserted and left my mom and grandma.\I had to protect those two who got abandoned. I had to change!\What are you saying?\Minami-kun...\You couldn't possibly understand it.\I don't understand. response:	I don't, but...
context: Because you have changed so much since then.\Of course! My dad deserted and left my mom and grandma.\I had to protect those two who got abandoned. I had to change!\What are you saying?\Minami-kun...\You couldn't possibly understand it.\I don't understand.\I don't, but... response:	I have always wanted to be of help to you.
context: Of course! My dad deserted and left my mom and grandma.\I had to protect those two who got abandoned. I had to change!\What are you saying?\Minami-kun...\You couldn't possibly understand it.\I don't understand.\I don't, but...\I have always wanted to be of help to you. response:	Help? I don't need it.
context: I had to protect those two who got abandoned. I had to change!\What are you saying?\Minami-kun...\You couldn't possibly understand it.\I don't understand.\I don't, but...\I have always wanted to be of help to you.\Help? I don't need it. response:	I will be a doctor no matter what and give my mom and grandma a comfortable life.
context: What are you saying?\Minami-kun...\You couldn't possibly understand it.\I don't understand.\I don't, but...\I have always wanted to be of help to you.\Help? I don't need it.\I will be a doctor no matter what and give my mom and grandma a comfortable life. response:	I don't need help from anyone.
context: Minami-kun...\You couldn't possibly understand it.\I don't understand.\I don't, but...\I have always wanted to be of help to you.\Help? I don't need it.\I will be a doctor no matter what and give my mom and grandma a comfortable life.\I don't need help from anyone. response:	Minami-kun...
context: You couldn't possibly understand it.\I don't understand.\I don't, but...\I have always wanted to be of help to you.\Help? I don't need it.\I will be a doctor no matter what and give my mom and grandma a comfortable life.\I don't need help from anyone.\Minami-kun... response:	So, I don't have time to spend on club activities or a superficial friendship.
context: I don't understand.\I don't, but...\I have always wanted to be of help to you.\Help? I don't need it.\I will be a doctor no matter what and give my mom and grandma a comfortable life.\I don't need help from anyone.\Minami-kun...\So, I don't have time to spend on club activities or a superficial friendship. response:	That is...
context: I don't, but...\I have always wanted to be of help to you.\Help? I don't need it.\I will be a doctor no matter what and give my mom and grandma a comfortable life.\I don't need help from anyone.\Minami-kun...\So, I don't have time to spend on club activities or a superficial friendship.\That is... response:	the real reason why you won't participate in the match, huh?
context: I have always wanted to be of help to you.\Help? I don't need it.\I will be a doctor no matter what and give my mom and grandma a comfortable life.\I don't need help from anyone.\Minami-kun...\So, I don't have time to spend on club activities or a superficial friendship.\That is...\the real reason why you won't participate in the match, huh? response:	- You were up? - I couldn't sleep for some reason.
context: Help? I don't need it.\I will be a doctor no matter what and give my mom and grandma a comfortable life.\I don't need help from anyone.\Minami-kun...\So, I don't have time to spend on club activities or a superficial friendship.\That is...\the real reason why you won't participate in the match, huh?\- You were up? - I couldn't sleep for some reason. response:	You've been studying till this late?
context: I will be a doctor no matter what and give my mom and grandma a comfortable life.\I don't need help from anyone.\Minami-kun...\So, I don't have time to spend on club activities or a superficial friendship.\That is...\the real reason why you won't participate in the match, huh?\- You were up? - I couldn't sleep for some reason.\You've been studying till this late? response:	Well... I couldn't sleep, either.
context: I don't need help from anyone.\Minami-kun...\So, I don't have time to spend on club activities or a superficial friendship.\That is...\the real reason why you won't participate in the match, huh?\- You were up? - I couldn't sleep for some reason.\You've been studying till this late?\Well... I couldn't sleep, either. response:	Can I ask you a question?
context: Minami-kun...\So, I don't have time to spend on club activities or a superficial friendship.\That is...\the real reason why you won't participate in the match, huh?\- You were up? - I couldn't sleep for some reason.\You've been studying till this late?\Well... I couldn't sleep, either.\Can I ask you a question? response:	What?
context: So, I don't have time to spend on club activities or a superficial friendship.\That is...\the real reason why you won't participate in the match, huh?\- You were up? - I couldn't sleep for some reason.\You've been studying till this late?\Well... I couldn't sleep, either.\Can I ask you a question?\What? response:	Mom,
context: That is...\the real reason why you won't participate in the match, huh?\- You were up? - I couldn't sleep for some reason.\You've been studying till this late?\Well... I couldn't sleep, either.\Can I ask you a question?\What?\Mom, response:	you don't have a grudge against him?
context: the real reason why you won't participate in the match, huh?\- You were up? - I couldn't sleep for some reason.\You've been studying till this late?\Well... I couldn't sleep, either.\Can I ask you a question?\What?\Mom,\you don't have a grudge against him? response:	Him?
context: - You were up? - I couldn't sleep for some reason.\You've been studying till this late?\Well... I couldn't sleep, either.\Can I ask you a question?\What?\Mom,\you don't have a grudge against him?\Him? response:	That guy... who is my father.
context: You've been studying till this late?\Well... I couldn't sleep, either.\Can I ask you a question?\What?\Mom,\you don't have a grudge against him?\Him?\That guy... who is my father. response:	Noboru-chan?
context: Well... I couldn't sleep, either.\Can I ask you a question?\What?\Mom,\you don't have a grudge against him?\Him?\That guy... who is my father.\Noboru-chan? response:	No grudge?
context: Can I ask you a question?\What?\Mom,\you don't have a grudge against him?\Him?\That guy... who is my father.\Noboru-chan?\No grudge? response:	Hmm. I wonder. I think there was a time I did.
context: What?\Mom,\you don't have a grudge against him?\Him?\That guy... who is my father.\Noboru-chan?\No grudge?\Hmm. I wonder. I think there was a time I did. response:	I'm asking you seriously.
context: Mom,\you don't have a grudge against him?\Him?\That guy... who is my father.\Noboru-chan?\No grudge?\Hmm. I wonder. I think there was a time I did.\I'm asking you seriously. response:	I'm sorry. Well...
context: you don't have a grudge against him?\Him?\That guy... who is my father.\Noboru-chan?\No grudge?\Hmm. I wonder. I think there was a time I did.\I'm asking you seriously.\I'm sorry. Well... response:	Every day I have lived with all my might.
context: Him?\That guy... who is my father.\Noboru-chan?\No grudge?\Hmm. I wonder. I think there was a time I did.\I'm asking you seriously.\I'm sorry. Well...\Every day I have lived with all my might. response:	So, I had no time to have a grudge or anything.
context: That guy... who is my father.\Noboru-chan?\No grudge?\Hmm. I wonder. I think there was a time I did.\I'm asking you seriously.\I'm sorry. Well...\Every day I have lived with all my might.\So, I had no time to have a grudge or anything. response:	You had no time?
context: Noboru-chan?\No grudge?\Hmm. I wonder. I think there was a time I did.\I'm asking you seriously.\I'm sorry. Well...\Every day I have lived with all my might.\So, I had no time to have a grudge or anything.\You had no time? response:	Right. Of course I have had a hard time after he left me,
context: No grudge?\Hmm. I wonder. I think there was a time I did.\I'm asking you seriously.\I'm sorry. Well...\Every day I have lived with all my might.\So, I had no time to have a grudge or anything.\You had no time?\Right. Of course I have had a hard time after he left me, response:	but I wouldn't have met you if I hadn't gotten married to Noboru-chan.
context: Hmm. I wonder. I think there was a time I did.\I'm asking you seriously.\I'm sorry. Well...\Every day I have lived with all my might.\So, I had no time to have a grudge or anything.\You had no time?\Right. Of course I have had a hard time after he left me,\but I wouldn't have met you if I hadn't gotten married to Noboru-chan. response:	I wouldn't be living with your grandma like this, either.
context: I'm asking you seriously.\I'm sorry. Well...\Every day I have lived with all my might.\So, I had no time to have a grudge or anything.\You had no time?\Right. Of course I have had a hard time after he left me,\but I wouldn't have met you if I hadn't gotten married to Noboru-chan.\I wouldn't be living with your grandma like this, either. response:	So, that evens things up, you know.
context: I'm sorry. Well...\Every day I have lived with all my might.\So, I had no time to have a grudge or anything.\You had no time?\Right. Of course I have had a hard time after he left me,\but I wouldn't have met you if I hadn't gotten married to Noboru-chan.\I wouldn't be living with your grandma like this, either.\So, that evens things up, you know. response:	That evens thing up?
context: Every day I have lived with all my might.\So, I had no time to have a grudge or anything.\You had no time?\Right. Of course I have had a hard time after he left me,\but I wouldn't have met you if I hadn't gotten married to Noboru-chan.\I wouldn't be living with your grandma like this, either.\So, that evens things up, you know.\That evens thing up? response:	That's because...
context: So, I had no time to have a grudge or anything.\You had no time?\Right. Of course I have had a hard time after he left me,\but I wouldn't have met you if I hadn't gotten married to Noboru-chan.\I wouldn't be living with your grandma like this, either.\So, that evens things up, you know.\That evens thing up?\That's because... response:	I have a cute son like this,
context: You had no time?\Right. Of course I have had a hard time after he left me,\but I wouldn't have met you if I hadn't gotten married to Noboru-chan.\I wouldn't be living with your grandma like this, either.\So, that evens things up, you know.\That evens thing up?\That's because...\I have a cute son like this, response:	and I am happy now.
context: Right. Of course I have had a hard time after he left me,\but I wouldn't have met you if I hadn't gotten married to Noboru-chan.\I wouldn't be living with your grandma like this, either.\So, that evens things up, you know.\That evens thing up?\That's because...\I have a cute son like this,\and I am happy now. response:	You are my most beloved son.
context: but I wouldn't have met you if I hadn't gotten married to Noboru-chan.\I wouldn't be living with your grandma like this, either.\So, that evens things up, you know.\That evens thing up?\That's because...\I have a cute son like this,\and I am happy now.\You are my most beloved son. response:	You should loosen up more.
context: I wouldn't be living with your grandma like this, either.\So, that evens things up, you know.\That evens thing up?\That's because...\I have a cute son like this,\and I am happy now.\You are my most beloved son.\You should loosen up more. response:	Hey, you stink. Come on!
context: So, that evens things up, you know.\That evens thing up?\That's because...\I have a cute son like this,\and I am happy now.\You are my most beloved son.\You should loosen up more.\Hey, you stink. Come on! response:	Young man, grow quickly and become 20.
context: That evens thing up?\That's because...\I have a cute son like this,\and I am happy now.\You are my most beloved son.\You should loosen up more.\Hey, you stink. Come on!\Young man, grow quickly and become 20. response:	Mom, you are drunk.
context: That's because...\I have a cute son like this,\and I am happy now.\You are my most beloved son.\You should loosen up more.\Hey, you stink. Come on!\Young man, grow quickly and become 20.\Mom, you are drunk. response:	What's this ruckus?
context: I have a cute son like this,\and I am happy now.\You are my most beloved son.\You should loosen up more.\Hey, you stink. Come on!\Young man, grow quickly and become 20.\Mom, you are drunk.\What's this ruckus? response:	I'm sorry, Grandma. Mom is drunk.
context: and I am happy now.\You are my most beloved son.\You should loosen up more.\Hey, you stink. Come on!\Young man, grow quickly and become 20.\Mom, you are drunk.\What's this ruckus?\I'm sorry, Grandma. Mom is drunk. response:	Oh, my. You got drunk with such little alcohol? Shame on you.
context: You are my most beloved son.\You should loosen up more.\Hey, you stink. Come on!\Young man, grow quickly and become 20.\Mom, you are drunk.\What's this ruckus?\I'm sorry, Grandma. Mom is drunk.\Oh, my. You got drunk with such little alcohol? Shame on you. response:	Eh?
context: You should loosen up more.\Hey, you stink. Come on!\Young man, grow quickly and become 20.\Mom, you are drunk.\What's this ruckus?\I'm sorry, Grandma. Mom is drunk.\Oh, my. You got drunk with such little alcohol? Shame on you.\Eh? response:	Well, I guess I have to drink with you.
context: Hey, you stink. Come on!\Young man, grow quickly and become 20.\Mom, you are drunk.\What's this ruckus?\I'm sorry, Grandma. Mom is drunk.\Oh, my. You got drunk with such little alcohol? Shame on you.\Eh?\Well, I guess I have to drink with you. response:	Grandma!
context: Young man, grow quickly and become 20.\Mom, you are drunk.\What's this ruckus?\I'm sorry, Grandma. Mom is drunk.\Oh, my. You got drunk with such little alcohol? Shame on you.\Eh?\Well, I guess I have to drink with you.\Grandma! response:	Mom!
context: Mom, you are drunk.\What's this ruckus?\I'm sorry, Grandma. Mom is drunk.\Oh, my. You got drunk with such little alcohol? Shame on you.\Eh?\Well, I guess I have to drink with you.\Grandma!\Mom! response:	- You are drunk. - Okay, okay.
context: What's this ruckus?\I'm sorry, Grandma. Mom is drunk.\Oh, my. You got drunk with such little alcohol? Shame on you.\Eh?\Well, I guess I have to drink with you.\Grandma!\Mom!\- You are drunk. - Okay, okay. response:	Thank you.
context: I'm sorry, Grandma. Mom is drunk.\Oh, my. You got drunk with such little alcohol? Shame on you.\Eh?\Well, I guess I have to drink with you.\Grandma!\Mom!\- You are drunk. - Okay, okay.\Thank you. response:	Pour me more.
context: Oh, my. You got drunk with such little alcohol? Shame on you.\Eh?\Well, I guess I have to drink with you.\Grandma!\Mom!\- You are drunk. - Okay, okay.\Thank you.\Pour me more. response:	Okay, let me offer you a drink now.
context: Eh?\Well, I guess I have to drink with you.\Grandma!\Mom!\- You are drunk. - Okay, okay.\Thank you.\Pour me more.\Okay, let me offer you a drink now. response:	Thank you.
context: Well, I guess I have to drink with you.\Grandma!\Mom!\- You are drunk. - Okay, okay.\Thank you.\Pour me more.\Okay, let me offer you a drink now.\Thank you. response:	Okay.
context: Grandma!\Mom!\- You are drunk. - Okay, okay.\Thank you.\Pour me more.\Okay, let me offer you a drink now.\Thank you.\Okay. response:	Cheers!
context: Mom!\- You are drunk. - Okay, okay.\Thank you.\Pour me more.\Okay, let me offer you a drink now.\Thank you.\Okay.\Cheers! response:	Timing and Subtitles brought to you by The Little Lover Team @Viki
context: - You are drunk. - Okay, okay.\Thank you.\Pour me more.\Okay, let me offer you a drink now.\Thank you.\Okay.\Cheers!\Timing and Subtitles brought to you by The Little Lover Team @Viki response:	Minami! Fight!
context: Thank you.\Pour me more.\Okay, let me offer you a drink now.\Thank you.\Okay.\Cheers!\Timing and Subtitles brought to you by The Little Lover Team @Viki\Minami! Fight! response:	Do your best!
context: Pour me more.\Okay, let me offer you a drink now.\Thank you.\Okay.\Cheers!\Timing and Subtitles brought to you by The Little Lover Team @Viki\Minami! Fight!\Do your best! response:	He had stubbornly insisted on not participating in the matches,
context: Okay, let me offer you a drink now.\Thank you.\Okay.\Cheers!\Timing and Subtitles brought to you by The Little Lover Team @Viki\Minami! Fight!\Do your best!\He had stubbornly insisted on not participating in the matches, response:	but he said he would do it, for some reason.
context: Thank you.\Okay.\Cheers!\Timing and Subtitles brought to you by The Little Lover Team @Viki\Minami! Fight!\Do your best!\He had stubbornly insisted on not participating in the matches,\but he said he would do it, for some reason. response:	Do your best! Do your best! Do your best!
context: Okay.\Cheers!\Timing and Subtitles brought to you by The Little Lover Team @Viki\Minami! Fight!\Do your best!\He had stubbornly insisted on not participating in the matches,\but he said he would do it, for some reason.\Do your best! Do your best! Do your best! response:	- Do your best! Do your best! - Men! Men!
context: Cheers!\Timing and Subtitles brought to you by The Little Lover Team @Viki\Minami! Fight!\Do your best!\He had stubbornly insisted on not participating in the matches,\but he said he would do it, for some reason.\Do your best! Do your best! Do your best!\- Do your best! Do your best! - Men! Men! response:	Do your best!
