context: Has there been any contact with Count Mazuurek since then? response:	No. However, his Landing Castle is still functional.
context: Unfortunately not, Highness.\Knowledge of your existence is limited, even here at the moon base.\I must ask that you avoid public areas.\Shall I speak to him?\It's Count Marylcian, isn't it?\But, Highness...\Is there a problem?\Patch him through to the throne room. response:	Her Highness Asseylum is most gracious.
context: Knowledge of your existence is limited, even here at the moon base.\I must ask that you avoid public areas.\Shall I speak to him?\It's Count Marylcian, isn't it?\But, Highness...\Is there a problem?\Patch him through to the throne room.\Her Highness Asseylum is most gracious. response:	Please forgive this sudden disturbance.
context: I must ask that you avoid public areas.\Shall I speak to him?\It's Count Marylcian, isn't it?\But, Highness...\Is there a problem?\Patch him through to the throne room.\Her Highness Asseylum is most gracious.\Please forgive this sudden disturbance. response:	It is a pleasure to see you, Count Marylcian.
context: Shall I speak to him?\It's Count Marylcian, isn't it?\But, Highness...\Is there a problem?\Patch him through to the throne room.\Her Highness Asseylum is most gracious.\Please forgive this sudden disturbance.\It is a pleasure to see you, Count Marylcian. response:	Now, what did you wish to discuss with me?
context: It's Count Marylcian, isn't it?\But, Highness...\Is there a problem?\Patch him through to the throne room.\Her Highness Asseylum is most gracious.\Please forgive this sudden disturbance.\It is a pleasure to see you, Count Marylcian.\Now, what did you wish to discuss with me? response:	It must be urgent indeed for you to contact me
context: But, Highness...\Is there a problem?\Patch him through to the throne room.\Her Highness Asseylum is most gracious.\Please forgive this sudden disturbance.\It is a pleasure to see you, Count Marylcian.\Now, what did you wish to discuss with me?\It must be urgent indeed for you to contact me response:	without first obtaining Count Troyard's permission.
context: Is there a problem?\Patch him through to the throne room.\Her Highness Asseylum is most gracious.\Please forgive this sudden disturbance.\It is a pleasure to see you, Count Marylcian.\Now, what did you wish to discuss with me?\It must be urgent indeed for you to contact me\without first obtaining Count Troyard's permission. response:	Ah. One cannot speak to you in private?
context: Patch him through to the throne room.\Her Highness Asseylum is most gracious.\Please forgive this sudden disturbance.\It is a pleasure to see you, Count Marylcian.\Now, what did you wish to discuss with me?\It must be urgent indeed for you to contact me\without first obtaining Count Troyard's permission.\Ah. One cannot speak to you in private? response:	I must say, Count Troyard is being rather overprotective to keep you under guard thus.
context: Her Highness Asseylum is most gracious.\Please forgive this sudden disturbance.\It is a pleasure to see you, Count Marylcian.\Now, what did you wish to discuss with me?\It must be urgent indeed for you to contact me\without first obtaining Count Troyard's permission.\Ah. One cannot speak to you in private?\I must say, Count Troyard is being rather overprotective to keep you under guard thus. response:	Perhaps under guard was a poor choice of words.
context: Please forgive this sudden disturbance.\It is a pleasure to see you, Count Marylcian.\Now, what did you wish to discuss with me?\It must be urgent indeed for you to contact me\without first obtaining Count Troyard's permission.\Ah. One cannot speak to you in private?\I must say, Count Troyard is being rather overprotective to keep you under guard thus.\Perhaps under guard was a poor choice of words. response:	He is more a knight who seeks to protect his princess imprisoned in her ivory tower.
context: It is a pleasure to see you, Count Marylcian.\Now, what did you wish to discuss with me?\It must be urgent indeed for you to contact me\without first obtaining Count Troyard's permission.\Ah. One cannot speak to you in private?\I must say, Count Troyard is being rather overprotective to keep you under guard thus.\Perhaps under guard was a poor choice of words.\He is more a knight who seeks to protect his princess imprisoned in her ivory tower. response:	Oh, my apologies if I have given offense.
context: Now, what did you wish to discuss with me?\It must be urgent indeed for you to contact me\without first obtaining Count Troyard's permission.\Ah. One cannot speak to you in private?\I must say, Count Troyard is being rather overprotective to keep you under guard thus.\Perhaps under guard was a poor choice of words.\He is more a knight who seeks to protect his princess imprisoned in her ivory tower.\Oh, my apologies if I have given offense. response:	I compared Your Highness to a bird in a cage.
context: It must be urgent indeed for you to contact me\without first obtaining Count Troyard's permission.\Ah. One cannot speak to you in private?\I must say, Count Troyard is being rather overprotective to keep you under guard thus.\Perhaps under guard was a poor choice of words.\He is more a knight who seeks to protect his princess imprisoned in her ivory tower.\Oh, my apologies if I have given offense.\I compared Your Highness to a bird in a cage. response:	A bird in a cage?
context: without first obtaining Count Troyard's permission.\Ah. One cannot speak to you in private?\I must say, Count Troyard is being rather overprotective to keep you under guard thus.\Perhaps under guard was a poor choice of words.\He is more a knight who seeks to protect his princess imprisoned in her ivory tower.\Oh, my apologies if I have given offense.\I compared Your Highness to a bird in a cage.\A bird in a cage? response:	Apparently, that is the expression used on Earth
context: Ah. One cannot speak to you in private?\I must say, Count Troyard is being rather overprotective to keep you under guard thus.\Perhaps under guard was a poor choice of words.\He is more a knight who seeks to protect his princess imprisoned in her ivory tower.\Oh, my apologies if I have given offense.\I compared Your Highness to a bird in a cage.\A bird in a cage?\Apparently, that is the expression used on Earth response:	to describe one who has been deprived of her freedom.
context: I must say, Count Troyard is being rather overprotective to keep you under guard thus.\Perhaps under guard was a poor choice of words.\He is more a knight who seeks to protect his princess imprisoned in her ivory tower.\Oh, my apologies if I have given offense.\I compared Your Highness to a bird in a cage.\A bird in a cage?\Apparently, that is the expression used on Earth\to describe one who has been deprived of her freedom. response:	Message from base command!
context: Perhaps under guard was a poor choice of words.\He is more a knight who seeks to protect his princess imprisoned in her ivory tower.\Oh, my apologies if I have given offense.\I compared Your Highness to a bird in a cage.\A bird in a cage?\Apparently, that is the expression used on Earth\to describe one who has been deprived of her freedom.\Message from base command! response:	They report that the prisoner has escaped!
context: He is more a knight who seeks to protect his princess imprisoned in her ivory tower.\Oh, my apologies if I have given offense.\I compared Your Highness to a bird in a cage.\A bird in a cage?\Apparently, that is the expression used on Earth\to describe one who has been deprived of her freedom.\Message from base command!\They report that the prisoner has escaped! response:	Put the ship on alert! Inform all duty stations!
context: Oh, my apologies if I have given offense.\I compared Your Highness to a bird in a cage.\A bird in a cage?\Apparently, that is the expression used on Earth\to describe one who has been deprived of her freedom.\Message from base command!\They report that the prisoner has escaped!\Put the ship on alert! Inform all duty stations! response:	Yes, ma'am!
context: I compared Your Highness to a bird in a cage.\A bird in a cage?\Apparently, that is the expression used on Earth\to describe one who has been deprived of her freedom.\Message from base command!\They report that the prisoner has escaped!\Put the ship on alert! Inform all duty stations!\Yes, ma'am! response:	These late-night alarms are killing me...
context: A bird in a cage?\Apparently, that is the expression used on Earth\to describe one who has been deprived of her freedom.\Message from base command!\They report that the prisoner has escaped!\Put the ship on alert! Inform all duty stations!\Yes, ma'am!\These late-night alarms are killing me... response:	Rayet, we have to get out there!
context: Apparently, that is the expression used on Earth\to describe one who has been deprived of her freedom.\Message from base command!\They report that the prisoner has escaped!\Put the ship on alert! Inform all duty stations!\Yes, ma'am!\These late-night alarms are killing me...\Rayet, we have to get out there! response:	Rayet?
context: to describe one who has been deprived of her freedom.\Message from base command!\They report that the prisoner has escaped!\Put the ship on alert! Inform all duty stations!\Yes, ma'am!\These late-night alarms are killing me...\Rayet, we have to get out there!\Rayet? response:	So, it's you.
context: Message from base command!\They report that the prisoner has escaped!\Put the ship on alert! Inform all duty stations!\Yes, ma'am!\These late-night alarms are killing me...\Rayet, we have to get out there!\Rayet?\So, it's you. response:	Come with me.
context: They report that the prisoner has escaped!\Put the ship on alert! Inform all duty stations!\Yes, ma'am!\These late-night alarms are killing me...\Rayet, we have to get out there!\Rayet?\So, it's you.\Come with me. response:	Hurry.
context: Put the ship on alert! Inform all duty stations!\Yes, ma'am!\These late-night alarms are killing me...\Rayet, we have to get out there!\Rayet?\So, it's you.\Come with me.\Hurry. response:	Why are you doing this?
context: Yes, ma'am!\These late-night alarms are killing me...\Rayet, we have to get out there!\Rayet?\So, it's you.\Come with me.\Hurry.\Why are you doing this? response:	I want you to go back to your Landing Castle
context: These late-night alarms are killing me...\Rayet, we have to get out there!\Rayet?\So, it's you.\Come with me.\Hurry.\Why are you doing this?\I want you to go back to your Landing Castle response:	and find out where the real Princess Asseylum is.
context: Rayet, we have to get out there!\Rayet?\So, it's you.\Come with me.\Hurry.\Why are you doing this?\I want you to go back to your Landing Castle\and find out where the real Princess Asseylum is. response:	Why me?
context: Rayet?\So, it's you.\Come with me.\Hurry.\Why are you doing this?\I want you to go back to your Landing Castle\and find out where the real Princess Asseylum is.\Why me? response:	Because you want the same thing as Princess Asseylum.
context: So, it's you.\Come with me.\Hurry.\Why are you doing this?\I want you to go back to your Landing Castle\and find out where the real Princess Asseylum is.\Why me?\Because you want the same thing as Princess Asseylum. response:	I don't think that you ever had any desire to attack Earth.
context: Come with me.\Hurry.\Why are you doing this?\I want you to go back to your Landing Castle\and find out where the real Princess Asseylum is.\Why me?\Because you want the same thing as Princess Asseylum.\I don't think that you ever had any desire to attack Earth. response:	Your left eye also told you that?
context: Hurry.\Why are you doing this?\I want you to go back to your Landing Castle\and find out where the real Princess Asseylum is.\Why me?\Because you want the same thing as Princess Asseylum.\I don't think that you ever had any desire to attack Earth.\Your left eye also told you that? response:	I can tell that much even without using my left eye.
context: Why are you doing this?\I want you to go back to your Landing Castle\and find out where the real Princess Asseylum is.\Why me?\Because you want the same thing as Princess Asseylum.\I don't think that you ever had any desire to attack Earth.\Your left eye also told you that?\I can tell that much even without using my left eye. response:	You were very familiar with Earth.
context: I want you to go back to your Landing Castle\and find out where the real Princess Asseylum is.\Why me?\Because you want the same thing as Princess Asseylum.\I don't think that you ever had any desire to attack Earth.\Your left eye also told you that?\I can tell that much even without using my left eye.\You were very familiar with Earth. response:	Your interest in Earth goes beyond its value as an invasion target.
context: and find out where the real Princess Asseylum is.\Why me?\Because you want the same thing as Princess Asseylum.\I don't think that you ever had any desire to attack Earth.\Your left eye also told you that?\I can tell that much even without using my left eye.\You were very familiar with Earth.\Your interest in Earth goes beyond its value as an invasion target. response:	So you do see everything.
context: Why me?\Because you want the same thing as Princess Asseylum.\I don't think that you ever had any desire to attack Earth.\Your left eye also told you that?\I can tell that much even without using my left eye.\You were very familiar with Earth.\Your interest in Earth goes beyond its value as an invasion target.\So you do see everything. response:	There's one other thing that I want you to find out for me.
context: Because you want the same thing as Princess Asseylum.\I don't think that you ever had any desire to attack Earth.\Your left eye also told you that?\I can tell that much even without using my left eye.\You were very familiar with Earth.\Your interest in Earth goes beyond its value as an invasion target.\So you do see everything.\There's one other thing that I want you to find out for me. response:	What Slaine Troyard's objective is.
context: I don't think that you ever had any desire to attack Earth.\Your left eye also told you that?\I can tell that much even without using my left eye.\You were very familiar with Earth.\Your interest in Earth goes beyond its value as an invasion target.\So you do see everything.\There's one other thing that I want you to find out for me.\What Slaine Troyard's objective is. response:	Keep going north and you'll reach the Martian Landing Castle.
context: Your left eye also told you that?\I can tell that much even without using my left eye.\You were very familiar with Earth.\Your interest in Earth goes beyond its value as an invasion target.\So you do see everything.\There's one other thing that I want you to find out for me.\What Slaine Troyard's objective is.\Keep going north and you'll reach the Martian Landing Castle. response:	You'll need to walk from here.
context: I can tell that much even without using my left eye.\You were very familiar with Earth.\Your interest in Earth goes beyond its value as an invasion target.\So you do see everything.\There's one other thing that I want you to find out for me.\What Slaine Troyard's objective is.\Keep going north and you'll reach the Martian Landing Castle.\You'll need to walk from here. response:	Here.
context: You were very familiar with Earth.\Your interest in Earth goes beyond its value as an invasion target.\So you do see everything.\There's one other thing that I want you to find out for me.\What Slaine Troyard's objective is.\Keep going north and you'll reach the Martian Landing Castle.\You'll need to walk from here.\Here. response:	Food and water.
context: Your interest in Earth goes beyond its value as an invasion target.\So you do see everything.\There's one other thing that I want you to find out for me.\What Slaine Troyard's objective is.\Keep going north and you'll reach the Martian Landing Castle.\You'll need to walk from here.\Here.\Food and water. response:	We can't have you dying of thirst before you get away.
context: So you do see everything.\There's one other thing that I want you to find out for me.\What Slaine Troyard's objective is.\Keep going north and you'll reach the Martian Landing Castle.\You'll need to walk from here.\Here.\Food and water.\We can't have you dying of thirst before you get away. response:	I wouldn't mind at all if you did, though.
context: There's one other thing that I want you to find out for me.\What Slaine Troyard's objective is.\Keep going north and you'll reach the Martian Landing Castle.\You'll need to walk from here.\Here.\Food and water.\We can't have you dying of thirst before you get away.\I wouldn't mind at all if you did, though. response:	If it comes down to it, I need you to keep Princess Asseylum safe.
context: What Slaine Troyard's objective is.\Keep going north and you'll reach the Martian Landing Castle.\You'll need to walk from here.\Here.\Food and water.\We can't have you dying of thirst before you get away.\I wouldn't mind at all if you did, though.\If it comes down to it, I need you to keep Princess Asseylum safe. response:	Before I go, may I ask you one thing?
context: Keep going north and you'll reach the Martian Landing Castle.\You'll need to walk from here.\Here.\Food and water.\We can't have you dying of thirst before you get away.\I wouldn't mind at all if you did, though.\If it comes down to it, I need you to keep Princess Asseylum safe.\Before I go, may I ask you one thing? response:	What is your name?
context: You'll need to walk from here.\Here.\Food and water.\We can't have you dying of thirst before you get away.\I wouldn't mind at all if you did, though.\If it comes down to it, I need you to keep Princess Asseylum safe.\Before I go, may I ask you one thing?\What is your name? response:	I am Mazuurek, member of the Vers Empire Orbital Knights' 37 Clans.
context: Here.\Food and water.\We can't have you dying of thirst before you get away.\I wouldn't mind at all if you did, though.\If it comes down to it, I need you to keep Princess Asseylum safe.\Before I go, may I ask you one thing?\What is your name?\I am Mazuurek, member of the Vers Empire Orbital Knights' 37 Clans. response:	Mazuurek... There's a type of folk music on Earth with a similar name.
context: Food and water.\We can't have you dying of thirst before you get away.\I wouldn't mind at all if you did, though.\If it comes down to it, I need you to keep Princess Asseylum safe.\Before I go, may I ask you one thing?\What is your name?\I am Mazuurek, member of the Vers Empire Orbital Knights' 37 Clans.\Mazuurek... There's a type of folk music on Earth with a similar name. response:	Yes. As I researched my name's meaning, I became fascinated with Earth.
context: We can't have you dying of thirst before you get away.\I wouldn't mind at all if you did, though.\If it comes down to it, I need you to keep Princess Asseylum safe.\Before I go, may I ask you one thing?\What is your name?\I am Mazuurek, member of the Vers Empire Orbital Knights' 37 Clans.\Mazuurek... There's a type of folk music on Earth with a similar name.\Yes. As I researched my name's meaning, I became fascinated with Earth. response:	And your name?
context: I wouldn't mind at all if you did, though.\If it comes down to it, I need you to keep Princess Asseylum safe.\Before I go, may I ask you one thing?\What is your name?\I am Mazuurek, member of the Vers Empire Orbital Knights' 37 Clans.\Mazuurek... There's a type of folk music on Earth with a similar name.\Yes. As I researched my name's meaning, I became fascinated with Earth.\And your name? response:	Inaho. Inaho Kaizuka.
context: If it comes down to it, I need you to keep Princess Asseylum safe.\Before I go, may I ask you one thing?\What is your name?\I am Mazuurek, member of the Vers Empire Orbital Knights' 37 Clans.\Mazuurek... There's a type of folk music on Earth with a similar name.\Yes. As I researched my name's meaning, I became fascinated with Earth.\And your name?\Inaho. Inaho Kaizuka. response:	Mr. Mazuurek. Take good care of Princess Asseylum.
context: Before I go, may I ask you one thing?\What is your name?\I am Mazuurek, member of the Vers Empire Orbital Knights' 37 Clans.\Mazuurek... There's a type of folk music on Earth with a similar name.\Yes. As I researched my name's meaning, I became fascinated with Earth.\And your name?\Inaho. Inaho Kaizuka.\Mr. Mazuurek. Take good care of Princess Asseylum. response:	I shall do so, Inaho Kaizuka.
context: What is your name?\I am Mazuurek, member of the Vers Empire Orbital Knights' 37 Clans.\Mazuurek... There's a type of folk music on Earth with a similar name.\Yes. As I researched my name's meaning, I became fascinated with Earth.\And your name?\Inaho. Inaho Kaizuka.\Mr. Mazuurek. Take good care of Princess Asseylum.\I shall do so, Inaho Kaizuka. response:	Tell me, why did you ask me to help with this?
context: I am Mazuurek, member of the Vers Empire Orbital Knights' 37 Clans.\Mazuurek... There's a type of folk music on Earth with a similar name.\Yes. As I researched my name's meaning, I became fascinated with Earth.\And your name?\Inaho. Inaho Kaizuka.\Mr. Mazuurek. Take good care of Princess Asseylum.\I shall do so, Inaho Kaizuka.\Tell me, why did you ask me to help with this? response:	What do you mean?
context: Mazuurek... There's a type of folk music on Earth with a similar name.\Yes. As I researched my name's meaning, I became fascinated with Earth.\And your name?\Inaho. Inaho Kaizuka.\Mr. Mazuurek. Take good care of Princess Asseylum.\I shall do so, Inaho Kaizuka.\Tell me, why did you ask me to help with this?\What do you mean? response:	Didn't you think that I would kill that Martian?
context: Yes. As I researched my name's meaning, I became fascinated with Earth.\And your name?\Inaho. Inaho Kaizuka.\Mr. Mazuurek. Take good care of Princess Asseylum.\I shall do so, Inaho Kaizuka.\Tell me, why did you ask me to help with this?\What do you mean?\Didn't you think that I would kill that Martian? response:	Just like that time with Princess Asseylum?
context: And your name?\Inaho. Inaho Kaizuka.\Mr. Mazuurek. Take good care of Princess Asseylum.\I shall do so, Inaho Kaizuka.\Tell me, why did you ask me to help with this?\What do you mean?\Didn't you think that I would kill that Martian?\Just like that time with Princess Asseylum? response:	In the end, you didn't actually kill her back then.
context: Inaho. Inaho Kaizuka.\Mr. Mazuurek. Take good care of Princess Asseylum.\I shall do so, Inaho Kaizuka.\Tell me, why did you ask me to help with this?\What do you mean?\Didn't you think that I would kill that Martian?\Just like that time with Princess Asseylum?\In the end, you didn't actually kill her back then. response:	I failed to kill her.
context: Mr. Mazuurek. Take good care of Princess Asseylum.\I shall do so, Inaho Kaizuka.\Tell me, why did you ask me to help with this?\What do you mean?\Didn't you think that I would kill that Martian?\Just like that time with Princess Asseylum?\In the end, you didn't actually kill her back then.\I failed to kill her. response:	You're different.
context: I shall do so, Inaho Kaizuka.\Tell me, why did you ask me to help with this?\What do you mean?\Didn't you think that I would kill that Martian?\Just like that time with Princess Asseylum?\In the end, you didn't actually kill her back then.\I failed to kill her.\You're different. response:	I am not.
context: Tell me, why did you ask me to help with this?\What do you mean?\Didn't you think that I would kill that Martian?\Just like that time with Princess Asseylum?\In the end, you didn't actually kill her back then.\I failed to kill her.\You're different.\I am not. response:	You are.
context: What do you mean?\Didn't you think that I would kill that Martian?\Just like that time with Princess Asseylum?\In the end, you didn't actually kill her back then.\I failed to kill her.\You're different.\I am not.\You are. response:	Give it a rest, I am not
context: Didn't you think that I would kill that Martian?\Just like that time with Princess Asseylum?\In the end, you didn't actually kill her back then.\I failed to kill her.\You're different.\I am not.\You are.\Give it a rest, I am not response:	You are.
context: Just like that time with Princess Asseylum?\In the end, you didn't actually kill her back then.\I failed to kill her.\You're different.\I am not.\You are.\Give it a rest, I am not\You are. response:	You're not the same person you were then.
context: In the end, you didn't actually kill her back then.\I failed to kill her.\You're different.\I am not.\You are.\Give it a rest, I am not\You are.\You're not the same person you were then. response:	Mustang Leader to Mustang 11. What's your status?
context: I failed to kill her.\You're different.\I am not.\You are.\Give it a rest, I am not\You are.\You're not the same person you were then.\Mustang Leader to Mustang 11. What's your status? response:	Mustang 11, nothing to report.
context: You're different.\I am not.\You are.\Give it a rest, I am not\You are.\You're not the same person you were then.\Mustang Leader to Mustang 11. What's your status?\Mustang 11, nothing to report. response:	Stay on alert.
context: I am not.\You are.\Give it a rest, I am not\You are.\You're not the same person you were then.\Mustang Leader to Mustang 11. What's your status?\Mustang 11, nothing to report.\Stay on alert. response:	Roger.
context: You are.\Give it a rest, I am not\You are.\You're not the same person you were then.\Mustang Leader to Mustang 11. What's your status?\Mustang 11, nothing to report.\Stay on alert.\Roger. response:	Inaho...
context: Give it a rest, I am not\You are.\You're not the same person you were then.\Mustang Leader to Mustang 11. What's your status?\Mustang 11, nothing to report.\Stay on alert.\Roger.\Inaho... response:	Why?
context: You are.\You're not the same person you were then.\Mustang Leader to Mustang 11. What's your status?\Mustang 11, nothing to report.\Stay on alert.\Roger.\Inaho...\Why? response:	What's the meaning of this?!
context: You're not the same person you were then.\Mustang Leader to Mustang 11. What's your status?\Mustang 11, nothing to report.\Stay on alert.\Roger.\Inaho...\Why?\What's the meaning of this?! response:	Who gave those Landing Castles authorization to dock?!
context: Mustang Leader to Mustang 11. What's your status?\Mustang 11, nothing to report.\Stay on alert.\Roger.\Inaho...\Why?\What's the meaning of this?!\Who gave those Landing Castles authorization to dock?! response:	Milord, it was
context: Mustang 11, nothing to report.\Stay on alert.\Roger.\Inaho...\Why?\What's the meaning of this?!\Who gave those Landing Castles authorization to dock?!\Milord, it was response:	I did.
context: Stay on alert.\Roger.\Inaho...\Why?\What's the meaning of this?!\Who gave those Landing Castles authorization to dock?!\Milord, it was\I did. response:	Highness?
context: Roger.\Inaho...\Why?\What's the meaning of this?!\Who gave those Landing Castles authorization to dock?!\Milord, it was\I did.\Highness? response:	Count Marylcian requested a personal audience with Princess Asseylum.
context: Inaho...\Why?\What's the meaning of this?!\Who gave those Landing Castles authorization to dock?!\Milord, it was\I did.\Highness?\Count Marylcian requested a personal audience with Princess Asseylum. response:	And so, I gave them permission to dock.
context: Why?\What's the meaning of this?!\Who gave those Landing Castles authorization to dock?!\Milord, it was\I did.\Highness?\Count Marylcian requested a personal audience with Princess Asseylum.\And so, I gave them permission to dock. response:	As Princess Asseylum. Rather, a princess of Vers.
context: What's the meaning of this?!\Who gave those Landing Castles authorization to dock?!\Milord, it was\I did.\Highness?\Count Marylcian requested a personal audience with Princess Asseylum.\And so, I gave them permission to dock.\As Princess Asseylum. Rather, a princess of Vers. response:	Why would you do such a thing?!
context: Who gave those Landing Castles authorization to dock?!\Milord, it was\I did.\Highness?\Count Marylcian requested a personal audience with Princess Asseylum.\And so, I gave them permission to dock.\As Princess Asseylum. Rather, a princess of Vers.\Why would you do such a thing?! response:	Let's be off.
context: Milord, it was\I did.\Highness?\Count Marylcian requested a personal audience with Princess Asseylum.\And so, I gave them permission to dock.\As Princess Asseylum. Rather, a princess of Vers.\Why would you do such a thing?!\Let's be off. response:	It would be poor manners to keep our visitors waiting.
context: I did.\Highness?\Count Marylcian requested a personal audience with Princess Asseylum.\And so, I gave them permission to dock.\As Princess Asseylum. Rather, a princess of Vers.\Why would you do such a thing?!\Let's be off.\It would be poor manners to keep our visitors waiting. response:	We are both humbled and delighted
context: Highness?\Count Marylcian requested a personal audience with Princess Asseylum.\And so, I gave them permission to dock.\As Princess Asseylum. Rather, a princess of Vers.\Why would you do such a thing?!\Let's be off.\It would be poor manners to keep our visitors waiting.\We are both humbled and delighted response:	that Your Highness has granted us an audience on such short notice.
context: Count Marylcian requested a personal audience with Princess Asseylum.\And so, I gave them permission to dock.\As Princess Asseylum. Rather, a princess of Vers.\Why would you do such a thing?!\Let's be off.\It would be poor manners to keep our visitors waiting.\We are both humbled and delighted\that Your Highness has granted us an audience on such short notice. response:	Count Marylcian, Count Barouhcruz,
context: And so, I gave them permission to dock.\As Princess Asseylum. Rather, a princess of Vers.\Why would you do such a thing?!\Let's be off.\It would be poor manners to keep our visitors waiting.\We are both humbled and delighted\that Your Highness has granted us an audience on such short notice.\Count Marylcian, Count Barouhcruz, response:	I am most grateful to you both for bolstering our orbital defenses.
context: As Princess Asseylum. Rather, a princess of Vers.\Why would you do such a thing?!\Let's be off.\It would be poor manners to keep our visitors waiting.\We are both humbled and delighted\that Your Highness has granted us an audience on such short notice.\Count Marylcian, Count Barouhcruz,\I am most grateful to you both for bolstering our orbital defenses. response:	Under normal circumstances,
context: Why would you do such a thing?!\Let's be off.\It would be poor manners to keep our visitors waiting.\We are both humbled and delighted\that Your Highness has granted us an audience on such short notice.\Count Marylcian, Count Barouhcruz,\I am most grateful to you both for bolstering our orbital defenses.\Under normal circumstances, response:	I expect that you would wish to go down to Earth and expand your domains.
context: Let's be off.\It would be poor manners to keep our visitors waiting.\We are both humbled and delighted\that Your Highness has granted us an audience on such short notice.\Count Marylcian, Count Barouhcruz,\I am most grateful to you both for bolstering our orbital defenses.\Under normal circumstances,\I expect that you would wish to go down to Earth and expand your domains. response:	We shall leave the conquest of Earth in the hands of our like-minded brethren.
context: It would be poor manners to keep our visitors waiting.\We are both humbled and delighted\that Your Highness has granted us an audience on such short notice.\Count Marylcian, Count Barouhcruz,\I am most grateful to you both for bolstering our orbital defenses.\Under normal circumstances,\I expect that you would wish to go down to Earth and expand your domains.\We shall leave the conquest of Earth in the hands of our like-minded brethren. response:	Your Highness needn't worry.
context: We are both humbled and delighted\that Your Highness has granted us an audience on such short notice.\Count Marylcian, Count Barouhcruz,\I am most grateful to you both for bolstering our orbital defenses.\Under normal circumstances,\I expect that you would wish to go down to Earth and expand your domains.\We shall leave the conquest of Earth in the hands of our like-minded brethren.\Your Highness needn't worry. response:	I see. That is good to hear.
context: that Your Highness has granted us an audience on such short notice.\Count Marylcian, Count Barouhcruz,\I am most grateful to you both for bolstering our orbital defenses.\Under normal circumstances,\I expect that you would wish to go down to Earth and expand your domains.\We shall leave the conquest of Earth in the hands of our like-minded brethren.\Your Highness needn't worry.\I see. That is good to hear. response:	However, there is a matter of even greater import to discuss.
context: Count Marylcian, Count Barouhcruz,\I am most grateful to you both for bolstering our orbital defenses.\Under normal circumstances,\I expect that you would wish to go down to Earth and expand your domains.\We shall leave the conquest of Earth in the hands of our like-minded brethren.\Your Highness needn't worry.\I see. That is good to hear.\However, there is a matter of even greater import to discuss. response:	With the previous Count Saazbaum dead, who will succeed to the post of Royal Guard,
context: I am most grateful to you both for bolstering our orbital defenses.\Under normal circumstances,\I expect that you would wish to go down to Earth and expand your domains.\We shall leave the conquest of Earth in the hands of our like-minded brethren.\Your Highness needn't worry.\I see. That is good to hear.\However, there is a matter of even greater import to discuss.\With the previous Count Saazbaum dead, who will succeed to the post of Royal Guard, response:	who is charged with safeguarding the moon base and Your Highness?
context: Under normal circumstances,\I expect that you would wish to go down to Earth and expand your domains.\We shall leave the conquest of Earth in the hands of our like-minded brethren.\Your Highness needn't worry.\I see. That is good to hear.\However, there is a matter of even greater import to discuss.\With the previous Count Saazbaum dead, who will succeed to the post of Royal Guard,\who is charged with safeguarding the moon base and Your Highness? response:	There is no cause for concern. I have taken over those duties.
context: I expect that you would wish to go down to Earth and expand your domains.\We shall leave the conquest of Earth in the hands of our like-minded brethren.\Your Highness needn't worry.\I see. That is good to hear.\However, there is a matter of even greater import to discuss.\With the previous Count Saazbaum dead, who will succeed to the post of Royal Guard,\who is charged with safeguarding the moon base and Your Highness?\There is no cause for concern. I have taken over those duties. response:	Princess Asseylum, I have come to beg you to consider
context: We shall leave the conquest of Earth in the hands of our like-minded brethren.\Your Highness needn't worry.\I see. That is good to hear.\However, there is a matter of even greater import to discuss.\With the previous Count Saazbaum dead, who will succeed to the post of Royal Guard,\who is charged with safeguarding the moon base and Your Highness?\There is no cause for concern. I have taken over those duties.\Princess Asseylum, I have come to beg you to consider response:	giving me the honor of serving at your side.
context: Your Highness needn't worry.\I see. That is good to hear.\However, there is a matter of even greater import to discuss.\With the previous Count Saazbaum dead, who will succeed to the post of Royal Guard,\who is charged with safeguarding the moon base and Your Highness?\There is no cause for concern. I have taken over those duties.\Princess Asseylum, I have come to beg you to consider\giving me the honor of serving at your side. response:	But Count Marylcian, I have
context: I see. That is good to hear.\However, there is a matter of even greater import to discuss.\With the previous Count Saazbaum dead, who will succeed to the post of Royal Guard,\who is charged with safeguarding the moon base and Your Highness?\There is no cause for concern. I have taken over those duties.\Princess Asseylum, I have come to beg you to consider\giving me the honor of serving at your side.\But Count Marylcian, I have response:	I will thank you to keep your comments to yourself, Terran!
context: However, there is a matter of even greater import to discuss.\With the previous Count Saazbaum dead, who will succeed to the post of Royal Guard,\who is charged with safeguarding the moon base and Your Highness?\There is no cause for concern. I have taken over those duties.\Princess Asseylum, I have come to beg you to consider\giving me the honor of serving at your side.\But Count Marylcian, I have\I will thank you to keep your comments to yourself, Terran! response:	This is a fortress that flies the flag of the Vers Empire.
context: With the previous Count Saazbaum dead, who will succeed to the post of Royal Guard,\who is charged with safeguarding the moon base and Your Highness?\There is no cause for concern. I have taken over those duties.\Princess Asseylum, I have come to beg you to consider\giving me the honor of serving at your side.\But Count Marylcian, I have\I will thank you to keep your comments to yourself, Terran!\This is a fortress that flies the flag of the Vers Empire. response:	If that post were bestowed upon the previous Count Saazbaum,
