context: How do you like it? response:	ULTRA GOKU UNIFORM CENTURION CAVALRY FORMATION
context: of all the available Life Fibers to come up here.\But you are too late.\Look at the surface.\The signal has reached the Life Fibers all across the world!\Humanity's conversion into fabric cannot be stopped!\I can't give up that easily!\You and your nonsense...\Chew on this! response:	What's the matter?
context: But you are too late.\Look at the surface.\The signal has reached the Life Fibers all across the world!\Humanity's conversion into fabric cannot be stopped!\I can't give up that easily!\You and your nonsense...\Chew on this!\What's the matter? response:	That Scissor Blade is also made of hardened Life Fibers.
context: Look at the surface.\The signal has reached the Life Fibers all across the world!\Humanity's conversion into fabric cannot be stopped!\I can't give up that easily!\You and your nonsense...\Chew on this!\What's the matter?\That Scissor Blade is also made of hardened Life Fibers. response:	It is powerless before Absolute Submission,
context: The signal has reached the Life Fibers all across the world!\Humanity's conversion into fabric cannot be stopped!\I can't give up that easily!\You and your nonsense...\Chew on this!\What's the matter?\That Scissor Blade is also made of hardened Life Fibers.\It is powerless before Absolute Submission, response:	which is master of all Life Fibers!
context: Humanity's conversion into fabric cannot be stopped!\I can't give up that easily!\You and your nonsense...\Chew on this!\What's the matter?\That Scissor Blade is also made of hardened Life Fibers.\It is powerless before Absolute Submission,\which is master of all Life Fibers! response:	No way...
context: I can't give up that easily!\You and your nonsense...\Chew on this!\What's the matter?\That Scissor Blade is also made of hardened Life Fibers.\It is powerless before Absolute Submission,\which is master of all Life Fibers!\No way... response:	Still, you must be punished for the
context: You and your nonsense...\Chew on this!\What's the matter?\That Scissor Blade is also made of hardened Life Fibers.\It is powerless before Absolute Submission,\which is master of all Life Fibers!\No way...\Still, you must be punished for the response:	sin of turning your blade against this grand cloth
context: Chew on this!\What's the matter?\That Scissor Blade is also made of hardened Life Fibers.\It is powerless before Absolute Submission,\which is master of all Life Fibers!\No way...\Still, you must be punished for the\sin of turning your blade against this grand cloth response:	which is the equal of any god!
context: What's the matter?\That Scissor Blade is also made of hardened Life Fibers.\It is powerless before Absolute Submission,\which is master of all Life Fibers!\No way...\Still, you must be punished for the\sin of turning your blade against this grand cloth\which is the equal of any god! response:	Ryuko, hang in there!
context: That Scissor Blade is also made of hardened Life Fibers.\It is powerless before Absolute Submission,\which is master of all Life Fibers!\No way...\Still, you must be punished for the\sin of turning your blade against this grand cloth\which is the equal of any god!\Ryuko, hang in there! response:	Yeah, I'm okay! I'm still good to go!
context: It is powerless before Absolute Submission,\which is master of all Life Fibers!\No way...\Still, you must be punished for the\sin of turning your blade against this grand cloth\which is the equal of any god!\Ryuko, hang in there!\Yeah, I'm okay! I'm still good to go! response:	My poor daughter who was entangled in Soichiro's dying wish...
context: which is master of all Life Fibers!\No way...\Still, you must be punished for the\sin of turning your blade against this grand cloth\which is the equal of any god!\Ryuko, hang in there!\Yeah, I'm okay! I'm still good to go!\My poor daughter who was entangled in Soichiro's dying wish... response:	With all your power, why do you not understand
context: No way...\Still, you must be punished for the\sin of turning your blade against this grand cloth\which is the equal of any god!\Ryuko, hang in there!\Yeah, I'm okay! I'm still good to go!\My poor daughter who was entangled in Soichiro's dying wish...\With all your power, why do you not understand response:	the fundamental principal of the universe?!
context: Still, you must be punished for the\sin of turning your blade against this grand cloth\which is the equal of any god!\Ryuko, hang in there!\Yeah, I'm okay! I'm still good to go!\My poor daughter who was entangled in Soichiro's dying wish...\With all your power, why do you not understand\the fundamental principal of the universe?! response:	Look, Ryuko, at that blue world.
context: sin of turning your blade against this grand cloth\which is the equal of any god!\Ryuko, hang in there!\Yeah, I'm okay! I'm still good to go!\My poor daughter who was entangled in Soichiro's dying wish...\With all your power, why do you not understand\the fundamental principal of the universe?!\Look, Ryuko, at that blue world. response:	At the shining sun! At the twinkling stars!
context: which is the equal of any god!\Ryuko, hang in there!\Yeah, I'm okay! I'm still good to go!\My poor daughter who was entangled in Soichiro's dying wish...\With all your power, why do you not understand\the fundamental principal of the universe?!\Look, Ryuko, at that blue world.\At the shining sun! At the twinkling stars! response:	This is the cosmos.
context: Ryuko, hang in there!\Yeah, I'm okay! I'm still good to go!\My poor daughter who was entangled in Soichiro's dying wish...\With all your power, why do you not understand\the fundamental principal of the universe?!\Look, Ryuko, at that blue world.\At the shining sun! At the twinkling stars!\This is the cosmos. response:	But even this beautiful vista will one day be destroyed.
context: Yeah, I'm okay! I'm still good to go!\My poor daughter who was entangled in Soichiro's dying wish...\With all your power, why do you not understand\the fundamental principal of the universe?!\Look, Ryuko, at that blue world.\At the shining sun! At the twinkling stars!\This is the cosmos.\But even this beautiful vista will one day be destroyed. response:	Creation and destruction.
context: My poor daughter who was entangled in Soichiro's dying wish...\With all your power, why do you not understand\the fundamental principal of the universe?!\Look, Ryuko, at that blue world.\At the shining sun! At the twinkling stars!\This is the cosmos.\But even this beautiful vista will one day be destroyed.\Creation and destruction. response:	They have been preordained since this galaxy was born.
context: With all your power, why do you not understand\the fundamental principal of the universe?!\Look, Ryuko, at that blue world.\At the shining sun! At the twinkling stars!\This is the cosmos.\But even this beautiful vista will one day be destroyed.\Creation and destruction.\They have been preordained since this galaxy was born. response:	The Life Fibers work in the same way!
context: the fundamental principal of the universe?!\Look, Ryuko, at that blue world.\At the shining sun! At the twinkling stars!\This is the cosmos.\But even this beautiful vista will one day be destroyed.\Creation and destruction.\They have been preordained since this galaxy was born.\The Life Fibers work in the same way! response:	They are part of the law of the universe!
context: Look, Ryuko, at that blue world.\At the shining sun! At the twinkling stars!\This is the cosmos.\But even this beautiful vista will one day be destroyed.\Creation and destruction.\They have been preordained since this galaxy was born.\The Life Fibers work in the same way!\They are part of the law of the universe! response:	When are you gonna quit monologing?!
context: At the shining sun! At the twinkling stars!\This is the cosmos.\But even this beautiful vista will one day be destroyed.\Creation and destruction.\They have been preordained since this galaxy was born.\The Life Fibers work in the same way!\They are part of the law of the universe!\When are you gonna quit monologing?! response:	How can my very own daughter be so dense?!
context: This is the cosmos.\But even this beautiful vista will one day be destroyed.\Creation and destruction.\They have been preordained since this galaxy was born.\The Life Fibers work in the same way!\They are part of the law of the universe!\When are you gonna quit monologing?!\How can my very own daughter be so dense?! response:	It ain't like I was raised by you!
context: But even this beautiful vista will one day be destroyed.\Creation and destruction.\They have been preordained since this galaxy was born.\The Life Fibers work in the same way!\They are part of the law of the universe!\When are you gonna quit monologing?!\How can my very own daughter be so dense?!\It ain't like I was raised by you! response:	Oh, yes! That was a mistake!
context: Creation and destruction.\They have been preordained since this galaxy was born.\The Life Fibers work in the same way!\They are part of the law of the universe!\When are you gonna quit monologing?!\How can my very own daughter be so dense?!\It ain't like I was raised by you!\Oh, yes! That was a mistake! response:	It'll take more than that to do me in!
context: They have been preordained since this galaxy was born.\The Life Fibers work in the same way!\They are part of the law of the universe!\When are you gonna quit monologing?!\How can my very own daughter be so dense?!\It ain't like I was raised by you!\Oh, yes! That was a mistake!\It'll take more than that to do me in! response:	I must be subconsciously pulling my punches.
context: The Life Fibers work in the same way!\They are part of the law of the universe!\When are you gonna quit monologing?!\How can my very own daughter be so dense?!\It ain't like I was raised by you!\Oh, yes! That was a mistake!\It'll take more than that to do me in!\I must be subconsciously pulling my punches. response:	It would appear that I still have a bit of humanity left within me.
context: They are part of the law of the universe!\When are you gonna quit monologing?!\How can my very own daughter be so dense?!\It ain't like I was raised by you!\Oh, yes! That was a mistake!\It'll take more than that to do me in!\I must be subconsciously pulling my punches.\It would appear that I still have a bit of humanity left within me. response:	In that case, I'll just have to rid myself of it!
context: When are you gonna quit monologing?!\How can my very own daughter be so dense?!\It ain't like I was raised by you!\Oh, yes! That was a mistake!\It'll take more than that to do me in!\I must be subconsciously pulling my punches.\It would appear that I still have a bit of humanity left within me.\In that case, I'll just have to rid myself of it! response:	This ends now!
context: How can my very own daughter be so dense?!\It ain't like I was raised by you!\Oh, yes! That was a mistake!\It'll take more than that to do me in!\I must be subconsciously pulling my punches.\It would appear that I still have a bit of humanity left within me.\In that case, I'll just have to rid myself of it!\This ends now! response:	I'll decide my own ending! I don't take orders from you!
context: It ain't like I was raised by you!\Oh, yes! That was a mistake!\It'll take more than that to do me in!\I must be subconsciously pulling my punches.\It would appear that I still have a bit of humanity left within me.\In that case, I'll just have to rid myself of it!\This ends now!\I'll decide my own ending! I don't take orders from you! response:	Your regeneration speed is accelerating?
context: Oh, yes! That was a mistake!\It'll take more than that to do me in!\I must be subconsciously pulling my punches.\It would appear that I still have a bit of humanity left within me.\In that case, I'll just have to rid myself of it!\This ends now!\I'll decide my own ending! I don't take orders from you!\Your regeneration speed is accelerating? response:	The strength of your Life Fiber compatibility is a precious thing!
context: It'll take more than that to do me in!\I must be subconsciously pulling my punches.\It would appear that I still have a bit of humanity left within me.\In that case, I'll just have to rid myself of it!\This ends now!\I'll decide my own ending! I don't take orders from you!\Your regeneration speed is accelerating?\The strength of your Life Fiber compatibility is a precious thing! response:	If it's so precious, how about going easy?!
context: I must be subconsciously pulling my punches.\It would appear that I still have a bit of humanity left within me.\In that case, I'll just have to rid myself of it!\This ends now!\I'll decide my own ending! I don't take orders from you!\Your regeneration speed is accelerating?\The strength of your Life Fiber compatibility is a precious thing!\If it's so precious, how about going easy?! response:	Ryuko, this is bad! We're running out of time!
context: It would appear that I still have a bit of humanity left within me.\In that case, I'll just have to rid myself of it!\This ends now!\I'll decide my own ending! I don't take orders from you!\Your regeneration speed is accelerating?\The strength of your Life Fiber compatibility is a precious thing!\If it's so precious, how about going easy?!\Ryuko, this is bad! We're running out of time! response:	I know... This will end it!
context: In that case, I'll just have to rid myself of it!\This ends now!\I'll decide my own ending! I don't take orders from you!\Your regeneration speed is accelerating?\The strength of your Life Fiber compatibility is a precious thing!\If it's so precious, how about going easy?!\Ryuko, this is bad! We're running out of time!\I know... This will end it! response:	What is going to end? Your life?!
context: This ends now!\I'll decide my own ending! I don't take orders from you!\Your regeneration speed is accelerating?\The strength of your Life Fiber compatibility is a precious thing!\If it's so precious, how about going easy?!\Ryuko, this is bad! We're running out of time!\I know... This will end it!\What is going to end? Your life?! response:	You're the one who's finished!
context: I'll decide my own ending! I don't take orders from you!\Your regeneration speed is accelerating?\The strength of your Life Fiber compatibility is a precious thing!\If it's so precious, how about going easy?!\Ryuko, this is bad! We're running out of time!\I know... This will end it!\What is going to end? Your life?!\You're the one who's finished! response:	What?
context: Your regeneration speed is accelerating?\The strength of your Life Fiber compatibility is a precious thing!\If it's so precious, how about going easy?!\Ryuko, this is bad! We're running out of time!\I know... This will end it!\What is going to end? Your life?!\You're the one who's finished!\What? response:	Did you forget?
context: The strength of your Life Fiber compatibility is a precious thing!\If it's so precious, how about going easy?!\Ryuko, this is bad! We're running out of time!\I know... This will end it!\What is going to end? Your life?!\You're the one who's finished!\What?\Did you forget? response:	The closer I come to dying, the stronger I bounce back!
context: If it's so precious, how about going easy?!\Ryuko, this is bad! We're running out of time!\I know... This will end it!\What is going to end? Your life?!\You're the one who's finished!\What?\Did you forget?\The closer I come to dying, the stronger I bounce back! response:	You... deliberately took the brunt of my attack?
context: Ryuko, this is bad! We're running out of time!\I know... This will end it!\What is going to end? Your life?!\You're the one who's finished!\What?\Did you forget?\The closer I come to dying, the stronger I bounce back!\You... deliberately took the brunt of my attack? response:	Yep. I gritted my teeth and took it as a dose of tough love from Mom.
context: I know... This will end it!\What is going to end? Your life?!\You're the one who's finished!\What?\Did you forget?\The closer I come to dying, the stronger I bounce back!\You... deliberately took the brunt of my attack?\Yep. I gritted my teeth and took it as a dose of tough love from Mom. response:	And I will until Senketsu and I max out our growth!
context: What is going to end? Your life?!\You're the one who's finished!\What?\Did you forget?\The closer I come to dying, the stronger I bounce back!\You... deliberately took the brunt of my attack?\Yep. I gritted my teeth and took it as a dose of tough love from Mom.\And I will until Senketsu and I max out our growth! response:	Perhaps, but Life Fibers cannot injure me!
context: You're the one who's finished!\What?\Did you forget?\The closer I come to dying, the stronger I bounce back!\You... deliberately took the brunt of my attack?\Yep. I gritted my teeth and took it as a dose of tough love from Mom.\And I will until Senketsu and I max out our growth!\Perhaps, but Life Fibers cannot injure me! response:	Even if I absorb that Absolute Submission field?!
context: What?\Did you forget?\The closer I come to dying, the stronger I bounce back!\You... deliberately took the brunt of my attack?\Yep. I gritted my teeth and took it as a dose of tough love from Mom.\And I will until Senketsu and I max out our growth!\Perhaps, but Life Fibers cannot injure me!\Even if I absorb that Absolute Submission field?! response:	Impossible...
context: Did you forget?\The closer I come to dying, the stronger I bounce back!\You... deliberately took the brunt of my attack?\Yep. I gritted my teeth and took it as a dose of tough love from Mom.\And I will until Senketsu and I max out our growth!\Perhaps, but Life Fibers cannot injure me!\Even if I absorb that Absolute Submission field?!\Impossible... response:	Dad's ultimate weapon wasn't some stupid Scissor Blade!
context: The closer I come to dying, the stronger I bounce back!\You... deliberately took the brunt of my attack?\Yep. I gritted my teeth and took it as a dose of tough love from Mom.\And I will until Senketsu and I max out our growth!\Perhaps, but Life Fibers cannot injure me!\Even if I absorb that Absolute Submission field?!\Impossible...\Dad's ultimate weapon wasn't some stupid Scissor Blade! response:	It was me and Senketsu!
context: You... deliberately took the brunt of my attack?\Yep. I gritted my teeth and took it as a dose of tough love from Mom.\And I will until Senketsu and I max out our growth!\Perhaps, but Life Fibers cannot injure me!\Even if I absorb that Absolute Submission field?!\Impossible...\Dad's ultimate weapon wasn't some stupid Scissor Blade!\It was me and Senketsu! response:	What?!
context: Yep. I gritted my teeth and took it as a dose of tough love from Mom.\And I will until Senketsu and I max out our growth!\Perhaps, but Life Fibers cannot injure me!\Even if I absorb that Absolute Submission field?!\Impossible...\Dad's ultimate weapon wasn't some stupid Scissor Blade!\It was me and Senketsu!\What?! response:	It's the infinite absorption ability he gave us!
context: And I will until Senketsu and I max out our growth!\Perhaps, but Life Fibers cannot injure me!\Even if I absorb that Absolute Submission field?!\Impossible...\Dad's ultimate weapon wasn't some stupid Scissor Blade!\It was me and Senketsu!\What?!\It's the infinite absorption ability he gave us! response:	I realized it during our battle with Shinra-Koketsu.
context: Perhaps, but Life Fibers cannot injure me!\Even if I absorb that Absolute Submission field?!\Impossible...\Dad's ultimate weapon wasn't some stupid Scissor Blade!\It was me and Senketsu!\What?!\It's the infinite absorption ability he gave us!\I realized it during our battle with Shinra-Koketsu. response:	The way I absorbed Life Fibers was meant to nourish my power.
context: Even if I absorb that Absolute Submission field?!\Impossible...\Dad's ultimate weapon wasn't some stupid Scissor Blade!\It was me and Senketsu!\What?!\It's the infinite absorption ability he gave us!\I realized it during our battle with Shinra-Koketsu.\The way I absorbed Life Fibers was meant to nourish my power. response:	I am evolving.
context: Impossible...\Dad's ultimate weapon wasn't some stupid Scissor Blade!\It was me and Senketsu!\What?!\It's the infinite absorption ability he gave us!\I realized it during our battle with Shinra-Koketsu.\The way I absorbed Life Fibers was meant to nourish my power.\I am evolving. response:	I have free will, and I can make myself understood by humans!
context: Dad's ultimate weapon wasn't some stupid Scissor Blade!\It was me and Senketsu!\What?!\It's the infinite absorption ability he gave us!\I realized it during our battle with Shinra-Koketsu.\The way I absorbed Life Fibers was meant to nourish my power.\I am evolving.\I have free will, and I can make myself understood by humans! response:	True, we're neither human nor clothing!
context: It was me and Senketsu!\What?!\It's the infinite absorption ability he gave us!\I realized it during our battle with Shinra-Koketsu.\The way I absorbed Life Fibers was meant to nourish my power.\I am evolving.\I have free will, and I can make myself understood by humans!\True, we're neither human nor clothing! response:	NEITHER HUMAN NOR CLOTHING
context: What?!\It's the infinite absorption ability he gave us!\I realized it during our battle with Shinra-Koketsu.\The way I absorbed Life Fibers was meant to nourish my power.\I am evolving.\I have free will, and I can make myself understood by humans!\True, we're neither human nor clothing!\NEITHER HUMAN NOR CLOTHING response:	But at the same time, we are both human and clothing!
context: It's the infinite absorption ability he gave us!\I realized it during our battle with Shinra-Koketsu.\The way I absorbed Life Fibers was meant to nourish my power.\I am evolving.\I have free will, and I can make myself understood by humans!\True, we're neither human nor clothing!\NEITHER HUMAN NOR CLOTHING\But at the same time, we are both human and clothing! response:	BOTH HUMAN AND CLOTHING
context: I realized it during our battle with Shinra-Koketsu.\The way I absorbed Life Fibers was meant to nourish my power.\I am evolving.\I have free will, and I can make myself understood by humans!\True, we're neither human nor clothing!\NEITHER HUMAN NOR CLOTHING\But at the same time, we are both human and clothing!\BOTH HUMAN AND CLOTHING response:	We are everything!
context: The way I absorbed Life Fibers was meant to nourish my power.\I am evolving.\I have free will, and I can make myself understood by humans!\True, we're neither human nor clothing!\NEITHER HUMAN NOR CLOTHING\But at the same time, we are both human and clothing!\BOTH HUMAN AND CLOTHING\We are everything! response:	EVERYTHING
context: I am evolving.\I have free will, and I can make myself understood by humans!\True, we're neither human nor clothing!\NEITHER HUMAN NOR CLOTHING\But at the same time, we are both human and clothing!\BOTH HUMAN AND CLOTHING\We are everything!\EVERYTHING response:	People can't become clothing!
context: I have free will, and I can make myself understood by humans!\True, we're neither human nor clothing!\NEITHER HUMAN NOR CLOTHING\But at the same time, we are both human and clothing!\BOTH HUMAN AND CLOTHING\We are everything!\EVERYTHING\People can't become clothing! response:	People are people! Clothing is clothing!
context: True, we're neither human nor clothing!\NEITHER HUMAN NOR CLOTHING\But at the same time, we are both human and clothing!\BOTH HUMAN AND CLOTHING\We are everything!\EVERYTHING\People can't become clothing!\People are people! Clothing is clothing! response:	PEOPLE ARE PEOPLE CLOTHING IS CLOTHING
context: NEITHER HUMAN NOR CLOTHING\But at the same time, we are both human and clothing!\BOTH HUMAN AND CLOTHING\We are everything!\EVERYTHING\People can't become clothing!\People are people! Clothing is clothing!\PEOPLE ARE PEOPLE CLOTHING IS CLOTHING response:	What's this nonsensical garbage you're spouting?
context: But at the same time, we are both human and clothing!\BOTH HUMAN AND CLOTHING\We are everything!\EVERYTHING\People can't become clothing!\People are people! Clothing is clothing!\PEOPLE ARE PEOPLE CLOTHING IS CLOTHING\What's this nonsensical garbage you're spouting? response:	WHAT'S THIS NONSENSICAL GARBAGE
context: BOTH HUMAN AND CLOTHING\We are everything!\EVERYTHING\People can't become clothing!\People are people! Clothing is clothing!\PEOPLE ARE PEOPLE CLOTHING IS CLOTHING\What's this nonsensical garbage you're spouting?\WHAT'S THIS NONSENSICAL GARBAGE response:	Nonsensical is our thing!
context: We are everything!\EVERYTHING\People can't become clothing!\People are people! Clothing is clothing!\PEOPLE ARE PEOPLE CLOTHING IS CLOTHING\What's this nonsensical garbage you're spouting?\WHAT'S THIS NONSENSICAL GARBAGE\Nonsensical is our thing! response:	NONSENSICAL IS OUR THING
context: EVERYTHING\People can't become clothing!\People are people! Clothing is clothing!\PEOPLE ARE PEOPLE CLOTHING IS CLOTHING\What's this nonsensical garbage you're spouting?\WHAT'S THIS NONSENSICAL GARBAGE\Nonsensical is our thing!\NONSENSICAL IS OUR THING response:	Listen up, all you Life Fibers!
context: People can't become clothing!\People are people! Clothing is clothing!\PEOPLE ARE PEOPLE CLOTHING IS CLOTHING\What's this nonsensical garbage you're spouting?\WHAT'S THIS NONSENSICAL GARBAGE\Nonsensical is our thing!\NONSENSICAL IS OUR THING\Listen up, all you Life Fibers! response:	People are people, and clothes are clothes!
context: People are people! Clothing is clothing!\PEOPLE ARE PEOPLE CLOTHING IS CLOTHING\What's this nonsensical garbage you're spouting?\WHAT'S THIS NONSENSICAL GARBAGE\Nonsensical is our thing!\NONSENSICAL IS OUR THING\Listen up, all you Life Fibers!\People are people, and clothes are clothes! response:	Turn all humans back into humans!
context: PEOPLE ARE PEOPLE CLOTHING IS CLOTHING\What's this nonsensical garbage you're spouting?\WHAT'S THIS NONSENSICAL GARBAGE\Nonsensical is our thing!\NONSENSICAL IS OUR THING\Listen up, all you Life Fibers!\People are people, and clothes are clothes!\Turn all humans back into humans! response:	They did it!
context: What's this nonsensical garbage you're spouting?\WHAT'S THIS NONSENSICAL GARBAGE\Nonsensical is our thing!\NONSENSICAL IS OUR THING\Listen up, all you Life Fibers!\People are people, and clothes are clothes!\Turn all humans back into humans!\They did it! response:	Yes. I am now free of the past karma of the Kiryuins...
context: WHAT'S THIS NONSENSICAL GARBAGE\Nonsensical is our thing!\NONSENSICAL IS OUR THING\Listen up, all you Life Fibers!\People are people, and clothes are clothes!\Turn all humans back into humans!\They did it!\Yes. I am now free of the past karma of the Kiryuins... response:	Impossible...
context: Nonsensical is our thing!\NONSENSICAL IS OUR THING\Listen up, all you Life Fibers!\People are people, and clothes are clothes!\Turn all humans back into humans!\They did it!\Yes. I am now free of the past karma of the Kiryuins...\Impossible... response:	This can't be happening...
context: NONSENSICAL IS OUR THING\Listen up, all you Life Fibers!\People are people, and clothes are clothes!\Turn all humans back into humans!\They did it!\Yes. I am now free of the past karma of the Kiryuins...\Impossible...\This can't be happening... response:	Everything is returning to nothing?
context: Listen up, all you Life Fibers!\People are people, and clothes are clothes!\Turn all humans back into humans!\They did it!\Yes. I am now free of the past karma of the Kiryuins...\Impossible...\This can't be happening...\Everything is returning to nothing? response:	That's right, Mother.
context: People are people, and clothes are clothes!\Turn all humans back into humans!\They did it!\Yes. I am now free of the past karma of the Kiryuins...\Impossible...\This can't be happening...\Everything is returning to nothing?\That's right, Mother. response:	The Earth will never be a Cocoon Sphere now.
context: Turn all humans back into humans!\They did it!\Yes. I am now free of the past karma of the Kiryuins...\Impossible...\This can't be happening...\Everything is returning to nothing?\That's right, Mother.\The Earth will never be a Cocoon Sphere now. response:	Come peacefully back to Earth.
context: They did it!\Yes. I am now free of the past karma of the Kiryuins...\Impossible...\This can't be happening...\Everything is returning to nothing?\That's right, Mother.\The Earth will never be a Cocoon Sphere now.\Come peacefully back to Earth. response:	Pathetic.
context: Yes. I am now free of the past karma of the Kiryuins...\Impossible...\This can't be happening...\Everything is returning to nothing?\That's right, Mother.\The Earth will never be a Cocoon Sphere now.\Come peacefully back to Earth.\Pathetic. response:	I will decide how I die! I will carry out your words first!
context: Impossible...\This can't be happening...\Everything is returning to nothing?\That's right, Mother.\The Earth will never be a Cocoon Sphere now.\Come peacefully back to Earth.\Pathetic.\I will decide how I die! I will carry out your words first! response:	No!
context: This can't be happening...\Everything is returning to nothing?\That's right, Mother.\The Earth will never be a Cocoon Sphere now.\Come peacefully back to Earth.\Pathetic.\I will decide how I die! I will carry out your words first!\No! response:	Ryuko, this is not the end.
context: Everything is returning to nothing?\That's right, Mother.\The Earth will never be a Cocoon Sphere now.\Come peacefully back to Earth.\Pathetic.\I will decide how I die! I will carry out your words first!\No!\Ryuko, this is not the end. response:	Life Fibers are continuing their advance across the cosmos.
context: That's right, Mother.\The Earth will never be a Cocoon Sphere now.\Come peacefully back to Earth.\Pathetic.\I will decide how I die! I will carry out your words first!\No!\Ryuko, this is not the end.\Life Fibers are continuing their advance across the cosmos. response:	More will come to this world! Of that you can be sure.
context: The Earth will never be a Cocoon Sphere now.\Come peacefully back to Earth.\Pathetic.\I will decide how I die! I will carry out your words first!\No!\Ryuko, this is not the end.\Life Fibers are continuing their advance across the cosmos.\More will come to this world! Of that you can be sure. response:	Even if they do, people will go on being people.
context: Come peacefully back to Earth.\Pathetic.\I will decide how I die! I will carry out your words first!\No!\Ryuko, this is not the end.\Life Fibers are continuing their advance across the cosmos.\More will come to this world! Of that you can be sure.\Even if they do, people will go on being people. response:	Of that you can be sure.
context: Pathetic.\I will decide how I die! I will carry out your words first!\No!\Ryuko, this is not the end.\Life Fibers are continuing their advance across the cosmos.\More will come to this world! Of that you can be sure.\Even if they do, people will go on being people.\Of that you can be sure. response:	Let's go home, Ryuko.
context: I will decide how I die! I will carry out your words first!\No!\Ryuko, this is not the end.\Life Fibers are continuing their advance across the cosmos.\More will come to this world! Of that you can be sure.\Even if they do, people will go on being people.\Of that you can be sure.\Let's go home, Ryuko. response:	What's wrong, Senketsu?
context: No!\Ryuko, this is not the end.\Life Fibers are continuing their advance across the cosmos.\More will come to this world! Of that you can be sure.\Even if they do, people will go on being people.\Of that you can be sure.\Let's go home, Ryuko.\What's wrong, Senketsu? response:	Shinra-Koketsu's power appears to be greater than I thought.
context: Ryuko, this is not the end.\Life Fibers are continuing their advance across the cosmos.\More will come to this world! Of that you can be sure.\Even if they do, people will go on being people.\Of that you can be sure.\Let's go home, Ryuko.\What's wrong, Senketsu?\Shinra-Koketsu's power appears to be greater than I thought. response:	Wait, are you-
context: Life Fibers are continuing their advance across the cosmos.\More will come to this world! Of that you can be sure.\Even if they do, people will go on being people.\Of that you can be sure.\Let's go home, Ryuko.\What's wrong, Senketsu?\Shinra-Koketsu's power appears to be greater than I thought.\Wait, are you- response:	Hurry! There's not much time!
context: More will come to this world! Of that you can be sure.\Even if they do, people will go on being people.\Of that you can be sure.\Let's go home, Ryuko.\What's wrong, Senketsu?\Shinra-Koketsu's power appears to be greater than I thought.\Wait, are you-\Hurry! There's not much time! response:	Senketsu, don't do anything crazy!
context: Even if they do, people will go on being people.\Of that you can be sure.\Let's go home, Ryuko.\What's wrong, Senketsu?\Shinra-Koketsu's power appears to be greater than I thought.\Wait, are you-\Hurry! There's not much time!\Senketsu, don't do anything crazy! response:	Coming from you, who has done nothing but?
context: Of that you can be sure.\Let's go home, Ryuko.\What's wrong, Senketsu?\Shinra-Koketsu's power appears to be greater than I thought.\Wait, are you-\Hurry! There's not much time!\Senketsu, don't do anything crazy!\Coming from you, who has done nothing but? response:	Senketsu!
context: Let's go home, Ryuko.\What's wrong, Senketsu?\Shinra-Koketsu's power appears to be greater than I thought.\Wait, are you-\Hurry! There's not much time!\Senketsu, don't do anything crazy!\Coming from you, who has done nothing but?\Senketsu! response:	Even so, this is fine.
context: What's wrong, Senketsu?\Shinra-Koketsu's power appears to be greater than I thought.\Wait, are you-\Hurry! There's not much time!\Senketsu, don't do anything crazy!\Coming from you, who has done nothing but?\Senketsu!\Even so, this is fine. response:	I am sure that your father is satisfied.
context: Shinra-Koketsu's power appears to be greater than I thought.\Wait, are you-\Hurry! There's not much time!\Senketsu, don't do anything crazy!\Coming from you, who has done nothing but?\Senketsu!\Even so, this is fine.\I am sure that your father is satisfied. response:	I had a wonderful time, meeting you.
context: Wait, are you-\Hurry! There's not much time!\Senketsu, don't do anything crazy!\Coming from you, who has done nothing but?\Senketsu!\Even so, this is fine.\I am sure that your father is satisfied.\I had a wonderful time, meeting you. response:	Idiot, stop sounding like you're wrapping things up!
context: Hurry! There's not much time!\Senketsu, don't do anything crazy!\Coming from you, who has done nothing but?\Senketsu!\Even so, this is fine.\I am sure that your father is satisfied.\I had a wonderful time, meeting you.\Idiot, stop sounding like you're wrapping things up! response:	Don't cry, Ryuko...
context: Senketsu, don't do anything crazy!\Coming from you, who has done nothing but?\Senketsu!\Even so, this is fine.\I am sure that your father is satisfied.\I had a wonderful time, meeting you.\Idiot, stop sounding like you're wrapping things up!\Don't cry, Ryuko... response:	The time comes when a girl outgrows her sailor uniform.
context: Coming from you, who has done nothing but?\Senketsu!\Even so, this is fine.\I am sure that your father is satisfied.\I had a wonderful time, meeting you.\Idiot, stop sounding like you're wrapping things up!\Don't cry, Ryuko...\The time comes when a girl outgrows her sailor uniform. response:	From now on, wear whatever you want.
context: Senketsu!\Even so, this is fine.\I am sure that your father is satisfied.\I had a wonderful time, meeting you.\Idiot, stop sounding like you're wrapping things up!\Don't cry, Ryuko...\The time comes when a girl outgrows her sailor uniform.\From now on, wear whatever you want. response:	Clothing that is cuter than I.
context: Even so, this is fine.\I am sure that your father is satisfied.\I had a wonderful time, meeting you.\Idiot, stop sounding like you're wrapping things up!\Don't cry, Ryuko...\The time comes when a girl outgrows her sailor uniform.\From now on, wear whatever you want.\Clothing that is cuter than I. response:	You got it... I'll do that.
context: I am sure that your father is satisfied.\I had a wonderful time, meeting you.\Idiot, stop sounding like you're wrapping things up!\Don't cry, Ryuko...\The time comes when a girl outgrows her sailor uniform.\From now on, wear whatever you want.\Clothing that is cuter than I.\You got it... I'll do that. response:	I'll wear clothes that'll make you jealous!
