context: Why are you crying? response:	B-Because everyone is going to go away...
context: No!!\This is too cruel... I've become food for Happy...\I won't eat you!\Stay calm, Lucy!\By using Real Nightmare to help Natsu, you only sped up the merging process!\What, it's my fault?!\Anyway, I finally got through!\Everyone, listen! A little while ago, I got a call from the guild. response:	Jean-Luc and the others found another way to save Lucy!
context: This is too cruel... I've become food for Happy...\I won't eat you!\Stay calm, Lucy!\By using Real Nightmare to help Natsu, you only sped up the merging process!\What, it's my fault?!\Anyway, I finally got through!\Everyone, listen! A little while ago, I got a call from the guild.\Jean-Luc and the others found another way to save Lucy! response:	Jean-Luc?
context: I won't eat you!\Stay calm, Lucy!\By using Real Nightmare to help Natsu, you only sped up the merging process!\What, it's my fault?!\Anyway, I finally got through!\Everyone, listen! A little while ago, I got a call from the guild.\Jean-Luc and the others found another way to save Lucy!\Jean-Luc? response:	The actually guy!
context: Stay calm, Lucy!\By using Real Nightmare to help Natsu, you only sped up the merging process!\What, it's my fault?!\Anyway, I finally got through!\Everyone, listen! A little while ago, I got a call from the guild.\Jean-Luc and the others found another way to save Lucy!\Jean-Luc?\The actually guy! response:	If the engraved seals aren't erased in time, and merging occurs,
context: By using Real Nightmare to help Natsu, you only sped up the merging process!\What, it's my fault?!\Anyway, I finally got through!\Everyone, listen! A little while ago, I got a call from the guild.\Jean-Luc and the others found another way to save Lucy!\Jean-Luc?\The actually guy!\If the engraved seals aren't erased in time, and merging occurs, response:	then Lucy-sama must focus on remaining conscious and controlling Real Nightmare, actually.
context: What, it's my fault?!\Anyway, I finally got through!\Everyone, listen! A little while ago, I got a call from the guild.\Jean-Luc and the others found another way to save Lucy!\Jean-Luc?\The actually guy!\If the engraved seals aren't erased in time, and merging occurs,\then Lucy-sama must focus on remaining conscious and controlling Real Nightmare, actually. response:	We found out the one thing that can stop the Infinity Clock in this world
context: Anyway, I finally got through!\Everyone, listen! A little while ago, I got a call from the guild.\Jean-Luc and the others found another way to save Lucy!\Jean-Luc?\The actually guy!\If the engraved seals aren't erased in time, and merging occurs,\then Lucy-sama must focus on remaining conscious and controlling Real Nightmare, actually.\We found out the one thing that can stop the Infinity Clock in this world response:	is the magic siphoned from the Celestial Spirit Wizard bio-links!
context: Everyone, listen! A little while ago, I got a call from the guild.\Jean-Luc and the others found another way to save Lucy!\Jean-Luc?\The actually guy!\If the engraved seals aren't erased in time, and merging occurs,\then Lucy-sama must focus on remaining conscious and controlling Real Nightmare, actually.\We found out the one thing that can stop the Infinity Clock in this world\is the magic siphoned from the Celestial Spirit Wizard bio-links! response:	First, we need to break the spells that have all of them in a chrysalis-like state.
context: Jean-Luc and the others found another way to save Lucy!\Jean-Luc?\The actually guy!\If the engraved seals aren't erased in time, and merging occurs,\then Lucy-sama must focus on remaining conscious and controlling Real Nightmare, actually.\We found out the one thing that can stop the Infinity Clock in this world\is the magic siphoned from the Celestial Spirit Wizard bio-links!\First, we need to break the spells that have all of them in a chrysalis-like state. response:	It's a simple method.
context: Jean-Luc?\The actually guy!\If the engraved seals aren't erased in time, and merging occurs,\then Lucy-sama must focus on remaining conscious and controlling Real Nightmare, actually.\We found out the one thing that can stop the Infinity Clock in this world\is the magic siphoned from the Celestial Spirit Wizard bio-links!\First, we need to break the spells that have all of them in a chrysalis-like state.\It's a simple method. response:	Will their sense of time be 100 years from now?
context: The actually guy!\If the engraved seals aren't erased in time, and merging occurs,\then Lucy-sama must focus on remaining conscious and controlling Real Nightmare, actually.\We found out the one thing that can stop the Infinity Clock in this world\is the magic siphoned from the Celestial Spirit Wizard bio-links!\First, we need to break the spells that have all of them in a chrysalis-like state.\It's a simple method.\Will their sense of time be 100 years from now? response:	If it is, then the clock will break up into its component parts
context: If the engraved seals aren't erased in time, and merging occurs,\then Lucy-sama must focus on remaining conscious and controlling Real Nightmare, actually.\We found out the one thing that can stop the Infinity Clock in this world\is the magic siphoned from the Celestial Spirit Wizard bio-links!\First, we need to break the spells that have all of them in a chrysalis-like state.\It's a simple method.\Will their sense of time be 100 years from now?\If it is, then the clock will break up into its component parts response:	and scatter somewhere again, apparently.
context: then Lucy-sama must focus on remaining conscious and controlling Real Nightmare, actually.\We found out the one thing that can stop the Infinity Clock in this world\is the magic siphoned from the Celestial Spirit Wizard bio-links!\First, we need to break the spells that have all of them in a chrysalis-like state.\It's a simple method.\Will their sense of time be 100 years from now?\If it is, then the clock will break up into its component parts\and scatter somewhere again, apparently. response:	Then...
context: We found out the one thing that can stop the Infinity Clock in this world\is the magic siphoned from the Celestial Spirit Wizard bio-links!\First, we need to break the spells that have all of them in a chrysalis-like state.\It's a simple method.\Will their sense of time be 100 years from now?\If it is, then the clock will break up into its component parts\and scatter somewhere again, apparently.\Then... response:	Hey, wait a second!
context: is the magic siphoned from the Celestial Spirit Wizard bio-links!\First, we need to break the spells that have all of them in a chrysalis-like state.\It's a simple method.\Will their sense of time be 100 years from now?\If it is, then the clock will break up into its component parts\and scatter somewhere again, apparently.\Then...\Hey, wait a second! response:	What'll happen to Lucy?!
context: First, we need to break the spells that have all of them in a chrysalis-like state.\It's a simple method.\Will their sense of time be 100 years from now?\If it is, then the clock will break up into its component parts\and scatter somewhere again, apparently.\Then...\Hey, wait a second!\What'll happen to Lucy?! response:	We know what to do from the merging to release...
context: It's a simple method.\Will their sense of time be 100 years from now?\If it is, then the clock will break up into its component parts\and scatter somewhere again, apparently.\Then...\Hey, wait a second!\What'll happen to Lucy?!\We know what to do from the merging to release... response:	But if something goes wrong, all the parts will fly away somewhere?!
context: Will their sense of time be 100 years from now?\If it is, then the clock will break up into its component parts\and scatter somewhere again, apparently.\Then...\Hey, wait a second!\What'll happen to Lucy?!\We know what to do from the merging to release...\But if something goes wrong, all the parts will fly away somewhere?! response:	No...
context: If it is, then the clock will break up into its component parts\and scatter somewhere again, apparently.\Then...\Hey, wait a second!\What'll happen to Lucy?!\We know what to do from the merging to release...\But if something goes wrong, all the parts will fly away somewhere?!\No... response:	Ain't there any other way?!
context: and scatter somewhere again, apparently.\Then...\Hey, wait a second!\What'll happen to Lucy?!\We know what to do from the merging to release...\But if something goes wrong, all the parts will fly away somewhere?!\No...\Ain't there any other way?! response:	I'll try...
context: Then...\Hey, wait a second!\What'll happen to Lucy?!\We know what to do from the merging to release...\But if something goes wrong, all the parts will fly away somewhere?!\No...\Ain't there any other way?!\I'll try... response:	That way, a lot of people will be able to wake up from 100-year sleeps, right?
context: Hey, wait a second!\What'll happen to Lucy?!\We know what to do from the merging to release...\But if something goes wrong, all the parts will fly away somewhere?!\No...\Ain't there any other way?!\I'll try...\That way, a lot of people will be able to wake up from 100-year sleeps, right? response:	I may fly off somewhere...
context: What'll happen to Lucy?!\We know what to do from the merging to release...\But if something goes wrong, all the parts will fly away somewhere?!\No...\Ain't there any other way?!\I'll try...\That way, a lot of people will be able to wake up from 100-year sleeps, right?\I may fly off somewhere... response:	That's the only risk?! I'm a Fairy Tail wizard.
context: We know what to do from the merging to release...\But if something goes wrong, all the parts will fly away somewhere?!\No...\Ain't there any other way?!\I'll try...\That way, a lot of people will be able to wake up from 100-year sleeps, right?\I may fly off somewhere...\That's the only risk?! I'm a Fairy Tail wizard. response:	I'm the daughter of Jude and Layla!
context: But if something goes wrong, all the parts will fly away somewhere?!\No...\Ain't there any other way?!\I'll try...\That way, a lot of people will be able to wake up from 100-year sleeps, right?\I may fly off somewhere...\That's the only risk?! I'm a Fairy Tail wizard.\I'm the daughter of Jude and Layla! response:	I'm Michelle's big sister! I'll do it!
context: No...\Ain't there any other way?!\I'll try...\That way, a lot of people will be able to wake up from 100-year sleeps, right?\I may fly off somewhere...\That's the only risk?! I'm a Fairy Tail wizard.\I'm the daughter of Jude and Layla!\I'm Michelle's big sister! I'll do it! response:	Nee-san...
context: Ain't there any other way?!\I'll try...\That way, a lot of people will be able to wake up from 100-year sleeps, right?\I may fly off somewhere...\That's the only risk?! I'm a Fairy Tail wizard.\I'm the daughter of Jude and Layla!\I'm Michelle's big sister! I'll do it!\Nee-san... response:	Michelle!
context: I'll try...\That way, a lot of people will be able to wake up from 100-year sleeps, right?\I may fly off somewhere...\That's the only risk?! I'm a Fairy Tail wizard.\I'm the daughter of Jude and Layla!\I'm Michelle's big sister! I'll do it!\Nee-san...\Michelle! response:	It's okay. I'm with you.
context: That way, a lot of people will be able to wake up from 100-year sleeps, right?\I may fly off somewhere...\That's the only risk?! I'm a Fairy Tail wizard.\I'm the daughter of Jude and Layla!\I'm Michelle's big sister! I'll do it!\Nee-san...\Michelle!\It's okay. I'm with you. response:	Yeah!
context: I may fly off somewhere...\That's the only risk?! I'm a Fairy Tail wizard.\I'm the daughter of Jude and Layla!\I'm Michelle's big sister! I'll do it!\Nee-san...\Michelle!\It's okay. I'm with you.\Yeah! response:	You're terribly wounded... If there's anything I can do...
context: That's the only risk?! I'm a Fairy Tail wizard.\I'm the daughter of Jude and Layla!\I'm Michelle's big sister! I'll do it!\Nee-san...\Michelle!\It's okay. I'm with you.\Yeah!\You're terribly wounded... If there's anything I can do... response:	Don't you touch me...
context: I'm the daughter of Jude and Layla!\I'm Michelle's big sister! I'll do it!\Nee-san...\Michelle!\It's okay. I'm with you.\Yeah!\You're terribly wounded... If there's anything I can do...\Don't you touch me... response:	Tell me... Are you the one that called me?
context: I'm Michelle's big sister! I'll do it!\Nee-san...\Michelle!\It's okay. I'm with you.\Yeah!\You're terribly wounded... If there's anything I can do...\Don't you touch me...\Tell me... Are you the one that called me? response:	I can hear it...
context: Nee-san...\Michelle!\It's okay. I'm with you.\Yeah!\You're terribly wounded... If there's anything I can do...\Don't you touch me...\Tell me... Are you the one that called me?\I can hear it... response:	You?!
context: Michelle!\It's okay. I'm with you.\Yeah!\You're terribly wounded... If there's anything I can do...\Don't you touch me...\Tell me... Are you the one that called me?\I can hear it...\You?! response:	You...
context: It's okay. I'm with you.\Yeah!\You're terribly wounded... If there's anything I can do...\Don't you touch me...\Tell me... Are you the one that called me?\I can hear it...\You?!\You... response:	Your eye...
context: Yeah!\You're terribly wounded... If there's anything I can do...\Don't you touch me...\Tell me... Are you the one that called me?\I can hear it...\You?!\You...\Your eye... response:	I lost my sight so I could gain power.
context: You're terribly wounded... If there's anything I can do...\Don't you touch me...\Tell me... Are you the one that called me?\I can hear it...\You?!\You...\Your eye...\I lost my sight so I could gain power. response:	Don't worry. Just from hearing voices, I...
context: Don't you touch me...\Tell me... Are you the one that called me?\I can hear it...\You?!\You...\Your eye...\I lost my sight so I could gain power.\Don't worry. Just from hearing voices, I... response:	What's your name?
context: Tell me... Are you the one that called me?\I can hear it...\You?!\You...\Your eye...\I lost my sight so I could gain power.\Don't worry. Just from hearing voices, I...\What's your name? response:	Erik.
context: I can hear it...\You?!\You...\Your eye...\I lost my sight so I could gain power.\Don't worry. Just from hearing voices, I...\What's your name?\Erik. response:	Erik...
context: You?!\You...\Your eye...\I lost my sight so I could gain power.\Don't worry. Just from hearing voices, I...\What's your name?\Erik.\Erik... response:	Cobra of the new Oracion Seis, I presume?
context: You...\Your eye...\I lost my sight so I could gain power.\Don't worry. Just from hearing voices, I...\What's your name?\Erik.\Erik...\Cobra of the new Oracion Seis, I presume? response:	We've already taken your comrades into custody, so why don't you come quietly?
context: Your eye...\I lost my sight so I could gain power.\Don't worry. Just from hearing voices, I...\What's your name?\Erik.\Erik...\Cobra of the new Oracion Seis, I presume?\We've already taken your comrades into custody, so why don't you come quietly? response:	The Council, huh?
context: I lost my sight so I could gain power.\Don't worry. Just from hearing voices, I...\What's your name?\Erik.\Erik...\Cobra of the new Oracion Seis, I presume?\We've already taken your comrades into custody, so why don't you come quietly?\The Council, huh? response:	Wait! This man is...
context: Don't worry. Just from hearing voices, I...\What's your name?\Erik.\Erik...\Cobra of the new Oracion Seis, I presume?\We've already taken your comrades into custody, so why don't you come quietly?\The Council, huh?\Wait! This man is... response:	This man is...
context: What's your name?\Erik.\Erik...\Cobra of the new Oracion Seis, I presume?\We've already taken your comrades into custody, so why don't you come quietly?\The Council, huh?\Wait! This man is...\This man is... response:	What the...?!
context: Erik.\Erik...\Cobra of the new Oracion Seis, I presume?\We've already taken your comrades into custody, so why don't you come quietly?\The Council, huh?\Wait! This man is...\This man is...\What the...?! response:	You're going to resist?
context: Erik...\Cobra of the new Oracion Seis, I presume?\We've already taken your comrades into custody, so why don't you come quietly?\The Council, huh?\Wait! This man is...\This man is...\What the...?!\You're going to resist? response:	That girl doesn't seem to be a wizard...
context: Cobra of the new Oracion Seis, I presume?\We've already taken your comrades into custody, so why don't you come quietly?\The Council, huh?\Wait! This man is...\This man is...\What the...?!\You're going to resist?\That girl doesn't seem to be a wizard... response:	It can't be helped. Anyone who conspires with the Six Generals has to be arrested.
context: We've already taken your comrades into custody, so why don't you come quietly?\The Council, huh?\Wait! This man is...\This man is...\What the...?!\You're going to resist?\That girl doesn't seem to be a wizard...\It can't be helped. Anyone who conspires with the Six Generals has to be arrested. response:	Alright, alright...
context: The Council, huh?\Wait! This man is...\This man is...\What the...?!\You're going to resist?\That girl doesn't seem to be a wizard...\It can't be helped. Anyone who conspires with the Six Generals has to be arrested.\Alright, alright... response:	You go.
context: Wait! This man is...\This man is...\What the...?!\You're going to resist?\That girl doesn't seem to be a wizard...\It can't be helped. Anyone who conspires with the Six Generals has to be arrested.\Alright, alright...\You go. response:	But...
context: This man is...\What the...?!\You're going to resist?\That girl doesn't seem to be a wizard...\It can't be helped. Anyone who conspires with the Six Generals has to be arrested.\Alright, alright...\You go.\But... response:	Wait! It was you, wasn't it?! You're the one who called out to me!
context: What the...?!\You're going to resist?\That girl doesn't seem to be a wizard...\It can't be helped. Anyone who conspires with the Six Generals has to be arrested.\Alright, alright...\You go.\But...\Wait! It was you, wasn't it?! You're the one who called out to me! response:	Hey!
context: You're going to resist?\That girl doesn't seem to be a wizard...\It can't be helped. Anyone who conspires with the Six Generals has to be arrested.\Alright, alright...\You go.\But...\Wait! It was you, wasn't it?! You're the one who called out to me!\Hey! response:	I don't know what you're talking about...
context: That girl doesn't seem to be a wizard...\It can't be helped. Anyone who conspires with the Six Generals has to be arrested.\Alright, alright...\You go.\But...\Wait! It was you, wasn't it?! You're the one who called out to me!\Hey!\I don't know what you're talking about... response:	Who's that girl?
context: It can't be helped. Anyone who conspires with the Six Generals has to be arrested.\Alright, alright...\You go.\But...\Wait! It was you, wasn't it?! You're the one who called out to me!\Hey!\I don't know what you're talking about...\Who's that girl? response:	A comrade of yours?
context: Alright, alright...\You go.\But...\Wait! It was you, wasn't it?! You're the one who called out to me!\Hey!\I don't know what you're talking about...\Who's that girl?\A comrade of yours? response:	No. Never saw her before.
context: You go.\But...\Wait! It was you, wasn't it?! You're the one who called out to me!\Hey!\I don't know what you're talking about...\Who's that girl?\A comrade of yours?\No. Never saw her before. response:	Sounds like she was just wandering around here looking for her friend.
context: But...\Wait! It was you, wasn't it?! You're the one who called out to me!\Hey!\I don't know what you're talking about...\Who's that girl?\A comrade of yours?\No. Never saw her before.\Sounds like she was just wandering around here looking for her friend. response:	I see. Good.
context: Wait! It was you, wasn't it?! You're the one who called out to me!\Hey!\I don't know what you're talking about...\Who's that girl?\A comrade of yours?\No. Never saw her before.\Sounds like she was just wandering around here looking for her friend.\I see. Good. response:	You're giving up awfully easy.
context: Hey!\I don't know what you're talking about...\Who's that girl?\A comrade of yours?\No. Never saw her before.\Sounds like she was just wandering around here looking for her friend.\I see. Good.\You're giving up awfully easy. response:	Yeah, well...
context: I don't know what you're talking about...\Who's that girl?\A comrade of yours?\No. Never saw her before.\Sounds like she was just wandering around here looking for her friend.\I see. Good.\You're giving up awfully easy.\Yeah, well... response:	But you know...
context: Who's that girl?\A comrade of yours?\No. Never saw her before.\Sounds like she was just wandering around here looking for her friend.\I see. Good.\You're giving up awfully easy.\Yeah, well...\But you know... response:	Friends are good things to have.
context: A comrade of yours?\No. Never saw her before.\Sounds like she was just wandering around here looking for her friend.\I see. Good.\You're giving up awfully easy.\Yeah, well...\But you know...\Friends are good things to have. response:	Just knowing that you have one has a calming effect.
context: No. Never saw her before.\Sounds like she was just wandering around here looking for her friend.\I see. Good.\You're giving up awfully easy.\Yeah, well...\But you know...\Friends are good things to have.\Just knowing that you have one has a calming effect. response:	Erik... You called me, didn't you?
context: Sounds like she was just wandering around here looking for her friend.\I see. Good.\You're giving up awfully easy.\Yeah, well...\But you know...\Friends are good things to have.\Just knowing that you have one has a calming effect.\Erik... You called me, didn't you? response:	Did you hear my voice...?
context: I see. Good.\You're giving up awfully easy.\Yeah, well...\But you know...\Friends are good things to have.\Just knowing that you have one has a calming effect.\Erik... You called me, didn't you?\Did you hear my voice...? response:	I finally heard your voice...
context: You're giving up awfully easy.\Yeah, well...\But you know...\Friends are good things to have.\Just knowing that you have one has a calming effect.\Erik... You called me, didn't you?\Did you hear my voice...?\I finally heard your voice... response:	Men!
context: Yeah, well...\But you know...\Friends are good things to have.\Just knowing that you have one has a calming effect.\Erik... You called me, didn't you?\Did you hear my voice...?\I finally heard your voice...\Men! response:	I'm glad you're alright!
context: But you know...\Friends are good things to have.\Just knowing that you have one has a calming effect.\Erik... You called me, didn't you?\Did you hear my voice...?\I finally heard your voice...\Men!\I'm glad you're alright! response:	W-Where are we?! On top of an octopus?!
context: Friends are good things to have.\Just knowing that you have one has a calming effect.\Erik... You called me, didn't you?\Did you hear my voice...?\I finally heard your voice...\Men!\I'm glad you're alright!\W-Where are we?! On top of an octopus?! response:	Don't panic! We're joined together with Kanaloa-kun by the parfum of friendship.
context: Just knowing that you have one has a calming effect.\Erik... You called me, didn't you?\Did you hear my voice...?\I finally heard your voice...\Men!\I'm glad you're alright!\W-Where are we?! On top of an octopus?!\Don't panic! We're joined together with Kanaloa-kun by the parfum of friendship. response:	I see. We're on the same side...
context: Erik... You called me, didn't you?\Did you hear my voice...?\I finally heard your voice...\Men!\I'm glad you're alright!\W-Where are we?! On top of an octopus?!\Don't panic! We're joined together with Kanaloa-kun by the parfum of friendship.\I see. We're on the same side... response:	Listen, Natsu...
context: Did you hear my voice...?\I finally heard your voice...\Men!\I'm glad you're alright!\W-Where are we?! On top of an octopus?!\Don't panic! We're joined together with Kanaloa-kun by the parfum of friendship.\I see. We're on the same side...\Listen, Natsu... response:	Lucy... Where's Lucy?!
context: I finally heard your voice...\Men!\I'm glad you're alright!\W-Where are we?! On top of an octopus?!\Don't panic! We're joined together with Kanaloa-kun by the parfum of friendship.\I see. We're on the same side...\Listen, Natsu...\Lucy... Where's Lucy?! response:	Calm down, Natsu!
context: Men!\I'm glad you're alright!\W-Where are we?! On top of an octopus?!\Don't panic! We're joined together with Kanaloa-kun by the parfum of friendship.\I see. We're on the same side...\Listen, Natsu...\Lucy... Where's Lucy?!\Calm down, Natsu! response:	Warren and the others are looking for her right now.
context: I'm glad you're alright!\W-Where are we?! On top of an octopus?!\Don't panic! We're joined together with Kanaloa-kun by the parfum of friendship.\I see. We're on the same side...\Listen, Natsu...\Lucy... Where's Lucy?!\Calm down, Natsu!\Warren and the others are looking for her right now. response:	How can I calm down?!
context: W-Where are we?! On top of an octopus?!\Don't panic! We're joined together with Kanaloa-kun by the parfum of friendship.\I see. We're on the same side...\Listen, Natsu...\Lucy... Where's Lucy?!\Calm down, Natsu!\Warren and the others are looking for her right now.\How can I calm down?! response:	Lucy's scent! I'm sure of it! Go over that way, octopus!
context: Don't panic! We're joined together with Kanaloa-kun by the parfum of friendship.\I see. We're on the same side...\Listen, Natsu...\Lucy... Where's Lucy?!\Calm down, Natsu!\Warren and the others are looking for her right now.\How can I calm down?!\Lucy's scent! I'm sure of it! Go over that way, octopus! response:	Kanaloa-kun, if you would!
context: I see. We're on the same side...\Listen, Natsu...\Lucy... Where's Lucy?!\Calm down, Natsu!\Warren and the others are looking for her right now.\How can I calm down?!\Lucy's scent! I'm sure of it! Go over that way, octopus!\Kanaloa-kun, if you would! response:	Sheesh, after all of my preparations, it turned out like this!
context: Listen, Natsu...\Lucy... Where's Lucy?!\Calm down, Natsu!\Warren and the others are looking for her right now.\How can I calm down?!\Lucy's scent! I'm sure of it! Go over that way, octopus!\Kanaloa-kun, if you would!\Sheesh, after all of my preparations, it turned out like this! response:	I shouldn't have turned the Six Generals over to that kid!
context: Lucy... Where's Lucy?!\Calm down, Natsu!\Warren and the others are looking for her right now.\How can I calm down?!\Lucy's scent! I'm sure of it! Go over that way, octopus!\Kanaloa-kun, if you would!\Sheesh, after all of my preparations, it turned out like this!\I shouldn't have turned the Six Generals over to that kid! response:	Now I'll just have to become Brain III and assemble the next Six Generals...
context: Calm down, Natsu!\Warren and the others are looking for her right now.\How can I calm down?!\Lucy's scent! I'm sure of it! Go over that way, octopus!\Kanaloa-kun, if you would!\Sheesh, after all of my preparations, it turned out like this!\I shouldn't have turned the Six Generals over to that kid!\Now I'll just have to become Brain III and assemble the next Six Generals... response:	Huh?! A clock hand?!
context: Warren and the others are looking for her right now.\How can I calm down?!\Lucy's scent! I'm sure of it! Go over that way, octopus!\Kanaloa-kun, if you would!\Sheesh, after all of my preparations, it turned out like this!\I shouldn't have turned the Six Generals over to that kid!\Now I'll just have to become Brain III and assemble the next Six Generals...\Huh?! A clock hand?! response:	You're not getting away. We'll sleep for eternity together.
context: How can I calm down?!\Lucy's scent! I'm sure of it! Go over that way, octopus!\Kanaloa-kun, if you would!\Sheesh, after all of my preparations, it turned out like this!\I shouldn't have turned the Six Generals over to that kid!\Now I'll just have to become Brain III and assemble the next Six Generals...\Huh?! A clock hand?!\You're not getting away. We'll sleep for eternity together. response:	Ow! Ow! Ow! Ow! Stop it!!
context: Lucy's scent! I'm sure of it! Go over that way, octopus!\Kanaloa-kun, if you would!\Sheesh, after all of my preparations, it turned out like this!\I shouldn't have turned the Six Generals over to that kid!\Now I'll just have to become Brain III and assemble the next Six Generals...\Huh?! A clock hand?!\You're not getting away. We'll sleep for eternity together.\Ow! Ow! Ow! Ow! Stop it!! response:	When I came to,
context: Kanaloa-kun, if you would!\Sheesh, after all of my preparations, it turned out like this!\I shouldn't have turned the Six Generals over to that kid!\Now I'll just have to become Brain III and assemble the next Six Generals...\Huh?! A clock hand?!\You're not getting away. We'll sleep for eternity together.\Ow! Ow! Ow! Ow! Stop it!!\When I came to, response:	the Infinity Castle and Oracion Seis...
context: Sheesh, after all of my preparations, it turned out like this!\I shouldn't have turned the Six Generals over to that kid!\Now I'll just have to become Brain III and assemble the next Six Generals...\Huh?! A clock hand?!\You're not getting away. We'll sleep for eternity together.\Ow! Ow! Ow! Ow! Stop it!!\When I came to,\the Infinity Castle and Oracion Seis... response:	Our journey began with the hand of a clock...
context: I shouldn't have turned the Six Generals over to that kid!\Now I'll just have to become Brain III and assemble the next Six Generals...\Huh?! A clock hand?!\You're not getting away. We'll sleep for eternity together.\Ow! Ow! Ow! Ow! Stop it!!\When I came to,\the Infinity Castle and Oracion Seis...\Our journey began with the hand of a clock... response:	The events surrounding the Key of the Starry Heavens...
context: Now I'll just have to become Brain III and assemble the next Six Generals...\Huh?! A clock hand?!\You're not getting away. We'll sleep for eternity together.\Ow! Ow! Ow! Ow! Stop it!!\When I came to,\the Infinity Castle and Oracion Seis...\Our journey began with the hand of a clock...\The events surrounding the Key of the Starry Heavens... response:	After that, my room seemed empty.
context: Huh?! A clock hand?!\You're not getting away. We'll sleep for eternity together.\Ow! Ow! Ow! Ow! Stop it!!\When I came to,\the Infinity Castle and Oracion Seis...\Our journey began with the hand of a clock...\The events surrounding the Key of the Starry Heavens...\After that, my room seemed empty. response:	It felt like it suddenly became very quiet.
context: You're not getting away. We'll sleep for eternity together.\Ow! Ow! Ow! Ow! Stop it!!\When I came to,\the Infinity Castle and Oracion Seis...\Our journey began with the hand of a clock...\The events surrounding the Key of the Starry Heavens...\After that, my room seemed empty.\It felt like it suddenly became very quiet. response:	But I'm not lonely.
context: Ow! Ow! Ow! Ow! Stop it!!\When I came to,\the Infinity Castle and Oracion Seis...\Our journey began with the hand of a clock...\The events surrounding the Key of the Starry Heavens...\After that, my room seemed empty.\It felt like it suddenly became very quiet.\But I'm not lonely. response:	I'm fine. So don't worry about me, okay?
context: When I came to,\the Infinity Castle and Oracion Seis...\Our journey began with the hand of a clock...\The events surrounding the Key of the Starry Heavens...\After that, my room seemed empty.\It felt like it suddenly became very quiet.\But I'm not lonely.\I'm fine. So don't worry about me, okay? response:	Oh, one more thing...
context: the Infinity Castle and Oracion Seis...\Our journey began with the hand of a clock...\The events surrounding the Key of the Starry Heavens...\After that, my room seemed empty.\It felt like it suddenly became very quiet.\But I'm not lonely.\I'm fine. So don't worry about me, okay?\Oh, one more thing... response:	Father, Mama...
context: Our journey began with the hand of a clock...\The events surrounding the Key of the Starry Heavens...\After that, my room seemed empty.\It felt like it suddenly became very quiet.\But I'm not lonely.\I'm fine. So don't worry about me, okay?\Oh, one more thing...\Father, Mama... response:	Thank you for my beautiful little sister.
context: The events surrounding the Key of the Starry Heavens...\After that, my room seemed empty.\It felt like it suddenly became very quiet.\But I'm not lonely.\I'm fine. So don't worry about me, okay?\Oh, one more thing...\Father, Mama...\Thank you for my beautiful little sister. response:	Alright! I kicked Brain II's ass!
context: After that, my room seemed empty.\It felt like it suddenly became very quiet.\But I'm not lonely.\I'm fine. So don't worry about me, okay?\Oh, one more thing...\Father, Mama...\Thank you for my beautiful little sister.\Alright! I kicked Brain II's ass! response:	Everyone got a piece of the action, huh?
context: It felt like it suddenly became very quiet.\But I'm not lonely.\I'm fine. So don't worry about me, okay?\Oh, one more thing...\Father, Mama...\Thank you for my beautiful little sister.\Alright! I kicked Brain II's ass!\Everyone got a piece of the action, huh? response:	Fairy Tail really is the strongest guild around!
context: But I'm not lonely.\I'm fine. So don't worry about me, okay?\Oh, one more thing...\Father, Mama...\Thank you for my beautiful little sister.\Alright! I kicked Brain II's ass!\Everyone got a piece of the action, huh?\Fairy Tail really is the strongest guild around! response:	The strongest guild, huh?
context: I'm fine. So don't worry about me, okay?\Oh, one more thing...\Father, Mama...\Thank you for my beautiful little sister.\Alright! I kicked Brain II's ass!\Everyone got a piece of the action, huh?\Fairy Tail really is the strongest guild around!\The strongest guild, huh? response:	Say, Natsu, during the seven years that we were on Tenroujima,
context: Oh, one more thing...\Father, Mama...\Thank you for my beautiful little sister.\Alright! I kicked Brain II's ass!\Everyone got a piece of the action, huh?\Fairy Tail really is the strongest guild around!\The strongest guild, huh?\Say, Natsu, during the seven years that we were on Tenroujima, response:	I heard a guild called Fiore's Strongest appeared.
context: Father, Mama...\Thank you for my beautiful little sister.\Alright! I kicked Brain II's ass!\Everyone got a piece of the action, huh?\Fairy Tail really is the strongest guild around!\The strongest guild, huh?\Say, Natsu, during the seven years that we were on Tenroujima,\I heard a guild called Fiore's Strongest appeared. response:	What's that?! Who the hell are they?!
context: Thank you for my beautiful little sister.\Alright! I kicked Brain II's ass!\Everyone got a piece of the action, huh?\Fairy Tail really is the strongest guild around!\The strongest guild, huh?\Say, Natsu, during the seven years that we were on Tenroujima,\I heard a guild called Fiore's Strongest appeared.\What's that?! Who the hell are they?! response:	Next time: Sabertooth!
context: Alright! I kicked Brain II's ass!\Everyone got a piece of the action, huh?\Fairy Tail really is the strongest guild around!\The strongest guild, huh?\Say, Natsu, during the seven years that we were on Tenroujima,\I heard a guild called Fiore's Strongest appeared.\What's that?! Who the hell are they?!\Next time: Sabertooth! response:	Let's beat'em and take our strongest title back!
context: Everyone got a piece of the action, huh?\Fairy Tail really is the strongest guild around!\The strongest guild, huh?\Say, Natsu, during the seven years that we were on Tenroujima,\I heard a guild called Fiore's Strongest appeared.\What's that?! Who the hell are they?!\Next time: Sabertooth!\Let's beat'em and take our strongest title back! response:	Boy, all you ever think about are showdowns!
