context: Pre! Preparation! response:	I'm not strong
context: Cleaning, fixing buttons, ironing clothes...\Oh, that? Doing those little things...\Doing those small things is what makes it great.\Huh?\Hey, Kushie -\I believe in you, and so I'm leaving Taiga in your care.\Y-Yeah.\I'm the referee, so I can't really help you out, but... response:	Leave it to me!
context: Oh, that? Doing those little things...\Doing those small things is what makes it great.\Huh?\Hey, Kushie -\I believe in you, and so I'm leaving Taiga in your care.\Y-Yeah.\I'm the referee, so I can't really help you out, but...\Leave it to me! response:	All right.
context: Doing those small things is what makes it great.\Huh?\Hey, Kushie -\I believe in you, and so I'm leaving Taiga in your care.\Y-Yeah.\I'm the referee, so I can't really help you out, but...\Leave it to me!\All right. response:	Please, take care of tomorrow's rain.
context: Huh?\Hey, Kushie -\I believe in you, and so I'm leaving Taiga in your care.\Y-Yeah.\I'm the referee, so I can't really help you out, but...\Leave it to me!\All right.\Please, take care of tomorrow's rain. response:	Thank you, Teru Teru Bozu-san.
context: Hey, Kushie -\I believe in you, and so I'm leaving Taiga in your care.\Y-Yeah.\I'm the referee, so I can't really help you out, but...\Leave it to me!\All right.\Please, take care of tomorrow's rain.\Thank you, Teru Teru Bozu-san. response:	The weather seems to be holding out, but...
context: I believe in you, and so I'm leaving Taiga in your care.\Y-Yeah.\I'm the referee, so I can't really help you out, but...\Leave it to me!\All right.\Please, take care of tomorrow's rain.\Thank you, Teru Teru Bozu-san.\The weather seems to be holding out, but... response:	Look, Ryuuji. It's like I'm swimming, right?
context: Y-Yeah.\I'm the referee, so I can't really help you out, but...\Leave it to me!\All right.\Please, take care of tomorrow's rain.\Thank you, Teru Teru Bozu-san.\The weather seems to be holding out, but...\Look, Ryuuji. It's like I'm swimming, right? response:	It's about time we did some proper practice.
context: I'm the referee, so I can't really help you out, but...\Leave it to me!\All right.\Please, take care of tomorrow's rain.\Thank you, Teru Teru Bozu-san.\The weather seems to be holding out, but...\Look, Ryuuji. It's like I'm swimming, right?\It's about time we did some proper practice. response:	Man, what is this?
context: Leave it to me!\All right.\Please, take care of tomorrow's rain.\Thank you, Teru Teru Bozu-san.\The weather seems to be holding out, but...\Look, Ryuuji. It's like I'm swimming, right?\It's about time we did some proper practice.\Man, what is this? response:	The match is tomorrow, you know!
context: All right.\Please, take care of tomorrow's rain.\Thank you, Teru Teru Bozu-san.\The weather seems to be holding out, but...\Look, Ryuuji. It's like I'm swimming, right?\It's about time we did some proper practice.\Man, what is this?\The match is tomorrow, you know! response:	What good will it do to practise the crawl stroke now?
context: Please, take care of tomorrow's rain.\Thank you, Teru Teru Bozu-san.\The weather seems to be holding out, but...\Look, Ryuuji. It's like I'm swimming, right?\It's about time we did some proper practice.\Man, what is this?\The match is tomorrow, you know!\What good will it do to practise the crawl stroke now? response:	We've got to make do with what we can!
context: Thank you, Teru Teru Bozu-san.\The weather seems to be holding out, but...\Look, Ryuuji. It's like I'm swimming, right?\It's about time we did some proper practice.\Man, what is this?\The match is tomorrow, you know!\What good will it do to practise the crawl stroke now?\We've got to make do with what we can! response:	This looks so dumb.
context: The weather seems to be holding out, but...\Look, Ryuuji. It's like I'm swimming, right?\It's about time we did some proper practice.\Man, what is this?\The match is tomorrow, you know!\What good will it do to practise the crawl stroke now?\We've got to make do with what we can!\This looks so dumb. response:	Yes, keep that up! Oh, try kicking your feet now.
context: Look, Ryuuji. It's like I'm swimming, right?\It's about time we did some proper practice.\Man, what is this?\The match is tomorrow, you know!\What good will it do to practise the crawl stroke now?\We've got to make do with what we can!\This looks so dumb.\Yes, keep that up! Oh, try kicking your feet now. response:	Fine!
context: It's about time we did some proper practice.\Man, what is this?\The match is tomorrow, you know!\What good will it do to practise the crawl stroke now?\We've got to make do with what we can!\This looks so dumb.\Yes, keep that up! Oh, try kicking your feet now.\Fine! response:	Huh? Hey!
context: Man, what is this?\The match is tomorrow, you know!\What good will it do to practise the crawl stroke now?\We've got to make do with what we can!\This looks so dumb.\Yes, keep that up! Oh, try kicking your feet now.\Fine!\Huh? Hey! response:	T-Taiga!
context: The match is tomorrow, you know!\What good will it do to practise the crawl stroke now?\We've got to make do with what we can!\This looks so dumb.\Yes, keep that up! Oh, try kicking your feet now.\Fine!\Huh? Hey!\T-Taiga! response:	That was awesome, Taiga!
context: What good will it do to practise the crawl stroke now?\We've got to make do with what we can!\This looks so dumb.\Yes, keep that up! Oh, try kicking your feet now.\Fine!\Huh? Hey!\T-Taiga!\That was awesome, Taiga! response:	Your kicking power is out of this world!
context: We've got to make do with what we can!\This looks so dumb.\Yes, keep that up! Oh, try kicking your feet now.\Fine!\Huh? Hey!\T-Taiga!\That was awesome, Taiga!\Your kicking power is out of this world! response:	You might be able to win with this!
context: This looks so dumb.\Yes, keep that up! Oh, try kicking your feet now.\Fine!\Huh? Hey!\T-Taiga!\That was awesome, Taiga!\Your kicking power is out of this world!\You might be able to win with this! response:	Win? Me?
context: Yes, keep that up! Oh, try kicking your feet now.\Fine!\Huh? Hey!\T-Taiga!\That was awesome, Taiga!\Your kicking power is out of this world!\You might be able to win with this!\Win? Me? response:	I was just doing it like I usually do...
context: Fine!\Huh? Hey!\T-Taiga!\That was awesome, Taiga!\Your kicking power is out of this world!\You might be able to win with this!\Win? Me?\I was just doing it like I usually do... response:	Well, you can't let your guard down, but -
context: Huh? Hey!\T-Taiga!\That was awesome, Taiga!\Your kicking power is out of this world!\You might be able to win with this!\Win? Me?\I was just doing it like I usually do...\Well, you can't let your guard down, but - response:	I see.
context: T-Taiga!\That was awesome, Taiga!\Your kicking power is out of this world!\You might be able to win with this!\Win? Me?\I was just doing it like I usually do...\Well, you can't let your guard down, but -\I see. response:	I can win. I see.
context: That was awesome, Taiga!\Your kicking power is out of this world!\You might be able to win with this!\Win? Me?\I was just doing it like I usually do...\Well, you can't let your guard down, but -\I see.\I can win. I see. response:	Taiga?
context: Your kicking power is out of this world!\You might be able to win with this!\Win? Me?\I was just doing it like I usually do...\Well, you can't let your guard down, but -\I see.\I can win. I see.\Taiga? response:	Yes. I'm going to win.
context: You might be able to win with this!\Win? Me?\I was just doing it like I usually do...\Well, you can't let your guard down, but -\I see.\I can win. I see.\Taiga?\Yes. I'm going to win. response:	Yeah! Keep that spirit up!
context: Win? Me?\I was just doing it like I usually do...\Well, you can't let your guard down, but -\I see.\I can win. I see.\Taiga?\Yes. I'm going to win.\Yeah! Keep that spirit up! response:	It doesn't seem like this will stop for a while.
context: I was just doing it like I usually do...\Well, you can't let your guard down, but -\I see.\I can win. I see.\Taiga?\Yes. I'm going to win.\Yeah! Keep that spirit up!\It doesn't seem like this will stop for a while. response:	And just when you finally wanted to try...
context: Well, you can't let your guard down, but -\I see.\I can win. I see.\Taiga?\Yes. I'm going to win.\Yeah! Keep that spirit up!\It doesn't seem like this will stop for a while.\And just when you finally wanted to try... response:	What do you want to do? Go home?
context: I see.\I can win. I see.\Taiga?\Yes. I'm going to win.\Yeah! Keep that spirit up!\It doesn't seem like this will stop for a while.\And just when you finally wanted to try...\What do you want to do? Go home? response:	You want to keep going?
context: I can win. I see.\Taiga?\Yes. I'm going to win.\Yeah! Keep that spirit up!\It doesn't seem like this will stop for a while.\And just when you finally wanted to try...\What do you want to do? Go home?\You want to keep going? response:	I see.
context: Taiga?\Yes. I'm going to win.\Yeah! Keep that spirit up!\It doesn't seem like this will stop for a while.\And just when you finally wanted to try...\What do you want to do? Go home?\You want to keep going?\I see. response:	I guess we should.
context: Yes. I'm going to win.\Yeah! Keep that spirit up!\It doesn't seem like this will stop for a while.\And just when you finally wanted to try...\What do you want to do? Go home?\You want to keep going?\I see.\I guess we should. response:	We can't let Kitamura's kindness in giving us the tickets go to waste.
context: Yeah! Keep that spirit up!\It doesn't seem like this will stop for a while.\And just when you finally wanted to try...\What do you want to do? Go home?\You want to keep going?\I see.\I guess we should.\We can't let Kitamura's kindness in giving us the tickets go to waste. response:	It's not about that!
context: It doesn't seem like this will stop for a while.\And just when you finally wanted to try...\What do you want to do? Go home?\You want to keep going?\I see.\I guess we should.\We can't let Kitamura's kindness in giving us the tickets go to waste.\It's not about that! response:	It's not that...
context: And just when you finally wanted to try...\What do you want to do? Go home?\You want to keep going?\I see.\I guess we should.\We can't let Kitamura's kindness in giving us the tickets go to waste.\It's not about that!\It's not that... response:	The reason I'm trying so hard is -
context: What do you want to do? Go home?\You want to keep going?\I see.\I guess we should.\We can't let Kitamura's kindness in giving us the tickets go to waste.\It's not about that!\It's not that...\The reason I'm trying so hard is - response:	I know, I know.
context: You want to keep going?\I see.\I guess we should.\We can't let Kitamura's kindness in giving us the tickets go to waste.\It's not about that!\It's not that...\The reason I'm trying so hard is -\I know, I know. response:	While we're at it, we'll leave that Kawashima utterly speechless.
context: I see.\I guess we should.\We can't let Kitamura's kindness in giving us the tickets go to waste.\It's not about that!\It's not that...\The reason I'm trying so hard is -\I know, I know.\While we're at it, we'll leave that Kawashima utterly speechless. response:	Enough already. No matter what I say, it's pointless.
context: I guess we should.\We can't let Kitamura's kindness in giving us the tickets go to waste.\It's not about that!\It's not that...\The reason I'm trying so hard is -\I know, I know.\While we're at it, we'll leave that Kawashima utterly speechless.\Enough already. No matter what I say, it's pointless. response:	Huh? What now?
context: We can't let Kitamura's kindness in giving us the tickets go to waste.\It's not about that!\It's not that...\The reason I'm trying so hard is -\I know, I know.\While we're at it, we'll leave that Kawashima utterly speechless.\Enough already. No matter what I say, it's pointless.\Huh? What now? response:	Wait, could it be about me?
context: It's not about that!\It's not that...\The reason I'm trying so hard is -\I know, I know.\While we're at it, we'll leave that Kawashima utterly speechless.\Enough already. No matter what I say, it's pointless.\Huh? What now?\Wait, could it be about me? response:	Right, there won't be any food if I go away, after all.
context: It's not that...\The reason I'm trying so hard is -\I know, I know.\While we're at it, we'll leave that Kawashima utterly speechless.\Enough already. No matter what I say, it's pointless.\Huh? What now?\Wait, could it be about me?\Right, there won't be any food if I go away, after all. response:	I told you it's not about th -
context: The reason I'm trying so hard is -\I know, I know.\While we're at it, we'll leave that Kawashima utterly speechless.\Enough already. No matter what I say, it's pointless.\Huh? What now?\Wait, could it be about me?\Right, there won't be any food if I go away, after all.\I told you it's not about th - response:	But, you don't have to push yourself.
context: I know, I know.\While we're at it, we'll leave that Kawashima utterly speechless.\Enough already. No matter what I say, it's pointless.\Huh? What now?\Wait, could it be about me?\Right, there won't be any food if I go away, after all.\I told you it's not about th -\But, you don't have to push yourself. response:	Even if you lose, it'll be settled if I go alone to Kawashima's vacation home.
context: While we're at it, we'll leave that Kawashima utterly speechless.\Enough already. No matter what I say, it's pointless.\Huh? What now?\Wait, could it be about me?\Right, there won't be any food if I go away, after all.\I told you it's not about th -\But, you don't have to push yourself.\Even if you lose, it'll be settled if I go alone to Kawashima's vacation home. response:	I'll ask her to leave Kitamura out of it.
context: Enough already. No matter what I say, it's pointless.\Huh? What now?\Wait, could it be about me?\Right, there won't be any food if I go away, after all.\I told you it's not about th -\But, you don't have to push yourself.\Even if you lose, it'll be settled if I go alone to Kawashima's vacation home.\I'll ask her to leave Kitamura out of it. response:	I can make heaps of food and put it in the fridge,
context: Huh? What now?\Wait, could it be about me?\Right, there won't be any food if I go away, after all.\I told you it's not about th -\But, you don't have to push yourself.\Even if you lose, it'll be settled if I go alone to Kawashima's vacation home.\I'll ask her to leave Kitamura out of it.\I can make heaps of food and put it in the fridge, response:	so don't worry about unnecessary things and -
context: Wait, could it be about me?\Right, there won't be any food if I go away, after all.\I told you it's not about th -\But, you don't have to push yourself.\Even if you lose, it'll be settled if I go alone to Kawashima's vacation home.\I'll ask her to leave Kitamura out of it.\I can make heaps of food and put it in the fridge,\so don't worry about unnecessary things and - response:	So you've finally revealed yourself?
context: Right, there won't be any food if I go away, after all.\I told you it's not about th -\But, you don't have to push yourself.\Even if you lose, it'll be settled if I go alone to Kawashima's vacation home.\I'll ask her to leave Kitamura out of it.\I can make heaps of food and put it in the fridge,\so don't worry about unnecessary things and -\So you've finally revealed yourself? response:	Huh?
context: I told you it's not about th -\But, you don't have to push yourself.\Even if you lose, it'll be settled if I go alone to Kawashima's vacation home.\I'll ask her to leave Kitamura out of it.\I can make heaps of food and put it in the fridge,\so don't worry about unnecessary things and -\So you've finally revealed yourself?\Huh? response:	You wanted to go from the beginning, right?
context: But, you don't have to push yourself.\Even if you lose, it'll be settled if I go alone to Kawashima's vacation home.\I'll ask her to leave Kitamura out of it.\I can make heaps of food and put it in the fridge,\so don't worry about unnecessary things and -\So you've finally revealed yourself?\Huh?\You wanted to go from the beginning, right? response:	To Ami-chan's vacation home!
context: Even if you lose, it'll be settled if I go alone to Kawashima's vacation home.\I'll ask her to leave Kitamura out of it.\I can make heaps of food and put it in the fridge,\so don't worry about unnecessary things and -\So you've finally revealed yourself?\Huh?\You wanted to go from the beginning, right?\To Ami-chan's vacation home! response:	Huh? What's up with that?
context: I'll ask her to leave Kitamura out of it.\I can make heaps of food and put it in the fridge,\so don't worry about unnecessary things and -\So you've finally revealed yourself?\Huh?\You wanted to go from the beginning, right?\To Ami-chan's vacation home!\Huh? What's up with that? response:	Well, it's none of my business where,
context: I can make heaps of food and put it in the fridge,\so don't worry about unnecessary things and -\So you've finally revealed yourself?\Huh?\You wanted to go from the beginning, right?\To Ami-chan's vacation home!\Huh? What's up with that?\Well, it's none of my business where, response:	when, or who you pant over, or whatever.
context: so don't worry about unnecessary things and -\So you've finally revealed yourself?\Huh?\You wanted to go from the beginning, right?\To Ami-chan's vacation home!\Huh? What's up with that?\Well, it's none of my business where,\when, or who you pant over, or whatever. response:	What's your problem?!
context: So you've finally revealed yourself?\Huh?\You wanted to go from the beginning, right?\To Ami-chan's vacation home!\Huh? What's up with that?\Well, it's none of my business where,\when, or who you pant over, or whatever.\What's your problem?! response:	I'm trying to look out for you!
context: Huh?\You wanted to go from the beginning, right?\To Ami-chan's vacation home!\Huh? What's up with that?\Well, it's none of my business where,\when, or who you pant over, or whatever.\What's your problem?!\I'm trying to look out for you! response:	Who asked you to do that?!
context: You wanted to go from the beginning, right?\To Ami-chan's vacation home!\Huh? What's up with that?\Well, it's none of my business where,\when, or who you pant over, or whatever.\What's your problem?!\I'm trying to look out for you!\Who asked you to do that?! response:	You've been really weird lately!
context: To Ami-chan's vacation home!\Huh? What's up with that?\Well, it's none of my business where,\when, or who you pant over, or whatever.\What's your problem?!\I'm trying to look out for you!\Who asked you to do that?!\You've been really weird lately! response:	First with that thing with Kawashima -
context: Huh? What's up with that?\Well, it's none of my business where,\when, or who you pant over, or whatever.\What's your problem?!\I'm trying to look out for you!\Who asked you to do that?!\You've been really weird lately!\First with that thing with Kawashima - response:	Are you still thinking about that?!
context: Well, it's none of my business where,\when, or who you pant over, or whatever.\What's your problem?!\I'm trying to look out for you!\Who asked you to do that?!\You've been really weird lately!\First with that thing with Kawashima -\Are you still thinking about that?! response:	What is it that you're so angry about?!
context: when, or who you pant over, or whatever.\What's your problem?!\I'm trying to look out for you!\Who asked you to do that?!\You've been really weird lately!\First with that thing with Kawashima -\Are you still thinking about that?!\What is it that you're so angry about?! response:	What, you ask?
context: What's your problem?!\I'm trying to look out for you!\Who asked you to do that?!\You've been really weird lately!\First with that thing with Kawashima -\Are you still thinking about that?!\What is it that you're so angry about?!\What, you ask? response:	I can't stand it when someone's going off on their own,
context: I'm trying to look out for you!\Who asked you to do that?!\You've been really weird lately!\First with that thing with Kawashima -\Are you still thinking about that?!\What is it that you're so angry about?!\What, you ask?\I can't stand it when someone's going off on their own, response:	thinking they know what's going on inside me, and acting like they understand me!
context: Who asked you to do that?!\You've been really weird lately!\First with that thing with Kawashima -\Are you still thinking about that?!\What is it that you're so angry about?!\What, you ask?\I can't stand it when someone's going off on their own,\thinking they know what's going on inside me, and acting like they understand me! response:	I just can't stand that!
context: You've been really weird lately!\First with that thing with Kawashima -\Are you still thinking about that?!\What is it that you're so angry about?!\What, you ask?\I can't stand it when someone's going off on their own,\thinking they know what's going on inside me, and acting like they understand me!\I just can't stand that! response:	It pisses me off!
context: First with that thing with Kawashima -\Are you still thinking about that?!\What is it that you're so angry about?!\What, you ask?\I can't stand it when someone's going off on their own,\thinking they know what's going on inside me, and acting like they understand me!\I just can't stand that!\It pisses me off! response:	Why won't you understand that?!
context: Are you still thinking about that?!\What is it that you're so angry about?!\What, you ask?\I can't stand it when someone's going off on their own,\thinking they know what's going on inside me, and acting like they understand me!\I just can't stand that!\It pisses me off!\Why won't you understand that?! response:	Which is it, do you want to be understood or not?
context: What is it that you're so angry about?!\What, you ask?\I can't stand it when someone's going off on their own,\thinking they know what's going on inside me, and acting like they understand me!\I just can't stand that!\It pisses me off!\Why won't you understand that?!\Which is it, do you want to be understood or not? response:	I don't know!
context: What, you ask?\I can't stand it when someone's going off on their own,\thinking they know what's going on inside me, and acting like they understand me!\I just can't stand that!\It pisses me off!\Why won't you understand that?!\Which is it, do you want to be understood or not?\I don't know! response:	What?
context: I can't stand it when someone's going off on their own,\thinking they know what's going on inside me, and acting like they understand me!\I just can't stand that!\It pisses me off!\Why won't you understand that?!\Which is it, do you want to be understood or not?\I don't know!\What? response:	Nobody should be able to understand how I feel.
context: thinking they know what's going on inside me, and acting like they understand me!\I just can't stand that!\It pisses me off!\Why won't you understand that?!\Which is it, do you want to be understood or not?\I don't know!\What?\Nobody should be able to understand how I feel. response:	I mean... I mean...
context: I just can't stand that!\It pisses me off!\Why won't you understand that?!\Which is it, do you want to be understood or not?\I don't know!\What?\Nobody should be able to understand how I feel.\I mean... I mean... response:	Even I don't know...
context: It pisses me off!\Why won't you understand that?!\Which is it, do you want to be understood or not?\I don't know!\What?\Nobody should be able to understand how I feel.\I mean... I mean...\Even I don't know... response:	Huh? What?
context: Why won't you understand that?!\Which is it, do you want to be understood or not?\I don't know!\What?\Nobody should be able to understand how I feel.\I mean... I mean...\Even I don't know...\Huh? What? response:	What did you just say? Hey!
context: Which is it, do you want to be understood or not?\I don't know!\What?\Nobody should be able to understand how I feel.\I mean... I mean...\Even I don't know...\Huh? What?\What did you just say? Hey! response:	I said that I'll do what you want and not attend the competition.
context: I don't know!\What?\Nobody should be able to understand how I feel.\I mean... I mean...\Even I don't know...\Huh? What?\What did you just say? Hey!\I said that I'll do what you want and not attend the competition. response:	It itches.
context: What?\Nobody should be able to understand how I feel.\I mean... I mean...\Even I don't know...\Huh? What?\What did you just say? Hey!\I said that I'll do what you want and not attend the competition.\It itches. response:	It's not my fault, right?
context: Nobody should be able to understand how I feel.\I mean... I mean...\Even I don't know...\Huh? What?\What did you just say? Hey!\I said that I'll do what you want and not attend the competition.\It itches.\It's not my fault, right? response:	Huh?
context: I mean... I mean...\Even I don't know...\Huh? What?\What did you just say? Hey!\I said that I'll do what you want and not attend the competition.\It itches.\It's not my fault, right?\Huh? response:	Ryuu-chan?
context: Even I don't know...\Huh? What?\What did you just say? Hey!\I said that I'll do what you want and not attend the competition.\It itches.\It's not my fault, right?\Huh?\Ryuu-chan? response:	Why is Ryuu-chan awake?
context: Huh? What?\What did you just say? Hey!\I said that I'll do what you want and not attend the competition.\It itches.\It's not my fault, right?\Huh?\Ryuu-chan?\Why is Ryuu-chan awake? response:	I'm home!
context: What did you just say? Hey!\I said that I'll do what you want and not attend the competition.\It itches.\It's not my fault, right?\Huh?\Ryuu-chan?\Why is Ryuu-chan awake?\I'm home! response:	Didn't Taiga-chan come over?
context: I said that I'll do what you want and not attend the competition.\It itches.\It's not my fault, right?\Huh?\Ryuu-chan?\Why is Ryuu-chan awake?\I'm home!\Didn't Taiga-chan come over? response:	Why? Did you two have a fight?
context: It itches.\It's not my fault, right?\Huh?\Ryuu-chan?\Why is Ryuu-chan awake?\I'm home!\Didn't Taiga-chan come over?\Why? Did you two have a fight? response:	Taiga said she doesn't give a damn about me any more,
context: It's not my fault, right?\Huh?\Ryuu-chan?\Why is Ryuu-chan awake?\I'm home!\Didn't Taiga-chan come over?\Why? Did you two have a fight?\Taiga said she doesn't give a damn about me any more, response:	and pissed me off... I think.
context: Huh?\Ryuu-chan?\Why is Ryuu-chan awake?\I'm home!\Didn't Taiga-chan come over?\Why? Did you two have a fight?\Taiga said she doesn't give a damn about me any more,\and pissed me off... I think. response:	I see.
context: Ryuu-chan?\Why is Ryuu-chan awake?\I'm home!\Didn't Taiga-chan come over?\Why? Did you two have a fight?\Taiga said she doesn't give a damn about me any more,\and pissed me off... I think.\I see. response:	But Ryuu-chan knows, right?
context: Why is Ryuu-chan awake?\I'm home!\Didn't Taiga-chan come over?\Why? Did you two have a fight?\Taiga said she doesn't give a damn about me any more,\and pissed me off... I think.\I see.\But Ryuu-chan knows, right? response:	That Taiga-chan's always like that, contradicting what she actually means.
context: I'm home!\Didn't Taiga-chan come over?\Why? Did you two have a fight?\Taiga said she doesn't give a damn about me any more,\and pissed me off... I think.\I see.\But Ryuu-chan knows, right?\That Taiga-chan's always like that, contradicting what she actually means. response:	No, it's not like she doesn't give a damn any more.
context: Didn't Taiga-chan come over?\Why? Did you two have a fight?\Taiga said she doesn't give a damn about me any more,\and pissed me off... I think.\I see.\But Ryuu-chan knows, right?\That Taiga-chan's always like that, contradicting what she actually means.\No, it's not like she doesn't give a damn any more. response:	If she really hated Ryuu-chan, no matter how hungry she was,
context: Why? Did you two have a fight?\Taiga said she doesn't give a damn about me any more,\and pissed me off... I think.\I see.\But Ryuu-chan knows, right?\That Taiga-chan's always like that, contradicting what she actually means.\No, it's not like she doesn't give a damn any more.\If she really hated Ryuu-chan, no matter how hungry she was, response:	she wouldn't eat from the same plate as you.
context: Taiga said she doesn't give a damn about me any more,\and pissed me off... I think.\I see.\But Ryuu-chan knows, right?\That Taiga-chan's always like that, contradicting what she actually means.\No, it's not like she doesn't give a damn any more.\If she really hated Ryuu-chan, no matter how hungry she was,\she wouldn't eat from the same plate as you. response:	At least, that's what Ya-chan thinks...
context: and pissed me off... I think.\I see.\But Ryuu-chan knows, right?\That Taiga-chan's always like that, contradicting what she actually means.\No, it's not like she doesn't give a damn any more.\If she really hated Ryuu-chan, no matter how hungry she was,\she wouldn't eat from the same plate as you.\At least, that's what Ya-chan thinks... response:	Sheesh, without even removing her make-up.
context: I see.\But Ryuu-chan knows, right?\That Taiga-chan's always like that, contradicting what she actually means.\No, it's not like she doesn't give a damn any more.\If she really hated Ryuu-chan, no matter how hungry she was,\she wouldn't eat from the same plate as you.\At least, that's what Ya-chan thinks...\Sheesh, without even removing her make-up. response:	Come on, pull yourself together.
context: But Ryuu-chan knows, right?\That Taiga-chan's always like that, contradicting what she actually means.\No, it's not like she doesn't give a damn any more.\If she really hated Ryuu-chan, no matter how hungry she was,\she wouldn't eat from the same plate as you.\At least, that's what Ya-chan thinks...\Sheesh, without even removing her make-up.\Come on, pull yourself together. response:	You haven't eaten anything, right?
context: That Taiga-chan's always like that, contradicting what she actually means.\No, it's not like she doesn't give a damn any more.\If she really hated Ryuu-chan, no matter how hungry she was,\she wouldn't eat from the same plate as you.\At least, that's what Ya-chan thinks...\Sheesh, without even removing her make-up.\Come on, pull yourself together.\You haven't eaten anything, right? response:	I really wanted it to be sunny, and then...
context: No, it's not like she doesn't give a damn any more.\If she really hated Ryuu-chan, no matter how hungry she was,\she wouldn't eat from the same plate as you.\At least, that's what Ya-chan thinks...\Sheesh, without even removing her make-up.\Come on, pull yourself together.\You haven't eaten anything, right?\I really wanted it to be sunny, and then... response:	You see...
context: If she really hated Ryuu-chan, no matter how hungry she was,\she wouldn't eat from the same plate as you.\At least, that's what Ya-chan thinks...\Sheesh, without even removing her make-up.\Come on, pull yourself together.\You haven't eaten anything, right?\I really wanted it to be sunny, and then...\You see... response:	No matter what you think, I...
context: she wouldn't eat from the same plate as you.\At least, that's what Ya-chan thinks...\Sheesh, without even removing her make-up.\Come on, pull yourself together.\You haven't eaten anything, right?\I really wanted it to be sunny, and then...\You see...\No matter what you think, I... response:	Win? I...
context: At least, that's what Ya-chan thinks...\Sheesh, without even removing her make-up.\Come on, pull yourself together.\You haven't eaten anything, right?\I really wanted it to be sunny, and then...\You see...\No matter what you think, I...\Win? I... response:	The lunch box is innocent, so I'll be taking it with me.
context: Sheesh, without even removing her make-up.\Come on, pull yourself together.\You haven't eaten anything, right?\I really wanted it to be sunny, and then...\You see...\No matter what you think, I...\Win? I...\The lunch box is innocent, so I'll be taking it with me. response:	But...
context: Come on, pull yourself together.\You haven't eaten anything, right?\I really wanted it to be sunny, and then...\You see...\No matter what you think, I...\Win? I...\The lunch box is innocent, so I'll be taking it with me.\But... response:	It was raining so much that my usual swimsuit didn't dry.
context: You haven't eaten anything, right?\I really wanted it to be sunny, and then...\You see...\No matter what you think, I...\Win? I...\The lunch box is innocent, so I'll be taking it with me.\But...\It was raining so much that my usual swimsuit didn't dry. response:	But I hope this doesn't break any school rules.
context: I really wanted it to be sunny, and then...\You see...\No matter what you think, I...\Win? I...\The lunch box is innocent, so I'll be taking it with me.\But...\It was raining so much that my usual swimsuit didn't dry.\But I hope this doesn't break any school rules. response:	I'm getting worried.
context: You see...\No matter what you think, I...\Win? I...\The lunch box is innocent, so I'll be taking it with me.\But...\It was raining so much that my usual swimsuit didn't dry.\But I hope this doesn't break any school rules.\I'm getting worried. response:	That beautiful Ami-tan's about to swim in this pool, right?
context: No matter what you think, I...\Win? I...\The lunch box is innocent, so I'll be taking it with me.\But...\It was raining so much that my usual swimsuit didn't dry.\But I hope this doesn't break any school rules.\I'm getting worried.\That beautiful Ami-tan's about to swim in this pool, right? response:	So she can take Takasu to her vacation home, right?
context: Win? I...\The lunch box is innocent, so I'll be taking it with me.\But...\It was raining so much that my usual swimsuit didn't dry.\But I hope this doesn't break any school rules.\I'm getting worried.\That beautiful Ami-tan's about to swim in this pool, right?\So she can take Takasu to her vacation home, right? response:	Why is it always Takasu? Why?
context: The lunch box is innocent, so I'll be taking it with me.\But...\It was raining so much that my usual swimsuit didn't dry.\But I hope this doesn't break any school rules.\I'm getting worried.\That beautiful Ami-tan's about to swim in this pool, right?\So she can take Takasu to her vacation home, right?\Why is it always Takasu? Why? response:	Ow!
context: But...\It was raining so much that my usual swimsuit didn't dry.\But I hope this doesn't break any school rules.\I'm getting worried.\That beautiful Ami-tan's about to swim in this pool, right?\So she can take Takasu to her vacation home, right?\Why is it always Takasu? Why?\Ow! response:	Why? Why? Why? Why is it always Takasu?
context: It was raining so much that my usual swimsuit didn't dry.\But I hope this doesn't break any school rules.\I'm getting worried.\That beautiful Ami-tan's about to swim in this pool, right?\So she can take Takasu to her vacation home, right?\Why is it always Takasu? Why?\Ow!\Why? Why? Why? Why is it always Takasu? response:	Quit it, you two!
context: But I hope this doesn't break any school rules.\I'm getting worried.\That beautiful Ami-tan's about to swim in this pool, right?\So she can take Takasu to her vacation home, right?\Why is it always Takasu? Why?\Ow!\Why? Why? Why? Why is it always Takasu?\Quit it, you two! response:	It hasn't even been decided that I'm going to the vacation home yet!
context: I'm getting worried.\That beautiful Ami-tan's about to swim in this pool, right?\So she can take Takasu to her vacation home, right?\Why is it always Takasu? Why?\Ow!\Why? Why? Why? Why is it always Takasu?\Quit it, you two!\It hasn't even been decided that I'm going to the vacation home yet! response:	As if that Tiger can win -
context: That beautiful Ami-tan's about to swim in this pool, right?\So she can take Takasu to her vacation home, right?\Why is it always Takasu? Why?\Ow!\Why? Why? Why? Why is it always Takasu?\Quit it, you two!\It hasn't even been decided that I'm going to the vacation home yet!\As if that Tiger can win - response:	You don't know that until she tries!
context: So she can take Takasu to her vacation home, right?\Why is it always Takasu? Why?\Ow!\Why? Why? Why? Why is it always Takasu?\Quit it, you two!\It hasn't even been decided that I'm going to the vacation home yet!\As if that Tiger can win -\You don't know that until she tries! response:	Until she tries,
