context: From One Year to the Next response:	Coffee Shop
context: Where in the countryside does Hina-chan live, exactly?\I'm not sure, either...\We'll be going now, Hina-chan.\I'll be so lonely...\We'll be back before you know it.\This isn't goodbye forever.\Oh, I forgot!\Just a second. response:	If you get lonely, just imagine this doll is me.
context: I'm not sure, either...\We'll be going now, Hina-chan.\I'll be so lonely...\We'll be back before you know it.\This isn't goodbye forever.\Oh, I forgot!\Just a second.\If you get lonely, just imagine this doll is me. response:	Thanks, Mayu-chan!
context: We'll be going now, Hina-chan.\I'll be so lonely...\We'll be back before you know it.\This isn't goodbye forever.\Oh, I forgot!\Just a second.\If you get lonely, just imagine this doll is me.\Thanks, Mayu-chan! response:	And I'll send this little one with you in return.
context: I'll be so lonely...\We'll be back before you know it.\This isn't goodbye forever.\Oh, I forgot!\Just a second.\If you get lonely, just imagine this doll is me.\Thanks, Mayu-chan!\And I'll send this little one with you in return. response:	I can't take something that's alive...
context: We'll be back before you know it.\This isn't goodbye forever.\Oh, I forgot!\Just a second.\If you get lonely, just imagine this doll is me.\Thanks, Mayu-chan!\And I'll send this little one with you in return.\I can't take something that's alive... response:	Here, I'll give you this book!
context: This isn't goodbye forever.\Oh, I forgot!\Just a second.\If you get lonely, just imagine this doll is me.\Thanks, Mayu-chan!\And I'll send this little one with you in return.\I can't take something that's alive...\Here, I'll give you this book! response:	I'd rather not take something half-eaten...
context: Oh, I forgot!\Just a second.\If you get lonely, just imagine this doll is me.\Thanks, Mayu-chan!\And I'll send this little one with you in return.\I can't take something that's alive...\Here, I'll give you this book!\I'd rather not take something half-eaten... response:	Miss Landlady, I'll help you!
context: Just a second.\If you get lonely, just imagine this doll is me.\Thanks, Mayu-chan!\And I'll send this little one with you in return.\I can't take something that's alive...\Here, I'll give you this book!\I'd rather not take something half-eaten...\Miss Landlady, I'll help you! response:	Thanks.
context: If you get lonely, just imagine this doll is me.\Thanks, Mayu-chan!\And I'll send this little one with you in return.\I can't take something that's alive...\Here, I'll give you this book!\I'd rather not take something half-eaten...\Miss Landlady, I'll help you!\Thanks. response:	It's so quiet with both of them gone, isn't it?
context: Thanks, Mayu-chan!\And I'll send this little one with you in return.\I can't take something that's alive...\Here, I'll give you this book!\I'd rather not take something half-eaten...\Miss Landlady, I'll help you!\Thanks.\It's so quiet with both of them gone, isn't it? response:	Uh huh.
context: And I'll send this little one with you in return.\I can't take something that's alive...\Here, I'll give you this book!\I'd rather not take something half-eaten...\Miss Landlady, I'll help you!\Thanks.\It's so quiet with both of them gone, isn't it?\Uh huh. response:	What should I do?
context: I can't take something that's alive...\Here, I'll give you this book!\I'd rather not take something half-eaten...\Miss Landlady, I'll help you!\Thanks.\It's so quiet with both of them gone, isn't it?\Uh huh.\What should I do? response:	The conversation isn't going anywhere!
context: Here, I'll give you this book!\I'd rather not take something half-eaten...\Miss Landlady, I'll help you!\Thanks.\It's so quiet with both of them gone, isn't it?\Uh huh.\What should I do?\The conversation isn't going anywhere! response:	I have to think of something she'd enjoy talking about!
context: I'd rather not take something half-eaten...\Miss Landlady, I'll help you!\Thanks.\It's so quiet with both of them gone, isn't it?\Uh huh.\What should I do?\The conversation isn't going anywhere!\I have to think of something she'd enjoy talking about! response:	If there's one thing I know she likes, it's theater.
context: Miss Landlady, I'll help you!\Thanks.\It's so quiet with both of them gone, isn't it?\Uh huh.\What should I do?\The conversation isn't going anywhere!\I have to think of something she'd enjoy talking about!\If there's one thing I know she likes, it's theater. response:	But I don't know that much about theater...
context: Thanks.\It's so quiet with both of them gone, isn't it?\Uh huh.\What should I do?\The conversation isn't going anywhere!\I have to think of something she'd enjoy talking about!\If there's one thing I know she likes, it's theater.\But I don't know that much about theater... response:	What else does she like?
context: It's so quiet with both of them gone, isn't it?\Uh huh.\What should I do?\The conversation isn't going anywhere!\I have to think of something she'd enjoy talking about!\If there's one thing I know she likes, it's theater.\But I don't know that much about theater...\What else does she like? response:	I don't really know anything about her at all, do I?!
context: Uh huh.\What should I do?\The conversation isn't going anywhere!\I have to think of something she'd enjoy talking about!\If there's one thing I know she likes, it's theater.\But I don't know that much about theater...\What else does she like?\I don't really know anything about her at all, do I?! response:	Hina-chan, what's wrong?
context: What should I do?\The conversation isn't going anywhere!\I have to think of something she'd enjoy talking about!\If there's one thing I know she likes, it's theater.\But I don't know that much about theater...\What else does she like?\I don't really know anything about her at all, do I?!\Hina-chan, what's wrong? response:	I-I want to know
context: The conversation isn't going anywhere!\I have to think of something she'd enjoy talking about!\If there's one thing I know she likes, it's theater.\But I don't know that much about theater...\What else does she like?\I don't really know anything about her at all, do I?!\Hina-chan, what's wrong?\I-I want to know response:	everything about you!
context: I have to think of something she'd enjoy talking about!\If there's one thing I know she likes, it's theater.\But I don't know that much about theater...\What else does she like?\I don't really know anything about her at all, do I?!\Hina-chan, what's wrong?\I-I want to know\everything about you! response:	So, what do you want to know?
context: If there's one thing I know she likes, it's theater.\But I don't know that much about theater...\What else does she like?\I don't really know anything about her at all, do I?!\Hina-chan, what's wrong?\I-I want to know\everything about you!\So, what do you want to know? response:	Stuff about acting?
context: But I don't know that much about theater...\What else does she like?\I don't really know anything about her at all, do I?!\Hina-chan, what's wrong?\I-I want to know\everything about you!\So, what do you want to know?\Stuff about acting? response:	Y-Yeah...
context: What else does she like?\I don't really know anything about her at all, do I?!\Hina-chan, what's wrong?\I-I want to know\everything about you!\So, what do you want to know?\Stuff about acting?\Y-Yeah... response:	Okay. Ask me anything.
context: I don't really know anything about her at all, do I?!\Hina-chan, what's wrong?\I-I want to know\everything about you!\So, what do you want to know?\Stuff about acting?\Y-Yeah...\Okay. Ask me anything. response:	A-Anything?
context: Hina-chan, what's wrong?\I-I want to know\everything about you!\So, what do you want to know?\Stuff about acting?\Y-Yeah...\Okay. Ask me anything.\A-Anything? response:	When she puts it that way, there are too many things I'd like to ask...
context: I-I want to know\everything about you!\So, what do you want to know?\Stuff about acting?\Y-Yeah...\Okay. Ask me anything.\A-Anything?\When she puts it that way, there are too many things I'd like to ask... response:	Like how she moves her body so gracefully,
context: everything about you!\So, what do you want to know?\Stuff about acting?\Y-Yeah...\Okay. Ask me anything.\A-Anything?\When she puts it that way, there are too many things I'd like to ask...\Like how she moves her body so gracefully, response:	or how she prepares physically for each of her roles...
context: So, what do you want to know?\Stuff about acting?\Y-Yeah...\Okay. Ask me anything.\A-Anything?\When she puts it that way, there are too many things I'd like to ask...\Like how she moves her body so gracefully,\or how she prepares physically for each of her roles... response:	Um... um...
context: Stuff about acting?\Y-Yeah...\Okay. Ask me anything.\A-Anything?\When she puts it that way, there are too many things I'd like to ask...\Like how she moves her body so gracefully,\or how she prepares physically for each of her roles...\Um... um... response:	I want to know about your body!
context: Y-Yeah...\Okay. Ask me anything.\A-Anything?\When she puts it that way, there are too many things I'd like to ask...\Like how she moves her body so gracefully,\or how she prepares physically for each of her roles...\Um... um...\I want to know about your body! response:	Hina-chan, calm down.
context: Okay. Ask me anything.\A-Anything?\When she puts it that way, there are too many things I'd like to ask...\Like how she moves her body so gracefully,\or how she prepares physically for each of her roles...\Um... um...\I want to know about your body!\Hina-chan, calm down. response:	Um, so what do you like, other than theater?
context: A-Anything?\When she puts it that way, there are too many things I'd like to ask...\Like how she moves her body so gracefully,\or how she prepares physically for each of her roles...\Um... um...\I want to know about your body!\Hina-chan, calm down.\Um, so what do you like, other than theater? response:	Other than theater?
context: When she puts it that way, there are too many things I'd like to ask...\Like how she moves her body so gracefully,\or how she prepares physically for each of her roles...\Um... um...\I want to know about your body!\Hina-chan, calm down.\Um, so what do you like, other than theater?\Other than theater? response:	Well...
context: Like how she moves her body so gracefully,\or how she prepares physically for each of her roles...\Um... um...\I want to know about your body!\Hina-chan, calm down.\Um, so what do you like, other than theater?\Other than theater?\Well... response:	I do like small animals.
context: or how she prepares physically for each of her roles...\Um... um...\I want to know about your body!\Hina-chan, calm down.\Um, so what do you like, other than theater?\Other than theater?\Well...\I do like small animals. response:	Small animals?
context: Um... um...\I want to know about your body!\Hina-chan, calm down.\Um, so what do you like, other than theater?\Other than theater?\Well...\I do like small animals.\Small animals? response:	Yeah. When I was little, I had a golden hamster.
context: I want to know about your body!\Hina-chan, calm down.\Um, so what do you like, other than theater?\Other than theater?\Well...\I do like small animals.\Small animals?\Yeah. When I was little, I had a golden hamster. response:	It was so small, and its eyes were so round,
context: Hina-chan, calm down.\Um, so what do you like, other than theater?\Other than theater?\Well...\I do like small animals.\Small animals?\Yeah. When I was little, I had a golden hamster.\It was so small, and its eyes were so round, response:	and its golden fur was so soft...
context: Um, so what do you like, other than theater?\Other than theater?\Well...\I do like small animals.\Small animals?\Yeah. When I was little, I had a golden hamster.\It was so small, and its eyes were so round,\and its golden fur was so soft... response:	It was so cute.
context: Other than theater?\Well...\I do like small animals.\Small animals?\Yeah. When I was little, I had a golden hamster.\It was so small, and its eyes were so round,\and its golden fur was so soft...\It was so cute. response:	Golden hamsters really are cute, aren't they?
context: Well...\I do like small animals.\Small animals?\Yeah. When I was little, I had a golden hamster.\It was so small, and its eyes were so round,\and its golden fur was so soft...\It was so cute.\Golden hamsters really are cute, aren't they? response:	Yeah.
context: I do like small animals.\Small animals?\Yeah. When I was little, I had a golden hamster.\It was so small, and its eyes were so round,\and its golden fur was so soft...\It was so cute.\Golden hamsters really are cute, aren't they?\Yeah. response:	Huh? Small, round eyes, golden...
context: Small animals?\Yeah. When I was little, I had a golden hamster.\It was so small, and its eyes were so round,\and its golden fur was so soft...\It was so cute.\Golden hamsters really are cute, aren't they?\Yeah.\Huh? Small, round eyes, golden... response:	That sounds like something I've seen before...
context: Yeah. When I was little, I had a golden hamster.\It was so small, and its eyes were so round,\and its golden fur was so soft...\It was so cute.\Golden hamsters really are cute, aren't they?\Yeah.\Huh? Small, round eyes, golden...\That sounds like something I've seen before... response:	Are you all right, Mayu-chan?
context: It was so small, and its eyes were so round,\and its golden fur was so soft...\It was so cute.\Golden hamsters really are cute, aren't they?\Yeah.\Huh? Small, round eyes, golden...\That sounds like something I've seen before...\Are you all right, Mayu-chan? response:	Y-Yeah...
context: and its golden fur was so soft...\It was so cute.\Golden hamsters really are cute, aren't they?\Yeah.\Huh? Small, round eyes, golden...\That sounds like something I've seen before...\Are you all right, Mayu-chan?\Y-Yeah... response:	Oh, right. I'm leaving for my part-time job this afternoon.
context: It was so cute.\Golden hamsters really are cute, aren't they?\Yeah.\Huh? Small, round eyes, golden...\That sounds like something I've seen before...\Are you all right, Mayu-chan?\Y-Yeah...\Oh, right. I'm leaving for my part-time job this afternoon. response:	Do you want to come?
context: Golden hamsters really are cute, aren't they?\Yeah.\Huh? Small, round eyes, golden...\That sounds like something I've seen before...\Are you all right, Mayu-chan?\Y-Yeah...\Oh, right. I'm leaving for my part-time job this afternoon.\Do you want to come? response:	Part-time? You have a part-time job?
context: Yeah.\Huh? Small, round eyes, golden...\That sounds like something I've seen before...\Are you all right, Mayu-chan?\Y-Yeah...\Oh, right. I'm leaving for my part-time job this afternoon.\Do you want to come?\Part-time? You have a part-time job? response:	Yeah.
context: Huh? Small, round eyes, golden...\That sounds like something I've seen before...\Are you all right, Mayu-chan?\Y-Yeah...\Oh, right. I'm leaving for my part-time job this afternoon.\Do you want to come?\Part-time? You have a part-time job?\Yeah. response:	Every year on New Year's,
context: That sounds like something I've seen before...\Are you all right, Mayu-chan?\Y-Yeah...\Oh, right. I'm leaving for my part-time job this afternoon.\Do you want to come?\Part-time? You have a part-time job?\Yeah.\Every year on New Year's, response:	I go and help a friend of mine who likes theater.
context: Are you all right, Mayu-chan?\Y-Yeah...\Oh, right. I'm leaving for my part-time job this afternoon.\Do you want to come?\Part-time? You have a part-time job?\Yeah.\Every year on New Year's,\I go and help a friend of mine who likes theater. response:	I see!
context: Y-Yeah...\Oh, right. I'm leaving for my part-time job this afternoon.\Do you want to come?\Part-time? You have a part-time job?\Yeah.\Every year on New Year's,\I go and help a friend of mine who likes theater.\I see! response:	And what kind of work is it?
context: Oh, right. I'm leaving for my part-time job this afternoon.\Do you want to come?\Part-time? You have a part-time job?\Yeah.\Every year on New Year's,\I go and help a friend of mine who likes theater.\I see!\And what kind of work is it? response:	Well, serving customers, I guess...
context: Do you want to come?\Part-time? You have a part-time job?\Yeah.\Every year on New Year's,\I go and help a friend of mine who likes theater.\I see!\And what kind of work is it?\Well, serving customers, I guess... response:	Serving customers?!
context: Part-time? You have a part-time job?\Yeah.\Every year on New Year's,\I go and help a friend of mine who likes theater.\I see!\And what kind of work is it?\Well, serving customers, I guess...\Serving customers?! response:	I'll have a chance to overcome my nervousness right from the start of the year!
context: Yeah.\Every year on New Year's,\I go and help a friend of mine who likes theater.\I see!\And what kind of work is it?\Well, serving customers, I guess...\Serving customers?!\I'll have a chance to overcome my nervousness right from the start of the year! response:	What do you say?
context: Every year on New Year's,\I go and help a friend of mine who likes theater.\I see!\And what kind of work is it?\Well, serving customers, I guess...\Serving customers?!\I'll have a chance to overcome my nervousness right from the start of the year!\What do you say? response:	I'll go!
context: I go and help a friend of mine who likes theater.\I see!\And what kind of work is it?\Well, serving customers, I guess...\Serving customers?!\I'll have a chance to overcome my nervousness right from the start of the year!\What do you say?\I'll go! response:	This is not what I had envisioned...
context: I see!\And what kind of work is it?\Well, serving customers, I guess...\Serving customers?!\I'll have a chance to overcome my nervousness right from the start of the year!\What do you say?\I'll go!\This is not what I had envisioned... response:	The landlady really does look good in anything she wears, though.
context: And what kind of work is it?\Well, serving customers, I guess...\Serving customers?!\I'll have a chance to overcome my nervousness right from the start of the year!\What do you say?\I'll go!\This is not what I had envisioned...\The landlady really does look good in anything she wears, though. response:	All the men here can't take their eyes off of her.
context: Well, serving customers, I guess...\Serving customers?!\I'll have a chance to overcome my nervousness right from the start of the year!\What do you say?\I'll go!\This is not what I had envisioned...\The landlady really does look good in anything she wears, though.\All the men here can't take their eyes off of her. response:	Th-There's someone suspicious...
context: Serving customers?!\I'll have a chance to overcome my nervousness right from the start of the year!\What do you say?\I'll go!\This is not what I had envisioned...\The landlady really does look good in anything she wears, though.\All the men here can't take their eyes off of her.\Th-There's someone suspicious... response:	But that hairstyle...
context: I'll have a chance to overcome my nervousness right from the start of the year!\What do you say?\I'll go!\This is not what I had envisioned...\The landlady really does look good in anything she wears, though.\All the men here can't take their eyes off of her.\Th-There's someone suspicious...\But that hairstyle... response:	Yua-chan?
context: What do you say?\I'll go!\This is not what I had envisioned...\The landlady really does look good in anything she wears, though.\All the men here can't take their eyes off of her.\Th-There's someone suspicious...\But that hairstyle...\Yua-chan? response:	Wh-Why are you here?!
context: I'll go!\This is not what I had envisioned...\The landlady really does look good in anything she wears, though.\All the men here can't take their eyes off of her.\Th-There's someone suspicious...\But that hairstyle...\Yua-chan?\Wh-Why are you here?! response:	Huh? I'm working here with the landlady.
context: This is not what I had envisioned...\The landlady really does look good in anything she wears, though.\All the men here can't take their eyes off of her.\Th-There's someone suspicious...\But that hairstyle...\Yua-chan?\Wh-Why are you here?!\Huh? I'm working here with the landlady. response:	Wh-What?!
context: The landlady really does look good in anything she wears, though.\All the men here can't take their eyes off of her.\Th-There's someone suspicious...\But that hairstyle...\Yua-chan?\Wh-Why are you here?!\Huh? I'm working here with the landlady.\Wh-What?! response:	She gets to see Chiaki-senpai in her miko outfit up close...
context: All the men here can't take their eyes off of her.\Th-There's someone suspicious...\But that hairstyle...\Yua-chan?\Wh-Why are you here?!\Huh? I'm working here with the landlady.\Wh-What?!\She gets to see Chiaki-senpai in her miko outfit up close... response:	I'm so jealous!
context: Th-There's someone suspicious...\But that hairstyle...\Yua-chan?\Wh-Why are you here?!\Huh? I'm working here with the landlady.\Wh-What?!\She gets to see Chiaki-senpai in her miko outfit up close...\I'm so jealous! response:	Huh?
context: But that hairstyle...\Yua-chan?\Wh-Why are you here?!\Huh? I'm working here with the landlady.\Wh-What?!\She gets to see Chiaki-senpai in her miko outfit up close...\I'm so jealous!\Huh? response:	Oh, did you come to see the landlady?
context: Yua-chan?\Wh-Why are you here?!\Huh? I'm working here with the landlady.\Wh-What?!\She gets to see Chiaki-senpai in her miko outfit up close...\I'm so jealous!\Huh?\Oh, did you come to see the landlady? response:	Yes! Got a problem with that?!
context: Wh-Why are you here?!\Huh? I'm working here with the landlady.\Wh-What?!\She gets to see Chiaki-senpai in her miko outfit up close...\I'm so jealous!\Huh?\Oh, did you come to see the landlady?\Yes! Got a problem with that?! response:	Then why don't you go talk to her instead of sneaking around?
context: Huh? I'm working here with the landlady.\Wh-What?!\She gets to see Chiaki-senpai in her miko outfit up close...\I'm so jealous!\Huh?\Oh, did you come to see the landlady?\Yes! Got a problem with that?!\Then why don't you go talk to her instead of sneaking around? response:	It's a fan's job to watch over her from the shadows!
context: Wh-What?!\She gets to see Chiaki-senpai in her miko outfit up close...\I'm so jealous!\Huh?\Oh, did you come to see the landlady?\Yes! Got a problem with that?!\Then why don't you go talk to her instead of sneaking around?\It's a fan's job to watch over her from the shadows! response:	Huh? Yua-chan?
context: She gets to see Chiaki-senpai in her miko outfit up close...\I'm so jealous!\Huh?\Oh, did you come to see the landlady?\Yes! Got a problem with that?!\Then why don't you go talk to her instead of sneaking around?\It's a fan's job to watch over her from the shadows!\Huh? Yua-chan? response:	What brings you here?
context: I'm so jealous!\Huh?\Oh, did you come to see the landlady?\Yes! Got a problem with that?!\Then why don't you go talk to her instead of sneaking around?\It's a fan's job to watch over her from the shadows!\Huh? Yua-chan?\What brings you here? response:	Ch-Ch-Chiaki-senpai...
context: Huh?\Oh, did you come to see the landlady?\Yes! Got a problem with that?!\Then why don't you go talk to her instead of sneaking around?\It's a fan's job to watch over her from the shadows!\Huh? Yua-chan?\What brings you here?\Ch-Ch-Chiaki-senpai... response:	She said she was looking at you in your miko outfit.
context: Oh, did you come to see the landlady?\Yes! Got a problem with that?!\Then why don't you go talk to her instead of sneaking around?\It's a fan's job to watch over her from the shadows!\Huh? Yua-chan?\What brings you here?\Ch-Ch-Chiaki-senpai...\She said she was looking at you in your miko outfit. response:	Hinako!
context: Yes! Got a problem with that?!\Then why don't you go talk to her instead of sneaking around?\It's a fan's job to watch over her from the shadows!\Huh? Yua-chan?\What brings you here?\Ch-Ch-Chiaki-senpai...\She said she was looking at you in your miko outfit.\Hinako! response:	Want to try being a miko with us, Yua-chan?
context: Then why don't you go talk to her instead of sneaking around?\It's a fan's job to watch over her from the shadows!\Huh? Yua-chan?\What brings you here?\Ch-Ch-Chiaki-senpai...\She said she was looking at you in your miko outfit.\Hinako!\Want to try being a miko with us, Yua-chan? response:	Huh? Huh?!
context: It's a fan's job to watch over her from the shadows!\Huh? Yua-chan?\What brings you here?\Ch-Ch-Chiaki-senpai...\She said she was looking at you in your miko outfit.\Hinako!\Want to try being a miko with us, Yua-chan?\Huh? Huh?! response:	How about it?
context: Huh? Yua-chan?\What brings you here?\Ch-Ch-Chiaki-senpai...\She said she was looking at you in your miko outfit.\Hinako!\Want to try being a miko with us, Yua-chan?\Huh? Huh?!\How about it? response:	I-I'd love to!
context: What brings you here?\Ch-Ch-Chiaki-senpai...\She said she was looking at you in your miko outfit.\Hinako!\Want to try being a miko with us, Yua-chan?\Huh? Huh?!\How about it?\I-I'd love to! response:	Yes! I get to see Chiaki-senpai in her miko outfit up close!
context: Ch-Ch-Chiaki-senpai...\She said she was looking at you in your miko outfit.\Hinako!\Want to try being a miko with us, Yua-chan?\Huh? Huh?!\How about it?\I-I'd love to!\Yes! I get to see Chiaki-senpai in her miko outfit up close! response:	Um...
context: She said she was looking at you in your miko outfit.\Hinako!\Want to try being a miko with us, Yua-chan?\Huh? Huh?!\How about it?\I-I'd love to!\Yes! I get to see Chiaki-senpai in her miko outfit up close!\Um... response:	Are you sure we don't need to ask the priest?
context: Hinako!\Want to try being a miko with us, Yua-chan?\Huh? Huh?!\How about it?\I-I'd love to!\Yes! I get to see Chiaki-senpai in her miko outfit up close!\Um...\Are you sure we don't need to ask the priest? response:	I think it'll be fine.
context: Want to try being a miko with us, Yua-chan?\Huh? Huh?!\How about it?\I-I'd love to!\Yes! I get to see Chiaki-senpai in her miko outfit up close!\Um...\Are you sure we don't need to ask the priest?\I think it'll be fine. response:	Having two cute mikos should bring in more visitors.
context: Huh? Huh?!\How about it?\I-I'd love to!\Yes! I get to see Chiaki-senpai in her miko outfit up close!\Um...\Are you sure we don't need to ask the priest?\I think it'll be fine.\Having two cute mikos should bring in more visitors. response:	Don't put unnecessary pressure on me!
context: How about it?\I-I'd love to!\Yes! I get to see Chiaki-senpai in her miko outfit up close!\Um...\Are you sure we don't need to ask the priest?\I think it'll be fine.\Having two cute mikos should bring in more visitors.\Don't put unnecessary pressure on me! response:	Did you eat lots of mochi?
context: I-I'd love to!\Yes! I get to see Chiaki-senpai in her miko outfit up close!\Um...\Are you sure we don't need to ask the priest?\I think it'll be fine.\Having two cute mikos should bring in more visitors.\Don't put unnecessary pressure on me!\Did you eat lots of mochi? response:	Really?
context: Yes! I get to see Chiaki-senpai in her miko outfit up close!\Um...\Are you sure we don't need to ask the priest?\I think it'll be fine.\Having two cute mikos should bring in more visitors.\Don't put unnecessary pressure on me!\Did you eat lots of mochi?\Really? response:	I ate lots, too.
context: Um...\Are you sure we don't need to ask the priest?\I think it'll be fine.\Having two cute mikos should bring in more visitors.\Don't put unnecessary pressure on me!\Did you eat lots of mochi?\Really?\I ate lots, too. response:	The landlady talks a lot more than I realized.
context: Are you sure we don't need to ask the priest?\I think it'll be fine.\Having two cute mikos should bring in more visitors.\Don't put unnecessary pressure on me!\Did you eat lots of mochi?\Really?\I ate lots, too.\The landlady talks a lot more than I realized. response:	Wow, four? That is a lot.
context: I think it'll be fine.\Having two cute mikos should bring in more visitors.\Don't put unnecessary pressure on me!\Did you eat lots of mochi?\Really?\I ate lots, too.\The landlady talks a lot more than I realized.\Wow, four? That is a lot. response:	Oh, you didn't know?
context: Having two cute mikos should bring in more visitors.\Don't put unnecessary pressure on me!\Did you eat lots of mochi?\Really?\I ate lots, too.\The landlady talks a lot more than I realized.\Wow, four? That is a lot.\Oh, you didn't know? response:	She's really outgoing with young kids.
context: Don't put unnecessary pressure on me!\Did you eat lots of mochi?\Really?\I ate lots, too.\The landlady talks a lot more than I realized.\Wow, four? That is a lot.\Oh, you didn't know?\She's really outgoing with young kids. response:	Oh...
context: Did you eat lots of mochi?\Really?\I ate lots, too.\The landlady talks a lot more than I realized.\Wow, four? That is a lot.\Oh, you didn't know?\She's really outgoing with young kids.\Oh... response:	Come to think of it...
context: Really?\I ate lots, too.\The landlady talks a lot more than I realized.\Wow, four? That is a lot.\Oh, you didn't know?\She's really outgoing with young kids.\Oh...\Come to think of it... response:	I guess she does talk a lot with Mayu-chan and Kuu-chan.
context: I ate lots, too.\The landlady talks a lot more than I realized.\Wow, four? That is a lot.\Oh, you didn't know?\She's really outgoing with young kids.\Oh...\Come to think of it...\I guess she does talk a lot with Mayu-chan and Kuu-chan. response:	Yua-chan...
context: The landlady talks a lot more than I realized.\Wow, four? That is a lot.\Oh, you didn't know?\She's really outgoing with young kids.\Oh...\Come to think of it...\I guess she does talk a lot with Mayu-chan and Kuu-chan.\Yua-chan... response:	I wish I were smaller.
context: Wow, four? That is a lot.\Oh, you didn't know?\She's really outgoing with young kids.\Oh...\Come to think of it...\I guess she does talk a lot with Mayu-chan and Kuu-chan.\Yua-chan...\I wish I were smaller. response:	Huh?
context: Oh, you didn't know?\She's really outgoing with young kids.\Oh...\Come to think of it...\I guess she does talk a lot with Mayu-chan and Kuu-chan.\Yua-chan...\I wish I were smaller.\Huh? response:	Are you picking a fight?
context: She's really outgoing with young kids.\Oh...\Come to think of it...\I guess she does talk a lot with Mayu-chan and Kuu-chan.\Yua-chan...\I wish I were smaller.\Huh?\Are you picking a fight? response:	Thanks for helping me today, you two.
context: Oh...\Come to think of it...\I guess she does talk a lot with Mayu-chan and Kuu-chan.\Yua-chan...\I wish I were smaller.\Huh?\Are you picking a fight?\Thanks for helping me today, you two. response:	Sure!
context: Come to think of it...\I guess she does talk a lot with Mayu-chan and Kuu-chan.\Yua-chan...\I wish I were smaller.\Huh?\Are you picking a fight?\Thanks for helping me today, you two.\Sure! response:	Um, Miss Landlady...
context: I guess she does talk a lot with Mayu-chan and Kuu-chan.\Yua-chan...\I wish I were smaller.\Huh?\Are you picking a fight?\Thanks for helping me today, you two.\Sure!\Um, Miss Landlady... response:	I'd...
context: Yua-chan...\I wish I were smaller.\Huh?\Are you picking a fight?\Thanks for helping me today, you two.\Sure!\Um, Miss Landlady...\I'd... response:	Would that bother you?
context: I wish I were smaller.\Huh?\Are you picking a fight?\Thanks for helping me today, you two.\Sure!\Um, Miss Landlady...\I'd...\Would that bother you? response:	It doesn't bother me at all.
context: Huh?\Are you picking a fight?\Thanks for helping me today, you two.\Sure!\Um, Miss Landlady...\I'd...\Would that bother you?\It doesn't bother me at all. response:	I'm happy you feel that way.
context: Are you picking a fight?\Thanks for helping me today, you two.\Sure!\Um, Miss Landlady...\I'd...\Would that bother you?\It doesn't bother me at all.\I'm happy you feel that way. response:	Really?
context: Thanks for helping me today, you two.\Sure!\Um, Miss Landlady...\I'd...\Would that bother you?\It doesn't bother me at all.\I'm happy you feel that way.\Really? response:	Yep.
context: Sure!\Um, Miss Landlady...\I'd...\Would that bother you?\It doesn't bother me at all.\I'm happy you feel that way.\Really?\Yep. response:	Thank you!
context: Um, Miss Landlady...\I'd...\Would that bother you?\It doesn't bother me at all.\I'm happy you feel that way.\Really?\Yep.\Thank you! response:	No fair, Hinako!
context: I'd...\Would that bother you?\It doesn't bother me at all.\I'm happy you feel that way.\Really?\Yep.\Thank you!\No fair, Hinako! response:	I'm glad I got to know the landlady better today, even if it was just a little.
context: Would that bother you?\It doesn't bother me at all.\I'm happy you feel that way.\Really?\Yep.\Thank you!\No fair, Hinako!\I'm glad I got to know the landlady better today, even if it was just a little. response:	I have a feeling I'll be able to talk with her even more tomorrow.
context: It doesn't bother me at all.\I'm happy you feel that way.\Really?\Yep.\Thank you!\No fair, Hinako!\I'm glad I got to know the landlady better today, even if it was just a little.\I have a feeling I'll be able to talk with her even more tomorrow. response:	Hitotose
context: I'm happy you feel that way.\Really?\Yep.\Thank you!\No fair, Hinako!\I'm glad I got to know the landlady better today, even if it was just a little.\I have a feeling I'll be able to talk with her even more tomorrow.\Hitotose response:	Mayu-chan's doll is all wet with my drool...
context: Really?\Yep.\Thank you!\No fair, Hinako!\I'm glad I got to know the landlady better today, even if it was just a little.\I have a feeling I'll be able to talk with her even more tomorrow.\Hitotose\Mayu-chan's doll is all wet with my drool... response:	My goodness, Goro. You really love Mayu, don't you?
context: Yep.\Thank you!\No fair, Hinako!\I'm glad I got to know the landlady better today, even if it was just a little.\I have a feeling I'll be able to talk with her even more tomorrow.\Hitotose\Mayu-chan's doll is all wet with my drool...\My goodness, Goro. You really love Mayu, don't you? response:	S-Stop!
context: Thank you!\No fair, Hinako!\I'm glad I got to know the landlady better today, even if it was just a little.\I have a feeling I'll be able to talk with her even more tomorrow.\Hitotose\Mayu-chan's doll is all wet with my drool...\My goodness, Goro. You really love Mayu, don't you?\S-Stop! response:	New Year's is almost over...
context: No fair, Hinako!\I'm glad I got to know the landlady better today, even if it was just a little.\I have a feeling I'll be able to talk with her even more tomorrow.\Hitotose\Mayu-chan's doll is all wet with my drool...\My goodness, Goro. You really love Mayu, don't you?\S-Stop!\New Year's is almost over... response:	It went by so fast.
context: I'm glad I got to know the landlady better today, even if it was just a little.\I have a feeling I'll be able to talk with her even more tomorrow.\Hitotose\Mayu-chan's doll is all wet with my drool...\My goodness, Goro. You really love Mayu, don't you?\S-Stop!\New Year's is almost over...\It went by so fast. response:	In three months, I'll have been here for a year.
