context: Erza... response:	I apologize.
context: I'm going to continue living, along with my friends!\Live...\Sheesh... I guess you're not such a good boy after all.\I had hoped you'd get lucky and get rid of Hades for me...\Honestly, I really didn't want to fight you.\After all, you're one of that woman's beloved pupils...\You've chosen the most painful way to die, you know!\Bring it on, rotten daughter! response:	I'm gonna teach you a lesson in your mother's place!
context: Live...\Sheesh... I guess you're not such a good boy after all.\I had hoped you'd get lucky and get rid of Hades for me...\Honestly, I really didn't want to fight you.\After all, you're one of that woman's beloved pupils...\You've chosen the most painful way to die, you know!\Bring it on, rotten daughter!\I'm gonna teach you a lesson in your mother's place! response:	About that...
context: Sheesh... I guess you're not such a good boy after all.\I had hoped you'd get lucky and get rid of Hades for me...\Honestly, I really didn't want to fight you.\After all, you're one of that woman's beloved pupils...\You've chosen the most painful way to die, you know!\Bring it on, rotten daughter!\I'm gonna teach you a lesson in your mother's place!\About that... response:	You've made one big mistake.
context: I had hoped you'd get lucky and get rid of Hades for me...\Honestly, I really didn't want to fight you.\After all, you're one of that woman's beloved pupils...\You've chosen the most painful way to die, you know!\Bring it on, rotten daughter!\I'm gonna teach you a lesson in your mother's place!\About that...\You've made one big mistake. response:	I am the leader of the 7 Kin of Purgatory!
context: Honestly, I really didn't want to fight you.\After all, you're one of that woman's beloved pupils...\You've chosen the most painful way to die, you know!\Bring it on, rotten daughter!\I'm gonna teach you a lesson in your mother's place!\About that...\You've made one big mistake.\I am the leader of the 7 Kin of Purgatory! response:	You don't stand a chance against me!
context: After all, you're one of that woman's beloved pupils...\You've chosen the most painful way to die, you know!\Bring it on, rotten daughter!\I'm gonna teach you a lesson in your mother's place!\About that...\You've made one big mistake.\I am the leader of the 7 Kin of Purgatory!\You don't stand a chance against me! response:	All right!
context: You've chosen the most painful way to die, you know!\Bring it on, rotten daughter!\I'm gonna teach you a lesson in your mother's place!\About that...\You've made one big mistake.\I am the leader of the 7 Kin of Purgatory!\You don't stand a chance against me!\All right! response:	We've beaten all the enemies around for now...
context: Bring it on, rotten daughter!\I'm gonna teach you a lesson in your mother's place!\About that...\You've made one big mistake.\I am the leader of the 7 Kin of Purgatory!\You don't stand a chance against me!\All right!\We've beaten all the enemies around for now... response:	Time to take on the bossman!
context: I'm gonna teach you a lesson in your mother's place!\About that...\You've made one big mistake.\I am the leader of the 7 Kin of Purgatory!\You don't stand a chance against me!\All right!\We've beaten all the enemies around for now...\Time to take on the bossman! response:	Sorry to kill your buzz, but you hardly show up next episode.
context: About that...\You've made one big mistake.\I am the leader of the 7 Kin of Purgatory!\You don't stand a chance against me!\All right!\We've beaten all the enemies around for now...\Time to take on the bossman!\Sorry to kill your buzz, but you hardly show up next episode. response:	What?!
context: You've made one big mistake.\I am the leader of the 7 Kin of Purgatory!\You don't stand a chance against me!\All right!\We've beaten all the enemies around for now...\Time to take on the bossman!\Sorry to kill your buzz, but you hardly show up next episode.\What?! response:	The main character doesn't show up? I can't believe it!
context: I am the leader of the 7 Kin of Purgatory!\You don't stand a chance against me!\All right!\We've beaten all the enemies around for now...\Time to take on the bossman!\Sorry to kill your buzz, but you hardly show up next episode.\What?!\The main character doesn't show up? I can't believe it! response:	That's because you're only just barely the main character, Natsu.
context: You don't stand a chance against me!\All right!\We've beaten all the enemies around for now...\Time to take on the bossman!\Sorry to kill your buzz, but you hardly show up next episode.\What?!\The main character doesn't show up? I can't believe it!\That's because you're only just barely the main character, Natsu. response:	Next episode, I'm the main character!
context: All right!\We've beaten all the enemies around for now...\Time to take on the bossman!\Sorry to kill your buzz, but you hardly show up next episode.\What?!\The main character doesn't show up? I can't believe it!\That's because you're only just barely the main character, Natsu.\Next episode, I'm the main character! response:	Next time: Divine Power.
context: We've beaten all the enemies around for now...\Time to take on the bossman!\Sorry to kill your buzz, but you hardly show up next episode.\What?!\The main character doesn't show up? I can't believe it!\That's because you're only just barely the main character, Natsu.\Next episode, I'm the main character!\Next time: Divine Power. response:	As if.
context: Time to take on the bossman!\Sorry to kill your buzz, but you hardly show up next episode.\What?!\The main character doesn't show up? I can't believe it!\That's because you're only just barely the main character, Natsu.\Next episode, I'm the main character!\Next time: Divine Power.\As if. response:	Jealousy doesn't become you, Natsu...
context: Sorry to kill your buzz, but you hardly show up next episode.\What?!\The main character doesn't show up? I can't believe it!\That's because you're only just barely the main character, Natsu.\Next episode, I'm the main character!\Next time: Divine Power.\As if.\Jealousy doesn't become you, Natsu... response:	But seriously, I didn't see a shot with you in the preview...
