context: *Episode 1 response:	*Prologue
context: You found out, huh?\Tanaka gets first prize.\You win 60 scrub brushes.\I can't use all that!\And the loser, Kazehaya-kun, gets...\to go out with Sadako-chan for a week!\W-What did he just say?\You were with Sadako yesterday, weren't you? response:	I bet she was making a move on him.
context: Tanaka gets first prize.\You win 60 scrub brushes.\I can't use all that!\And the loser, Kazehaya-kun, gets...\to go out with Sadako-chan for a week!\W-What did he just say?\You were with Sadako yesterday, weren't you?\I bet she was making a move on him. response:	You might as well go out.
context: You win 60 scrub brushes.\I can't use all that!\And the loser, Kazehaya-kun, gets...\to go out with Sadako-chan for a week!\W-What did he just say?\You were with Sadako yesterday, weren't you?\I bet she was making a move on him.\You might as well go out. response:	That's too much, guys.
context: I can't use all that!\And the loser, Kazehaya-kun, gets...\to go out with Sadako-chan for a week!\W-What did he just say?\You were with Sadako yesterday, weren't you?\I bet she was making a move on him.\You might as well go out.\That's too much, guys. response:	I'll do anything but that.
context: And the loser, Kazehaya-kun, gets...\to go out with Sadako-chan for a week!\W-What did he just say?\You were with Sadako yesterday, weren't you?\I bet she was making a move on him.\You might as well go out.\That's too much, guys.\I'll do anything but that. response:	How could you call that a penalty?
context: to go out with Sadako-chan for a week!\W-What did he just say?\You were with Sadako yesterday, weren't you?\I bet she was making a move on him.\You might as well go out.\That's too much, guys.\I'll do anything but that.\How could you call that a penalty? response:	That's impolite.
context: W-What did he just say?\You were with Sadako yesterday, weren't you?\I bet she was making a move on him.\You might as well go out.\That's too much, guys.\I'll do anything but that.\How could you call that a penalty?\That's impolite. response:	Kuronuma's a girl.
context: You were with Sadako yesterday, weren't you?\I bet she was making a move on him.\You might as well go out.\That's too much, guys.\I'll do anything but that.\How could you call that a penalty?\That's impolite.\Kuronuma's a girl. response:	Not funny.
context: I bet she was making a move on him.\You might as well go out.\That's too much, guys.\I'll do anything but that.\How could you call that a penalty?\That's impolite.\Kuronuma's a girl.\Not funny. response:	Don't worry about it, Kuronuma.
context: You might as well go out.\That's too much, guys.\I'll do anything but that.\How could you call that a penalty?\That's impolite.\Kuronuma's a girl.\Not funny.\Don't worry about it, Kuronuma. response:	No.
context: That's too much, guys.\I'll do anything but that.\How could you call that a penalty?\That's impolite.\Kuronuma's a girl.\Not funny.\Don't worry about it, Kuronuma.\No. response:	He can't defend me.
context: I'll do anything but that.\How could you call that a penalty?\That's impolite.\Kuronuma's a girl.\Not funny.\Don't worry about it, Kuronuma.\No.\He can't defend me. response:	It'll ruin his reputation.
context: How could you call that a penalty?\That's impolite.\Kuronuma's a girl.\Not funny.\Don't worry about it, Kuronuma.\No.\He can't defend me.\It'll ruin his reputation. response:	That's not how it is.
context: That's impolite.\Kuronuma's a girl.\Not funny.\Don't worry about it, Kuronuma.\No.\He can't defend me.\It'll ruin his reputation.\That's not how it is. response:	Sure, I was with Kazehaya-kun yesterday.
context: Kuronuma's a girl.\Not funny.\Don't worry about it, Kuronuma.\No.\He can't defend me.\It'll ruin his reputation.\That's not how it is.\Sure, I was with Kazehaya-kun yesterday. response:	But it wasn't...
context: Not funny.\Don't worry about it, Kuronuma.\No.\He can't defend me.\It'll ruin his reputation.\That's not how it is.\Sure, I was with Kazehaya-kun yesterday.\But it wasn't... response:	it wasn't anything special.
context: Don't worry about it, Kuronuma.\No.\He can't defend me.\It'll ruin his reputation.\That's not how it is.\Sure, I was with Kazehaya-kun yesterday.\But it wasn't...\it wasn't anything special. response:	It's because he approaches everyone without prejudice.
context: No.\He can't defend me.\It'll ruin his reputation.\That's not how it is.\Sure, I was with Kazehaya-kun yesterday.\But it wasn't...\it wasn't anything special.\It's because he approaches everyone without prejudice. response:	It'll be all right.
context: He can't defend me.\It'll ruin his reputation.\That's not how it is.\Sure, I was with Kazehaya-kun yesterday.\But it wasn't...\it wasn't anything special.\It's because he approaches everyone without prejudice.\It'll be all right. response:	I know how to fix misunderstandings now.
context: It'll ruin his reputation.\That's not how it is.\Sure, I was with Kazehaya-kun yesterday.\But it wasn't...\it wasn't anything special.\It's because he approaches everyone without prejudice.\It'll be all right.\I know how to fix misunderstandings now. response:	It's true that I was attracted by his kindness,
context: That's not how it is.\Sure, I was with Kazehaya-kun yesterday.\But it wasn't...\it wasn't anything special.\It's because he approaches everyone without prejudice.\It'll be all right.\I know how to fix misunderstandings now.\It's true that I was attracted by his kindness, response:	his coolness, his honesty, his outgoingness.
context: Sure, I was with Kazehaya-kun yesterday.\But it wasn't...\it wasn't anything special.\It's because he approaches everyone without prejudice.\It'll be all right.\I know how to fix misunderstandings now.\It's true that I was attracted by his kindness,\his coolness, his honesty, his outgoingness. response:	That's... no mistake.
context: But it wasn't...\it wasn't anything special.\It's because he approaches everyone without prejudice.\It'll be all right.\I know how to fix misunderstandings now.\It's true that I was attracted by his kindness,\his coolness, his honesty, his outgoingness.\That's... no mistake. response:	That's... no mistake.
context: it wasn't anything special.\It's because he approaches everyone without prejudice.\It'll be all right.\I know how to fix misunderstandings now.\It's true that I was attracted by his kindness,\his coolness, his honesty, his outgoingness.\That's... no mistake.\That's... no mistake. response:	I-I'll be going now.
context: It's because he approaches everyone without prejudice.\It'll be all right.\I know how to fix misunderstandings now.\It's true that I was attracted by his kindness,\his coolness, his honesty, his outgoingness.\That's... no mistake.\That's... no mistake.\I-I'll be going now. response:	I think I did the right thing.
context: It'll be all right.\I know how to fix misunderstandings now.\It's true that I was attracted by his kindness,\his coolness, his honesty, his outgoingness.\That's... no mistake.\That's... no mistake.\I-I'll be going now.\I think I did the right thing. response:	They must know now.
context: I know how to fix misunderstandings now.\It's true that I was attracted by his kindness,\his coolness, his honesty, his outgoingness.\That's... no mistake.\That's... no mistake.\I-I'll be going now.\I think I did the right thing.\They must know now. response:	I didn't lie.
context: It's true that I was attracted by his kindness,\his coolness, his honesty, his outgoingness.\That's... no mistake.\That's... no mistake.\I-I'll be going now.\I think I did the right thing.\They must know now.\I didn't lie. response:	I just told the truth.
context: his coolness, his honesty, his outgoingness.\That's... no mistake.\That's... no mistake.\I-I'll be going now.\I think I did the right thing.\They must know now.\I didn't lie.\I just told the truth. response:	I'm sure I've protected his reputation.
context: That's... no mistake.\That's... no mistake.\I-I'll be going now.\I think I did the right thing.\They must know now.\I didn't lie.\I just told the truth.\I'm sure I've protected his reputation. response:	What?
context: That's... no mistake.\I-I'll be going now.\I think I did the right thing.\They must know now.\I didn't lie.\I just told the truth.\I'm sure I've protected his reputation.\What? response:	But it's summer break.
context: I-I'll be going now.\I think I did the right thing.\They must know now.\I didn't lie.\I just told the truth.\I'm sure I've protected his reputation.\What?\But it's summer break. response:	Yeah, I have to help my teacher.
context: I think I did the right thing.\They must know now.\I didn't lie.\I just told the truth.\I'm sure I've protected his reputation.\What?\But it's summer break.\Yeah, I have to help my teacher. response:	Yeah.
context: They must know now.\I didn't lie.\I just told the truth.\I'm sure I've protected his reputation.\What?\But it's summer break.\Yeah, I have to help my teacher.\Yeah. response:	I must have done the right thing.
context: I didn't lie.\I just told the truth.\I'm sure I've protected his reputation.\What?\But it's summer break.\Yeah, I have to help my teacher.\Yeah.\I must have done the right thing. response:	But I'm still sad.
context: I just told the truth.\I'm sure I've protected his reputation.\What?\But it's summer break.\Yeah, I have to help my teacher.\Yeah.\I must have done the right thing.\But I'm still sad. response:	He might not even look at me after the break.
context: I'm sure I've protected his reputation.\What?\But it's summer break.\Yeah, I have to help my teacher.\Yeah.\I must have done the right thing.\But I'm still sad.\He might not even look at me after the break. response:	He might not say good morning” to me.
context: What?\But it's summer break.\Yeah, I have to help my teacher.\Yeah.\I must have done the right thing.\But I'm still sad.\He might not even look at me after the break.\He might not say good morning” to me. response:	He might avoid me!
context: But it's summer break.\Yeah, I have to help my teacher.\Yeah.\I must have done the right thing.\But I'm still sad.\He might not even look at me after the break.\He might not say good morning” to me.\He might avoid me! response:	I thought I was used to it.
context: Yeah, I have to help my teacher.\Yeah.\I must have done the right thing.\But I'm still sad.\He might not even look at me after the break.\He might not say good morning” to me.\He might avoid me!\I thought I was used to it. response:	I was too happy; I forgot I was used to it.
context: Yeah.\I must have done the right thing.\But I'm still sad.\He might not even look at me after the break.\He might not say good morning” to me.\He might avoid me!\I thought I was used to it.\I was too happy; I forgot I was used to it. response:	What I was like before I met Kazehaya-kun...
context: I must have done the right thing.\But I'm still sad.\He might not even look at me after the break.\He might not say good morning” to me.\He might avoid me!\I thought I was used to it.\I was too happy; I forgot I was used to it.\What I was like before I met Kazehaya-kun... response:	I don't remember anymore.
context: But I'm still sad.\He might not even look at me after the break.\He might not say good morning” to me.\He might avoid me!\I thought I was used to it.\I was too happy; I forgot I was used to it.\What I was like before I met Kazehaya-kun...\I don't remember anymore. response:	Why?
context: He might not even look at me after the break.\He might not say good morning” to me.\He might avoid me!\I thought I was used to it.\I was too happy; I forgot I was used to it.\What I was like before I met Kazehaya-kun...\I don't remember anymore.\Why? response:	It's summer break.
context: He might not say good morning” to me.\He might avoid me!\I thought I was used to it.\I was too happy; I forgot I was used to it.\What I was like before I met Kazehaya-kun...\I don't remember anymore.\Why?\It's summer break. response:	They said you're the MVP behind the scenes.
context: He might avoid me!\I thought I was used to it.\I was too happy; I forgot I was used to it.\What I was like before I met Kazehaya-kun...\I don't remember anymore.\Why?\It's summer break.\They said you're the MVP behind the scenes. response:	They said they were sorry.
context: I thought I was used to it.\I was too happy; I forgot I was used to it.\What I was like before I met Kazehaya-kun...\I don't remember anymore.\Why?\It's summer break.\They said you're the MVP behind the scenes.\They said they were sorry. response:	They understood?
context: I was too happy; I forgot I was used to it.\What I was like before I met Kazehaya-kun...\I don't remember anymore.\Why?\It's summer break.\They said you're the MVP behind the scenes.\They said they were sorry.\They understood? response:	You stood up for me and brought this to me and talked to me.
context: What I was like before I met Kazehaya-kun...\I don't remember anymore.\Why?\It's summer break.\They said you're the MVP behind the scenes.\They said they were sorry.\They understood?\You stood up for me and brought this to me and talked to me. response:	Thanks.
context: I don't remember anymore.\Why?\It's summer break.\They said you're the MVP behind the scenes.\They said they were sorry.\They understood?\You stood up for me and brought this to me and talked to me.\Thanks. response:	Hey,
context: Why?\It's summer break.\They said you're the MVP behind the scenes.\They said they were sorry.\They understood?\You stood up for me and brought this to me and talked to me.\Thanks.\Hey, response:	I don't think you really understand me.
context: It's summer break.\They said you're the MVP behind the scenes.\They said they were sorry.\They understood?\You stood up for me and brought this to me and talked to me.\Thanks.\Hey,\I don't think you really understand me. response:	Don't worry,
context: They said you're the MVP behind the scenes.\They said they were sorry.\They understood?\You stood up for me and brought this to me and talked to me.\Thanks.\Hey,\I don't think you really understand me.\Don't worry, response:	I do understand.
context: They said they were sorry.\They understood?\You stood up for me and brought this to me and talked to me.\Thanks.\Hey,\I don't think you really understand me.\Don't worry,\I do understand. response:	No, you don't.
context: They understood?\You stood up for me and brought this to me and talked to me.\Thanks.\Hey,\I don't think you really understand me.\Don't worry,\I do understand.\No, you don't. response:	I can expect to see you over the summer, right?
context: You stood up for me and brought this to me and talked to me.\Thanks.\Hey,\I don't think you really understand me.\Don't worry,\I do understand.\No, you don't.\I can expect to see you over the summer, right? response:	Back then...
context: Thanks.\Hey,\I don't think you really understand me.\Don't worry,\I do understand.\No, you don't.\I can expect to see you over the summer, right?\Back then... response:	H-Hey...
context: Hey,\I don't think you really understand me.\Don't worry,\I do understand.\No, you don't.\I can expect to see you over the summer, right?\Back then...\H-Hey... response:	If you're heading to Kitahoro High School, it's that way.
context: I don't think you really understand me.\Don't worry,\I do understand.\No, you don't.\I can expect to see you over the summer, right?\Back then...\H-Hey...\If you're heading to Kitahoro High School, it's that way. response:	Thanks.
context: Don't worry,\I do understand.\No, you don't.\I can expect to see you over the summer, right?\Back then...\H-Hey...\If you're heading to Kitahoro High School, it's that way.\Thanks. response:	That feeling I had back then,
context: I do understand.\No, you don't.\I can expect to see you over the summer, right?\Back then...\H-Hey...\If you're heading to Kitahoro High School, it's that way.\Thanks.\That feeling I had back then, response:	the way it's grown until now...
context: No, you don't.\I can expect to see you over the summer, right?\Back then...\H-Hey...\If you're heading to Kitahoro High School, it's that way.\Thanks.\That feeling I had back then,\the way it's grown until now... response:	will it ever reach you?
context: I can expect to see you over the summer, right?\Back then...\H-Hey...\If you're heading to Kitahoro High School, it's that way.\Thanks.\That feeling I had back then,\the way it's grown until now...\will it ever reach you? response:	New term.
context: Back then...\H-Hey...\If you're heading to Kitahoro High School, it's that way.\Thanks.\That feeling I had back then,\the way it's grown until now...\will it ever reach you?\New term. response:	Things are slowly changing around me.
context: H-Hey...\If you're heading to Kitahoro High School, it's that way.\Thanks.\That feeling I had back then,\the way it's grown until now...\will it ever reach you?\New term.\Things are slowly changing around me. response:	Next episode: Seating Change
