context: Regarding the Hayase laboratory... response:	We have identified a researcher we believe was involved in his core research.
context: It's my laboratory and my home.\Huh?\Sir Davy!\I'm sorry I went out.\Did you put together the report I asked you for two days ago?\I'm sorry. I was almost done...\Were you occupied by some other experiment?\Yes. response:	Actually, about that...
context: Huh?\Sir Davy!\I'm sorry I went out.\Did you put together the report I asked you for two days ago?\I'm sorry. I was almost done...\Were you occupied by some other experiment?\Yes.\Actually, about that... response:	You should just be doing what I tell you.
context: Sir Davy!\I'm sorry I went out.\Did you put together the report I asked you for two days ago?\I'm sorry. I was almost done...\Were you occupied by some other experiment?\Yes.\Actually, about that...\You should just be doing what I tell you. response:	Yes, sir.
context: I'm sorry I went out.\Did you put together the report I asked you for two days ago?\I'm sorry. I was almost done...\Were you occupied by some other experiment?\Yes.\Actually, about that...\You should just be doing what I tell you.\Yes, sir. response:	Sir!
context: Did you put together the report I asked you for two days ago?\I'm sorry. I was almost done...\Were you occupied by some other experiment?\Yes.\Actually, about that...\You should just be doing what I tell you.\Yes, sir.\Sir! response:	If you wait a moment, I'll put the report together.
context: I'm sorry. I was almost done...\Were you occupied by some other experiment?\Yes.\Actually, about that...\You should just be doing what I tell you.\Yes, sir.\Sir!\If you wait a moment, I'll put the report together. response:	Unfortunately, I'm going to a play with my wife.
context: Were you occupied by some other experiment?\Yes.\Actually, about that...\You should just be doing what I tell you.\Yes, sir.\Sir!\If you wait a moment, I'll put the report together.\Unfortunately, I'm going to a play with my wife. response:	I don't have time.
context: Yes.\Actually, about that...\You should just be doing what I tell you.\Yes, sir.\Sir!\If you wait a moment, I'll put the report together.\Unfortunately, I'm going to a play with my wife.\I don't have time. response:	Please turn it in first thing in the morning.
context: Actually, about that...\You should just be doing what I tell you.\Yes, sir.\Sir!\If you wait a moment, I'll put the report together.\Unfortunately, I'm going to a play with my wife.\I don't have time.\Please turn it in first thing in the morning. response:	Yes, sir.
context: You should just be doing what I tell you.\Yes, sir.\Sir!\If you wait a moment, I'll put the report together.\Unfortunately, I'm going to a play with my wife.\I don't have time.\Please turn it in first thing in the morning.\Yes, sir. response:	Ma'am...
context: Yes, sir.\Sir!\If you wait a moment, I'll put the report together.\Unfortunately, I'm going to a play with my wife.\I don't have time.\Please turn it in first thing in the morning.\Yes, sir.\Ma'am... response:	It's been some time since we last spoke.
context: Sir!\If you wait a moment, I'll put the report together.\Unfortunately, I'm going to a play with my wife.\I don't have time.\Please turn it in first thing in the morning.\Yes, sir.\Ma'am...\It's been some time since we last spoke. response:	Who are those girls?
context: If you wait a moment, I'll put the report together.\Unfortunately, I'm going to a play with my wife.\I don't have time.\Please turn it in first thing in the morning.\Yes, sir.\Ma'am...\It's been some time since we last spoke.\Who are those girls? response:	Oh. They're my friends.
context: Unfortunately, I'm going to a play with my wife.\I don't have time.\Please turn it in first thing in the morning.\Yes, sir.\Ma'am...\It's been some time since we last spoke.\Who are those girls?\Oh. They're my friends. response:	They came here from far away.
context: I don't have time.\Please turn it in first thing in the morning.\Yes, sir.\Ma'am...\It's been some time since we last spoke.\Who are those girls?\Oh. They're my friends.\They came here from far away. response:	I hope you'll be willing to hear them out...
context: Please turn it in first thing in the morning.\Yes, sir.\Ma'am...\It's been some time since we last spoke.\Who are those girls?\Oh. They're my friends.\They came here from far away.\I hope you'll be willing to hear them out... response:	What a vulgar display.
context: Yes, sir.\Ma'am...\It's been some time since we last spoke.\Who are those girls?\Oh. They're my friends.\They came here from far away.\I hope you'll be willing to hear them out...\What a vulgar display. response:	Uneducated men
context: Ma'am...\It's been some time since we last spoke.\Who are those girls?\Oh. They're my friends.\They came here from far away.\I hope you'll be willing to hear them out...\What a vulgar display.\Uneducated men response:	often gather vulgar people around them.
context: It's been some time since we last spoke.\Who are those girls?\Oh. They're my friends.\They came here from far away.\I hope you'll be willing to hear them out...\What a vulgar display.\Uneducated men\often gather vulgar people around them. response:	Who was that? They were so mean.
context: Who are those girls?\Oh. They're my friends.\They came here from far away.\I hope you'll be willing to hear them out...\What a vulgar display.\Uneducated men\often gather vulgar people around them.\Who was that? They were so mean. response:	That's Sir Davy, my patron, and his wife.
context: Oh. They're my friends.\They came here from far away.\I hope you'll be willing to hear them out...\What a vulgar display.\Uneducated men\often gather vulgar people around them.\Who was that? They were so mean.\That's Sir Davy, my patron, and his wife. response:	His wife has always disliked me.
context: They came here from far away.\I hope you'll be willing to hear them out...\What a vulgar display.\Uneducated men\often gather vulgar people around them.\Who was that? They were so mean.\That's Sir Davy, my patron, and his wife.\His wife has always disliked me. response:	Uneducated... Did she mean you?
context: I hope you'll be willing to hear them out...\What a vulgar display.\Uneducated men\often gather vulgar people around them.\Who was that? They were so mean.\That's Sir Davy, my patron, and his wife.\His wife has always disliked me.\Uneducated... Did she mean you? response:	That's what his wife calls me.
context: What a vulgar display.\Uneducated men\often gather vulgar people around them.\Who was that? They were so mean.\That's Sir Davy, my patron, and his wife.\His wife has always disliked me.\Uneducated... Did she mean you?\That's what his wife calls me. response:	But you're a scientist, right?
context: Uneducated men\often gather vulgar people around them.\Who was that? They were so mean.\That's Sir Davy, my patron, and his wife.\His wife has always disliked me.\Uneducated... Did she mean you?\That's what his wife calls me.\But you're a scientist, right? response:	It seems that a scientist who can't do math
context: often gather vulgar people around them.\Who was that? They were so mean.\That's Sir Davy, my patron, and his wife.\His wife has always disliked me.\Uneducated... Did she mean you?\That's what his wife calls me.\But you're a scientist, right?\It seems that a scientist who can't do math response:	is often the subject of great scorn.
context: Who was that? They were so mean.\That's Sir Davy, my patron, and his wife.\His wife has always disliked me.\Uneducated... Did she mean you?\That's what his wife calls me.\But you're a scientist, right?\It seems that a scientist who can't do math\is often the subject of great scorn. response:	Huh?
context: That's Sir Davy, my patron, and his wife.\His wife has always disliked me.\Uneducated... Did she mean you?\That's what his wife calls me.\But you're a scientist, right?\It seems that a scientist who can't do math\is often the subject of great scorn.\Huh? response:	You can't do math?
context: His wife has always disliked me.\Uneducated... Did she mean you?\That's what his wife calls me.\But you're a scientist, right?\It seems that a scientist who can't do math\is often the subject of great scorn.\Huh?\You can't do math? response:	Yeah.
context: Uneducated... Did she mean you?\That's what his wife calls me.\But you're a scientist, right?\It seems that a scientist who can't do math\is often the subject of great scorn.\Huh?\You can't do math?\Yeah. response:	But you're a scientist!
context: That's what his wife calls me.\But you're a scientist, right?\It seems that a scientist who can't do math\is often the subject of great scorn.\Huh?\You can't do math?\Yeah.\But you're a scientist! response:	I come from a poor blacksmith family.
context: But you're a scientist, right?\It seems that a scientist who can't do math\is often the subject of great scorn.\Huh?\You can't do math?\Yeah.\But you're a scientist!\I come from a poor blacksmith family. response:	I never went to school.
context: It seems that a scientist who can't do math\is often the subject of great scorn.\Huh?\You can't do math?\Yeah.\But you're a scientist!\I come from a poor blacksmith family.\I never went to school. response:	But how is that possible?
context: is often the subject of great scorn.\Huh?\You can't do math?\Yeah.\But you're a scientist!\I come from a poor blacksmith family.\I never went to school.\But how is that possible? response:	How can you be a scientist without math?
context: Huh?\You can't do math?\Yeah.\But you're a scientist!\I come from a poor blacksmith family.\I never went to school.\But how is that possible?\How can you be a scientist without math? response:	Why do you say that?
context: You can't do math?\Yeah.\But you're a scientist!\I come from a poor blacksmith family.\I never went to school.\But how is that possible?\How can you be a scientist without math?\Why do you say that? response:	Why do I...? Well...
context: Yeah.\But you're a scientist!\I come from a poor blacksmith family.\I never went to school.\But how is that possible?\How can you be a scientist without math?\Why do you say that?\Why do I...? Well... response:	Studying math is the most basic of basics, right?
context: But you're a scientist!\I come from a poor blacksmith family.\I never went to school.\But how is that possible?\How can you be a scientist without math?\Why do you say that?\Why do I...? Well...\Studying math is the most basic of basics, right? response:	I don't know anything about math,
context: I come from a poor blacksmith family.\I never went to school.\But how is that possible?\How can you be a scientist without math?\Why do you say that?\Why do I...? Well...\Studying math is the most basic of basics, right?\I don't know anything about math, response:	but I love science.
context: I never went to school.\But how is that possible?\How can you be a scientist without math?\Why do you say that?\Why do I...? Well...\Studying math is the most basic of basics, right?\I don't know anything about math,\but I love science. response:	I can beat anyone for enthusiasm.
context: But how is that possible?\How can you be a scientist without math?\Why do you say that?\Why do I...? Well...\Studying math is the most basic of basics, right?\I don't know anything about math,\but I love science.\I can beat anyone for enthusiasm. response:	But... loving it isn't enough.
context: How can you be a scientist without math?\Why do you say that?\Why do I...? Well...\Studying math is the most basic of basics, right?\I don't know anything about math,\but I love science.\I can beat anyone for enthusiasm.\But... loving it isn't enough. response:	Because I love it, I can lose myself in it.
context: Why do you say that?\Why do I...? Well...\Studying math is the most basic of basics, right?\I don't know anything about math,\but I love science.\I can beat anyone for enthusiasm.\But... loving it isn't enough.\Because I love it, I can lose myself in it. response:	I can have a successful experiment and get people to acknowledge me.
context: Why do I...? Well...\Studying math is the most basic of basics, right?\I don't know anything about math,\but I love science.\I can beat anyone for enthusiasm.\But... loving it isn't enough.\Because I love it, I can lose myself in it.\I can have a successful experiment and get people to acknowledge me. response:	Science is all I have.
context: Studying math is the most basic of basics, right?\I don't know anything about math,\but I love science.\I can beat anyone for enthusiasm.\But... loving it isn't enough.\Because I love it, I can lose myself in it.\I can have a successful experiment and get people to acknowledge me.\Science is all I have. response:	After all, even if I lack education,
context: I don't know anything about math,\but I love science.\I can beat anyone for enthusiasm.\But... loving it isn't enough.\Because I love it, I can lose myself in it.\I can have a successful experiment and get people to acknowledge me.\Science is all I have.\After all, even if I lack education, response:	I still have science.
context: but I love science.\I can beat anyone for enthusiasm.\But... loving it isn't enough.\Because I love it, I can lose myself in it.\I can have a successful experiment and get people to acknowledge me.\Science is all I have.\After all, even if I lack education,\I still have science. response:	Getting results in the field you love...
context: I can beat anyone for enthusiasm.\But... loving it isn't enough.\Because I love it, I can lose myself in it.\I can have a successful experiment and get people to acknowledge me.\Science is all I have.\After all, even if I lack education,\I still have science.\Getting results in the field you love... response:	There's no greater joy than that.
context: But... loving it isn't enough.\Because I love it, I can lose myself in it.\I can have a successful experiment and get people to acknowledge me.\Science is all I have.\After all, even if I lack education,\I still have science.\Getting results in the field you love...\There's no greater joy than that. response:	Soccer, duh!
context: Because I love it, I can lose myself in it.\I can have a successful experiment and get people to acknowledge me.\Science is all I have.\After all, even if I lack education,\I still have science.\Getting results in the field you love...\There's no greater joy than that.\Soccer, duh! response:	What's wrong with losing yourself in what you love?!
context: I can have a successful experiment and get people to acknowledge me.\Science is all I have.\After all, even if I lack education,\I still have science.\Getting results in the field you love...\There's no greater joy than that.\Soccer, duh!\What's wrong with losing yourself in what you love?! response:	I know!
context: Science is all I have.\After all, even if I lack education,\I still have science.\Getting results in the field you love...\There's no greater joy than that.\Soccer, duh!\What's wrong with losing yourself in what you love?!\I know! response:	I'll show you the experiment I was talking about!
context: After all, even if I lack education,\I still have science.\Getting results in the field you love...\There's no greater joy than that.\Soccer, duh!\What's wrong with losing yourself in what you love?!\I know!\I'll show you the experiment I was talking about! response:	What's this?
context: I still have science.\Getting results in the field you love...\There's no greater joy than that.\Soccer, duh!\What's wrong with losing yourself in what you love?!\I know!\I'll show you the experiment I was talking about!\What's this? response:	I call it...
context: Getting results in the field you love...\There's no greater joy than that.\Soccer, duh!\What's wrong with losing yourself in what you love?!\I know!\I'll show you the experiment I was talking about!\What's this?\I call it... response:	Electromagnetic rotation?
context: There's no greater joy than that.\Soccer, duh!\What's wrong with losing yourself in what you love?!\I know!\I'll show you the experiment I was talking about!\What's this?\I call it...\Electromagnetic rotation? response:	The wire rotates around the magnet.
context: Soccer, duh!\What's wrong with losing yourself in what you love?!\I know!\I'll show you the experiment I was talking about!\What's this?\I call it...\Electromagnetic rotation?\The wire rotates around the magnet. response:	Rotates?
context: What's wrong with losing yourself in what you love?!\I know!\I'll show you the experiment I was talking about!\What's this?\I call it...\Electromagnetic rotation?\The wire rotates around the magnet.\Rotates? response:	Yeah!
context: I know!\I'll show you the experiment I was talking about!\What's this?\I call it...\Electromagnetic rotation?\The wire rotates around the magnet.\Rotates?\Yeah! response:	Yes, without the power of wind or water,
context: I'll show you the experiment I was talking about!\What's this?\I call it...\Electromagnetic rotation?\The wire rotates around the magnet.\Rotates?\Yeah!\Yes, without the power of wind or water, response:	with just the power of electricity and magnets!
context: What's this?\I call it...\Electromagnetic rotation?\The wire rotates around the magnet.\Rotates?\Yeah!\Yes, without the power of wind or water,\with just the power of electricity and magnets! response:	Electricity and magnets?
context: I call it...\Electromagnetic rotation?\The wire rotates around the magnet.\Rotates?\Yeah!\Yes, without the power of wind or water,\with just the power of electricity and magnets!\Electricity and magnets? response:	Last year, Professor Oersted of Denmark
context: Electromagnetic rotation?\The wire rotates around the magnet.\Rotates?\Yeah!\Yes, without the power of wind or water,\with just the power of electricity and magnets!\Electricity and magnets?\Last year, Professor Oersted of Denmark response:	discovered that electricity had the power to move magnets.
context: The wire rotates around the magnet.\Rotates?\Yeah!\Yes, without the power of wind or water,\with just the power of electricity and magnets!\Electricity and magnets?\Last year, Professor Oersted of Denmark\discovered that electricity had the power to move magnets. response:	When you bring a compass close to an electrified copper wire...
context: Rotates?\Yeah!\Yes, without the power of wind or water,\with just the power of electricity and magnets!\Electricity and magnets?\Last year, Professor Oersted of Denmark\discovered that electricity had the power to move magnets.\When you bring a compass close to an electrified copper wire... response:	Sir Davy and Dr. Wollaston
context: Yeah!\Yes, without the power of wind or water,\with just the power of electricity and magnets!\Electricity and magnets?\Last year, Professor Oersted of Denmark\discovered that electricity had the power to move magnets.\When you bring a compass close to an electrified copper wire...\Sir Davy and Dr. Wollaston response:	were experimenting to create an electric motor based on that,
context: Yes, without the power of wind or water,\with just the power of electricity and magnets!\Electricity and magnets?\Last year, Professor Oersted of Denmark\discovered that electricity had the power to move magnets.\When you bring a compass close to an electrified copper wire...\Sir Davy and Dr. Wollaston\were experimenting to create an electric motor based on that, response:	but it didn't work out.
context: with just the power of electricity and magnets!\Electricity and magnets?\Last year, Professor Oersted of Denmark\discovered that electricity had the power to move magnets.\When you bring a compass close to an electrified copper wire...\Sir Davy and Dr. Wollaston\were experimenting to create an electric motor based on that,\but it didn't work out. response:	So I decided to carry on their research!
context: Electricity and magnets?\Last year, Professor Oersted of Denmark\discovered that electricity had the power to move magnets.\When you bring a compass close to an electrified copper wire...\Sir Davy and Dr. Wollaston\were experimenting to create an electric motor based on that,\but it didn't work out.\So I decided to carry on their research! response:	Look at this!
context: Last year, Professor Oersted of Denmark\discovered that electricity had the power to move magnets.\When you bring a compass close to an electrified copper wire...\Sir Davy and Dr. Wollaston\were experimenting to create an electric motor based on that,\but it didn't work out.\So I decided to carry on their research!\Look at this! response:	If I put a compass here and run electricity through it...
context: discovered that electricity had the power to move magnets.\When you bring a compass close to an electrified copper wire...\Sir Davy and Dr. Wollaston\were experimenting to create an electric motor based on that,\but it didn't work out.\So I decided to carry on their research!\Look at this!\If I put a compass here and run electricity through it... response:	The needle moved!
context: When you bring a compass close to an electrified copper wire...\Sir Davy and Dr. Wollaston\were experimenting to create an electric motor based on that,\but it didn't work out.\So I decided to carry on their research!\Look at this!\If I put a compass here and run electricity through it...\The needle moved! response:	Let's move it.
context: Sir Davy and Dr. Wollaston\were experimenting to create an electric motor based on that,\but it didn't work out.\So I decided to carry on their research!\Look at this!\If I put a compass here and run electricity through it...\The needle moved!\Let's move it. response:	It moved!
context: were experimenting to create an electric motor based on that,\but it didn't work out.\So I decided to carry on their research!\Look at this!\If I put a compass here and run electricity through it...\The needle moved!\Let's move it.\It moved! response:	I experimented with moving the compass around,
context: but it didn't work out.\So I decided to carry on their research!\Look at this!\If I put a compass here and run electricity through it...\The needle moved!\Let's move it.\It moved!\I experimented with moving the compass around, response:	and noticed a certain principle.
context: So I decided to carry on their research!\Look at this!\If I put a compass here and run electricity through it...\The needle moved!\Let's move it.\It moved!\I experimented with moving the compass around,\and noticed a certain principle. response:	Well, what are the needles doing?
context: Look at this!\If I put a compass here and run electricity through it...\The needle moved!\Let's move it.\It moved!\I experimented with moving the compass around,\and noticed a certain principle.\Well, what are the needles doing? response:	It's like they're surrounding the wire!
context: If I put a compass here and run electricity through it...\The needle moved!\Let's move it.\It moved!\I experimented with moving the compass around,\and noticed a certain principle.\Well, what are the needles doing?\It's like they're surrounding the wire! response:	Yes! They don't all turn the same way.
context: The needle moved!\Let's move it.\It moved!\I experimented with moving the compass around,\and noticed a certain principle.\Well, what are the needles doing?\It's like they're surrounding the wire!\Yes! They don't all turn the same way. response:	They seem to surround it!
context: Let's move it.\It moved!\I experimented with moving the compass around,\and noticed a certain principle.\Well, what are the needles doing?\It's like they're surrounding the wire!\Yes! They don't all turn the same way.\They seem to surround it! response:	This is what I think-
context: It moved!\I experimented with moving the compass around,\and noticed a certain principle.\Well, what are the needles doing?\It's like they're surrounding the wire!\Yes! They don't all turn the same way.\They seem to surround it!\This is what I think- response:	If we pretend this bottle of ink is the wire,
context: I experimented with moving the compass around,\and noticed a certain principle.\Well, what are the needles doing?\It's like they're surrounding the wire!\Yes! They don't all turn the same way.\They seem to surround it!\This is what I think-\If we pretend this bottle of ink is the wire, response:	when I run electricity through it,
context: and noticed a certain principle.\Well, what are the needles doing?\It's like they're surrounding the wire!\Yes! They don't all turn the same way.\They seem to surround it!\This is what I think-\If we pretend this bottle of ink is the wire,\when I run electricity through it, response:	it releases its power in a certain direction.
context: Well, what are the needles doing?\It's like they're surrounding the wire!\Yes! They don't all turn the same way.\They seem to surround it!\This is what I think-\If we pretend this bottle of ink is the wire,\when I run electricity through it,\it releases its power in a certain direction. response:	Its power?
context: It's like they're surrounding the wire!\Yes! They don't all turn the same way.\They seem to surround it!\This is what I think-\If we pretend this bottle of ink is the wire,\when I run electricity through it,\it releases its power in a certain direction.\Its power? response:	In other words, magnetism.
context: Yes! They don't all turn the same way.\They seem to surround it!\This is what I think-\If we pretend this bottle of ink is the wire,\when I run electricity through it,\it releases its power in a certain direction.\Its power?\In other words, magnetism. response:	Magnetism?
context: They seem to surround it!\This is what I think-\If we pretend this bottle of ink is the wire,\when I run electricity through it,\it releases its power in a certain direction.\Its power?\In other words, magnetism.\Magnetism? response:	Now, attention, please!
context: This is what I think-\If we pretend this bottle of ink is the wire,\when I run electricity through it,\it releases its power in a certain direction.\Its power?\In other words, magnetism.\Magnetism?\Now, attention, please! response:	Magnets and an electrified copper wire.
context: If we pretend this bottle of ink is the wire,\when I run electricity through it,\it releases its power in a certain direction.\Its power?\In other words, magnetism.\Magnetism?\Now, attention, please!\Magnets and an electrified copper wire. response:	When their powers interact,
context: when I run electricity through it,\it releases its power in a certain direction.\Its power?\In other words, magnetism.\Magnetism?\Now, attention, please!\Magnets and an electrified copper wire.\When their powers interact, response:	what phenomenon will we see?
context: it releases its power in a certain direction.\Its power?\In other words, magnetism.\Magnetism?\Now, attention, please!\Magnets and an electrified copper wire.\When their powers interact,\what phenomenon will we see? response:	Let's have a look!
context: Its power?\In other words, magnetism.\Magnetism?\Now, attention, please!\Magnets and an electrified copper wire.\When their powers interact,\what phenomenon will we see?\Let's have a look! response:	It's moving!
context: In other words, magnetism.\Magnetism?\Now, attention, please!\Magnets and an electrified copper wire.\When their powers interact,\what phenomenon will we see?\Let's have a look!\It's moving! response:	Wow...
context: Magnetism?\Now, attention, please!\Magnets and an electrified copper wire.\When their powers interact,\what phenomenon will we see?\Let's have a look!\It's moving!\Wow... response:	Do you see it?
context: Now, attention, please!\Magnets and an electrified copper wire.\When their powers interact,\what phenomenon will we see?\Let's have a look!\It's moving!\Wow...\Do you see it? response:	See what?
context: Magnets and an electrified copper wire.\When their powers interact,\what phenomenon will we see?\Let's have a look!\It's moving!\Wow...\Do you see it?\See what? response:	The power emitted by the wire,
context: When their powers interact,\what phenomenon will we see?\Let's have a look!\It's moving!\Wow...\Do you see it?\See what?\The power emitted by the wire, response:	and the power of the magnet interacting with it.
context: what phenomenon will we see?\Let's have a look!\It's moving!\Wow...\Do you see it?\See what?\The power emitted by the wire,\and the power of the magnet interacting with it. response:	You're right!
context: Let's have a look!\It's moving!\Wow...\Do you see it?\See what?\The power emitted by the wire,\and the power of the magnet interacting with it.\You're right! response:	I think I can see it!
context: It's moving!\Wow...\Do you see it?\See what?\The power emitted by the wire,\and the power of the magnet interacting with it.\You're right!\I think I can see it! response:	Science is amazing!
context: Wow...\Do you see it?\See what?\The power emitted by the wire,\and the power of the magnet interacting with it.\You're right!\I think I can see it!\Science is amazing! response:	The lightning rod reduced damage caused by lightning.
context: Do you see it?\See what?\The power emitted by the wire,\and the power of the magnet interacting with it.\You're right!\I think I can see it!\Science is amazing!\The lightning rod reduced damage caused by lightning. response:	And the voltaic pile...
context: See what?\The power emitted by the wire,\and the power of the magnet interacting with it.\You're right!\I think I can see it!\Science is amazing!\The lightning rod reduced damage caused by lightning.\And the voltaic pile... response:	What is it?
context: The power emitted by the wire,\and the power of the magnet interacting with it.\You're right!\I think I can see it!\Science is amazing!\The lightning rod reduced damage caused by lightning.\And the voltaic pile...\What is it? response:	Sir Davy?
context: and the power of the magnet interacting with it.\You're right!\I think I can see it!\Science is amazing!\The lightning rod reduced damage caused by lightning.\And the voltaic pile...\What is it?\Sir Davy? response:	I stopped by the publisher, and they showed me this!
context: You're right!\I think I can see it!\Science is amazing!\The lightning rod reduced damage caused by lightning.\And the voltaic pile...\What is it?\Sir Davy?\I stopped by the publisher, and they showed me this! response:	This is...
context: I think I can see it!\Science is amazing!\The lightning rod reduced damage caused by lightning.\And the voltaic pile...\What is it?\Sir Davy?\I stopped by the publisher, and they showed me this!\This is... response:	You read it?
context: Science is amazing!\The lightning rod reduced damage caused by lightning.\And the voltaic pile...\What is it?\Sir Davy?\I stopped by the publisher, and they showed me this!\This is...\You read it? response:	This is an outrage!
context: The lightning rod reduced damage caused by lightning.\And the voltaic pile...\What is it?\Sir Davy?\I stopped by the publisher, and they showed me this!\This is...\You read it?\This is an outrage! response:	What?
context: And the voltaic pile...\What is it?\Sir Davy?\I stopped by the publisher, and they showed me this!\This is...\You read it?\This is an outrage!\What? response:	This is one of the experiments
context: What is it?\Sir Davy?\I stopped by the publisher, and they showed me this!\This is...\You read it?\This is an outrage!\What?\This is one of the experiments response:	that Dr. Wollaston and I carried out to devise an electric motor!
context: Sir Davy?\I stopped by the publisher, and they showed me this!\This is...\You read it?\This is an outrage!\What?\This is one of the experiments\that Dr. Wollaston and I carried out to devise an electric motor! response:	Y-Yes, sir.
context: I stopped by the publisher, and they showed me this!\This is...\You read it?\This is an outrage!\What?\This is one of the experiments\that Dr. Wollaston and I carried out to devise an electric motor!\Y-Yes, sir. response:	But you stopped the experiment, so I...
context: This is...\You read it?\This is an outrage!\What?\This is one of the experiments\that Dr. Wollaston and I carried out to devise an electric motor!\Y-Yes, sir.\But you stopped the experiment, so I... response:	When did I give you permission to do experiments?
context: You read it?\This is an outrage!\What?\This is one of the experiments\that Dr. Wollaston and I carried out to devise an electric motor!\Y-Yes, sir.\But you stopped the experiment, so I...\When did I give you permission to do experiments? response:	These experimental results and your thesis...
context: This is an outrage!\What?\This is one of the experiments\that Dr. Wollaston and I carried out to devise an electric motor!\Y-Yes, sir.\But you stopped the experiment, so I...\When did I give you permission to do experiments?\These experimental results and your thesis... response:	They're both stolen from our research!
context: What?\This is one of the experiments\that Dr. Wollaston and I carried out to devise an electric motor!\Y-Yes, sir.\But you stopped the experiment, so I...\When did I give you permission to do experiments?\These experimental results and your thesis...\They're both stolen from our research! response:	Sir... Davy...
context: This is one of the experiments\that Dr. Wollaston and I carried out to devise an electric motor!\Y-Yes, sir.\But you stopped the experiment, so I...\When did I give you permission to do experiments?\These experimental results and your thesis...\They're both stolen from our research!\Sir... Davy... response:	Hey!
context: that Dr. Wollaston and I carried out to devise an electric motor!\Y-Yes, sir.\But you stopped the experiment, so I...\When did I give you permission to do experiments?\These experimental results and your thesis...\They're both stolen from our research!\Sir... Davy...\Hey! response:	Huh? The time limit's up already?
context: Y-Yes, sir.\But you stopped the experiment, so I...\When did I give you permission to do experiments?\These experimental results and your thesis...\They're both stolen from our research!\Sir... Davy...\Hey!\Huh? The time limit's up already? response:	No way!
context: But you stopped the experiment, so I...\When did I give you permission to do experiments?\These experimental results and your thesis...\They're both stolen from our research!\Sir... Davy...\Hey!\Huh? The time limit's up already?\No way! response:	Now, of all times?
context: When did I give you permission to do experiments?\These experimental results and your thesis...\They're both stolen from our research!\Sir... Davy...\Hey!\Huh? The time limit's up already?\No way!\Now, of all times? response:	What do we do about them?
context: These experimental results and your thesis...\They're both stolen from our research!\Sir... Davy...\Hey!\Huh? The time limit's up already?\No way!\Now, of all times?\What do we do about them? response:	D-Don't ask me...
context: They're both stolen from our research!\Sir... Davy...\Hey!\Huh? The time limit's up already?\No way!\Now, of all times?\What do we do about them?\D-Don't ask me... response:	An overload?
context: Sir... Davy...\Hey!\Huh? The time limit's up already?\No way!\Now, of all times?\What do we do about them?\D-Don't ask me...\An overload? response:	You'll be dealt with in an appropriate manner.
context: Hey!\Huh? The time limit's up already?\No way!\Now, of all times?\What do we do about them?\D-Don't ask me...\An overload?\You'll be dealt with in an appropriate manner. response:	Be prepared!
context: Huh? The time limit's up already?\No way!\Now, of all times?\What do we do about them?\D-Don't ask me...\An overload?\You'll be dealt with in an appropriate manner.\Be prepared! response:	Wait, sir!
context: No way!\Now, of all times?\What do we do about them?\D-Don't ask me...\An overload?\You'll be dealt with in an appropriate manner.\Be prepared!\Wait, sir! response:	Sir!
context: Now, of all times?\What do we do about them?\D-Don't ask me...\An overload?\You'll be dealt with in an appropriate manner.\Be prepared!\Wait, sir!\Sir! response:	Sir...
context: What do we do about them?\D-Don't ask me...\An overload?\You'll be dealt with in an appropriate manner.\Be prepared!\Wait, sir!\Sir!\Sir... response:	Huh?
context: D-Don't ask me...\An overload?\You'll be dealt with in an appropriate manner.\Be prepared!\Wait, sir!\Sir!\Sir...\Huh? response:	Where's Mari?
context: An overload?\You'll be dealt with in an appropriate manner.\Be prepared!\Wait, sir!\Sir!\Sir...\Huh?\Where's Mari? response:	No way!
context: You'll be dealt with in an appropriate manner.\Be prepared!\Wait, sir!\Sir!\Sir...\Huh?\Where's Mari?\No way! response:	I'm back!
context: Be prepared!\Wait, sir!\Sir!\Sir...\Huh?\Where's Mari?\No way!\I'm back! response:	Mari? Where's Waka?
context: Wait, sir!\Sir!\Sir...\Huh?\Where's Mari?\No way!\I'm back!\Mari? Where's Waka? response:	Huh?
context: Sir!\Sir...\Huh?\Where's Mari?\No way!\I'm back!\Mari? Where's Waka?\Huh? response:	No, no, no, no, no, no way!
context: Sir...\Huh?\Where's Mari?\No way!\I'm back!\Mari? Where's Waka?\Huh?\No, no, no, no, no, no way! response:	I came back by myself?!
context: Huh?\Where's Mari?\No way!\I'm back!\Mari? Where's Waka?\Huh?\No, no, no, no, no, no way!\I came back by myself?! response:	It must have something to do with the system overload.
context: Where's Mari?\No way!\I'm back!\Mari? Where's Waka?\Huh?\No, no, no, no, no, no way!\I came back by myself?!\It must have something to do with the system overload. response:	At this rate, Waka will...
context: No way!\I'm back!\Mari? Where's Waka?\Huh?\No, no, no, no, no, no way!\I came back by myself?!\It must have something to do with the system overload.\At this rate, Waka will... response:	Don't worry, Shun!
context: I'm back!\Mari? Where's Waka?\Huh?\No, no, no, no, no, no way!\I came back by myself?!\It must have something to do with the system overload.\At this rate, Waka will...\Don't worry, Shun! response:	If she just turns the dial on the armillary compass, she can come back here!
context: Mari? Where's Waka?\Huh?\No, no, no, no, no, no way!\I came back by myself?!\It must have something to do with the system overload.\At this rate, Waka will...\Don't worry, Shun!\If she just turns the dial on the armillary compass, she can come back here! response:	I see.
context: Huh?\No, no, no, no, no, no way!\I came back by myself?!\It must have something to do with the system overload.\At this rate, Waka will...\Don't worry, Shun!\If she just turns the dial on the armillary compass, she can come back here!\I see. response:	And Waka knows that, right?
