context: What's happened so far! response:	This is our sister,
context: Here. I'm no match for you.\You're just so extreme.\Sorry, okay?\He's back to normal.\I have a past that I don't want touched.\You touched it without realizing it.\Your existence caused problems for me.\I realized it, response:	so I tried to run away.
context: You're just so extreme.\Sorry, okay?\He's back to normal.\I have a past that I don't want touched.\You touched it without realizing it.\Your existence caused problems for me.\I realized it,\so I tried to run away. response:	Even though it's not your fault.
context: Sorry, okay?\He's back to normal.\I have a past that I don't want touched.\You touched it without realizing it.\Your existence caused problems for me.\I realized it,\so I tried to run away.\Even though it's not your fault. response:	I first noticed during our study meeting when we went to your place.
context: He's back to normal.\I have a past that I don't want touched.\You touched it without realizing it.\Your existence caused problems for me.\I realized it,\so I tried to run away.\Even though it's not your fault.\I first noticed during our study meeting when we went to your place. response:	I thought, It's so different from my place.
context: I have a past that I don't want touched.\You touched it without realizing it.\Your existence caused problems for me.\I realized it,\so I tried to run away.\Even though it's not your fault.\I first noticed during our study meeting when we went to your place.\I thought, It's so different from my place. response:	So this is what a normal family is like...
context: You touched it without realizing it.\Your existence caused problems for me.\I realized it,\so I tried to run away.\Even though it's not your fault.\I first noticed during our study meeting when we went to your place.\I thought, It's so different from my place.\So this is what a normal family is like... response:	See, I'm adopted.
context: Your existence caused problems for me.\I realized it,\so I tried to run away.\Even though it's not your fault.\I first noticed during our study meeting when we went to your place.\I thought, It's so different from my place.\So this is what a normal family is like...\See, I'm adopted. response:	My current father is my real father's oldest brother,
context: I realized it,\so I tried to run away.\Even though it's not your fault.\I first noticed during our study meeting when we went to your place.\I thought, It's so different from my place.\So this is what a normal family is like...\See, I'm adopted.\My current father is my real father's oldest brother, response:	my uncle.
context: so I tried to run away.\Even though it's not your fault.\I first noticed during our study meeting when we went to your place.\I thought, It's so different from my place.\So this is what a normal family is like...\See, I'm adopted.\My current father is my real father's oldest brother,\my uncle. response:	I really love my current parents.
context: Even though it's not your fault.\I first noticed during our study meeting when we went to your place.\I thought, It's so different from my place.\So this is what a normal family is like...\See, I'm adopted.\My current father is my real father's oldest brother,\my uncle.\I really love my current parents. response:	But I could never say or do anything I wanted,
context: I first noticed during our study meeting when we went to your place.\I thought, It's so different from my place.\So this is what a normal family is like...\See, I'm adopted.\My current father is my real father's oldest brother,\my uncle.\I really love my current parents.\But I could never say or do anything I wanted, response:	Like you can in your family.
context: I thought, It's so different from my place.\So this is what a normal family is like...\See, I'm adopted.\My current father is my real father's oldest brother,\my uncle.\I really love my current parents.\But I could never say or do anything I wanted,\Like you can in your family. response:	I was forced to realize that.
context: So this is what a normal family is like...\See, I'm adopted.\My current father is my real father's oldest brother,\my uncle.\I really love my current parents.\But I could never say or do anything I wanted,\Like you can in your family.\I was forced to realize that. response:	It seems that my real parents
context: See, I'm adopted.\My current father is my real father's oldest brother,\my uncle.\I really love my current parents.\But I could never say or do anything I wanted,\Like you can in your family.\I was forced to realize that.\It seems that my real parents response:	were really rotten people.
context: My current father is my real father's oldest brother,\my uncle.\I really love my current parents.\But I could never say or do anything I wanted,\Like you can in your family.\I was forced to realize that.\It seems that my real parents\were really rotten people. response:	Stealing and extortion were nothing new to them.
context: my uncle.\I really love my current parents.\But I could never say or do anything I wanted,\Like you can in your family.\I was forced to realize that.\It seems that my real parents\were really rotten people.\Stealing and extortion were nothing new to them. response:	In the end, they vanished, leaving a huge debt...
context: I really love my current parents.\But I could never say or do anything I wanted,\Like you can in your family.\I was forced to realize that.\It seems that my real parents\were really rotten people.\Stealing and extortion were nothing new to them.\In the end, they vanished, leaving a huge debt... response:	I'm sure they were the shame of the family.
context: But I could never say or do anything I wanted,\Like you can in your family.\I was forced to realize that.\It seems that my real parents\were really rotten people.\Stealing and extortion were nothing new to them.\In the end, they vanished, leaving a huge debt...\I'm sure they were the shame of the family. response:	After my parents abandoned me,
context: Like you can in your family.\I was forced to realize that.\It seems that my real parents\were really rotten people.\Stealing and extortion were nothing new to them.\In the end, they vanished, leaving a huge debt...\I'm sure they were the shame of the family.\After my parents abandoned me, response:	the heads of the family gathered.
context: I was forced to realize that.\It seems that my real parents\were really rotten people.\Stealing and extortion were nothing new to them.\In the end, they vanished, leaving a huge debt...\I'm sure they were the shame of the family.\After my parents abandoned me,\the heads of the family gathered. response:	I bet they thought a kid wouldn't understand.
context: It seems that my real parents\were really rotten people.\Stealing and extortion were nothing new to them.\In the end, they vanished, leaving a huge debt...\I'm sure they were the shame of the family.\After my parents abandoned me,\the heads of the family gathered.\I bet they thought a kid wouldn't understand. response:	That a kid born from such parents would never amount to anything.
context: were really rotten people.\Stealing and extortion were nothing new to them.\In the end, they vanished, leaving a huge debt...\I'm sure they were the shame of the family.\After my parents abandoned me,\the heads of the family gathered.\I bet they thought a kid wouldn't understand.\That a kid born from such parents would never amount to anything. response:	So,
context: Stealing and extortion were nothing new to them.\In the end, they vanished, leaving a huge debt...\I'm sure they were the shame of the family.\After my parents abandoned me,\the heads of the family gathered.\I bet they thought a kid wouldn't understand.\That a kid born from such parents would never amount to anything.\So, response:	I had to become a perfectly flawless person.
context: In the end, they vanished, leaving a huge debt...\I'm sure they were the shame of the family.\After my parents abandoned me,\the heads of the family gathered.\I bet they thought a kid wouldn't understand.\That a kid born from such parents would never amount to anything.\So,\I had to become a perfectly flawless person. response:	I HAD to.
context: I'm sure they were the shame of the family.\After my parents abandoned me,\the heads of the family gathered.\I bet they thought a kid wouldn't understand.\That a kid born from such parents would never amount to anything.\So,\I had to become a perfectly flawless person.\I HAD to. response:	For my own pride,
context: After my parents abandoned me,\the heads of the family gathered.\I bet they thought a kid wouldn't understand.\That a kid born from such parents would never amount to anything.\So,\I had to become a perfectly flawless person.\I HAD to.\For my own pride, response:	and for the parents who raised me.
context: the heads of the family gathered.\I bet they thought a kid wouldn't understand.\That a kid born from such parents would never amount to anything.\So,\I had to become a perfectly flawless person.\I HAD to.\For my own pride,\and for the parents who raised me. response:	I was satisfied with the way I was... this person I created.
context: I bet they thought a kid wouldn't understand.\That a kid born from such parents would never amount to anything.\So,\I had to become a perfectly flawless person.\I HAD to.\For my own pride,\and for the parents who raised me.\I was satisfied with the way I was... this person I created. response:	Until I met you, Miyazawa.
context: That a kid born from such parents would never amount to anything.\So,\I had to become a perfectly flawless person.\I HAD to.\For my own pride,\and for the parents who raised me.\I was satisfied with the way I was... this person I created.\Until I met you, Miyazawa. response:	Why was it you?
context: So,\I had to become a perfectly flawless person.\I HAD to.\For my own pride,\and for the parents who raised me.\I was satisfied with the way I was... this person I created.\Until I met you, Miyazawa.\Why was it you? response:	At first I thought I liked you because you were just like me.
context: I had to become a perfectly flawless person.\I HAD to.\For my own pride,\and for the parents who raised me.\I was satisfied with the way I was... this person I created.\Until I met you, Miyazawa.\Why was it you?\At first I thought I liked you because you were just like me. response:	But, the more I got to know you,
context: I HAD to.\For my own pride,\and for the parents who raised me.\I was satisfied with the way I was... this person I created.\Until I met you, Miyazawa.\Why was it you?\At first I thought I liked you because you were just like me.\But, the more I got to know you, response:	I found myself being influenced.
context: For my own pride,\and for the parents who raised me.\I was satisfied with the way I was... this person I created.\Until I met you, Miyazawa.\Why was it you?\At first I thought I liked you because you were just like me.\But, the more I got to know you,\I found myself being influenced. response:	I really hadn't known about that side of me.
context: and for the parents who raised me.\I was satisfied with the way I was... this person I created.\Until I met you, Miyazawa.\Why was it you?\At first I thought I liked you because you were just like me.\But, the more I got to know you,\I found myself being influenced.\I really hadn't known about that side of me. response:	At that point,
context: I was satisfied with the way I was... this person I created.\Until I met you, Miyazawa.\Why was it you?\At first I thought I liked you because you were just like me.\But, the more I got to know you,\I found myself being influenced.\I really hadn't known about that side of me.\At that point, response:	it occurred to me.
context: Until I met you, Miyazawa.\Why was it you?\At first I thought I liked you because you were just like me.\But, the more I got to know you,\I found myself being influenced.\I really hadn't known about that side of me.\At that point,\it occurred to me. response:	Could it be that what I had believed was me until then...
context: Why was it you?\At first I thought I liked you because you were just like me.\But, the more I got to know you,\I found myself being influenced.\I really hadn't known about that side of me.\At that point,\it occurred to me.\Could it be that what I had believed was me until then... response:	created through effort alone?
context: At first I thought I liked you because you were just like me.\But, the more I got to know you,\I found myself being influenced.\I really hadn't known about that side of me.\At that point,\it occurred to me.\Could it be that what I had believed was me until then...\created through effort alone? response:	Was there another real
context: But, the more I got to know you,\I found myself being influenced.\I really hadn't known about that side of me.\At that point,\it occurred to me.\Could it be that what I had believed was me until then...\created through effort alone?\Was there another real response:	me somewhere inside?
context: I found myself being influenced.\I really hadn't known about that side of me.\At that point,\it occurred to me.\Could it be that what I had believed was me until then...\created through effort alone?\Was there another real\me somewhere inside? response:	I thought, This is bad.
context: I really hadn't known about that side of me.\At that point,\it occurred to me.\Could it be that what I had believed was me until then...\created through effort alone?\Was there another real\me somewhere inside?\I thought, This is bad. response:	I never should have realized that.
context: At that point,\it occurred to me.\Could it be that what I had believed was me until then...\created through effort alone?\Was there another real\me somewhere inside?\I thought, This is bad.\I never should have realized that. response:	You lit up one mask after another.
context: it occurred to me.\Could it be that what I had believed was me until then...\created through effort alone?\Was there another real\me somewhere inside?\I thought, This is bad.\I never should have realized that.\You lit up one mask after another. response:	You were like the light to me...
context: Could it be that what I had believed was me until then...\created through effort alone?\Was there another real\me somewhere inside?\I thought, This is bad.\I never should have realized that.\You lit up one mask after another.\You were like the light to me... response:	Light shining through the darkness.
context: created through effort alone?\Was there another real\me somewhere inside?\I thought, This is bad.\I never should have realized that.\You lit up one mask after another.\You were like the light to me...\Light shining through the darkness. response:	Just by its existence,
context: Was there another real\me somewhere inside?\I thought, This is bad.\I never should have realized that.\You lit up one mask after another.\You were like the light to me...\Light shining through the darkness.\Just by its existence, response:	Light clearly reveals where darkness is.
context: me somewhere inside?\I thought, This is bad.\I never should have realized that.\You lit up one mask after another.\You were like the light to me...\Light shining through the darkness.\Just by its existence,\Light clearly reveals where darkness is. response:	The darkness inside my heart.
context: I thought, This is bad.\I never should have realized that.\You lit up one mask after another.\You were like the light to me...\Light shining through the darkness.\Just by its existence,\Light clearly reveals where darkness is.\The darkness inside my heart. response:	To be honest, I resented you.
context: I never should have realized that.\You lit up one mask after another.\You were like the light to me...\Light shining through the darkness.\Just by its existence,\Light clearly reveals where darkness is.\The darkness inside my heart.\To be honest, I resented you. response:	So I tried to get away from you.
context: You lit up one mask after another.\You were like the light to me...\Light shining through the darkness.\Just by its existence,\Light clearly reveals where darkness is.\The darkness inside my heart.\To be honest, I resented you.\So I tried to get away from you. response:	Why?
context: You were like the light to me...\Light shining through the darkness.\Just by its existence,\Light clearly reveals where darkness is.\The darkness inside my heart.\To be honest, I resented you.\So I tried to get away from you.\Why? response:	You found your real self, didn't you?
context: Light shining through the darkness.\Just by its existence,\Light clearly reveals where darkness is.\The darkness inside my heart.\To be honest, I resented you.\So I tried to get away from you.\Why?\You found your real self, didn't you? response:	Then why can't you be honest?
context: Just by its existence,\Light clearly reveals where darkness is.\The darkness inside my heart.\To be honest, I resented you.\So I tried to get away from you.\Why?\You found your real self, didn't you?\Then why can't you be honest? response:	Why do you try to hide it?
context: Light clearly reveals where darkness is.\The darkness inside my heart.\To be honest, I resented you.\So I tried to get away from you.\Why?\You found your real self, didn't you?\Then why can't you be honest?\Why do you try to hide it? response:	What if I'm a terrible person?!
context: The darkness inside my heart.\To be honest, I resented you.\So I tried to get away from you.\Why?\You found your real self, didn't you?\Then why can't you be honest?\Why do you try to hide it?\What if I'm a terrible person?! response:	If I inherited my parents' blood...
context: To be honest, I resented you.\So I tried to get away from you.\Why?\You found your real self, didn't you?\Then why can't you be honest?\Why do you try to hide it?\What if I'm a terrible person?!\If I inherited my parents' blood... response:	I'm afraid of my blood.
context: So I tried to get away from you.\Why?\You found your real self, didn't you?\Then why can't you be honest?\Why do you try to hide it?\What if I'm a terrible person?!\If I inherited my parents' blood...\I'm afraid of my blood. response:	I can't become a good-for-nothing!
context: Why?\You found your real self, didn't you?\Then why can't you be honest?\Why do you try to hide it?\What if I'm a terrible person?!\If I inherited my parents' blood...\I'm afraid of my blood.\I can't become a good-for-nothing! response:	For my father...and my mother...
context: You found your real self, didn't you?\Then why can't you be honest?\Why do you try to hide it?\What if I'm a terrible person?!\If I inherited my parents' blood...\I'm afraid of my blood.\I can't become a good-for-nothing!\For my father...and my mother... response:	You really like your
context: Then why can't you be honest?\Why do you try to hide it?\What if I'm a terrible person?!\If I inherited my parents' blood...\I'm afraid of my blood.\I can't become a good-for-nothing!\For my father...and my mother...\You really like your response:	current parents, don't you.
context: Why do you try to hide it?\What if I'm a terrible person?!\If I inherited my parents' blood...\I'm afraid of my blood.\I can't become a good-for-nothing!\For my father...and my mother...\You really like your\current parents, don't you. response:	But, Arima...
context: What if I'm a terrible person?!\If I inherited my parents' blood...\I'm afraid of my blood.\I can't become a good-for-nothing!\For my father...and my mother...\You really like your\current parents, don't you.\But, Arima... response:	stressing yourself like this,
context: If I inherited my parents' blood...\I'm afraid of my blood.\I can't become a good-for-nothing!\For my father...and my mother...\You really like your\current parents, don't you.\But, Arima...\stressing yourself like this, response:	they'll never become your real family.
context: I'm afraid of my blood.\I can't become a good-for-nothing!\For my father...and my mother...\You really like your\current parents, don't you.\But, Arima...\stressing yourself like this,\they'll never become your real family. response:	Real families and friends love you,
context: I can't become a good-for-nothing!\For my father...and my mother...\You really like your\current parents, don't you.\But, Arima...\stressing yourself like this,\they'll never become your real family.\Real families and friends love you, response:	even if they know your faults.
context: For my father...and my mother...\You really like your\current parents, don't you.\But, Arima...\stressing yourself like this,\they'll never become your real family.\Real families and friends love you,\even if they know your faults. response:	I love him.
context: You really like your\current parents, don't you.\But, Arima...\stressing yourself like this,\they'll never become your real family.\Real families and friends love you,\even if they know your faults.\I love him. response:	He wants to protect those whom
context: current parents, don't you.\But, Arima...\stressing yourself like this,\they'll never become your real family.\Real families and friends love you,\even if they know your faults.\I love him.\He wants to protect those whom response:	he loves so much that he hurts himself.
context: But, Arima...\stressing yourself like this,\they'll never become your real family.\Real families and friends love you,\even if they know your faults.\I love him.\He wants to protect those whom\he loves so much that he hurts himself. response:	Miyazawa...
context: stressing yourself like this,\they'll never become your real family.\Real families and friends love you,\even if they know your faults.\I love him.\He wants to protect those whom\he loves so much that he hurts himself.\Miyazawa... response:	What the hell did you do that for?!
context: they'll never become your real family.\Real families and friends love you,\even if they know your faults.\I love him.\He wants to protect those whom\he loves so much that he hurts himself.\Miyazawa...\What the hell did you do that for?! response:	This is the real Arima.
context: Real families and friends love you,\even if they know your faults.\I love him.\He wants to protect those whom\he loves so much that he hurts himself.\Miyazawa...\What the hell did you do that for?!\This is the real Arima. response:	Don't worry. You're not a good-for-nothing.
context: even if they know your faults.\I love him.\He wants to protect those whom\he loves so much that he hurts himself.\Miyazawa...\What the hell did you do that for?!\This is the real Arima.\Don't worry. You're not a good-for-nothing. response:	I like this Arima better.
context: I love him.\He wants to protect those whom\he loves so much that he hurts himself.\Miyazawa...\What the hell did you do that for?!\This is the real Arima.\Don't worry. You're not a good-for-nothing.\I like this Arima better. response:	What did you think I was gonna do?
context: He wants to protect those whom\he loves so much that he hurts himself.\Miyazawa...\What the hell did you do that for?!\This is the real Arima.\Don't worry. You're not a good-for-nothing.\I like this Arima better.\What did you think I was gonna do? response:	Kiss you? Yeah, right!
context: he loves so much that he hurts himself.\Miyazawa...\What the hell did you do that for?!\This is the real Arima.\Don't worry. You're not a good-for-nothing.\I like this Arima better.\What did you think I was gonna do?\Kiss you? Yeah, right! response:	Not on your life!
context: Miyazawa...\What the hell did you do that for?!\This is the real Arima.\Don't worry. You're not a good-for-nothing.\I like this Arima better.\What did you think I was gonna do?\Kiss you? Yeah, right!\Not on your life! response:	The real Arima wanted
context: What the hell did you do that for?!\This is the real Arima.\Don't worry. You're not a good-for-nothing.\I like this Arima better.\What did you think I was gonna do?\Kiss you? Yeah, right!\Not on your life!\The real Arima wanted response:	to come outside...
context: This is the real Arima.\Don't worry. You're not a good-for-nothing.\I like this Arima better.\What did you think I was gonna do?\Kiss you? Yeah, right!\Not on your life!\The real Arima wanted\to come outside... response:	He wanted to take off his mask and
context: Don't worry. You're not a good-for-nothing.\I like this Arima better.\What did you think I was gonna do?\Kiss you? Yeah, right!\Not on your life!\The real Arima wanted\to come outside...\He wanted to take off his mask and response:	show his face to the world.
context: I like this Arima better.\What did you think I was gonna do?\Kiss you? Yeah, right!\Not on your life!\The real Arima wanted\to come outside...\He wanted to take off his mask and\show his face to the world. response:	And he found me.
context: What did you think I was gonna do?\Kiss you? Yeah, right!\Not on your life!\The real Arima wanted\to come outside...\He wanted to take off his mask and\show his face to the world.\And he found me. response:	What was hiding inside you discovered
context: Kiss you? Yeah, right!\Not on your life!\The real Arima wanted\to come outside...\He wanted to take off his mask and\show his face to the world.\And he found me.\What was hiding inside you discovered response:	what I was hiding inside me.
context: Not on your life!\The real Arima wanted\to come outside...\He wanted to take off his mask and\show his face to the world.\And he found me.\What was hiding inside you discovered\what I was hiding inside me. response:	I think that's wonderful.
context: The real Arima wanted\to come outside...\He wanted to take off his mask and\show his face to the world.\And he found me.\What was hiding inside you discovered\what I was hiding inside me.\I think that's wonderful. response:	Have more confidence!
context: to come outside...\He wanted to take off his mask and\show his face to the world.\And he found me.\What was hiding inside you discovered\what I was hiding inside me.\I think that's wonderful.\Have more confidence! response:	Arima's a good guy!
context: He wanted to take off his mask and\show his face to the world.\And he found me.\What was hiding inside you discovered\what I was hiding inside me.\I think that's wonderful.\Have more confidence!\Arima's a good guy! response:	I've decided.
context: show his face to the world.\And he found me.\What was hiding inside you discovered\what I was hiding inside me.\I think that's wonderful.\Have more confidence!\Arima's a good guy!\I've decided. response:	I'm going to throw away my model student mask.
context: And he found me.\What was hiding inside you discovered\what I was hiding inside me.\I think that's wonderful.\Have more confidence!\Arima's a good guy!\I've decided.\I'm going to throw away my model student mask. response:	I'm going to live for my own sake from now on.
context: What was hiding inside you discovered\what I was hiding inside me.\I think that's wonderful.\Have more confidence!\Arima's a good guy!\I've decided.\I'm going to throw away my model student mask.\I'm going to live for my own sake from now on. response:	So I can like who I am. How about you?
context: what I was hiding inside me.\I think that's wonderful.\Have more confidence!\Arima's a good guy!\I've decided.\I'm going to throw away my model student mask.\I'm going to live for my own sake from now on.\So I can like who I am. How about you? response:	I'm glad you're here.
context: I think that's wonderful.\Have more confidence!\Arima's a good guy!\I've decided.\I'm going to throw away my model student mask.\I'm going to live for my own sake from now on.\So I can like who I am. How about you?\I'm glad you're here. response:	Me, too.
context: Have more confidence!\Arima's a good guy!\I've decided.\I'm going to throw away my model student mask.\I'm going to live for my own sake from now on.\So I can like who I am. How about you?\I'm glad you're here.\Me, too. response:	And what happened to us after that?
context: Arima's a good guy!\I've decided.\I'm going to throw away my model student mask.\I'm going to live for my own sake from now on.\So I can like who I am. How about you?\I'm glad you're here.\Me, too.\And what happened to us after that? response:	Of course, we became great friends.
context: I've decided.\I'm going to throw away my model student mask.\I'm going to live for my own sake from now on.\So I can like who I am. How about you?\I'm glad you're here.\Me, too.\And what happened to us after that?\Of course, we became great friends. response:	Living honestly to ourselves has become our motto, but...
context: I'm going to throw away my model student mask.\I'm going to live for my own sake from now on.\So I can like who I am. How about you?\I'm glad you're here.\Me, too.\And what happened to us after that?\Of course, we became great friends.\Living honestly to ourselves has become our motto, but... response:	M:Arima! A:Don't hurt me!
context: I'm going to live for my own sake from now on.\So I can like who I am. How about you?\I'm glad you're here.\Me, too.\And what happened to us after that?\Of course, we became great friends.\Living honestly to ourselves has become our motto, but...\M:Arima! A:Don't hurt me! response:	Pretending they didn't see
context: So I can like who I am. How about you?\I'm glad you're here.\Me, too.\And what happened to us after that?\Of course, we became great friends.\Living honestly to ourselves has become our motto, but...\M:Arima! A:Don't hurt me!\Pretending they didn't see response:	We both have to laugh at them.
context: I'm glad you're here.\Me, too.\And what happened to us after that?\Of course, we became great friends.\Living honestly to ourselves has become our motto, but...\M:Arima! A:Don't hurt me!\Pretending they didn't see\We both have to laugh at them. response:	But I've gotten strangely self-conscious about my love,
context: Me, too.\And what happened to us after that?\Of course, we became great friends.\Living honestly to ourselves has become our motto, but...\M:Arima! A:Don't hurt me!\Pretending they didn't see\We both have to laugh at them.\But I've gotten strangely self-conscious about my love, response:	and my heart is in turmoil.
context: And what happened to us after that?\Of course, we became great friends.\Living honestly to ourselves has become our motto, but...\M:Arima! A:Don't hurt me!\Pretending they didn't see\We both have to laugh at them.\But I've gotten strangely self-conscious about my love,\and my heart is in turmoil. response:	Darn, I should've taken him up on his offer
context: Of course, we became great friends.\Living honestly to ourselves has become our motto, but...\M:Arima! A:Don't hurt me!\Pretending they didn't see\We both have to laugh at them.\But I've gotten strangely self-conscious about my love,\and my heart is in turmoil.\Darn, I should've taken him up on his offer response:	when I had the chance.
context: Living honestly to ourselves has become our motto, but...\M:Arima! A:Don't hurt me!\Pretending they didn't see\We both have to laugh at them.\But I've gotten strangely self-conscious about my love,\and my heart is in turmoil.\Darn, I should've taken him up on his offer\when I had the chance. response:	I guess we'll have to just stay friends for the time being...
context: M:Arima! A:Don't hurt me!\Pretending they didn't see\We both have to laugh at them.\But I've gotten strangely self-conscious about my love,\and my heart is in turmoil.\Darn, I should've taken him up on his offer\when I had the chance.\I guess we'll have to just stay friends for the time being... response:	But one day while we were talking,
context: Pretending they didn't see\We both have to laugh at them.\But I've gotten strangely self-conscious about my love,\and my heart is in turmoil.\Darn, I should've taken him up on his offer\when I had the chance.\I guess we'll have to just stay friends for the time being...\But one day while we were talking, response:	Oh, yeah.
context: We both have to laugh at them.\But I've gotten strangely self-conscious about my love,\and my heart is in turmoil.\Darn, I should've taken him up on his offer\when I had the chance.\I guess we'll have to just stay friends for the time being...\But one day while we were talking,\Oh, yeah. response:	There's one part I really like about myself.
context: But I've gotten strangely self-conscious about my love,\and my heart is in turmoil.\Darn, I should've taken him up on his offer\when I had the chance.\I guess we'll have to just stay friends for the time being...\But one day while we were talking,\Oh, yeah.\There's one part I really like about myself. response:	You became weirder and weirder every day but my feelings for you never changed.
context: and my heart is in turmoil.\Darn, I should've taken him up on his offer\when I had the chance.\I guess we'll have to just stay friends for the time being...\But one day while we were talking,\Oh, yeah.\There's one part I really like about myself.\You became weirder and weirder every day but my feelings for you never changed. response:	I've really liked you the whole time.
context: Darn, I should've taken him up on his offer\when I had the chance.\I guess we'll have to just stay friends for the time being...\But one day while we were talking,\Oh, yeah.\There's one part I really like about myself.\You became weirder and weirder every day but my feelings for you never changed.\I've really liked you the whole time. response:	What'll happen next!
context: when I had the chance.\I guess we'll have to just stay friends for the time being...\But one day while we were talking,\Oh, yeah.\There's one part I really like about myself.\You became weirder and weirder every day but my feelings for you never changed.\I've really liked you the whole time.\What'll happen next! response:	Arima again tells lucky Sis
context: I guess we'll have to just stay friends for the time being...\But one day while we were talking,\Oh, yeah.\There's one part I really like about myself.\You became weirder and weirder every day but my feelings for you never changed.\I've really liked you the whole time.\What'll happen next!\Arima again tells lucky Sis response:	that he likes her.
context: But one day while we were talking,\Oh, yeah.\There's one part I really like about myself.\You became weirder and weirder every day but my feelings for you never changed.\I've really liked you the whole time.\What'll happen next!\Arima again tells lucky Sis\that he likes her. response:	But she gets so excited that she
context: Oh, yeah.\There's one part I really like about myself.\You became weirder and weirder every day but my feelings for you never changed.\I've really liked you the whole time.\What'll happen next!\Arima again tells lucky Sis\that he likes her.\But she gets so excited that she response:	Loses the chance to reciprocate!
context: There's one part I really like about myself.\You became weirder and weirder every day but my feelings for you never changed.\I've really liked you the whole time.\What'll happen next!\Arima again tells lucky Sis\that he likes her.\But she gets so excited that she\Loses the chance to reciprocate! response:	Will Sis finally be
context: You became weirder and weirder every day but my feelings for you never changed.\I've really liked you the whole time.\What'll happen next!\Arima again tells lucky Sis\that he likes her.\But she gets so excited that she\Loses the chance to reciprocate!\Will Sis finally be response:	able to confess her love?!
context: I've really liked you the whole time.\What'll happen next!\Arima again tells lucky Sis\that he likes her.\But she gets so excited that she\Loses the chance to reciprocate!\Will Sis finally be\able to confess her love?! response:	Her Problem.
