context: Good morning! response:	It's 8:15 on November 5th!
context: Not a chance!\Oh, there's our man.\On the right, hiding behind the front column.\But... How can you tell without even using a scanner?\A beast can sniff out another beast's scent.\Excuse me. Could we please measure your Psycho-Pass?\Whoa... It's looking pretty cloudy.\My assessment is that you require emergency therapy. response:	Please come with me.
context: Oh, there's our man.\On the right, hiding behind the front column.\But... How can you tell without even using a scanner?\A beast can sniff out another beast's scent.\Excuse me. Could we please measure your Psycho-Pass?\Whoa... It's looking pretty cloudy.\My assessment is that you require emergency therapy.\Please come with me. response:	What? Why?
context: On the right, hiding behind the front column.\But... How can you tell without even using a scanner?\A beast can sniff out another beast's scent.\Excuse me. Could we please measure your Psycho-Pass?\Whoa... It's looking pretty cloudy.\My assessment is that you require emergency therapy.\Please come with me.\What? Why? response:	I haven't done anything yet...
context: But... How can you tell without even using a scanner?\A beast can sniff out another beast's scent.\Excuse me. Could we please measure your Psycho-Pass?\Whoa... It's looking pretty cloudy.\My assessment is that you require emergency therapy.\Please come with me.\What? Why?\I haven't done anything yet... response:	So you really can identify latent criminals?
context: A beast can sniff out another beast's scent.\Excuse me. Could we please measure your Psycho-Pass?\Whoa... It's looking pretty cloudy.\My assessment is that you require emergency therapy.\Please come with me.\What? Why?\I haven't done anything yet...\So you really can identify latent criminals? response:	With experience, you'll intuitively know at first glance when someone's up to no good.
context: Excuse me. Could we please measure your Psycho-Pass?\Whoa... It's looking pretty cloudy.\My assessment is that you require emergency therapy.\Please come with me.\What? Why?\I haven't done anything yet...\So you really can identify latent criminals?\With experience, you'll intuitively know at first glance when someone's up to no good. response:	Committing crimes, or cracking down on them...
context: Whoa... It's looking pretty cloudy.\My assessment is that you require emergency therapy.\Please come with me.\What? Why?\I haven't done anything yet...\So you really can identify latent criminals?\With experience, you'll intuitively know at first glance when someone's up to no good.\Committing crimes, or cracking down on them... response:	Either way, they're talents that deal with criminal behavior.
context: My assessment is that you require emergency therapy.\Please come with me.\What? Why?\I haven't done anything yet...\So you really can identify latent criminals?\With experience, you'll intuitively know at first glance when someone's up to no good.\Committing crimes, or cracking down on them...\Either way, they're talents that deal with criminal behavior. response:	That's why my Crime Coefficient is so high.
context: Please come with me.\What? Why?\I haven't done anything yet...\So you really can identify latent criminals?\With experience, you'll intuitively know at first glance when someone's up to no good.\Committing crimes, or cracking down on them...\Either way, they're talents that deal with criminal behavior.\That's why my Crime Coefficient is so high. response:	Thanks to that, I'm now treated like a hunting dog who gets all the dirty work.
context: What? Why?\I haven't done anything yet...\So you really can identify latent criminals?\With experience, you'll intuitively know at first glance when someone's up to no good.\Committing crimes, or cracking down on them...\Either way, they're talents that deal with criminal behavior.\That's why my Crime Coefficient is so high.\Thanks to that, I'm now treated like a hunting dog who gets all the dirty work. response:	In the end...
context: I haven't done anything yet...\So you really can identify latent criminals?\With experience, you'll intuitively know at first glance when someone's up to no good.\Committing crimes, or cracking down on them...\Either way, they're talents that deal with criminal behavior.\That's why my Crime Coefficient is so high.\Thanks to that, I'm now treated like a hunting dog who gets all the dirty work.\In the end... response:	I was pretty useless in there, wasn't I?
context: So you really can identify latent criminals?\With experience, you'll intuitively know at first glance when someone's up to no good.\Committing crimes, or cracking down on them...\Either way, they're talents that deal with criminal behavior.\That's why my Crime Coefficient is so high.\Thanks to that, I'm now treated like a hunting dog who gets all the dirty work.\In the end...\I was pretty useless in there, wasn't I? response:	No, you were quite helpful.
context: With experience, you'll intuitively know at first glance when someone's up to no good.\Committing crimes, or cracking down on them...\Either way, they're talents that deal with criminal behavior.\That's why my Crime Coefficient is so high.\Thanks to that, I'm now treated like a hunting dog who gets all the dirty work.\In the end...\I was pretty useless in there, wasn't I?\No, you were quite helpful. response:	Enforcers can't walk around outside without an accompanying Inspector.
context: Committing crimes, or cracking down on them...\Either way, they're talents that deal with criminal behavior.\That's why my Crime Coefficient is so high.\Thanks to that, I'm now treated like a hunting dog who gets all the dirty work.\In the end...\I was pretty useless in there, wasn't I?\No, you were quite helpful.\Enforcers can't walk around outside without an accompanying Inspector. response:	But that's...
context: Either way, they're talents that deal with criminal behavior.\That's why my Crime Coefficient is so high.\Thanks to that, I'm now treated like a hunting dog who gets all the dirty work.\In the end...\I was pretty useless in there, wasn't I?\No, you were quite helpful.\Enforcers can't walk around outside without an accompanying Inspector.\But that's... response:	We talked about this, right?
context: That's why my Crime Coefficient is so high.\Thanks to that, I'm now treated like a hunting dog who gets all the dirty work.\In the end...\I was pretty useless in there, wasn't I?\No, you were quite helpful.\Enforcers can't walk around outside without an accompanying Inspector.\But that's...\We talked about this, right? response:	After you bring Enforcers to the site,
context: Thanks to that, I'm now treated like a hunting dog who gets all the dirty work.\In the end...\I was pretty useless in there, wasn't I?\No, you were quite helpful.\Enforcers can't walk around outside without an accompanying Inspector.\But that's...\We talked about this, right?\After you bring Enforcers to the site, response:	all you need to do is keep an eye on them to make sure they don't slack off,
context: In the end...\I was pretty useless in there, wasn't I?\No, you were quite helpful.\Enforcers can't walk around outside without an accompanying Inspector.\But that's...\We talked about this, right?\After you bring Enforcers to the site,\all you need to do is keep an eye on them to make sure they don't slack off, response:	That's all you need to do.
context: I was pretty useless in there, wasn't I?\No, you were quite helpful.\Enforcers can't walk around outside without an accompanying Inspector.\But that's...\We talked about this, right?\After you bring Enforcers to the site,\all you need to do is keep an eye on them to make sure they don't slack off,\That's all you need to do. response:	In other words, you're telling me not to do anything, right?
context: No, you were quite helpful.\Enforcers can't walk around outside without an accompanying Inspector.\But that's...\We talked about this, right?\After you bring Enforcers to the site,\all you need to do is keep an eye on them to make sure they don't slack off,\That's all you need to do.\In other words, you're telling me not to do anything, right? response:	Can I join you, Ms. Inspector?
context: Enforcers can't walk around outside without an accompanying Inspector.\But that's...\We talked about this, right?\After you bring Enforcers to the site,\all you need to do is keep an eye on them to make sure they don't slack off,\That's all you need to do.\In other words, you're telling me not to do anything, right?\Can I join you, Ms. Inspector? response:	Sure.
context: But that's...\We talked about this, right?\After you bring Enforcers to the site,\all you need to do is keep an eye on them to make sure they don't slack off,\That's all you need to do.\In other words, you're telling me not to do anything, right?\Can I join you, Ms. Inspector?\Sure. response:	I thought you were already off duty today.
context: We talked about this, right?\After you bring Enforcers to the site,\all you need to do is keep an eye on them to make sure they don't slack off,\That's all you need to do.\In other words, you're telling me not to do anything, right?\Can I join you, Ms. Inspector?\Sure.\I thought you were already off duty today. response:	We Enforcers are prisoners, you know.
context: After you bring Enforcers to the site,\all you need to do is keep an eye on them to make sure they don't slack off,\That's all you need to do.\In other words, you're telling me not to do anything, right?\Can I join you, Ms. Inspector?\Sure.\I thought you were already off duty today.\We Enforcers are prisoners, you know. response:	Even when we're off duty, there's nowhere else we can go besides the CID floor and our quarters.
context: all you need to do is keep an eye on them to make sure they don't slack off,\That's all you need to do.\In other words, you're telling me not to do anything, right?\Can I join you, Ms. Inspector?\Sure.\I thought you were already off duty today.\We Enforcers are prisoners, you know.\Even when we're off duty, there's nowhere else we can go besides the CID floor and our quarters. response:	Well, sorry about earlier.
context: That's all you need to do.\In other words, you're telling me not to do anything, right?\Can I join you, Ms. Inspector?\Sure.\I thought you were already off duty today.\We Enforcers are prisoners, you know.\Even when we're off duty, there's nowhere else we can go besides the CID floor and our quarters.\Well, sorry about earlier. response:	I got kinda carried away.
context: In other words, you're telling me not to do anything, right?\Can I join you, Ms. Inspector?\Sure.\I thought you were already off duty today.\We Enforcers are prisoners, you know.\Even when we're off duty, there's nowhere else we can go besides the CID floor and our quarters.\Well, sorry about earlier.\I got kinda carried away. response:	As you can see, all the other women
context: Can I join you, Ms. Inspector?\Sure.\I thought you were already off duty today.\We Enforcers are prisoners, you know.\Even when we're off duty, there's nowhere else we can go besides the CID floor and our quarters.\Well, sorry about earlier.\I got kinda carried away.\As you can see, all the other women response:	who work here are scary as hell, so...
context: Sure.\I thought you were already off duty today.\We Enforcers are prisoners, you know.\Even when we're off duty, there's nowhere else we can go besides the CID floor and our quarters.\Well, sorry about earlier.\I got kinda carried away.\As you can see, all the other women\who work here are scary as hell, so... response:	I'm just glad that a cute girl like you joined the CID, Akane.
context: I thought you were already off duty today.\We Enforcers are prisoners, you know.\Even when we're off duty, there's nowhere else we can go besides the CID floor and our quarters.\Well, sorry about earlier.\I got kinda carried away.\As you can see, all the other women\who work here are scary as hell, so...\I'm just glad that a cute girl like you joined the CID, Akane. response:	Oh, can I call you Akane?
context: We Enforcers are prisoners, you know.\Even when we're off duty, there's nowhere else we can go besides the CID floor and our quarters.\Well, sorry about earlier.\I got kinda carried away.\As you can see, all the other women\who work here are scary as hell, so...\I'm just glad that a cute girl like you joined the CID, Akane.\Oh, can I call you Akane? response:	Yeah, sure.
context: Even when we're off duty, there's nowhere else we can go besides the CID floor and our quarters.\Well, sorry about earlier.\I got kinda carried away.\As you can see, all the other women\who work here are scary as hell, so...\I'm just glad that a cute girl like you joined the CID, Akane.\Oh, can I call you Akane?\Yeah, sure. response:	But hell, an Inspector with the Public Safety Bureau? Crazy place to work, right?
context: Well, sorry about earlier.\I got kinda carried away.\As you can see, all the other women\who work here are scary as hell, so...\I'm just glad that a cute girl like you joined the CID, Akane.\Oh, can I call you Akane?\Yeah, sure.\But hell, an Inspector with the Public Safety Bureau? Crazy place to work, right? response:	Why here?
context: I got kinda carried away.\As you can see, all the other women\who work here are scary as hell, so...\I'm just glad that a cute girl like you joined the CID, Akane.\Oh, can I call you Akane?\Yeah, sure.\But hell, an Inspector with the Public Safety Bureau? Crazy place to work, right?\Why here? response:	Do you think I'm not suited for it?
context: As you can see, all the other women\who work here are scary as hell, so...\I'm just glad that a cute girl like you joined the CID, Akane.\Oh, can I call you Akane?\Yeah, sure.\But hell, an Inspector with the Public Safety Bureau? Crazy place to work, right?\Why here?\Do you think I'm not suited for it? response:	After what happened yesterday, anyone would probably think that way.
context: who work here are scary as hell, so...\I'm just glad that a cute girl like you joined the CID, Akane.\Oh, can I call you Akane?\Yeah, sure.\But hell, an Inspector with the Public Safety Bureau? Crazy place to work, right?\Why here?\Do you think I'm not suited for it?\After what happened yesterday, anyone would probably think that way. response:	Sibyl's Judgment of my job aptitude
context: I'm just glad that a cute girl like you joined the CID, Akane.\Oh, can I call you Akane?\Yeah, sure.\But hell, an Inspector with the Public Safety Bureau? Crazy place to work, right?\Why here?\Do you think I'm not suited for it?\After what happened yesterday, anyone would probably think that way.\Sibyl's Judgment of my job aptitude response:	exceeded the Bureau's employment standards, so here I am.
context: Oh, can I call you Akane?\Yeah, sure.\But hell, an Inspector with the Public Safety Bureau? Crazy place to work, right?\Why here?\Do you think I'm not suited for it?\After what happened yesterday, anyone would probably think that way.\Sibyl's Judgment of my job aptitude\exceeded the Bureau's employment standards, so here I am. response:	That's the thing I don't get.
context: Yeah, sure.\But hell, an Inspector with the Public Safety Bureau? Crazy place to work, right?\Why here?\Do you think I'm not suited for it?\After what happened yesterday, anyone would probably think that way.\Sibyl's Judgment of my job aptitude\exceeded the Bureau's employment standards, so here I am.\That's the thing I don't get. response:	If you passed the Bureau's standards,
context: But hell, an Inspector with the Public Safety Bureau? Crazy place to work, right?\Why here?\Do you think I'm not suited for it?\After what happened yesterday, anyone would probably think that way.\Sibyl's Judgment of my job aptitude\exceeded the Bureau's employment standards, so here I am.\That's the thing I don't get.\If you passed the Bureau's standards, response:	you must've gotten a good ranking for other places too, right?
context: Why here?\Do you think I'm not suited for it?\After what happened yesterday, anyone would probably think that way.\Sibyl's Judgment of my job aptitude\exceeded the Bureau's employment standards, so here I am.\That's the thing I don't get.\If you passed the Bureau's standards,\you must've gotten a good ranking for other places too, right? response:	Couldn't you have picked a different job?
context: Do you think I'm not suited for it?\After what happened yesterday, anyone would probably think that way.\Sibyl's Judgment of my job aptitude\exceeded the Bureau's employment standards, so here I am.\That's the thing I don't get.\If you passed the Bureau's standards,\you must've gotten a good ranking for other places too, right?\Couldn't you have picked a different job? response:	Yeah.
context: After what happened yesterday, anyone would probably think that way.\Sibyl's Judgment of my job aptitude\exceeded the Bureau's employment standards, so here I am.\That's the thing I don't get.\If you passed the Bureau's standards,\you must've gotten a good ranking for other places too, right?\Couldn't you have picked a different job?\Yeah. response:	I got an A ranking for all thirteen ministries and agencies, not to mention six companies.
context: Sibyl's Judgment of my job aptitude\exceeded the Bureau's employment standards, so here I am.\That's the thing I don't get.\If you passed the Bureau's standards,\you must've gotten a good ranking for other places too, right?\Couldn't you have picked a different job?\Yeah.\I got an A ranking for all thirteen ministries and agencies, not to mention six companies. response:	What?
context: exceeded the Bureau's employment standards, so here I am.\That's the thing I don't get.\If you passed the Bureau's standards,\you must've gotten a good ranking for other places too, right?\Couldn't you have picked a different job?\Yeah.\I got an A ranking for all thirteen ministries and agencies, not to mention six companies.\What? response:	S-Seriously?
context: That's the thing I don't get.\If you passed the Bureau's standards,\you must've gotten a good ranking for other places too, right?\Couldn't you have picked a different job?\Yeah.\I got an A ranking for all thirteen ministries and agencies, not to mention six companies.\What?\S-Seriously? response:	Yeah. But...
context: If you passed the Bureau's standards,\you must've gotten a good ranking for other places too, right?\Couldn't you have picked a different job?\Yeah.\I got an A ranking for all thirteen ministries and agencies, not to mention six companies.\What?\S-Seriously?\Yeah. But... response:	For all the other jobs, there were at least one or two people besides me
context: you must've gotten a good ranking for other places too, right?\Couldn't you have picked a different job?\Yeah.\I got an A ranking for all thirteen ministries and agencies, not to mention six companies.\What?\S-Seriously?\Yeah. But...\For all the other jobs, there were at least one or two people besides me response:	who got the same ranking.
context: Couldn't you have picked a different job?\Yeah.\I got an A ranking for all thirteen ministries and agencies, not to mention six companies.\What?\S-Seriously?\Yeah. But...\For all the other jobs, there were at least one or two people besides me\who got the same ranking. response:	I was the only one who got an A ranking for the Public Safety Bureau.
context: Yeah.\I got an A ranking for all thirteen ministries and agencies, not to mention six companies.\What?\S-Seriously?\Yeah. But...\For all the other jobs, there were at least one or two people besides me\who got the same ranking.\I was the only one who got an A ranking for the Public Safety Bureau. response:	There were more than 500 students and I was the only one.
context: I got an A ranking for all thirteen ministries and agencies, not to mention six companies.\What?\S-Seriously?\Yeah. But...\For all the other jobs, there were at least one or two people besides me\who got the same ranking.\I was the only one who got an A ranking for the Public Safety Bureau.\There were more than 500 students and I was the only one. response:	So I thought that there must have been something that only I could do at the Bureau.
context: What?\S-Seriously?\Yeah. But...\For all the other jobs, there were at least one or two people besides me\who got the same ranking.\I was the only one who got an A ranking for the Public Safety Bureau.\There were more than 500 students and I was the only one.\So I thought that there must have been something that only I could do at the Bureau. response:	If I went there, I thought I could find my purpose in life...
context: S-Seriously?\Yeah. But...\For all the other jobs, there were at least one or two people besides me\who got the same ranking.\I was the only one who got an A ranking for the Public Safety Bureau.\There were more than 500 students and I was the only one.\So I thought that there must have been something that only I could do at the Bureau.\If I went there, I thought I could find my purpose in life... response:	I thought I'd be able to find out why I was born here and now.
context: Yeah. But...\For all the other jobs, there were at least one or two people besides me\who got the same ranking.\I was the only one who got an A ranking for the Public Safety Bureau.\There were more than 500 students and I was the only one.\So I thought that there must have been something that only I could do at the Bureau.\If I went there, I thought I could find my purpose in life...\I thought I'd be able to find out why I was born here and now. response:	Do you think I'm wrong?
context: For all the other jobs, there were at least one or two people besides me\who got the same ranking.\I was the only one who got an A ranking for the Public Safety Bureau.\There were more than 500 students and I was the only one.\So I thought that there must have been something that only I could do at the Bureau.\If I went there, I thought I could find my purpose in life...\I thought I'd be able to find out why I was born here and now.\Do you think I'm wrong? response:	I don't know. What makes you think that someone like me would have any idea?
context: who got the same ranking.\I was the only one who got an A ranking for the Public Safety Bureau.\There were more than 500 students and I was the only one.\So I thought that there must have been something that only I could do at the Bureau.\If I went there, I thought I could find my purpose in life...\I thought I'd be able to find out why I was born here and now.\Do you think I'm wrong?\I don't know. What makes you think that someone like me would have any idea? response:	You could become anything.
context: I was the only one who got an A ranking for the Public Safety Bureau.\There were more than 500 students and I was the only one.\So I thought that there must have been something that only I could do at the Bureau.\If I went there, I thought I could find my purpose in life...\I thought I'd be able to find out why I was born here and now.\Do you think I'm wrong?\I don't know. What makes you think that someone like me would have any idea?\You could become anything. response:	You could choose any kind of life.
context: There were more than 500 students and I was the only one.\So I thought that there must have been something that only I could do at the Bureau.\If I went there, I thought I could find my purpose in life...\I thought I'd be able to find out why I was born here and now.\Do you think I'm wrong?\I don't know. What makes you think that someone like me would have any idea?\You could become anything.\You could choose any kind of life. response:	You've even agonized over it, right?
context: So I thought that there must have been something that only I could do at the Bureau.\If I went there, I thought I could find my purpose in life...\I thought I'd be able to find out why I was born here and now.\Do you think I'm wrong?\I don't know. What makes you think that someone like me would have any idea?\You could become anything.\You could choose any kind of life.\You've even agonized over it, right? response:	That's incredible.
context: If I went there, I thought I could find my purpose in life...\I thought I'd be able to find out why I was born here and now.\Do you think I'm wrong?\I don't know. What makes you think that someone like me would have any idea?\You could become anything.\You could choose any kind of life.\You've even agonized over it, right?\That's incredible. response:	You're just like those people from the days before Sibyl was created.
context: I thought I'd be able to find out why I was born here and now.\Do you think I'm wrong?\I don't know. What makes you think that someone like me would have any idea?\You could become anything.\You could choose any kind of life.\You've even agonized over it, right?\That's incredible.\You're just like those people from the days before Sibyl was created. response:	Nowadays, the Sibyl System reads your talent
context: Do you think I'm wrong?\I don't know. What makes you think that someone like me would have any idea?\You could become anything.\You could choose any kind of life.\You've even agonized over it, right?\That's incredible.\You're just like those people from the days before Sibyl was created.\Nowadays, the Sibyl System reads your talent response:	and tells you the way of living that will bring you the most happiness.
context: I don't know. What makes you think that someone like me would have any idea?\You could become anything.\You could choose any kind of life.\You've even agonized over it, right?\That's incredible.\You're just like those people from the days before Sibyl was created.\Nowadays, the Sibyl System reads your talent\and tells you the way of living that will bring you the most happiness. response:	And yet, you're talking about your purpose in life?
context: You could become anything.\You could choose any kind of life.\You've even agonized over it, right?\That's incredible.\You're just like those people from the days before Sibyl was created.\Nowadays, the Sibyl System reads your talent\and tells you the way of living that will bring you the most happiness.\And yet, you're talking about your purpose in life? response:	The reason you were born?
context: You could choose any kind of life.\You've even agonized over it, right?\That's incredible.\You're just like those people from the days before Sibyl was created.\Nowadays, the Sibyl System reads your talent\and tells you the way of living that will bring you the most happiness.\And yet, you're talking about your purpose in life?\The reason you were born? response:	I never even imagined there were people who stressed over things like that!
context: You've even agonized over it, right?\That's incredible.\You're just like those people from the days before Sibyl was created.\Nowadays, the Sibyl System reads your talent\and tells you the way of living that will bring you the most happiness.\And yet, you're talking about your purpose in life?\The reason you were born?\I never even imagined there were people who stressed over things like that! response:	I was flagged in a Psycho-Pass test when I was five.
context: That's incredible.\You're just like those people from the days before Sibyl was created.\Nowadays, the Sibyl System reads your talent\and tells you the way of living that will bring you the most happiness.\And yet, you're talking about your purpose in life?\The reason you were born?\I never even imagined there were people who stressed over things like that!\I was flagged in a Psycho-Pass test when I was five. response:	I've been a latent criminal ever since.
context: You're just like those people from the days before Sibyl was created.\Nowadays, the Sibyl System reads your talent\and tells you the way of living that will bring you the most happiness.\And yet, you're talking about your purpose in life?\The reason you were born?\I never even imagined there were people who stressed over things like that!\I was flagged in a Psycho-Pass test when I was five.\I've been a latent criminal ever since. response:	No possibility for rehabilitation through treatment.
context: Nowadays, the Sibyl System reads your talent\and tells you the way of living that will bring you the most happiness.\And yet, you're talking about your purpose in life?\The reason you were born?\I never even imagined there were people who stressed over things like that!\I was flagged in a Psycho-Pass test when I was five.\I've been a latent criminal ever since.\No possibility for rehabilitation through treatment. response:	That's why I'm here now.
context: and tells you the way of living that will bring you the most happiness.\And yet, you're talking about your purpose in life?\The reason you were born?\I never even imagined there were people who stressed over things like that!\I was flagged in a Psycho-Pass test when I was five.\I've been a latent criminal ever since.\No possibility for rehabilitation through treatment.\That's why I'm here now. response:	And I'd much rather be one of the Bureau's hunting dogs
context: And yet, you're talking about your purpose in life?\The reason you were born?\I never even imagined there were people who stressed over things like that!\I was flagged in a Psycho-Pass test when I was five.\I've been a latent criminal ever since.\No possibility for rehabilitation through treatment.\That's why I'm here now.\And I'd much rather be one of the Bureau's hunting dogs response:	and take on assassination jobs than spend the rest of my life in an isolation facility.
context: The reason you were born?\I never even imagined there were people who stressed over things like that!\I was flagged in a Psycho-Pass test when I was five.\I've been a latent criminal ever since.\No possibility for rehabilitation through treatment.\That's why I'm here now.\And I'd much rather be one of the Bureau's hunting dogs\and take on assassination jobs than spend the rest of my life in an isolation facility. response:	That was the only choice I had.
context: I never even imagined there were people who stressed over things like that!\I was flagged in a Psycho-Pass test when I was five.\I've been a latent criminal ever since.\No possibility for rehabilitation through treatment.\That's why I'm here now.\And I'd much rather be one of the Bureau's hunting dogs\and take on assassination jobs than spend the rest of my life in an isolation facility.\That was the only choice I had. response:	I wasn't planning to be mean to you or anything,
context: I was flagged in a Psycho-Pass test when I was five.\I've been a latent criminal ever since.\No possibility for rehabilitation through treatment.\That's why I'm here now.\And I'd much rather be one of the Bureau's hunting dogs\and take on assassination jobs than spend the rest of my life in an isolation facility.\That was the only choice I had.\I wasn't planning to be mean to you or anything, response:	but I changed my mind. So I'll ask you again.
context: I've been a latent criminal ever since.\No possibility for rehabilitation through treatment.\That's why I'm here now.\And I'd much rather be one of the Bureau's hunting dogs\and take on assassination jobs than spend the rest of my life in an isolation facility.\That was the only choice I had.\I wasn't planning to be mean to you or anything,\but I changed my mind. So I'll ask you again. response:	Why did you become an Inspector?
context: No possibility for rehabilitation through treatment.\That's why I'm here now.\And I'd much rather be one of the Bureau's hunting dogs\and take on assassination jobs than spend the rest of my life in an isolation facility.\That was the only choice I had.\I wasn't planning to be mean to you or anything,\but I changed my mind. So I'll ask you again.\Why did you become an Inspector? response:	I'm so sorry!
context: That's why I'm here now.\And I'd much rather be one of the Bureau's hunting dogs\and take on assassination jobs than spend the rest of my life in an isolation facility.\That was the only choice I had.\I wasn't planning to be mean to you or anything,\but I changed my mind. So I'll ask you again.\Why did you become an Inspector?\I'm so sorry! response:	You don't see many Inspectors who'd apologize to an Enforcer.
context: And I'd much rather be one of the Bureau's hunting dogs\and take on assassination jobs than spend the rest of my life in an isolation facility.\That was the only choice I had.\I wasn't planning to be mean to you or anything,\but I changed my mind. So I'll ask you again.\Why did you become an Inspector?\I'm so sorry!\You don't see many Inspectors who'd apologize to an Enforcer. response:	I guess you're angry, right?
context: and take on assassination jobs than spend the rest of my life in an isolation facility.\That was the only choice I had.\I wasn't planning to be mean to you or anything,\but I changed my mind. So I'll ask you again.\Why did you become an Inspector?\I'm so sorry!\You don't see many Inspectors who'd apologize to an Enforcer.\I guess you're angry, right? response:	That was your decision.
context: That was the only choice I had.\I wasn't planning to be mean to you or anything,\but I changed my mind. So I'll ask you again.\Why did you become an Inspector?\I'm so sorry!\You don't see many Inspectors who'd apologize to an Enforcer.\I guess you're angry, right?\That was your decision. response:	I have no right to complain.
context: I wasn't planning to be mean to you or anything,\but I changed my mind. So I'll ask you again.\Why did you become an Inspector?\I'm so sorry!\You don't see many Inspectors who'd apologize to an Enforcer.\I guess you're angry, right?\That was your decision.\I have no right to complain. response:	Was my decision wrong?
context: but I changed my mind. So I'll ask you again.\Why did you become an Inspector?\I'm so sorry!\You don't see many Inspectors who'd apologize to an Enforcer.\I guess you're angry, right?\That was your decision.\I have no right to complain.\Was my decision wrong? response:	Did I just stand in everyone's way and put them in danger?
context: Why did you become an Inspector?\I'm so sorry!\You don't see many Inspectors who'd apologize to an Enforcer.\I guess you're angry, right?\That was your decision.\I have no right to complain.\Was my decision wrong?\Did I just stand in everyone's way and put them in danger? response:	I've been an Enforcer for a long time.
context: I'm so sorry!\You don't see many Inspectors who'd apologize to an Enforcer.\I guess you're angry, right?\That was your decision.\I have no right to complain.\Was my decision wrong?\Did I just stand in everyone's way and put them in danger?\I've been an Enforcer for a long time. response:	The hunting dogs' behavior of following orders to take down prey with neither hesitation nor doubt
context: You don't see many Inspectors who'd apologize to an Enforcer.\I guess you're angry, right?\That was your decision.\I have no right to complain.\Was my decision wrong?\Did I just stand in everyone's way and put them in danger?\I've been an Enforcer for a long time.\The hunting dogs' behavior of following orders to take down prey with neither hesitation nor doubt response:	is ingrained in my hands.
context: I guess you're angry, right?\That was your decision.\I have no right to complain.\Was my decision wrong?\Did I just stand in everyone's way and put them in danger?\I've been an Enforcer for a long time.\The hunting dogs' behavior of following orders to take down prey with neither hesitation nor doubt\is ingrained in my hands. response:	I just followed that gun's orders,
context: That was your decision.\I have no right to complain.\Was my decision wrong?\Did I just stand in everyone's way and put them in danger?\I've been an Enforcer for a long time.\The hunting dogs' behavior of following orders to take down prey with neither hesitation nor doubt\is ingrained in my hands.\I just followed that gun's orders, response:	and shot many latent criminals.
context: I have no right to complain.\Was my decision wrong?\Did I just stand in everyone's way and put them in danger?\I've been an Enforcer for a long time.\The hunting dogs' behavior of following orders to take down prey with neither hesitation nor doubt\is ingrained in my hands.\I just followed that gun's orders,\and shot many latent criminals. response:	It was for the good of society, I told myself.
context: Was my decision wrong?\Did I just stand in everyone's way and put them in danger?\I've been an Enforcer for a long time.\The hunting dogs' behavior of following orders to take down prey with neither hesitation nor doubt\is ingrained in my hands.\I just followed that gun's orders,\and shot many latent criminals.\It was for the good of society, I told myself. response:	It was easier to just accept that logic without question,
context: Did I just stand in everyone's way and put them in danger?\I've been an Enforcer for a long time.\The hunting dogs' behavior of following orders to take down prey with neither hesitation nor doubt\is ingrained in my hands.\I just followed that gun's orders,\and shot many latent criminals.\It was for the good of society, I told myself.\It was easier to just accept that logic without question, response:	and past a certain point I didn't even think about it anymore.
context: I've been an Enforcer for a long time.\The hunting dogs' behavior of following orders to take down prey with neither hesitation nor doubt\is ingrained in my hands.\I just followed that gun's orders,\and shot many latent criminals.\It was for the good of society, I told myself.\It was easier to just accept that logic without question,\and past a certain point I didn't even think about it anymore. response:	I didn't even think to look back at myself and what I was doing.
context: The hunting dogs' behavior of following orders to take down prey with neither hesitation nor doubt\is ingrained in my hands.\I just followed that gun's orders,\and shot many latent criminals.\It was for the good of society, I told myself.\It was easier to just accept that logic without question,\and past a certain point I didn't even think about it anymore.\I didn't even think to look back at myself and what I was doing. response:	I was a fool.
context: is ingrained in my hands.\I just followed that gun's orders,\and shot many latent criminals.\It was for the good of society, I told myself.\It was easier to just accept that logic without question,\and past a certain point I didn't even think about it anymore.\I didn't even think to look back at myself and what I was doing.\I was a fool. response:	Being a detective isn't about bringing people down.
context: I just followed that gun's orders,\and shot many latent criminals.\It was for the good of society, I told myself.\It was easier to just accept that logic without question,\and past a certain point I didn't even think about it anymore.\I didn't even think to look back at myself and what I was doing.\I was a fool.\Being a detective isn't about bringing people down. response:	It's supposed to be about protecting people.
context: and shot many latent criminals.\It was for the good of society, I told myself.\It was easier to just accept that logic without question,\and past a certain point I didn't even think about it anymore.\I didn't even think to look back at myself and what I was doing.\I was a fool.\Being a detective isn't about bringing people down.\It's supposed to be about protecting people. response:	Kougami...
context: It was for the good of society, I told myself.\It was easier to just accept that logic without question,\and past a certain point I didn't even think about it anymore.\I didn't even think to look back at myself and what I was doing.\I was a fool.\Being a detective isn't about bringing people down.\It's supposed to be about protecting people.\Kougami... response:	You decided what was right on your own.
context: It was easier to just accept that logic without question,\and past a certain point I didn't even think about it anymore.\I didn't even think to look back at myself and what I was doing.\I was a fool.\Being a detective isn't about bringing people down.\It's supposed to be about protecting people.\Kougami...\You decided what was right on your own. response:	You were able to put justice before your duty.
context: and past a certain point I didn't even think about it anymore.\I didn't even think to look back at myself and what I was doing.\I was a fool.\Being a detective isn't about bringing people down.\It's supposed to be about protecting people.\Kougami...\You decided what was right on your own.\You were able to put justice before your duty. response:	With a boss like you, I might be able to work as a detective, not just a dog.
