context: Hey, you! response:	How are All Might's classes?
context: What about me...?\How were the ordinary members of the press able to do something like this?\Someone instigated this.\Did someone evil slip in...\Listen heroes, don't come after me.\If you do, I'm gonna kill this rich family here!\It's fine now, family!\Missouri Smash! response:	Why? Because I am here...
context: How were the ordinary members of the press able to do something like this?\Someone instigated this.\Did someone evil slip in...\Listen heroes, don't come after me.\If you do, I'm gonna kill this rich family here!\It's fine now, family!\Missouri Smash!\Why? Because I am here... response:	A hit-and-run!
context: Someone instigated this.\Did someone evil slip in...\Listen heroes, don't come after me.\If you do, I'm gonna kill this rich family here!\It's fine now, family!\Missouri Smash!\Why? Because I am here...\A hit-and-run! response:	It'll be bad if I'm late, but...!
context: Did someone evil slip in...\Listen heroes, don't come after me.\If you do, I'm gonna kill this rich family here!\It's fine now, family!\Missouri Smash!\Why? Because I am here...\A hit-and-run!\It'll be bad if I'm late, but...! response:	I've gotten slower...?
context: Listen heroes, don't come after me.\If you do, I'm gonna kill this rich family here!\It's fine now, family!\Missouri Smash!\Why? Because I am here...\A hit-and-run!\It'll be bad if I'm late, but...!\I've gotten slower...? response:	After I gave young Midoriya One For All...
context: If you do, I'm gonna kill this rich family here!\It's fine now, family!\Missouri Smash!\Why? Because I am here...\A hit-and-run!\It'll be bad if I'm late, but...!\I've gotten slower...?\After I gave young Midoriya One For All... response:	On top of that...
context: It's fine now, family!\Missouri Smash!\Why? Because I am here...\A hit-and-run!\It'll be bad if I'm late, but...!\I've gotten slower...?\After I gave young Midoriya One For All...\On top of that... response:	You told young Bakugou?
context: Missouri Smash!\Why? Because I am here...\A hit-and-run!\It'll be bad if I'm late, but...!\I've gotten slower...?\After I gave young Midoriya One For All...\On top of that...\You told young Bakugou? response:	I'm sorry.
context: Why? Because I am here...\A hit-and-run!\It'll be bad if I'm late, but...!\I've gotten slower...?\After I gave young Midoriya One For All...\On top of that...\You told young Bakugou?\I'm sorry. response:	I didn't even tell my mom...
context: A hit-and-run!\It'll be bad if I'm late, but...!\I've gotten slower...?\After I gave young Midoriya One For All...\On top of that...\You told young Bakugou?\I'm sorry.\I didn't even tell my mom... response:	I'm really sorry.
context: It'll be bad if I'm late, but...!\I've gotten slower...?\After I gave young Midoriya One For All...\On top of that...\You told young Bakugou?\I'm sorry.\I didn't even tell my mom...\I'm really sorry. response:	I judged that he was not the type to show off, so I did not admonish him strongly...
context: I've gotten slower...?\After I gave young Midoriya One For All...\On top of that...\You told young Bakugou?\I'm sorry.\I didn't even tell my mom...\I'm really sorry.\I judged that he was not the type to show off, so I did not admonish him strongly... response:	Fortunately, young Bakugou did not seem to take it seriously...
context: After I gave young Midoriya One For All...\On top of that...\You told young Bakugou?\I'm sorry.\I didn't even tell my mom...\I'm really sorry.\I judged that he was not the type to show off, so I did not admonish him strongly...\Fortunately, young Bakugou did not seem to take it seriously... response:	But please don't do it again.
context: On top of that...\You told young Bakugou?\I'm sorry.\I didn't even tell my mom...\I'm really sorry.\I judged that he was not the type to show off, so I did not admonish him strongly...\Fortunately, young Bakugou did not seem to take it seriously...\But please don't do it again. response:	Please think carefully about what it means to have this power.
context: You told young Bakugou?\I'm sorry.\I didn't even tell my mom...\I'm really sorry.\I judged that he was not the type to show off, so I did not admonish him strongly...\Fortunately, young Bakugou did not seem to take it seriously...\But please don't do it again.\Please think carefully about what it means to have this power. response:	If word gets out,
context: I'm sorry.\I didn't even tell my mom...\I'm really sorry.\I judged that he was not the type to show off, so I did not admonish him strongly...\Fortunately, young Bakugou did not seem to take it seriously...\But please don't do it again.\Please think carefully about what it means to have this power.\If word gets out, response:	it's clear that the world would be teeming with those trying to steal the power from you.
context: I didn't even tell my mom...\I'm really sorry.\I judged that he was not the type to show off, so I did not admonish him strongly...\Fortunately, young Bakugou did not seem to take it seriously...\But please don't do it again.\Please think carefully about what it means to have this power.\If word gets out,\it's clear that the world would be teeming with those trying to steal the power from you. response:	This secret should be kept both to prevent chaos in society...
context: I'm really sorry.\I judged that he was not the type to show off, so I did not admonish him strongly...\Fortunately, young Bakugou did not seem to take it seriously...\But please don't do it again.\Please think carefully about what it means to have this power.\If word gets out,\it's clear that the world would be teeming with those trying to steal the power from you.\This secret should be kept both to prevent chaos in society... response:	Understand?
context: I judged that he was not the type to show off, so I did not admonish him strongly...\Fortunately, young Bakugou did not seem to take it seriously...\But please don't do it again.\Please think carefully about what it means to have this power.\If word gets out,\it's clear that the world would be teeming with those trying to steal the power from you.\This secret should be kept both to prevent chaos in society...\Understand? response:	Even if he is a suitable vessel...
context: Fortunately, young Bakugou did not seem to take it seriously...\But please don't do it again.\Please think carefully about what it means to have this power.\If word gets out,\it's clear that the world would be teeming with those trying to steal the power from you.\This secret should be kept both to prevent chaos in society...\Understand?\Even if he is a suitable vessel... response:	I have to pull myself together.
context: But please don't do it again.\Please think carefully about what it means to have this power.\If word gets out,\it's clear that the world would be teeming with those trying to steal the power from you.\This secret should be kept both to prevent chaos in society...\Understand?\Even if he is a suitable vessel...\I have to pull myself together. response:	Someone's barricaded themselves in in the neighboring town!
context: Please think carefully about what it means to have this power.\If word gets out,\it's clear that the world would be teeming with those trying to steal the power from you.\This secret should be kept both to prevent chaos in society...\Understand?\Even if he is a suitable vessel...\I have to pull myself together.\Someone's barricaded themselves in in the neighboring town! response:	For today's hero basic training...
context: If word gets out,\it's clear that the world would be teeming with those trying to steal the power from you.\This secret should be kept both to prevent chaos in society...\Understand?\Even if he is a suitable vessel...\I have to pull myself together.\Someone's barricaded themselves in in the neighboring town!\For today's hero basic training... response:	Turned into?
context: it's clear that the world would be teeming with those trying to steal the power from you.\This secret should be kept both to prevent chaos in society...\Understand?\Even if he is a suitable vessel...\I have to pull myself together.\Someone's barricaded themselves in in the neighboring town!\For today's hero basic training...\Turned into? response:	I wonder if it's a special case?
context: This secret should be kept both to prevent chaos in society...\Understand?\Even if he is a suitable vessel...\I have to pull myself together.\Someone's barricaded themselves in in the neighboring town!\For today's hero basic training...\Turned into?\I wonder if it's a special case? response:	Excuse me!
context: Understand?\Even if he is a suitable vessel...\I have to pull myself together.\Someone's barricaded themselves in in the neighboring town!\For today's hero basic training...\Turned into?\I wonder if it's a special case?\Excuse me! response:	What will we be doing?
context: Even if he is a suitable vessel...\I have to pull myself together.\Someone's barricaded themselves in in the neighboring town!\For today's hero basic training...\Turned into?\I wonder if it's a special case?\Excuse me!\What will we be doing? response:	Disasters, shipwrecks, and everything in between.
context: I have to pull myself together.\Someone's barricaded themselves in in the neighboring town!\For today's hero basic training...\Turned into?\I wonder if it's a special case?\Excuse me!\What will we be doing?\Disasters, shipwrecks, and everything in between. response:	It's rescue training.
context: Someone's barricaded themselves in in the neighboring town!\For today's hero basic training...\Turned into?\I wonder if it's a special case?\Excuse me!\What will we be doing?\Disasters, shipwrecks, and everything in between.\It's rescue training. response:	Rescue...
context: For today's hero basic training...\Turned into?\I wonder if it's a special case?\Excuse me!\What will we be doing?\Disasters, shipwrecks, and everything in between.\It's rescue training.\Rescue... response:	Looks like it'll be a lot of work this time, too.
context: Turned into?\I wonder if it's a special case?\Excuse me!\What will we be doing?\Disasters, shipwrecks, and everything in between.\It's rescue training.\Rescue...\Looks like it'll be a lot of work this time, too. response:	Right?
context: I wonder if it's a special case?\Excuse me!\What will we be doing?\Disasters, shipwrecks, and everything in between.\It's rescue training.\Rescue...\Looks like it'll be a lot of work this time, too.\Right? response:	Idiot, this is the duty of a hero!
context: Excuse me!\What will we be doing?\Disasters, shipwrecks, and everything in between.\It's rescue training.\Rescue...\Looks like it'll be a lot of work this time, too.\Right?\Idiot, this is the duty of a hero! response:	My arms are ready to rumble!
context: What will we be doing?\Disasters, shipwrecks, and everything in between.\It's rescue training.\Rescue...\Looks like it'll be a lot of work this time, too.\Right?\Idiot, this is the duty of a hero!\My arms are ready to rumble! response:	No one can beat me in water, ribbit.
context: Disasters, shipwrecks, and everything in between.\It's rescue training.\Rescue...\Looks like it'll be a lot of work this time, too.\Right?\Idiot, this is the duty of a hero!\My arms are ready to rumble!\No one can beat me in water, ribbit. response:	Hey, I'm not done.
context: It's rescue training.\Rescue...\Looks like it'll be a lot of work this time, too.\Right?\Idiot, this is the duty of a hero!\My arms are ready to rumble!\No one can beat me in water, ribbit.\Hey, I'm not done. response:	You can decide if you want to wear your costume or not this time.
context: Rescue...\Looks like it'll be a lot of work this time, too.\Right?\Idiot, this is the duty of a hero!\My arms are ready to rumble!\No one can beat me in water, ribbit.\Hey, I'm not done.\You can decide if you want to wear your costume or not this time. response:	Because there are probably costumes that limit your abilities, too.
context: Looks like it'll be a lot of work this time, too.\Right?\Idiot, this is the duty of a hero!\My arms are ready to rumble!\No one can beat me in water, ribbit.\Hey, I'm not done.\You can decide if you want to wear your costume or not this time.\Because there are probably costumes that limit your abilities, too. response:	The training will take place off-campus, so we're taking a bus.
context: Right?\Idiot, this is the duty of a hero!\My arms are ready to rumble!\No one can beat me in water, ribbit.\Hey, I'm not done.\You can decide if you want to wear your costume or not this time.\Because there are probably costumes that limit your abilities, too.\The training will take place off-campus, so we're taking a bus. response:	That is all. Start getting ready.
context: Idiot, this is the duty of a hero!\My arms are ready to rumble!\No one can beat me in water, ribbit.\Hey, I'm not done.\You can decide if you want to wear your costume or not this time.\Because there are probably costumes that limit your abilities, too.\The training will take place off-campus, so we're taking a bus.\That is all. Start getting ready. response:	Rescue training...
context: My arms are ready to rumble!\No one can beat me in water, ribbit.\Hey, I'm not done.\You can decide if you want to wear your costume or not this time.\Because there are probably costumes that limit your abilities, too.\The training will take place off-campus, so we're taking a bus.\That is all. Start getting ready.\Rescue training... response:	What I've admired...
context: No one can beat me in water, ribbit.\Hey, I'm not done.\You can decide if you want to wear your costume or not this time.\Because there are probably costumes that limit your abilities, too.\The training will take place off-campus, so we're taking a bus.\That is all. Start getting ready.\Rescue training...\What I've admired... response:	It's training to get another step closer to being the greatest hero.
context: Hey, I'm not done.\You can decide if you want to wear your costume or not this time.\Because there are probably costumes that limit your abilities, too.\The training will take place off-campus, so we're taking a bus.\That is all. Start getting ready.\Rescue training...\What I've admired...\It's training to get another step closer to being the greatest hero. response:	I'll do my best!
context: You can decide if you want to wear your costume or not this time.\Because there are probably costumes that limit your abilities, too.\The training will take place off-campus, so we're taking a bus.\That is all. Start getting ready.\Rescue training...\What I've admired...\It's training to get another step closer to being the greatest hero.\I'll do my best! response:	Huh?
context: Because there are probably costumes that limit your abilities, too.\The training will take place off-campus, so we're taking a bus.\That is all. Start getting ready.\Rescue training...\What I've admired...\It's training to get another step closer to being the greatest hero.\I'll do my best!\Huh? response:	Deku, you're wearing your P.E. clothes.
context: The training will take place off-campus, so we're taking a bus.\That is all. Start getting ready.\Rescue training...\What I've admired...\It's training to get another step closer to being the greatest hero.\I'll do my best!\Huh?\Deku, you're wearing your P.E. clothes. response:	Where's your costume?
context: That is all. Start getting ready.\Rescue training...\What I've admired...\It's training to get another step closer to being the greatest hero.\I'll do my best!\Huh?\Deku, you're wearing your P.E. clothes.\Where's your costume? response:	It got ripped up during the combat training...
context: Rescue training...\What I've admired...\It's training to get another step closer to being the greatest hero.\I'll do my best!\Huh?\Deku, you're wearing your P.E. clothes.\Where's your costume?\It got ripped up during the combat training... response:	Class 1-A, gather round!
context: What I've admired...\It's training to get another step closer to being the greatest hero.\I'll do my best!\Huh?\Deku, you're wearing your P.E. clothes.\Where's your costume?\It got ripped up during the combat training...\Class 1-A, gather round! response:	Iida's... going at full throttle.
context: It's training to get another step closer to being the greatest hero.\I'll do my best!\Huh?\Deku, you're wearing your P.E. clothes.\Where's your costume?\It got ripped up during the combat training...\Class 1-A, gather round!\Iida's... going at full throttle. response:	Shoot!
context: I'll do my best!\Huh?\Deku, you're wearing your P.E. clothes.\Where's your costume?\It got ripped up during the combat training...\Class 1-A, gather round!\Iida's... going at full throttle.\Shoot! response:	I didn't think it'd be this type of bus...!
context: Huh?\Deku, you're wearing your P.E. clothes.\Where's your costume?\It got ripped up during the combat training...\Class 1-A, gather round!\Iida's... going at full throttle.\Shoot!\I didn't think it'd be this type of bus...! response:	There was no point, huh?
context: Deku, you're wearing your P.E. clothes.\Where's your costume?\It got ripped up during the combat training...\Class 1-A, gather round!\Iida's... going at full throttle.\Shoot!\I didn't think it'd be this type of bus...!\There was no point, huh? response:	I say whatever comes to mind.
context: Where's your costume?\It got ripped up during the combat training...\Class 1-A, gather round!\Iida's... going at full throttle.\Shoot!\I didn't think it'd be this type of bus...!\There was no point, huh?\I say whatever comes to mind. response:	Midoriya...
context: It got ripped up during the combat training...\Class 1-A, gather round!\Iida's... going at full throttle.\Shoot!\I didn't think it'd be this type of bus...!\There was no point, huh?\I say whatever comes to mind.\Midoriya... response:	Um, yes, Asui?!
context: Class 1-A, gather round!\Iida's... going at full throttle.\Shoot!\I didn't think it'd be this type of bus...!\There was no point, huh?\I say whatever comes to mind.\Midoriya...\Um, yes, Asui?! response:	Call me Tsu.
context: Iida's... going at full throttle.\Shoot!\I didn't think it'd be this type of bus...!\There was no point, huh?\I say whatever comes to mind.\Midoriya...\Um, yes, Asui?!\Call me Tsu. response:	Ugh...! Um...
context: Shoot!\I didn't think it'd be this type of bus...!\There was no point, huh?\I say whatever comes to mind.\Midoriya...\Um, yes, Asui?!\Call me Tsu.\Ugh...! Um... response:	Your Quirk is like All Might's.
context: I didn't think it'd be this type of bus...!\There was no point, huh?\I say whatever comes to mind.\Midoriya...\Um, yes, Asui?!\Call me Tsu.\Ugh...! Um...\Your Quirk is like All Might's. response:	Huh?! Y-Y-You think so?
context: There was no point, huh?\I say whatever comes to mind.\Midoriya...\Um, yes, Asui?!\Call me Tsu.\Ugh...! Um...\Your Quirk is like All Might's.\Huh?! Y-Y-You think so? response:	But... I'm... uh...
context: I say whatever comes to mind.\Midoriya...\Um, yes, Asui?!\Call me Tsu.\Ugh...! Um...\Your Quirk is like All Might's.\Huh?! Y-Y-You think so?\But... I'm... uh... response:	Wait a sec, Tsu, All Might doesn't get hurt when he uses his.
context: Midoriya...\Um, yes, Asui?!\Call me Tsu.\Ugh...! Um...\Your Quirk is like All Might's.\Huh?! Y-Y-You think so?\But... I'm... uh...\Wait a sec, Tsu, All Might doesn't get hurt when he uses his. response:	They just kind of look the same.
context: Um, yes, Asui?!\Call me Tsu.\Ugh...! Um...\Your Quirk is like All Might's.\Huh?! Y-Y-You think so?\But... I'm... uh...\Wait a sec, Tsu, All Might doesn't get hurt when he uses his.\They just kind of look the same. response:	But it's nice to have a simple augmenting-type Quirk.
context: Call me Tsu.\Ugh...! Um...\Your Quirk is like All Might's.\Huh?! Y-Y-You think so?\But... I'm... uh...\Wait a sec, Tsu, All Might doesn't get hurt when he uses his.\They just kind of look the same.\But it's nice to have a simple augmenting-type Quirk. response:	You can do lots of flashy stuff!
context: Ugh...! Um...\Your Quirk is like All Might's.\Huh?! Y-Y-You think so?\But... I'm... uh...\Wait a sec, Tsu, All Might doesn't get hurt when he uses his.\They just kind of look the same.\But it's nice to have a simple augmenting-type Quirk.\You can do lots of flashy stuff! response:	My Hardening's strong against others, but unfortunately, it doesn't look like much.
context: Your Quirk is like All Might's.\Huh?! Y-Y-You think so?\But... I'm... uh...\Wait a sec, Tsu, All Might doesn't get hurt when he uses his.\They just kind of look the same.\But it's nice to have a simple augmenting-type Quirk.\You can do lots of flashy stuff!\My Hardening's strong against others, but unfortunately, it doesn't look like much. response:	I think it's really cool!
context: Huh?! Y-Y-You think so?\But... I'm... uh...\Wait a sec, Tsu, All Might doesn't get hurt when he uses his.\They just kind of look the same.\But it's nice to have a simple augmenting-type Quirk.\You can do lots of flashy stuff!\My Hardening's strong against others, but unfortunately, it doesn't look like much.\I think it's really cool! response:	It's a Quirk that can definitely pass as a pro's!
context: But... I'm... uh...\Wait a sec, Tsu, All Might doesn't get hurt when he uses his.\They just kind of look the same.\But it's nice to have a simple augmenting-type Quirk.\You can do lots of flashy stuff!\My Hardening's strong against others, but unfortunately, it doesn't look like much.\I think it's really cool!\It's a Quirk that can definitely pass as a pro's! response:	A pro's, huh?
context: Wait a sec, Tsu, All Might doesn't get hurt when he uses his.\They just kind of look the same.\But it's nice to have a simple augmenting-type Quirk.\You can do lots of flashy stuff!\My Hardening's strong against others, but unfortunately, it doesn't look like much.\I think it's really cool!\It's a Quirk that can definitely pass as a pro's!\A pro's, huh? response:	But you have to think about popularity as a hero, too, you know.
context: They just kind of look the same.\But it's nice to have a simple augmenting-type Quirk.\You can do lots of flashy stuff!\My Hardening's strong against others, but unfortunately, it doesn't look like much.\I think it's really cool!\It's a Quirk that can definitely pass as a pro's!\A pro's, huh?\But you have to think about popularity as a hero, too, you know. response:	My Navel Laser is pro-level in both flashiness and strength.
context: But it's nice to have a simple augmenting-type Quirk.\You can do lots of flashy stuff!\My Hardening's strong against others, but unfortunately, it doesn't look like much.\I think it's really cool!\It's a Quirk that can definitely pass as a pro's!\A pro's, huh?\But you have to think about popularity as a hero, too, you know.\My Navel Laser is pro-level in both flashiness and strength. response:	But it's not great that it gives you a stomachache.
context: You can do lots of flashy stuff!\My Hardening's strong against others, but unfortunately, it doesn't look like much.\I think it's really cool!\It's a Quirk that can definitely pass as a pro's!\A pro's, huh?\But you have to think about popularity as a hero, too, you know.\My Navel Laser is pro-level in both flashiness and strength.\But it's not great that it gives you a stomachache. response:	Well, if you're talking about flashy and strong,
context: My Hardening's strong against others, but unfortunately, it doesn't look like much.\I think it's really cool!\It's a Quirk that can definitely pass as a pro's!\A pro's, huh?\But you have to think about popularity as a hero, too, you know.\My Navel Laser is pro-level in both flashiness and strength.\But it's not great that it gives you a stomachache.\Well, if you're talking about flashy and strong, response:	it's gotta be Todoroki and Bakugou, though, huh?
context: I think it's really cool!\It's a Quirk that can definitely pass as a pro's!\A pro's, huh?\But you have to think about popularity as a hero, too, you know.\My Navel Laser is pro-level in both flashiness and strength.\But it's not great that it gives you a stomachache.\Well, if you're talking about flashy and strong,\it's gotta be Todoroki and Bakugou, though, huh? response:	Bakugou's always mad, so he doesn't seem like he'll be popular, though.
context: It's a Quirk that can definitely pass as a pro's!\A pro's, huh?\But you have to think about popularity as a hero, too, you know.\My Navel Laser is pro-level in both flashiness and strength.\But it's not great that it gives you a stomachache.\Well, if you're talking about flashy and strong,\it's gotta be Todoroki and Bakugou, though, huh?\Bakugou's always mad, so he doesn't seem like he'll be popular, though. response:	What the hell!
context: A pro's, huh?\But you have to think about popularity as a hero, too, you know.\My Navel Laser is pro-level in both flashiness and strength.\But it's not great that it gives you a stomachache.\Well, if you're talking about flashy and strong,\it's gotta be Todoroki and Bakugou, though, huh?\Bakugou's always mad, so he doesn't seem like he'll be popular, though.\What the hell! response:	You wanna fight!
context: But you have to think about popularity as a hero, too, you know.\My Navel Laser is pro-level in both flashiness and strength.\But it's not great that it gives you a stomachache.\Well, if you're talking about flashy and strong,\it's gotta be Todoroki and Bakugou, though, huh?\Bakugou's always mad, so he doesn't seem like he'll be popular, though.\What the hell!\You wanna fight! response:	See?
context: My Navel Laser is pro-level in both flashiness and strength.\But it's not great that it gives you a stomachache.\Well, if you're talking about flashy and strong,\it's gotta be Todoroki and Bakugou, though, huh?\Bakugou's always mad, so he doesn't seem like he'll be popular, though.\What the hell!\You wanna fight!\See? response:	We haven't known each other that long,
context: But it's not great that it gives you a stomachache.\Well, if you're talking about flashy and strong,\it's gotta be Todoroki and Bakugou, though, huh?\Bakugou's always mad, so he doesn't seem like he'll be popular, though.\What the hell!\You wanna fight!\See?\We haven't known each other that long, response:	so it's amazing that everyone already knows his personality is crap steeped in sewage.
context: Well, if you're talking about flashy and strong,\it's gotta be Todoroki and Bakugou, though, huh?\Bakugou's always mad, so he doesn't seem like he'll be popular, though.\What the hell!\You wanna fight!\See?\We haven't known each other that long,\so it's amazing that everyone already knows his personality is crap steeped in sewage. response:	What's with that vocabulary, bastard?!
context: it's gotta be Todoroki and Bakugou, though, huh?\Bakugou's always mad, so he doesn't seem like he'll be popular, though.\What the hell!\You wanna fight!\See?\We haven't known each other that long,\so it's amazing that everyone already knows his personality is crap steeped in sewage.\What's with that vocabulary, bastard?! response:	I'll kill you!
context: Bakugou's always mad, so he doesn't seem like he'll be popular, though.\What the hell!\You wanna fight!\See?\We haven't known each other that long,\so it's amazing that everyone already knows his personality is crap steeped in sewage.\What's with that vocabulary, bastard?!\I'll kill you! response:	Kacchan's being teased...
context: What the hell!\You wanna fight!\See?\We haven't known each other that long,\so it's amazing that everyone already knows his personality is crap steeped in sewage.\What's with that vocabulary, bastard?!\I'll kill you!\Kacchan's being teased... response:	I can't believe what I'm seeing!
context: You wanna fight!\See?\We haven't known each other that long,\so it's amazing that everyone already knows his personality is crap steeped in sewage.\What's with that vocabulary, bastard?!\I'll kill you!\Kacchan's being teased...\I can't believe what I'm seeing! response:	That's U.A. for you!
context: See?\We haven't known each other that long,\so it's amazing that everyone already knows his personality is crap steeped in sewage.\What's with that vocabulary, bastard?!\I'll kill you!\Kacchan's being teased...\I can't believe what I'm seeing!\That's U.A. for you! response:	What a vulgar conversation.
context: We haven't known each other that long,\so it's amazing that everyone already knows his personality is crap steeped in sewage.\What's with that vocabulary, bastard?!\I'll kill you!\Kacchan's being teased...\I can't believe what I'm seeing!\That's U.A. for you!\What a vulgar conversation. response:	But I like stuff like this, too!
context: so it's amazing that everyone already knows his personality is crap steeped in sewage.\What's with that vocabulary, bastard?!\I'll kill you!\Kacchan's being teased...\I can't believe what I'm seeing!\That's U.A. for you!\What a vulgar conversation.\But I like stuff like this, too! response:	We're here.
context: What's with that vocabulary, bastard?!\I'll kill you!\Kacchan's being teased...\I can't believe what I'm seeing!\That's U.A. for you!\What a vulgar conversation.\But I like stuff like this, too!\We're here. response:	Stop messing around.
context: I'll kill you!\Kacchan's being teased...\I can't believe what I'm seeing!\That's U.A. for you!\What a vulgar conversation.\But I like stuff like this, too!\We're here.\Stop messing around. response:	Yes, sir!
context: Kacchan's being teased...\I can't believe what I'm seeing!\That's U.A. for you!\What a vulgar conversation.\But I like stuff like this, too!\We're here.\Stop messing around.\Yes, sir! response:	Yes, sir...
context: I can't believe what I'm seeing!\That's U.A. for you!\What a vulgar conversation.\But I like stuff like this, too!\We're here.\Stop messing around.\Yes, sir!\Yes, sir... response:	Everyone, I have been waiting for you.
context: That's U.A. for you!\What a vulgar conversation.\But I like stuff like this, too!\We're here.\Stop messing around.\Yes, sir!\Yes, sir...\Everyone, I have been waiting for you. response:	It's the Space Hero, Thirteen!
context: What a vulgar conversation.\But I like stuff like this, too!\We're here.\Stop messing around.\Yes, sir!\Yes, sir...\Everyone, I have been waiting for you.\It's the Space Hero, Thirteen! response:	The gentlemanly hero who has rescued tons of people from disasters!
context: But I like stuff like this, too!\We're here.\Stop messing around.\Yes, sir!\Yes, sir...\Everyone, I have been waiting for you.\It's the Space Hero, Thirteen!\The gentlemanly hero who has rescued tons of people from disasters! response:	Oh, I love Thirteen!
context: We're here.\Stop messing around.\Yes, sir!\Yes, sir...\Everyone, I have been waiting for you.\It's the Space Hero, Thirteen!\The gentlemanly hero who has rescued tons of people from disasters!\Oh, I love Thirteen! response:	Let's go inside without delay.
context: Stop messing around.\Yes, sir!\Yes, sir...\Everyone, I have been waiting for you.\It's the Space Hero, Thirteen!\The gentlemanly hero who has rescued tons of people from disasters!\Oh, I love Thirteen!\Let's go inside without delay. response:	Look forward to working with you!
context: Yes, sir!\Yes, sir...\Everyone, I have been waiting for you.\It's the Space Hero, Thirteen!\The gentlemanly hero who has rescued tons of people from disasters!\Oh, I love Thirteen!\Let's go inside without delay.\Look forward to working with you! response:	Look forward to working with you!
context: Yes, sir...\Everyone, I have been waiting for you.\It's the Space Hero, Thirteen!\The gentlemanly hero who has rescued tons of people from disasters!\Oh, I love Thirteen!\Let's go inside without delay.\Look forward to working with you!\Look forward to working with you! response:	A shipwreck...
context: Everyone, I have been waiting for you.\It's the Space Hero, Thirteen!\The gentlemanly hero who has rescued tons of people from disasters!\Oh, I love Thirteen!\Let's go inside without delay.\Look forward to working with you!\Look forward to working with you!\A shipwreck... response:	It is a training ground that I made with different types of accidents and disasters.
context: It's the Space Hero, Thirteen!\The gentlemanly hero who has rescued tons of people from disasters!\Oh, I love Thirteen!\Let's go inside without delay.\Look forward to working with you!\Look forward to working with you!\A shipwreck...\It is a training ground that I made with different types of accidents and disasters. response:	It's called the Unforeseen Simulation Joint,
context: The gentlemanly hero who has rescued tons of people from disasters!\Oh, I love Thirteen!\Let's go inside without delay.\Look forward to working with you!\Look forward to working with you!\A shipwreck...\It is a training ground that I made with different types of accidents and disasters.\It's called the Unforeseen Simulation Joint, response:	or USJ for short!
context: Oh, I love Thirteen!\Let's go inside without delay.\Look forward to working with you!\Look forward to working with you!\A shipwreck...\It is a training ground that I made with different types of accidents and disasters.\It's called the Unforeseen Simulation Joint,\or USJ for short! response:	It really is USJ.
context: Let's go inside without delay.\Look forward to working with you!\Look forward to working with you!\A shipwreck...\It is a training ground that I made with different types of accidents and disasters.\It's called the Unforeseen Simulation Joint,\or USJ for short!\It really is USJ. response:	It really is USJ.
context: Look forward to working with you!\Look forward to working with you!\A shipwreck...\It is a training ground that I made with different types of accidents and disasters.\It's called the Unforeseen Simulation Joint,\or USJ for short!\It really is USJ.\It really is USJ. response:	Thirteen, where's All Might?
context: Look forward to working with you!\A shipwreck...\It is a training ground that I made with different types of accidents and disasters.\It's called the Unforeseen Simulation Joint,\or USJ for short!\It really is USJ.\It really is USJ.\Thirteen, where's All Might? response:	He was supposed to meet us here.
context: A shipwreck...\It is a training ground that I made with different types of accidents and disasters.\It's called the Unforeseen Simulation Joint,\or USJ for short!\It really is USJ.\It really is USJ.\Thirteen, where's All Might?\He was supposed to meet us here. response:	About that...
context: It is a training ground that I made with different types of accidents and disasters.\It's called the Unforeseen Simulation Joint,\or USJ for short!\It really is USJ.\It really is USJ.\Thirteen, where's All Might?\He was supposed to meet us here.\About that... response:	It looks like he did too much hero work on his way to work and ran out of time...
context: It's called the Unforeseen Simulation Joint,\or USJ for short!\It really is USJ.\It really is USJ.\Thirteen, where's All Might?\He was supposed to meet us here.\About that...\It looks like he did too much hero work on his way to work and ran out of time... response:	Sorry...
context: or USJ for short!\It really is USJ.\It really is USJ.\Thirteen, where's All Might?\He was supposed to meet us here.\About that...\It looks like he did too much hero work on his way to work and ran out of time...\Sorry... response:	I should be able to go for a little bit at the end.
context: It really is USJ.\It really is USJ.\Thirteen, where's All Might?\He was supposed to meet us here.\About that...\It looks like he did too much hero work on his way to work and ran out of time...\Sorry...\I should be able to go for a little bit at the end. response:	I'm really sorry!
context: It really is USJ.\Thirteen, where's All Might?\He was supposed to meet us here.\About that...\It looks like he did too much hero work on his way to work and ran out of time...\Sorry...\I should be able to go for a little bit at the end.\I'm really sorry! response:	That's the height of irrationality.
context: Thirteen, where's All Might?\He was supposed to meet us here.\About that...\It looks like he did too much hero work on his way to work and ran out of time...\Sorry...\I should be able to go for a little bit at the end.\I'm really sorry!\That's the height of irrationality. response:	Well, we took precautions just in case...
context: He was supposed to meet us here.\About that...\It looks like he did too much hero work on his way to work and ran out of time...\Sorry...\I should be able to go for a little bit at the end.\I'm really sorry!\That's the height of irrationality.\Well, we took precautions just in case... response:	It can't be helped.
context: About that...\It looks like he did too much hero work on his way to work and ran out of time...\Sorry...\I should be able to go for a little bit at the end.\I'm really sorry!\That's the height of irrationality.\Well, we took precautions just in case...\It can't be helped. response:	Shall we begin?
context: It looks like he did too much hero work on his way to work and ran out of time...\Sorry...\I should be able to go for a little bit at the end.\I'm really sorry!\That's the height of irrationality.\Well, we took precautions just in case...\It can't be helped.\Shall we begin? response:	Let's see...
