context: Signs response:	Signs
context: I mean, your face wasn't born for advertising food.\You...\Oh, you guys are really working!\Yo, Taka-chan!\What are you doing -\Haruta-kun, which one do you like?\They say if you buy big ones, bad things will happen.\I don't think so. response:	Then, I'll take that big one.
context: You...\Oh, you guys are really working!\Yo, Taka-chan!\What are you doing -\Haruta-kun, which one do you like?\They say if you buy big ones, bad things will happen.\I don't think so.\Then, I'll take that big one. response:	May I have this one, please?
context: Oh, you guys are really working!\Yo, Taka-chan!\What are you doing -\Haruta-kun, which one do you like?\They say if you buy big ones, bad things will happen.\I don't think so.\Then, I'll take that big one.\May I have this one, please? response:	T-That'll be 580 yen...
context: Yo, Taka-chan!\What are you doing -\Haruta-kun, which one do you like?\They say if you buy big ones, bad things will happen.\I don't think so.\Then, I'll take that big one.\May I have this one, please?\T-That'll be 580 yen... response:	You have an elder sister?
context: What are you doing -\Haruta-kun, which one do you like?\They say if you buy big ones, bad things will happen.\I don't think so.\Then, I'll take that big one.\May I have this one, please?\T-That'll be 580 yen...\You have an elder sister? response:	She's not my sister, she's my girlfriend.
context: Haruta-kun, which one do you like?\They say if you buy big ones, bad things will happen.\I don't think so.\Then, I'll take that big one.\May I have this one, please?\T-That'll be 580 yen...\You have an elder sister?\She's not my sister, she's my girlfriend. response:	Bye! Have fun with your jobs!
context: They say if you buy big ones, bad things will happen.\I don't think so.\Then, I'll take that big one.\May I have this one, please?\T-That'll be 580 yen...\You have an elder sister?\She's not my sister, she's my girlfriend.\Bye! Have fun with your jobs! response:	Don't you feel cold?
context: I don't think so.\Then, I'll take that big one.\May I have this one, please?\T-That'll be 580 yen...\You have an elder sister?\She's not my sister, she's my girlfriend.\Bye! Have fun with your jobs!\Don't you feel cold? response:	Let's go to a warm place.
context: Then, I'll take that big one.\May I have this one, please?\T-That'll be 580 yen...\You have an elder sister?\She's not my sister, she's my girlfriend.\Bye! Have fun with your jobs!\Don't you feel cold?\Let's go to a warm place. response:	Sure.
context: May I have this one, please?\T-That'll be 580 yen...\You have an elder sister?\She's not my sister, she's my girlfriend.\Bye! Have fun with your jobs!\Don't you feel cold?\Let's go to a warm place.\Sure. response:	Why?
context: T-That'll be 580 yen...\You have an elder sister?\She's not my sister, she's my girlfriend.\Bye! Have fun with your jobs!\Don't you feel cold?\Let's go to a warm place.\Sure.\Why? response:	The world really has changed.
context: You have an elder sister?\She's not my sister, she's my girlfriend.\Bye! Have fun with your jobs!\Don't you feel cold?\Let's go to a warm place.\Sure.\Why?\The world really has changed. response:	Noto! Why are you here?
context: She's not my sister, she's my girlfriend.\Bye! Have fun with your jobs!\Don't you feel cold?\Let's go to a warm place.\Sure.\Why?\The world really has changed.\Noto! Why are you here? response:	Well, I just happened to pass by...
context: Bye! Have fun with your jobs!\Don't you feel cold?\Let's go to a warm place.\Sure.\Why?\The world really has changed.\Noto! Why are you here?\Well, I just happened to pass by... response:	Oh yeah, has anyone else come by?
context: Don't you feel cold?\Let's go to a warm place.\Sure.\Why?\The world really has changed.\Noto! Why are you here?\Well, I just happened to pass by...\Oh yeah, has anyone else come by? response:	For example, Ami-chan, or even Nanako-sama...
context: Let's go to a warm place.\Sure.\Why?\The world really has changed.\Noto! Why are you here?\Well, I just happened to pass by...\Oh yeah, has anyone else come by?\For example, Ami-chan, or even Nanako-sama... response:	Kihara didn't come.
context: Sure.\Why?\The world really has changed.\Noto! Why are you here?\Well, I just happened to pass by...\Oh yeah, has anyone else come by?\For example, Ami-chan, or even Nanako-sama...\Kihara didn't come. response:	Huh? No!
context: Why?\The world really has changed.\Noto! Why are you here?\Well, I just happened to pass by...\Oh yeah, has anyone else come by?\For example, Ami-chan, or even Nanako-sama...\Kihara didn't come.\Huh? No! response:	I don't really care!
context: The world really has changed.\Noto! Why are you here?\Well, I just happened to pass by...\Oh yeah, has anyone else come by?\For example, Ami-chan, or even Nanako-sama...\Kihara didn't come.\Huh? No!\I don't really care! response:	Well, you see,
context: Noto! Why are you here?\Well, I just happened to pass by...\Oh yeah, has anyone else come by?\For example, Ami-chan, or even Nanako-sama...\Kihara didn't come.\Huh? No!\I don't really care!\Well, you see, response:	I was just wondering if Kihara will give Kitamura chocolate, or something...
context: Well, I just happened to pass by...\Oh yeah, has anyone else come by?\For example, Ami-chan, or even Nanako-sama...\Kihara didn't come.\Huh? No!\I don't really care!\Well, you see,\I was just wondering if Kihara will give Kitamura chocolate, or something... response:	Then what will happen?
context: Oh yeah, has anyone else come by?\For example, Ami-chan, or even Nanako-sama...\Kihara didn't come.\Huh? No!\I don't really care!\Well, you see,\I was just wondering if Kihara will give Kitamura chocolate, or something...\Then what will happen? response:	I'm fine with it either way.
context: For example, Ami-chan, or even Nanako-sama...\Kihara didn't come.\Huh? No!\I don't really care!\Well, you see,\I was just wondering if Kihara will give Kitamura chocolate, or something...\Then what will happen?\I'm fine with it either way. response:	I mean, look Taiga, you care about that, right?
context: Kihara didn't come.\Huh? No!\I don't really care!\Well, you see,\I was just wondering if Kihara will give Kitamura chocolate, or something...\Then what will happen?\I'm fine with it either way.\I mean, look Taiga, you care about that, right? response:	What?
context: Huh? No!\I don't really care!\Well, you see,\I was just wondering if Kihara will give Kitamura chocolate, or something...\Then what will happen?\I'm fine with it either way.\I mean, look Taiga, you care about that, right?\What? response:	What do you mean by that?
context: I don't really care!\Well, you see,\I was just wondering if Kihara will give Kitamura chocolate, or something...\Then what will happen?\I'm fine with it either way.\I mean, look Taiga, you care about that, right?\What?\What do you mean by that? response:	Besides, why does Kihara Maya buying chocolate for Kitamura-kun concern you?
context: Well, you see,\I was just wondering if Kihara will give Kitamura chocolate, or something...\Then what will happen?\I'm fine with it either way.\I mean, look Taiga, you care about that, right?\What?\What do you mean by that?\Besides, why does Kihara Maya buying chocolate for Kitamura-kun concern you? response:	Oh, I see.
context: I was just wondering if Kihara will give Kitamura chocolate, or something...\Then what will happen?\I'm fine with it either way.\I mean, look Taiga, you care about that, right?\What?\What do you mean by that?\Besides, why does Kihara Maya buying chocolate for Kitamura-kun concern you?\Oh, I see. response:	You like Kihara Maya.
context: Then what will happen?\I'm fine with it either way.\I mean, look Taiga, you care about that, right?\What?\What do you mean by that?\Besides, why does Kihara Maya buying chocolate for Kitamura-kun concern you?\Oh, I see.\You like Kihara Maya. response:	So people who realise their feelings after fighting really do exist...
context: I'm fine with it either way.\I mean, look Taiga, you care about that, right?\What?\What do you mean by that?\Besides, why does Kihara Maya buying chocolate for Kitamura-kun concern you?\Oh, I see.\You like Kihara Maya.\So people who realise their feelings after fighting really do exist... response:	I'm just interested!
context: I mean, look Taiga, you care about that, right?\What?\What do you mean by that?\Besides, why does Kihara Maya buying chocolate for Kitamura-kun concern you?\Oh, I see.\You like Kihara Maya.\So people who realise their feelings after fighting really do exist...\I'm just interested! response:	W-What are you talking about?!
context: What?\What do you mean by that?\Besides, why does Kihara Maya buying chocolate for Kitamura-kun concern you?\Oh, I see.\You like Kihara Maya.\So people who realise their feelings after fighting really do exist...\I'm just interested!\W-What are you talking about?! response:	That's so strange, Taiga!
context: What do you mean by that?\Besides, why does Kihara Maya buying chocolate for Kitamura-kun concern you?\Oh, I see.\You like Kihara Maya.\So people who realise their feelings after fighting really do exist...\I'm just interested!\W-What are you talking about?!\That's so strange, Taiga! response:	I don't think it's strange at all.
context: Besides, why does Kihara Maya buying chocolate for Kitamura-kun concern you?\Oh, I see.\You like Kihara Maya.\So people who realise their feelings after fighting really do exist...\I'm just interested!\W-What are you talking about?!\That's so strange, Taiga!\I don't think it's strange at all. response:	It's perfectly normal.
context: Oh, I see.\You like Kihara Maya.\So people who realise their feelings after fighting really do exist...\I'm just interested!\W-What are you talking about?!\That's so strange, Taiga!\I don't think it's strange at all.\It's perfectly normal. response:	A male's stamen and a female's pistil...
context: You like Kihara Maya.\So people who realise their feelings after fighting really do exist...\I'm just interested!\W-What are you talking about?!\That's so strange, Taiga!\I don't think it's strange at all.\It's perfectly normal.\A male's stamen and a female's pistil... response:	Idiot!
context: So people who realise their feelings after fighting really do exist...\I'm just interested!\W-What are you talking about?!\That's so strange, Taiga!\I don't think it's strange at all.\It's perfectly normal.\A male's stamen and a female's pistil...\Idiot! response:	There's something wrong with your brain!
context: I'm just interested!\W-What are you talking about?!\That's so strange, Taiga!\I don't think it's strange at all.\It's perfectly normal.\A male's stamen and a female's pistil...\Idiot!\There's something wrong with your brain! response:	What's going on with him?
context: W-What are you talking about?!\That's so strange, Taiga!\I don't think it's strange at all.\It's perfectly normal.\A male's stamen and a female's pistil...\Idiot!\There's something wrong with your brain!\What's going on with him? response:	Crap...
context: That's so strange, Taiga!\I don't think it's strange at all.\It's perfectly normal.\A male's stamen and a female's pistil...\Idiot!\There's something wrong with your brain!\What's going on with him?\Crap... response:	We'll be scolded if we mess around anymore.
context: I don't think it's strange at all.\It's perfectly normal.\A male's stamen and a female's pistil...\Idiot!\There's something wrong with your brain!\What's going on with him?\Crap...\We'll be scolded if we mess around anymore. response:	I guess there's no other choice than to summon the lethal weapon.
context: It's perfectly normal.\A male's stamen and a female's pistil...\Idiot!\There's something wrong with your brain!\What's going on with him?\Crap...\We'll be scolded if we mess around anymore.\I guess there's no other choice than to summon the lethal weapon. response:	I thought you were by yourself.
context: A male's stamen and a female's pistil...\Idiot!\There's something wrong with your brain!\What's going on with him?\Crap...\We'll be scolded if we mess around anymore.\I guess there's no other choice than to summon the lethal weapon.\I thought you were by yourself. response:	Y-Yo.
context: Idiot!\There's something wrong with your brain!\What's going on with him?\Crap...\We'll be scolded if we mess around anymore.\I guess there's no other choice than to summon the lethal weapon.\I thought you were by yourself.\Y-Yo. response:	I'm going home.
context: There's something wrong with your brain!\What's going on with him?\Crap...\We'll be scolded if we mess around anymore.\I guess there's no other choice than to summon the lethal weapon.\I thought you were by yourself.\Y-Yo.\I'm going home. response:	Well, since you came...
context: What's going on with him?\Crap...\We'll be scolded if we mess around anymore.\I guess there's no other choice than to summon the lethal weapon.\I thought you were by yourself.\Y-Yo.\I'm going home.\Well, since you came... response:	Here, Stupid Chi', hold this.
context: Crap...\We'll be scolded if we mess around anymore.\I guess there's no other choice than to summon the lethal weapon.\I thought you were by yourself.\Y-Yo.\I'm going home.\Well, since you came...\Here, Stupid Chi', hold this. response:	Huh?
context: We'll be scolded if we mess around anymore.\I guess there's no other choice than to summon the lethal weapon.\I thought you were by yourself.\Y-Yo.\I'm going home.\Well, since you came...\Here, Stupid Chi', hold this.\Huh? response:	No thanks. Don't make me do weird things.
context: I guess there's no other choice than to summon the lethal weapon.\I thought you were by yourself.\Y-Yo.\I'm going home.\Well, since you came...\Here, Stupid Chi', hold this.\Huh?\No thanks. Don't make me do weird things. response:	I'm beautiful, so I naturally grab people's attention.
context: I thought you were by yourself.\Y-Yo.\I'm going home.\Well, since you came...\Here, Stupid Chi', hold this.\Huh?\No thanks. Don't make me do weird things.\I'm beautiful, so I naturally grab people's attention. response:	Yes, yes, you're beautiful! You're really attractive!
context: Y-Yo.\I'm going home.\Well, since you came...\Here, Stupid Chi', hold this.\Huh?\No thanks. Don't make me do weird things.\I'm beautiful, so I naturally grab people's attention.\Yes, yes, you're beautiful! You're really attractive! response:	That's why you should take this and say, I love the chocolate here! out loud.
context: I'm going home.\Well, since you came...\Here, Stupid Chi', hold this.\Huh?\No thanks. Don't make me do weird things.\I'm beautiful, so I naturally grab people's attention.\Yes, yes, you're beautiful! You're really attractive!\That's why you should take this and say, I love the chocolate here! out loud. response:	What's this?
context: Well, since you came...\Here, Stupid Chi', hold this.\Huh?\No thanks. Don't make me do weird things.\I'm beautiful, so I naturally grab people's attention.\Yes, yes, you're beautiful! You're really attractive!\That's why you should take this and say, I love the chocolate here! out loud.\What's this? response:	You want me to advertise?
context: Here, Stupid Chi', hold this.\Huh?\No thanks. Don't make me do weird things.\I'm beautiful, so I naturally grab people's attention.\Yes, yes, you're beautiful! You're really attractive!\That's why you should take this and say, I love the chocolate here! out loud.\What's this?\You want me to advertise? response:	Yeah.
context: Huh?\No thanks. Don't make me do weird things.\I'm beautiful, so I naturally grab people's attention.\Yes, yes, you're beautiful! You're really attractive!\That's why you should take this and say, I love the chocolate here! out loud.\What's this?\You want me to advertise?\Yeah. response:	No thanks.
context: No thanks. Don't make me do weird things.\I'm beautiful, so I naturally grab people's attention.\Yes, yes, you're beautiful! You're really attractive!\That's why you should take this and say, I love the chocolate here! out loud.\What's this?\You want me to advertise?\Yeah.\No thanks. response:	Why would I do such a lame thing?
context: I'm beautiful, so I naturally grab people's attention.\Yes, yes, you're beautiful! You're really attractive!\That's why you should take this and say, I love the chocolate here! out loud.\What's this?\You want me to advertise?\Yeah.\No thanks.\Why would I do such a lame thing? response:	It's all right, Stupid Chi'.
context: Yes, yes, you're beautiful! You're really attractive!\That's why you should take this and say, I love the chocolate here! out loud.\What's this?\You want me to advertise?\Yeah.\No thanks.\Why would I do such a lame thing?\It's all right, Stupid Chi'. response:	Oh yeah, how about you buy one for yourself?
context: That's why you should take this and say, I love the chocolate here! out loud.\What's this?\You want me to advertise?\Yeah.\No thanks.\Why would I do such a lame thing?\It's all right, Stupid Chi'.\Oh yeah, how about you buy one for yourself? response:	You could give it to Minorin to make up with her.
context: What's this?\You want me to advertise?\Yeah.\No thanks.\Why would I do such a lame thing?\It's all right, Stupid Chi'.\Oh yeah, how about you buy one for yourself?\You could give it to Minorin to make up with her. response:	Huh?
context: You want me to advertise?\Yeah.\No thanks.\Why would I do such a lame thing?\It's all right, Stupid Chi'.\Oh yeah, how about you buy one for yourself?\You could give it to Minorin to make up with her.\Huh? response:	Contrary to popular belief, I care about you.
context: Yeah.\No thanks.\Why would I do such a lame thing?\It's all right, Stupid Chi'.\Oh yeah, how about you buy one for yourself?\You could give it to Minorin to make up with her.\Huh?\Contrary to popular belief, I care about you. response:	You want to get on good terms with Minorin, but it's not working out for you.
context: No thanks.\Why would I do such a lame thing?\It's all right, Stupid Chi'.\Oh yeah, how about you buy one for yourself?\You could give it to Minorin to make up with her.\Huh?\Contrary to popular belief, I care about you.\You want to get on good terms with Minorin, but it's not working out for you. response:	The shaking delicate heart of a Chihuahua -
context: Why would I do such a lame thing?\It's all right, Stupid Chi'.\Oh yeah, how about you buy one for yourself?\You could give it to Minorin to make up with her.\Huh?\Contrary to popular belief, I care about you.\You want to get on good terms with Minorin, but it's not working out for you.\The shaking delicate heart of a Chihuahua - response:	Hey, why are you making assump -
context: It's all right, Stupid Chi'.\Oh yeah, how about you buy one for yourself?\You could give it to Minorin to make up with her.\Huh?\Contrary to popular belief, I care about you.\You want to get on good terms with Minorin, but it's not working out for you.\The shaking delicate heart of a Chihuahua -\Hey, why are you making assump - response:	If you're embarrassed, I'll call Minorin for you.
context: Oh yeah, how about you buy one for yourself?\You could give it to Minorin to make up with her.\Huh?\Contrary to popular belief, I care about you.\You want to get on good terms with Minorin, but it's not working out for you.\The shaking delicate heart of a Chihuahua -\Hey, why are you making assump -\If you're embarrassed, I'll call Minorin for you. response:	My, Valentine's Day came just in time.
context: You could give it to Minorin to make up with her.\Huh?\Contrary to popular belief, I care about you.\You want to get on good terms with Minorin, but it's not working out for you.\The shaking delicate heart of a Chihuahua -\Hey, why are you making assump -\If you're embarrassed, I'll call Minorin for you.\My, Valentine's Day came just in time. response:	You!
context: Huh?\Contrary to popular belief, I care about you.\You want to get on good terms with Minorin, but it's not working out for you.\The shaking delicate heart of a Chihuahua -\Hey, why are you making assump -\If you're embarrassed, I'll call Minorin for you.\My, Valentine's Day came just in time.\You! response:	Hey, isn't that Kawashima Ami-chan?
context: Contrary to popular belief, I care about you.\You want to get on good terms with Minorin, but it's not working out for you.\The shaking delicate heart of a Chihuahua -\Hey, why are you making assump -\If you're embarrassed, I'll call Minorin for you.\My, Valentine's Day came just in time.\You!\Hey, isn't that Kawashima Ami-chan? response:	You're right! She's so cute!
context: You want to get on good terms with Minorin, but it's not working out for you.\The shaking delicate heart of a Chihuahua -\Hey, why are you making assump -\If you're embarrassed, I'll call Minorin for you.\My, Valentine's Day came just in time.\You!\Hey, isn't that Kawashima Ami-chan?\You're right! She's so cute! response:	Her face is so slender!
context: The shaking delicate heart of a Chihuahua -\Hey, why are you making assump -\If you're embarrassed, I'll call Minorin for you.\My, Valentine's Day came just in time.\You!\Hey, isn't that Kawashima Ami-chan?\You're right! She's so cute!\Her face is so slender! response:	It's really Ami-chan!
context: Hey, why are you making assump -\If you're embarrassed, I'll call Minorin for you.\My, Valentine's Day came just in time.\You!\Hey, isn't that Kawashima Ami-chan?\You're right! She's so cute!\Her face is so slender!\It's really Ami-chan! response:	Is she buying chocolate at that place?
context: If you're embarrassed, I'll call Minorin for you.\My, Valentine's Day came just in time.\You!\Hey, isn't that Kawashima Ami-chan?\You're right! She's so cute!\Her face is so slender!\It's really Ami-chan!\Is she buying chocolate at that place? response:	Ami-chan loves the chocolate here.
context: My, Valentine's Day came just in time.\You!\Hey, isn't that Kawashima Ami-chan?\You're right! She's so cute!\Her face is so slender!\It's really Ami-chan!\Is she buying chocolate at that place?\Ami-chan loves the chocolate here. response:	Even my model friends say it's good.
context: You!\Hey, isn't that Kawashima Ami-chan?\You're right! She's so cute!\Her face is so slender!\It's really Ami-chan!\Is she buying chocolate at that place?\Ami-chan loves the chocolate here.\Even my model friends say it's good. response:	I want to buy the same kind as Ami-chan's!
context: Hey, isn't that Kawashima Ami-chan?\You're right! She's so cute!\Her face is so slender!\It's really Ami-chan!\Is she buying chocolate at that place?\Ami-chan loves the chocolate here.\Even my model friends say it's good.\I want to buy the same kind as Ami-chan's! response:	Wow, she can be helpful from time to time.
context: You're right! She's so cute!\Her face is so slender!\It's really Ami-chan!\Is she buying chocolate at that place?\Ami-chan loves the chocolate here.\Even my model friends say it's good.\I want to buy the same kind as Ami-chan's!\Wow, she can be helpful from time to time. response:	Excuse me.
context: Her face is so slender!\It's really Ami-chan!\Is she buying chocolate at that place?\Ami-chan loves the chocolate here.\Even my model friends say it's good.\I want to buy the same kind as Ami-chan's!\Wow, she can be helpful from time to time.\Excuse me. response:	Yes, I'll be right there!
context: It's really Ami-chan!\Is she buying chocolate at that place?\Ami-chan loves the chocolate here.\Even my model friends say it's good.\I want to buy the same kind as Ami-chan's!\Wow, she can be helpful from time to time.\Excuse me.\Yes, I'll be right there! response:	Ryuuji, where are you -
context: Is she buying chocolate at that place?\Ami-chan loves the chocolate here.\Even my model friends say it's good.\I want to buy the same kind as Ami-chan's!\Wow, she can be helpful from time to time.\Excuse me.\Yes, I'll be right there!\Ryuuji, where are you - response:	Excuse me, I would like this one.
context: Ami-chan loves the chocolate here.\Even my model friends say it's good.\I want to buy the same kind as Ami-chan's!\Wow, she can be helpful from time to time.\Excuse me.\Yes, I'll be right there!\Ryuuji, where are you -\Excuse me, I would like this one. response:	C-Coming!
context: Even my model friends say it's good.\I want to buy the same kind as Ami-chan's!\Wow, she can be helpful from time to time.\Excuse me.\Yes, I'll be right there!\Ryuuji, where are you -\Excuse me, I would like this one.\C-Coming! response:	Hey, Kawashima!
context: I want to buy the same kind as Ami-chan's!\Wow, she can be helpful from time to time.\Excuse me.\Yes, I'll be right there!\Ryuuji, where are you -\Excuse me, I would like this one.\C-Coming!\Hey, Kawashima! response:	You really like chasing after people, don't you?
context: Wow, she can be helpful from time to time.\Excuse me.\Yes, I'll be right there!\Ryuuji, where are you -\Excuse me, I would like this one.\C-Coming!\Hey, Kawashima!\You really like chasing after people, don't you? response:	You have potential to be a stalker.
context: Excuse me.\Yes, I'll be right there!\Ryuuji, where are you -\Excuse me, I would like this one.\C-Coming!\Hey, Kawashima!\You really like chasing after people, don't you?\You have potential to be a stalker. response:	You too.
context: Yes, I'll be right there!\Ryuuji, where are you -\Excuse me, I would like this one.\C-Coming!\Hey, Kawashima!\You really like chasing after people, don't you?\You have potential to be a stalker.\You too. response:	You like running away, right?
context: Ryuuji, where are you -\Excuse me, I would like this one.\C-Coming!\Hey, Kawashima!\You really like chasing after people, don't you?\You have potential to be a stalker.\You too.\You like running away, right? response:	Not just from me, but from a lot of other things too.
context: Excuse me, I would like this one.\C-Coming!\Hey, Kawashima!\You really like chasing after people, don't you?\You have potential to be a stalker.\You too.\You like running away, right?\Not just from me, but from a lot of other things too. response:	Listen, I don't think it'd be better if you left.
context: C-Coming!\Hey, Kawashima!\You really like chasing after people, don't you?\You have potential to be a stalker.\You too.\You like running away, right?\Not just from me, but from a lot of other things too.\Listen, I don't think it'd be better if you left. response:	Besides, you'll disappoint everyone if you leave.
context: Hey, Kawashima!\You really like chasing after people, don't you?\You have potential to be a stalker.\You too.\You like running away, right?\Not just from me, but from a lot of other things too.\Listen, I don't think it'd be better if you left.\Besides, you'll disappoint everyone if you leave. response:	Everyone adores you.
context: You really like chasing after people, don't you?\You have potential to be a stalker.\You too.\You like running away, right?\Not just from me, but from a lot of other things too.\Listen, I don't think it'd be better if you left.\Besides, you'll disappoint everyone if you leave.\Everyone adores you. response:	Everyone?
context: You have potential to be a stalker.\You too.\You like running away, right?\Not just from me, but from a lot of other things too.\Listen, I don't think it'd be better if you left.\Besides, you'll disappoint everyone if you leave.\Everyone adores you.\Everyone? response:	Yeah, everyone.
context: You too.\You like running away, right?\Not just from me, but from a lot of other things too.\Listen, I don't think it'd be better if you left.\Besides, you'll disappoint everyone if you leave.\Everyone adores you.\Everyone?\Yeah, everyone. response:	You really don't get it.
context: You like running away, right?\Not just from me, but from a lot of other things too.\Listen, I don't think it'd be better if you left.\Besides, you'll disappoint everyone if you leave.\Everyone adores you.\Everyone?\Yeah, everyone.\You really don't get it. response:	Look, Taiga can't handle it by herself.
context: Not just from me, but from a lot of other things too.\Listen, I don't think it'd be better if you left.\Besides, you'll disappoint everyone if you leave.\Everyone adores you.\Everyone?\Yeah, everyone.\You really don't get it.\Look, Taiga can't handle it by herself. response:	Oh, crap!
context: Listen, I don't think it'd be better if you left.\Besides, you'll disappoint everyone if you leave.\Everyone adores you.\Everyone?\Yeah, everyone.\You really don't get it.\Look, Taiga can't handle it by herself.\Oh, crap! response:	Actually, I'd be happy even if it wasn't everyone.
context: Besides, you'll disappoint everyone if you leave.\Everyone adores you.\Everyone?\Yeah, everyone.\You really don't get it.\Look, Taiga can't handle it by herself.\Oh, crap!\Actually, I'd be happy even if it wasn't everyone. response:	I don't get it myself either.
context: Everyone adores you.\Everyone?\Yeah, everyone.\You really don't get it.\Look, Taiga can't handle it by herself.\Oh, crap!\Actually, I'd be happy even if it wasn't everyone.\I don't get it myself either. response:	Thanks! I'll be counting on you tomorrow!
context: Everyone?\Yeah, everyone.\You really don't get it.\Look, Taiga can't handle it by herself.\Oh, crap!\Actually, I'd be happy even if it wasn't everyone.\I don't get it myself either.\Thanks! I'll be counting on you tomorrow! response:	We've reached our target already, so it's pointless to buy the rest.
context: Yeah, everyone.\You really don't get it.\Look, Taiga can't handle it by herself.\Oh, crap!\Actually, I'd be happy even if it wasn't everyone.\I don't get it myself either.\Thanks! I'll be counting on you tomorrow!\We've reached our target already, so it's pointless to buy the rest. response:	It's all right, I'm going to give them out.
context: You really don't get it.\Look, Taiga can't handle it by herself.\Oh, crap!\Actually, I'd be happy even if it wasn't everyone.\I don't get it myself either.\Thanks! I'll be counting on you tomorrow!\We've reached our target already, so it's pointless to buy the rest.\It's all right, I'm going to give them out. response:	Give them out?
context: Look, Taiga can't handle it by herself.\Oh, crap!\Actually, I'd be happy even if it wasn't everyone.\I don't get it myself either.\Thanks! I'll be counting on you tomorrow!\We've reached our target already, so it's pointless to buy the rest.\It's all right, I'm going to give them out.\Give them out? response:	Yeah, I caused a lot of trouble for people on the trip.
context: Oh, crap!\Actually, I'd be happy even if it wasn't everyone.\I don't get it myself either.\Thanks! I'll be counting on you tomorrow!\We've reached our target already, so it's pointless to buy the rest.\It's all right, I'm going to give them out.\Give them out?\Yeah, I caused a lot of trouble for people on the trip. response:	Like Kitamura-kun, Minorin, and the Stupid Chi'.
context: Actually, I'd be happy even if it wasn't everyone.\I don't get it myself either.\Thanks! I'll be counting on you tomorrow!\We've reached our target already, so it's pointless to buy the rest.\It's all right, I'm going to give them out.\Give them out?\Yeah, I caused a lot of trouble for people on the trip.\Like Kitamura-kun, Minorin, and the Stupid Chi'. response:	And also...
context: I don't get it myself either.\Thanks! I'll be counting on you tomorrow!\We've reached our target already, so it's pointless to buy the rest.\It's all right, I'm going to give them out.\Give them out?\Yeah, I caused a lot of trouble for people on the trip.\Like Kitamura-kun, Minorin, and the Stupid Chi'.\And also... response:	If I gave you chocolate, would you be happy?
context: Thanks! I'll be counting on you tomorrow!\We've reached our target already, so it's pointless to buy the rest.\It's all right, I'm going to give them out.\Give them out?\Yeah, I caused a lot of trouble for people on the trip.\Like Kitamura-kun, Minorin, and the Stupid Chi'.\And also...\If I gave you chocolate, would you be happy? response:	Because I don't know.
context: We've reached our target already, so it's pointless to buy the rest.\It's all right, I'm going to give them out.\Give them out?\Yeah, I caused a lot of trouble for people on the trip.\Like Kitamura-kun, Minorin, and the Stupid Chi'.\And also...\If I gave you chocolate, would you be happy?\Because I don't know. response:	W-What don't you know?
context: It's all right, I'm going to give them out.\Give them out?\Yeah, I caused a lot of trouble for people on the trip.\Like Kitamura-kun, Minorin, and the Stupid Chi'.\And also...\If I gave you chocolate, would you be happy?\Because I don't know.\W-What don't you know? response:	I wouldn't be human if getting chocolate from you didn't make me happy.
context: Give them out?\Yeah, I caused a lot of trouble for people on the trip.\Like Kitamura-kun, Minorin, and the Stupid Chi'.\And also...\If I gave you chocolate, would you be happy?\Because I don't know.\W-What don't you know?\I wouldn't be human if getting chocolate from you didn't make me happy. response:	Oh, okay.
context: Yeah, I caused a lot of trouble for people on the trip.\Like Kitamura-kun, Minorin, and the Stupid Chi'.\And also...\If I gave you chocolate, would you be happy?\Because I don't know.\W-What don't you know?\I wouldn't be human if getting chocolate from you didn't make me happy.\Oh, okay. response:	Then, I'll try my best.
context: Like Kitamura-kun, Minorin, and the Stupid Chi'.\And also...\If I gave you chocolate, would you be happy?\Because I don't know.\W-What don't you know?\I wouldn't be human if getting chocolate from you didn't make me happy.\Oh, okay.\Then, I'll try my best. response:	Just giving you guys store-bought chocolate is rude,
context: And also...\If I gave you chocolate, would you be happy?\Because I don't know.\W-What don't you know?\I wouldn't be human if getting chocolate from you didn't make me happy.\Oh, okay.\Then, I'll try my best.\Just giving you guys store-bought chocolate is rude, response:	so I'll try to do something nice with it.
context: If I gave you chocolate, would you be happy?\Because I don't know.\W-What don't you know?\I wouldn't be human if getting chocolate from you didn't make me happy.\Oh, okay.\Then, I'll try my best.\Just giving you guys store-bought chocolate is rude,\so I'll try to do something nice with it. response:	Hopefully I can make everyone happy.
context: Because I don't know.\W-What don't you know?\I wouldn't be human if getting chocolate from you didn't make me happy.\Oh, okay.\Then, I'll try my best.\Just giving you guys store-bought chocolate is rude,\so I'll try to do something nice with it.\Hopefully I can make everyone happy. response:	Oh, it smells great!
context: W-What don't you know?\I wouldn't be human if getting chocolate from you didn't make me happy.\Oh, okay.\Then, I'll try my best.\Just giving you guys store-bought chocolate is rude,\so I'll try to do something nice with it.\Hopefully I can make everyone happy.\Oh, it smells great! response:	You're going to the shop already?
context: I wouldn't be human if getting chocolate from you didn't make me happy.\Oh, okay.\Then, I'll try my best.\Just giving you guys store-bought chocolate is rude,\so I'll try to do something nice with it.\Hopefully I can make everyone happy.\Oh, it smells great!\You're going to the shop already? response:	I'm all healthy now, so it'll be fine.
context: Oh, okay.\Then, I'll try my best.\Just giving you guys store-bought chocolate is rude,\so I'll try to do something nice with it.\Hopefully I can make everyone happy.\Oh, it smells great!\You're going to the shop already?\I'm all healthy now, so it'll be fine. response:	I need to thank Taiga-chan...
