context: Yeah! The ocean! response:	The ocean!
context: Huh? You won't become a doctor?\They're just possibilities.\I might be a researcher.\Oh? Like Papa?\Well, Mari, you work hard, too!\I don't even know what I wanna be...\What is the meaning of this, Mabel?\I came because you said you had something to show me. response:	Please, get on the train.
context: They're just possibilities.\I might be a researcher.\Oh? Like Papa?\Well, Mari, you work hard, too!\I don't even know what I wanna be...\What is the meaning of this, Mabel?\I came because you said you had something to show me.\Please, get on the train. response:	Give the demonstration at the exhibition, like Father wants!
context: I might be a researcher.\Oh? Like Papa?\Well, Mari, you work hard, too!\I don't even know what I wanna be...\What is the meaning of this, Mabel?\I came because you said you had something to show me.\Please, get on the train.\Give the demonstration at the exhibition, like Father wants! response:	Mabel...
context: Oh? Like Papa?\Well, Mari, you work hard, too!\I don't even know what I wanna be...\What is the meaning of this, Mabel?\I came because you said you had something to show me.\Please, get on the train.\Give the demonstration at the exhibition, like Father wants!\Mabel... response:	I won't be able to marry you if you don't!
context: Well, Mari, you work hard, too!\I don't even know what I wanna be...\What is the meaning of this, Mabel?\I came because you said you had something to show me.\Please, get on the train.\Give the demonstration at the exhibition, like Father wants!\Mabel...\I won't be able to marry you if you don't! response:	But you know very well that I have school...
context: I don't even know what I wanna be...\What is the meaning of this, Mabel?\I came because you said you had something to show me.\Please, get on the train.\Give the demonstration at the exhibition, like Father wants!\Mabel...\I won't be able to marry you if you don't!\But you know very well that I have school... response:	The school will still be here when you get back!
context: What is the meaning of this, Mabel?\I came because you said you had something to show me.\Please, get on the train.\Give the demonstration at the exhibition, like Father wants!\Mabel...\I won't be able to marry you if you don't!\But you know very well that I have school...\The school will still be here when you get back! response:	But this exhibition will only come once.
context: I came because you said you had something to show me.\Please, get on the train.\Give the demonstration at the exhibition, like Father wants!\Mabel...\I won't be able to marry you if you don't!\But you know very well that I have school...\The school will still be here when you get back!\But this exhibition will only come once. response:	You're getting on, aren't you, Mr. Bell?
context: Please, get on the train.\Give the demonstration at the exhibition, like Father wants!\Mabel...\I won't be able to marry you if you don't!\But you know very well that I have school...\The school will still be here when you get back!\But this exhibition will only come once.\You're getting on, aren't you, Mr. Bell? response:	You're...
context: Give the demonstration at the exhibition, like Father wants!\Mabel...\I won't be able to marry you if you don't!\But you know very well that I have school...\The school will still be here when you get back!\But this exhibition will only come once.\You're getting on, aren't you, Mr. Bell?\You're... response:	You'd better hurry. Go on!
context: Mabel...\I won't be able to marry you if you don't!\But you know very well that I have school...\The school will still be here when you get back!\But this exhibition will only come once.\You're getting on, aren't you, Mr. Bell?\You're...\You'd better hurry. Go on! response:	I understand, Mabel.
context: I won't be able to marry you if you don't!\But you know very well that I have school...\The school will still be here when you get back!\But this exhibition will only come once.\You're getting on, aren't you, Mr. Bell?\You're...\You'd better hurry. Go on!\I understand, Mabel. response:	But I'm still pursuing those two hares.
context: But you know very well that I have school...\The school will still be here when you get back!\But this exhibition will only come once.\You're getting on, aren't you, Mr. Bell?\You're...\You'd better hurry. Go on!\I understand, Mabel.\But I'm still pursuing those two hares. response:	Okay!
context: The school will still be here when you get back!\But this exhibition will only come once.\You're getting on, aren't you, Mr. Bell?\You're...\You'd better hurry. Go on!\I understand, Mabel.\But I'm still pursuing those two hares.\Okay! response:	Mr. Bell! Hurry!
context: But this exhibition will only come once.\You're getting on, aren't you, Mr. Bell?\You're...\You'd better hurry. Go on!\I understand, Mabel.\But I'm still pursuing those two hares.\Okay!\Mr. Bell! Hurry! response:	Thank you, Dr. Hayase.
context: You're getting on, aren't you, Mr. Bell?\You're...\You'd better hurry. Go on!\I understand, Mabel.\But I'm still pursuing those two hares.\Okay!\Mr. Bell! Hurry!\Thank you, Dr. Hayase. response:	You always show up when Mabel needs you.
context: You're...\You'd better hurry. Go on!\I understand, Mabel.\But I'm still pursuing those two hares.\Okay!\Mr. Bell! Hurry!\Thank you, Dr. Hayase.\You always show up when Mabel needs you. response:	You're like her knight in shining armor.
context: You'd better hurry. Go on!\I understand, Mabel.\But I'm still pursuing those two hares.\Okay!\Mr. Bell! Hurry!\Thank you, Dr. Hayase.\You always show up when Mabel needs you.\You're like her knight in shining armor. response:	I just felt like history might change
context: I understand, Mabel.\But I'm still pursuing those two hares.\Okay!\Mr. Bell! Hurry!\Thank you, Dr. Hayase.\You always show up when Mabel needs you.\You're like her knight in shining armor.\I just felt like history might change response:	if you didn't get on this train.
context: But I'm still pursuing those two hares.\Okay!\Mr. Bell! Hurry!\Thank you, Dr. Hayase.\You always show up when Mabel needs you.\You're like her knight in shining armor.\I just felt like history might change\if you didn't get on this train. response:	History?
context: Okay!\Mr. Bell! Hurry!\Thank you, Dr. Hayase.\You always show up when Mabel needs you.\You're like her knight in shining armor.\I just felt like history might change\if you didn't get on this train.\History? response:	Well, no matter how I try to protect the flow of time,
context: Mr. Bell! Hurry!\Thank you, Dr. Hayase.\You always show up when Mabel needs you.\You're like her knight in shining armor.\I just felt like history might change\if you didn't get on this train.\History?\Well, no matter how I try to protect the flow of time, response:	some things may yet remain part of history.
context: Thank you, Dr. Hayase.\You always show up when Mabel needs you.\You're like her knight in shining armor.\I just felt like history might change\if you didn't get on this train.\History?\Well, no matter how I try to protect the flow of time,\some things may yet remain part of history. response:	What are you talking about?
context: You always show up when Mabel needs you.\You're like her knight in shining armor.\I just felt like history might change\if you didn't get on this train.\History?\Well, no matter how I try to protect the flow of time,\some things may yet remain part of history.\What are you talking about? response:	Oh, nothing. Just talking to myself.
context: You're like her knight in shining armor.\I just felt like history might change\if you didn't get on this train.\History?\Well, no matter how I try to protect the flow of time,\some things may yet remain part of history.\What are you talking about?\Oh, nothing. Just talking to myself. response:	But you can't fight a woman's tears, can you?
context: I just felt like history might change\if you didn't get on this train.\History?\Well, no matter how I try to protect the flow of time,\some things may yet remain part of history.\What are you talking about?\Oh, nothing. Just talking to myself.\But you can't fight a woman's tears, can you? response:	Does that go for your wife's tears, too?
context: if you didn't get on this train.\History?\Well, no matter how I try to protect the flow of time,\some things may yet remain part of history.\What are you talking about?\Oh, nothing. Just talking to myself.\But you can't fight a woman's tears, can you?\Does that go for your wife's tears, too? response:	That's right.
context: History?\Well, no matter how I try to protect the flow of time,\some things may yet remain part of history.\What are you talking about?\Oh, nothing. Just talking to myself.\But you can't fight a woman's tears, can you?\Does that go for your wife's tears, too?\That's right. response:	I haven't seen her tears in quite a while.
context: Well, no matter how I try to protect the flow of time,\some things may yet remain part of history.\What are you talking about?\Oh, nothing. Just talking to myself.\But you can't fight a woman's tears, can you?\Does that go for your wife's tears, too?\That's right.\I haven't seen her tears in quite a while. response:	Mama, what's wrong?
context: some things may yet remain part of history.\What are you talking about?\Oh, nothing. Just talking to myself.\But you can't fight a woman's tears, can you?\Does that go for your wife's tears, too?\That's right.\I haven't seen her tears in quite a while.\Mama, what's wrong? response:	Mari!
context: What are you talking about?\Oh, nothing. Just talking to myself.\But you can't fight a woman's tears, can you?\Does that go for your wife's tears, too?\That's right.\I haven't seen her tears in quite a while.\Mama, what's wrong?\Mari! response:	I was just thinking about Papa.
context: Oh, nothing. Just talking to myself.\But you can't fight a woman's tears, can you?\Does that go for your wife's tears, too?\That's right.\I haven't seen her tears in quite a while.\Mama, what's wrong?\Mari!\I was just thinking about Papa. response:	Papa?
context: But you can't fight a woman's tears, can you?\Does that go for your wife's tears, too?\That's right.\I haven't seen her tears in quite a while.\Mama, what's wrong?\Mari!\I was just thinking about Papa.\Papa? response:	Papa proposed to me on a beach near here.
context: Does that go for your wife's tears, too?\That's right.\I haven't seen her tears in quite a while.\Mama, what's wrong?\Mari!\I was just thinking about Papa.\Papa?\Papa proposed to me on a beach near here. response:	What? Really?
context: That's right.\I haven't seen her tears in quite a while.\Mama, what's wrong?\Mari!\I was just thinking about Papa.\Papa?\Papa proposed to me on a beach near here.\What? Really? response:	He said that if you swear your love in front of that setting sun,
context: I haven't seen her tears in quite a while.\Mama, what's wrong?\Mari!\I was just thinking about Papa.\Papa?\Papa proposed to me on a beach near here.\What? Really?\He said that if you swear your love in front of that setting sun, response:	it will last forever.
context: Mama, what's wrong?\Mari!\I was just thinking about Papa.\Papa?\Papa proposed to me on a beach near here.\What? Really?\He said that if you swear your love in front of that setting sun,\it will last forever. response:	He'd made it all up, of course.
context: Mari!\I was just thinking about Papa.\Papa?\Papa proposed to me on a beach near here.\What? Really?\He said that if you swear your love in front of that setting sun,\it will last forever.\He'd made it all up, of course. response:	Papa...
context: I was just thinking about Papa.\Papa?\Papa proposed to me on a beach near here.\What? Really?\He said that if you swear your love in front of that setting sun,\it will last forever.\He'd made it all up, of course.\Papa... response:	But he said humans create whatever they imagine,
context: Papa?\Papa proposed to me on a beach near here.\What? Really?\He said that if you swear your love in front of that setting sun,\it will last forever.\He'd made it all up, of course.\Papa...\But he said humans create whatever they imagine, response:	and so he was going to create that legend.
context: Papa proposed to me on a beach near here.\What? Really?\He said that if you swear your love in front of that setting sun,\it will last forever.\He'd made it all up, of course.\Papa...\But he said humans create whatever they imagine,\and so he was going to create that legend. response:	I wonder what he's doing right now.
context: What? Really?\He said that if you swear your love in front of that setting sun,\it will last forever.\He'd made it all up, of course.\Papa...\But he said humans create whatever they imagine,\and so he was going to create that legend.\I wonder what he's doing right now. response:	Good question.
context: He said that if you swear your love in front of that setting sun,\it will last forever.\He'd made it all up, of course.\Papa...\But he said humans create whatever they imagine,\and so he was going to create that legend.\I wonder what he's doing right now.\Good question. response:	Well, everyone, eat up.
context: it will last forever.\He'd made it all up, of course.\Papa...\But he said humans create whatever they imagine,\and so he was going to create that legend.\I wonder what he's doing right now.\Good question.\Well, everyone, eat up. response:	The meat has cooked up nicely. Help yourself.
context: He'd made it all up, of course.\Papa...\But he said humans create whatever they imagine,\and so he was going to create that legend.\I wonder what he's doing right now.\Good question.\Well, everyone, eat up.\The meat has cooked up nicely. Help yourself. response:	Thanks!
context: Papa...\But he said humans create whatever they imagine,\and so he was going to create that legend.\I wonder what he's doing right now.\Good question.\Well, everyone, eat up.\The meat has cooked up nicely. Help yourself.\Thanks! response:	Hayase?
context: But he said humans create whatever they imagine,\and so he was going to create that legend.\I wonder what he's doing right now.\Good question.\Well, everyone, eat up.\The meat has cooked up nicely. Help yourself.\Thanks!\Hayase? response:	Yes?
context: and so he was going to create that legend.\I wonder what he's doing right now.\Good question.\Well, everyone, eat up.\The meat has cooked up nicely. Help yourself.\Thanks!\Hayase?\Yes? response:	Oh, I meant Mrs. Hayase.
context: I wonder what he's doing right now.\Good question.\Well, everyone, eat up.\The meat has cooked up nicely. Help yourself.\Thanks!\Hayase?\Yes?\Oh, I meant Mrs. Hayase. response:	Shall I call you Akira, then?
context: Good question.\Well, everyone, eat up.\The meat has cooked up nicely. Help yourself.\Thanks!\Hayase?\Yes?\Oh, I meant Mrs. Hayase.\Shall I call you Akira, then? response:	Okay...
context: Well, everyone, eat up.\The meat has cooked up nicely. Help yourself.\Thanks!\Hayase?\Yes?\Oh, I meant Mrs. Hayase.\Shall I call you Akira, then?\Okay... response:	I was wondering. Would you like to work on developing premium desserts?
context: The meat has cooked up nicely. Help yourself.\Thanks!\Hayase?\Yes?\Oh, I meant Mrs. Hayase.\Shall I call you Akira, then?\Okay...\I was wondering. Would you like to work on developing premium desserts? response:	Premium desserts?
context: Thanks!\Hayase?\Yes?\Oh, I meant Mrs. Hayase.\Shall I call you Akira, then?\Okay...\I was wondering. Would you like to work on developing premium desserts?\Premium desserts? response:	I know a lot of gourmets for whom money is no object.
context: Hayase?\Yes?\Oh, I meant Mrs. Hayase.\Shall I call you Akira, then?\Okay...\I was wondering. Would you like to work on developing premium desserts?\Premium desserts?\I know a lot of gourmets for whom money is no object. response:	If you leave it to me, I could expand your business even further.
context: Yes?\Oh, I meant Mrs. Hayase.\Shall I call you Akira, then?\Okay...\I was wondering. Would you like to work on developing premium desserts?\Premium desserts?\I know a lot of gourmets for whom money is no object.\If you leave it to me, I could expand your business even further. response:	I bet you could.
context: Oh, I meant Mrs. Hayase.\Shall I call you Akira, then?\Okay...\I was wondering. Would you like to work on developing premium desserts?\Premium desserts?\I know a lot of gourmets for whom money is no object.\If you leave it to me, I could expand your business even further.\I bet you could. response:	And of course, I'm very focused on my art.
context: Shall I call you Akira, then?\Okay...\I was wondering. Would you like to work on developing premium desserts?\Premium desserts?\I know a lot of gourmets for whom money is no object.\If you leave it to me, I could expand your business even further.\I bet you could.\And of course, I'm very focused on my art. response:	But I want to offer my sweets
context: Okay...\I was wondering. Would you like to work on developing premium desserts?\Premium desserts?\I know a lot of gourmets for whom money is no object.\If you leave it to me, I could expand your business even further.\I bet you could.\And of course, I'm very focused on my art.\But I want to offer my sweets response:	at reasonable prices, so everyone can enjoy them.
context: I was wondering. Would you like to work on developing premium desserts?\Premium desserts?\I know a lot of gourmets for whom money is no object.\If you leave it to me, I could expand your business even further.\I bet you could.\And of course, I'm very focused on my art.\But I want to offer my sweets\at reasonable prices, so everyone can enjoy them. response:	Is that a no, then?
context: Premium desserts?\I know a lot of gourmets for whom money is no object.\If you leave it to me, I could expand your business even further.\I bet you could.\And of course, I'm very focused on my art.\But I want to offer my sweets\at reasonable prices, so everyone can enjoy them.\Is that a no, then? response:	Yes.
context: I know a lot of gourmets for whom money is no object.\If you leave it to me, I could expand your business even further.\I bet you could.\And of course, I'm very focused on my art.\But I want to offer my sweets\at reasonable prices, so everyone can enjoy them.\Is that a no, then?\Yes. response:	There's no ambiguity with you, is there?
context: If you leave it to me, I could expand your business even further.\I bet you could.\And of course, I'm very focused on my art.\But I want to offer my sweets\at reasonable prices, so everyone can enjoy them.\Is that a no, then?\Yes.\There's no ambiguity with you, is there? response:	That guy's pretty hot, huh?
context: I bet you could.\And of course, I'm very focused on my art.\But I want to offer my sweets\at reasonable prices, so everyone can enjoy them.\Is that a no, then?\Yes.\There's no ambiguity with you, is there?\That guy's pretty hot, huh? response:	Oh, yes. If I were a single woman...
context: And of course, I'm very focused on my art.\But I want to offer my sweets\at reasonable prices, so everyone can enjoy them.\Is that a no, then?\Yes.\There's no ambiguity with you, is there?\That guy's pretty hot, huh?\Oh, yes. If I were a single woman... response:	No way! Mom, is he your type?
context: But I want to offer my sweets\at reasonable prices, so everyone can enjoy them.\Is that a no, then?\Yes.\There's no ambiguity with you, is there?\That guy's pretty hot, huh?\Oh, yes. If I were a single woman...\No way! Mom, is he your type? response:	Well, he's very handsome, isn't he?
context: at reasonable prices, so everyone can enjoy them.\Is that a no, then?\Yes.\There's no ambiguity with you, is there?\That guy's pretty hot, huh?\Oh, yes. If I were a single woman...\No way! Mom, is he your type?\Well, he's very handsome, isn't he? response:	So Waka and her mom like that kind of guy, huh?
context: Is that a no, then?\Yes.\There's no ambiguity with you, is there?\That guy's pretty hot, huh?\Oh, yes. If I were a single woman...\No way! Mom, is he your type?\Well, he's very handsome, isn't he?\So Waka and her mom like that kind of guy, huh? response:	You don't, Mari?
context: Yes.\There's no ambiguity with you, is there?\That guy's pretty hot, huh?\Oh, yes. If I were a single woman...\No way! Mom, is he your type?\Well, he's very handsome, isn't he?\So Waka and her mom like that kind of guy, huh?\You don't, Mari? response:	I didn't say that, exactly...
context: There's no ambiguity with you, is there?\That guy's pretty hot, huh?\Oh, yes. If I were a single woman...\No way! Mom, is he your type?\Well, he's very handsome, isn't he?\So Waka and her mom like that kind of guy, huh?\You don't, Mari?\I didn't say that, exactly... response:	Go ahead.
context: That guy's pretty hot, huh?\Oh, yes. If I were a single woman...\No way! Mom, is he your type?\Well, he's very handsome, isn't he?\So Waka and her mom like that kind of guy, huh?\You don't, Mari?\I didn't say that, exactly...\Go ahead. response:	Oh, thank you.
context: Oh, yes. If I were a single woman...\No way! Mom, is he your type?\Well, he's very handsome, isn't he?\So Waka and her mom like that kind of guy, huh?\You don't, Mari?\I didn't say that, exactly...\Go ahead.\Oh, thank you. response:	Eat your fill. There's no need to hold back.
context: No way! Mom, is he your type?\Well, he's very handsome, isn't he?\So Waka and her mom like that kind of guy, huh?\You don't, Mari?\I didn't say that, exactly...\Go ahead.\Oh, thank you.\Eat your fill. There's no need to hold back. response:	I will. Thank you.
context: Well, he's very handsome, isn't he?\So Waka and her mom like that kind of guy, huh?\You don't, Mari?\I didn't say that, exactly...\Go ahead.\Oh, thank you.\Eat your fill. There's no need to hold back.\I will. Thank you. response:	What the heck...?
context: So Waka and her mom like that kind of guy, huh?\You don't, Mari?\I didn't say that, exactly...\Go ahead.\Oh, thank you.\Eat your fill. There's no need to hold back.\I will. Thank you.\What the heck...? response:	That's a lovely necklace.
context: You don't, Mari?\I didn't say that, exactly...\Go ahead.\Oh, thank you.\Eat your fill. There's no need to hold back.\I will. Thank you.\What the heck...?\That's a lovely necklace. response:	Huh?
context: I didn't say that, exactly...\Go ahead.\Oh, thank you.\Eat your fill. There's no need to hold back.\I will. Thank you.\What the heck...?\That's a lovely necklace.\Huh? response:	Um... thanks.
context: Go ahead.\Oh, thank you.\Eat your fill. There's no need to hold back.\I will. Thank you.\What the heck...?\That's a lovely necklace.\Huh?\Um... thanks. response:	She got it from Papa!
context: Oh, thank you.\Eat your fill. There's no need to hold back.\I will. Thank you.\What the heck...?\That's a lovely necklace.\Huh?\Um... thanks.\She got it from Papa! response:	Oh, did she?
context: Eat your fill. There's no need to hold back.\I will. Thank you.\What the heck...?\That's a lovely necklace.\Huh?\Um... thanks.\She got it from Papa!\Oh, did she? response:	Ms. Kuroki, we're out of meat, so could you move this out of the way?
context: I will. Thank you.\What the heck...?\That's a lovely necklace.\Huh?\Um... thanks.\She got it from Papa!\Oh, did she?\Ms. Kuroki, we're out of meat, so could you move this out of the way? response:	Yes, sir.
context: What the heck...?\That's a lovely necklace.\Huh?\Um... thanks.\She got it from Papa!\Oh, did she?\Ms. Kuroki, we're out of meat, so could you move this out of the way?\Yes, sir. response:	Talk to you later.
context: That's a lovely necklace.\Huh?\Um... thanks.\She got it from Papa!\Oh, did she?\Ms. Kuroki, we're out of meat, so could you move this out of the way?\Yes, sir.\Talk to you later. response:	Right.
context: Huh?\Um... thanks.\She got it from Papa!\Oh, did she?\Ms. Kuroki, we're out of meat, so could you move this out of the way?\Yes, sir.\Talk to you later.\Right. response:	Oh, dear...
context: Um... thanks.\She got it from Papa!\Oh, did she?\Ms. Kuroki, we're out of meat, so could you move this out of the way?\Yes, sir.\Talk to you later.\Right.\Oh, dear... response:	Mari, could you get a change of clothes for Rika from my bag?
context: She got it from Papa!\Oh, did she?\Ms. Kuroki, we're out of meat, so could you move this out of the way?\Yes, sir.\Talk to you later.\Right.\Oh, dear...\Mari, could you get a change of clothes for Rika from my bag? response:	Oh, sure!
context: Oh, did she?\Ms. Kuroki, we're out of meat, so could you move this out of the way?\Yes, sir.\Talk to you later.\Right.\Oh, dear...\Mari, could you get a change of clothes for Rika from my bag?\Oh, sure! response:	That lady... She was trying to steal it!
context: Ms. Kuroki, we're out of meat, so could you move this out of the way?\Yes, sir.\Talk to you later.\Right.\Oh, dear...\Mari, could you get a change of clothes for Rika from my bag?\Oh, sure!\That lady... She was trying to steal it! response:	It can't be...
context: Yes, sir.\Talk to you later.\Right.\Oh, dear...\Mari, could you get a change of clothes for Rika from my bag?\Oh, sure!\That lady... She was trying to steal it!\It can't be... response:	Shun!
context: Talk to you later.\Right.\Oh, dear...\Mari, could you get a change of clothes for Rika from my bag?\Oh, sure!\That lady... She was trying to steal it!\It can't be...\Shun! response:	Shall I?
context: Right.\Oh, dear...\Mari, could you get a change of clothes for Rika from my bag?\Oh, sure!\That lady... She was trying to steal it!\It can't be...\Shun!\Shall I? response:	Please do.
context: Oh, dear...\Mari, could you get a change of clothes for Rika from my bag?\Oh, sure!\That lady... She was trying to steal it!\It can't be...\Shun!\Shall I?\Please do. response:	Mari, did you bring them?
context: Mari, could you get a change of clothes for Rika from my bag?\Oh, sure!\That lady... She was trying to steal it!\It can't be...\Shun!\Shall I?\Please do.\Mari, did you bring them? response:	Yeah!
context: Oh, sure!\That lady... She was trying to steal it!\It can't be...\Shun!\Shall I?\Please do.\Mari, did you bring them?\Yeah! response:	Here.
context: That lady... She was trying to steal it!\It can't be...\Shun!\Shall I?\Please do.\Mari, did you bring them?\Yeah!\Here. response:	Yes, you look very young.
context: It can't be...\Shun!\Shall I?\Please do.\Mari, did you bring them?\Yeah!\Here.\Yes, you look very young. response:	Shun, I'm borrowing your book.
context: Shun!\Shall I?\Please do.\Mari, did you bring them?\Yeah!\Here.\Yes, you look very young.\Shun, I'm borrowing your book. response:	Seriously... Shun's way too gullible.
context: Shall I?\Please do.\Mari, did you bring them?\Yeah!\Here.\Yes, you look very young.\Shun, I'm borrowing your book.\Seriously... Shun's way too gullible. response:	Just because she's pretty-
context: Please do.\Mari, did you bring them?\Yeah!\Here.\Yes, you look very young.\Shun, I'm borrowing your book.\Seriously... Shun's way too gullible.\Just because she's pretty- response:	That hurt...
context: Mari, did you bring them?\Yeah!\Here.\Yes, you look very young.\Shun, I'm borrowing your book.\Seriously... Shun's way too gullible.\Just because she's pretty-\That hurt... response:	Darn it! Stupid Shun!
context: Yeah!\Here.\Yes, you look very young.\Shun, I'm borrowing your book.\Seriously... Shun's way too gullible.\Just because she's pretty-\That hurt...\Darn it! Stupid Shun! response:	Did you hear something just now?
context: Here.\Yes, you look very young.\Shun, I'm borrowing your book.\Seriously... Shun's way too gullible.\Just because she's pretty-\That hurt...\Darn it! Stupid Shun!\Did you hear something just now? response:	No.
context: Yes, you look very young.\Shun, I'm borrowing your book.\Seriously... Shun's way too gullible.\Just because she's pretty-\That hurt...\Darn it! Stupid Shun!\Did you hear something just now?\No. response:	Oh no! I'm transporting!
context: Shun, I'm borrowing your book.\Seriously... Shun's way too gullible.\Just because she's pretty-\That hurt...\Darn it! Stupid Shun!\Did you hear something just now?\No.\Oh no! I'm transporting! response:	What do I do?!
context: Seriously... Shun's way too gullible.\Just because she's pretty-\That hurt...\Darn it! Stupid Shun!\Did you hear something just now?\No.\Oh no! I'm transporting!\What do I do?! response:	Mari!
context: Just because she's pretty-\That hurt...\Darn it! Stupid Shun!\Did you hear something just now?\No.\Oh no! I'm transporting!\What do I do?!\Mari! response:	Mari disappeared!
context: That hurt...\Darn it! Stupid Shun!\Did you hear something just now?\No.\Oh no! I'm transporting!\What do I do?!\Mari!\Mari disappeared! response:	What?! Mari!
context: Darn it! Stupid Shun!\Did you hear something just now?\No.\Oh no! I'm transporting!\What do I do?!\Mari!\Mari disappeared!\What?! Mari! response:	Where am I? Whose page did I travel into?
context: Did you hear something just now?\No.\Oh no! I'm transporting!\What do I do?!\Mari!\Mari disappeared!\What?! Mari!\Where am I? Whose page did I travel into? response:	What do I do?!
context: No.\Oh no! I'm transporting!\What do I do?!\Mari!\Mari disappeared!\What?! Mari!\Where am I? Whose page did I travel into?\What do I do?! response:	Next Episode: Bell's Responses What do I do?!
context: Oh no! I'm transporting!\What do I do?!\Mari!\Mari disappeared!\What?! Mari!\Where am I? Whose page did I travel into?\What do I do?!\Next Episode: Bell's Responses What do I do?! response:	Next Episode: Bell's Responses
context: What do I do?!\Mari!\Mari disappeared!\What?! Mari!\Where am I? Whose page did I travel into?\What do I do?!\Next Episode: Bell's Responses What do I do?!\Next Episode: Bell's Responses response:	Mari and Waka's Quick Science
context: Mari!\Mari disappeared!\What?! Mari!\Where am I? Whose page did I travel into?\What do I do?!\Next Episode: Bell's Responses What do I do?!\Next Episode: Bell's Responses\Mari and Waka's Quick Science response:	Mari and Waka's Quick Science! Mari and Waka's Quick Science
context: Mari disappeared!\What?! Mari!\Where am I? Whose page did I travel into?\What do I do?!\Next Episode: Bell's Responses What do I do?!\Next Episode: Bell's Responses\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science response:	Mari and Waka's Quick Science!
context: What?! Mari!\Where am I? Whose page did I travel into?\What do I do?!\Next Episode: Bell's Responses What do I do?!\Next Episode: Bell's Responses\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science! response:	Papa, what's this?
context: Where am I? Whose page did I travel into?\What do I do?!\Next Episode: Bell's Responses What do I do?!\Next Episode: Bell's Responses\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\Papa, what's this? response:	It's a speaker!
context: What do I do?!\Next Episode: Bell's Responses What do I do?!\Next Episode: Bell's Responses\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\Papa, what's this?\It's a speaker! response:	The foundation of the telephone that Bell invented
context: Next Episode: Bell's Responses What do I do?!\Next Episode: Bell's Responses\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\Papa, what's this?\It's a speaker!\The foundation of the telephone that Bell invented response:	is a connected pair of speakers like this.
context: Next Episode: Bell's Responses\Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\Papa, what's this?\It's a speaker!\The foundation of the telephone that Bell invented\is a connected pair of speakers like this. response:	It's not a microphone and a speaker?
context: Mari and Waka's Quick Science\Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\Papa, what's this?\It's a speaker!\The foundation of the telephone that Bell invented\is a connected pair of speakers like this.\It's not a microphone and a speaker? response:	The principle of the microphone and speaker is the same.
context: Mari and Waka's Quick Science! Mari and Waka's Quick Science\Mari and Waka's Quick Science!\Papa, what's this?\It's a speaker!\The foundation of the telephone that Bell invented\is a connected pair of speakers like this.\It's not a microphone and a speaker?\The principle of the microphone and speaker is the same. response:	So when you speak into one of the speakers...
context: Mari and Waka's Quick Science!\Papa, what's this?\It's a speaker!\The foundation of the telephone that Bell invented\is a connected pair of speakers like this.\It's not a microphone and a speaker?\The principle of the microphone and speaker is the same.\So when you speak into one of the speakers... response:	Testing.
context: Papa, what's this?\It's a speaker!\The foundation of the telephone that Bell invented\is a connected pair of speakers like this.\It's not a microphone and a speaker?\The principle of the microphone and speaker is the same.\So when you speak into one of the speakers...\Testing. response:	You're right! You can send the voice between speakers!
context: It's a speaker!\The foundation of the telephone that Bell invented\is a connected pair of speakers like this.\It's not a microphone and a speaker?\The principle of the microphone and speaker is the same.\So when you speak into one of the speakers...\Testing.\You're right! You can send the voice between speakers! response:	What's the principle behind it?
context: The foundation of the telephone that Bell invented\is a connected pair of speakers like this.\It's not a microphone and a speaker?\The principle of the microphone and speaker is the same.\So when you speak into one of the speakers...\Testing.\You're right! You can send the voice between speakers!\What's the principle behind it? response:	Sound is produced Vibrations in air Eardrum interprets the vibrations as sound
context: is a connected pair of speakers like this.\It's not a microphone and a speaker?\The principle of the microphone and speaker is the same.\So when you speak into one of the speakers...\Testing.\You're right! You can send the voice between speakers!\What's the principle behind it?\Sound is produced Vibrations in air Eardrum interprets the vibrations as sound response:	Do you know how hearing works? Sound is produced Vibrations in air Eardrum interprets the vibrations as sound
context: It's not a microphone and a speaker?\The principle of the microphone and speaker is the same.\So when you speak into one of the speakers...\Testing.\You're right! You can send the voice between speakers!\What's the principle behind it?\Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\Do you know how hearing works? Sound is produced Vibrations in air Eardrum interprets the vibrations as sound response:	Um, you speak, and the air vibrates, Sound is produced Vibrations in air Eardrum interprets the vibrations as sound
context: The principle of the microphone and speaker is the same.\So when you speak into one of the speakers...\Testing.\You're right! You can send the voice between speakers!\What's the principle behind it?\Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\Do you know how hearing works? Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\Um, you speak, and the air vibrates, Sound is produced Vibrations in air Eardrum interprets the vibrations as sound response:	and that makes your eardrum shake, and then you can hear it, right? Sound is produced Vibrations in air Eardrum interprets the vibrations as sound
