context: My lord, you must return. response:	Enough, Tsunamoto.
context: Yuri Kusarigama Ougi Fujinsho!\This ends now!\Shunko!\We did it.\Your crappy fighting made me waste my energy.\Shut up.\Your support just sucks.\I'm sorry. response:	Everyone got hurt because of me.
context: This ends now!\Shunko!\We did it.\Your crappy fighting made me waste my energy.\Shut up.\Your support just sucks.\I'm sorry.\Everyone got hurt because of me. response:	It was nothing.
context: Shunko!\We did it.\Your crappy fighting made me waste my energy.\Shut up.\Your support just sucks.\I'm sorry.\Everyone got hurt because of me.\It was nothing. response:	Besides, no one asked this guy to jump in.
context: We did it.\Your crappy fighting made me waste my energy.\Shut up.\Your support just sucks.\I'm sorry.\Everyone got hurt because of me.\It was nothing.\Besides, no one asked this guy to jump in. response:	Don't worry about him.
context: Your crappy fighting made me waste my energy.\Shut up.\Your support just sucks.\I'm sorry.\Everyone got hurt because of me.\It was nothing.\Besides, no one asked this guy to jump in.\Don't worry about him. response:	What'd you say?
context: Shut up.\Your support just sucks.\I'm sorry.\Everyone got hurt because of me.\It was nothing.\Besides, no one asked this guy to jump in.\Don't worry about him.\What'd you say? response:	You would've been screwed if I hadn't shown up.
context: Your support just sucks.\I'm sorry.\Everyone got hurt because of me.\It was nothing.\Besides, no one asked this guy to jump in.\Don't worry about him.\What'd you say?\You would've been screwed if I hadn't shown up. response:	But...
context: I'm sorry.\Everyone got hurt because of me.\It was nothing.\Besides, no one asked this guy to jump in.\Don't worry about him.\What'd you say?\You would've been screwed if I hadn't shown up.\But... response:	I'm just glad you are safe.
context: Everyone got hurt because of me.\It was nothing.\Besides, no one asked this guy to jump in.\Don't worry about him.\What'd you say?\You would've been screwed if I hadn't shown up.\But...\I'm just glad you are safe. response:	It was my fault Izumo was attacked.
context: It was nothing.\Besides, no one asked this guy to jump in.\Don't worry about him.\What'd you say?\You would've been screwed if I hadn't shown up.\But...\I'm just glad you are safe.\It was my fault Izumo was attacked. response:	It wasn't your fault. It was that hairpin.
context: Besides, no one asked this guy to jump in.\Don't worry about him.\What'd you say?\You would've been screwed if I hadn't shown up.\But...\I'm just glad you are safe.\It was my fault Izumo was attacked.\It wasn't your fault. It was that hairpin. response:	I did not expect that to be their target.
context: Don't worry about him.\What'd you say?\You would've been screwed if I hadn't shown up.\But...\I'm just glad you are safe.\It was my fault Izumo was attacked.\It wasn't your fault. It was that hairpin.\I did not expect that to be their target. response:	My hairpin... The Kushimitama.
context: What'd you say?\You would've been screwed if I hadn't shown up.\But...\I'm just glad you are safe.\It was my fault Izumo was attacked.\It wasn't your fault. It was that hairpin.\I did not expect that to be their target.\My hairpin... The Kushimitama. response:	So that's it?
context: You would've been screwed if I hadn't shown up.\But...\I'm just glad you are safe.\It was my fault Izumo was attacked.\It wasn't your fault. It was that hairpin.\I did not expect that to be their target.\My hairpin... The Kushimitama.\So that's it? response:	Let go of her! Who are you?
context: But...\I'm just glad you are safe.\It was my fault Izumo was attacked.\It wasn't your fault. It was that hairpin.\I did not expect that to be their target.\My hairpin... The Kushimitama.\So that's it?\Let go of her! Who are you? response:	Date Masamune!
context: I'm just glad you are safe.\It was my fault Izumo was attacked.\It wasn't your fault. It was that hairpin.\I did not expect that to be their target.\My hairpin... The Kushimitama.\So that's it?\Let go of her! Who are you?\Date Masamune! response:	Date Masamune? The lord of Oshu?
context: It was my fault Izumo was attacked.\It wasn't your fault. It was that hairpin.\I did not expect that to be their target.\My hairpin... The Kushimitama.\So that's it?\Let go of her! Who are you?\Date Masamune!\Date Masamune? The lord of Oshu? response:	Let go! Let go of me!
context: It wasn't your fault. It was that hairpin.\I did not expect that to be their target.\My hairpin... The Kushimitama.\So that's it?\Let go of her! Who are you?\Date Masamune!\Date Masamune? The lord of Oshu?\Let go! Let go of me! response:	Isanami!
context: I did not expect that to be their target.\My hairpin... The Kushimitama.\So that's it?\Let go of her! Who are you?\Date Masamune!\Date Masamune? The lord of Oshu?\Let go! Let go of me!\Isanami! response:	Saizo!
context: My hairpin... The Kushimitama.\So that's it?\Let go of her! Who are you?\Date Masamune!\Date Masamune? The lord of Oshu?\Let go! Let go of me!\Isanami!\Saizo! response:	Go home and tell your master.
context: So that's it?\Let go of her! Who are you?\Date Masamune!\Date Masamune? The lord of Oshu?\Let go! Let go of me!\Isanami!\Saizo!\Go home and tell your master. response:	I, Masamune, have taken the Kushimitama!
context: Let go of her! Who are you?\Date Masamune!\Date Masamune? The lord of Oshu?\Let go! Let go of me!\Isanami!\Saizo!\Go home and tell your master.\I, Masamune, have taken the Kushimitama! response:	Wait...
context: Date Masamune!\Date Masamune? The lord of Oshu?\Let go! Let go of me!\Isanami!\Saizo!\Go home and tell your master.\I, Masamune, have taken the Kushimitama!\Wait... response:	Saizo! Saizo!
context: Date Masamune? The lord of Oshu?\Let go! Let go of me!\Isanami!\Saizo!\Go home and tell your master.\I, Masamune, have taken the Kushimitama!\Wait...\Saizo! Saizo! response:	Damn it!
context: Let go! Let go of me!\Isanami!\Saizo!\Go home and tell your master.\I, Masamune, have taken the Kushimitama!\Wait...\Saizo! Saizo!\Damn it! response:	Saizo, when are we gonna do this?
context: Isanami!\Saizo!\Go home and tell your master.\I, Masamune, have taken the Kushimitama!\Wait...\Saizo! Saizo!\Damn it!\Saizo, when are we gonna do this? response:	What?
context: Saizo!\Go home and tell your master.\I, Masamune, have taken the Kushimitama!\Wait...\Saizo! Saizo!\Damn it!\Saizo, when are we gonna do this?\What? response:	Y-You said you'd play with me until I cried.
context: Go home and tell your master.\I, Masamune, have taken the Kushimitama!\Wait...\Saizo! Saizo!\Damn it!\Saizo, when are we gonna do this?\What?\Y-You said you'd play with me until I cried. response:	When are we doing it? I'm ready anytime!
context: I, Masamune, have taken the Kushimitama!\Wait...\Saizo! Saizo!\Damn it!\Saizo, when are we gonna do this?\What?\Y-You said you'd play with me until I cried.\When are we doing it? I'm ready anytime! response:	I don't have time for that now.
context: Wait...\Saizo! Saizo!\Damn it!\Saizo, when are we gonna do this?\What?\Y-You said you'd play with me until I cried.\When are we doing it? I'm ready anytime!\I don't have time for that now. response:	I've got to recover.
context: Saizo! Saizo!\Damn it!\Saizo, when are we gonna do this?\What?\Y-You said you'd play with me until I cried.\When are we doing it? I'm ready anytime!\I don't have time for that now.\I've got to recover. response:	Yes, recover!
context: Damn it!\Saizo, when are we gonna do this?\What?\Y-You said you'd play with me until I cried.\When are we doing it? I'm ready anytime!\I don't have time for that now.\I've got to recover.\Yes, recover! response:	You're right.
context: Saizo, when are we gonna do this?\What?\Y-You said you'd play with me until I cried.\When are we doing it? I'm ready anytime!\I don't have time for that now.\I've got to recover.\Yes, recover!\You're right. response:	You'll need all your strength for a really good fight.
context: What?\Y-You said you'd play with me until I cried.\When are we doing it? I'm ready anytime!\I don't have time for that now.\I've got to recover.\Yes, recover!\You're right.\You'll need all your strength for a really good fight. response:	Don't worry, I'll go get you something.
context: Y-You said you'd play with me until I cried.\When are we doing it? I'm ready anytime!\I don't have time for that now.\I've got to recover.\Yes, recover!\You're right.\You'll need all your strength for a really good fight.\Don't worry, I'll go get you something. response:	Leave it to me.
context: When are we doing it? I'm ready anytime!\I don't have time for that now.\I've got to recover.\Yes, recover!\You're right.\You'll need all your strength for a really good fight.\Don't worry, I'll go get you something.\Leave it to me. response:	What's wrong with that guy? He's so annoying.
context: I don't have time for that now.\I've got to recover.\Yes, recover!\You're right.\You'll need all your strength for a really good fight.\Don't worry, I'll go get you something.\Leave it to me.\What's wrong with that guy? He's so annoying. response:	The next episode of Brave 10 is The Heart of the Dragon.
context: I've got to recover.\Yes, recover!\You're right.\You'll need all your strength for a really good fight.\Don't worry, I'll go get you something.\Leave it to me.\What's wrong with that guy? He's so annoying.\The next episode of Brave 10 is The Heart of the Dragon. response:	Bring it on!
context: Yes, recover!\You're right.\You'll need all your strength for a really good fight.\Don't worry, I'll go get you something.\Leave it to me.\What's wrong with that guy? He's so annoying.\The next episode of Brave 10 is The Heart of the Dragon.\Bring it on! response:	The Heart of the Dragon
