context: Stop, Kohaku! response:	What's happened, Kohaku?!
context: Inuyasha, so you're still alive?\As if a human can kill me!\You looked to be losing to that wounded Slayer.\Shaddup!\Naraku, you're the one, huh?!\You turned the pack of demons on the village...\and annihilated everyone!\I just told the demons that... response:	the guard on the village was down.
context: As if a human can kill me!\You looked to be losing to that wounded Slayer.\Shaddup!\Naraku, you're the one, huh?!\You turned the pack of demons on the village...\and annihilated everyone!\I just told the demons that...\the guard on the village was down. response:	So he...!
context: You looked to be losing to that wounded Slayer.\Shaddup!\Naraku, you're the one, huh?!\You turned the pack of demons on the village...\and annihilated everyone!\I just told the demons that...\the guard on the village was down.\So he...! response:	Was your goal to get the fragments kept at the village?!
context: Shaddup!\Naraku, you're the one, huh?!\You turned the pack of demons on the village...\and annihilated everyone!\I just told the demons that...\the guard on the village was down.\So he...!\Was your goal to get the fragments kept at the village?! response:	Oh? Very perceptive of you!
context: Naraku, you're the one, huh?!\You turned the pack of demons on the village...\and annihilated everyone!\I just told the demons that...\the guard on the village was down.\So he...!\Was your goal to get the fragments kept at the village?!\Oh? Very perceptive of you! response:	I must say where there's a Sacred Jewel fragment...
context: You turned the pack of demons on the village...\and annihilated everyone!\I just told the demons that...\the guard on the village was down.\So he...!\Was your goal to get the fragments kept at the village?!\Oh? Very perceptive of you!\I must say where there's a Sacred Jewel fragment... response:	there's always a fight to be found.
context: and annihilated everyone!\I just told the demons that...\the guard on the village was down.\So he...!\Was your goal to get the fragments kept at the village?!\Oh? Very perceptive of you!\I must say where there's a Sacred Jewel fragment...\there's always a fight to be found. response:	For just that... you killed so many?!
context: I just told the demons that...\the guard on the village was down.\So he...!\Was your goal to get the fragments kept at the village?!\Oh? Very perceptive of you!\I must say where there's a Sacred Jewel fragment...\there's always a fight to be found.\For just that... you killed so many?! response:	Naraku!
context: the guard on the village was down.\So he...!\Was your goal to get the fragments kept at the village?!\Oh? Very perceptive of you!\I must say where there's a Sacred Jewel fragment...\there's always a fight to be found.\For just that... you killed so many?!\Naraku! response:	Sango?
context: So he...!\Was your goal to get the fragments kept at the village?!\Oh? Very perceptive of you!\I must say where there's a Sacred Jewel fragment...\there's always a fight to be found.\For just that... you killed so many?!\Naraku!\Sango? response:	The demons in the castle... the demon spider...
context: Was your goal to get the fragments kept at the village?!\Oh? Very perceptive of you!\I must say where there's a Sacred Jewel fragment...\there's always a fight to be found.\For just that... you killed so many?!\Naraku!\Sango?\The demons in the castle... the demon spider... response:	Were they all part of your trap?
context: Oh? Very perceptive of you!\I must say where there's a Sacred Jewel fragment...\there's always a fight to be found.\For just that... you killed so many?!\Naraku!\Sango?\The demons in the castle... the demon spider...\Were they all part of your trap? response:	Trap?
context: I must say where there's a Sacred Jewel fragment...\there's always a fight to be found.\For just that... you killed so many?!\Naraku!\Sango?\The demons in the castle... the demon spider...\Were they all part of your trap?\Trap? response:	Is that what you call just simple games?
context: there's always a fight to be found.\For just that... you killed so many?!\Naraku!\Sango?\The demons in the castle... the demon spider...\Were they all part of your trap?\Trap?\Is that what you call just simple games? response:	I thought that the Slayer of this village...
context: For just that... you killed so many?!\Naraku!\Sango?\The demons in the castle... the demon spider...\Were they all part of your trap?\Trap?\Is that what you call just simple games?\I thought that the Slayer of this village... response:	could handle any sort of demon.
context: Naraku!\Sango?\The demons in the castle... the demon spider...\Were they all part of your trap?\Trap?\Is that what you call just simple games?\I thought that the Slayer of this village...\could handle any sort of demon. response:	Why you!
context: Sango?\The demons in the castle... the demon spider...\Were they all part of your trap?\Trap?\Is that what you call just simple games?\I thought that the Slayer of this village...\could handle any sort of demon.\Why you! response:	Sango!
context: The demons in the castle... the demon spider...\Were they all part of your trap?\Trap?\Is that what you call just simple games?\I thought that the Slayer of this village...\could handle any sort of demon.\Why you!\Sango! response:	Fool...
context: Were they all part of your trap?\Trap?\Is that what you call just simple games?\I thought that the Slayer of this village...\could handle any sort of demon.\Why you!\Sango!\Fool... response:	No way I loan the Sacred Jewel to one who defies me.
context: Trap?\Is that what you call just simple games?\I thought that the Slayer of this village...\could handle any sort of demon.\Why you!\Sango!\Fool...\No way I loan the Sacred Jewel to one who defies me. response:	Sango!
context: Is that what you call just simple games?\I thought that the Slayer of this village...\could handle any sort of demon.\Why you!\Sango!\Fool...\No way I loan the Sacred Jewel to one who defies me.\Sango! response:	The fragment suppressed the pain...
context: I thought that the Slayer of this village...\could handle any sort of demon.\Why you!\Sango!\Fool...\No way I loan the Sacred Jewel to one who defies me.\Sango!\The fragment suppressed the pain... response:	Damn!
context: could handle any sort of demon.\Why you!\Sango!\Fool...\No way I loan the Sacred Jewel to one who defies me.\Sango!\The fragment suppressed the pain...\Damn! response:	You should have believed Inuyasha was your sworn enemy and killed him...
context: Why you!\Sango!\Fool...\No way I loan the Sacred Jewel to one who defies me.\Sango!\The fragment suppressed the pain...\Damn!\You should have believed Inuyasha was your sworn enemy and killed him... response:	then you would have died happily.
context: Sango!\Fool...\No way I loan the Sacred Jewel to one who defies me.\Sango!\The fragment suppressed the pain...\Damn!\You should have believed Inuyasha was your sworn enemy and killed him...\then you would have died happily. response:	F- father...!
context: Fool...\No way I loan the Sacred Jewel to one who defies me.\Sango!\The fragment suppressed the pain...\Damn!\You should have believed Inuyasha was your sworn enemy and killed him...\then you would have died happily.\F- father...! response:	Kohaku...!
context: No way I loan the Sacred Jewel to one who defies me.\Sango!\The fragment suppressed the pain...\Damn!\You should have believed Inuyasha was your sworn enemy and killed him...\then you would have died happily.\F- father...!\Kohaku...! response:	You always trample on people's feelings!
context: Sango!\The fragment suppressed the pain...\Damn!\You should have believed Inuyasha was your sworn enemy and killed him...\then you would have died happily.\F- father...!\Kohaku...!\You always trample on people's feelings! response:	Are you remembering Kikyo?
context: The fragment suppressed the pain...\Damn!\You should have believed Inuyasha was your sworn enemy and killed him...\then you would have died happily.\F- father...!\Kohaku...!\You always trample on people's feelings!\Are you remembering Kikyo? response:	Shaddup! You son of a bitch!
context: Damn!\You should have believed Inuyasha was your sworn enemy and killed him...\then you would have died happily.\F- father...!\Kohaku...!\You always trample on people's feelings!\Are you remembering Kikyo?\Shaddup! You son of a bitch! response:	Damn him!
context: You should have believed Inuyasha was your sworn enemy and killed him...\then you would have died happily.\F- father...!\Kohaku...!\You always trample on people's feelings!\Are you remembering Kikyo?\Shaddup! You son of a bitch!\Damn him! response:	Too easy... Could this really be the Naraku I was pursuing?
context: then you would have died happily.\F- father...!\Kohaku...!\You always trample on people's feelings!\Are you remembering Kikyo?\Shaddup! You son of a bitch!\Damn him!\Too easy... Could this really be the Naraku I was pursuing? response:	A punk like this... made Kikyo suffer...
context: F- father...!\Kohaku...!\You always trample on people's feelings!\Are you remembering Kikyo?\Shaddup! You son of a bitch!\Damn him!\Too easy... Could this really be the Naraku I was pursuing?\A punk like this... made Kikyo suffer... response:	as well as countless others.
context: Kohaku...!\You always trample on people's feelings!\Are you remembering Kikyo?\Shaddup! You son of a bitch!\Damn him!\Too easy... Could this really be the Naraku I was pursuing?\A punk like this... made Kikyo suffer...\as well as countless others. response:	Inuyasha, watch out!
context: You always trample on people's feelings!\Are you remembering Kikyo?\Shaddup! You son of a bitch!\Damn him!\Too easy... Could this really be the Naraku I was pursuing?\A punk like this... made Kikyo suffer...\as well as countless others.\Inuyasha, watch out! response:	His body is moving freely!
context: Are you remembering Kikyo?\Shaddup! You son of a bitch!\Damn him!\Too easy... Could this really be the Naraku I was pursuing?\A punk like this... made Kikyo suffer...\as well as countless others.\Inuyasha, watch out!\His body is moving freely! response:	I will not die!
context: Shaddup! You son of a bitch!\Damn him!\Too easy... Could this really be the Naraku I was pursuing?\A punk like this... made Kikyo suffer...\as well as countless others.\Inuyasha, watch out!\His body is moving freely!\I will not die! response:	His head is alive too!
context: Damn him!\Too easy... Could this really be the Naraku I was pursuing?\A punk like this... made Kikyo suffer...\as well as countless others.\Inuyasha, watch out!\His body is moving freely!\I will not die!\His head is alive too! response:	What's going on?!
context: Too easy... Could this really be the Naraku I was pursuing?\A punk like this... made Kikyo suffer...\as well as countless others.\Inuyasha, watch out!\His body is moving freely!\I will not die!\His head is alive too!\What's going on?! response:	He's reverting back to himself.
context: A punk like this... made Kikyo suffer...\as well as countless others.\Inuyasha, watch out!\His body is moving freely!\I will not die!\His head is alive too!\What's going on?!\He's reverting back to himself. response:	He's using the power of the Sacred Jewel!
context: as well as countless others.\Inuyasha, watch out!\His body is moving freely!\I will not die!\His head is alive too!\What's going on?!\He's reverting back to himself.\He's using the power of the Sacred Jewel! response:	Why didn't I notice it?
context: Inuyasha, watch out!\His body is moving freely!\I will not die!\His head is alive too!\What's going on?!\He's reverting back to himself.\He's using the power of the Sacred Jewel!\Why didn't I notice it? response:	I spent time with such a demon...
context: His body is moving freely!\I will not die!\His head is alive too!\What's going on?!\He's reverting back to himself.\He's using the power of the Sacred Jewel!\Why didn't I notice it?\I spent time with such a demon... response:	yet I sensed nothing at all.
context: I will not die!\His head is alive too!\What's going on?!\He's reverting back to himself.\He's using the power of the Sacred Jewel!\Why didn't I notice it?\I spent time with such a demon...\yet I sensed nothing at all. response:	In fact, even now...
context: His head is alive too!\What's going on?!\He's reverting back to himself.\He's using the power of the Sacred Jewel!\Why didn't I notice it?\I spent time with such a demon...\yet I sensed nothing at all.\In fact, even now... response:	No! I can't sense any demon spirit!
context: What's going on?!\He's reverting back to himself.\He's using the power of the Sacred Jewel!\Why didn't I notice it?\I spent time with such a demon...\yet I sensed nothing at all.\In fact, even now...\No! I can't sense any demon spirit! response:	Then...he is...
context: He's reverting back to himself.\He's using the power of the Sacred Jewel!\Why didn't I notice it?\I spent time with such a demon...\yet I sensed nothing at all.\In fact, even now...\No! I can't sense any demon spirit!\Then...he is... response:	Inuyasha! That's just a demon puppet!
context: He's using the power of the Sacred Jewel!\Why didn't I notice it?\I spent time with such a demon...\yet I sensed nothing at all.\In fact, even now...\No! I can't sense any demon spirit!\Then...he is...\Inuyasha! That's just a demon puppet! response:	A puppet?
context: Why didn't I notice it?\I spent time with such a demon...\yet I sensed nothing at all.\In fact, even now...\No! I can't sense any demon spirit!\Then...he is...\Inuyasha! That's just a demon puppet!\A puppet? response:	In demon puppetry, the true apparition is hidden...
context: I spent time with such a demon...\yet I sensed nothing at all.\In fact, even now...\No! I can't sense any demon spirit!\Then...he is...\Inuyasha! That's just a demon puppet!\A puppet?\In demon puppetry, the true apparition is hidden... response:	in the deepest part of the body.
context: yet I sensed nothing at all.\In fact, even now...\No! I can't sense any demon spirit!\Then...he is...\Inuyasha! That's just a demon puppet!\A puppet?\In demon puppetry, the true apparition is hidden...\in the deepest part of the body. response:	His heart! Aim straight for his heart!
context: In fact, even now...\No! I can't sense any demon spirit!\Then...he is...\Inuyasha! That's just a demon puppet!\A puppet?\In demon puppetry, the true apparition is hidden...\in the deepest part of the body.\His heart! Aim straight for his heart! response:	Humph... so you figured it out.
context: No! I can't sense any demon spirit!\Then...he is...\Inuyasha! That's just a demon puppet!\A puppet?\In demon puppetry, the true apparition is hidden...\in the deepest part of the body.\His heart! Aim straight for his heart!\Humph... so you figured it out. response:	Take that!
context: Then...he is...\Inuyasha! That's just a demon puppet!\A puppet?\In demon puppetry, the true apparition is hidden...\in the deepest part of the body.\His heart! Aim straight for his heart!\Humph... so you figured it out.\Take that! response:	He did it!
context: Inuyasha! That's just a demon puppet!\A puppet?\In demon puppetry, the true apparition is hidden...\in the deepest part of the body.\His heart! Aim straight for his heart!\Humph... so you figured it out.\Take that!\He did it! response:	What's that?!
context: A puppet?\In demon puppetry, the true apparition is hidden...\in the deepest part of the body.\His heart! Aim straight for his heart!\Humph... so you figured it out.\Take that!\He did it!\What's that?! response:	This is demon puppetry.
context: In demon puppetry, the true apparition is hidden...\in the deepest part of the body.\His heart! Aim straight for his heart!\Humph... so you figured it out.\Take that!\He did it!\What's that?!\This is demon puppetry. response:	This paper wrapped around the doll belongs to Naraku.
context: in the deepest part of the body.\His heart! Aim straight for his heart!\Humph... so you figured it out.\Take that!\He did it!\What's that?!\This is demon puppetry.\This paper wrapped around the doll belongs to Naraku. response:	Then who was it that we fought all this time?
context: His heart! Aim straight for his heart!\Humph... so you figured it out.\Take that!\He did it!\What's that?!\This is demon puppetry.\This paper wrapped around the doll belongs to Naraku.\Then who was it that we fought all this time? response:	A counterfeit Naraku.
context: Humph... so you figured it out.\Take that!\He did it!\What's that?!\This is demon puppetry.\This paper wrapped around the doll belongs to Naraku.\Then who was it that we fought all this time?\A counterfeit Naraku. response:	Probably the real Naraku was somewhere safe controlling this puppet.
context: Take that!\He did it!\What's that?!\This is demon puppetry.\This paper wrapped around the doll belongs to Naraku.\Then who was it that we fought all this time?\A counterfeit Naraku.\Probably the real Naraku was somewhere safe controlling this puppet. response:	Young Lord...
context: He did it!\What's that?!\This is demon puppetry.\This paper wrapped around the doll belongs to Naraku.\Then who was it that we fought all this time?\A counterfeit Naraku.\Probably the real Naraku was somewhere safe controlling this puppet.\Young Lord... response:	Neither the girl-Slayer nor Naraku have returned.
context: What's that?!\This is demon puppetry.\This paper wrapped around the doll belongs to Naraku.\Then who was it that we fought all this time?\A counterfeit Naraku.\Probably the real Naraku was somewhere safe controlling this puppet.\Young Lord...\Neither the girl-Slayer nor Naraku have returned. response:	Could they have been killed?
context: This is demon puppetry.\This paper wrapped around the doll belongs to Naraku.\Then who was it that we fought all this time?\A counterfeit Naraku.\Probably the real Naraku was somewhere safe controlling this puppet.\Young Lord...\Neither the girl-Slayer nor Naraku have returned.\Could they have been killed? response:	That is possible.
context: This paper wrapped around the doll belongs to Naraku.\Then who was it that we fought all this time?\A counterfeit Naraku.\Probably the real Naraku was somewhere safe controlling this puppet.\Young Lord...\Neither the girl-Slayer nor Naraku have returned.\Could they have been killed?\That is possible. response:	Continue a strict guard around the castle.
context: Then who was it that we fought all this time?\A counterfeit Naraku.\Probably the real Naraku was somewhere safe controlling this puppet.\Young Lord...\Neither the girl-Slayer nor Naraku have returned.\Could they have been killed?\That is possible.\Continue a strict guard around the castle. response:	Yes, Sire.
context: A counterfeit Naraku.\Probably the real Naraku was somewhere safe controlling this puppet.\Young Lord...\Neither the girl-Slayer nor Naraku have returned.\Could they have been killed?\That is possible.\Continue a strict guard around the castle.\Yes, Sire. response:	This castle...and this body which hides my true identity...
context: Probably the real Naraku was somewhere safe controlling this puppet.\Young Lord...\Neither the girl-Slayer nor Naraku have returned.\Could they have been killed?\That is possible.\Continue a strict guard around the castle.\Yes, Sire.\This castle...and this body which hides my true identity... response:	I will use to great satisfaction... my dear Kagemaki.
context: Young Lord...\Neither the girl-Slayer nor Naraku have returned.\Could they have been killed?\That is possible.\Continue a strict guard around the castle.\Yes, Sire.\This castle...and this body which hides my true identity...\I will use to great satisfaction... my dear Kagemaki. response:	Sacred Jewel is also known as Jewel of Four Souls.
context: Neither the girl-Slayer nor Naraku have returned.\Could they have been killed?\That is possible.\Continue a strict guard around the castle.\Yes, Sire.\This castle...and this body which hides my true identity...\I will use to great satisfaction... my dear Kagemaki.\Sacred Jewel is also known as Jewel of Four Souls. response:	How did the souls form a jewel with the power the demons covet?
context: Could they have been killed?\That is possible.\Continue a strict guard around the castle.\Yes, Sire.\This castle...and this body which hides my true identity...\I will use to great satisfaction... my dear Kagemaki.\Sacred Jewel is also known as Jewel of Four Souls.\How did the souls form a jewel with the power the demons covet? response:	Deep in the cave near the Slayer' village...
context: That is possible.\Continue a strict guard around the castle.\Yes, Sire.\This castle...and this body which hides my true identity...\I will use to great satisfaction... my dear Kagemaki.\Sacred Jewel is also known as Jewel of Four Souls.\How did the souls form a jewel with the power the demons covet?\Deep in the cave near the Slayer' village... response:	lies a priestess's mummy.
context: Continue a strict guard around the castle.\Yes, Sire.\This castle...and this body which hides my true identity...\I will use to great satisfaction... my dear Kagemaki.\Sacred Jewel is also known as Jewel of Four Souls.\How did the souls form a jewel with the power the demons covet?\Deep in the cave near the Slayer' village...\lies a priestess's mummy. response:	She was killed in a battle hundreds of years ago.
context: Yes, Sire.\This castle...and this body which hides my true identity...\I will use to great satisfaction... my dear Kagemaki.\Sacred Jewel is also known as Jewel of Four Souls.\How did the souls form a jewel with the power the demons covet?\Deep in the cave near the Slayer' village...\lies a priestess's mummy.\She was killed in a battle hundreds of years ago. response:	The Sacred Jewel's glint awakens a gigantic monster!
context: This castle...and this body which hides my true identity...\I will use to great satisfaction... my dear Kagemaki.\Sacred Jewel is also known as Jewel of Four Souls.\How did the souls form a jewel with the power the demons covet?\Deep in the cave near the Slayer' village...\lies a priestess's mummy.\She was killed in a battle hundreds of years ago.\The Sacred Jewel's glint awakens a gigantic monster! response:	Next, Secret of the Jewel of Four Souls Revealed.
context: I will use to great satisfaction... my dear Kagemaki.\Sacred Jewel is also known as Jewel of Four Souls.\How did the souls form a jewel with the power the demons covet?\Deep in the cave near the Slayer' village...\lies a priestess's mummy.\She was killed in a battle hundreds of years ago.\The Sacred Jewel's glint awakens a gigantic monster!\Next, Secret of the Jewel of Four Souls Revealed. response:	Look forward to it!
