context: Why the hell are you empty?! response:	Taking it out on the shampoo won't get you anywhere.
context: I wasn't expecting to strike gold today!\We seem to be on the same page today.\This isn't half bad, huh?\Indeed, it's not!\Fresh air tastes good!\That stinks! I mean, that hurt!\It reeks!\Nasty! response:	Where's that smell coming from?
context: We seem to be on the same page today.\This isn't half bad, huh?\Indeed, it's not!\Fresh air tastes good!\That stinks! I mean, that hurt!\It reeks!\Nasty!\Where's that smell coming from? response:	Do you think we should report it?
context: This isn't half bad, huh?\Indeed, it's not!\Fresh air tastes good!\That stinks! I mean, that hurt!\It reeks!\Nasty!\Where's that smell coming from?\Do you think we should report it? response:	My little sister has committed a criminal offense.
context: Indeed, it's not!\Fresh air tastes good!\That stinks! I mean, that hurt!\It reeks!\Nasty!\Where's that smell coming from?\Do you think we should report it?\My little sister has committed a criminal offense. response:	Forget about that!
context: Fresh air tastes good!\That stinks! I mean, that hurt!\It reeks!\Nasty!\Where's that smell coming from?\Do you think we should report it?\My little sister has committed a criminal offense.\Forget about that! response:	Hurry up and tell me how to defeat that demon!
context: That stinks! I mean, that hurt!\It reeks!\Nasty!\Where's that smell coming from?\Do you think we should report it?\My little sister has committed a criminal offense.\Forget about that!\Hurry up and tell me how to defeat that demon! response:	Songs?
context: It reeks!\Nasty!\Where's that smell coming from?\Do you think we should report it?\My little sister has committed a criminal offense.\Forget about that!\Hurry up and tell me how to defeat that demon!\Songs? response:	Right. In short, it's said to react strongly if a person sings with a steady pulse,
context: Nasty!\Where's that smell coming from?\Do you think we should report it?\My little sister has committed a criminal offense.\Forget about that!\Hurry up and tell me how to defeat that demon!\Songs?\Right. In short, it's said to react strongly if a person sings with a steady pulse, response:	and moves their body in time with their singing within its range of vision.
context: Where's that smell coming from?\Do you think we should report it?\My little sister has committed a criminal offense.\Forget about that!\Hurry up and tell me how to defeat that demon!\Songs?\Right. In short, it's said to react strongly if a person sings with a steady pulse,\and moves their body in time with their singing within its range of vision. response:	So basically, we need to sing and dance for the demon?
context: Do you think we should report it?\My little sister has committed a criminal offense.\Forget about that!\Hurry up and tell me how to defeat that demon!\Songs?\Right. In short, it's said to react strongly if a person sings with a steady pulse,\and moves their body in time with their singing within its range of vision.\So basically, we need to sing and dance for the demon? response:	Just what I would expect from Ayaka Shindou's little sister!
context: My little sister has committed a criminal offense.\Forget about that!\Hurry up and tell me how to defeat that demon!\Songs?\Right. In short, it's said to react strongly if a person sings with a steady pulse,\and moves their body in time with their singing within its range of vision.\So basically, we need to sing and dance for the demon?\Just what I would expect from Ayaka Shindou's little sister! response:	You're a clever cookie.
context: Forget about that!\Hurry up and tell me how to defeat that demon!\Songs?\Right. In short, it's said to react strongly if a person sings with a steady pulse,\and moves their body in time with their singing within its range of vision.\So basically, we need to sing and dance for the demon?\Just what I would expect from Ayaka Shindou's little sister!\You're a clever cookie. response:	Thank you very much.
context: Hurry up and tell me how to defeat that demon!\Songs?\Right. In short, it's said to react strongly if a person sings with a steady pulse,\and moves their body in time with their singing within its range of vision.\So basically, we need to sing and dance for the demon?\Just what I would expect from Ayaka Shindou's little sister!\You're a clever cookie.\Thank you very much. response:	What an adorable gesture!
context: Songs?\Right. In short, it's said to react strongly if a person sings with a steady pulse,\and moves their body in time with their singing within its range of vision.\So basically, we need to sing and dance for the demon?\Just what I would expect from Ayaka Shindou's little sister!\You're a clever cookie.\Thank you very much.\What an adorable gesture! response:	She'd be a perfect little sister if she weren't a demon!
context: Right. In short, it's said to react strongly if a person sings with a steady pulse,\and moves their body in time with their singing within its range of vision.\So basically, we need to sing and dance for the demon?\Just what I would expect from Ayaka Shindou's little sister!\You're a clever cookie.\Thank you very much.\What an adorable gesture!\She'd be a perfect little sister if she weren't a demon! response:	Did you just flip the switch on your sister complex?
context: and moves their body in time with their singing within its range of vision.\So basically, we need to sing and dance for the demon?\Just what I would expect from Ayaka Shindou's little sister!\You're a clever cookie.\Thank you very much.\What an adorable gesture!\She'd be a perfect little sister if she weren't a demon!\Did you just flip the switch on your sister complex? response:	I wish I had thought of this sooner.
context: So basically, we need to sing and dance for the demon?\Just what I would expect from Ayaka Shindou's little sister!\You're a clever cookie.\Thank you very much.\What an adorable gesture!\She'd be a perfect little sister if she weren't a demon!\Did you just flip the switch on your sister complex?\I wish I had thought of this sooner. response:	You surrounded yourself in a Cage?
context: Just what I would expect from Ayaka Shindou's little sister!\You're a clever cookie.\Thank you very much.\What an adorable gesture!\She'd be a perfect little sister if she weren't a demon!\Did you just flip the switch on your sister complex?\I wish I had thought of this sooner.\You surrounded yourself in a Cage? response:	So? Do you know what the song is?
context: You're a clever cookie.\Thank you very much.\What an adorable gesture!\She'd be a perfect little sister if she weren't a demon!\Did you just flip the switch on your sister complex?\I wish I had thought of this sooner.\You surrounded yourself in a Cage?\So? Do you know what the song is? response:	Yeah.
context: Thank you very much.\What an adorable gesture!\She'd be a perfect little sister if she weren't a demon!\Did you just flip the switch on your sister complex?\I wish I had thought of this sooner.\You surrounded yourself in a Cage?\So? Do you know what the song is?\Yeah. response:	This is the song that was used the last time someone defeated it.
context: What an adorable gesture!\She'd be a perfect little sister if she weren't a demon!\Did you just flip the switch on your sister complex?\I wish I had thought of this sooner.\You surrounded yourself in a Cage?\So? Do you know what the song is?\Yeah.\This is the song that was used the last time someone defeated it. response:	I'd like you two to listen to it.
context: She'd be a perfect little sister if she weren't a demon!\Did you just flip the switch on your sister complex?\I wish I had thought of this sooner.\You surrounded yourself in a Cage?\So? Do you know what the song is?\Yeah.\This is the song that was used the last time someone defeated it.\I'd like you two to listen to it. response:	I-I have to sing and dance to this?
context: Did you just flip the switch on your sister complex?\I wish I had thought of this sooner.\You surrounded yourself in a Cage?\So? Do you know what the song is?\Yeah.\This is the song that was used the last time someone defeated it.\I'd like you two to listen to it.\I-I have to sing and dance to this? response:	Well? Isn't it a nice song?
context: I wish I had thought of this sooner.\You surrounded yourself in a Cage?\So? Do you know what the song is?\Yeah.\This is the song that was used the last time someone defeated it.\I'd like you two to listen to it.\I-I have to sing and dance to this?\Well? Isn't it a nice song? response:	Why are you making us use a song you like?
context: You surrounded yourself in a Cage?\So? Do you know what the song is?\Yeah.\This is the song that was used the last time someone defeated it.\I'd like you two to listen to it.\I-I have to sing and dance to this?\Well? Isn't it a nice song?\Why are you making us use a song you like? response:	Calm down!
context: So? Do you know what the song is?\Yeah.\This is the song that was used the last time someone defeated it.\I'd like you two to listen to it.\I-I have to sing and dance to this?\Well? Isn't it a nice song?\Why are you making us use a song you like?\Calm down! response:	I assure you that this was officially recognized as the song used the last time it was defeated!
context: Yeah.\This is the song that was used the last time someone defeated it.\I'd like you two to listen to it.\I-I have to sing and dance to this?\Well? Isn't it a nice song?\Why are you making us use a song you like?\Calm down!\I assure you that this was officially recognized as the song used the last time it was defeated! response:	Where was it officially recognized?
context: This is the song that was used the last time someone defeated it.\I'd like you two to listen to it.\I-I have to sing and dance to this?\Well? Isn't it a nice song?\Why are you making us use a song you like?\Calm down!\I assure you that this was officially recognized as the song used the last time it was defeated!\Where was it officially recognized? response:	It's sickeningly sweet... and kinda embarrassing.
context: I'd like you two to listen to it.\I-I have to sing and dance to this?\Well? Isn't it a nice song?\Why are you making us use a song you like?\Calm down!\I assure you that this was officially recognized as the song used the last time it was defeated!\Where was it officially recognized?\It's sickeningly sweet... and kinda embarrassing. response:	I think I actually like it.
context: I-I have to sing and dance to this?\Well? Isn't it a nice song?\Why are you making us use a song you like?\Calm down!\I assure you that this was officially recognized as the song used the last time it was defeated!\Where was it officially recognized?\It's sickeningly sweet... and kinda embarrassing.\I think I actually like it. response:	According to the data I found,
context: Well? Isn't it a nice song?\Why are you making us use a song you like?\Calm down!\I assure you that this was officially recognized as the song used the last time it was defeated!\Where was it officially recognized?\It's sickeningly sweet... and kinda embarrassing.\I think I actually like it.\According to the data I found, response:	the demon's eyes gave off a pale light when it listened to this song.
context: Why are you making us use a song you like?\Calm down!\I assure you that this was officially recognized as the song used the last time it was defeated!\Where was it officially recognized?\It's sickeningly sweet... and kinda embarrassing.\I think I actually like it.\According to the data I found,\the demon's eyes gave off a pale light when it listened to this song. response:	It completely dropped its guard,
context: Calm down!\I assure you that this was officially recognized as the song used the last time it was defeated!\Where was it officially recognized?\It's sickeningly sweet... and kinda embarrassing.\I think I actually like it.\According to the data I found,\the demon's eyes gave off a pale light when it listened to this song.\It completely dropped its guard, response:	and defeating it was as easy as taking candy from a baby.
context: I assure you that this was officially recognized as the song used the last time it was defeated!\Where was it officially recognized?\It's sickeningly sweet... and kinda embarrassing.\I think I actually like it.\According to the data I found,\the demon's eyes gave off a pale light when it listened to this song.\It completely dropped its guard,\and defeating it was as easy as taking candy from a baby. response:	But, I don't really...
context: Where was it officially recognized?\It's sickeningly sweet... and kinda embarrassing.\I think I actually like it.\According to the data I found,\the demon's eyes gave off a pale light when it listened to this song.\It completely dropped its guard,\and defeating it was as easy as taking candy from a baby.\But, I don't really... response:	We're doing it.
context: It's sickeningly sweet... and kinda embarrassing.\I think I actually like it.\According to the data I found,\the demon's eyes gave off a pale light when it listened to this song.\It completely dropped its guard,\and defeating it was as easy as taking candy from a baby.\But, I don't really...\We're doing it. response:	We're gonna do it.
context: I think I actually like it.\According to the data I found,\the demon's eyes gave off a pale light when it listened to this song.\It completely dropped its guard,\and defeating it was as easy as taking candy from a baby.\But, I don't really...\We're doing it.\We're gonna do it. response:	Okay.
context: According to the data I found,\the demon's eyes gave off a pale light when it listened to this song.\It completely dropped its guard,\and defeating it was as easy as taking candy from a baby.\But, I don't really...\We're doing it.\We're gonna do it.\Okay. response:	Well, let's go for it!
context: the demon's eyes gave off a pale light when it listened to this song.\It completely dropped its guard,\and defeating it was as easy as taking candy from a baby.\But, I don't really...\We're doing it.\We're gonna do it.\Okay.\Well, let's go for it! response:	R-Right!
context: It completely dropped its guard,\and defeating it was as easy as taking candy from a baby.\But, I don't really...\We're doing it.\We're gonna do it.\Okay.\Well, let's go for it!\R-Right! response:	I'm starting the song!
context: and defeating it was as easy as taking candy from a baby.\But, I don't really...\We're doing it.\We're gonna do it.\Okay.\Well, let's go for it!\R-Right!\I'm starting the song! response:	Hiromi, I just remembered something.
context: But, I don't really...\We're doing it.\We're gonna do it.\Okay.\Well, let's go for it!\R-Right!\I'm starting the song!\Hiromi, I just remembered something. response:	What is it?
context: We're doing it.\We're gonna do it.\Okay.\Well, let's go for it!\R-Right!\I'm starting the song!\Hiromi, I just remembered something.\What is it? response:	If I remember correctly, Kuriyama-san told me that she's a horrible singer.
context: We're gonna do it.\Okay.\Well, let's go for it!\R-Right!\I'm starting the song!\Hiromi, I just remembered something.\What is it?\If I remember correctly, Kuriyama-san told me that she's a horrible singer. response:	Akkey...
context: Okay.\Well, let's go for it!\R-Right!\I'm starting the song!\Hiromi, I just remembered something.\What is it?\If I remember correctly, Kuriyama-san told me that she's a horrible singer.\Akkey... response:	It's too late.
context: Well, let's go for it!\R-Right!\I'm starting the song!\Hiromi, I just remembered something.\What is it?\If I remember correctly, Kuriyama-san told me that she's a horrible singer.\Akkey...\It's too late. response:	Th-The promise caught... i-in
context: R-Right!\I'm starting the song!\Hiromi, I just remembered something.\What is it?\If I remember correctly, Kuriyama-san told me that she's a horrible singer.\Akkey...\It's too late.\Th-The promise caught... i-in response:	Most unpleasant.
context: I'm starting the song!\Hiromi, I just remembered something.\What is it?\If I remember correctly, Kuriyama-san told me that she's a horrible singer.\Akkey...\It's too late.\Th-The promise caught... i-in\Most unpleasant. response:	That's what I should be saying!
context: Hiromi, I just remembered something.\What is it?\If I remember correctly, Kuriyama-san told me that she's a horrible singer.\Akkey...\It's too late.\Th-The promise caught... i-in\Most unpleasant.\That's what I should be saying! response:	So what now? It's gonna be dark soon!
context: What is it?\If I remember correctly, Kuriyama-san told me that she's a horrible singer.\Akkey...\It's too late.\Th-The promise caught... i-in\Most unpleasant.\That's what I should be saying!\So what now? It's gonna be dark soon! response:	Isn't that obvious?
context: If I remember correctly, Kuriyama-san told me that she's a horrible singer.\Akkey...\It's too late.\Th-The promise caught... i-in\Most unpleasant.\That's what I should be saying!\So what now? It's gonna be dark soon!\Isn't that obvious? response:	After our showers, we're going to give it another shot!
context: Akkey...\It's too late.\Th-The promise caught... i-in\Most unpleasant.\That's what I should be saying!\So what now? It's gonna be dark soon!\Isn't that obvious?\After our showers, we're going to give it another shot! response:	I don't want to.
context: It's too late.\Th-The promise caught... i-in\Most unpleasant.\That's what I should be saying!\So what now? It's gonna be dark soon!\Isn't that obvious?\After our showers, we're going to give it another shot!\I don't want to. response:	Hey! Do you realize what you're saying?!
context: Th-The promise caught... i-in\Most unpleasant.\That's what I should be saying!\So what now? It's gonna be dark soon!\Isn't that obvious?\After our showers, we're going to give it another shot!\I don't want to.\Hey! Do you realize what you're saying?! response:	I'm sick of stinking so much!
context: Most unpleasant.\That's what I should be saying!\So what now? It's gonna be dark soon!\Isn't that obvious?\After our showers, we're going to give it another shot!\I don't want to.\Hey! Do you realize what you're saying?!\I'm sick of stinking so much! response:	Hey! Kuriyama-san!
context: That's what I should be saying!\So what now? It's gonna be dark soon!\Isn't that obvious?\After our showers, we're going to give it another shot!\I don't want to.\Hey! Do you realize what you're saying?!\I'm sick of stinking so much!\Hey! Kuriyama-san! response:	I mean, it just stinks so bad.
context: So what now? It's gonna be dark soon!\Isn't that obvious?\After our showers, we're going to give it another shot!\I don't want to.\Hey! Do you realize what you're saying?!\I'm sick of stinking so much!\Hey! Kuriyama-san!\I mean, it just stinks so bad. response:	It doesn't even make sense anymore!
context: Isn't that obvious?\After our showers, we're going to give it another shot!\I don't want to.\Hey! Do you realize what you're saying?!\I'm sick of stinking so much!\Hey! Kuriyama-san!\I mean, it just stinks so bad.\It doesn't even make sense anymore! response:	There's nothing but non-stop stench!
context: After our showers, we're going to give it another shot!\I don't want to.\Hey! Do you realize what you're saying?!\I'm sick of stinking so much!\Hey! Kuriyama-san!\I mean, it just stinks so bad.\It doesn't even make sense anymore!\There's nothing but non-stop stench! response:	I'm tired of stinking to high heavens!
context: I don't want to.\Hey! Do you realize what you're saying?!\I'm sick of stinking so much!\Hey! Kuriyama-san!\I mean, it just stinks so bad.\It doesn't even make sense anymore!\There's nothing but non-stop stench!\I'm tired of stinking to high heavens! response:	Stinking really stinks!
context: Hey! Do you realize what you're saying?!\I'm sick of stinking so much!\Hey! Kuriyama-san!\I mean, it just stinks so bad.\It doesn't even make sense anymore!\There's nothing but non-stop stench!\I'm tired of stinking to high heavens!\Stinking really stinks! response:	What's gonna happen to me then?!
context: I'm sick of stinking so much!\Hey! Kuriyama-san!\I mean, it just stinks so bad.\It doesn't even make sense anymore!\There's nothing but non-stop stench!\I'm tired of stinking to high heavens!\Stinking really stinks!\What's gonna happen to me then?! response:	Please keep your distance!
context: Hey! Kuriyama-san!\I mean, it just stinks so bad.\It doesn't even make sense anymore!\There's nothing but non-stop stench!\I'm tired of stinking to high heavens!\Stinking really stinks!\What's gonna happen to me then?!\Please keep your distance! response:	You stink!
context: I mean, it just stinks so bad.\It doesn't even make sense anymore!\There's nothing but non-stop stench!\I'm tired of stinking to high heavens!\Stinking really stinks!\What's gonna happen to me then?!\Please keep your distance!\You stink! response:	Why you...
context: It doesn't even make sense anymore!\There's nothing but non-stop stench!\I'm tired of stinking to high heavens!\Stinking really stinks!\What's gonna happen to me then?!\Please keep your distance!\You stink!\Why you... response:	It's true...
context: There's nothing but non-stop stench!\I'm tired of stinking to high heavens!\Stinking really stinks!\What's gonna happen to me then?!\Please keep your distance!\You stink!\Why you...\It's true... response:	It may be true that we stink, but that's all the more reason not to give up!
context: I'm tired of stinking to high heavens!\Stinking really stinks!\What's gonna happen to me then?!\Please keep your distance!\You stink!\Why you...\It's true...\It may be true that we stink, but that's all the more reason not to give up! response:	Big Brother!
context: Stinking really stinks!\What's gonna happen to me then?!\Please keep your distance!\You stink!\Why you...\It's true...\It may be true that we stink, but that's all the more reason not to give up!\Big Brother! response:	That demon has humiliated the Nase family for the last time!
context: What's gonna happen to me then?!\Please keep your distance!\You stink!\Why you...\It's true...\It may be true that we stink, but that's all the more reason not to give up!\Big Brother!\That demon has humiliated the Nase family for the last time! response:	I cannot afford to keep quiet and do nothing.
context: Please keep your distance!\You stink!\Why you...\It's true...\It may be true that we stink, but that's all the more reason not to give up!\Big Brother!\That demon has humiliated the Nase family for the last time!\I cannot afford to keep quiet and do nothing. response:	I will defeat it!
context: You stink!\Why you...\It's true...\It may be true that we stink, but that's all the more reason not to give up!\Big Brother!\That demon has humiliated the Nase family for the last time!\I cannot afford to keep quiet and do nothing.\I will defeat it! response:	Whatever might happen, I will neither forgive nor forget what it's done to us!
context: Why you...\It's true...\It may be true that we stink, but that's all the more reason not to give up!\Big Brother!\That demon has humiliated the Nase family for the last time!\I cannot afford to keep quiet and do nothing.\I will defeat it!\Whatever might happen, I will neither forgive nor forget what it's done to us! response:	I feel the exact same way.
context: It's true...\It may be true that we stink, but that's all the more reason not to give up!\Big Brother!\That demon has humiliated the Nase family for the last time!\I cannot afford to keep quiet and do nothing.\I will defeat it!\Whatever might happen, I will neither forgive nor forget what it's done to us!\I feel the exact same way. response:	Why must I get stinky?!
context: It may be true that we stink, but that's all the more reason not to give up!\Big Brother!\That demon has humiliated the Nase family for the last time!\I cannot afford to keep quiet and do nothing.\I will defeat it!\Whatever might happen, I will neither forgive nor forget what it's done to us!\I feel the exact same way.\Why must I get stinky?! response:	I've never, ever been so pissed over getting stinky.
context: Big Brother!\That demon has humiliated the Nase family for the last time!\I cannot afford to keep quiet and do nothing.\I will defeat it!\Whatever might happen, I will neither forgive nor forget what it's done to us!\I feel the exact same way.\Why must I get stinky?!\I've never, ever been so pissed over getting stinky. response:	I swear that I will defeat that demon!
context: That demon has humiliated the Nase family for the last time!\I cannot afford to keep quiet and do nothing.\I will defeat it!\Whatever might happen, I will neither forgive nor forget what it's done to us!\I feel the exact same way.\Why must I get stinky?!\I've never, ever been so pissed over getting stinky.\I swear that I will defeat that demon! response:	Senpai!
context: I cannot afford to keep quiet and do nothing.\I will defeat it!\Whatever might happen, I will neither forgive nor forget what it's done to us!\I feel the exact same way.\Why must I get stinky?!\I've never, ever been so pissed over getting stinky.\I swear that I will defeat that demon!\Senpai! response:	I'm sorry.
context: I will defeat it!\Whatever might happen, I will neither forgive nor forget what it's done to us!\I feel the exact same way.\Why must I get stinky?!\I've never, ever been so pissed over getting stinky.\I swear that I will defeat that demon!\Senpai!\I'm sorry. response:	Kuriyama-san.
context: Whatever might happen, I will neither forgive nor forget what it's done to us!\I feel the exact same way.\Why must I get stinky?!\I've never, ever been so pissed over getting stinky.\I swear that I will defeat that demon!\Senpai!\I'm sorry.\Kuriyama-san. response:	Let's defeat that demon together.
context: I feel the exact same way.\Why must I get stinky?!\I've never, ever been so pissed over getting stinky.\I swear that I will defeat that demon!\Senpai!\I'm sorry.\Kuriyama-san.\Let's defeat that demon together. response:	I'll be there to cheer you on!
context: Why must I get stinky?!\I've never, ever been so pissed over getting stinky.\I swear that I will defeat that demon!\Senpai!\I'm sorry.\Kuriyama-san.\Let's defeat that demon together.\I'll be there to cheer you on! response:	Okay!
context: I've never, ever been so pissed over getting stinky.\I swear that I will defeat that demon!\Senpai!\I'm sorry.\Kuriyama-san.\Let's defeat that demon together.\I'll be there to cheer you on!\Okay! response:	Come on!
context: I swear that I will defeat that demon!\Senpai!\I'm sorry.\Kuriyama-san.\Let's defeat that demon together.\I'll be there to cheer you on!\Okay!\Come on! response:	O-Okay!
context: Senpai!\I'm sorry.\Kuriyama-san.\Let's defeat that demon together.\I'll be there to cheer you on!\Okay!\Come on!\O-Okay! response:	With that all sorted out, let us begin our training!
context: I'm sorry.\Kuriyama-san.\Let's defeat that demon together.\I'll be there to cheer you on!\Okay!\Come on!\O-Okay!\With that all sorted out, let us begin our training! response:	Okay!
context: Kuriyama-san.\Let's defeat that demon together.\I'll be there to cheer you on!\Okay!\Come on!\O-Okay!\With that all sorted out, let us begin our training!\Okay! response:	One Week Later
context: Let's defeat that demon together.\I'll be there to cheer you on!\Okay!\Come on!\O-Okay!\With that all sorted out, let us begin our training!\Okay!\One Week Later response:	You're set and ready to go!
context: I'll be there to cheer you on!\Okay!\Come on!\O-Okay!\With that all sorted out, let us begin our training!\Okay!\One Week Later\You're set and ready to go! response:	W-Will this actually work?
context: Okay!\Come on!\O-Okay!\With that all sorted out, let us begin our training!\Okay!\One Week Later\You're set and ready to go!\W-Will this actually work? response:	We have to believe that it will!
context: Come on!\O-Okay!\With that all sorted out, let us begin our training!\Okay!\One Week Later\You're set and ready to go!\W-Will this actually work?\We have to believe that it will! response:	We can't let our week's worth of training go in vain.
context: O-Okay!\With that all sorted out, let us begin our training!\Okay!\One Week Later\You're set and ready to go!\W-Will this actually work?\We have to believe that it will!\We can't let our week's worth of training go in vain. response:	That's right! We worked so hard. We can do this!
context: With that all sorted out, let us begin our training!\Okay!\One Week Later\You're set and ready to go!\W-Will this actually work?\We have to believe that it will!\We can't let our week's worth of training go in vain.\That's right! We worked so hard. We can do this! response:	That's right, we will! We can do it!
context: Okay!\One Week Later\You're set and ready to go!\W-Will this actually work?\We have to believe that it will!\We can't let our week's worth of training go in vain.\That's right! We worked so hard. We can do this!\That's right, we will! We can do it! response:	I swear on my pride as an Exterminator, we will make this work!
context: One Week Later\You're set and ready to go!\W-Will this actually work?\We have to believe that it will!\We can't let our week's worth of training go in vain.\That's right! We worked so hard. We can do this!\That's right, we will! We can do it!\I swear on my pride as an Exterminator, we will make this work! response:	Break a leg, everyone!
context: You're set and ready to go!\W-Will this actually work?\We have to believe that it will!\We can't let our week's worth of training go in vain.\That's right! We worked so hard. We can do this!\That's right, we will! We can do it!\I swear on my pride as an Exterminator, we will make this work!\Break a leg, everyone! response:	Guys, let's do it!
context: W-Will this actually work?\We have to believe that it will!\We can't let our week's worth of training go in vain.\That's right! We worked so hard. We can do this!\That's right, we will! We can do it!\I swear on my pride as an Exterminator, we will make this work!\Break a leg, everyone!\Guys, let's do it! response:	Yeah!
context: We have to believe that it will!\We can't let our week's worth of training go in vain.\That's right! We worked so hard. We can do this!\That's right, we will! We can do it!\I swear on my pride as an Exterminator, we will make this work!\Break a leg, everyone!\Guys, let's do it!\Yeah! response:	I'm turning on the music!
context: We can't let our week's worth of training go in vain.\That's right! We worked so hard. We can do this!\That's right, we will! We can do it!\I swear on my pride as an Exterminator, we will make this work!\Break a leg, everyone!\Guys, let's do it!\Yeah!\I'm turning on the music! response:	It'll work out. We can do it! I'm sure we can!
context: That's right! We worked so hard. We can do this!\That's right, we will! We can do it!\I swear on my pride as an Exterminator, we will make this work!\Break a leg, everyone!\Guys, let's do it!\Yeah!\I'm turning on the music!\It'll work out. We can do it! I'm sure we can! response:	Knowing us, we can pull it off. That's right. We are...
context: That's right, we will! We can do it!\I swear on my pride as an Exterminator, we will make this work!\Break a leg, everyone!\Guys, let's do it!\Yeah!\I'm turning on the music!\It'll work out. We can do it! I'm sure we can!\Knowing us, we can pull it off. That's right. We are... response:	idols!
context: I swear on my pride as an Exterminator, we will make this work!\Break a leg, everyone!\Guys, let's do it!\Yeah!\I'm turning on the music!\It'll work out. We can do it! I'm sure we can!\Knowing us, we can pull it off. That's right. We are...\idols! response:	The promise we hold in our hands is
context: Break a leg, everyone!\Guys, let's do it!\Yeah!\I'm turning on the music!\It'll work out. We can do it! I'm sure we can!\Knowing us, we can pull it off. That's right. We are...\idols!\The promise we hold in our hands is response:	tenohira ni tsukanda yakusoku wa
context: Guys, let's do it!\Yeah!\I'm turning on the music!\It'll work out. We can do it! I'm sure we can!\Knowing us, we can pull it off. That's right. We are...\idols!\The promise we hold in our hands is\tenohira ni tsukanda yakusoku wa response:	A treasure that will never disappear
context: Yeah!\I'm turning on the music!\It'll work out. We can do it! I'm sure we can!\Knowing us, we can pull it off. That's right. We are...\idols!\The promise we hold in our hands is\tenohira ni tsukanda yakusoku wa\A treasure that will never disappear response:	eien ni kienai takaramono
context: I'm turning on the music!\It'll work out. We can do it! I'm sure we can!\Knowing us, we can pull it off. That's right. We are...\idols!\The promise we hold in our hands is\tenohira ni tsukanda yakusoku wa\A treasure that will never disappear\eien ni kienai takaramono response:	One day we'll reach beyond the sky that we look up at
context: It'll work out. We can do it! I'm sure we can!\Knowing us, we can pull it off. That's right. We are...\idols!\The promise we hold in our hands is\tenohira ni tsukanda yakusoku wa\A treasure that will never disappear\eien ni kienai takaramono\One day we'll reach beyond the sky that we look up at response:	itsuka miageta sora no kanata ni
context: Knowing us, we can pull it off. That's right. We are...\idols!\The promise we hold in our hands is\tenohira ni tsukanda yakusoku wa\A treasure that will never disappear\eien ni kienai takaramono\One day we'll reach beyond the sky that we look up at\itsuka miageta sora no kanata ni response:	The future star guides us to our future
context: idols!\The promise we hold in our hands is\tenohira ni tsukanda yakusoku wa\A treasure that will never disappear\eien ni kienai takaramono\One day we'll reach beyond the sky that we look up at\itsuka miageta sora no kanata ni\The future star guides us to our future response:	bokura no asu e to michibiku future star
context: The promise we hold in our hands is\tenohira ni tsukanda yakusoku wa\A treasure that will never disappear\eien ni kienai takaramono\One day we'll reach beyond the sky that we look up at\itsuka miageta sora no kanata ni\The future star guides us to our future\bokura no asu e to michibiku future star response:	Sweet! It's working.
context: tenohira ni tsukanda yakusoku wa\A treasure that will never disappear\eien ni kienai takaramono\One day we'll reach beyond the sky that we look up at\itsuka miageta sora no kanata ni\The future star guides us to our future\bokura no asu e to michibiku future star\Sweet! It's working. response:	Yeah, it's working!
context: A treasure that will never disappear\eien ni kienai takaramono\One day we'll reach beyond the sky that we look up at\itsuka miageta sora no kanata ni\The future star guides us to our future\bokura no asu e to michibiku future star\Sweet! It's working.\Yeah, it's working! response:	It can't look away from them! What a reaction!
context: eien ni kienai takaramono\One day we'll reach beyond the sky that we look up at\itsuka miageta sora no kanata ni\The future star guides us to our future\bokura no asu e to michibiku future star\Sweet! It's working.\Yeah, it's working!\It can't look away from them! What a reaction! response:	The tears we shed together were
context: One day we'll reach beyond the sky that we look up at\itsuka miageta sora no kanata ni\The future star guides us to our future\bokura no asu e to michibiku future star\Sweet! It's working.\Yeah, it's working!\It can't look away from them! What a reaction!\The tears we shed together were response:	kimi to tomo ni nagashita namida
context: itsuka miageta sora no kanata ni\The future star guides us to our future\bokura no asu e to michibiku future star\Sweet! It's working.\Yeah, it's working!\It can't look away from them! What a reaction!\The tears we shed together were\kimi to tomo ni nagashita namida response:	Just like shooting stars that streak across the night
context: The future star guides us to our future\bokura no asu e to michibiku future star\Sweet! It's working.\Yeah, it's working!\It can't look away from them! What a reaction!\The tears we shed together were\kimi to tomo ni nagashita namida\Just like shooting stars that streak across the night response:	marude yoru wo kakeru ryuusei ne
context: bokura no asu e to michibiku future star\Sweet! It's working.\Yeah, it's working!\It can't look away from them! What a reaction!\The tears we shed together were\kimi to tomo ni nagashita namida\Just like shooting stars that streak across the night\marude yoru wo kakeru ryuusei ne response:	If I could make a wish come true
context: Sweet! It's working.\Yeah, it's working!\It can't look away from them! What a reaction!\The tears we shed together were\kimi to tomo ni nagashita namida\Just like shooting stars that streak across the night\marude yoru wo kakeru ryuusei ne\If I could make a wish come true response:	negaigoto ga kanau no naraba
context: Yeah, it's working!\It can't look away from them! What a reaction!\The tears we shed together were\kimi to tomo ni nagashita namida\Just like shooting stars that streak across the night\marude yoru wo kakeru ryuusei ne\If I could make a wish come true\negaigoto ga kanau no naraba response:	I'd use it to protect the one thing that's so precious to me
context: It can't look away from them! What a reaction!\The tears we shed together were\kimi to tomo ni nagashita namida\Just like shooting stars that streak across the night\marude yoru wo kakeru ryuusei ne\If I could make a wish come true\negaigoto ga kanau no naraba\I'd use it to protect the one thing that's so precious to me response:	hitotsu daiji na mono wo mamoru yo
