context: I'm so sorry. response:	I set my alarm to a wrong time'
context: No way!\If I don't seal it quickly,\Father will never finish his work!\Key which hides the forces of darkness,\reveal thy true form before me!\I, Sakura, command thee under contract.\Release!\Eh! response:	What's wrong?!
context: If I don't seal it quickly,\Father will never finish his work!\Key which hides the forces of darkness,\reveal thy true form before me!\I, Sakura, command thee under contract.\Release!\Eh!\What's wrong?! response:	I did not bring Sakura's new costume with me.
context: Father will never finish his work!\Key which hides the forces of darkness,\reveal thy true form before me!\I, Sakura, command thee under contract.\Release!\Eh!\What's wrong?!\I did not bring Sakura's new costume with me. response:	Watch out!
context: Key which hides the forces of darkness,\reveal thy true form before me!\I, Sakura, command thee under contract.\Release!\Eh!\What's wrong?!\I did not bring Sakura's new costume with me.\Watch out! response:	Tomoyo!
context: reveal thy true form before me!\I, Sakura, command thee under contract.\Release!\Eh!\What's wrong?!\I did not bring Sakura's new costume with me.\Watch out!\Tomoyo! response:	Jump!
context: I, Sakura, command thee under contract.\Release!\Eh!\What's wrong?!\I did not bring Sakura's new costume with me.\Watch out!\Tomoyo!\Jump! response:	Return to thy form which thou should be!
context: Release!\Eh!\What's wrong?!\I did not bring Sakura's new costume with me.\Watch out!\Tomoyo!\Jump!\Return to thy form which thou should be! response:	It went outside!
context: Eh!\What's wrong?!\I did not bring Sakura's new costume with me.\Watch out!\Tomoyo!\Jump!\Return to thy form which thou should be!\It went outside! response:	Everyone is asleep!
context: What's wrong?!\I did not bring Sakura's new costume with me.\Watch out!\Tomoyo!\Jump!\Return to thy form which thou should be!\It went outside!\Everyone is asleep! response:	Crap!
context: I did not bring Sakura's new costume with me.\Watch out!\Tomoyo!\Jump!\Return to thy form which thou should be!\It went outside!\Everyone is asleep!\Crap! response:	Where is it?!
context: Watch out!\Tomoyo!\Jump!\Return to thy form which thou should be!\It went outside!\Everyone is asleep!\Crap!\Where is it?! response:	Over there!
context: Tomoyo!\Jump!\Return to thy form which thou should be!\It went outside!\Everyone is asleep!\Crap!\Where is it?!\Over there! response:	Windy!
context: Jump!\Return to thy form which thou should be!\It went outside!\Everyone is asleep!\Crap!\Where is it?!\Over there!\Windy! response:	Return to thy form which thou should be!
context: Return to thy form which thou should be!\It went outside!\Everyone is asleep!\Crap!\Where is it?!\Over there!\Windy!\Return to thy form which thou should be! response:	Clow Card!
context: It went outside!\Everyone is asleep!\Crap!\Where is it?!\Over there!\Windy!\Return to thy form which thou should be!\Clow Card! response:	That hurts.
context: Everyone is asleep!\Crap!\Where is it?!\Over there!\Windy!\Return to thy form which thou should be!\Clow Card!\That hurts. response:	Did you seal Sleep?
context: Crap!\Where is it?!\Over there!\Windy!\Return to thy form which thou should be!\Clow Card!\That hurts.\Did you seal Sleep? response:	It was a success, wasn't it?
context: Where is it?!\Over there!\Windy!\Return to thy form which thou should be!\Clow Card!\That hurts.\Did you seal Sleep?\It was a success, wasn't it? response:	What's wrong?
context: Over there!\Windy!\Return to thy form which thou should be!\Clow Card!\That hurts.\Did you seal Sleep?\It was a success, wasn't it?\What's wrong? response:	Father's work'
context: Windy!\Return to thy form which thou should be!\Clow Card!\That hurts.\Did you seal Sleep?\It was a success, wasn't it?\What's wrong?\Father's work' response:	Crap'
context: Return to thy form which thou should be!\Clow Card!\That hurts.\Did you seal Sleep?\It was a success, wasn't it?\What's wrong?\Father's work'\Crap' response:	Maybe there's a card I can use to restore this back to the original'
context: Clow Card!\That hurts.\Did you seal Sleep?\It was a success, wasn't it?\What's wrong?\Father's work'\Crap'\Maybe there's a card I can use to restore this back to the original' response:	Sakura'
context: That hurts.\Did you seal Sleep?\It was a success, wasn't it?\What's wrong?\Father's work'\Crap'\Maybe there's a card I can use to restore this back to the original'\Sakura' response:	I tried every single card!
context: Did you seal Sleep?\It was a success, wasn't it?\What's wrong?\Father's work'\Crap'\Maybe there's a card I can use to restore this back to the original'\Sakura'\I tried every single card! response:	But none of them worked'
context: It was a success, wasn't it?\What's wrong?\Father's work'\Crap'\Maybe there's a card I can use to restore this back to the original'\Sakura'\I tried every single card!\But none of them worked' response:	It would've been nice if the cards could solve any problem.
context: What's wrong?\Father's work'\Crap'\Maybe there's a card I can use to restore this back to the original'\Sakura'\I tried every single card!\But none of them worked'\It would've been nice if the cards could solve any problem. response:	There are things even cards and magics wouldn't work.
context: Father's work'\Crap'\Maybe there's a card I can use to restore this back to the original'\Sakura'\I tried every single card!\But none of them worked'\It would've been nice if the cards could solve any problem.\There are things even cards and magics wouldn't work. response:	Father'
context: Crap'\Maybe there's a card I can use to restore this back to the original'\Sakura'\I tried every single card!\But none of them worked'\It would've been nice if the cards could solve any problem.\There are things even cards and magics wouldn't work.\Father' response:	Oh? Sakura?
context: Maybe there's a card I can use to restore this back to the original'\Sakura'\I tried every single card!\But none of them worked'\It would've been nice if the cards could solve any problem.\There are things even cards and magics wouldn't work.\Father'\Oh? Sakura? response:	What's wrong?
context: Sakura'\I tried every single card!\But none of them worked'\It would've been nice if the cards could solve any problem.\There are things even cards and magics wouldn't work.\Father'\Oh? Sakura?\What's wrong? response:	I thought that you were sleepy,
context: I tried every single card!\But none of them worked'\It would've been nice if the cards could solve any problem.\There are things even cards and magics wouldn't work.\Father'\Oh? Sakura?\What's wrong?\I thought that you were sleepy, response:	so I brought you some coffee'
context: But none of them worked'\It would've been nice if the cards could solve any problem.\There are things even cards and magics wouldn't work.\Father'\Oh? Sakura?\What's wrong?\I thought that you were sleepy,\so I brought you some coffee' response:	I'm sorry'
context: It would've been nice if the cards could solve any problem.\There are things even cards and magics wouldn't work.\Father'\Oh? Sakura?\What's wrong?\I thought that you were sleepy,\so I brought you some coffee'\I'm sorry' response:	I'm sorry' for messing up your work'
context: There are things even cards and magics wouldn't work.\Father'\Oh? Sakura?\What's wrong?\I thought that you were sleepy,\so I brought you some coffee'\I'm sorry'\I'm sorry' for messing up your work' response:	There's nothing you can do if something is ruined.
context: Father'\Oh? Sakura?\What's wrong?\I thought that you were sleepy,\so I brought you some coffee'\I'm sorry'\I'm sorry' for messing up your work'\There's nothing you can do if something is ruined. response:	Come on. Smile.
context: Oh? Sakura?\What's wrong?\I thought that you were sleepy,\so I brought you some coffee'\I'm sorry'\I'm sorry' for messing up your work'\There's nothing you can do if something is ruined.\Come on. Smile. response:	I wonder where is that coffee you brought in for me.
context: What's wrong?\I thought that you were sleepy,\so I brought you some coffee'\I'm sorry'\I'm sorry' for messing up your work'\There's nothing you can do if something is ruined.\Come on. Smile.\I wonder where is that coffee you brought in for me. response:	Father'
context: I thought that you were sleepy,\so I brought you some coffee'\I'm sorry'\I'm sorry' for messing up your work'\There's nothing you can do if something is ruined.\Come on. Smile.\I wonder where is that coffee you brought in for me.\Father' response:	Let's go home together after I'm done with the coffee.
context: so I brought you some coffee'\I'm sorry'\I'm sorry' for messing up your work'\There's nothing you can do if something is ruined.\Come on. Smile.\I wonder where is that coffee you brought in for me.\Father'\Let's go home together after I'm done with the coffee. response:	Sakura, how long are you gonna stay awake?
context: I'm sorry'\I'm sorry' for messing up your work'\There's nothing you can do if something is ruined.\Come on. Smile.\I wonder where is that coffee you brought in for me.\Father'\Let's go home together after I'm done with the coffee.\Sakura, how long are you gonna stay awake? response:	Your father has already forgiven you, you know?
context: I'm sorry' for messing up your work'\There's nothing you can do if something is ruined.\Come on. Smile.\I wonder where is that coffee you brought in for me.\Father'\Let's go home together after I'm done with the coffee.\Sakura, how long are you gonna stay awake?\Your father has already forgiven you, you know? response:	But'
context: There's nothing you can do if something is ruined.\Come on. Smile.\I wonder where is that coffee you brought in for me.\Father'\Let's go home together after I'm done with the coffee.\Sakura, how long are you gonna stay awake?\Your father has already forgiven you, you know?\But' response:	Things about the ancient times,
context: Come on. Smile.\I wonder where is that coffee you brought in for me.\Father'\Let's go home together after I'm done with the coffee.\Sakura, how long are you gonna stay awake?\Your father has already forgiven you, you know?\But'\Things about the ancient times, response:	about the ancient countries.
context: I wonder where is that coffee you brought in for me.\Father'\Let's go home together after I'm done with the coffee.\Sakura, how long are you gonna stay awake?\Your father has already forgiven you, you know?\But'\Things about the ancient times,\about the ancient countries. response:	I want to learn about them, research on them.
context: Father'\Let's go home together after I'm done with the coffee.\Sakura, how long are you gonna stay awake?\Your father has already forgiven you, you know?\But'\Things about the ancient times,\about the ancient countries.\I want to learn about them, research on them. response:	Father'
context: Let's go home together after I'm done with the coffee.\Sakura, how long are you gonna stay awake?\Your father has already forgiven you, you know?\But'\Things about the ancient times,\about the ancient countries.\I want to learn about them, research on them.\Father' response:	G'morning.
context: Sakura, how long are you gonna stay awake?\Your father has already forgiven you, you know?\But'\Things about the ancient times,\about the ancient countries.\I want to learn about them, research on them.\Father'\G'morning. response:	That's early for you on a Sunday.
context: Your father has already forgiven you, you know?\But'\Things about the ancient times,\about the ancient countries.\I want to learn about them, research on them.\Father'\G'morning.\That's early for you on a Sunday. response:	Where is Father?
context: But'\Things about the ancient times,\about the ancient countries.\I want to learn about them, research on them.\Father'\G'morning.\That's early for you on a Sunday.\Where is Father? response:	He's awake but he said he was gonna tidy up his room.
context: Things about the ancient times,\about the ancient countries.\I want to learn about them, research on them.\Father'\G'morning.\That's early for you on a Sunday.\Where is Father?\He's awake but he said he was gonna tidy up his room. response:	Is it?
context: about the ancient countries.\I want to learn about them, research on them.\Father'\G'morning.\That's early for you on a Sunday.\Where is Father?\He's awake but he said he was gonna tidy up his room.\Is it? response:	Touya?
context: I want to learn about them, research on them.\Father'\G'morning.\That's early for you on a Sunday.\Where is Father?\He's awake but he said he was gonna tidy up his room.\Is it?\Touya? response:	You won't have energy if you don't eat.
context: Father'\G'morning.\That's early for you on a Sunday.\Where is Father?\He's awake but he said he was gonna tidy up his room.\Is it?\Touya?\You won't have energy if you don't eat. response:	Yes!
context: G'morning.\That's early for you on a Sunday.\Where is Father?\He's awake but he said he was gonna tidy up his room.\Is it?\Touya?\You won't have energy if you don't eat.\Yes! response:	It hurts.
context: That's early for you on a Sunday.\Where is Father?\He's awake but he said he was gonna tidy up his room.\Is it?\Touya?\You won't have energy if you don't eat.\Yes!\It hurts. response:	It's hard to tidy up
context: Where is Father?\He's awake but he said he was gonna tidy up his room.\Is it?\Touya?\You won't have energy if you don't eat.\Yes!\It hurts.\It's hard to tidy up response:	since I have so many things scattered around.
context: He's awake but he said he was gonna tidy up his room.\Is it?\Touya?\You won't have energy if you don't eat.\Yes!\It hurts.\It's hard to tidy up\since I have so many things scattered around. response:	It's okay. Just leave them where they are.
context: Is it?\Touya?\You won't have energy if you don't eat.\Yes!\It hurts.\It's hard to tidy up\since I have so many things scattered around.\It's okay. Just leave them where they are. response:	Father' I'm really sorry!
context: Touya?\You won't have energy if you don't eat.\Yes!\It hurts.\It's hard to tidy up\since I have so many things scattered around.\It's okay. Just leave them where they are.\Father' I'm really sorry! response:	Sakura.
context: You won't have energy if you don't eat.\Yes!\It hurts.\It's hard to tidy up\since I have so many things scattered around.\It's okay. Just leave them where they are.\Father' I'm really sorry!\Sakura. response:	If there's anything I can do, just tell me.
context: Yes!\It hurts.\It's hard to tidy up\since I have so many things scattered around.\It's okay. Just leave them where they are.\Father' I'm really sorry!\Sakura.\If there's anything I can do, just tell me. response:	If it's something I can do,
context: It hurts.\It's hard to tidy up\since I have so many things scattered around.\It's okay. Just leave them where they are.\Father' I'm really sorry!\Sakura.\If there's anything I can do, just tell me.\If it's something I can do, response:	I'll do it.
context: It's hard to tidy up\since I have so many things scattered around.\It's okay. Just leave them where they are.\Father' I'm really sorry!\Sakura.\If there's anything I can do, just tell me.\If it's something I can do,\I'll do it. response:	Please!
context: since I have so many things scattered around.\It's okay. Just leave them where they are.\Father' I'm really sorry!\Sakura.\If there's anything I can do, just tell me.\If it's something I can do,\I'll do it.\Please! response:	Sakura.
context: It's okay. Just leave them where they are.\Father' I'm really sorry!\Sakura.\If there's anything I can do, just tell me.\If it's something I can do,\I'll do it.\Please!\Sakura. response:	I thought about it last night,
context: Father' I'm really sorry!\Sakura.\If there's anything I can do, just tell me.\If it's something I can do,\I'll do it.\Please!\Sakura.\I thought about it last night, response:	but the paper for the announcement is almost done.
context: Sakura.\If there's anything I can do, just tell me.\If it's something I can do,\I'll do it.\Please!\Sakura.\I thought about it last night,\but the paper for the announcement is almost done. response:	But I ruined it'
context: If there's anything I can do, just tell me.\If it's something I can do,\I'll do it.\Please!\Sakura.\I thought about it last night,\but the paper for the announcement is almost done.\But I ruined it' response:	I still have the contents of the paper' in here.
context: If it's something I can do,\I'll do it.\Please!\Sakura.\I thought about it last night,\but the paper for the announcement is almost done.\But I ruined it'\I still have the contents of the paper' in here. response:	If I work on it all day today,
context: I'll do it.\Please!\Sakura.\I thought about it last night,\but the paper for the announcement is almost done.\But I ruined it'\I still have the contents of the paper' in here.\If I work on it all day today, response:	I might be able to finish it on time.
context: Please!\Sakura.\I thought about it last night,\but the paper for the announcement is almost done.\But I ruined it'\I still have the contents of the paper' in here.\If I work on it all day today,\I might be able to finish it on time. response:	But I need the help of a capable assistant.
context: Sakura.\I thought about it last night,\but the paper for the announcement is almost done.\But I ruined it'\I still have the contents of the paper' in here.\If I work on it all day today,\I might be able to finish it on time.\But I need the help of a capable assistant. response:	I'll help you!
context: I thought about it last night,\but the paper for the announcement is almost done.\But I ruined it'\I still have the contents of the paper' in here.\If I work on it all day today,\I might be able to finish it on time.\But I need the help of a capable assistant.\I'll help you! response:	Then you'll be my assistant for one day.
context: but the paper for the announcement is almost done.\But I ruined it'\I still have the contents of the paper' in here.\If I work on it all day today,\I might be able to finish it on time.\But I need the help of a capable assistant.\I'll help you!\Then you'll be my assistant for one day. response:	Let's work hard together.
context: But I ruined it'\I still have the contents of the paper' in here.\If I work on it all day today,\I might be able to finish it on time.\But I need the help of a capable assistant.\I'll help you!\Then you'll be my assistant for one day.\Let's work hard together. response:	I'll work hard. I'll do my very best for it!
context: I still have the contents of the paper' in here.\If I work on it all day today,\I might be able to finish it on time.\But I need the help of a capable assistant.\I'll help you!\Then you'll be my assistant for one day.\Let's work hard together.\I'll work hard. I'll do my very best for it! response:	Then, what should I do? Tell me. Tell me.
context: If I work on it all day today,\I might be able to finish it on time.\But I need the help of a capable assistant.\I'll help you!\Then you'll be my assistant for one day.\Let's work hard together.\I'll work hard. I'll do my very best for it!\Then, what should I do? Tell me. Tell me. response:	You finished it.
context: I might be able to finish it on time.\But I need the help of a capable assistant.\I'll help you!\Then you'll be my assistant for one day.\Let's work hard together.\I'll work hard. I'll do my very best for it!\Then, what should I do? Tell me. Tell me.\You finished it. response:	Father'
context: But I need the help of a capable assistant.\I'll help you!\Then you'll be my assistant for one day.\Let's work hard together.\I'll work hard. I'll do my very best for it!\Then, what should I do? Tell me. Tell me.\You finished it.\Father' response:	Then I'll be going!
context: I'll help you!\Then you'll be my assistant for one day.\Let's work hard together.\I'll work hard. I'll do my very best for it!\Then, what should I do? Tell me. Tell me.\You finished it.\Father'\Then I'll be going! response:	Take care.
context: Then you'll be my assistant for one day.\Let's work hard together.\I'll work hard. I'll do my very best for it!\Then, what should I do? Tell me. Tell me.\You finished it.\Father'\Then I'll be going!\Take care. response:	I wonder if Father hasn't gotten any sleep.
context: Let's work hard together.\I'll work hard. I'll do my very best for it!\Then, what should I do? Tell me. Tell me.\You finished it.\Father'\Then I'll be going!\Take care.\I wonder if Father hasn't gotten any sleep. response:	He was more afraid
context: I'll work hard. I'll do my very best for it!\Then, what should I do? Tell me. Tell me.\You finished it.\Father'\Then I'll be going!\Take care.\I wonder if Father hasn't gotten any sleep.\He was more afraid response:	of being tempted to fall asleep like you did.
context: Then, what should I do? Tell me. Tell me.\You finished it.\Father'\Then I'll be going!\Take care.\I wonder if Father hasn't gotten any sleep.\He was more afraid\of being tempted to fall asleep like you did. response:	You're mean!
context: You finished it.\Father'\Then I'll be going!\Take care.\I wonder if Father hasn't gotten any sleep.\He was more afraid\of being tempted to fall asleep like you did.\You're mean! response:	Oh? You're leaving already?
context: Father'\Then I'll be going!\Take care.\I wonder if Father hasn't gotten any sleep.\He was more afraid\of being tempted to fall asleep like you did.\You're mean!\Oh? You're leaving already? response:	Morning practice. I'm meeting up with Yuki.
context: Then I'll be going!\Take care.\I wonder if Father hasn't gotten any sleep.\He was more afraid\of being tempted to fall asleep like you did.\You're mean!\Oh? You're leaving already?\Morning practice. I'm meeting up with Yuki. response:	Wait! I'm going with you!
context: Take care.\I wonder if Father hasn't gotten any sleep.\He was more afraid\of being tempted to fall asleep like you did.\You're mean!\Oh? You're leaving already?\Morning practice. I'm meeting up with Yuki.\Wait! I'm going with you! response:	He had a little bit of spare time.
context: I wonder if Father hasn't gotten any sleep.\He was more afraid\of being tempted to fall asleep like you did.\You're mean!\Oh? You're leaving already?\Morning practice. I'm meeting up with Yuki.\Wait! I'm going with you!\He had a little bit of spare time. response:	If he had time for this, he should've just rest for a little.
context: He was more afraid\of being tempted to fall asleep like you did.\You're mean!\Oh? You're leaving already?\Morning practice. I'm meeting up with Yuki.\Wait! I'm going with you!\He had a little bit of spare time.\If he had time for this, he should've just rest for a little. response:	(Thank you, Sakura. Work hard!)
context: of being tempted to fall asleep like you did.\You're mean!\Oh? You're leaving already?\Morning practice. I'm meeting up with Yuki.\Wait! I'm going with you!\He had a little bit of spare time.\If he had time for this, he should've just rest for a little.\(Thank you, Sakura. Work hard!) response:	Father'
context: You're mean!\Oh? You're leaving already?\Morning practice. I'm meeting up with Yuki.\Wait! I'm going with you!\He had a little bit of spare time.\If he had time for this, he should've just rest for a little.\(Thank you, Sakura. Work hard!)\Father' response:	Hey! Wait for me!
