context: OP response:	Eyecatch
context: the one about the guy who was changing the world by\changing the colors of things with his eyes and changing people's hearts with his singing voice?\It didn't really hit home with me, but it did well in the questionnaires.\I thought that the artwork was original, but it felt more like it should be in a picture book or a musical rather than a manga.\It was too surreal, which made it not so good.\I liked it.\It was artistic. You could feel the hopes and dreams in it.\Yeah, yeah. response:	You're right, manga has to make you feel hopes and dreams, doesn't it?
context: changing the colors of things with his eyes and changing people's hearts with his singing voice?\It didn't really hit home with me, but it did well in the questionnaires.\I thought that the artwork was original, but it felt more like it should be in a picture book or a musical rather than a manga.\It was too surreal, which made it not so good.\I liked it.\It was artistic. You could feel the hopes and dreams in it.\Yeah, yeah.\You're right, manga has to make you feel hopes and dreams, doesn't it? response:	Like our work does.
context: It didn't really hit home with me, but it did well in the questionnaires.\I thought that the artwork was original, but it felt more like it should be in a picture book or a musical rather than a manga.\It was too surreal, which made it not so good.\I liked it.\It was artistic. You could feel the hopes and dreams in it.\Yeah, yeah.\You're right, manga has to make you feel hopes and dreams, doesn't it?\Like our work does. response:	Aw man, it's already past 6!
context: I thought that the artwork was original, but it felt more like it should be in a picture book or a musical rather than a manga.\It was too surreal, which made it not so good.\I liked it.\It was artistic. You could feel the hopes and dreams in it.\Yeah, yeah.\You're right, manga has to make you feel hopes and dreams, doesn't it?\Like our work does.\Aw man, it's already past 6! response:	Well, we'll be taking our leave now.
context: It was too surreal, which made it not so good.\I liked it.\It was artistic. You could feel the hopes and dreams in it.\Yeah, yeah.\You're right, manga has to make you feel hopes and dreams, doesn't it?\Like our work does.\Aw man, it's already past 6!\Well, we'll be taking our leave now. response:	Hello?
context: I liked it.\It was artistic. You could feel the hopes and dreams in it.\Yeah, yeah.\You're right, manga has to make you feel hopes and dreams, doesn't it?\Like our work does.\Aw man, it's already past 6!\Well, we'll be taking our leave now.\Hello? response:	Yes, sorry, we'll be right there.
context: It was artistic. You could feel the hopes and dreams in it.\Yeah, yeah.\You're right, manga has to make you feel hopes and dreams, doesn't it?\Like our work does.\Aw man, it's already past 6!\Well, we'll be taking our leave now.\Hello?\Yes, sorry, we'll be right there. response:	Yeah, let's both give it our all okay?
context: Yeah, yeah.\You're right, manga has to make you feel hopes and dreams, doesn't it?\Like our work does.\Aw man, it's already past 6!\Well, we'll be taking our leave now.\Hello?\Yes, sorry, we'll be right there.\Yeah, let's both give it our all okay? response:	Right.
context: You're right, manga has to make you feel hopes and dreams, doesn't it?\Like our work does.\Aw man, it's already past 6!\Well, we'll be taking our leave now.\Hello?\Yes, sorry, we'll be right there.\Yeah, let's both give it our all okay?\Right. response:	Go easy on us.
context: Like our work does.\Aw man, it's already past 6!\Well, we'll be taking our leave now.\Hello?\Yes, sorry, we'll be right there.\Yeah, let's both give it our all okay?\Right.\Go easy on us. response:	See you later.
context: Aw man, it's already past 6!\Well, we'll be taking our leave now.\Hello?\Yes, sorry, we'll be right there.\Yeah, let's both give it our all okay?\Right.\Go easy on us.\See you later. response:	As an original author, I really don't wanna lose to that Aoki.
context: Well, we'll be taking our leave now.\Hello?\Yes, sorry, we'll be right there.\Yeah, let's both give it our all okay?\Right.\Go easy on us.\See you later.\As an original author, I really don't wanna lose to that Aoki. response:	And I'm letting Nakai-san pay for our coffee.
context: Hello?\Yes, sorry, we'll be right there.\Yeah, let's both give it our all okay?\Right.\Go easy on us.\See you later.\As an original author, I really don't wanna lose to that Aoki.\And I'm letting Nakai-san pay for our coffee. response:	But those two seem kinda hard to beat.
context: Yes, sorry, we'll be right there.\Yeah, let's both give it our all okay?\Right.\Go easy on us.\See you later.\As an original author, I really don't wanna lose to that Aoki.\And I'm letting Nakai-san pay for our coffee.\But those two seem kinda hard to beat. response:	Yeah, they're definitely worthy opponents.
context: Yeah, let's both give it our all okay?\Right.\Go easy on us.\See you later.\As an original author, I really don't wanna lose to that Aoki.\And I'm letting Nakai-san pay for our coffee.\But those two seem kinda hard to beat.\Yeah, they're definitely worthy opponents. response:	The Story King runner-up king's story combined with Nakai-san's drawing talent,
context: Right.\Go easy on us.\See you later.\As an original author, I really don't wanna lose to that Aoki.\And I'm letting Nakai-san pay for our coffee.\But those two seem kinda hard to beat.\Yeah, they're definitely worthy opponents.\The Story King runner-up king's story combined with Nakai-san's drawing talent, response:	backgrounds and finishing touches...
context: Go easy on us.\See you later.\As an original author, I really don't wanna lose to that Aoki.\And I'm letting Nakai-san pay for our coffee.\But those two seem kinda hard to beat.\Yeah, they're definitely worthy opponents.\The Story King runner-up king's story combined with Nakai-san's drawing talent,\backgrounds and finishing touches... response:	That's not what I meant. Nakai-san has a crush on Aoki-san, doesn't he?
context: See you later.\As an original author, I really don't wanna lose to that Aoki.\And I'm letting Nakai-san pay for our coffee.\But those two seem kinda hard to beat.\Yeah, they're definitely worthy opponents.\The Story King runner-up king's story combined with Nakai-san's drawing talent,\backgrounds and finishing touches...\That's not what I meant. Nakai-san has a crush on Aoki-san, doesn't he? response:	Yeah, he does.
context: As an original author, I really don't wanna lose to that Aoki.\And I'm letting Nakai-san pay for our coffee.\But those two seem kinda hard to beat.\Yeah, they're definitely worthy opponents.\The Story King runner-up king's story combined with Nakai-san's drawing talent,\backgrounds and finishing touches...\That's not what I meant. Nakai-san has a crush on Aoki-san, doesn't he?\Yeah, he does. response:	He sure does, he was agreeing with everything she said.
context: And I'm letting Nakai-san pay for our coffee.\But those two seem kinda hard to beat.\Yeah, they're definitely worthy opponents.\The Story King runner-up king's story combined with Nakai-san's drawing talent,\backgrounds and finishing touches...\That's not what I meant. Nakai-san has a crush on Aoki-san, doesn't he?\Yeah, he does.\He sure does, he was agreeing with everything she said. response:	It got me worried.
context: But those two seem kinda hard to beat.\Yeah, they're definitely worthy opponents.\The Story King runner-up king's story combined with Nakai-san's drawing talent,\backgrounds and finishing touches...\That's not what I meant. Nakai-san has a crush on Aoki-san, doesn't he?\Yeah, he does.\He sure does, he was agreeing with everything she said.\It got me worried. response:	It's not something for us to butt into.
context: Yeah, they're definitely worthy opponents.\The Story King runner-up king's story combined with Nakai-san's drawing talent,\backgrounds and finishing touches...\That's not what I meant. Nakai-san has a crush on Aoki-san, doesn't he?\Yeah, he does.\He sure does, he was agreeing with everything she said.\It got me worried.\It's not something for us to butt into. response:	Aoki-san's doing the story, so there's nothing wrong with her taking the lead.
context: The Story King runner-up king's story combined with Nakai-san's drawing talent,\backgrounds and finishing touches...\That's not what I meant. Nakai-san has a crush on Aoki-san, doesn't he?\Yeah, he does.\He sure does, he was agreeing with everything she said.\It got me worried.\It's not something for us to butt into.\Aoki-san's doing the story, so there's nothing wrong with her taking the lead. response:	I guess.
context: backgrounds and finishing touches...\That's not what I meant. Nakai-san has a crush on Aoki-san, doesn't he?\Yeah, he does.\He sure does, he was agreeing with everything she said.\It got me worried.\It's not something for us to butt into.\Aoki-san's doing the story, so there's nothing wrong with her taking the lead.\I guess. response:	We've got our own work to worry about anyhow.
context: That's not what I meant. Nakai-san has a crush on Aoki-san, doesn't he?\Yeah, he does.\He sure does, he was agreeing with everything she said.\It got me worried.\It's not something for us to butt into.\Aoki-san's doing the story, so there's nothing wrong with her taking the lead.\I guess.\We've got our own work to worry about anyhow. response:	Good, you certainly got it done within two weeks this time too.
context: Yeah, he does.\He sure does, he was agreeing with everything she said.\It got me worried.\It's not something for us to butt into.\Aoki-san's doing the story, so there's nothing wrong with her taking the lead.\I guess.\We've got our own work to worry about anyhow.\Good, you certainly got it done within two weeks this time too. response:	Both the artwork and story are OK.
context: He sure does, he was agreeing with everything she said.\It got me worried.\It's not something for us to butt into.\Aoki-san's doing the story, so there's nothing wrong with her taking the lead.\I guess.\We've got our own work to worry about anyhow.\Good, you certainly got it done within two weeks this time too.\Both the artwork and story are OK. response:	Then next, we'll have the meeting for the next 19 pages.
context: It got me worried.\It's not something for us to butt into.\Aoki-san's doing the story, so there's nothing wrong with her taking the lead.\I guess.\We've got our own work to worry about anyhow.\Good, you certainly got it done within two weeks this time too.\Both the artwork and story are OK.\Then next, we'll have the meeting for the next 19 pages. response:	I've got the general idea written out.
context: It's not something for us to butt into.\Aoki-san's doing the story, so there's nothing wrong with her taking the lead.\I guess.\We've got our own work to worry about anyhow.\Good, you certainly got it done within two weeks this time too.\Both the artwork and story are OK.\Then next, we'll have the meeting for the next 19 pages.\I've got the general idea written out. response:	No.
context: Aoki-san's doing the story, so there's nothing wrong with her taking the lead.\I guess.\We've got our own work to worry about anyhow.\Good, you certainly got it done within two weeks this time too.\Both the artwork and story are OK.\Then next, we'll have the meeting for the next 19 pages.\I've got the general idea written out.\No. response:	Starting now, we're having meetings aimed towards serialization.
context: I guess.\We've got our own work to worry about anyhow.\Good, you certainly got it done within two weeks this time too.\Both the artwork and story are OK.\Then next, we'll have the meeting for the next 19 pages.\I've got the general idea written out.\No.\Starting now, we're having meetings aimed towards serialization. response:	By that...
context: We've got our own work to worry about anyhow.\Good, you certainly got it done within two weeks this time too.\Both the artwork and story are OK.\Then next, we'll have the meeting for the next 19 pages.\I've got the general idea written out.\No.\Starting now, we're having meetings aimed towards serialization.\By that... response:	Do you mean...
context: Good, you certainly got it done within two weeks this time too.\Both the artwork and story are OK.\Then next, we'll have the meeting for the next 19 pages.\I've got the general idea written out.\No.\Starting now, we're having meetings aimed towards serialization.\By that...\Do you mean... response:	Mhm! Now that you've been entered in for the Golden Future Cup, let's get ready for serialization.
context: Both the artwork and story are OK.\Then next, we'll have the meeting for the next 19 pages.\I've got the general idea written out.\No.\Starting now, we're having meetings aimed towards serialization.\By that...\Do you mean...\Mhm! Now that you've been entered in for the Golden Future Cup, let's get ready for serialization. response:	Does that mean we don't need to write a chapter once every two weeks anymore?
context: Then next, we'll have the meeting for the next 19 pages.\I've got the general idea written out.\No.\Starting now, we're having meetings aimed towards serialization.\By that...\Do you mean...\Mhm! Now that you've been entered in for the Golden Future Cup, let's get ready for serialization.\Does that mean we don't need to write a chapter once every two weeks anymore? response:	I can see how serious you are already.
context: I've got the general idea written out.\No.\Starting now, we're having meetings aimed towards serialization.\By that...\Do you mean...\Mhm! Now that you've been entered in for the Golden Future Cup, let's get ready for serialization.\Does that mean we don't need to write a chapter once every two weeks anymore?\I can see how serious you are already. response:	Starting from here, we should concentrate wholeheartedly on getting serialized.
context: No.\Starting now, we're having meetings aimed towards serialization.\By that...\Do you mean...\Mhm! Now that you've been entered in for the Golden Future Cup, let's get ready for serialization.\Does that mean we don't need to write a chapter once every two weeks anymore?\I can see how serious you are already.\Starting from here, we should concentrate wholeheartedly on getting serialized. response:	That's okay, right?
context: Starting now, we're having meetings aimed towards serialization.\By that...\Do you mean...\Mhm! Now that you've been entered in for the Golden Future Cup, let's get ready for serialization.\Does that mean we don't need to write a chapter once every two weeks anymore?\I can see how serious you are already.\Starting from here, we should concentrate wholeheartedly on getting serialized.\That's okay, right? response:	Yeah.
context: By that...\Do you mean...\Mhm! Now that you've been entered in for the Golden Future Cup, let's get ready for serialization.\Does that mean we don't need to write a chapter once every two weeks anymore?\I can see how serious you are already.\Starting from here, we should concentrate wholeheartedly on getting serialized.\That's okay, right?\Yeah. response:	Thank you very much!
context: Do you mean...\Mhm! Now that you've been entered in for the Golden Future Cup, let's get ready for serialization.\Does that mean we don't need to write a chapter once every two weeks anymore?\I can see how serious you are already.\Starting from here, we should concentrate wholeheartedly on getting serialized.\That's okay, right?\Yeah.\Thank you very much! response:	We'd love to!
context: Mhm! Now that you've been entered in for the Golden Future Cup, let's get ready for serialization.\Does that mean we don't need to write a chapter once every two weeks anymore?\I can see how serious you are already.\Starting from here, we should concentrate wholeheartedly on getting serialized.\That's okay, right?\Yeah.\Thank you very much!\We'd love to! response:	Aw, uh-oh.
context: Does that mean we don't need to write a chapter once every two weeks anymore?\I can see how serious you are already.\Starting from here, we should concentrate wholeheartedly on getting serialized.\That's okay, right?\Yeah.\Thank you very much!\We'd love to!\Aw, uh-oh. response:	The second I thought that I didn't have to draw anymore, my body suddenly lost all its strength.
context: I can see how serious you are already.\Starting from here, we should concentrate wholeheartedly on getting serialized.\That's okay, right?\Yeah.\Thank you very much!\We'd love to!\Aw, uh-oh.\The second I thought that I didn't have to draw anymore, my body suddenly lost all its strength. response:	You guys sure have been working hard.
context: Starting from here, we should concentrate wholeheartedly on getting serialized.\That's okay, right?\Yeah.\Thank you very much!\We'd love to!\Aw, uh-oh.\The second I thought that I didn't have to draw anymore, my body suddenly lost all its strength.\You guys sure have been working hard. response:	It must've been tough.
context: That's okay, right?\Yeah.\Thank you very much!\We'd love to!\Aw, uh-oh.\The second I thought that I didn't have to draw anymore, my body suddenly lost all its strength.\You guys sure have been working hard.\It must've been tough. response:	Even though he finally acknowledged that we can do this, I can't collapse right now...
context: Yeah.\Thank you very much!\We'd love to!\Aw, uh-oh.\The second I thought that I didn't have to draw anymore, my body suddenly lost all its strength.\You guys sure have been working hard.\It must've been tough.\Even though he finally acknowledged that we can do this, I can't collapse right now... response:	Well, if we couldn't do this much, we knew we couldn't get serialized.
context: Thank you very much!\We'd love to!\Aw, uh-oh.\The second I thought that I didn't have to draw anymore, my body suddenly lost all its strength.\You guys sure have been working hard.\It must've been tough.\Even though he finally acknowledged that we can do this, I can't collapse right now...\Well, if we couldn't do this much, we knew we couldn't get serialized. response:	So if we get first in the Golden Future Cup, then you'll send in our work to get passed around for the serialization meeting?
context: We'd love to!\Aw, uh-oh.\The second I thought that I didn't have to draw anymore, my body suddenly lost all its strength.\You guys sure have been working hard.\It must've been tough.\Even though he finally acknowledged that we can do this, I can't collapse right now...\Well, if we couldn't do this much, we knew we couldn't get serialized.\So if we get first in the Golden Future Cup, then you'll send in our work to get passed around for the serialization meeting? response:	Yes. I'd really like for you to get first, but you don't have to do that good.
context: Aw, uh-oh.\The second I thought that I didn't have to draw anymore, my body suddenly lost all its strength.\You guys sure have been working hard.\It must've been tough.\Even though he finally acknowledged that we can do this, I can't collapse right now...\Well, if we couldn't do this much, we knew we couldn't get serialized.\So if we get first in the Golden Future Cup, then you'll send in our work to get passed around for the serialization meeting?\Yes. I'd really like for you to get first, but you don't have to do that good. response:	For the issues in which the Golden Future Cup entries run, the questionnaire cards are different from normal.
context: The second I thought that I didn't have to draw anymore, my body suddenly lost all its strength.\You guys sure have been working hard.\It must've been tough.\Even though he finally acknowledged that we can do this, I can't collapse right now...\Well, if we couldn't do this much, we knew we couldn't get serialized.\So if we get first in the Golden Future Cup, then you'll send in our work to get passed around for the serialization meeting?\Yes. I'd really like for you to get first, but you don't have to do that good.\For the issues in which the Golden Future Cup entries run, the questionnaire cards are different from normal. response:	They have an item that asks whether you endorse or do not endorse the relevant manga.
context: You guys sure have been working hard.\It must've been tough.\Even though he finally acknowledged that we can do this, I can't collapse right now...\Well, if we couldn't do this much, we knew we couldn't get serialized.\So if we get first in the Golden Future Cup, then you'll send in our work to get passed around for the serialization meeting?\Yes. I'd really like for you to get first, but you don't have to do that good.\For the issues in which the Golden Future Cup entries run, the questionnaire cards are different from normal.\They have an item that asks whether you endorse or do not endorse the relevant manga. response:	Yes, we know.
context: It must've been tough.\Even though he finally acknowledged that we can do this, I can't collapse right now...\Well, if we couldn't do this much, we knew we couldn't get serialized.\So if we get first in the Golden Future Cup, then you'll send in our work to get passed around for the serialization meeting?\Yes. I'd really like for you to get first, but you don't have to do that good.\For the issues in which the Golden Future Cup entries run, the questionnaire cards are different from normal.\They have an item that asks whether you endorse or do not endorse the relevant manga.\Yes, we know. response:	We look at that endorsement percentage as well as the rank it gets as a manga.
context: Even though he finally acknowledged that we can do this, I can't collapse right now...\Well, if we couldn't do this much, we knew we couldn't get serialized.\So if we get first in the Golden Future Cup, then you'll send in our work to get passed around for the serialization meeting?\Yes. I'd really like for you to get first, but you don't have to do that good.\For the issues in which the Golden Future Cup entries run, the questionnaire cards are different from normal.\They have an item that asks whether you endorse or do not endorse the relevant manga.\Yes, we know.\We look at that endorsement percentage as well as the rank it gets as a manga. response:	In order to be impartial, right?
context: Well, if we couldn't do this much, we knew we couldn't get serialized.\So if we get first in the Golden Future Cup, then you'll send in our work to get passed around for the serialization meeting?\Yes. I'd really like for you to get first, but you don't have to do that good.\For the issues in which the Golden Future Cup entries run, the questionnaire cards are different from normal.\They have an item that asks whether you endorse or do not endorse the relevant manga.\Yes, we know.\We look at that endorsement percentage as well as the rank it gets as a manga.\In order to be impartial, right? response:	Right. The entries don't all appear in the same issue, so it's possible they could get the same ranking.
context: So if we get first in the Golden Future Cup, then you'll send in our work to get passed around for the serialization meeting?\Yes. I'd really like for you to get first, but you don't have to do that good.\For the issues in which the Golden Future Cup entries run, the questionnaire cards are different from normal.\They have an item that asks whether you endorse or do not endorse the relevant manga.\Yes, we know.\We look at that endorsement percentage as well as the rank it gets as a manga.\In order to be impartial, right?\Right. The entries don't all appear in the same issue, so it's possible they could get the same ranking. response:	Plus, they can also be affected by the quality of the running serialized works.
context: Yes. I'd really like for you to get first, but you don't have to do that good.\For the issues in which the Golden Future Cup entries run, the questionnaire cards are different from normal.\They have an item that asks whether you endorse or do not endorse the relevant manga.\Yes, we know.\We look at that endorsement percentage as well as the rank it gets as a manga.\In order to be impartial, right?\Right. The entries don't all appear in the same issue, so it's possible they could get the same ranking.\Plus, they can also be affected by the quality of the running serialized works. response:	That's why we have the endorsement percentage.
context: For the issues in which the Golden Future Cup entries run, the questionnaire cards are different from normal.\They have an item that asks whether you endorse or do not endorse the relevant manga.\Yes, we know.\We look at that endorsement percentage as well as the rank it gets as a manga.\In order to be impartial, right?\Right. The entries don't all appear in the same issue, so it's possible they could get the same ranking.\Plus, they can also be affected by the quality of the running serialized works.\That's why we have the endorsement percentage. response:	Speaking of which, in scenarios where one work has a high endorsement percentage but a low ranking...
context: They have an item that asks whether you endorse or do not endorse the relevant manga.\Yes, we know.\We look at that endorsement percentage as well as the rank it gets as a manga.\In order to be impartial, right?\Right. The entries don't all appear in the same issue, so it's possible they could get the same ranking.\Plus, they can also be affected by the quality of the running serialized works.\That's why we have the endorsement percentage.\Speaking of which, in scenarios where one work has a high endorsement percentage but a low ranking... response:	and clashes with a work that has a low endorsement percentage but a high ranking,
context: Yes, we know.\We look at that endorsement percentage as well as the rank it gets as a manga.\In order to be impartial, right?\Right. The entries don't all appear in the same issue, so it's possible they could get the same ranking.\Plus, they can also be affected by the quality of the running serialized works.\That's why we have the endorsement percentage.\Speaking of which, in scenarios where one work has a high endorsement percentage but a low ranking...\and clashes with a work that has a low endorsement percentage but a high ranking, response:	the editorial department has to choose which to place the crown of number one on and have a big announcement for.
context: We look at that endorsement percentage as well as the rank it gets as a manga.\In order to be impartial, right?\Right. The entries don't all appear in the same issue, so it's possible they could get the same ranking.\Plus, they can also be affected by the quality of the running serialized works.\That's why we have the endorsement percentage.\Speaking of which, in scenarios where one work has a high endorsement percentage but a low ranking...\and clashes with a work that has a low endorsement percentage but a high ranking,\the editorial department has to choose which to place the crown of number one on and have a big announcement for. response:	Um...
context: In order to be impartial, right?\Right. The entries don't all appear in the same issue, so it's possible they could get the same ranking.\Plus, they can also be affected by the quality of the running serialized works.\That's why we have the endorsement percentage.\Speaking of which, in scenarios where one work has a high endorsement percentage but a low ranking...\and clashes with a work that has a low endorsement percentage but a high ranking,\the editorial department has to choose which to place the crown of number one on and have a big announcement for.\Um... response:	About the endorsement percentages,
context: Right. The entries don't all appear in the same issue, so it's possible they could get the same ranking.\Plus, they can also be affected by the quality of the running serialized works.\That's why we have the endorsement percentage.\Speaking of which, in scenarios where one work has a high endorsement percentage but a low ranking...\and clashes with a work that has a low endorsement percentage but a high ranking,\the editorial department has to choose which to place the crown of number one on and have a big announcement for.\Um...\About the endorsement percentages, response:	the work that's run first has an advantage, doesn't it?
context: Plus, they can also be affected by the quality of the running serialized works.\That's why we have the endorsement percentage.\Speaking of which, in scenarios where one work has a high endorsement percentage but a low ranking...\and clashes with a work that has a low endorsement percentage but a high ranking,\the editorial department has to choose which to place the crown of number one on and have a big announcement for.\Um...\About the endorsement percentages,\the work that's run first has an advantage, doesn't it? response:	From the second one onward,
context: That's why we have the endorsement percentage.\Speaking of which, in scenarios where one work has a high endorsement percentage but a low ranking...\and clashes with a work that has a low endorsement percentage but a high ranking,\the editorial department has to choose which to place the crown of number one on and have a big announcement for.\Um...\About the endorsement percentages,\the work that's run first has an advantage, doesn't it?\From the second one onward, response:	they compare them to what was run previously in order to decide whether to endorse them or not.
context: Speaking of which, in scenarios where one work has a high endorsement percentage but a low ranking...\and clashes with a work that has a low endorsement percentage but a high ranking,\the editorial department has to choose which to place the crown of number one on and have a big announcement for.\Um...\About the endorsement percentages,\the work that's run first has an advantage, doesn't it?\From the second one onward,\they compare them to what was run previously in order to decide whether to endorse them or not. response:	I hadn't thought it through that far, but you may be right.
context: and clashes with a work that has a low endorsement percentage but a high ranking,\the editorial department has to choose which to place the crown of number one on and have a big announcement for.\Um...\About the endorsement percentages,\the work that's run first has an advantage, doesn't it?\From the second one onward,\they compare them to what was run previously in order to decide whether to endorse them or not.\I hadn't thought it through that far, but you may be right. response:	The fact that something like that comes into your head so quickly
context: the editorial department has to choose which to place the crown of number one on and have a big announcement for.\Um...\About the endorsement percentages,\the work that's run first has an advantage, doesn't it?\From the second one onward,\they compare them to what was run previously in order to decide whether to endorse them or not.\I hadn't thought it through that far, but you may be right.\The fact that something like that comes into your head so quickly response:	really shows that you have great talent as an original author.
context: Um...\About the endorsement percentages,\the work that's run first has an advantage, doesn't it?\From the second one onward,\they compare them to what was run previously in order to decide whether to endorse them or not.\I hadn't thought it through that far, but you may be right.\The fact that something like that comes into your head so quickly\really shows that you have great talent as an original author. response:	You can definitely get popular with a detective story!
context: About the endorsement percentages,\the work that's run first has an advantage, doesn't it?\From the second one onward,\they compare them to what was run previously in order to decide whether to endorse them or not.\I hadn't thought it through that far, but you may be right.\The fact that something like that comes into your head so quickly\really shows that you have great talent as an original author.\You can definitely get popular with a detective story! response:	Is he trying to fool us?
context: the work that's run first has an advantage, doesn't it?\From the second one onward,\they compare them to what was run previously in order to decide whether to endorse them or not.\I hadn't thought it through that far, but you may be right.\The fact that something like that comes into your head so quickly\really shows that you have great talent as an original author.\You can definitely get popular with a detective story!\Is he trying to fool us? response:	Anyway, it's not like you have to get first or you won't be good enough.
context: From the second one onward,\they compare them to what was run previously in order to decide whether to endorse them or not.\I hadn't thought it through that far, but you may be right.\The fact that something like that comes into your head so quickly\really shows that you have great talent as an original author.\You can definitely get popular with a detective story!\Is he trying to fool us?\Anyway, it's not like you have to get first or you won't be good enough. response:	There are lots of series like Muhyo to Rouji no Mahouritsu Soudan Jimusho that didn't get first but still got serialized.
context: they compare them to what was run previously in order to decide whether to endorse them or not.\I hadn't thought it through that far, but you may be right.\The fact that something like that comes into your head so quickly\really shows that you have great talent as an original author.\You can definitely get popular with a detective story!\Is he trying to fool us?\Anyway, it's not like you have to get first or you won't be good enough.\There are lots of series like Muhyo to Rouji no Mahouritsu Soudan Jimusho that didn't get first but still got serialized. response:	I've only read them at the name stages at this point
context: I hadn't thought it through that far, but you may be right.\The fact that something like that comes into your head so quickly\really shows that you have great talent as an original author.\You can definitely get popular with a detective story!\Is he trying to fool us?\Anyway, it's not like you have to get first or you won't be good enough.\There are lots of series like Muhyo to Rouji no Mahouritsu Soudan Jimusho that didn't get first but still got serialized.\I've only read them at the name stages at this point response:	but honestly, the entries this time are so good it'll be hard to choose which are better.
context: The fact that something like that comes into your head so quickly\really shows that you have great talent as an original author.\You can definitely get popular with a detective story!\Is he trying to fool us?\Anyway, it's not like you have to get first or you won't be good enough.\There are lots of series like Muhyo to Rouji no Mahouritsu Soudan Jimusho that didn't get first but still got serialized.\I've only read them at the name stages at this point\but honestly, the entries this time are so good it'll be hard to choose which are better. response:	Though, to be blunt,
context: really shows that you have great talent as an original author.\You can definitely get popular with a detective story!\Is he trying to fool us?\Anyway, it's not like you have to get first or you won't be good enough.\There are lots of series like Muhyo to Rouji no Mahouritsu Soudan Jimusho that didn't get first but still got serialized.\I've only read them at the name stages at this point\but honestly, the entries this time are so good it'll be hard to choose which are better.\Though, to be blunt, response:	you could see appearing in the Golden Future Cup as if each entry runs as a separate one-shot.
context: You can definitely get popular with a detective story!\Is he trying to fool us?\Anyway, it's not like you have to get first or you won't be good enough.\There are lots of series like Muhyo to Rouji no Mahouritsu Soudan Jimusho that didn't get first but still got serialized.\I've only read them at the name stages at this point\but honestly, the entries this time are so good it'll be hard to choose which are better.\Though, to be blunt,\you could see appearing in the Golden Future Cup as if each entry runs as a separate one-shot. response:	If you get good results and make a well put-together name, you have a chance at getting serialized.
context: Is he trying to fool us?\Anyway, it's not like you have to get first or you won't be good enough.\There are lots of series like Muhyo to Rouji no Mahouritsu Soudan Jimusho that didn't get first but still got serialized.\I've only read them at the name stages at this point\but honestly, the entries this time are so good it'll be hard to choose which are better.\Though, to be blunt,\you could see appearing in the Golden Future Cup as if each entry runs as a separate one-shot.\If you get good results and make a well put-together name, you have a chance at getting serialized. response:	However, we really should hope you get first place.
context: Anyway, it's not like you have to get first or you won't be good enough.\There are lots of series like Muhyo to Rouji no Mahouritsu Soudan Jimusho that didn't get first but still got serialized.\I've only read them at the name stages at this point\but honestly, the entries this time are so good it'll be hard to choose which are better.\Though, to be blunt,\you could see appearing in the Golden Future Cup as if each entry runs as a separate one-shot.\If you get good results and make a well put-together name, you have a chance at getting serialized.\However, we really should hope you get first place. response:	Everyone's worked really hard, but I don't think any of them have been preparing for serialization like you have.
context: There are lots of series like Muhyo to Rouji no Mahouritsu Soudan Jimusho that didn't get first but still got serialized.\I've only read them at the name stages at this point\but honestly, the entries this time are so good it'll be hard to choose which are better.\Though, to be blunt,\you could see appearing in the Golden Future Cup as if each entry runs as a separate one-shot.\If you get good results and make a well put-together name, you have a chance at getting serialized.\However, we really should hope you get first place.\Everyone's worked really hard, but I don't think any of them have been preparing for serialization like you have. response:	And personally, I really don't want to lose to a work like Colorfusical.
context: I've only read them at the name stages at this point\but honestly, the entries this time are so good it'll be hard to choose which are better.\Though, to be blunt,\you could see appearing in the Golden Future Cup as if each entry runs as a separate one-shot.\If you get good results and make a well put-together name, you have a chance at getting serialized.\However, we really should hope you get first place.\Everyone's worked really hard, but I don't think any of them have been preparing for serialization like you have.\And personally, I really don't want to lose to a work like Colorfusical. response:	Colorfusical?
context: but honestly, the entries this time are so good it'll be hard to choose which are better.\Though, to be blunt,\you could see appearing in the Golden Future Cup as if each entry runs as a separate one-shot.\If you get good results and make a well put-together name, you have a chance at getting serialized.\However, we really should hope you get first place.\Everyone's worked really hard, but I don't think any of them have been preparing for serialization like you have.\And personally, I really don't want to lose to a work like Colorfusical.\Colorfusical? response:	I liked it.
context: Though, to be blunt,\you could see appearing in the Golden Future Cup as if each entry runs as a separate one-shot.\If you get good results and make a well put-together name, you have a chance at getting serialized.\However, we really should hope you get first place.\Everyone's worked really hard, but I don't think any of them have been preparing for serialization like you have.\And personally, I really don't want to lose to a work like Colorfusical.\Colorfusical?\I liked it. response:	Why is that?
context: you could see appearing in the Golden Future Cup as if each entry runs as a separate one-shot.\If you get good results and make a well put-together name, you have a chance at getting serialized.\However, we really should hope you get first place.\Everyone's worked really hard, but I don't think any of them have been preparing for serialization like you have.\And personally, I really don't want to lose to a work like Colorfusical.\Colorfusical?\I liked it.\Why is that? response:	Ah, no, forget I said that.
context: If you get good results and make a well put-together name, you have a chance at getting serialized.\However, we really should hope you get first place.\Everyone's worked really hard, but I don't think any of them have been preparing for serialization like you have.\And personally, I really don't want to lose to a work like Colorfusical.\Colorfusical?\I liked it.\Why is that?\Ah, no, forget I said that. response:	Is he that strong a foe?
