context: TS response:	Even if it's really an aftereffect of Nirvash's weapon,
context: If you don't release it, the ship's frame won't hold.\But why? Now it looks like we're the bad guys!\Fleur!\Ao, use of the Quartz Gun isn't permitted!\You saw it, didn't you?! It moved on its own!\What the hell's going on?!\Are you ignoring our warning?!\It swallowed the Quartz! response:	This is a clear act of provocation!
context: But why? Now it looks like we're the bad guys!\Fleur!\Ao, use of the Quartz Gun isn't permitted!\You saw it, didn't you?! It moved on its own!\What the hell's going on?!\Are you ignoring our warning?!\It swallowed the Quartz!\This is a clear act of provocation! response:	Stop freaking following me!
context: Fleur!\Ao, use of the Quartz Gun isn't permitted!\You saw it, didn't you?! It moved on its own!\What the hell's going on?!\Are you ignoring our warning?!\It swallowed the Quartz!\This is a clear act of provocation!\Stop freaking following me! response:	Ao!
context: Ao, use of the Quartz Gun isn't permitted!\You saw it, didn't you?! It moved on its own!\What the hell's going on?!\Are you ignoring our warning?!\It swallowed the Quartz!\This is a clear act of provocation!\Stop freaking following me!\Ao! response:	What the hell is with this thing?
context: You saw it, didn't you?! It moved on its own!\What the hell's going on?!\Are you ignoring our warning?!\It swallowed the Quartz!\This is a clear act of provocation!\Stop freaking following me!\Ao!\What the hell is with this thing? response:	We aren't supposed to be using this.
context: What the hell's going on?!\Are you ignoring our warning?!\It swallowed the Quartz!\This is a clear act of provocation!\Stop freaking following me!\Ao!\What the hell is with this thing?\We aren't supposed to be using this. response:	This is it! I've been looking for this!
context: Are you ignoring our warning?!\It swallowed the Quartz!\This is a clear act of provocation!\Stop freaking following me!\Ao!\What the hell is with this thing?\We aren't supposed to be using this.\This is it! I've been looking for this! response:	Truth, stop!
context: It swallowed the Quartz!\This is a clear act of provocation!\Stop freaking following me!\Ao!\What the hell is with this thing?\We aren't supposed to be using this.\This is it! I've been looking for this!\Truth, stop! response:	Give it back!
context: This is a clear act of provocation!\Stop freaking following me!\Ao!\What the hell is with this thing?\We aren't supposed to be using this.\This is it! I've been looking for this!\Truth, stop!\Give it back! response:	Didn't you throw it away, Fukai Ao?
context: Stop freaking following me!\Ao!\What the hell is with this thing?\We aren't supposed to be using this.\This is it! I've been looking for this!\Truth, stop!\Give it back!\Didn't you throw it away, Fukai Ao? response:	That thing's dangerous! It's not just a weapon!
context: Ao!\What the hell is with this thing?\We aren't supposed to be using this.\This is it! I've been looking for this!\Truth, stop!\Give it back!\Didn't you throw it away, Fukai Ao?\That thing's dangerous! It's not just a weapon! response:	It can change the world!
context: What the hell is with this thing?\We aren't supposed to be using this.\This is it! I've been looking for this!\Truth, stop!\Give it back!\Didn't you throw it away, Fukai Ao?\That thing's dangerous! It's not just a weapon!\It can change the world! response:	That's what I want!
context: We aren't supposed to be using this.\This is it! I've been looking for this!\Truth, stop!\Give it back!\Didn't you throw it away, Fukai Ao?\That thing's dangerous! It's not just a weapon!\It can change the world!\That's what I want! response:	Damn...
context: This is it! I've been looking for this!\Truth, stop!\Give it back!\Didn't you throw it away, Fukai Ao?\That thing's dangerous! It's not just a weapon!\It can change the world!\That's what I want!\Damn... response:	Ao...
context: Truth, stop!\Give it back!\Didn't you throw it away, Fukai Ao?\That thing's dangerous! It's not just a weapon!\It can change the world!\That's what I want!\Damn...\Ao... response:	Mom?
context: Give it back!\Didn't you throw it away, Fukai Ao?\That thing's dangerous! It's not just a weapon!\It can change the world!\That's what I want!\Damn...\Ao...\Mom? response:	We meet again.
context: Didn't you throw it away, Fukai Ao?\That thing's dangerous! It's not just a weapon!\It can change the world!\That's what I want!\Damn...\Ao...\Mom?\We meet again. response:	You've grown so much!
context: That thing's dangerous! It's not just a weapon!\It can change the world!\That's what I want!\Damn...\Ao...\Mom?\We meet again.\You've grown so much! response:	You're really my mom, right...
context: It can change the world!\That's what I want!\Damn...\Ao...\Mom?\We meet again.\You've grown so much!\You're really my mom, right... response:	Ao...
context: That's what I want!\Damn...\Ao...\Mom?\We meet again.\You've grown so much!\You're really my mom, right...\Ao... response:	Do you understand now... About what happened to me?
context: Damn...\Ao...\Mom?\We meet again.\You've grown so much!\You're really my mom, right...\Ao...\Do you understand now... About what happened to me? response:	Ten years ago, you took a giant Quartz...
context: Ao...\Mom?\We meet again.\You've grown so much!\You're really my mom, right...\Ao...\Do you understand now... About what happened to me?\Ten years ago, you took a giant Quartz... response:	And I jumped to another time-plane with it.
context: Mom?\We meet again.\You've grown so much!\You're really my mom, right...\Ao...\Do you understand now... About what happened to me?\Ten years ago, you took a giant Quartz...\And I jumped to another time-plane with it. response:	Another time-plane?
context: We meet again.\You've grown so much!\You're really my mom, right...\Ao...\Do you understand now... About what happened to me?\Ten years ago, you took a giant Quartz...\And I jumped to another time-plane with it.\Another time-plane? response:	For the Quartz, time and space are the same.
context: You've grown so much!\You're really my mom, right...\Ao...\Do you understand now... About what happened to me?\Ten years ago, you took a giant Quartz...\And I jumped to another time-plane with it.\Another time-plane?\For the Quartz, time and space are the same. response:	But I couldn't control it.
context: You're really my mom, right...\Ao...\Do you understand now... About what happened to me?\Ten years ago, you took a giant Quartz...\And I jumped to another time-plane with it.\Another time-plane?\For the Quartz, time and space are the same.\But I couldn't control it. response:	I got caught up in an unstable time-plane, and I couldn't arrive at the destination.
context: Ao...\Do you understand now... About what happened to me?\Ten years ago, you took a giant Quartz...\And I jumped to another time-plane with it.\Another time-plane?\For the Quartz, time and space are the same.\But I couldn't control it.\I got caught up in an unstable time-plane, and I couldn't arrive at the destination. response:	For me, only a few days have passed since I took the Quartz.
context: Do you understand now... About what happened to me?\Ten years ago, you took a giant Quartz...\And I jumped to another time-plane with it.\Another time-plane?\For the Quartz, time and space are the same.\But I couldn't control it.\I got caught up in an unstable time-plane, and I couldn't arrive at the destination.\For me, only a few days have passed since I took the Quartz. response:	But the Quartz came back! Then you could come with me and
context: Ten years ago, you took a giant Quartz...\And I jumped to another time-plane with it.\Another time-plane?\For the Quartz, time and space are the same.\But I couldn't control it.\I got caught up in an unstable time-plane, and I couldn't arrive at the destination.\For me, only a few days have passed since I took the Quartz.\But the Quartz came back! Then you could come with me and response:	I can't.
context: And I jumped to another time-plane with it.\Another time-plane?\For the Quartz, time and space are the same.\But I couldn't control it.\I got caught up in an unstable time-plane, and I couldn't arrive at the destination.\For me, only a few days have passed since I took the Quartz.\But the Quartz came back! Then you could come with me and\I can't. response:	I'm just briefly overlapping with this time-plane.
context: Another time-plane?\For the Quartz, time and space are the same.\But I couldn't control it.\I got caught up in an unstable time-plane, and I couldn't arrive at the destination.\For me, only a few days have passed since I took the Quartz.\But the Quartz came back! Then you could come with me and\I can't.\I'm just briefly overlapping with this time-plane. response:	No! I don't want that!
context: For the Quartz, time and space are the same.\But I couldn't control it.\I got caught up in an unstable time-plane, and I couldn't arrive at the destination.\For me, only a few days have passed since I took the Quartz.\But the Quartz came back! Then you could come with me and\I can't.\I'm just briefly overlapping with this time-plane.\No! I don't want that! response:	I'll bring you back!
context: But I couldn't control it.\I got caught up in an unstable time-plane, and I couldn't arrive at the destination.\For me, only a few days have passed since I took the Quartz.\But the Quartz came back! Then you could come with me and\I can't.\I'm just briefly overlapping with this time-plane.\No! I don't want that!\I'll bring you back! response:	I can go to where you are, using that gun, right?!
context: I got caught up in an unstable time-plane, and I couldn't arrive at the destination.\For me, only a few days have passed since I took the Quartz.\But the Quartz came back! Then you could come with me and\I can't.\I'm just briefly overlapping with this time-plane.\No! I don't want that!\I'll bring you back!\I can go to where you are, using that gun, right?! response:	I don't know.
context: For me, only a few days have passed since I took the Quartz.\But the Quartz came back! Then you could come with me and\I can't.\I'm just briefly overlapping with this time-plane.\No! I don't want that!\I'll bring you back!\I can go to where you are, using that gun, right?!\I don't know. response:	I think that's what Renton... what your dad has been looking for.
context: But the Quartz came back! Then you could come with me and\I can't.\I'm just briefly overlapping with this time-plane.\No! I don't want that!\I'll bring you back!\I can go to where you are, using that gun, right?!\I don't know.\I think that's what Renton... what your dad has been looking for. response:	But it's imperfect.
context: I can't.\I'm just briefly overlapping with this time-plane.\No! I don't want that!\I'll bring you back!\I can go to where you are, using that gun, right?!\I don't know.\I think that's what Renton... what your dad has been looking for.\But it's imperfect. response:	I'll give it a try.
context: I'm just briefly overlapping with this time-plane.\No! I don't want that!\I'll bring you back!\I can go to where you are, using that gun, right?!\I don't know.\I think that's what Renton... what your dad has been looking for.\But it's imperfect.\I'll give it a try. response:	I'll perfect that gun...
context: No! I don't want that!\I'll bring you back!\I can go to where you are, using that gun, right?!\I don't know.\I think that's what Renton... what your dad has been looking for.\But it's imperfect.\I'll give it a try.\I'll perfect that gun... response:	Then I'll come find you!
context: I'll bring you back!\I can go to where you are, using that gun, right?!\I don't know.\I think that's what Renton... what your dad has been looking for.\But it's imperfect.\I'll give it a try.\I'll perfect that gun...\Then I'll come find you! response:	I won't let anyone take it!
context: I can go to where you are, using that gun, right?!\I don't know.\I think that's what Renton... what your dad has been looking for.\But it's imperfect.\I'll give it a try.\I'll perfect that gun...\Then I'll come find you!\I won't let anyone take it! response:	Mom, tell me! Where are you?!
context: I don't know.\I think that's what Renton... what your dad has been looking for.\But it's imperfect.\I'll give it a try.\I'll perfect that gun...\Then I'll come find you!\I won't let anyone take it!\Mom, tell me! Where are you?! response:	You're going to shoot?
context: I think that's what Renton... what your dad has been looking for.\But it's imperfect.\I'll give it a try.\I'll perfect that gun...\Then I'll come find you!\I won't let anyone take it!\Mom, tell me! Where are you?!\You're going to shoot? response:	Perfect! Shoot me!
context: But it's imperfect.\I'll give it a try.\I'll perfect that gun...\Then I'll come find you!\I won't let anyone take it!\Mom, tell me! Where are you?!\You're going to shoot?\Perfect! Shoot me! response:	Shoot me and change the world!
context: I'll give it a try.\I'll perfect that gun...\Then I'll come find you!\I won't let anyone take it!\Mom, tell me! Where are you?!\You're going to shoot?\Perfect! Shoot me!\Shoot me and change the world! response:	You're the child of the Scub Coral.
context: I'll perfect that gun...\Then I'll come find you!\I won't let anyone take it!\Mom, tell me! Where are you?!\You're going to shoot?\Perfect! Shoot me!\Shoot me and change the world!\You're the child of the Scub Coral. response:	I'm Johansson's son.
context: Then I'll come find you!\I won't let anyone take it!\Mom, tell me! Where are you?!\You're going to shoot?\Perfect! Shoot me!\Shoot me and change the world!\You're the child of the Scub Coral.\I'm Johansson's son. response:	Therefore, we have no choice but to fight!
context: I won't let anyone take it!\Mom, tell me! Where are you?!\You're going to shoot?\Perfect! Shoot me!\Shoot me and change the world!\You're the child of the Scub Coral.\I'm Johansson's son.\Therefore, we have no choice but to fight! response:	It's fate!
context: Mom, tell me! Where are you?!\You're going to shoot?\Perfect! Shoot me!\Shoot me and change the world!\You're the child of the Scub Coral.\I'm Johansson's son.\Therefore, we have no choice but to fight!\It's fate! response:	I don't care about fate.
context: You're going to shoot?\Perfect! Shoot me!\Shoot me and change the world!\You're the child of the Scub Coral.\I'm Johansson's son.\Therefore, we have no choice but to fight!\It's fate!\I don't care about fate. response:	That's not the reason why I fight!
context: Perfect! Shoot me!\Shoot me and change the world!\You're the child of the Scub Coral.\I'm Johansson's son.\Therefore, we have no choice but to fight!\It's fate!\I don't care about fate.\That's not the reason why I fight! response:	The Allied Forces, huh?
context: Shoot me and change the world!\You're the child of the Scub Coral.\I'm Johansson's son.\Therefore, we have no choice but to fight!\It's fate!\I don't care about fate.\That's not the reason why I fight!\The Allied Forces, huh? response:	I can't press the trigger.
context: You're the child of the Scub Coral.\I'm Johansson's son.\Therefore, we have no choice but to fight!\It's fate!\I don't care about fate.\That's not the reason why I fight!\The Allied Forces, huh?\I can't press the trigger. response:	If I did, something would change again!
context: I'm Johansson's son.\Therefore, we have no choice but to fight!\It's fate!\I don't care about fate.\That's not the reason why I fight!\The Allied Forces, huh?\I can't press the trigger.\If I did, something would change again! response:	I don't want that!
context: Therefore, we have no choice but to fight!\It's fate!\I don't care about fate.\That's not the reason why I fight!\The Allied Forces, huh?\I can't press the trigger.\If I did, something would change again!\I don't want that! response:	I'm Niki Tanaka of the Allied Forces base on Okinawa.
context: It's fate!\I don't care about fate.\That's not the reason why I fight!\The Allied Forces, huh?\I can't press the trigger.\If I did, something would change again!\I don't want that!\I'm Niki Tanaka of the Allied Forces base on Okinawa. response:	Fukai Ao, we are to take you into protective custody.
context: I don't care about fate.\That's not the reason why I fight!\The Allied Forces, huh?\I can't press the trigger.\If I did, something would change again!\I don't want that!\I'm Niki Tanaka of the Allied Forces base on Okinawa.\Fukai Ao, we are to take you into protective custody. response:	Protective custody?
context: That's not the reason why I fight!\The Allied Forces, huh?\I can't press the trigger.\If I did, something would change again!\I don't want that!\I'm Niki Tanaka of the Allied Forces base on Okinawa.\Fukai Ao, we are to take you into protective custody.\Protective custody? response:	You are more than what Generation Bleu can handle.
context: The Allied Forces, huh?\I can't press the trigger.\If I did, something would change again!\I don't want that!\I'm Niki Tanaka of the Allied Forces base on Okinawa.\Fukai Ao, we are to take you into protective custody.\Protective custody?\You are more than what Generation Bleu can handle. response:	Don't you agree?
context: I can't press the trigger.\If I did, something would change again!\I don't want that!\I'm Niki Tanaka of the Allied Forces base on Okinawa.\Fukai Ao, we are to take you into protective custody.\Protective custody?\You are more than what Generation Bleu can handle.\Don't you agree? response:	Ao, get away! We're shooting!
context: If I did, something would change again!\I don't want that!\I'm Niki Tanaka of the Allied Forces base on Okinawa.\Fukai Ao, we are to take you into protective custody.\Protective custody?\You are more than what Generation Bleu can handle.\Don't you agree?\Ao, get away! We're shooting! response:	Stop! Fleur, Elena!
context: I don't want that!\I'm Niki Tanaka of the Allied Forces base on Okinawa.\Fukai Ao, we are to take you into protective custody.\Protective custody?\You are more than what Generation Bleu can handle.\Don't you agree?\Ao, get away! We're shooting!\Stop! Fleur, Elena! response:	Ao...
context: I'm Niki Tanaka of the Allied Forces base on Okinawa.\Fukai Ao, we are to take you into protective custody.\Protective custody?\You are more than what Generation Bleu can handle.\Don't you agree?\Ao, get away! We're shooting!\Stop! Fleur, Elena!\Ao... response:	The Allied Forces... America fought on our side against the Secrets!
context: Fukai Ao, we are to take you into protective custody.\Protective custody?\You are more than what Generation Bleu can handle.\Don't you agree?\Ao, get away! We're shooting!\Stop! Fleur, Elena!\Ao...\The Allied Forces... America fought on our side against the Secrets! response:	You can't shoot them.
context: Protective custody?\You are more than what Generation Bleu can handle.\Don't you agree?\Ao, get away! We're shooting!\Stop! Fleur, Elena!\Ao...\The Allied Forces... America fought on our side against the Secrets!\You can't shoot them. response:	To be continued.
context: You are more than what Generation Bleu can handle.\Don't you agree?\Ao, get away! We're shooting!\Stop! Fleur, Elena!\Ao...\The Allied Forces... America fought on our side against the Secrets!\You can't shoot them.\To be continued. response:	La Vie en Rose
context: Don't you agree?\Ao, get away! We're shooting!\Stop! Fleur, Elena!\Ao...\The Allied Forces... America fought on our side against the Secrets!\You can't shoot them.\To be continued.\La Vie en Rose response:	Preview
context: Ao, get away! We're shooting!\Stop! Fleur, Elena!\Ao...\The Allied Forces... America fought on our side against the Secrets!\You can't shoot them.\To be continued.\La Vie en Rose\Preview response:	Don't Look Down
context: Stop! Fleur, Elena!\Ao...\The Allied Forces... America fought on our side against the Secrets!\You can't shoot them.\To be continued.\La Vie en Rose\Preview\Don't Look Down response:	Sign: Nuclear energy is the clean energy of your dreams
context: Ao...\The Allied Forces... America fought on our side against the Secrets!\You can't shoot them.\To be continued.\La Vie en Rose\Preview\Don't Look Down\Sign: Nuclear energy is the clean energy of your dreams response:	Book: The revised complete translation of the Johansson Scriptures
context: The Allied Forces... America fought on our side against the Secrets!\You can't shoot them.\To be continued.\La Vie en Rose\Preview\Don't Look Down\Sign: Nuclear energy is the clean energy of your dreams\Book: The revised complete translation of the Johansson Scriptures response:	hikaru suiheisen
context: You can't shoot them.\To be continued.\La Vie en Rose\Preview\Don't Look Down\Sign: Nuclear energy is the clean energy of your dreams\Book: The revised complete translation of the Johansson Scriptures\hikaru suiheisen response:	Just over the bright horizon,
context: To be continued.\La Vie en Rose\Preview\Don't Look Down\Sign: Nuclear energy is the clean energy of your dreams\Book: The revised complete translation of the Johansson Scriptures\hikaru suiheisen\Just over the bright horizon, response:	hajimari to owari no
context: La Vie en Rose\Preview\Don't Look Down\Sign: Nuclear energy is the clean energy of your dreams\Book: The revised complete translation of the Johansson Scriptures\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no response:	where the beginning and the end
context: Preview\Don't Look Down\Sign: Nuclear energy is the clean energy of your dreams\Book: The revised complete translation of the Johansson Scriptures\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end response:	tokeau soko wa
context: Don't Look Down\Sign: Nuclear energy is the clean energy of your dreams\Book: The revised complete translation of the Johansson Scriptures\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa response:	melt into one,
context: Sign: Nuclear energy is the clean energy of your dreams\Book: The revised complete translation of the Johansson Scriptures\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one, response:	namida no furusato na no
context: Book: The revised complete translation of the Johansson Scriptures\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no response:	lies the homeland of tears
context: hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears response:	furueteru te de
context: Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de response:	I've already pocketed
context: hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed response:	shinjirareru mono
context: where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono response:	my trembling hand
context: tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand response:	poketto ni tsumekonda
context: melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda response:	which holds my beliefs
context: namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs response:	kanata de yurameiteru shinkirou
context: lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou response:	A mirage shimmers in the distance
context: furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance response:	sora miagereba
context: I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba response:	I look to the sky
context: shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky response:	michibiitekureru you na
context: my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na response:	hoping it will show me the way
context: poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way response:	natsukashikute atsui hikari wo kureru
context: which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru response:	And it gives off a familiar, warm light
context: kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light response:	anata wa chiisaku te wo furu yo
context: A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo response:	You wave at me faintly
context: sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly response:	ikanakucha
context: I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha response:	I must go
context: michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go response:	mou nakanai yo shangurira
context: hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira response:	Don't cry anymore because Shangri-La,
context: natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La, response:	aratana sekai he to daibu shiyou
context: And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou response:	a new world, is waiting for us
context: anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us response:	aoiro ni dakareta boku wa
context: You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa response:	As I'm embraced by its blue...
context: ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue... response:	kono mune no takanari to tomo ni
context: I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni response:	My heart beats loudly
context: mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly response:	futashikana*
context: Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly\futashikana* response:	*T/L Note: I'm so uncertain
context: aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain response:	*T/L Note: I'm so uncertain
context: a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain response:	boku no sekai ga ima*
context: aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima* response:	*T/L Note: In the blink of an eye,
context: As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye, response:	*T/L Note: In the blink of an eye,
context: kono mune no takanari to tomo ni\My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye, response:	mabataku ma ni kawari- hajimete hirogaru*
context: My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru* response:	*T/L Note: my whole world started changing and opening up.
context: futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up. response:	*T/L Note: my whole world started changing and opening up.
context: *T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up. response:	ano hi mitsuketa yume no tsuzuki wa doko*
context: *T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko* response:	*T/L Note: That day, I found out where my dream continues
context: boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues response:	*T/L Note: That day, I found out where my dream continues
context: *T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues response:	sugu ni sagashite miseru yo*
context: *T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo* response:	*T/L Note: I'll show you its sequel now
context: mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now response:	*T/L Note: I'll show you its sequel now
context: *T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now response:	ima mo boku dake wa oboeteirun da*
context: *T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da* response:	*T/L Note: Right now, I'm the only one who still remembers
context: ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da*\*T/L Note: Right now, I'm the only one who still remembers response:	*T/L Note: Right now, I'm the only one who still remembers
