context: I'll do it. response:	I'll change history.
context: Just tell me, please.\No way.\Tomoda!\You bastard!\What's your problem?!\Just shut up and get back here!\You're not getting away!\Hey, what was that for?! response:	I told you, you're not allowed to change history without my permission.
context: No way.\Tomoda!\You bastard!\What's your problem?!\Just shut up and get back here!\You're not getting away!\Hey, what was that for?!\I told you, you're not allowed to change history without my permission. response:	What is going on here?
context: Tomoda!\You bastard!\What's your problem?!\Just shut up and get back here!\You're not getting away!\Hey, what was that for?!\I told you, you're not allowed to change history without my permission.\What is going on here? response:	The cooperation of the tenants
context: You bastard!\What's your problem?!\Just shut up and get back here!\You're not getting away!\Hey, what was that for?!\I told you, you're not allowed to change history without my permission.\What is going on here?\The cooperation of the tenants response:	is vital to the success of the Human Preservation Project.
context: What's your problem?!\Just shut up and get back here!\You're not getting away!\Hey, what was that for?!\I told you, you're not allowed to change history without my permission.\What is going on here?\The cooperation of the tenants\is vital to the success of the Human Preservation Project. response:	Try to remember all those things that happened in the previous history.
context: Just shut up and get back here!\You're not getting away!\Hey, what was that for?!\I told you, you're not allowed to change history without my permission.\What is going on here?\The cooperation of the tenants\is vital to the success of the Human Preservation Project.\Try to remember all those things that happened in the previous history. response:	There was Cheermancy, and the thing with Muhi.
context: You're not getting away!\Hey, what was that for?!\I told you, you're not allowed to change history without my permission.\What is going on here?\The cooperation of the tenants\is vital to the success of the Human Preservation Project.\Try to remember all those things that happened in the previous history.\There was Cheermancy, and the thing with Muhi. response:	Mikatan and Meika's identities were exposed.
context: Hey, what was that for?!\I told you, you're not allowed to change history without my permission.\What is going on here?\The cooperation of the tenants\is vital to the success of the Human Preservation Project.\Try to remember all those things that happened in the previous history.\There was Cheermancy, and the thing with Muhi.\Mikatan and Meika's identities were exposed. response:	Everyone got into fights.
context: I told you, you're not allowed to change history without my permission.\What is going on here?\The cooperation of the tenants\is vital to the success of the Human Preservation Project.\Try to remember all those things that happened in the previous history.\There was Cheermancy, and the thing with Muhi.\Mikatan and Meika's identities were exposed.\Everyone got into fights. response:	Each of those events brought you all closer together.
context: What is going on here?\The cooperation of the tenants\is vital to the success of the Human Preservation Project.\Try to remember all those things that happened in the previous history.\There was Cheermancy, and the thing with Muhi.\Mikatan and Meika's identities were exposed.\Everyone got into fights.\Each of those events brought you all closer together. response:	That's important to this operation.
context: The cooperation of the tenants\is vital to the success of the Human Preservation Project.\Try to remember all those things that happened in the previous history.\There was Cheermancy, and the thing with Muhi.\Mikatan and Meika's identities were exposed.\Everyone got into fights.\Each of those events brought you all closer together.\That's important to this operation. response:	So in order to create those bonds,
context: is vital to the success of the Human Preservation Project.\Try to remember all those things that happened in the previous history.\There was Cheermancy, and the thing with Muhi.\Mikatan and Meika's identities were exposed.\Everyone got into fights.\Each of those events brought you all closer together.\That's important to this operation.\So in order to create those bonds, response:	we need to recreate history up to a point.
context: Try to remember all those things that happened in the previous history.\There was Cheermancy, and the thing with Muhi.\Mikatan and Meika's identities were exposed.\Everyone got into fights.\Each of those events brought you all closer together.\That's important to this operation.\So in order to create those bonds,\we need to recreate history up to a point. response:	And if we don't protect it?
context: There was Cheermancy, and the thing with Muhi.\Mikatan and Meika's identities were exposed.\Everyone got into fights.\Each of those events brought you all closer together.\That's important to this operation.\So in order to create those bonds,\we need to recreate history up to a point.\And if we don't protect it? response:	So far, six billion, three hundred seventy-three million,
context: Mikatan and Meika's identities were exposed.\Everyone got into fights.\Each of those events brought you all closer together.\That's important to this operation.\So in order to create those bonds,\we need to recreate history up to a point.\And if we don't protect it?\So far, six billion, three hundred seventy-three million, response:	one hundred fifty-three thousand, seven hundred forty yous
context: Everyone got into fights.\Each of those events brought you all closer together.\That's important to this operation.\So in order to create those bonds,\we need to recreate history up to a point.\And if we don't protect it?\So far, six billion, three hundred seventy-three million,\one hundred fifty-three thousand, seven hundred forty yous response:	have broken that code, and went on to fail.
context: Each of those events brought you all closer together.\That's important to this operation.\So in order to create those bonds,\we need to recreate history up to a point.\And if we don't protect it?\So far, six billion, three hundred seventy-three million,\one hundred fifty-three thousand, seven hundred forty yous\have broken that code, and went on to fail. response:	If you want to be the six billion, three hundred seventy-three million,
context: That's important to this operation.\So in order to create those bonds,\we need to recreate history up to a point.\And if we don't protect it?\So far, six billion, three hundred seventy-three million,\one hundred fifty-three thousand, seven hundred forty yous\have broken that code, and went on to fail.\If you want to be the six billion, three hundred seventy-three million, response:	one hundred fifty-three thousand, seven hundred forty-first,
context: So in order to create those bonds,\we need to recreate history up to a point.\And if we don't protect it?\So far, six billion, three hundred seventy-three million,\one hundred fifty-three thousand, seven hundred forty yous\have broken that code, and went on to fail.\If you want to be the six billion, three hundred seventy-three million,\one hundred fifty-three thousand, seven hundred forty-first, response:	then do what you want.
context: we need to recreate history up to a point.\And if we don't protect it?\So far, six billion, three hundred seventy-three million,\one hundred fifty-three thousand, seven hundred forty yous\have broken that code, and went on to fail.\If you want to be the six billion, three hundred seventy-three million,\one hundred fifty-three thousand, seven hundred forty-first,\then do what you want. response:	there is no next for you.
context: And if we don't protect it?\So far, six billion, three hundred seventy-three million,\one hundred fifty-three thousand, seven hundred forty yous\have broken that code, and went on to fail.\If you want to be the six billion, three hundred seventy-three million,\one hundred fifty-three thousand, seven hundred forty-first,\then do what you want.\there is no next for you. response:	What do you mean?
context: So far, six billion, three hundred seventy-three million,\one hundred fifty-three thousand, seven hundred forty yous\have broken that code, and went on to fail.\If you want to be the six billion, three hundred seventy-three million,\one hundred fifty-three thousand, seven hundred forty-first,\then do what you want.\there is no next for you.\What do you mean? response:	If you fail this operation, it's all over.
context: one hundred fifty-three thousand, seven hundred forty yous\have broken that code, and went on to fail.\If you want to be the six billion, three hundred seventy-three million,\one hundred fifty-three thousand, seven hundred forty-first,\then do what you want.\there is no next for you.\What do you mean?\If you fail this operation, it's all over. response:	Not for me, though.
context: have broken that code, and went on to fail.\If you want to be the six billion, three hundred seventy-three million,\one hundred fifty-three thousand, seven hundred forty-first,\then do what you want.\there is no next for you.\What do you mean?\If you fail this operation, it's all over.\Not for me, though. response:	I have the next possibility.
context: If you want to be the six billion, three hundred seventy-three million,\one hundred fifty-three thousand, seven hundred forty-first,\then do what you want.\there is no next for you.\What do you mean?\If you fail this operation, it's all over.\Not for me, though.\I have the next possibility. response:	The next possibility?
context: one hundred fifty-three thousand, seven hundred forty-first,\then do what you want.\there is no next for you.\What do you mean?\If you fail this operation, it's all over.\Not for me, though.\I have the next possibility.\The next possibility? response:	I'm talking about the next you.
context: then do what you want.\there is no next for you.\What do you mean?\If you fail this operation, it's all over.\Not for me, though.\I have the next possibility.\The next possibility?\I'm talking about the next you. response:	Hey,
context: there is no next for you.\What do you mean?\If you fail this operation, it's all over.\Not for me, though.\I have the next possibility.\The next possibility?\I'm talking about the next you.\Hey, response:	this might be a dumb question, but...
context: What do you mean?\If you fail this operation, it's all over.\Not for me, though.\I have the next possibility.\The next possibility?\I'm talking about the next you.\Hey,\this might be a dumb question, but... response:	Why did I end up out-of-body?
context: If you fail this operation, it's all over.\Not for me, though.\I have the next possibility.\The next possibility?\I'm talking about the next you.\Hey,\this might be a dumb question, but...\Why did I end up out-of-body? response:	What?! You can't even figure that out?
context: Not for me, though.\I have the next possibility.\The next possibility?\I'm talking about the next you.\Hey,\this might be a dumb question, but...\Why did I end up out-of-body?\What?! You can't even figure that out? response:	It's because your spirit came from the future and possessed your body.
context: I have the next possibility.\The next possibility?\I'm talking about the next you.\Hey,\this might be a dumb question, but...\Why did I end up out-of-body?\What?! You can't even figure that out?\It's because your spirit came from the future and possessed your body. response:	So then, my original spirit got kicked out of my body.
context: The next possibility?\I'm talking about the next you.\Hey,\this might be a dumb question, but...\Why did I end up out-of-body?\What?! You can't even figure that out?\It's because your spirit came from the future and possessed your body.\So then, my original spirit got kicked out of my body. response:	Indeed.
context: I'm talking about the next you.\Hey,\this might be a dumb question, but...\Why did I end up out-of-body?\What?! You can't even figure that out?\It's because your spirit came from the future and possessed your body.\So then, my original spirit got kicked out of my body.\Indeed. response:	What about when I possessed Rabura, then?
context: Hey,\this might be a dumb question, but...\Why did I end up out-of-body?\What?! You can't even figure that out?\It's because your spirit came from the future and possessed your body.\So then, my original spirit got kicked out of my body.\Indeed.\What about when I possessed Rabura, then? response:	No, Rabura's spirit remained attached to her body then.
context: this might be a dumb question, but...\Why did I end up out-of-body?\What?! You can't even figure that out?\It's because your spirit came from the future and possessed your body.\So then, my original spirit got kicked out of my body.\Indeed.\What about when I possessed Rabura, then?\No, Rabura's spirit remained attached to her body then. response:	Why?
context: Why did I end up out-of-body?\What?! You can't even figure that out?\It's because your spirit came from the future and possessed your body.\So then, my original spirit got kicked out of my body.\Indeed.\What about when I possessed Rabura, then?\No, Rabura's spirit remained attached to her body then.\Why? response:	Why is it just me?
context: What?! You can't even figure that out?\It's because your spirit came from the future and possessed your body.\So then, my original spirit got kicked out of my body.\Indeed.\What about when I possessed Rabura, then?\No, Rabura's spirit remained attached to her body then.\Why?\Why is it just me? response:	You were Yubafied when you'd passed out at the river side.
context: It's because your spirit came from the future and possessed your body.\So then, my original spirit got kicked out of my body.\Indeed.\What about when I possessed Rabura, then?\No, Rabura's spirit remained attached to her body then.\Why?\Why is it just me?\You were Yubafied when you'd passed out at the river side. response:	While you're Yubafied,
context: So then, my original spirit got kicked out of my body.\Indeed.\What about when I possessed Rabura, then?\No, Rabura's spirit remained attached to her body then.\Why?\Why is it just me?\You were Yubafied when you'd passed out at the river side.\While you're Yubafied, response:	your subliminal mind can eject the conscious mind,
context: Indeed.\What about when I possessed Rabura, then?\No, Rabura's spirit remained attached to her body then.\Why?\Why is it just me?\You were Yubafied when you'd passed out at the river side.\While you're Yubafied,\your subliminal mind can eject the conscious mind, response:	creating a state in which your spirit can easily detach.
context: What about when I possessed Rabura, then?\No, Rabura's spirit remained attached to her body then.\Why?\Why is it just me?\You were Yubafied when you'd passed out at the river side.\While you're Yubafied,\your subliminal mind can eject the conscious mind,\creating a state in which your spirit can easily detach. response:	Try to remember what happened during the summer nine years ago.
context: No, Rabura's spirit remained attached to her body then.\Why?\Why is it just me?\You were Yubafied when you'd passed out at the river side.\While you're Yubafied,\your subliminal mind can eject the conscious mind,\creating a state in which your spirit can easily detach.\Try to remember what happened during the summer nine years ago. response:	I'm sorry about everything that's happened.
context: Why?\Why is it just me?\You were Yubafied when you'd passed out at the river side.\While you're Yubafied,\your subliminal mind can eject the conscious mind,\creating a state in which your spirit can easily detach.\Try to remember what happened during the summer nine years ago.\I'm sorry about everything that's happened. response:	I'm guilty of being an accomplice in the project.
context: Why is it just me?\You were Yubafied when you'd passed out at the river side.\While you're Yubafied,\your subliminal mind can eject the conscious mind,\creating a state in which your spirit can easily detach.\Try to remember what happened during the summer nine years ago.\I'm sorry about everything that's happened.\I'm guilty of being an accomplice in the project. response:	I'm doing this to atone.
context: You were Yubafied when you'd passed out at the river side.\While you're Yubafied,\your subliminal mind can eject the conscious mind,\creating a state in which your spirit can easily detach.\Try to remember what happened during the summer nine years ago.\I'm sorry about everything that's happened.\I'm guilty of being an accomplice in the project.\I'm doing this to atone. response:	I want to end things right!
context: While you're Yubafied,\your subliminal mind can eject the conscious mind,\creating a state in which your spirit can easily detach.\Try to remember what happened during the summer nine years ago.\I'm sorry about everything that's happened.\I'm guilty of being an accomplice in the project.\I'm doing this to atone.\I want to end things right! response:	You're finally awake.
context: your subliminal mind can eject the conscious mind,\creating a state in which your spirit can easily detach.\Try to remember what happened during the summer nine years ago.\I'm sorry about everything that's happened.\I'm guilty of being an accomplice in the project.\I'm doing this to atone.\I want to end things right!\You're finally awake. response:	Where am I?
context: creating a state in which your spirit can easily detach.\Try to remember what happened during the summer nine years ago.\I'm sorry about everything that's happened.\I'm guilty of being an accomplice in the project.\I'm doing this to atone.\I want to end things right!\You're finally awake.\Where am I? response:	You're at my grandpa's and my house.
context: Try to remember what happened during the summer nine years ago.\I'm sorry about everything that's happened.\I'm guilty of being an accomplice in the project.\I'm doing this to atone.\I want to end things right!\You're finally awake.\Where am I?\You're at my grandpa's and my house. response:	Grandpa found you this morning and brought you here.
context: I'm sorry about everything that's happened.\I'm guilty of being an accomplice in the project.\I'm doing this to atone.\I want to end things right!\You're finally awake.\Where am I?\You're at my grandpa's and my house.\Grandpa found you this morning and brought you here. response:	You were passed out by the river, apparently.
context: I'm guilty of being an accomplice in the project.\I'm doing this to atone.\I want to end things right!\You're finally awake.\Where am I?\You're at my grandpa's and my house.\Grandpa found you this morning and brought you here.\You were passed out by the river, apparently. response:	I haven't introduced myself yet.
context: I'm doing this to atone.\I want to end things right!\You're finally awake.\Where am I?\You're at my grandpa's and my house.\Grandpa found you this morning and brought you here.\You were passed out by the river, apparently.\I haven't introduced myself yet. response:	I'm Akina.
context: I want to end things right!\You're finally awake.\Where am I?\You're at my grandpa's and my house.\Grandpa found you this morning and brought you here.\You were passed out by the river, apparently.\I haven't introduced myself yet.\I'm Akina. response:	Iridatsu Akina.
context: You're finally awake.\Where am I?\You're at my grandpa's and my house.\Grandpa found you this morning and brought you here.\You were passed out by the river, apparently.\I haven't introduced myself yet.\I'm Akina.\Iridatsu Akina. response:	Nice to meet you!
context: Where am I?\You're at my grandpa's and my house.\Grandpa found you this morning and brought you here.\You were passed out by the river, apparently.\I haven't introduced myself yet.\I'm Akina.\Iridatsu Akina.\Nice to meet you! response:	Nice to meet you.
context: You're at my grandpa's and my house.\Grandpa found you this morning and brought you here.\You were passed out by the river, apparently.\I haven't introduced myself yet.\I'm Akina.\Iridatsu Akina.\Nice to meet you!\Nice to meet you. response:	No way.
context: Grandpa found you this morning and brought you here.\You were passed out by the river, apparently.\I haven't introduced myself yet.\I'm Akina.\Iridatsu Akina.\Nice to meet you!\Nice to meet you.\No way. response:	Why is Chiyoko...
context: You were passed out by the river, apparently.\I haven't introduced myself yet.\I'm Akina.\Iridatsu Akina.\Nice to meet you!\Nice to meet you.\No way.\Why is Chiyoko... response:	See?
context: I haven't introduced myself yet.\I'm Akina.\Iridatsu Akina.\Nice to meet you!\Nice to meet you.\No way.\Why is Chiyoko...\See? response:	Right before you three fell into the dam, you were Yubafied.
context: I'm Akina.\Iridatsu Akina.\Nice to meet you!\Nice to meet you.\No way.\Why is Chiyoko...\See?\Right before you three fell into the dam, you were Yubafied. response:	Just then, you were struck by lightning, and the three of you swapped spirits.
context: Iridatsu Akina.\Nice to meet you!\Nice to meet you.\No way.\Why is Chiyoko...\See?\Right before you three fell into the dam, you were Yubafied.\Just then, you were struck by lightning, and the three of you swapped spirits. response:	Guriko's spirit entered your body.
context: Nice to meet you!\Nice to meet you.\No way.\Why is Chiyoko...\See?\Right before you three fell into the dam, you were Yubafied.\Just then, you were struck by lightning, and the three of you swapped spirits.\Guriko's spirit entered your body. response:	Chiyoko's spirit entered Guriko's body.
context: Nice to meet you.\No way.\Why is Chiyoko...\See?\Right before you three fell into the dam, you were Yubafied.\Just then, you were struck by lightning, and the three of you swapped spirits.\Guriko's spirit entered your body.\Chiyoko's spirit entered Guriko's body. response:	And I went into Chiyoko's body.
context: No way.\Why is Chiyoko...\See?\Right before you three fell into the dam, you were Yubafied.\Just then, you were struck by lightning, and the three of you swapped spirits.\Guriko's spirit entered your body.\Chiyoko's spirit entered Guriko's body.\And I went into Chiyoko's body. response:	Huh? Where'd he go?
context: Why is Chiyoko...\See?\Right before you three fell into the dam, you were Yubafied.\Just then, you were struck by lightning, and the three of you swapped spirits.\Guriko's spirit entered your body.\Chiyoko's spirit entered Guriko's body.\And I went into Chiyoko's body.\Huh? Where'd he go? response:	Here.
context: See?\Right before you three fell into the dam, you were Yubafied.\Just then, you were struck by lightning, and the three of you swapped spirits.\Guriko's spirit entered your body.\Chiyoko's spirit entered Guriko's body.\And I went into Chiyoko's body.\Huh? Where'd he go?\Here. response:	You weren't here during the day.
context: Right before you three fell into the dam, you were Yubafied.\Just then, you were struck by lightning, and the three of you swapped spirits.\Guriko's spirit entered your body.\Chiyoko's spirit entered Guriko's body.\And I went into Chiyoko's body.\Huh? Where'd he go?\Here.\You weren't here during the day. response:	I held on to a delivery for you.
context: Just then, you were struck by lightning, and the three of you swapped spirits.\Guriko's spirit entered your body.\Chiyoko's spirit entered Guriko's body.\And I went into Chiyoko's body.\Huh? Where'd he go?\Here.\You weren't here during the day.\I held on to a delivery for you. response:	Oh, thanks.
context: Guriko's spirit entered your body.\Chiyoko's spirit entered Guriko's body.\And I went into Chiyoko's body.\Huh? Where'd he go?\Here.\You weren't here during the day.\I held on to a delivery for you.\Oh, thanks. response:	From my sister?
context: Chiyoko's spirit entered Guriko's body.\And I went into Chiyoko's body.\Huh? Where'd he go?\Here.\You weren't here during the day.\I held on to a delivery for you.\Oh, thanks.\From my sister? response:	I have a bad feeling about this.
context: And I went into Chiyoko's body.\Huh? Where'd he go?\Here.\You weren't here during the day.\I held on to a delivery for you.\Oh, thanks.\From my sister?\I have a bad feeling about this. response:	She's Mei
context: Huh? Where'd he go?\Here.\You weren't here during the day.\I held on to a delivery for you.\Oh, thanks.\From my sister?\I have a bad feeling about this.\She's Mei response:	Dude, seriously?
context: Here.\You weren't here during the day.\I held on to a delivery for you.\Oh, thanks.\From my sister?\I have a bad feeling about this.\She's Mei\Dude, seriously? response:	It's...
context: You weren't here during the day.\I held on to a delivery for you.\Oh, thanks.\From my sister?\I have a bad feeling about this.\She's Mei\Dude, seriously?\It's... response:	Lose Not to Rain
