context: /** TS by scol **/ response:	/** Full box motion **/
context: When men die, even if it's in a ditch, die pitching forward.\And Yabuki Joe, when he was completely worn out, burned away and turned into pure white ash...\Those manga scenes that Dad read to me...\I'm not going to give it anything less than my all.\Manga, Azuki Miho...\I'll put my life on the line for them.\This is interesting, but why was it rejected?\Don't plagiarize. response:	I'm don't intend on writing a gag hero manga.
context: And Yabuki Joe, when he was completely worn out, burned away and turned into pure white ash...\Those manga scenes that Dad read to me...\I'm not going to give it anything less than my all.\Manga, Azuki Miho...\I'll put my life on the line for them.\This is interesting, but why was it rejected?\Don't plagiarize.\I'm don't intend on writing a gag hero manga. response:	What's that?
context: Those manga scenes that Dad read to me...\I'm not going to give it anything less than my all.\Manga, Azuki Miho...\I'll put my life on the line for them.\This is interesting, but why was it rejected?\Don't plagiarize.\I'm don't intend on writing a gag hero manga.\What's that? response:	Letters?
context: I'm not going to give it anything less than my all.\Manga, Azuki Miho...\I'll put my life on the line for them.\This is interesting, but why was it rejected?\Don't plagiarize.\I'm don't intend on writing a gag hero manga.\What's that?\Letters? response:	Haruno Miyuki
context: Manga, Azuki Miho...\I'll put my life on the line for them.\This is interesting, but why was it rejected?\Don't plagiarize.\I'm don't intend on writing a gag hero manga.\What's that?\Letters?\Haruno Miyuki response:	These are...
context: I'll put my life on the line for them.\This is interesting, but why was it rejected?\Don't plagiarize.\I'm don't intend on writing a gag hero manga.\What's that?\Letters?\Haruno Miyuki\These are... response:	We went to different high schools,
context: This is interesting, but why was it rejected?\Don't plagiarize.\I'm don't intend on writing a gag hero manga.\What's that?\Letters?\Haruno Miyuki\These are...\We went to different high schools, response:	so we just exchanged letters like those.
context: Don't plagiarize.\I'm don't intend on writing a gag hero manga.\What's that?\Letters?\Haruno Miyuki\These are...\We went to different high schools,\so we just exchanged letters like those. response:	What's up, Saikou?
context: I'm don't intend on writing a gag hero manga.\What's that?\Letters?\Haruno Miyuki\These are...\We went to different high schools,\so we just exchanged letters like those.\What's up, Saikou? response:	Hm? Letters?
context: What's that?\Letters?\Haruno Miyuki\These are...\We went to different high schools,\so we just exchanged letters like those.\What's up, Saikou?\Hm? Letters? response:	Uncle told me that he had someone he contacted with ever since his middle school graduation.
context: Letters?\Haruno Miyuki\These are...\We went to different high schools,\so we just exchanged letters like those.\What's up, Saikou?\Hm? Letters?\Uncle told me that he had someone he contacted with ever since his middle school graduation. response:	Contacted with letters?
context: Haruno Miyuki\These are...\We went to different high schools,\so we just exchanged letters like those.\What's up, Saikou?\Hm? Letters?\Uncle told me that he had someone he contacted with ever since his middle school graduation.\Contacted with letters? response:	Man, that's old fashioned.
context: These are...\We went to different high schools,\so we just exchanged letters like those.\What's up, Saikou?\Hm? Letters?\Uncle told me that he had someone he contacted with ever since his middle school graduation.\Contacted with letters?\Man, that's old fashioned. response:	So it was a long distance love relationship?
context: We went to different high schools,\so we just exchanged letters like those.\What's up, Saikou?\Hm? Letters?\Uncle told me that he had someone he contacted with ever since his middle school graduation.\Contacted with letters?\Man, that's old fashioned.\So it was a long distance love relationship? response:	No, they lived in the same city.
context: so we just exchanged letters like those.\What's up, Saikou?\Hm? Letters?\Uncle told me that he had someone he contacted with ever since his middle school graduation.\Contacted with letters?\Man, that's old fashioned.\So it was a long distance love relationship?\No, they lived in the same city. response:	Huh?
context: What's up, Saikou?\Hm? Letters?\Uncle told me that he had someone he contacted with ever since his middle school graduation.\Contacted with letters?\Man, that's old fashioned.\So it was a long distance love relationship?\No, they lived in the same city.\Huh? response:	I kinda feel like we shouldn't look at them.
context: Hm? Letters?\Uncle told me that he had someone he contacted with ever since his middle school graduation.\Contacted with letters?\Man, that's old fashioned.\So it was a long distance love relationship?\No, they lived in the same city.\Huh?\I kinda feel like we shouldn't look at them. response:	O-Of course!
context: Uncle told me that he had someone he contacted with ever since his middle school graduation.\Contacted with letters?\Man, that's old fashioned.\So it was a long distance love relationship?\No, they lived in the same city.\Huh?\I kinda feel like we shouldn't look at them.\O-Of course! response:	That would be a violation of privacy!
context: Contacted with letters?\Man, that's old fashioned.\So it was a long distance love relationship?\No, they lived in the same city.\Huh?\I kinda feel like we shouldn't look at them.\O-Of course!\That would be a violation of privacy! response:	Totally.
context: Man, that's old fashioned.\So it was a long distance love relationship?\No, they lived in the same city.\Huh?\I kinda feel like we shouldn't look at them.\O-Of course!\That would be a violation of privacy!\Totally. response:	Anyhow, get to the name already.
context: So it was a long distance love relationship?\No, they lived in the same city.\Huh?\I kinda feel like we shouldn't look at them.\O-Of course!\That would be a violation of privacy!\Totally.\Anyhow, get to the name already. response:	I, Mashiro Moritaka, and...
context: No, they lived in the same city.\Huh?\I kinda feel like we shouldn't look at them.\O-Of course!\That would be a violation of privacy!\Totally.\Anyhow, get to the name already.\I, Mashiro Moritaka, and... response:	Takagi Akito...
context: Huh?\I kinda feel like we shouldn't look at them.\O-Of course!\That would be a violation of privacy!\Totally.\Anyhow, get to the name already.\I, Mashiro Moritaka, and...\Takagi Akito... response:	swear never to tell anyone about the contents of this letter!
context: I kinda feel like we shouldn't look at them.\O-Of course!\That would be a violation of privacy!\Totally.\Anyhow, get to the name already.\I, Mashiro Moritaka, and...\Takagi Akito...\swear never to tell anyone about the contents of this letter! response:	I swear!
context: O-Of course!\That would be a violation of privacy!\Totally.\Anyhow, get to the name already.\I, Mashiro Moritaka, and...\Takagi Akito...\swear never to tell anyone about the contents of this letter!\I swear! response:	Mashiro-kun, are you doing well?
context: That would be a violation of privacy!\Totally.\Anyhow, get to the name already.\I, Mashiro Moritaka, and...\Takagi Akito...\swear never to tell anyone about the contents of this letter!\I swear!\Mashiro-kun, are you doing well? response:	I'm finally getting used to high school, too.
context: Totally.\Anyhow, get to the name already.\I, Mashiro Moritaka, and...\Takagi Akito...\swear never to tell anyone about the contents of this letter!\I swear!\Mashiro-kun, are you doing well?\I'm finally getting used to high school, too. response:	To sum up my class, it's like that old youth drama Tobidase Seishun, was that the name?
context: Anyhow, get to the name already.\I, Mashiro Moritaka, and...\Takagi Akito...\swear never to tell anyone about the contents of this letter!\I swear!\Mashiro-kun, are you doing well?\I'm finally getting used to high school, too.\To sum up my class, it's like that old youth drama Tobidase Seishun, was that the name? response:	I went to an ALFEE concert.
context: I, Mashiro Moritaka, and...\Takagi Akito...\swear never to tell anyone about the contents of this letter!\I swear!\Mashiro-kun, are you doing well?\I'm finally getting used to high school, too.\To sum up my class, it's like that old youth drama Tobidase Seishun, was that the name?\I went to an ALFEE concert. response:	I hate the rainy season, but I bought two pretty umbrellas, so I've come to like it.
context: Takagi Akito...\swear never to tell anyone about the contents of this letter!\I swear!\Mashiro-kun, are you doing well?\I'm finally getting used to high school, too.\To sum up my class, it's like that old youth drama Tobidase Seishun, was that the name?\I went to an ALFEE concert.\I hate the rainy season, but I bought two pretty umbrellas, so I've come to like it. response:	Looks like they only wrote about boring every day stuff.
context: swear never to tell anyone about the contents of this letter!\I swear!\Mashiro-kun, are you doing well?\I'm finally getting used to high school, too.\To sum up my class, it's like that old youth drama Tobidase Seishun, was that the name?\I went to an ALFEE concert.\I hate the rainy season, but I bought two pretty umbrellas, so I've come to like it.\Looks like they only wrote about boring every day stuff. response:	I think that even though they both liked each other, they couldn't put it into words.
context: I swear!\Mashiro-kun, are you doing well?\I'm finally getting used to high school, too.\To sum up my class, it's like that old youth drama Tobidase Seishun, was that the name?\I went to an ALFEE concert.\I hate the rainy season, but I bought two pretty umbrellas, so I've come to like it.\Looks like they only wrote about boring every day stuff.\I think that even though they both liked each other, they couldn't put it into words. response:	I don't get it.
context: Mashiro-kun, are you doing well?\I'm finally getting used to high school, too.\To sum up my class, it's like that old youth drama Tobidase Seishun, was that the name?\I went to an ALFEE concert.\I hate the rainy season, but I bought two pretty umbrellas, so I've come to like it.\Looks like they only wrote about boring every day stuff.\I think that even though they both liked each other, they couldn't put it into words.\I don't get it. response:	Uncle said that he just couldn't confess...
context: I'm finally getting used to high school, too.\To sum up my class, it's like that old youth drama Tobidase Seishun, was that the name?\I went to an ALFEE concert.\I hate the rainy season, but I bought two pretty umbrellas, so I've come to like it.\Looks like they only wrote about boring every day stuff.\I think that even though they both liked each other, they couldn't put it into words.\I don't get it.\Uncle said that he just couldn't confess... response:	until he wasn't a gambler anymore, and had become a full-fledged mangaka.
context: To sum up my class, it's like that old youth drama Tobidase Seishun, was that the name?\I went to an ALFEE concert.\I hate the rainy season, but I bought two pretty umbrellas, so I've come to like it.\Looks like they only wrote about boring every day stuff.\I think that even though they both liked each other, they couldn't put it into words.\I don't get it.\Uncle said that he just couldn't confess...\until he wasn't a gambler anymore, and had become a full-fledged mangaka. response:	Oh, so that's how it was?
context: I went to an ALFEE concert.\I hate the rainy season, but I bought two pretty umbrellas, so I've come to like it.\Looks like they only wrote about boring every day stuff.\I think that even though they both liked each other, they couldn't put it into words.\I don't get it.\Uncle said that he just couldn't confess...\until he wasn't a gambler anymore, and had become a full-fledged mangaka.\Oh, so that's how it was? response:	Mashiro Nobuhiro
context: I hate the rainy season, but I bought two pretty umbrellas, so I've come to like it.\Looks like they only wrote about boring every day stuff.\I think that even though they both liked each other, they couldn't put it into words.\I don't get it.\Uncle said that he just couldn't confess...\until he wasn't a gambler anymore, and had become a full-fledged mangaka.\Oh, so that's how it was?\Mashiro Nobuhiro response:	Congratulations on getting an honorable mention for the Akatsuka Award.
context: Looks like they only wrote about boring every day stuff.\I think that even though they both liked each other, they couldn't put it into words.\I don't get it.\Uncle said that he just couldn't confess...\until he wasn't a gambler anymore, and had become a full-fledged mangaka.\Oh, so that's how it was?\Mashiro Nobuhiro\Congratulations on getting an honorable mention for the Akatsuka Award. response:	I changed residence a little while ago, my address changed so I'll let you know what it is now.
context: I think that even though they both liked each other, they couldn't put it into words.\I don't get it.\Uncle said that he just couldn't confess...\until he wasn't a gambler anymore, and had become a full-fledged mangaka.\Oh, so that's how it was?\Mashiro Nobuhiro\Congratulations on getting an honorable mention for the Akatsuka Award.\I changed residence a little while ago, my address changed so I'll let you know what it is now. response:	You can really feel those two taking the steps along their lives.
context: I don't get it.\Uncle said that he just couldn't confess...\until he wasn't a gambler anymore, and had become a full-fledged mangaka.\Oh, so that's how it was?\Mashiro Nobuhiro\Congratulations on getting an honorable mention for the Akatsuka Award.\I changed residence a little while ago, my address changed so I'll let you know what it is now.\You can really feel those two taking the steps along their lives. response:	Is that the last letter?
context: Uncle said that he just couldn't confess...\until he wasn't a gambler anymore, and had become a full-fledged mangaka.\Oh, so that's how it was?\Mashiro Nobuhiro\Congratulations on getting an honorable mention for the Akatsuka Award.\I changed residence a little while ago, my address changed so I'll let you know what it is now.\You can really feel those two taking the steps along their lives.\Is that the last letter? response:	Huh?
context: until he wasn't a gambler anymore, and had become a full-fledged mangaka.\Oh, so that's how it was?\Mashiro Nobuhiro\Congratulations on getting an honorable mention for the Akatsuka Award.\I changed residence a little while ago, my address changed so I'll let you know what it is now.\You can really feel those two taking the steps along their lives.\Is that the last letter?\Huh? response:	Mashiro Nobuhiro
context: Oh, so that's how it was?\Mashiro Nobuhiro\Congratulations on getting an honorable mention for the Akatsuka Award.\I changed residence a little while ago, my address changed so I'll let you know what it is now.\You can really feel those two taking the steps along their lives.\Is that the last letter?\Huh?\Mashiro Nobuhiro response:	Mashiro Nobuhiro
context: Mashiro Nobuhiro\Congratulations on getting an honorable mention for the Akatsuka Award.\I changed residence a little while ago, my address changed so I'll let you know what it is now.\You can really feel those two taking the steps along their lives.\Is that the last letter?\Huh?\Mashiro Nobuhiro\Mashiro Nobuhiro response:	There's a gap of over a year.
context: Congratulations on getting an honorable mention for the Akatsuka Award.\I changed residence a little while ago, my address changed so I'll let you know what it is now.\You can really feel those two taking the steps along their lives.\Is that the last letter?\Huh?\Mashiro Nobuhiro\Mashiro Nobuhiro\There's a gap of over a year. response:	There hadn't been a letter in a while.
context: I changed residence a little while ago, my address changed so I'll let you know what it is now.\You can really feel those two taking the steps along their lives.\Is that the last letter?\Huh?\Mashiro Nobuhiro\Mashiro Nobuhiro\There's a gap of over a year.\There hadn't been a letter in a while. response:	I haven't said anything about it up until now, but I'm getting married next Spring.
context: You can really feel those two taking the steps along their lives.\Is that the last letter?\Huh?\Mashiro Nobuhiro\Mashiro Nobuhiro\There's a gap of over a year.\There hadn't been a letter in a while.\I haven't said anything about it up until now, but I'm getting married next Spring. response:	What is this? She didn't even once tell him she had a boyfriend.
context: Is that the last letter?\Huh?\Mashiro Nobuhiro\Mashiro Nobuhiro\There's a gap of over a year.\There hadn't been a letter in a while.\I haven't said anything about it up until now, but I'm getting married next Spring.\What is this? She didn't even once tell him she had a boyfriend. response:	married
context: Huh?\Mashiro Nobuhiro\Mashiro Nobuhiro\There's a gap of over a year.\There hadn't been a letter in a while.\I haven't said anything about it up until now, but I'm getting married next Spring.\What is this? She didn't even once tell him she had a boyfriend.\married response:	I wonder how Uncle felt when he read this letter.
context: Mashiro Nobuhiro\Mashiro Nobuhiro\There's a gap of over a year.\There hadn't been a letter in a while.\I haven't said anything about it up until now, but I'm getting married next Spring.\What is this? She didn't even once tell him she had a boyfriend.\married\I wonder how Uncle felt when he read this letter. response:	When did Chou Hero Densetsu start?
context: Mashiro Nobuhiro\There's a gap of over a year.\There hadn't been a letter in a while.\I haven't said anything about it up until now, but I'm getting married next Spring.\What is this? She didn't even once tell him she had a boyfriend.\married\I wonder how Uncle felt when he read this letter.\When did Chou Hero Densetsu start? response:	Yeah, uh, I'm sure it'll be in the volumes.
context: There's a gap of over a year.\There hadn't been a letter in a while.\I haven't said anything about it up until now, but I'm getting married next Spring.\What is this? She didn't even once tell him she had a boyfriend.\married\I wonder how Uncle felt when he read this letter.\When did Chou Hero Densetsu start?\Yeah, uh, I'm sure it'll be in the volumes. response:	Compiled from issues ran in Shonen Jack 1996 Issue 20 1996
context: There hadn't been a letter in a while.\I haven't said anything about it up until now, but I'm getting married next Spring.\What is this? She didn't even once tell him she had a boyfriend.\married\I wonder how Uncle felt when he read this letter.\When did Chou Hero Densetsu start?\Yeah, uh, I'm sure it'll be in the volumes.\Compiled from issues ran in Shonen Jack 1996 Issue 20 1996 response:	Serialized from Spring of 1996, huh?
context: I haven't said anything about it up until now, but I'm getting married next Spring.\What is this? She didn't even once tell him she had a boyfriend.\married\I wonder how Uncle felt when he read this letter.\When did Chou Hero Densetsu start?\Yeah, uh, I'm sure it'll be in the volumes.\Compiled from issues ran in Shonen Jack 1996 Issue 20 1996\Serialized from Spring of 1996, huh? response:	The Spring two years after that letter, huh?
context: What is this? She didn't even once tell him she had a boyfriend.\married\I wonder how Uncle felt when he read this letter.\When did Chou Hero Densetsu start?\Yeah, uh, I'm sure it'll be in the volumes.\Compiled from issues ran in Shonen Jack 1996 Issue 20 1996\Serialized from Spring of 1996, huh?\The Spring two years after that letter, huh? response:	And it wasn't an anime for another two years.
context: married\I wonder how Uncle felt when he read this letter.\When did Chou Hero Densetsu start?\Yeah, uh, I'm sure it'll be in the volumes.\Compiled from issues ran in Shonen Jack 1996 Issue 20 1996\Serialized from Spring of 1996, huh?\The Spring two years after that letter, huh?\And it wasn't an anime for another two years. response:	Looks like he didn't make it in time.
context: I wonder how Uncle felt when he read this letter.\When did Chou Hero Densetsu start?\Yeah, uh, I'm sure it'll be in the volumes.\Compiled from issues ran in Shonen Jack 1996 Issue 20 1996\Serialized from Spring of 1996, huh?\The Spring two years after that letter, huh?\And it wasn't an anime for another two years.\Looks like he didn't make it in time. response:	But it's amazing that even after getting so discouraged, he kept it up until it became an anime.
context: When did Chou Hero Densetsu start?\Yeah, uh, I'm sure it'll be in the volumes.\Compiled from issues ran in Shonen Jack 1996 Issue 20 1996\Serialized from Spring of 1996, huh?\The Spring two years after that letter, huh?\And it wasn't an anime for another two years.\Looks like he didn't make it in time.\But it's amazing that even after getting so discouraged, he kept it up until it became an anime. response:	But she was the reason I was able to try so hard.
context: Yeah, uh, I'm sure it'll be in the volumes.\Compiled from issues ran in Shonen Jack 1996 Issue 20 1996\Serialized from Spring of 1996, huh?\The Spring two years after that letter, huh?\And it wasn't an anime for another two years.\Looks like he didn't make it in time.\But it's amazing that even after getting so discouraged, he kept it up until it became an anime.\But she was the reason I was able to try so hard. response:	Hey, what's that?
context: Compiled from issues ran in Shonen Jack 1996 Issue 20 1996\Serialized from Spring of 1996, huh?\The Spring two years after that letter, huh?\And it wasn't an anime for another two years.\Looks like he didn't make it in time.\But it's amazing that even after getting so discouraged, he kept it up until it became an anime.\But she was the reason I was able to try so hard.\Hey, what's that? response:	Inside the box.
context: Serialized from Spring of 1996, huh?\The Spring two years after that letter, huh?\And it wasn't an anime for another two years.\Looks like he didn't make it in time.\But it's amazing that even after getting so discouraged, he kept it up until it became an anime.\But she was the reason I was able to try so hard.\Hey, what's that?\Inside the box. response:	There's still something in there.
context: The Spring two years after that letter, huh?\And it wasn't an anime for another two years.\Looks like he didn't make it in time.\But it's amazing that even after getting so discouraged, he kept it up until it became an anime.\But she was the reason I was able to try so hard.\Hey, what's that?\Inside the box.\There's still something in there. response:	Yakusa City Akehi Middle School
context: And it wasn't an anime for another two years.\Looks like he didn't make it in time.\But it's amazing that even after getting so discouraged, he kept it up until it became an anime.\But she was the reason I was able to try so hard.\Hey, what's that?\Inside the box.\There's still something in there.\Yakusa City Akehi Middle School response:	Graduation Album
context: Looks like he didn't make it in time.\But it's amazing that even after getting so discouraged, he kept it up until it became an anime.\But she was the reason I was able to try so hard.\Hey, what's that?\Inside the box.\There's still something in there.\Yakusa City Akehi Middle School\Graduation Album response:	Yakusa City Akehi Middle School
context: But it's amazing that even after getting so discouraged, he kept it up until it became an anime.\But she was the reason I was able to try so hard.\Hey, what's that?\Inside the box.\There's still something in there.\Yakusa City Akehi Middle School\Graduation Album\Yakusa City Akehi Middle School response:	Graduation Album
context: But she was the reason I was able to try so hard.\Hey, what's that?\Inside the box.\There's still something in there.\Yakusa City Akehi Middle School\Graduation Album\Yakusa City Akehi Middle School\Graduation Album response:	An album?!
context: Hey, what's that?\Inside the box.\There's still something in there.\Yakusa City Akehi Middle School\Graduation Album\Yakusa City Akehi Middle School\Graduation Album\An album?! response:	Uncle said he couldn't even ask for a photo.
context: Inside the box.\There's still something in there.\Yakusa City Akehi Middle School\Graduation Album\Yakusa City Akehi Middle School\Graduation Album\An album?!\Uncle said he couldn't even ask for a photo. response:	Just how pure-hearted was he?
context: There's still something in there.\Yakusa City Akehi Middle School\Graduation Album\Yakusa City Akehi Middle School\Graduation Album\An album?!\Uncle said he couldn't even ask for a photo.\Just how pure-hearted was he? response:	Haruno Miyuki! Look for Haruno Miyuki-chan!
context: Yakusa City Akehi Middle School\Graduation Album\Yakusa City Akehi Middle School\Graduation Album\An album?!\Uncle said he couldn't even ask for a photo.\Just how pure-hearted was he?\Haruno Miyuki! Look for Haruno Miyuki-chan! response:	Come on! Haruno Miyuki!
context: Graduation Album\Yakusa City Akehi Middle School\Graduation Album\An album?!\Uncle said he couldn't even ask for a photo.\Just how pure-hearted was he?\Haruno Miyuki! Look for Haruno Miyuki-chan!\Come on! Haruno Miyuki! response:	I know, I'm looking!
context: Yakusa City Akehi Middle School\Graduation Album\An album?!\Uncle said he couldn't even ask for a photo.\Just how pure-hearted was he?\Haruno Miyuki! Look for Haruno Miyuki-chan!\Come on! Haruno Miyuki!\I know, I'm looking! response:	Azuki?
context: Graduation Album\An album?!\Uncle said he couldn't even ask for a photo.\Just how pure-hearted was he?\Haruno Miyuki! Look for Haruno Miyuki-chan!\Come on! Haruno Miyuki!\I know, I'm looking!\Azuki? response:	It's her mom!
context: An album?!\Uncle said he couldn't even ask for a photo.\Just how pure-hearted was he?\Haruno Miyuki! Look for Haruno Miyuki-chan!\Come on! Haruno Miyuki!\I know, I'm looking!\Azuki?\It's her mom! response:	This is Azuki's mom!
context: Uncle said he couldn't even ask for a photo.\Just how pure-hearted was he?\Haruno Miyuki! Look for Haruno Miyuki-chan!\Come on! Haruno Miyuki!\I know, I'm looking!\Azuki?\It's her mom!\This is Azuki's mom! response:	It's DNA! It's totally scary!
context: Just how pure-hearted was he?\Haruno Miyuki! Look for Haruno Miyuki-chan!\Come on! Haruno Miyuki!\I know, I'm looking!\Azuki?\It's her mom!\This is Azuki's mom!\It's DNA! It's totally scary! response:	Even the idea of sending each other letters is just like you guys only sending emails to encourage each other!
context: Haruno Miyuki! Look for Haruno Miyuki-chan!\Come on! Haruno Miyuki!\I know, I'm looking!\Azuki?\It's her mom!\This is Azuki's mom!\It's DNA! It's totally scary!\Even the idea of sending each other letters is just like you guys only sending emails to encourage each other! response:	It's exactly the same!
context: Come on! Haruno Miyuki!\I know, I'm looking!\Azuki?\It's her mom!\This is Azuki's mom!\It's DNA! It's totally scary!\Even the idea of sending each other letters is just like you guys only sending emails to encourage each other!\It's exactly the same! response:	We don't know for sure that it's Azuki's mom!
context: I know, I'm looking!\Azuki?\It's her mom!\This is Azuki's mom!\It's DNA! It's totally scary!\Even the idea of sending each other letters is just like you guys only sending emails to encourage each other!\It's exactly the same!\We don't know for sure that it's Azuki's mom! response:	I'm telling you, there's no mistaking it!
context: Azuki?\It's her mom!\This is Azuki's mom!\It's DNA! It's totally scary!\Even the idea of sending each other letters is just like you guys only sending emails to encourage each other!\It's exactly the same!\We don't know for sure that it's Azuki's mom!\I'm telling you, there's no mistaking it! response:	Let's go confirm it.
context: It's her mom!\This is Azuki's mom!\It's DNA! It's totally scary!\Even the idea of sending each other letters is just like you guys only sending emails to encourage each other!\It's exactly the same!\We don't know for sure that it's Azuki's mom!\I'm telling you, there's no mistaking it!\Let's go confirm it. response:	How?
context: This is Azuki's mom!\It's DNA! It's totally scary!\Even the idea of sending each other letters is just like you guys only sending emails to encourage each other!\It's exactly the same!\We don't know for sure that it's Azuki's mom!\I'm telling you, there's no mistaking it!\Let's go confirm it.\How? response:	We go to Azuki's house again, and we ask her mother directly.
context: It's DNA! It's totally scary!\Even the idea of sending each other letters is just like you guys only sending emails to encourage each other!\It's exactly the same!\We don't know for sure that it's Azuki's mom!\I'm telling you, there's no mistaking it!\Let's go confirm it.\How?\We go to Azuki's house again, and we ask her mother directly. response:	Tomorrow, Tuesday, Azuki has dance classes from 5 to 7.
context: Even the idea of sending each other letters is just like you guys only sending emails to encourage each other!\It's exactly the same!\We don't know for sure that it's Azuki's mom!\I'm telling you, there's no mistaking it!\Let's go confirm it.\How?\We go to Azuki's house again, and we ask her mother directly.\Tomorrow, Tuesday, Azuki has dance classes from 5 to 7. response:	Why do you know that?
context: It's exactly the same!\We don't know for sure that it's Azuki's mom!\I'm telling you, there's no mistaking it!\Let's go confirm it.\How?\We go to Azuki's house again, and we ask her mother directly.\Tomorrow, Tuesday, Azuki has dance classes from 5 to 7.\Why do you know that? response:	Don't underestimate my network of information!
context: We don't know for sure that it's Azuki's mom!\I'm telling you, there's no mistaking it!\Let's go confirm it.\How?\We go to Azuki's house again, and we ask her mother directly.\Tomorrow, Tuesday, Azuki has dance classes from 5 to 7.\Why do you know that?\Don't underestimate my network of information! response:	Why don't you just ask Azuki what her mom's maiden name is?
context: I'm telling you, there's no mistaking it!\Let's go confirm it.\How?\We go to Azuki's house again, and we ask her mother directly.\Tomorrow, Tuesday, Azuki has dance classes from 5 to 7.\Why do you know that?\Don't underestimate my network of information!\Why don't you just ask Azuki what her mom's maiden name is? response:	Cause I wanna ask about some other stuff, too.
context: Let's go confirm it.\How?\We go to Azuki's house again, and we ask her mother directly.\Tomorrow, Tuesday, Azuki has dance classes from 5 to 7.\Why do you know that?\Don't underestimate my network of information!\Why don't you just ask Azuki what her mom's maiden name is?\Cause I wanna ask about some other stuff, too. response:	Receiving call
context: How?\We go to Azuki's house again, and we ask her mother directly.\Tomorrow, Tuesday, Azuki has dance classes from 5 to 7.\Why do you know that?\Don't underestimate my network of information!\Why don't you just ask Azuki what her mom's maiden name is?\Cause I wanna ask about some other stuff, too.\Receiving call response:	Receiving call
context: We go to Azuki's house again, and we ask her mother directly.\Tomorrow, Tuesday, Azuki has dance classes from 5 to 7.\Why do you know that?\Don't underestimate my network of information!\Why don't you just ask Azuki what her mom's maiden name is?\Cause I wanna ask about some other stuff, too.\Receiving call\Receiving call response:	Mashiro Kayoko
context: Tomorrow, Tuesday, Azuki has dance classes from 5 to 7.\Why do you know that?\Don't underestimate my network of information!\Why don't you just ask Azuki what her mom's maiden name is?\Cause I wanna ask about some other stuff, too.\Receiving call\Receiving call\Mashiro Kayoko response:	Aw, man. It's my mom.
context: Why do you know that?\Don't underestimate my network of information!\Why don't you just ask Azuki what her mom's maiden name is?\Cause I wanna ask about some other stuff, too.\Receiving call\Receiving call\Mashiro Kayoko\Aw, man. It's my mom. response:	Receiving call
context: Don't underestimate my network of information!\Why don't you just ask Azuki what her mom's maiden name is?\Cause I wanna ask about some other stuff, too.\Receiving call\Receiving call\Mashiro Kayoko\Aw, man. It's my mom.\Receiving call response:	Mashiro Kayoko
context: Why don't you just ask Azuki what her mom's maiden name is?\Cause I wanna ask about some other stuff, too.\Receiving call\Receiving call\Mashiro Kayoko\Aw, man. It's my mom.\Receiving call\Mashiro Kayoko response:	Receiving call
context: Cause I wanna ask about some other stuff, too.\Receiving call\Receiving call\Mashiro Kayoko\Aw, man. It's my mom.\Receiving call\Mashiro Kayoko\Receiving call response:	Mashiro Kayoko
context: Receiving call\Receiving call\Mashiro Kayoko\Aw, man. It's my mom.\Receiving call\Mashiro Kayoko\Receiving call\Mashiro Kayoko response:	Receiving call
context: Receiving call\Mashiro Kayoko\Aw, man. It's my mom.\Receiving call\Mashiro Kayoko\Receiving call\Mashiro Kayoko\Receiving call response:	Mashiro Kayoko
context: Mashiro Kayoko\Aw, man. It's my mom.\Receiving call\Mashiro Kayoko\Receiving call\Mashiro Kayoko\Receiving call\Mashiro Kayoko response:	Hello?
context: Aw, man. It's my mom.\Receiving call\Mashiro Kayoko\Receiving call\Mashiro Kayoko\Receiving call\Mashiro Kayoko\Hello? response:	What time do you think it is?!
context: Receiving call\Mashiro Kayoko\Receiving call\Mashiro Kayoko\Receiving call\Mashiro Kayoko\Hello?\What time do you think it is?! response:	Come home already!
context: Mashiro Kayoko\Receiving call\Mashiro Kayoko\Receiving call\Mashiro Kayoko\Hello?\What time do you think it is?!\Come home already! response:	When the test is over I'm going to KOOGY's concert!
context: Receiving call\Mashiro Kayoko\Receiving call\Mashiro Kayoko\Hello?\What time do you think it is?!\Come home already!\When the test is over I'm going to KOOGY's concert! response:	You got dome tickets? You're so lucky!
context: Mashiro Kayoko\Receiving call\Mashiro Kayoko\Hello?\What time do you think it is?!\Come home already!\When the test is over I'm going to KOOGY's concert!\You got dome tickets? You're so lucky! response:	I guess we'll just go to Azuki's house, then.
context: Receiving call\Mashiro Kayoko\Hello?\What time do you think it is?!\Come home already!\When the test is over I'm going to KOOGY's concert!\You got dome tickets? You're so lucky!\I guess we'll just go to Azuki's house, then. response:	Oh, so you think those two have some connection too, huh?
context: Mashiro Kayoko\Hello?\What time do you think it is?!\Come home already!\When the test is over I'm going to KOOGY's concert!\You got dome tickets? You're so lucky!\I guess we'll just go to Azuki's house, then.\Oh, so you think those two have some connection too, huh? response:	I do not.
context: Hello?\What time do you think it is?!\Come home already!\When the test is over I'm going to KOOGY's concert!\You got dome tickets? You're so lucky!\I guess we'll just go to Azuki's house, then.\Oh, so you think those two have some connection too, huh?\I do not. response:	Okay, let's go.
context: What time do you think it is?!\Come home already!\When the test is over I'm going to KOOGY's concert!\You got dome tickets? You're so lucky!\I guess we'll just go to Azuki's house, then.\Oh, so you think those two have some connection too, huh?\I do not.\Okay, let's go. response:	Hey, aren't you a little embarrassed sneaking around like this?
