context: CITY A HERO ASSOCIATION HQ response:	Then it is decided that Mumen Rider CITY A HERO ASSOCIATION HQ
context: SUPER-SPICY MEGA-MONSTER UDON CHALLENGE PRIZE: Y50,000 FAILURE: Y10,000\That's insane!\No way!\I give up\Is that it?\Man, you're awesome!\You must be Genos.\I'm Amai Mask, class A rank 1. response:	I'd like to talk to you.
context: That's insane!\No way!\I give up\Is that it?\Man, you're awesome!\You must be Genos.\I'm Amai Mask, class A rank 1.\I'd like to talk to you. response:	Class A, rank 1?
context: No way!\I give up\Is that it?\Man, you're awesome!\You must be Genos.\I'm Amai Mask, class A rank 1.\I'd like to talk to you.\Class A, rank 1? response:	It's Amai Mask!
context: I give up\Is that it?\Man, you're awesome!\You must be Genos.\I'm Amai Mask, class A rank 1.\I'd like to talk to you.\Class A, rank 1?\It's Amai Mask! response:	He's so gorgeous!
context: Is that it?\Man, you're awesome!\You must be Genos.\I'm Amai Mask, class A rank 1.\I'd like to talk to you.\Class A, rank 1?\It's Amai Mask!\He's so gorgeous! response:	Talk?
context: Man, you're awesome!\You must be Genos.\I'm Amai Mask, class A rank 1.\I'd like to talk to you.\Class A, rank 1?\It's Amai Mask!\He's so gorgeous!\Talk? response:	He might be a rookie crusher
context: You must be Genos.\I'm Amai Mask, class A rank 1.\I'd like to talk to you.\Class A, rank 1?\It's Amai Mask!\He's so gorgeous!\Talk?\He might be a rookie crusher response:	Be careful, Genos!
context: I'm Amai Mask, class A rank 1.\I'd like to talk to you.\Class A, rank 1?\It's Amai Mask!\He's so gorgeous!\Talk?\He might be a rookie crusher\Be careful, Genos! response:	I see. Please wait here, Master.
context: I'd like to talk to you.\Class A, rank 1?\It's Amai Mask!\He's so gorgeous!\Talk?\He might be a rookie crusher\Be careful, Genos!\I see. Please wait here, Master. response:	Very well.
context: Class A, rank 1?\It's Amai Mask!\He's so gorgeous!\Talk?\He might be a rookie crusher\Be careful, Genos!\I see. Please wait here, Master.\Very well. response:	I was just thinking about taking a walk to digest my food.
context: It's Amai Mask!\He's so gorgeous!\Talk?\He might be a rookie crusher\Be careful, Genos!\I see. Please wait here, Master.\Very well.\I was just thinking about taking a walk to digest my food. response:	I hear you were certified class S by special exception.
context: He's so gorgeous!\Talk?\He might be a rookie crusher\Be careful, Genos!\I see. Please wait here, Master.\Very well.\I was just thinking about taking a walk to digest my food.\I hear you were certified class S by special exception. response:	What of it?
context: Talk?\He might be a rookie crusher\Be careful, Genos!\I see. Please wait here, Master.\Very well.\I was just thinking about taking a walk to digest my food.\I hear you were certified class S by special exception.\What of it? response:	I wonder if he's all right
context: He might be a rookie crusher\Be careful, Genos!\I see. Please wait here, Master.\Very well.\I was just thinking about taking a walk to digest my food.\I hear you were certified class S by special exception.\What of it?\I wonder if he's all right response:	Done already?
context: Be careful, Genos!\I see. Please wait here, Master.\Very well.\I was just thinking about taking a walk to digest my food.\I hear you were certified class S by special exception.\What of it?\I wonder if he's all right\Done already? response:	Yes.
context: I see. Please wait here, Master.\Very well.\I was just thinking about taking a walk to digest my food.\I hear you were certified class S by special exception.\What of it?\I wonder if he's all right\Done already?\Yes. response:	You really are class S.
context: Very well.\I was just thinking about taking a walk to digest my food.\I hear you were certified class S by special exception.\What of it?\I wonder if he's all right\Done already?\Yes.\You really are class S. response:	To have the top-ranked class A hero come to personally crush you
context: I was just thinking about taking a walk to digest my food.\I hear you were certified class S by special exception.\What of it?\I wonder if he's all right\Done already?\Yes.\You really are class S.\To have the top-ranked class A hero come to personally crush you response:	That's not it.
context: I hear you were certified class S by special exception.\What of it?\I wonder if he's all right\Done already?\Yes.\You really are class S.\To have the top-ranked class A hero come to personally crush you\That's not it. response:	So he wasn't here to fight? Then what gives?
context: What of it?\I wonder if he's all right\Done already?\Yes.\You really are class S.\To have the top-ranked class A hero come to personally crush you\That's not it.\So he wasn't here to fight? Then what gives? response:	In short
context: I wonder if he's all right\Done already?\Yes.\You really are class S.\To have the top-ranked class A hero come to personally crush you\That's not it.\So he wasn't here to fight? Then what gives?\In short response:	Huh? What's that mean?
context: Done already?\Yes.\You really are class S.\To have the top-ranked class A hero come to personally crush you\That's not it.\So he wasn't here to fight? Then what gives?\In short\Huh? What's that mean? response:	Excuse me!
context: Yes.\You really are class S.\To have the top-ranked class A hero come to personally crush you\That's not it.\So he wasn't here to fight? Then what gives?\In short\Huh? What's that mean?\Excuse me! response:	You're friends with Amai Mask, right?
context: You really are class S.\To have the top-ranked class A hero come to personally crush you\That's not it.\So he wasn't here to fight? Then what gives?\In short\Huh? What's that mean?\Excuse me!\You're friends with Amai Mask, right? response:	May I shake your hand?
context: To have the top-ranked class A hero come to personally crush you\That's not it.\So he wasn't here to fight? Then what gives?\In short\Huh? What's that mean?\Excuse me!\You're friends with Amai Mask, right?\May I shake your hand? response:	Thank you very much!
context: That's not it.\So he wasn't here to fight? Then what gives?\In short\Huh? What's that mean?\Excuse me!\You're friends with Amai Mask, right?\May I shake your hand?\Thank you very much! response:	Shake mine too!
context: So he wasn't here to fight? Then what gives?\In short\Huh? What's that mean?\Excuse me!\You're friends with Amai Mask, right?\May I shake your hand?\Thank you very much!\Shake mine too! response:	Class S and class C heroes sure get treated differently.
context: In short\Huh? What's that mean?\Excuse me!\You're friends with Amai Mask, right?\May I shake your hand?\Thank you very much!\Shake mine too!\Class S and class C heroes sure get treated differently. response:	If you think about it, though, isn't that like fraud money?
context: Huh? What's that mean?\Excuse me!\You're friends with Amai Mask, right?\May I shake your hand?\Thank you very much!\Shake mine too!\Class S and class C heroes sure get treated differently.\If you think about it, though, isn't that like fraud money? response:	Never mind. In any case, now we're even with a win and a loss apiece.
context: Excuse me!\You're friends with Amai Mask, right?\May I shake your hand?\Thank you very much!\Shake mine too!\Class S and class C heroes sure get treated differently.\If you think about it, though, isn't that like fraud money?\Never mind. In any case, now we're even with a win and a loss apiece. response:	Starting today we're professional heroes.
context: You're friends with Amai Mask, right?\May I shake your hand?\Thank you very much!\Shake mine too!\Class S and class C heroes sure get treated differently.\If you think about it, though, isn't that like fraud money?\Never mind. In any case, now we're even with a win and a loss apiece.\Starting today we're professional heroes. response:	Let's do our best, okay?
context: May I shake your hand?\Thank you very much!\Shake mine too!\Class S and class C heroes sure get treated differently.\If you think about it, though, isn't that like fraud money?\Never mind. In any case, now we're even with a win and a loss apiece.\Starting today we're professional heroes.\Let's do our best, okay? response:	Yes.
context: Thank you very much!\Shake mine too!\Class S and class C heroes sure get treated differently.\If you think about it, though, isn't that like fraud money?\Never mind. In any case, now we're even with a win and a loss apiece.\Starting today we're professional heroes.\Let's do our best, okay?\Yes. response:	A professional hero must always be a beautiful symbol of justice.
context: Shake mine too!\Class S and class C heroes sure get treated differently.\If you think about it, though, isn't that like fraud money?\Never mind. In any case, now we're even with a win and a loss apiece.\Starting today we're professional heroes.\Let's do our best, okay?\Yes.\A professional hero must always be a beautiful symbol of justice. response:	That is my philosophy.
context: Class S and class C heroes sure get treated differently.\If you think about it, though, isn't that like fraud money?\Never mind. In any case, now we're even with a win and a loss apiece.\Starting today we're professional heroes.\Let's do our best, okay?\Yes.\A professional hero must always be a beautiful symbol of justice.\That is my philosophy. response:	It's especially true if you're a class S hero.
context: If you think about it, though, isn't that like fraud money?\Never mind. In any case, now we're even with a win and a loss apiece.\Starting today we're professional heroes.\Let's do our best, okay?\Yes.\A professional hero must always be a beautiful symbol of justice.\That is my philosophy.\It's especially true if you're a class S hero. response:	Come on, there's no need to glare at me.
context: Never mind. In any case, now we're even with a win and a loss apiece.\Starting today we're professional heroes.\Let's do our best, okay?\Yes.\A professional hero must always be a beautiful symbol of justice.\That is my philosophy.\It's especially true if you're a class S hero.\Come on, there's no need to glare at me. response:	I came all the way here just to see you.
context: Starting today we're professional heroes.\Let's do our best, okay?\Yes.\A professional hero must always be a beautiful symbol of justice.\That is my philosophy.\It's especially true if you're a class S hero.\Come on, there's no need to glare at me.\I came all the way here just to see you. response:	How was the Certification Exam?
context: Let's do our best, okay?\Yes.\A professional hero must always be a beautiful symbol of justice.\That is my philosophy.\It's especially true if you're a class S hero.\Come on, there's no need to glare at me.\I came all the way here just to see you.\How was the Certification Exam? response:	It was nothing but rubbish. An exam like that is a waste of time.
context: Yes.\A professional hero must always be a beautiful symbol of justice.\That is my philosophy.\It's especially true if you're a class S hero.\Come on, there's no need to glare at me.\I came all the way here just to see you.\How was the Certification Exam?\It was nothing but rubbish. An exam like that is a waste of time. response:	If you came to fight, get on with it. This, too, is a waste of time.
context: A professional hero must always be a beautiful symbol of justice.\That is my philosophy.\It's especially true if you're a class S hero.\Come on, there's no need to glare at me.\I came all the way here just to see you.\How was the Certification Exam?\It was nothing but rubbish. An exam like that is a waste of time.\If you came to fight, get on with it. This, too, is a waste of time. response:	Being hot-blooded is fine, but if you take it too far
context: That is my philosophy.\It's especially true if you're a class S hero.\Come on, there's no need to glare at me.\I came all the way here just to see you.\How was the Certification Exam?\It was nothing but rubbish. An exam like that is a waste of time.\If you came to fight, get on with it. This, too, is a waste of time.\Being hot-blooded is fine, but if you take it too far response:	you'll get burnt.
context: It's especially true if you're a class S hero.\Come on, there's no need to glare at me.\I came all the way here just to see you.\How was the Certification Exam?\It was nothing but rubbish. An exam like that is a waste of time.\If you came to fight, get on with it. This, too, is a waste of time.\Being hot-blooded is fine, but if you take it too far\you'll get burnt. response:	I'll forget your criticism of the Association.
context: Come on, there's no need to glare at me.\I came all the way here just to see you.\How was the Certification Exam?\It was nothing but rubbish. An exam like that is a waste of time.\If you came to fight, get on with it. This, too, is a waste of time.\Being hot-blooded is fine, but if you take it too far\you'll get burnt.\I'll forget your criticism of the Association. response:	Thank you for your time.
context: I came all the way here just to see you.\How was the Certification Exam?\It was nothing but rubbish. An exam like that is a waste of time.\If you came to fight, get on with it. This, too, is a waste of time.\Being hot-blooded is fine, but if you take it too far\you'll get burnt.\I'll forget your criticism of the Association.\Thank you for your time. response:	We expect great things from you
context: How was the Certification Exam?\It was nothing but rubbish. An exam like that is a waste of time.\If you came to fight, get on with it. This, too, is a waste of time.\Being hot-blooded is fine, but if you take it too far\you'll get burnt.\I'll forget your criticism of the Association.\Thank you for your time.\We expect great things from you response:	Genos.
context: It was nothing but rubbish. An exam like that is a waste of time.\If you came to fight, get on with it. This, too, is a waste of time.\Being hot-blooded is fine, but if you take it too far\you'll get burnt.\I'll forget your criticism of the Association.\Thank you for your time.\We expect great things from you\Genos. response:	Master
context: If you came to fight, get on with it. This, too, is a waste of time.\Being hot-blooded is fine, but if you take it too far\you'll get burnt.\I'll forget your criticism of the Association.\Thank you for your time.\We expect great things from you\Genos.\Master response:	I will be back later.
context: Being hot-blooded is fine, but if you take it too far\you'll get burnt.\I'll forget your criticism of the Association.\Thank you for your time.\We expect great things from you\Genos.\Master\I will be back later. response:	Oh, okay
context: you'll get burnt.\I'll forget your criticism of the Association.\Thank you for your time.\We expect great things from you\Genos.\Master\I will be back later.\Oh, okay response:	I'll see you.
context: I'll forget your criticism of the Association.\Thank you for your time.\We expect great things from you\Genos.\Master\I will be back later.\Oh, okay\I'll see you. response:	Yes, goodbye.
context: Thank you for your time.\We expect great things from you\Genos.\Master\I will be back later.\Oh, okay\I'll see you.\Yes, goodbye. response:	A waste of time?
context: We expect great things from you\Genos.\Master\I will be back later.\Oh, okay\I'll see you.\Yes, goodbye.\A waste of time? response:	Such an interesting fellow
context: Genos.\Master\I will be back later.\Oh, okay\I'll see you.\Yes, goodbye.\A waste of time?\Such an interesting fellow response:	Uh
context: Master\I will be back later.\Oh, okay\I'll see you.\Yes, goodbye.\A waste of time?\Such an interesting fellow\Uh response:	So when you said, I'll be back
context: I will be back later.\Oh, okay\I'll see you.\Yes, goodbye.\A waste of time?\Such an interesting fellow\Uh\So when you said, I'll be back response:	This is what you meant?
context: Oh, okay\I'll see you.\Yes, goodbye.\A waste of time?\Such an interesting fellow\Uh\So when you said, I'll be back\This is what you meant? response:	Yes. I went home to gather my things.
context: I'll see you.\Yes, goodbye.\A waste of time?\Such an interesting fellow\Uh\So when you said, I'll be back\This is what you meant?\Yes. I went home to gather my things. response:	May I live here?
context: Yes, goodbye.\A waste of time?\Such an interesting fellow\Uh\So when you said, I'll be back\This is what you meant?\Yes. I went home to gather my things.\May I live here? response:	Absolutely not.
context: A waste of time?\Such an interesting fellow\Uh\So when you said, I'll be back\This is what you meant?\Yes. I went home to gather my things.\May I live here?\Absolutely not. response:	I have rent money.
context: Such an interesting fellow\Uh\So when you said, I'll be back\This is what you meant?\Yes. I went home to gather my things.\May I live here?\Absolutely not.\I have rent money. response:	Did you bring a toothbrush?
context: Uh\So when you said, I'll be back\This is what you meant?\Yes. I went home to gather my things.\May I live here?\Absolutely not.\I have rent money.\Did you bring a toothbrush? response:	Yes!
context: So when you said, I'll be back\This is what you meant?\Yes. I went home to gather my things.\May I live here?\Absolutely not.\I have rent money.\Did you bring a toothbrush?\Yes! response:	NEXT EPISODE: THE TERRIFYING CITY
context: This is what you meant?\Yes. I went home to gather my things.\May I live here?\Absolutely not.\I have rent money.\Did you bring a toothbrush?\Yes!\NEXT EPISODE: THE TERRIFYING CITY response:	I am Snek, Class A, rank 38! NEXT EPISODE: THE TERRIFYING CITY
context: Yes. I went home to gather my things.\May I live here?\Absolutely not.\I have rent money.\Did you bring a toothbrush?\Yes!\NEXT EPISODE: THE TERRIFYING CITY\I am Snek, Class A, rank 38! NEXT EPISODE: THE TERRIFYING CITY response:	A lot of guys think my name is Snake, NEXT EPISODE: THE TERRIFYING CITY
context: May I live here?\Absolutely not.\I have rent money.\Did you bring a toothbrush?\Yes!\NEXT EPISODE: THE TERRIFYING CITY\I am Snek, Class A, rank 38! NEXT EPISODE: THE TERRIFYING CITY\A lot of guys think my name is Snake, NEXT EPISODE: THE TERRIFYING CITY response:	but it's Snek, so don't forget it! NEXT EPISODE: THE TERRIFYING CITY
context: Absolutely not.\I have rent money.\Did you bring a toothbrush?\Yes!\NEXT EPISODE: THE TERRIFYING CITY\I am Snek, Class A, rank 38! NEXT EPISODE: THE TERRIFYING CITY\A lot of guys think my name is Snake, NEXT EPISODE: THE TERRIFYING CITY\but it's Snek, so don't forget it! NEXT EPISODE: THE TERRIFYING CITY response:	Next on One-Punch Man is episode 6, NEXT EPISODE: THE TERRIFYING CITY
context: I have rent money.\Did you bring a toothbrush?\Yes!\NEXT EPISODE: THE TERRIFYING CITY\I am Snek, Class A, rank 38! NEXT EPISODE: THE TERRIFYING CITY\A lot of guys think my name is Snake, NEXT EPISODE: THE TERRIFYING CITY\but it's Snek, so don't forget it! NEXT EPISODE: THE TERRIFYING CITY\Next on One-Punch Man is episode 6, NEXT EPISODE: THE TERRIFYING CITY response:	The Terrifying City. NEXT EPISODE: THE TERRIFYING CITY
context: Did you bring a toothbrush?\Yes!\NEXT EPISODE: THE TERRIFYING CITY\I am Snek, Class A, rank 38! NEXT EPISODE: THE TERRIFYING CITY\A lot of guys think my name is Snake, NEXT EPISODE: THE TERRIFYING CITY\but it's Snek, so don't forget it! NEXT EPISODE: THE TERRIFYING CITY\Next on One-Punch Man is episode 6, NEXT EPISODE: THE TERRIFYING CITY\The Terrifying City. NEXT EPISODE: THE TERRIFYING CITY response:	There's time left? Well, I'm fully aware of that. NEXT EPISODE: THE TERRIFYING CITY
context: Yes!\NEXT EPISODE: THE TERRIFYING CITY\I am Snek, Class A, rank 38! NEXT EPISODE: THE TERRIFYING CITY\A lot of guys think my name is Snake, NEXT EPISODE: THE TERRIFYING CITY\but it's Snek, so don't forget it! NEXT EPISODE: THE TERRIFYING CITY\Next on One-Punch Man is episode 6, NEXT EPISODE: THE TERRIFYING CITY\The Terrifying City. NEXT EPISODE: THE TERRIFYING CITY\There's time left? Well, I'm fully aware of that. NEXT EPISODE: THE TERRIFYING CITY response:	That's right! In this industry, NEXT EPISODE: THE TERRIFYING CITY
context: NEXT EPISODE: THE TERRIFYING CITY\I am Snek, Class A, rank 38! NEXT EPISODE: THE TERRIFYING CITY\A lot of guys think my name is Snake, NEXT EPISODE: THE TERRIFYING CITY\but it's Snek, so don't forget it! NEXT EPISODE: THE TERRIFYING CITY\Next on One-Punch Man is episode 6, NEXT EPISODE: THE TERRIFYING CITY\The Terrifying City. NEXT EPISODE: THE TERRIFYING CITY\There's time left? Well, I'm fully aware of that. NEXT EPISODE: THE TERRIFYING CITY\That's right! In this industry, NEXT EPISODE: THE TERRIFYING CITY response:	there's such a thing as killing time with episode previews! NEXT EPISODE: THE TERRIFYING CITY
