context: Good morning. This is Morioh Radio, response:	brought to you again today by your neighbor, Kai Harada.
context: What?\Morioh Landmark 7 Bakery St. Gentlemen\How to get there: Get off of the bus bound for Morioh Budogaoka High School and walk two minutes. It's a bakery on the Green Road leading from the station. It's popular because of the varieties of bread made there using a stone oven. Customers include students, housewives, and office ladies. Their most popular items are their sandwiches, which always sell out.\Crap!\What?\Hey! What are you doing, Josuke?\Hey! You weren't trying to steal my sandwich, were you?\No! Don't be stupid. response:	There was a weird sound that got my attention,
context: Morioh Landmark 7 Bakery St. Gentlemen\How to get there: Get off of the bus bound for Morioh Budogaoka High School and walk two minutes. It's a bakery on the Green Road leading from the station. It's popular because of the varieties of bread made there using a stone oven. Customers include students, housewives, and office ladies. Their most popular items are their sandwiches, which always sell out.\Crap!\What?\Hey! What are you doing, Josuke?\Hey! You weren't trying to steal my sandwich, were you?\No! Don't be stupid.\There was a weird sound that got my attention, response:	so I was just taking a look.
context: How to get there: Get off of the bus bound for Morioh Budogaoka High School and walk two minutes. It's a bakery on the Green Road leading from the station. It's popular because of the varieties of bread made there using a stone oven. Customers include students, housewives, and office ladies. Their most popular items are their sandwiches, which always sell out.\Crap!\What?\Hey! What are you doing, Josuke?\Hey! You weren't trying to steal my sandwich, were you?\No! Don't be stupid.\There was a weird sound that got my attention,\so I was just taking a look. response:	Don't you dare touch it!
context: Crap!\What?\Hey! What are you doing, Josuke?\Hey! You weren't trying to steal my sandwich, were you?\No! Don't be stupid.\There was a weird sound that got my attention,\so I was just taking a look.\Don't you dare touch it! response:	There's no way you would just look at it!
context: What?\Hey! What are you doing, Josuke?\Hey! You weren't trying to steal my sandwich, were you?\No! Don't be stupid.\There was a weird sound that got my attention,\so I was just taking a look.\Don't you dare touch it!\There's no way you would just look at it! response:	I know you're going to say,
context: Hey! What are you doing, Josuke?\Hey! You weren't trying to steal my sandwich, were you?\No! Don't be stupid.\There was a weird sound that got my attention,\so I was just taking a look.\Don't you dare touch it!\There's no way you would just look at it!\I know you're going to say, response:	Their teriyaki chicken sandwich is my favorite, Shigechi. Give me a bite!
context: Hey! You weren't trying to steal my sandwich, were you?\No! Don't be stupid.\There was a weird sound that got my attention,\so I was just taking a look.\Don't you dare touch it!\There's no way you would just look at it!\I know you're going to say,\Their teriyaki chicken sandwich is my favorite, Shigechi. Give me a bite! response:	You sure are a greedy little guy.
context: No! Don't be stupid.\There was a weird sound that got my attention,\so I was just taking a look.\Don't you dare touch it!\There's no way you would just look at it!\I know you're going to say,\Their teriyaki chicken sandwich is my favorite, Shigechi. Give me a bite!\You sure are a greedy little guy. response:	You got my tea yet? Where's my tea?
context: There was a weird sound that got my attention,\so I was just taking a look.\Don't you dare touch it!\There's no way you would just look at it!\I know you're going to say,\Their teriyaki chicken sandwich is my favorite, Shigechi. Give me a bite!\You sure are a greedy little guy.\You got my tea yet? Where's my tea? response:	Don't forget, I want milk tea.
context: so I was just taking a look.\Don't you dare touch it!\There's no way you would just look at it!\I know you're going to say,\Their teriyaki chicken sandwich is my favorite, Shigechi. Give me a bite!\You sure are a greedy little guy.\You got my tea yet? Where's my tea?\Don't forget, I want milk tea. response:	I'm just about to make them.
context: Don't you dare touch it!\There's no way you would just look at it!\I know you're going to say,\Their teriyaki chicken sandwich is my favorite, Shigechi. Give me a bite!\You sure are a greedy little guy.\You got my tea yet? Where's my tea?\Don't forget, I want milk tea.\I'm just about to make them. response:	Now!
context: There's no way you would just look at it!\I know you're going to say,\Their teriyaki chicken sandwich is my favorite, Shigechi. Give me a bite!\You sure are a greedy little guy.\You got my tea yet? Where's my tea?\Don't forget, I want milk tea.\I'm just about to make them.\Now! response:	I did it.
context: I know you're going to say,\Their teriyaki chicken sandwich is my favorite, Shigechi. Give me a bite!\You sure are a greedy little guy.\You got my tea yet? Where's my tea?\Don't forget, I want milk tea.\I'm just about to make them.\Now!\I did it. response:	Here you go.
context: Their teriyaki chicken sandwich is my favorite, Shigechi. Give me a bite!\You sure are a greedy little guy.\You got my tea yet? Where's my tea?\Don't forget, I want milk tea.\I'm just about to make them.\Now!\I did it.\Here you go. response:	I brought your Japanese tea and milk tea.
context: You sure are a greedy little guy.\You got my tea yet? Where's my tea?\Don't forget, I want milk tea.\I'm just about to make them.\Now!\I did it.\Here you go.\I brought your Japanese tea and milk tea. response:	Sweet.
context: You got my tea yet? Where's my tea?\Don't forget, I want milk tea.\I'm just about to make them.\Now!\I did it.\Here you go.\I brought your Japanese tea and milk tea.\Sweet. response:	Thanks!
context: Don't forget, I want milk tea.\I'm just about to make them.\Now!\I did it.\Here you go.\I brought your Japanese tea and milk tea.\Sweet.\Thanks! response:	What's with you?
context: I'm just about to make them.\Now!\I did it.\Here you go.\I brought your Japanese tea and milk tea.\Sweet.\Thanks!\What's with you? response:	Wh-Where did you put m-my sandwich?
context: Now!\I did it.\Here you go.\I brought your Japanese tea and milk tea.\Sweet.\Thanks!\What's with you?\Wh-Where did you put m-my sandwich? response:	Huh? Oh...
context: I did it.\Here you go.\I brought your Japanese tea and milk tea.\Sweet.\Thanks!\What's with you?\Wh-Where did you put m-my sandwich?\Huh? Oh... response:	Looks like it's gone.
context: Here you go.\I brought your Japanese tea and milk tea.\Sweet.\Thanks!\What's with you?\Wh-Where did you put m-my sandwich?\Huh? Oh...\Looks like it's gone. response:	But we don't know what happened to it, right, Okuyasu?
context: I brought your Japanese tea and milk tea.\Sweet.\Thanks!\What's with you?\Wh-Where did you put m-my sandwich?\Huh? Oh...\Looks like it's gone.\But we don't know what happened to it, right, Okuyasu? response:	Yeah.
context: Sweet.\Thanks!\What's with you?\Wh-Where did you put m-my sandwich?\Huh? Oh...\Looks like it's gone.\But we don't know what happened to it, right, Okuyasu?\Yeah. response:	Stop messing around!
context: Thanks!\What's with you?\Wh-Where did you put m-my sandwich?\Huh? Oh...\Looks like it's gone.\But we don't know what happened to it, right, Okuyasu?\Yeah.\Stop messing around! response:	How could you not know? You're the only ones here!
context: What's with you?\Wh-Where did you put m-my sandwich?\Huh? Oh...\Looks like it's gone.\But we don't know what happened to it, right, Okuyasu?\Yeah.\Stop messing around!\How could you not know? You're the only ones here! response:	No, we seriously have no idea!
context: Wh-Where did you put m-my sandwich?\Huh? Oh...\Looks like it's gone.\But we don't know what happened to it, right, Okuyasu?\Yeah.\Stop messing around!\How could you not know? You're the only ones here!\No, we seriously have no idea! response:	Seriously, we're not messing around.
context: Huh? Oh...\Looks like it's gone.\But we don't know what happened to it, right, Okuyasu?\Yeah.\Stop messing around!\How could you not know? You're the only ones here!\No, we seriously have no idea!\Seriously, we're not messing around. response:	No joke, we really have no idea.
context: Looks like it's gone.\But we don't know what happened to it, right, Okuyasu?\Yeah.\Stop messing around!\How could you not know? You're the only ones here!\No, we seriously have no idea!\Seriously, we're not messing around.\No joke, we really have no idea. response:	Y-You jerks... I-I'm really gonna get mad!
context: But we don't know what happened to it, right, Okuyasu?\Yeah.\Stop messing around!\How could you not know? You're the only ones here!\No, we seriously have no idea!\Seriously, we're not messing around.\No joke, we really have no idea.\Y-You jerks... I-I'm really gonna get mad! response:	We're telling the truth!
context: Yeah.\Stop messing around!\How could you not know? You're the only ones here!\No, we seriously have no idea!\Seriously, we're not messing around.\No joke, we really have no idea.\Y-You jerks... I-I'm really gonna get mad!\We're telling the truth! response:	You really need to stop.
context: Stop messing around!\How could you not know? You're the only ones here!\No, we seriously have no idea!\Seriously, we're not messing around.\No joke, we really have no idea.\Y-You jerks... I-I'm really gonna get mad!\We're telling the truth!\You really need to stop. response:	Why would we take your sandwich
context: How could you not know? You're the only ones here!\No, we seriously have no idea!\Seriously, we're not messing around.\No joke, we really have no idea.\Y-You jerks... I-I'm really gonna get mad!\We're telling the truth!\You really need to stop.\Why would we take your sandwich response:	We'll find out the truth soon enough!
context: No, we seriously have no idea!\Seriously, we're not messing around.\No joke, we really have no idea.\Y-You jerks... I-I'm really gonna get mad!\We're telling the truth!\You really need to stop.\Why would we take your sandwich\We'll find out the truth soon enough! response:	I just need my Harvest to check the room!
context: Seriously, we're not messing around.\No joke, we really have no idea.\Y-You jerks... I-I'm really gonna get mad!\We're telling the truth!\You really need to stop.\Why would we take your sandwich\We'll find out the truth soon enough!\I just need my Harvest to check the room! response:	You're such a pest! Yeah, go ahead!
context: No joke, we really have no idea.\Y-You jerks... I-I'm really gonna get mad!\We're telling the truth!\You really need to stop.\Why would we take your sandwich\We'll find out the truth soon enough!\I just need my Harvest to check the room!\You're such a pest! Yeah, go ahead! response:	Do it! Look as much as you want.
context: Y-You jerks... I-I'm really gonna get mad!\We're telling the truth!\You really need to stop.\Why would we take your sandwich\We'll find out the truth soon enough!\I just need my Harvest to check the room!\You're such a pest! Yeah, go ahead!\Do it! Look as much as you want. response:	We wouldn't steal your stupid sandwich.
context: We're telling the truth!\You really need to stop.\Why would we take your sandwich\We'll find out the truth soon enough!\I just need my Harvest to check the room!\You're such a pest! Yeah, go ahead!\Do it! Look as much as you want.\We wouldn't steal your stupid sandwich. response:	What? I can't see what they're doing from in here.
context: You really need to stop.\Why would we take your sandwich\We'll find out the truth soon enough!\I just need my Harvest to check the room!\You're such a pest! Yeah, go ahead!\Do it! Look as much as you want.\We wouldn't steal your stupid sandwich.\What? I can't see what they're doing from in here. response:	What is that brat trying to do?
context: Why would we take your sandwich\We'll find out the truth soon enough!\I just need my Harvest to check the room!\You're such a pest! Yeah, go ahead!\Do it! Look as much as you want.\We wouldn't steal your stupid sandwich.\What? I can't see what they're doing from in here.\What is that brat trying to do? response:	Hey!
context: We'll find out the truth soon enough!\I just need my Harvest to check the room!\You're such a pest! Yeah, go ahead!\Do it! Look as much as you want.\We wouldn't steal your stupid sandwich.\What? I can't see what they're doing from in here.\What is that brat trying to do?\Hey! response:	I know someone's in the prep room!
context: I just need my Harvest to check the room!\You're such a pest! Yeah, go ahead!\Do it! Look as much as you want.\We wouldn't steal your stupid sandwich.\What? I can't see what they're doing from in here.\What is that brat trying to do?\Hey!\I know someone's in the prep room! response:	That's the gym teacher!
context: You're such a pest! Yeah, go ahead!\Do it! Look as much as you want.\We wouldn't steal your stupid sandwich.\What? I can't see what they're doing from in here.\What is that brat trying to do?\Hey!\I know someone's in the prep room!\That's the gym teacher! response:	Let's get the hell out of here, Shigechi!
context: Do it! Look as much as you want.\We wouldn't steal your stupid sandwich.\What? I can't see what they're doing from in here.\What is that brat trying to do?\Hey!\I know someone's in the prep room!\That's the gym teacher!\Let's get the hell out of here, Shigechi! response:	B-But my sandwich!
context: We wouldn't steal your stupid sandwich.\What? I can't see what they're doing from in here.\What is that brat trying to do?\Hey!\I know someone's in the prep room!\That's the gym teacher!\Let's get the hell out of here, Shigechi!\B-But my sandwich! response:	Now's not the time for that!
context: What? I can't see what they're doing from in here.\What is that brat trying to do?\Hey!\I know someone's in the prep room!\That's the gym teacher!\Let's get the hell out of here, Shigechi!\B-But my sandwich!\Now's not the time for that! response:	Hey, come back here!
context: What is that brat trying to do?\Hey!\I know someone's in the prep room!\That's the gym teacher!\Let's get the hell out of here, Shigechi!\B-But my sandwich!\Now's not the time for that!\Hey, come back here! response:	Damn you, little brats.
context: Hey!\I know someone's in the prep room!\That's the gym teacher!\Let's get the hell out of here, Shigechi!\B-But my sandwich!\Now's not the time for that!\Hey, come back here!\Damn you, little brats. response:	I thought it was strange that my tea and coffee
context: I know someone's in the prep room!\That's the gym teacher!\Let's get the hell out of here, Shigechi!\B-But my sandwich!\Now's not the time for that!\Hey, come back here!\Damn you, little brats.\I thought it was strange that my tea and coffee response:	kept disappearing so fast. No wonder.
context: That's the gym teacher!\Let's get the hell out of here, Shigechi!\B-But my sandwich!\Now's not the time for that!\Hey, come back here!\Damn you, little brats.\I thought it was strange that my tea and coffee\kept disappearing so fast. No wonder. response:	I need to be more careful about locking the door.
context: Let's get the hell out of here, Shigechi!\B-But my sandwich!\Now's not the time for that!\Hey, come back here!\Damn you, little brats.\I thought it was strange that my tea and coffee\kept disappearing so fast. No wonder.\I need to be more careful about locking the door. response:	That was rather messy,
context: B-But my sandwich!\Now's not the time for that!\Hey, come back here!\Damn you, little brats.\I thought it was strange that my tea and coffee\kept disappearing so fast. No wonder.\I need to be more careful about locking the door.\That was rather messy, response:	but I got through this hard situation, and was able to get her back.
context: Now's not the time for that!\Hey, come back here!\Damn you, little brats.\I thought it was strange that my tea and coffee\kept disappearing so fast. No wonder.\I need to be more careful about locking the door.\That was rather messy,\but I got through this hard situation, and was able to get her back. response:	I always have to wonder if I'm protected by luck...
context: Hey, come back here!\Damn you, little brats.\I thought it was strange that my tea and coffee\kept disappearing so fast. No wonder.\I need to be more careful about locking the door.\That was rather messy,\but I got through this hard situation, and was able to get her back.\I always have to wonder if I'm protected by luck... response:	And if I do things with careful consideration and in a bold manner,
context: Damn you, little brats.\I thought it was strange that my tea and coffee\kept disappearing so fast. No wonder.\I need to be more careful about locking the door.\That was rather messy,\but I got through this hard situation, and was able to get her back.\I always have to wonder if I'm protected by luck...\And if I do things with careful consideration and in a bold manner, response:	I have a feeling that I can live a pretty happy life.
context: I thought it was strange that my tea and coffee\kept disappearing so fast. No wonder.\I need to be more careful about locking the door.\That was rather messy,\but I got through this hard situation, and was able to get her back.\I always have to wonder if I'm protected by luck...\And if I do things with careful consideration and in a bold manner,\I have a feeling that I can live a pretty happy life. response:	That was close.
context: kept disappearing so fast. No wonder.\I need to be more careful about locking the door.\That was rather messy,\but I got through this hard situation, and was able to get her back.\I always have to wonder if I'm protected by luck...\And if I do things with careful consideration and in a bold manner,\I have a feeling that I can live a pretty happy life.\That was close. response:	I'm so glad you came back to me.
context: I need to be more careful about locking the door.\That was rather messy,\but I got through this hard situation, and was able to get her back.\I always have to wonder if I'm protected by luck...\And if I do things with careful consideration and in a bold manner,\I have a feeling that I can live a pretty happy life.\That was close.\I'm so glad you came back to me. response:	Found it!
context: That was rather messy,\but I got through this hard situation, and was able to get her back.\I always have to wonder if I'm protected by luck...\And if I do things with careful consideration and in a bold manner,\I have a feeling that I can live a pretty happy life.\That was close.\I'm so glad you came back to me.\Found it! response:	Why does someone I don't know have my sandwich?
context: but I got through this hard situation, and was able to get her back.\I always have to wonder if I'm protected by luck...\And if I do things with careful consideration and in a bold manner,\I have a feeling that I can live a pretty happy life.\That was close.\I'm so glad you came back to me.\Found it!\Why does someone I don't know have my sandwich? response:	Why is an adult that I don't know sneaking around my middle school?
context: I always have to wonder if I'm protected by luck...\And if I do things with careful consideration and in a bold manner,\I have a feeling that I can live a pretty happy life.\That was close.\I'm so glad you came back to me.\Found it!\Why does someone I don't know have my sandwich?\Why is an adult that I don't know sneaking around my middle school? response:	Could it be that you're talking to me, little boy?
context: And if I do things with careful consideration and in a bold manner,\I have a feeling that I can live a pretty happy life.\That was close.\I'm so glad you came back to me.\Found it!\Why does someone I don't know have my sandwich?\Why is an adult that I don't know sneaking around my middle school?\Could it be that you're talking to me, little boy? response:	I have no idea what you're talking about.
context: I have a feeling that I can live a pretty happy life.\That was close.\I'm so glad you came back to me.\Found it!\Why does someone I don't know have my sandwich?\Why is an adult that I don't know sneaking around my middle school?\Could it be that you're talking to me, little boy?\I have no idea what you're talking about. response:	This is my sandwich.
context: That was close.\I'm so glad you came back to me.\Found it!\Why does someone I don't know have my sandwich?\Why is an adult that I don't know sneaking around my middle school?\Could it be that you're talking to me, little boy?\I have no idea what you're talking about.\This is my sandwich. response:	I just bought it at St. Gentlemen.
context: I'm so glad you came back to me.\Found it!\Why does someone I don't know have my sandwich?\Why is an adult that I don't know sneaking around my middle school?\Could it be that you're talking to me, little boy?\I have no idea what you're talking about.\This is my sandwich.\I just bought it at St. Gentlemen. response:	No, that bag is mine!
context: Found it!\Why does someone I don't know have my sandwich?\Why is an adult that I don't know sneaking around my middle school?\Could it be that you're talking to me, little boy?\I have no idea what you're talking about.\This is my sandwich.\I just bought it at St. Gentlemen.\No, that bag is mine! response:	There are reasons why I know!
context: Why does someone I don't know have my sandwich?\Why is an adult that I don't know sneaking around my middle school?\Could it be that you're talking to me, little boy?\I have no idea what you're talking about.\This is my sandwich.\I just bought it at St. Gentlemen.\No, that bag is mine!\There are reasons why I know! response:	They're reasons you wouldn't understand, though.
context: Why is an adult that I don't know sneaking around my middle school?\Could it be that you're talking to me, little boy?\I have no idea what you're talking about.\This is my sandwich.\I just bought it at St. Gentlemen.\No, that bag is mine!\There are reasons why I know!\They're reasons you wouldn't understand, though. response:	Take it back, Harvest!
context: Could it be that you're talking to me, little boy?\I have no idea what you're talking about.\This is my sandwich.\I just bought it at St. Gentlemen.\No, that bag is mine!\There are reasons why I know!\They're reasons you wouldn't understand, though.\Take it back, Harvest! response:	Wh-What? What's going on? The bag is being pulled...
context: I have no idea what you're talking about.\This is my sandwich.\I just bought it at St. Gentlemen.\No, that bag is mine!\There are reasons why I know!\They're reasons you wouldn't understand, though.\Take it back, Harvest!\Wh-What? What's going on? The bag is being pulled... response:	Wh-Wha?! Wh-What... My sandwich...
context: This is my sandwich.\I just bought it at St. Gentlemen.\No, that bag is mine!\There are reasons why I know!\They're reasons you wouldn't understand, though.\Take it back, Harvest!\Wh-What? What's going on? The bag is being pulled...\Wh-Wha?! Wh-What... My sandwich... response:	Is this... a r-r-real human hand?
context: I just bought it at St. Gentlemen.\No, that bag is mine!\There are reasons why I know!\They're reasons you wouldn't understand, though.\Take it back, Harvest!\Wh-What? What's going on? The bag is being pulled...\Wh-Wha?! Wh-What... My sandwich...\Is this... a r-r-real human hand? response:	Oh, dear. It seems you've seen it.
context: No, that bag is mine!\There are reasons why I know!\They're reasons you wouldn't understand, though.\Take it back, Harvest!\Wh-What? What's going on? The bag is being pulled...\Wh-Wha?! Wh-What... My sandwich...\Is this... a r-r-real human hand?\Oh, dear. It seems you've seen it. response:	It also appears, little boy, that you have the same power I do.
context: There are reasons why I know!\They're reasons you wouldn't understand, though.\Take it back, Harvest!\Wh-What? What's going on? The bag is being pulled...\Wh-Wha?! Wh-What... My sandwich...\Is this... a r-r-real human hand?\Oh, dear. It seems you've seen it.\It also appears, little boy, that you have the same power I do. response:	You can see my Harvest?
context: They're reasons you wouldn't understand, though.\Take it back, Harvest!\Wh-What? What's going on? The bag is being pulled...\Wh-Wha?! Wh-What... My sandwich...\Is this... a r-r-real human hand?\Oh, dear. It seems you've seen it.\It also appears, little boy, that you have the same power I do.\You can see my Harvest? response:	H-Hey, what's this hand?
context: Take it back, Harvest!\Wh-What? What's going on? The bag is being pulled...\Wh-Wha?! Wh-What... My sandwich...\Is this... a r-r-real human hand?\Oh, dear. It seems you've seen it.\It also appears, little boy, that you have the same power I do.\You can see my Harvest?\H-Hey, what's this hand? response:	Why are you walking around with just a hand in a bag?
context: Wh-What? What's going on? The bag is being pulled...\Wh-Wha?! Wh-What... My sandwich...\Is this... a r-r-real human hand?\Oh, dear. It seems you've seen it.\It also appears, little boy, that you have the same power I do.\You can see my Harvest?\H-Hey, what's this hand?\Why are you walking around with just a hand in a bag? response:	Are you by yourself? You two friends...
context: Wh-Wha?! Wh-What... My sandwich...\Is this... a r-r-real human hand?\Oh, dear. It seems you've seen it.\It also appears, little boy, that you have the same power I do.\You can see my Harvest?\H-Hey, what's this hand?\Why are you walking around with just a hand in a bag?\Are you by yourself? You two friends... response:	I believe you called them Josuke and Okuyasu?
context: Is this... a r-r-real human hand?\Oh, dear. It seems you've seen it.\It also appears, little boy, that you have the same power I do.\You can see my Harvest?\H-Hey, what's this hand?\Why are you walking around with just a hand in a bag?\Are you by yourself? You two friends...\I believe you called them Josuke and Okuyasu? response:	Do they have a power similar to yours?
context: Oh, dear. It seems you've seen it.\It also appears, little boy, that you have the same power I do.\You can see my Harvest?\H-Hey, what's this hand?\Why are you walking around with just a hand in a bag?\Are you by yourself? You two friends...\I believe you called them Josuke and Okuyasu?\Do they have a power similar to yours? response:	Hey! Don't move!
context: It also appears, little boy, that you have the same power I do.\You can see my Harvest?\H-Hey, what's this hand?\Why are you walking around with just a hand in a bag?\Are you by yourself? You two friends...\I believe you called them Josuke and Okuyasu?\Do they have a power similar to yours?\Hey! Don't move! response:	If you move even a bit, I'm gonna attack!
context: You can see my Harvest?\H-Hey, what's this hand?\Why are you walking around with just a hand in a bag?\Are you by yourself? You two friends...\I believe you called them Josuke and Okuyasu?\Do they have a power similar to yours?\Hey! Don't move!\If you move even a bit, I'm gonna attack! response:	You're a really creepy guy! Don't come any closer to me!
context: H-Hey, what's this hand?\Why are you walking around with just a hand in a bag?\Are you by yourself? You two friends...\I believe you called them Josuke and Okuyasu?\Do they have a power similar to yours?\Hey! Don't move!\If you move even a bit, I'm gonna attack!\You're a really creepy guy! Don't come any closer to me! response:	I get a really creepy, unfamiliar feeling from you!
context: Why are you walking around with just a hand in a bag?\Are you by yourself? You two friends...\I believe you called them Josuke and Okuyasu?\Do they have a power similar to yours?\Hey! Don't move!\If you move even a bit, I'm gonna attack!\You're a really creepy guy! Don't come any closer to me!\I get a really creepy, unfamiliar feeling from you! response:	Don't move! Don't move from there!
context: Are you by yourself? You two friends...\I believe you called them Josuke and Okuyasu?\Do they have a power similar to yours?\Hey! Don't move!\If you move even a bit, I'm gonna attack!\You're a really creepy guy! Don't come any closer to me!\I get a really creepy, unfamiliar feeling from you!\Don't move! Don't move from there! response:	My name is Yoshikage Kira. I'm 33 years old.
context: I believe you called them Josuke and Okuyasu?\Do they have a power similar to yours?\Hey! Don't move!\If you move even a bit, I'm gonna attack!\You're a really creepy guy! Don't come any closer to me!\I get a really creepy, unfamiliar feeling from you!\Don't move! Don't move from there!\My name is Yoshikage Kira. I'm 33 years old. response:	My house is in the northeast section of Morioh, where all the villas are,
context: Do they have a power similar to yours?\Hey! Don't move!\If you move even a bit, I'm gonna attack!\You're a really creepy guy! Don't come any closer to me!\I get a really creepy, unfamiliar feeling from you!\Don't move! Don't move from there!\My name is Yoshikage Kira. I'm 33 years old.\My house is in the northeast section of Morioh, where all the villas are, response:	and I am not married.
context: Hey! Don't move!\If you move even a bit, I'm gonna attack!\You're a really creepy guy! Don't come any closer to me!\I get a really creepy, unfamiliar feeling from you!\Don't move! Don't move from there!\My name is Yoshikage Kira. I'm 33 years old.\My house is in the northeast section of Morioh, where all the villas are,\and I am not married. response:	I work as an employee for the Kame Yu department stores,
context: If you move even a bit, I'm gonna attack!\You're a really creepy guy! Don't come any closer to me!\I get a really creepy, unfamiliar feeling from you!\Don't move! Don't move from there!\My name is Yoshikage Kira. I'm 33 years old.\My house is in the northeast section of Morioh, where all the villas are,\and I am not married.\I work as an employee for the Kame Yu department stores, response:	and I get home every day by 8 PM at the latest.
context: You're a really creepy guy! Don't come any closer to me!\I get a really creepy, unfamiliar feeling from you!\Don't move! Don't move from there!\My name is Yoshikage Kira. I'm 33 years old.\My house is in the northeast section of Morioh, where all the villas are,\and I am not married.\I work as an employee for the Kame Yu department stores,\and I get home every day by 8 PM at the latest. response:	I don't smoke, but I occasionally drink.
context: I get a really creepy, unfamiliar feeling from you!\Don't move! Don't move from there!\My name is Yoshikage Kira. I'm 33 years old.\My house is in the northeast section of Morioh, where all the villas are,\and I am not married.\I work as an employee for the Kame Yu department stores,\and I get home every day by 8 PM at the latest.\I don't smoke, but I occasionally drink. response:	I'm in bed by 11 PM,
context: Don't move! Don't move from there!\My name is Yoshikage Kira. I'm 33 years old.\My house is in the northeast section of Morioh, where all the villas are,\and I am not married.\I work as an employee for the Kame Yu department stores,\and I get home every day by 8 PM at the latest.\I don't smoke, but I occasionally drink.\I'm in bed by 11 PM, response:	and make sure I get eight hours of sleep, no matter what.
context: My name is Yoshikage Kira. I'm 33 years old.\My house is in the northeast section of Morioh, where all the villas are,\and I am not married.\I work as an employee for the Kame Yu department stores,\and I get home every day by 8 PM at the latest.\I don't smoke, but I occasionally drink.\I'm in bed by 11 PM,\and make sure I get eight hours of sleep, no matter what. response:	After having a glass of warm milk
context: My house is in the northeast section of Morioh, where all the villas are,\and I am not married.\I work as an employee for the Kame Yu department stores,\and I get home every day by 8 PM at the latest.\I don't smoke, but I occasionally drink.\I'm in bed by 11 PM,\and make sure I get eight hours of sleep, no matter what.\After having a glass of warm milk response:	and doing about twenty minutes of stretches before going to bed,
context: and I am not married.\I work as an employee for the Kame Yu department stores,\and I get home every day by 8 PM at the latest.\I don't smoke, but I occasionally drink.\I'm in bed by 11 PM,\and make sure I get eight hours of sleep, no matter what.\After having a glass of warm milk\and doing about twenty minutes of stretches before going to bed, response:	I usually have no problems sleeping until morning.
context: I work as an employee for the Kame Yu department stores,\and I get home every day by 8 PM at the latest.\I don't smoke, but I occasionally drink.\I'm in bed by 11 PM,\and make sure I get eight hours of sleep, no matter what.\After having a glass of warm milk\and doing about twenty minutes of stretches before going to bed,\I usually have no problems sleeping until morning. response:	Just like a baby, I wake up without any fatigue or stress in the morning.
context: and I get home every day by 8 PM at the latest.\I don't smoke, but I occasionally drink.\I'm in bed by 11 PM,\and make sure I get eight hours of sleep, no matter what.\After having a glass of warm milk\and doing about twenty minutes of stretches before going to bed,\I usually have no problems sleeping until morning.\Just like a baby, I wake up without any fatigue or stress in the morning. response:	I was told there were no issues at my last checkup.
context: I don't smoke, but I occasionally drink.\I'm in bed by 11 PM,\and make sure I get eight hours of sleep, no matter what.\After having a glass of warm milk\and doing about twenty minutes of stretches before going to bed,\I usually have no problems sleeping until morning.\Just like a baby, I wake up without any fatigue or stress in the morning.\I was told there were no issues at my last checkup. response:	Wh-What are you talking about?!
context: I'm in bed by 11 PM,\and make sure I get eight hours of sleep, no matter what.\After having a glass of warm milk\and doing about twenty minutes of stretches before going to bed,\I usually have no problems sleeping until morning.\Just like a baby, I wake up without any fatigue or stress in the morning.\I was told there were no issues at my last checkup.\Wh-What are you talking about?! response:	I'm trying to explain that I'm a person who wishes to live a very quiet life.
context: and make sure I get eight hours of sleep, no matter what.\After having a glass of warm milk\and doing about twenty minutes of stretches before going to bed,\I usually have no problems sleeping until morning.\Just like a baby, I wake up without any fatigue or stress in the morning.\I was told there were no issues at my last checkup.\Wh-What are you talking about?!\I'm trying to explain that I'm a person who wishes to live a very quiet life. response:	I take care not to trouble myself
context: After having a glass of warm milk\and doing about twenty minutes of stretches before going to bed,\I usually have no problems sleeping until morning.\Just like a baby, I wake up without any fatigue or stress in the morning.\I was told there were no issues at my last checkup.\Wh-What are you talking about?!\I'm trying to explain that I'm a person who wishes to live a very quiet life.\I take care not to trouble myself response:	with any enemies, like winning and losing,
context: and doing about twenty minutes of stretches before going to bed,\I usually have no problems sleeping until morning.\Just like a baby, I wake up without any fatigue or stress in the morning.\I was told there were no issues at my last checkup.\Wh-What are you talking about?!\I'm trying to explain that I'm a person who wishes to live a very quiet life.\I take care not to trouble myself\with any enemies, like winning and losing, response:	that would cause me to lose sleep at night.
context: I usually have no problems sleeping until morning.\Just like a baby, I wake up without any fatigue or stress in the morning.\I was told there were no issues at my last checkup.\Wh-What are you talking about?!\I'm trying to explain that I'm a person who wishes to live a very quiet life.\I take care not to trouble myself\with any enemies, like winning and losing,\that would cause me to lose sleep at night. response:	That is how I deal with society,
context: Just like a baby, I wake up without any fatigue or stress in the morning.\I was told there were no issues at my last checkup.\Wh-What are you talking about?!\I'm trying to explain that I'm a person who wishes to live a very quiet life.\I take care not to trouble myself\with any enemies, like winning and losing,\that would cause me to lose sleep at night.\That is how I deal with society, response:	and I know that is what brings me happiness.
context: I was told there were no issues at my last checkup.\Wh-What are you talking about?!\I'm trying to explain that I'm a person who wishes to live a very quiet life.\I take care not to trouble myself\with any enemies, like winning and losing,\that would cause me to lose sleep at night.\That is how I deal with society,\and I know that is what brings me happiness. response:	Although, if I were to fight, I wouldn't lose to anyone.
