context: Halloween? response:	Yeah, Halloween!
context: There aren't any chords on a shamisen, you know...\Kyou-chan, Dad's about to get out of the bath. Do you want to take one next?\I can go last. You take one first.\I'm fine going after you.\No, you take one first.\Then how about taking one together?\Kyou-chan, you're blushing!\Alright! Let's take one together! response:	Seriously?
context: Kyou-chan, Dad's about to get out of the bath. Do you want to take one next?\I can go last. You take one first.\I'm fine going after you.\No, you take one first.\Then how about taking one together?\Kyou-chan, you're blushing!\Alright! Let's take one together!\Seriously? response:	Super serious!
context: I can go last. You take one first.\I'm fine going after you.\No, you take one first.\Then how about taking one together?\Kyou-chan, you're blushing!\Alright! Let's take one together!\Seriously?\Super serious! response:	You already invited me.
context: I'm fine going after you.\No, you take one first.\Then how about taking one together?\Kyou-chan, you're blushing!\Alright! Let's take one together!\Seriously?\Super serious!\You already invited me. response:	You can't take it back now, can you?
context: No, you take one first.\Then how about taking one together?\Kyou-chan, you're blushing!\Alright! Let's take one together!\Seriously?\Super serious!\You already invited me.\You can't take it back now, can you? response:	An-chan, you're a real man!
context: Then how about taking one together?\Kyou-chan, you're blushing!\Alright! Let's take one together!\Seriously?\Super serious!\You already invited me.\You can't take it back now, can you?\An-chan, you're a real man! response:	I know, right?
context: Kyou-chan, you're blushing!\Alright! Let's take one together!\Seriously?\Super serious!\You already invited me.\You can't take it back now, can you?\An-chan, you're a real man!\I know, right? response:	Damn! So cool!
context: Alright! Let's take one together!\Seriously?\Super serious!\You already invited me.\You can't take it back now, can you?\An-chan, you're a real man!\I know, right?\Damn! So cool! response:	Let's go, Manami!
context: Seriously?\Super serious!\You already invited me.\You can't take it back now, can you?\An-chan, you're a real man!\I know, right?\Damn! So cool!\Let's go, Manami! response:	I'll show you my hyper-weapon!
context: Super serious!\You already invited me.\You can't take it back now, can you?\An-chan, you're a real man!\I know, right?\Damn! So cool!\Let's go, Manami!\I'll show you my hyper-weapon! response:	Grandma, what do I do??
context: You already invited me.\You can't take it back now, can you?\An-chan, you're a real man!\I know, right?\Damn! So cool!\Let's go, Manami!\I'll show you my hyper-weapon!\Grandma, what do I do?? response:	Kyou-chan wants to take a bath with me!
context: You can't take it back now, can you?\An-chan, you're a real man!\I know, right?\Damn! So cool!\Let's go, Manami!\I'll show you my hyper-weapon!\Grandma, what do I do??\Kyou-chan wants to take a bath with me! response:	Don't go telling everyone!
context: An-chan, you're a real man!\I know, right?\Damn! So cool!\Let's go, Manami!\I'll show you my hyper-weapon!\Grandma, what do I do??\Kyou-chan wants to take a bath with me!\Don't go telling everyone! response:	So take one with him.
context: I know, right?\Damn! So cool!\Let's go, Manami!\I'll show you my hyper-weapon!\Grandma, what do I do??\Kyou-chan wants to take a bath with me!\Don't go telling everyone!\So take one with him. response:	Whait was a joke!
context: Damn! So cool!\Let's go, Manami!\I'll show you my hyper-weapon!\Grandma, what do I do??\Kyou-chan wants to take a bath with me!\Don't go telling everyone!\So take one with him.\Whait was a joke! response:	You so want to, too.
context: Let's go, Manami!\I'll show you my hyper-weapon!\Grandma, what do I do??\Kyou-chan wants to take a bath with me!\Don't go telling everyone!\So take one with him.\Whait was a joke!\You so want to, too. response:	I don't!
context: I'll show you my hyper-weapon!\Grandma, what do I do??\Kyou-chan wants to take a bath with me!\Don't go telling everyone!\So take one with him.\Whait was a joke!\You so want to, too.\I don't! response:	Idiot.
context: Grandma, what do I do??\Kyou-chan wants to take a bath with me!\Don't go telling everyone!\So take one with him.\Whait was a joke!\You so want to, too.\I don't!\Idiot. response:	Thanks for the bath.
context: Kyou-chan wants to take a bath with me!\Don't go telling everyone!\So take one with him.\Whait was a joke!\You so want to, too.\I don't!\Idiot.\Thanks for the bath. response:	Anytime.
context: Don't go telling everyone!\So take one with him.\Whait was a joke!\You so want to, too.\I don't!\Idiot.\Thanks for the bath.\Anytime. response:	I put your futon in your usual room.
context: So take one with him.\Whait was a joke!\You so want to, too.\I don't!\Idiot.\Thanks for the bath.\Anytime.\I put your futon in your usual room. response:	Thanks.
context: Whait was a joke!\You so want to, too.\I don't!\Idiot.\Thanks for the bath.\Anytime.\I put your futon in your usual room.\Thanks. response:	I guess I'll sleep then.
context: You so want to, too.\I don't!\Idiot.\Thanks for the bath.\Anytime.\I put your futon in your usual room.\Thanks.\I guess I'll sleep then. response:	I'll go back to my room.
context: I don't!\Idiot.\Thanks for the bath.\Anytime.\I put your futon in your usual room.\Thanks.\I guess I'll sleep then.\I'll go back to my room. response:	Hey, Grandma!
context: Idiot.\Thanks for the bath.\Anytime.\I put your futon in your usual room.\Thanks.\I guess I'll sleep then.\I'll go back to my room.\Hey, Grandma! response:	Teach me how to play this!
context: Thanks for the bath.\Anytime.\I put your futon in your usual room.\Thanks.\I guess I'll sleep then.\I'll go back to my room.\Hey, Grandma!\Teach me how to play this! response:	Sure.
context: Anytime.\I put your futon in your usual room.\Thanks.\I guess I'll sleep then.\I'll go back to my room.\Hey, Grandma!\Teach me how to play this!\Sure. response:	What do you want to play?
context: I put your futon in your usual room.\Thanks.\I guess I'll sleep then.\I'll go back to my room.\Hey, Grandma!\Teach me how to play this!\Sure.\What do you want to play? response:	Something rock.
context: Thanks.\I guess I'll sleep then.\I'll go back to my room.\Hey, Grandma!\Teach me how to play this!\Sure.\What do you want to play?\Something rock. response:	How many years has it been since we were up until bedtime together?
context: I guess I'll sleep then.\I'll go back to my room.\Hey, Grandma!\Teach me how to play this!\Sure.\What do you want to play?\Something rock.\How many years has it been since we were up until bedtime together? response:	Four years, I think?
context: I'll go back to my room.\Hey, Grandma!\Teach me how to play this!\Sure.\What do you want to play?\Something rock.\How many years has it been since we were up until bedtime together?\Four years, I think? response:	Good night.
context: Hey, Grandma!\Teach me how to play this!\Sure.\What do you want to play?\Something rock.\How many years has it been since we were up until bedtime together?\Four years, I think?\Good night. response:	Yeah.
context: Teach me how to play this!\Sure.\What do you want to play?\Something rock.\How many years has it been since we were up until bedtime together?\Four years, I think?\Good night.\Yeah. response:	Kyou-chan! Kyou-chan!
context: Sure.\What do you want to play?\Something rock.\How many years has it been since we were up until bedtime together?\Four years, I think?\Good night.\Yeah.\Kyou-chan! Kyou-chan! response:	My futon is...
context: What do you want to play?\Something rock.\How many years has it been since we were up until bedtime together?\Four years, I think?\Good night.\Yeah.\Kyou-chan! Kyou-chan!\My futon is... response:	Huh? My futon?
context: Something rock.\How many years has it been since we were up until bedtime together?\Four years, I think?\Good night.\Yeah.\Kyou-chan! Kyou-chan!\My futon is...\Huh? My futon? response:	Apparently...
context: How many years has it been since we were up until bedtime together?\Four years, I think?\Good night.\Yeah.\Kyou-chan! Kyou-chan!\My futon is...\Huh? My futon?\Apparently... response:	Wh-Why is it here?
context: Four years, I think?\Good night.\Yeah.\Kyou-chan! Kyou-chan!\My futon is...\Huh? My futon?\Apparently...\Wh-Why is it here? response:	And right next to yours?
context: Good night.\Yeah.\Kyou-chan! Kyou-chan!\My futon is...\Huh? My futon?\Apparently...\Wh-Why is it here?\And right next to yours? response:	Did you do this, Kyou-chan?
context: Yeah.\Kyou-chan! Kyou-chan!\My futon is...\Huh? My futon?\Apparently...\Wh-Why is it here?\And right next to yours?\Did you do this, Kyou-chan? response:	Like hell!
context: Kyou-chan! Kyou-chan!\My futon is...\Huh? My futon?\Apparently...\Wh-Why is it here?\And right next to yours?\Did you do this, Kyou-chan?\Like hell! response:	Calm down, calm down...
context: My futon is...\Huh? My futon?\Apparently...\Wh-Why is it here?\And right next to yours?\Did you do this, Kyou-chan?\Like hell!\Calm down, calm down... response:	Analyze the situation.
context: Huh? My futon?\Apparently...\Wh-Why is it here?\And right next to yours?\Did you do this, Kyou-chan?\Like hell!\Calm down, calm down...\Analyze the situation. response:	Ah, so basically... I did it!
context: Apparently...\Wh-Why is it here?\And right next to yours?\Did you do this, Kyou-chan?\Like hell!\Calm down, calm down...\Analyze the situation.\Ah, so basically... I did it! response:	Kyou-chan, calm down!
context: Wh-Why is it here?\And right next to yours?\Did you do this, Kyou-chan?\Like hell!\Calm down, calm down...\Analyze the situation.\Ah, so basically... I did it!\Kyou-chan, calm down! response:	Grandpa!
context: And right next to yours?\Did you do this, Kyou-chan?\Like hell!\Calm down, calm down...\Analyze the situation.\Ah, so basically... I did it!\Kyou-chan, calm down!\Grandpa! response:	What are you doing?
context: Did you do this, Kyou-chan?\Like hell!\Calm down, calm down...\Analyze the situation.\Ah, so basically... I did it!\Kyou-chan, calm down!\Grandpa!\What are you doing? response:	Just a little something with my heart...
context: Like hell!\Calm down, calm down...\Analyze the situation.\Ah, so basically... I did it!\Kyou-chan, calm down!\Grandpa!\What are you doing?\Just a little something with my heart... response:	What the heck are you doing, Grandpa?!
context: Calm down, calm down...\Analyze the situation.\Ah, so basically... I did it!\Kyou-chan, calm down!\Grandpa!\What are you doing?\Just a little something with my heart...\What the heck are you doing, Grandpa?! response:	It's trauma from the War.
context: Analyze the situation.\Ah, so basically... I did it!\Kyou-chan, calm down!\Grandpa!\What are you doing?\Just a little something with my heart...\What the heck are you doing, Grandpa?!\It's trauma from the War. response:	If you don't sleep there with Manami, my chest gets wracked with pain.
context: Ah, so basically... I did it!\Kyou-chan, calm down!\Grandpa!\What are you doing?\Just a little something with my heart...\What the heck are you doing, Grandpa?!\It's trauma from the War.\If you don't sleep there with Manami, my chest gets wracked with pain. response:	What kind of trauma causes that?!
context: Kyou-chan, calm down!\Grandpa!\What are you doing?\Just a little something with my heart...\What the heck are you doing, Grandpa?!\It's trauma from the War.\If you don't sleep there with Manami, my chest gets wracked with pain.\What kind of trauma causes that?! response:	Oh, the pain!
context: Grandpa!\What are you doing?\Just a little something with my heart...\What the heck are you doing, Grandpa?!\It's trauma from the War.\If you don't sleep there with Manami, my chest gets wracked with pain.\What kind of trauma causes that?!\Oh, the pain! response:	Grandma's calling for me from across the River Styx...
context: What are you doing?\Just a little something with my heart...\What the heck are you doing, Grandpa?!\It's trauma from the War.\If you don't sleep there with Manami, my chest gets wracked with pain.\What kind of trauma causes that?!\Oh, the pain!\Grandma's calling for me from across the River Styx... response:	Grandma!
context: Just a little something with my heart...\What the heck are you doing, Grandpa?!\It's trauma from the War.\If you don't sleep there with Manami, my chest gets wracked with pain.\What kind of trauma causes that?!\Oh, the pain!\Grandma's calling for me from across the River Styx...\Grandma! response:	Grandma's downstairs.
context: What the heck are you doing, Grandpa?!\It's trauma from the War.\If you don't sleep there with Manami, my chest gets wracked with pain.\What kind of trauma causes that?!\Oh, the pain!\Grandma's calling for me from across the River Styx...\Grandma!\Grandma's downstairs. response:	This is just weird!
context: It's trauma from the War.\If you don't sleep there with Manami, my chest gets wracked with pain.\What kind of trauma causes that?!\Oh, the pain!\Grandma's calling for me from across the River Styx...\Grandma!\Grandma's downstairs.\This is just weird! response:	We can't sleep together at our age!
context: If you don't sleep there with Manami, my chest gets wracked with pain.\What kind of trauma causes that?!\Oh, the pain!\Grandma's calling for me from across the River Styx...\Grandma!\Grandma's downstairs.\This is just weird!\We can't sleep together at our age! response:	I don't think she
context: What kind of trauma causes that?!\Oh, the pain!\Grandma's calling for me from across the River Styx...\Grandma!\Grandma's downstairs.\This is just weird!\We can't sleep together at our age!\I don't think she response:	I'm...
context: Oh, the pain!\Grandma's calling for me from across the River Styx...\Grandma!\Grandma's downstairs.\This is just weird!\We can't sleep together at our age!\I don't think she\I'm... response:	I'm okay with it...
context: Grandma's calling for me from across the River Styx...\Grandma!\Grandma's downstairs.\This is just weird!\We can't sleep together at our age!\I don't think she\I'm...\I'm okay with it... response:	If you're okay with it.
context: Grandma!\Grandma's downstairs.\This is just weird!\We can't sleep together at our age!\I don't think she\I'm...\I'm okay with it...\If you're okay with it. response:	Well, there you have it.
context: Grandma's downstairs.\This is just weird!\We can't sleep together at our age!\I don't think she\I'm...\I'm okay with it...\If you're okay with it.\Well, there you have it. response:	What?! Wait, you damn nutjob!
context: This is just weird!\We can't sleep together at our age!\I don't think she\I'm...\I'm okay with it...\If you're okay with it.\Well, there you have it.\What?! Wait, you damn nutjob! response:	It feels like we're kids again.
context: We can't sleep together at our age!\I don't think she\I'm...\I'm okay with it...\If you're okay with it.\Well, there you have it.\What?! Wait, you damn nutjob!\It feels like we're kids again. response:	We used to sleep like this all the time back then.
context: I don't think she\I'm...\I'm okay with it...\If you're okay with it.\Well, there you have it.\What?! Wait, you damn nutjob!\It feels like we're kids again.\We used to sleep like this all the time back then. response:	I never thought we'd do it at this age.
context: I'm...\I'm okay with it...\If you're okay with it.\Well, there you have it.\What?! Wait, you damn nutjob!\It feels like we're kids again.\We used to sleep like this all the time back then.\I never thought we'd do it at this age. response:	This is all that old codger's fault.
context: I'm okay with it...\If you're okay with it.\Well, there you have it.\What?! Wait, you damn nutjob!\It feels like we're kids again.\We used to sleep like this all the time back then.\I never thought we'd do it at this age.\This is all that old codger's fault. response:	And Grandma... maybe some other time.
context: If you're okay with it.\Well, there you have it.\What?! Wait, you damn nutjob!\It feels like we're kids again.\We used to sleep like this all the time back then.\I never thought we'd do it at this age.\This is all that old codger's fault.\And Grandma... maybe some other time. response:	I'm going to sleep.
context: Well, there you have it.\What?! Wait, you damn nutjob!\It feels like we're kids again.\We used to sleep like this all the time back then.\I never thought we'd do it at this age.\This is all that old codger's fault.\And Grandma... maybe some other time.\I'm going to sleep. response:	Good night.
context: What?! Wait, you damn nutjob!\It feels like we're kids again.\We used to sleep like this all the time back then.\I never thought we'd do it at this age.\This is all that old codger's fault.\And Grandma... maybe some other time.\I'm going to sleep.\Good night. response:	Good night, Kyou-chan.
context: It feels like we're kids again.\We used to sleep like this all the time back then.\I never thought we'd do it at this age.\This is all that old codger's fault.\And Grandma... maybe some other time.\I'm going to sleep.\Good night.\Good night, Kyou-chan. response:	Still awake?
context: We used to sleep like this all the time back then.\I never thought we'd do it at this age.\This is all that old codger's fault.\And Grandma... maybe some other time.\I'm going to sleep.\Good night.\Good night, Kyou-chan.\Still awake? response:	Still awake.
context: I never thought we'd do it at this age.\This is all that old codger's fault.\And Grandma... maybe some other time.\I'm going to sleep.\Good night.\Good night, Kyou-chan.\Still awake?\Still awake. response:	Um...
context: This is all that old codger's fault.\And Grandma... maybe some other time.\I'm going to sleep.\Good night.\Good night, Kyou-chan.\Still awake?\Still awake.\Um... response:	It'd be nice if we went to the same college.
context: And Grandma... maybe some other time.\I'm going to sleep.\Good night.\Good night, Kyou-chan.\Still awake?\Still awake.\Um...\It'd be nice if we went to the same college. response:	Yeah.
context: I'm going to sleep.\Good night.\Good night, Kyou-chan.\Still awake?\Still awake.\Um...\It'd be nice if we went to the same college.\Yeah. response:	I wonder how things'll be if we graduate and go to the same college.
context: Good night.\Good night, Kyou-chan.\Still awake?\Still awake.\Um...\It'd be nice if we went to the same college.\Yeah.\I wonder how things'll be if we graduate and go to the same college. response:	How what will be?
context: Good night, Kyou-chan.\Still awake?\Still awake.\Um...\It'd be nice if we went to the same college.\Yeah.\I wonder how things'll be if we graduate and go to the same college.\How what will be? response:	Everything.
context: Still awake?\Still awake.\Um...\It'd be nice if we went to the same college.\Yeah.\I wonder how things'll be if we graduate and go to the same college.\How what will be?\Everything. response:	I don't think it'll change much.
context: Still awake.\Um...\It'd be nice if we went to the same college.\Yeah.\I wonder how things'll be if we graduate and go to the same college.\How what will be?\Everything.\I don't think it'll change much. response:	Maybe.
context: Um...\It'd be nice if we went to the same college.\Yeah.\I wonder how things'll be if we graduate and go to the same college.\How what will be?\Everything.\I don't think it'll change much.\Maybe. response:	Hey, Manami...
context: It'd be nice if we went to the same college.\Yeah.\I wonder how things'll be if we graduate and go to the same college.\How what will be?\Everything.\I don't think it'll change much.\Maybe.\Hey, Manami... response:	Yes?
context: Yeah.\I wonder how things'll be if we graduate and go to the same college.\How what will be?\Everything.\I don't think it'll change much.\Maybe.\Hey, Manami...\Yes? response:	What if someone told you they liked you?
context: I wonder how things'll be if we graduate and go to the same college.\How what will be?\Everything.\I don't think it'll change much.\Maybe.\Hey, Manami...\Yes?\What if someone told you they liked you? response:	What would you do?
context: How what will be?\Everything.\I don't think it'll change much.\Maybe.\Hey, Manami...\Yes?\What if someone told you they liked you?\What would you do? response:	Wh-Wh-What?
context: Everything.\I don't think it'll change much.\Maybe.\Hey, Manami...\Yes?\What if someone told you they liked you?\What would you do?\Wh-Wh-What? response:	What if!
context: I don't think it'll change much.\Maybe.\Hey, Manami...\Yes?\What if someone told you they liked you?\What would you do?\Wh-Wh-What?\What if! response:	It's hypothetical!
context: Maybe.\Hey, Manami...\Yes?\What if someone told you they liked you?\What would you do?\Wh-Wh-What?\What if!\It's hypothetical! response:	That kind of fantastic guy might never appear!
context: Hey, Manami...\Yes?\What if someone told you they liked you?\What would you do?\Wh-Wh-What?\What if!\It's hypothetical!\That kind of fantastic guy might never appear! response:	If... I don't know what if.
context: Yes?\What if someone told you they liked you?\What would you do?\Wh-Wh-What?\What if!\It's hypothetical!\That kind of fantastic guy might never appear!\If... I don't know what if. response:	Figured...
context: What if someone told you they liked you?\What would you do?\Wh-Wh-What?\What if!\It's hypothetical!\That kind of fantastic guy might never appear!\If... I don't know what if.\Figured... response:	Sorry.
context: What would you do?\Wh-Wh-What?\What if!\It's hypothetical!\That kind of fantastic guy might never appear!\If... I don't know what if.\Figured...\Sorry. response:	Kyou-chan?
context: Wh-Wh-What?\What if!\It's hypothetical!\That kind of fantastic guy might never appear!\If... I don't know what if.\Figured...\Sorry.\Kyou-chan? response:	If someone told you they liked you, what would you do?
context: What if!\It's hypothetical!\That kind of fantastic guy might never appear!\If... I don't know what if.\Figured...\Sorry.\Kyou-chan?\If someone told you they liked you, what would you do? response:	I'd turn them down.
context: It's hypothetical!\That kind of fantastic guy might never appear!\If... I don't know what if.\Figured...\Sorry.\Kyou-chan?\If someone told you they liked you, what would you do?\I'd turn them down. response:	Why?
context: That kind of fantastic guy might never appear!\If... I don't know what if.\Figured...\Sorry.\Kyou-chan?\If someone told you they liked you, what would you do?\I'd turn them down.\Why? response:	I like leading a peaceful life.
context: If... I don't know what if.\Figured...\Sorry.\Kyou-chan?\If someone told you they liked you, what would you do?\I'd turn them down.\Why?\I like leading a peaceful life. response:	Things are fine the way they are right now.
context: Figured...\Sorry.\Kyou-chan?\If someone told you they liked you, what would you do?\I'd turn them down.\Why?\I like leading a peaceful life.\Things are fine the way they are right now. response:	Being able to relax in this kind of home is enough for me.
context: Sorry.\Kyou-chan?\If someone told you they liked you, what would you do?\I'd turn them down.\Why?\I like leading a peaceful life.\Things are fine the way they are right now.\Being able to relax in this kind of home is enough for me. response:	I see...
context: Kyou-chan?\If someone told you they liked you, what would you do?\I'd turn them down.\Why?\I like leading a peaceful life.\Things are fine the way they are right now.\Being able to relax in this kind of home is enough for me.\I see... response:	We've still got a long way to go.
context: If someone told you they liked you, what would you do?\I'd turn them down.\Why?\I like leading a peaceful life.\Things are fine the way they are right now.\Being able to relax in this kind of home is enough for me.\I see...\We've still got a long way to go. response:	Spoken like a true Grandma.
context: I'd turn them down.\Why?\I like leading a peaceful life.\Things are fine the way they are right now.\Being able to relax in this kind of home is enough for me.\I see...\We've still got a long way to go.\Spoken like a true Grandma. response:	Well, you're talking like a Grandpa.
context: Why?\I like leading a peaceful life.\Things are fine the way they are right now.\Being able to relax in this kind of home is enough for me.\I see...\We've still got a long way to go.\Spoken like a true Grandma.\Well, you're talking like a Grandpa. response:	Kyou-chan...
context: I like leading a peaceful life.\Things are fine the way they are right now.\Being able to relax in this kind of home is enough for me.\I see...\We've still got a long way to go.\Spoken like a true Grandma.\Well, you're talking like a Grandpa.\Kyou-chan... response:	Maybe next time...
context: Things are fine the way they are right now.\Being able to relax in this kind of home is enough for me.\I see...\We've still got a long way to go.\Spoken like a true Grandma.\Well, you're talking like a Grandpa.\Kyou-chan...\Maybe next time... response:	Um... er...
context: Being able to relax in this kind of home is enough for me.\I see...\We've still got a long way to go.\Spoken like a true Grandma.\Well, you're talking like a Grandpa.\Kyou-chan...\Maybe next time...\Um... er... response:	Sorry... never mind.
context: I see...\We've still got a long way to go.\Spoken like a true Grandma.\Well, you're talking like a Grandpa.\Kyou-chan...\Maybe next time...\Um... er...\Sorry... never mind. response:	Next time...
context: We've still got a long way to go.\Spoken like a true Grandma.\Well, you're talking like a Grandpa.\Kyou-chan...\Maybe next time...\Um... er...\Sorry... never mind.\Next time... response:	Want to come to my place next time?
context: Spoken like a true Grandma.\Well, you're talking like a Grandpa.\Kyou-chan...\Maybe next time...\Um... er...\Sorry... never mind.\Next time...\Want to come to my place next time? response:	Um...
context: Well, you're talking like a Grandpa.\Kyou-chan...\Maybe next time...\Um... er...\Sorry... never mind.\Next time...\Want to come to my place next time?\Um... response:	Yeah, I'd like that.
context: Kyou-chan...\Maybe next time...\Um... er...\Sorry... never mind.\Next time...\Want to come to my place next time?\Um...\Yeah, I'd like that. response:	Sometime soon then.
context: Maybe next time...\Um... er...\Sorry... never mind.\Next time...\Want to come to my place next time?\Um...\Yeah, I'd like that.\Sometime soon then. response:	Okay.
context: Um... er...\Sorry... never mind.\Next time...\Want to come to my place next time?\Um...\Yeah, I'd like that.\Sometime soon then.\Okay. response:	Good night.
context: Sorry... never mind.\Next time...\Want to come to my place next time?\Um...\Yeah, I'd like that.\Sometime soon then.\Okay.\Good night. response:	How many times is that now?
context: Next time...\Want to come to my place next time?\Um...\Yeah, I'd like that.\Sometime soon then.\Okay.\Good night.\How many times is that now? response:	I'm going to sleep.
context: Want to come to my place next time?\Um...\Yeah, I'd like that.\Sometime soon then.\Okay.\Good night.\How many times is that now?\I'm going to sleep. response:	Fine, don't come back.
context: Um...\Yeah, I'd like that.\Sometime soon then.\Okay.\Good night.\How many times is that now?\I'm going to sleep.\Fine, don't come back. response:	Idiot.
context: Yeah, I'd like that.\Sometime soon then.\Okay.\Good night.\How many times is that now?\I'm going to sleep.\Fine, don't come back.\Idiot. response:	There's No Way My Childhood Friend Could Be This Cute
context: Sometime soon then.\Okay.\Good night.\How many times is that now?\I'm going to sleep.\Fine, don't come back.\Idiot.\There's No Way My Childhood Friend Could Be This Cute response:	H HO
context: Okay.\Good night.\How many times is that now?\I'm going to sleep.\Fine, don't come back.\Idiot.\There's No Way My Childhood Friend Could Be This Cute\H HO response:	HO O
context: Good night.\How many times is that now?\I'm going to sleep.\Fine, don't come back.\Idiot.\There's No Way My Childhood Friend Could Be This Cute\H HO\HO O response:	H O!
context: How many times is that now?\I'm going to sleep.\Fine, don't come back.\Idiot.\There's No Way My Childhood Friend Could Be This Cute\H HO\HO O\H O! response:	sonna yasashiku shinai de donna kao sureba ii no?
context: I'm going to sleep.\Fine, don't come back.\Idiot.\There's No Way My Childhood Friend Could Be This Cute\H HO\HO O\H O!\sonna yasashiku shinai de donna kao sureba ii no? response:	tsumikasaneta kotoba de
context: Fine, don't come back.\Idiot.\There's No Way My Childhood Friend Could Be This Cute\H HO\HO O\H O!\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de response:	mienai yo kimi no yokogao
context: Idiot.\There's No Way My Childhood Friend Could Be This Cute\H HO\HO O\H O!\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao response:	dokodakke? nakushita kagi ha mitsukaranai mama de
context: There's No Way My Childhood Friend Could Be This Cute\H HO\HO O\H O!\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de response:	tameiki... surechigai ni iji hatte tsukarechau
context: H HO\HO O\H O!\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau response:	hon no sukoshi chikaku kimi to no kyori ga
context: HO O\H O!\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga response:	umaku tsukamenainda ato chotto na no ni
context: H O!\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni response:	sonna yasashikushinaide hora mata kizutsukeatte
context: sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte response:	tsumikasaneta uso demo ugokenakunatteru
context: tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru response:	sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi
context: mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi response:	saigo no ichi pe-ji kurai kimi ni ha egao misetai
context: dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai response:	Don't be so nice to me, I just don't know how to react
context: tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react response:	With all these words piling up,
context: hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, response:	I can't even see your face
context: umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face response:	Where is it? I lost my key, now I can't find it
context: sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it response:	Sigh, I'll burn out if I keep acting like this whenever we fight
