context: Hello! response:	I'm Katsuki Yuri.
context: we have skaters Katsuki Yuri and Yuri Plisetsky.\Both your new short programs were choreographed by Victor Nikiforov.\You'll be presenting them today in competition.\Tell us how you feel going into the event!\Um, it'd be great if you'd try the hot springs afterward.\Hasetsu Exhibition: Hot Springs on Ice\Hey! We're not asking you to promote tourism!\Promote yourself! response:	We don't need two Yuris. I'll crush him.
context: Both your new short programs were choreographed by Victor Nikiforov.\You'll be presenting them today in competition.\Tell us how you feel going into the event!\Um, it'd be great if you'd try the hot springs afterward.\Hasetsu Exhibition: Hot Springs on Ice\Hey! We're not asking you to promote tourism!\Promote yourself!\We don't need two Yuris. I'll crush him. response:	Yes, that's it! Thanks for giving us what we wanted to hear!
context: You'll be presenting them today in competition.\Tell us how you feel going into the event!\Um, it'd be great if you'd try the hot springs afterward.\Hasetsu Exhibition: Hot Springs on Ice\Hey! We're not asking you to promote tourism!\Promote yourself!\We don't need two Yuris. I'll crush him.\Yes, that's it! Thanks for giving us what we wanted to hear! response:	Spasibo, spasibo.
context: Tell us how you feel going into the event!\Um, it'd be great if you'd try the hot springs afterward.\Hasetsu Exhibition: Hot Springs on Ice\Hey! We're not asking you to promote tourism!\Promote yourself!\We don't need two Yuris. I'll crush him.\Yes, that's it! Thanks for giving us what we wanted to hear!\Spasibo, spasibo. response:	Last but not least, let's hear from Victor Nikiforov,
context: Um, it'd be great if you'd try the hot springs afterward.\Hasetsu Exhibition: Hot Springs on Ice\Hey! We're not asking you to promote tourism!\Promote yourself!\We don't need two Yuris. I'll crush him.\Yes, that's it! Thanks for giving us what we wanted to hear!\Spasibo, spasibo.\Last but not least, let's hear from Victor Nikiforov, response:	who's switched to coaching out of the blue!
context: Hasetsu Exhibition: Hot Springs on Ice\Hey! We're not asking you to promote tourism!\Promote yourself!\We don't need two Yuris. I'll crush him.\Yes, that's it! Thanks for giving us what we wanted to hear!\Spasibo, spasibo.\Last but not least, let's hear from Victor Nikiforov,\who's switched to coaching out of the blue! response:	Hasetsu Tourism Ambassador
context: Hey! We're not asking you to promote tourism!\Promote yourself!\We don't need two Yuris. I'll crush him.\Yes, that's it! Thanks for giving us what we wanted to hear!\Spasibo, spasibo.\Last but not least, let's hear from Victor Nikiforov,\who's switched to coaching out of the blue!\Hasetsu Tourism Ambassador response:	Hi!
context: Promote yourself!\We don't need two Yuris. I'll crush him.\Yes, that's it! Thanks for giving us what we wanted to hear!\Spasibo, spasibo.\Last but not least, let's hear from Victor Nikiforov,\who's switched to coaching out of the blue!\Hasetsu Tourism Ambassador\Hi! response:	Hasetsu is a great place. Come and visit at least once!
context: We don't need two Yuris. I'll crush him.\Yes, that's it! Thanks for giving us what we wanted to hear!\Spasibo, spasibo.\Last but not least, let's hear from Victor Nikiforov,\who's switched to coaching out of the blue!\Hasetsu Tourism Ambassador\Hi!\Hasetsu is a great place. Come and visit at least once! response:	What are you doing, Victor?
context: Yes, that's it! Thanks for giving us what we wanted to hear!\Spasibo, spasibo.\Last but not least, let's hear from Victor Nikiforov,\who's switched to coaching out of the blue!\Hasetsu Tourism Ambassador\Hi!\Hasetsu is a great place. Come and visit at least once!\What are you doing, Victor? response:	Huh?
context: Spasibo, spasibo.\Last but not least, let's hear from Victor Nikiforov,\who's switched to coaching out of the blue!\Hasetsu Tourism Ambassador\Hi!\Hasetsu is a great place. Come and visit at least once!\What are you doing, Victor?\Huh? response:	Stop that! It makes today's face-off look cheap!
context: Last but not least, let's hear from Victor Nikiforov,\who's switched to coaching out of the blue!\Hasetsu Tourism Ambassador\Hi!\Hasetsu is a great place. Come and visit at least once!\What are you doing, Victor?\Huh?\Stop that! It makes today's face-off look cheap! response:	You'd better be ready to evaluate our battle!
context: who's switched to coaching out of the blue!\Hasetsu Tourism Ambassador\Hi!\Hasetsu is a great place. Come and visit at least once!\What are you doing, Victor?\Huh?\Stop that! It makes today's face-off look cheap!\You'd better be ready to evaluate our battle! response:	You'll grant the wish of whichever one of us wins, right?
context: Hasetsu Tourism Ambassador\Hi!\Hasetsu is a great place. Come and visit at least once!\What are you doing, Victor?\Huh?\Stop that! It makes today's face-off look cheap!\You'd better be ready to evaluate our battle!\You'll grant the wish of whichever one of us wins, right? response:	Oh...
context: Hi!\Hasetsu is a great place. Come and visit at least once!\What are you doing, Victor?\Huh?\Stop that! It makes today's face-off look cheap!\You'd better be ready to evaluate our battle!\You'll grant the wish of whichever one of us wins, right?\Oh... response:	Of course!
context: Hasetsu is a great place. Come and visit at least once!\What are you doing, Victor?\Huh?\Stop that! It makes today's face-off look cheap!\You'd better be ready to evaluate our battle!\You'll grant the wish of whichever one of us wins, right?\Oh...\Of course! response:	You forgot, didn't you?
context: What are you doing, Victor?\Huh?\Stop that! It makes today's face-off look cheap!\You'd better be ready to evaluate our battle!\You'll grant the wish of whichever one of us wins, right?\Oh...\Of course!\You forgot, didn't you? response:	Thank you for coming to the Hasetsu Exhibition: Hot Springs on Ice,
context: Huh?\Stop that! It makes today's face-off look cheap!\You'd better be ready to evaluate our battle!\You'll grant the wish of whichever one of us wins, right?\Oh...\Of course!\You forgot, didn't you?\Thank you for coming to the Hasetsu Exhibition: Hot Springs on Ice, response:	Wow, this is amazing.
context: Stop that! It makes today's face-off look cheap!\You'd better be ready to evaluate our battle!\You'll grant the wish of whichever one of us wins, right?\Oh...\Of course!\You forgot, didn't you?\Thank you for coming to the Hasetsu Exhibition: Hot Springs on Ice,\Wow, this is amazing. response:	How many years has it been since so many people were in this rink?
context: You'd better be ready to evaluate our battle!\You'll grant the wish of whichever one of us wins, right?\Oh...\Of course!\You forgot, didn't you?\Thank you for coming to the Hasetsu Exhibition: Hot Springs on Ice,\Wow, this is amazing.\How many years has it been since so many people were in this rink? response:	presented by Victor Nikiforov.
context: You'll grant the wish of whichever one of us wins, right?\Oh...\Of course!\You forgot, didn't you?\Thank you for coming to the Hasetsu Exhibition: Hot Springs on Ice,\Wow, this is amazing.\How many years has it been since so many people were in this rink?\presented by Victor Nikiforov. response:	Yurio-kun!
context: Oh...\Of course!\You forgot, didn't you?\Thank you for coming to the Hasetsu Exhibition: Hot Springs on Ice,\Wow, this is amazing.\How many years has it been since so many people were in this rink?\presented by Victor Nikiforov.\Yurio-kun! response:	It's almost time.
context: Of course!\You forgot, didn't you?\Thank you for coming to the Hasetsu Exhibition: Hot Springs on Ice,\Wow, this is amazing.\How many years has it been since so many people were in this rink?\presented by Victor Nikiforov.\Yurio-kun!\It's almost time. response:	Okay.
context: You forgot, didn't you?\Thank you for coming to the Hasetsu Exhibition: Hot Springs on Ice,\Wow, this is amazing.\How many years has it been since so many people were in this rink?\presented by Victor Nikiforov.\Yurio-kun!\It's almost time.\Okay. response:	It's the see-through costume of legend from Victor's junior days!
context: Thank you for coming to the Hasetsu Exhibition: Hot Springs on Ice,\Wow, this is amazing.\How many years has it been since so many people were in this rink?\presented by Victor Nikiforov.\Yurio-kun!\It's almost time.\Okay.\It's the see-through costume of legend from Victor's junior days! response:	I never thought I'd see it in person! It's so beautiful...
context: Wow, this is amazing.\How many years has it been since so many people were in this rink?\presented by Victor Nikiforov.\Yurio-kun!\It's almost time.\Okay.\It's the see-through costume of legend from Victor's junior days!\I never thought I'd see it in person! It's so beautiful... response:	You're gushing all kinds of fluids again.
context: How many years has it been since so many people were in this rink?\presented by Victor Nikiforov.\Yurio-kun!\It's almost time.\Okay.\It's the see-through costume of legend from Victor's junior days!\I never thought I'd see it in person! It's so beautiful...\You're gushing all kinds of fluids again. response:	You look really good in it! Good luck!
context: presented by Victor Nikiforov.\Yurio-kun!\It's almost time.\Okay.\It's the see-through costume of legend from Victor's junior days!\I never thought I'd see it in person! It's so beautiful...\You're gushing all kinds of fluids again.\You look really good in it! Good luck! response:	O-Okay.
context: Yurio-kun!\It's almost time.\Okay.\It's the see-through costume of legend from Victor's junior days!\I never thought I'd see it in person! It's so beautiful...\You're gushing all kinds of fluids again.\You look really good in it! Good luck!\O-Okay. response:	Oh, you have to go.
context: It's almost time.\Okay.\It's the see-through costume of legend from Victor's junior days!\I never thought I'd see it in person! It's so beautiful...\You're gushing all kinds of fluids again.\You look really good in it! Good luck!\O-Okay.\Oh, you have to go. response:	Come on, get a move on!
context: Okay.\It's the see-through costume of legend from Victor's junior days!\I never thought I'd see it in person! It's so beautiful...\You're gushing all kinds of fluids again.\You look really good in it! Good luck!\O-Okay.\Oh, you have to go.\Come on, get a move on! response:	Now, a champion with wins in the Junior Grand Prix Final and Junior World Championship.
context: It's the see-through costume of legend from Victor's junior days!\I never thought I'd see it in person! It's so beautiful...\You're gushing all kinds of fluids again.\You look really good in it! Good luck!\O-Okay.\Oh, you have to go.\Come on, get a move on!\Now, a champion with wins in the Junior Grand Prix Final and Junior World Championship. response:	Hoping for a
context: I never thought I'd see it in person! It's so beautiful...\You're gushing all kinds of fluids again.\You look really good in it! Good luck!\O-Okay.\Oh, you have to go.\Come on, get a move on!\Now, a champion with wins in the Junior Grand Prix Final and Junior World Championship.\Hoping for a response:	brilliant senior division debut, with programs choreographed by Victor Nikiforov,
context: You're gushing all kinds of fluids again.\You look really good in it! Good luck!\O-Okay.\Oh, you have to go.\Come on, get a move on!\Now, a champion with wins in the Junior Grand Prix Final and Junior World Championship.\Hoping for a\brilliant senior division debut, with programs choreographed by Victor Nikiforov, response:	Yuri Plisetsky!
context: You look really good in it! Good luck!\O-Okay.\Oh, you have to go.\Come on, get a move on!\Now, a champion with wins in the Junior Grand Prix Final and Junior World Championship.\Hoping for a\brilliant senior division debut, with programs choreographed by Victor Nikiforov,\Yuri Plisetsky! response:	Davai!
context: O-Okay.\Oh, you have to go.\Come on, get a move on!\Now, a champion with wins in the Junior Grand Prix Final and Junior World Championship.\Hoping for a\brilliant senior division debut, with programs choreographed by Victor Nikiforov,\Yuri Plisetsky!\Davai! response:	Yuri, davai!
context: Oh, you have to go.\Come on, get a move on!\Now, a champion with wins in the Junior Grand Prix Final and Junior World Championship.\Hoping for a\brilliant senior division debut, with programs choreographed by Victor Nikiforov,\Yuri Plisetsky!\Davai!\Yuri, davai! response:	Davai!
context: Come on, get a move on!\Now, a champion with wins in the Junior Grand Prix Final and Junior World Championship.\Hoping for a\brilliant senior division debut, with programs choreographed by Victor Nikiforov,\Yuri Plisetsky!\Davai!\Yuri, davai!\Davai! response:	Yuri, davai!
context: Now, a champion with wins in the Junior Grand Prix Final and Junior World Championship.\Hoping for a\brilliant senior division debut, with programs choreographed by Victor Nikiforov,\Yuri Plisetsky!\Davai!\Yuri, davai!\Davai!\Yuri, davai! response:	He will be skating to On Love: Agape.
context: Hoping for a\brilliant senior division debut, with programs choreographed by Victor Nikiforov,\Yuri Plisetsky!\Davai!\Yuri, davai!\Davai!\Yuri, davai!\He will be skating to On Love: Agape. response:	His first jump is a triple axel.
context: brilliant senior division debut, with programs choreographed by Victor Nikiforov,\Yuri Plisetsky!\Davai!\Yuri, davai!\Davai!\Yuri, davai!\He will be skating to On Love: Agape.\His first jump is a triple axel. response:	Excellent.
context: Yuri Plisetsky!\Davai!\Yuri, davai!\Davai!\Yuri, davai!\He will be skating to On Love: Agape.\His first jump is a triple axel.\Excellent. response:	Everyone's drawn into Yurio's agape performance.
context: Davai!\Yuri, davai!\Davai!\Yuri, davai!\He will be skating to On Love: Agape.\His first jump is a triple axel.\Excellent.\Everyone's drawn into Yurio's agape performance. response:	I can tell it's completely different from what I saw in practice.
context: Yuri, davai!\Davai!\Yuri, davai!\He will be skating to On Love: Agape.\His first jump is a triple axel.\Excellent.\Everyone's drawn into Yurio's agape performance.\I can tell it's completely different from what I saw in practice. response:	That's when Yurio's performance changed.
context: Davai!\Yuri, davai!\He will be skating to On Love: Agape.\His first jump is a triple axel.\Excellent.\Everyone's drawn into Yurio's agape performance.\I can tell it's completely different from what I saw in practice.\That's when Yurio's performance changed. response:	No one can look away from this beautiful, ever-evolving monster!
context: Yuri, davai!\He will be skating to On Love: Agape.\His first jump is a triple axel.\Excellent.\Everyone's drawn into Yurio's agape performance.\I can tell it's completely different from what I saw in practice.\That's when Yurio's performance changed.\No one can look away from this beautiful, ever-evolving monster! response:	We're approaching the quadruples he was prohibited from performing in competition.
context: He will be skating to On Love: Agape.\His first jump is a triple axel.\Excellent.\Everyone's drawn into Yurio's agape performance.\I can tell it's completely different from what I saw in practice.\That's when Yurio's performance changed.\No one can look away from this beautiful, ever-evolving monster!\We're approaching the quadruples he was prohibited from performing in competition. response:	Not to mention they're in the second half of his program.
context: His first jump is a triple axel.\Excellent.\Everyone's drawn into Yurio's agape performance.\I can tell it's completely different from what I saw in practice.\That's when Yurio's performance changed.\No one can look away from this beautiful, ever-evolving monster!\We're approaching the quadruples he was prohibited from performing in competition.\Not to mention they're in the second half of his program. response:	A quadruple Salchow, followed by a triple toe loop!
context: Excellent.\Everyone's drawn into Yurio's agape performance.\I can tell it's completely different from what I saw in practice.\That's when Yurio's performance changed.\No one can look away from this beautiful, ever-evolving monster!\We're approaching the quadruples he was prohibited from performing in competition.\Not to mention they're in the second half of his program.\A quadruple Salchow, followed by a triple toe loop! response:	He unveiled the quad with a flourish!
context: Everyone's drawn into Yurio's agape performance.\I can tell it's completely different from what I saw in practice.\That's when Yurio's performance changed.\No one can look away from this beautiful, ever-evolving monster!\We're approaching the quadruples he was prohibited from performing in competition.\Not to mention they're in the second half of his program.\A quadruple Salchow, followed by a triple toe loop!\He unveiled the quad with a flourish! response:	Here comes his final jump, a quadruple toe loop!
context: I can tell it's completely different from what I saw in practice.\That's when Yurio's performance changed.\No one can look away from this beautiful, ever-evolving monster!\We're approaching the quadruples he was prohibited from performing in competition.\Not to mention they're in the second half of his program.\A quadruple Salchow, followed by a triple toe loop!\He unveiled the quad with a flourish!\Here comes his final jump, a quadruple toe loop! response:	He nailed it!
context: That's when Yurio's performance changed.\No one can look away from this beautiful, ever-evolving monster!\We're approaching the quadruples he was prohibited from performing in competition.\Not to mention they're in the second half of his program.\A quadruple Salchow, followed by a triple toe loop!\He unveiled the quad with a flourish!\Here comes his final jump, a quadruple toe loop!\He nailed it! response:	What an astonishing fifteen-year-old!
context: No one can look away from this beautiful, ever-evolving monster!\We're approaching the quadruples he was prohibited from performing in competition.\Not to mention they're in the second half of his program.\A quadruple Salchow, followed by a triple toe loop!\He unveiled the quad with a flourish!\Here comes his final jump, a quadruple toe loop!\He nailed it!\What an astonishing fifteen-year-old! response:	He nailed all of his jumps!
context: We're approaching the quadruples he was prohibited from performing in competition.\Not to mention they're in the second half of his program.\A quadruple Salchow, followed by a triple toe loop!\He unveiled the quad with a flourish!\Here comes his final jump, a quadruple toe loop!\He nailed it!\What an astonishing fifteen-year-old!\He nailed all of his jumps! response:	Sorry, Grandpa.
context: Not to mention they're in the second half of his program.\A quadruple Salchow, followed by a triple toe loop!\He unveiled the quad with a flourish!\Here comes his final jump, a quadruple toe loop!\He nailed it!\What an astonishing fifteen-year-old!\He nailed all of his jumps!\Sorry, Grandpa. response:	I'm too busy trying to skate the program
context: A quadruple Salchow, followed by a triple toe loop!\He unveiled the quad with a flourish!\Here comes his final jump, a quadruple toe loop!\He nailed it!\What an astonishing fifteen-year-old!\He nailed all of his jumps!\Sorry, Grandpa.\I'm too busy trying to skate the program response:	to really think about agape at all!
context: He unveiled the quad with a flourish!\Here comes his final jump, a quadruple toe loop!\He nailed it!\What an astonishing fifteen-year-old!\He nailed all of his jumps!\Sorry, Grandpa.\I'm too busy trying to skate the program\to really think about agape at all! response:	The last element is his signature move, the combination spin.
context: Here comes his final jump, a quadruple toe loop!\He nailed it!\What an astonishing fifteen-year-old!\He nailed all of his jumps!\Sorry, Grandpa.\I'm too busy trying to skate the program\to really think about agape at all!\The last element is his signature move, the combination spin. response:	Damn it...
context: He nailed it!\What an astonishing fifteen-year-old!\He nailed all of his jumps!\Sorry, Grandpa.\I'm too busy trying to skate the program\to really think about agape at all!\The last element is his signature move, the combination spin.\Damn it... response:	Just end already!
context: What an astonishing fifteen-year-old!\He nailed all of his jumps!\Sorry, Grandpa.\I'm too busy trying to skate the program\to really think about agape at all!\The last element is his signature move, the combination spin.\Damn it...\Just end already! response:	Amazing! A masterful performance!
context: He nailed all of his jumps!\Sorry, Grandpa.\I'm too busy trying to skate the program\to really think about agape at all!\The last element is his signature move, the combination spin.\Damn it...\Just end already!\Amazing! A masterful performance! response:	There's a lot to look forward to this coming season!
context: Sorry, Grandpa.\I'm too busy trying to skate the program\to really think about agape at all!\The last element is his signature move, the combination spin.\Damn it...\Just end already!\Amazing! A masterful performance!\There's a lot to look forward to this coming season! response:	I'm better than this!
context: I'm too busy trying to skate the program\to really think about agape at all!\The last element is his signature move, the combination spin.\Damn it...\Just end already!\Amazing! A masterful performance!\There's a lot to look forward to this coming season!\I'm better than this! response:	Yurio!
context: to really think about agape at all!\The last element is his signature move, the combination spin.\Damn it...\Just end already!\Amazing! A masterful performance!\There's a lot to look forward to this coming season!\I'm better than this!\Yurio! response:	That was the best performance I've seen from you so far!
context: The last element is his signature move, the combination spin.\Damn it...\Just end already!\Amazing! A masterful performance!\There's a lot to look forward to this coming season!\I'm better than this!\Yurio!\That was the best performance I've seen from you so far! response:	Go on, greet the audience!
context: Damn it...\Just end already!\Amazing! A masterful performance!\There's a lot to look forward to this coming season!\I'm better than this!\Yurio!\That was the best performance I've seen from you so far!\Go on, greet the audience! response:	Yuri Plisetsky, who's enthralled the audience!
context: Just end already!\Amazing! A masterful performance!\There's a lot to look forward to this coming season!\I'm better than this!\Yurio!\That was the best performance I've seen from you so far!\Go on, greet the audience!\Yuri Plisetsky, who's enthralled the audience! response:	That was amazing.
context: Amazing! A masterful performance!\There's a lot to look forward to this coming season!\I'm better than this!\Yurio!\That was the best performance I've seen from you so far!\Go on, greet the audience!\Yuri Plisetsky, who's enthralled the audience!\That was amazing. response:	He'll definitely rank among the top senior division skaters.
context: There's a lot to look forward to this coming season!\I'm better than this!\Yurio!\That was the best performance I've seen from you so far!\Go on, greet the audience!\Yuri Plisetsky, who's enthralled the audience!\That was amazing.\He'll definitely rank among the top senior division skaters. response:	Right...
context: I'm better than this!\Yurio!\That was the best performance I've seen from you so far!\Go on, greet the audience!\Yuri Plisetsky, who's enthralled the audience!\That was amazing.\He'll definitely rank among the top senior division skaters.\Right... response:	If I lose, Victor will go back to Russia.
context: Yurio!\That was the best performance I've seen from you so far!\Go on, greet the audience!\Yuri Plisetsky, who's enthralled the audience!\That was amazing.\He'll definitely rank among the top senior division skaters.\Right...\If I lose, Victor will go back to Russia. response:	I don't want that.
context: That was the best performance I've seen from you so far!\Go on, greet the audience!\Yuri Plisetsky, who's enthralled the audience!\That was amazing.\He'll definitely rank among the top senior division skaters.\Right...\If I lose, Victor will go back to Russia.\I don't want that. response:	I have to win.
context: Go on, greet the audience!\Yuri Plisetsky, who's enthralled the audience!\That was amazing.\He'll definitely rank among the top senior division skaters.\Right...\If I lose, Victor will go back to Russia.\I don't want that.\I have to win. response:	I want to win.
context: Yuri Plisetsky, who's enthralled the audience!\That was amazing.\He'll definitely rank among the top senior division skaters.\Right...\If I lose, Victor will go back to Russia.\I don't want that.\I have to win.\I want to win. response:	I want to win!
context: That was amazing.\He'll definitely rank among the top senior division skaters.\Right...\If I lose, Victor will go back to Russia.\I don't want that.\I have to win.\I want to win.\I want to win! response:	Yuri.
context: He'll definitely rank among the top senior division skaters.\Right...\If I lose, Victor will go back to Russia.\I don't want that.\I have to win.\I want to win.\I want to win!\Yuri. response:	It's your turn.
context: Right...\If I lose, Victor will go back to Russia.\I don't want that.\I have to win.\I want to win.\I want to win!\Yuri.\It's your turn. response:	U-Um, I'm...
context: If I lose, Victor will go back to Russia.\I don't want that.\I have to win.\I want to win.\I want to win!\Yuri.\It's your turn.\U-Um, I'm... response:	I'm going to become a super tasty pork cutlet bowl,
context: I don't want that.\I have to win.\I want to win.\I want to win!\Yuri.\It's your turn.\U-Um, I'm...\I'm going to become a super tasty pork cutlet bowl, response:	so please watch me!
context: I have to win.\I want to win.\I want to win!\Yuri.\It's your turn.\U-Um, I'm...\I'm going to become a super tasty pork cutlet bowl,\so please watch me! response:	Promise!
context: I want to win.\I want to win!\Yuri.\It's your turn.\U-Um, I'm...\I'm going to become a super tasty pork cutlet bowl,\so please watch me!\Promise! response:	Of course.
context: I want to win!\Yuri.\It's your turn.\U-Um, I'm...\I'm going to become a super tasty pork cutlet bowl,\so please watch me!\Promise!\Of course. response:	I love pork cutlet bowls.
context: Yuri.\It's your turn.\U-Um, I'm...\I'm going to become a super tasty pork cutlet bowl,\so please watch me!\Promise!\Of course.\I love pork cutlet bowls. response:	We're pleased to introduce a skater who represents Japan,
context: It's your turn.\U-Um, I'm...\I'm going to become a super tasty pork cutlet bowl,\so please watch me!\Promise!\Of course.\I love pork cutlet bowls.\We're pleased to introduce a skater who represents Japan, response:	a late bloomer who's become a rising star,
context: U-Um, I'm...\I'm going to become a super tasty pork cutlet bowl,\so please watch me!\Promise!\Of course.\I love pork cutlet bowls.\We're pleased to introduce a skater who represents Japan,\a late bloomer who's become a rising star, response:	Katsuki Yuri!
context: I'm going to become a super tasty pork cutlet bowl,\so please watch me!\Promise!\Of course.\I love pork cutlet bowls.\We're pleased to introduce a skater who represents Japan,\a late bloomer who's become a rising star,\Katsuki Yuri! response:	Good luck, Yuri-kun!
context: so please watch me!\Promise!\Of course.\I love pork cutlet bowls.\We're pleased to introduce a skater who represents Japan,\a late bloomer who's become a rising star,\Katsuki Yuri!\Good luck, Yuri-kun! response:	He will skate to On Love: Eros.
context: Promise!\Of course.\I love pork cutlet bowls.\We're pleased to introduce a skater who represents Japan,\a late bloomer who's become a rising star,\Katsuki Yuri!\Good luck, Yuri-kun!\He will skate to On Love: Eros. response:	Yuri!
context: Of course.\I love pork cutlet bowls.\We're pleased to introduce a skater who represents Japan,\a late bloomer who's become a rising star,\Katsuki Yuri!\Good luck, Yuri-kun!\He will skate to On Love: Eros.\Yuri! response:	Good luck, Katsuki-kun!
context: I love pork cutlet bowls.\We're pleased to introduce a skater who represents Japan,\a late bloomer who's become a rising star,\Katsuki Yuri!\Good luck, Yuri-kun!\He will skate to On Love: Eros.\Yuri!\Good luck, Katsuki-kun! response:	He's been having difficulty expressing eros,
context: We're pleased to introduce a skater who represents Japan,\a late bloomer who's become a rising star,\Katsuki Yuri!\Good luck, Yuri-kun!\He will skate to On Love: Eros.\Yuri!\Good luck, Katsuki-kun!\He's been having difficulty expressing eros, response:	but he said he'll think of how he'd love to eat his favorite dish,
context: a late bloomer who's become a rising star,\Katsuki Yuri!\Good luck, Yuri-kun!\He will skate to On Love: Eros.\Yuri!\Good luck, Katsuki-kun!\He's been having difficulty expressing eros,\but he said he'll think of how he'd love to eat his favorite dish, response:	the pork cutlet bowl.
context: Katsuki Yuri!\Good luck, Yuri-kun!\He will skate to On Love: Eros.\Yuri!\Good luck, Katsuki-kun!\He's been having difficulty expressing eros,\but he said he'll think of how he'd love to eat his favorite dish,\the pork cutlet bowl. response:	I pulled an all-nighter to help him practice,
context: Good luck, Yuri-kun!\He will skate to On Love: Eros.\Yuri!\Good luck, Katsuki-kun!\He's been having difficulty expressing eros,\but he said he'll think of how he'd love to eat his favorite dish,\the pork cutlet bowl.\I pulled an all-nighter to help him practice, response:	and he's no ordinary pork cutlet bowl.
context: He will skate to On Love: Eros.\Yuri!\Good luck, Katsuki-kun!\He's been having difficulty expressing eros,\but he said he'll think of how he'd love to eat his favorite dish,\the pork cutlet bowl.\I pulled an all-nighter to help him practice,\and he's no ordinary pork cutlet bowl. response:	Who am I dancing for?
context: Yuri!\Good luck, Katsuki-kun!\He's been having difficulty expressing eros,\but he said he'll think of how he'd love to eat his favorite dish,\the pork cutlet bowl.\I pulled an all-nighter to help him practice,\and he's no ordinary pork cutlet bowl.\Who am I dancing for? response:	I know who.
context: Good luck, Katsuki-kun!\He's been having difficulty expressing eros,\but he said he'll think of how he'd love to eat his favorite dish,\the pork cutlet bowl.\I pulled an all-nighter to help him practice,\and he's no ordinary pork cutlet bowl.\Who am I dancing for?\I know who. response:	What a seductive step sequence!
context: He's been having difficulty expressing eros,\but he said he'll think of how he'd love to eat his favorite dish,\the pork cutlet bowl.\I pulled an all-nighter to help him practice,\and he's no ordinary pork cutlet bowl.\Who am I dancing for?\I know who.\What a seductive step sequence! response:	It's hard to believe he's imagining a pork cutlet bowl!
context: but he said he'll think of how he'd love to eat his favorite dish,\the pork cutlet bowl.\I pulled an all-nighter to help him practice,\and he's no ordinary pork cutlet bowl.\Who am I dancing for?\I know who.\What a seductive step sequence!\It's hard to believe he's imagining a pork cutlet bowl! response:	Good!
context: the pork cutlet bowl.\I pulled an all-nighter to help him practice,\and he's no ordinary pork cutlet bowl.\Who am I dancing for?\I know who.\What a seductive step sequence!\It's hard to believe he's imagining a pork cutlet bowl!\Good! response:	You're known for your step sequences and spins.
context: I pulled an all-nighter to help him practice,\and he's no ordinary pork cutlet bowl.\Who am I dancing for?\I know who.\What a seductive step sequence!\It's hard to believe he's imagining a pork cutlet bowl!\Good!\You're known for your step sequences and spins. response:	I want you to teach me how to move in feminine ways.
context: and he's no ordinary pork cutlet bowl.\Who am I dancing for?\I know who.\What a seductive step sequence!\It's hard to believe he's imagining a pork cutlet bowl!\Good!\You're known for your step sequences and spins.\I want you to teach me how to move in feminine ways. response:	Huh?
context: Who am I dancing for?\I know who.\What a seductive step sequence!\It's hard to believe he's imagining a pork cutlet bowl!\Good!\You're known for your step sequences and spins.\I want you to teach me how to move in feminine ways.\Huh? response:	Trying to be the playboy isn't me.
context: I know who.\What a seductive step sequence!\It's hard to believe he's imagining a pork cutlet bowl!\Good!\You're known for your step sequences and spins.\I want you to teach me how to move in feminine ways.\Huh?\Trying to be the playboy isn't me. response:	I want to be the most beautiful woman in town, who seduces the playboy!
context: What a seductive step sequence!\It's hard to believe he's imagining a pork cutlet bowl!\Good!\You're known for your step sequences and spins.\I want you to teach me how to move in feminine ways.\Huh?\Trying to be the playboy isn't me.\I want to be the most beautiful woman in town, who seduces the playboy! response:	I won't drastically change any moves,
context: It's hard to believe he's imagining a pork cutlet bowl!\Good!\You're known for your step sequences and spins.\I want you to teach me how to move in feminine ways.\Huh?\Trying to be the playboy isn't me.\I want to be the most beautiful woman in town, who seduces the playboy!\I won't drastically change any moves, response:	but I think this is a lot closer to how I feel.
context: Good!\You're known for your step sequences and spins.\I want you to teach me how to move in feminine ways.\Huh?\Trying to be the playboy isn't me.\I want to be the most beautiful woman in town, who seduces the playboy!\I won't drastically change any moves,\but I think this is a lot closer to how I feel. response:	At first, I wasn't sure what he was being all serious about,
context: You're known for your step sequences and spins.\I want you to teach me how to move in feminine ways.\Huh?\Trying to be the playboy isn't me.\I want to be the most beautiful woman in town, who seduces the playboy!\I won't drastically change any moves,\but I think this is a lot closer to how I feel.\At first, I wasn't sure what he was being all serious about, response:	but his performance has integrated his emotions.
context: I want you to teach me how to move in feminine ways.\Huh?\Trying to be the playboy isn't me.\I want to be the most beautiful woman in town, who seduces the playboy!\I won't drastically change any moves,\but I think this is a lot closer to how I feel.\At first, I wasn't sure what he was being all serious about,\but his performance has integrated his emotions. response:	It's changed.
context: Huh?\Trying to be the playboy isn't me.\I want to be the most beautiful woman in town, who seduces the playboy!\I won't drastically change any moves,\but I think this is a lot closer to how I feel.\At first, I wasn't sure what he was being all serious about,\but his performance has integrated his emotions.\It's changed. response:	Now, we have a spread eagle into a triple axel.
context: Trying to be the playboy isn't me.\I want to be the most beautiful woman in town, who seduces the playboy!\I won't drastically change any moves,\but I think this is a lot closer to how I feel.\At first, I wasn't sure what he was being all serious about,\but his performance has integrated his emotions.\It's changed.\Now, we have a spread eagle into a triple axel. response:	Man, this program is tough.
