context: Kimi ni Todoke response:	Episode 11 TL
context: This diary is not a dream.\It looked very good on him.\I made it.\He was wearing regular clothes at the party.\It seems like it wasn't a dream!\Sleeping made it seem like it was nothing but a dream.\But all of these reminders I left for myself before bed...\Dad's going to be!! response:	It's real
context: It looked very good on him.\I made it.\He was wearing regular clothes at the party.\It seems like it wasn't a dream!\Sleeping made it seem like it was nothing but a dream.\But all of these reminders I left for myself before bed...\Dad's going to be!!\It's real response:	They're real.
context: I made it.\He was wearing regular clothes at the party.\It seems like it wasn't a dream!\Sleeping made it seem like it was nothing but a dream.\But all of these reminders I left for myself before bed...\Dad's going to be!!\It's real\They're real. response:	I like you!
context: He was wearing regular clothes at the party.\It seems like it wasn't a dream!\Sleeping made it seem like it was nothing but a dream.\But all of these reminders I left for myself before bed...\Dad's going to be!!\It's real\They're real.\I like you! response:	Please go out with me!
context: It seems like it wasn't a dream!\Sleeping made it seem like it was nothing but a dream.\But all of these reminders I left for myself before bed...\Dad's going to be!!\It's real\They're real.\I like you!\Please go out with me! response:	I'm so happy.
context: Sleeping made it seem like it was nothing but a dream.\But all of these reminders I left for myself before bed...\Dad's going to be!!\It's real\They're real.\I like you!\Please go out with me!\I'm so happy. response:	It all really happened.
context: But all of these reminders I left for myself before bed...\Dad's going to be!!\It's real\They're real.\I like you!\Please go out with me!\I'm so happy.\It all really happened. response:	What?
context: Dad's going to be!!\It's real\They're real.\I like you!\Please go out with me!\I'm so happy.\It all really happened.\What? response:	What is all this?
context: It's real\They're real.\I like you!\Please go out with me!\I'm so happy.\It all really happened.\What?\What is all this? response:	Something about my advice
context: They're real.\I like you!\Please go out with me!\I'm so happy.\It all really happened.\What?\What is all this?\Something about my advice response:	With black magic?
context: I like you!\Please go out with me!\I'm so happy.\It all really happened.\What?\What is all this?\Something about my advice\With black magic? response:	Sadako got Kazehaya?
context: Please go out with me!\I'm so happy.\It all really happened.\What?\What is all this?\Something about my advice\With black magic?\Sadako got Kazehaya? response:	Kazehaya's eyes supposedly turned red while he was confessing to her!
context: I'm so happy.\It all really happened.\What?\What is all this?\Something about my advice\With black magic?\Sadako got Kazehaya?\Kazehaya's eyes supposedly turned red while he was confessing to her! response:	I like you. Like like like you!
context: It all really happened.\What?\What is all this?\Something about my advice\With black magic?\Sadako got Kazehaya?\Kazehaya's eyes supposedly turned red while he was confessing to her!\I like you. Like like like you! response:	So scary!
context: What?\What is all this?\Something about my advice\With black magic?\Sadako got Kazehaya?\Kazehaya's eyes supposedly turned red while he was confessing to her!\I like you. Like like like you!\So scary! response:	She's totally controlling him!
context: What is all this?\Something about my advice\With black magic?\Sadako got Kazehaya?\Kazehaya's eyes supposedly turned red while he was confessing to her!\I like you. Like like like you!\So scary!\She's totally controlling him! response:	I believe it.
context: Something about my advice\With black magic?\Sadako got Kazehaya?\Kazehaya's eyes supposedly turned red while he was confessing to her!\I like you. Like like like you!\So scary!\She's totally controlling him!\I believe it. response:	Wow.
context: With black magic?\Sadako got Kazehaya?\Kazehaya's eyes supposedly turned red while he was confessing to her!\I like you. Like like like you!\So scary!\She's totally controlling him!\I believe it.\Wow. response:	Sadako.
context: Sadako got Kazehaya?\Kazehaya's eyes supposedly turned red while he was confessing to her!\I like you. Like like like you!\So scary!\She's totally controlling him!\I believe it.\Wow.\Sadako. response:	No pushing! Form a line!
context: Kazehaya's eyes supposedly turned red while he was confessing to her!\I like you. Like like like you!\So scary!\She's totally controlling him!\I believe it.\Wow.\Sadako.\No pushing! Form a line! response:	You guys!
context: I like you. Like like like you!\So scary!\She's totally controlling him!\I believe it.\Wow.\Sadako.\No pushing! Form a line!\You guys! response:	What are you lining up for?
context: So scary!\She's totally controlling him!\I believe it.\Wow.\Sadako.\No pushing! Form a line!\You guys!\What are you lining up for? response:	Supposedly everyone who got advice at the Black Magic Cafe were able to confess and are now dating!
context: She's totally controlling him!\I believe it.\Wow.\Sadako.\No pushing! Form a line!\You guys!\What are you lining up for?\Supposedly everyone who got advice at the Black Magic Cafe were able to confess and are now dating! response:	N-No way.
context: I believe it.\Wow.\Sadako.\No pushing! Form a line!\You guys!\What are you lining up for?\Supposedly everyone who got advice at the Black Magic Cafe were able to confess and are now dating!\N-No way. response:	To be feared...
context: Wow.\Sadako.\No pushing! Form a line!\You guys!\What are you lining up for?\Supposedly everyone who got advice at the Black Magic Cafe were able to confess and are now dating!\N-No way.\To be feared... response:	and worshiped...
context: Sadako.\No pushing! Form a line!\You guys!\What are you lining up for?\Supposedly everyone who got advice at the Black Magic Cafe were able to confess and are now dating!\N-No way.\To be feared...\and worshiped... response:	she's already a god.
context: No pushing! Form a line!\You guys!\What are you lining up for?\Supposedly everyone who got advice at the Black Magic Cafe were able to confess and are now dating!\N-No way.\To be feared...\and worshiped...\she's already a god. response:	Charge them for it already!
context: You guys!\What are you lining up for?\Supposedly everyone who got advice at the Black Magic Cafe were able to confess and are now dating!\N-No way.\To be feared...\and worshiped...\she's already a god.\Charge them for it already! response:	F-Feels like I'm swindling them!
context: What are you lining up for?\Supposedly everyone who got advice at the Black Magic Cafe were able to confess and are now dating!\N-No way.\To be feared...\and worshiped...\she's already a god.\Charge them for it already!\F-Feels like I'm swindling them! response:	Seriously, if she had that sort of skill the two of us would already have amazing boyfriends.
context: Supposedly everyone who got advice at the Black Magic Cafe were able to confess and are now dating!\N-No way.\To be feared...\and worshiped...\she's already a god.\Charge them for it already!\F-Feels like I'm swindling them!\Seriously, if she had that sort of skill the two of us would already have amazing boyfriends. response:	Totally! There are only idiots, losers, and baldies here though!
context: N-No way.\To be feared...\and worshiped...\she's already a god.\Charge them for it already!\F-Feels like I'm swindling them!\Seriously, if she had that sort of skill the two of us would already have amazing boyfriends.\Totally! There are only idiots, losers, and baldies here though! response:	But I'm glad she doesn't have to worry about being bullied.
context: To be feared...\and worshiped...\she's already a god.\Charge them for it already!\F-Feels like I'm swindling them!\Seriously, if she had that sort of skill the two of us would already have amazing boyfriends.\Totally! There are only idiots, losers, and baldies here though!\But I'm glad she doesn't have to worry about being bullied. response:	Yeah, nothing to worry about.
context: and worshiped...\she's already a god.\Charge them for it already!\F-Feels like I'm swindling them!\Seriously, if she had that sort of skill the two of us would already have amazing boyfriends.\Totally! There are only idiots, losers, and baldies here though!\But I'm glad she doesn't have to worry about being bullied.\Yeah, nothing to worry about. response:	Please let me borrow a good luck charm!
context: she's already a god.\Charge them for it already!\F-Feels like I'm swindling them!\Seriously, if she had that sort of skill the two of us would already have amazing boyfriends.\Totally! There are only idiots, losers, and baldies here though!\But I'm glad she doesn't have to worry about being bullied.\Yeah, nothing to worry about.\Please let me borrow a good luck charm! response:	Like one of your spirit summons!
context: Charge them for it already!\F-Feels like I'm swindling them!\Seriously, if she had that sort of skill the two of us would already have amazing boyfriends.\Totally! There are only idiots, losers, and baldies here though!\But I'm glad she doesn't have to worry about being bullied.\Yeah, nothing to worry about.\Please let me borrow a good luck charm!\Like one of your spirit summons! response:	Don't tell me Kazehaya believes I have magic too!
context: F-Feels like I'm swindling them!\Seriously, if she had that sort of skill the two of us would already have amazing boyfriends.\Totally! There are only idiots, losers, and baldies here though!\But I'm glad she doesn't have to worry about being bullied.\Yeah, nothing to worry about.\Please let me borrow a good luck charm!\Like one of your spirit summons!\Don't tell me Kazehaya believes I have magic too! response:	You're still saying that?
context: Seriously, if she had that sort of skill the two of us would already have amazing boyfriends.\Totally! There are only idiots, losers, and baldies here though!\But I'm glad she doesn't have to worry about being bullied.\Yeah, nothing to worry about.\Please let me borrow a good luck charm!\Like one of your spirit summons!\Don't tell me Kazehaya believes I have magic too!\You're still saying that? response:	I don't even want to get involved.
context: Totally! There are only idiots, losers, and baldies here though!\But I'm glad she doesn't have to worry about being bullied.\Yeah, nothing to worry about.\Please let me borrow a good luck charm!\Like one of your spirit summons!\Don't tell me Kazehaya believes I have magic too!\You're still saying that?\I don't even want to get involved. response:	I said it wasn't like that! I've always liked her.
context: But I'm glad she doesn't have to worry about being bullied.\Yeah, nothing to worry about.\Please let me borrow a good luck charm!\Like one of your spirit summons!\Don't tell me Kazehaya believes I have magic too!\You're still saying that?\I don't even want to get involved.\I said it wasn't like that! I've always liked her. response:	Are you serious?
context: Yeah, nothing to worry about.\Please let me borrow a good luck charm!\Like one of your spirit summons!\Don't tell me Kazehaya believes I have magic too!\You're still saying that?\I don't even want to get involved.\I said it wasn't like that! I've always liked her.\Are you serious? response:	Yeah.
context: Please let me borrow a good luck charm!\Like one of your spirit summons!\Don't tell me Kazehaya believes I have magic too!\You're still saying that?\I don't even want to get involved.\I said it wasn't like that! I've always liked her.\Are you serious?\Yeah. response:	He's blushing so it's got to be true!
context: Like one of your spirit summons!\Don't tell me Kazehaya believes I have magic too!\You're still saying that?\I don't even want to get involved.\I said it wasn't like that! I've always liked her.\Are you serious?\Yeah.\He's blushing so it's got to be true! response:	That means...
context: Don't tell me Kazehaya believes I have magic too!\You're still saying that?\I don't even want to get involved.\I said it wasn't like that! I've always liked her.\Are you serious?\Yeah.\He's blushing so it's got to be true!\That means... response:	G-
context: You're still saying that?\I don't even want to get involved.\I said it wasn't like that! I've always liked her.\Are you serious?\Yeah.\He's blushing so it's got to be true!\That means...\G- response:	G-
context: I don't even want to get involved.\I said it wasn't like that! I've always liked her.\Are you serious?\Yeah.\He's blushing so it's got to be true!\That means...\G-\G- response:	Good morning.
context: I said it wasn't like that! I've always liked her.\Are you serious?\Yeah.\He's blushing so it's got to be true!\That means...\G-\G-\Good morning. response:	Kazehaya says he's always liked you!
context: Are you serious?\Yeah.\He's blushing so it's got to be true!\That means...\G-\G-\Good morning.\Kazehaya says he's always liked you! response:	Yeah, he said it was like a dream come true!
context: Yeah.\He's blushing so it's got to be true!\That means...\G-\G-\Good morning.\Kazehaya says he's always liked you!\Yeah, he said it was like a dream come true! response:	Hey! What do you know about
context: He's blushing so it's got to be true!\That means...\G-\G-\Good morning.\Kazehaya says he's always liked you!\Yeah, he said it was like a dream come true!\Hey! What do you know about response:	Since we have such a large audience, even from other classes,
context: That means...\G-\G-\Good morning.\Kazehaya says he's always liked you!\Yeah, he said it was like a dream come true!\Hey! What do you know about\Since we have such a large audience, even from other classes, response:	why don't you make it crystal clear for everyone?
context: G-\G-\Good morning.\Kazehaya says he's always liked you!\Yeah, he said it was like a dream come true!\Hey! What do you know about\Since we have such a large audience, even from other classes,\why don't you make it crystal clear for everyone? response:	What is Sawako to you?
context: G-\Good morning.\Kazehaya says he's always liked you!\Yeah, he said it was like a dream come true!\Hey! What do you know about\Since we have such a large audience, even from other classes,\why don't you make it crystal clear for everyone?\What is Sawako to you? response:	Poke, poke.
context: Good morning.\Kazehaya says he's always liked you!\Yeah, he said it was like a dream come true!\Hey! What do you know about\Since we have such a large audience, even from other classes,\why don't you make it crystal clear for everyone?\What is Sawako to you?\Poke, poke. response:	My girlfriend.
context: Kazehaya says he's always liked you!\Yeah, he said it was like a dream come true!\Hey! What do you know about\Since we have such a large audience, even from other classes,\why don't you make it crystal clear for everyone?\What is Sawako to you?\Poke, poke.\My girlfriend. response:	Girlfriend?!
context: Yeah, he said it was like a dream come true!\Hey! What do you know about\Since we have such a large audience, even from other classes,\why don't you make it crystal clear for everyone?\What is Sawako to you?\Poke, poke.\My girlfriend.\Girlfriend?! response:	So blunt!
context: Hey! What do you know about\Since we have such a large audience, even from other classes,\why don't you make it crystal clear for everyone?\What is Sawako to you?\Poke, poke.\My girlfriend.\Girlfriend?!\So blunt! response:	He used such a real, direct word.
context: Since we have such a large audience, even from other classes,\why don't you make it crystal clear for everyone?\What is Sawako to you?\Poke, poke.\My girlfriend.\Girlfriend?!\So blunt!\He used such a real, direct word. response:	My dreams really did come true, but it's really overwhelming.
context: why don't you make it crystal clear for everyone?\What is Sawako to you?\Poke, poke.\My girlfriend.\Girlfriend?!\So blunt!\He used such a real, direct word.\My dreams really did come true, but it's really overwhelming. response:	Just leave me alone for a while.
context: What is Sawako to you?\Poke, poke.\My girlfriend.\Girlfriend?!\So blunt!\He used such a real, direct word.\My dreams really did come true, but it's really overwhelming.\Just leave me alone for a while. response:	To sum it up, please look this way.
context: Poke, poke.\My girlfriend.\Girlfriend?!\So blunt!\He used such a real, direct word.\My dreams really did come true, but it's really overwhelming.\Just leave me alone for a while.\To sum it up, please look this way. response:	Yes, that's it exactly.
context: My girlfriend.\Girlfriend?!\So blunt!\He used such a real, direct word.\My dreams really did come true, but it's really overwhelming.\Just leave me alone for a while.\To sum it up, please look this way.\Yes, that's it exactly. response:	Dream Come True
context: Girlfriend?!\So blunt!\He used such a real, direct word.\My dreams really did come true, but it's really overwhelming.\Just leave me alone for a while.\To sum it up, please look this way.\Yes, that's it exactly.\Dream Come True response:	Wish
context: So blunt!\He used such a real, direct word.\My dreams really did come true, but it's really overwhelming.\Just leave me alone for a while.\To sum it up, please look this way.\Yes, that's it exactly.\Dream Come True\Wish response:	Dream
context: He used such a real, direct word.\My dreams really did come true, but it's really overwhelming.\Just leave me alone for a while.\To sum it up, please look this way.\Yes, that's it exactly.\Dream Come True\Wish\Dream response:	Dream
context: My dreams really did come true, but it's really overwhelming.\Just leave me alone for a while.\To sum it up, please look this way.\Yes, that's it exactly.\Dream Come True\Wish\Dream\Dream response:	Boyfriend
context: Just leave me alone for a while.\To sum it up, please look this way.\Yes, that's it exactly.\Dream Come True\Wish\Dream\Dream\Boyfriend response:	Girlfriend
context: To sum it up, please look this way.\Yes, that's it exactly.\Dream Come True\Wish\Dream\Dream\Boyfriend\Girlfriend response:	Strawberry Time
context: Yes, that's it exactly.\Dream Come True\Wish\Dream\Dream\Boyfriend\Girlfriend\Strawberry Time response:	in love with
context: Dream Come True\Wish\Dream\Dream\Boyfriend\Girlfriend\Strawberry Time\in love with response:	Always liked
context: Wish\Dream\Dream\Boyfriend\Girlfriend\Strawberry Time\in love with\Always liked response:	Wants all of
context: Dream\Dream\Boyfriend\Girlfriend\Strawberry Time\in love with\Always liked\Wants all of response:	Now everyone, please be sure to spread the good news!
context: Dream\Boyfriend\Girlfriend\Strawberry Time\in love with\Always liked\Wants all of\Now everyone, please be sure to spread the good news! response:	Didn't I say to leave me alone?!
context: Boyfriend\Girlfriend\Strawberry Time\in love with\Always liked\Wants all of\Now everyone, please be sure to spread the good news!\Didn't I say to leave me alone?! response:	They're so lovey-dovey.
context: Girlfriend\Strawberry Time\in love with\Always liked\Wants all of\Now everyone, please be sure to spread the good news!\Didn't I say to leave me alone?!\They're so lovey-dovey. response:	Yeah, they were like that at the party too... Especially Kazehaya.
context: Strawberry Time\in love with\Always liked\Wants all of\Now everyone, please be sure to spread the good news!\Didn't I say to leave me alone?!\They're so lovey-dovey.\Yeah, they were like that at the party too... Especially Kazehaya. response:	Looking at them now, I can't believe I didn't see how perfect
context: in love with\Always liked\Wants all of\Now everyone, please be sure to spread the good news!\Didn't I say to leave me alone?!\They're so lovey-dovey.\Yeah, they were like that at the party too... Especially Kazehaya.\Looking at them now, I can't believe I didn't see how perfect response:	they were for each other until now.
context: Always liked\Wants all of\Now everyone, please be sure to spread the good news!\Didn't I say to leave me alone?!\They're so lovey-dovey.\Yeah, they were like that at the party too... Especially Kazehaya.\Looking at them now, I can't believe I didn't see how perfect\they were for each other until now. response:	Really?
context: Wants all of\Now everyone, please be sure to spread the good news!\Didn't I say to leave me alone?!\They're so lovey-dovey.\Yeah, they were like that at the party too... Especially Kazehaya.\Looking at them now, I can't believe I didn't see how perfect\they were for each other until now.\Really? response:	This is how it should be.
context: Now everyone, please be sure to spread the good news!\Didn't I say to leave me alone?!\They're so lovey-dovey.\Yeah, they were like that at the party too... Especially Kazehaya.\Looking at them now, I can't believe I didn't see how perfect\they were for each other until now.\Really?\This is how it should be. response:	But really...
context: Didn't I say to leave me alone?!\They're so lovey-dovey.\Yeah, they were like that at the party too... Especially Kazehaya.\Looking at them now, I can't believe I didn't see how perfect\they were for each other until now.\Really?\This is how it should be.\But really... response:	No one thought Kurumi would be the heartbroken one,
context: They're so lovey-dovey.\Yeah, they were like that at the party too... Especially Kazehaya.\Looking at them now, I can't believe I didn't see how perfect\they were for each other until now.\Really?\This is how it should be.\But really...\No one thought Kurumi would be the heartbroken one, response:	and Sadako the winner.
context: Yeah, they were like that at the party too... Especially Kazehaya.\Looking at them now, I can't believe I didn't see how perfect\they were for each other until now.\Really?\This is how it should be.\But really...\No one thought Kurumi would be the heartbroken one,\and Sadako the winner. response:	douka ima dake wa furimukanaide
context: Looking at them now, I can't believe I didn't see how perfect\they were for each other until now.\Really?\This is how it should be.\But really...\No one thought Kurumi would be the heartbroken one,\and Sadako the winner.\douka ima dake wa furimukanaide response:	Please don't look at me right now
context: they were for each other until now.\Really?\This is how it should be.\But really...\No one thought Kurumi would be the heartbroken one,\and Sadako the winner.\douka ima dake wa furimukanaide\Please don't look at me right now response:	yuugure sawagu kaze
context: Really?\This is how it should be.\But really...\No one thought Kurumi would be the heartbroken one,\and Sadako the winner.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze response:	The sun's set, the wind's blowing,
context: This is how it should be.\But really...\No one thought Kurumi would be the heartbroken one,\and Sadako the winner.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing, response:	furesouna kyouri
context: But really...\No one thought Kurumi would be the heartbroken one,\and Sadako the winner.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri response:	and we're so close that we can almost touch
context: No one thought Kurumi would be the heartbroken one,\and Sadako the winner.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch response:	kimi wo mitsumeteru zutto
context: and Sadako the winner.\douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto response:	My gaze has always been fixed on you
context: douka ima dake wa furimukanaide\Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you response:	kimi ga suki de
context: Please don't look at me right now\yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de response:	I like you
context: yuugure sawagu kaze\The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you response:	kimi ga suki de
context: The sun's set, the wind's blowing,\furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de response:	I've always liked you
context: furesouna kyouri\and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you response:	kono omoi koi demo ii
context: and we're so close that we can almost touch\kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii response:	I don't mind if this emotion is what they call love,
context: kimi wo mitsumeteru zutto\My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love, response:	kizu tsuitemo ii
context: My gaze has always been fixed on you\kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii response:	and I don't care if I get hurt by it
context: kimi ga suki de\I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it response:	nando demo tsutaetai
context: I like you\kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai response:	I just want to tell you, over and over again
context: kimi ga suki de\I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again response:	kimi ni todoke
context: I've always liked you\kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke response:	I want to reach you
context: kono omoi koi demo ii\I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you response:	Preview
context: I don't mind if this emotion is what they call love,\kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you\Preview response:	An Important Person
context: kizu tsuitemo ii\and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you\Preview\An Important Person response:	My story has only just begun.
context: and I don't care if I get hurt by it\nando demo tsutaetai\I just want to tell you, over and over again\kimi ni todoke\I want to reach you\Preview\An Important Person\My story has only just begun. response:	Next time: An Important Person.
