context: Ichika likes you. response:	What do you want?
context: Did you really make this, Miku?\Yup.\We can't quite sell this yet.\I'm glad you got this far, though, Miku-chan.\Thank you, manager.\Let's have Uesugi-san try this.\I bet he'll be surprised.\It's not that good yet. response:	Did you say you were aiming for the school trip?
context: Yup.\We can't quite sell this yet.\I'm glad you got this far, though, Miku-chan.\Thank you, manager.\Let's have Uesugi-san try this.\I bet he'll be surprised.\It's not that good yet.\Did you say you were aiming for the school trip? response:	Yes.
context: We can't quite sell this yet.\I'm glad you got this far, though, Miku-chan.\Thank you, manager.\Let's have Uesugi-san try this.\I bet he'll be surprised.\It's not that good yet.\Did you say you were aiming for the school trip?\Yes. response:	Lunch on the first day is supposed to be up to us.
context: I'm glad you got this far, though, Miku-chan.\Thank you, manager.\Let's have Uesugi-san try this.\I bet he'll be surprised.\It's not that good yet.\Did you say you were aiming for the school trip?\Yes.\Lunch on the first day is supposed to be up to us. response:	In raiding and plundering be like fire.
context: Thank you, manager.\Let's have Uesugi-san try this.\I bet he'll be surprised.\It's not that good yet.\Did you say you were aiming for the school trip?\Yes.\Lunch on the first day is supposed to be up to us.\In raiding and plundering be like fire. response:	I'm going to give him my best one when we're there.
context: Let's have Uesugi-san try this.\I bet he'll be surprised.\It's not that good yet.\Did you say you were aiming for the school trip?\Yes.\Lunch on the first day is supposed to be up to us.\In raiding and plundering be like fire.\I'm going to give him my best one when we're there. response:	I see!
context: I bet he'll be surprised.\It's not that good yet.\Did you say you were aiming for the school trip?\Yes.\Lunch on the first day is supposed to be up to us.\In raiding and plundering be like fire.\I'm going to give him my best one when we're there.\I see! response:	I'm sure he'll love it.
context: It's not that good yet.\Did you say you were aiming for the school trip?\Yes.\Lunch on the first day is supposed to be up to us.\In raiding and plundering be like fire.\I'm going to give him my best one when we're there.\I see!\I'm sure he'll love it. response:	There's one more problem, though.
context: Did you say you were aiming for the school trip?\Yes.\Lunch on the first day is supposed to be up to us.\In raiding and plundering be like fire.\I'm going to give him my best one when we're there.\I see!\I'm sure he'll love it.\There's one more problem, though. response:	We might not be able to spend lunch together if we aren't in the same group.
context: Yes.\Lunch on the first day is supposed to be up to us.\In raiding and plundering be like fire.\I'm going to give him my best one when we're there.\I see!\I'm sure he'll love it.\There's one more problem, though.\We might not be able to spend lunch together if we aren't in the same group. response:	I want to tour Kyoto with him more than anything.
context: Lunch on the first day is supposed to be up to us.\In raiding and plundering be like fire.\I'm going to give him my best one when we're there.\I see!\I'm sure he'll love it.\There's one more problem, though.\We might not be able to spend lunch together if we aren't in the same group.\I want to tour Kyoto with him more than anything. response:	Miku...
context: In raiding and plundering be like fire.\I'm going to give him my best one when we're there.\I see!\I'm sure he'll love it.\There's one more problem, though.\We might not be able to spend lunch together if we aren't in the same group.\I want to tour Kyoto with him more than anything.\Miku... response:	Leave this to me!
context: I'm going to give him my best one when we're there.\I see!\I'm sure he'll love it.\There's one more problem, though.\We might not be able to spend lunch together if we aren't in the same group.\I want to tour Kyoto with him more than anything.\Miku...\Leave this to me! response:	School Trip
context: I see!\I'm sure he'll love it.\There's one more problem, though.\We might not be able to spend lunch together if we aren't in the same group.\I want to tour Kyoto with him more than anything.\Miku...\Leave this to me!\School Trip response:	With the national mock exams over,
context: I'm sure he'll love it.\There's one more problem, though.\We might not be able to spend lunch together if we aren't in the same group.\I want to tour Kyoto with him more than anything.\Miku...\Leave this to me!\School Trip\With the national mock exams over, response:	I'd like to discuss the school trip.
context: There's one more problem, though.\We might not be able to spend lunch together if we aren't in the same group.\I want to tour Kyoto with him more than anything.\Miku...\Leave this to me!\School Trip\With the national mock exams over,\I'd like to discuss the school trip. response:	We'll be forming groups for our activities.
context: We might not be able to spend lunch together if we aren't in the same group.\I want to tour Kyoto with him more than anything.\Miku...\Leave this to me!\School Trip\With the national mock exams over,\I'd like to discuss the school trip.\We'll be forming groups for our activities. response:	Each group can have up to five people.
context: I want to tour Kyoto with him more than anything.\Miku...\Leave this to me!\School Trip\With the national mock exams over,\I'd like to discuss the school trip.\We'll be forming groups for our activities.\Each group can have up to five people. response:	Let's see...
context: Miku...\Leave this to me!\School Trip\With the national mock exams over,\I'd like to discuss the school trip.\We'll be forming groups for our activities.\Each group can have up to five people.\Let's see... response:	Where is Uesugi-san?
context: Leave this to me!\School Trip\With the national mock exams over,\I'd like to discuss the school trip.\We'll be forming groups for our activities.\Each group can have up to five people.\Let's see...\Where is Uesugi-san? response:	There!
context: School Trip\With the national mock exams over,\I'd like to discuss the school trip.\We'll be forming groups for our activities.\Each group can have up to five people.\Let's see...\Where is Uesugi-san?\There! response:	Hey! Uesugi
context: With the national mock exams over,\I'd like to discuss the school trip.\We'll be forming groups for our activities.\Each group can have up to five people.\Let's see...\Where is Uesugi-san?\There!\Hey! Uesugi response:	Yotsuba.
context: I'd like to discuss the school trip.\We'll be forming groups for our activities.\Each group can have up to five people.\Let's see...\Where is Uesugi-san?\There!\Hey! Uesugi\Yotsuba. response:	Over here.
context: We'll be forming groups for our activities.\Each group can have up to five people.\Let's see...\Where is Uesugi-san?\There!\Hey! Uesugi\Yotsuba.\Over here. response:	What's up, Ichika?
context: Each group can have up to five people.\Let's see...\Where is Uesugi-san?\There!\Hey! Uesugi\Yotsuba.\Over here.\What's up, Ichika? response:	I can't wait for the school trip, can you?
context: Let's see...\Where is Uesugi-san?\There!\Hey! Uesugi\Yotsuba.\Over here.\What's up, Ichika?\I can't wait for the school trip, can you? response:	People are having trouble with forming groups of five or less...
context: Where is Uesugi-san?\There!\Hey! Uesugi\Yotsuba.\Over here.\What's up, Ichika?\I can't wait for the school trip, can you?\People are having trouble with forming groups of five or less... response:	but it's perfect for us, huh?
context: There!\Hey! Uesugi\Yotsuba.\Over here.\What's up, Ichika?\I can't wait for the school trip, can you?\People are having trouble with forming groups of five or less...\but it's perfect for us, huh? response:	Good thing we're quintuplets, huh?
context: Hey! Uesugi\Yotsuba.\Over here.\What's up, Ichika?\I can't wait for the school trip, can you?\People are having trouble with forming groups of five or less...\but it's perfect for us, huh?\Good thing we're quintuplets, huh? response:	But what about Futaro-kun?
context: Yotsuba.\Over here.\What's up, Ichika?\I can't wait for the school trip, can you?\People are having trouble with forming groups of five or less...\but it's perfect for us, huh?\Good thing we're quintuplets, huh?\But what about Futaro-kun? response:	He's a third-year, and he doesn't seem to have any friends.
context: Over here.\What's up, Ichika?\I can't wait for the school trip, can you?\People are having trouble with forming groups of five or less...\but it's perfect for us, huh?\Good thing we're quintuplets, huh?\But what about Futaro-kun?\He's a third-year, and he doesn't seem to have any friends. response:	I'm worried about him.
context: What's up, Ichika?\I can't wait for the school trip, can you?\People are having trouble with forming groups of five or less...\but it's perfect for us, huh?\Good thing we're quintuplets, huh?\But what about Futaro-kun?\He's a third-year, and he doesn't seem to have any friends.\I'm worried about him. response:	Um... In that case...
context: I can't wait for the school trip, can you?\People are having trouble with forming groups of five or less...\but it's perfect for us, huh?\Good thing we're quintuplets, huh?\But what about Futaro-kun?\He's a third-year, and he doesn't seem to have any friends.\I'm worried about him.\Um... In that case... response:	All right.
context: People are having trouble with forming groups of five or less...\but it's perfect for us, huh?\Good thing we're quintuplets, huh?\But what about Futaro-kun?\He's a third-year, and he doesn't seem to have any friends.\I'm worried about him.\Um... In that case...\All right. response:	We should make a sacrifice for him.
context: but it's perfect for us, huh?\Good thing we're quintuplets, huh?\But what about Futaro-kun?\He's a third-year, and he doesn't seem to have any friends.\I'm worried about him.\Um... In that case...\All right.\We should make a sacrifice for him. response:	Ichika?
context: Good thing we're quintuplets, huh?\But what about Futaro-kun?\He's a third-year, and he doesn't seem to have any friends.\I'm worried about him.\Um... In that case...\All right.\We should make a sacrifice for him.\Ichika? response:	You, me, and Futaro-kun should form a group.
context: But what about Futaro-kun?\He's a third-year, and he doesn't seem to have any friends.\I'm worried about him.\Um... In that case...\All right.\We should make a sacrifice for him.\Ichika?\You, me, and Futaro-kun should form a group. response:	Is that okay?
context: He's a third-year, and he doesn't seem to have any friends.\I'm worried about him.\Um... In that case...\All right.\We should make a sacrifice for him.\Ichika?\You, me, and Futaro-kun should form a group.\Is that okay? response:	Huh? Ichika!
context: I'm worried about him.\Um... In that case...\All right.\We should make a sacrifice for him.\Ichika?\You, me, and Futaro-kun should form a group.\Is that okay?\Huh? Ichika! response:	Sorry, I got a call.
context: Um... In that case...\All right.\We should make a sacrifice for him.\Ichika?\You, me, and Futaro-kun should form a group.\Is that okay?\Huh? Ichika!\Sorry, I got a call. response:	Okay, take care of it!
context: All right.\We should make a sacrifice for him.\Ichika?\You, me, and Futaro-kun should form a group.\Is that okay?\Huh? Ichika!\Sorry, I got a call.\Okay, take care of it! response:	Jeez, Onii-chan.
context: We should make a sacrifice for him.\Ichika?\You, me, and Futaro-kun should form a group.\Is that okay?\Huh? Ichika!\Sorry, I got a call.\Okay, take care of it!\Jeez, Onii-chan. response:	You're glued to your desk again on your day off.
context: Ichika?\You, me, and Futaro-kun should form a group.\Is that okay?\Huh? Ichika!\Sorry, I got a call.\Okay, take care of it!\Jeez, Onii-chan.\You're glued to your desk again on your day off. response:	What else am I supposed to do on my precious day off?
context: You, me, and Futaro-kun should form a group.\Is that okay?\Huh? Ichika!\Sorry, I got a call.\Okay, take care of it!\Jeez, Onii-chan.\You're glued to your desk again on your day off.\What else am I supposed to do on my precious day off? response:	Oh, right, I have to thank you for the birthday party.
context: Is that okay?\Huh? Ichika!\Sorry, I got a call.\Okay, take care of it!\Jeez, Onii-chan.\You're glued to your desk again on your day off.\What else am I supposed to do on my precious day off?\Oh, right, I have to thank you for the birthday party. response:	Is it a gift?!
context: Huh? Ichika!\Sorry, I got a call.\Okay, take care of it!\Jeez, Onii-chan.\You're glued to your desk again on your day off.\What else am I supposed to do on my precious day off?\Oh, right, I have to thank you for the birthday party.\Is it a gift?! response:	What is it?
context: Sorry, I got a call.\Okay, take care of it!\Jeez, Onii-chan.\You're glued to your desk again on your day off.\What else am I supposed to do on my precious day off?\Oh, right, I have to thank you for the birthday party.\Is it a gift?!\What is it? response:	Super easy-to-understand Exam questions
context: Okay, take care of it!\Jeez, Onii-chan.\You're glued to your desk again on your day off.\What else am I supposed to do on my precious day off?\Oh, right, I have to thank you for the birthday party.\Is it a gift?!\What is it?\Super easy-to-understand Exam questions response:	No thanks.
context: Jeez, Onii-chan.\You're glued to your desk again on your day off.\What else am I supposed to do on my precious day off?\Oh, right, I have to thank you for the birthday party.\Is it a gift?!\What is it?\Super easy-to-understand Exam questions\No thanks. response:	You don't need to thank me.
context: You're glued to your desk again on your day off.\What else am I supposed to do on my precious day off?\Oh, right, I have to thank you for the birthday party.\Is it a gift?!\What is it?\Super easy-to-understand Exam questions\No thanks.\You don't need to thank me. response:	You should be thanking Yotsuba-san.
context: What else am I supposed to do on my precious day off?\Oh, right, I have to thank you for the birthday party.\Is it a gift?!\What is it?\Super easy-to-understand Exam questions\No thanks.\You don't need to thank me.\You should be thanking Yotsuba-san. response:	Why would you bring up Yotsuba?
context: Oh, right, I have to thank you for the birthday party.\Is it a gift?!\What is it?\Super easy-to-understand Exam questions\No thanks.\You don't need to thank me.\You should be thanking Yotsuba-san.\Why would you bring up Yotsuba? response:	I knew you'd forget!
context: Is it a gift?!\What is it?\Super easy-to-understand Exam questions\No thanks.\You don't need to thank me.\You should be thanking Yotsuba-san.\Why would you bring up Yotsuba?\I knew you'd forget! response:	Didn't she help you at school camp?
context: What is it?\Super easy-to-understand Exam questions\No thanks.\You don't need to thank me.\You should be thanking Yotsuba-san.\Why would you bring up Yotsuba?\I knew you'd forget!\Didn't she help you at school camp? response:	I told you, you need to give her something in return.
context: Super easy-to-understand Exam questions\No thanks.\You don't need to thank me.\You should be thanking Yotsuba-san.\Why would you bring up Yotsuba?\I knew you'd forget!\Didn't she help you at school camp?\I told you, you need to give her something in return. response:	It's a new school year. I can't believe you'd just left it.
context: No thanks.\You don't need to thank me.\You should be thanking Yotsuba-san.\Why would you bring up Yotsuba?\I knew you'd forget!\Didn't she help you at school camp?\I told you, you need to give her something in return.\It's a new school year. I can't believe you'd just left it. response:	That's what's wrong with you, Onii-chan!
context: You don't need to thank me.\You should be thanking Yotsuba-san.\Why would you bring up Yotsuba?\I knew you'd forget!\Didn't she help you at school camp?\I told you, you need to give her something in return.\It's a new school year. I can't believe you'd just left it.\That's what's wrong with you, Onii-chan! response:	Huh? A gift for me?
context: You should be thanking Yotsuba-san.\Why would you bring up Yotsuba?\I knew you'd forget!\Didn't she help you at school camp?\I told you, you need to give her something in return.\It's a new school year. I can't believe you'd just left it.\That's what's wrong with you, Onii-chan!\Huh? A gift for me? response:	From you?
context: Why would you bring up Yotsuba?\I knew you'd forget!\Didn't she help you at school camp?\I told you, you need to give her something in return.\It's a new school year. I can't believe you'd just left it.\That's what's wrong with you, Onii-chan!\Huh? A gift for me?\From you? response:	My budget is 1,000... 1,500 yen.
context: I knew you'd forget!\Didn't she help you at school camp?\I told you, you need to give her something in return.\It's a new school year. I can't believe you'd just left it.\That's what's wrong with you, Onii-chan!\Huh? A gift for me?\From you?\My budget is 1,000... 1,500 yen. response:	Is that why you showed up here out of nowhere?
context: Didn't she help you at school camp?\I told you, you need to give her something in return.\It's a new school year. I can't believe you'd just left it.\That's what's wrong with you, Onii-chan!\Huh? A gift for me?\From you?\My budget is 1,000... 1,500 yen.\Is that why you showed up here out of nowhere? response:	It's so like you to ask, though.
context: I told you, you need to give her something in return.\It's a new school year. I can't believe you'd just left it.\That's what's wrong with you, Onii-chan!\Huh? A gift for me?\From you?\My budget is 1,000... 1,500 yen.\Is that why you showed up here out of nowhere?\It's so like you to ask, though. response:	Shouldn't you make it a surprise or something?
context: It's a new school year. I can't believe you'd just left it.\That's what's wrong with you, Onii-chan!\Huh? A gift for me?\From you?\My budget is 1,000... 1,500 yen.\Is that why you showed up here out of nowhere?\It's so like you to ask, though.\Shouldn't you make it a surprise or something? response:	I'm tired of giving gifts that people don't want.
context: That's what's wrong with you, Onii-chan!\Huh? A gift for me?\From you?\My budget is 1,000... 1,500 yen.\Is that why you showed up here out of nowhere?\It's so like you to ask, though.\Shouldn't you make it a surprise or something?\I'm tired of giving gifts that people don't want. response:	Just tell me what you want.
context: Huh? A gift for me?\From you?\My budget is 1,000... 1,500 yen.\Is that why you showed up here out of nowhere?\It's so like you to ask, though.\Shouldn't you make it a surprise or something?\I'm tired of giving gifts that people don't want.\Just tell me what you want. response:	Let's see...
context: From you?\My budget is 1,000... 1,500 yen.\Is that why you showed up here out of nowhere?\It's so like you to ask, though.\Shouldn't you make it a surprise or something?\I'm tired of giving gifts that people don't want.\Just tell me what you want.\Let's see... response:	I know a good place to go.
context: My budget is 1,000... 1,500 yen.\Is that why you showed up here out of nowhere?\It's so like you to ask, though.\Shouldn't you make it a surprise or something?\I'm tired of giving gifts that people don't want.\Just tell me what you want.\Let's see...\I know a good place to go. response:	This is going to be a fun day!
context: Is that why you showed up here out of nowhere?\It's so like you to ask, though.\Shouldn't you make it a surprise or something?\I'm tired of giving gifts that people don't want.\Just tell me what you want.\Let's see...\I know a good place to go.\This is going to be a fun day! response:	You sure?
context: It's so like you to ask, though.\Shouldn't you make it a surprise or something?\I'm tired of giving gifts that people don't want.\Just tell me what you want.\Let's see...\I know a good place to go.\This is going to be a fun day!\You sure? response:	So far, we're just walking.
context: Shouldn't you make it a surprise or something?\I'm tired of giving gifts that people don't want.\Just tell me what you want.\Let's see...\I know a good place to go.\This is going to be a fun day!\You sure?\So far, we're just walking. response:	That's why it's fun.
context: I'm tired of giving gifts that people don't want.\Just tell me what you want.\Let's see...\I know a good place to go.\This is going to be a fun day!\You sure?\So far, we're just walking.\That's why it's fun. response:	This is a date.
context: Just tell me what you want.\Let's see...\I know a good place to go.\This is going to be a fun day!\You sure?\So far, we're just walking.\That's why it's fun.\This is a date. response:	Wh-Why don't we go for lunch first?
context: Let's see...\I know a good place to go.\This is going to be a fun day!\You sure?\So far, we're just walking.\That's why it's fun.\This is a date.\Wh-Why don't we go for lunch first? response:	Lunch, huh? I'm up for anything.
context: I know a good place to go.\This is going to be a fun day!\You sure?\So far, we're just walking.\That's why it's fun.\This is a date.\Wh-Why don't we go for lunch first?\Lunch, huh? I'm up for anything. response:	This restaurant is Itsuki's favorite.
context: This is going to be a fun day!\You sure?\So far, we're just walking.\That's why it's fun.\This is a date.\Wh-Why don't we go for lunch first?\Lunch, huh? I'm up for anything.\This restaurant is Itsuki's favorite. response:	There's no way we're going to eat here for under 1,500 yen.
context: You sure?\So far, we're just walking.\That's why it's fun.\This is a date.\Wh-Why don't we go for lunch first?\Lunch, huh? I'm up for anything.\This restaurant is Itsuki's favorite.\There's no way we're going to eat here for under 1,500 yen. response:	This is the spa Miku was a member at.
context: So far, we're just walking.\That's why it's fun.\This is a date.\Wh-Why don't we go for lunch first?\Lunch, huh? I'm up for anything.\This restaurant is Itsuki's favorite.\There's no way we're going to eat here for under 1,500 yen.\This is the spa Miku was a member at. response:	No way!
context: That's why it's fun.\This is a date.\Wh-Why don't we go for lunch first?\Lunch, huh? I'm up for anything.\This restaurant is Itsuki's favorite.\There's no way we're going to eat here for under 1,500 yen.\This is the spa Miku was a member at.\No way! response:	Cursed Reply
context: This is a date.\Wh-Why don't we go for lunch first?\Lunch, huh? I'm up for anything.\This restaurant is Itsuki's favorite.\There's no way we're going to eat here for under 1,500 yen.\This is the spa Miku was a member at.\No way!\Cursed Reply response:	The movie Ichika's in.
context: Wh-Why don't we go for lunch first?\Lunch, huh? I'm up for anything.\This restaurant is Itsuki's favorite.\There's no way we're going to eat here for under 1,500 yen.\This is the spa Miku was a member at.\No way!\Cursed Reply\The movie Ichika's in. response:	Ooh.
context: Lunch, huh? I'm up for anything.\This restaurant is Itsuki's favorite.\There's no way we're going to eat here for under 1,500 yen.\This is the spa Miku was a member at.\No way!\Cursed Reply\The movie Ichika's in.\Ooh. response:	Good thing she gave me tickets.
context: This restaurant is Itsuki's favorite.\There's no way we're going to eat here for under 1,500 yen.\This is the spa Miku was a member at.\No way!\Cursed Reply\The movie Ichika's in.\Ooh.\Good thing she gave me tickets. response:	That wouldn't make it a gift from me.
context: There's no way we're going to eat here for under 1,500 yen.\This is the spa Miku was a member at.\No way!\Cursed Reply\The movie Ichika's in.\Ooh.\Good thing she gave me tickets.\That wouldn't make it a gift from me. response:	Finally, I found it!
context: This is the spa Miku was a member at.\No way!\Cursed Reply\The movie Ichika's in.\Ooh.\Good thing she gave me tickets.\That wouldn't make it a gift from me.\Finally, I found it! response:	I've been looking for this.
context: No way!\Cursed Reply\The movie Ichika's in.\Ooh.\Good thing she gave me tickets.\That wouldn't make it a gift from me.\Finally, I found it!\I've been looking for this. response:	Clothes, huh?
context: Cursed Reply\The movie Ichika's in.\Ooh.\Good thing she gave me tickets.\That wouldn't make it a gift from me.\Finally, I found it!\I've been looking for this.\Clothes, huh? response:	I'll buy you that, then.
context: The movie Ichika's in.\Ooh.\Good thing she gave me tickets.\That wouldn't make it a gift from me.\Finally, I found it!\I've been looking for this.\Clothes, huh?\I'll buy you that, then. response:	I wouldn't mind going a little over budget.
context: Ooh.\Good thing she gave me tickets.\That wouldn't make it a gift from me.\Finally, I found it!\I've been looking for this.\Clothes, huh?\I'll buy you that, then.\I wouldn't mind going a little over budget. response:	Yay!
context: Good thing she gave me tickets.\That wouldn't make it a gift from me.\Finally, I found it!\I've been looking for this.\Clothes, huh?\I'll buy you that, then.\I wouldn't mind going a little over budget.\Yay! response:	Nino's been wanting this.
context: That wouldn't make it a gift from me.\Finally, I found it!\I've been looking for this.\Clothes, huh?\I'll buy you that, then.\I wouldn't mind going a little over budget.\Yay!\Nino's been wanting this. response:	I bet she'll be happy.
context: Finally, I found it!\I've been looking for this.\Clothes, huh?\I'll buy you that, then.\I wouldn't mind going a little over budget.\Yay!\Nino's been wanting this.\I bet she'll be happy. response:	Hang on a second.
context: I've been looking for this.\Clothes, huh?\I'll buy you that, then.\I wouldn't mind going a little over budget.\Yay!\Nino's been wanting this.\I bet she'll be happy.\Hang on a second. response:	Yotsuba, what is it that you want?
context: Clothes, huh?\I'll buy you that, then.\I wouldn't mind going a little over budget.\Yay!\Nino's been wanting this.\I bet she'll be happy.\Hang on a second.\Yotsuba, what is it that you want? response:	The restaurant, the spa, the theater, shopping...
context: I'll buy you that, then.\I wouldn't mind going a little over budget.\Yay!\Nino's been wanting this.\I bet she'll be happy.\Hang on a second.\Yotsuba, what is it that you want?\The restaurant, the spa, the theater, shopping... response:	None of it was about you.
context: I wouldn't mind going a little over budget.\Yay!\Nino's been wanting this.\I bet she'll be happy.\Hang on a second.\Yotsuba, what is it that you want?\The restaurant, the spa, the theater, shopping...\None of it was about you. response:	Um, just give me a second.
context: Yay!\Nino's been wanting this.\I bet she'll be happy.\Hang on a second.\Yotsuba, what is it that you want?\The restaurant, the spa, the theater, shopping...\None of it was about you.\Um, just give me a second. response:	I'm going to think about it.
context: Nino's been wanting this.\I bet she'll be happy.\Hang on a second.\Yotsuba, what is it that you want?\The restaurant, the spa, the theater, shopping...\None of it was about you.\Um, just give me a second.\I'm going to think about it. response:	Uh...
context: I bet she'll be happy.\Hang on a second.\Yotsuba, what is it that you want?\The restaurant, the spa, the theater, shopping...\None of it was about you.\Um, just give me a second.\I'm going to think about it.\Uh... response:	Uesugi-san, what is it that I want?
context: Hang on a second.\Yotsuba, what is it that you want?\The restaurant, the spa, the theater, shopping...\None of it was about you.\Um, just give me a second.\I'm going to think about it.\Uh...\Uesugi-san, what is it that I want? response:	Nakano
context: Yotsuba, what is it that you want?\The restaurant, the spa, the theater, shopping...\None of it was about you.\Um, just give me a second.\I'm going to think about it.\Uh...\Uesugi-san, what is it that I want?\Nakano response:	Where has Yotsuba gone?
context: The restaurant, the spa, the theater, shopping...\None of it was about you.\Um, just give me a second.\I'm going to think about it.\Uh...\Uesugi-san, what is it that I want?\Nakano\Where has Yotsuba gone? response:	We were supposed to clean up around the house today.
context: None of it was about you.\Um, just give me a second.\I'm going to think about it.\Uh...\Uesugi-san, what is it that I want?\Nakano\Where has Yotsuba gone?\We were supposed to clean up around the house today. response:	Itsuki-chan, do you recognize this box?
context: Um, just give me a second.\I'm going to think about it.\Uh...\Uesugi-san, what is it that I want?\Nakano\Where has Yotsuba gone?\We were supposed to clean up around the house today.\Itsuki-chan, do you recognize this box? response:	Oh, that's my stuff.
context: I'm going to think about it.\Uh...\Uesugi-san, what is it that I want?\Nakano\Where has Yotsuba gone?\We were supposed to clean up around the house today.\Itsuki-chan, do you recognize this box?\Oh, that's my stuff. response:	I packed up some clothes that I don't think I'll be wearing.
context: Uh...\Uesugi-san, what is it that I want?\Nakano\Where has Yotsuba gone?\We were supposed to clean up around the house today.\Itsuki-chan, do you recognize this box?\Oh, that's my stuff.\I packed up some clothes that I don't think I'll be wearing. response:	You should throw it out if you don't need it.
context: Uesugi-san, what is it that I want?\Nakano\Where has Yotsuba gone?\We were supposed to clean up around the house today.\Itsuki-chan, do you recognize this box?\Oh, that's my stuff.\I packed up some clothes that I don't think I'll be wearing.\You should throw it out if you don't need it. response:	Not that I can talk.
context: Nakano\Where has Yotsuba gone?\We were supposed to clean up around the house today.\Itsuki-chan, do you recognize this box?\Oh, that's my stuff.\I packed up some clothes that I don't think I'll be wearing.\You should throw it out if you don't need it.\Not that I can talk. response:	Itsuki-chan, you dropped something.
context: Where has Yotsuba gone?\We were supposed to clean up around the house today.\Itsuki-chan, do you recognize this box?\Oh, that's my stuff.\I packed up some clothes that I don't think I'll be wearing.\You should throw it out if you don't need it.\Not that I can talk.\Itsuki-chan, you dropped something. response:	This is from Kyoto.
context: We were supposed to clean up around the house today.\Itsuki-chan, do you recognize this box?\Oh, that's my stuff.\I packed up some clothes that I don't think I'll be wearing.\You should throw it out if you don't need it.\Not that I can talk.\Itsuki-chan, you dropped something.\This is from Kyoto. response:	I see.
context: Itsuki-chan, do you recognize this box?\Oh, that's my stuff.\I packed up some clothes that I don't think I'll be wearing.\You should throw it out if you don't need it.\Not that I can talk.\Itsuki-chan, you dropped something.\This is from Kyoto.\I see. response:	Huh...
context: Oh, that's my stuff.\I packed up some clothes that I don't think I'll be wearing.\You should throw it out if you don't need it.\Not that I can talk.\Itsuki-chan, you dropped something.\This is from Kyoto.\I see.\Huh... response:	I'm surprised you know a place like this.
context: I packed up some clothes that I don't think I'll be wearing.\You should throw it out if you don't need it.\Not that I can talk.\Itsuki-chan, you dropped something.\This is from Kyoto.\I see.\Huh...\I'm surprised you know a place like this. response:	I come to this park often.
context: You should throw it out if you don't need it.\Not that I can talk.\Itsuki-chan, you dropped something.\This is from Kyoto.\I see.\Huh...\I'm surprised you know a place like this.\I come to this park often. response:	I hop on the swing when I'm a bit bummed.
context: Not that I can talk.\Itsuki-chan, you dropped something.\This is from Kyoto.\I see.\Huh...\I'm surprised you know a place like this.\I come to this park often.\I hop on the swing when I'm a bit bummed. response:	I-I guess this is nothing fancy, though.
context: Itsuki-chan, you dropped something.\This is from Kyoto.\I see.\Huh...\I'm surprised you know a place like this.\I come to this park often.\I hop on the swing when I'm a bit bummed.\I-I guess this is nothing fancy, though. response:	Let's go somewhere nicer.
context: This is from Kyoto.\I see.\Huh...\I'm surprised you know a place like this.\I come to this park often.\I hop on the swing when I'm a bit bummed.\I-I guess this is nothing fancy, though.\Let's go somewhere nicer. response:	It's been a while, but I've still got it.
context: I see.\Huh...\I'm surprised you know a place like this.\I come to this park often.\I hop on the swing when I'm a bit bummed.\I-I guess this is nothing fancy, though.\Let's go somewhere nicer.\It's been a while, but I've still got it. response:	Uesugi-san?
context: Huh...\I'm surprised you know a place like this.\I come to this park often.\I hop on the swing when I'm a bit bummed.\I-I guess this is nothing fancy, though.\Let's go somewhere nicer.\It's been a while, but I've still got it.\Uesugi-san? response:	Are you impressed, Yotsuba?
context: I'm surprised you know a place like this.\I come to this park often.\I hop on the swing when I'm a bit bummed.\I-I guess this is nothing fancy, though.\Let's go somewhere nicer.\It's been a while, but I've still got it.\Uesugi-san?\Are you impressed, Yotsuba? response:	Jeez, you're like a child.
context: I come to this park often.\I hop on the swing when I'm a bit bummed.\I-I guess this is nothing fancy, though.\Let's go somewhere nicer.\It's been a while, but I've still got it.\Uesugi-san?\Are you impressed, Yotsuba?\Jeez, you're like a child. response:	Besides, that's not that impressive.
context: I hop on the swing when I'm a bit bummed.\I-I guess this is nothing fancy, though.\Let's go somewhere nicer.\It's been a while, but I've still got it.\Uesugi-san?\Are you impressed, Yotsuba?\Jeez, you're like a child.\Besides, that's not that impressive. response:	I'll show you how it's done. Watch this.
context: I-I guess this is nothing fancy, though.\Let's go somewhere nicer.\It's been a while, but I've still got it.\Uesugi-san?\Are you impressed, Yotsuba?\Jeez, you're like a child.\Besides, that's not that impressive.\I'll show you how it's done. Watch this. response:	See? How's that!
context: Let's go somewhere nicer.\It's been a while, but I've still got it.\Uesugi-san?\Are you impressed, Yotsuba?\Jeez, you're like a child.\Besides, that's not that impressive.\I'll show you how it's done. Watch this.\See? How's that! response:	I can go even higher!
context: It's been a while, but I've still got it.\Uesugi-san?\Are you impressed, Yotsuba?\Jeez, you're like a child.\Besides, that's not that impressive.\I'll show you how it's done. Watch this.\See? How's that!\I can go even higher! response:	I like this view you get when you swing full force.
context: Uesugi-san?\Are you impressed, Yotsuba?\Jeez, you're like a child.\Besides, that's not that impressive.\I'll show you how it's done. Watch this.\See? How's that!\I can go even higher!\I like this view you get when you swing full force. response:	It's not exactly a million-dollar nightscape,
context: Are you impressed, Yotsuba?\Jeez, you're like a child.\Besides, that's not that impressive.\I'll show you how it's done. Watch this.\See? How's that!\I can go even higher!\I like this view you get when you swing full force.\It's not exactly a million-dollar nightscape, response:	but when I imagine that there's a home a familyfor every light...
