context: 'Cause I'm better than you! response:	I can't see you even if I tried.
context: But in the end, I couldn't win and had to rely on it.\I've still got a long way to go...\That's why...\That's why...!\One day...\I just came to tell him I didn't trick him...\What am I...?\What the hell is that? response:	Borrowed power?
context: I've still got a long way to go...\That's why...\That's why...!\One day...\I just came to tell him I didn't trick him...\What am I...?\What the hell is that?\Borrowed power? response:	You're talking nonsense.
context: That's why...\That's why...!\One day...\I just came to tell him I didn't trick him...\What am I...?\What the hell is that?\Borrowed power?\You're talking nonsense. response:	What are you trying to do, make me out to be more of a fool than you already have?
context: That's why...!\One day...\I just came to tell him I didn't trick him...\What am I...?\What the hell is that?\Borrowed power?\You're talking nonsense.\What are you trying to do, make me out to be more of a fool than you already have? response:	Huh?!
context: One day...\I just came to tell him I didn't trick him...\What am I...?\What the hell is that?\Borrowed power?\You're talking nonsense.\What are you trying to do, make me out to be more of a fool than you already have?\Huh?! response:	What are you trying to say?
context: I just came to tell him I didn't trick him...\What am I...?\What the hell is that?\Borrowed power?\You're talking nonsense.\What are you trying to do, make me out to be more of a fool than you already have?\Huh?!\What are you trying to say? response:	Today, I lost to you...!
context: What am I...?\What the hell is that?\Borrowed power?\You're talking nonsense.\What are you trying to do, make me out to be more of a fool than you already have?\Huh?!\What are you trying to say?\Today, I lost to you...! response:	That's all it was...!
context: What the hell is that?\Borrowed power?\You're talking nonsense.\What are you trying to do, make me out to be more of a fool than you already have?\Huh?!\What are you trying to say?\Today, I lost to you...!\That's all it was...! response:	That's all!
context: Borrowed power?\You're talking nonsense.\What are you trying to do, make me out to be more of a fool than you already have?\Huh?!\What are you trying to say?\Today, I lost to you...!\That's all it was...!\That's all! response:	As I watched the ice guy...
context: You're talking nonsense.\What are you trying to do, make me out to be more of a fool than you already have?\Huh?!\What are you trying to say?\Today, I lost to you...!\That's all it was...!\That's all!\As I watched the ice guy... response:	Damn it!
context: What are you trying to do, make me out to be more of a fool than you already have?\Huh?!\What are you trying to say?\Today, I lost to you...!\That's all it was...!\That's all!\As I watched the ice guy...\Damn it! response:	I ended up agreeing with what that ponytail girl said!
context: Huh?!\What are you trying to say?\Today, I lost to you...!\That's all it was...!\That's all!\As I watched the ice guy...\Damn it!\I ended up agreeing with what that ponytail girl said! response:	Damn it!
context: What are you trying to say?\Today, I lost to you...!\That's all it was...!\That's all!\As I watched the ice guy...\Damn it!\I ended up agreeing with what that ponytail girl said!\Damn it! response:	Damn it, damn it!
context: Today, I lost to you...!\That's all it was...!\That's all!\As I watched the ice guy...\Damn it!\I ended up agreeing with what that ponytail girl said!\Damn it!\Damn it, damn it! response:	Hey, you too, Deku!
context: That's all it was...!\That's all!\As I watched the ice guy...\Damn it!\I ended up agreeing with what that ponytail girl said!\Damn it!\Damn it, damn it!\Hey, you too, Deku! response:	I'm just...!
context: That's all!\As I watched the ice guy...\Damn it!\I ended up agreeing with what that ponytail girl said!\Damn it!\Damn it, damn it!\Hey, you too, Deku!\I'm just...! response:	I'm just getting started!
context: As I watched the ice guy...\Damn it!\I ended up agreeing with what that ponytail girl said!\Damn it!\Damn it, damn it!\Hey, you too, Deku!\I'm just...!\I'm just getting started! response:	You hear?!
context: Damn it!\I ended up agreeing with what that ponytail girl said!\Damn it!\Damn it, damn it!\Hey, you too, Deku!\I'm just...!\I'm just getting started!\You hear?! response:	Here, I will become number one!
context: I ended up agreeing with what that ponytail girl said!\Damn it!\Damn it, damn it!\Hey, you too, Deku!\I'm just...!\I'm just getting started!\You hear?!\Here, I will become number one! response:	You won't beat me again, bastard!
context: Damn it!\Damn it, damn it!\Hey, you too, Deku!\I'm just...!\I'm just getting started!\You hear?!\Here, I will become number one!\You won't beat me again, bastard! response:	There he is!
context: Damn it, damn it!\Hey, you too, Deku!\I'm just...!\I'm just getting started!\You hear?!\Here, I will become number one!\You won't beat me again, bastard!\There he is! response:	Young...
context: Hey, you too, Deku!\I'm just...!\I'm just getting started!\You hear?!\Here, I will become number one!\You won't beat me again, bastard!\There he is!\Young... response:	Just so you know...
context: I'm just...!\I'm just getting started!\You hear?!\Here, I will become number one!\You won't beat me again, bastard!\There he is!\Young...\Just so you know... response:	You definitely have the abilities needed to become a pro.
context: I'm just getting started!\You hear?!\Here, I will become number one!\You won't beat me again, bastard!\There he is!\Young...\Just so you know...\You definitely have the abilities needed to become a pro. response:	You still have a lot of
context: You hear?!\Here, I will become number one!\You won't beat me again, bastard!\There he is!\Young...\Just so you know...\You definitely have the abilities needed to become a pro.\You still have a lot of response:	Let go of me, All Might.
context: Here, I will become number one!\You won't beat me again, bastard!\There he is!\Young...\Just so you know...\You definitely have the abilities needed to become a pro.\You still have a lot of\Let go of me, All Might. response:	I can't walk.
context: You won't beat me again, bastard!\There he is!\Young...\Just so you know...\You definitely have the abilities needed to become a pro.\You still have a lot of\Let go of me, All Might.\I can't walk. response:	I'll become a hero that surpasses even you without you telling me!
context: There he is!\Young...\Just so you know...\You definitely have the abilities needed to become a pro.\You still have a lot of\Let go of me, All Might.\I can't walk.\I'll become a hero that surpasses even you without you telling me! response:	Huh?
context: Young...\Just so you know...\You definitely have the abilities needed to become a pro.\You still have a lot of\Let go of me, All Might.\I can't walk.\I'll become a hero that surpasses even you without you telling me!\Huh? response:	Uh...
context: Just so you know...\You definitely have the abilities needed to become a pro.\You still have a lot of\Let go of me, All Might.\I can't walk.\I'll become a hero that surpasses even you without you telling me!\Huh?\Uh... response:	Right...
context: You definitely have the abilities needed to become a pro.\You still have a lot of\Let go of me, All Might.\I can't walk.\I'll become a hero that surpasses even you without you telling me!\Huh?\Uh...\Right... response:	He's gotten over it.
context: You still have a lot of\Let go of me, All Might.\I can't walk.\I'll become a hero that surpasses even you without you telling me!\Huh?\Uh...\Right...\He's gotten over it. response:	It's hard being a teacher...
context: Let go of me, All Might.\I can't walk.\I'll become a hero that surpasses even you without you telling me!\Huh?\Uh...\Right...\He's gotten over it.\It's hard being a teacher... response:	What was that?
context: I can't walk.\I'll become a hero that surpasses even you without you telling me!\Huh?\Uh...\Right...\He's gotten over it.\It's hard being a teacher...\What was that? response:	The fated battle between men.
context: I'll become a hero that surpasses even you without you telling me!\Huh?\Uh...\Right...\He's gotten over it.\It's hard being a teacher...\What was that?\The fated battle between men. response:	It looked like Midoriya was just giving excuses one-sidedly, though.
context: Huh?\Uh...\Right...\He's gotten over it.\It's hard being a teacher...\What was that?\The fated battle between men.\It looked like Midoriya was just giving excuses one-sidedly, though. response:	The fated battle between men!
context: Uh...\Right...\He's gotten over it.\It's hard being a teacher...\What was that?\The fated battle between men.\It looked like Midoriya was just giving excuses one-sidedly, though.\The fated battle between men! response:	Kacchan's fuse has been lit.
context: Right...\He's gotten over it.\It's hard being a teacher...\What was that?\The fated battle between men.\It looked like Midoriya was just giving excuses one-sidedly, though.\The fated battle between men!\Kacchan's fuse has been lit. response:	That doesn't change what I have to do.
context: He's gotten over it.\It's hard being a teacher...\What was that?\The fated battle between men.\It looked like Midoriya was just giving excuses one-sidedly, though.\The fated battle between men!\Kacchan's fuse has been lit.\That doesn't change what I have to do. response:	I just have to chase after him!
context: It's hard being a teacher...\What was that?\The fated battle between men.\It looked like Midoriya was just giving excuses one-sidedly, though.\The fated battle between men!\Kacchan's fuse has been lit.\That doesn't change what I have to do.\I just have to chase after him! response:	Young Midoriya!
context: What was that?\The fated battle between men.\It looked like Midoriya was just giving excuses one-sidedly, though.\The fated battle between men!\Kacchan's fuse has been lit.\That doesn't change what I have to do.\I just have to chase after him!\Young Midoriya! response:	What were you talking about with young Bakugou?
context: The fated battle between men.\It looked like Midoriya was just giving excuses one-sidedly, though.\The fated battle between men!\Kacchan's fuse has been lit.\That doesn't change what I have to do.\I just have to chase after him!\Young Midoriya!\What were you talking about with young Bakugou? response:	Um, we were, uh...
context: It looked like Midoriya was just giving excuses one-sidedly, though.\The fated battle between men!\Kacchan's fuse has been lit.\That doesn't change what I have to do.\I just have to chase after him!\Young Midoriya!\What were you talking about with young Bakugou?\Um, we were, uh... response:	Hmm...
context: The fated battle between men!\Kacchan's fuse has been lit.\That doesn't change what I have to do.\I just have to chase after him!\Young Midoriya!\What were you talking about with young Bakugou?\Um, we were, uh...\Hmm... response:	I'm so curious.
context: Kacchan's fuse has been lit.\That doesn't change what I have to do.\I just have to chase after him!\Young Midoriya!\What were you talking about with young Bakugou?\Um, we were, uh...\Hmm...\I'm so curious. response:	Why don't you tell me in detail?
context: That doesn't change what I have to do.\I just have to chase after him!\Young Midoriya!\What were you talking about with young Bakugou?\Um, we were, uh...\Hmm...\I'm so curious.\Why don't you tell me in detail? response:	U-Um... a-actually...
context: I just have to chase after him!\Young Midoriya!\What were you talking about with young Bakugou?\Um, we were, uh...\Hmm...\I'm so curious.\Why don't you tell me in detail?\U-Um... a-actually... response:	A few days later...
context: Young Midoriya!\What were you talking about with young Bakugou?\Um, we were, uh...\Hmm...\I'm so curious.\Why don't you tell me in detail?\U-Um... a-actually...\A few days later... response:	Did you see this?
context: What were you talking about with young Bakugou?\Um, we were, uh...\Hmm...\I'm so curious.\Why don't you tell me in detail?\U-Um... a-actually...\A few days later...\Did you see this? response:	It says he's a teacher...
context: Um, we were, uh...\Hmm...\I'm so curious.\Why don't you tell me in detail?\U-Um... a-actually...\A few days later...\Did you see this?\It says he's a teacher... response:	Hey.
context: Hmm...\I'm so curious.\Why don't you tell me in detail?\U-Um... a-actually...\A few days later...\Did you see this?\It says he's a teacher...\Hey. response:	What do you think will happen...
context: I'm so curious.\Why don't you tell me in detail?\U-Um... a-actually...\A few days later...\Did you see this?\It says he's a teacher...\Hey.\What do you think will happen... response:	All heroes have their starting point!
context: Why don't you tell me in detail?\U-Um... a-actually...\A few days later...\Did you see this?\It says he's a teacher...\Hey.\What do you think will happen...\All heroes have their starting point! response:	Next time, Yeah, Just Do Your Best, Iida!
context: U-Um... a-actually...\A few days later...\Did you see this?\It says he's a teacher...\Hey.\What do you think will happen...\All heroes have their starting point!\Next time, Yeah, Just Do Your Best, Iida! response:	A lot of stuff happens and young Midoriya gets swept away in the crowd!
context: A few days later...\Did you see this?\It says he's a teacher...\Hey.\What do you think will happen...\All heroes have their starting point!\Next time, Yeah, Just Do Your Best, Iida!\A lot of stuff happens and young Midoriya gets swept away in the crowd! response:	Look forward to it!
context: Did you see this?\It says he's a teacher...\Hey.\What do you think will happen...\All heroes have their starting point!\Next time, Yeah, Just Do Your Best, Iida!\A lot of stuff happens and young Midoriya gets swept away in the crowd!\Look forward to it! response:	Go beeeyond!
context: It says he's a teacher...\Hey.\What do you think will happen...\All heroes have their starting point!\Next time, Yeah, Just Do Your Best, Iida!\A lot of stuff happens and young Midoriya gets swept away in the crowd!\Look forward to it!\Go beeeyond! response:	Plus Ultra!
context: Hey.\What do you think will happen...\All heroes have their starting point!\Next time, Yeah, Just Do Your Best, Iida!\A lot of stuff happens and young Midoriya gets swept away in the crowd!\Look forward to it!\Go beeeyond!\Plus Ultra! response:	Plus Ultra!
context: What do you think will happen...\All heroes have their starting point!\Next time, Yeah, Just Do Your Best, Iida!\A lot of stuff happens and young Midoriya gets swept away in the crowd!\Look forward to it!\Go beeeyond!\Plus Ultra!\Plus Ultra! response:	Episode 8: Bakugou's Start Line
context: All heroes have their starting point!\Next time, Yeah, Just Do Your Best, Iida!\A lot of stuff happens and young Midoriya gets swept away in the crowd!\Look forward to it!\Go beeeyond!\Plus Ultra!\Plus Ultra!\Episode 8: Bakugou's Start Line response:	Episode 8
context: Next time, Yeah, Just Do Your Best, Iida!\A lot of stuff happens and young Midoriya gets swept away in the crowd!\Look forward to it!\Go beeeyond!\Plus Ultra!\Plus Ultra!\Episode 8: Bakugou's Start Line\Episode 8 response:	Person-To-Person Combat Training
context: A lot of stuff happens and young Midoriya gets swept away in the crowd!\Look forward to it!\Go beeeyond!\Plus Ultra!\Plus Ultra!\Episode 8: Bakugou's Start Line\Episode 8\Person-To-Person Combat Training response:	Battle 1 Review
context: Look forward to it!\Go beeeyond!\Plus Ultra!\Plus Ultra!\Episode 8: Bakugou's Start Line\Episode 8\Person-To-Person Combat Training\Battle 1 Review response:	Start with the basics to develop depth of learning
context: Go beeeyond!\Plus Ultra!\Plus Ultra!\Episode 8: Bakugou's Start Line\Episode 8\Person-To-Person Combat Training\Battle 1 Review\Start with the basics to develop depth of learning response:	Devote oneself wholeheartedly
context: Plus Ultra!\Plus Ultra!\Episode 8: Bakugou's Start Line\Episode 8\Person-To-Person Combat Training\Battle 1 Review\Start with the basics to develop depth of learning\Devote oneself wholeheartedly response:	Ya oyorozu Momo
context: Plus Ultra!\Episode 8: Bakugou's Start Line\Episode 8\Person-To-Person Combat Training\Battle 1 Review\Start with the basics to develop depth of learning\Devote oneself wholeheartedly\Ya oyorozu Momo response:	Battle Building B
context: Episode 8: Bakugou's Start Line\Episode 8\Person-To-Person Combat Training\Battle 1 Review\Start with the basics to develop depth of learning\Devote oneself wholeheartedly\Ya oyorozu Momo\Battle Building B response:	Shou ji Mezou
context: Episode 8\Person-To-Person Combat Training\Battle 1 Review\Start with the basics to develop depth of learning\Devote oneself wholeheartedly\Ya oyorozu Momo\Battle Building B\Shou ji Mezou response:	Du pli-Arms
context: Person-To-Person Combat Training\Battle 1 Review\Start with the basics to develop depth of learning\Devote oneself wholeheartedly\Ya oyorozu Momo\Battle Building B\Shou ji Mezou\Du pli-Arms response:	Todoroki Shouto
context: Battle 1 Review\Start with the basics to develop depth of learning\Devote oneself wholeheartedly\Ya oyorozu Momo\Battle Building B\Shou ji Mezou\Du pli-Arms\Todoroki Shouto response:	Half- Cold, Half-Hot
context: Start with the basics to develop depth of learning\Devote oneself wholeheartedly\Ya oyorozu Momo\Battle Building B\Shou ji Mezou\Du pli-Arms\Todoroki Shouto\Half- Cold, Half-Hot response:	Battle Building C
context: Devote oneself wholeheartedly\Ya oyorozu Momo\Battle Building B\Shou ji Mezou\Du pli-Arms\Todoroki Shouto\Half- Cold, Half-Hot\Battle Building C response:	Duo
context: Ya oyorozu Momo\Battle Building B\Shou ji Mezou\Du pli-Arms\Todoroki Shouto\Half- Cold, Half-Hot\Battle Building C\Duo response:	Duo
context: Battle Building B\Shou ji Mezou\Du pli-Arms\Todoroki Shouto\Half- Cold, Half-Hot\Battle Building C\Duo\Duo response:	Duo
context: Shou ji Mezou\Du pli-Arms\Todoroki Shouto\Half- Cold, Half-Hot\Battle Building C\Duo\Duo\Duo response:	Duo
context: Du pli-Arms\Todoroki Shouto\Half- Cold, Half-Hot\Battle Building C\Duo\Duo\Duo\Duo response:	Duo
context: Todoroki Shouto\Half- Cold, Half-Hot\Battle Building C\Duo\Duo\Duo\Duo\Duo response:	Duo
context: Half- Cold, Half-Hot\Battle Building C\Duo\Duo\Duo\Duo\Duo\Duo response:	Duo
context: Battle Building C\Duo\Duo\Duo\Duo\Duo\Duo\Duo response:	Duo
context: Duo\Duo\Duo\Duo\Duo\Duo\Duo\Duo response:	Duo
context: Duo\Duo\Duo\Duo\Duo\Duo\Duo\Duo response:	Duo
context: Duo\Duo\Duo\Duo\Duo\Duo\Duo\Duo response:	Staff Only
context: Duo\Duo\Duo\Duo\Duo\Duo\Duo\Staff Only response:	Open
context: Duo\Duo\Duo\Duo\Duo\Duo\Staff Only\Open response:	Open
context: Duo\Duo\Duo\Duo\Duo\Staff Only\Open\Open response:	Open
context: Duo\Duo\Duo\Duo\Staff Only\Open\Open\Open response:	Open
context: Duo\Duo\Duo\Staff Only\Open\Open\Open\Open response:	Open
context: Duo\Duo\Staff Only\Open\Open\Open\Open\Open response:	Open
context: Duo\Staff Only\Open\Open\Open\Open\Open\Open response:	Open
context: Staff Only\Open\Open\Open\Open\Open\Open\Open response:	Open
context: Open\Open\Open\Open\Open\Open\Open\Open response:	Open
context: Open\Open\Open\Open\Open\Open\Open\Open response:	Open
context: Open\Open\Open\Open\Open\Open\Open\Open response:	Open
context: Open\Open\Open\Open\Open\Open\Open\Open response:	Close
context: Open\Open\Open\Open\Open\Open\Open\Close response:	Nurse's Office
context: Open\Open\Open\Open\Open\Open\Close\Nurse's Office response:	All Might Becomes U.A. Teacher!
context: Open\Open\Open\Open\Open\Close\Nurse's Office\All Might Becomes U.A. Teacher! response:	Closes Agency Temporarily
context: Open\Open\Open\Open\Close\Nurse's Office\All Might Becomes U.A. Teacher!\Closes Agency Temporarily response:	Next time
context: Open\Open\Open\Close\Nurse's Office\All Might Becomes U.A. Teacher!\Closes Agency Temporarily\Next time response:	Next time: Yeah, Just Do Your Best, Iida!
