context: What are you thinking?! response:	You won't get your way!
context: Wow. Kageyama complimented Tsukishima.\Kageyama is definitely changing, as well.\How much do you suck at compliments?!\Karasuno Aoba Johsai\Karasuno's at set point.\Seriously?!\Just one more point!\Just one more point! response:	We won't let you have it!
context: Kageyama is definitely changing, as well.\How much do you suck at compliments?!\Karasuno Aoba Johsai\Karasuno's at set point.\Seriously?!\Just one more point!\Just one more point!\We won't let you have it! response:	Go, go, go, Hajime!
context: How much do you suck at compliments?!\Karasuno Aoba Johsai\Karasuno's at set point.\Seriously?!\Just one more point!\Just one more point!\We won't let you have it!\Go, go, go, Hajime! response:	Karasuno Aoba Johsai
context: Karasuno Aoba Johsai\Karasuno's at set point.\Seriously?!\Just one more point!\Just one more point!\We won't let you have it!\Go, go, go, Hajime!\Karasuno Aoba Johsai response:	Push it, push it, Hajime! One more!
context: Karasuno's at set point.\Seriously?!\Just one more point!\Just one more point!\We won't let you have it!\Go, go, go, Hajime!\Karasuno Aoba Johsai\Push it, push it, Hajime! One more! response:	It'll be fine!
context: Seriously?!\Just one more point!\Just one more point!\We won't let you have it!\Go, go, go, Hajime!\Karasuno Aoba Johsai\Push it, push it, Hajime! One more!\It'll be fine! response:	One point!
context: Just one more point!\Just one more point!\We won't let you have it!\Go, go, go, Hajime!\Karasuno Aoba Johsai\Push it, push it, Hajime! One more!\It'll be fine!\One point! response:	If we can get this one point, like we usually do, this set will be ours!
context: Just one more point!\We won't let you have it!\Go, go, go, Hajime!\Karasuno Aoba Johsai\Push it, push it, Hajime! One more!\It'll be fine!\One point!\If we can get this one point, like we usually do, this set will be ours! response:	Congratulations.
context: We won't let you have it!\Go, go, go, Hajime!\Karasuno Aoba Johsai\Push it, push it, Hajime! One more!\It'll be fine!\One point!\If we can get this one point, like we usually do, this set will be ours!\Congratulations. response:	Best Setter Award Oikawa Toru
context: Go, go, go, Hajime!\Karasuno Aoba Johsai\Push it, push it, Hajime! One more!\It'll be fine!\One point!\If we can get this one point, like we usually do, this set will be ours!\Congratulations.\Best Setter Award Oikawa Toru response:	The third year of junior high,
context: Karasuno Aoba Johsai\Push it, push it, Hajime! One more!\It'll be fine!\One point!\If we can get this one point, like we usually do, this set will be ours!\Congratulations.\Best Setter Award Oikawa Toru\The third year of junior high, response:	our last tournament...
context: Push it, push it, Hajime! One more!\It'll be fine!\One point!\If we can get this one point, like we usually do, this set will be ours!\Congratulations.\Best Setter Award Oikawa Toru\The third year of junior high,\our last tournament... response:	That's a rare smile, with no ulterior motive.
context: It'll be fine!\One point!\If we can get this one point, like we usually do, this set will be ours!\Congratulations.\Best Setter Award Oikawa Toru\The third year of junior high,\our last tournament...\That's a rare smile, with no ulterior motive. response:	My smile is always straightforward and pure.
context: One point!\If we can get this one point, like we usually do, this set will be ours!\Congratulations.\Best Setter Award Oikawa Toru\The third year of junior high,\our last tournament...\That's a rare smile, with no ulterior motive.\My smile is always straightforward and pure. response:	Straightforward and pure coming from you is already impure.
context: If we can get this one point, like we usually do, this set will be ours!\Congratulations.\Best Setter Award Oikawa Toru\The third year of junior high,\our last tournament...\That's a rare smile, with no ulterior motive.\My smile is always straightforward and pure.\Straightforward and pure coming from you is already impure. response:	Of course I'm happy! It's the first time I've received this.
context: Congratulations.\Best Setter Award Oikawa Toru\The third year of junior high,\our last tournament...\That's a rare smile, with no ulterior motive.\My smile is always straightforward and pure.\Straightforward and pure coming from you is already impure.\Of course I'm happy! It's the first time I've received this. response:	Oikawa Toru, overall, is a pretty silly guy,
context: Best Setter Award Oikawa Toru\The third year of junior high,\our last tournament...\That's a rare smile, with no ulterior motive.\My smile is always straightforward and pure.\Straightforward and pure coming from you is already impure.\Of course I'm happy! It's the first time I've received this.\Oikawa Toru, overall, is a pretty silly guy, response:	but there was a time that he wasn't smiling.
context: The third year of junior high,\our last tournament...\That's a rare smile, with no ulterior motive.\My smile is always straightforward and pure.\Straightforward and pure coming from you is already impure.\Of course I'm happy! It's the first time I've received this.\Oikawa Toru, overall, is a pretty silly guy,\but there was a time that he wasn't smiling. response:	He had a more athletic build than others.
context: our last tournament...\That's a rare smile, with no ulterior motive.\My smile is always straightforward and pure.\Straightforward and pure coming from you is already impure.\Of course I'm happy! It's the first time I've received this.\Oikawa Toru, overall, is a pretty silly guy,\but there was a time that he wasn't smiling.\He had a more athletic build than others. response:	He was also blessed with natural ability.
context: That's a rare smile, with no ulterior motive.\My smile is always straightforward and pure.\Straightforward and pure coming from you is already impure.\Of course I'm happy! It's the first time I've received this.\Oikawa Toru, overall, is a pretty silly guy,\but there was a time that he wasn't smiling.\He had a more athletic build than others.\He was also blessed with natural ability. response:	Especially when he began junior high,
context: My smile is always straightforward and pure.\Straightforward and pure coming from you is already impure.\Of course I'm happy! It's the first time I've received this.\Oikawa Toru, overall, is a pretty silly guy,\but there was a time that he wasn't smiling.\He had a more athletic build than others.\He was also blessed with natural ability.\Especially when he began junior high, response:	the way he matured was way ahead of the flock.
context: Straightforward and pure coming from you is already impure.\Of course I'm happy! It's the first time I've received this.\Oikawa Toru, overall, is a pretty silly guy,\but there was a time that he wasn't smiling.\He had a more athletic build than others.\He was also blessed with natural ability.\Especially when he began junior high,\the way he matured was way ahead of the flock. response:	Miyagi Prefecture Junior High Newcomer Volleyball Tournament
context: Of course I'm happy! It's the first time I've received this.\Oikawa Toru, overall, is a pretty silly guy,\but there was a time that he wasn't smiling.\He had a more athletic build than others.\He was also blessed with natural ability.\Especially when he began junior high,\the way he matured was way ahead of the flock.\Miyagi Prefecture Junior High Newcomer Volleyball Tournament response:	Even then, there were walls that he could not climb.
context: Oikawa Toru, overall, is a pretty silly guy,\but there was a time that he wasn't smiling.\He had a more athletic build than others.\He was also blessed with natural ability.\Especially when he began junior high,\the way he matured was way ahead of the flock.\Miyagi Prefecture Junior High Newcomer Volleyball Tournament\Even then, there were walls that he could not climb. response:	Thanks to the Young Giant Ushiwaka, Shiratorizawa Academy Junior High
context: but there was a time that he wasn't smiling.\He had a more athletic build than others.\He was also blessed with natural ability.\Especially when he began junior high,\the way he matured was way ahead of the flock.\Miyagi Prefecture Junior High Newcomer Volleyball Tournament\Even then, there were walls that he could not climb.\Thanks to the Young Giant Ushiwaka, Shiratorizawa Academy Junior High response:	was eventually known as the best in the prefecture.
context: He had a more athletic build than others.\He was also blessed with natural ability.\Especially when he began junior high,\the way he matured was way ahead of the flock.\Miyagi Prefecture Junior High Newcomer Volleyball Tournament\Even then, there were walls that he could not climb.\Thanks to the Young Giant Ushiwaka, Shiratorizawa Academy Junior High\was eventually known as the best in the prefecture. response:	Why can't we win?!
context: He was also blessed with natural ability.\Especially when he began junior high,\the way he matured was way ahead of the flock.\Miyagi Prefecture Junior High Newcomer Volleyball Tournament\Even then, there were walls that he could not climb.\Thanks to the Young Giant Ushiwaka, Shiratorizawa Academy Junior High\was eventually known as the best in the prefecture.\Why can't we win?! response:	When we fought them, we lost.
context: Especially when he began junior high,\the way he matured was way ahead of the flock.\Miyagi Prefecture Junior High Newcomer Volleyball Tournament\Even then, there were walls that he could not climb.\Thanks to the Young Giant Ushiwaka, Shiratorizawa Academy Junior High\was eventually known as the best in the prefecture.\Why can't we win?!\When we fought them, we lost. response:	We couldn't even get one set.
context: the way he matured was way ahead of the flock.\Miyagi Prefecture Junior High Newcomer Volleyball Tournament\Even then, there were walls that he could not climb.\Thanks to the Young Giant Ushiwaka, Shiratorizawa Academy Junior High\was eventually known as the best in the prefecture.\Why can't we win?!\When we fought them, we lost.\We couldn't even get one set. response:	We tried to go higher, to a higher stage,
context: Miyagi Prefecture Junior High Newcomer Volleyball Tournament\Even then, there were walls that he could not climb.\Thanks to the Young Giant Ushiwaka, Shiratorizawa Academy Junior High\was eventually known as the best in the prefecture.\Why can't we win?!\When we fought them, we lost.\We couldn't even get one set.\We tried to go higher, to a higher stage, response:	but we were thwarted until our third year in junior high.
context: Even then, there were walls that he could not climb.\Thanks to the Young Giant Ushiwaka, Shiratorizawa Academy Junior High\was eventually known as the best in the prefecture.\Why can't we win?!\When we fought them, we lost.\We couldn't even get one set.\We tried to go higher, to a higher stage,\but we were thwarted until our third year in junior high. response:	Then...
context: Thanks to the Young Giant Ushiwaka, Shiratorizawa Academy Junior High\was eventually known as the best in the prefecture.\Why can't we win?!\When we fought them, we lost.\We couldn't even get one set.\We tried to go higher, to a higher stage,\but we were thwarted until our third year in junior high.\Then... response:	My name is Kageyama Tobio and I came from Akiyama Elementary School.
context: was eventually known as the best in the prefecture.\Why can't we win?!\When we fought them, we lost.\We couldn't even get one set.\We tried to go higher, to a higher stage,\but we were thwarted until our third year in junior high.\Then...\My name is Kageyama Tobio and I came from Akiyama Elementary School. response:	I've been playing volleyball since the second grade.
context: Why can't we win?!\When we fought them, we lost.\We couldn't even get one set.\We tried to go higher, to a higher stage,\but we were thwarted until our third year in junior high.\Then...\My name is Kageyama Tobio and I came from Akiyama Elementary School.\I've been playing volleyball since the second grade. response:	It's a pleasure to be working with you!
context: When we fought them, we lost.\We couldn't even get one set.\We tried to go higher, to a higher stage,\but we were thwarted until our third year in junior high.\Then...\My name is Kageyama Tobio and I came from Akiyama Elementary School.\I've been playing volleyball since the second grade.\It's a pleasure to be working with you! response:	A genius appeared at his back,
context: We couldn't even get one set.\We tried to go higher, to a higher stage,\but we were thwarted until our third year in junior high.\Then...\My name is Kageyama Tobio and I came from Akiyama Elementary School.\I've been playing volleyball since the second grade.\It's a pleasure to be working with you!\A genius appeared at his back, response:	and his talent shone with astonishing brightness.
context: We tried to go higher, to a higher stage,\but we were thwarted until our third year in junior high.\Then...\My name is Kageyama Tobio and I came from Akiyama Elementary School.\I've been playing volleyball since the second grade.\It's a pleasure to be working with you!\A genius appeared at his back,\and his talent shone with astonishing brightness. response:	More than anything, it appeared that he was very happy to be touching the ball.
context: but we were thwarted until our third year in junior high.\Then...\My name is Kageyama Tobio and I came from Akiyama Elementary School.\I've been playing volleyball since the second grade.\It's a pleasure to be working with you!\A genius appeared at his back,\and his talent shone with astonishing brightness.\More than anything, it appeared that he was very happy to be touching the ball. response:	Plus, the way he was able to handle the ball was on a totally different level than others.
context: Then...\My name is Kageyama Tobio and I came from Akiyama Elementary School.\I've been playing volleyball since the second grade.\It's a pleasure to be working with you!\A genius appeared at his back,\and his talent shone with astonishing brightness.\More than anything, it appeared that he was very happy to be touching the ball.\Plus, the way he was able to handle the ball was on a totally different level than others. response:	We'll have him play the basic positions, but he'll be a setter some day.
context: My name is Kageyama Tobio and I came from Akiyama Elementary School.\I've been playing volleyball since the second grade.\It's a pleasure to be working with you!\A genius appeared at his back,\and his talent shone with astonishing brightness.\More than anything, it appeared that he was very happy to be touching the ball.\Plus, the way he was able to handle the ball was on a totally different level than others.\We'll have him play the basic positions, but he'll be a setter some day. response:	Indeed.
context: I've been playing volleyball since the second grade.\It's a pleasure to be working with you!\A genius appeared at his back,\and his talent shone with astonishing brightness.\More than anything, it appeared that he was very happy to be touching the ball.\Plus, the way he was able to handle the ball was on a totally different level than others.\We'll have him play the basic positions, but he'll be a setter some day.\Indeed. response:	After that, Oikawa ended up practicing even harder.
context: It's a pleasure to be working with you!\A genius appeared at his back,\and his talent shone with astonishing brightness.\More than anything, it appeared that he was very happy to be touching the ball.\Plus, the way he was able to handle the ball was on a totally different level than others.\We'll have him play the basic positions, but he'll be a setter some day.\Indeed.\After that, Oikawa ended up practicing even harder. response:	You're overworking yourself!
context: A genius appeared at his back,\and his talent shone with astonishing brightness.\More than anything, it appeared that he was very happy to be touching the ball.\Plus, the way he was able to handle the ball was on a totally different level than others.\We'll have him play the basic positions, but he'll be a setter some day.\Indeed.\After that, Oikawa ended up practicing even harder.\You're overworking yourself! response:	The coach just warned you about that yesterday!
context: and his talent shone with astonishing brightness.\More than anything, it appeared that he was very happy to be touching the ball.\Plus, the way he was able to handle the ball was on a totally different level than others.\We'll have him play the basic positions, but he'll be a setter some day.\Indeed.\After that, Oikawa ended up practicing even harder.\You're overworking yourself!\The coach just warned you about that yesterday! response:	If you get hurt, everything will be pointless, you dumbass!
context: More than anything, it appeared that he was very happy to be touching the ball.\Plus, the way he was able to handle the ball was on a totally different level than others.\We'll have him play the basic positions, but he'll be a setter some day.\Indeed.\After that, Oikawa ended up practicing even harder.\You're overworking yourself!\The coach just warned you about that yesterday!\If you get hurt, everything will be pointless, you dumbass! response:	Come on, you're done. Stretch!
context: Plus, the way he was able to handle the ball was on a totally different level than others.\We'll have him play the basic positions, but he'll be a setter some day.\Indeed.\After that, Oikawa ended up practicing even harder.\You're overworking yourself!\The coach just warned you about that yesterday!\If you get hurt, everything will be pointless, you dumbass!\Come on, you're done. Stretch! response:	He seemed to be panicking.
context: We'll have him play the basic positions, but he'll be a setter some day.\Indeed.\After that, Oikawa ended up practicing even harder.\You're overworking yourself!\The coach just warned you about that yesterday!\If you get hurt, everything will be pointless, you dumbass!\Come on, you're done. Stretch!\He seemed to be panicking. response:	That panic surfaced in a practice match in the form of an
context: Indeed.\After that, Oikawa ended up practicing even harder.\You're overworking yourself!\The coach just warned you about that yesterday!\If you get hurt, everything will be pointless, you dumbass!\Come on, you're done. Stretch!\He seemed to be panicking.\That panic surfaced in a practice match in the form of an response:	unbelieveable amount of combo misses.
context: After that, Oikawa ended up practicing even harder.\You're overworking yourself!\The coach just warned you about that yesterday!\If you get hurt, everything will be pointless, you dumbass!\Come on, you're done. Stretch!\He seemed to be panicking.\That panic surfaced in a practice match in the form of an\unbelieveable amount of combo misses. response:	And then...
context: You're overworking yourself!\The coach just warned you about that yesterday!\If you get hurt, everything will be pointless, you dumbass!\Come on, you're done. Stretch!\He seemed to be panicking.\That panic surfaced in a practice match in the form of an\unbelieveable amount of combo misses.\And then... response:	Kageyama, give it a shot.
context: The coach just warned you about that yesterday!\If you get hurt, everything will be pointless, you dumbass!\Come on, you're done. Stretch!\He seemed to be panicking.\That panic surfaced in a practice match in the form of an\unbelieveable amount of combo misses.\And then...\Kageyama, give it a shot. response:	Yes, sir.
context: If you get hurt, everything will be pointless, you dumbass!\Come on, you're done. Stretch!\He seemed to be panicking.\That panic surfaced in a practice match in the form of an\unbelieveable amount of combo misses.\And then...\Kageyama, give it a shot.\Yes, sir. response:	Okay!
context: Come on, you're done. Stretch!\He seemed to be panicking.\That panic surfaced in a practice match in the form of an\unbelieveable amount of combo misses.\And then...\Kageyama, give it a shot.\Yes, sir.\Okay! response:	Front! Front!
context: He seemed to be panicking.\That panic surfaced in a practice match in the form of an\unbelieveable amount of combo misses.\And then...\Kageyama, give it a shot.\Yes, sir.\Okay!\Front! Front! response:	Got it.
context: That panic surfaced in a practice match in the form of an\unbelieveable amount of combo misses.\And then...\Kageyama, give it a shot.\Yes, sir.\Okay!\Front! Front!\Got it. response:	Nice cover!
context: unbelieveable amount of combo misses.\And then...\Kageyama, give it a shot.\Yes, sir.\Okay!\Front! Front!\Got it.\Nice cover! response:	Nice key!
context: And then...\Kageyama, give it a shot.\Yes, sir.\Okay!\Front! Front!\Got it.\Nice cover!\Nice key! response:	Nice serve!
context: Kageyama, give it a shot.\Yes, sir.\Okay!\Front! Front!\Got it.\Nice cover!\Nice key!\Nice serve! response:	Oikawa-san.
context: Yes, sir.\Okay!\Front! Front!\Got it.\Nice cover!\Nice key!\Nice serve!\Oikawa-san. response:	Please show me how to serve.
context: Okay!\Front! Front!\Got it.\Nice cover!\Nice key!\Nice serve!\Oikawa-san.\Please show me how to serve. response:	Get away.
context: Front! Front!\Got it.\Nice cover!\Nice key!\Nice serve!\Oikawa-san.\Please show me how to serve.\Get away. response:	Get away.
context: Got it.\Nice cover!\Nice key!\Nice serve!\Oikawa-san.\Please show me how to serve.\Get away.\Get away. response:	Get away.
context: Nice cover!\Nice key!\Nice serve!\Oikawa-san.\Please show me how to serve.\Get away.\Get away.\Get away. response:	Don't come over here!
context: Nice key!\Nice serve!\Oikawa-san.\Please show me how to serve.\Get away.\Get away.\Get away.\Don't come over here! response:	Calm down, you dumbass!
context: Nice serve!\Oikawa-san.\Please show me how to serve.\Get away.\Get away.\Get away.\Don't come over here!\Calm down, you dumbass! response:	Sorry...
context: Oikawa-san.\Please show me how to serve.\Get away.\Get away.\Get away.\Don't come over here!\Calm down, you dumbass!\Sorry... response:	Kageyama, I'm sorry, but we're done for today.
context: Please show me how to serve.\Get away.\Get away.\Get away.\Don't come over here!\Calm down, you dumbass!\Sorry...\Kageyama, I'm sorry, but we're done for today. response:	Oh, okay...
context: Get away.\Get away.\Get away.\Don't come over here!\Calm down, you dumbass!\Sorry...\Kageyama, I'm sorry, but we're done for today.\Oh, okay... response:	The change-up today was to cool your head.
context: Get away.\Get away.\Don't come over here!\Calm down, you dumbass!\Sorry...\Kageyama, I'm sorry, but we're done for today.\Oh, okay...\The change-up today was to cool your head. response:	You need to have some more composure!
context: Get away.\Don't come over here!\Calm down, you dumbass!\Sorry...\Kageyama, I'm sorry, but we're done for today.\Oh, okay...\The change-up today was to cool your head.\You need to have some more composure! response:	Right now, I can't win against Shiratorizawa,
context: Don't come over here!\Calm down, you dumbass!\Sorry...\Kageyama, I'm sorry, but we're done for today.\Oh, okay...\The change-up today was to cool your head.\You need to have some more composure!\Right now, I can't win against Shiratorizawa, response:	so there's no way I can have composure!
context: Calm down, you dumbass!\Sorry...\Kageyama, I'm sorry, but we're done for today.\Oh, okay...\The change-up today was to cool your head.\You need to have some more composure!\Right now, I can't win against Shiratorizawa,\so there's no way I can have composure! response:	I want to win and go to nationals.
context: Sorry...\Kageyama, I'm sorry, but we're done for today.\Oh, okay...\The change-up today was to cool your head.\You need to have some more composure!\Right now, I can't win against Shiratorizawa,\so there's no way I can have composure!\I want to win and go to nationals. response:	To win, I need to...
context: Kageyama, I'm sorry, but we're done for today.\Oh, okay...\The change-up today was to cool your head.\You need to have some more composure!\Right now, I can't win against Shiratorizawa,\so there's no way I can have composure!\I want to win and go to nationals.\To win, I need to... response:	I this, I that. It's annoying!
context: Oh, okay...\The change-up today was to cool your head.\You need to have some more composure!\Right now, I can't win against Shiratorizawa,\so there's no way I can have composure!\I want to win and go to nationals.\To win, I need to...\I this, I that. It's annoying! response:	Do you think you're fighting by yourself?!
context: The change-up today was to cool your head.\You need to have some more composure!\Right now, I can't win against Shiratorizawa,\so there's no way I can have composure!\I want to win and go to nationals.\To win, I need to...\I this, I that. It's annoying!\Do you think you're fighting by yourself?! response:	You've got to be kidding, you dumbass!
context: You need to have some more composure!\Right now, I can't win against Shiratorizawa,\so there's no way I can have composure!\I want to win and go to nationals.\To win, I need to...\I this, I that. It's annoying!\Do you think you're fighting by yourself?!\You've got to be kidding, you dumbass! response:	If you think how you're doing equals how the team will do, I'll punch you!
context: Right now, I can't win against Shiratorizawa,\so there's no way I can have composure!\I want to win and go to nationals.\To win, I need to...\I this, I that. It's annoying!\Do you think you're fighting by yourself?!\You've got to be kidding, you dumbass!\If you think how you're doing equals how the team will do, I'll punch you! response:	You already did!
context: so there's no way I can have composure!\I want to win and go to nationals.\To win, I need to...\I this, I that. It's annoying!\Do you think you're fighting by yourself?!\You've got to be kidding, you dumbass!\If you think how you're doing equals how the team will do, I'll punch you!\You already did! response:	There's no one on our team who can beat Ushiwaka one-on-one!
context: I want to win and go to nationals.\To win, I need to...\I this, I that. It's annoying!\Do you think you're fighting by yourself?!\You've got to be kidding, you dumbass!\If you think how you're doing equals how the team will do, I'll punch you!\You already did!\There's no one on our team who can beat Ushiwaka one-on-one! response:	However...
context: To win, I need to...\I this, I that. It's annoying!\Do you think you're fighting by yourself?!\You've got to be kidding, you dumbass!\If you think how you're doing equals how the team will do, I'll punch you!\You already did!\There's no one on our team who can beat Ushiwaka one-on-one!\However... response:	There are six players on a volleyball court!
context: I this, I that. It's annoying!\Do you think you're fighting by yourself?!\You've got to be kidding, you dumbass!\If you think how you're doing equals how the team will do, I'll punch you!\You already did!\There's no one on our team who can beat Ushiwaka one-on-one!\However...\There are six players on a volleyball court! response:	Even if our opponent's some genius first-year, or Ushiwaka,
context: Do you think you're fighting by yourself?!\You've got to be kidding, you dumbass!\If you think how you're doing equals how the team will do, I'll punch you!\You already did!\There's no one on our team who can beat Ushiwaka one-on-one!\However...\There are six players on a volleyball court!\Even if our opponent's some genius first-year, or Ushiwaka, response:	the team with the better six is stronger, you dumbass!
context: You've got to be kidding, you dumbass!\If you think how you're doing equals how the team will do, I'll punch you!\You already did!\There's no one on our team who can beat Ushiwaka one-on-one!\However...\There are six players on a volleyball court!\Even if our opponent's some genius first-year, or Ushiwaka,\the team with the better six is stronger, you dumbass! response:	The team with the better six is stronger.
context: If you think how you're doing equals how the team will do, I'll punch you!\You already did!\There's no one on our team who can beat Ushiwaka one-on-one!\However...\There are six players on a volleyball court!\Even if our opponent's some genius first-year, or Ushiwaka,\the team with the better six is stronger, you dumbass!\The team with the better six is stronger. response:	Sorry, did I headbutt you too hard?
context: You already did!\There's no one on our team who can beat Ushiwaka one-on-one!\However...\There are six players on a volleyball court!\Even if our opponent's some genius first-year, or Ushiwaka,\the team with the better six is stronger, you dumbass!\The team with the better six is stronger.\Sorry, did I headbutt you too hard? response:	Well, how do I put this?
context: There's no one on our team who can beat Ushiwaka one-on-one!\However...\There are six players on a volleyball court!\Even if our opponent's some genius first-year, or Ushiwaka,\the team with the better six is stronger, you dumbass!\The team with the better six is stronger.\Sorry, did I headbutt you too hard?\Well, how do I put this? response:	I suddenly feel invincible.
context: However...\There are six players on a volleyball court!\Even if our opponent's some genius first-year, or Ushiwaka,\the team with the better six is stronger, you dumbass!\The team with the better six is stronger.\Sorry, did I headbutt you too hard?\Well, how do I put this?\I suddenly feel invincible. response:	More importanty, Iwa-chan, is dumbass the only insult you've got?
context: There are six players on a volleyball court!\Even if our opponent's some genius first-year, or Ushiwaka,\the team with the better six is stronger, you dumbass!\The team with the better six is stronger.\Sorry, did I headbutt you too hard?\Well, how do I put this?\I suddenly feel invincible.\More importanty, Iwa-chan, is dumbass the only insult you've got? response:	Want me to make your nose bleed from the right side, too?
context: Even if our opponent's some genius first-year, or Ushiwaka,\the team with the better six is stronger, you dumbass!\The team with the better six is stronger.\Sorry, did I headbutt you too hard?\Well, how do I put this?\I suddenly feel invincible.\More importanty, Iwa-chan, is dumbass the only insult you've got?\Want me to make your nose bleed from the right side, too? response:	Nice course!
context: the team with the better six is stronger, you dumbass!\The team with the better six is stronger.\Sorry, did I headbutt you too hard?\Well, how do I put this?\I suddenly feel invincible.\More importanty, Iwa-chan, is dumbass the only insult you've got?\Want me to make your nose bleed from the right side, too?\Nice course! response:	One more!
context: The team with the better six is stronger.\Sorry, did I headbutt you too hard?\Well, how do I put this?\I suddenly feel invincible.\More importanty, Iwa-chan, is dumbass the only insult you've got?\Want me to make your nose bleed from the right side, too?\Nice course!\One more! response:	I don't know how to put it, but it looks like Oikawa's gotten over it.
context: Sorry, did I headbutt you too hard?\Well, how do I put this?\I suddenly feel invincible.\More importanty, Iwa-chan, is dumbass the only insult you've got?\Want me to make your nose bleed from the right side, too?\Nice course!\One more!\I don't know how to put it, but it looks like Oikawa's gotten over it. response:	Yes.
context: Well, how do I put this?\I suddenly feel invincible.\More importanty, Iwa-chan, is dumbass the only insult you've got?\Want me to make your nose bleed from the right side, too?\Nice course!\One more!\I don't know how to put it, but it looks like Oikawa's gotten over it.\Yes. response:	Oikawa-san, please show me the basics of a serve toss.
context: I suddenly feel invincible.\More importanty, Iwa-chan, is dumbass the only insult you've got?\Want me to make your nose bleed from the right side, too?\Nice course!\One more!\I don't know how to put it, but it looks like Oikawa's gotten over it.\Yes.\Oikawa-san, please show me the basics of a serve toss. response:	Heck no, you idiot! Idiot!
context: More importanty, Iwa-chan, is dumbass the only insult you've got?\Want me to make your nose bleed from the right side, too?\Nice course!\One more!\I don't know how to put it, but it looks like Oikawa's gotten over it.\Yes.\Oikawa-san, please show me the basics of a serve toss.\Heck no, you idiot! Idiot! response:	Oikawa! Stop picking fights with the first-years!
context: Want me to make your nose bleed from the right side, too?\Nice course!\One more!\I don't know how to put it, but it looks like Oikawa's gotten over it.\Yes.\Oikawa-san, please show me the basics of a serve toss.\Heck no, you idiot! Idiot!\Oikawa! Stop picking fights with the first-years! response:	Our last tournament in junior high...
context: Nice course!\One more!\I don't know how to put it, but it looks like Oikawa's gotten over it.\Yes.\Oikawa-san, please show me the basics of a serve toss.\Heck no, you idiot! Idiot!\Oikawa! Stop picking fights with the first-years!\Our last tournament in junior high... response:	Kitagawa-Daiichi Shiratorizawa
context: One more!\I don't know how to put it, but it looks like Oikawa's gotten over it.\Yes.\Oikawa-san, please show me the basics of a serve toss.\Heck no, you idiot! Idiot!\Oikawa! Stop picking fights with the first-years!\Our last tournament in junior high...\Kitagawa-Daiichi Shiratorizawa response:	We fought against Shiratorizawa Junior High,
context: I don't know how to put it, but it looks like Oikawa's gotten over it.\Yes.\Oikawa-san, please show me the basics of a serve toss.\Heck no, you idiot! Idiot!\Oikawa! Stop picking fights with the first-years!\Our last tournament in junior high...\Kitagawa-Daiichi Shiratorizawa\We fought against Shiratorizawa Junior High, response:	and were able to get our first set.
context: Yes.\Oikawa-san, please show me the basics of a serve toss.\Heck no, you idiot! Idiot!\Oikawa! Stop picking fights with the first-years!\Our last tournament in junior high...\Kitagawa-Daiichi Shiratorizawa\We fought against Shiratorizawa Junior High,\and were able to get our first set. response:	We ended up in second place behind Shiratorizawa.
context: Oikawa-san, please show me the basics of a serve toss.\Heck no, you idiot! Idiot!\Oikawa! Stop picking fights with the first-years!\Our last tournament in junior high...\Kitagawa-Daiichi Shiratorizawa\We fought against Shiratorizawa Junior High,\and were able to get our first set.\We ended up in second place behind Shiratorizawa. response:	Best Setter Award Oikawa Toru
context: Heck no, you idiot! Idiot!\Oikawa! Stop picking fights with the first-years!\Our last tournament in junior high...\Kitagawa-Daiichi Shiratorizawa\We fought against Shiratorizawa Junior High,\and were able to get our first set.\We ended up in second place behind Shiratorizawa.\Best Setter Award Oikawa Toru response:	Oikawa was given the Best Setter Award.
context: Oikawa! Stop picking fights with the first-years!\Our last tournament in junior high...\Kitagawa-Daiichi Shiratorizawa\We fought against Shiratorizawa Junior High,\and were able to get our first set.\We ended up in second place behind Shiratorizawa.\Best Setter Award Oikawa Toru\Oikawa was given the Best Setter Award. response:	This award is proof that our spikers gave it all they had.
context: Our last tournament in junior high...\Kitagawa-Daiichi Shiratorizawa\We fought against Shiratorizawa Junior High,\and were able to get our first set.\We ended up in second place behind Shiratorizawa.\Best Setter Award Oikawa Toru\Oikawa was given the Best Setter Award.\This award is proof that our spikers gave it all they had. response:	Does that mean Ushiwaka's even higher?
context: Kitagawa-Daiichi Shiratorizawa\We fought against Shiratorizawa Junior High,\and were able to get our first set.\We ended up in second place behind Shiratorizawa.\Best Setter Award Oikawa Toru\Oikawa was given the Best Setter Award.\This award is proof that our spikers gave it all they had.\Does that mean Ushiwaka's even higher? response:	Once we get into high school,
context: We fought against Shiratorizawa Junior High,\and were able to get our first set.\We ended up in second place behind Shiratorizawa.\Best Setter Award Oikawa Toru\Oikawa was given the Best Setter Award.\This award is proof that our spikers gave it all they had.\Does that mean Ushiwaka's even higher?\Once we get into high school, response:	that's when...
context: and were able to get our first set.\We ended up in second place behind Shiratorizawa.\Best Setter Award Oikawa Toru\Oikawa was given the Best Setter Award.\This award is proof that our spikers gave it all they had.\Does that mean Ushiwaka's even higher?\Once we get into high school,\that's when... response:	we'll show Shiratorizawa who's boss!
context: We ended up in second place behind Shiratorizawa.\Best Setter Award Oikawa Toru\Oikawa was given the Best Setter Award.\This award is proof that our spikers gave it all they had.\Does that mean Ushiwaka's even higher?\Once we get into high school,\that's when...\we'll show Shiratorizawa who's boss! response:	Naturally.
