context: Here we come! response:	It's the start of Inuyasha!
context: Turn around!\What shall we do, Lord Sesshomaru?\Lord Sesshomaru...\We're the right- and left-hand men of Koga,\the great young boss of the Wolf-Demon Tribe.\Ginta from Hell!\Slayer Hakkaku!\Sounds different from earlier on. response:	If you understand, turn around!
context: What shall we do, Lord Sesshomaru?\Lord Sesshomaru...\We're the right- and left-hand men of Koga,\the great young boss of the Wolf-Demon Tribe.\Ginta from Hell!\Slayer Hakkaku!\Sounds different from earlier on.\If you understand, turn around! response:	Well?
context: Lord Sesshomaru...\We're the right- and left-hand men of Koga,\the great young boss of the Wolf-Demon Tribe.\Ginta from Hell!\Slayer Hakkaku!\Sounds different from earlier on.\If you understand, turn around!\Well? response:	Well?
context: We're the right- and left-hand men of Koga,\the great young boss of the Wolf-Demon Tribe.\Ginta from Hell!\Slayer Hakkaku!\Sounds different from earlier on.\If you understand, turn around!\Well?\Well? response:	Hurling body!
context: the great young boss of the Wolf-Demon Tribe.\Ginta from Hell!\Slayer Hakkaku!\Sounds different from earlier on.\If you understand, turn around!\Well?\Well?\Hurling body! response:	Lightning kick!
context: Ginta from Hell!\Slayer Hakkaku!\Sounds different from earlier on.\If you understand, turn around!\Well?\Well?\Hurling body!\Lightning kick! response:	Well...?
context: Slayer Hakkaku!\Sounds different from earlier on.\If you understand, turn around!\Well?\Well?\Hurling body!\Lightning kick!\Well...? response:	Make way!
context: Sounds different from earlier on.\If you understand, turn around!\Well?\Well?\Hurling body!\Lightning kick!\Well...?\Make way! response:	Y-You go elsewhere!
context: If you understand, turn around!\Well?\Well?\Hurling body!\Lightning kick!\Well...?\Make way!\Y-You go elsewhere! response:	Y-Yeah!
context: Well?\Well?\Hurling body!\Lightning kick!\Well...?\Make way!\Y-You go elsewhere!\Y-Yeah! response:	Don't they value theirlives?
context: Well?\Hurling body!\Lightning kick!\Well...?\Make way!\Y-You go elsewhere!\Y-Yeah!\Don't they value theirlives? response:	I said to make way!
context: Hurling body!\Lightning kick!\Well...?\Make way!\Y-You go elsewhere!\Y-Yeah!\Don't they value theirlives?\I said to make way! response:	But Sesshomaru wouldn't hesitate to kill his opponent.
context: Lightning kick!\Well...?\Make way!\Y-You go elsewhere!\Y-Yeah!\Don't they value theirlives?\I said to make way!\But Sesshomaru wouldn't hesitate to kill his opponent. response:	l-It's all over, Ginta!
context: Well...?\Make way!\Y-You go elsewhere!\Y-Yeah!\Don't they value theirlives?\I said to make way!\But Sesshomaru wouldn't hesitate to kill his opponent.\l-It's all over, Ginta! response:	Hakkaku!
context: Make way!\Y-You go elsewhere!\Y-Yeah!\Don't they value theirlives?\I said to make way!\But Sesshomaru wouldn't hesitate to kill his opponent.\l-It's all over, Ginta!\Hakkaku! response:	We'll have a better chance of making it alive
context: Y-You go elsewhere!\Y-Yeah!\Don't they value theirlives?\I said to make way!\But Sesshomaru wouldn't hesitate to kill his opponent.\l-It's all over, Ginta!\Hakkaku!\We'll have a better chance of making it alive response:	if we drag Koga away from here.
context: Y-Yeah!\Don't they value theirlives?\I said to make way!\But Sesshomaru wouldn't hesitate to kill his opponent.\l-It's all over, Ginta!\Hakkaku!\We'll have a better chance of making it alive\if we drag Koga away from here. response:	You're right! Let's get Koga away from here!
context: Don't they value theirlives?\I said to make way!\But Sesshomaru wouldn't hesitate to kill his opponent.\l-It's all over, Ginta!\Hakkaku!\We'll have a better chance of making it alive\if we drag Koga away from here.\You're right! Let's get Koga away from here! response:	What about me?
context: I said to make way!\But Sesshomaru wouldn't hesitate to kill his opponent.\l-It's all over, Ginta!\Hakkaku!\We'll have a better chance of making it alive\if we drag Koga away from here.\You're right! Let's get Koga away from here!\What about me? response:	Koga!
context: But Sesshomaru wouldn't hesitate to kill his opponent.\l-It's all over, Ginta!\Hakkaku!\We'll have a better chance of making it alive\if we drag Koga away from here.\You're right! Let's get Koga away from here!\What about me?\Koga! response:	Who are you?
context: l-It's all over, Ginta!\Hakkaku!\We'll have a better chance of making it alive\if we drag Koga away from here.\You're right! Let's get Koga away from here!\What about me?\Koga!\Who are you? response:	Boy, it's starting to smell just like that mutt!
context: Hakkaku!\We'll have a better chance of making it alive\if we drag Koga away from here.\You're right! Let's get Koga away from here!\What about me?\Koga!\Who are you?\Boy, it's starting to smell just like that mutt! response:	Huh! Lord Sesshomaru...
context: We'll have a better chance of making it alive\if we drag Koga away from here.\You're right! Let's get Koga away from here!\What about me?\Koga!\Who are you?\Boy, it's starting to smell just like that mutt!\Huh! Lord Sesshomaru... response:	He's Inuyasha's olderbrother.
context: if we drag Koga away from here.\You're right! Let's get Koga away from here!\What about me?\Koga!\Who are you?\Boy, it's starting to smell just like that mutt!\Huh! Lord Sesshomaru...\He's Inuyasha's olderbrother. response:	Don't goad him, Koga.
context: You're right! Let's get Koga away from here!\What about me?\Koga!\Who are you?\Boy, it's starting to smell just like that mutt!\Huh! Lord Sesshomaru...\He's Inuyasha's olderbrother.\Don't goad him, Koga. response:	Inuyasha's older brother?
context: What about me?\Koga!\Who are you?\Boy, it's starting to smell just like that mutt!\Huh! Lord Sesshomaru...\He's Inuyasha's olderbrother.\Don't goad him, Koga.\Inuyasha's older brother? response:	So he's not a half-demon?
context: Koga!\Who are you?\Boy, it's starting to smell just like that mutt!\Huh! Lord Sesshomaru...\He's Inuyasha's olderbrother.\Don't goad him, Koga.\Inuyasha's older brother?\So he's not a half-demon? response:	What? Struck a nerve?
context: Who are you?\Boy, it's starting to smell just like that mutt!\Huh! Lord Sesshomaru...\He's Inuyasha's olderbrother.\Don't goad him, Koga.\Inuyasha's older brother?\So he's not a half-demon?\What? Struck a nerve? response:	Koga!
context: Boy, it's starting to smell just like that mutt!\Huh! Lord Sesshomaru...\He's Inuyasha's olderbrother.\Don't goad him, Koga.\Inuyasha's older brother?\So he's not a half-demon?\What? Struck a nerve?\Koga! response:	Stand back, Rin.
context: Huh! Lord Sesshomaru...\He's Inuyasha's olderbrother.\Don't goad him, Koga.\Inuyasha's older brother?\So he's not a half-demon?\What? Struck a nerve?\Koga!\Stand back, Rin. response:	Lord Sesshomaru!
context: He's Inuyasha's olderbrother.\Don't goad him, Koga.\Inuyasha's older brother?\So he's not a half-demon?\What? Struck a nerve?\Koga!\Stand back, Rin.\Lord Sesshomaru! response:	Such fools. They'll die.
context: Don't goad him, Koga.\Inuyasha's older brother?\So he's not a half-demon?\What? Struck a nerve?\Koga!\Stand back, Rin.\Lord Sesshomaru!\Such fools. They'll die. response:	It's all over!
context: Inuyasha's older brother?\So he's not a half-demon?\What? Struck a nerve?\Koga!\Stand back, Rin.\Lord Sesshomaru!\Such fools. They'll die.\It's all over! response:	Hand it over!
context: So he's not a half-demon?\What? Struck a nerve?\Koga!\Stand back, Rin.\Lord Sesshomaru!\Such fools. They'll die.\It's all over!\Hand it over! response:	Hand overthe Sacred Jewel shard!
context: What? Struck a nerve?\Koga!\Stand back, Rin.\Lord Sesshomaru!\Such fools. They'll die.\It's all over!\Hand it over!\Hand overthe Sacred Jewel shard! response:	Shaddup!
context: Koga!\Stand back, Rin.\Lord Sesshomaru!\Such fools. They'll die.\It's all over!\Hand it over!\Hand overthe Sacred Jewel shard!\Shaddup! response:	Lord Sesshomaru!
context: Stand back, Rin.\Lord Sesshomaru!\Such fools. They'll die.\It's all over!\Hand it over!\Hand overthe Sacred Jewel shard!\Shaddup!\Lord Sesshomaru! response:	Thanks fornothing!
context: Lord Sesshomaru!\Such fools. They'll die.\It's all over!\Hand it over!\Hand overthe Sacred Jewel shard!\Shaddup!\Lord Sesshomaru!\Thanks fornothing! response:	Jaken!
context: Such fools. They'll die.\It's all over!\Hand it over!\Hand overthe Sacred Jewel shard!\Shaddup!\Lord Sesshomaru!\Thanks fornothing!\Jaken! response:	Let me have the human!
context: It's all over!\Hand it over!\Hand overthe Sacred Jewel shard!\Shaddup!\Lord Sesshomaru!\Thanks fornothing!\Jaken!\Let me have the human! response:	Jaken!
context: Hand it over!\Hand overthe Sacred Jewel shard!\Shaddup!\Lord Sesshomaru!\Thanks fornothing!\Jaken!\Let me have the human!\Jaken! response:	Don't you dare eat humans!
context: Hand overthe Sacred Jewel shard!\Shaddup!\Lord Sesshomaru!\Thanks fornothing!\Jaken!\Let me have the human!\Jaken!\Don't you dare eat humans! response:	Unnecessary interference.
context: Shaddup!\Lord Sesshomaru!\Thanks fornothing!\Jaken!\Let me have the human!\Jaken!\Don't you dare eat humans!\Unnecessary interference. response:	Feeling's mutual.
context: Lord Sesshomaru!\Thanks fornothing!\Jaken!\Let me have the human!\Jaken!\Don't you dare eat humans!\Unnecessary interference.\Feeling's mutual. response:	What?!
context: Thanks fornothing!\Jaken!\Let me have the human!\Jaken!\Don't you dare eat humans!\Unnecessary interference.\Feeling's mutual.\What?! response:	Huh?
context: Jaken!\Let me have the human!\Jaken!\Don't you dare eat humans!\Unnecessary interference.\Feeling's mutual.\What?!\Huh? response:	Let's go, guys.
context: Let me have the human!\Jaken!\Don't you dare eat humans!\Unnecessary interference.\Feeling's mutual.\What?!\Huh?\Let's go, guys. response:	C'mon.
context: Jaken!\Don't you dare eat humans!\Unnecessary interference.\Feeling's mutual.\What?!\Huh?\Let's go, guys.\C'mon. response:	Is that all right, Lord Sesshomaru?
context: Don't you dare eat humans!\Unnecessary interference.\Feeling's mutual.\What?!\Huh?\Let's go, guys.\C'mon.\Is that all right, Lord Sesshomaru? response:	Koga's wolves were the ones that attacked Rin.
context: Unnecessary interference.\Feeling's mutual.\What?!\Huh?\Let's go, guys.\C'mon.\Is that all right, Lord Sesshomaru?\Koga's wolves were the ones that attacked Rin. response:	If he tried the same thing, I'd kill him.
context: Feeling's mutual.\What?!\Huh?\Let's go, guys.\C'mon.\Is that all right, Lord Sesshomaru?\Koga's wolves were the ones that attacked Rin.\If he tried the same thing, I'd kill him. response:	But the one I'm after now is Naraku.
context: What?!\Huh?\Let's go, guys.\C'mon.\Is that all right, Lord Sesshomaru?\Koga's wolves were the ones that attacked Rin.\If he tried the same thing, I'd kill him.\But the one I'm after now is Naraku. response:	I don't need unnecessary battles.
context: Huh?\Let's go, guys.\C'mon.\Is that all right, Lord Sesshomaru?\Koga's wolves were the ones that attacked Rin.\If he tried the same thing, I'd kill him.\But the one I'm after now is Naraku.\I don't need unnecessary battles. response:	Jaken, you'll be left behind.
context: Let's go, guys.\C'mon.\Is that all right, Lord Sesshomaru?\Koga's wolves were the ones that attacked Rin.\If he tried the same thing, I'd kill him.\But the one I'm after now is Naraku.\I don't need unnecessary battles.\Jaken, you'll be left behind. response:	Huh?! Wait!
context: C'mon.\Is that all right, Lord Sesshomaru?\Koga's wolves were the ones that attacked Rin.\If he tried the same thing, I'd kill him.\But the one I'm after now is Naraku.\I don't need unnecessary battles.\Jaken, you'll be left behind.\Huh?! Wait! response:	Eat, it's all yours.
context: Is that all right, Lord Sesshomaru?\Koga's wolves were the ones that attacked Rin.\If he tried the same thing, I'd kill him.\But the one I'm after now is Naraku.\I don't need unnecessary battles.\Jaken, you'll be left behind.\Huh?! Wait!\Eat, it's all yours. response:	Kagome probably gave it to me to share.
context: Koga's wolves were the ones that attacked Rin.\If he tried the same thing, I'd kill him.\But the one I'm after now is Naraku.\I don't need unnecessary battles.\Jaken, you'll be left behind.\Huh?! Wait!\Eat, it's all yours.\Kagome probably gave it to me to share. response:	- Thank you......very much.
context: If he tried the same thing, I'd kill him.\But the one I'm after now is Naraku.\I don't need unnecessary battles.\Jaken, you'll be left behind.\Huh?! Wait!\Eat, it's all yours.\Kagome probably gave it to me to share.\- Thank you......very much. response:	Why'd you say all that crazy stuff?
context: But the one I'm after now is Naraku.\I don't need unnecessary battles.\Jaken, you'll be left behind.\Huh?! Wait!\Eat, it's all yours.\Kagome probably gave it to me to share.\- Thank you......very much.\Why'd you say all that crazy stuff? response:	Well... we thought that...
context: I don't need unnecessary battles.\Jaken, you'll be left behind.\Huh?! Wait!\Eat, it's all yours.\Kagome probably gave it to me to share.\- Thank you......very much.\Why'd you say all that crazy stuff?\Well... we thought that... response:	you'd start fighting with that Sesshomaru.
context: Jaken, you'll be left behind.\Huh?! Wait!\Eat, it's all yours.\Kagome probably gave it to me to share.\- Thank you......very much.\Why'd you say all that crazy stuff?\Well... we thought that...\you'd start fighting with that Sesshomaru. response:	Why?
context: Huh?! Wait!\Eat, it's all yours.\Kagome probably gave it to me to share.\- Thank you......very much.\Why'd you say all that crazy stuff?\Well... we thought that...\you'd start fighting with that Sesshomaru.\Why? response:	Why?! Well...
context: Eat, it's all yours.\Kagome probably gave it to me to share.\- Thank you......very much.\Why'd you say all that crazy stuff?\Well... we thought that...\you'd start fighting with that Sesshomaru.\Why?\Why?! Well... response:	One day, I'll defeat that Inuyasha who keeps hanging around Kagome.
context: Kagome probably gave it to me to share.\- Thank you......very much.\Why'd you say all that crazy stuff?\Well... we thought that...\you'd start fighting with that Sesshomaru.\Why?\Why?! Well...\One day, I'll defeat that Inuyasha who keeps hanging around Kagome. response:	But I have no gripe with his olderbrother.
context: - Thank you......very much.\Why'd you say all that crazy stuff?\Well... we thought that...\you'd start fighting with that Sesshomaru.\Why?\Why?! Well...\One day, I'll defeat that Inuyasha who keeps hanging around Kagome.\But I have no gripe with his olderbrother. response:	Oh...
context: Why'd you say all that crazy stuff?\Well... we thought that...\you'd start fighting with that Sesshomaru.\Why?\Why?! Well...\One day, I'll defeat that Inuyasha who keeps hanging around Kagome.\But I have no gripe with his olderbrother.\Oh... response:	You were worried over a stupid thing like that?!
context: Well... we thought that...\you'd start fighting with that Sesshomaru.\Why?\Why?! Well...\One day, I'll defeat that Inuyasha who keeps hanging around Kagome.\But I have no gripe with his olderbrother.\Oh...\You were worried over a stupid thing like that?! response:	Well... But Sesshomaru might've started a fight with you!
context: you'd start fighting with that Sesshomaru.\Why?\Why?! Well...\One day, I'll defeat that Inuyasha who keeps hanging around Kagome.\But I have no gripe with his olderbrother.\Oh...\You were worried over a stupid thing like that?!\Well... But Sesshomaru might've started a fight with you! response:	Why?
context: Why?\Why?! Well...\One day, I'll defeat that Inuyasha who keeps hanging around Kagome.\But I have no gripe with his olderbrother.\Oh...\You were worried over a stupid thing like that?!\Well... But Sesshomaru might've started a fight with you!\Why? response:	Well...
context: Why?! Well...\One day, I'll defeat that Inuyasha who keeps hanging around Kagome.\But I have no gripe with his olderbrother.\Oh...\You were worried over a stupid thing like that?!\Well... But Sesshomaru might've started a fight with you!\Why?\Well... response:	That human child...
context: One day, I'll defeat that Inuyasha who keeps hanging around Kagome.\But I have no gripe with his olderbrother.\Oh...\You were worried over a stupid thing like that?!\Well... But Sesshomaru might've started a fight with you!\Why?\Well...\That human child... response:	Oh that kid.
context: But I have no gripe with his olderbrother.\Oh...\You were worried over a stupid thing like that?!\Well... But Sesshomaru might've started a fight with you!\Why?\Well...\That human child...\Oh that kid. response:	Why's he letting a little kid like that string along?
context: Oh...\You were worried over a stupid thing like that?!\Well... But Sesshomaru might've started a fight with you!\Why?\Well...\That human child...\Oh that kid.\Why's he letting a little kid like that string along? response:	Well...
context: You were worried over a stupid thing like that?!\Well... But Sesshomaru might've started a fight with you!\Why?\Well...\That human child...\Oh that kid.\Why's he letting a little kid like that string along?\Well... response:	Kagome's a pretty girl, so I'd understand.
context: Well... But Sesshomaru might've started a fight with you!\Why?\Well...\That human child...\Oh that kid.\Why's he letting a little kid like that string along?\Well...\Kagome's a pretty girl, so I'd understand. response:	But a young kid like that? I dunno.
context: Why?\Well...\That human child...\Oh that kid.\Why's he letting a little kid like that string along?\Well...\Kagome's a pretty girl, so I'd understand.\But a young kid like that? I dunno. response:	Cut it out!
context: Well...\That human child...\Oh that kid.\Why's he letting a little kid like that string along?\Well...\Kagome's a pretty girl, so I'd understand.\But a young kid like that? I dunno.\Cut it out! response:	You guys think I'd lose to him?!
context: That human child...\Oh that kid.\Why's he letting a little kid like that string along?\Well...\Kagome's a pretty girl, so I'd understand.\But a young kid like that? I dunno.\Cut it out!\You guys think I'd lose to him?! response:	Well then, I'll go settle this right now!
context: Oh that kid.\Why's he letting a little kid like that string along?\Well...\Kagome's a pretty girl, so I'd understand.\But a young kid like that? I dunno.\Cut it out!\You guys think I'd lose to him?!\Well then, I'll go settle this right now! response:	Wait, Koga!
context: Why's he letting a little kid like that string along?\Well...\Kagome's a pretty girl, so I'd understand.\But a young kid like that? I dunno.\Cut it out!\You guys think I'd lose to him?!\Well then, I'll go settle this right now!\Wait, Koga! response:	You're much stronger!
context: Well...\Kagome's a pretty girl, so I'd understand.\But a young kid like that? I dunno.\Cut it out!\You guys think I'd lose to him?!\Well then, I'll go settle this right now!\Wait, Koga!\You're much stronger! response:	Dammit!
context: Kagome's a pretty girl, so I'd understand.\But a young kid like that? I dunno.\Cut it out!\You guys think I'd lose to him?!\Well then, I'll go settle this right now!\Wait, Koga!\You're much stronger!\Dammit! response:	Such a nice morning.
context: But a young kid like that? I dunno.\Cut it out!\You guys think I'd lose to him?!\Well then, I'll go settle this right now!\Wait, Koga!\You're much stronger!\Dammit!\Such a nice morning. response:	An awful smell's coming this way.
context: Cut it out!\You guys think I'd lose to him?!\Well then, I'll go settle this right now!\Wait, Koga!\You're much stronger!\Dammit!\Such a nice morning.\An awful smell's coming this way. response:	Hey!
context: You guys think I'd lose to him?!\Well then, I'll go settle this right now!\Wait, Koga!\You're much stronger!\Dammit!\Such a nice morning.\An awful smell's coming this way.\Hey! response:	'Morning.
context: Well then, I'll go settle this right now!\Wait, Koga!\You're much stronger!\Dammit!\Such a nice morning.\An awful smell's coming this way.\Hey!\'Morning. response:	What're you doing here so early?!
context: Wait, Koga!\You're much stronger!\Dammit!\Such a nice morning.\An awful smell's coming this way.\Hey!\'Morning.\What're you doing here so early?! response:	Athank-you foryesterday's food.
context: You're much stronger!\Dammit!\Such a nice morning.\An awful smell's coming this way.\Hey!\'Morning.\What're you doing here so early?!\Athank-you foryesterday's food. response:	Oh, how cute!
context: Dammit!\Such a nice morning.\An awful smell's coming this way.\Hey!\'Morning.\What're you doing here so early?!\Athank-you foryesterday's food.\Oh, how cute! response:	I guess girls like stuff like this.
context: Such a nice morning.\An awful smell's coming this way.\Hey!\'Morning.\What're you doing here so early?!\Athank-you foryesterday's food.\Oh, how cute!\I guess girls like stuff like this. response:	It's so outta character! Giving herpresents!
context: An awful smell's coming this way.\Hey!\'Morning.\What're you doing here so early?!\Athank-you foryesterday's food.\Oh, how cute!\I guess girls like stuff like this.\It's so outta character! Giving herpresents! response:	- See ya! - Hey!
context: Hey!\'Morning.\What're you doing here so early?!\Athank-you foryesterday's food.\Oh, how cute!\I guess girls like stuff like this.\It's so outta character! Giving herpresents!\- See ya! - Hey! response:	Koga has certainly changed since we first encountered him.
context: 'Morning.\What're you doing here so early?!\Athank-you foryesterday's food.\Oh, how cute!\I guess girls like stuff like this.\It's so outta character! Giving herpresents!\- See ya! - Hey!\Koga has certainly changed since we first encountered him. response:	It's all yourinfluence, Kagome.
context: What're you doing here so early?!\Athank-you foryesterday's food.\Oh, how cute!\I guess girls like stuff like this.\It's so outta character! Giving herpresents!\- See ya! - Hey!\Koga has certainly changed since we first encountered him.\It's all yourinfluence, Kagome. response:	Really?
context: Athank-you foryesterday's food.\Oh, how cute!\I guess girls like stuff like this.\It's so outta character! Giving herpresents!\- See ya! - Hey!\Koga has certainly changed since we first encountered him.\It's all yourinfluence, Kagome.\Really? response:	Inuyasha must change much more and grow up.
context: Oh, how cute!\I guess girls like stuff like this.\It's so outta character! Giving herpresents!\- See ya! - Hey!\Koga has certainly changed since we first encountered him.\It's all yourinfluence, Kagome.\Really?\Inuyasha must change much more and grow up. response:	Look who's the kid?!
context: I guess girls like stuff like this.\It's so outta character! Giving herpresents!\- See ya! - Hey!\Koga has certainly changed since we first encountered him.\It's all yourinfluence, Kagome.\Really?\Inuyasha must change much more and grow up.\Look who's the kid?! response:	Owwee! What're you doing?!
context: It's so outta character! Giving herpresents!\- See ya! - Hey!\Koga has certainly changed since we first encountered him.\It's all yourinfluence, Kagome.\Really?\Inuyasha must change much more and grow up.\Look who's the kid?!\Owwee! What're you doing?! response:	Hey, Koga!
context: - See ya! - Hey!\Koga has certainly changed since we first encountered him.\It's all yourinfluence, Kagome.\Really?\Inuyasha must change much more and grow up.\Look who's the kid?!\Owwee! What're you doing?!\Hey, Koga! response:	Quit dawdling!
context: Koga has certainly changed since we first encountered him.\It's all yourinfluence, Kagome.\Really?\Inuyasha must change much more and grow up.\Look who's the kid?!\Owwee! What're you doing?!\Hey, Koga!\Quit dawdling! response:	We're gonna find Naraku today!
context: It's all yourinfluence, Kagome.\Really?\Inuyasha must change much more and grow up.\Look who's the kid?!\Owwee! What're you doing?!\Hey, Koga!\Quit dawdling!\We're gonna find Naraku today! response:	Let's go, you all.
context: Really?\Inuyasha must change much more and grow up.\Look who's the kid?!\Owwee! What're you doing?!\Hey, Koga!\Quit dawdling!\We're gonna find Naraku today!\Let's go, you all. response:	We'll follow Koga.
context: Inuyasha must change much more and grow up.\Look who's the kid?!\Owwee! What're you doing?!\Hey, Koga!\Quit dawdling!\We're gonna find Naraku today!\Let's go, you all.\We'll follow Koga. response:	Hey, wait up!
context: Look who's the kid?!\Owwee! What're you doing?!\Hey, Koga!\Quit dawdling!\We're gonna find Naraku today!\Let's go, you all.\We'll follow Koga.\Hey, wait up! response:	Koga!
context: Owwee! What're you doing?!\Hey, Koga!\Quit dawdling!\We're gonna find Naraku today!\Let's go, you all.\We'll follow Koga.\Hey, wait up!\Koga! response:	Kagome and the others are trapped in the cocoon
context: Hey, Koga!\Quit dawdling!\We're gonna find Naraku today!\Let's go, you all.\We'll follow Koga.\Hey, wait up!\Koga!\Kagome and the others are trapped in the cocoon response:	of the Moth Demon, Garamaru!
context: Quit dawdling!\We're gonna find Naraku today!\Let's go, you all.\We'll follow Koga.\Hey, wait up!\Koga!\Kagome and the others are trapped in the cocoon\of the Moth Demon, Garamaru! response:	An evil nightmare from the heart creates fear and despair!
context: We're gonna find Naraku today!\Let's go, you all.\We'll follow Koga.\Hey, wait up!\Koga!\Kagome and the others are trapped in the cocoon\of the Moth Demon, Garamaru!\An evil nightmare from the heart creates fear and despair! response:	Sorry, Inuyasha! I can't fight anymore!
context: Let's go, you all.\We'll follow Koga.\Hey, wait up!\Koga!\Kagome and the others are trapped in the cocoon\of the Moth Demon, Garamaru!\An evil nightmare from the heart creates fear and despair!\Sorry, Inuyasha! I can't fight anymore! response:	Is that all it was?
context: We'll follow Koga.\Hey, wait up!\Koga!\Kagome and the others are trapped in the cocoon\of the Moth Demon, Garamaru!\An evil nightmare from the heart creates fear and despair!\Sorry, Inuyasha! I can't fight anymore!\Is that all it was? response:	Is yourpower so weak as to be overpowered by a dream?
context: Hey, wait up!\Koga!\Kagome and the others are trapped in the cocoon\of the Moth Demon, Garamaru!\An evil nightmare from the heart creates fear and despair!\Sorry, Inuyasha! I can't fight anymore!\Is that all it was?\Is yourpower so weak as to be overpowered by a dream? response:	Why? The cocoon won't disappear!
context: Koga!\Kagome and the others are trapped in the cocoon\of the Moth Demon, Garamaru!\An evil nightmare from the heart creates fear and despair!\Sorry, Inuyasha! I can't fight anymore!\Is that all it was?\Is yourpower so weak as to be overpowered by a dream?\Why? The cocoon won't disappear! response:	Next on Inuyasha: The Truth Behind the Nightmare: Battle in the Forest of Sorrow
context: Kagome and the others are trapped in the cocoon\of the Moth Demon, Garamaru!\An evil nightmare from the heart creates fear and despair!\Sorry, Inuyasha! I can't fight anymore!\Is that all it was?\Is yourpower so weak as to be overpowered by a dream?\Why? The cocoon won't disappear!\Next on Inuyasha: The Truth Behind the Nightmare: Battle in the Forest of Sorrow response:	How can I save them?!
