context: Stronghold of Lust response:	<Where is Pleguzes Jiart?>
context: What's wrong?\Well, heroes are supposed to be loners.\What?\Finish eating?\Y-yeah.\Is something the matter?\It doesn't feel like I ate.\The Battle of Ceres is disconcerting, isn't it? response:	There's that, too.
context: Well, heroes are supposed to be loners.\What?\Finish eating?\Y-yeah.\Is something the matter?\It doesn't feel like I ate.\The Battle of Ceres is disconcerting, isn't it?\There's that, too. response:	But my pit crew also wanted to talk.
context: What?\Finish eating?\Y-yeah.\Is something the matter?\It doesn't feel like I ate.\The Battle of Ceres is disconcerting, isn't it?\There's that, too.\But my pit crew also wanted to talk. response:	I couldn't relax.
context: Finish eating?\Y-yeah.\Is something the matter?\It doesn't feel like I ate.\The Battle of Ceres is disconcerting, isn't it?\There's that, too.\But my pit crew also wanted to talk.\I couldn't relax. response:	Say what?!
context: Y-yeah.\Is something the matter?\It doesn't feel like I ate.\The Battle of Ceres is disconcerting, isn't it?\There's that, too.\But my pit crew also wanted to talk.\I couldn't relax.\Say what?! response:	You're doing better with yours than I am mine!
context: Is something the matter?\It doesn't feel like I ate.\The Battle of Ceres is disconcerting, isn't it?\There's that, too.\But my pit crew also wanted to talk.\I couldn't relax.\Say what?!\You're doing better with yours than I am mine! response:	Totally! You've got it good!
context: It doesn't feel like I ate.\The Battle of Ceres is disconcerting, isn't it?\There's that, too.\But my pit crew also wanted to talk.\I couldn't relax.\Say what?!\You're doing better with yours than I am mine!\Totally! You've got it good! response:	I wanna swap with Kei!
context: The Battle of Ceres is disconcerting, isn't it?\There's that, too.\But my pit crew also wanted to talk.\I couldn't relax.\Say what?!\You're doing better with yours than I am mine!\Totally! You've got it good!\I wanna swap with Kei! response:	Isn't Kei's crew filled with hot babes?
context: There's that, too.\But my pit crew also wanted to talk.\I couldn't relax.\Say what?!\You're doing better with yours than I am mine!\Totally! You've got it good!\I wanna swap with Kei!\Isn't Kei's crew filled with hot babes? response:	Not again...
context: But my pit crew also wanted to talk.\I couldn't relax.\Say what?!\You're doing better with yours than I am mine!\Totally! You've got it good!\I wanna swap with Kei!\Isn't Kei's crew filled with hot babes?\Not again... response:	Compared to that, mine's filled with...
context: I couldn't relax.\Say what?!\You're doing better with yours than I am mine!\Totally! You've got it good!\I wanna swap with Kei!\Isn't Kei's crew filled with hot babes?\Not again...\Compared to that, mine's filled with... response:	And mine...
context: Say what?!\You're doing better with yours than I am mine!\Totally! You've got it good!\I wanna swap with Kei!\Isn't Kei's crew filled with hot babes?\Not again...\Compared to that, mine's filled with...\And mine... response:	Ah J
context: You're doing better with yours than I am mine!\Totally! You've got it good!\I wanna swap with Kei!\Isn't Kei's crew filled with hot babes?\Not again...\Compared to that, mine's filled with...\And mine...\Ah J response:	My crew seems like it was originally a family.
context: Totally! You've got it good!\I wanna swap with Kei!\Isn't Kei's crew filled with hot babes?\Not again...\Compared to that, mine's filled with...\And mine...\Ah J\My crew seems like it was originally a family. response:	They even have a kid.
context: I wanna swap with Kei!\Isn't Kei's crew filled with hot babes?\Not again...\Compared to that, mine's filled with...\And mine...\Ah J\My crew seems like it was originally a family.\They even have a kid. response:	If this is where we're permanently stationed,
context: Isn't Kei's crew filled with hot babes?\Not again...\Compared to that, mine's filled with...\And mine...\Ah J\My crew seems like it was originally a family.\They even have a kid.\If this is where we're permanently stationed, response:	do you think they'll want to talk every day?
context: Not again...\Compared to that, mine's filled with...\And mine...\Ah J\My crew seems like it was originally a family.\They even have a kid.\If this is where we're permanently stationed,\do you think they'll want to talk every day? response:	It must be rough having a family.
context: Compared to that, mine's filled with...\And mine...\Ah J\My crew seems like it was originally a family.\They even have a kid.\If this is where we're permanently stationed,\do you think they'll want to talk every day?\It must be rough having a family. response:	That just made me feel a bit better!
context: And mine...\Ah J\My crew seems like it was originally a family.\They even have a kid.\If this is where we're permanently stationed,\do you think they'll want to talk every day?\It must be rough having a family.\That just made me feel a bit better! response:	Why?
context: Ah J\My crew seems like it was originally a family.\They even have a kid.\If this is where we're permanently stationed,\do you think they'll want to talk every day?\It must be rough having a family.\That just made me feel a bit better!\Why? response:	Not having a family might actually make life pretty carefree, huh?
context: My crew seems like it was originally a family.\They even have a kid.\If this is where we're permanently stationed,\do you think they'll want to talk every day?\It must be rough having a family.\That just made me feel a bit better!\Why?\Not having a family might actually make life pretty carefree, huh? response:	Indeed.
context: They even have a kid.\If this is where we're permanently stationed,\do you think they'll want to talk every day?\It must be rough having a family.\That just made me feel a bit better!\Why?\Not having a family might actually make life pretty carefree, huh?\Indeed. response:	So why is everyone in my room?!
context: If this is where we're permanently stationed,\do you think they'll want to talk every day?\It must be rough having a family.\That just made me feel a bit better!\Why?\Not having a family might actually make life pretty carefree, huh?\Indeed.\So why is everyone in my room?! response:	I'm going to copy this.
context: do you think they'll want to talk every day?\It must be rough having a family.\That just made me feel a bit better!\Why?\Not having a family might actually make life pretty carefree, huh?\Indeed.\So why is everyone in my room?!\I'm going to copy this. response:	F-fine...
context: It must be rough having a family.\That just made me feel a bit better!\Why?\Not having a family might actually make life pretty carefree, huh?\Indeed.\So why is everyone in my room?!\I'm going to copy this.\F-fine... response:	What are you doing?!
context: That just made me feel a bit better!\Why?\Not having a family might actually make life pretty carefree, huh?\Indeed.\So why is everyone in my room?!\I'm going to copy this.\F-fine...\What are you doing?! response:	This ain't the place for manga-drawing brats!
context: Why?\Not having a family might actually make life pretty carefree, huh?\Indeed.\So why is everyone in my room?!\I'm going to copy this.\F-fine...\What are you doing?!\This ain't the place for manga-drawing brats! response:	How did you sneak in here?
context: Not having a family might actually make life pretty carefree, huh?\Indeed.\So why is everyone in my room?!\I'm going to copy this.\F-fine...\What are you doing?!\This ain't the place for manga-drawing brats!\How did you sneak in here? response:	Uh, well, ummm...
context: Indeed.\So why is everyone in my room?!\I'm going to copy this.\F-fine...\What are you doing?!\This ain't the place for manga-drawing brats!\How did you sneak in here?\Uh, well, ummm... response:	Hey!
context: So why is everyone in my room?!\I'm going to copy this.\F-fine...\What are you doing?!\This ain't the place for manga-drawing brats!\How did you sneak in here?\Uh, well, ummm...\Hey! response:	What's going on here?
context: I'm going to copy this.\F-fine...\What are you doing?!\This ain't the place for manga-drawing brats!\How did you sneak in here?\Uh, well, ummm...\Hey!\What's going on here? response:	We'll help you out!
context: F-fine...\What are you doing?!\This ain't the place for manga-drawing brats!\How did you sneak in here?\Uh, well, ummm...\Hey!\What's going on here?\We'll help you out! response:	Are you making fun of our pilot?
context: What are you doing?!\This ain't the place for manga-drawing brats!\How did you sneak in here?\Uh, well, ummm...\Hey!\What's going on here?\We'll help you out!\Are you making fun of our pilot? response:	He is doing a splendid job fighting the enemy!
context: This ain't the place for manga-drawing brats!\How did you sneak in here?\Uh, well, ummm...\Hey!\What's going on here?\We'll help you out!\Are you making fun of our pilot?\He is doing a splendid job fighting the enemy! response:	He's the one out there protecting us!
context: How did you sneak in here?\Uh, well, ummm...\Hey!\What's going on here?\We'll help you out!\Are you making fun of our pilot?\He is doing a splendid job fighting the enemy!\He's the one out there protecting us! response:	Let's go!
context: Uh, well, ummm...\Hey!\What's going on here?\We'll help you out!\Are you making fun of our pilot?\He is doing a splendid job fighting the enemy!\He's the one out there protecting us!\Let's go! response:	Damn!
context: Hey!\What's going on here?\We'll help you out!\Are you making fun of our pilot?\He is doing a splendid job fighting the enemy!\He's the one out there protecting us!\Let's go!\Damn! response:	Th-thank you very much!
context: What's going on here?\We'll help you out!\Are you making fun of our pilot?\He is doing a splendid job fighting the enemy!\He's the one out there protecting us!\Let's go!\Damn!\Th-thank you very much! response:	There's no need to thank us.
context: We'll help you out!\Are you making fun of our pilot?\He is doing a splendid job fighting the enemy!\He's the one out there protecting us!\Let's go!\Damn!\Th-thank you very much!\There's no need to thank us. response:	It's no big.
context: Are you making fun of our pilot?\He is doing a splendid job fighting the enemy!\He's the one out there protecting us!\Let's go!\Damn!\Th-thank you very much!\There's no need to thank us.\It's no big. response:	You're awesome!
context: He is doing a splendid job fighting the enemy!\He's the one out there protecting us!\Let's go!\Damn!\Th-thank you very much!\There's no need to thank us.\It's no big.\You're awesome! response:	Izuru, you can really draw!
context: He's the one out there protecting us!\Let's go!\Damn!\Th-thank you very much!\There's no need to thank us.\It's no big.\You're awesome!\Izuru, you can really draw! response:	Make me the hero in your next piece!
context: Let's go!\Damn!\Th-thank you very much!\There's no need to thank us.\It's no big.\You're awesome!\Izuru, you can really draw!\Make me the hero in your next piece! response:	This is great!
context: Damn!\Th-thank you very much!\There's no need to thank us.\It's no big.\You're awesome!\Izuru, you can really draw!\Make me the hero in your next piece!\This is great! response:	Heroes with families can be nice too, huh?
context: Th-thank you very much!\There's no need to thank us.\It's no big.\You're awesome!\Izuru, you can really draw!\Make me the hero in your next piece!\This is great!\Heroes with families can be nice too, huh? response:	What?
context: There's no need to thank us.\It's no big.\You're awesome!\Izuru, you can really draw!\Make me the hero in your next piece!\This is great!\Heroes with families can be nice too, huh?\What? response:	This is Godinion. Requesting permission for takeoff.
context: It's no big.\You're awesome!\Izuru, you can really draw!\Make me the hero in your next piece!\This is great!\Heroes with families can be nice too, huh?\What?\This is Godinion. Requesting permission for takeoff. response:	This is control. Godinion is cleared for takeoff.
context: You're awesome!\Izuru, you can really draw!\Make me the hero in your next piece!\This is great!\Heroes with families can be nice too, huh?\What?\This is Godinion. Requesting permission for takeoff.\This is control. Godinion is cleared for takeoff. response:	Cleared for takeoff. All ranges: Green.
context: Izuru, you can really draw!\Make me the hero in your next piece!\This is great!\Heroes with families can be nice too, huh?\What?\This is Godinion. Requesting permission for takeoff.\This is control. Godinion is cleared for takeoff.\Cleared for takeoff. All ranges: Green. response:	Increasing backup engine output.
context: Make me the hero in your next piece!\This is great!\Heroes with families can be nice too, huh?\What?\This is Godinion. Requesting permission for takeoff.\This is control. Godinion is cleared for takeoff.\Cleared for takeoff. All ranges: Green.\Increasing backup engine output. response:	Before start check: Complete. Increasing backup engine output.
context: This is great!\Heroes with families can be nice too, huh?\What?\This is Godinion. Requesting permission for takeoff.\This is control. Godinion is cleared for takeoff.\Cleared for takeoff. All ranges: Green.\Increasing backup engine output.\Before start check: Complete. Increasing backup engine output. response:	Before start check: Complete. External power has been established.
context: Heroes with families can be nice too, huh?\What?\This is Godinion. Requesting permission for takeoff.\This is control. Godinion is cleared for takeoff.\Cleared for takeoff. All ranges: Green.\Increasing backup engine output.\Before start check: Complete. Increasing backup engine output.\Before start check: Complete. External power has been established. response:	Disconnect all equipment.
context: What?\This is Godinion. Requesting permission for takeoff.\This is control. Godinion is cleared for takeoff.\Cleared for takeoff. All ranges: Green.\Increasing backup engine output.\Before start check: Complete. Increasing backup engine output.\Before start check: Complete. External power has been established.\Disconnect all equipment. response:	Start all engines! Disconnect all equipment.
context: This is Godinion. Requesting permission for takeoff.\This is control. Godinion is cleared for takeoff.\Cleared for takeoff. All ranges: Green.\Increasing backup engine output.\Before start check: Complete. Increasing backup engine output.\Before start check: Complete. External power has been established.\Disconnect all equipment.\Start all engines! Disconnect all equipment. response:	Internal pressure increasing. Turbines activated.
context: This is control. Godinion is cleared for takeoff.\Cleared for takeoff. All ranges: Green.\Increasing backup engine output.\Before start check: Complete. Increasing backup engine output.\Before start check: Complete. External power has been established.\Disconnect all equipment.\Start all engines! Disconnect all equipment.\Internal pressure increasing. Turbines activated. response:	Main engine military!
context: Cleared for takeoff. All ranges: Green.\Increasing backup engine output.\Before start check: Complete. Increasing backup engine output.\Before start check: Complete. External power has been established.\Disconnect all equipment.\Start all engines! Disconnect all equipment.\Internal pressure increasing. Turbines activated.\Main engine military! response:	Blast off!
context: Increasing backup engine output.\Before start check: Complete. Increasing backup engine output.\Before start check: Complete. External power has been established.\Disconnect all equipment.\Start all engines! Disconnect all equipment.\Internal pressure increasing. Turbines activated.\Main engine military!\Blast off! response:	You've checked their heavy armament, exchanged malfunctioning parts
context: Before start check: Complete. Increasing backup engine output.\Before start check: Complete. External power has been established.\Disconnect all equipment.\Start all engines! Disconnect all equipment.\Internal pressure increasing. Turbines activated.\Main engine military!\Blast off!\You've checked their heavy armament, exchanged malfunctioning parts response:	and swapped anything that has given any errors, right?
context: Before start check: Complete. External power has been established.\Disconnect all equipment.\Start all engines! Disconnect all equipment.\Internal pressure increasing. Turbines activated.\Main engine military!\Blast off!\You've checked their heavy armament, exchanged malfunctioning parts\and swapped anything that has given any errors, right? response:	They just need one last fine tuning.
context: Disconnect all equipment.\Start all engines! Disconnect all equipment.\Internal pressure increasing. Turbines activated.\Main engine military!\Blast off!\You've checked their heavy armament, exchanged malfunctioning parts\and swapped anything that has given any errors, right?\They just need one last fine tuning. response:	The Battle of Ceres is our first big battle, isn't it?
context: Start all engines! Disconnect all equipment.\Internal pressure increasing. Turbines activated.\Main engine military!\Blast off!\You've checked their heavy armament, exchanged malfunctioning parts\and swapped anything that has given any errors, right?\They just need one last fine tuning.\The Battle of Ceres is our first big battle, isn't it? response:	That's true for the AHSMB, too.
context: Internal pressure increasing. Turbines activated.\Main engine military!\Blast off!\You've checked their heavy armament, exchanged malfunctioning parts\and swapped anything that has given any errors, right?\They just need one last fine tuning.\The Battle of Ceres is our first big battle, isn't it?\That's true for the AHSMB, too. response:	I hope the AHSMB units don't decide to turn tail and run.
context: Main engine military!\Blast off!\You've checked their heavy armament, exchanged malfunctioning parts\and swapped anything that has given any errors, right?\They just need one last fine tuning.\The Battle of Ceres is our first big battle, isn't it?\That's true for the AHSMB, too.\I hope the AHSMB units don't decide to turn tail and run. response:	The JURIA-SYSTEM...
context: Blast off!\You've checked their heavy armament, exchanged malfunctioning parts\and swapped anything that has given any errors, right?\They just need one last fine tuning.\The Battle of Ceres is our first big battle, isn't it?\That's true for the AHSMB, too.\I hope the AHSMB units don't decide to turn tail and run.\The JURIA-SYSTEM... response:	It's insane how much it improves the machine's response time,
context: You've checked their heavy armament, exchanged malfunctioning parts\and swapped anything that has given any errors, right?\They just need one last fine tuning.\The Battle of Ceres is our first big battle, isn't it?\That's true for the AHSMB, too.\I hope the AHSMB units don't decide to turn tail and run.\The JURIA-SYSTEM...\It's insane how much it improves the machine's response time, response:	but it's extremely difficult to control.
context: and swapped anything that has given any errors, right?\They just need one last fine tuning.\The Battle of Ceres is our first big battle, isn't it?\That's true for the AHSMB, too.\I hope the AHSMB units don't decide to turn tail and run.\The JURIA-SYSTEM...\It's insane how much it improves the machine's response time,\but it's extremely difficult to control. response:	It's an amazing yet annoying system.
context: They just need one last fine tuning.\The Battle of Ceres is our first big battle, isn't it?\That's true for the AHSMB, too.\I hope the AHSMB units don't decide to turn tail and run.\The JURIA-SYSTEM...\It's insane how much it improves the machine's response time,\but it's extremely difficult to control.\It's an amazing yet annoying system. response:	If it responds too strongly to the pilot, it falls apart!
context: The Battle of Ceres is our first big battle, isn't it?\That's true for the AHSMB, too.\I hope the AHSMB units don't decide to turn tail and run.\The JURIA-SYSTEM...\It's insane how much it improves the machine's response time,\but it's extremely difficult to control.\It's an amazing yet annoying system.\If it responds too strongly to the pilot, it falls apart! response:	I imagine we'll use their full armament and pit crews for this battle.
context: That's true for the AHSMB, too.\I hope the AHSMB units don't decide to turn tail and run.\The JURIA-SYSTEM...\It's insane how much it improves the machine's response time,\but it's extremely difficult to control.\It's an amazing yet annoying system.\If it responds too strongly to the pilot, it falls apart!\I imagine we'll use their full armament and pit crews for this battle. response:	This reminds me of the F1's crew...
context: I hope the AHSMB units don't decide to turn tail and run.\The JURIA-SYSTEM...\It's insane how much it improves the machine's response time,\but it's extremely difficult to control.\It's an amazing yet annoying system.\If it responds too strongly to the pilot, it falls apart!\I imagine we'll use their full armament and pit crews for this battle.\This reminds me of the F1's crew... response:	Leave them to me!
context: The JURIA-SYSTEM...\It's insane how much it improves the machine's response time,\but it's extremely difficult to control.\It's an amazing yet annoying system.\If it responds too strongly to the pilot, it falls apart!\I imagine we'll use their full armament and pit crews for this battle.\This reminds me of the F1's crew...\Leave them to me! response:	We've been working on how to repair
context: It's insane how much it improves the machine's response time,\but it's extremely difficult to control.\It's an amazing yet annoying system.\If it responds too strongly to the pilot, it falls apart!\I imagine we'll use their full armament and pit crews for this battle.\This reminds me of the F1's crew...\Leave them to me!\We've been working on how to repair response:	the AHSMB while they're in the midst of battle.
context: but it's extremely difficult to control.\It's an amazing yet annoying system.\If it responds too strongly to the pilot, it falls apart!\I imagine we'll use their full armament and pit crews for this battle.\This reminds me of the F1's crew...\Leave them to me!\We've been working on how to repair\the AHSMB while they're in the midst of battle. response:	What?!
context: It's an amazing yet annoying system.\If it responds too strongly to the pilot, it falls apart!\I imagine we'll use their full armament and pit crews for this battle.\This reminds me of the F1's crew...\Leave them to me!\We've been working on how to repair\the AHSMB while they're in the midst of battle.\What?! response:	Everyone in the pit crews will offer their full support!
context: If it responds too strongly to the pilot, it falls apart!\I imagine we'll use their full armament and pit crews for this battle.\This reminds me of the F1's crew...\Leave them to me!\We've been working on how to repair\the AHSMB while they're in the midst of battle.\What?!\Everyone in the pit crews will offer their full support! response:	Pleguzes Jiart, thank you for your participation.
context: I imagine we'll use their full armament and pit crews for this battle.\This reminds me of the F1's crew...\Leave them to me!\We've been working on how to repair\the AHSMB while they're in the midst of battle.\What?!\Everyone in the pit crews will offer their full support!\Pleguzes Jiart, thank you for your participation. response:	I swear that we will protect you.
context: This reminds me of the F1's crew...\Leave them to me!\We've been working on how to repair\the AHSMB while they're in the midst of battle.\What?!\Everyone in the pit crews will offer their full support!\Pleguzes Jiart, thank you for your participation.\I swear that we will protect you. response:	I do not need your protection.
context: Leave them to me!\We've been working on how to repair\the AHSMB while they're in the midst of battle.\What?!\Everyone in the pit crews will offer their full support!\Pleguzes Jiart, thank you for your participation.\I swear that we will protect you.\I do not need your protection. response:	I have no intention of participating in the shikaara.
context: We've been working on how to repair\the AHSMB while they're in the midst of battle.\What?!\Everyone in the pit crews will offer their full support!\Pleguzes Jiart, thank you for your participation.\I swear that we will protect you.\I do not need your protection.\I have no intention of participating in the shikaara. response:	I am here only here in case Teoria shows herself.
context: the AHSMB while they're in the midst of battle.\What?!\Everyone in the pit crews will offer their full support!\Pleguzes Jiart, thank you for your participation.\I swear that we will protect you.\I do not need your protection.\I have no intention of participating in the shikaara.\I am here only here in case Teoria shows herself. response:	Pleguzesia...
context: What?!\Everyone in the pit crews will offer their full support!\Pleguzes Jiart, thank you for your participation.\I swear that we will protect you.\I do not need your protection.\I have no intention of participating in the shikaara.\I am here only here in case Teoria shows herself.\Pleguzesia... response:	That which I want never falls within my grasp!
context: Everyone in the pit crews will offer their full support!\Pleguzes Jiart, thank you for your participation.\I swear that we will protect you.\I do not need your protection.\I have no intention of participating in the shikaara.\I am here only here in case Teoria shows herself.\Pleguzesia...\That which I want never falls within my grasp! response:	It drives my lusts and stimulates my instincts!
context: Pleguzes Jiart, thank you for your participation.\I swear that we will protect you.\I do not need your protection.\I have no intention of participating in the shikaara.\I am here only here in case Teoria shows herself.\Pleguzesia...\That which I want never falls within my grasp!\It drives my lusts and stimulates my instincts! response:	Isn't this pretty close to Ceres?
context: I swear that we will protect you.\I do not need your protection.\I have no intention of participating in the shikaara.\I am here only here in case Teoria shows herself.\Pleguzesia...\That which I want never falls within my grasp!\It drives my lusts and stimulates my instincts!\Isn't this pretty close to Ceres? response:	Yeah.
context: I do not need your protection.\I have no intention of participating in the shikaara.\I am here only here in case Teoria shows herself.\Pleguzesia...\That which I want never falls within my grasp!\It drives my lusts and stimulates my instincts!\Isn't this pretty close to Ceres?\Yeah. response:	When are we gonna sortie?
context: I have no intention of participating in the shikaara.\I am here only here in case Teoria shows herself.\Pleguzesia...\That which I want never falls within my grasp!\It drives my lusts and stimulates my instincts!\Isn't this pretty close to Ceres?\Yeah.\When are we gonna sortie? response:	Once we get the orders.
context: I am here only here in case Teoria shows herself.\Pleguzesia...\That which I want never falls within my grasp!\It drives my lusts and stimulates my instincts!\Isn't this pretty close to Ceres?\Yeah.\When are we gonna sortie?\Once we get the orders. response:	When'll that be?!
context: Pleguzesia...\That which I want never falls within my grasp!\It drives my lusts and stimulates my instincts!\Isn't this pretty close to Ceres?\Yeah.\When are we gonna sortie?\Once we get the orders.\When'll that be?! response:	Pipe down!
context: That which I want never falls within my grasp!\It drives my lusts and stimulates my instincts!\Isn't this pretty close to Ceres?\Yeah.\When are we gonna sortie?\Once we get the orders.\When'll that be?!\Pipe down! response:	Come to think of it, where's Suruga?
context: It drives my lusts and stimulates my instincts!\Isn't this pretty close to Ceres?\Yeah.\When are we gonna sortie?\Once we get the orders.\When'll that be?!\Pipe down!\Come to think of it, where's Suruga? response:	Awesome!
context: Isn't this pretty close to Ceres?\Yeah.\When are we gonna sortie?\Once we get the orders.\When'll that be?!\Pipe down!\Come to think of it, where's Suruga?\Awesome! response:	On top of the usual fare, I've got massive anti-ship guided missiles,
context: Yeah.\When are we gonna sortie?\Once we get the orders.\When'll that be?!\Pipe down!\Come to think of it, where's Suruga?\Awesome!\On top of the usual fare, I've got massive anti-ship guided missiles, response:	high-mobility guided missiles and a midrange impact cannon!
context: When are we gonna sortie?\Once we get the orders.\When'll that be?!\Pipe down!\Come to think of it, where's Suruga?\Awesome!\On top of the usual fare, I've got massive anti-ship guided missiles,\high-mobility guided missiles and a midrange impact cannon! response:	You may be strappin' tough guns, but you're still squishy.
context: Once we get the orders.\When'll that be?!\Pipe down!\Come to think of it, where's Suruga?\Awesome!\On top of the usual fare, I've got massive anti-ship guided missiles,\high-mobility guided missiles and a midrange impact cannon!\You may be strappin' tough guns, but you're still squishy. response:	Let's do push-ups together until it's time to sortie!
context: When'll that be?!\Pipe down!\Come to think of it, where's Suruga?\Awesome!\On top of the usual fare, I've got massive anti-ship guided missiles,\high-mobility guided missiles and a midrange impact cannon!\You may be strappin' tough guns, but you're still squishy.\Let's do push-ups together until it's time to sortie! response:	Sweating with guys just isn't my thing...
context: Pipe down!\Come to think of it, where's Suruga?\Awesome!\On top of the usual fare, I've got massive anti-ship guided missiles,\high-mobility guided missiles and a midrange impact cannon!\You may be strappin' tough guns, but you're still squishy.\Let's do push-ups together until it's time to sortie!\Sweating with guys just isn't my thing... response:	What?!
context: Come to think of it, where's Suruga?\Awesome!\On top of the usual fare, I've got massive anti-ship guided missiles,\high-mobility guided missiles and a midrange impact cannon!\You may be strappin' tough guns, but you're still squishy.\Let's do push-ups together until it's time to sortie!\Sweating with guys just isn't my thing...\What?! response:	Th-that aside, can I glue this on somewhere?
context: Awesome!\On top of the usual fare, I've got massive anti-ship guided missiles,\high-mobility guided missiles and a midrange impact cannon!\You may be strappin' tough guns, but you're still squishy.\Let's do push-ups together until it's time to sortie!\Sweating with guys just isn't my thing...\What?!\Th-that aside, can I glue this on somewhere? response:	All AHSMB pilots, board your units!
context: On top of the usual fare, I've got massive anti-ship guided missiles,\high-mobility guided missiles and a midrange impact cannon!\You may be strappin' tough guns, but you're still squishy.\Let's do push-ups together until it's time to sortie!\Sweating with guys just isn't my thing...\What?!\Th-that aside, can I glue this on somewhere?\All AHSMB pilots, board your units! response:	Prepare to sortie! Please!
context: high-mobility guided missiles and a midrange impact cannon!\You may be strappin' tough guns, but you're still squishy.\Let's do push-ups together until it's time to sortie!\Sweating with guys just isn't my thing...\What?!\Th-that aside, can I glue this on somewhere?\All AHSMB pilots, board your units!\Prepare to sortie! Please! response:	Once you've boarded, wait there until further notice.
context: You may be strappin' tough guns, but you're still squishy.\Let's do push-ups together until it's time to sortie!\Sweating with guys just isn't my thing...\What?!\Th-that aside, can I glue this on somewhere?\All AHSMB pilots, board your units!\Prepare to sortie! Please!\Once you've boarded, wait there until further notice. response:	Uh, okay!
context: Let's do push-ups together until it's time to sortie!\Sweating with guys just isn't my thing...\What?!\Th-that aside, can I glue this on somewhere?\All AHSMB pilots, board your units!\Prepare to sortie! Please!\Once you've boarded, wait there until further notice.\Uh, okay! response:	Do your best to remain calm.
context: Sweating with guys just isn't my thing...\What?!\Th-that aside, can I glue this on somewhere?\All AHSMB pilots, board your units!\Prepare to sortie! Please!\Once you've boarded, wait there until further notice.\Uh, okay!\Do your best to remain calm. response:	If you shrink from battle, the AHSMBs will focus on defense.
context: What?!\Th-that aside, can I glue this on somewhere?\All AHSMB pilots, board your units!\Prepare to sortie! Please!\Once you've boarded, wait there until further notice.\Uh, okay!\Do your best to remain calm.\If you shrink from battle, the AHSMBs will focus on defense. response:	Let's do our best, Asagicchi!
context: Th-that aside, can I glue this on somewhere?\All AHSMB pilots, board your units!\Prepare to sortie! Please!\Once you've boarded, wait there until further notice.\Uh, okay!\Do your best to remain calm.\If you shrink from battle, the AHSMBs will focus on defense.\Let's do our best, Asagicchi! response:	Huh? Why the heck did you call me that?
context: All AHSMB pilots, board your units!\Prepare to sortie! Please!\Once you've boarded, wait there until further notice.\Uh, okay!\Do your best to remain calm.\If you shrink from battle, the AHSMBs will focus on defense.\Let's do our best, Asagicchi!\Huh? Why the heck did you call me that? response:	Izuru was trying to help you loosen up, Asagi.
context: Prepare to sortie! Please!\Once you've boarded, wait there until further notice.\Uh, okay!\Do your best to remain calm.\If you shrink from battle, the AHSMBs will focus on defense.\Let's do our best, Asagicchi!\Huh? Why the heck did you call me that?\Izuru was trying to help you loosen up, Asagi. response:	Izuru!
context: Once you've boarded, wait there until further notice.\Uh, okay!\Do your best to remain calm.\If you shrink from battle, the AHSMBs will focus on defense.\Let's do our best, Asagicchi!\Huh? Why the heck did you call me that?\Izuru was trying to help you loosen up, Asagi.\Izuru! response:	I'll do my best to become a hero.
context: Uh, okay!\Do your best to remain calm.\If you shrink from battle, the AHSMBs will focus on defense.\Let's do our best, Asagicchi!\Huh? Why the heck did you call me that?\Izuru was trying to help you loosen up, Asagi.\Izuru!\I'll do my best to become a hero. response:	The goal behind DNA is to survive and create copies of itself.
context: Do your best to remain calm.\If you shrink from battle, the AHSMBs will focus on defense.\Let's do our best, Asagicchi!\Huh? Why the heck did you call me that?\Izuru was trying to help you loosen up, Asagi.\Izuru!\I'll do my best to become a hero.\The goal behind DNA is to survive and create copies of itself. response:	The JURIA-SYSTEM awakens various instincts.
context: If you shrink from battle, the AHSMBs will focus on defense.\Let's do our best, Asagicchi!\Huh? Why the heck did you call me that?\Izuru was trying to help you loosen up, Asagi.\Izuru!\I'll do my best to become a hero.\The goal behind DNA is to survive and create copies of itself.\The JURIA-SYSTEM awakens various instincts. response:	Consequentially, it horribly shakes the pilot's heart.
context: Let's do our best, Asagicchi!\Huh? Why the heck did you call me that?\Izuru was trying to help you loosen up, Asagi.\Izuru!\I'll do my best to become a hero.\The goal behind DNA is to survive and create copies of itself.\The JURIA-SYSTEM awakens various instincts.\Consequentially, it horribly shakes the pilot's heart. response:	Operation commences in T-30 minutes.
context: Huh? Why the heck did you call me that?\Izuru was trying to help you loosen up, Asagi.\Izuru!\I'll do my best to become a hero.\The goal behind DNA is to survive and create copies of itself.\The JURIA-SYSTEM awakens various instincts.\Consequentially, it horribly shakes the pilot's heart.\Operation commences in T-30 minutes. response:	Enemy vessels at Point Tango!
context: Izuru was trying to help you loosen up, Asagi.\Izuru!\I'll do my best to become a hero.\The goal behind DNA is to survive and create copies of itself.\The JURIA-SYSTEM awakens various instincts.\Consequentially, it horribly shakes the pilot's heart.\Operation commences in T-30 minutes.\Enemy vessels at Point Tango! response:	What?!
context: Izuru!\I'll do my best to become a hero.\The goal behind DNA is to survive and create copies of itself.\The JURIA-SYSTEM awakens various instincts.\Consequentially, it horribly shakes the pilot's heart.\Operation commences in T-30 minutes.\Enemy vessels at Point Tango!\What?! response:	The enemy is attacking our primary line of defense!
