context: Hey, isn't he super hot? response:	Oh, wow. He's so my type.
context: Um, that question's super dated.\Hey, can I come sit with you guys?\Did you run a cafe, too?\Sure.\Okay, let's swap seats.\I baked stuff for it.\I made a lot of pound cake in different flavors.\Oh, I would've liked to have tried them. response:	I'll bake some for tomorrow!
context: Hey, can I come sit with you guys?\Did you run a cafe, too?\Sure.\Okay, let's swap seats.\I baked stuff for it.\I made a lot of pound cake in different flavors.\Oh, I would've liked to have tried them.\I'll bake some for tomorrow! response:	Looking forward to it.
context: Did you run a cafe, too?\Sure.\Okay, let's swap seats.\I baked stuff for it.\I made a lot of pound cake in different flavors.\Oh, I would've liked to have tried them.\I'll bake some for tomorrow!\Looking forward to it. response:	I wouldn't be surprised if you ate a whole cake in one go.
context: Sure.\Okay, let's swap seats.\I baked stuff for it.\I made a lot of pound cake in different flavors.\Oh, I would've liked to have tried them.\I'll bake some for tomorrow!\Looking forward to it.\I wouldn't be surprised if you ate a whole cake in one go. response:	Oh, oops, my contact lens shifted.
context: Okay, let's swap seats.\I baked stuff for it.\I made a lot of pound cake in different flavors.\Oh, I would've liked to have tried them.\I'll bake some for tomorrow!\Looking forward to it.\I wouldn't be surprised if you ate a whole cake in one go.\Oh, oops, my contact lens shifted. response:	Sorry, I'll go fix it in the restroom.
context: I baked stuff for it.\I made a lot of pound cake in different flavors.\Oh, I would've liked to have tried them.\I'll bake some for tomorrow!\Looking forward to it.\I wouldn't be surprised if you ate a whole cake in one go.\Oh, oops, my contact lens shifted.\Sorry, I'll go fix it in the restroom. response:	Okay.
context: I made a lot of pound cake in different flavors.\Oh, I would've liked to have tried them.\I'll bake some for tomorrow!\Looking forward to it.\I wouldn't be surprised if you ate a whole cake in one go.\Oh, oops, my contact lens shifted.\Sorry, I'll go fix it in the restroom.\Okay. response:	I'll come with you!
context: Oh, I would've liked to have tried them.\I'll bake some for tomorrow!\Looking forward to it.\I wouldn't be surprised if you ate a whole cake in one go.\Oh, oops, my contact lens shifted.\Sorry, I'll go fix it in the restroom.\Okay.\I'll come with you! response:	Nanako and Ayu still haven't come back.
context: I'll bake some for tomorrow!\Looking forward to it.\I wouldn't be surprised if you ate a whole cake in one go.\Oh, oops, my contact lens shifted.\Sorry, I'll go fix it in the restroom.\Okay.\I'll come with you!\Nanako and Ayu still haven't come back. response:	I'll go take a look.
context: Looking forward to it.\I wouldn't be surprised if you ate a whole cake in one go.\Oh, oops, my contact lens shifted.\Sorry, I'll go fix it in the restroom.\Okay.\I'll come with you!\Nanako and Ayu still haven't come back.\I'll go take a look. response:	I'll come with you.
context: I wouldn't be surprised if you ate a whole cake in one go.\Oh, oops, my contact lens shifted.\Sorry, I'll go fix it in the restroom.\Okay.\I'll come with you!\Nanako and Ayu still haven't come back.\I'll go take a look.\I'll come with you. response:	Where's the restroom?
context: Oh, oops, my contact lens shifted.\Sorry, I'll go fix it in the restroom.\Okay.\I'll come with you!\Nanako and Ayu still haven't come back.\I'll go take a look.\I'll come with you.\Where's the restroom? response:	This way.
context: Sorry, I'll go fix it in the restroom.\Okay.\I'll come with you!\Nanako and Ayu still haven't come back.\I'll go take a look.\I'll come with you.\Where's the restroom?\This way. response:	He's way too tall, you know?
context: Okay.\I'll come with you!\Nanako and Ayu still haven't come back.\I'll go take a look.\I'll come with you.\Where's the restroom?\This way.\He's way too tall, you know? response:	Yeah!
context: I'll come with you!\Nanako and Ayu still haven't come back.\I'll go take a look.\I'll come with you.\Where's the restroom?\This way.\He's way too tall, you know?\Yeah! response:	I can't believe he's the boyfriend.
context: Nanako and Ayu still haven't come back.\I'll go take a look.\I'll come with you.\Where's the restroom?\This way.\He's way too tall, you know?\Yeah!\I can't believe he's the boyfriend. response:	He's barely human.
context: I'll go take a look.\I'll come with you.\Where's the restroom?\This way.\He's way too tall, you know?\Yeah!\I can't believe he's the boyfriend.\He's barely human. response:	Rinko kept going on about how cool he was,
context: I'll come with you.\Where's the restroom?\This way.\He's way too tall, you know?\Yeah!\I can't believe he's the boyfriend.\He's barely human.\Rinko kept going on about how cool he was, response:	so I thought he must be this hottie, you know?
context: Where's the restroom?\This way.\He's way too tall, you know?\Yeah!\I can't believe he's the boyfriend.\He's barely human.\Rinko kept going on about how cool he was,\so I thought he must be this hottie, you know? response:	Yeah, I almost had a heart attack!
context: This way.\He's way too tall, you know?\Yeah!\I can't believe he's the boyfriend.\He's barely human.\Rinko kept going on about how cool he was,\so I thought he must be this hottie, you know?\Yeah, I almost had a heart attack! response:	He's a gorilla.
context: He's way too tall, you know?\Yeah!\I can't believe he's the boyfriend.\He's barely human.\Rinko kept going on about how cool he was,\so I thought he must be this hottie, you know?\Yeah, I almost had a heart attack!\He's a gorilla. response:	I wouldn't have the guts to be seen with him.
context: Yeah!\I can't believe he's the boyfriend.\He's barely human.\Rinko kept going on about how cool he was,\so I thought he must be this hottie, you know?\Yeah, I almost had a heart attack!\He's a gorilla.\I wouldn't have the guts to be seen with him. response:	Just because someone's friends with a nice person
context: I can't believe he's the boyfriend.\He's barely human.\Rinko kept going on about how cool he was,\so I thought he must be this hottie, you know?\Yeah, I almost had a heart attack!\He's a gorilla.\I wouldn't have the guts to be seen with him.\Just because someone's friends with a nice person response:	doesn't mean they're nice, too.
context: He's barely human.\Rinko kept going on about how cool he was,\so I thought he must be this hottie, you know?\Yeah, I almost had a heart attack!\He's a gorilla.\I wouldn't have the guts to be seen with him.\Just because someone's friends with a nice person\doesn't mean they're nice, too. response:	And she says he's cool.
context: Rinko kept going on about how cool he was,\so I thought he must be this hottie, you know?\Yeah, I almost had a heart attack!\He's a gorilla.\I wouldn't have the guts to be seen with him.\Just because someone's friends with a nice person\doesn't mean they're nice, too.\And she says he's cool. response:	I wonder if Rinko's right in the head.
context: so I thought he must be this hottie, you know?\Yeah, I almost had a heart attack!\He's a gorilla.\I wouldn't have the guts to be seen with him.\Just because someone's friends with a nice person\doesn't mean they're nice, too.\And she says he's cool.\I wonder if Rinko's right in the head. response:	Oh...
context: Yeah, I almost had a heart attack!\He's a gorilla.\I wouldn't have the guts to be seen with him.\Just because someone's friends with a nice person\doesn't mean they're nice, too.\And she says he's cool.\I wonder if Rinko's right in the head.\Oh... response:	R-Rinko...
context: He's a gorilla.\I wouldn't have the guts to be seen with him.\Just because someone's friends with a nice person\doesn't mean they're nice, too.\And she says he's cool.\I wonder if Rinko's right in the head.\Oh...\R-Rinko... response:	Takeo-kun is...
context: I wouldn't have the guts to be seen with him.\Just because someone's friends with a nice person\doesn't mean they're nice, too.\And she says he's cool.\I wonder if Rinko's right in the head.\Oh...\R-Rinko...\Takeo-kun is... response:	cool!
context: Just because someone's friends with a nice person\doesn't mean they're nice, too.\And she says he's cool.\I wonder if Rinko's right in the head.\Oh...\R-Rinko...\Takeo-kun is...\cool! response:	He's super cool!
context: doesn't mean they're nice, too.\And she says he's cool.\I wonder if Rinko's right in the head.\Oh...\R-Rinko...\Takeo-kun is...\cool!\He's super cool! response:	Yamato!
context: And she says he's cool.\I wonder if Rinko's right in the head.\Oh...\R-Rinko...\Takeo-kun is...\cool!\He's super cool!\Yamato! response:	Yamato...
context: I wonder if Rinko's right in the head.\Oh...\R-Rinko...\Takeo-kun is...\cool!\He's super cool!\Yamato!\Yamato... response:	Yamato!
context: Oh...\R-Rinko...\Takeo-kun is...\cool!\He's super cool!\Yamato!\Yamato...\Yamato! response:	I'm sorry, Takeo-kun...
context: R-Rinko...\Takeo-kun is...\cool!\He's super cool!\Yamato!\Yamato...\Yamato!\I'm sorry, Takeo-kun... response:	I'm so sorry.
context: Takeo-kun is...\cool!\He's super cool!\Yamato!\Yamato...\Yamato!\I'm sorry, Takeo-kun...\I'm so sorry. response:	Sorry about what?
context: cool!\He's super cool!\Yamato!\Yamato...\Yamato!\I'm sorry, Takeo-kun...\I'm so sorry.\Sorry about what? response:	My friends said mean things about you, Takeo-kun.
context: He's super cool!\Yamato!\Yamato...\Yamato!\I'm sorry, Takeo-kun...\I'm so sorry.\Sorry about what?\My friends said mean things about you, Takeo-kun. response:	I'm sure they hurt your feelings.
context: Yamato!\Yamato...\Yamato!\I'm sorry, Takeo-kun...\I'm so sorry.\Sorry about what?\My friends said mean things about you, Takeo-kun.\I'm sure they hurt your feelings. response:	I'm sorry.
context: Yamato...\Yamato!\I'm sorry, Takeo-kun...\I'm so sorry.\Sorry about what?\My friends said mean things about you, Takeo-kun.\I'm sure they hurt your feelings.\I'm sorry. response:	My feelings are just fine.
context: Yamato!\I'm sorry, Takeo-kun...\I'm so sorry.\Sorry about what?\My friends said mean things about you, Takeo-kun.\I'm sure they hurt your feelings.\I'm sorry.\My feelings are just fine. response:	But...
context: I'm sorry, Takeo-kun...\I'm so sorry.\Sorry about what?\My friends said mean things about you, Takeo-kun.\I'm sure they hurt your feelings.\I'm sorry.\My feelings are just fine.\But... response:	I'm okay, Yamato.
context: I'm so sorry.\Sorry about what?\My friends said mean things about you, Takeo-kun.\I'm sure they hurt your feelings.\I'm sorry.\My feelings are just fine.\But...\I'm okay, Yamato. response:	There are all kinds of people.
context: Sorry about what?\My friends said mean things about you, Takeo-kun.\I'm sure they hurt your feelings.\I'm sorry.\My feelings are just fine.\But...\I'm okay, Yamato.\There are all kinds of people. response:	You don't need to worry about me.
context: My friends said mean things about you, Takeo-kun.\I'm sure they hurt your feelings.\I'm sorry.\My feelings are just fine.\But...\I'm okay, Yamato.\There are all kinds of people.\You don't need to worry about me. response:	You're the one who got hurt.
context: I'm sure they hurt your feelings.\I'm sorry.\My feelings are just fine.\But...\I'm okay, Yamato.\There are all kinds of people.\You don't need to worry about me.\You're the one who got hurt. response:	It's because there are all kinds of people
context: I'm sorry.\My feelings are just fine.\But...\I'm okay, Yamato.\There are all kinds of people.\You don't need to worry about me.\You're the one who got hurt.\It's because there are all kinds of people response:	that I was able to meet you, Yamato.
context: My feelings are just fine.\But...\I'm okay, Yamato.\There are all kinds of people.\You don't need to worry about me.\You're the one who got hurt.\It's because there are all kinds of people\that I was able to meet you, Yamato. response:	I don't like seeing you cry.
context: But...\I'm okay, Yamato.\There are all kinds of people.\You don't need to worry about me.\You're the one who got hurt.\It's because there are all kinds of people\that I was able to meet you, Yamato.\I don't like seeing you cry. response:	You're not hurt?
context: I'm okay, Yamato.\There are all kinds of people.\You don't need to worry about me.\You're the one who got hurt.\It's because there are all kinds of people\that I was able to meet you, Yamato.\I don't like seeing you cry.\You're not hurt? response:	Really?
context: There are all kinds of people.\You don't need to worry about me.\You're the one who got hurt.\It's because there are all kinds of people\that I was able to meet you, Yamato.\I don't like seeing you cry.\You're not hurt?\Really? response:	Not a scratch.
context: You don't need to worry about me.\You're the one who got hurt.\It's because there are all kinds of people\that I was able to meet you, Yamato.\I don't like seeing you cry.\You're not hurt?\Really?\Not a scratch. response:	More importantly,
context: You're the one who got hurt.\It's because there are all kinds of people\that I was able to meet you, Yamato.\I don't like seeing you cry.\You're not hurt?\Really?\Not a scratch.\More importantly, response:	I found out that you've been saying really nice things about me to your friends.
context: It's because there are all kinds of people\that I was able to meet you, Yamato.\I don't like seeing you cry.\You're not hurt?\Really?\Not a scratch.\More importantly,\I found out that you've been saying really nice things about me to your friends. response:	Thank you.
context: that I was able to meet you, Yamato.\I don't like seeing you cry.\You're not hurt?\Really?\Not a scratch.\More importantly,\I found out that you've been saying really nice things about me to your friends.\Thank you. response:	You're amazing, Takeo-kun.
context: I don't like seeing you cry.\You're not hurt?\Really?\Not a scratch.\More importantly,\I found out that you've been saying really nice things about me to your friends.\Thank you.\You're amazing, Takeo-kun. response:	Hmm?
context: You're not hurt?\Really?\Not a scratch.\More importantly,\I found out that you've been saying really nice things about me to your friends.\Thank you.\You're amazing, Takeo-kun.\Hmm? response:	I really like you a lot, Takeo-kun...
context: Really?\Not a scratch.\More importantly,\I found out that you've been saying really nice things about me to your friends.\Thank you.\You're amazing, Takeo-kun.\Hmm?\I really like you a lot, Takeo-kun... response:	I like you so much!
context: Not a scratch.\More importantly,\I found out that you've been saying really nice things about me to your friends.\Thank you.\You're amazing, Takeo-kun.\Hmm?\I really like you a lot, Takeo-kun...\I like you so much! response:	I know! I bet I just didn't explain very well.
context: More importantly,\I found out that you've been saying really nice things about me to your friends.\Thank you.\You're amazing, Takeo-kun.\Hmm?\I really like you a lot, Takeo-kun...\I like you so much!\I know! I bet I just didn't explain very well. response:	I must have been so vague,
context: I found out that you've been saying really nice things about me to your friends.\Thank you.\You're amazing, Takeo-kun.\Hmm?\I really like you a lot, Takeo-kun...\I like you so much!\I know! I bet I just didn't explain very well.\I must have been so vague, response:	they didn't get how cool you are.
context: Thank you.\You're amazing, Takeo-kun.\Hmm?\I really like you a lot, Takeo-kun...\I like you so much!\I know! I bet I just didn't explain very well.\I must have been so vague,\they didn't get how cool you are. response:	Yamato...
context: You're amazing, Takeo-kun.\Hmm?\I really like you a lot, Takeo-kun...\I like you so much!\I know! I bet I just didn't explain very well.\I must have been so vague,\they didn't get how cool you are.\Yamato... response:	When I go back, I'll try to explain it in a way that's easier to understand.
context: Hmm?\I really like you a lot, Takeo-kun...\I like you so much!\I know! I bet I just didn't explain very well.\I must have been so vague,\they didn't get how cool you are.\Yamato...\When I go back, I'll try to explain it in a way that's easier to understand. response:	I don't need you to do that for me.
context: I really like you a lot, Takeo-kun...\I like you so much!\I know! I bet I just didn't explain very well.\I must have been so vague,\they didn't get how cool you are.\Yamato...\When I go back, I'll try to explain it in a way that's easier to understand.\I don't need you to do that for me. response:	But I want to.
context: I like you so much!\I know! I bet I just didn't explain very well.\I must have been so vague,\they didn't get how cool you are.\Yamato...\When I go back, I'll try to explain it in a way that's easier to understand.\I don't need you to do that for me.\But I want to. response:	They just don't know the real you, Takeo-kun.
context: I know! I bet I just didn't explain very well.\I must have been so vague,\they didn't get how cool you are.\Yamato...\When I go back, I'll try to explain it in a way that's easier to understand.\I don't need you to do that for me.\But I want to.\They just don't know the real you, Takeo-kun. response:	Yamato...
context: I must have been so vague,\they didn't get how cool you are.\Yamato...\When I go back, I'll try to explain it in a way that's easier to understand.\I don't need you to do that for me.\But I want to.\They just don't know the real you, Takeo-kun.\Yamato... response:	Every day, I'm thankful that I met you.
context: they didn't get how cool you are.\Yamato...\When I go back, I'll try to explain it in a way that's easier to understand.\I don't need you to do that for me.\But I want to.\They just don't know the real you, Takeo-kun.\Yamato...\Every day, I'm thankful that I met you. response:	I hope things can stay this way forever.
context: Yamato...\When I go back, I'll try to explain it in a way that's easier to understand.\I don't need you to do that for me.\But I want to.\They just don't know the real you, Takeo-kun.\Yamato...\Every day, I'm thankful that I met you.\I hope things can stay this way forever. response:	Fire!
context: When I go back, I'll try to explain it in a way that's easier to understand.\I don't need you to do that for me.\But I want to.\They just don't know the real you, Takeo-kun.\Yamato...\Every day, I'm thankful that I met you.\I hope things can stay this way forever.\Fire! response:	Suna!
context: I don't need you to do that for me.\But I want to.\They just don't know the real you, Takeo-kun.\Yamato...\Every day, I'm thankful that I met you.\I hope things can stay this way forever.\Fire!\Suna! response:	Takeo!
context: But I want to.\They just don't know the real you, Takeo-kun.\Yamato...\Every day, I'm thankful that I met you.\I hope things can stay this way forever.\Fire!\Suna!\Takeo! response:	I called the fire department when a fire suddenly broke out,
context: They just don't know the real you, Takeo-kun.\Yamato...\Every day, I'm thankful that I met you.\I hope things can stay this way forever.\Fire!\Suna!\Takeo!\I called the fire department when a fire suddenly broke out, response:	Rinko!
context: Yamato...\Every day, I'm thankful that I met you.\I hope things can stay this way forever.\Fire!\Suna!\Takeo!\I called the fire department when a fire suddenly broke out,\Rinko! response:	but they're not here yet.
context: Every day, I'm thankful that I met you.\I hope things can stay this way forever.\Fire!\Suna!\Takeo!\I called the fire department when a fire suddenly broke out,\Rinko!\but they're not here yet. response:	Where is everyone?
context: I hope things can stay this way forever.\Fire!\Suna!\Takeo!\I called the fire department when a fire suddenly broke out,\Rinko!\but they're not here yet.\Where is everyone? response:	Do we have everyone?
context: Fire!\Suna!\Takeo!\I called the fire department when a fire suddenly broke out,\Rinko!\but they're not here yet.\Where is everyone?\Do we have everyone? response:	What should we do?
context: Suna!\Takeo!\I called the fire department when a fire suddenly broke out,\Rinko!\but they're not here yet.\Where is everyone?\Do we have everyone?\What should we do? response:	I can't find Nanako and Ayu!
context: Takeo!\I called the fire department when a fire suddenly broke out,\Rinko!\but they're not here yet.\Where is everyone?\Do we have everyone?\What should we do?\I can't find Nanako and Ayu! response:	They haven't come back from the bathroom.
context: I called the fire department when a fire suddenly broke out,\Rinko!\but they're not here yet.\Where is everyone?\Do we have everyone?\What should we do?\I can't find Nanako and Ayu!\They haven't come back from the bathroom. response:	They're still inside!
context: Rinko!\but they're not here yet.\Where is everyone?\Do we have everyone?\What should we do?\I can't find Nanako and Ayu!\They haven't come back from the bathroom.\They're still inside! response:	Wait here!
context: but they're not here yet.\Where is everyone?\Do we have everyone?\What should we do?\I can't find Nanako and Ayu!\They haven't come back from the bathroom.\They're still inside!\Wait here! response:	I'll bring them out, I promise!
context: Where is everyone?\Do we have everyone?\What should we do?\I can't find Nanako and Ayu!\They haven't come back from the bathroom.\They're still inside!\Wait here!\I'll bring them out, I promise! response:	Takeo-kun!
context: Do we have everyone?\What should we do?\I can't find Nanako and Ayu!\They haven't come back from the bathroom.\They're still inside!\Wait here!\I'll bring them out, I promise!\Takeo-kun! response:	Don't worry, Yamato!
context: What should we do?\I can't find Nanako and Ayu!\They haven't come back from the bathroom.\They're still inside!\Wait here!\I'll bring them out, I promise!\Takeo-kun!\Don't worry, Yamato! response:	I will save your friends!
context: I can't find Nanako and Ayu!\They haven't come back from the bathroom.\They're still inside!\Wait here!\I'll bring them out, I promise!\Takeo-kun!\Don't worry, Yamato!\I will save your friends! response:	Takeo!
context: They haven't come back from the bathroom.\They're still inside!\Wait here!\I'll bring them out, I promise!\Takeo-kun!\Don't worry, Yamato!\I will save your friends!\Takeo! response:	Nanako!
context: They're still inside!\Wait here!\I'll bring them out, I promise!\Takeo-kun!\Don't worry, Yamato!\I will save your friends!\Takeo!\Nanako! response:	Takeo...
context: Wait here!\I'll bring them out, I promise!\Takeo-kun!\Don't worry, Yamato!\I will save your friends!\Takeo!\Nanako!\Takeo... response:	You okay?
context: I'll bring them out, I promise!\Takeo-kun!\Don't worry, Yamato!\I will save your friends!\Takeo!\Nanako!\Takeo...\You okay? response:	Nanako!
context: Takeo-kun!\Don't worry, Yamato!\I will save your friends!\Takeo!\Nanako!\Takeo...\You okay?\Nanako! response:	Call an ambulance!
context: Don't worry, Yamato!\I will save your friends!\Takeo!\Nanako!\Takeo...\You okay?\Nanako!\Call an ambulance! response:	Don't worry, already done.
context: I will save your friends!\Takeo!\Nanako!\Takeo...\You okay?\Nanako!\Call an ambulance!\Don't worry, already done. response:	Just one more!
context: Takeo!\Nanako!\Takeo...\You okay?\Nanako!\Call an ambulance!\Don't worry, already done.\Just one more! response:	It was Takeo-kun!
context: Nanako!\Takeo...\You okay?\Nanako!\Call an ambulance!\Don't worry, already done.\Just one more!\It was Takeo-kun! response:	Yamato...
context: Takeo...\You okay?\Nanako!\Call an ambulance!\Don't worry, already done.\Just one more!\It was Takeo-kun!\Yamato... response:	You looked really happy in the photo you sent my phone.
context: You okay?\Nanako!\Call an ambulance!\Don't worry, already done.\Just one more!\It was Takeo-kun!\Yamato...\You looked really happy in the photo you sent my phone. response:	They're all good friends.
context: Nanako!\Call an ambulance!\Don't worry, already done.\Just one more!\It was Takeo-kun!\Yamato...\You looked really happy in the photo you sent my phone.\They're all good friends. response:	Rinko... Sorry.
context: Call an ambulance!\Don't worry, already done.\Just one more!\It was Takeo-kun!\Yamato...\You looked really happy in the photo you sent my phone.\They're all good friends.\Rinko... Sorry. response:	I'm sorry...
context: Don't worry, already done.\Just one more!\It was Takeo-kun!\Yamato...\You looked really happy in the photo you sent my phone.\They're all good friends.\Rinko... Sorry.\I'm sorry... response:	Are you okay?
context: Just one more!\It was Takeo-kun!\Yamato...\You looked really happy in the photo you sent my phone.\They're all good friends.\Rinko... Sorry.\I'm sorry...\Are you okay? response:	Hang in th
context: It was Takeo-kun!\Yamato...\You looked really happy in the photo you sent my phone.\They're all good friends.\Rinko... Sorry.\I'm sorry...\Are you okay?\Hang in th response:	Can you stand?
context: Yamato...\You looked really happy in the photo you sent my phone.\They're all good friends.\Rinko... Sorry.\I'm sorry...\Are you okay?\Hang in th\Can you stand? response:	Yes...
context: You looked really happy in the photo you sent my phone.\They're all good friends.\Rinko... Sorry.\I'm sorry...\Are you okay?\Hang in th\Can you stand?\Yes... response:	Go.
context: They're all good friends.\Rinko... Sorry.\I'm sorry...\Are you okay?\Hang in th\Can you stand?\Yes...\Go. response:	Huh?
context: Rinko... Sorry.\I'm sorry...\Are you okay?\Hang in th\Can you stand?\Yes...\Go.\Huh? response:	Go!
context: I'm sorry...\Are you okay?\Hang in th\Can you stand?\Yes...\Go.\Huh?\Go! response:	Go!
context: Are you okay?\Hang in th\Can you stand?\Yes...\Go.\Huh?\Go!\Go! response:	Ayu!
context: Hang in th\Can you stand?\Yes...\Go.\Huh?\Go!\Go!\Ayu! response:	This way.
context: Can you stand?\Yes...\Go.\Huh?\Go!\Go!\Ayu!\This way. response:	Where are the firefighters?
context: Yes...\Go.\Huh?\Go!\Go!\Ayu!\This way.\Where are the firefighters? response:	This is serious.
context: Go.\Huh?\Go!\Go!\Ayu!\This way.\Where are the firefighters?\This is serious. response:	Rinko...
context: Huh?\Go!\Go!\Ayu!\This way.\Where are the firefighters?\This is serious.\Rinko... response:	I'm so relieved.
context: Go!\Go!\Ayu!\This way.\Where are the firefighters?\This is serious.\Rinko...\I'm so relieved. response:	But your boyfriend...
context: Go!\Ayu!\This way.\Where are the firefighters?\This is serious.\Rinko...\I'm so relieved.\But your boyfriend... response:	H-He might be in trouble...
context: Ayu!\This way.\Where are the firefighters?\This is serious.\Rinko...\I'm so relieved.\But your boyfriend...\H-He might be in trouble... response:	He helped me and got left behind.
context: This way.\Where are the firefighters?\This is serious.\Rinko...\I'm so relieved.\But your boyfriend...\H-He might be in trouble...\He helped me and got left behind. response:	I guess this is really it...
context: Where are the firefighters?\This is serious.\Rinko...\I'm so relieved.\But your boyfriend...\H-He might be in trouble...\He helped me and got left behind.\I guess this is really it... response:	I guess I've been too happy lately.
context: This is serious.\Rinko...\I'm so relieved.\But your boyfriend...\H-He might be in trouble...\He helped me and got left behind.\I guess this is really it...\I guess I've been too happy lately. response:	Takeo-kun!
context: Rinko...\I'm so relieved.\But your boyfriend...\H-He might be in trouble...\He helped me and got left behind.\I guess this is really it...\I guess I've been too happy lately.\Takeo-kun! response:	Yamato, it's all thanks to you.
context: I'm so relieved.\But your boyfriend...\H-He might be in trouble...\He helped me and got left behind.\I guess this is really it...\I guess I've been too happy lately.\Takeo-kun!\Yamato, it's all thanks to you. response:	Takeo-kun!
context: But your boyfriend...\H-He might be in trouble...\He helped me and got left behind.\I guess this is really it...\I guess I've been too happy lately.\Takeo-kun!\Yamato, it's all thanks to you.\Takeo-kun! response:	If I can die helping you,
context: H-He might be in trouble...\He helped me and got left behind.\I guess this is really it...\I guess I've been too happy lately.\Takeo-kun!\Yamato, it's all thanks to you.\Takeo-kun!\If I can die helping you, response:	it isn't such a bad way to go.
context: He helped me and got left behind.\I guess this is really it...\I guess I've been too happy lately.\Takeo-kun!\Yamato, it's all thanks to you.\Takeo-kun!\If I can die helping you,\it isn't such a bad way to go. response:	My cell?
context: I guess this is really it...\I guess I've been too happy lately.\Takeo-kun!\Yamato, it's all thanks to you.\Takeo-kun!\If I can die helping you,\it isn't such a bad way to go.\My cell? response:	I guess it still has a signal.
context: I guess I've been too happy lately.\Takeo-kun!\Yamato, it's all thanks to you.\Takeo-kun!\If I can die helping you,\it isn't such a bad way to go.\My cell?\I guess it still has a signal. response:	Takeo?
context: Takeo-kun!\Yamato, it's all thanks to you.\Takeo-kun!\If I can die helping you,\it isn't such a bad way to go.\My cell?\I guess it still has a signal.\Takeo? response:	Can you hear me?
context: Yamato, it's all thanks to you.\Takeo-kun!\If I can die helping you,\it isn't such a bad way to go.\My cell?\I guess it still has a signal.\Takeo?\Can you hear me? response:	So, Yamato-san's this close to jumping into the flames.
context: Takeo-kun!\If I can die helping you,\it isn't such a bad way to go.\My cell?\I guess it still has a signal.\Takeo?\Can you hear me?\So, Yamato-san's this close to jumping into the flames. response:	Takeo-kun!
context: If I can die helping you,\it isn't such a bad way to go.\My cell?\I guess it still has a signal.\Takeo?\Can you hear me?\So, Yamato-san's this close to jumping into the flames.\Takeo-kun! response:	Let go!
context: it isn't such a bad way to go.\My cell?\I guess it still has a signal.\Takeo?\Can you hear me?\So, Yamato-san's this close to jumping into the flames.\Takeo-kun!\Let go! response:	Let me go to him!
context: My cell?\I guess it still has a signal.\Takeo?\Can you hear me?\So, Yamato-san's this close to jumping into the flames.\Takeo-kun!\Let go!\Let me go to him! response:	Now that you've grasped the situation,
context: I guess it still has a signal.\Takeo?\Can you hear me?\So, Yamato-san's this close to jumping into the flames.\Takeo-kun!\Let go!\Let me go to him!\Now that you've grasped the situation, response:	Takeo-kun!
context: Takeo?\Can you hear me?\So, Yamato-san's this close to jumping into the flames.\Takeo-kun!\Let go!\Let me go to him!\Now that you've grasped the situation,\Takeo-kun! response:	can you get back here ASAP?
context: Can you hear me?\So, Yamato-san's this close to jumping into the flames.\Takeo-kun!\Let go!\Let me go to him!\Now that you've grasped the situation,\Takeo-kun!\can you get back here ASAP? response:	Takeo-kun!
context: So, Yamato-san's this close to jumping into the flames.\Takeo-kun!\Let go!\Let me go to him!\Now that you've grasped the situation,\Takeo-kun!\can you get back here ASAP?\Takeo-kun! response:	Takeo-kun!
context: Takeo-kun!\Let go!\Let me go to him!\Now that you've grasped the situation,\Takeo-kun!\can you get back here ASAP?\Takeo-kun!\Takeo-kun! response:	Life's pretty boring for me, too, if you aren't around.
context: Let go!\Let me go to him!\Now that you've grasped the situation,\Takeo-kun!\can you get back here ASAP?\Takeo-kun!\Takeo-kun!\Life's pretty boring for me, too, if you aren't around. response:	Takeo-kun!
context: Let me go to him!\Now that you've grasped the situation,\Takeo-kun!\can you get back here ASAP?\Takeo-kun!\Takeo-kun!\Life's pretty boring for me, too, if you aren't around.\Takeo-kun! response:	Takeo...
context: Now that you've grasped the situation,\Takeo-kun!\can you get back here ASAP?\Takeo-kun!\Takeo-kun!\Life's pretty boring for me, too, if you aren't around.\Takeo-kun!\Takeo... response:	Hey, can you hear me?
context: Takeo-kun!\can you get back here ASAP?\Takeo-kun!\Takeo-kun!\Life's pretty boring for me, too, if you aren't around.\Takeo-kun!\Takeo...\Hey, can you hear me? response:	Takeo-ku
context: can you get back here ASAP?\Takeo-kun!\Takeo-kun!\Life's pretty boring for me, too, if you aren't around.\Takeo-kun!\Takeo...\Hey, can you hear me?\Takeo-ku response:	Don't cry, Yamato.
context: Takeo-kun!\Takeo-kun!\Life's pretty boring for me, too, if you aren't around.\Takeo-kun!\Takeo...\Hey, can you hear me?\Takeo-ku\Don't cry, Yamato. response:	Don't cry for me.
context: Takeo-kun!\Life's pretty boring for me, too, if you aren't around.\Takeo-kun!\Takeo...\Hey, can you hear me?\Takeo-ku\Don't cry, Yamato.\Don't cry for me. response:	You don't need to worry about me.
context: Life's pretty boring for me, too, if you aren't around.\Takeo-kun!\Takeo...\Hey, can you hear me?\Takeo-ku\Don't cry, Yamato.\Don't cry for me.\You don't need to worry about me. response:	Please laugh.
context: Takeo-kun!\Takeo...\Hey, can you hear me?\Takeo-ku\Don't cry, Yamato.\Don't cry for me.\You don't need to worry about me.\Please laugh. response:	I hate it when you cry, more than anything.
