context: Shigeo, wait! Remain calm! response:	Look into my eyes!
context: I am the leader of Claw, Suzuki Toichiro.\Claw Boss Suzuki Toichiro (46)\Let's not waste any time. We are about to declare war on the world.\After twenty years, I finally have the funds and manpower that I need.\We will begin this revolution with destruction.\Claw\We will destroy everything that people built and hold dear.\Let us show the powerless that we exist! response:	Yeah!
context: Claw Boss Suzuki Toichiro (46)\Let's not waste any time. We are about to declare war on the world.\After twenty years, I finally have the funds and manpower that I need.\We will begin this revolution with destruction.\Claw\We will destroy everything that people built and hold dear.\Let us show the powerless that we exist!\Yeah! response:	World domination, eh? Well, isn't that ambitious?
context: Let's not waste any time. We are about to declare war on the world.\After twenty years, I finally have the funds and manpower that I need.\We will begin this revolution with destruction.\Claw\We will destroy everything that people built and hold dear.\Let us show the powerless that we exist!\Yeah!\World domination, eh? Well, isn't that ambitious? response:	Are all the preparations complete?
context: After twenty years, I finally have the funds and manpower that I need.\We will begin this revolution with destruction.\Claw\We will destroy everything that people built and hold dear.\Let us show the powerless that we exist!\Yeah!\World domination, eh? Well, isn't that ambitious?\Are all the preparations complete? response:	Oh, I don't even need to prepare.
context: We will begin this revolution with destruction.\Claw\We will destroy everything that people built and hold dear.\Let us show the powerless that we exist!\Yeah!\World domination, eh? Well, isn't that ambitious?\Are all the preparations complete?\Oh, I don't even need to prepare. response:	Claw
context: Claw\We will destroy everything that people built and hold dear.\Let us show the powerless that we exist!\Yeah!\World domination, eh? Well, isn't that ambitious?\Are all the preparations complete?\Oh, I don't even need to prepare.\Claw response:	What are they doing?
context: We will destroy everything that people built and hold dear.\Let us show the powerless that we exist!\Yeah!\World domination, eh? Well, isn't that ambitious?\Are all the preparations complete?\Oh, I don't even need to prepare.\Claw\What are they doing? response:	Is that TV?
context: Let us show the powerless that we exist!\Yeah!\World domination, eh? Well, isn't that ambitious?\Are all the preparations complete?\Oh, I don't even need to prepare.\Claw\What are they doing?\Is that TV? response:	Now you're live on all channels.
context: Yeah!\World domination, eh? Well, isn't that ambitious?\Are all the preparations complete?\Oh, I don't even need to prepare.\Claw\What are they doing?\Is that TV?\Now you're live on all channels. response:	Ultimate 5 Hatori
context: World domination, eh? Well, isn't that ambitious?\Are all the preparations complete?\Oh, I don't even need to prepare.\Claw\What are they doing?\Is that TV?\Now you're live on all channels.\Ultimate 5 Hatori response:	The ability to infiltrate and control any kind of system
context: Are all the preparations complete?\Oh, I don't even need to prepare.\Claw\What are they doing?\Is that TV?\Now you're live on all channels.\Ultimate 5 Hatori\The ability to infiltrate and control any kind of system response:	dealing with electronic devices or waves.
context: Oh, I don't even need to prepare.\Claw\What are they doing?\Is that TV?\Now you're live on all channels.\Ultimate 5 Hatori\The ability to infiltrate and control any kind of system\dealing with electronic devices or waves. response:	He doesn't actually understand how it works, either.
context: Claw\What are they doing?\Is that TV?\Now you're live on all channels.\Ultimate 5 Hatori\The ability to infiltrate and control any kind of system\dealing with electronic devices or waves.\He doesn't actually understand how it works, either. response:	He's good...
context: What are they doing?\Is that TV?\Now you're live on all channels.\Ultimate 5 Hatori\The ability to infiltrate and control any kind of system\dealing with electronic devices or waves.\He doesn't actually understand how it works, either.\He's good... response:	We are esper organization Claw.
context: Is that TV?\Now you're live on all channels.\Ultimate 5 Hatori\The ability to infiltrate and control any kind of system\dealing with electronic devices or waves.\He doesn't actually understand how it works, either.\He's good...\We are esper organization Claw. response:	We have taken over the airwaves with our psychic powers.
context: Now you're live on all channels.\Ultimate 5 Hatori\The ability to infiltrate and control any kind of system\dealing with electronic devices or waves.\He doesn't actually understand how it works, either.\He's good...\We are esper organization Claw.\We have taken over the airwaves with our psychic powers. response:	This is a mere fraction of our true power.
context: Ultimate 5 Hatori\The ability to infiltrate and control any kind of system\dealing with electronic devices or waves.\He doesn't actually understand how it works, either.\He's good...\We are esper organization Claw.\We have taken over the airwaves with our psychic powers.\This is a mere fraction of our true power. response:	Our powers are far superior to modern weaponry.
context: The ability to infiltrate and control any kind of system\dealing with electronic devices or waves.\He doesn't actually understand how it works, either.\He's good...\We are esper organization Claw.\We have taken over the airwaves with our psychic powers.\This is a mere fraction of our true power.\Our powers are far superior to modern weaponry. response:	Let me warn you that it's not advisable to oppose us.
context: dealing with electronic devices or waves.\He doesn't actually understand how it works, either.\He's good...\We are esper organization Claw.\We have taken over the airwaves with our psychic powers.\This is a mere fraction of our true power.\Our powers are far superior to modern weaponry.\Let me warn you that it's not advisable to oppose us. response:	We will control the world with psychic powers
context: He doesn't actually understand how it works, either.\He's good...\We are esper organization Claw.\We have taken over the airwaves with our psychic powers.\This is a mere fraction of our true power.\Our powers are far superior to modern weaponry.\Let me warn you that it's not advisable to oppose us.\We will control the world with psychic powers response:	Another esper? Too many espers
context: He's good...\We are esper organization Claw.\We have taken over the airwaves with our psychic powers.\This is a mere fraction of our true power.\Our powers are far superior to modern weaponry.\Let me warn you that it's not advisable to oppose us.\We will control the world with psychic powers\Another esper? Too many espers response:	He's cray
context: We are esper organization Claw.\We have taken over the airwaves with our psychic powers.\This is a mere fraction of our true power.\Our powers are far superior to modern weaponry.\Let me warn you that it's not advisable to oppose us.\We will control the world with psychic powers\Another esper? Too many espers\He's cray response:	and rule over all of the powerless.
context: We have taken over the airwaves with our psychic powers.\This is a mere fraction of our true power.\Our powers are far superior to modern weaponry.\Let me warn you that it's not advisable to oppose us.\We will control the world with psychic powers\Another esper? Too many espers\He's cray\and rule over all of the powerless. response:	What the hell is Claw?
context: This is a mere fraction of our true power.\Our powers are far superior to modern weaponry.\Let me warn you that it's not advisable to oppose us.\We will control the world with psychic powers\Another esper? Too many espers\He's cray\and rule over all of the powerless.\What the hell is Claw? response:	Claw Edgy much?
context: Our powers are far superior to modern weaponry.\Let me warn you that it's not advisable to oppose us.\We will control the world with psychic powers\Another esper? Too many espers\He's cray\and rule over all of the powerless.\What the hell is Claw?\Claw Edgy much? response:	Apparently his brain stopped developing when he was a kid
context: Let me warn you that it's not advisable to oppose us.\We will control the world with psychic powers\Another esper? Too many espers\He's cray\and rule over all of the powerless.\What the hell is Claw?\Claw Edgy much?\Apparently his brain stopped developing when he was a kid response:	Okay, well I'm gonna be a superhero then
context: We will control the world with psychic powers\Another esper? Too many espers\He's cray\and rule over all of the powerless.\What the hell is Claw?\Claw Edgy much?\Apparently his brain stopped developing when he was a kid\Okay, well I'm gonna be a superhero then response:	Talk about lame
context: Another esper? Too many espers\He's cray\and rule over all of the powerless.\What the hell is Claw?\Claw Edgy much?\Apparently his brain stopped developing when he was a kid\Okay, well I'm gonna be a superhero then\Talk about lame response:	This shit again? So boring
context: He's cray\and rule over all of the powerless.\What the hell is Claw?\Claw Edgy much?\Apparently his brain stopped developing when he was a kid\Okay, well I'm gonna be a superhero then\Talk about lame\This shit again? So boring response:	I could probably take him in one punch
context: and rule over all of the powerless.\What the hell is Claw?\Claw Edgy much?\Apparently his brain stopped developing when he was a kid\Okay, well I'm gonna be a superhero then\Talk about lame\This shit again? So boring\I could probably take him in one punch response:	You may be a claw, but I'm just a toenail
context: What the hell is Claw?\Claw Edgy much?\Apparently his brain stopped developing when he was a kid\Okay, well I'm gonna be a superhero then\Talk about lame\This shit again? So boring\I could probably take him in one punch\You may be a claw, but I'm just a toenail response:	Maki Maki Oh, shit. It's the end of the world Yukki Read Maki Maki Edgelord Who the hell is that? Yukki Hell if I know Read
context: Claw Edgy much?\Apparently his brain stopped developing when he was a kid\Okay, well I'm gonna be a superhero then\Talk about lame\This shit again? So boring\I could probably take him in one punch\You may be a claw, but I'm just a toenail\Maki Maki Oh, shit. It's the end of the world Yukki Read Maki Maki Edgelord Who the hell is that? Yukki Hell if I know Read response:	The first step in our mission is to demolish this country.
context: Apparently his brain stopped developing when he was a kid\Okay, well I'm gonna be a superhero then\Talk about lame\This shit again? So boring\I could probably take him in one punch\You may be a claw, but I'm just a toenail\Maki Maki Oh, shit. It's the end of the world Yukki Read Maki Maki Edgelord Who the hell is that? Yukki Hell if I know Read\The first step in our mission is to demolish this country. response:	A new world is about to begin.
context: Okay, well I'm gonna be a superhero then\Talk about lame\This shit again? So boring\I could probably take him in one punch\You may be a claw, but I'm just a toenail\Maki Maki Oh, shit. It's the end of the world Yukki Read Maki Maki Edgelord Who the hell is that? Yukki Hell if I know Read\The first step in our mission is to demolish this country.\A new world is about to begin. response:	Look forward to it.
context: Talk about lame\This shit again? So boring\I could probably take him in one punch\You may be a claw, but I'm just a toenail\Maki Maki Oh, shit. It's the end of the world Yukki Read Maki Maki Edgelord Who the hell is that? Yukki Hell if I know Read\The first step in our mission is to demolish this country.\A new world is about to begin.\Look forward to it. response:	Now you've done it, you piece of shit dad!
context: This shit again? So boring\I could probably take him in one punch\You may be a claw, but I'm just a toenail\Maki Maki Oh, shit. It's the end of the world Yukki Read Maki Maki Edgelord Who the hell is that? Yukki Hell if I know Read\The first step in our mission is to demolish this country.\A new world is about to begin.\Look forward to it.\Now you've done it, you piece of shit dad! response:	How dare you embarrass me like that again?!
context: I could probably take him in one punch\You may be a claw, but I'm just a toenail\Maki Maki Oh, shit. It's the end of the world Yukki Read Maki Maki Edgelord Who the hell is that? Yukki Hell if I know Read\The first step in our mission is to demolish this country.\A new world is about to begin.\Look forward to it.\Now you've done it, you piece of shit dad!\How dare you embarrass me like that again?! response:	Fukuda
context: You may be a claw, but I'm just a toenail\Maki Maki Oh, shit. It's the end of the world Yukki Read Maki Maki Edgelord Who the hell is that? Yukki Hell if I know Read\The first step in our mission is to demolish this country.\A new world is about to begin.\Look forward to it.\Now you've done it, you piece of shit dad!\How dare you embarrass me like that again?!\Fukuda response:	Otsuki
context: Maki Maki Oh, shit. It's the end of the world Yukki Read Maki Maki Edgelord Who the hell is that? Yukki Hell if I know Read\The first step in our mission is to demolish this country.\A new world is about to begin.\Look forward to it.\Now you've done it, you piece of shit dad!\How dare you embarrass me like that again?!\Fukuda\Otsuki response:	Higashio
context: The first step in our mission is to demolish this country.\A new world is about to begin.\Look forward to it.\Now you've done it, you piece of shit dad!\How dare you embarrass me like that again?!\Fukuda\Otsuki\Higashio response:	I'm the one who's going to defeat him!
context: A new world is about to begin.\Look forward to it.\Now you've done it, you piece of shit dad!\How dare you embarrass me like that again?!\Fukuda\Otsuki\Higashio\I'm the one who's going to defeat him! response:	You got that, Ritsu?!
context: Look forward to it.\Now you've done it, you piece of shit dad!\How dare you embarrass me like that again?!\Fukuda\Otsuki\Higashio\I'm the one who's going to defeat him!\You got that, Ritsu?! response:	Yeah.
context: Now you've done it, you piece of shit dad!\How dare you embarrass me like that again?!\Fukuda\Otsuki\Higashio\I'm the one who's going to defeat him!\You got that, Ritsu?!\Yeah. response:	All right! Let's go!
context: How dare you embarrass me like that again?!\Fukuda\Otsuki\Higashio\I'm the one who's going to defeat him!\You got that, Ritsu?!\Yeah.\All right! Let's go! response:	Hang on a sec.
context: Fukuda\Otsuki\Higashio\I'm the one who's going to defeat him!\You got that, Ritsu?!\Yeah.\All right! Let's go!\Hang on a sec. response:	What? You're still not on board?
context: Otsuki\Higashio\I'm the one who's going to defeat him!\You got that, Ritsu?!\Yeah.\All right! Let's go!\Hang on a sec.\What? You're still not on board? response:	What about my family's safety?
context: Higashio\I'm the one who's going to defeat him!\You got that, Ritsu?!\Yeah.\All right! Let's go!\Hang on a sec.\What? You're still not on board?\What about my family's safety? response:	Oh, we have a set of eyes on your parents from afar.
context: I'm the one who's going to defeat him!\You got that, Ritsu?!\Yeah.\All right! Let's go!\Hang on a sec.\What? You're still not on board?\What about my family's safety?\Oh, we have a set of eyes on your parents from afar. response:	See?
context: You got that, Ritsu?!\Yeah.\All right! Let's go!\Hang on a sec.\What? You're still not on board?\What about my family's safety?\Oh, we have a set of eyes on your parents from afar.\See? response:	We said that you, because you wanted to do something nice for your parents,
context: Yeah.\All right! Let's go!\Hang on a sec.\What? You're still not on board?\What about my family's safety?\Oh, we have a set of eyes on your parents from afar.\See?\We said that you, because you wanted to do something nice for your parents, response:	Hot Springs Hotel Voucher
context: All right! Let's go!\Hang on a sec.\What? You're still not on board?\What about my family's safety?\Oh, we have a set of eyes on your parents from afar.\See?\We said that you, because you wanted to do something nice for your parents,\Hot Springs Hotel Voucher response:	entered a hot springs hotel lottery and won,
context: Hang on a sec.\What? You're still not on board?\What about my family's safety?\Oh, we have a set of eyes on your parents from afar.\See?\We said that you, because you wanted to do something nice for your parents,\Hot Springs Hotel Voucher\entered a hot springs hotel lottery and won, response:	and they totally fell for that lie.
context: What? You're still not on board?\What about my family's safety?\Oh, we have a set of eyes on your parents from afar.\See?\We said that you, because you wanted to do something nice for your parents,\Hot Springs Hotel Voucher\entered a hot springs hotel lottery and won,\and they totally fell for that lie. response:	You were really pushing it with that ad-lib.
context: What about my family's safety?\Oh, we have a set of eyes on your parents from afar.\See?\We said that you, because you wanted to do something nice for your parents,\Hot Springs Hotel Voucher\entered a hot springs hotel lottery and won,\and they totally fell for that lie.\You were really pushing it with that ad-lib. response:	That hot springs hotel doesn't have ties to some shady organization, does it?
context: Oh, we have a set of eyes on your parents from afar.\See?\We said that you, because you wanted to do something nice for your parents,\Hot Springs Hotel Voucher\entered a hot springs hotel lottery and won,\and they totally fell for that lie.\You were really pushing it with that ad-lib.\That hot springs hotel doesn't have ties to some shady organization, does it? response:	Streaming data
context: See?\We said that you, because you wanted to do something nice for your parents,\Hot Springs Hotel Voucher\entered a hot springs hotel lottery and won,\and they totally fell for that lie.\You were really pushing it with that ad-lib.\That hot springs hotel doesn't have ties to some shady organization, does it?\Streaming data response:	Don't worry. They offer both traditional seafood and farm meat meals,
context: We said that you, because you wanted to do something nice for your parents,\Hot Springs Hotel Voucher\entered a hot springs hotel lottery and won,\and they totally fell for that lie.\You were really pushing it with that ad-lib.\That hot springs hotel doesn't have ties to some shady organization, does it?\Streaming data\Don't worry. They offer both traditional seafood and farm meat meals, response:	and they're happy to accommodate any allergies, too.
context: Hot Springs Hotel Voucher\entered a hot springs hotel lottery and won,\and they totally fell for that lie.\You were really pushing it with that ad-lib.\That hot springs hotel doesn't have ties to some shady organization, does it?\Streaming data\Don't worry. They offer both traditional seafood and farm meat meals,\and they're happy to accommodate any allergies, too. response:	That's not what I'm talking about!
context: entered a hot springs hotel lottery and won,\and they totally fell for that lie.\You were really pushing it with that ad-lib.\That hot springs hotel doesn't have ties to some shady organization, does it?\Streaming data\Don't worry. They offer both traditional seafood and farm meat meals,\and they're happy to accommodate any allergies, too.\That's not what I'm talking about! response:	Anyway, my brother's still not answering his phone.
context: and they totally fell for that lie.\You were really pushing it with that ad-lib.\That hot springs hotel doesn't have ties to some shady organization, does it?\Streaming data\Don't worry. They offer both traditional seafood and farm meat meals,\and they're happy to accommodate any allergies, too.\That's not what I'm talking about!\Anyway, my brother's still not answering his phone. response:	Your brother's not going to fight.
context: You were really pushing it with that ad-lib.\That hot springs hotel doesn't have ties to some shady organization, does it?\Streaming data\Don't worry. They offer both traditional seafood and farm meat meals,\and they're happy to accommodate any allergies, too.\That's not what I'm talking about!\Anyway, my brother's still not answering his phone.\Your brother's not going to fight. response:	I could tell from his eyes.
context: That hot springs hotel doesn't have ties to some shady organization, does it?\Streaming data\Don't worry. They offer both traditional seafood and farm meat meals,\and they're happy to accommodate any allergies, too.\That's not what I'm talking about!\Anyway, my brother's still not answering his phone.\Your brother's not going to fight.\I could tell from his eyes. response:	He's not the type to blow up without a real good reason.
context: Streaming data\Don't worry. They offer both traditional seafood and farm meat meals,\and they're happy to accommodate any allergies, too.\That's not what I'm talking about!\Anyway, my brother's still not answering his phone.\Your brother's not going to fight.\I could tell from his eyes.\He's not the type to blow up without a real good reason. response:	I think I gave him a pretty good one, though.
context: Don't worry. They offer both traditional seafood and farm meat meals,\and they're happy to accommodate any allergies, too.\That's not what I'm talking about!\Anyway, my brother's still not answering his phone.\Your brother's not going to fight.\I could tell from his eyes.\He's not the type to blow up without a real good reason.\I think I gave him a pretty good one, though. response:	What? Did you do something after we left the house?
context: and they're happy to accommodate any allergies, too.\That's not what I'm talking about!\Anyway, my brother's still not answering his phone.\Your brother's not going to fight.\I could tell from his eyes.\He's not the type to blow up without a real good reason.\I think I gave him a pretty good one, though.\What? Did you do something after we left the house? response:	If you did something that really pissed my brother off,
context: That's not what I'm talking about!\Anyway, my brother's still not answering his phone.\Your brother's not going to fight.\I could tell from his eyes.\He's not the type to blow up without a real good reason.\I think I gave him a pretty good one, though.\What? Did you do something after we left the house?\If you did something that really pissed my brother off, response:	you're in big trouble.
context: Anyway, my brother's still not answering his phone.\Your brother's not going to fight.\I could tell from his eyes.\He's not the type to blow up without a real good reason.\I think I gave him a pretty good one, though.\What? Did you do something after we left the house?\If you did something that really pissed my brother off,\you're in big trouble. response:	Guess you've had a hard life, too.
context: Your brother's not going to fight.\I could tell from his eyes.\He's not the type to blow up without a real good reason.\I think I gave him a pretty good one, though.\What? Did you do something after we left the house?\If you did something that really pissed my brother off,\you're in big trouble.\Guess you've had a hard life, too. response:	600 people
context: I could tell from his eyes.\He's not the type to blow up without a real good reason.\I think I gave him a pretty good one, though.\What? Did you do something after we left the house?\If you did something that really pissed my brother off,\you're in big trouble.\Guess you've had a hard life, too.\600 people response:	I will now explain the plan that the boss was talking about.
context: He's not the type to blow up without a real good reason.\I think I gave him a pretty good one, though.\What? Did you do something after we left the house?\If you did something that really pissed my brother off,\you're in big trouble.\Guess you've had a hard life, too.\600 people\I will now explain the plan that the boss was talking about. response:	Claw 1st Division Leader Tamaki
context: I think I gave him a pretty good one, though.\What? Did you do something after we left the house?\If you did something that really pissed my brother off,\you're in big trouble.\Guess you've had a hard life, too.\600 people\I will now explain the plan that the boss was talking about.\Claw 1st Division Leader Tamaki response:	In Japan, the number of policemen and military personnel who have guns
context: What? Did you do something after we left the house?\If you did something that really pissed my brother off,\you're in big trouble.\Guess you've had a hard life, too.\600 people\I will now explain the plan that the boss was talking about.\Claw 1st Division Leader Tamaki\In Japan, the number of policemen and military personnel who have guns response:	total roughly 600,000.
context: If you did something that really pissed my brother off,\you're in big trouble.\Guess you've had a hard life, too.\600 people\I will now explain the plan that the boss was talking about.\Claw 1st Division Leader Tamaki\In Japan, the number of policemen and military personnel who have guns\total roughly 600,000. response:	Meanwhile, our forces number around 600.
context: you're in big trouble.\Guess you've had a hard life, too.\600 people\I will now explain the plan that the boss was talking about.\Claw 1st Division Leader Tamaki\In Japan, the number of policemen and military personnel who have guns\total roughly 600,000.\Meanwhile, our forces number around 600. response:	600 people
context: Guess you've had a hard life, too.\600 people\I will now explain the plan that the boss was talking about.\Claw 1st Division Leader Tamaki\In Japan, the number of policemen and military personnel who have guns\total roughly 600,000.\Meanwhile, our forces number around 600.\600 people response:	Each one will have to face about a thousand in battle.
context: 600 people\I will now explain the plan that the boss was talking about.\Claw 1st Division Leader Tamaki\In Japan, the number of policemen and military personnel who have guns\total roughly 600,000.\Meanwhile, our forces number around 600.\600 people\Each one will have to face about a thousand in battle. response:	600,000
context: I will now explain the plan that the boss was talking about.\Claw 1st Division Leader Tamaki\In Japan, the number of policemen and military personnel who have guns\total roughly 600,000.\Meanwhile, our forces number around 600.\600 people\Each one will have to face about a thousand in battle.\600,000 response:	That shouldn't be a problem, right?
context: Claw 1st Division Leader Tamaki\In Japan, the number of policemen and military personnel who have guns\total roughly 600,000.\Meanwhile, our forces number around 600.\600 people\Each one will have to face about a thousand in battle.\600,000\That shouldn't be a problem, right? response:	That's awesome!
context: In Japan, the number of policemen and military personnel who have guns\total roughly 600,000.\Meanwhile, our forces number around 600.\600 people\Each one will have to face about a thousand in battle.\600,000\That shouldn't be a problem, right?\That's awesome! response:	That's our boss!
context: total roughly 600,000.\Meanwhile, our forces number around 600.\600 people\Each one will have to face about a thousand in battle.\600,000\That shouldn't be a problem, right?\That's awesome!\That's our boss! response:	Who knew it'd be so easy?
context: Meanwhile, our forces number around 600.\600 people\Each one will have to face about a thousand in battle.\600,000\That shouldn't be a problem, right?\That's awesome!\That's our boss!\Who knew it'd be so easy? response:	This actually seems possible all of a sudden.
context: 600 people\Each one will have to face about a thousand in battle.\600,000\That shouldn't be a problem, right?\That's awesome!\That's our boss!\Who knew it'd be so easy?\This actually seems possible all of a sudden. response:	Can you even call that a plan?
context: Each one will have to face about a thousand in battle.\600,000\That shouldn't be a problem, right?\That's awesome!\That's our boss!\Who knew it'd be so easy?\This actually seems possible all of a sudden.\Can you even call that a plan? response:	It doesn't seem very likely to work.
context: 600,000\That shouldn't be a problem, right?\That's awesome!\That's our boss!\Who knew it'd be so easy?\This actually seems possible all of a sudden.\Can you even call that a plan?\It doesn't seem very likely to work. response:	This lot is hopeless.
context: That shouldn't be a problem, right?\That's awesome!\That's our boss!\Who knew it'd be so easy?\This actually seems possible all of a sudden.\Can you even call that a plan?\It doesn't seem very likely to work.\This lot is hopeless. response:	What are you thinking, Joseph?
context: That's awesome!\That's our boss!\Who knew it'd be so easy?\This actually seems possible all of a sudden.\Can you even call that a plan?\It doesn't seem very likely to work.\This lot is hopeless.\What are you thinking, Joseph? response:	Probably the same as you guys.
context: That's our boss!\Who knew it'd be so easy?\This actually seems possible all of a sudden.\Can you even call that a plan?\It doesn't seem very likely to work.\This lot is hopeless.\What are you thinking, Joseph?\Probably the same as you guys. response:	According to his logic, if each of us defeat about 120 people,
context: Who knew it'd be so easy?\This actually seems possible all of a sudden.\Can you even call that a plan?\It doesn't seem very likely to work.\This lot is hopeless.\What are you thinking, Joseph?\Probably the same as you guys.\According to his logic, if each of us defeat about 120 people, response:	Foreigner Squad
context: This actually seems possible all of a sudden.\Can you even call that a plan?\It doesn't seem very likely to work.\This lot is hopeless.\What are you thinking, Joseph?\Probably the same as you guys.\According to his logic, if each of us defeat about 120 people,\Foreigner Squad response:	People
context: Can you even call that a plan?\It doesn't seem very likely to work.\This lot is hopeless.\What are you thinking, Joseph?\Probably the same as you guys.\According to his logic, if each of us defeat about 120 people,\Foreigner Squad\People response:	People
context: It doesn't seem very likely to work.\This lot is hopeless.\What are you thinking, Joseph?\Probably the same as you guys.\According to his logic, if each of us defeat about 120 people,\Foreigner Squad\People\People response:	People
context: This lot is hopeless.\What are you thinking, Joseph?\Probably the same as you guys.\According to his logic, if each of us defeat about 120 people,\Foreigner Squad\People\People\People response:	we can destroy Claw.
context: What are you thinking, Joseph?\Probably the same as you guys.\According to his logic, if each of us defeat about 120 people,\Foreigner Squad\People\People\People\we can destroy Claw. response:	We're going to start a mutiny? That sounds fun.
context: Probably the same as you guys.\According to his logic, if each of us defeat about 120 people,\Foreigner Squad\People\People\People\we can destroy Claw.\We're going to start a mutiny? That sounds fun. response:	Yes! I don't care what we do as long as I get to break stuff!
context: According to his logic, if each of us defeat about 120 people,\Foreigner Squad\People\People\People\we can destroy Claw.\We're going to start a mutiny? That sounds fun.\Yes! I don't care what we do as long as I get to break stuff! response:	First, we need to make an example of the upper echelon.
context: Foreigner Squad\People\People\People\we can destroy Claw.\We're going to start a mutiny? That sounds fun.\Yes! I don't care what we do as long as I get to break stuff!\First, we need to make an example of the upper echelon. response:	What?
context: People\People\People\we can destroy Claw.\We're going to start a mutiny? That sounds fun.\Yes! I don't care what we do as long as I get to break stuff!\First, we need to make an example of the upper echelon.\What? response:	You're going to destroy this organization?
context: People\People\we can destroy Claw.\We're going to start a mutiny? That sounds fun.\Yes! I don't care what we do as long as I get to break stuff!\First, we need to make an example of the upper echelon.\What?\You're going to destroy this organization? response:	Claw 1st6th Division Leaders
context: People\we can destroy Claw.\We're going to start a mutiny? That sounds fun.\Yes! I don't care what we do as long as I get to break stuff!\First, we need to make an example of the upper echelon.\What?\You're going to destroy this organization?\Claw 1st6th Division Leaders response:	You're going to give up future glory for the sake of money?
context: we can destroy Claw.\We're going to start a mutiny? That sounds fun.\Yes! I don't care what we do as long as I get to break stuff!\First, we need to make an example of the upper echelon.\What?\You're going to destroy this organization?\Claw 1st6th Division Leaders\You're going to give up future glory for the sake of money? response:	You vile creatures. I'll take care of you myself.
context: We're going to start a mutiny? That sounds fun.\Yes! I don't care what we do as long as I get to break stuff!\First, we need to make an example of the upper echelon.\What?\You're going to destroy this organization?\Claw 1st6th Division Leaders\You're going to give up future glory for the sake of money?\You vile creatures. I'll take care of you myself. response:	Come at me all at once.
context: Yes! I don't care what we do as long as I get to break stuff!\First, we need to make an example of the upper echelon.\What?\You're going to destroy this organization?\Claw 1st6th Division Leaders\You're going to give up future glory for the sake of money?\You vile creatures. I'll take care of you myself.\Come at me all at once. response:	Teehee.
context: First, we need to make an example of the upper echelon.\What?\You're going to destroy this organization?\Claw 1st6th Division Leaders\You're going to give up future glory for the sake of money?\You vile creatures. I'll take care of you myself.\Come at me all at once.\Teehee. response:	I'm gonna punch you now, so I hope you can put up a barrier.
context: What?\You're going to destroy this organization?\Claw 1st6th Division Leaders\You're going to give up future glory for the sake of money?\You vile creatures. I'll take care of you myself.\Come at me all at once.\Teehee.\I'm gonna punch you now, so I hope you can put up a barrier. response:	Claw, a dangerous esper organization, huh?
context: You're going to destroy this organization?\Claw 1st6th Division Leaders\You're going to give up future glory for the sake of money?\You vile creatures. I'll take care of you myself.\Come at me all at once.\Teehee.\I'm gonna punch you now, so I hope you can put up a barrier.\Claw, a dangerous esper organization, huh? response:	For something you've been plotting for twenty years, it sure is full of holes.
context: Claw 1st6th Division Leaders\You're going to give up future glory for the sake of money?\You vile creatures. I'll take care of you myself.\Come at me all at once.\Teehee.\I'm gonna punch you now, so I hope you can put up a barrier.\Claw, a dangerous esper organization, huh?\For something you've been plotting for twenty years, it sure is full of holes. response:	Does an elephant that's about to crush a thousand ants
context: You're going to give up future glory for the sake of money?\You vile creatures. I'll take care of you myself.\Come at me all at once.\Teehee.\I'm gonna punch you now, so I hope you can put up a barrier.\Claw, a dangerous esper organization, huh?\For something you've been plotting for twenty years, it sure is full of holes.\Does an elephant that's about to crush a thousand ants response:	have much to worry about?
context: You vile creatures. I'll take care of you myself.\Come at me all at once.\Teehee.\I'm gonna punch you now, so I hope you can put up a barrier.\Claw, a dangerous esper organization, huh?\For something you've been plotting for twenty years, it sure is full of holes.\Does an elephant that's about to crush a thousand ants\have much to worry about? response:	I'm really starting to feel sorry for you.
context: Come at me all at once.\Teehee.\I'm gonna punch you now, so I hope you can put up a barrier.\Claw, a dangerous esper organization, huh?\For something you've been plotting for twenty years, it sure is full of holes.\Does an elephant that's about to crush a thousand ants\have much to worry about?\I'm really starting to feel sorry for you. response:	You have no idea the Japanese government already had their eyes on you,
context: Teehee.\I'm gonna punch you now, so I hope you can put up a barrier.\Claw, a dangerous esper organization, huh?\For something you've been plotting for twenty years, it sure is full of holes.\Does an elephant that's about to crush a thousand ants\have much to worry about?\I'm really starting to feel sorry for you.\You have no idea the Japanese government already had their eyes on you, response:	nor who the person in front of you is.
context: I'm gonna punch you now, so I hope you can put up a barrier.\Claw, a dangerous esper organization, huh?\For something you've been plotting for twenty years, it sure is full of holes.\Does an elephant that's about to crush a thousand ants\have much to worry about?\I'm really starting to feel sorry for you.\You have no idea the Japanese government already had their eyes on you,\nor who the person in front of you is. response:	So you were sent by the government?
context: Claw, a dangerous esper organization, huh?\For something you've been plotting for twenty years, it sure is full of holes.\Does an elephant that's about to crush a thousand ants\have much to worry about?\I'm really starting to feel sorry for you.\You have no idea the Japanese government already had their eyes on you,\nor who the person in front of you is.\So you were sent by the government? response:	Just me, yeah.
context: For something you've been plotting for twenty years, it sure is full of holes.\Does an elephant that's about to crush a thousand ants\have much to worry about?\I'm really starting to feel sorry for you.\You have no idea the Japanese government already had their eyes on you,\nor who the person in front of you is.\So you were sent by the government?\Just me, yeah. response:	But I managed to get other guys on board.
