context: If Inari keeps using that divine power, then... response:	my divinitymy very godliness itselfwill move into her.
context: Forgive me, Inari.\What are you talkin' about?!\I'm not about to give up!\I'm not givin' up, period!\Heave ho!\Heave ho!\Heave ho!\Heave ho! response:	Heave ho!
context: What are you talkin' about?!\I'm not about to give up!\I'm not givin' up, period!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho! response:	Heave ho!
context: I'm not about to give up!\I'm not givin' up, period!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho! response:	Heave ho!
context: I'm not givin' up, period!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho! response:	Heave ho!
context: Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho! response:	Heave ho!
context: Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho! response:	Heave ho!
context: Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho! response:	Heave ho!
context: Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho! response:	Heave ho!
context: Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho! response:	Heave ho!
context: Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho! response:	Isn't that about enough, Sis?
context: Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Isn't that about enough, Sis? response:	Even Ootoshi's out there, givin' it his all.
context: Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Isn't that about enough, Sis?\Even Ootoshi's out there, givin' it his all. response:	Hmph. You'll spoil those kids of yours.
context: Heave ho!\Heave ho!\Heave ho!\Heave ho!\Heave ho!\Isn't that about enough, Sis?\Even Ootoshi's out there, givin' it his all.\Hmph. You'll spoil those kids of yours. response:	Heave ho!
context: Heave ho!\Heave ho!\Heave ho!\Heave ho!\Isn't that about enough, Sis?\Even Ootoshi's out there, givin' it his all.\Hmph. You'll spoil those kids of yours.\Heave ho! response:	Heave ho!
context: Heave ho!\Heave ho!\Heave ho!\Isn't that about enough, Sis?\Even Ootoshi's out there, givin' it his all.\Hmph. You'll spoil those kids of yours.\Heave ho!\Heave ho! response:	Heave ho!
context: Heave ho!\Heave ho!\Isn't that about enough, Sis?\Even Ootoshi's out there, givin' it his all.\Hmph. You'll spoil those kids of yours.\Heave ho!\Heave ho!\Heave ho! response:	We did it! Lady Uka!
context: Heave ho!\Isn't that about enough, Sis?\Even Ootoshi's out there, givin' it his all.\Hmph. You'll spoil those kids of yours.\Heave ho!\Heave ho!\Heave ho!\We did it! Lady Uka! response:	What the?!
context: Isn't that about enough, Sis?\Even Ootoshi's out there, givin' it his all.\Hmph. You'll spoil those kids of yours.\Heave ho!\Heave ho!\Heave ho!\We did it! Lady Uka!\What the?! response:	My top half fit just fine!
context: Even Ootoshi's out there, givin' it his all.\Hmph. You'll spoil those kids of yours.\Heave ho!\Heave ho!\Heave ho!\We did it! Lady Uka!\What the?!\My top half fit just fine! response:	My goodness. How can you be so fat on the bottom and yet so flat on the top?
context: Hmph. You'll spoil those kids of yours.\Heave ho!\Heave ho!\Heave ho!\We did it! Lady Uka!\What the?!\My top half fit just fine!\My goodness. How can you be so fat on the bottom and yet so flat on the top? response:	Oof! Push!
context: Heave ho!\Heave ho!\Heave ho!\We did it! Lady Uka!\What the?!\My top half fit just fine!\My goodness. How can you be so fat on the bottom and yet so flat on the top?\Oof! Push! response:	Oof!
context: Heave ho!\Heave ho!\We did it! Lady Uka!\What the?!\My top half fit just fine!\My goodness. How can you be so fat on the bottom and yet so flat on the top?\Oof! Push!\Oof! response:	No, Master Toshi, not you!
context: Heave ho!\We did it! Lady Uka!\What the?!\My top half fit just fine!\My goodness. How can you be so fat on the bottom and yet so flat on the top?\Oof! Push!\Oof!\No, Master Toshi, not you! response:	What? Why?
context: We did it! Lady Uka!\What the?!\My top half fit just fine!\My goodness. How can you be so fat on the bottom and yet so flat on the top?\Oof! Push!\Oof!\No, Master Toshi, not you!\What? Why? response:	Oof!
context: What the?!\My top half fit just fine!\My goodness. How can you be so fat on the bottom and yet so flat on the top?\Oof! Push!\Oof!\No, Master Toshi, not you!\What? Why?\Oof! response:	Remember, we're doing this for your sister!
context: My top half fit just fine!\My goodness. How can you be so fat on the bottom and yet so flat on the top?\Oof! Push!\Oof!\No, Master Toshi, not you!\What? Why?\Oof!\Remember, we're doing this for your sister! response:	Push! Oof!
context: My goodness. How can you be so fat on the bottom and yet so flat on the top?\Oof! Push!\Oof!\No, Master Toshi, not you!\What? Why?\Oof!\Remember, we're doing this for your sister!\Push! Oof! response:	This is no time to be putting the moves on her best friend!
context: Oof! Push!\Oof!\No, Master Toshi, not you!\What? Why?\Oof!\Remember, we're doing this for your sister!\Push! Oof!\This is no time to be putting the moves on her best friend! response:	You're not so different, you know.
context: Oof!\No, Master Toshi, not you!\What? Why?\Oof!\Remember, we're doing this for your sister!\Push! Oof!\This is no time to be putting the moves on her best friend!\You're not so different, you know. response:	Hmph.
context: No, Master Toshi, not you!\What? Why?\Oof!\Remember, we're doing this for your sister!\Push! Oof!\This is no time to be putting the moves on her best friend!\You're not so different, you know.\Hmph. response:	Inari!
context: What? Why?\Oof!\Remember, we're doing this for your sister!\Push! Oof!\This is no time to be putting the moves on her best friend!\You're not so different, you know.\Hmph.\Inari! response:	Lady Uka!
context: Oof!\Remember, we're doing this for your sister!\Push! Oof!\This is no time to be putting the moves on her best friend!\You're not so different, you know.\Hmph.\Inari!\Lady Uka! response:	Inari! Are you all right?
context: Remember, we're doing this for your sister!\Push! Oof!\This is no time to be putting the moves on her best friend!\You're not so different, you know.\Hmph.\Inari!\Lady Uka!\Inari! Are you all right? response:	Y-Yeah...
context: Push! Oof!\This is no time to be putting the moves on her best friend!\You're not so different, you know.\Hmph.\Inari!\Lady Uka!\Inari! Are you all right?\Y-Yeah... response:	Lady Uka!
context: This is no time to be putting the moves on her best friend!\You're not so different, you know.\Hmph.\Inari!\Lady Uka!\Inari! Are you all right?\Y-Yeah...\Lady Uka! response:	Kon! You're here, too?
context: You're not so different, you know.\Hmph.\Inari!\Lady Uka!\Inari! Are you all right?\Y-Yeah...\Lady Uka!\Kon! You're here, too? response:	Lady Uka...
context: Hmph.\Inari!\Lady Uka!\Inari! Are you all right?\Y-Yeah...\Lady Uka!\Kon! You're here, too?\Lady Uka... response:	You were a big help to Inari. Thank you.
context: Inari!\Lady Uka!\Inari! Are you all right?\Y-Yeah...\Lady Uka!\Kon! You're here, too?\Lady Uka...\You were a big help to Inari. Thank you. response:	Lady Uka!
context: Lady Uka!\Inari! Are you all right?\Y-Yeah...\Lady Uka!\Kon! You're here, too?\Lady Uka...\You were a big help to Inari. Thank you.\Lady Uka! response:	Lady Uka.
context: Inari! Are you all right?\Y-Yeah...\Lady Uka!\Kon! You're here, too?\Lady Uka...\You were a big help to Inari. Thank you.\Lady Uka!\Lady Uka. response:	Inari.
context: Y-Yeah...\Lady Uka!\Kon! You're here, too?\Lady Uka...\You were a big help to Inari. Thank you.\Lady Uka!\Lady Uka.\Inari. response:	Miss Inari...
context: Lady Uka!\Kon! You're here, too?\Lady Uka...\You were a big help to Inari. Thank you.\Lady Uka!\Lady Uka.\Inari.\Miss Inari... response:	Why? Why didn't you tell me you were fadin' away?
context: Kon! You're here, too?\Lady Uka...\You were a big help to Inari. Thank you.\Lady Uka!\Lady Uka.\Inari.\Miss Inari...\Why? Why didn't you tell me you were fadin' away? response:	That's pretty important!
context: Lady Uka...\You were a big help to Inari. Thank you.\Lady Uka!\Lady Uka.\Inari.\Miss Inari...\Why? Why didn't you tell me you were fadin' away?\That's pretty important! response:	Why would you tell Touka and not me?
context: You were a big help to Inari. Thank you.\Lady Uka!\Lady Uka.\Inari.\Miss Inari...\Why? Why didn't you tell me you were fadin' away?\That's pretty important!\Why would you tell Touka and not me? response:	I didn't want you to worry.
context: Lady Uka!\Lady Uka.\Inari.\Miss Inari...\Why? Why didn't you tell me you were fadin' away?\That's pretty important!\Why would you tell Touka and not me?\I didn't want you to worry. response:	But you said...
context: Lady Uka.\Inari.\Miss Inari...\Why? Why didn't you tell me you were fadin' away?\That's pretty important!\Why would you tell Touka and not me?\I didn't want you to worry.\But you said... response:	You said we were friends!
context: Inari.\Miss Inari...\Why? Why didn't you tell me you were fadin' away?\That's pretty important!\Why would you tell Touka and not me?\I didn't want you to worry.\But you said...\You said we were friends! response:	And you didn't tell me anything.
context: Miss Inari...\Why? Why didn't you tell me you were fadin' away?\That's pretty important!\Why would you tell Touka and not me?\I didn't want you to worry.\But you said...\You said we were friends!\And you didn't tell me anything. response:	I was the only one who didn't know.
context: Why? Why didn't you tell me you were fadin' away?\That's pretty important!\Why would you tell Touka and not me?\I didn't want you to worry.\But you said...\You said we were friends!\And you didn't tell me anything.\I was the only one who didn't know. response:	That sucks.
context: That's pretty important!\Why would you tell Touka and not me?\I didn't want you to worry.\But you said...\You said we were friends!\And you didn't tell me anything.\I was the only one who didn't know.\That sucks. response:	You didn't tell me about the divine power surging out of you.
context: Why would you tell Touka and not me?\I didn't want you to worry.\But you said...\You said we were friends!\And you didn't tell me anything.\I was the only one who didn't know.\That sucks.\You didn't tell me about the divine power surging out of you. response:	Well, that, uh...
context: I didn't want you to worry.\But you said...\You said we were friends!\And you didn't tell me anything.\I was the only one who didn't know.\That sucks.\You didn't tell me about the divine power surging out of you.\Well, that, uh... response:	I didn't want you to worry.
context: But you said...\You said we were friends!\And you didn't tell me anything.\I was the only one who didn't know.\That sucks.\You didn't tell me about the divine power surging out of you.\Well, that, uh...\I didn't want you to worry. response:	I guess we're even.
context: You said we were friends!\And you didn't tell me anything.\I was the only one who didn't know.\That sucks.\You didn't tell me about the divine power surging out of you.\Well, that, uh...\I didn't want you to worry.\I guess we're even. response:	Uh, Lady Uka?
context: And you didn't tell me anything.\I was the only one who didn't know.\That sucks.\You didn't tell me about the divine power surging out of you.\Well, that, uh...\I didn't want you to worry.\I guess we're even.\Uh, Lady Uka? response:	I've grown closer to Tanbabashi,
context: I was the only one who didn't know.\That sucks.\You didn't tell me about the divine power surging out of you.\Well, that, uh...\I didn't want you to worry.\I guess we're even.\Uh, Lady Uka?\I've grown closer to Tanbabashi, response:	and now I can tell my friends what's on my mind.
context: That sucks.\You didn't tell me about the divine power surging out of you.\Well, that, uh...\I didn't want you to worry.\I guess we're even.\Uh, Lady Uka?\I've grown closer to Tanbabashi,\and now I can tell my friends what's on my mind. response:	And it's all thanks to you and your divine power.
context: You didn't tell me about the divine power surging out of you.\Well, that, uh...\I didn't want you to worry.\I guess we're even.\Uh, Lady Uka?\I've grown closer to Tanbabashi,\and now I can tell my friends what's on my mind.\And it's all thanks to you and your divine power. response:	That's not so, Inari.
context: Well, that, uh...\I didn't want you to worry.\I guess we're even.\Uh, Lady Uka?\I've grown closer to Tanbabashi,\and now I can tell my friends what's on my mind.\And it's all thanks to you and your divine power.\That's not so, Inari. response:	Divine power cannot move a person's heart.
context: I didn't want you to worry.\I guess we're even.\Uh, Lady Uka?\I've grown closer to Tanbabashi,\and now I can tell my friends what's on my mind.\And it's all thanks to you and your divine power.\That's not so, Inari.\Divine power cannot move a person's heart. response:	That was all your doing, Inari.
context: I guess we're even.\Uh, Lady Uka?\I've grown closer to Tanbabashi,\and now I can tell my friends what's on my mind.\And it's all thanks to you and your divine power.\That's not so, Inari.\Divine power cannot move a person's heart.\That was all your doing, Inari. response:	I'll give you back your divine power, Lady Uka.
context: Uh, Lady Uka?\I've grown closer to Tanbabashi,\and now I can tell my friends what's on my mind.\And it's all thanks to you and your divine power.\That's not so, Inari.\Divine power cannot move a person's heart.\That was all your doing, Inari.\I'll give you back your divine power, Lady Uka. response:	Inari, konkon!
context: I've grown closer to Tanbabashi,\and now I can tell my friends what's on my mind.\And it's all thanks to you and your divine power.\That's not so, Inari.\Divine power cannot move a person's heart.\That was all your doing, Inari.\I'll give you back your divine power, Lady Uka.\Inari, konkon! response:	Divine power, return to Lady Uka!
context: and now I can tell my friends what's on my mind.\And it's all thanks to you and your divine power.\That's not so, Inari.\Divine power cannot move a person's heart.\That was all your doing, Inari.\I'll give you back your divine power, Lady Uka.\Inari, konkon!\Divine power, return to Lady Uka! response:	My power was nothing but trouble for you, Inari.
context: And it's all thanks to you and your divine power.\That's not so, Inari.\Divine power cannot move a person's heart.\That was all your doing, Inari.\I'll give you back your divine power, Lady Uka.\Inari, konkon!\Divine power, return to Lady Uka!\My power was nothing but trouble for you, Inari. response:	Actually, it was so wonderful I wanted to tell the whole world about it!
context: That's not so, Inari.\Divine power cannot move a person's heart.\That was all your doing, Inari.\I'll give you back your divine power, Lady Uka.\Inari, konkon!\Divine power, return to Lady Uka!\My power was nothing but trouble for you, Inari.\Actually, it was so wonderful I wanted to tell the whole world about it! response:	I'll still be watching over you, just like always.
context: Divine power cannot move a person's heart.\That was all your doing, Inari.\I'll give you back your divine power, Lady Uka.\Inari, konkon!\Divine power, return to Lady Uka!\My power was nothing but trouble for you, Inari.\Actually, it was so wonderful I wanted to tell the whole world about it!\I'll still be watching over you, just like always. response:	Thank you, Inari.
context: That was all your doing, Inari.\I'll give you back your divine power, Lady Uka.\Inari, konkon!\Divine power, return to Lady Uka!\My power was nothing but trouble for you, Inari.\Actually, it was so wonderful I wanted to tell the whole world about it!\I'll still be watching over you, just like always.\Thank you, Inari. response:	Thank you, Lady Uka!
context: I'll give you back your divine power, Lady Uka.\Inari, konkon!\Divine power, return to Lady Uka!\My power was nothing but trouble for you, Inari.\Actually, it was so wonderful I wanted to tell the whole world about it!\I'll still be watching over you, just like always.\Thank you, Inari.\Thank you, Lady Uka! response:	harari harari to maichiru hana wo
context: Inari, konkon!\Divine power, return to Lady Uka!\My power was nothing but trouble for you, Inari.\Actually, it was so wonderful I wanted to tell the whole world about it!\I'll still be watching over you, just like always.\Thank you, Inari.\Thank you, Lady Uka!\harari harari to maichiru hana wo response:	Flower petals drift to the ground
context: Divine power, return to Lady Uka!\My power was nothing but trouble for you, Inari.\Actually, it was so wonderful I wanted to tell the whole world about it!\I'll still be watching over you, just like always.\Thank you, Inari.\Thank you, Lady Uka!\harari harari to maichiru hana wo\Flower petals drift to the ground response:	miru to doushite nano
context: My power was nothing but trouble for you, Inari.\Actually, it was so wonderful I wanted to tell the whole world about it!\I'll still be watching over you, just like always.\Thank you, Inari.\Thank you, Lady Uka!\harari harari to maichiru hana wo\Flower petals drift to the ground\miru to doushite nano response:	Why is it
context: Actually, it was so wonderful I wanted to tell the whole world about it!\I'll still be watching over you, just like always.\Thank you, Inari.\Thank you, Lady Uka!\harari harari to maichiru hana wo\Flower petals drift to the ground\miru to doushite nano\Why is it response:	namida ga koboreochiteyuku
context: I'll still be watching over you, just like always.\Thank you, Inari.\Thank you, Lady Uka!\harari harari to maichiru hana wo\Flower petals drift to the ground\miru to doushite nano\Why is it\namida ga koboreochiteyuku response:	that I cry when I watch them?
context: Thank you, Inari.\Thank you, Lady Uka!\harari harari to maichiru hana wo\Flower petals drift to the ground\miru to doushite nano\Why is it\namida ga koboreochiteyuku\that I cry when I watch them? response:	fuwari fuwari to hohoemikakeru
context: Thank you, Lady Uka!\harari harari to maichiru hana wo\Flower petals drift to the ground\miru to doushite nano\Why is it\namida ga koboreochiteyuku\that I cry when I watch them?\fuwari fuwari to hohoemikakeru response:	You cast me a gentle smile
context: harari harari to maichiru hana wo\Flower petals drift to the ground\miru to doushite nano\Why is it\namida ga koboreochiteyuku\that I cry when I watch them?\fuwari fuwari to hohoemikakeru\You cast me a gentle smile response:	kimi wa doushite nano
context: Flower petals drift to the ground\miru to doushite nano\Why is it\namida ga koboreochiteyuku\that I cry when I watch them?\fuwari fuwari to hohoemikakeru\You cast me a gentle smile\kimi wa doushite nano response:	Why is it
context: miru to doushite nano\Why is it\namida ga koboreochiteyuku\that I cry when I watch them?\fuwari fuwari to hohoemikakeru\You cast me a gentle smile\kimi wa doushite nano\Why is it response:	watashi no hoho wo someteyuku
context: Why is it\namida ga koboreochiteyuku\that I cry when I watch them?\fuwari fuwari to hohoemikakeru\You cast me a gentle smile\kimi wa doushite nano\Why is it\watashi no hoho wo someteyuku response:	that I blush now?
context: namida ga koboreochiteyuku\that I cry when I watch them?\fuwari fuwari to hohoemikakeru\You cast me a gentle smile\kimi wa doushite nano\Why is it\watashi no hoho wo someteyuku\that I blush now? response:	sono te wo tsunaide aruita kaerimichi wa
context: that I cry when I watch them?\fuwari fuwari to hohoemikakeru\You cast me a gentle smile\kimi wa doushite nano\Why is it\watashi no hoho wo someteyuku\that I blush now?\sono te wo tsunaide aruita kaerimichi wa response:	We walked home, hand in hand,
context: fuwari fuwari to hohoemikakeru\You cast me a gentle smile\kimi wa doushite nano\Why is it\watashi no hoho wo someteyuku\that I blush now?\sono te wo tsunaide aruita kaerimichi wa\We walked home, hand in hand, response:	okubyou datta kokoro no doa hiraitekureta
context: You cast me a gentle smile\kimi wa doushite nano\Why is it\watashi no hoho wo someteyuku\that I blush now?\sono te wo tsunaide aruita kaerimichi wa\We walked home, hand in hand,\okubyou datta kokoro no doa hiraitekureta response:	and you opened the door to my timid heart
context: kimi wa doushite nano\Why is it\watashi no hoho wo someteyuku\that I blush now?\sono te wo tsunaide aruita kaerimichi wa\We walked home, hand in hand,\okubyou datta kokoro no doa hiraitekureta\and you opened the door to my timid heart response:	aa watashi kimi ni deaete yokatta
context: Why is it\watashi no hoho wo someteyuku\that I blush now?\sono te wo tsunaide aruita kaerimichi wa\We walked home, hand in hand,\okubyou datta kokoro no doa hiraitekureta\and you opened the door to my timid heart\aa watashi kimi ni deaete yokatta response:	I'm so glad I met you
context: watashi no hoho wo someteyuku\that I blush now?\sono te wo tsunaide aruita kaerimichi wa\We walked home, hand in hand,\okubyou datta kokoro no doa hiraitekureta\and you opened the door to my timid heart\aa watashi kimi ni deaete yokatta\I'm so glad I met you response:	datte konna ni mo konna ni mo
context: that I blush now?\sono te wo tsunaide aruita kaerimichi wa\We walked home, hand in hand,\okubyou datta kokoro no doa hiraitekureta\and you opened the door to my timid heart\aa watashi kimi ni deaete yokatta\I'm so glad I met you\datte konna ni mo konna ni mo response:	Just look at how much
context: sono te wo tsunaide aruita kaerimichi wa\We walked home, hand in hand,\okubyou datta kokoro no doa hiraitekureta\and you opened the door to my timid heart\aa watashi kimi ni deaete yokatta\I'm so glad I met you\datte konna ni mo konna ni mo\Just look at how much response:	sunao ni waraeru no
context: We walked home, hand in hand,\okubyou datta kokoro no doa hiraitekureta\and you opened the door to my timid heart\aa watashi kimi ni deaete yokatta\I'm so glad I met you\datte konna ni mo konna ni mo\Just look at how much\sunao ni waraeru no response:	I can laugh now
context: okubyou datta kokoro no doa hiraitekureta\and you opened the door to my timid heart\aa watashi kimi ni deaete yokatta\I'm so glad I met you\datte konna ni mo konna ni mo\Just look at how much\sunao ni waraeru no\I can laugh now response:	mabushii kurai aa kyou mo watashi wa genki de imasu
context: and you opened the door to my timid heart\aa watashi kimi ni deaete yokatta\I'm so glad I met you\datte konna ni mo konna ni mo\Just look at how much\sunao ni waraeru no\I can laugh now\mabushii kurai aa kyou mo watashi wa genki de imasu response:	I feel wonderful, and the days are brighter than ever
context: aa watashi kimi ni deaete yokatta\I'm so glad I met you\datte konna ni mo konna ni mo\Just look at how much\sunao ni waraeru no\I can laugh now\mabushii kurai aa kyou mo watashi wa genki de imasu\I feel wonderful, and the days are brighter than ever response:	datte daisuki na daisuki na kimi ga soba ni iru kara
context: I'm so glad I met you\datte konna ni mo konna ni mo\Just look at how much\sunao ni waraeru no\I can laugh now\mabushii kurai aa kyou mo watashi wa genki de imasu\I feel wonderful, and the days are brighter than ever\datte daisuki na daisuki na kimi ga soba ni iru kara response:	I'm sure that's because my love is with me
context: datte konna ni mo konna ni mo\Just look at how much\sunao ni waraeru no\I can laugh now\mabushii kurai aa kyou mo watashi wa genki de imasu\I feel wonderful, and the days are brighter than ever\datte daisuki na daisuki na kimi ga soba ni iru kara\I'm sure that's because my love is with me response:	Inari!
context: Just look at how much\sunao ni waraeru no\I can laugh now\mabushii kurai aa kyou mo watashi wa genki de imasu\I feel wonderful, and the days are brighter than ever\datte daisuki na daisuki na kimi ga soba ni iru kara\I'm sure that's because my love is with me\Inari! response:	datte daisuki na daisuki na kimi ga soba ni iru kara
context: sunao ni waraeru no\I can laugh now\mabushii kurai aa kyou mo watashi wa genki de imasu\I feel wonderful, and the days are brighter than ever\datte daisuki na daisuki na kimi ga soba ni iru kara\I'm sure that's because my love is with me\Inari!\datte daisuki na daisuki na kimi ga soba ni iru kara response:	I'm sure that's because my love is with me
context: I can laugh now\mabushii kurai aa kyou mo watashi wa genki de imasu\I feel wonderful, and the days are brighter than ever\datte daisuki na daisuki na kimi ga soba ni iru kara\I'm sure that's because my love is with me\Inari!\datte daisuki na daisuki na kimi ga soba ni iru kara\I'm sure that's because my love is with me response:	Keiko... Maru... Sumizome...
context: mabushii kurai aa kyou mo watashi wa genki de imasu\I feel wonderful, and the days are brighter than ever\datte daisuki na daisuki na kimi ga soba ni iru kara\I'm sure that's because my love is with me\Inari!\datte daisuki na daisuki na kimi ga soba ni iru kara\I'm sure that's because my love is with me\Keiko... Maru... Sumizome... response:	Were you
context: I feel wonderful, and the days are brighter than ever\datte daisuki na daisuki na kimi ga soba ni iru kara\I'm sure that's because my love is with me\Inari!\datte daisuki na daisuki na kimi ga soba ni iru kara\I'm sure that's because my love is with me\Keiko... Maru... Sumizome...\Were you response:	Where'd you run off to?
context: datte daisuki na daisuki na kimi ga soba ni iru kara\I'm sure that's because my love is with me\Inari!\datte daisuki na daisuki na kimi ga soba ni iru kara\I'm sure that's because my love is with me\Keiko... Maru... Sumizome...\Were you\Where'd you run off to? response:	What kind of trouble was your friend in?
context: I'm sure that's because my love is with me\Inari!\datte daisuki na daisuki na kimi ga soba ni iru kara\I'm sure that's because my love is with me\Keiko... Maru... Sumizome...\Were you\Where'd you run off to?\What kind of trouble was your friend in? response:	Is she okay?
context: Inari!\datte daisuki na daisuki na kimi ga soba ni iru kara\I'm sure that's because my love is with me\Keiko... Maru... Sumizome...\Were you\Where'd you run off to?\What kind of trouble was your friend in?\Is she okay? response:	You're all scraped up! Hang on.
context: datte daisuki na daisuki na kimi ga soba ni iru kara\I'm sure that's because my love is with me\Keiko... Maru... Sumizome...\Were you\Where'd you run off to?\What kind of trouble was your friend in?\Is she okay?\You're all scraped up! Hang on. response:	For cryin' out loud, Inari!
context: I'm sure that's because my love is with me\Keiko... Maru... Sumizome...\Were you\Where'd you run off to?\What kind of trouble was your friend in?\Is she okay?\You're all scraped up! Hang on.\For cryin' out loud, Inari! response:	You're way out of it!
context: Keiko... Maru... Sumizome...\Were you\Where'd you run off to?\What kind of trouble was your friend in?\Is she okay?\You're all scraped up! Hang on.\For cryin' out loud, Inari!\You're way out of it! response:	Did you hit your head or something?
context: Were you\Where'd you run off to?\What kind of trouble was your friend in?\Is she okay?\You're all scraped up! Hang on.\For cryin' out loud, Inari!\You're way out of it!\Did you hit your head or something? response:	Let's get those disinfected. Give me your hand.
context: Where'd you run off to?\What kind of trouble was your friend in?\Is she okay?\You're all scraped up! Hang on.\For cryin' out loud, Inari!\You're way out of it!\Did you hit your head or something?\Let's get those disinfected. Give me your hand. response:	Fushimi!
context: What kind of trouble was your friend in?\Is she okay?\You're all scraped up! Hang on.\For cryin' out loud, Inari!\You're way out of it!\Did you hit your head or something?\Let's get those disinfected. Give me your hand.\Fushimi! response:	Um... What happened?
context: Is she okay?\You're all scraped up! Hang on.\For cryin' out loud, Inari!\You're way out of it!\Did you hit your head or something?\Let's get those disinfected. Give me your hand.\Fushimi!\Um... What happened? response:	Are you all right?
context: You're all scraped up! Hang on.\For cryin' out loud, Inari!\You're way out of it!\Did you hit your head or something?\Let's get those disinfected. Give me your hand.\Fushimi!\Um... What happened?\Are you all right? response:	He's been worried sick about you.
context: For cryin' out loud, Inari!\You're way out of it!\Did you hit your head or something?\Let's get those disinfected. Give me your hand.\Fushimi!\Um... What happened?\Are you all right?\He's been worried sick about you. response:	Foolin' the teachers was easier than dealin' with him.
context: You're way out of it!\Did you hit your head or something?\Let's get those disinfected. Give me your hand.\Fushimi!\Um... What happened?\Are you all right?\He's been worried sick about you.\Foolin' the teachers was easier than dealin' with him. response:	Huh?
context: Did you hit your head or something?\Let's get those disinfected. Give me your hand.\Fushimi!\Um... What happened?\Are you all right?\He's been worried sick about you.\Foolin' the teachers was easier than dealin' with him.\Huh? response:	Inari?
context: Let's get those disinfected. Give me your hand.\Fushimi!\Um... What happened?\Are you all right?\He's been worried sick about you.\Foolin' the teachers was easier than dealin' with him.\Huh?\Inari? response:	Fushimi?
context: Fushimi!\Um... What happened?\Are you all right?\He's been worried sick about you.\Foolin' the teachers was easier than dealin' with him.\Huh?\Inari?\Fushimi? response:	Fushimi?
context: Um... What happened?\Are you all right?\He's been worried sick about you.\Foolin' the teachers was easier than dealin' with him.\Huh?\Inari?\Fushimi?\Fushimi? response:	I'm okay.
context: Are you all right?\He's been worried sick about you.\Foolin' the teachers was easier than dealin' with him.\Huh?\Inari?\Fushimi?\Fushimi?\I'm okay. response:	I'm...
context: He's been worried sick about you.\Foolin' the teachers was easier than dealin' with him.\Huh?\Inari?\Fushimi?\Fushimi?\I'm okay.\I'm... response:	I'm okay.
context: Foolin' the teachers was easier than dealin' with him.\Huh?\Inari?\Fushimi?\Fushimi?\I'm okay.\I'm...\I'm okay. response:	Lady Uka!
context: Huh?\Inari?\Fushimi?\Fushimi?\I'm okay.\I'm...\I'm okay.\Lady Uka! response:	Lady Uka?
context: Inari?\Fushimi?\Fushimi?\I'm okay.\I'm...\I'm okay.\Lady Uka!\Lady Uka? response:	Thank youall of you.
context: Fushimi?\Fushimi?\I'm okay.\I'm...\I'm okay.\Lady Uka!\Lady Uka?\Thank youall of you. response:	Uka!
context: Fushimi?\I'm okay.\I'm...\I'm okay.\Lady Uka!\Lady Uka?\Thank youall of you.\Uka! response:	Oh, thank goodness! You're okay!
context: I'm okay.\I'm...\I'm okay.\Lady Uka!\Lady Uka?\Thank youall of you.\Uka!\Oh, thank goodness! You're okay! response:	Yes, thank you.
context: I'm...\I'm okay.\Lady Uka!\Lady Uka?\Thank youall of you.\Uka!\Oh, thank goodness! You're okay!\Yes, thank you. response:	Take it down a notch, would you?
context: I'm okay.\Lady Uka!\Lady Uka?\Thank youall of you.\Uka!\Oh, thank goodness! You're okay!\Yes, thank you.\Take it down a notch, would you? response:	Uka!
context: Lady Uka!\Lady Uka?\Thank youall of you.\Uka!\Oh, thank goodness! You're okay!\Yes, thank you.\Take it down a notch, would you?\Uka! response:	That's it! I'm through!
context: Lady Uka?\Thank youall of you.\Uka!\Oh, thank goodness! You're okay!\Yes, thank you.\Take it down a notch, would you?\Uka!\That's it! I'm through! response:	Thank goodness!
context: Thank youall of you.\Uka!\Oh, thank goodness! You're okay!\Yes, thank you.\Take it down a notch, would you?\Uka!\That's it! I'm through!\Thank goodness! response:	So Miss Inari made it in time!
context: Uka!\Oh, thank goodness! You're okay!\Yes, thank you.\Take it down a notch, would you?\Uka!\That's it! I'm through!\Thank goodness!\So Miss Inari made it in time! response:	Indeed. Thank you, Miya.
context: Oh, thank goodness! You're okay!\Yes, thank you.\Take it down a notch, would you?\Uka!\That's it! I'm through!\Thank goodness!\So Miss Inari made it in time!\Indeed. Thank you, Miya. response:	Well? Do you get it now?
