context: Today was another exhausting day. response:	I just want to hurry home so I can relax.
context: I'm so moved!\It appears\that my manuscript was compatible with you two after all.\I thought you would read it.\And only those who are the first to read my manuscript, and are compatible...\H-Hazamada...\K-Koichi...\A-Ability?! response:	My hand!
context: It appears\that my manuscript was compatible with you two after all.\I thought you would read it.\And only those who are the first to read my manuscript, and are compatible...\H-Hazamada...\K-Koichi...\A-Ability?!\My hand! response:	K-Koichi! What's going on?!
context: that my manuscript was compatible with you two after all.\I thought you would read it.\And only those who are the first to read my manuscript, and are compatible...\H-Hazamada...\K-Koichi...\A-Ability?!\My hand!\K-Koichi! What's going on?! response:	Morioh Landmark 5 Manga Artist Rohan Kishibe's House Get off at the Morioh Kotodai 2-chome bus stop and walk 1 minute. Area: A mansion situated on 103 tsubo of land. 7LDK plus an attic. If you actually go, he'll pretend to be out.
context: I thought you would read it.\And only those who are the first to read my manuscript, and are compatible...\H-Hazamada...\K-Koichi...\A-Ability?!\My hand!\K-Koichi! What's going on?!\Morioh Landmark 5 Manga Artist Rohan Kishibe's House Get off at the Morioh Kotodai 2-chome bus stop and walk 1 minute. Area: A mansion situated on 103 tsubo of land. 7LDK plus an attic. If you actually go, he'll pretend to be out. response:	There are a lot of things recorded in the human body.
context: And only those who are the first to read my manuscript, and are compatible...\H-Hazamada...\K-Koichi...\A-Ability?!\My hand!\K-Koichi! What's going on?!\Morioh Landmark 5 Manga Artist Rohan Kishibe's House Get off at the Morioh Kotodai 2-chome bus stop and walk 1 minute. Area: A mansion situated on 103 tsubo of land. 7LDK plus an attic. If you actually go, he'll pretend to be out.\There are a lot of things recorded in the human body. response:	Everything from the moment you were born.
context: H-Hazamada...\K-Koichi...\A-Ability?!\My hand!\K-Koichi! What's going on?!\Morioh Landmark 5 Manga Artist Rohan Kishibe's House Get off at the Morioh Kotodai 2-chome bus stop and walk 1 minute. Area: A mansion situated on 103 tsubo of land. 7LDK plus an attic. If you actually go, he'll pretend to be out.\There are a lot of things recorded in the human body.\Everything from the moment you were born. response:	In order to read that, I will turn you both into books.
context: K-Koichi...\A-Ability?!\My hand!\K-Koichi! What's going on?!\Morioh Landmark 5 Manga Artist Rohan Kishibe's House Get off at the Morioh Kotodai 2-chome bus stop and walk 1 minute. Area: A mansion situated on 103 tsubo of land. 7LDK plus an attic. If you actually go, he'll pretend to be out.\There are a lot of things recorded in the human body.\Everything from the moment you were born.\In order to read that, I will turn you both into books. response:	Books that have your lives written in them.
context: A-Ability?!\My hand!\K-Koichi! What's going on?!\Morioh Landmark 5 Manga Artist Rohan Kishibe's House Get off at the Morioh Kotodai 2-chome bus stop and walk 1 minute. Area: A mansion situated on 103 tsubo of land. 7LDK plus an attic. If you actually go, he'll pretend to be out.\There are a lot of things recorded in the human body.\Everything from the moment you were born.\In order to read that, I will turn you both into books.\Books that have your lives written in them. response:	Help!
context: My hand!\K-Koichi! What's going on?!\Morioh Landmark 5 Manga Artist Rohan Kishibe's House Get off at the Morioh Kotodai 2-chome bus stop and walk 1 minute. Area: A mansion situated on 103 tsubo of land. 7LDK plus an attic. If you actually go, he'll pretend to be out.\There are a lot of things recorded in the human body.\Everything from the moment you were born.\In order to read that, I will turn you both into books.\Books that have your lives written in them.\Help! response:	You read the manga too, didn't you?
context: K-Koichi! What's going on?!\Morioh Landmark 5 Manga Artist Rohan Kishibe's House Get off at the Morioh Kotodai 2-chome bus stop and walk 1 minute. Area: A mansion situated on 103 tsubo of land. 7LDK plus an attic. If you actually go, he'll pretend to be out.\There are a lot of things recorded in the human body.\Everything from the moment you were born.\In order to read that, I will turn you both into books.\Books that have your lives written in them.\Help!\You read the manga too, didn't you? response:	It's happening to me, too!
context: Morioh Landmark 5 Manga Artist Rohan Kishibe's House Get off at the Morioh Kotodai 2-chome bus stop and walk 1 minute. Area: A mansion situated on 103 tsubo of land. 7LDK plus an attic. If you actually go, he'll pretend to be out.\There are a lot of things recorded in the human body.\Everything from the moment you were born.\In order to read that, I will turn you both into books.\Books that have your lives written in them.\Help!\You read the manga too, didn't you?\It's happening to me, too! response:	Hazamada!
context: There are a lot of things recorded in the human body.\Everything from the moment you were born.\In order to read that, I will turn you both into books.\Books that have your lives written in them.\Help!\You read the manga too, didn't you?\It's happening to me, too!\Hazamada! response:	This will cause you no actual harm, so don't worry.
context: Everything from the moment you were born.\In order to read that, I will turn you both into books.\Books that have your lives written in them.\Help!\You read the manga too, didn't you?\It's happening to me, too!\Hazamada!\This will cause you no actual harm, so don't worry. response:	Wh-What are you trying to do?!
context: In order to read that, I will turn you both into books.\Books that have your lives written in them.\Help!\You read the manga too, didn't you?\It's happening to me, too!\Hazamada!\This will cause you no actual harm, so don't worry.\Wh-What are you trying to do?! response:	I told you earlier that for manga, the author's sense of reality is important, right?
context: Books that have your lives written in them.\Help!\You read the manga too, didn't you?\It's happening to me, too!\Hazamada!\This will cause you no actual harm, so don't worry.\Wh-What are you trying to do?!\I told you earlier that for manga, the author's sense of reality is important, right? response:	Which means reading about your lives and
context: Help!\You read the manga too, didn't you?\It's happening to me, too!\Hazamada!\This will cause you no actual harm, so don't worry.\Wh-What are you trying to do?!\I told you earlier that for manga, the author's sense of reality is important, right?\Which means reading about your lives and response:	experiences will offer me realistic ideas.
context: You read the manga too, didn't you?\It's happening to me, too!\Hazamada!\This will cause you no actual harm, so don't worry.\Wh-What are you trying to do?!\I told you earlier that for manga, the author's sense of reality is important, right?\Which means reading about your lives and\experiences will offer me realistic ideas. response:	You can't get this from interviews!
context: It's happening to me, too!\Hazamada!\This will cause you no actual harm, so don't worry.\Wh-What are you trying to do?!\I told you earlier that for manga, the author's sense of reality is important, right?\Which means reading about your lives and\experiences will offer me realistic ideas.\You can't get this from interviews! response:	You're going to tell me 100 realistically, as if I had experienced it myself.
context: Hazamada!\This will cause you no actual harm, so don't worry.\Wh-What are you trying to do?!\I told you earlier that for manga, the author's sense of reality is important, right?\Which means reading about your lives and\experiences will offer me realistic ideas.\You can't get this from interviews!\You're going to tell me 100 realistically, as if I had experienced it myself. response:	Koichi Hirose. Born March 28th, 1984, at 6:27 AM at Red Cross Hospital in S City.
context: This will cause you no actual harm, so don't worry.\Wh-What are you trying to do?!\I told you earlier that for manga, the author's sense of reality is important, right?\Which means reading about your lives and\experiences will offer me realistic ideas.\You can't get this from interviews!\You're going to tell me 100 realistically, as if I had experienced it myself.\Koichi Hirose. Born March 28th, 1984, at 6:27 AM at Red Cross Hospital in S City. response:	You were born premature at 2325 grams, and spent a week in an incubator.
context: Wh-What are you trying to do?!\I told you earlier that for manga, the author's sense of reality is important, right?\Which means reading about your lives and\experiences will offer me realistic ideas.\You can't get this from interviews!\You're going to tell me 100 realistically, as if I had experienced it myself.\Koichi Hirose. Born March 28th, 1984, at 6:27 AM at Red Cross Hospital in S City.\You were born premature at 2325 grams, and spent a week in an incubator. response:	You're from a family of four, and your older sister's name is Ayana...
context: I told you earlier that for manga, the author's sense of reality is important, right?\Which means reading about your lives and\experiences will offer me realistic ideas.\You can't get this from interviews!\You're going to tell me 100 realistically, as if I had experienced it myself.\Koichi Hirose. Born March 28th, 1984, at 6:27 AM at Red Cross Hospital in S City.\You were born premature at 2325 grams, and spent a week in an incubator.\You're from a family of four, and your older sister's name is Ayana... response:	I see...
context: Which means reading about your lives and\experiences will offer me realistic ideas.\You can't get this from interviews!\You're going to tell me 100 realistically, as if I had experienced it myself.\Koichi Hirose. Born March 28th, 1984, at 6:27 AM at Red Cross Hospital in S City.\You were born premature at 2325 grams, and spent a week in an incubator.\You're from a family of four, and your older sister's name is Ayana...\I see... response:	It appears that your grade school and middle school days were pretty ordinary,
context: experiences will offer me realistic ideas.\You can't get this from interviews!\You're going to tell me 100 realistically, as if I had experienced it myself.\Koichi Hirose. Born March 28th, 1984, at 6:27 AM at Red Cross Hospital in S City.\You were born premature at 2325 grams, and spent a week in an incubator.\You're from a family of four, and your older sister's name is Ayana...\I see...\It appears that your grade school and middle school days were pretty ordinary, response:	and your personality is very honest.
context: You can't get this from interviews!\You're going to tell me 100 realistically, as if I had experienced it myself.\Koichi Hirose. Born March 28th, 1984, at 6:27 AM at Red Cross Hospital in S City.\You were born premature at 2325 grams, and spent a week in an incubator.\You're from a family of four, and your older sister's name is Ayana...\I see...\It appears that your grade school and middle school days were pretty ordinary,\and your personality is very honest. response:	That's very commendable.
context: You're going to tell me 100 realistically, as if I had experienced it myself.\Koichi Hirose. Born March 28th, 1984, at 6:27 AM at Red Cross Hospital in S City.\You were born premature at 2325 grams, and spent a week in an incubator.\You're from a family of four, and your older sister's name is Ayana...\I see...\It appears that your grade school and middle school days were pretty ordinary,\and your personality is very honest.\That's very commendable. response:	You...
context: Koichi Hirose. Born March 28th, 1984, at 6:27 AM at Red Cross Hospital in S City.\You were born premature at 2325 grams, and spent a week in an incubator.\You're from a family of four, and your older sister's name is Ayana...\I see...\It appears that your grade school and middle school days were pretty ordinary,\and your personality is very honest.\That's very commendable.\You... response:	What is this ability that you have?! Reverb?
context: You were born premature at 2325 grams, and spent a week in an incubator.\You're from a family of four, and your older sister's name is Ayana...\I see...\It appears that your grade school and middle school days were pretty ordinary,\and your personality is very honest.\That's very commendable.\You...\What is this ability that you have?! Reverb? response:	Someone other than me has an ability like this?!
context: You're from a family of four, and your older sister's name is Ayana...\I see...\It appears that your grade school and middle school days were pretty ordinary,\and your personality is very honest.\That's very commendable.\You...\What is this ability that you have?! Reverb?\Someone other than me has an ability like this?! response:	You, too?
context: I see...\It appears that your grade school and middle school days were pretty ordinary,\and your personality is very honest.\That's very commendable.\You...\What is this ability that you have?! Reverb?\Someone other than me has an ability like this?!\You, too? response:	Stand users! This is...
context: It appears that your grade school and middle school days were pretty ordinary,\and your personality is very honest.\That's very commendable.\You...\What is this ability that you have?! Reverb?\Someone other than me has an ability like this?!\You, too?\Stand users! This is... response:	Everything from April of 1999 on is amazing!
context: and your personality is very honest.\That's very commendable.\You...\What is this ability that you have?! Reverb?\Someone other than me has an ability like this?!\You, too?\Stand users! This is...\Everything from April of 1999 on is amazing! response:	You've only had amazing experiences ever since!
context: That's very commendable.\You...\What is this ability that you have?! Reverb?\Someone other than me has an ability like this?!\You, too?\Stand users! This is...\Everything from April of 1999 on is amazing!\You've only had amazing experiences ever since! response:	Josuke Higashikata, Jotaro Kujo,
context: You...\What is this ability that you have?! Reverb?\Someone other than me has an ability like this?!\You, too?\Stand users! This is...\Everything from April of 1999 on is amazing!\You've only had amazing experiences ever since!\Josuke Higashikata, Jotaro Kujo, response:	Yukako Yamagishi, Okuyasu Nijimura, Tamami Kobayashi...
context: What is this ability that you have?! Reverb?\Someone other than me has an ability like this?!\You, too?\Stand users! This is...\Everything from April of 1999 on is amazing!\You've only had amazing experiences ever since!\Josuke Higashikata, Jotaro Kujo,\Yukako Yamagishi, Okuyasu Nijimura, Tamami Kobayashi... response:	I can't believe it...
context: Someone other than me has an ability like this?!\You, too?\Stand users! This is...\Everything from April of 1999 on is amazing!\You've only had amazing experiences ever since!\Josuke Higashikata, Jotaro Kujo,\Yukako Yamagishi, Okuyasu Nijimura, Tamami Kobayashi...\I can't believe it... response:	This is amazing! It's so entertaining!
context: You, too?\Stand users! This is...\Everything from April of 1999 on is amazing!\You've only had amazing experiences ever since!\Josuke Higashikata, Jotaro Kujo,\Yukako Yamagishi, Okuyasu Nijimura, Tamami Kobayashi...\I can't believe it...\This is amazing! It's so entertaining! response:	I just discovered the best material a manga artist could hope for, Koichi Hirose!
context: Stand users! This is...\Everything from April of 1999 on is amazing!\You've only had amazing experiences ever since!\Josuke Higashikata, Jotaro Kujo,\Yukako Yamagishi, Okuyasu Nijimura, Tamami Kobayashi...\I can't believe it...\This is amazing! It's so entertaining!\I just discovered the best material a manga artist could hope for, Koichi Hirose! response:	Shining Diamond,
context: Everything from April of 1999 on is amazing!\You've only had amazing experiences ever since!\Josuke Higashikata, Jotaro Kujo,\Yukako Yamagishi, Okuyasu Nijimura, Tamami Kobayashi...\I can't believe it...\This is amazing! It's so entertaining!\I just discovered the best material a manga artist could hope for, Koichi Hirose!\Shining Diamond, response:	Star Platinum,
context: You've only had amazing experiences ever since!\Josuke Higashikata, Jotaro Kujo,\Yukako Yamagishi, Okuyasu Nijimura, Tamami Kobayashi...\I can't believe it...\This is amazing! It's so entertaining!\I just discovered the best material a manga artist could hope for, Koichi Hirose!\Shining Diamond,\Star Platinum, response:	The Hand, Love Deluxe, et cetera, et cetera!
context: Josuke Higashikata, Jotaro Kujo,\Yukako Yamagishi, Okuyasu Nijimura, Tamami Kobayashi...\I can't believe it...\This is amazing! It's so entertaining!\I just discovered the best material a manga artist could hope for, Koichi Hirose!\Shining Diamond,\Star Platinum,\The Hand, Love Deluxe, et cetera, et cetera! response:	Wh-What do you plan on doing with us?!
context: Yukako Yamagishi, Okuyasu Nijimura, Tamami Kobayashi...\I can't believe it...\This is amazing! It's so entertaining!\I just discovered the best material a manga artist could hope for, Koichi Hirose!\Shining Diamond,\Star Platinum,\The Hand, Love Deluxe, et cetera, et cetera!\Wh-What do you plan on doing with us?! response:	I'm going to take your memories
context: I can't believe it...\This is amazing! It's so entertaining!\I just discovered the best material a manga artist could hope for, Koichi Hirose!\Shining Diamond,\Star Platinum,\The Hand, Love Deluxe, et cetera, et cetera!\Wh-What do you plan on doing with us?!\I'm going to take your memories response:	so I can use them as material for my manga!
context: This is amazing! It's so entertaining!\I just discovered the best material a manga artist could hope for, Koichi Hirose!\Shining Diamond,\Star Platinum,\The Hand, Love Deluxe, et cetera, et cetera!\Wh-What do you plan on doing with us?!\I'm going to take your memories\so I can use them as material for my manga! response:	Reverb!
context: I just discovered the best material a manga artist could hope for, Koichi Hirose!\Shining Diamond,\Star Platinum,\The Hand, Love Deluxe, et cetera, et cetera!\Wh-What do you plan on doing with us?!\I'm going to take your memories\so I can use them as material for my manga!\Reverb! response:	Please stop attacking us with your Stand immediately!
context: Shining Diamond,\Star Platinum,\The Hand, Love Deluxe, et cetera, et cetera!\Wh-What do you plan on doing with us?!\I'm going to take your memories\so I can use them as material for my manga!\Reverb!\Please stop attacking us with your Stand immediately! response:	Otherwise...
context: Star Platinum,\The Hand, Love Deluxe, et cetera, et cetera!\Wh-What do you plan on doing with us?!\I'm going to take your memories\so I can use them as material for my manga!\Reverb!\Please stop attacking us with your Stand immediately!\Otherwise... response:	Are you going to have Reverb Act 2 attack me with sound?
context: The Hand, Love Deluxe, et cetera, et cetera!\Wh-What do you plan on doing with us?!\I'm going to take your memories\so I can use them as material for my manga!\Reverb!\Please stop attacking us with your Stand immediately!\Otherwise...\Are you going to have Reverb Act 2 attack me with sound? response:	Yes! Please release me from your Stand!
context: Wh-What do you plan on doing with us?!\I'm going to take your memories\so I can use them as material for my manga!\Reverb!\Please stop attacking us with your Stand immediately!\Otherwise...\Are you going to have Reverb Act 2 attack me with sound?\Yes! Please release me from your Stand! response:	I won't hold back!
context: I'm going to take your memories\so I can use them as material for my manga!\Reverb!\Please stop attacking us with your Stand immediately!\Otherwise...\Are you going to have Reverb Act 2 attack me with sound?\Yes! Please release me from your Stand!\I won't hold back! response:	I know. It's written on your 11th page.
context: so I can use them as material for my manga!\Reverb!\Please stop attacking us with your Stand immediately!\Otherwise...\Are you going to have Reverb Act 2 attack me with sound?\Yes! Please release me from your Stand!\I won't hold back!\I know. It's written on your 11th page. response:	You're far more timid than most people and taken rather lightly by others,
context: Reverb!\Please stop attacking us with your Stand immediately!\Otherwise...\Are you going to have Reverb Act 2 attack me with sound?\Yes! Please release me from your Stand!\I won't hold back!\I know. It's written on your 11th page.\You're far more timid than most people and taken rather lightly by others, response:	but when it's necessary, you have courage that can overpower your fear.
context: Please stop attacking us with your Stand immediately!\Otherwise...\Are you going to have Reverb Act 2 attack me with sound?\Yes! Please release me from your Stand!\I won't hold back!\I know. It's written on your 11th page.\You're far more timid than most people and taken rather lightly by others,\but when it's necessary, you have courage that can overpower your fear. response:	Truly magnificent!
context: Otherwise...\Are you going to have Reverb Act 2 attack me with sound?\Yes! Please release me from your Stand!\I won't hold back!\I know. It's written on your 11th page.\You're far more timid than most people and taken rather lightly by others,\but when it's necessary, you have courage that can overpower your fear.\Truly magnificent! response:	I'm very impressed with you!
context: Are you going to have Reverb Act 2 attack me with sound?\Yes! Please release me from your Stand!\I won't hold back!\I know. It's written on your 11th page.\You're far more timid than most people and taken rather lightly by others,\but when it's necessary, you have courage that can overpower your fear.\Truly magnificent!\I'm very impressed with you! response:	I'm sure my readers will like your personality, too.
context: Yes! Please release me from your Stand!\I won't hold back!\I know. It's written on your 11th page.\You're far more timid than most people and taken rather lightly by others,\but when it's necessary, you have courage that can overpower your fear.\Truly magnificent!\I'm very impressed with you!\I'm sure my readers will like your personality, too. response:	I'm not bluffing! I'm really going to attack you!
context: I won't hold back!\I know. It's written on your 11th page.\You're far more timid than most people and taken rather lightly by others,\but when it's necessary, you have courage that can overpower your fear.\Truly magnificent!\I'm very impressed with you!\I'm sure my readers will like your personality, too.\I'm not bluffing! I'm really going to attack you! response:	Oh, shut up...
context: I know. It's written on your 11th page.\You're far more timid than most people and taken rather lightly by others,\but when it's necessary, you have courage that can overpower your fear.\Truly magnificent!\I'm very impressed with you!\I'm sure my readers will like your personality, too.\I'm not bluffing! I'm really going to attack you!\Oh, shut up... response:	And just try it!
context: You're far more timid than most people and taken rather lightly by others,\but when it's necessary, you have courage that can overpower your fear.\Truly magnificent!\I'm very impressed with you!\I'm sure my readers will like your personality, too.\I'm not bluffing! I'm really going to attack you!\Oh, shut up...\And just try it! response:	Reverb Act 2!
context: but when it's necessary, you have courage that can overpower your fear.\Truly magnificent!\I'm very impressed with you!\I'm sure my readers will like your personality, too.\I'm not bluffing! I'm really going to attack you!\Oh, shut up...\And just try it!\Reverb Act 2! response:	Crash
context: Truly magnificent!\I'm very impressed with you!\I'm sure my readers will like your personality, too.\I'm not bluffing! I'm really going to attack you!\Oh, shut up...\And just try it!\Reverb Act 2!\Crash response:	Crash
context: I'm very impressed with you!\I'm sure my readers will like your personality, too.\I'm not bluffing! I'm really going to attack you!\Oh, shut up...\And just try it!\Reverb Act 2!\Crash\Crash response:	Huh? I-I missed?!
context: I'm sure my readers will like your personality, too.\I'm not bluffing! I'm really going to attack you!\Oh, shut up...\And just try it!\Reverb Act 2!\Crash\Crash\Huh? I-I missed?! response:	Did you accidentally miss or did you miss on purpose?
context: I'm not bluffing! I'm really going to attack you!\Oh, shut up...\And just try it!\Reverb Act 2!\Crash\Crash\Huh? I-I missed?!\Did you accidentally miss or did you miss on purpose? response:	Your control is way off!
context: Oh, shut up...\And just try it!\Reverb Act 2!\Crash\Crash\Huh? I-I missed?!\Did you accidentally miss or did you miss on purpose?\Your control is way off! response:	Then how about this?!
context: And just try it!\Reverb Act 2!\Crash\Crash\Huh? I-I missed?!\Did you accidentally miss or did you miss on purpose?\Your control is way off!\Then how about this?! response:	Crash
context: Reverb Act 2!\Crash\Crash\Huh? I-I missed?!\Did you accidentally miss or did you miss on purpose?\Your control is way off!\Then how about this?!\Crash response:	Where are you attacking?!
context: Crash\Crash\Huh? I-I missed?!\Did you accidentally miss or did you miss on purpose?\Your control is way off!\Then how about this?!\Crash\Where are you attacking?! response:	Koichi, sadly for you, I have put a safety lock on Reverb.
context: Crash\Huh? I-I missed?!\Did you accidentally miss or did you miss on purpose?\Your control is way off!\Then how about this?!\Crash\Where are you attacking?!\Koichi, sadly for you, I have put a safety lock on Reverb. response:	Huh?
context: Huh? I-I missed?!\Did you accidentally miss or did you miss on purpose?\Your control is way off!\Then how about this?!\Crash\Where are you attacking?!\Koichi, sadly for you, I have put a safety lock on Reverb.\Huh? response:	You are now unable to attack me.
context: Did you accidentally miss or did you miss on purpose?\Your control is way off!\Then how about this?!\Crash\Where are you attacking?!\Koichi, sadly for you, I have put a safety lock on Reverb.\Huh?\You are now unable to attack me. response:	Safety lock?
context: Your control is way off!\Then how about this?!\Crash\Where are you attacking?!\Koichi, sadly for you, I have put a safety lock on Reverb.\Huh?\You are now unable to attack me.\Safety lock? response:	Look... I've already written it into your 11th page, right here.
context: Then how about this?!\Crash\Where are you attacking?!\Koichi, sadly for you, I have put a safety lock on Reverb.\Huh?\You are now unable to attack me.\Safety lock?\Look... I've already written it into your 11th page, right here. response:	I can not attack the manga artist, Rohan Kishibe
context: Crash\Where are you attacking?!\Koichi, sadly for you, I have put a safety lock on Reverb.\Huh?\You are now unable to attack me.\Safety lock?\Look... I've already written it into your 11th page, right here.\I can not attack the manga artist, Rohan Kishibe response:	I can not attack the manga artist, Rohan Kishibe.
context: Where are you attacking?!\Koichi, sadly for you, I have put a safety lock on Reverb.\Huh?\You are now unable to attack me.\Safety lock?\Look... I've already written it into your 11th page, right here.\I can not attack the manga artist, Rohan Kishibe\I can not attack the manga artist, Rohan Kishibe. response:	an
context: Koichi, sadly for you, I have put a safety lock on Reverb.\Huh?\You are now unable to attack me.\Safety lock?\Look... I've already written it into your 11th page, right here.\I can not attack the manga artist, Rohan Kishibe\I can not attack the manga artist, Rohan Kishibe.\an response:	ot
context: Huh?\You are now unable to attack me.\Safety lock?\Look... I've already written it into your 11th page, right here.\I can not attack the manga artist, Rohan Kishibe\I can not attack the manga artist, Rohan Kishibe.\an\ot response:	can not
context: You are now unable to attack me.\Safety lock?\Look... I've already written it into your 11th page, right here.\I can not attack the manga artist, Rohan Kishibe\I can not attack the manga artist, Rohan Kishibe.\an\ot\can not response:	This is Heaven's Door's ability.
context: Safety lock?\Look... I've already written it into your 11th page, right here.\I can not attack the manga artist, Rohan Kishibe\I can not attack the manga artist, Rohan Kishibe.\an\ot\can not\This is Heaven's Door's ability. response:	It lets me read people's experiences via words and pictures,
context: Look... I've already written it into your 11th page, right here.\I can not attack the manga artist, Rohan Kishibe\I can not attack the manga artist, Rohan Kishibe.\an\ot\can not\This is Heaven's Door's ability.\It lets me read people's experiences via words and pictures, response:	and it also allows me to write into your memories.
context: I can not attack the manga artist, Rohan Kishibe\I can not attack the manga artist, Rohan Kishibe.\an\ot\can not\This is Heaven's Door's ability.\It lets me read people's experiences via words and pictures,\and it also allows me to write into your memories. response:	You will now never be able to harm me in any way, shape, or form.
context: I can not attack the manga artist, Rohan Kishibe.\an\ot\can not\This is Heaven's Door's ability.\It lets me read people's experiences via words and pictures,\and it also allows me to write into your memories.\You will now never be able to harm me in any way, shape, or form. response:	Wh-What?!
context: an\ot\can not\This is Heaven's Door's ability.\It lets me read people's experiences via words and pictures,\and it also allows me to write into your memories.\You will now never be able to harm me in any way, shape, or form.\Wh-What?! response:	But that's all I'm going to mess with.
context: ot\can not\This is Heaven's Door's ability.\It lets me read people's experiences via words and pictures,\and it also allows me to write into your memories.\You will now never be able to harm me in any way, shape, or form.\Wh-What?!\But that's all I'm going to mess with. response:	If I write in any more, it'll make your life fake,
context: can not\This is Heaven's Door's ability.\It lets me read people's experiences via words and pictures,\and it also allows me to write into your memories.\You will now never be able to harm me in any way, shape, or form.\Wh-What?!\But that's all I'm going to mess with.\If I write in any more, it'll make your life fake, response:	so it wouldn't benefit my work at all.
context: This is Heaven's Door's ability.\It lets me read people's experiences via words and pictures,\and it also allows me to write into your memories.\You will now never be able to harm me in any way, shape, or form.\Wh-What?!\But that's all I'm going to mess with.\If I write in any more, it'll make your life fake,\so it wouldn't benefit my work at all. response:	Let's see... I guess I'll have a look at Hazamada, too.
context: It lets me read people's experiences via words and pictures,\and it also allows me to write into your memories.\You will now never be able to harm me in any way, shape, or form.\Wh-What?!\But that's all I'm going to mess with.\If I write in any more, it'll make your life fake,\so it wouldn't benefit my work at all.\Let's see... I guess I'll have a look at Hazamada, too. response:	Sensei! You are a genius! I admire you!
context: and it also allows me to write into your memories.\You will now never be able to harm me in any way, shape, or form.\Wh-What?!\But that's all I'm going to mess with.\If I write in any more, it'll make your life fake,\so it wouldn't benefit my work at all.\Let's see... I guess I'll have a look at Hazamada, too.\Sensei! You are a genius! I admire you! response:	Huh... I see.
context: You will now never be able to harm me in any way, shape, or form.\Wh-What?!\But that's all I'm going to mess with.\If I write in any more, it'll make your life fake,\so it wouldn't benefit my work at all.\Let's see... I guess I'll have a look at Hazamada, too.\Sensei! You are a genius! I admire you!\Huh... I see. response:	Let's see...
context: Wh-What?!\But that's all I'm going to mess with.\If I write in any more, it'll make your life fake,\so it wouldn't benefit my work at all.\Let's see... I guess I'll have a look at Hazamada, too.\Sensei! You are a genius! I admire you!\Huh... I see.\Let's see... response:	You sometimes feel relief after you've
context: But that's all I'm going to mess with.\If I write in any more, it'll make your life fake,\so it wouldn't benefit my work at all.\Let's see... I guess I'll have a look at Hazamada, too.\Sensei! You are a genius! I admire you!\Huh... I see.\Let's see...\You sometimes feel relief after you've response:	picked on things weaker than yourself, like kittens and small birds.
context: If I write in any more, it'll make your life fake,\so it wouldn't benefit my work at all.\Let's see... I guess I'll have a look at Hazamada, too.\Sensei! You are a genius! I admire you!\Huh... I see.\Let's see...\You sometimes feel relief after you've\picked on things weaker than yourself, like kittens and small birds. response:	You want to force yourself on Junko from 3-E,
context: so it wouldn't benefit my work at all.\Let's see... I guess I'll have a look at Hazamada, too.\Sensei! You are a genius! I admire you!\Huh... I see.\Let's see...\You sometimes feel relief after you've\picked on things weaker than yourself, like kittens and small birds.\You want to force yourself on Junko from 3-E, response:	but you're too cowardly, so you can't.
context: Let's see... I guess I'll have a look at Hazamada, too.\Sensei! You are a genius! I admire you!\Huh... I see.\Let's see...\You sometimes feel relief after you've\picked on things weaker than yourself, like kittens and small birds.\You want to force yourself on Junko from 3-E,\but you're too cowardly, so you can't. response:	Your balls often get sweaty,
context: Sensei! You are a genius! I admire you!\Huh... I see.\Let's see...\You sometimes feel relief after you've\picked on things weaker than yourself, like kittens and small birds.\You want to force yourself on Junko from 3-E,\but you're too cowardly, so you can't.\Your balls often get sweaty, response:	and when you're adjusting them during class,
context: Huh... I see.\Let's see...\You sometimes feel relief after you've\picked on things weaker than yourself, like kittens and small birds.\You want to force yourself on Junko from 3-E,\but you're too cowardly, so you can't.\Your balls often get sweaty,\and when you're adjusting them during class, response:	nothing gives you a greater thrill than the thought that someone might see you.
context: Let's see...\You sometimes feel relief after you've\picked on things weaker than yourself, like kittens and small birds.\You want to force yourself on Junko from 3-E,\but you're too cowardly, so you can't.\Your balls often get sweaty,\and when you're adjusting them during class,\nothing gives you a greater thrill than the thought that someone might see you. response:	You're an awful man.
context: You sometimes feel relief after you've\picked on things weaker than yourself, like kittens and small birds.\You want to force yourself on Junko from 3-E,\but you're too cowardly, so you can't.\Your balls often get sweaty,\and when you're adjusting them during class,\nothing gives you a greater thrill than the thought that someone might see you.\You're an awful man. response:	There's no way my readers would like you if I wrote you into my manga.
context: picked on things weaker than yourself, like kittens and small birds.\You want to force yourself on Junko from 3-E,\but you're too cowardly, so you can't.\Your balls often get sweaty,\and when you're adjusting them during class,\nothing gives you a greater thrill than the thought that someone might see you.\You're an awful man.\There's no way my readers would like you if I wrote you into my manga. response:	You're useless.
context: You want to force yourself on Junko from 3-E,\but you're too cowardly, so you can't.\Your balls often get sweaty,\and when you're adjusting them during class,\nothing gives you a greater thrill than the thought that someone might see you.\You're an awful man.\There's no way my readers would like you if I wrote you into my manga.\You're useless. response:	No fair! There's no hope for me!
context: but you're too cowardly, so you can't.\Your balls often get sweaty,\and when you're adjusting them during class,\nothing gives you a greater thrill than the thought that someone might see you.\You're an awful man.\There's no way my readers would like you if I wrote you into my manga.\You're useless.\No fair! There's no hope for me! response:	Why?
context: Your balls often get sweaty,\and when you're adjusting them during class,\nothing gives you a greater thrill than the thought that someone might see you.\You're an awful man.\There's no way my readers would like you if I wrote you into my manga.\You're useless.\No fair! There's no hope for me!\Why? response:	Why are you doing this?
